Mes y año	Mes (código)	Sexo	UE28-UE27-UE25	UE25	UE27	UE28	Número de contratos	Provincia código	Provincia nombre
Abril 2018	201804	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2605	22	Huesca
Abril 2018	201804	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	475	22	Huesca
Abril 2018	201804	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	67	22	Huesca
Abril 2018	201804	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	821	22	Huesca
Abril 2018	201804	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2046	44	Teruel
Abril 2018	201804	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	243	44	Teruel
Abril 2018	201804	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	60	44	Teruel
Abril 2018	201804	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	318	44	Teruel
Abril 2018	201804	Hombres	Españoles	ESPAÑA	Españoles	Españoles	13580	50	Zaragoza
Abril 2018	201804	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1617	50	Zaragoza
Abril 2018	201804	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	197	50	Zaragoza
Abril 2018	201804	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3202	50	Zaragoza
Abril 2018	201804	Hombres	No consta	No consta	No consta	No consta	2	50	Zaragoza
Abril 2018	201804	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2391	22	Huesca
Abril 2018	201804	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	361	22	Huesca
Abril 2018	201804	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	51	22	Huesca
Abril 2018	201804	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	266	22	Huesca
Abril 2018	201804	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1490	44	Teruel
Abril 2018	201804	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	174	44	Teruel
Abril 2018	201804	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	18	44	Teruel
Abril 2018	201804	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	108	44	Teruel
Abril 2018	201804	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	13316	50	Zaragoza
Abril 2018	201804	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1620	50	Zaragoza
Abril 2018	201804	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	197	50	Zaragoza
Abril 2018	201804	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1955	50	Zaragoza
Marzo 2018	201803	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2648	22	Huesca
Marzo 2018	201803	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	336	22	Huesca
Marzo 2018	201803	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	65	22	Huesca
Marzo 2018	201803	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	575	22	Huesca
Marzo 2018	201803	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2035	44	Teruel
Marzo 2018	201803	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	249	44	Teruel
Marzo 2018	201803	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	35	44	Teruel
Marzo 2018	201803	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	311	44	Teruel
Marzo 2018	201803	Hombres	Españoles	ESPAÑA	Españoles	Españoles	13105	50	Zaragoza
Marzo 2018	201803	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1532	50	Zaragoza
Marzo 2018	201803	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Marzo 2018	201803	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	194	50	Zaragoza
Marzo 2018	201803	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2682	50	Zaragoza
Marzo 2018	201803	Hombres	No consta	No consta	No consta	No consta	4	50	Zaragoza
Marzo 2018	201803	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2429	22	Huesca
Marzo 2018	201803	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	270	22	Huesca
Marzo 2018	201803	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	65	22	Huesca
Marzo 2018	201803	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	214	22	Huesca
Marzo 2018	201803	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1597	44	Teruel
Marzo 2018	201803	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	184	44	Teruel
Marzo 2018	201803	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	21	44	Teruel
Marzo 2018	201803	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	99	44	Teruel
Marzo 2018	201803	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	12485	50	Zaragoza
Marzo 2018	201803	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1319	50	Zaragoza
Marzo 2018	201803	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Marzo 2018	201803	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	210	50	Zaragoza
Marzo 2018	201803	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1763	50	Zaragoza
Marzo 2018	201803	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Febrero 2018	201802	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2552	22	Huesca
Febrero 2018	201802	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	326	22	Huesca
Febrero 2018	201802	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	62	22	Huesca
Febrero 2018	201802	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	554	22	Huesca
Febrero 2018	201802	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1730	44	Teruel
Febrero 2018	201802	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	230	44	Teruel
Febrero 2018	201802	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	29	44	Teruel
Febrero 2018	201802	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	232	44	Teruel
Febrero 2018	201802	Hombres	Españoles	ESPAÑA	Españoles	Españoles	12808	50	Zaragoza
Febrero 2018	201802	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1645	50	Zaragoza
Febrero 2018	201802	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	195	50	Zaragoza
Febrero 2018	201802	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2475	50	Zaragoza
Febrero 2018	201802	Hombres	No consta	No consta	No consta	No consta	3	50	Zaragoza
Febrero 2018	201802	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2309	22	Huesca
Febrero 2018	201802	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	254	22	Huesca
Febrero 2018	201802	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	67	22	Huesca
Febrero 2018	201802	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	204	22	Huesca
Febrero 2018	201802	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1194	44	Teruel
Febrero 2018	201802	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	150	44	Teruel
Febrero 2018	201802	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	15	44	Teruel
Febrero 2018	201802	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	94	44	Teruel
Febrero 2018	201802	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	12408	50	Zaragoza
Febrero 2018	201802	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1332	50	Zaragoza
Febrero 2018	201802	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Febrero 2018	201802	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	196	50	Zaragoza
Febrero 2018	201802	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1676	50	Zaragoza
Enero 2018	201801	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2710	22	Huesca
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	385	22	Huesca
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	22	Huesca
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	64	22	Huesca
Enero 2018	201801	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	529	22	Huesca
Enero 2018	201801	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1623	44	Teruel
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	262	44	Teruel
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	27	44	Teruel
Enero 2018	201801	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	246	44	Teruel
Enero 2018	201801	Hombres	Españoles	ESPAÑA	Españoles	Españoles	15084	50	Zaragoza
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1615	50	Zaragoza
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Enero 2018	201801	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	233	50	Zaragoza
Enero 2018	201801	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2746	50	Zaragoza
Enero 2018	201801	Hombres	No consta	No consta	No consta	No consta	3	50	Zaragoza
Enero 2018	201801	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2581	22	Huesca
Enero 2018	201801	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	264	22	Huesca
Enero 2018	201801	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	63	22	Huesca
Enero 2018	201801	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	195	22	Huesca
Enero 2018	201801	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1229	44	Teruel
Enero 2018	201801	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	125	44	Teruel
Enero 2018	201801	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	21	44	Teruel
Enero 2018	201801	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	85	44	Teruel
Enero 2018	201801	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	13215	50	Zaragoza
Enero 2018	201801	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1205	50	Zaragoza
Enero 2018	201801	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Enero 2018	201801	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	182	50	Zaragoza
Enero 2018	201801	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1675	50	Zaragoza
Enero 2018	201801	Mujeres	No consta	No consta	No consta	No consta	1	50	Zaragoza
Diciembre 2017	201712	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2756	22	Huesca
Diciembre 2017	201712	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	272	22	Huesca
Diciembre 2017	201712	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	75	22	Huesca
Diciembre 2017	201712	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	539	22	Huesca
Diciembre 2017	201712	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1607	44	Teruel
Diciembre 2017	201712	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	188	44	Teruel
Diciembre 2017	201712	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	14	44	Teruel
Diciembre 2017	201712	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	223	44	Teruel
Diciembre 2017	201712	Hombres	Españoles	ESPAÑA	Españoles	Españoles	12225	50	Zaragoza
Diciembre 2017	201712	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1363	50	Zaragoza
Diciembre 2017	201712	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	180	50	Zaragoza
Diciembre 2017	201712	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2645	50	Zaragoza
Diciembre 2017	201712	Hombres	No consta	No consta	No consta	No consta	5	50	Zaragoza
Diciembre 2017	201712	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2683	22	Huesca
Diciembre 2017	201712	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	291	22	Huesca
Diciembre 2017	201712	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	82	22	Huesca
Diciembre 2017	201712	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	227	22	Huesca
Diciembre 2017	201712	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1326	44	Teruel
Diciembre 2017	201712	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	112	44	Teruel
Diciembre 2017	201712	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	14	44	Teruel
Diciembre 2017	201712	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	85	44	Teruel
Diciembre 2017	201712	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	11957	50	Zaragoza
Diciembre 2017	201712	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1424	50	Zaragoza
Diciembre 2017	201712	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	188	50	Zaragoza
Diciembre 2017	201712	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1762	50	Zaragoza
Noviembre 2017	201711	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2267	22	Huesca
Noviembre 2017	201711	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	440	22	Huesca
Noviembre 2017	201711	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	50	22	Huesca
Noviembre 2017	201711	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	703	22	Huesca
Noviembre 2017	201711	Hombres	Españoles	ESPAÑA	Españoles	Españoles	1934	44	Teruel
Noviembre 2017	201711	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	227	44	Teruel
Noviembre 2017	201711	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	21	44	Teruel
Noviembre 2017	201711	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	241	44	Teruel
Noviembre 2017	201711	Hombres	Españoles	ESPAÑA	Españoles	Españoles	15183	50	Zaragoza
Noviembre 2017	201711	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1797	50	Zaragoza
Noviembre 2017	201711	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	227	50	Zaragoza
Noviembre 2017	201711	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2831	50	Zaragoza
Noviembre 2017	201711	Hombres	No consta	No consta	No consta	No consta	2	50	Zaragoza
Noviembre 2017	201711	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2202	22	Huesca
Noviembre 2017	201711	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	278	22	Huesca
Noviembre 2017	201711	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	52	22	Huesca
Noviembre 2017	201711	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	244	22	Huesca
Noviembre 2017	201711	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1489	44	Teruel
Noviembre 2017	201711	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	132	44	Teruel
Noviembre 2017	201711	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	24	44	Teruel
Noviembre 2017	201711	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	91	44	Teruel
Noviembre 2017	201711	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	14699	50	Zaragoza
Noviembre 2017	201711	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1486	50	Zaragoza
Noviembre 2017	201711	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Noviembre 2017	201711	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	240	50	Zaragoza
Noviembre 2017	201711	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1655	50	Zaragoza
Octubre 2017	201710	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2794	22	Huesca
Octubre 2017	201710	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	410	22	Huesca
Octubre 2017	201710	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	43	22	Huesca
Octubre 2017	201710	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	748	22	Huesca
Octubre 2017	201710	Hombres	Españoles	ESPAÑA	Españoles	Españoles	2596	44	Teruel
Octubre 2017	201710	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	249	44	Teruel
Octubre 2017	201710	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	26	44	Teruel
Octubre 2017	201710	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	278	44	Teruel
Octubre 2017	201710	Hombres	Españoles	ESPAÑA	Españoles	Españoles	18647	50	Zaragoza
Octubre 2017	201710	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2026	50	Zaragoza
Octubre 2017	201710	Hombres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	1	50	Zaragoza
Octubre 2017	201710	Hombres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	270	50	Zaragoza
Octubre 2017	201710	Hombres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3293	50	Zaragoza
Octubre 2017	201710	Hombres	No consta	No consta	No consta	No consta	3	50	Zaragoza
Octubre 2017	201710	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	2857	22	Huesca
Octubre 2017	201710	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	331	22	Huesca
Octubre 2017	201710	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	62	22	Huesca
Octubre 2017	201710	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	335	22	Huesca
Octubre 2017	201710	Mujeres	Españoles	ESPAÑA	Españoles	Españoles	1696	44	Teruel
Octubre 2017	201710	Mujeres	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	159	44	Teruel
Octubre 2017	201710	Mujeres	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	16	44	Teruel
Octubre 2017	201710	Mujeres	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	121	44	Teruel
