Año	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Código	Municipio
2018	34	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50067	Calatayud
2018	12	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50074	Caspe
2018	63	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50089	Cuarte de Huerva
2018	98	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50095	Ejea de los Caballeros
2018	15	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50163	María de Huerva
2018	54	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50182	Muela (La)
2018	84	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50219	Puebla de Alfindén (La)
2018	27	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50251	Tarazona
2018	56	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50252	Tauste
2018	62	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50272	Utebo
2018	1271	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50297	Zaragoza
2018	37	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres	50298	Zuera
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22048	Barbastro
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22061	Binéfar
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22112	Fraga
2018	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22125	Huesca
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22130	Jaca
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22158	Monzón
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	22199	Sabiñánigo
2018	6	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	44216	Teruel
2018	4	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50008	Alagón
2018	13	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50025	Almunia de Doña Godina (La)
2018	5	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50067	Calatayud
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50074	Caspe
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50089	Cuarte de Huerva
2018	9	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50095	Ejea de los Caballeros
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50163	María de Huerva
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50182	Muela (La)
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50219	Puebla de Alfindén (La)
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50251	Tarazona
2018	2	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50252	Tauste
2018	1	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50272	Utebo
2018	57	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres	50297	Zaragoza
2018	26	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22048	Barbastro
2018	37	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22061	Binéfar
2018	31	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22112	Fraga
2018	65	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22125	Huesca
2018	11	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22130	Jaca
2018	68	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22158	Monzón
2018	17	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	22199	Sabiñánigo
2018	38	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44013	Alcañiz
2018	6	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44025	Andorra
2018	59	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	44216	Teruel
2018	15	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50008	Alagón
2018	21	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50025	Almunia de Doña Godina (La)
2018	43	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50067	Calatayud
2018	8	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50074	Caspe
2018	59	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50089	Cuarte de Huerva
2018	34	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50095	Ejea de los Caballeros
2018	9	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50163	María de Huerva
2018	57	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50182	Muela (La)
2018	59	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50219	Puebla de Alfindén (La)
2018	34	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50251	Tarazona
2018	18	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50252	Tauste
2018	22	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50272	Utebo
2018	919	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50297	Zaragoza
2018	30	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	50298	Zuera
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22048	Barbastro
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22112	Fraga
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22125	Huesca
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22158	Monzón
2018	1	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	22199	Sabiñánigo
2018	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44013	Alcañiz
2018	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	44216	Teruel
2018	6	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50025	Almunia de Doña Godina (La)
2018	13	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50067	Calatayud
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50089	Cuarte de Huerva
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50095	Ejea de los Caballeros
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50182	Muela (La)
2018	3	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50219	Puebla de Alfindén (La)
2018	2	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50251	Tarazona
2018	6	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50252	Tauste
2018	4	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50272	Utebo
2018	70	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	50297	Zaragoza
2018	43	9	Ocupaciones elementales	Hombres	22048	Barbastro
2018	36	9	Ocupaciones elementales	Hombres	22061	Binéfar
2018	81	9	Ocupaciones elementales	Hombres	22112	Fraga
2018	112	9	Ocupaciones elementales	Hombres	22125	Huesca
2018	17	9	Ocupaciones elementales	Hombres	22130	Jaca
2018	108	9	Ocupaciones elementales	Hombres	22158	Monzón
2018	7	9	Ocupaciones elementales	Hombres	22199	Sabiñánigo
2018	24	9	Ocupaciones elementales	Hombres	44013	Alcañiz
2018	8	9	Ocupaciones elementales	Hombres	44025	Andorra
2018	135	9	Ocupaciones elementales	Hombres	44216	Teruel
2018	52	9	Ocupaciones elementales	Hombres	50008	Alagón
2018	38	9	Ocupaciones elementales	Hombres	50025	Almunia de Doña Godina (La)
2018	26	9	Ocupaciones elementales	Hombres	50067	Calatayud
2018	33	9	Ocupaciones elementales	Hombres	50074	Caspe
2018	38	9	Ocupaciones elementales	Hombres	50089	Cuarte de Huerva
2018	85	9	Ocupaciones elementales	Hombres	50095	Ejea de los Caballeros
2018	5	9	Ocupaciones elementales	Hombres	50163	María de Huerva
2018	77	9	Ocupaciones elementales	Hombres	50182	Muela (La)
2018	46	9	Ocupaciones elementales	Hombres	50219	Puebla de Alfindén (La)
2018	44	9	Ocupaciones elementales	Hombres	50251	Tarazona
2018	34	9	Ocupaciones elementales	Hombres	50252	Tauste
2018	59	9	Ocupaciones elementales	Hombres	50272	Utebo
2018	1083	9	Ocupaciones elementales	Hombres	50297	Zaragoza
2018	52	9	Ocupaciones elementales	Hombres	50298	Zuera
2018	14	9	Ocupaciones elementales	Mujeres	22048	Barbastro
2018	8	9	Ocupaciones elementales	Mujeres	22061	Binéfar
2018	30	9	Ocupaciones elementales	Mujeres	22112	Fraga
2018	45	9	Ocupaciones elementales	Mujeres	22125	Huesca
2018	13	9	Ocupaciones elementales	Mujeres	22130	Jaca
2018	11	9	Ocupaciones elementales	Mujeres	22158	Monzón
2018	1	9	Ocupaciones elementales	Mujeres	22199	Sabiñánigo
2018	11	9	Ocupaciones elementales	Mujeres	44013	Alcañiz
2018	4	9	Ocupaciones elementales	Mujeres	44025	Andorra
2018	45	9	Ocupaciones elementales	Mujeres	44216	Teruel
2018	30	9	Ocupaciones elementales	Mujeres	50008	Alagón
2018	20	9	Ocupaciones elementales	Mujeres	50025	Almunia de Doña Godina (La)
2018	15	9	Ocupaciones elementales	Mujeres	50067	Calatayud
2018	8	9	Ocupaciones elementales	Mujeres	50074	Caspe
2018	11	9	Ocupaciones elementales	Mujeres	50089	Cuarte de Huerva
2018	31	9	Ocupaciones elementales	Mujeres	50095	Ejea de los Caballeros
2018	1	9	Ocupaciones elementales	Mujeres	50163	María de Huerva
2018	23	9	Ocupaciones elementales	Mujeres	50182	Muela (La)
2018	7	9	Ocupaciones elementales	Mujeres	50219	Puebla de Alfindén (La)
2018	9	9	Ocupaciones elementales	Mujeres	50251	Tarazona
2018	8	9	Ocupaciones elementales	Mujeres	50252	Tauste
2018	23	9	Ocupaciones elementales	Mujeres	50272	Utebo
2018	688	9	Ocupaciones elementales	Mujeres	50297	Zaragoza
2018	10	9	Ocupaciones elementales	Mujeres	50298	Zuera
2017	1	1	Directores y gerentes	Hombres	22048	Barbastro
2017	1	1	Directores y gerentes	Hombres	22061	Binéfar
2017	1	1	Directores y gerentes	Hombres	22112	Fraga
2017	2	1	Directores y gerentes	Hombres	22125	Huesca
2017	1	1	Directores y gerentes	Hombres	44025	Andorra
2017	1	1	Directores y gerentes	Hombres	50182	Muela (La)
2017	3	1	Directores y gerentes	Hombres	50219	Puebla de Alfindén (La)
2017	16	1	Directores y gerentes	Hombres	50297	Zaragoza
2017	1	1	Directores y gerentes	Mujeres	22112	Fraga
2017	1	1	Directores y gerentes	Mujeres	22125	Huesca
2017	2	1	Directores y gerentes	Mujeres	44216	Teruel
2017	1	1	Directores y gerentes	Mujeres	50008	Alagón
2017	1	1	Directores y gerentes	Mujeres	50067	Calatayud
2017	1	1	Directores y gerentes	Mujeres	50182	Muela (La)
2017	11	1	Directores y gerentes	Mujeres	50297	Zaragoza
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	22048	Barbastro
2017	5	2	Técnicos y profesionales científicos e intelectuales	Hombres	22125	Huesca
2017	6	2	Técnicos y profesionales científicos e intelectuales	Hombres	22130	Jaca
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	44013	Alcañiz
2017	3	2	Técnicos y profesionales científicos e intelectuales	Hombres	44216	Teruel
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50089	Cuarte de Huerva
2017	2	2	Técnicos y profesionales científicos e intelectuales	Hombres	50095	Ejea de los Caballeros
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50182	Muela (La)
2017	1	2	Técnicos y profesionales científicos e intelectuales	Hombres	50272	Utebo
2017	81	2	Técnicos y profesionales científicos e intelectuales	Hombres	50297	Zaragoza
2017	4	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22048	Barbastro
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22112	Fraga
2017	12	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22125	Huesca
2017	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22130	Jaca
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22158	Monzón
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	22199	Sabiñánigo
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	44013	Alcañiz
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	44025	Andorra
2017	4	2	Técnicos y profesionales científicos e intelectuales	Mujeres	44216	Teruel
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50008	Alagón
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50025	Almunia de Doña Godina (La)
2017	5	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50067	Calatayud
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50074	Caspe
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50163	María de Huerva
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50219	Puebla de Alfindén (La)
2017	3	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50251	Tarazona
2017	2	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50272	Utebo
2017	181	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50297	Zaragoza
2017	1	2	Técnicos y profesionales científicos e intelectuales	Mujeres	50298	Zuera
2017	6	3	Técnicos; profesionales de apoyo	Hombres	22048	Barbastro
2017	2	3	Técnicos; profesionales de apoyo	Hombres	22061	Binéfar
2017	7	3	Técnicos; profesionales de apoyo	Hombres	22112	Fraga
2017	19	3	Técnicos; profesionales de apoyo	Hombres	22125	Huesca
2017	3	3	Técnicos; profesionales de apoyo	Hombres	22130	Jaca
2017	4	3	Técnicos; profesionales de apoyo	Hombres	22158	Monzón
2017	1	3	Técnicos; profesionales de apoyo	Hombres	22199	Sabiñánigo
2017	2	3	Técnicos; profesionales de apoyo	Hombres	44025	Andorra
2017	9	3	Técnicos; profesionales de apoyo	Hombres	44216	Teruel
2017	2	3	Técnicos; profesionales de apoyo	Hombres	50025	Almunia de Doña Godina (La)
2017	9	3	Técnicos; profesionales de apoyo	Hombres	50089	Cuarte de Huerva
2017	2	3	Técnicos; profesionales de apoyo	Hombres	50163	María de Huerva
2017	4	3	Técnicos; profesionales de apoyo	Hombres	50182	Muela (La)
2017	2	3	Técnicos; profesionales de apoyo	Hombres	50251	Tarazona
2017	1	3	Técnicos; profesionales de apoyo	Hombres	50252	Tauste
2017	3	3	Técnicos; profesionales de apoyo	Hombres	50272	Utebo
2017	176	3	Técnicos; profesionales de apoyo	Hombres	50297	Zaragoza
2017	6	3	Técnicos; profesionales de apoyo	Hombres	50298	Zuera
2017	5	3	Técnicos; profesionales de apoyo	Mujeres	22048	Barbastro
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	22112	Fraga
2017	7	3	Técnicos; profesionales de apoyo	Mujeres	22125	Huesca
2017	2	3	Técnicos; profesionales de apoyo	Mujeres	22130	Jaca
2017	2	3	Técnicos; profesionales de apoyo	Mujeres	44216	Teruel
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	50008	Alagón
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	50067	Calatayud
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	50089	Cuarte de Huerva
2017	4	3	Técnicos; profesionales de apoyo	Mujeres	50219	Puebla de Alfindén (La)
2017	1	3	Técnicos; profesionales de apoyo	Mujeres	50251	Tarazona
2017	66	3	Técnicos; profesionales de apoyo	Mujeres	50297	Zaragoza
2017	3	3	Técnicos; profesionales de apoyo	Mujeres	50298	Zuera
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	22048	Barbastro
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	22061	Binéfar
2017	7	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	22125	Huesca
2017	3	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	22130	Jaca
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	44013	Alcañiz
2017	5	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	44216	Teruel
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50008	Alagón
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50089	Cuarte de Huerva
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50095	Ejea de los Caballeros
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50182	Muela (La)
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50219	Puebla de Alfindén (La)
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50272	Utebo
2017	54	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50297	Zaragoza
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Hombres	50298	Zuera
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22048	Barbastro
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22061	Binéfar
2017	2	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22112	Fraga
2017	9	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22125	Huesca
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22130	Jaca
2017	3	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22158	Monzón
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	22199	Sabiñánigo
2017	8	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	44216	Teruel
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50025	Almunia de Doña Godina (La)
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50089	Cuarte de Huerva
2017	4	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50219	Puebla de Alfindén (La)
2017	5	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50272	Utebo
2017	141	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50297	Zaragoza
2017	1	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres	50298	Zuera
2017	12	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22048	Barbastro
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22061	Binéfar
2017	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22112	Fraga
2017	49	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22125	Huesca
2017	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22130	Jaca
2017	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22158	Monzón
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	22199	Sabiñánigo
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	44013	Alcañiz
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	44025	Andorra
2017	29	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	44216	Teruel
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50025	Almunia de Doña Godina (La)
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50067	Calatayud
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50074	Caspe
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50089	Cuarte de Huerva
2017	9	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50095	Ejea de los Caballeros
2017	1	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50163	María de Huerva
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50182	Muela (La)
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50219	Puebla de Alfindén (La)
2017	3	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50251	Tarazona
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50252	Tauste
2017	21	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50272	Utebo
2017	557	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50297	Zaragoza
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres	50298	Zuera
2017	36	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22048	Barbastro
2017	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22061	Binéfar
2017	16	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22112	Fraga
2017	88	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22125	Huesca
2017	20	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22130	Jaca
2017	23	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22158	Monzón
2017	10	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	22199	Sabiñánigo
2017	26	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	44013	Alcañiz
2017	17	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	44025	Andorra
2017	62	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	44216	Teruel
2017	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50008	Alagón
2017	20	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50025	Almunia de Doña Godina (La)
2017	18	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50067	Calatayud
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50074	Caspe
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50089	Cuarte de Huerva
2017	13	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50095	Ejea de los Caballeros
2017	6	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50163	María de Huerva
2017	2	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50182	Muela (La)
2017	7	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50219	Puebla de Alfindén (La)
2017	4	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50251	Tarazona
2017	5	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50252	Tauste
2017	24	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50272	Utebo
2017	1064	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50297	Zaragoza
2017	8	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres	50298	Zuera
2017	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22048	Barbastro
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22061	Binéfar
2017	18	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22112	Fraga
2017	18	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22125	Huesca
2017	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22130	Jaca
2017	11	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22158	Monzón
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	22199	Sabiñánigo
2017	4	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	44013	Alcañiz
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	44025	Andorra
2017	22	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	44216	Teruel
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50008	Alagón
2017	8	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50025	Almunia de Doña Godina (La)
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50074	Caspe
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50089	Cuarte de Huerva
2017	21	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50095	Ejea de los Caballeros
2017	3	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50219	Puebla de Alfindén (La)
2017	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50251	Tarazona
2017	9	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50252	Tauste
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50272	Utebo
2017	35	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50297	Zaragoza
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres	50298	Zuera
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22061	Binéfar
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22112	Fraga
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	22125	Huesca
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	44013	Alcañiz
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	44216	Teruel
2017	2	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50025	Almunia de Doña Godina (La)
2017	1	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50067	Calatayud
2017	6	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres	50095	Ejea de los Caballeros
