Año	Comarca código	Comarca nombre	Urbano, parcelas	Urbano, superficie	Urbano, bienes inmuebles	Urbano, valor catastral total	Urbano, valor catastral construcción	Urbano, valor catastral suelo
2007	06	Hoya de Huesca / Plana de Uesca	23032	1407,03	64257	1790012,53	1123631,62	666380,91
2007	07	Somontano de Barbastro	12011	879,15	21925	564845,93	414246,43	150599,51
2007	08	Cinca Medio	9566	589,49	18669	374650,21	270650,97	103999,24
2007	09	La Litera / La Llitera	12106	468,43	17534	360772,37	245282	115490,37
2007	10	Los Monegros	17533	1040,11	19979	410577,16	264119,92	146457,21
2007	11	Bajo Cinca / Baix Cinca	11216	581,11	18123	380632,95	268003,97	112628,93
2007	12	Tarazona y el Moncayo	9572	394,58	15949	223503,88	139479,26	84024,63
2007	13	Campo de Borja	10366	420,15	13496	194427,82	128163,78	66264,05
2007	14	Aranda	7180	134,99	10088	102454,58	63034,76	39419,84
2007	15	Ribera Alta del Ebro	13782	1807,68	18479	919912,12	538427,73	381484,43
2007	16	Valdejalón	17538	1456,77	21543	562531,96	290903,36	271628,62
2007	17	D.C. Zaragoza	64459	13392,28	491248	23804462,28	12417666,1	11386796,15
2007	18	Ribera Baja del Ebro	7511	467,84	8024	190512,87	116959,63	73553,24
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9479	361,68	12146	224915,92	129629,74	95286,18
2007	20	Comunidad de Calatayud	33962	1110,27	49454	866595,29	576117,84	290477,45
2007	21	Campo de Cariñena	8898	399,34	10667	181733,06	106546,68	75186,36
2007	22	Campo de Belchite	6970	173,31	7209	69361,36	43282,39	26079
2007	23	Bajo Martín	7135	194,49	8097	112231,23	72535,45	39695,75
2007	24	Campo de Daroca	10754	255,49	11738	155772,05	110988,2	44783,86
2007	25	Jiloca	17968	521,37	19944	240846,15	161555,25	79290,88
2007	26	Cuencas Mineras	10716	267,22	13645	142839,13	98202,61	44636,48
2007	27	Andorra-Sierra de Arcos	7696	635,2	10808	211924,49	143727,41	68197,06
2007	28	Bajo Aragón	16088	632,82	26931	469191,01	327875,19	141315,8
2007	29	Comunidad de Teruel	22081	1147,92	42967	1063133,96	720481,56	342652,42
2007	30	Maestrazgo	5840	87,75	6475	50572,04	41377,71	9194,31
2007	31	Sierra de Albarracín	8927	273,01	9540	119250,93	81605,35	37645,57
2007	32	Gúdar-Javalambre	15435	641,32	17933	226456,7	162331,37	64125,32
2007	33	Matarraña / Matarranya	9724	218,87	10169	170360,24	121638,33	48721,92
2006	01	La Jacetania	9817	836,3	39899	924719,58	528780,2	395939,38
2006	02	Alto Gállego	7309	742,97	24419	513826,46	304088,56	209737,91
2006	03	Sobrarbe	6704	381,24	9196	154278,55	123916,15	30362,42
2006	04	La Ribagorza	12328	782,24	19274	420053,95	274055,71	145998,24
2006	05	Cinco Villas	18972	1311,81	29157	838497,12	458029,35	380467,82
2006	06	Hoya de Huesca / Plana de Uesca	22800	1398,21	62961	1735572,65	1087656,91	647915,73
2006	07	Somontano de Barbastro	11951	885,08	21732	545399,19	398896,12	146503,08
2006	08	Cinca Medio	9517	587,68	18574	342105,27	250296,97	91808,3
2006	09	La Litera / La Llitera	12119	458,84	18556	315701,36	216820,57	98880,8
2006	10	Los Monegros	18043	1034,81	19976	380536,07	244954,43	135581,63
2006	11	Bajo Cinca / Baix Cinca	11158	553,83	17949	347813,92	245107,69	102706,25
2006	12	Tarazona y el Moncayo	9460	395,48	15908	214178,81	133639,87	80538,96
2006	13	Campo de Borja	10292	411,58	13411	188466,49	124220,4	64246,12
2006	14	Aranda	7006	135,2	10031	98854,11	60866,36	37987,75
2006	15	Ribera Alta del Ebro	13663	1793,39	18017	799024,29	449583,76	349440,51
2006	16	Valdejalón	17286	1461,67	21346	541294,57	280290,26	261004,29
2006	17	D.C. Zaragoza	62973	13864,88	481113	21935781,69	11552007,96	10383773,73
2006	18	Ribera Baja del Ebro	7333	433,31	7955	158544,72	103455,22	55089,52
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	9048	348,62	11912	215553,62	124180,5	91373,12
2006	20	Comunidad de Calatayud	33935	1105,58	49106	812778,23	542714,11	270064,14
2006	21	Campo de Cariñena	8853	395,67	10567	173274,94	101589,49	71685,49
2006	22	Campo de Belchite	6974	172,97	7191	67631,7	42211,63	25420,08
2006	23	Bajo Martín	7073	194,23	8068	110447,09	71410,23	39036,86
2006	24	Campo de Daroca	10724	256,06	11634	149007,92	106234,3	42773,6
2006	25	Jiloca	17819	520,69	19918	231284,84	155167,89	76117,08
2006	26	Cuencas Mineras	12570	360,43	13557	108144,93	77806,4	30338,56
2006	27	Andorra-Sierra de Arcos	7690	635,68	10785	190771,27	130184,22	60587,08
2006	28	Bajo Aragón	15754	626,12	26804	428920,46	300461,84	128458,62
2006	29	Comunidad de Teruel	21974	1140,24	42399	1026807,12	695808,96	330998,1
2006	30	Maestrazgo	5815	86,91	6463	49576,93	40563,99	9012,93
2006	31	Sierra de Albarracín	8814	269,73	9526	117800,51	80678,14	37122,32
2006	32	Gúdar-Javalambre	15689	652,94	17855	221309,8	158440,48	62869,38
2006	33	Matarraña / Matarranya	9508	212,04	10162	168022,72	120005,38	48017,33
2005	01	La Jacetania	9672	829,18	38676			
2005	02	Alto Gállego	7289	1058,9	22973			
2005	03	Sobrarbe	6701	793,97	9002			
2005	04	La Ribagorza	12296	1438,81	20357			
2005	05	Cinco Villas	18949	1449,16	28901			
2005	06	Hoya de Huesca / Plana de Uesca	23012	1476,24	62408			
2005	07	Somontano de Barbastro	12012	1181,25	21421			
2005	08	Cinca Medio	9592	589,3	17984			
2005	09	La Litera / La Llitera	12950	1231,41	18478			
2005	10	Los Monegros	18084	1079,04	19786			
2005	11	Bajo Cinca / Baix Cinca	11123	2568,11	17630			
2005	12	Tarazona y el Moncayo	9414	392,37	15698			
2005	13	Campo de Borja	10276	411,35	13317			
2005	14	Aranda	6985	134,66	9961			
2005	15	Ribera Alta del Ebro	13414	1663,55	17373			
2005	16	Valdejalón	17164	1450,07	20954			
2005	17	D.C. Zaragoza	62146	12214,12	467687			
2005	18	Ribera Baja del Ebro	7407	1415,9	7904			
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8954	1673,46	11784			
2005	20	Comunidad de Calatayud	33915	1629,1	48406			
2005	21	Campo de Cariñena	8829	396,45	10385			
2005	22	Campo de Belchite	6939	172,13	7130			
2005	23	Bajo Martín	7078	194,21	8094			
2005	24	Campo de Daroca	10678	252,9	11564			
2005	25	Jiloca	17811	519,59	19864			
2005	26	Cuencas Mineras	10627	260,75	13375			
2005	27	Andorra-Sierra de Arcos	7653	631,57	10764			
2005	28	Bajo Aragón	15760	920,43	26633			
2005	29	Comunidad de Teruel	21962	1137,6	42213			
2005	30	Maestrazgo	5805	86,72	6429			
2005	31	Sierra de Albarracín	8799	269,43	9285			
2005	32	Gúdar-Javalambre	15190	650,28	17530			
2005	33	Matarraña / Matarranya	9507	212,9	10124			
2004	01	La Jacetania	9653	820,04	37554			
2004	02	Alto Gállego	7060	912,2	22226			
2004	03	Sobrarbe	6599	798,21	8757			
2004	04	La Ribagorza	13699	1432,15	20063			
2004	05	Cinco Villas	18574	1192,46	27670			
2004	06	Hoya de Huesca / Plana de Uesca	22817	1432,29	61652			
2004	07	Somontano de Barbastro	12118	1200,85	21215			
2004	08	Cinca Medio	9587	584,54	17693			
2004	09	La Litera / La Llitera	13096	1233,26	18313			
2004	10	Los Monegros	17961	1020,68	19746			
2004	11	Bajo Cinca / Baix Cinca	11118	2562,56	17286			
2004	12	Tarazona y el Moncayo	9412	392,78	15714			
2004	13	Campo de Borja	10242	396,73	13204			
2004	14	Aranda	6923	133,96	9944			
2004	15	Ribera Alta del Ebro	13209	1557,47	17235			
2004	16	Valdejalón	16486	903,83	20161			
2004	17	D.C. Zaragoza	61817	11593,38	457670			
2004	18	Ribera Baja del Ebro	7397	1419,04	7900			
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8933	1682,97	11760			
2004	20	Comunidad de Calatayud	33712	1620,34	47807			
2004	21	Campo de Cariñena	8682	337,48	10230			
2004	22	Campo de Belchite	6912	168,97	7127			
2004	23	Bajo Martín	7057	191,53	8049			
2004	24	Campo de Daroca	10613	244,52	11465			
2004	25	Jiloca	17792	515,78	19812			
2004	26	Cuencas Mineras	10548	258,31	13341			
2004	27	Andorra-Sierra de Arcos	7645	631,55	10760			
2004	28	Bajo Aragón	15654	908,15	26162			
2004	29	Comunidad de Teruel	21917	1137,21	41994			
2004	30	Maestrazgo	5776	86,56	6403			
2004	31	Sierra de Albarracín	8586	263,05	9222			
2004	32	Gúdar-Javalambre	14526	1757,62	16860			
2004	33	Matarraña / Matarranya	9492	214,98	10061			
2003	01	La Jacetania	9488	726,55	36479			
2003	02	Alto Gállego	6914	919,59	20892			
2003	03	Sobrarbe	6570	797,71	8488			
2003	04	La Ribagorza	13659	1461,64	19411			
2003	05	Cinco Villas	18565	1182,54	27418			
2003	06	Hoya de Huesca / Plana de Uesca	22464	1519,04	60489			
2003	07	Somontano de Barbastro	12162	1286,76	20682			
2003	08	Cinca Medio	9495	569,16	17253			
2003	09	La Litera / La Llitera	13054	1232,61	17987			
2003	10	Los Monegros	17954	1013,77	19643			
2003	11	Bajo Cinca / Baix Cinca	11079	2561,06	17033			
2003	12	Tarazona y el Moncayo	9388	389,78	15505			
2003	13	Campo de Borja	10214	387,58	13082			
2003	14	Aranda	6918	134,09	9783			
2003	15	Ribera Alta del Ebro	13109	1448,11	16883			
2003	16	Valdejalón	16442	852,12	19843			
2003	17	D.C. Zaragoza	60989	10912,37	449586			
2003	18	Ribera Baja del Ebro	7402	1419,11	7898			
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8930	1682,79	11632			
2003	20	Comunidad de Calatayud	33599	1599,32	46822			
2003	21	Campo de Cariñena	8584	328,27	10108			
2003	22	Campo de Belchite	6910	168,71	7123			
2003	23	Bajo Martín	7023	190,88	8029			
2003	24	Campo de Daroca	10560	251,42	11349			
2003	25	Jiloca	17722	515,85	19693			
2003	26	Cuencas Mineras	10540	278,62	13303			
2003	27	Andorra-Sierra de Arcos	7628	632,02	10731			
2003	28	Bajo Aragón	15643	925,41	25383			
2003	29	Comunidad de Teruel	21774	1132,39	41279			
2003	30	Maestrazgo	5759	86,27	6393			
2003	31	Sierra de Albarracín	8524	248,49	9086			
2003	32	Gúdar-Javalambre	14316	1748,36	16618			
2003	33	Matarraña / Matarranya	9385	205,37	9927			
2002	01	La Jacetania	9470	726,81	35799			
2002	02	Alto Gállego	6729	918,16	20083			
2002	03	Sobrarbe	6529	457,44	8279			
2002	04	La Ribagorza	13526	1473,22	19024			
2002	05	Cinco Villas	18552	1052,99	26996			
2002	06	Hoya de Huesca / Plana de Uesca	22112	1458,75	59687			
2002	07	Somontano de Barbastro	11865	1229,3	20338			
2002	08	Cinca Medio	9385	566,29	17117			
2002	09	La Litera / La Llitera	13799	1253,5	18718			
2002	10	Los Monegros	17779	999	19501			
2002	11	Bajo Cinca / Baix Cinca	11009	2562,38	16830			
2002	12	Tarazona y el Moncayo	9350	390,09	15245			
2002	13	Campo de Borja	10197	388,53	12906			
2002	14	Aranda	6853	128,59	9589			
2002	15	Ribera Alta del Ebro	12643	1241,04	15905			
2002	16	Valdejalón	16381	795,15	19337			
2002	17	D.C. Zaragoza	60514	10775,26	442190			
2002	18	Ribera Baja del Ebro	7401	1421,29	7858			
2002	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8911	1682,89	11548			
2002	20	Comunidad de Calatayud	33160	1552,74	46060			
2002	21	Campo de Cariñena	8565	328,45	10021			
2002	22	Campo de Belchite	6899	168,54	7105			
2002	23	Bajo Martín	6996	190,65	7955			
2002	24	Campo de Daroca	10540	251,53	11322			
2002	25	Jiloca	17685	515,62	19593			
2002	26	Cuencas Mineras	10518	257,18	13292			
2002	27	Andorra-Sierra de Arcos	7622	632,05	10686			
2002	28	Bajo Aragón	15462	595,01	24942			
2002	29	Comunidad de Teruel	21710	1131,1	40799			
2002	30	Maestrazgo	5748	86,11	6363			
2002	31	Sierra de Albarracín	8441	242,96	9025			
2002	32	Gúdar-Javalambre	14266	1739,8	16472			
2002	33	Matarraña / Matarranya	9336	201,03	9898			
2001	01	La Jacetania	9440	730,92	35469			
2001	02	Alto Gállego	6607	630,97	19564			
2001	03	Sobrarbe	6436	451,62	8221			
2001	04	La Ribagorza	13411	807,84	18628			
2001	05	Cinco Villas	18525	1054,93	26643			
2001	06	Hoya de Huesca / Plana de Uesca	22046	1449,05	58959			
2001	07	Somontano de Barbastro	11866	1230,23	20610			
2001	08	Cinca Medio	9334	565,53	16832			
2001	09	La Litera / La Llitera	13759	1252,8	18616			
2001	10	Los Monegros	17713	993,72	19420			
2001	11	Bajo Cinca / Baix Cinca	10954	2562,61	16498			
2001	12	Tarazona y el Moncayo	9299	387,09	15174			
2001	13	Campo de Borja	10068	387,22	12685			
2001	14	Aranda	6835	128,38	9476			
2001	15	Ribera Alta del Ebro	12587	1226,64	15533			
2001	16	Valdejalón	16182	718,53	19065			
2001	17	D.C. Zaragoza	60392	10845,78	434750			
2001	18	Ribera Baja del Ebro	7355	1414,93	7771			
2001	19	Bajo Aragón-Caspe / Baix Aragó-Casp	8872	1676,95	11362			
2001	20	Comunidad de Calatayud	33140	1539,27	45740			
2001	21	Campo de Cariñena	8502	321,77	9951			
2001	22	Campo de Belchite	6882	168,5	7093			
2001	23	Bajo Martín	6987	190,51	7948			
2001	24	Campo de Daroca	10534	251,35	11289			
2001	25	Jiloca	17639	518,94	19468			
2001	26	Cuencas Mineras	10510	257,11	13257			
2001	27	Andorra-Sierra de Arcos	7611	632,02	10651			
2001	28	Bajo Aragón	15381	591,58	24357			
2001	29	Comunidad de Teruel	21614	1112,36	40152			
2001	30	Maestrazgo	5729	85,93	6346			
2001	31	Sierra de Albarracín	8381	242,35	8953			
2001	32	Gúdar-Javalambre	14107	1737,43	16219			
2001	33	Matarraña / Matarranya	9326	201,26	9845			
