Mes y año	Comarca código	Comarca nombre	Sector de actividad	Afiliaciones en alta	Sexo
Diciembre 2019	29	Comunidad de Teruel	Agricultura, ganadería y pesca	255	Mujeres
Diciembre 2019	29	Comunidad de Teruel	Industria y energía	2578	Hombres
Diciembre 2019	29	Comunidad de Teruel	Industria y energía	591	Mujeres
Diciembre 2019	29	Comunidad de Teruel	Construcción	1299	Hombres
Diciembre 2019	29	Comunidad de Teruel	Construcción	126	Mujeres
Diciembre 2019	29	Comunidad de Teruel	Servicios	7734	Hombres
Diciembre 2019	29	Comunidad de Teruel	Servicios	10718	Mujeres
Diciembre 2019	30	Maestrazgo	Agricultura, ganadería y pesca	214	Hombres
Diciembre 2019	30	Maestrazgo	Agricultura, ganadería y pesca	80	Mujeres
Diciembre 2019	30	Maestrazgo	Industria y energía	77	Hombres
Diciembre 2019	30	Maestrazgo	Industria y energía	25	Mujeres
Diciembre 2019	30	Maestrazgo	Construcción	124	Hombres
Diciembre 2019	30	Maestrazgo	Construcción	5	Mujeres
Diciembre 2019	30	Maestrazgo	Servicios	197	Hombres
Diciembre 2019	30	Maestrazgo	Servicios	279	Mujeres
Diciembre 2019	31	Sierra de Albarracín	Agricultura, ganadería y pesca	166	Hombres
Diciembre 2019	31	Sierra de Albarracín	Agricultura, ganadería y pesca	69	Mujeres
Diciembre 2019	31	Sierra de Albarracín	Industria y energía	125	Hombres
Diciembre 2019	31	Sierra de Albarracín	Industria y energía	42	Mujeres
Diciembre 2019	31	Sierra de Albarracín	Construcción	138	Hombres
Diciembre 2019	31	Sierra de Albarracín	Construcción	4	Mujeres
Diciembre 2019	31	Sierra de Albarracín	Servicios	260	Hombres
Diciembre 2019	31	Sierra de Albarracín	Servicios	427	Mujeres
Diciembre 2019	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	384	Hombres
Diciembre 2019	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	108	Mujeres
Diciembre 2019	32	Gúdar-Javalambre	Industria y energía	551	Hombres
Diciembre 2019	32	Gúdar-Javalambre	Industria y energía	172	Mujeres
Diciembre 2019	32	Gúdar-Javalambre	Construcción	373	Hombres
Diciembre 2019	32	Gúdar-Javalambre	Construcción	15	Mujeres
Diciembre 2019	32	Gúdar-Javalambre	Servicios	600	Hombres
Diciembre 2019	32	Gúdar-Javalambre	Servicios	908	Mujeres
Diciembre 2019	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	638	Hombres
Diciembre 2019	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	248	Mujeres
Diciembre 2019	33	Matarraña / Matarranya	Industria y energía	456	Hombres
Diciembre 2019	33	Matarraña / Matarranya	Industria y energía	196	Mujeres
Diciembre 2019	33	Matarraña / Matarranya	Construcción	268	Hombres
Diciembre 2019	33	Matarraña / Matarranya	Construcción	17	Mujeres
Diciembre 2019	33	Matarraña / Matarranya	Servicios	571	Hombres
Diciembre 2019	33	Matarraña / Matarranya	Servicios	827	Mujeres
Septiembre 2019	01	La Jacetania	Agricultura, ganadería y pesca	326	Hombres
Septiembre 2019	01	La Jacetania	Agricultura, ganadería y pesca	52	Mujeres
Septiembre 2019	01	La Jacetania	Industria y energía	191	Hombres
Septiembre 2019	01	La Jacetania	Industria y energía	59	Mujeres
Septiembre 2019	01	La Jacetania	Construcción	537	Hombres
Septiembre 2019	01	La Jacetania	Construcción	52	Mujeres
Septiembre 2019	01	La Jacetania	Servicios	1815	Hombres
Septiembre 2019	01	La Jacetania	Servicios	2520	Mujeres
Septiembre 2019	02	Alto Gállego	Agricultura, ganadería y pesca	131	Hombres
Septiembre 2019	02	Alto Gállego	Agricultura, ganadería y pesca	36	Mujeres
Septiembre 2019	02	Alto Gállego	Industria y energía	778	Hombres
Septiembre 2019	02	Alto Gállego	Industria y energía	306	Mujeres
Septiembre 2019	02	Alto Gállego	Construcción	471	Hombres
Septiembre 2019	02	Alto Gállego	Construcción	59	Mujeres
Septiembre 2019	02	Alto Gállego	Servicios	1493	Hombres
Septiembre 2019	02	Alto Gállego	Servicios	1541	Mujeres
Septiembre 2019	03	Sobrarbe	Agricultura, ganadería y pesca	299	Hombres
Septiembre 2019	03	Sobrarbe	Agricultura, ganadería y pesca	61	Mujeres
Septiembre 2019	03	Sobrarbe	Industria y energía	106	Hombres
Septiembre 2019	03	Sobrarbe	Industria y energía	29	Mujeres
Septiembre 2019	03	Sobrarbe	Construcción	356	Hombres
Septiembre 2019	03	Sobrarbe	Construcción	32	Mujeres
Septiembre 2019	03	Sobrarbe	Servicios	897	Hombres
Septiembre 2019	03	Sobrarbe	Servicios	1230	Mujeres
Septiembre 2019	04	La Ribagorza	Agricultura, ganadería y pesca	654	Hombres
Septiembre 2019	04	La Ribagorza	Agricultura, ganadería y pesca	148	Mujeres
Septiembre 2019	04	La Ribagorza	Industria y energía	231	Hombres
Septiembre 2019	04	La Ribagorza	Industria y energía	102	Mujeres
Septiembre 2019	04	La Ribagorza	Construcción	457	Hombres
Septiembre 2019	04	La Ribagorza	Construcción	48	Mujeres
Septiembre 2019	04	La Ribagorza	Servicios	1259	Hombres
Septiembre 2019	04	La Ribagorza	Servicios	1668	Mujeres
Septiembre 2019	05	Cinco Villas	Agricultura, ganadería y pesca	2390	Hombres
Septiembre 2019	05	Cinco Villas	Agricultura, ganadería y pesca	566	Mujeres
Septiembre 2019	05	Cinco Villas	Industria y energía	2676	Hombres
Septiembre 2019	05	Cinco Villas	Industria y energía	1307	Mujeres
Septiembre 2019	05	Cinco Villas	Construcción	835	Hombres
Septiembre 2019	05	Cinco Villas	Construcción	93	Mujeres
Septiembre 2019	05	Cinco Villas	Servicios	2280	Hombres
Septiembre 2019	05	Cinco Villas	Servicios	2915	Mujeres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	1811	Hombres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	366	Mujeres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Industria y energía	2265	Hombres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Industria y energía	543	Mujeres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Construcción	2184	Hombres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Construcción	242	Mujeres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Servicios	11179	Hombres
Septiembre 2019	06	Hoya de Huesca / Plana de Uesca	Servicios	16769	Mujeres
Septiembre 2019	07	Somontano de Barbastro	Agricultura, ganadería y pesca	935	Hombres
Septiembre 2019	07	Somontano de Barbastro	Agricultura, ganadería y pesca	192	Mujeres
Septiembre 2019	07	Somontano de Barbastro	Industria y energía	1335	Hombres
Septiembre 2019	07	Somontano de Barbastro	Industria y energía	434	Mujeres
Septiembre 2019	07	Somontano de Barbastro	Construcción	555	Hombres
Septiembre 2019	07	Somontano de Barbastro	Construcción	64	Mujeres
Septiembre 2019	07	Somontano de Barbastro	Servicios	2634	Hombres
Septiembre 2019	07	Somontano de Barbastro	Servicios	3973	Mujeres
Septiembre 2019	08	Cinca Medio	Agricultura, ganadería y pesca	1106	Hombres
Septiembre 2019	08	Cinca Medio	Agricultura, ganadería y pesca	271	Mujeres
Septiembre 2019	08	Cinca Medio	Industria y energía	1950	Hombres
Septiembre 2019	08	Cinca Medio	Industria y energía	564	Mujeres
Septiembre 2019	08	Cinca Medio	Construcción	737	Hombres
Septiembre 2019	08	Cinca Medio	Construcción	67	Mujeres
Septiembre 2019	08	Cinca Medio	Servicios	2084	Hombres
Septiembre 2019	08	Cinca Medio	Servicios	2530	Mujeres
Septiembre 2019	09	La Litera / La Llitera	Agricultura, ganadería y pesca	1547	Hombres
Septiembre 2019	09	La Litera / La Llitera	Agricultura, ganadería y pesca	371	Mujeres
Septiembre 2019	09	La Litera / La Llitera	Industria y energía	2067	Hombres
Septiembre 2019	09	La Litera / La Llitera	Industria y energía	522	Mujeres
Septiembre 2019	09	La Litera / La Llitera	Construcción	761	Hombres
Septiembre 2019	09	La Litera / La Llitera	Construcción	93	Mujeres
Septiembre 2019	09	La Litera / La Llitera	Servicios	1477	Hombres
Septiembre 2019	09	La Litera / La Llitera	Servicios	1871	Mujeres
Septiembre 2019	10	Los Monegros	Agricultura, ganadería y pesca	2163	Hombres
Septiembre 2019	10	Los Monegros	Agricultura, ganadería y pesca	580	Mujeres
Septiembre 2019	10	Los Monegros	Industria y energía	495	Hombres
Septiembre 2019	10	Los Monegros	Industria y energía	180	Mujeres
Septiembre 2019	10	Los Monegros	Construcción	557	Hombres
Septiembre 2019	10	Los Monegros	Construcción	49	Mujeres
Septiembre 2019	10	Los Monegros	Servicios	1111	Hombres
Septiembre 2019	10	Los Monegros	Servicios	1328	Mujeres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	2923	Hombres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Agricultura, ganadería y pesca	843	Mujeres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Industria y energía	1417	Hombres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Industria y energía	705	Mujeres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Construcción	609	Hombres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Construcción	72	Mujeres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Servicios	2509	Hombres
Septiembre 2019	11	Bajo Cinca / Baix Cinca	Servicios	3253	Mujeres
Septiembre 2019	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	202	Hombres
Septiembre 2019	12	Tarazona y el Moncayo	Agricultura, ganadería y pesca	51	Mujeres
Septiembre 2019	12	Tarazona y el Moncayo	Industria y energía	1106	Hombres
Septiembre 2019	12	Tarazona y el Moncayo	Industria y energía	607	Mujeres
Septiembre 2019	12	Tarazona y el Moncayo	Construcción	238	Hombres
Septiembre 2019	12	Tarazona y el Moncayo	Construcción	22	Mujeres
Septiembre 2019	12	Tarazona y el Moncayo	Servicios	959	Hombres
Septiembre 2019	12	Tarazona y el Moncayo	Servicios	1128	Mujeres
Septiembre 2019	13	Campo de Borja	Agricultura, ganadería y pesca	727	Hombres
Septiembre 2019	13	Campo de Borja	Agricultura, ganadería y pesca	197	Mujeres
Septiembre 2019	13	Campo de Borja	Industria y energía	870	Hombres
Septiembre 2019	13	Campo de Borja	Industria y energía	650	Mujeres
Septiembre 2019	13	Campo de Borja	Construcción	264	Hombres
Septiembre 2019	13	Campo de Borja	Construcción	18	Mujeres
Septiembre 2019	13	Campo de Borja	Servicios	681	Hombres
Septiembre 2019	13	Campo de Borja	Servicios	1201	Mujeres
Septiembre 2019	14	Aranda	Agricultura, ganadería y pesca	123	Hombres
Septiembre 2019	14	Aranda	Agricultura, ganadería y pesca	21	Mujeres
Septiembre 2019	14	Aranda	Industria y energía	476	Hombres
Septiembre 2019	14	Aranda	Industria y energía	293	Mujeres
Septiembre 2019	14	Aranda	Construcción	121	Hombres
Septiembre 2019	14	Aranda	Construcción	12	Mujeres
Septiembre 2019	14	Aranda	Servicios	339	Hombres
Septiembre 2019	14	Aranda	Servicios	345	Mujeres
Septiembre 2019	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	880	Hombres
Septiembre 2019	15	Ribera Alta del Ebro	Agricultura, ganadería y pesca	334	Mujeres
Septiembre 2019	15	Ribera Alta del Ebro	Industria y energía	9213	Hombres
Septiembre 2019	15	Ribera Alta del Ebro	Industria y energía	2310	Mujeres
Septiembre 2019	15	Ribera Alta del Ebro	Construcción	921	Hombres
Septiembre 2019	15	Ribera Alta del Ebro	Construcción	76	Mujeres
Septiembre 2019	15	Ribera Alta del Ebro	Servicios	3791	Hombres
Septiembre 2019	15	Ribera Alta del Ebro	Servicios	2563	Mujeres
Septiembre 2019	16	Valdejalón	Agricultura, ganadería y pesca	2891	Hombres
Septiembre 2019	16	Valdejalón	Agricultura, ganadería y pesca	727	Mujeres
Septiembre 2019	16	Valdejalón	Industria y energía	3640	Hombres
Septiembre 2019	16	Valdejalón	Industria y energía	1848	Mujeres
Septiembre 2019	16	Valdejalón	Construcción	784	Hombres
Septiembre 2019	16	Valdejalón	Construcción	97	Mujeres
Septiembre 2019	16	Valdejalón	Servicios	2908	Hombres
Septiembre 2019	16	Valdejalón	Servicios	2783	Mujeres
Septiembre 2019	17	Central	Agricultura, ganadería y pesca	2421	Hombres
Septiembre 2019	17	Central	Agricultura, ganadería y pesca	782	Mujeres
Septiembre 2019	17	Central	Industria y energía	35140	Hombres
Septiembre 2019	17	Central	Industria y energía	11962	Mujeres
Septiembre 2019	17	Central	Construcción	15955	Hombres
Septiembre 2019	17	Central	Construcción	2241	Mujeres
Septiembre 2019	17	Central	Servicios	114040	Hombres
Septiembre 2019	17	Central	Servicios	150090	Mujeres
Septiembre 2019	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	435	Hombres
Septiembre 2019	18	Ribera Baja del Ebro	Agricultura, ganadería y pesca	151	Mujeres
Septiembre 2019	18	Ribera Baja del Ebro	Industria y energía	1024	Hombres
Septiembre 2019	18	Ribera Baja del Ebro	Industria y energía	331	Mujeres
Septiembre 2019	18	Ribera Baja del Ebro	Construcción	261	Hombres
Septiembre 2019	18	Ribera Baja del Ebro	Construcción	32	Mujeres
Septiembre 2019	18	Ribera Baja del Ebro	Servicios	527	Hombres
Septiembre 2019	18	Ribera Baja del Ebro	Servicios	758	Mujeres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	1880	Hombres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Agricultura, ganadería y pesca	588	Mujeres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	304	Hombres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Industria y energía	263	Mujeres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	354	Hombres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Construcción	39	Mujeres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	1004	Hombres
Septiembre 2019	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Servicios	1586	Mujeres
Septiembre 2019	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	1542	Hombres
Septiembre 2019	20	Comunidad de Calatayud	Agricultura, ganadería y pesca	418	Mujeres
Septiembre 2019	20	Comunidad de Calatayud	Industria y energía	821	Hombres
Septiembre 2019	20	Comunidad de Calatayud	Industria y energía	416	Mujeres
Septiembre 2019	20	Comunidad de Calatayud	Construcción	704	Hombres
Septiembre 2019	20	Comunidad de Calatayud	Construcción	58	Mujeres
Septiembre 2019	20	Comunidad de Calatayud	Servicios	3240	Hombres
Septiembre 2019	20	Comunidad de Calatayud	Servicios	4134	Mujeres
Septiembre 2019	21	Campo de Cariñena	Agricultura, ganadería y pesca	1101	Hombres
Septiembre 2019	21	Campo de Cariñena	Agricultura, ganadería y pesca	304	Mujeres
Septiembre 2019	21	Campo de Cariñena	Industria y energía	1615	Hombres
Septiembre 2019	21	Campo de Cariñena	Industria y energía	483	Mujeres
Septiembre 2019	21	Campo de Cariñena	Construcción	238	Hombres
Septiembre 2019	21	Campo de Cariñena	Construcción	25	Mujeres
Septiembre 2019	21	Campo de Cariñena	Servicios	818	Hombres
Septiembre 2019	21	Campo de Cariñena	Servicios	840	Mujeres
Septiembre 2019	22	Campo de Belchite	Agricultura, ganadería y pesca	291	Hombres
Septiembre 2019	22	Campo de Belchite	Agricultura, ganadería y pesca	69	Mujeres
Septiembre 2019	22	Campo de Belchite	Industria y energía	124	Hombres
Septiembre 2019	22	Campo de Belchite	Industria y energía	47	Mujeres
Septiembre 2019	22	Campo de Belchite	Construcción	96	Hombres
Septiembre 2019	22	Campo de Belchite	Construcción	9	Mujeres
Septiembre 2019	22	Campo de Belchite	Servicios	217	Hombres
Septiembre 2019	22	Campo de Belchite	Servicios	353	Mujeres
Septiembre 2019	23	Bajo Martín	Agricultura, ganadería y pesca	380	Hombres
Septiembre 2019	23	Bajo Martín	Agricultura, ganadería y pesca	107	Mujeres
Septiembre 2019	23	Bajo Martín	Industria y energía	631	Hombres
Septiembre 2019	23	Bajo Martín	Industria y energía	191	Mujeres
Septiembre 2019	23	Bajo Martín	Construcción	247	Hombres
Septiembre 2019	23	Bajo Martín	Construcción	30	Mujeres
Septiembre 2019	23	Bajo Martín	Servicios	808	Hombres
Septiembre 2019	23	Bajo Martín	Servicios	479	Mujeres
Septiembre 2019	24	Campo de Daroca	Agricultura, ganadería y pesca	472	Hombres
Septiembre 2019	24	Campo de Daroca	Agricultura, ganadería y pesca	144	Mujeres
Septiembre 2019	24	Campo de Daroca	Industria y energía	108	Hombres
Septiembre 2019	24	Campo de Daroca	Industria y energía	61	Mujeres
Septiembre 2019	24	Campo de Daroca	Construcción	91	Hombres
Septiembre 2019	24	Campo de Daroca	Construcción	7	Mujeres
Septiembre 2019	24	Campo de Daroca	Servicios	579	Hombres
Septiembre 2019	24	Campo de Daroca	Servicios	467	Mujeres
Septiembre 2019	25	Jiloca	Agricultura, ganadería y pesca	592	Hombres
Septiembre 2019	25	Jiloca	Agricultura, ganadería y pesca	200	Mujeres
Septiembre 2019	25	Jiloca	Industria y energía	691	Hombres
Septiembre 2019	25	Jiloca	Industria y energía	248	Mujeres
Septiembre 2019	25	Jiloca	Construcción	332	Hombres
Septiembre 2019	25	Jiloca	Construcción	22	Mujeres
Septiembre 2019	25	Jiloca	Servicios	689	Hombres
Septiembre 2019	25	Jiloca	Servicios	997	Mujeres
Septiembre 2019	26	Cuencas Mineras	Agricultura, ganadería y pesca	221	Hombres
Septiembre 2019	26	Cuencas Mineras	Agricultura, ganadería y pesca	67	Mujeres
Septiembre 2019	26	Cuencas Mineras	Industria y energía	504	Hombres
Septiembre 2019	26	Cuencas Mineras	Industria y energía	163	Mujeres
Septiembre 2019	26	Cuencas Mineras	Construcción	211	Hombres
Septiembre 2019	26	Cuencas Mineras	Construcción	7	Mujeres
Septiembre 2019	26	Cuencas Mineras	Servicios	414	Hombres
Septiembre 2019	26	Cuencas Mineras	Servicios	703	Mujeres
Septiembre 2019	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	145	Hombres
Septiembre 2019	27	Andorra-Sierra de Arcos	Agricultura, ganadería y pesca	41	Mujeres
Septiembre 2019	27	Andorra-Sierra de Arcos	Industria y energía	547	Hombres
Septiembre 2019	27	Andorra-Sierra de Arcos	Industria y energía	104	Mujeres
Septiembre 2019	27	Andorra-Sierra de Arcos	Construcción	209	Hombres
Septiembre 2019	27	Andorra-Sierra de Arcos	Construcción	15	Mujeres
Septiembre 2019	27	Andorra-Sierra de Arcos	Servicios	565	Hombres
Septiembre 2019	27	Andorra-Sierra de Arcos	Servicios	832	Mujeres
Septiembre 2019	28	Bajo Aragón	Agricultura, ganadería y pesca	1031	Hombres
Septiembre 2019	28	Bajo Aragón	Agricultura, ganadería y pesca	427	Mujeres
Septiembre 2019	28	Bajo Aragón	Industria y energía	1141	Hombres
Septiembre 2019	28	Bajo Aragón	Industria y energía	386	Mujeres
Septiembre 2019	28	Bajo Aragón	Construcción	962	Hombres
Septiembre 2019	28	Bajo Aragón	Construcción	96	Mujeres
Septiembre 2019	28	Bajo Aragón	Servicios	2715	Hombres
Septiembre 2019	28	Bajo Aragón	Servicios	3879	Mujeres
Septiembre 2019	29	Comunidad de Teruel	Agricultura, ganadería y pesca	1226	Hombres
Septiembre 2019	29	Comunidad de Teruel	Agricultura, ganadería y pesca	295	Mujeres
Septiembre 2019	29	Comunidad de Teruel	Industria y energía	2552	Hombres
Septiembre 2019	29	Comunidad de Teruel	Industria y energía	585	Mujeres
Septiembre 2019	29	Comunidad de Teruel	Construcción	1362	Hombres
Septiembre 2019	29	Comunidad de Teruel	Construcción	128	Mujeres
Septiembre 2019	29	Comunidad de Teruel	Servicios	7755	Hombres
Septiembre 2019	29	Comunidad de Teruel	Servicios	10613	Mujeres
Septiembre 2019	30	Maestrazgo	Agricultura, ganadería y pesca	217	Hombres
Septiembre 2019	30	Maestrazgo	Agricultura, ganadería y pesca	81	Mujeres
Septiembre 2019	30	Maestrazgo	Industria y energía	75	Hombres
Septiembre 2019	30	Maestrazgo	Industria y energía	26	Mujeres
Septiembre 2019	30	Maestrazgo	Construcción	122	Hombres
Septiembre 2019	30	Maestrazgo	Construcción	5	Mujeres
Septiembre 2019	30	Maestrazgo	Servicios	205	Hombres
Septiembre 2019	30	Maestrazgo	Servicios	283	Mujeres
Septiembre 2019	31	Sierra de Albarracín	Agricultura, ganadería y pesca	168	Hombres
Septiembre 2019	31	Sierra de Albarracín	Agricultura, ganadería y pesca	68	Mujeres
Septiembre 2019	31	Sierra de Albarracín	Industria y energía	124	Hombres
Septiembre 2019	31	Sierra de Albarracín	Industria y energía	43	Mujeres
Septiembre 2019	31	Sierra de Albarracín	Construcción	138	Hombres
Septiembre 2019	31	Sierra de Albarracín	Construcción	4	Mujeres
Septiembre 2019	31	Sierra de Albarracín	Servicios	276	Hombres
Septiembre 2019	31	Sierra de Albarracín	Servicios	441	Mujeres
Septiembre 2019	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	358	Hombres
Septiembre 2019	32	Gúdar-Javalambre	Agricultura, ganadería y pesca	96	Mujeres
Septiembre 2019	32	Gúdar-Javalambre	Industria y energía	544	Hombres
Septiembre 2019	32	Gúdar-Javalambre	Industria y energía	168	Mujeres
Septiembre 2019	32	Gúdar-Javalambre	Construcción	384	Hombres
Septiembre 2019	32	Gúdar-Javalambre	Construcción	15	Mujeres
Septiembre 2019	32	Gúdar-Javalambre	Servicios	568	Hombres
Septiembre 2019	32	Gúdar-Javalambre	Servicios	879	Mujeres
Septiembre 2019	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	638	Hombres
Septiembre 2019	33	Matarraña / Matarranya	Agricultura, ganadería y pesca	258	Mujeres
Septiembre 2019	33	Matarraña / Matarranya	Industria y energía	452	Hombres
Septiembre 2019	33	Matarraña / Matarranya	Industria y energía	188	Mujeres
Septiembre 2019	33	Matarraña / Matarranya	Construcción	269	Hombres
Septiembre 2019	33	Matarraña / Matarranya	Construcción	17	Mujeres
Septiembre 2019	33	Matarraña / Matarranya	Servicios	585	Hombres
Septiembre 2019	33	Matarraña / Matarranya	Servicios	841	Mujeres
Junio 2019	01	La Jacetania	Agricultura, ganadería y pesca	340	Hombres
Junio 2019	01	La Jacetania	Agricultura, ganadería y pesca	52	Mujeres
Junio 2019	01	La Jacetania	Industria y energía	199	Hombres
Junio 2019	01	La Jacetania	Industria y energía	63	Mujeres
Junio 2019	01	La Jacetania	Construcción	526	Hombres
Junio 2019	01	La Jacetania	Construcción	54	Mujeres
Junio 2019	01	La Jacetania	Servicios	1940	Hombres
Junio 2019	01	La Jacetania	Servicios	2615	Mujeres
Junio 2019	02	Alto Gállego	Agricultura, ganadería y pesca	129	Hombres
Junio 2019	02	Alto Gállego	Agricultura, ganadería y pesca	40	Mujeres
Junio 2019	02	Alto Gállego	Industria y energía	784	Hombres
Junio 2019	02	Alto Gállego	Industria y energía	322	Mujeres
Junio 2019	02	Alto Gállego	Construcción	476	Hombres
Junio 2019	02	Alto Gállego	Construcción	58	Mujeres
Junio 2019	02	Alto Gállego	Servicios	1619	Hombres
Junio 2019	02	Alto Gállego	Servicios	1645	Mujeres
Junio 2019	03	Sobrarbe	Agricultura, ganadería y pesca	305	Hombres
Junio 2019	03	Sobrarbe	Agricultura, ganadería y pesca	59	Mujeres
Junio 2019	03	Sobrarbe	Industria y energía	106	Hombres
Junio 2019	03	Sobrarbe	Industria y energía	29	Mujeres
Junio 2019	03	Sobrarbe	Construcción	362	Hombres
Junio 2019	03	Sobrarbe	Construcción	30	Mujeres
Junio 2019	03	Sobrarbe	Servicios	1051	Hombres
Junio 2019	03	Sobrarbe	Servicios	1354	Mujeres
Junio 2019	04	La Ribagorza	Agricultura, ganadería y pesca	671	Hombres
Junio 2019	04	La Ribagorza	Agricultura, ganadería y pesca	151	Mujeres
Junio 2019	04	La Ribagorza	Industria y energía	239	Hombres
Junio 2019	04	La Ribagorza	Industria y energía	103	Mujeres
Junio 2019	04	La Ribagorza	Construcción	462	Hombres
Junio 2019	04	La Ribagorza	Construcción	50	Mujeres
Junio 2019	04	La Ribagorza	Servicios	1395	Hombres
Junio 2019	04	La Ribagorza	Servicios	1942	Mujeres
Junio 2019	05	Cinco Villas	Agricultura, ganadería y pesca	2419	Hombres
Junio 2019	05	Cinco Villas	Agricultura, ganadería y pesca	550	Mujeres
Junio 2019	05	Cinco Villas	Industria y energía	2580	Hombres
Junio 2019	05	Cinco Villas	Industria y energía	1245	Mujeres
Junio 2019	05	Cinco Villas	Construcción	849	Hombres
Junio 2019	05	Cinco Villas	Construcción	92	Mujeres
Junio 2019	05	Cinco Villas	Servicios	2293	Hombres
Junio 2019	05	Cinco Villas	Servicios	2932	Mujeres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	1874	Hombres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Agricultura, ganadería y pesca	369	Mujeres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Industria y energía	2298	Hombres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Industria y energía	548	Mujeres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Construcción	2312	Hombres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Construcción	236	Mujeres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Servicios	11298	Hombres
Junio 2019	06	Hoya de Huesca / Plana de Uesca	Servicios	16320	Mujeres
Junio 2019	07	Somontano de Barbastro	Agricultura, ganadería y pesca	1013	Hombres
Junio 2019	07	Somontano de Barbastro	Agricultura, ganadería y pesca	202	Mujeres
Junio 2019	07	Somontano de Barbastro	Industria y energía	1318	Hombres
Junio 2019	07	Somontano de Barbastro	Industria y energía	421	Mujeres
Junio 2019	07	Somontano de Barbastro	Construcción	558	Hombres
Junio 2019	07	Somontano de Barbastro	Construcción	64	Mujeres
Junio 2019	07	Somontano de Barbastro	Servicios	2696	Hombres
Junio 2019	07	Somontano de Barbastro	Servicios	4116	Mujeres
Junio 2019	08	Cinca Medio	Agricultura, ganadería y pesca	1589	Hombres
Junio 2019	08	Cinca Medio	Agricultura, ganadería y pesca	348	Mujeres
Junio 2019	08	Cinca Medio	Industria y energía	1934	Hombres
Junio 2019	08	Cinca Medio	Industria y energía	522	Mujeres
Junio 2019	08	Cinca Medio	Construcción	745	Hombres
Junio 2019	08	Cinca Medio	Construcción	68	Mujeres
Junio 2019	08	Cinca Medio	Servicios	2311	Hombres
Junio 2019	08	Cinca Medio	Servicios	2699	Mujeres
Junio 2019	09	La Litera / La Llitera	Agricultura, ganadería y pesca	1667	Hombres
Junio 2019	09	La Litera / La Llitera	Agricultura, ganadería y pesca	410	Mujeres
Junio 2019	09	La Litera / La Llitera	Industria y energía	1653	Hombres
Junio 2019	09	La Litera / La Llitera	Industria y energía	415	Mujeres
Junio 2019	09	La Litera / La Llitera	Construcción	795	Hombres
Junio 2019	09	La Litera / La Llitera	Construcción	95	Mujeres
Junio 2019	09	La Litera / La Llitera	Servicios	1528	Hombres
Junio 2019	09	La Litera / La Llitera	Servicios	1944	Mujeres
Junio 2019	10	Los Monegros	Agricultura, ganadería y pesca	2164	Hombres
Junio 2019	10	Los Monegros	Agricultura, ganadería y pesca	556	Mujeres
Junio 2019	10	Los Monegros	Industria y energía	513	Hombres
Junio 2019	10	Los Monegros	Industria y energía	179	Mujeres
Junio 2019	10	Los Monegros	Construcción	579	Hombres
Junio 2019	10	Los Monegros	Construcción	50	Mujeres
