Año	Provincia	Municipio	Entidad singular	Núcleo/diseminado	Personas
2019	22-Huesca	22143-Laspaúles	221430012 - Villarrué	22143001299 - *Diseminado*	1
2019	22-Huesca	22144-Laspuña	221440001 - Casal (El)	22144000199 - *Diseminado*	8
2019	22-Huesca	22144-Laspuña	221440002 - Ceresa	22144000201 - Ceresa	41
2019	22-Huesca	22144-Laspuña	221440003 - Laspuña	22144000301 - Laspuña	239
2019	22-Huesca	22144-Laspuña	221440003 - Laspuña	22144000399 - *Diseminado*	10
2019	22-Huesca	22149-Loarre	221490001 - Linás de Marcuello	22149000101 - Linás de Marcuello	24
2019	22-Huesca	22149-Loarre	221490002 - Loarre	22149000201 - Loarre	232
2019	22-Huesca	22149-Loarre	221490002 - Loarre	22149000299 - *Diseminado*	7
2019	22-Huesca	22149-Loarre	221490003 - Santa Engracia de Loarre	22149000301 - Santa Engracia de Loarre	16
2019	22-Huesca	22149-Loarre	221490004 - Sarsamarcuello	22149000401 - Sarsamarcuello	59
2019	22-Huesca	22150-Loporzano	221500001 - Aguas	22150000101 - Aguas	35
2019	22-Huesca	22150-Loporzano	221500002 - Almunia del Romeral (La)	22150000201 - Almunia del Romeral (La)	41
2019	22-Huesca	22150-Loporzano	221500003 - Ayera	22150000301 - Ayera	12
2019	22-Huesca	22150-Loporzano	221500004 - Bandaliés	22150000401 - Bandaliés	57
2019	22-Huesca	22150-Loporzano	221500005 - Barluenga	22150000501 - Barluenga	42
2019	22-Huesca	22150-Loporzano	221500006 - Castilsabás	22150000601 - Castilsabás	19
2019	22-Huesca	22150-Loporzano	221500006 - Castilsabás	22150000699 - *Diseminado*	1
2019	22-Huesca	22150-Loporzano	221500007 - Coscullano	22150000701 - Coscullano	34
2019	22-Huesca	22150-Loporzano	221500008 - Chibluco	22150000801 - Chibluco	32
2019	22-Huesca	22150-Loporzano	221500009 - Loporzano	22150000901 - Loporzano	100
2019	22-Huesca	22150-Loporzano	221500009 - Loporzano	22150000999 - *Diseminado*	11
2019	22-Huesca	22150-Loporzano	221500010 - Loscertales	22150001001 - Loscertales	7
2019	22-Huesca	22150-Loporzano	221500011 - Molinos (Los)	22150001101 - Molinos (Los)	6
2019	22-Huesca	22150-Loporzano	221500012 - San Julián de Banzo	22150001201 - San Julián de Banzo	28
2019	22-Huesca	22150-Loporzano	221500013 - Santa Eulalia la Mayor	22150001301 - Santa Eulalia la Mayor	60
2019	22-Huesca	22150-Loporzano	221500014 - Sasa del Abadiado	22150001401 - Sasa del Abadiado	34
2019	22-Huesca	22150-Loporzano	221500015 - Sipán	22150001501 - Sipán	9
2019	22-Huesca	22150-Loporzano	221500015 - Sipán	22150001599 - *Diseminado*	2
2019	22-Huesca	22151-Loscorrales	221510001 - Loscorrales	22151000101 - Loscorrales	99
2019	22-Huesca	22155-Monesma y Cajigar	221550001 - Cajigar	22155000101 - Cajigar	16
2019	22-Huesca	22155-Monesma y Cajigar	221550001 - Cajigar	22155000199 - *Diseminado*	21
2019	22-Huesca	22155-Monesma y Cajigar	221550002 - Monesma	22155000201 - Noguero (Caserío)	6
2019	22-Huesca	22155-Monesma y Cajigar	221550002 - Monesma	22155000299 - *Diseminado*	33
2019	22-Huesca	22156-Monflorite-Lascasas	221560002 - Lascasas	22156000201 - Lascasas	48
2019	22-Huesca	22156-Monflorite-Lascasas	221560002 - Lascasas	22156000299 - *Diseminado*	3
2019	22-Huesca	22156-Monflorite-Lascasas	221560003 - Monflorite	22156000301 - Monflorite	334
2019	22-Huesca	22156-Monflorite-Lascasas	221560004 - Pompenillo	22156000401 - Pompenillo	19
2019	22-Huesca	22157-Montanuy	221570001 - Aneto	22157000101 - Aneto	17
2019	22-Huesca	22157-Montanuy	221570002 - Ardanuy	22157000299 - *Diseminado*	5
2019	22-Huesca	22157-Montanuy	221570003 - Benifons	22157000301 - Benifons	7
2019	22-Huesca	22157-Montanuy	221570004 - Bono	22157000499 - *Diseminado*	6
2019	22-Huesca	22157-Montanuy	221570005 - Castanesa	22157000501 - Castanesa	28
2019	22-Huesca	22157-Montanuy	221570006 - Castarné	22157000601 - Castarné	10
2019	22-Huesca	22157-Montanuy	221570007 - Escané	22157000799 - *Diseminado*	5
2019	22-Huesca	22157-Montanuy	221570008 - Estet	22157000899 - *Diseminado*	7
2019	22-Huesca	22157-Montanuy	221570009 - Fonchanina	22157000999 - *Diseminado*	3
2019	22-Huesca	22157-Montanuy	221570010 - Forcat	22157001099 - *Diseminado*	8
2019	22-Huesca	22157-Montanuy	221570011 - Ginasté	22157001101 - Ginasté	4
2019	22-Huesca	22157-Montanuy	221570012 - Montanuy	22157001201 - Montanuy	38
2019	22-Huesca	22157-Montanuy	221570012 - Montanuy	22157001299 - *Diseminado*	16
2019	22-Huesca	22157-Montanuy	221570013 - Noales	22157001301 - Noales	33
2019	22-Huesca	22157-Montanuy	221570014 - Ribera	22157001499 - *Diseminado*	1
2019	22-Huesca	22157-Montanuy	221570015 - Señiu	22157001501 - Señiu	17
2019	22-Huesca	22157-Montanuy	221570016 - Viñal	22157001699 - *Diseminado*	2
2019	22-Huesca	22157-Montanuy	221570017 - Ervera	22157001799 - *Diseminado*	5
2019	22-Huesca	22158-Monzón	221580001 - Conchel	22158000101 - Conchel	119
2019	22-Huesca	22158-Monzón	221580001 - Conchel	22158000199 - *Diseminado*	2
2019	22-Huesca	22158-Monzón	221580002 - Estación de Selgua (La)	22158000299 - *Diseminado*	3
2019	22-Huesca	22158-Monzón	221580003 - Monzón	22158000301 - Monzón	16821
2019	22-Huesca	22158-Monzón	221580003 - Monzón	22158000399 - *Diseminado*	152
2019	22-Huesca	22158-Monzón	221580005 - Selgua	22158000501 - Selgua	139
2019	22-Huesca	22160-Naval	221600001 - Naval	22160000101 - Naval	252
2019	22-Huesca	22160-Naval	221600001 - Naval	22160000199 - *Diseminado*	3
2019	22-Huesca	22160-Naval	221600002 - Mipanas	22160000201 - Mipanas	20
2019	22-Huesca	22162-Novales	221620001 - Novales	22162000101 - Novales	156
2019	22-Huesca	22163-Nueno	221630001 - Arascués	22163000101 - Arascués	70
2019	22-Huesca	22163-Nueno	221630001 - Arascués	22163000199 - *Diseminado*	279
2019	22-Huesca	22163-Nueno	221630002 - Belsué	22163000201 - Belsué	9
2019	22-Huesca	22163-Nueno	221630002 - Belsué	22163000299 - *Diseminado*	3
2019	22-Huesca	22163-Nueno	221630003 - Nocito	22163000301 - Nocito	15
2019	22-Huesca	22163-Nueno	221630003 - Nocito	22163000399 - *Diseminado*	13
2019	22-Huesca	22163-Nueno	221630004 - Nueno	22163000401 - Nueno	105
2019	22-Huesca	22163-Nueno	221630004 - Nueno	22163000499 - *Diseminado*	3
2019	22-Huesca	22163-Nueno	221630005 - Sabayés	22163000501 - Sabayés	25
2019	22-Huesca	22163-Nueno	221630005 - Sabayés	22163000599 - *Diseminado*	3
2019	22-Huesca	22163-Nueno	221630006 - Santa Eulalia de la Peña	22163000601 - Santa Eulalia de la Peña	12
2019	22-Huesca	22164-Olvena	221640001 - Olvena	22164000101 - Olvena	55
2019	22-Huesca	22165-Ontiñena	221650001 - Ontiñena	22165000101 - Ontiñena	516
2019	22-Huesca	22165-Ontiñena	221650001 - Ontiñena	22165000199 - *Diseminado*	2
2019	22-Huesca	22167-Osso de Cinca	221670001 - Almudáfar	22167000101 - Almudáfar	49
2019	22-Huesca	22167-Osso de Cinca	221670001 - Almudáfar	22167000199 - *Diseminado*	20
2019	22-Huesca	22167-Osso de Cinca	221670002 - Osso de Cinca	22167000201 - Osso de Cinca	556
2019	22-Huesca	22167-Osso de Cinca	221670002 - Osso de Cinca	22167000299 - *Diseminado*	56
2019	22-Huesca	22168-Palo	221680001 - Palo	22168000101 - Palo	27
2019	22-Huesca	22170-Panticosa	221700001 - Baños de Panticosa	22170000101 - Baños de Panticosa	3
2019	22-Huesca	22170-Panticosa	221700002 - Panticosa	22170000201 - Panticosa	708
2019	22-Huesca	22170-Panticosa	221700002 - Panticosa	22170000299 - *Diseminado*	2
2019	22-Huesca	22170-Panticosa	221700003 - Pueyo de Jaca (El)	22170000301 - Pueyo de Jaca (El)	69
2019	22-Huesca	22170-Panticosa	221700003 - Pueyo de Jaca (El)	22170000399 - *Diseminado*	2
2019	22-Huesca	22172-Peñalba	221720001 - Peñalba	22172000101 - Peñalba	602
2019	22-Huesca	22172-Peñalba	221720001 - Peñalba	22172000199 - *Diseminado*	9
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730001 - Centenero	22173000101 - Centenero	11
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730002 - Ena	22173000201 - Ena	17
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730002 - Ena	22173000299 - *Diseminado*	4
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730003 - Peña Estación (La)	22173000301 - Peña Estación (La)	37
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730003 - Peña Estación (La)	22173000399 - *Diseminado*	1
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730004 - Rasal	22173000401 - Rasal	23
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730005 - Riglos	22173000501 - Riglos	75
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730005 - Riglos	22173000599 - *Diseminado*	4
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730006 - Salinas de Jaca	22173000601 - Salinas de Jaca	23
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730007 - Santa María	22173000701 - Santa María	11
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730007 - Santa María	22173000799 - *Diseminado*	8
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730008 - Triste	22173000801 - Triste	17
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730009 - Villalangua	22173000901 - Villalangua	15
2019	22-Huesca	22173-Peñas de Riglos (Las)	221730010 - Yeste	22173001099 - *Diseminado*	2
2019	22-Huesca	22174-Peralta de Alcofea	221740001 - Lagunarrota	22174000101 - Lagunarrota	67
2019	22-Huesca	22174-Peralta de Alcofea	221740002 - Peralta de Alcofea	22174000201 - Peralta de Alcofea	435
2019	22-Huesca	22174-Peralta de Alcofea	221740002 - Peralta de Alcofea	22174000299 - *Diseminado*	3
2019	22-Huesca	22174-Peralta de Alcofea	221740003 - Tormillo (El)	22174000301 - Tormillo (El)	51
2019	22-Huesca	22175-Peralta de Calasanz	221750001 - Calasanz	22175000101 - Calasanz	53
2019	22-Huesca	22175-Peralta de Calasanz	221750002 - Cuatrocorz	22175000201 - Cuatrocorz	3
2019	22-Huesca	22175-Peralta de Calasanz	221750003 - Gabasa	22175000301 - Gabasa	14
2019	22-Huesca	22175-Peralta de Calasanz	221750004 - Peralta de la Sal	22175000401 - Peralta de la Sal	128
2019	22-Huesca	22175-Peralta de Calasanz	221750004 - Peralta de la Sal	22175000499 - *Diseminado*	12
2019	22-Huesca	22176-Peraltilla	221760001 - Peraltilla	22176000101 - Peraltilla	192
2019	22-Huesca	22176-Peraltilla	221760001 - Peraltilla	22176000199 - *Diseminado*	4
2019	22-Huesca	22177-Perarrúa	221770001 - Besians	22177000101 - Besians	49
2019	22-Huesca	22177-Perarrúa	221770001 - Besians	22177000199 - *Diseminado*	1
2019	22-Huesca	22177-Perarrúa	221770002 - Perarrúa	22177000201 - Perarrúa	58
2019	22-Huesca	22177-Perarrúa	221770002 - Perarrúa	22177000299 - *Diseminado*	3
2019	22-Huesca	22178-Pertusa	221780001 - Pertusa	22178000101 - Pertusa	113
2019	22-Huesca	22181-Piracés	221810001 - Piracés	22181000101 - Piracés	102
2019	22-Huesca	22182-Plan	221820002 - Plan	22182000201 - Plan	162
2019	22-Huesca	22182-Plan	221820003 - Saravillo	22182000301 - Saravillo	89
2019	22-Huesca	22182-Plan	221820003 - Saravillo	22182000399 - *Diseminado*	4
2019	22-Huesca	22182-Plan	221820004 - Serveto	22182000401 - Serveto	28
2019	22-Huesca	22184-Poleñino	221840001 - Poleñino	22184000101 - Poleñino	200
2019	22-Huesca	22186-Pozán de Vero	221860001 - Pozán de Vero	22186000101 - Pozán de Vero	228
2019	22-Huesca	22187-Puebla de Castro (La)	221870001 - Puebla de Castro (La)	22187000101 - Puebla de Castro (La)	264
2019	22-Huesca	22187-Puebla de Castro (La)	221870001 - Puebla de Castro (La)	22187000199 - *Diseminado*	6
2019	22-Huesca	22187-Puebla de Castro (La)	221870002 - Lago de Barasona	22187000201 - Lago de Barasona	102
2019	22-Huesca	22187-Puebla de Castro (La)	221870002 - Lago de Barasona	22187000299 - *Diseminado*	11
2019	22-Huesca	22188-Puente de Montañana	221880001 - Montañana	22188000101 - Montañana	12
2019	22-Huesca	22188-Puente de Montañana	221880001 - Montañana	22188000199 - *Diseminado*	5
2019	22-Huesca	22188-Puente de Montañana	221880002 - Puente de Montañana	22188000201 - Puente de Montañana	63
2019	22-Huesca	22188-Puente de Montañana	221880003 - Torre Baró	22188000399 - *Diseminado*	9
2019	22-Huesca	22189-Puértolas	221890001 - Belsierre	22189000101 - Belsierre	31
2019	22-Huesca	22189-Puértolas	221890001 - Belsierre	22189000199 - *Diseminado*	1
2019	22-Huesca	22189-Puértolas	221890002 - Bestué	22189000201 - Bestué	19
2019	22-Huesca	22189-Puértolas	221890003 - Escalona	22189000301 - Escalona	99
2019	22-Huesca	22189-Puértolas	221890003 - Escalona	22189000399 - *Diseminado*	8
2019	22-Huesca	22189-Puértolas	221890005 - Puértolas	22189000501 - Puértolas	13
2019	22-Huesca	22189-Puértolas	221890006 - Puyarruego	22189000601 - Puyarruego	30
2019	22-Huesca	22189-Puértolas	221890007 - Santa María	22189000799 - *Diseminado*	7
2019	22-Huesca	22189-Puértolas	221890009 - Escuaín	22189000901 - Escuaín	3
2019	22-Huesca	22189-Puértolas	221890011 - Santa Justa	22189001199 - *Diseminado*	1
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900001 - Araguás	22190000101 - Araguás	16
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900002 - Molinos (Los)	22190000201 - Molinos (Los)	13
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900003 - Muera (La)	22190000399 - *Diseminado*	2
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900004 - Oncins	22190000499 - *Diseminado*	18
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900005 - Pardina (La)	22190000599 - *Diseminado*	1
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900006 - Plano (El)	22190000699 - *Diseminado*	15
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900007 - Pueyo de Araguás (El)	22190000701 - Pueyo de Araguás (El)	35
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900007 - Pueyo de Araguás (El)	22190000799 - *Diseminado*	29
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900008 - San Lorién	22190000899 - *Diseminado*	10
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900009 - Soto (El)	22190000999 - *Diseminado*	5
2019	22-Huesca	22190-Pueyo de Araguás (El)	221900010 - Torrelisa	22190001001 - Torrelisa	17
2019	22-Huesca	22193-Pueyo de Santa Cruz	221930001 - Pueyo de Santa Cruz	22193000101 - Pueyo de Santa Cruz	318
2019	22-Huesca	22195-Quicena	221950001 - Quicena	22195000101 - Quicena	244
2019	22-Huesca	22195-Quicena	221950001 - Quicena	22195000199 - *Diseminado*	36
2019	22-Huesca	22197-Robres	221970001 - Robres	22197000101 - Robres	527
2019	22-Huesca	22199-Sabiñánigo	221990002 - Acumuer	22199000201 - Acumuer	11
2019	22-Huesca	22199-Sabiñánigo	221990003 - Aineto	22199000301 - Aineto	23
2019	22-Huesca	22199-Sabiñánigo	221990003 - Aineto	22199000399 - *Diseminado*	8
2019	22-Huesca	22199-Sabiñánigo	221990004 - Allué	22199000401 - Allué	5
2019	22-Huesca	22199-Sabiñánigo	221990005 - Arguisal	22199000501 - Arguisal	9
2019	22-Huesca	22199-Sabiñánigo	221990005 - Arguisal	22199000599 - *Diseminado*	4
2019	22-Huesca	22199-Sabiñánigo	221990006 - Arraso	22199000699 - *Diseminado*	5
2019	22-Huesca	22199-Sabiñánigo	221990007 - Arto	22199000701 - Arto	11
2019	22-Huesca	22199-Sabiñánigo	221990007 - Arto	22199000799 - *Diseminado*	3
2019	22-Huesca	22199-Sabiñánigo	221990008 - Aurín	22199000801 - Aurín	38
2019	22-Huesca	22199-Sabiñánigo	221990009 - Bara	22199000901 - Bara	9
2019	22-Huesca	22199-Sabiñánigo	221990010 - Baranguá	22199001099 - *Diseminado*	6
2019	22-Huesca	22199-Sabiñánigo	221990011 - Belarra	22199001101 - Belarra	5
2019	22-Huesca	22199-Sabiñánigo	221990012 - Borrés	22199001201 - Borrés	16
2019	22-Huesca	22199-Sabiñánigo	221990014 - Cartirana	22199001401 - Cartirana	43
2019	22-Huesca	22199-Sabiñánigo	221990015 - Castiello de Guarga	22199001599 - *Diseminado*	6
2019	22-Huesca	22199-Sabiñánigo	221990016 - Castillo de Lerés	22199001601 - Castillo de Lerés	4
2019	22-Huesca	22199-Sabiñánigo	221990017 - Cerésola	22199001701 - Cerésola	5
2019	22-Huesca	22199-Sabiñánigo	221990018 - Gésera	22199001801 - Gésera	7
2019	22-Huesca	22199-Sabiñánigo	221990019 - Gillué	22199001901 - Gillué	8
2019	22-Huesca	22199-Sabiñánigo	221990019 - Gillué	22199001999 - *Diseminado*	1
2019	22-Huesca	22199-Sabiñánigo	221990020 - Grasa	22199002001 - Grasa	2
2019	22-Huesca	22199-Sabiñánigo	221990021 - Hostal de Ipiés	22199002101 - Hostal de Ipiés	35
2019	22-Huesca	22199-Sabiñánigo	221990022 - Ipiés	22199002201 - Ipiés	10
2019	22-Huesca	22199-Sabiñánigo	221990023 - Isún de Basa	22199002301 - Isún de Basa	28
2019	22-Huesca	22199-Sabiñánigo	221990024 - Laguarta	22199002401 - Laguarta	7
2019	22-Huesca	22199-Sabiñánigo	221990025 - Lanave	22199002501 - Lanave	2
2019	22-Huesca	22199-Sabiñánigo	221990026 - Lárrede	22199002601 - Lárrede	28
2019	22-Huesca	22199-Sabiñánigo	221990027 - Larrés	22199002701 - Larrés	70
2019	22-Huesca	22199-Sabiñánigo	221990029 - Lasieso	22199002901 - Lasieso	9
2019	22-Huesca	22199-Sabiñánigo	221990029 - Lasieso	22199002999 - *Diseminado*	2
2019	22-Huesca	22199-Sabiñánigo	221990030 - Latas	22199003001 - Latas	82
2019	22-Huesca	22199-Sabiñánigo	221990031 - Latrás	22199003101 - Latrás	12
2019	22-Huesca	22199-Sabiñánigo	221990032 - Layés	22199003201 - Layés	1
2019	22-Huesca	22199-Sabiñánigo	221990033 - Molino de Villobas	22199003399 - *Diseminado*	4
2019	22-Huesca	22199-Sabiñánigo	221990034 - Ordovés	22199003499 - *Diseminado*	2
2019	22-Huesca	22199-Sabiñánigo	221990035 - Orna de Gállego	22199003501 - Orna de Gállego	14
2019	22-Huesca	22199-Sabiñánigo	221990036 - Osán	22199003601 - Osán	18
2019	22-Huesca	22199-Sabiñánigo	221990037 - Pardinilla	22199003701 - Pardinilla	24
2019	22-Huesca	22199-Sabiñánigo	221990038 - Puente de Sabiñánigo (El)	22199003801 - Puente de Sabiñánigo (El)	37
2019	22-Huesca	22199-Sabiñánigo	221990039 - Rapún	22199003901 - Rapún	6
2019	22-Huesca	22199-Sabiñánigo	221990039 - Rapún	22199003999 - *Diseminado*	2
2019	22-Huesca	22199-Sabiñánigo	221990040 - Sabiñánigo	22199004001 - Sabiñánigo	8236
2019	22-Huesca	22199-Sabiñánigo	221990041 - Sabiñánigo Alto	22199004101 - Sabiñánigo Alto	43
2019	22-Huesca	22199-Sabiñánigo	221990042 - San Esteban de Guarga	22199004299 - *Diseminado*	4
2019	22-Huesca	22199-Sabiñánigo	221990043 - San Román de Basa	22199004301 - San Román de Basa	6
2019	22-Huesca	22199-Sabiñánigo	221990044 - Sardas	22199004401 - Sardas	38
2019	22-Huesca	22199-Sabiñánigo	221990045 - Sasal	22199004501 - Sasal	9
2019	22-Huesca	22199-Sabiñánigo	221990046 - Satué	22199004601 - Satué	8
2019	22-Huesca	22199-Sabiñánigo	221990047 - Senegüé	22199004701 - Senegüé	111
2019	22-Huesca	22199-Sabiñánigo	221990047 - Senegüé	22199004799 - *Diseminado*	3
2019	22-Huesca	22199-Sabiñánigo	221990048 - Sorripas	22199004801 - Sorripas	39
2019	22-Huesca	22199-Sabiñánigo	221990049 - Yéspola	22199004901 - Yéspola	2
2019	22-Huesca	22199-Sabiñánigo	221990050 - Bentué de Nocito	22199005099 - *Diseminado*	1
2019	22-Huesca	22199-Sabiñánigo	221990052 - Artosilla	22199005201 - Artosilla	21
2019	22-Huesca	22199-Sabiñánigo	221990053 - Ibort	22199005301 - Ibort	76
2019	22-Huesca	22199-Sabiñánigo	221990054 - Solanilla	22199005499 - *Diseminado*	14
2019	22-Huesca	22199-Sabiñánigo	221990055 - Isín	22199005501 - Isín	5
2019	22-Huesca	22200-Sahún	222000001 - Eresué	22200000101 - Eresué	24
2019	22-Huesca	22200-Sahún	222000001 - Eresué	22200000199 - *Diseminado*	2
2019	22-Huesca	22200-Sahún	222000002 - Eriste	22200000201 - Eriste	139
2019	22-Huesca	22200-Sahún	222000002 - Eriste	22200000202 - Linsoles	2
2019	22-Huesca	22200-Sahún	222000002 - Eriste	22200000299 - *Diseminado*	6
2019	22-Huesca	22200-Sahún	222000003 - Sahún	22200000301 - Escamps (Els)	6
2019	22-Huesca	22200-Sahún	222000003 - Sahún	22200000302 - Sahún	131
2019	22-Huesca	22200-Sahún	222000003 - Sahún	22200000399 - *Diseminado*	2
2019	22-Huesca	22201-Salas Altas	222010001 - Salas Altas	22201000101 - Salas Altas	302
2019	22-Huesca	22201-Salas Altas	222010001 - Salas Altas	22201000199 - *Diseminado*	14
2019	22-Huesca	22202-Salas Bajas	222020001 - Salas Bajas	22202000101 - Salas Bajas	175
2019	22-Huesca	22203-Salillas	222030001 - Salillas	22203000101 - Salillas	91
2019	22-Huesca	22203-Salillas	222030001 - Salillas	22203000199 - *Diseminado*	3
2019	22-Huesca	22204-Sallent de Gállego	222040001 - Escarrilla	22204000101 - Escarrilla	197
2019	22-Huesca	22204-Sallent de Gállego	222040002 - Formigal	22204000201 - Formigal	196
2019	22-Huesca	22204-Sallent de Gállego	222040003 - Sallent de Gállego	22204000301 - Sallent de Gállego	800
2019	22-Huesca	22204-Sallent de Gállego	222040003 - Sallent de Gállego	22204000399 - *Diseminado*	1
2019	22-Huesca	22204-Sallent de Gállego	222040004 - Sandiniés	22204000401 - Sandiniés	54
2019	22-Huesca	22204-Sallent de Gállego	222040005 - Tramacastilla de Tena	22204000501 - Tramacastilla de Tena	188
2019	22-Huesca	22204-Sallent de Gállego	222040007 - Lanuza	22204000701 - Lanuza	42
2019	22-Huesca	22205-San Esteban de Litera	222050001 - San Esteban de Litera	22205000101 - San Esteban de Litera	435
2019	22-Huesca	22205-San Esteban de Litera	222050001 - San Esteban de Litera	22205000199 - *Diseminado*	100
2019	22-Huesca	22206-Sangarrén	222060001 - Sangarrén	22206000101 - Sangarrén	223
2019	22-Huesca	22207-San Juan de Plan	222070001 - San Juan de Plan	22207000101 - San Juan de Plan	148
2019	22-Huesca	22207-San Juan de Plan	222070001 - San Juan de Plan	22207000199 - *Diseminado*	5
2019	22-Huesca	22208-Santa Cilia	222080001 - Santa Cilia	22208000101 - Santa Cilia	220
2019	22-Huesca	22208-Santa Cilia	222080001 - Santa Cilia	22208000199 - *Diseminado*	5
2019	22-Huesca	22208-Santa Cilia	222080002 - Somanés	22208000201 - Somanés	15
2019	22-Huesca	22209-Santa Cruz de la Serós	222090001 - Binacua	22209000101 - Binacua	22
2019	22-Huesca	22209-Santa Cruz de la Serós	222090001 - Binacua	22209000199 - *Diseminado*	7
2019	22-Huesca	22209-Santa Cruz de la Serós	222090002 - Santa Cruz de la Serós	22209000201 - Santa Cruz de la Serós	154
2019	22-Huesca	22212-Santaliestra y San Quílez	222120001 - Santaliestra y San Quílez	22212000101 - Santaliestra y San Quílez	66
2019	22-Huesca	22212-Santaliestra y San Quílez	222120002 - Caballera	22212000201 - Caballera	16
2019	22-Huesca	22213-Sariñena	222130001 - Cartuja de Monegros (La)	22213000101 - Cartuja de Monegros (La)	263
2019	22-Huesca	22213-Sariñena	222130002 - Lamasadera	22213000201 - Lamasadera	7
2019	22-Huesca	22213-Sariñena	222130003 - Lastanosa	22213000301 - Lastanosa	32
2019	22-Huesca	22213-Sariñena	222130004 - Pallaruelo de Monegros	22213000401 - Pallaruelo de Monegros	99
2019	22-Huesca	22213-Sariñena	222130005 - San Juan del Flumen	22213000501 - San Juan del Flumen	352
2019	22-Huesca	22213-Sariñena	222130006 - Sariñena	22213000601 - Barrio Estación	35
2019	22-Huesca	22213-Sariñena	222130006 - Sariñena	22213000602 - Sariñena	3316
2019	22-Huesca	22213-Sariñena	222130006 - Sariñena	22213000699 - *Diseminado*	56
2019	22-Huesca	22214-Secastilla	222140001 - Secastilla	22214000101 - Secastilla	86
2019	22-Huesca	22214-Secastilla	222140002 - Torreciudad	22214000201 - Torreciudad	28
2019	22-Huesca	22214-Secastilla	222140003 - Ubiergo	22214000301 - Ubiergo	22
2019	22-Huesca	22214-Secastilla	222140004 - Aldea de Puy de Cinca (La)	22214000499 - *Diseminado*	4
2019	22-Huesca	22215-Seira	222150001 - Abi	22215000101 - Abi	15
2019	22-Huesca	22215-Seira	222150001 - Abi	22215000199 - *Diseminado*	3
2019	22-Huesca	22215-Seira	222150002 - Barbaruens	22215000201 - Barbaruens	20
2019	22-Huesca	22215-Seira	222150003 - Seira	22215000301 - Seira	107
2019	22-Huesca	22215-Seira	222150003 - Seira	22215000399 - *Diseminado*	3
2019	22-Huesca	22217-Sena	222170001 - Sena	22217000101 - Sena	493
2019	22-Huesca	22217-Sena	222170001 - Sena	22217000199 - *Diseminado*	2
2019	22-Huesca	22218-Senés de Alcubierre	222180001 - Senés de Alcubierre	22218000101 - Senés de Alcubierre	41
2019	22-Huesca	22220-Sesa	222200001 - Sesa	22220000101 - Sesa	161
2019	22-Huesca	22221-Sesué	222210001 - Sesué	22221000101 - Sesué	101
2019	22-Huesca	22221-Sesué	222210001 - Sesué	22221000199 - *Diseminado*	4
2019	22-Huesca	22221-Sesué	222210002 - Sos	22221000201 - Sos	17
2019	22-Huesca	22222-Siétamo	222220001 - Arbaniés	22222000101 - Arbaniés	46
2019	22-Huesca	22222-Siétamo	222220002 - Castejón de Arbaniés	22222000201 - Castejón de Arbaniés	28
2019	22-Huesca	22222-Siétamo	222220003 - Liesa	22222000301 - Liesa	42
2019	22-Huesca	22222-Siétamo	222220004 - Siétamo	22222000401 - Siétamo	560
2019	22-Huesca	22222-Siétamo	222220004 - Siétamo	22222000499 - *Diseminado*	3
2019	22-Huesca	22223-Sopeira	222230001 - Santorens	22223000101 - Santorens	28
2019	22-Huesca	22223-Sopeira	222230002 - Sopeira	22223000201 - Sopeira	52
2019	22-Huesca	22223-Sopeira	222230002 - Sopeira	22223000299 - *Diseminado*	5
2019	22-Huesca	22223-Sopeira	222230003 - Pallerol	22223000301 - Pallerol	6
2019	22-Huesca	22225-Tamarite de Litera	222250001 - Algayón	22225000101 - Algayón	250
2019	22-Huesca	22225-Tamarite de Litera	222250002 - Tamarite de Litera	22225000201 - Melusa (La)	4
2019	22-Huesca	22225-Tamarite de Litera	222250002 - Tamarite de Litera	22225000202 - Tamarite de Litera	2918
2019	22-Huesca	22225-Tamarite de Litera	222250002 - Tamarite de Litera	22225000299 - *Diseminado*	304
2019	22-Huesca	22226-Tardienta	222260001 - Tardienta	22226000101 - Tardienta	958
2019	22-Huesca	22226-Tardienta	222260001 - Tardienta	22226000199 - *Diseminado*	3
