Mes y año	Mes (código)	Sexo	Número de contratos	Comarca código	Comarca nombre
Septiembre 2016	201609	Mujeres	970	16	Valdejalón
Septiembre 2016	201609	Mujeres	14892	17	Central
Septiembre 2016	201609	Mujeres	285	18	Ribera Baja del Ebro
Septiembre 2016	201609	Mujeres	173	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Septiembre 2016	201609	Mujeres	583	20	Comunidad de Calatayud
Septiembre 2016	201609	Mujeres	235	21	Campo de Cariñena
Septiembre 2016	201609	Mujeres	35	22	Campo de Belchite
Septiembre 2016	201609	Mujeres	65	23	Bajo Martín
Septiembre 2016	201609	Mujeres	47	24	Campo de Daroca
Septiembre 2016	201609	Mujeres	77	25	Jiloca
Septiembre 2016	201609	Mujeres	139	26	Cuencas Mineras
Septiembre 2016	201609	Mujeres	131	27	Andorra-Sierra de Arcos
Septiembre 2016	201609	Mujeres	561	28	Bajo Aragón
Septiembre 2016	201609	Mujeres	672	29	Comunidad de Teruel
Septiembre 2016	201609	Mujeres	29	30	Maestrazgo
Septiembre 2016	201609	Mujeres	26	31	Sierra de Albarracín
Septiembre 2016	201609	Mujeres	80	32	Gúdar-Javalambre
Septiembre 2016	201609	Mujeres	102	33	Matarraña / Matarranya
Agosto 2016	201608	Hombres	224	01	La Jacetania
Agosto 2016	201608	Hombres	285	02	Alto Gállego
Agosto 2016	201608	Hombres	152	03	Sobrarbe
Agosto 2016	201608	Hombres	140	04	La Ribagorza
Agosto 2016	201608	Hombres	549	05	Cinco Villas
Agosto 2016	201608	Hombres	1259	06	Hoya de Huesca / Plana de Uesca
Agosto 2016	201608	Hombres	468	07	Somontano de Barbastro
Agosto 2016	201608	Hombres	518	08	Cinca Medio
Agosto 2016	201608	Hombres	503	09	La Litera / La Llitera
Agosto 2016	201608	Hombres	282	10	Los Monegros
Agosto 2016	201608	Hombres	1844	11	Bajo Cinca / Baix Cinca
Agosto 2016	201608	Hombres	355	12	Tarazona y el Moncayo
Agosto 2016	201608	Hombres	235	13	Campo de Borja
Agosto 2016	201608	Hombres	57	14	Aranda
Agosto 2016	201608	Hombres	1168	15	Ribera Alta del Ebro
Agosto 2016	201608	Hombres	2470	16	Valdejalón
Agosto 2016	201608	Hombres	12328	17	Central
Agosto 2016	201608	Hombres	412	18	Ribera Baja del Ebro
Agosto 2016	201608	Hombres	663	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Agosto 2016	201608	Hombres	895	20	Comunidad de Calatayud
Agosto 2016	201608	Hombres	447	21	Campo de Cariñena
Agosto 2016	201608	Hombres	69	22	Campo de Belchite
Agosto 2016	201608	Hombres	133	23	Bajo Martín
Agosto 2016	201608	Hombres	49	24	Campo de Daroca
Agosto 2016	201608	Hombres	85	25	Jiloca
Agosto 2016	201608	Hombres	62	26	Cuencas Mineras
Agosto 2016	201608	Hombres	105	27	Andorra-Sierra de Arcos
Agosto 2016	201608	Hombres	375	28	Bajo Aragón
Agosto 2016	201608	Hombres	853	29	Comunidad de Teruel
Agosto 2016	201608	Hombres	32	30	Maestrazgo
Agosto 2016	201608	Hombres	62	31	Sierra de Albarracín
Agosto 2016	201608	Hombres	156	32	Gúdar-Javalambre
Agosto 2016	201608	Hombres	123	33	Matarraña / Matarranya
Agosto 2016	201608	Mujeres	223	01	La Jacetania
Agosto 2016	201608	Mujeres	221	02	Alto Gállego
Agosto 2016	201608	Mujeres	172	03	Sobrarbe
Agosto 2016	201608	Mujeres	141	04	La Ribagorza
Agosto 2016	201608	Mujeres	350	05	Cinco Villas
Agosto 2016	201608	Mujeres	1093	06	Hoya de Huesca / Plana de Uesca
Agosto 2016	201608	Mujeres	288	07	Somontano de Barbastro
Agosto 2016	201608	Mujeres	339	08	Cinca Medio
Agosto 2016	201608	Mujeres	185	09	La Litera / La Llitera
Agosto 2016	201608	Mujeres	110	10	Los Monegros
Agosto 2016	201608	Mujeres	888	11	Bajo Cinca / Baix Cinca
Agosto 2016	201608	Mujeres	297	12	Tarazona y el Moncayo
Agosto 2016	201608	Mujeres	201	13	Campo de Borja
Agosto 2016	201608	Mujeres	36	14	Aranda
Agosto 2016	201608	Mujeres	602	15	Ribera Alta del Ebro
Agosto 2016	201608	Mujeres	1192	16	Valdejalón
Agosto 2016	201608	Mujeres	10233	17	Central
Agosto 2016	201608	Mujeres	216	18	Ribera Baja del Ebro
Agosto 2016	201608	Mujeres	327	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Agosto 2016	201608	Mujeres	543	20	Comunidad de Calatayud
Agosto 2016	201608	Mujeres	250	21	Campo de Cariñena
Agosto 2016	201608	Mujeres	37	22	Campo de Belchite
Agosto 2016	201608	Mujeres	54	23	Bajo Martín
Agosto 2016	201608	Mujeres	28	24	Campo de Daroca
Agosto 2016	201608	Mujeres	84	25	Jiloca
Agosto 2016	201608	Mujeres	82	26	Cuencas Mineras
Agosto 2016	201608	Mujeres	96	27	Andorra-Sierra de Arcos
Agosto 2016	201608	Mujeres	317	28	Bajo Aragón
Agosto 2016	201608	Mujeres	534	29	Comunidad de Teruel
Agosto 2016	201608	Mujeres	28	30	Maestrazgo
Agosto 2016	201608	Mujeres	74	31	Sierra de Albarracín
Agosto 2016	201608	Mujeres	185	32	Gúdar-Javalambre
Agosto 2016	201608	Mujeres	123	33	Matarraña / Matarranya
Julio 2016	201607	Hombres	445	01	La Jacetania
Julio 2016	201607	Hombres	450	02	Alto Gállego
Julio 2016	201607	Hombres	364	03	Sobrarbe
Julio 2016	201607	Hombres	267	04	La Ribagorza
Julio 2016	201607	Hombres	474	05	Cinco Villas
Julio 2016	201607	Hombres	1095	06	Hoya de Huesca / Plana de Uesca
Julio 2016	201607	Hombres	376	07	Somontano de Barbastro
Julio 2016	201607	Hombres	755	08	Cinca Medio
Julio 2016	201607	Hombres	449	09	La Litera / La Llitera
Julio 2016	201607	Hombres	300	10	Los Monegros
Julio 2016	201607	Hombres	2175	11	Bajo Cinca / Baix Cinca
Julio 2016	201607	Hombres	370	12	Tarazona y el Moncayo
Julio 2016	201607	Hombres	210	13	Campo de Borja
Julio 2016	201607	Hombres	158	14	Aranda
Julio 2016	201607	Hombres	907	15	Ribera Alta del Ebro
Julio 2016	201607	Hombres	2225	16	Valdejalón
Julio 2016	201607	Hombres	13961	17	Central
Julio 2016	201607	Hombres	308	18	Ribera Baja del Ebro
Julio 2016	201607	Hombres	829	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Julio 2016	201607	Hombres	1559	20	Comunidad de Calatayud
Julio 2016	201607	Hombres	706	21	Campo de Cariñena
Julio 2016	201607	Hombres	59	22	Campo de Belchite
Julio 2016	201607	Hombres	124	23	Bajo Martín
Julio 2016	201607	Hombres	88	24	Campo de Daroca
Julio 2016	201607	Hombres	117	25	Jiloca
Julio 2016	201607	Hombres	89	26	Cuencas Mineras
Julio 2016	201607	Hombres	137	27	Andorra-Sierra de Arcos
Julio 2016	201607	Hombres	422	28	Bajo Aragón
Julio 2016	201607	Hombres	1257	29	Comunidad de Teruel
Julio 2016	201607	Hombres	50	30	Maestrazgo
Julio 2016	201607	Hombres	69	31	Sierra de Albarracín
Julio 2016	201607	Hombres	129	32	Gúdar-Javalambre
Julio 2016	201607	Hombres	125	33	Matarraña / Matarranya
Julio 2016	201607	Mujeres	463	01	La Jacetania
Julio 2016	201607	Mujeres	350	02	Alto Gállego
Julio 2016	201607	Mujeres	467	03	Sobrarbe
Julio 2016	201607	Mujeres	300	04	La Ribagorza
Julio 2016	201607	Mujeres	324	05	Cinco Villas
Julio 2016	201607	Mujeres	1084	06	Hoya de Huesca / Plana de Uesca
Julio 2016	201607	Mujeres	306	07	Somontano de Barbastro
Julio 2016	201607	Mujeres	509	08	Cinca Medio
Julio 2016	201607	Mujeres	173	09	La Litera / La Llitera
Julio 2016	201607	Mujeres	168	10	Los Monegros
Julio 2016	201607	Mujeres	1275	11	Bajo Cinca / Baix Cinca
Julio 2016	201607	Mujeres	334	12	Tarazona y el Moncayo
Julio 2016	201607	Mujeres	241	13	Campo de Borja
Julio 2016	201607	Mujeres	91	14	Aranda
Julio 2016	201607	Mujeres	457	15	Ribera Alta del Ebro
Julio 2016	201607	Mujeres	1231	16	Valdejalón
Julio 2016	201607	Mujeres	11978	17	Central
Julio 2016	201607	Mujeres	215	18	Ribera Baja del Ebro
Julio 2016	201607	Mujeres	318	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Julio 2016	201607	Mujeres	777	20	Comunidad de Calatayud
Julio 2016	201607	Mujeres	380	21	Campo de Cariñena
Julio 2016	201607	Mujeres	58	22	Campo de Belchite
Julio 2016	201607	Mujeres	51	23	Bajo Martín
Julio 2016	201607	Mujeres	63	24	Campo de Daroca
Julio 2016	201607	Mujeres	107	25	Jiloca
Julio 2016	201607	Mujeres	129	26	Cuencas Mineras
Julio 2016	201607	Mujeres	118	27	Andorra-Sierra de Arcos
Julio 2016	201607	Mujeres	381	28	Bajo Aragón
Julio 2016	201607	Mujeres	836	29	Comunidad de Teruel
Julio 2016	201607	Mujeres	52	30	Maestrazgo
Julio 2016	201607	Mujeres	69	31	Sierra de Albarracín
Julio 2016	201607	Mujeres	124	32	Gúdar-Javalambre
Julio 2016	201607	Mujeres	127	33	Matarraña / Matarranya
Junio 2016	201606	Hombres	287	01	La Jacetania
Junio 2016	201606	Hombres	301	02	Alto Gállego
Junio 2016	201606	Hombres	242	03	Sobrarbe
Junio 2016	201606	Hombres	229	04	La Ribagorza
Junio 2016	201606	Hombres	527	05	Cinco Villas
Junio 2016	201606	Hombres	1294	06	Hoya de Huesca / Plana de Uesca
Junio 2016	201606	Hombres	454	07	Somontano de Barbastro
Junio 2016	201606	Hombres	667	08	Cinca Medio
Junio 2016	201606	Hombres	371	09	La Litera / La Llitera
Junio 2016	201606	Hombres	384	10	Los Monegros
Junio 2016	201606	Hombres	2615	11	Bajo Cinca / Baix Cinca
Junio 2016	201606	Hombres	393	12	Tarazona y el Moncayo
Junio 2016	201606	Hombres	249	13	Campo de Borja
Junio 2016	201606	Hombres	184	14	Aranda
Junio 2016	201606	Hombres	1232	15	Ribera Alta del Ebro
Junio 2016	201606	Hombres	4180	16	Valdejalón
Junio 2016	201606	Hombres	15234	17	Central
Junio 2016	201606	Hombres	442	18	Ribera Baja del Ebro
Junio 2016	201606	Hombres	1210	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Junio 2016	201606	Hombres	1291	20	Comunidad de Calatayud
Junio 2016	201606	Hombres	719	21	Campo de Cariñena
Junio 2016	201606	Hombres	41	22	Campo de Belchite
Junio 2016	201606	Hombres	152	23	Bajo Martín
Junio 2016	201606	Hombres	94	24	Campo de Daroca
Junio 2016	201606	Hombres	125	25	Jiloca
Junio 2016	201606	Hombres	78	26	Cuencas Mineras
Junio 2016	201606	Hombres	110	27	Andorra-Sierra de Arcos
Junio 2016	201606	Hombres	391	28	Bajo Aragón
Junio 2016	201606	Hombres	976	29	Comunidad de Teruel
Junio 2016	201606	Hombres	45	30	Maestrazgo
Junio 2016	201606	Hombres	62	31	Sierra de Albarracín
Junio 2016	201606	Hombres	131	32	Gúdar-Javalambre
Junio 2016	201606	Hombres	149	33	Matarraña / Matarranya
Junio 2016	201606	Mujeres	354	01	La Jacetania
Junio 2016	201606	Mujeres	321	02	Alto Gállego
Junio 2016	201606	Mujeres	259	03	Sobrarbe
Junio 2016	201606	Mujeres	235	04	La Ribagorza
Junio 2016	201606	Mujeres	311	05	Cinco Villas
Junio 2016	201606	Mujeres	1212	06	Hoya de Huesca / Plana de Uesca
Junio 2016	201606	Mujeres	349	07	Somontano de Barbastro
Junio 2016	201606	Mujeres	483	08	Cinca Medio
Junio 2016	201606	Mujeres	161	09	La Litera / La Llitera
Junio 2016	201606	Mujeres	119	10	Los Monegros
Junio 2016	201606	Mujeres	1751	11	Bajo Cinca / Baix Cinca
Junio 2016	201606	Mujeres	353	12	Tarazona y el Moncayo
Junio 2016	201606	Mujeres	204	13	Campo de Borja
Junio 2016	201606	Mujeres	99	14	Aranda
Junio 2016	201606	Mujeres	545	15	Ribera Alta del Ebro
Junio 2016	201606	Mujeres	1805	16	Valdejalón
Junio 2016	201606	Mujeres	13318	17	Central
Junio 2016	201606	Mujeres	238	18	Ribera Baja del Ebro
Junio 2016	201606	Mujeres	547	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Junio 2016	201606	Mujeres	731	20	Comunidad de Calatayud
Junio 2016	201606	Mujeres	259	21	Campo de Cariñena
Junio 2016	201606	Mujeres	35	22	Campo de Belchite
Junio 2016	201606	Mujeres	116	23	Bajo Martín
Junio 2016	201606	Mujeres	53	24	Campo de Daroca
Junio 2016	201606	Mujeres	101	25	Jiloca
Junio 2016	201606	Mujeres	72	26	Cuencas Mineras
Junio 2016	201606	Mujeres	122	27	Andorra-Sierra de Arcos
Junio 2016	201606	Mujeres	341	28	Bajo Aragón
Junio 2016	201606	Mujeres	573	29	Comunidad de Teruel
Junio 2016	201606	Mujeres	25	30	Maestrazgo
Junio 2016	201606	Mujeres	48	31	Sierra de Albarracín
Junio 2016	201606	Mujeres	98	32	Gúdar-Javalambre
Junio 2016	201606	Mujeres	118	33	Matarraña / Matarranya
Mayo 2016	201605	Hombres	181	01	La Jacetania
Mayo 2016	201605	Hombres	317	02	Alto Gállego
Mayo 2016	201605	Hombres	173	03	Sobrarbe
Mayo 2016	201605	Hombres	159	04	La Ribagorza
Mayo 2016	201605	Hombres	429	05	Cinco Villas
Mayo 2016	201605	Hombres	1014	06	Hoya de Huesca / Plana de Uesca
Mayo 2016	201605	Hombres	775	07	Somontano de Barbastro
Mayo 2016	201605	Hombres	798	08	Cinca Medio
Mayo 2016	201605	Hombres	327	09	La Litera / La Llitera
Mayo 2016	201605	Hombres	291	10	Los Monegros
Mayo 2016	201605	Hombres	3568	11	Bajo Cinca / Baix Cinca
Mayo 2016	201605	Hombres	342	12	Tarazona y el Moncayo
Mayo 2016	201605	Hombres	228	13	Campo de Borja
Mayo 2016	201605	Hombres	121	14	Aranda
Mayo 2016	201605	Hombres	912	15	Ribera Alta del Ebro
Mayo 2016	201605	Hombres	2627	16	Valdejalón
Mayo 2016	201605	Hombres	14818	17	Central
Mayo 2016	201605	Hombres	303	18	Ribera Baja del Ebro
Mayo 2016	201605	Hombres	1908	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Mayo 2016	201605	Hombres	548	20	Comunidad de Calatayud
Mayo 2016	201605	Hombres	620	21	Campo de Cariñena
Mayo 2016	201605	Hombres	35	22	Campo de Belchite
Mayo 2016	201605	Hombres	157	23	Bajo Martín
Mayo 2016	201605	Hombres	39	24	Campo de Daroca
Mayo 2016	201605	Hombres	90	25	Jiloca
Mayo 2016	201605	Hombres	54	26	Cuencas Mineras
Mayo 2016	201605	Hombres	113	27	Andorra-Sierra de Arcos
Mayo 2016	201605	Hombres	563	28	Bajo Aragón
Mayo 2016	201605	Hombres	1003	29	Comunidad de Teruel
Mayo 2016	201605	Hombres	24	30	Maestrazgo
Mayo 2016	201605	Hombres	41	31	Sierra de Albarracín
Mayo 2016	201605	Hombres	91	32	Gúdar-Javalambre
Mayo 2016	201605	Hombres	149	33	Matarraña / Matarranya
Mayo 2016	201605	Mujeres	211	01	La Jacetania
Mayo 2016	201605	Mujeres	250	02	Alto Gállego
Mayo 2016	201605	Mujeres	181	03	Sobrarbe
Mayo 2016	201605	Mujeres	126	04	La Ribagorza
Mayo 2016	201605	Mujeres	296	05	Cinco Villas
Mayo 2016	201605	Mujeres	1014	06	Hoya de Huesca / Plana de Uesca
Mayo 2016	201605	Mujeres	372	07	Somontano de Barbastro
Mayo 2016	201605	Mujeres	499	08	Cinca Medio
Mayo 2016	201605	Mujeres	121	09	La Litera / La Llitera
Mayo 2016	201605	Mujeres	113	10	Los Monegros
Mayo 2016	201605	Mujeres	1706	11	Bajo Cinca / Baix Cinca
Mayo 2016	201605	Mujeres	303	12	Tarazona y el Moncayo
Mayo 2016	201605	Mujeres	202	13	Campo de Borja
Mayo 2016	201605	Mujeres	82	14	Aranda
Mayo 2016	201605	Mujeres	465	15	Ribera Alta del Ebro
Mayo 2016	201605	Mujeres	1371	16	Valdejalón
Mayo 2016	201605	Mujeres	13242	17	Central
Mayo 2016	201605	Mujeres	286	18	Ribera Baja del Ebro
Mayo 2016	201605	Mujeres	675	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Mayo 2016	201605	Mujeres	500	20	Comunidad de Calatayud
Mayo 2016	201605	Mujeres	235	21	Campo de Cariñena
Mayo 2016	201605	Mujeres	29	22	Campo de Belchite
Mayo 2016	201605	Mujeres	104	23	Bajo Martín
Mayo 2016	201605	Mujeres	16	24	Campo de Daroca
Mayo 2016	201605	Mujeres	56	25	Jiloca
Mayo 2016	201605	Mujeres	55	26	Cuencas Mineras
Mayo 2016	201605	Mujeres	107	27	Andorra-Sierra de Arcos
Mayo 2016	201605	Mujeres	572	28	Bajo Aragón
Mayo 2016	201605	Mujeres	575	29	Comunidad de Teruel
Mayo 2016	201605	Mujeres	28	30	Maestrazgo
Mayo 2016	201605	Mujeres	34	31	Sierra de Albarracín
Mayo 2016	201605	Mujeres	88	32	Gúdar-Javalambre
Mayo 2016	201605	Mujeres	111	33	Matarraña / Matarranya
Abril 2016	201604	Hombres	182	01	La Jacetania
Abril 2016	201604	Hombres	223	02	Alto Gállego
Abril 2016	201604	Hombres	111	03	Sobrarbe
Abril 2016	201604	Hombres	151	04	La Ribagorza
Abril 2016	201604	Hombres	311	05	Cinco Villas
Abril 2016	201604	Hombres	842	06	Hoya de Huesca / Plana de Uesca
Abril 2016	201604	Hombres	342	07	Somontano de Barbastro
Abril 2016	201604	Hombres	353	08	Cinca Medio
Abril 2016	201604	Hombres	201	09	La Litera / La Llitera
Abril 2016	201604	Hombres	195	10	Los Monegros
Abril 2016	201604	Hombres	1400	11	Bajo Cinca / Baix Cinca
Abril 2016	201604	Hombres	390	12	Tarazona y el Moncayo
Abril 2016	201604	Hombres	203	13	Campo de Borja
Abril 2016	201604	Hombres	144	14	Aranda
Abril 2016	201604	Hombres	705	15	Ribera Alta del Ebro
Abril 2016	201604	Hombres	1073	16	Valdejalón
Abril 2016	201604	Hombres	12091	17	Central
Abril 2016	201604	Hombres	201	18	Ribera Baja del Ebro
Abril 2016	201604	Hombres	821	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Abril 2016	201604	Hombres	428	20	Comunidad de Calatayud
Abril 2016	201604	Hombres	472	21	Campo de Cariñena
Abril 2016	201604	Hombres	33	22	Campo de Belchite
Abril 2016	201604	Hombres	115	23	Bajo Martín
Abril 2016	201604	Hombres	46	24	Campo de Daroca
Abril 2016	201604	Hombres	66	25	Jiloca
Abril 2016	201604	Hombres	90	26	Cuencas Mineras
Abril 2016	201604	Hombres	128	27	Andorra-Sierra de Arcos
Abril 2016	201604	Hombres	264	28	Bajo Aragón
Abril 2016	201604	Hombres	969	29	Comunidad de Teruel
Abril 2016	201604	Hombres	24	30	Maestrazgo
Abril 2016	201604	Hombres	46	31	Sierra de Albarracín
Abril 2016	201604	Hombres	97	32	Gúdar-Javalambre
Abril 2016	201604	Hombres	129	33	Matarraña / Matarranya
Abril 2016	201604	Mujeres	225	01	La Jacetania
Abril 2016	201604	Mujeres	225	02	Alto Gállego
Abril 2016	201604	Mujeres	152	03	Sobrarbe
Abril 2016	201604	Mujeres	112	04	La Ribagorza
Abril 2016	201604	Mujeres	252	05	Cinco Villas
Abril 2016	201604	Mujeres	896	06	Hoya de Huesca / Plana de Uesca
Abril 2016	201604	Mujeres	293	07	Somontano de Barbastro
Abril 2016	201604	Mujeres	291	08	Cinca Medio
Abril 2016	201604	Mujeres	133	09	La Litera / La Llitera
Abril 2016	201604	Mujeres	70	10	Los Monegros
Abril 2016	201604	Mujeres	709	11	Bajo Cinca / Baix Cinca
Abril 2016	201604	Mujeres	282	12	Tarazona y el Moncayo
Abril 2016	201604	Mujeres	156	13	Campo de Borja
Abril 2016	201604	Mujeres	74	14	Aranda
Abril 2016	201604	Mujeres	354	15	Ribera Alta del Ebro
Abril 2016	201604	Mujeres	505	16	Valdejalón
Abril 2016	201604	Mujeres	10915	17	Central
Abril 2016	201604	Mujeres	111	18	Ribera Baja del Ebro
Abril 2016	201604	Mujeres	329	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Abril 2016	201604	Mujeres	333	20	Comunidad de Calatayud
Abril 2016	201604	Mujeres	231	21	Campo de Cariñena
Abril 2016	201604	Mujeres	15	22	Campo de Belchite
Abril 2016	201604	Mujeres	40	23	Bajo Martín
Abril 2016	201604	Mujeres	20	24	Campo de Daroca
Abril 2016	201604	Mujeres	39	25	Jiloca
Abril 2016	201604	Mujeres	100	26	Cuencas Mineras
Abril 2016	201604	Mujeres	112	27	Andorra-Sierra de Arcos
Abril 2016	201604	Mujeres	274	28	Bajo Aragón
Abril 2016	201604	Mujeres	541	29	Comunidad de Teruel
Abril 2016	201604	Mujeres	21	30	Maestrazgo
Abril 2016	201604	Mujeres	34	31	Sierra de Albarracín
Abril 2016	201604	Mujeres	56	32	Gúdar-Javalambre
Abril 2016	201604	Mujeres	79	33	Matarraña / Matarranya
Marzo 2016	201603	Hombres	334	01	La Jacetania
Marzo 2016	201603	Hombres	408	02	Alto Gállego
Marzo 2016	201603	Hombres	180	03	Sobrarbe
Marzo 2016	201603	Hombres	194	04	La Ribagorza
Marzo 2016	201603	Hombres	312	05	Cinco Villas
Marzo 2016	201603	Hombres	786	06	Hoya de Huesca / Plana de Uesca
Marzo 2016	201603	Hombres	330	07	Somontano de Barbastro
Marzo 2016	201603	Hombres	330	08	Cinca Medio
Marzo 2016	201603	Hombres	212	09	La Litera / La Llitera
Marzo 2016	201603	Hombres	187	10	Los Monegros
Marzo 2016	201603	Hombres	622	11	Bajo Cinca / Baix Cinca
Marzo 2016	201603	Hombres	382	12	Tarazona y el Moncayo
Marzo 2016	201603	Hombres	201	13	Campo de Borja
Marzo 2016	201603	Hombres	23	14	Aranda
Marzo 2016	201603	Hombres	813	15	Ribera Alta del Ebro
Marzo 2016	201603	Hombres	907	16	Valdejalón
Marzo 2016	201603	Hombres	11952	17	Central
Marzo 2016	201603	Hombres	157	18	Ribera Baja del Ebro
Marzo 2016	201603	Hombres	189	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Marzo 2016	201603	Hombres	393	20	Comunidad de Calatayud
Marzo 2016	201603	Hombres	242	21	Campo de Cariñena
Marzo 2016	201603	Hombres	41	22	Campo de Belchite
Marzo 2016	201603	Hombres	114	23	Bajo Martín
Marzo 2016	201603	Hombres	28	24	Campo de Daroca
Marzo 2016	201603	Hombres	83	25	Jiloca
Marzo 2016	201603	Hombres	49	26	Cuencas Mineras
Marzo 2016	201603	Hombres	103	27	Andorra-Sierra de Arcos
Marzo 2016	201603	Hombres	285	28	Bajo Aragón
Marzo 2016	201603	Hombres	930	29	Comunidad de Teruel
Marzo 2016	201603	Hombres	26	30	Maestrazgo
Marzo 2016	201603	Hombres	31	31	Sierra de Albarracín
Marzo 2016	201603	Hombres	78	32	Gúdar-Javalambre
Marzo 2016	201603	Hombres	119	33	Matarraña / Matarranya
Marzo 2016	201603	Mujeres	357	01	La Jacetania
Marzo 2016	201603	Mujeres	422	02	Alto Gállego
Marzo 2016	201603	Mujeres	256	03	Sobrarbe
Marzo 2016	201603	Mujeres	196	04	La Ribagorza
Marzo 2016	201603	Mujeres	241	05	Cinco Villas
Marzo 2016	201603	Mujeres	856	06	Hoya de Huesca / Plana de Uesca
Marzo 2016	201603	Mujeres	307	07	Somontano de Barbastro
Marzo 2016	201603	Mujeres	259	08	Cinca Medio
Marzo 2016	201603	Mujeres	124	09	La Litera / La Llitera
Marzo 2016	201603	Mujeres	84	10	Los Monegros
Marzo 2016	201603	Mujeres	472	11	Bajo Cinca / Baix Cinca
Marzo 2016	201603	Mujeres	329	12	Tarazona y el Moncayo
Marzo 2016	201603	Mujeres	154	13	Campo de Borja
Marzo 2016	201603	Mujeres	24	14	Aranda
Marzo 2016	201603	Mujeres	426	15	Ribera Alta del Ebro
Marzo 2016	201603	Mujeres	472	16	Valdejalón
Marzo 2016	201603	Mujeres	11513	17	Central
Marzo 2016	201603	Mujeres	138	18	Ribera Baja del Ebro
Marzo 2016	201603	Mujeres	82	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Marzo 2016	201603	Mujeres	366	20	Comunidad de Calatayud
Marzo 2016	201603	Mujeres	111	21	Campo de Cariñena
Marzo 2016	201603	Mujeres	25	22	Campo de Belchite
Marzo 2016	201603	Mujeres	61	23	Bajo Martín
Marzo 2016	201603	Mujeres	22	24	Campo de Daroca
Marzo 2016	201603	Mujeres	87	25	Jiloca
Marzo 2016	201603	Mujeres	64	26	Cuencas Mineras
Marzo 2016	201603	Mujeres	123	27	Andorra-Sierra de Arcos
Marzo 2016	201603	Mujeres	257	28	Bajo Aragón
Marzo 2016	201603	Mujeres	562	29	Comunidad de Teruel
Marzo 2016	201603	Mujeres	40	30	Maestrazgo
Marzo 2016	201603	Mujeres	42	31	Sierra de Albarracín
Marzo 2016	201603	Mujeres	138	32	Gúdar-Javalambre
Marzo 2016	201603	Mujeres	116	33	Matarraña / Matarranya
Febrero 2016	201602	Hombres	265	01	La Jacetania
Febrero 2016	201602	Hombres	522	02	Alto Gállego
Febrero 2016	201602	Hombres	94	03	Sobrarbe
Febrero 2016	201602	Hombres	150	04	La Ribagorza
Febrero 2016	201602	Hombres	299	05	Cinco Villas
Febrero 2016	201602	Hombres	684	06	Hoya de Huesca / Plana de Uesca
Febrero 2016	201602	Hombres	298	07	Somontano de Barbastro
Febrero 2016	201602	Hombres	312	08	Cinca Medio
Febrero 2016	201602	Hombres	209	09	La Litera / La Llitera
Febrero 2016	201602	Hombres	128	10	Los Monegros
Febrero 2016	201602	Hombres	590	11	Bajo Cinca / Baix Cinca
Febrero 2016	201602	Hombres	360	12	Tarazona y el Moncayo
Febrero 2016	201602	Hombres	194	13	Campo de Borja
Febrero 2016	201602	Hombres	71	14	Aranda
Febrero 2016	201602	Hombres	657	15	Ribera Alta del Ebro
Febrero 2016	201602	Hombres	905	16	Valdejalón
Febrero 2016	201602	Hombres	11317	17	Central
Febrero 2016	201602	Hombres	222	18	Ribera Baja del Ebro
Febrero 2016	201602	Hombres	223	19	Bajo Aragón-Caspe / Baix Aragó-Casp
Febrero 2016	201602	Hombres	341	20	Comunidad de Calatayud
Febrero 2016	201602	Hombres	320	21	Campo de Cariñena
Febrero 2016	201602	Hombres	32	22	Campo de Belchite
Febrero 2016	201602	Hombres	83	23	Bajo Martín
Febrero 2016	201602	Hombres	32	24	Campo de Daroca
Febrero 2016	201602	Hombres	46	25	Jiloca
Febrero 2016	201602	Hombres	39	26	Cuencas Mineras
Febrero 2016	201602	Hombres	96	27	Andorra-Sierra de Arcos
Febrero 2016	201602	Hombres	204	28	Bajo Aragón
Febrero 2016	201602	Hombres	1150	29	Comunidad de Teruel
Febrero 2016	201602	Hombres	13	30	Maestrazgo
Febrero 2016	201602	Hombres	21	31	Sierra de Albarracín
Febrero 2016	201602	Hombres	92	32	Gúdar-Javalambre
Febrero 2016	201602	Hombres	75	33	Matarraña / Matarranya
Febrero 2016	201602	Mujeres	263	01	La Jacetania
Febrero 2016	201602	Mujeres	502	02	Alto Gállego
Febrero 2016	201602	Mujeres	90	03	Sobrarbe
Febrero 2016	201602	Mujeres	145	04	La Ribagorza
Febrero 2016	201602	Mujeres	221	05	Cinco Villas
Febrero 2016	201602	Mujeres	849	06	Hoya de Huesca / Plana de Uesca
Febrero 2016	201602	Mujeres	203	07	Somontano de Barbastro
Febrero 2016	201602	Mujeres	237	08	Cinca Medio
Febrero 2016	201602	Mujeres	98	09	La Litera / La Llitera
