Año	Residencia comarca código	Residencia comarca nombre	Tipo de nacionalidad	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad continente nombre	Sexo	Personas
2003	22	Campo de Belchite	Extranjeros	03	Magreb	África	Mujeres	6
2003	22	Campo de Belchite	Extranjeros	06	Resto de América	América	Mujeres	6
2003	23	Bajo Martín	Españoles	01	UE-15	Europa	Mujeres	3558
2003	23	Bajo Martín	Extranjeros	01	UE-15	Europa	Mujeres	6
2003	23	Bajo Martín	Extranjeros	02	Resto de Europa	Europa	Mujeres	28
2003	23	Bajo Martín	Extranjeros	03	Magreb	África	Mujeres	11
2003	23	Bajo Martín	Extranjeros	06	Resto de América	América	Mujeres	25
2003	24	Campo de Daroca	Españoles	01	UE-15	Europa	Mujeres	3031
2003	24	Campo de Daroca	Extranjeros	01	UE-15	Europa	Mujeres	2
2003	24	Campo de Daroca	Extranjeros	02	Resto de Europa	Europa	Mujeres	10
2003	24	Campo de Daroca	Extranjeros	03	Magreb	África	Mujeres	3
2003	24	Campo de Daroca	Extranjeros	06	Resto de América	América	Mujeres	12
2003	25	Jiloca	Españoles	01	UE-15	Europa	Mujeres	6514
2003	25	Jiloca	Extranjeros	01	UE-15	Europa	Mujeres	14
2003	25	Jiloca	Extranjeros	02	Resto de Europa	Europa	Mujeres	91
2003	25	Jiloca	Extranjeros	03	Magreb	África	Mujeres	26
2003	25	Jiloca	Extranjeros	04	Resto de África	África	Mujeres	8
2003	25	Jiloca	Extranjeros	06	Resto de América	América	Mujeres	105
2003	26	Cuencas Mineras	Españoles	01	UE-15	Europa	Mujeres	4375
2003	26	Cuencas Mineras	Extranjeros	01	UE-15	Europa	Mujeres	1
2003	26	Cuencas Mineras	Extranjeros	02	Resto de Europa	Europa	Mujeres	25
2003	26	Cuencas Mineras	Extranjeros	03	Magreb	África	Mujeres	33
2003	26	Cuencas Mineras	Extranjeros	06	Resto de América	América	Mujeres	22
2003	26	Cuencas Mineras	Extranjeros	07	Asia	Asia	Mujeres	5
2003	27	Andorra-Sierra de Arcos	Españoles	01	UE-15	Europa	Mujeres	5263
2003	27	Andorra-Sierra de Arcos	Extranjeros	01	UE-15	Europa	Mujeres	4
2003	27	Andorra-Sierra de Arcos	Extranjeros	02	Resto de Europa	Europa	Mujeres	50
2003	27	Andorra-Sierra de Arcos	Extranjeros	03	Magreb	África	Mujeres	20
2003	27	Andorra-Sierra de Arcos	Extranjeros	06	Resto de América	América	Mujeres	43
2003	27	Andorra-Sierra de Arcos	Extranjeros	07	Asia	Asia	Mujeres	1
2003	28	Bajo Aragón	Españoles	01	UE-15	Europa	Mujeres	12933
2003	28	Bajo Aragón	Extranjeros	01	UE-15	Europa	Mujeres	36
2003	28	Bajo Aragón	Extranjeros	02	Resto de Europa	Europa	Mujeres	303
2003	28	Bajo Aragón	Extranjeros	03	Magreb	África	Mujeres	146
2003	28	Bajo Aragón	Extranjeros	04	Resto de África	África	Mujeres	43
2003	28	Bajo Aragón	Extranjeros	05	América del Norte	América	Mujeres	4
2003	28	Bajo Aragón	Extranjeros	06	Resto de América	América	Mujeres	170
2003	28	Bajo Aragón	Extranjeros	07	Asia	Asia	Mujeres	5
2003	28	Bajo Aragón	Extranjeros	08	Oceanía	Oceanía	Mujeres	1
2003	29	Comunidad de Teruel	Españoles	01	UE-15	Europa	Mujeres	21555
2003	29	Comunidad de Teruel	Extranjeros	01	UE-15	Europa	Mujeres	33
2003	29	Comunidad de Teruel	Extranjeros	02	Resto de Europa	Europa	Mujeres	198
2003	29	Comunidad de Teruel	Extranjeros	03	Magreb	África	Mujeres	58
2003	29	Comunidad de Teruel	Extranjeros	04	Resto de África	África	Mujeres	1
2003	29	Comunidad de Teruel	Extranjeros	06	Resto de América	América	Mujeres	327
2003	29	Comunidad de Teruel	Extranjeros	07	Asia	Asia	Mujeres	18
2003	30	Maestrazgo	Españoles	01	UE-15	Europa	Mujeres	1653
2003	30	Maestrazgo	Extranjeros	01	UE-15	Europa	Mujeres	9
2003	30	Maestrazgo	Extranjeros	02	Resto de Europa	Europa	Mujeres	21
2003	30	Maestrazgo	Extranjeros	03	Magreb	África	Mujeres	10
2003	30	Maestrazgo	Extranjeros	06	Resto de América	América	Mujeres	13
2003	30	Maestrazgo	Extranjeros	07	Asia	Asia	Mujeres	8
2003	31	Sierra de Albarracín	Españoles	01	UE-15	Europa	Mujeres	2248
2003	31	Sierra de Albarracín	Extranjeros	01	UE-15	Europa	Mujeres	5
2003	31	Sierra de Albarracín	Extranjeros	02	Resto de Europa	Europa	Mujeres	13
2003	31	Sierra de Albarracín	Extranjeros	03	Magreb	África	Mujeres	20
2003	31	Sierra de Albarracín	Extranjeros	06	Resto de América	América	Mujeres	51
2003	32	Gúdar-Javalambre	Españoles	01	UE-15	Europa	Mujeres	3540
2003	32	Gúdar-Javalambre	Extranjeros	01	UE-15	Europa	Mujeres	18
2003	32	Gúdar-Javalambre	Extranjeros	02	Resto de Europa	Europa	Mujeres	51
2003	32	Gúdar-Javalambre	Extranjeros	03	Magreb	África	Mujeres	28
2003	32	Gúdar-Javalambre	Extranjeros	04	Resto de África	África	Mujeres	1
2003	32	Gúdar-Javalambre	Extranjeros	06	Resto de América	América	Mujeres	108
2003	32	Gúdar-Javalambre	Extranjeros	07	Asia	Asia	Mujeres	7
2003	33	Matarraña / Matarranya	Españoles	01	UE-15	Europa	Mujeres	4032
2003	33	Matarraña / Matarranya	Extranjeros	01	UE-15	Europa	Mujeres	16
2003	33	Matarraña / Matarranya	Extranjeros	02	Resto de Europa	Europa	Mujeres	65
2003	33	Matarraña / Matarranya	Extranjeros	03	Magreb	África	Mujeres	26
2003	33	Matarraña / Matarranya	Extranjeros	04	Resto de África	África	Mujeres	1
2003	33	Matarraña / Matarranya	Extranjeros	06	Resto de América	América	Mujeres	39
2003	33	Matarraña / Matarranya	Extranjeros	07	Asia	Asia	Mujeres	3
2004	01	La Jacetania	Españoles	01	UE-15	Europa	Mujeres	8145
2004	01	La Jacetania	Extranjeros	01	UE-15	Europa	Mujeres	51
2004	01	La Jacetania	Extranjeros	02	Resto de Europa	Europa	Mujeres	46
2004	01	La Jacetania	Extranjeros	03	Magreb	África	Mujeres	17
2004	01	La Jacetania	Extranjeros	04	Resto de África	África	Mujeres	3
2004	01	La Jacetania	Extranjeros	05	América del Norte	América	Mujeres	4
2004	01	La Jacetania	Extranjeros	06	Resto de América	América	Mujeres	373
2004	01	La Jacetania	Extranjeros	07	Asia	Asia	Mujeres	6
2004	02	Alto Gállego	Españoles	01	UE-15	Europa	Mujeres	5988
2004	02	Alto Gállego	Extranjeros	01	UE-15	Europa	Mujeres	40
2004	02	Alto Gállego	Extranjeros	02	Resto de Europa	Europa	Mujeres	87
2004	02	Alto Gállego	Extranjeros	03	Magreb	África	Mujeres	10
2004	02	Alto Gállego	Extranjeros	04	Resto de África	África	Mujeres	1
2004	02	Alto Gállego	Extranjeros	06	Resto de América	América	Mujeres	139
2004	02	Alto Gállego	Extranjeros	07	Asia	Asia	Mujeres	1
2004	03	Sobrarbe	Españoles	01	UE-15	Europa	Mujeres	3126
2004	03	Sobrarbe	Extranjeros	01	UE-15	Europa	Mujeres	28
2004	03	Sobrarbe	Extranjeros	02	Resto de Europa	Europa	Mujeres	50
2004	03	Sobrarbe	Extranjeros	03	Magreb	África	Mujeres	2
2004	03	Sobrarbe	Extranjeros	04	Resto de África	África	Mujeres	1
2004	03	Sobrarbe	Extranjeros	05	América del Norte	América	Mujeres	1
2004	03	Sobrarbe	Extranjeros	06	Resto de América	América	Mujeres	50
2004	03	Sobrarbe	Extranjeros	07	Asia	Asia	Mujeres	1
2004	04	La Ribagorza	Españoles	01	UE-15	Europa	Mujeres	5583
2004	04	La Ribagorza	Extranjeros	01	UE-15	Europa	Mujeres	81
2004	04	La Ribagorza	Extranjeros	02	Resto de Europa	Europa	Mujeres	109
2004	04	La Ribagorza	Extranjeros	03	Magreb	África	Mujeres	9
2004	04	La Ribagorza	Extranjeros	04	Resto de África	África	Mujeres	3
2004	04	La Ribagorza	Extranjeros	05	América del Norte	América	Mujeres	2
2004	04	La Ribagorza	Extranjeros	06	Resto de América	América	Mujeres	194
2004	04	La Ribagorza	Extranjeros	08	Oceanía	Oceanía	Mujeres	2
2004	05	Cinco Villas	Españoles	01	UE-15	Europa	Mujeres	15178
2004	05	Cinco Villas	Extranjeros	01	UE-15	Europa	Mujeres	19
2004	05	Cinco Villas	Extranjeros	02	Resto de Europa	Europa	Mujeres	382
2004	05	Cinco Villas	Extranjeros	03	Magreb	África	Mujeres	80
2004	05	Cinco Villas	Extranjeros	04	Resto de África	África	Mujeres	10
2004	05	Cinco Villas	Extranjeros	05	América del Norte	América	Mujeres	3
2004	05	Cinco Villas	Extranjeros	06	Resto de América	América	Mujeres	263
2004	05	Cinco Villas	Extranjeros	07	Asia	Asia	Mujeres	4
2004	06	Hoya de Huesca / Plana de Uesca	Españoles	01	UE-15	Europa	Mujeres	30295
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	01	UE-15	Europa	Mujeres	107
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	02	Resto de Europa	Europa	Mujeres	263
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	03	Magreb	África	Mujeres	170
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	04	Resto de África	África	Mujeres	110
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	05	América del Norte	América	Mujeres	12
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	06	Resto de América	América	Mujeres	615
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	07	Asia	Asia	Mujeres	31
2004	06	Hoya de Huesca / Plana de Uesca	Extranjeros	08	Oceanía	Oceanía	Mujeres	1
2004	07	Somontano de Barbastro	Españoles	01	UE-15	Europa	Mujeres	11149
2004	07	Somontano de Barbastro	Extranjeros	01	UE-15	Europa	Mujeres	52
2004	07	Somontano de Barbastro	Extranjeros	02	Resto de Europa	Europa	Mujeres	99
2004	07	Somontano de Barbastro	Extranjeros	03	Magreb	África	Mujeres	110
2004	07	Somontano de Barbastro	Extranjeros	04	Resto de África	África	Mujeres	20
2004	07	Somontano de Barbastro	Extranjeros	05	América del Norte	América	Mujeres	1
2004	07	Somontano de Barbastro	Extranjeros	06	Resto de América	América	Mujeres	196
2004	07	Somontano de Barbastro	Extranjeros	07	Asia	Asia	Mujeres	13
2004	07	Somontano de Barbastro	Extranjeros	08	Oceanía	Oceanía	Mujeres	1
2004	08	Cinca Medio	Españoles	01	UE-15	Europa	Mujeres	10442
2004	08	Cinca Medio	Extranjeros	01	UE-15	Europa	Mujeres	36
2004	08	Cinca Medio	Extranjeros	02	Resto de Europa	Europa	Mujeres	169
2004	08	Cinca Medio	Extranjeros	03	Magreb	África	Mujeres	176
2004	08	Cinca Medio	Extranjeros	04	Resto de África	África	Mujeres	54
2004	08	Cinca Medio	Extranjeros	05	América del Norte	América	Mujeres	2
2004	08	Cinca Medio	Extranjeros	06	Resto de América	América	Mujeres	91
2004	08	Cinca Medio	Extranjeros	07	Asia	Asia	Mujeres	7
2004	08	Cinca Medio	Extranjeros	08	Oceanía	Oceanía	Mujeres	9
2004	09	La Litera / La Llitera	Españoles	01	UE-15	Europa	Mujeres	8780
2004	09	La Litera / La Llitera	Extranjeros	01	UE-15	Europa	Mujeres	20
2004	09	La Litera / La Llitera	Extranjeros	02	Resto de Europa	Europa	Mujeres	102
2004	09	La Litera / La Llitera	Extranjeros	03	Magreb	África	Mujeres	19
2004	09	La Litera / La Llitera	Extranjeros	04	Resto de África	África	Mujeres	80
2004	09	La Litera / La Llitera	Extranjeros	05	América del Norte	América	Mujeres	3
2004	09	La Litera / La Llitera	Extranjeros	06	Resto de América	América	Mujeres	136
2004	09	La Litera / La Llitera	Extranjeros	07	Asia	Asia	Mujeres	7
2004	10	Los Monegros	Españoles	01	UE-15	Europa	Mujeres	9818
2004	10	Los Monegros	Extranjeros	01	UE-15	Europa	Mujeres	29
2004	10	Los Monegros	Extranjeros	02	Resto de Europa	Europa	Mujeres	107
2004	10	Los Monegros	Extranjeros	03	Magreb	África	Mujeres	41
2004	10	Los Monegros	Extranjeros	04	Resto de África	África	Mujeres	6
2004	10	Los Monegros	Extranjeros	05	América del Norte	América	Mujeres	2
2004	10	Los Monegros	Extranjeros	06	Resto de América	América	Mujeres	99
2004	10	Los Monegros	Extranjeros	07	Asia	Asia	Mujeres	1
2004	11	Bajo Cinca / Baix Cinca	Españoles	01	UE-15	Europa	Mujeres	10567
2004	11	Bajo Cinca / Baix Cinca	Extranjeros	01	UE-15	Europa	Mujeres	15
2004	11	Bajo Cinca / Baix Cinca	Extranjeros	02	Resto de Europa	Europa	Mujeres	324
2004	11	Bajo Cinca / Baix Cinca	Extranjeros	03	Magreb	África	Mujeres	102
2004	11	Bajo Cinca / Baix Cinca	Extranjeros	04	Resto de África	África	Mujeres	26
2004	11	Bajo Cinca / Baix Cinca	Extranjeros	05	América del Norte	América	Mujeres	3
2004	11	Bajo Cinca / Baix Cinca	Extranjeros	06	Resto de América	América	Mujeres	104
2004	11	Bajo Cinca / Baix Cinca	Extranjeros	07	Asia	Asia	Mujeres	4
2004	12	Tarazona y el Moncayo	Españoles	01	UE-15	Europa	Mujeres	6981
2004	12	Tarazona y el Moncayo	Extranjeros	01	UE-15	Europa	Mujeres	8
2004	12	Tarazona y el Moncayo	Extranjeros	02	Resto de Europa	Europa	Mujeres	34
2004	12	Tarazona y el Moncayo	Extranjeros	03	Magreb	África	Mujeres	26
2004	12	Tarazona y el Moncayo	Extranjeros	04	Resto de África	África	Mujeres	3
2004	12	Tarazona y el Moncayo	Extranjeros	06	Resto de América	América	Mujeres	184
2004	12	Tarazona y el Moncayo	Extranjeros	07	Asia	Asia	Mujeres	6
2004	13	Campo de Borja	Españoles	01	UE-15	Europa	Mujeres	6664
2004	13	Campo de Borja	Extranjeros	01	UE-15	Europa	Mujeres	19
2004	13	Campo de Borja	Extranjeros	02	Resto de Europa	Europa	Mujeres	178
2004	13	Campo de Borja	Extranjeros	03	Magreb	África	Mujeres	28
2004	13	Campo de Borja	Extranjeros	04	Resto de África	África	Mujeres	2
2004	13	Campo de Borja	Extranjeros	06	Resto de América	América	Mujeres	34
2004	14	Aranda	Españoles	01	UE-15	Europa	Mujeres	3767
2004	14	Aranda	Extranjeros	01	UE-15	Europa	Mujeres	1
2004	14	Aranda	Extranjeros	02	Resto de Europa	Europa	Mujeres	53
2004	14	Aranda	Extranjeros	03	Magreb	África	Mujeres	37
2004	14	Aranda	Extranjeros	06	Resto de América	América	Mujeres	58
2004	15	Ribera Alta del Ebro	Españoles	01	UE-15	Europa	Mujeres	11144
2004	15	Ribera Alta del Ebro	Extranjeros	01	UE-15	Europa	Mujeres	27
2004	15	Ribera Alta del Ebro	Extranjeros	02	Resto de Europa	Europa	Mujeres	175
2004	15	Ribera Alta del Ebro	Extranjeros	03	Magreb	África	Mujeres	58
2004	15	Ribera Alta del Ebro	Extranjeros	04	Resto de África	África	Mujeres	6
2004	15	Ribera Alta del Ebro	Extranjeros	05	América del Norte	América	Mujeres	1
2004	15	Ribera Alta del Ebro	Extranjeros	06	Resto de América	América	Mujeres	112
2004	15	Ribera Alta del Ebro	Extranjeros	07	Asia	Asia	Mujeres	3
2004	16	Valdejalón	Españoles	01	UE-15	Europa	Mujeres	10934
2004	16	Valdejalón	Extranjeros	01	UE-15	Europa	Mujeres	52
2004	16	Valdejalón	Extranjeros	02	Resto de Europa	Europa	Mujeres	596
2004	16	Valdejalón	Extranjeros	03	Magreb	África	Mujeres	163
2004	16	Valdejalón	Extranjeros	04	Resto de África	África	Mujeres	15
2004	16	Valdejalón	Extranjeros	05	América del Norte	América	Mujeres	2
2004	16	Valdejalón	Extranjeros	06	Resto de América	América	Mujeres	150
2004	16	Valdejalón	Extranjeros	07	Asia	Asia	Mujeres	2
2004	17	Central	Españoles	01	UE-15	Europa	Mujeres	331500
2004	17	Central	Extranjeros	01	UE-15	Europa	Mujeres	1270
2004	17	Central	Extranjeros	02	Resto de Europa	Europa	Mujeres	4600
2004	17	Central	Extranjeros	03	Magreb	África	Mujeres	1658
2004	17	Central	Extranjeros	04	Resto de África	África	Mujeres	1906
2004	17	Central	Extranjeros	05	América del Norte	América	Mujeres	164
2004	17	Central	Extranjeros	06	Resto de América	América	Mujeres	10865
2004	17	Central	Extranjeros	07	Asia	Asia	Mujeres	730
2004	17	Central	Extranjeros	08	Oceanía	Oceanía	Mujeres	6
2004	17	Central	Extranjeros	09	Apátridas y no consta	Apátridas y no consta	Mujeres	11
2004	18	Ribera Baja del Ebro	Españoles	01	UE-15	Europa	Mujeres	4496
2004	18	Ribera Baja del Ebro	Extranjeros	01	UE-15	Europa	Mujeres	5
2004	18	Ribera Baja del Ebro	Extranjeros	02	Resto de Europa	Europa	Mujeres	26
2004	18	Ribera Baja del Ebro	Extranjeros	03	Magreb	África	Mujeres	23
2004	18	Ribera Baja del Ebro	Extranjeros	04	Resto de África	África	Mujeres	4
2004	18	Ribera Baja del Ebro	Extranjeros	06	Resto de América	América	Mujeres	49
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Españoles	01	UE-15	Europa	Mujeres	6141
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	01	UE-15	Europa	Mujeres	25
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	02	Resto de Europa	Europa	Mujeres	97
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	03	Magreb	África	Mujeres	71
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	04	Resto de África	África	Mujeres	6
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	06	Resto de América	América	Mujeres	39
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Extranjeros	07	Asia	Asia	Mujeres	4
2004	20	Comunidad de Calatayud	Españoles	01	UE-15	Europa	Mujeres	18652
2004	20	Comunidad de Calatayud	Extranjeros	01	UE-15	Europa	Mujeres	33
2004	20	Comunidad de Calatayud	Extranjeros	02	Resto de Europa	Europa	Mujeres	987
2004	20	Comunidad de Calatayud	Extranjeros	03	Magreb	África	Mujeres	83
2004	20	Comunidad de Calatayud	Extranjeros	04	Resto de África	África	Mujeres	2
2004	20	Comunidad de Calatayud	Extranjeros	05	América del Norte	América	Mujeres	5
2004	20	Comunidad de Calatayud	Extranjeros	06	Resto de América	América	Mujeres	239
2004	20	Comunidad de Calatayud	Extranjeros	07	Asia	Asia	Mujeres	15
2004	20	Comunidad de Calatayud	Extranjeros	08	Oceanía	Oceanía	Mujeres	1
2004	21	Campo de Cariñena	Españoles	01	UE-15	Europa	Mujeres	4507
2004	21	Campo de Cariñena	Extranjeros	01	UE-15	Europa	Mujeres	11
2004	21	Campo de Cariñena	Extranjeros	02	Resto de Europa	Europa	Mujeres	325
2004	21	Campo de Cariñena	Extranjeros	03	Magreb	África	Mujeres	30
2004	21	Campo de Cariñena	Extranjeros	04	Resto de África	África	Mujeres	15
2004	21	Campo de Cariñena	Extranjeros	06	Resto de América	América	Mujeres	39
2004	22	Campo de Belchite	Españoles	01	UE-15	Europa	Mujeres	2485
2004	22	Campo de Belchite	Extranjeros	01	UE-15	Europa	Mujeres	5
2004	22	Campo de Belchite	Extranjeros	02	Resto de Europa	Europa	Mujeres	19
2004	22	Campo de Belchite	Extranjeros	03	Magreb	África	Mujeres	6
2004	22	Campo de Belchite	Extranjeros	06	Resto de América	América	Mujeres	13
2004	23	Bajo Martín	Españoles	01	UE-15	Europa	Mujeres	3517
2004	23	Bajo Martín	Extranjeros	01	UE-15	Europa	Mujeres	8
2004	23	Bajo Martín	Extranjeros	02	Resto de Europa	Europa	Mujeres	41
2004	23	Bajo Martín	Extranjeros	03	Magreb	África	Mujeres	15
2004	23	Bajo Martín	Extranjeros	06	Resto de América	América	Mujeres	37
2004	24	Campo de Daroca	Españoles	01	UE-15	Europa	Mujeres	2983
2004	24	Campo de Daroca	Extranjeros	01	UE-15	Europa	Mujeres	4
2004	24	Campo de Daroca	Extranjeros	02	Resto de Europa	Europa	Mujeres	31
2004	24	Campo de Daroca	Extranjeros	03	Magreb	África	Mujeres	2
2004	24	Campo de Daroca	Extranjeros	04	Resto de África	África	Mujeres	1
2004	24	Campo de Daroca	Extranjeros	06	Resto de América	América	Mujeres	19
2004	24	Campo de Daroca	Extranjeros	07	Asia	Asia	Mujeres	1
2004	25	Jiloca	Españoles	01	UE-15	Europa	Mujeres	6402
2004	25	Jiloca	Extranjeros	01	UE-15	Europa	Mujeres	15
2004	25	Jiloca	Extranjeros	02	Resto de Europa	Europa	Mujeres	132
2004	25	Jiloca	Extranjeros	03	Magreb	África	Mujeres	38
2004	25	Jiloca	Extranjeros	04	Resto de África	África	Mujeres	5
2004	25	Jiloca	Extranjeros	06	Resto de América	América	Mujeres	122
2004	25	Jiloca	Extranjeros	07	Asia	Asia	Mujeres	1
2004	26	Cuencas Mineras	Españoles	01	UE-15	Europa	Mujeres	4307
2004	26	Cuencas Mineras	Extranjeros	01	UE-15	Europa	Mujeres	2
2004	26	Cuencas Mineras	Extranjeros	02	Resto de Europa	Europa	Mujeres	31
2004	26	Cuencas Mineras	Extranjeros	03	Magreb	África	Mujeres	58
2004	26	Cuencas Mineras	Extranjeros	06	Resto de América	América	Mujeres	19
2004	26	Cuencas Mineras	Extranjeros	07	Asia	Asia	Mujeres	12
2004	27	Andorra-Sierra de Arcos	Españoles	01	UE-15	Europa	Mujeres	5242
2004	27	Andorra-Sierra de Arcos	Extranjeros	01	UE-15	Europa	Mujeres	4
2004	27	Andorra-Sierra de Arcos	Extranjeros	02	Resto de Europa	Europa	Mujeres	73
2004	27	Andorra-Sierra de Arcos	Extranjeros	03	Magreb	África	Mujeres	24
2004	27	Andorra-Sierra de Arcos	Extranjeros	04	Resto de África	África	Mujeres	1
2004	27	Andorra-Sierra de Arcos	Extranjeros	06	Resto de América	América	Mujeres	52
2004	28	Bajo Aragón	Españoles	01	UE-15	Europa	Mujeres	12935
2004	28	Bajo Aragón	Extranjeros	01	UE-15	Europa	Mujeres	43
2004	28	Bajo Aragón	Extranjeros	02	Resto de Europa	Europa	Mujeres	409
2004	28	Bajo Aragón	Extranjeros	03	Magreb	África	Mujeres	168
2004	28	Bajo Aragón	Extranjeros	04	Resto de África	África	Mujeres	57
2004	28	Bajo Aragón	Extranjeros	05	América del Norte	América	Mujeres	4
2004	28	Bajo Aragón	Extranjeros	06	Resto de América	América	Mujeres	198
2004	28	Bajo Aragón	Extranjeros	07	Asia	Asia	Mujeres	7
2004	28	Bajo Aragón	Extranjeros	08	Oceanía	Oceanía	Mujeres	1
2004	29	Comunidad de Teruel	Españoles	01	UE-15	Europa	Mujeres	21518
2004	29	Comunidad de Teruel	Extranjeros	01	UE-15	Europa	Mujeres	45
2004	29	Comunidad de Teruel	Extranjeros	02	Resto de Europa	Europa	Mujeres	266
2004	29	Comunidad de Teruel	Extranjeros	03	Magreb	África	Mujeres	73
2004	29	Comunidad de Teruel	Extranjeros	04	Resto de África	África	Mujeres	1
2004	29	Comunidad de Teruel	Extranjeros	06	Resto de América	América	Mujeres	389
2004	29	Comunidad de Teruel	Extranjeros	07	Asia	Asia	Mujeres	20
2004	30	Maestrazgo	Españoles	01	UE-15	Europa	Mujeres	1636
2004	30	Maestrazgo	Extranjeros	01	UE-15	Europa	Mujeres	9
2004	30	Maestrazgo	Extranjeros	02	Resto de Europa	Europa	Mujeres	38
2004	30	Maestrazgo	Extranjeros	03	Magreb	África	Mujeres	13
2004	30	Maestrazgo	Extranjeros	06	Resto de América	América	Mujeres	16
2004	30	Maestrazgo	Extranjeros	07	Asia	Asia	Mujeres	13
2004	31	Sierra de Albarracín	Españoles	01	UE-15	Europa	Mujeres	2236
2004	31	Sierra de Albarracín	Extranjeros	01	UE-15	Europa	Mujeres	5
2004	31	Sierra de Albarracín	Extranjeros	02	Resto de Europa	Europa	Mujeres	12
2004	31	Sierra de Albarracín	Extranjeros	03	Magreb	África	Mujeres	20
2004	31	Sierra de Albarracín	Extranjeros	06	Resto de América	América	Mujeres	50
2004	32	Gúdar-Javalambre	Españoles	01	UE-15	Europa	Mujeres	3536
2004	32	Gúdar-Javalambre	Extranjeros	01	UE-15	Europa	Mujeres	20
2004	32	Gúdar-Javalambre	Extranjeros	02	Resto de Europa	Europa	Mujeres	80
2004	32	Gúdar-Javalambre	Extranjeros	03	Magreb	África	Mujeres	43
2004	32	Gúdar-Javalambre	Extranjeros	06	Resto de América	América	Mujeres	91
2004	32	Gúdar-Javalambre	Extranjeros	07	Asia	Asia	Mujeres	9
2004	33	Matarraña / Matarranya	Españoles	01	UE-15	Europa	Mujeres	3965
2004	33	Matarraña / Matarranya	Extranjeros	01	UE-15	Europa	Mujeres	18
2004	33	Matarraña / Matarranya	Extranjeros	02	Resto de Europa	Europa	Mujeres	88
2004	33	Matarraña / Matarranya	Extranjeros	03	Magreb	África	Mujeres	28
2004	33	Matarraña / Matarranya	Extranjeros	04	Resto de África	África	Mujeres	1
2004	33	Matarraña / Matarranya	Extranjeros	06	Resto de América	América	Mujeres	37
2004	33	Matarraña / Matarranya	Extranjeros	07	Asia	Asia	Mujeres	4
2005	01	La Jacetania	Españoles	01	UE-25	Europa	Mujeres	8133
2005	01	La Jacetania	Extranjeros	01	UE-25	Europa	Mujeres	71
2005	01	La Jacetania	Extranjeros	02	Resto de Europa	Europa	Mujeres	60
2005	01	La Jacetania	Extranjeros	03	Magreb	África	Mujeres	22
2005	01	La Jacetania	Extranjeros	04	Resto de África	África	Mujeres	2
2005	01	La Jacetania	Extranjeros	05	América del Norte	América	Mujeres	6
2005	01	La Jacetania	Extranjeros	06	Resto de América	América	Mujeres	447
2005	01	La Jacetania	Extranjeros	07	Asia	Asia	Mujeres	7
2005	02	Alto Gállego	Españoles	01	UE-25	Europa	Mujeres	6008
2005	02	Alto Gállego	Extranjeros	01	UE-25	Europa	Mujeres	57
2005	02	Alto Gállego	Extranjeros	02	Resto de Europa	Europa	Mujeres	153
2005	02	Alto Gállego	Extranjeros	03	Magreb	África	Mujeres	16
2005	02	Alto Gállego	Extranjeros	04	Resto de África	África	Mujeres	1
2005	02	Alto Gállego	Extranjeros	05	América del Norte	América	Mujeres	1
2005	02	Alto Gállego	Extranjeros	06	Resto de América	América	Mujeres	161
2005	02	Alto Gállego	Extranjeros	07	Asia	Asia	Mujeres	2
2005	03	Sobrarbe	Españoles	01	UE-25	Europa	Mujeres	3158
2005	03	Sobrarbe	Extranjeros	01	UE-25	Europa	Mujeres	44
2005	03	Sobrarbe	Extranjeros	02	Resto de Europa	Europa	Mujeres	87
2005	03	Sobrarbe	Extranjeros	03	Magreb	África	Mujeres	8
2005	03	Sobrarbe	Extranjeros	05	América del Norte	América	Mujeres	1
2005	03	Sobrarbe	Extranjeros	06	Resto de América	América	Mujeres	58
2005	03	Sobrarbe	Extranjeros	07	Asia	Asia	Mujeres	1
2005	04	La Ribagorza	Españoles	01	UE-25	Europa	Mujeres	5549
2005	04	La Ribagorza	Extranjeros	01	UE-25	Europa	Mujeres	93
2005	04	La Ribagorza	Extranjeros	02	Resto de Europa	Europa	Mujeres	164
2005	04	La Ribagorza	Extranjeros	03	Magreb	África	Mujeres	9
2005	04	La Ribagorza	Extranjeros	04	Resto de África	África	Mujeres	4
2005	04	La Ribagorza	Extranjeros	05	América del Norte	América	Mujeres	2
2005	04	La Ribagorza	Extranjeros	06	Resto de América	América	Mujeres	203
2005	04	La Ribagorza	Extranjeros	08	Oceanía	Oceanía	Mujeres	6
2005	05	Cinco Villas	Españoles	01	UE-25	Europa	Mujeres	15102
