Comarca código	Comarca nombre	Situación preferente	Edad	Sexo	Personas residentes viviendas familiares
06	Hoya de Huesca / Plana de Uesca	Realizando tareas de voluntariado	65 y más	Mujeres	7
06	Hoya de Huesca / Plana de Uesca	Dependientes	16-25	Hombres	4
06	Hoya de Huesca / Plana de Uesca	Dependientes	26-45	Hombres	4
06	Hoya de Huesca / Plana de Uesca	Dependientes	26-45	Mujeres	8
06	Hoya de Huesca / Plana de Uesca	Dependientes	46-64	Hombres	2
06	Hoya de Huesca / Plana de Uesca	Dependientes	46-64	Mujeres	12
06	Hoya de Huesca / Plana de Uesca	Dependientes	65 y más	Hombres	13
06	Hoya de Huesca / Plana de Uesca	Dependientes	65 y más	Mujeres	83
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	16-25	Hombres	10
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	16-25	Mujeres	121
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	26-45	Hombres	18
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	26-45	Mujeres	1536
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	46-64	Hombres	18
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	46-64	Mujeres	2821
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	65 y más	Hombres	51
06	Hoya de Huesca / Plana de Uesca	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	2268
06	Hoya de Huesca / Plana de Uesca	Otra situación	16-25	Hombres	12
06	Hoya de Huesca / Plana de Uesca	Otra situación	16-25	Mujeres	8
06	Hoya de Huesca / Plana de Uesca	Otra situación	26-45	Hombres	21
06	Hoya de Huesca / Plana de Uesca	Otra situación	26-45	Mujeres	21
06	Hoya de Huesca / Plana de Uesca	Otra situación	46-64	Hombres	28
06	Hoya de Huesca / Plana de Uesca	Otra situación	46-64	Mujeres	17
06	Hoya de Huesca / Plana de Uesca	Otra situación	65 y más	Hombres	10
06	Hoya de Huesca / Plana de Uesca	Otra situación	65 y más	Mujeres	45
07	Somontano de Barbastro	Estudiantes	16-25	Hombres	532
07	Somontano de Barbastro	Estudiantes	16-25	Mujeres	666
07	Somontano de Barbastro	Estudiantes	26-45	Hombres	25
07	Somontano de Barbastro	Estudiantes	26-45	Mujeres	50
07	Somontano de Barbastro	Estudiantes	46-64	Hombres	4
07	Somontano de Barbastro	Estudiantes	46-64	Mujeres	8
07	Somontano de Barbastro	Estudiantes	65 y más	Hombres	1
07	Somontano de Barbastro	Estudiantes	65 y más	Mujeres	3
07	Somontano de Barbastro	Ocupados	16-25	Hombres	751
07	Somontano de Barbastro	Ocupados	16-25	Mujeres	445
07	Somontano de Barbastro	Ocupados	26-45	Hombres	2964
07	Somontano de Barbastro	Ocupados	26-45	Mujeres	2070
07	Somontano de Barbastro	Ocupados	46-64	Hombres	1882
07	Somontano de Barbastro	Ocupados	46-64	Mujeres	684
07	Somontano de Barbastro	Ocupados	65 y más	Hombres	82
07	Somontano de Barbastro	Ocupados	65 y más	Mujeres	52
07	Somontano de Barbastro	Parados buscando el primer empleo	16-25	Hombres	38
07	Somontano de Barbastro	Parados buscando el primer empleo	16-25	Mujeres	49
07	Somontano de Barbastro	Parados buscando el primer empleo	26-45	Hombres	21
07	Somontano de Barbastro	Parados buscando el primer empleo	26-45	Mujeres	33
07	Somontano de Barbastro	Parados buscando el primer empleo	46-64	Hombres	1
07	Somontano de Barbastro	Parados buscando el primer empleo	46-64	Mujeres	6
07	Somontano de Barbastro	Parados que han trabajado antes	16-25	Hombres	94
07	Somontano de Barbastro	Parados que han trabajado antes	16-25	Mujeres	91
07	Somontano de Barbastro	Parados que han trabajado antes	26-45	Hombres	152
07	Somontano de Barbastro	Parados que han trabajado antes	26-45	Mujeres	236
07	Somontano de Barbastro	Parados que han trabajado antes	46-64	Hombres	82
07	Somontano de Barbastro	Parados que han trabajado antes	46-64	Mujeres	71
07	Somontano de Barbastro	Parados que han trabajado antes	65 y más	Hombres	1
07	Somontano de Barbastro	Parados que han trabajado antes	65 y más	Mujeres	4
07	Somontano de Barbastro	Pensionistas de invalidez	16-25	Hombres	10
07	Somontano de Barbastro	Pensionistas de invalidez	16-25	Mujeres	4
07	Somontano de Barbastro	Pensionistas de invalidez	26-45	Hombres	53
07	Somontano de Barbastro	Pensionistas de invalidez	26-45	Mujeres	28
07	Somontano de Barbastro	Pensionistas de invalidez	46-64	Hombres	131
07	Somontano de Barbastro	Pensionistas de invalidez	46-64	Mujeres	54
07	Somontano de Barbastro	Pensionistas de invalidez	65 y más	Hombres	77
07	Somontano de Barbastro	Pensionistas de invalidez	65 y más	Mujeres	64
07	Somontano de Barbastro	Pensionistas de viudedad u orfandad	26-45	Hombres	2
07	Somontano de Barbastro	Pensionistas de viudedad u orfandad	26-45	Mujeres	5
07	Somontano de Barbastro	Pensionistas de viudedad u orfandad	46-64	Hombres	4
07	Somontano de Barbastro	Pensionistas de viudedad u orfandad	46-64	Mujeres	127
07	Somontano de Barbastro	Pensionistas de viudedad u orfandad	65 y más	Hombres	18
07	Somontano de Barbastro	Pensionistas de viudedad u orfandad	65 y más	Mujeres	1160
07	Somontano de Barbastro	Pensionistas de jubilación	46-64	Hombres	265
07	Somontano de Barbastro	Pensionistas de jubilación	46-64	Mujeres	68
07	Somontano de Barbastro	Pensionistas de jubilación	65 y más	Hombres	2350
07	Somontano de Barbastro	Pensionistas de jubilación	65 y más	Mujeres	651
07	Somontano de Barbastro	Realizando tareas de voluntariado	16-25	Hombres	1
07	Somontano de Barbastro	Realizando tareas de voluntariado	16-25	Mujeres	1
07	Somontano de Barbastro	Realizando tareas de voluntariado	26-45	Mujeres	2
07	Somontano de Barbastro	Realizando tareas de voluntariado	46-64	Mujeres	2
07	Somontano de Barbastro	Dependientes	26-45	Hombres	3
07	Somontano de Barbastro	Dependientes	26-45	Mujeres	5
07	Somontano de Barbastro	Dependientes	46-64	Hombres	1
07	Somontano de Barbastro	Dependientes	46-64	Mujeres	5
07	Somontano de Barbastro	Dependientes	65 y más	Hombres	7
07	Somontano de Barbastro	Dependientes	65 y más	Mujeres	28
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	16-25	Hombres	5
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	16-25	Mujeres	67
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	26-45	Hombres	7
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	26-45	Mujeres	696
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	46-64	Hombres	11
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	46-64	Mujeres	1211
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	65 y más	Hombres	20
07	Somontano de Barbastro	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	1023
07	Somontano de Barbastro	Otra situación	16-25	Hombres	6
07	Somontano de Barbastro	Otra situación	16-25	Mujeres	5
07	Somontano de Barbastro	Otra situación	26-45	Hombres	9
07	Somontano de Barbastro	Otra situación	26-45	Mujeres	17
07	Somontano de Barbastro	Otra situación	46-64	Hombres	8
07	Somontano de Barbastro	Otra situación	46-64	Mujeres	5
07	Somontano de Barbastro	Otra situación	65 y más	Hombres	4
07	Somontano de Barbastro	Otra situación	65 y más	Mujeres	32
08	Cinca Medio	Estudiantes	16-25	Hombres	490
08	Cinca Medio	Estudiantes	16-25	Mujeres	633
08	Cinca Medio	Estudiantes	26-45	Hombres	15
08	Cinca Medio	Estudiantes	26-45	Mujeres	53
08	Cinca Medio	Estudiantes	46-64	Hombres	2
08	Cinca Medio	Estudiantes	46-64	Mujeres	11
08	Cinca Medio	Estudiantes	65 y más	Hombres	1
08	Cinca Medio	Estudiantes	65 y más	Mujeres	8
08	Cinca Medio	Ocupados	16-25	Hombres	838
08	Cinca Medio	Ocupados	16-25	Mujeres	424
08	Cinca Medio	Ocupados	26-45	Hombres	3264
08	Cinca Medio	Ocupados	26-45	Mujeres	1897
08	Cinca Medio	Ocupados	46-64	Hombres	1768
08	Cinca Medio	Ocupados	46-64	Mujeres	590
08	Cinca Medio	Ocupados	65 y más	Hombres	50
08	Cinca Medio	Ocupados	65 y más	Mujeres	39
08	Cinca Medio	Parados buscando el primer empleo	16-25	Hombres	38
08	Cinca Medio	Parados buscando el primer empleo	16-25	Mujeres	47
08	Cinca Medio	Parados buscando el primer empleo	26-45	Hombres	22
08	Cinca Medio	Parados buscando el primer empleo	26-45	Mujeres	30
08	Cinca Medio	Parados buscando el primer empleo	46-64	Hombres	3
08	Cinca Medio	Parados buscando el primer empleo	46-64	Mujeres	2
08	Cinca Medio	Parados que han trabajado antes	16-25	Hombres	80
08	Cinca Medio	Parados que han trabajado antes	16-25	Mujeres	74
08	Cinca Medio	Parados que han trabajado antes	26-45	Hombres	169
08	Cinca Medio	Parados que han trabajado antes	26-45	Mujeres	248
08	Cinca Medio	Parados que han trabajado antes	46-64	Hombres	84
08	Cinca Medio	Parados que han trabajado antes	46-64	Mujeres	48
08	Cinca Medio	Pensionistas de invalidez	16-25	Hombres	6
08	Cinca Medio	Pensionistas de invalidez	16-25	Mujeres	5
08	Cinca Medio	Pensionistas de invalidez	26-45	Hombres	69
08	Cinca Medio	Pensionistas de invalidez	26-45	Mujeres	33
08	Cinca Medio	Pensionistas de invalidez	46-64	Hombres	126
08	Cinca Medio	Pensionistas de invalidez	46-64	Mujeres	47
08	Cinca Medio	Pensionistas de invalidez	65 y más	Hombres	82
08	Cinca Medio	Pensionistas de invalidez	65 y más	Mujeres	40
08	Cinca Medio	Pensionistas de viudedad u orfandad	16-25	Hombres	2
08	Cinca Medio	Pensionistas de viudedad u orfandad	26-45	Hombres	2
08	Cinca Medio	Pensionistas de viudedad u orfandad	26-45	Mujeres	11
08	Cinca Medio	Pensionistas de viudedad u orfandad	46-64	Hombres	4
08	Cinca Medio	Pensionistas de viudedad u orfandad	46-64	Mujeres	108
08	Cinca Medio	Pensionistas de viudedad u orfandad	65 y más	Hombres	18
08	Cinca Medio	Pensionistas de viudedad u orfandad	65 y más	Mujeres	937
08	Cinca Medio	Pensionistas de jubilación	46-64	Hombres	255
08	Cinca Medio	Pensionistas de jubilación	46-64	Mujeres	52
08	Cinca Medio	Pensionistas de jubilación	65 y más	Hombres	2129
08	Cinca Medio	Pensionistas de jubilación	65 y más	Mujeres	508
08	Cinca Medio	Realizando tareas de voluntariado	26-45	Mujeres	3
08	Cinca Medio	Realizando tareas de voluntariado	46-64	Mujeres	6
08	Cinca Medio	Realizando tareas de voluntariado	65 y más	Mujeres	3
08	Cinca Medio	Dependientes	16-25	Mujeres	1
08	Cinca Medio	Dependientes	26-45	Hombres	3
08	Cinca Medio	Dependientes	26-45	Mujeres	5
08	Cinca Medio	Dependientes	46-64	Hombres	1
08	Cinca Medio	Dependientes	46-64	Mujeres	7
08	Cinca Medio	Dependientes	65 y más	Hombres	5
08	Cinca Medio	Dependientes	65 y más	Mujeres	50
08	Cinca Medio	Realizando o compartiendo las labores del hogar	16-25	Hombres	1
08	Cinca Medio	Realizando o compartiendo las labores del hogar	16-25	Mujeres	76
08	Cinca Medio	Realizando o compartiendo las labores del hogar	26-45	Hombres	8
08	Cinca Medio	Realizando o compartiendo las labores del hogar	26-45	Mujeres	803
08	Cinca Medio	Realizando o compartiendo las labores del hogar	46-64	Hombres	10
08	Cinca Medio	Realizando o compartiendo las labores del hogar	46-64	Mujeres	1349
08	Cinca Medio	Realizando o compartiendo las labores del hogar	65 y más	Hombres	17
08	Cinca Medio	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	1009
08	Cinca Medio	Otra situación	16-25	Hombres	13
08	Cinca Medio	Otra situación	16-25	Mujeres	6
08	Cinca Medio	Otra situación	26-45	Hombres	29
08	Cinca Medio	Otra situación	26-45	Mujeres	14
08	Cinca Medio	Otra situación	46-64	Hombres	16
08	Cinca Medio	Otra situación	46-64	Mujeres	6
08	Cinca Medio	Otra situación	65 y más	Hombres	6
08	Cinca Medio	Otra situación	65 y más	Mujeres	35
09	La Litera / La Llitera	Estudiantes	16-25	Hombres	381
09	La Litera / La Llitera	Estudiantes	16-25	Mujeres	519
09	La Litera / La Llitera	Estudiantes	26-45	Hombres	26
09	La Litera / La Llitera	Estudiantes	26-45	Mujeres	37
09	La Litera / La Llitera	Estudiantes	46-64	Hombres	1
09	La Litera / La Llitera	Estudiantes	46-64	Mujeres	4
09	La Litera / La Llitera	Estudiantes	65 y más	Hombres	1
09	La Litera / La Llitera	Ocupados	16-25	Hombres	668
09	La Litera / La Llitera	Ocupados	16-25	Mujeres	401
09	La Litera / La Llitera	Ocupados	26-45	Hombres	2616
09	La Litera / La Llitera	Ocupados	26-45	Mujeres	1447
09	La Litera / La Llitera	Ocupados	46-64	Hombres	1652
09	La Litera / La Llitera	Ocupados	46-64	Mujeres	595
09	La Litera / La Llitera	Ocupados	65 y más	Hombres	54
09	La Litera / La Llitera	Ocupados	65 y más	Mujeres	30
09	La Litera / La Llitera	Parados buscando el primer empleo	16-25	Hombres	33
09	La Litera / La Llitera	Parados buscando el primer empleo	16-25	Mujeres	39
09	La Litera / La Llitera	Parados buscando el primer empleo	26-45	Hombres	13
09	La Litera / La Llitera	Parados buscando el primer empleo	26-45	Mujeres	16
09	La Litera / La Llitera	Parados buscando el primer empleo	46-64	Hombres	1
09	La Litera / La Llitera	Parados buscando el primer empleo	46-64	Mujeres	4
09	La Litera / La Llitera	Parados que han trabajado antes	16-25	Hombres	41
09	La Litera / La Llitera	Parados que han trabajado antes	16-25	Mujeres	48
09	La Litera / La Llitera	Parados que han trabajado antes	26-45	Hombres	68
09	La Litera / La Llitera	Parados que han trabajado antes	26-45	Mujeres	113
09	La Litera / La Llitera	Parados que han trabajado antes	46-64	Hombres	50
09	La Litera / La Llitera	Parados que han trabajado antes	46-64	Mujeres	34
09	La Litera / La Llitera	Parados que han trabajado antes	65 y más	Hombres	1
09	La Litera / La Llitera	Parados que han trabajado antes	65 y más	Mujeres	2
09	La Litera / La Llitera	Pensionistas de invalidez	16-25	Hombres	5
09	La Litera / La Llitera	Pensionistas de invalidez	16-25	Mujeres	1
09	La Litera / La Llitera	Pensionistas de invalidez	26-45	Hombres	51
09	La Litera / La Llitera	Pensionistas de invalidez	26-45	Mujeres	22
09	La Litera / La Llitera	Pensionistas de invalidez	46-64	Hombres	114
09	La Litera / La Llitera	Pensionistas de invalidez	46-64	Mujeres	53
09	La Litera / La Llitera	Pensionistas de invalidez	65 y más	Hombres	50
09	La Litera / La Llitera	Pensionistas de invalidez	65 y más	Mujeres	45
09	La Litera / La Llitera	Pensionistas de viudedad u orfandad	16-25	Mujeres	1
09	La Litera / La Llitera	Pensionistas de viudedad u orfandad	26-45	Hombres	1
09	La Litera / La Llitera	Pensionistas de viudedad u orfandad	26-45	Mujeres	11
09	La Litera / La Llitera	Pensionistas de viudedad u orfandad	46-64	Mujeres	124
09	La Litera / La Llitera	Pensionistas de viudedad u orfandad	65 y más	Hombres	23
09	La Litera / La Llitera	Pensionistas de viudedad u orfandad	65 y más	Mujeres	984
09	La Litera / La Llitera	Pensionistas de jubilación	46-64	Hombres	147
09	La Litera / La Llitera	Pensionistas de jubilación	46-64	Mujeres	39
09	La Litera / La Llitera	Pensionistas de jubilación	65 y más	Hombres	2082
09	La Litera / La Llitera	Pensionistas de jubilación	65 y más	Mujeres	733
09	La Litera / La Llitera	Realizando tareas de voluntariado	46-64	Hombres	1
09	La Litera / La Llitera	Realizando tareas de voluntariado	46-64	Mujeres	1
09	La Litera / La Llitera	Realizando tareas de voluntariado	65 y más	Mujeres	1
09	La Litera / La Llitera	Dependientes	16-25	Hombres	1
09	La Litera / La Llitera	Dependientes	26-45	Mujeres	2
09	La Litera / La Llitera	Dependientes	46-64	Mujeres	5
09	La Litera / La Llitera	Dependientes	65 y más	Hombres	3
09	La Litera / La Llitera	Dependientes	65 y más	Mujeres	21
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	16-25	Hombres	3
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	16-25	Mujeres	31
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	26-45	Hombres	1
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	26-45	Mujeres	694
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	46-64	Hombres	2
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	46-64	Mujeres	1071
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	65 y más	Hombres	12
09	La Litera / La Llitera	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	841
09	La Litera / La Llitera	Otra situación	16-25	Hombres	3
09	La Litera / La Llitera	Otra situación	16-25	Mujeres	1
09	La Litera / La Llitera	Otra situación	26-45	Hombres	8
09	La Litera / La Llitera	Otra situación	26-45	Mujeres	11
09	La Litera / La Llitera	Otra situación	46-64	Hombres	3
09	La Litera / La Llitera	Otra situación	46-64	Mujeres	3
09	La Litera / La Llitera	Otra situación	65 y más	Hombres	3
09	La Litera / La Llitera	Otra situación	65 y más	Mujeres	6
10	Los Monegros	Estudiantes	16-25	Hombres	446
10	Los Monegros	Estudiantes	16-25	Mujeres	595
10	Los Monegros	Estudiantes	26-45	Hombres	34
10	Los Monegros	Estudiantes	26-45	Mujeres	78
10	Los Monegros	Estudiantes	46-64	Mujeres	40
10	Los Monegros	Estudiantes	65 y más	Hombres	2
10	Los Monegros	Estudiantes	65 y más	Mujeres	13
10	Los Monegros	Ocupados	16-25	Hombres	721
10	Los Monegros	Ocupados	16-25	Mujeres	353
10	Los Monegros	Ocupados	26-45	Hombres	2862
10	Los Monegros	Ocupados	26-45	Mujeres	1377
10	Los Monegros	Ocupados	46-64	Hombres	1928
10	Los Monegros	Ocupados	46-64	Mujeres	494
10	Los Monegros	Ocupados	65 y más	Hombres	64
10	Los Monegros	Ocupados	65 y más	Mujeres	43
10	Los Monegros	Parados buscando el primer empleo	16-25	Hombres	43
10	Los Monegros	Parados buscando el primer empleo	16-25	Mujeres	51
10	Los Monegros	Parados buscando el primer empleo	26-45	Hombres	26
10	Los Monegros	Parados buscando el primer empleo	26-45	Mujeres	34
10	Los Monegros	Parados buscando el primer empleo	46-64	Hombres	2
10	Los Monegros	Parados buscando el primer empleo	46-64	Mujeres	6
10	Los Monegros	Parados que han trabajado antes	16-25	Hombres	56
10	Los Monegros	Parados que han trabajado antes	16-25	Mujeres	55
10	Los Monegros	Parados que han trabajado antes	26-45	Hombres	88
10	Los Monegros	Parados que han trabajado antes	26-45	Mujeres	149
10	Los Monegros	Parados que han trabajado antes	46-64	Hombres	53
10	Los Monegros	Parados que han trabajado antes	46-64	Mujeres	25
10	Los Monegros	Pensionistas de invalidez	16-25	Hombres	6
10	Los Monegros	Pensionistas de invalidez	26-45	Hombres	57
10	Los Monegros	Pensionistas de invalidez	26-45	Mujeres	21
10	Los Monegros	Pensionistas de invalidez	46-64	Hombres	167
10	Los Monegros	Pensionistas de invalidez	46-64	Mujeres	36
10	Los Monegros	Pensionistas de invalidez	65 y más	Hombres	64
10	Los Monegros	Pensionistas de invalidez	65 y más	Mujeres	44
10	Los Monegros	Pensionistas de viudedad u orfandad	26-45	Hombres	1
10	Los Monegros	Pensionistas de viudedad u orfandad	26-45	Mujeres	7
10	Los Monegros	Pensionistas de viudedad u orfandad	46-64	Hombres	5
10	Los Monegros	Pensionistas de viudedad u orfandad	46-64	Mujeres	109
10	Los Monegros	Pensionistas de viudedad u orfandad	65 y más	Hombres	19
10	Los Monegros	Pensionistas de viudedad u orfandad	65 y más	Mujeres	1100
10	Los Monegros	Pensionistas de jubilación	46-64	Hombres	229
10	Los Monegros	Pensionistas de jubilación	46-64	Mujeres	46
10	Los Monegros	Pensionistas de jubilación	65 y más	Hombres	2564
10	Los Monegros	Pensionistas de jubilación	65 y más	Mujeres	638
10	Los Monegros	Realizando tareas de voluntariado	16-25	Mujeres	1
10	Los Monegros	Realizando tareas de voluntariado	26-45	Mujeres	3
10	Los Monegros	Realizando tareas de voluntariado	46-64	Hombres	1
10	Los Monegros	Realizando tareas de voluntariado	46-64	Mujeres	6
10	Los Monegros	Realizando tareas de voluntariado	65 y más	Mujeres	1
10	Los Monegros	Dependientes	16-25	Mujeres	1
10	Los Monegros	Dependientes	26-45	Hombres	4
10	Los Monegros	Dependientes	26-45	Mujeres	2
10	Los Monegros	Dependientes	46-64	Hombres	5
10	Los Monegros	Dependientes	46-64	Mujeres	2
10	Los Monegros	Dependientes	65 y más	Hombres	4
10	Los Monegros	Dependientes	65 y más	Mujeres	35
10	Los Monegros	Realizando o compartiendo las labores del hogar	16-25	Mujeres	60
10	Los Monegros	Realizando o compartiendo las labores del hogar	26-45	Hombres	3
10	Los Monegros	Realizando o compartiendo las labores del hogar	26-45	Mujeres	909
10	Los Monegros	Realizando o compartiendo las labores del hogar	46-64	Hombres	4
10	Los Monegros	Realizando o compartiendo las labores del hogar	46-64	Mujeres	1361
10	Los Monegros	Realizando o compartiendo las labores del hogar	65 y más	Hombres	12
10	Los Monegros	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	1115
10	Los Monegros	Otra situación	16-25	Hombres	7
10	Los Monegros	Otra situación	16-25	Mujeres	3
10	Los Monegros	Otra situación	26-45	Hombres	14
10	Los Monegros	Otra situación	26-45	Mujeres	6
10	Los Monegros	Otra situación	46-64	Hombres	12
10	Los Monegros	Otra situación	46-64	Mujeres	23
10	Los Monegros	Otra situación	65 y más	Hombres	6
10	Los Monegros	Otra situación	65 y más	Mujeres	112
11	Bajo Cinca / Baix Cinca	Estudiantes	16-25	Hombres	428
11	Bajo Cinca / Baix Cinca	Estudiantes	16-25	Mujeres	615
11	Bajo Cinca / Baix Cinca	Estudiantes	26-45	Hombres	25
11	Bajo Cinca / Baix Cinca	Estudiantes	26-45	Mujeres	45
11	Bajo Cinca / Baix Cinca	Estudiantes	46-64	Hombres	2
11	Bajo Cinca / Baix Cinca	Estudiantes	46-64	Mujeres	3
11	Bajo Cinca / Baix Cinca	Estudiantes	65 y más	Hombres	1
11	Bajo Cinca / Baix Cinca	Estudiantes	65 y más	Mujeres	4
11	Bajo Cinca / Baix Cinca	Ocupados	16-25	Hombres	994
11	Bajo Cinca / Baix Cinca	Ocupados	16-25	Mujeres	586
11	Bajo Cinca / Baix Cinca	Ocupados	26-45	Hombres	3184
11	Bajo Cinca / Baix Cinca	Ocupados	26-45	Mujeres	1757
11	Bajo Cinca / Baix Cinca	Ocupados	46-64	Hombres	1814
11	Bajo Cinca / Baix Cinca	Ocupados	46-64	Mujeres	557
11	Bajo Cinca / Baix Cinca	Ocupados	65 y más	Hombres	56
11	Bajo Cinca / Baix Cinca	Ocupados	65 y más	Mujeres	28
11	Bajo Cinca / Baix Cinca	Parados buscando el primer empleo	16-25	Hombres	43
11	Bajo Cinca / Baix Cinca	Parados buscando el primer empleo	16-25	Mujeres	40
11	Bajo Cinca / Baix Cinca	Parados buscando el primer empleo	26-45	Hombres	26
11	Bajo Cinca / Baix Cinca	Parados buscando el primer empleo	26-45	Mujeres	24
11	Bajo Cinca / Baix Cinca	Parados buscando el primer empleo	46-64	Hombres	3
11	Bajo Cinca / Baix Cinca	Parados que han trabajado antes	16-25	Hombres	60
11	Bajo Cinca / Baix Cinca	Parados que han trabajado antes	16-25	Mujeres	47
11	Bajo Cinca / Baix Cinca	Parados que han trabajado antes	26-45	Hombres	137
11	Bajo Cinca / Baix Cinca	Parados que han trabajado antes	26-45	Mujeres	134
11	Bajo Cinca / Baix Cinca	Parados que han trabajado antes	46-64	Hombres	63
11	Bajo Cinca / Baix Cinca	Parados que han trabajado antes	46-64	Mujeres	35
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	16-25	Hombres	3
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	16-25	Mujeres	2
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	26-45	Hombres	54
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	26-45	Mujeres	22
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	46-64	Hombres	120
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	46-64	Mujeres	33
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	65 y más	Hombres	39
11	Bajo Cinca / Baix Cinca	Pensionistas de invalidez	65 y más	Mujeres	17
11	Bajo Cinca / Baix Cinca	Pensionistas de viudedad u orfandad	16-25	Hombres	1
11	Bajo Cinca / Baix Cinca	Pensionistas de viudedad u orfandad	26-45	Hombres	3
11	Bajo Cinca / Baix Cinca	Pensionistas de viudedad u orfandad	26-45	Mujeres	9
11	Bajo Cinca / Baix Cinca	Pensionistas de viudedad u orfandad	46-64	Hombres	4
11	Bajo Cinca / Baix Cinca	Pensionistas de viudedad u orfandad	46-64	Mujeres	124
11	Bajo Cinca / Baix Cinca	Pensionistas de viudedad u orfandad	65 y más	Hombres	16
11	Bajo Cinca / Baix Cinca	Pensionistas de viudedad u orfandad	65 y más	Mujeres	890
11	Bajo Cinca / Baix Cinca	Pensionistas de jubilación	46-64	Hombres	347
11	Bajo Cinca / Baix Cinca	Pensionistas de jubilación	46-64	Mujeres	61
11	Bajo Cinca / Baix Cinca	Pensionistas de jubilación	65 y más	Hombres	2172
11	Bajo Cinca / Baix Cinca	Pensionistas de jubilación	65 y más	Mujeres	667
11	Bajo Cinca / Baix Cinca	Realizando tareas de voluntariado	16-25	Hombres	1
11	Bajo Cinca / Baix Cinca	Realizando tareas de voluntariado	16-25	Mujeres	1
11	Bajo Cinca / Baix Cinca	Realizando tareas de voluntariado	26-45	Hombres	1
11	Bajo Cinca / Baix Cinca	Realizando tareas de voluntariado	26-45	Mujeres	2
11	Bajo Cinca / Baix Cinca	Realizando tareas de voluntariado	46-64	Mujeres	1
11	Bajo Cinca / Baix Cinca	Realizando tareas de voluntariado	65 y más	Mujeres	1
11	Bajo Cinca / Baix Cinca	Dependientes	16-25	Mujeres	1
11	Bajo Cinca / Baix Cinca	Dependientes	26-45	Hombres	4
11	Bajo Cinca / Baix Cinca	Dependientes	26-45	Mujeres	5
11	Bajo Cinca / Baix Cinca	Dependientes	46-64	Hombres	2
11	Bajo Cinca / Baix Cinca	Dependientes	46-64	Mujeres	4
11	Bajo Cinca / Baix Cinca	Dependientes	65 y más	Hombres	5
11	Bajo Cinca / Baix Cinca	Dependientes	65 y más	Mujeres	32
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	16-25	Hombres	3
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	16-25	Mujeres	73
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	26-45	Hombres	6
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	26-45	Mujeres	1021
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	46-64	Hombres	6
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	46-64	Mujeres	1426
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	65 y más	Hombres	19
11	Bajo Cinca / Baix Cinca	Realizando o compartiendo las labores del hogar	65 y más	Mujeres	1007
11	Bajo Cinca / Baix Cinca	Otra situación	16-25	Hombres	5
11	Bajo Cinca / Baix Cinca	Otra situación	16-25	Mujeres	5
11	Bajo Cinca / Baix Cinca	Otra situación	26-45	Hombres	9
11	Bajo Cinca / Baix Cinca	Otra situación	26-45	Mujeres	4
11	Bajo Cinca / Baix Cinca	Otra situación	46-64	Hombres	5
11	Bajo Cinca / Baix Cinca	Otra situación	46-64	Mujeres	6
