Año	Residencia CCAA nombre	Relación lugar de residencia y nacimiento	Nacimiento CCAA código	Nacimiento CCAA nombre	Edad (grandes grupos)	Sexo	Personas
2003	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	297730
2003	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	93109
2003	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	119798
2003	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	419
2003	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	330
2003	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	9892
2003	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	9328
2003	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	3165
2003	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	3971
2003	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	52
2003	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	65
2003	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	1026
2003	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	910
2003	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	225
2003	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	320
2003	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	71
2003	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	69
2003	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	321
2003	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	312
2003	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	35
2003	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	65
2003	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	74
2003	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	78
2003	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	399
2003	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	471
2003	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	35
2003	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	63
2003	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	49
2003	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	45
2003	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	637
2003	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	698
2003	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	226
2003	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	365
2003	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	298
2003	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	316
2003	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	12142
2003	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	12452
2003	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	5334
2003	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	7363
2003	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	144
2003	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	149
2003	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	5370
2003	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	5245
2003	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	2720
2003	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	3450
2003	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	1804
2003	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	1617
2003	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	13014
2003	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	13357
2003	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	1993
2003	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	2690
2003	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	365
2003	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	383
2003	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	3683
2003	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	3669
2003	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	964
2003	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	1252
2003	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	89
2003	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	71
2003	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	3264
2003	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	3019
2003	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	892
2003	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	1109
2003	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	117
2003	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	127
2003	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	1874
2003	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	1665
2003	Aragón	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	456
2003	Aragón	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	563
2003	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	505
2003	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	520
2003	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	5093
2003	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	4741
2003	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	860
2003	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	1337
2003	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	84
2003	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	58
2003	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	684
2003	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	654
2003	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	275
2003	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	300
2003	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	374
2003	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	356
2003	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	3575
2003	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	4129
2003	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	1024
2003	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	2163
2003	Aragón	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	190
2003	Aragón	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	179
2003	Aragón	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	3337
2003	Aragón	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	3337
2003	Aragón	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	501
2003	Aragón	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	917
2003	Aragón	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	92
2003	Aragón	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	87
2003	Aragón	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	1973
2003	Aragón	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	2467
2003	Aragón	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	845
2003	Aragón	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	1469
2003	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	16
2003	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Mujeres	17
2003	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	239
2003	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	250
2003	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	54
2003	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	75
2003	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	16
2003	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	13
2003	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	312
2003	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	330
2003	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	107
2003	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	142
2003	Aragón	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	4553
2003	Aragón	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	4559
2003	Aragón	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	34070
2003	Aragón	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	25585
2003	Aragón	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	930
2003	Aragón	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	1298
2004	Aragón	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	76208
2004	Aragón	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	72101
2004	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	312664
2004	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	299096
2004	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	92301
2004	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	119066
2004	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	409
2004	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	329
2004	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	9889
2004	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	9331
2004	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	3216
2004	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	4038
2004	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	55
2004	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	64
2004	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	1034
2004	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	925
2004	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	227
2004	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	321
2004	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	67
2004	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	67
2004	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	333
2004	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	324
2004	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	38
2004	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	65
2004	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	75
2004	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	83
2004	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	429
2004	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	468
2004	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	37
2004	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	64
2004	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	44
2004	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	42
2004	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	661
2004	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	695
2004	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	230
2004	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	364
2004	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	297
2004	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	288
2004	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	12080
2004	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	12356
2004	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	5391
2004	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	7432
2004	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	145
2004	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	135
2004	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	5261
2004	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	5083
2004	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	2741
2004	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	3522
2004	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	1702
2004	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	1558
2004	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	13322
2004	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	13550
2004	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	2118
2004	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	2842
2004	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	370
2004	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	379
2004	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	3689
2004	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	3650
2004	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	1037
2004	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	1308
2004	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	77
2004	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	67
2004	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	3240
2004	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	3012
2004	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	905
2004	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	1123
2004	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	122
2004	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	128
2004	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	1953
2004	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	1703
2004	Aragón	2- Nacidos en otra CA	12	Galicia	65 y más	Hombres	466
2004	Aragón	2- Nacidos en otra CA	12	Galicia	65 y más	Mujeres	575
2004	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Hombres	522
2004	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	0 a 15	Mujeres	530
2004	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Hombres	5246
2004	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	16 a 64	Mujeres	4842
2004	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Hombres	882
2004	Aragón	2- Nacidos en otra CA	13	Madrid (Comunidad de)	65 y más	Mujeres	1372
2004	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Hombres	87
2004	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	0 a 15	Mujeres	60
2004	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Hombres	669
2004	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	16 a 64	Mujeres	656
2004	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Hombres	291
2004	Aragón	2- Nacidos en otra CA	14	Murcia (Región de)	65 y más	Mujeres	307
2004	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Hombres	361
2004	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	0 a 15	Mujeres	354
2004	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Hombres	3604
2004	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	16 a 64	Mujeres	4165
2004	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Hombres	1016
2004	Aragón	2- Nacidos en otra CA	15	Navarra (Comunidad Foral de)	65 y más	Mujeres	2131
2004	Aragón	2- Nacidos en otra CA	16	País Vasco	0 a 15	Hombres	184
2004	Aragón	2- Nacidos en otra CA	16	País Vasco	0 a 15	Mujeres	167
2004	Aragón	2- Nacidos en otra CA	16	País Vasco	16 a 64	Hombres	3415
2004	Aragón	2- Nacidos en otra CA	16	País Vasco	16 a 64	Mujeres	3408
2004	Aragón	2- Nacidos en otra CA	16	País Vasco	65 y más	Hombres	500
2004	Aragón	2- Nacidos en otra CA	16	País Vasco	65 y más	Mujeres	916
2004	Aragón	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Hombres	92
2004	Aragón	2- Nacidos en otra CA	17	Rioja (La)	0 a 15	Mujeres	86
2004	Aragón	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Hombres	1981
2004	Aragón	2- Nacidos en otra CA	17	Rioja (La)	16 a 64	Mujeres	2466
2004	Aragón	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Hombres	847
2004	Aragón	2- Nacidos en otra CA	17	Rioja (La)	65 y más	Mujeres	1467
2004	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Hombres	14
2004	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	0 a 15	Mujeres	16
2004	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Hombres	247
2004	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	16 a 64	Mujeres	258
2004	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Hombres	53
2004	Aragón	2- Nacidos en otra CA	18	Ciudad Autónoma de Ceuta	65 y más	Mujeres	78
2004	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Hombres	16
2004	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	0 a 15	Mujeres	18
2004	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Hombres	318
2004	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	16 a 64	Mujeres	327
2004	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Hombres	112
2004	Aragón	2- Nacidos en otra CA	19	Ciudad Autónoma de Melilla	65 y más	Mujeres	144
2004	Aragón	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Hombres	5742
2004	Aragón	3- Nacidos en el extranjero	00	No aplicable	0 a 15	Mujeres	5648
2004	Aragón	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Hombres	40816
2004	Aragón	3- Nacidos en el extranjero	00	No aplicable	16 a 64	Mujeres	31673
2004	Aragón	3- Nacidos en el extranjero	00	No aplicable	65 y más	Hombres	1026
2004	Aragón	3- Nacidos en el extranjero	00	No aplicable	65 y más	Mujeres	1467
2005	Aragón	1- Nacidos en Aragón	02	Aragón	0 a 15	Hombres	77014
2005	Aragón	1- Nacidos en Aragón	02	Aragón	0 a 15	Mujeres	72705
2005	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Hombres	313038
2005	Aragón	1- Nacidos en Aragón	02	Aragón	16 a 64	Mujeres	299264
2005	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Hombres	91180
2005	Aragón	1- Nacidos en Aragón	02	Aragón	65 y más	Mujeres	118004
2005	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Hombres	402
2005	Aragón	2- Nacidos en otra CA	01	Andalucía	0 a 15	Mujeres	322
2005	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Hombres	9828
2005	Aragón	2- Nacidos en otra CA	01	Andalucía	16 a 64	Mujeres	9246
2005	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Hombres	3221
2005	Aragón	2- Nacidos en otra CA	01	Andalucía	65 y más	Mujeres	4109
2005	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Hombres	56
2005	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	0 a 15	Mujeres	66
2005	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Hombres	1072
2005	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	16 a 64	Mujeres	946
2005	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Hombres	222
2005	Aragón	2- Nacidos en otra CA	03	Asturias (Principado de)	65 y más	Mujeres	325
2005	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Hombres	72
2005	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	0 a 15	Mujeres	73
2005	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Hombres	348
2005	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	16 a 64	Mujeres	339
2005	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Hombres	37
2005	Aragón	2- Nacidos en otra CA	04	Balears (Illes)	65 y más	Mujeres	65
2005	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Hombres	76
2005	Aragón	2- Nacidos en otra CA	05	Canarias	0 a 15	Mujeres	91
2005	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Hombres	451
2005	Aragón	2- Nacidos en otra CA	05	Canarias	16 a 64	Mujeres	470
2005	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Hombres	41
2005	Aragón	2- Nacidos en otra CA	05	Canarias	65 y más	Mujeres	70
2005	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Hombres	40
2005	Aragón	2- Nacidos en otra CA	06	Cantabria	0 a 15	Mujeres	35
2005	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Hombres	669
2005	Aragón	2- Nacidos en otra CA	06	Cantabria	16 a 64	Mujeres	695
2005	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Hombres	228
2005	Aragón	2- Nacidos en otra CA	06	Cantabria	65 y más	Mujeres	355
2005	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Hombres	283
2005	Aragón	2- Nacidos en otra CA	07	Castilla y León	0 a 15	Mujeres	281
2005	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Hombres	11985
2005	Aragón	2- Nacidos en otra CA	07	Castilla y León	16 a 64	Mujeres	12225
2005	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Hombres	5374
2005	Aragón	2- Nacidos en otra CA	07	Castilla y León	65 y más	Mujeres	7509
2005	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Hombres	133
2005	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	0 a 15	Mujeres	138
2005	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Hombres	5196
2005	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	16 a 64	Mujeres	4998
2005	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Hombres	2716
2005	Aragón	2- Nacidos en otra CA	08	Castilla-La Mancha	65 y más	Mujeres	3565
2005	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Hombres	1637
2005	Aragón	2- Nacidos en otra CA	09	Cataluña	0 a 15	Mujeres	1508
2005	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Hombres	13698
2005	Aragón	2- Nacidos en otra CA	09	Cataluña	16 a 64	Mujeres	13861
2005	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Hombres	2119
2005	Aragón	2- Nacidos en otra CA	09	Cataluña	65 y más	Mujeres	2846
2005	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Hombres	372
2005	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	0 a 15	Mujeres	390
2005	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Hombres	3829
2005	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	16 a 64	Mujeres	3673
2005	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Hombres	1046
2005	Aragón	2- Nacidos en otra CA	10	Comunitat Valenciana	65 y más	Mujeres	1325
2005	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Hombres	76
2005	Aragón	2- Nacidos en otra CA	11	Extremadura	0 a 15	Mujeres	60
2005	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Hombres	3211
2005	Aragón	2- Nacidos en otra CA	11	Extremadura	16 a 64	Mujeres	2990
2005	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Hombres	926
2005	Aragón	2- Nacidos en otra CA	11	Extremadura	65 y más	Mujeres	1141
2005	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Hombres	132
2005	Aragón	2- Nacidos en otra CA	12	Galicia	0 a 15	Mujeres	125
2005	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Hombres	1995
2005	Aragón	2- Nacidos en otra CA	12	Galicia	16 a 64	Mujeres	1703
