Año	Residencia comarca código	Residencia comarca nombre	Edad (grupos quinquenales)	Sexo	Personas
2004	27	Andorra-Sierra de Arcos	05 a 09	Mujeres	239
2004	27	Andorra-Sierra de Arcos	10 a 14	Mujeres	275
2004	27	Andorra-Sierra de Arcos	15 a 19	Mujeres	337
2004	27	Andorra-Sierra de Arcos	20 a 24	Mujeres	352
2004	27	Andorra-Sierra de Arcos	25 a 29	Mujeres	332
2004	27	Andorra-Sierra de Arcos	30 a 34	Mujeres	314
2004	27	Andorra-Sierra de Arcos	35 a 39	Mujeres	440
2004	27	Andorra-Sierra de Arcos	40 a 44	Mujeres	453
2004	27	Andorra-Sierra de Arcos	45 a 49	Mujeres	369
2004	27	Andorra-Sierra de Arcos	50 a 54	Mujeres	285
2004	27	Andorra-Sierra de Arcos	55 a 59	Mujeres	246
2004	27	Andorra-Sierra de Arcos	60 a 64	Mujeres	202
2004	27	Andorra-Sierra de Arcos	65 a 69	Mujeres	317
2004	27	Andorra-Sierra de Arcos	70 a 74	Mujeres	366
2004	27	Andorra-Sierra de Arcos	75 a 79	Mujeres	267
2004	27	Andorra-Sierra de Arcos	80 a 84	Mujeres	205
2004	27	Andorra-Sierra de Arcos	85 a 89	Mujeres	110
2004	27	Andorra-Sierra de Arcos	90 a 94	Mujeres	61
2004	27	Andorra-Sierra de Arcos	95 y más	Mujeres	11
2004	28	Bajo Aragón	00 a 04	Mujeres	584
2004	28	Bajo Aragón	05 a 09	Mujeres	601
2004	28	Bajo Aragón	10 a 14	Mujeres	693
2004	28	Bajo Aragón	15 a 19	Mujeres	716
2004	28	Bajo Aragón	20 a 24	Mujeres	876
2004	28	Bajo Aragón	25 a 29	Mujeres	998
2004	28	Bajo Aragón	30 a 34	Mujeres	963
2004	28	Bajo Aragón	35 a 39	Mujeres	1011
2004	28	Bajo Aragón	40 a 44	Mujeres	983
2004	28	Bajo Aragón	45 a 49	Mujeres	821
2004	28	Bajo Aragón	50 a 54	Mujeres	746
2004	28	Bajo Aragón	55 a 59	Mujeres	699
2004	28	Bajo Aragón	60 a 64	Mujeres	585
2004	28	Bajo Aragón	65 a 69	Mujeres	746
2004	28	Bajo Aragón	70 a 74	Mujeres	875
2004	28	Bajo Aragón	75 a 79	Mujeres	773
2004	28	Bajo Aragón	80 a 84	Mujeres	620
2004	28	Bajo Aragón	85 a 89	Mujeres	328
2004	28	Bajo Aragón	90 a 94	Mujeres	167
2004	28	Bajo Aragón	95 y más	Mujeres	37
2004	29	Comunidad de Teruel	00 a 04	Mujeres	858
2004	29	Comunidad de Teruel	05 a 09	Mujeres	987
2004	29	Comunidad de Teruel	10 a 14	Mujeres	1032
2004	29	Comunidad de Teruel	15 a 19	Mujeres	1197
2004	29	Comunidad de Teruel	20 a 24	Mujeres	1263
2004	29	Comunidad de Teruel	25 a 29	Mujeres	1516
2004	29	Comunidad de Teruel	30 a 34	Mujeres	1516
2004	29	Comunidad de Teruel	35 a 39	Mujeres	1715
2004	29	Comunidad de Teruel	40 a 44	Mujeres	1689
2004	29	Comunidad de Teruel	45 a 49	Mujeres	1493
2004	29	Comunidad de Teruel	50 a 54	Mujeres	1231
2004	29	Comunidad de Teruel	55 a 59	Mujeres	1107
2004	29	Comunidad de Teruel	60 a 64	Mujeres	974
2004	29	Comunidad de Teruel	65 a 69	Mujeres	1213
2004	29	Comunidad de Teruel	70 a 74	Mujeres	1408
2004	29	Comunidad de Teruel	75 a 79	Mujeres	1224
2004	29	Comunidad de Teruel	80 a 84	Mujeres	970
2004	29	Comunidad de Teruel	85 a 89	Mujeres	568
2004	29	Comunidad de Teruel	90 a 94	Mujeres	254
2004	29	Comunidad de Teruel	95 y más	Mujeres	97
2004	30	Maestrazgo	00 a 04	Mujeres	50
2004	30	Maestrazgo	05 a 09	Mujeres	46
2004	30	Maestrazgo	10 a 14	Mujeres	81
2004	30	Maestrazgo	15 a 19	Mujeres	72
2004	30	Maestrazgo	20 a 24	Mujeres	86
2004	30	Maestrazgo	25 a 29	Mujeres	85
2004	30	Maestrazgo	30 a 34	Mujeres	94
2004	30	Maestrazgo	35 a 39	Mujeres	120
2004	30	Maestrazgo	40 a 44	Mujeres	113
2004	30	Maestrazgo	45 a 49	Mujeres	96
2004	30	Maestrazgo	50 a 54	Mujeres	98
2004	30	Maestrazgo	55 a 59	Mujeres	80
2004	30	Maestrazgo	60 a 64	Mujeres	90
2004	30	Maestrazgo	65 a 69	Mujeres	142
2004	30	Maestrazgo	70 a 74	Mujeres	152
2004	30	Maestrazgo	75 a 79	Mujeres	142
2004	30	Maestrazgo	80 a 84	Mujeres	89
2004	30	Maestrazgo	85 a 89	Mujeres	55
2004	30	Maestrazgo	90 a 94	Mujeres	30
2004	30	Maestrazgo	95 y más	Mujeres	4
2004	31	Sierra de Albarracín	00 a 04	Mujeres	44
2004	31	Sierra de Albarracín	05 a 09	Mujeres	94
2004	31	Sierra de Albarracín	10 a 14	Mujeres	96
2004	31	Sierra de Albarracín	15 a 19	Mujeres	81
2004	31	Sierra de Albarracín	20 a 24	Mujeres	102
2004	31	Sierra de Albarracín	25 a 29	Mujeres	121
2004	31	Sierra de Albarracín	30 a 34	Mujeres	127
2004	31	Sierra de Albarracín	35 a 39	Mujeres	146
2004	31	Sierra de Albarracín	40 a 44	Mujeres	145
2004	31	Sierra de Albarracín	45 a 49	Mujeres	109
2004	31	Sierra de Albarracín	50 a 54	Mujeres	107
2004	31	Sierra de Albarracín	55 a 59	Mujeres	106
2004	31	Sierra de Albarracín	60 a 64	Mujeres	134
2004	31	Sierra de Albarracín	65 a 69	Mujeres	180
2004	31	Sierra de Albarracín	70 a 74	Mujeres	221
2004	31	Sierra de Albarracín	75 a 79	Mujeres	206
2004	31	Sierra de Albarracín	80 a 84	Mujeres	155
2004	31	Sierra de Albarracín	85 a 89	Mujeres	83
2004	31	Sierra de Albarracín	90 a 94	Mujeres	46
2004	31	Sierra de Albarracín	95 y más	Mujeres	20
2004	32	Gúdar-Javalambre	00 a 04	Mujeres	141
2004	32	Gúdar-Javalambre	05 a 09	Mujeres	175
2004	32	Gúdar-Javalambre	10 a 14	Mujeres	185
2004	32	Gúdar-Javalambre	15 a 19	Mujeres	165
2004	32	Gúdar-Javalambre	20 a 24	Mujeres	179
2004	32	Gúdar-Javalambre	25 a 29	Mujeres	229
2004	32	Gúdar-Javalambre	30 a 34	Mujeres	257
2004	32	Gúdar-Javalambre	35 a 39	Mujeres	298
2004	32	Gúdar-Javalambre	40 a 44	Mujeres	228
2004	32	Gúdar-Javalambre	45 a 49	Mujeres	209
2004	32	Gúdar-Javalambre	50 a 54	Mujeres	171
2004	32	Gúdar-Javalambre	55 a 59	Mujeres	188
2004	32	Gúdar-Javalambre	60 a 64	Mujeres	182
2004	32	Gúdar-Javalambre	65 a 69	Mujeres	232
2004	32	Gúdar-Javalambre	70 a 74	Mujeres	267
2004	32	Gúdar-Javalambre	75 a 79	Mujeres	271
2004	32	Gúdar-Javalambre	80 a 84	Mujeres	215
2004	32	Gúdar-Javalambre	85 a 89	Mujeres	115
2004	32	Gúdar-Javalambre	90 a 94	Mujeres	56
2004	32	Gúdar-Javalambre	95 y más	Mujeres	16
2004	33	Matarraña / Matarranya	00 a 04	Mujeres	100
2004	33	Matarraña / Matarranya	05 a 09	Mujeres	154
2004	33	Matarraña / Matarranya	10 a 14	Mujeres	158
2004	33	Matarraña / Matarranya	15 a 19	Mujeres	199
2004	33	Matarraña / Matarranya	20 a 24	Mujeres	211
2004	33	Matarraña / Matarranya	25 a 29	Mujeres	209
2004	33	Matarraña / Matarranya	30 a 34	Mujeres	206
2004	33	Matarraña / Matarranya	35 a 39	Mujeres	259
2004	33	Matarraña / Matarranya	40 a 44	Mujeres	279
2004	33	Matarraña / Matarranya	45 a 49	Mujeres	242
2004	33	Matarraña / Matarranya	50 a 54	Mujeres	245
2004	33	Matarraña / Matarranya	55 a 59	Mujeres	227
2004	33	Matarraña / Matarranya	60 a 64	Mujeres	216
2004	33	Matarraña / Matarranya	65 a 69	Mujeres	253
2004	33	Matarraña / Matarranya	70 a 74	Mujeres	361
2004	33	Matarraña / Matarranya	75 a 79	Mujeres	294
2004	33	Matarraña / Matarranya	80 a 84	Mujeres	282
2004	33	Matarraña / Matarranya	85 a 89	Mujeres	143
2004	33	Matarraña / Matarranya	90 a 94	Mujeres	74
2004	33	Matarraña / Matarranya	95 y más	Mujeres	29
2005	01	La Jacetania	00 a 04	Mujeres	359
2005	01	La Jacetania	05 a 09	Mujeres	378
2005	01	La Jacetania	10 a 14	Mujeres	342
2005	01	La Jacetania	15 a 19	Mujeres	386
2005	01	La Jacetania	20 a 24	Mujeres	499
2005	01	La Jacetania	25 a 29	Mujeres	682
2005	01	La Jacetania	30 a 34	Mujeres	665
2005	01	La Jacetania	35 a 39	Mujeres	720
2005	01	La Jacetania	40 a 44	Mujeres	728
2005	01	La Jacetania	45 a 49	Mujeres	591
2005	01	La Jacetania	50 a 54	Mujeres	423
2005	01	La Jacetania	55 a 59	Mujeres	453
2005	01	La Jacetania	60 a 64	Mujeres	388
2005	01	La Jacetania	65 a 69	Mujeres	395
2005	01	La Jacetania	70 a 74	Mujeres	557
2005	01	La Jacetania	75 a 79	Mujeres	470
2005	01	La Jacetania	80 a 84	Mujeres	376
2005	01	La Jacetania	85 a 89	Mujeres	210
2005	01	La Jacetania	90 a 94	Mujeres	95
2005	01	La Jacetania	95 y más	Mujeres	31
2005	02	Alto Gállego	00 a 04	Mujeres	263
2005	02	Alto Gállego	05 a 09	Mujeres	288
2005	02	Alto Gállego	10 a 14	Mujeres	236
2005	02	Alto Gállego	15 a 19	Mujeres	272
2005	02	Alto Gállego	20 a 24	Mujeres	397
2005	02	Alto Gállego	25 a 29	Mujeres	469
2005	02	Alto Gállego	30 a 34	Mujeres	492
2005	02	Alto Gállego	35 a 39	Mujeres	543
2005	02	Alto Gállego	40 a 44	Mujeres	510
2005	02	Alto Gállego	45 a 49	Mujeres	461
2005	02	Alto Gállego	50 a 54	Mujeres	375
2005	02	Alto Gállego	55 a 59	Mujeres	307
2005	02	Alto Gállego	60 a 64	Mujeres	316
2005	02	Alto Gállego	65 a 69	Mujeres	308
2005	02	Alto Gállego	70 a 74	Mujeres	404
2005	02	Alto Gállego	75 a 79	Mujeres	350
2005	02	Alto Gállego	80 a 84	Mujeres	211
2005	02	Alto Gállego	85 a 89	Mujeres	114
2005	02	Alto Gállego	90 a 94	Mujeres	70
2005	02	Alto Gállego	95 y más	Mujeres	13
2005	03	Sobrarbe	00 a 04	Mujeres	107
2005	03	Sobrarbe	05 a 09	Mujeres	117
2005	03	Sobrarbe	10 a 14	Mujeres	109
2005	03	Sobrarbe	15 a 19	Mujeres	132
2005	03	Sobrarbe	20 a 24	Mujeres	177
2005	03	Sobrarbe	25 a 29	Mujeres	206
2005	03	Sobrarbe	30 a 34	Mujeres	264
2005	03	Sobrarbe	35 a 39	Mujeres	243
2005	03	Sobrarbe	40 a 44	Mujeres	283
2005	03	Sobrarbe	45 a 49	Mujeres	227
2005	03	Sobrarbe	50 a 54	Mujeres	222
2005	03	Sobrarbe	55 a 59	Mujeres	166
2005	03	Sobrarbe	60 a 64	Mujeres	143
2005	03	Sobrarbe	65 a 69	Mujeres	184
2005	03	Sobrarbe	70 a 74	Mujeres	208
2005	03	Sobrarbe	75 a 79	Mujeres	214
2005	03	Sobrarbe	80 a 84	Mujeres	164
2005	03	Sobrarbe	85 a 89	Mujeres	106
2005	03	Sobrarbe	90 a 94	Mujeres	62
2005	03	Sobrarbe	95 y más	Mujeres	23
2005	04	La Ribagorza	00 a 04	Mujeres	201
2005	04	La Ribagorza	05 a 09	Mujeres	199
2005	04	La Ribagorza	10 a 14	Mujeres	219
2005	04	La Ribagorza	15 a 19	Mujeres	210
2005	04	La Ribagorza	20 a 24	Mujeres	307
2005	04	La Ribagorza	25 a 29	Mujeres	456
2005	04	La Ribagorza	30 a 34	Mujeres	491
2005	04	La Ribagorza	35 a 39	Mujeres	458
2005	04	La Ribagorza	40 a 44	Mujeres	449
2005	04	La Ribagorza	45 a 49	Mujeres	402
2005	04	La Ribagorza	50 a 54	Mujeres	299
2005	04	La Ribagorza	55 a 59	Mujeres	309
2005	04	La Ribagorza	60 a 64	Mujeres	291
2005	04	La Ribagorza	65 a 69	Mujeres	303
2005	04	La Ribagorza	70 a 74	Mujeres	390
2005	04	La Ribagorza	75 a 79	Mujeres	383
2005	04	La Ribagorza	80 a 84	Mujeres	336
2005	04	La Ribagorza	85 a 89	Mujeres	185
2005	04	La Ribagorza	90 a 94	Mujeres	112
2005	04	La Ribagorza	95 y más	Mujeres	30
2005	05	Cinco Villas	00 a 04	Mujeres	624
2005	05	Cinco Villas	05 a 09	Mujeres	666
2005	05	Cinco Villas	10 a 14	Mujeres	699
2005	05	Cinco Villas	15 a 19	Mujeres	785
2005	05	Cinco Villas	20 a 24	Mujeres	967
2005	05	Cinco Villas	25 a 29	Mujeres	1103
2005	05	Cinco Villas	30 a 34	Mujeres	1077
2005	05	Cinco Villas	35 a 39	Mujeres	1190
2005	05	Cinco Villas	40 a 44	Mujeres	1249
2005	05	Cinco Villas	45 a 49	Mujeres	1046
2005	05	Cinco Villas	50 a 54	Mujeres	840
2005	05	Cinco Villas	55 a 59	Mujeres	839
2005	05	Cinco Villas	60 a 64	Mujeres	827
2005	05	Cinco Villas	65 a 69	Mujeres	837
2005	05	Cinco Villas	70 a 74	Mujeres	1054
2005	05	Cinco Villas	75 a 79	Mujeres	954
2005	05	Cinco Villas	80 a 84	Mujeres	714
2005	05	Cinco Villas	85 a 89	Mujeres	398
2005	05	Cinco Villas	90 a 94	Mujeres	162
2005	05	Cinco Villas	95 y más	Mujeres	54
2005	06	Hoya de Huesca / Plana de Uesca	00 a 04	Mujeres	1386
2005	06	Hoya de Huesca / Plana de Uesca	05 a 09	Mujeres	1299
2005	06	Hoya de Huesca / Plana de Uesca	10 a 14	Mujeres	1369
2005	06	Hoya de Huesca / Plana de Uesca	15 a 19	Mujeres	1468
2005	06	Hoya de Huesca / Plana de Uesca	20 a 24	Mujeres	1827
2005	06	Hoya de Huesca / Plana de Uesca	25 a 29	Mujeres	2408
2005	06	Hoya de Huesca / Plana de Uesca	30 a 34	Mujeres	2334
2005	06	Hoya de Huesca / Plana de Uesca	35 a 39	Mujeres	2328
2005	06	Hoya de Huesca / Plana de Uesca	40 a 44	Mujeres	2419
2005	06	Hoya de Huesca / Plana de Uesca	45 a 49	Mujeres	2282
2005	06	Hoya de Huesca / Plana de Uesca	50 a 54	Mujeres	2023
2005	06	Hoya de Huesca / Plana de Uesca	55 a 59	Mujeres	1886
2005	06	Hoya de Huesca / Plana de Uesca	60 a 64	Mujeres	1542
2005	06	Hoya de Huesca / Plana de Uesca	65 a 69	Mujeres	1411
2005	06	Hoya de Huesca / Plana de Uesca	70 a 74	Mujeres	1728
2005	06	Hoya de Huesca / Plana de Uesca	75 a 79	Mujeres	1682
2005	06	Hoya de Huesca / Plana de Uesca	80 a 84	Mujeres	1429
2005	06	Hoya de Huesca / Plana de Uesca	85 a 89	Mujeres	786
2005	06	Hoya de Huesca / Plana de Uesca	90 a 94	Mujeres	354
2005	06	Hoya de Huesca / Plana de Uesca	95 y más	Mujeres	103
2005	07	Somontano de Barbastro	00 a 04	Mujeres	451
2005	07	Somontano de Barbastro	05 a 09	Mujeres	490
2005	07	Somontano de Barbastro	10 a 14	Mujeres	505
2005	07	Somontano de Barbastro	15 a 19	Mujeres	577
2005	07	Somontano de Barbastro	20 a 24	Mujeres	651
2005	07	Somontano de Barbastro	25 a 29	Mujeres	783
2005	07	Somontano de Barbastro	30 a 34	Mujeres	759
2005	07	Somontano de Barbastro	35 a 39	Mujeres	858
2005	07	Somontano de Barbastro	40 a 44	Mujeres	876
2005	07	Somontano de Barbastro	45 a 49	Mujeres	771
2005	07	Somontano de Barbastro	50 a 54	Mujeres	644
2005	07	Somontano de Barbastro	55 a 59	Mujeres	618
2005	07	Somontano de Barbastro	60 a 64	Mujeres	572
2005	07	Somontano de Barbastro	65 a 69	Mujeres	623
2005	07	Somontano de Barbastro	70 a 74	Mujeres	720
2005	07	Somontano de Barbastro	75 a 79	Mujeres	733
2005	07	Somontano de Barbastro	80 a 84	Mujeres	574
2005	07	Somontano de Barbastro	85 a 89	Mujeres	317
2005	07	Somontano de Barbastro	90 a 94	Mujeres	156
2005	07	Somontano de Barbastro	95 y más	Mujeres	36
2005	08	Cinca Medio	00 a 04	Mujeres	476
2005	08	Cinca Medio	05 a 09	Mujeres	508
2005	08	Cinca Medio	10 a 14	Mujeres	491
2005	08	Cinca Medio	15 a 19	Mujeres	486
2005	08	Cinca Medio	20 a 24	Mujeres	661
2005	08	Cinca Medio	25 a 29	Mujeres	741
2005	08	Cinca Medio	30 a 34	Mujeres	808
2005	08	Cinca Medio	35 a 39	Mujeres	863
2005	08	Cinca Medio	40 a 44	Mujeres	821
2005	08	Cinca Medio	45 a 49	Mujeres	699
2005	08	Cinca Medio	50 a 54	Mujeres	638
2005	08	Cinca Medio	55 a 59	Mujeres	581
2005	08	Cinca Medio	60 a 64	Mujeres	556
2005	08	Cinca Medio	65 a 69	Mujeres	575
2005	08	Cinca Medio	70 a 74	Mujeres	686
2005	08	Cinca Medio	75 a 79	Mujeres	629
2005	08	Cinca Medio	80 a 84	Mujeres	499
2005	08	Cinca Medio	85 a 89	Mujeres	266
2005	08	Cinca Medio	90 a 94	Mujeres	105
2005	08	Cinca Medio	95 y más	Mujeres	35
2005	09	La Litera / La Llitera	00 a 04	Mujeres	308
2005	09	La Litera / La Llitera	05 a 09	Mujeres	350
2005	09	La Litera / La Llitera	10 a 14	Mujeres	352
2005	09	La Litera / La Llitera	15 a 19	Mujeres	351
2005	09	La Litera / La Llitera	20 a 24	Mujeres	488
2005	09	La Litera / La Llitera	25 a 29	Mujeres	636
2005	09	La Litera / La Llitera	30 a 34	Mujeres	588
2005	09	La Litera / La Llitera	35 a 39	Mujeres	613
2005	09	La Litera / La Llitera	40 a 44	Mujeres	636
2005	09	La Litera / La Llitera	45 a 49	Mujeres	543
2005	09	La Litera / La Llitera	50 a 54	Mujeres	507
2005	09	La Litera / La Llitera	55 a 59	Mujeres	552
2005	09	La Litera / La Llitera	60 a 64	Mujeres	531
2005	09	La Litera / La Llitera	65 a 69	Mujeres	500
2005	09	La Litera / La Llitera	70 a 74	Mujeres	644
2005	09	La Litera / La Llitera	75 a 79	Mujeres	559
2005	09	La Litera / La Llitera	80 a 84	Mujeres	507
2005	09	La Litera / La Llitera	85 a 89	Mujeres	272
2005	09	La Litera / La Llitera	90 a 94	Mujeres	130
2005	09	La Litera / La Llitera	95 y más	Mujeres	29
2005	10	Los Monegros	00 a 04	Mujeres	257
2005	10	Los Monegros	05 a 09	Mujeres	304
2005	10	Los Monegros	10 a 14	Mujeres	360
2005	10	Los Monegros	15 a 19	Mujeres	472
2005	10	Los Monegros	20 a 24	Mujeres	537
2005	10	Los Monegros	25 a 29	Mujeres	655
2005	10	Los Monegros	30 a 34	Mujeres	648
2005	10	Los Monegros	35 a 39	Mujeres	640
2005	10	Los Monegros	40 a 44	Mujeres	711
2005	10	Los Monegros	45 a 49	Mujeres	633
2005	10	Los Monegros	50 a 54	Mujeres	498
2005	10	Los Monegros	55 a 59	Mujeres	631
2005	10	Los Monegros	60 a 64	Mujeres	600
2005	10	Los Monegros	65 a 69	Mujeres	600
2005	10	Los Monegros	70 a 74	Mujeres	756
2005	10	Los Monegros	75 a 79	Mujeres	731
2005	10	Los Monegros	80 a 84	Mujeres	589
2005	10	Los Monegros	85 a 89	Mujeres	286
2005	10	Los Monegros	90 a 94	Mujeres	138
2005	10	Los Monegros	95 y más	Mujeres	26
2005	11	Bajo Cinca / Baix Cinca	00 a 04	Mujeres	435
2005	11	Bajo Cinca / Baix Cinca	05 a 09	Mujeres	488
2005	11	Bajo Cinca / Baix Cinca	10 a 14	Mujeres	516
2005	11	Bajo Cinca / Baix Cinca	15 a 19	Mujeres	586
2005	11	Bajo Cinca / Baix Cinca	20 a 24	Mujeres	722
2005	11	Bajo Cinca / Baix Cinca	25 a 29	Mujeres	828
2005	11	Bajo Cinca / Baix Cinca	30 a 34	Mujeres	763
2005	11	Bajo Cinca / Baix Cinca	35 a 39	Mujeres	828
2005	11	Bajo Cinca / Baix Cinca	40 a 44	Mujeres	755
2005	11	Bajo Cinca / Baix Cinca	45 a 49	Mujeres	755
2005	11	Bajo Cinca / Baix Cinca	50 a 54	Mujeres	604
2005	11	Bajo Cinca / Baix Cinca	55 a 59	Mujeres	634
2005	11	Bajo Cinca / Baix Cinca	60 a 64	Mujeres	602
2005	11	Bajo Cinca / Baix Cinca	65 a 69	Mujeres	584
2005	11	Bajo Cinca / Baix Cinca	70 a 74	Mujeres	683
2005	11	Bajo Cinca / Baix Cinca	75 a 79	Mujeres	576
2005	11	Bajo Cinca / Baix Cinca	80 a 84	Mujeres	473
2005	11	Bajo Cinca / Baix Cinca	85 a 89	Mujeres	252
2005	11	Bajo Cinca / Baix Cinca	90 a 94	Mujeres	113
2005	11	Bajo Cinca / Baix Cinca	95 y más	Mujeres	39
2005	12	Tarazona y el Moncayo	00 a 04	Mujeres	251
2005	12	Tarazona y el Moncayo	05 a 09	Mujeres	311
2005	12	Tarazona y el Moncayo	10 a 14	Mujeres	312
2005	12	Tarazona y el Moncayo	15 a 19	Mujeres	321
2005	12	Tarazona y el Moncayo	20 a 24	Mujeres	411
2005	12	Tarazona y el Moncayo	25 a 29	Mujeres	460
2005	12	Tarazona y el Moncayo	30 a 34	Mujeres	537
2005	12	Tarazona y el Moncayo	35 a 39	Mujeres	487
2005	12	Tarazona y el Moncayo	40 a 44	Mujeres	478
2005	12	Tarazona y el Moncayo	45 a 49	Mujeres	434
2005	12	Tarazona y el Moncayo	50 a 54	Mujeres	362
2005	12	Tarazona y el Moncayo	55 a 59	Mujeres	428
2005	12	Tarazona y el Moncayo	60 a 64	Mujeres	409
2005	12	Tarazona y el Moncayo	65 a 69	Mujeres	387
2005	12	Tarazona y el Moncayo	70 a 74	Mujeres	483
2005	12	Tarazona y el Moncayo	75 a 79	Mujeres	453
2005	12	Tarazona y el Moncayo	80 a 84	Mujeres	403
2005	12	Tarazona y el Moncayo	85 a 89	Mujeres	216
2005	12	Tarazona y el Moncayo	90 a 94	Mujeres	107
2005	12	Tarazona y el Moncayo	95 y más	Mujeres	36
2005	13	Campo de Borja	00 a 04	Mujeres	268
2005	13	Campo de Borja	05 a 09	Mujeres	295
2005	13	Campo de Borja	10 a 14	Mujeres	258
2005	13	Campo de Borja	15 a 19	Mujeres	310
2005	13	Campo de Borja	20 a 24	Mujeres	390
2005	13	Campo de Borja	25 a 29	Mujeres	466
2005	13	Campo de Borja	30 a 34	Mujeres	452
2005	13	Campo de Borja	35 a 39	Mujeres	483
2005	13	Campo de Borja	40 a 44	Mujeres	518
2005	13	Campo de Borja	45 a 49	Mujeres	401
2005	13	Campo de Borja	50 a 54	Mujeres	354
2005	13	Campo de Borja	55 a 59	Mujeres	395
2005	13	Campo de Borja	60 a 64	Mujeres	397
2005	13	Campo de Borja	65 a 69	Mujeres	359
2005	13	Campo de Borja	70 a 74	Mujeres	509
2005	13	Campo de Borja	75 a 79	Mujeres	439
2005	13	Campo de Borja	80 a 84	Mujeres	367
2005	13	Campo de Borja	85 a 89	Mujeres	212
2005	13	Campo de Borja	90 a 94	Mujeres	85
2005	13	Campo de Borja	95 y más	Mujeres	24
2005	14	Aranda	00 a 04	Mujeres	146
2005	14	Aranda	05 a 09	Mujeres	165
2005	14	Aranda	10 a 14	Mujeres	189
2005	14	Aranda	15 a 19	Mujeres	188
2005	14	Aranda	20 a 24	Mujeres	226
2005	14	Aranda	25 a 29	Mujeres	247
2005	14	Aranda	30 a 34	Mujeres	288
2005	14	Aranda	35 a 39	Mujeres	288
2005	14	Aranda	40 a 44	Mujeres	304
2005	14	Aranda	45 a 49	Mujeres	244
2005	14	Aranda	50 a 54	Mujeres	171
2005	14	Aranda	55 a 59	Mujeres	198
2005	14	Aranda	60 a 64	Mujeres	216
2005	14	Aranda	65 a 69	Mujeres	204
2005	14	Aranda	70 a 74	Mujeres	255
2005	14	Aranda	75 a 79	Mujeres	198
2005	14	Aranda	80 a 84	Mujeres	162
2005	14	Aranda	85 a 89	Mujeres	89
2005	14	Aranda	90 a 94	Mujeres	36
2005	14	Aranda	95 y más	Mujeres	9
2005	15	Ribera Alta del Ebro	00 a 04	Mujeres	491
2005	15	Ribera Alta del Ebro	05 a 09	Mujeres	437
2005	15	Ribera Alta del Ebro	10 a 14	Mujeres	578
2005	15	Ribera Alta del Ebro	15 a 19	Mujeres	580
2005	15	Ribera Alta del Ebro	20 a 24	Mujeres	679
2005	15	Ribera Alta del Ebro	25 a 29	Mujeres	986
2005	15	Ribera Alta del Ebro	30 a 34	Mujeres	874
2005	15	Ribera Alta del Ebro	35 a 39	Mujeres	830
2005	15	Ribera Alta del Ebro	40 a 44	Mujeres	938
2005	15	Ribera Alta del Ebro	45 a 49	Mujeres	818
2005	15	Ribera Alta del Ebro	50 a 54	Mujeres	662
2005	15	Ribera Alta del Ebro	55 a 59	Mujeres	616
2005	15	Ribera Alta del Ebro	60 a 64	Mujeres	519
2005	15	Ribera Alta del Ebro	65 a 69	Mujeres	585
2005	15	Ribera Alta del Ebro	70 a 74	Mujeres	722
2005	15	Ribera Alta del Ebro	75 a 79	Mujeres	662
2005	15	Ribera Alta del Ebro	80 a 84	Mujeres	527
2005	15	Ribera Alta del Ebro	85 a 89	Mujeres	290
2005	15	Ribera Alta del Ebro	90 a 94	Mujeres	114
2005	15	Ribera Alta del Ebro	95 y más	Mujeres	23
2005	16	Valdejalón	00 a 04	Mujeres	489
2005	16	Valdejalón	05 a 09	Mujeres	490
2005	16	Valdejalón	10 a 14	Mujeres	537
2005	16	Valdejalón	15 a 19	Mujeres	607
2005	16	Valdejalón	20 a 24	Mujeres	778
2005	16	Valdejalón	25 a 29	Mujeres	952
2005	16	Valdejalón	30 a 34	Mujeres	934
2005	16	Valdejalón	35 a 39	Mujeres	953
2005	16	Valdejalón	40 a 44	Mujeres	849
2005	16	Valdejalón	45 a 49	Mujeres	746
2005	16	Valdejalón	50 a 54	Mujeres	627
2005	16	Valdejalón	55 a 59	Mujeres	654
2005	16	Valdejalón	60 a 64	Mujeres	673
2005	16	Valdejalón	65 a 69	Mujeres	600
2005	16	Valdejalón	70 a 74	Mujeres	719
2005	16	Valdejalón	75 a 79	Mujeres	708
2005	16	Valdejalón	80 a 84	Mujeres	554
2005	16	Valdejalón	85 a 89	Mujeres	262
2005	16	Valdejalón	90 a 94	Mujeres	136
2005	16	Valdejalón	95 y más	Mujeres	41
2005	17	D.C. Zaragoza	00 a 04	Mujeres	15739
2005	17	D.C. Zaragoza	05 a 09	Mujeres	14508
2005	17	D.C. Zaragoza	10 a 14	Mujeres	14924
2005	17	D.C. Zaragoza	15 a 19	Mujeres	16631
2005	17	D.C. Zaragoza	20 a 24	Mujeres	21783
2005	17	D.C. Zaragoza	25 a 29	Mujeres	29060
2005	17	D.C. Zaragoza	30 a 34	Mujeres	29434
2005	17	D.C. Zaragoza	35 a 39	Mujeres	27923
2005	17	D.C. Zaragoza	40 a 44	Mujeres	27084
2005	17	D.C. Zaragoza	45 a 49	Mujeres	25620
2005	17	D.C. Zaragoza	50 a 54	Mujeres	22909
2005	17	D.C. Zaragoza	55 a 59	Mujeres	22315
2005	17	D.C. Zaragoza	60 a 64	Mujeres	18496
2005	17	D.C. Zaragoza	65 a 69	Mujeres	15961
2005	17	D.C. Zaragoza	70 a 74	Mujeres	18041
2005	17	D.C. Zaragoza	75 a 79	Mujeres	15528
