Año	Residencia comarca código	Residencia comarca nombre	Edad (grupos quinquenales)	Sexo	Extranjeros
2003	03	Sobrarbe	05 a 09	Mujeres	4
2003	03	Sobrarbe	10 a 14	Hombres	5
2003	03	Sobrarbe	10 a 14	Mujeres	3
2003	03	Sobrarbe	15 a 19	Hombres	2
2003	03	Sobrarbe	15 a 19	Mujeres	4
2003	03	Sobrarbe	20 a 24	Hombres	10
2003	03	Sobrarbe	20 a 24	Mujeres	8
2003	03	Sobrarbe	25 a 29	Hombres	10
2003	03	Sobrarbe	25 a 29	Mujeres	16
2003	03	Sobrarbe	30 a 34	Hombres	17
2003	03	Sobrarbe	30 a 34	Mujeres	14
2003	03	Sobrarbe	35 a 39	Hombres	16
2003	03	Sobrarbe	35 a 39	Mujeres	9
2003	03	Sobrarbe	40 a 44	Hombres	8
2003	03	Sobrarbe	40 a 44	Mujeres	10
2003	03	Sobrarbe	45 a 49	Hombres	7
2003	03	Sobrarbe	45 a 49	Mujeres	10
2003	03	Sobrarbe	50 a 54	Hombres	7
2003	03	Sobrarbe	50 a 54	Mujeres	4
2003	03	Sobrarbe	55 a 59	Hombres	7
2003	03	Sobrarbe	55 a 59	Mujeres	8
2003	03	Sobrarbe	60 a 64	Hombres	4
2003	03	Sobrarbe	60 a 64	Mujeres	5
2003	03	Sobrarbe	65 a 69	Hombres	5
2003	03	Sobrarbe	65 a 69	Mujeres	3
2003	03	Sobrarbe	70 a 74	Hombres	2
2003	03	Sobrarbe	75 a 79	Hombres	2
2003	03	Sobrarbe	80 a 84	Mujeres	1
2003	04	La Ribagorza	00 a 04	Hombres	14
2003	04	La Ribagorza	00 a 04	Mujeres	9
2003	04	La Ribagorza	05 a 09	Hombres	13
2003	04	La Ribagorza	05 a 09	Mujeres	19
2003	04	La Ribagorza	10 a 14	Hombres	10
2003	04	La Ribagorza	10 a 14	Mujeres	13
2003	04	La Ribagorza	15 a 19	Hombres	8
2003	04	La Ribagorza	15 a 19	Mujeres	15
2003	04	La Ribagorza	20 a 24	Hombres	41
2003	04	La Ribagorza	20 a 24	Mujeres	48
2003	04	La Ribagorza	25 a 29	Hombres	56
2003	04	La Ribagorza	25 a 29	Mujeres	57
2003	04	La Ribagorza	30 a 34	Hombres	51
2003	04	La Ribagorza	30 a 34	Mujeres	57
2003	04	La Ribagorza	35 a 39	Hombres	52
2003	04	La Ribagorza	35 a 39	Mujeres	26
2003	04	La Ribagorza	40 a 44	Hombres	30
2003	04	La Ribagorza	40 a 44	Mujeres	20
2003	04	La Ribagorza	45 a 49	Hombres	20
2003	04	La Ribagorza	45 a 49	Mujeres	21
2003	04	La Ribagorza	50 a 54	Hombres	14
2003	04	La Ribagorza	50 a 54	Mujeres	2
2003	04	La Ribagorza	55 a 59	Hombres	8
2003	04	La Ribagorza	55 a 59	Mujeres	6
2003	04	La Ribagorza	60 a 64	Hombres	8
2003	04	La Ribagorza	60 a 64	Mujeres	1
2003	04	La Ribagorza	65 a 69	Hombres	8
2003	04	La Ribagorza	65 a 69	Mujeres	3
2003	04	La Ribagorza	70 a 74	Mujeres	2
2003	04	La Ribagorza	75 a 79	Hombres	2
2003	04	La Ribagorza	75 a 79	Mujeres	1
2003	04	La Ribagorza	85 a 89	Hombres	2
2003	04	La Ribagorza	90 a 94	Mujeres	1
2003	05	Cinco Villas	00 a 04	Hombres	53
2003	05	Cinco Villas	00 a 04	Mujeres	24
2003	05	Cinco Villas	05 a 09	Hombres	27
2003	05	Cinco Villas	05 a 09	Mujeres	37
2003	05	Cinco Villas	10 a 14	Hombres	41
2003	05	Cinco Villas	10 a 14	Mujeres	46
2003	05	Cinco Villas	15 a 19	Hombres	54
2003	05	Cinco Villas	15 a 19	Mujeres	45
2003	05	Cinco Villas	20 a 24	Hombres	125
2003	05	Cinco Villas	20 a 24	Mujeres	58
2003	05	Cinco Villas	25 a 29	Hombres	271
2003	05	Cinco Villas	25 a 29	Mujeres	67
2003	05	Cinco Villas	30 a 34	Hombres	262
2003	05	Cinco Villas	30 a 34	Mujeres	80
2003	05	Cinco Villas	35 a 39	Hombres	181
2003	05	Cinco Villas	35 a 39	Mujeres	70
2003	05	Cinco Villas	40 a 44	Hombres	106
2003	05	Cinco Villas	40 a 44	Mujeres	45
2003	05	Cinco Villas	45 a 49	Hombres	58
2003	05	Cinco Villas	45 a 49	Mujeres	27
2003	05	Cinco Villas	50 a 54	Hombres	18
2003	05	Cinco Villas	50 a 54	Mujeres	19
2003	05	Cinco Villas	55 a 59	Hombres	14
2003	05	Cinco Villas	55 a 59	Mujeres	10
2003	05	Cinco Villas	60 a 64	Hombres	6
2003	05	Cinco Villas	60 a 64	Mujeres	7
2003	05	Cinco Villas	65 a 69	Hombres	4
2003	05	Cinco Villas	65 a 69	Mujeres	8
2003	05	Cinco Villas	70 a 74	Hombres	2
2003	05	Cinco Villas	70 a 74	Mujeres	4
2003	05	Cinco Villas	75 a 79	Hombres	2
2003	05	Cinco Villas	75 a 79	Mujeres	1
2003	05	Cinco Villas	80 a 84	Hombres	1
2003	06	Hoya de Huesca / Plana de Uesca	00 a 04	Hombres	42
2003	06	Hoya de Huesca / Plana de Uesca	00 a 04	Mujeres	62
2003	06	Hoya de Huesca / Plana de Uesca	05 a 09	Hombres	62
2003	06	Hoya de Huesca / Plana de Uesca	05 a 09	Mujeres	47
2003	06	Hoya de Huesca / Plana de Uesca	10 a 14	Hombres	57
2003	06	Hoya de Huesca / Plana de Uesca	10 a 14	Mujeres	56
2003	06	Hoya de Huesca / Plana de Uesca	15 a 19	Hombres	55
2003	06	Hoya de Huesca / Plana de Uesca	15 a 19	Mujeres	46
2003	06	Hoya de Huesca / Plana de Uesca	20 a 24	Hombres	123
2003	06	Hoya de Huesca / Plana de Uesca	20 a 24	Mujeres	121
2003	06	Hoya de Huesca / Plana de Uesca	25 a 29	Hombres	207
2003	06	Hoya de Huesca / Plana de Uesca	25 a 29	Mujeres	159
2003	06	Hoya de Huesca / Plana de Uesca	30 a 34	Hombres	227
2003	06	Hoya de Huesca / Plana de Uesca	30 a 34	Mujeres	157
2003	06	Hoya de Huesca / Plana de Uesca	35 a 39	Hombres	155
2003	06	Hoya de Huesca / Plana de Uesca	35 a 39	Mujeres	124
2003	06	Hoya de Huesca / Plana de Uesca	40 a 44	Hombres	108
2003	06	Hoya de Huesca / Plana de Uesca	40 a 44	Mujeres	77
2003	06	Hoya de Huesca / Plana de Uesca	45 a 49	Hombres	63
2003	06	Hoya de Huesca / Plana de Uesca	45 a 49	Mujeres	48
2003	06	Hoya de Huesca / Plana de Uesca	50 a 54	Hombres	21
2003	06	Hoya de Huesca / Plana de Uesca	50 a 54	Mujeres	24
2003	06	Hoya de Huesca / Plana de Uesca	55 a 59	Hombres	15
2003	06	Hoya de Huesca / Plana de Uesca	55 a 59	Mujeres	20
2003	06	Hoya de Huesca / Plana de Uesca	60 a 64	Hombres	10
2003	06	Hoya de Huesca / Plana de Uesca	60 a 64	Mujeres	10
2003	06	Hoya de Huesca / Plana de Uesca	65 a 69	Hombres	3
2003	06	Hoya de Huesca / Plana de Uesca	65 a 69	Mujeres	10
2003	06	Hoya de Huesca / Plana de Uesca	70 a 74	Hombres	1
2003	06	Hoya de Huesca / Plana de Uesca	70 a 74	Mujeres	8
2003	06	Hoya de Huesca / Plana de Uesca	75 a 79	Hombres	5
2003	06	Hoya de Huesca / Plana de Uesca	75 a 79	Mujeres	5
2003	06	Hoya de Huesca / Plana de Uesca	80 a 84	Hombres	4
2003	06	Hoya de Huesca / Plana de Uesca	80 a 84	Mujeres	2
2003	06	Hoya de Huesca / Plana de Uesca	85 a 89	Hombres	1
2003	06	Hoya de Huesca / Plana de Uesca	85 a 89	Mujeres	3
2003	06	Hoya de Huesca / Plana de Uesca	90 a 94	Mujeres	1
2003	07	Somontano de Barbastro	00 a 04	Hombres	31
2003	07	Somontano de Barbastro	00 a 04	Mujeres	21
2003	07	Somontano de Barbastro	05 a 09	Hombres	28
2003	07	Somontano de Barbastro	05 a 09	Mujeres	35
2003	07	Somontano de Barbastro	10 a 14	Hombres	14
2003	07	Somontano de Barbastro	10 a 14	Mujeres	19
2003	07	Somontano de Barbastro	15 a 19	Hombres	26
2003	07	Somontano de Barbastro	15 a 19	Mujeres	21
2003	07	Somontano de Barbastro	20 a 24	Hombres	61
2003	07	Somontano de Barbastro	20 a 24	Mujeres	46
2003	07	Somontano de Barbastro	25 a 29	Hombres	116
2003	07	Somontano de Barbastro	25 a 29	Mujeres	71
2003	07	Somontano de Barbastro	30 a 34	Hombres	87
2003	07	Somontano de Barbastro	30 a 34	Mujeres	51
2003	07	Somontano de Barbastro	35 a 39	Hombres	54
2003	07	Somontano de Barbastro	35 a 39	Mujeres	46
2003	07	Somontano de Barbastro	40 a 44	Hombres	35
2003	07	Somontano de Barbastro	40 a 44	Mujeres	30
2003	07	Somontano de Barbastro	45 a 49	Hombres	23
2003	07	Somontano de Barbastro	45 a 49	Mujeres	28
2003	07	Somontano de Barbastro	50 a 54	Hombres	18
2003	07	Somontano de Barbastro	50 a 54	Mujeres	12
2003	07	Somontano de Barbastro	55 a 59	Hombres	10
2003	07	Somontano de Barbastro	55 a 59	Mujeres	10
2003	07	Somontano de Barbastro	60 a 64	Hombres	6
2003	07	Somontano de Barbastro	60 a 64	Mujeres	3
2003	07	Somontano de Barbastro	65 a 69	Hombres	2
2003	07	Somontano de Barbastro	65 a 69	Mujeres	4
2003	07	Somontano de Barbastro	70 a 74	Hombres	4
2003	07	Somontano de Barbastro	70 a 74	Mujeres	3
2003	07	Somontano de Barbastro	75 a 79	Hombres	2
2003	07	Somontano de Barbastro	75 a 79	Mujeres	5
2003	07	Somontano de Barbastro	85 a 89	Hombres	2
2003	07	Somontano de Barbastro	85 a 89	Mujeres	1
2003	08	Cinca Medio	00 a 04	Hombres	47
2003	08	Cinca Medio	00 a 04	Mujeres	46
2003	08	Cinca Medio	05 a 09	Hombres	26
2003	08	Cinca Medio	05 a 09	Mujeres	29
2003	08	Cinca Medio	10 a 14	Hombres	22
2003	08	Cinca Medio	10 a 14	Mujeres	28
2003	08	Cinca Medio	15 a 19	Hombres	46
2003	08	Cinca Medio	15 a 19	Mujeres	8
2003	08	Cinca Medio	20 a 24	Hombres	100
2003	08	Cinca Medio	20 a 24	Mujeres	47
2003	08	Cinca Medio	25 a 29	Hombres	230
2003	08	Cinca Medio	25 a 29	Mujeres	76
2003	08	Cinca Medio	30 a 34	Hombres	238
2003	08	Cinca Medio	30 a 34	Mujeres	79
2003	08	Cinca Medio	35 a 39	Hombres	171
2003	08	Cinca Medio	35 a 39	Mujeres	39
2003	08	Cinca Medio	40 a 44	Hombres	92
2003	08	Cinca Medio	40 a 44	Mujeres	36
2003	08	Cinca Medio	45 a 49	Hombres	59
2003	08	Cinca Medio	45 a 49	Mujeres	20
2003	08	Cinca Medio	50 a 54	Hombres	18
2003	08	Cinca Medio	50 a 54	Mujeres	10
2003	08	Cinca Medio	55 a 59	Hombres	10
2003	08	Cinca Medio	55 a 59	Mujeres	3
2003	08	Cinca Medio	60 a 64	Hombres	4
2003	08	Cinca Medio	60 a 64	Mujeres	4
2003	08	Cinca Medio	65 a 69	Hombres	3
2003	08	Cinca Medio	65 a 69	Mujeres	4
2003	08	Cinca Medio	70 a 74	Hombres	4
2003	08	Cinca Medio	70 a 74	Mujeres	3
2003	08	Cinca Medio	75 a 79	Hombres	1
2003	08	Cinca Medio	75 a 79	Mujeres	1
2003	08	Cinca Medio	80 a 84	Hombres	1
2003	08	Cinca Medio	80 a 84	Mujeres	1
2003	09	La Litera / La Llitera	00 a 04	Hombres	34
2003	09	La Litera / La Llitera	00 a 04	Mujeres	30
2003	09	La Litera / La Llitera	05 a 09	Hombres	21
2003	09	La Litera / La Llitera	05 a 09	Mujeres	15
2003	09	La Litera / La Llitera	10 a 14	Hombres	17
2003	09	La Litera / La Llitera	10 a 14	Mujeres	18
2003	09	La Litera / La Llitera	15 a 19	Hombres	25
2003	09	La Litera / La Llitera	15 a 19	Mujeres	16
2003	09	La Litera / La Llitera	20 a 24	Hombres	100
2003	09	La Litera / La Llitera	20 a 24	Mujeres	50
2003	09	La Litera / La Llitera	25 a 29	Hombres	171
2003	09	La Litera / La Llitera	25 a 29	Mujeres	44
2003	09	La Litera / La Llitera	30 a 34	Hombres	143
2003	09	La Litera / La Llitera	30 a 34	Mujeres	47
2003	09	La Litera / La Llitera	35 a 39	Hombres	94
2003	09	La Litera / La Llitera	35 a 39	Mujeres	32
2003	09	La Litera / La Llitera	40 a 44	Hombres	50
2003	09	La Litera / La Llitera	40 a 44	Mujeres	17
2003	09	La Litera / La Llitera	45 a 49	Hombres	20
2003	09	La Litera / La Llitera	45 a 49	Mujeres	10
2003	09	La Litera / La Llitera	50 a 54	Hombres	6
2003	09	La Litera / La Llitera	50 a 54	Mujeres	7
2003	09	La Litera / La Llitera	55 a 59	Hombres	1
2003	09	La Litera / La Llitera	55 a 59	Mujeres	2
2003	09	La Litera / La Llitera	60 a 64	Hombres	3
2003	09	La Litera / La Llitera	60 a 64	Mujeres	2
2003	09	La Litera / La Llitera	65 a 69	Hombres	4
2003	09	La Litera / La Llitera	65 a 69	Mujeres	5
2003	09	La Litera / La Llitera	70 a 74	Hombres	1
2003	09	La Litera / La Llitera	70 a 74	Mujeres	3
2003	09	La Litera / La Llitera	75 a 79	Hombres	1
2003	09	La Litera / La Llitera	75 a 79	Mujeres	1
2003	09	La Litera / La Llitera	95 y más	Hombres	1
2003	10	Los Monegros	00 a 04	Hombres	15
2003	10	Los Monegros	00 a 04	Mujeres	8
2003	10	Los Monegros	05 a 09	Hombres	24
2003	10	Los Monegros	05 a 09	Mujeres	12
2003	10	Los Monegros	10 a 14	Hombres	17
2003	10	Los Monegros	10 a 14	Mujeres	15
2003	10	Los Monegros	15 a 19	Hombres	25
2003	10	Los Monegros	15 a 19	Mujeres	16
2003	10	Los Monegros	20 a 24	Hombres	39
2003	10	Los Monegros	20 a 24	Mujeres	26
2003	10	Los Monegros	25 a 29	Hombres	80
2003	10	Los Monegros	25 a 29	Mujeres	42
2003	10	Los Monegros	30 a 34	Hombres	75
2003	10	Los Monegros	30 a 34	Mujeres	47
2003	10	Los Monegros	35 a 39	Hombres	50
2003	10	Los Monegros	35 a 39	Mujeres	32
2003	10	Los Monegros	40 a 44	Hombres	31
2003	10	Los Monegros	40 a 44	Mujeres	17
2003	10	Los Monegros	45 a 49	Hombres	22
2003	10	Los Monegros	45 a 49	Mujeres	12
2003	10	Los Monegros	50 a 54	Hombres	10
2003	10	Los Monegros	50 a 54	Mujeres	10
2003	10	Los Monegros	55 a 59	Hombres	5
2003	10	Los Monegros	55 a 59	Mujeres	6
2003	10	Los Monegros	60 a 64	Hombres	1
2003	10	Los Monegros	60 a 64	Mujeres	4
2003	10	Los Monegros	65 a 69	Hombres	3
2003	10	Los Monegros	65 a 69	Mujeres	2
2003	10	Los Monegros	70 a 74	Hombres	2
2003	10	Los Monegros	70 a 74	Mujeres	1
2003	10	Los Monegros	75 a 79	Hombres	1
2003	10	Los Monegros	75 a 79	Mujeres	2
2003	10	Los Monegros	85 a 89	Hombres	1
2003	10	Los Monegros	85 a 89	Mujeres	2
2003	11	Bajo Cinca / Baix Cinca	00 a 04	Hombres	24
2003	11	Bajo Cinca / Baix Cinca	00 a 04	Mujeres	19
2003	11	Bajo Cinca / Baix Cinca	05 a 09	Hombres	28
2003	11	Bajo Cinca / Baix Cinca	05 a 09	Mujeres	29
2003	11	Bajo Cinca / Baix Cinca	10 a 14	Hombres	21
2003	11	Bajo Cinca / Baix Cinca	10 a 14	Mujeres	24
2003	11	Bajo Cinca / Baix Cinca	15 a 19	Hombres	42
2003	11	Bajo Cinca / Baix Cinca	15 a 19	Mujeres	31
2003	11	Bajo Cinca / Baix Cinca	20 a 24	Hombres	136
2003	11	Bajo Cinca / Baix Cinca	20 a 24	Mujeres	58
2003	11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	250
2003	11	Bajo Cinca / Baix Cinca	25 a 29	Mujeres	83
2003	11	Bajo Cinca / Baix Cinca	30 a 34	Hombres	243
2003	11	Bajo Cinca / Baix Cinca	30 a 34	Mujeres	62
2003	11	Bajo Cinca / Baix Cinca	35 a 39	Hombres	166
2003	11	Bajo Cinca / Baix Cinca	35 a 39	Mujeres	49
2003	11	Bajo Cinca / Baix Cinca	40 a 44	Hombres	96
2003	11	Bajo Cinca / Baix Cinca	40 a 44	Mujeres	28
2003	11	Bajo Cinca / Baix Cinca	45 a 49	Hombres	49
2003	11	Bajo Cinca / Baix Cinca	45 a 49	Mujeres	12
2003	11	Bajo Cinca / Baix Cinca	50 a 54	Hombres	25
2003	11	Bajo Cinca / Baix Cinca	50 a 54	Mujeres	9
2003	11	Bajo Cinca / Baix Cinca	55 a 59	Hombres	12
2003	11	Bajo Cinca / Baix Cinca	55 a 59	Mujeres	7
2003	11	Bajo Cinca / Baix Cinca	60 a 64	Hombres	2
2003	11	Bajo Cinca / Baix Cinca	60 a 64	Mujeres	4
2003	11	Bajo Cinca / Baix Cinca	65 a 69	Hombres	3
2003	11	Bajo Cinca / Baix Cinca	65 a 69	Mujeres	3
2003	11	Bajo Cinca / Baix Cinca	70 a 74	Hombres	1
2003	11	Bajo Cinca / Baix Cinca	80 a 84	Mujeres	1
2003	11	Bajo Cinca / Baix Cinca	85 a 89	Hombres	2
2003	12	Tarazona y el Moncayo	00 a 04	Hombres	11
2003	12	Tarazona y el Moncayo	00 a 04	Mujeres	11
2003	12	Tarazona y el Moncayo	05 a 09	Hombres	15
2003	12	Tarazona y el Moncayo	05 a 09	Mujeres	15
2003	12	Tarazona y el Moncayo	10 a 14	Hombres	12
2003	12	Tarazona y el Moncayo	10 a 14	Mujeres	9
2003	12	Tarazona y el Moncayo	15 a 19	Hombres	5
2003	12	Tarazona y el Moncayo	15 a 19	Mujeres	15
2003	12	Tarazona y el Moncayo	20 a 24	Hombres	39
2003	12	Tarazona y el Moncayo	20 a 24	Mujeres	31
2003	12	Tarazona y el Moncayo	25 a 29	Hombres	38
2003	12	Tarazona y el Moncayo	25 a 29	Mujeres	46
2003	12	Tarazona y el Moncayo	30 a 34	Hombres	54
2003	12	Tarazona y el Moncayo	30 a 34	Mujeres	25
2003	12	Tarazona y el Moncayo	35 a 39	Hombres	26
2003	12	Tarazona y el Moncayo	35 a 39	Mujeres	15
2003	12	Tarazona y el Moncayo	40 a 44	Hombres	14
2003	12	Tarazona y el Moncayo	40 a 44	Mujeres	14
2003	12	Tarazona y el Moncayo	45 a 49	Hombres	6
2003	12	Tarazona y el Moncayo	45 a 49	Mujeres	5
2003	12	Tarazona y el Moncayo	50 a 54	Hombres	4
2003	12	Tarazona y el Moncayo	50 a 54	Mujeres	5
2003	12	Tarazona y el Moncayo	55 a 59	Hombres	2
2003	12	Tarazona y el Moncayo	55 a 59	Mujeres	1
2003	12	Tarazona y el Moncayo	60 a 64	Mujeres	4
2003	12	Tarazona y el Moncayo	65 a 69	Mujeres	2
2003	12	Tarazona y el Moncayo	70 a 74	Hombres	1
2003	12	Tarazona y el Moncayo	80 a 84	Hombres	1
2003	12	Tarazona y el Moncayo	80 a 84	Mujeres	1
2003	12	Tarazona y el Moncayo	90 a 94	Mujeres	1
2003	12	Tarazona y el Moncayo	95 y más	Hombres	2
2003	13	Campo de Borja	00 a 04	Hombres	18
2003	13	Campo de Borja	00 a 04	Mujeres	16
2003	13	Campo de Borja	05 a 09	Hombres	16
2003	13	Campo de Borja	05 a 09	Mujeres	10
2003	13	Campo de Borja	10 a 14	Hombres	10
2003	13	Campo de Borja	10 a 14	Mujeres	10
2003	13	Campo de Borja	15 a 19	Hombres	14
2003	13	Campo de Borja	15 a 19	Mujeres	11
2003	13	Campo de Borja	20 a 24	Hombres	67
2003	13	Campo de Borja	20 a 24	Mujeres	37
2003	13	Campo de Borja	25 a 29	Hombres	112
2003	13	Campo de Borja	25 a 29	Mujeres	38
2003	13	Campo de Borja	30 a 34	Hombres	102
2003	13	Campo de Borja	30 a 34	Mujeres	20
2003	13	Campo de Borja	35 a 39	Hombres	67
2003	13	Campo de Borja	35 a 39	Mujeres	23
2003	13	Campo de Borja	40 a 44	Hombres	34
2003	13	Campo de Borja	40 a 44	Mujeres	23
2003	13	Campo de Borja	45 a 49	Hombres	25
2003	13	Campo de Borja	45 a 49	Mujeres	11
2003	13	Campo de Borja	50 a 54	Hombres	11
2003	13	Campo de Borja	50 a 54	Mujeres	1
2003	13	Campo de Borja	55 a 59	Hombres	5
2003	13	Campo de Borja	55 a 59	Mujeres	4
2003	13	Campo de Borja	60 a 64	Hombres	3
2003	13	Campo de Borja	60 a 64	Mujeres	2
2003	13	Campo de Borja	65 a 69	Hombres	1
2003	13	Campo de Borja	65 a 69	Mujeres	2
2003	13	Campo de Borja	70 a 74	Hombres	2
2003	13	Campo de Borja	75 a 79	Hombres	1
2003	13	Campo de Borja	75 a 79	Mujeres	3
2003	14	Aranda	00 a 04	Hombres	9
2003	14	Aranda	00 a 04	Mujeres	7
2003	14	Aranda	05 a 09	Hombres	19
2003	14	Aranda	05 a 09	Mujeres	9
2003	14	Aranda	10 a 14	Hombres	13
2003	14	Aranda	10 a 14	Mujeres	8
2003	14	Aranda	15 a 19	Hombres	9
2003	14	Aranda	15 a 19	Mujeres	13
2003	14	Aranda	20 a 24	Hombres	24
2003	14	Aranda	20 a 24	Mujeres	12
2003	14	Aranda	25 a 29	Hombres	36
2003	14	Aranda	25 a 29	Mujeres	19
2003	14	Aranda	30 a 34	Hombres	52
2003	14	Aranda	30 a 34	Mujeres	22
2003	14	Aranda	35 a 39	Hombres	37
2003	14	Aranda	35 a 39	Mujeres	11
2003	14	Aranda	40 a 44	Hombres	16
2003	14	Aranda	40 a 44	Mujeres	8
2003	14	Aranda	45 a 49	Hombres	8
2003	14	Aranda	45 a 49	Mujeres	3
2003	14	Aranda	50 a 54	Hombres	2
2003	14	Aranda	50 a 54	Mujeres	4
2003	14	Aranda	55 a 59	Hombres	2
2003	14	Aranda	55 a 59	Mujeres	3
2003	14	Aranda	60 a 64	Hombres	4
2003	14	Aranda	60 a 64	Mujeres	2
2003	15	Ribera Alta del Ebro	00 a 04	Hombres	20
2003	15	Ribera Alta del Ebro	00 a 04	Mujeres	13
2003	15	Ribera Alta del Ebro	05 a 09	Hombres	19
2003	15	Ribera Alta del Ebro	05 a 09	Mujeres	12
2003	15	Ribera Alta del Ebro	10 a 14	Hombres	33
2003	15	Ribera Alta del Ebro	10 a 14	Mujeres	16
2003	15	Ribera Alta del Ebro	15 a 19	Hombres	32
2003	15	Ribera Alta del Ebro	15 a 19	Mujeres	21
2003	15	Ribera Alta del Ebro	20 a 24	Hombres	39
2003	15	Ribera Alta del Ebro	20 a 24	Mujeres	42
2003	15	Ribera Alta del Ebro	25 a 29	Hombres	76
2003	15	Ribera Alta del Ebro	25 a 29	Mujeres	52
2003	15	Ribera Alta del Ebro	30 a 34	Hombres	76
2003	15	Ribera Alta del Ebro	30 a 34	Mujeres	45
2003	15	Ribera Alta del Ebro	35 a 39	Hombres	65
2003	15	Ribera Alta del Ebro	35 a 39	Mujeres	31
2003	15	Ribera Alta del Ebro	40 a 44	Hombres	46
2003	15	Ribera Alta del Ebro	40 a 44	Mujeres	27
2003	15	Ribera Alta del Ebro	45 a 49	Hombres	26
2003	15	Ribera Alta del Ebro	45 a 49	Mujeres	20
2003	15	Ribera Alta del Ebro	50 a 54	Hombres	12
2003	15	Ribera Alta del Ebro	50 a 54	Mujeres	7
2003	15	Ribera Alta del Ebro	55 a 59	Hombres	5
2003	15	Ribera Alta del Ebro	55 a 59	Mujeres	4
2003	15	Ribera Alta del Ebro	60 a 64	Hombres	2
2003	15	Ribera Alta del Ebro	60 a 64	Mujeres	1
2003	15	Ribera Alta del Ebro	65 a 69	Hombres	3
2003	15	Ribera Alta del Ebro	65 a 69	Mujeres	1
2003	15	Ribera Alta del Ebro	70 a 74	Mujeres	1
2003	15	Ribera Alta del Ebro	75 a 79	Mujeres	1
2003	15	Ribera Alta del Ebro	80 a 84	Mujeres	1
2003	16	Valdejalón	00 a 04	Hombres	59
2003	16	Valdejalón	00 a 04	Mujeres	37
2003	16	Valdejalón	05 a 09	Hombres	50
2003	16	Valdejalón	05 a 09	Mujeres	29
2003	16	Valdejalón	10 a 14	Hombres	42
2003	16	Valdejalón	10 a 14	Mujeres	46
2003	16	Valdejalón	15 a 19	Hombres	57
2003	16	Valdejalón	15 a 19	Mujeres	47
2003	16	Valdejalón	20 a 24	Hombres	220
2003	16	Valdejalón	20 a 24	Mujeres	133
2003	16	Valdejalón	25 a 29	Hombres	353
2003	16	Valdejalón	25 a 29	Mujeres	143
2003	16	Valdejalón	30 a 34	Hombres	361
2003	16	Valdejalón	30 a 34	Mujeres	141
2003	16	Valdejalón	35 a 39	Hombres	233
2003	16	Valdejalón	35 a 39	Mujeres	92
2003	16	Valdejalón	40 a 44	Hombres	180
2003	16	Valdejalón	40 a 44	Mujeres	67
2003	16	Valdejalón	45 a 49	Hombres	91
2003	16	Valdejalón	45 a 49	Mujeres	44
2003	16	Valdejalón	50 a 54	Hombres	46
2003	16	Valdejalón	50 a 54	Mujeres	14
2003	16	Valdejalón	55 a 59	Hombres	17
2003	16	Valdejalón	55 a 59	Mujeres	8
2003	16	Valdejalón	60 a 64	Hombres	6
2003	16	Valdejalón	60 a 64	Mujeres	6
2003	16	Valdejalón	65 a 69	Hombres	2
2003	16	Valdejalón	65 a 69	Mujeres	3
2003	16	Valdejalón	70 a 74	Hombres	1
2003	16	Valdejalón	70 a 74	Mujeres	1
2003	16	Valdejalón	80 a 84	Hombres	1
2003	17	D.C. Zaragoza	00 a 04	Hombres	1120
2003	17	D.C. Zaragoza	00 a 04	Mujeres	1130
2003	17	D.C. Zaragoza	05 a 09	Hombres	912
2003	17	D.C. Zaragoza	05 a 09	Mujeres	975
2003	17	D.C. Zaragoza	10 a 14	Hombres	900
2003	17	D.C. Zaragoza	10 a 14	Mujeres	866
2003	17	D.C. Zaragoza	15 a 19	Hombres	993
2003	17	D.C. Zaragoza	15 a 19	Mujeres	919
2003	17	D.C. Zaragoza	20 a 24	Hombres	2041
2003	17	D.C. Zaragoza	20 a 24	Mujeres	2254
2003	17	D.C. Zaragoza	25 a 29	Hombres	3018
2003	17	D.C. Zaragoza	25 a 29	Mujeres	2832
2003	17	D.C. Zaragoza	30 a 34	Hombres	3246
2003	17	D.C. Zaragoza	30 a 34	Mujeres	2405
2003	17	D.C. Zaragoza	35 a 39	Hombres	2411
2003	17	D.C. Zaragoza	35 a 39	Mujeres	1830
2003	17	D.C. Zaragoza	40 a 44	Hombres	1504
2003	17	D.C. Zaragoza	40 a 44	Mujeres	1251
2003	17	D.C. Zaragoza	45 a 49	Hombres	889
2003	17	D.C. Zaragoza	45 a 49	Mujeres	794
2003	17	D.C. Zaragoza	50 a 54	Hombres	464
2003	17	D.C. Zaragoza	50 a 54	Mujeres	463
2003	17	D.C. Zaragoza	55 a 59	Hombres	243
2003	17	D.C. Zaragoza	55 a 59	Mujeres	285
2003	17	D.C. Zaragoza	60 a 64	Hombres	140
2003	17	D.C. Zaragoza	60 a 64	Mujeres	175
2003	17	D.C. Zaragoza	65 a 69	Hombres	91
2003	17	D.C. Zaragoza	65 a 69	Mujeres	109
2003	17	D.C. Zaragoza	70 a 74	Hombres	70
2003	17	D.C. Zaragoza	70 a 74	Mujeres	104
2003	17	D.C. Zaragoza	75 a 79	Hombres	28
2003	17	D.C. Zaragoza	75 a 79	Mujeres	70
2003	17	D.C. Zaragoza	80 a 84	Hombres	23
2003	17	D.C. Zaragoza	80 a 84	Mujeres	35
2003	17	D.C. Zaragoza	85 a 89	Hombres	8
