Mes y año	Provincia código	Provincia nombre	Nº parados	Sexo
Noviembre 2012	44	Teruel	5855	Hombres
Noviembre 2012	44	Teruel	5261	Mujeres
Noviembre 2012	50	Zaragoza	41472	Hombres
Noviembre 2012	50	Zaragoza	42487	Mujeres
Octubre 2012	22	Huesca	8508	Hombres
Octubre 2012	22	Huesca	7807	Mujeres
Octubre 2012	44	Teruel	5734	Hombres
Octubre 2012	44	Teruel	5038	Mujeres
Octubre 2012	50	Zaragoza	41293	Hombres
Octubre 2012	50	Zaragoza	42381	Mujeres
Septiembre 2012	22	Huesca	8150	Hombres
Septiembre 2012	22	Huesca	7476	Mujeres
Septiembre 2012	44	Teruel	5489	Hombres
Septiembre 2012	44	Teruel	4711	Mujeres
Septiembre 2012	50	Zaragoza	39685	Hombres
Septiembre 2012	50	Zaragoza	41319	Mujeres
Agosto 2012	22	Huesca	7518	Hombres
Agosto 2012	22	Huesca	6910	Mujeres
Agosto 2012	44	Teruel	5441	Hombres
Agosto 2012	44	Teruel	4372	Mujeres
Agosto 2012	50	Zaragoza	39140	Hombres
Agosto 2012	50	Zaragoza	40988	Mujeres
Julio 2012	22	Huesca	7521	Hombres
Julio 2012	22	Huesca	6775	Mujeres
Julio 2012	44	Teruel	5357	Hombres
Julio 2012	44	Teruel	4395	Mujeres
Julio 2012	50	Zaragoza	39158	Hombres
Julio 2012	50	Zaragoza	40578	Mujeres
Junio 2012	22	Huesca	7687	Hombres
Junio 2012	22	Huesca	6893	Mujeres
Junio 2012	44	Teruel	5310	Hombres
Junio 2012	44	Teruel	4604	Mujeres
Junio 2012	50	Zaragoza	39342	Hombres
Junio 2012	50	Zaragoza	41023	Mujeres
Mayo 2012	22	Huesca	7941	Hombres
Mayo 2012	22	Huesca	7297	Mujeres
Mayo 2012	44	Teruel	5434	Hombres
Mayo 2012	44	Teruel	4814	Mujeres
Mayo 2012	50	Zaragoza	40430	Hombres
Mayo 2012	50	Zaragoza	41986	Mujeres
Abril 2012	22	Huesca	8420	Hombres
Abril 2012	22	Huesca	7327	Mujeres
Abril 2012	44	Teruel	5596	Hombres
Abril 2012	44	Teruel	4817	Mujeres
Abril 2012	50	Zaragoza	41180	Hombres
Abril 2012	50	Zaragoza	41522	Mujeres
Marzo 2012	22	Huesca	8367	Hombres
Marzo 2012	22	Huesca	7322	Mujeres
Marzo 2012	44	Teruel	5726	Hombres
Marzo 2012	44	Teruel	4895	Mujeres
Marzo 2012	50	Zaragoza	41610	Hombres
Marzo 2012	50	Zaragoza	41327	Mujeres
Febrero 2012	22	Huesca	8297	Hombres
Febrero 2012	22	Huesca	7228	Mujeres
Febrero 2012	44	Teruel	5740	Hombres
Febrero 2012	44	Teruel	4852	Mujeres
Febrero 2012	50	Zaragoza	40947	Hombres
Febrero 2012	50	Zaragoza	40849	Mujeres
Enero 2012	22	Huesca	8166	Hombres
Enero 2012	22	Huesca	7227	Mujeres
Enero 2012	44	Teruel	5609	Hombres
Enero 2012	44	Teruel	4772	Mujeres
Enero 2012	50	Zaragoza	39940	Hombres
Enero 2012	50	Zaragoza	40039	Mujeres
Diciembre 2011	22	Huesca	7814	Hombres
Diciembre 2011	22	Huesca	6729	Mujeres
Diciembre 2011	44	Teruel	5384	Hombres
Diciembre 2011	44	Teruel	4617	Mujeres
Diciembre 2011	50	Zaragoza	39185	Hombres
Diciembre 2011	50	Zaragoza	38253	Mujeres
Noviembre 2011	22	Huesca	7678	Hombres
Noviembre 2011	22	Huesca	6832	Mujeres
Noviembre 2011	44	Teruel	5139	Hombres
Noviembre 2011	44	Teruel	4665	Mujeres
Noviembre 2011	50	Zaragoza	37636	Hombres
Noviembre 2011	50	Zaragoza	38128	Mujeres
Octubre 2011	22	Huesca	7450	Hombres
Octubre 2011	22	Huesca	6724	Mujeres
Octubre 2011	44	Teruel	4920	Hombres
Octubre 2011	44	Teruel	4365	Mujeres
Octubre 2011	50	Zaragoza	36807	Hombres
Octubre 2011	50	Zaragoza	37382	Mujeres
Septiembre 2011	22	Huesca	7248	Hombres
Septiembre 2011	22	Huesca	6650	Mujeres
Septiembre 2011	44	Teruel	4814	Hombres
Septiembre 2011	44	Teruel	4147	Mujeres
Septiembre 2011	50	Zaragoza	35399	Hombres
Septiembre 2011	50	Zaragoza	36443	Mujeres
Agosto 2011	22	Huesca	6777	Hombres
Agosto 2011	22	Huesca	6081	Mujeres
Agosto 2011	44	Teruel	4775	Hombres
Agosto 2011	44	Teruel	3884	Mujeres
Agosto 2011	50	Zaragoza	35348	Hombres
Agosto 2011	50	Zaragoza	35850	Mujeres
Julio 2011	22	Huesca	6548	Hombres
Julio 2011	22	Huesca	5901	Mujeres
Julio 2011	44	Teruel	4646	Hombres
Julio 2011	44	Teruel	3910	Mujeres
Julio 2011	50	Zaragoza	35435	Hombres
Julio 2011	50	Zaragoza	35432	Mujeres
Junio 2011	22	Huesca	6735	Hombres
Junio 2011	22	Huesca	6043	Mujeres
Junio 2011	44	Teruel	4601	Hombres
Junio 2011	44	Teruel	4079	Mujeres
Junio 2011	50	Zaragoza	34678	Hombres
Junio 2011	50	Zaragoza	35135	Mujeres
Mayo 2011	22	Huesca	6825	Hombres
Mayo 2011	22	Huesca	6234	Mujeres
Mayo 2011	44	Teruel	4566	Hombres
Mayo 2011	44	Teruel	4083	Mujeres
Mayo 2011	50	Zaragoza	35396	Hombres
Mayo 2011	50	Zaragoza	35381	Mujeres
Abril 2011	22	Huesca	7478	Hombres
Abril 2011	22	Huesca	6391	Mujeres
Abril 2011	44	Teruel	4972	Hombres
Abril 2011	44	Teruel	4302	Mujeres
Abril 2011	50	Zaragoza	37713	Hombres
Abril 2011	50	Zaragoza	36944	Mujeres
Marzo 2011	22	Huesca	7452	Hombres
Marzo 2011	22	Huesca	6529	Mujeres
Marzo 2011	44	Teruel	5014	Hombres
Marzo 2011	44	Teruel	4329	Mujeres
Marzo 2011	50	Zaragoza	38118	Hombres
Marzo 2011	50	Zaragoza	37398	Mujeres
Febrero 2011	22	Huesca	7389	Hombres
Febrero 2011	22	Huesca	6342	Mujeres
Febrero 2011	44	Teruel	5072	Hombres
Febrero 2011	44	Teruel	4260	Mujeres
Febrero 2011	50	Zaragoza	37378	Hombres
Febrero 2011	50	Zaragoza	36842	Mujeres
Enero 2011	22	Huesca	7302	Hombres
Enero 2011	22	Huesca	6206	Mujeres
Enero 2011	44	Teruel	4905	Hombres
Enero 2011	44	Teruel	4255	Mujeres
Enero 2011	50	Zaragoza	36685	Hombres
Enero 2011	50	Zaragoza	35926	Mujeres
Diciembre 2010	22	Huesca	7178	Hombres
Diciembre 2010	22	Huesca	5909	Mujeres
Diciembre 2010	44	Teruel	4658	Hombres
Diciembre 2010	44	Teruel	4057	Mujeres
Diciembre 2010	50	Zaragoza	36583	Hombres
Diciembre 2010	50	Zaragoza	34284	Mujeres
Noviembre 2010	22	Huesca	6998	Hombres
Noviembre 2010	22	Huesca	6120	Mujeres
Noviembre 2010	44	Teruel	4449	Hombres
Noviembre 2010	44	Teruel	4078	Mujeres
Noviembre 2010	50	Zaragoza	35343	Hombres
Noviembre 2010	50	Zaragoza	34535	Mujeres
Octubre 2010	22	Huesca	6965	Hombres
Octubre 2010	22	Huesca	6042	Mujeres
Octubre 2010	44	Teruel	4279	Hombres
Octubre 2010	44	Teruel	3916	Mujeres
Octubre 2010	50	Zaragoza	34791	Hombres
Octubre 2010	50	Zaragoza	34106	Mujeres
Septiembre 2010	22	Huesca	6842	Hombres
Septiembre 2010	22	Huesca	5682	Mujeres
Septiembre 2010	44	Teruel	4177	Hombres
Septiembre 2010	44	Teruel	3626	Mujeres
Septiembre 2010	50	Zaragoza	34277	Hombres
Septiembre 2010	50	Zaragoza	33490	Mujeres
Agosto 2010	22	Huesca	6522	Hombres
Agosto 2010	22	Huesca	5408	Mujeres
Agosto 2010	44	Teruel	4233	Hombres
Agosto 2010	44	Teruel	3582	Mujeres
Agosto 2010	50	Zaragoza	35271	Hombres
Agosto 2010	50	Zaragoza	33887	Mujeres
Julio 2010	22	Huesca	6415	Hombres
Julio 2010	22	Huesca	5338	Mujeres
Julio 2010	44	Teruel	4263	Hombres
Julio 2010	44	Teruel	3643	Mujeres
Julio 2010	50	Zaragoza	35341	Hombres
Julio 2010	50	Zaragoza	33440	Mujeres
Junio 2010	22	Huesca	6756	Hombres
Junio 2010	22	Huesca	5730	Mujeres
Junio 2010	44	Teruel	4446	Hombres
Junio 2010	44	Teruel	3858	Mujeres
Junio 2010	50	Zaragoza	35954	Hombres
Junio 2010	50	Zaragoza	33750	Mujeres
Mayo 2010	22	Huesca	7048	Hombres
Mayo 2010	22	Huesca	6080	Mujeres
Mayo 2010	44	Teruel	4549	Hombres
Mayo 2010	44	Teruel	3952	Mujeres
Mayo 2010	50	Zaragoza	37386	Hombres
Mayo 2010	50	Zaragoza	34399	Mujeres
Abril 2010	22	Huesca	7517	Hombres
Abril 2010	22	Huesca	6103	Mujeres
Abril 2010	44	Teruel	4674	Hombres
Abril 2010	44	Teruel	3982	Mujeres
Abril 2010	50	Zaragoza	38788	Hombres
Abril 2010	50	Zaragoza	35018	Mujeres
Marzo 2010	22	Huesca	7447	Hombres
Marzo 2010	22	Huesca	5915	Mujeres
Marzo 2010	44	Teruel	4754	Hombres
Marzo 2010	44	Teruel	3893	Mujeres
Marzo 2010	50	Zaragoza	38834	Hombres
Marzo 2010	50	Zaragoza	34990	Mujeres
Febrero 2010	22	Huesca	7353	Hombres
Febrero 2010	22	Huesca	5812	Mujeres
Febrero 2010	44	Teruel	4730	Hombres
Febrero 2010	44	Teruel	3959	Mujeres
Febrero 2010	50	Zaragoza	37549	Hombres
Febrero 2010	50	Zaragoza	34002	Mujeres
Enero 2010	22	Huesca	7318	Hombres
Enero 2010	22	Huesca	5670	Mujeres
Enero 2010	44	Teruel	4634	Hombres
Enero 2010	44	Teruel	3891	Mujeres
Enero 2010	50	Zaragoza	36782	Hombres
Enero 2010	50	Zaragoza	32977	Mujeres
Diciembre 2009	22	Huesca	7086	Hombres
Diciembre 2009	22	Huesca	5343	Mujeres
Diciembre 2009	44	Teruel	4363	Hombres
Diciembre 2009	44	Teruel	3736	Mujeres
Diciembre 2009	50	Zaragoza	35958	Hombres
Diciembre 2009	50	Zaragoza	31137	Mujeres
Noviembre 2009	22	Huesca	6768	Hombres
Noviembre 2009	22	Huesca	5465	Mujeres
Noviembre 2009	44	Teruel	4136	Hombres
Noviembre 2009	44	Teruel	3731	Mujeres
Noviembre 2009	50	Zaragoza	34094	Hombres
Noviembre 2009	50	Zaragoza	31002	Mujeres
Octubre 2009	22	Huesca	6734	Hombres
Octubre 2009	22	Huesca	5539	Mujeres
Octubre 2009	44	Teruel	3886	Hombres
Octubre 2009	44	Teruel	3540	Mujeres
Octubre 2009	50	Zaragoza	33566	Hombres
Octubre 2009	50	Zaragoza	30455	Mujeres
Septiembre 2009	22	Huesca	6440	Hombres
Septiembre 2009	22	Huesca	5210	Mujeres
Septiembre 2009	44	Teruel	3813	Hombres
Septiembre 2009	44	Teruel	3257	Mujeres
Septiembre 2009	50	Zaragoza	32748	Hombres
Septiembre 2009	50	Zaragoza	29978	Mujeres
Agosto 2009	22	Huesca	5980	Hombres
Agosto 2009	22	Huesca	4797	Mujeres
Agosto 2009	44	Teruel	3879	Hombres
Agosto 2009	44	Teruel	3090	Mujeres
Agosto 2009	50	Zaragoza	33020	Hombres
Agosto 2009	50	Zaragoza	29964	Mujeres
Julio 2009	22	Huesca	5772	Hombres
Julio 2009	22	Huesca	4615	Mujeres
Julio 2009	44	Teruel	3848	Hombres
Julio 2009	44	Teruel	3097	Mujeres
Julio 2009	50	Zaragoza	32708	Hombres
Julio 2009	50	Zaragoza	29130	Mujeres
Junio 2009	22	Huesca	5934	Hombres
Junio 2009	22	Huesca	4745	Mujeres
Junio 2009	44	Teruel	3745	Hombres
Junio 2009	44	Teruel	3341	Mujeres
Junio 2009	50	Zaragoza	32855	Hombres
Junio 2009	50	Zaragoza	28840	Mujeres
Mayo 2009	22	Huesca	6148	Hombres
Mayo 2009	22	Huesca	5039	Mujeres
Mayo 2009	44	Teruel	3787	Hombres
Mayo 2009	44	Teruel	3535	Mujeres
Mayo 2009	50	Zaragoza	33641	Hombres
Mayo 2009	50	Zaragoza	29184	Mujeres
Abril 2009	22	Huesca	6384	Hombres
Abril 2009	22	Huesca	4941	Mujeres
Abril 2009	44	Teruel	3971	Hombres
Abril 2009	44	Teruel	3459	Mujeres
Abril 2009	50	Zaragoza	33847	Hombres
Abril 2009	50	Zaragoza	29304	Mujeres
Marzo 2009	22	Huesca	6246	Hombres
Marzo 2009	22	Huesca	4929	Mujeres
Marzo 2009	44	Teruel	3940	Hombres
Marzo 2009	44	Teruel	3402	Mujeres
Marzo 2009	50	Zaragoza	32687	Hombres
Marzo 2009	50	Zaragoza	28719	Mujeres
Febrero 2009	22	Huesca	6142	Hombres
Febrero 2009	22	Huesca	4841	Mujeres
Febrero 2009	44	Teruel	3892	Hombres
Febrero 2009	44	Teruel	3307	Mujeres
Febrero 2009	50	Zaragoza	31303	Hombres
Febrero 2009	50	Zaragoza	27501	Mujeres
Enero 2009	22	Huesca	5917	Hombres
Enero 2009	22	Huesca	4631	Mujeres
Enero 2009	44	Teruel	3715	Hombres
Enero 2009	44	Teruel	3188	Mujeres
Enero 2009	50	Zaragoza	29798	Hombres
Enero 2009	50	Zaragoza	26042	Mujeres
Diciembre 2008	22	Huesca	5482	Hombres
Diciembre 2008	22	Huesca	4104	Mujeres
Diciembre 2008	44	Teruel	3365	Hombres
Diciembre 2008	44	Teruel	2854	Mujeres
Diciembre 2008	50	Zaragoza	27784	Hombres
Diciembre 2008	50	Zaragoza	23677	Mujeres
Noviembre 2008	22	Huesca	4862	Hombres
Noviembre 2008	22	Huesca	4157	Mujeres
Noviembre 2008	44	Teruel	2939	Hombres
Noviembre 2008	44	Teruel	2790	Mujeres
Noviembre 2008	50	Zaragoza	24863	Hombres
Noviembre 2008	50	Zaragoza	22830	Mujeres
Octubre 2008	22	Huesca	4557	Hombres
Octubre 2008	22	Huesca	4146	Mujeres
Octubre 2008	44	Teruel	2674	Hombres
Octubre 2008	44	Teruel	2688	Mujeres
Octubre 2008	50	Zaragoza	22443	Hombres
Octubre 2008	50	Zaragoza	21823	Mujeres
Septiembre 2008	22	Huesca	4032	Hombres
Septiembre 2008	22	Huesca	3669	Mujeres
Septiembre 2008	44	Teruel	2352	Hombres
Septiembre 2008	44	Teruel	2334	Mujeres
Septiembre 2008	50	Zaragoza	19133	Hombres
Septiembre 2008	50	Zaragoza	19298	Mujeres
Agosto 2008	22	Huesca	3519	Hombres
Agosto 2008	22	Huesca	3331	Mujeres
Agosto 2008	44	Teruel	2226	Hombres
Agosto 2008	44	Teruel	2115	Mujeres
Agosto 2008	50	Zaragoza	17272	Hombres
Agosto 2008	50	Zaragoza	17722	Mujeres
Julio 2008	22	Huesca	3326	Hombres
Julio 2008	22	Huesca	3191	Mujeres
Julio 2008	44	Teruel	2033	Hombres
Julio 2008	44	Teruel	2122	Mujeres
Julio 2008	50	Zaragoza	15885	Hombres
Julio 2008	50	Zaragoza	17230	Mujeres
Junio 2008	22	Huesca	3144	Hombres
Junio 2008	22	Huesca	3225	Mujeres
Junio 2008	44	Teruel	1887	Hombres
Junio 2008	44	Teruel	2291	Mujeres
Junio 2008	50	Zaragoza	14266	Hombres
Junio 2008	50	Zaragoza	16874	Mujeres
Mayo 2008	22	Huesca	3084	Hombres
Mayo 2008	22	Huesca	3377	Mujeres
Mayo 2008	44	Teruel	1693	Hombres
Mayo 2008	44	Teruel	2434	Mujeres
Mayo 2008	50	Zaragoza	13110	Hombres
Mayo 2008	50	Zaragoza	17183	Mujeres
Abril 2008	22	Huesca	3150	Hombres
Abril 2008	22	Huesca	3497	Mujeres
Abril 2008	44	Teruel	1746	Hombres
Abril 2008	44	Teruel	2491	Mujeres
Abril 2008	50	Zaragoza	13206	Hombres
Abril 2008	50	Zaragoza	18312	Mujeres
Marzo 2008	22	Huesca	2997	Hombres
Marzo 2008	22	Huesca	3496	Mujeres
Marzo 2008	44	Teruel	1700	Hombres
Marzo 2008	44	Teruel	2464	Mujeres
Marzo 2008	50	Zaragoza	12754	Hombres
Marzo 2008	50	Zaragoza	18326	Mujeres
Febrero 2008	22	Huesca	3115	Hombres
Febrero 2008	22	Huesca	3629	Mujeres
Febrero 2008	44	Teruel	1724	Hombres
Febrero 2008	44	Teruel	2527	Mujeres
Febrero 2008	50	Zaragoza	12652	Hombres
Febrero 2008	50	Zaragoza	18382	Mujeres
Enero 2008	22	Huesca	2955	Hombres
Enero 2008	22	Huesca	3565	Mujeres
Enero 2008	44	Teruel	1708	Hombres
Enero 2008	44	Teruel	2518	Mujeres
Enero 2008	50	Zaragoza	12327	Hombres
Enero 2008	50	Zaragoza	18119	Mujeres
Diciembre 2007	22	Huesca	2693	Hombres
Diciembre 2007	22	Huesca	3264	Mujeres
Diciembre 2007	44	Teruel	1584	Hombres
Diciembre 2007	44	Teruel	2356	Mujeres
Diciembre 2007	50	Zaragoza	11652	Hombres
Diciembre 2007	50	Zaragoza	16829	Mujeres
Noviembre 2007	22	Huesca	2450	Hombres
Noviembre 2007	22	Huesca	3448	Mujeres
Noviembre 2007	44	Teruel	1390	Hombres
Noviembre 2007	44	Teruel	2386	Mujeres
Noviembre 2007	50	Zaragoza	10815	Hombres
Noviembre 2007	50	Zaragoza	16882	Mujeres
Octubre 2007	22	Huesca	2413	Hombres
Octubre 2007	22	Huesca	3522	Mujeres
Octubre 2007	44	Teruel	1411	Hombres
Octubre 2007	44	Teruel	2342	Mujeres
Octubre 2007	50	Zaragoza	10391	Hombres
Octubre 2007	50	Zaragoza	16506	Mujeres
Septiembre 2007	22	Huesca	2287	Hombres
Septiembre 2007	22	Huesca	3278	Mujeres
Septiembre 2007	44	Teruel	1396	Hombres
Septiembre 2007	44	Teruel	2211	Mujeres
Septiembre 2007	50	Zaragoza	10075	Hombres
Septiembre 2007	50	Zaragoza	16138	Mujeres
Agosto 2007	22	Huesca	2182	Hombres
Agosto 2007	22	Huesca	3084	Mujeres
Agosto 2007	44	Teruel	1388	Hombres
Agosto 2007	44	Teruel	2128	Mujeres
Agosto 2007	50	Zaragoza	10449	Hombres
Agosto 2007	50	Zaragoza	16424	Mujeres
Julio 2007	22	Huesca	1888	Hombres
Julio 2007	22	Huesca	2803	Mujeres
Julio 2007	44	Teruel	1300	Hombres
Julio 2007	44	Teruel	2136	Mujeres
Julio 2007	50	Zaragoza	9566	Hombres
Julio 2007	50	Zaragoza	16008	Mujeres
Junio 2007	22	Huesca	1856	Hombres
Junio 2007	22	Huesca	2889	Mujeres
Junio 2007	44	Teruel	1304	Hombres
Junio 2007	44	Teruel	2239	Mujeres
Junio 2007	50	Zaragoza	9175	Hombres
Junio 2007	50	Zaragoza	15702	Mujeres
Mayo 2007	22	Huesca	1981	Hombres
Mayo 2007	22	Huesca	3102	Mujeres
Mayo 2007	44	Teruel	1313	Hombres
Mayo 2007	44	Teruel	2414	Mujeres
Mayo 2007	50	Zaragoza	9386	Hombres
Mayo 2007	50	Zaragoza	16115	Mujeres
Abril 2007	22	Huesca	2111	Hombres
Abril 2007	22	Huesca	3142	Mujeres
Abril 2007	44	Teruel	1429	Hombres
Abril 2007	44	Teruel	2447	Mujeres
Abril 2007	50	Zaragoza	10043	Hombres
Abril 2007	50	Zaragoza	16676	Mujeres
Marzo 2007	22	Huesca	2139	Hombres
Marzo 2007	22	Huesca	3199	Mujeres
Marzo 2007	44	Teruel	1468	Hombres
Marzo 2007	44	Teruel	2492	Mujeres
Marzo 2007	50	Zaragoza	10105	Hombres
Marzo 2007	50	Zaragoza	16872	Mujeres
Febrero 2007	22	Huesca	2198	Hombres
Febrero 2007	22	Huesca	3181	Mujeres
Febrero 2007	44	Teruel	1507	Hombres
Febrero 2007	44	Teruel	2513	Mujeres
Febrero 2007	50	Zaragoza	10289	Hombres
Febrero 2007	50	Zaragoza	16701	Mujeres
Enero 2007	22	Huesca	2390	Hombres
Enero 2007	22	Huesca	3307	Mujeres
Enero 2007	44	Teruel	1587	Hombres
Enero 2007	44	Teruel	2457	Mujeres
Enero 2007	50	Zaragoza	10672	Hombres
Enero 2007	50	Zaragoza	16952	Mujeres
Diciembre 2006	22	Huesca	2374	Hombres
Diciembre 2006	22	Huesca	3109	Mujeres
Diciembre 2006	44	Teruel	1547	Hombres
Diciembre 2006	44	Teruel	2310	Mujeres
Diciembre 2006	50	Zaragoza	10804	Hombres
Diciembre 2006	50	Zaragoza	16363	Mujeres
Noviembre 2006	22	Huesca	2102	Hombres
Noviembre 2006	22	Huesca	3290	Mujeres
Noviembre 2006	44	Teruel	1449	Hombres
Noviembre 2006	44	Teruel	2411	Mujeres
Noviembre 2006	50	Zaragoza	10267	Hombres
Noviembre 2006	50	Zaragoza	16766	Mujeres
Octubre 2006	22	Huesca	2067	Hombres
Octubre 2006	22	Huesca	3249	Mujeres
Octubre 2006	44	Teruel	1414	Hombres
Octubre 2006	44	Teruel	2360	Mujeres
Octubre 2006	50	Zaragoza	10248	Hombres
Octubre 2006	50	Zaragoza	16614	Mujeres
Septiembre 2006	22	Huesca	1993	Hombres
Septiembre 2006	22	Huesca	3131	Mujeres
Septiembre 2006	44	Teruel	1402	Hombres
Septiembre 2006	44	Teruel	2241	Mujeres
Septiembre 2006	50	Zaragoza	10122	Hombres
Septiembre 2006	50	Zaragoza	16179	Mujeres
Agosto 2006	22	Huesca	1871	Hombres
Agosto 2006	22	Huesca	2908	Mujeres
Agosto 2006	44	Teruel	1384	Hombres
Agosto 2006	44	Teruel	2052	Mujeres
Agosto 2006	50	Zaragoza	10306	Hombres
Agosto 2006	50	Zaragoza	16391	Mujeres
Julio 2006	22	Huesca	1781	Hombres
Julio 2006	22	Huesca	2840	Mujeres
Julio 2006	44	Teruel	1321	Hombres
Julio 2006	44	Teruel	1997	Mujeres
Julio 2006	50	Zaragoza	9892	Hombres
Julio 2006	50	Zaragoza	16202	Mujeres
Junio 2006	22	Huesca	1842	Hombres
Junio 2006	22	Huesca	3082	Mujeres
Junio 2006	44	Teruel	1319	Hombres
Junio 2006	44	Teruel	2155	Mujeres
Junio 2006	50	Zaragoza	9754	Hombres
Junio 2006	50	Zaragoza	16261	Mujeres
Mayo 2006	22	Huesca	1973	Hombres
Mayo 2006	22	Huesca	3359	Mujeres
Mayo 2006	44	Teruel	1474	Hombres
Mayo 2006	44	Teruel	2421	Mujeres
Mayo 2006	50	Zaragoza	10771	Hombres
Mayo 2006	50	Zaragoza	17693	Mujeres
Abril 2006	22	Huesca	2123	Hombres
Abril 2006	22	Huesca	3438	Mujeres
Abril 2006	44	Teruel	1548	Hombres
Abril 2006	44	Teruel	2465	Mujeres
Abril 2006	50	Zaragoza	11871	Hombres
Abril 2006	50	Zaragoza	18309	Mujeres
Marzo 2006	22	Huesca	2405	Hombres
Marzo 2006	22	Huesca	3642	Mujeres
Marzo 2006	44	Teruel	1687	Hombres
Marzo 2006	44	Teruel	2581	Mujeres
Marzo 2006	50	Zaragoza	12420	Hombres
Marzo 2006	50	Zaragoza	19140	Mujeres
Febrero 2006	22	Huesca	2637	Hombres
Febrero 2006	22	Huesca	3683	Mujeres
Febrero 2006	44	Teruel	1708	Hombres
Febrero 2006	44	Teruel	2583	Mujeres
Febrero 2006	50	Zaragoza	12482	Hombres
Febrero 2006	50	Zaragoza	19200	Mujeres
Enero 2006	22	Huesca	2722	Hombres
Enero 2006	22	Huesca	3712	Mujeres
Enero 2006	44	Teruel	1794	Hombres
Enero 2006	44	Teruel	2669	Mujeres
Enero 2006	50	Zaragoza	12878	Hombres
Enero 2006	50	Zaragoza	19391	Mujeres
Diciembre 2005	22	Huesca	2666	Hombres
Diciembre 2005	22	Huesca	3426	Mujeres
Diciembre 2005	44	Teruel	1714	Hombres
Diciembre 2005	44	Teruel	2530	Mujeres
Diciembre 2005	50	Zaragoza	12779	Hombres
Diciembre 2005	50	Zaragoza	18393	Mujeres
Noviembre 2005	22	Huesca	2533	Hombres
Noviembre 2005	22	Huesca	3725	Mujeres
Noviembre 2005	44	Teruel	1579	Hombres
Noviembre 2005	44	Teruel	2512	Mujeres
Noviembre 2005	50	Zaragoza	12069	Hombres
Noviembre 2005	50	Zaragoza	18856	Mujeres
Octubre 2005	22	Huesca	2478	Hombres
Octubre 2005	22	Huesca	3758	Mujeres
Octubre 2005	44	Teruel	1570	Hombres
Octubre 2005	44	Teruel	2495	Mujeres
Octubre 2005	50	Zaragoza	12283	Hombres
Octubre 2005	50	Zaragoza	18879	Mujeres
Septiembre 2005	22	Huesca	2325	Hombres
Septiembre 2005	22	Huesca	3487	Mujeres
Septiembre 2005	44	Teruel	1601	Hombres
Septiembre 2005	44	Teruel	2302	Mujeres
Septiembre 2005	50	Zaragoza	11380	Hombres
Septiembre 2005	50	Zaragoza	17874	Mujeres
Agosto 2005	22	Huesca	2076	Hombres
Agosto 2005	22	Huesca	3173	Mujeres
Agosto 2005	44	Teruel	1554	Hombres
Agosto 2005	44	Teruel	2158	Mujeres
Agosto 2005	50	Zaragoza	11447	Hombres
Agosto 2005	50	Zaragoza	17814	Mujeres
Julio 2005	22	Huesca	1918	Hombres
Julio 2005	22	Huesca	3053	Mujeres
Julio 2005	44	Teruel	1474	Hombres
Julio 2005	44	Teruel	2139	Mujeres
Julio 2005	50	Zaragoza	10545	Hombres
Julio 2005	50	Zaragoza	17113	Mujeres
Junio 2005	22	Huesca	1945	Hombres
Junio 2005	22	Huesca	3277	Mujeres
Junio 2005	44	Teruel	1382	Hombres
Junio 2005	44	Teruel	2223	Mujeres
Junio 2005	50	Zaragoza	10061	Hombres
Junio 2005	50	Zaragoza	16853	Mujeres
Mayo 2005	22	Huesca	2116	Hombres
Mayo 2005	22	Huesca	3572	Mujeres
Mayo 2005	44	Teruel	1470	Hombres
Mayo 2005	44	Teruel	2410	Mujeres
Mayo 2005	50	Zaragoza	10560	Hombres
Mayo 2005	50	Zaragoza	17203	Mujeres
Abril 2005	22	Huesca	2421	Hombres
Abril 2005	22	Huesca	3779	Mujeres
Abril 2005	44	Teruel	1534	Hombres
Abril 2005	44	Teruel	2578	Mujeres
Abril 2005	50	Zaragoza	11820	Hombres
Abril 2005	50	Zaragoza	18779	Mujeres
Marzo 2005	22	Huesca	2389	Hombres
Marzo 2005	22	Huesca	3636	Mujeres
Marzo 2005	44	Teruel	1640	Hombres
Marzo 2005	44	Teruel	2594	Mujeres
Marzo 2005	50	Zaragoza	12157	Hombres
Marzo 2005	50	Zaragoza	18998	Mujeres
Febrero 2005	22	Huesca	2453	Hombres
Febrero 2005	22	Huesca	3720	Mujeres
Febrero 2005	44	Teruel	1575	Hombres
Febrero 2005	44	Teruel	2568	Mujeres
Febrero 2005	50	Zaragoza	11871	Hombres
Febrero 2005	50	Zaragoza	18751	Mujeres
Enero 2005	22	Huesca	2576	Hombres
Enero 2005	22	Huesca	3734	Mujeres
Enero 2005	44	Teruel	1630	Hombres
Enero 2005	44	Teruel	2521	Mujeres
Enero 2005	50	Zaragoza	12159	Hombres
Enero 2005	50	Zaragoza	18519	Mujeres
