Año	Residencia provincia nombre	Edad (grupos quinquenales)	Sexo	Extranjeros
2003	Teruel	40 a 44	Mujeres	185
2003	Teruel	45 a 49	Hombres	219
2003	Teruel	45 a 49	Mujeres	123
2003	Teruel	50 a 54	Hombres	93
2003	Teruel	50 a 54	Mujeres	70
2003	Teruel	55 a 59	Hombres	42
2003	Teruel	55 a 59	Mujeres	28
2003	Teruel	60 a 64	Hombres	18
2003	Teruel	60 a 64	Mujeres	22
2003	Teruel	65 a 69	Hombres	14
2003	Teruel	65 a 69	Mujeres	14
2003	Teruel	70 a 74	Hombres	7
2003	Teruel	70 a 74	Mujeres	5
2003	Teruel	75 a 79	Hombres	2
2003	Teruel	75 a 79	Mujeres	6
2003	Teruel	80 a 84	Hombres	2
2003	Teruel	80 a 84	Mujeres	3
2003	Teruel	85 a 89	Hombres	1
2003	Teruel	90 a 94	Hombres	1
2003	Teruel	90 a 94	Mujeres	1
2003	Zaragoza	00 a 04	Hombres	1379
2003	Zaragoza	00 a 04	Mujeres	1312
2003	Zaragoza	05 a 09	Hombres	1148
2003	Zaragoza	05 a 09	Mujeres	1168
2003	Zaragoza	10 a 14	Hombres	1131
2003	Zaragoza	10 a 14	Mujeres	1084
2003	Zaragoza	15 a 19	Hombres	1302
2003	Zaragoza	15 a 19	Mujeres	1173
2003	Zaragoza	20 a 24	Hombres	3020
2003	Zaragoza	20 a 24	Mujeres	2871
2003	Zaragoza	25 a 29	Hombres	4634
2003	Zaragoza	25 a 29	Mujeres	3553
2003	Zaragoza	30 a 34	Hombres	4786
2003	Zaragoza	30 a 34	Mujeres	3007
2003	Zaragoza	35 a 39	Hombres	3435
2003	Zaragoza	35 a 39	Mujeres	2240
2003	Zaragoza	40 a 44	Hombres	2166
2003	Zaragoza	40 a 44	Mujeres	1557
2003	Zaragoza	45 a 49	Hombres	1299
2003	Zaragoza	45 a 49	Mujeres	987
2003	Zaragoza	50 a 54	Hombres	630
2003	Zaragoza	50 a 54	Mujeres	575
2003	Zaragoza	55 a 59	Hombres	329
2003	Zaragoza	55 a 59	Mujeres	343
2003	Zaragoza	60 a 64	Hombres	178
2003	Zaragoza	60 a 64	Mujeres	213
2003	Zaragoza	65 a 69	Hombres	109
2003	Zaragoza	65 a 69	Mujeres	138
2003	Zaragoza	70 a 74	Hombres	82
2003	Zaragoza	70 a 74	Mujeres	123
2003	Zaragoza	75 a 79	Hombres	34
2003	Zaragoza	75 a 79	Mujeres	79
2003	Zaragoza	80 a 84	Hombres	28
2003	Zaragoza	80 a 84	Mujeres	43
2003	Zaragoza	85 a 89	Hombres	9
2003	Zaragoza	85 a 89	Mujeres	22
2003	Zaragoza	90 a 94	Hombres	1
2003	Zaragoza	90 a 94	Mujeres	7
2003	Zaragoza	95 y más	Hombres	6
2003	Zaragoza	95 y más	Mujeres	1
2004	Huesca	00 a 04	Hombres	321
2004	Huesca	00 a 04	Mujeres	287
2004	Huesca	05 a 09	Hombres	329
2004	Huesca	05 a 09	Mujeres	308
2004	Huesca	10 a 14	Hombres	260
2004	Huesca	10 a 14	Mujeres	255
2004	Huesca	15 a 19	Hombres	300
2004	Huesca	15 a 19	Mujeres	263
2004	Huesca	20 a 24	Hombres	771
2004	Huesca	20 a 24	Mujeres	588
2004	Huesca	25 a 29	Hombres	1406
2004	Huesca	25 a 29	Mujeres	823
2004	Huesca	30 a 34	Hombres	1333
2004	Huesca	30 a 34	Mujeres	747
2004	Huesca	35 a 39	Hombres	985
2004	Huesca	35 a 39	Mujeres	553
2004	Huesca	40 a 44	Hombres	598
2004	Huesca	40 a 44	Mujeres	372
2004	Huesca	45 a 49	Hombres	365
2004	Huesca	45 a 49	Mujeres	238
2004	Huesca	50 a 54	Hombres	169
2004	Huesca	50 a 54	Mujeres	137
2004	Huesca	55 a 59	Hombres	87
2004	Huesca	55 a 59	Mujeres	97
2004	Huesca	60 a 64	Hombres	60
2004	Huesca	60 a 64	Mujeres	48
2004	Huesca	65 a 69	Hombres	43
2004	Huesca	65 a 69	Mujeres	44
2004	Huesca	70 a 74	Hombres	22
2004	Huesca	70 a 74	Mujeres	31
2004	Huesca	75 a 79	Hombres	18
2004	Huesca	75 a 79	Mujeres	17
2004	Huesca	80 a 84	Hombres	8
2004	Huesca	80 a 84	Mujeres	8
2004	Huesca	85 a 89	Hombres	6
2004	Huesca	85 a 89	Mujeres	4
2004	Huesca	90 a 94	Mujeres	4
2004	Teruel	00 a 04	Hombres	191
2004	Teruel	00 a 04	Mujeres	172
2004	Teruel	05 a 09	Hombres	238
2004	Teruel	05 a 09	Mujeres	236
2004	Teruel	10 a 14	Hombres	216
2004	Teruel	10 a 14	Mujeres	185
2004	Teruel	15 a 19	Hombres	222
2004	Teruel	15 a 19	Mujeres	170
2004	Teruel	20 a 24	Hombres	528
2004	Teruel	20 a 24	Mujeres	356
2004	Teruel	25 a 29	Hombres	887
2004	Teruel	25 a 29	Mujeres	522
2004	Teruel	30 a 34	Hombres	739
2004	Teruel	30 a 34	Mujeres	401
2004	Teruel	35 a 39	Hombres	537
2004	Teruel	35 a 39	Mujeres	306
2004	Teruel	40 a 44	Hombres	389
2004	Teruel	40 a 44	Mujeres	233
2004	Teruel	45 a 49	Hombres	261
2004	Teruel	45 a 49	Mujeres	166
2004	Teruel	50 a 54	Hombres	138
2004	Teruel	50 a 54	Mujeres	101
2004	Teruel	55 a 59	Hombres	60
2004	Teruel	55 a 59	Mujeres	43
2004	Teruel	60 a 64	Hombres	24
2004	Teruel	60 a 64	Mujeres	34
2004	Teruel	65 a 69	Hombres	16
2004	Teruel	65 a 69	Mujeres	19
2004	Teruel	70 a 74	Hombres	10
2004	Teruel	70 a 74	Mujeres	9
2004	Teruel	75 a 79	Hombres	2
2004	Teruel	75 a 79	Mujeres	9
2004	Teruel	80 a 84	Mujeres	4
2004	Teruel	85 a 89	Hombres	3
2004	Teruel	90 a 94	Hombres	1
2004	Zaragoza	00 a 04	Hombres	1768
2004	Zaragoza	00 a 04	Mujeres	1634
2004	Zaragoza	05 a 09	Hombres	1549
2004	Zaragoza	05 a 09	Mujeres	1512
2004	Zaragoza	10 a 14	Hombres	1469
2004	Zaragoza	10 a 14	Mujeres	1466
2004	Zaragoza	15 a 19	Hombres	1630
2004	Zaragoza	15 a 19	Mujeres	1537
2004	Zaragoza	20 a 24	Hombres	3462
2004	Zaragoza	20 a 24	Mujeres	3437
2004	Zaragoza	25 a 29	Hombres	5640
2004	Zaragoza	25 a 29	Mujeres	4444
2004	Zaragoza	30 a 34	Hombres	5703
2004	Zaragoza	30 a 34	Mujeres	3756
2004	Zaragoza	35 a 39	Hombres	4376
2004	Zaragoza	35 a 39	Mujeres	2971
2004	Zaragoza	40 a 44	Hombres	2716
2004	Zaragoza	40 a 44	Mujeres	1955
2004	Zaragoza	45 a 49	Hombres	1753
2004	Zaragoza	45 a 49	Mujeres	1380
2004	Zaragoza	50 a 54	Hombres	854
2004	Zaragoza	50 a 54	Mujeres	824
2004	Zaragoza	55 a 59	Hombres	412
2004	Zaragoza	55 a 59	Mujeres	529
2004	Zaragoza	60 a 64	Hombres	223
2004	Zaragoza	60 a 64	Mujeres	316
2004	Zaragoza	65 a 69	Hombres	150
2004	Zaragoza	65 a 69	Mujeres	192
2004	Zaragoza	70 a 74	Hombres	106
2004	Zaragoza	70 a 74	Mujeres	165
2004	Zaragoza	75 a 79	Hombres	55
2004	Zaragoza	75 a 79	Mujeres	96
2004	Zaragoza	80 a 84	Hombres	28
2004	Zaragoza	80 a 84	Mujeres	56
2004	Zaragoza	85 a 89	Hombres	13
2004	Zaragoza	85 a 89	Mujeres	21
2004	Zaragoza	90 a 94	Hombres	3
2004	Zaragoza	90 a 94	Mujeres	8
2004	Zaragoza	95 y más	Hombres	1
2004	Zaragoza	95 y más	Mujeres	2
2005	Huesca	00 a 04	Hombres	381
2005	Huesca	00 a 04	Mujeres	362
2005	Huesca	05 a 09	Hombres	441
2005	Huesca	05 a 09	Mujeres	395
2005	Huesca	10 a 14	Hombres	368
2005	Huesca	10 a 14	Mujeres	313
2005	Huesca	15 a 19	Hombres	397
2005	Huesca	15 a 19	Mujeres	362
2005	Huesca	20 a 24	Hombres	869
2005	Huesca	20 a 24	Mujeres	729
2005	Huesca	25 a 29	Hombres	1710
2005	Huesca	25 a 29	Mujeres	1030
2005	Huesca	30 a 34	Hombres	1672
2005	Huesca	30 a 34	Mujeres	934
2005	Huesca	35 a 39	Hombres	1308
2005	Huesca	35 a 39	Mujeres	703
2005	Huesca	40 a 44	Hombres	793
2005	Huesca	40 a 44	Mujeres	494
2005	Huesca	45 a 49	Hombres	493
2005	Huesca	45 a 49	Mujeres	300
2005	Huesca	50 a 54	Hombres	240
2005	Huesca	50 a 54	Mujeres	201
2005	Huesca	55 a 59	Hombres	124
2005	Huesca	55 a 59	Mujeres	117
2005	Huesca	60 a 64	Hombres	73
2005	Huesca	60 a 64	Mujeres	73
2005	Huesca	65 a 69	Hombres	52
2005	Huesca	65 a 69	Mujeres	53
2005	Huesca	70 a 74	Hombres	32
2005	Huesca	70 a 74	Mujeres	34
2005	Huesca	75 a 79	Hombres	14
2005	Huesca	75 a 79	Mujeres	25
2005	Huesca	80 a 84	Hombres	13
2005	Huesca	80 a 84	Mujeres	9
2005	Huesca	85 a 89	Hombres	4
2005	Huesca	85 a 89	Mujeres	3
2005	Huesca	90 a 94	Hombres	2
2005	Huesca	90 a 94	Mujeres	6
2005	Huesca	95 y más	Hombres	2
2005	Huesca	95 y más	Mujeres	1
2005	Teruel	00 a 04	Hombres	237
2005	Teruel	00 a 04	Mujeres	203
2005	Teruel	05 a 09	Hombres	311
2005	Teruel	05 a 09	Mujeres	277
2005	Teruel	10 a 14	Hombres	265
2005	Teruel	10 a 14	Mujeres	242
2005	Teruel	15 a 19	Hombres	332
2005	Teruel	15 a 19	Mujeres	243
2005	Teruel	20 a 24	Hombres	717
2005	Teruel	20 a 24	Mujeres	457
2005	Teruel	25 a 29	Hombres	1121
2005	Teruel	25 a 29	Mujeres	654
2005	Teruel	30 a 34	Hombres	984
2005	Teruel	30 a 34	Mujeres	544
2005	Teruel	35 a 39	Hombres	697
2005	Teruel	35 a 39	Mujeres	412
2005	Teruel	40 a 44	Hombres	531
2005	Teruel	40 a 44	Mujeres	304
2005	Teruel	45 a 49	Hombres	355
2005	Teruel	45 a 49	Mujeres	220
2005	Teruel	50 a 54	Hombres	172
2005	Teruel	50 a 54	Mujeres	140
2005	Teruel	55 a 59	Hombres	82
2005	Teruel	55 a 59	Mujeres	61
2005	Teruel	60 a 64	Hombres	42
2005	Teruel	60 a 64	Mujeres	35
2005	Teruel	65 a 69	Hombres	22
2005	Teruel	65 a 69	Mujeres	34
2005	Teruel	70 a 74	Hombres	13
2005	Teruel	70 a 74	Mujeres	21
2005	Teruel	75 a 79	Hombres	5
2005	Teruel	75 a 79	Mujeres	12
2005	Teruel	80 a 84	Hombres	1
2005	Teruel	80 a 84	Mujeres	5
2005	Teruel	85 a 89	Hombres	2
2005	Teruel	85 a 89	Mujeres	1
2005	Teruel	90 a 94	Hombres	2
2005	Zaragoza	00 a 04	Hombres	2038
2005	Zaragoza	00 a 04	Mujeres	2017
2005	Zaragoza	05 a 09	Hombres	1846
2005	Zaragoza	05 a 09	Mujeres	1815
2005	Zaragoza	10 a 14	Hombres	1731
2005	Zaragoza	10 a 14	Mujeres	1778
2005	Zaragoza	15 a 19	Hombres	2122
2005	Zaragoza	15 a 19	Mujeres	1955
2005	Zaragoza	20 a 24	Hombres	4172
2005	Zaragoza	20 a 24	Mujeres	4075
2005	Zaragoza	25 a 29	Hombres	6953
2005	Zaragoza	25 a 29	Mujeres	5404
2005	Zaragoza	30 a 34	Hombres	6988
2005	Zaragoza	30 a 34	Mujeres	4651
2005	Zaragoza	35 a 39	Hombres	5542
2005	Zaragoza	35 a 39	Mujeres	3654
2005	Zaragoza	40 a 44	Hombres	3517
2005	Zaragoza	40 a 44	Mujeres	2470
2005	Zaragoza	45 a 49	Hombres	2232
2005	Zaragoza	45 a 49	Mujeres	1739
2005	Zaragoza	50 a 54	Hombres	1158
2005	Zaragoza	50 a 54	Mujeres	1080
2005	Zaragoza	55 a 59	Hombres	550
2005	Zaragoza	55 a 59	Mujeres	695
2005	Zaragoza	60 a 64	Hombres	274
2005	Zaragoza	60 a 64	Mujeres	401
2005	Zaragoza	65 a 69	Hombres	207
2005	Zaragoza	65 a 69	Mujeres	237
2005	Zaragoza	70 a 74	Hombres	128
2005	Zaragoza	70 a 74	Mujeres	217
2005	Zaragoza	75 a 79	Hombres	66
2005	Zaragoza	75 a 79	Mujeres	98
2005	Zaragoza	80 a 84	Hombres	22
2005	Zaragoza	80 a 84	Mujeres	61
2005	Zaragoza	85 a 89	Hombres	20
2005	Zaragoza	85 a 89	Mujeres	30
2005	Zaragoza	90 a 94	Hombres	6
2005	Zaragoza	90 a 94	Mujeres	9
2005	Zaragoza	95 y más	Mujeres	2
2006	Huesca	00 a 04	Hombres	477
2006	Huesca	00 a 04	Mujeres	447
2006	Huesca	05 a 09	Hombres	523
2006	Huesca	05 a 09	Mujeres	441
2006	Huesca	10 a 14	Hombres	427
2006	Huesca	10 a 14	Mujeres	418
2006	Huesca	15 a 19	Hombres	497
2006	Huesca	15 a 19	Mujeres	428
2006	Huesca	20 a 24	Hombres	892
2006	Huesca	20 a 24	Mujeres	809
2006	Huesca	25 a 29	Hombres	1735
2006	Huesca	25 a 29	Mujeres	1132
2006	Huesca	30 a 34	Hombres	1768
2006	Huesca	30 a 34	Mujeres	1087
2006	Huesca	35 a 39	Hombres	1465
2006	Huesca	35 a 39	Mujeres	841
2006	Huesca	40 a 44	Hombres	927
2006	Huesca	40 a 44	Mujeres	589
2006	Huesca	45 a 49	Hombres	573
2006	Huesca	45 a 49	Mujeres	350
2006	Huesca	50 a 54	Hombres	302
2006	Huesca	50 a 54	Mujeres	237
2006	Huesca	55 a 59	Hombres	170
2006	Huesca	55 a 59	Mujeres	141
2006	Huesca	60 a 64	Hombres	84
2006	Huesca	60 a 64	Mujeres	84
2006	Huesca	65 a 69	Hombres	57
2006	Huesca	65 a 69	Mujeres	59
2006	Huesca	70 a 74	Hombres	32
2006	Huesca	70 a 74	Mujeres	34
2006	Huesca	75 a 79	Hombres	18
2006	Huesca	75 a 79	Mujeres	20
2006	Huesca	80 a 84	Hombres	9
2006	Huesca	80 a 84	Mujeres	11
2006	Huesca	85 a 89	Hombres	4
2006	Huesca	85 a 89	Mujeres	4
2006	Huesca	90 a 94	Hombres	2
2006	Huesca	90 a 94	Mujeres	5
2006	Huesca	95 y más	Hombres	1
2006	Teruel	00 a 04	Hombres	310
2006	Teruel	00 a 04	Mujeres	246
2006	Teruel	05 a 09	Hombres	335
2006	Teruel	05 a 09	Mujeres	300
2006	Teruel	10 a 14	Hombres	287
2006	Teruel	10 a 14	Mujeres	273
2006	Teruel	15 a 19	Hombres	387
2006	Teruel	15 a 19	Mujeres	308
2006	Teruel	20 a 24	Hombres	868
2006	Teruel	20 a 24	Mujeres	523
2006	Teruel	25 a 29	Hombres	1289
2006	Teruel	25 a 29	Mujeres	730
2006	Teruel	30 a 34	Hombres	1204
2006	Teruel	30 a 34	Mujeres	614
2006	Teruel	35 a 39	Hombres	852
2006	Teruel	35 a 39	Mujeres	501
2006	Teruel	40 a 44	Hombres	591
2006	Teruel	40 a 44	Mujeres	367
2006	Teruel	45 a 49	Hombres	405
2006	Teruel	45 a 49	Mujeres	240
2006	Teruel	50 a 54	Hombres	209
2006	Teruel	50 a 54	Mujeres	178
2006	Teruel	55 a 59	Hombres	96
2006	Teruel	55 a 59	Mujeres	86
2006	Teruel	60 a 64	Hombres	49
2006	Teruel	60 a 64	Mujeres	39
2006	Teruel	65 a 69	Hombres	24
2006	Teruel	65 a 69	Mujeres	33
2006	Teruel	70 a 74	Hombres	20
2006	Teruel	70 a 74	Mujeres	20
2006	Teruel	75 a 79	Hombres	7
2006	Teruel	75 a 79	Mujeres	10
2006	Teruel	80 a 84	Hombres	1
2006	Teruel	80 a 84	Mujeres	5
2006	Teruel	85 a 89	Hombres	2
2006	Teruel	85 a 89	Mujeres	3
2006	Teruel	90 a 94	Hombres	1
2006	Teruel	90 a 94	Mujeres	1
2006	Zaragoza	00 a 04	Hombres	2136
2006	Zaragoza	00 a 04	Mujeres	2122
2006	Zaragoza	05 a 09	Hombres	2120
2006	Zaragoza	05 a 09	Mujeres	1986
2006	Zaragoza	10 a 14	Hombres	1992
2006	Zaragoza	10 a 14	Mujeres	1975
2006	Zaragoza	15 a 19	Hombres	2329
2006	Zaragoza	15 a 19	Mujeres	2286
2006	Zaragoza	20 a 24	Hombres	4186
2006	Zaragoza	20 a 24	Mujeres	4230
2006	Zaragoza	25 a 29	Hombres	7097
2006	Zaragoza	25 a 29	Mujeres	5827
2006	Zaragoza	30 a 34	Hombres	7053
2006	Zaragoza	30 a 34	Mujeres	5052
2006	Zaragoza	35 a 39	Hombres	6074
2006	Zaragoza	35 a 39	Mujeres	4041
2006	Zaragoza	40 a 44	Hombres	3755
2006	Zaragoza	40 a 44	Mujeres	2679
2006	Zaragoza	45 a 49	Hombres	2414
2006	Zaragoza	45 a 49	Mujeres	1968
2006	Zaragoza	50 a 54	Hombres	1278
2006	Zaragoza	50 a 54	Mujeres	1171
2006	Zaragoza	55 a 59	Hombres	613
2006	Zaragoza	55 a 59	Mujeres	761
2006	Zaragoza	60 a 64	Hombres	271
2006	Zaragoza	60 a 64	Mujeres	384
2006	Zaragoza	65 a 69	Hombres	217
2006	Zaragoza	65 a 69	Mujeres	256
2006	Zaragoza	70 a 74	Hombres	117
2006	Zaragoza	70 a 74	Mujeres	179
2006	Zaragoza	75 a 79	Hombres	61
2006	Zaragoza	75 a 79	Mujeres	97
2006	Zaragoza	80 a 84	Hombres	11
2006	Zaragoza	80 a 84	Mujeres	47
2006	Zaragoza	85 a 89	Hombres	16
2006	Zaragoza	85 a 89	Mujeres	29
2006	Zaragoza	90 a 94	Hombres	8
2006	Zaragoza	90 a 94	Mujeres	8
2006	Zaragoza	95 y más	Mujeres	1
2007	Huesca	00 a 04	Hombres	574
2007	Huesca	00 a 04	Mujeres	539
2007	Huesca	05 a 09	Hombres	593
2007	Huesca	05 a 09	Mujeres	500
2007	Huesca	10 a 14	Hombres	513
2007	Huesca	10 a 14	Mujeres	487
2007	Huesca	15 a 19	Hombres	582
2007	Huesca	15 a 19	Mujeres	521
2007	Huesca	20 a 24	Hombres	1009
2007	Huesca	20 a 24	Mujeres	958
2007	Huesca	25 a 29	Hombres	1762
2007	Huesca	25 a 29	Mujeres	1290
2007	Huesca	30 a 34	Hombres	1916
2007	Huesca	30 a 34	Mujeres	1256
2007	Huesca	35 a 39	Hombres	1581
2007	Huesca	35 a 39	Mujeres	970
2007	Huesca	40 a 44	Hombres	1028
2007	Huesca	40 a 44	Mujeres	666
2007	Huesca	45 a 49	Hombres	673
2007	Huesca	45 a 49	Mujeres	435
2007	Huesca	50 a 54	Hombres	411
2007	Huesca	50 a 54	Mujeres	315
2007	Huesca	55 a 59	Hombres	189
2007	Huesca	55 a 59	Mujeres	149
2007	Huesca	60 a 64	Hombres	101
2007	Huesca	60 a 64	Mujeres	107
2007	Huesca	65 a 69	Hombres	60
2007	Huesca	65 a 69	Mujeres	72
2007	Huesca	70 a 74	Hombres	37
2007	Huesca	70 a 74	Mujeres	49
2007	Huesca	75 a 79	Hombres	20
2007	Huesca	75 a 79	Mujeres	22
2007	Huesca	80 a 84	Hombres	11
2007	Huesca	80 a 84	Mujeres	12
2007	Huesca	85 a 89	Hombres	4
2007	Huesca	85 a 89	Mujeres	3
2007	Huesca	90 a 94	Mujeres	4
2007	Huesca	95 y más	Mujeres	1
2007	Teruel	00 a 04	Hombres	381
2007	Teruel	00 a 04	Mujeres	329
2007	Teruel	05 a 09	Hombres	426
2007	Teruel	05 a 09	Mujeres	364
2007	Teruel	10 a 14	Hombres	378
2007	Teruel	10 a 14	Mujeres	351
2007	Teruel	15 a 19	Hombres	434
2007	Teruel	15 a 19	Mujeres	390
2007	Teruel	20 a 24	Hombres	1024
2007	Teruel	20 a 24	Mujeres	639
2007	Teruel	25 a 29	Hombres	1514
2007	Teruel	25 a 29	Mujeres	847
2007	Teruel	30 a 34	Hombres	1454
2007	Teruel	30 a 34	Mujeres	776
2007	Teruel	35 a 39	Hombres	1048
2007	Teruel	35 a 39	Mujeres	629
2007	Teruel	40 a 44	Hombres	699
2007	Teruel	40 a 44	Mujeres	420
2007	Teruel	45 a 49	Hombres	482
2007	Teruel	45 a 49	Mujeres	324
2007	Teruel	50 a 54	Hombres	268
2007	Teruel	50 a 54	Mujeres	201
2007	Teruel	55 a 59	Hombres	116
2007	Teruel	55 a 59	Mujeres	119
2007	Teruel	60 a 64	Hombres	54
2007	Teruel	60 a 64	Mujeres	50
2007	Teruel	65 a 69	Hombres	31
2007	Teruel	65 a 69	Mujeres	36
2007	Teruel	70 a 74	Hombres	21
2007	Teruel	70 a 74	Mujeres	20
2007	Teruel	75 a 79	Hombres	10
2007	Teruel	75 a 79	Mujeres	8
2007	Teruel	80 a 84	Hombres	2
2007	Teruel	80 a 84	Mujeres	7
2007	Teruel	85 a 89	Hombres	1
2007	Teruel	85 a 89	Mujeres	3
2007	Teruel	90 a 94	Hombres	1
2007	Teruel	95 y más	Hombres	1
2007	Zaragoza	00 a 04	Hombres	2541
2007	Zaragoza	00 a 04	Mujeres	2489
2007	Zaragoza	05 a 09	Hombres	2491
2007	Zaragoza	05 a 09	Mujeres	2296
2007	Zaragoza	10 a 14	Hombres	2293
2007	Zaragoza	10 a 14	Mujeres	2234
2007	Zaragoza	15 a 19	Hombres	2758
2007	Zaragoza	15 a 19	Mujeres	2712
2007	Zaragoza	20 a 24	Hombres	4825
2007	Zaragoza	20 a 24	Mujeres	4936
2007	Zaragoza	25 a 29	Hombres	7980
2007	Zaragoza	25 a 29	Mujeres	6949
2007	Zaragoza	30 a 34	Hombres	8227
2007	Zaragoza	30 a 34	Mujeres	6078
2007	Zaragoza	35 a 39	Hombres	7173
2007	Zaragoza	35 a 39	Mujeres	4872
2007	Zaragoza	40 a 44	Hombres	4589
2007	Zaragoza	40 a 44	Mujeres	3182
2007	Zaragoza	45 a 49	Hombres	2985
2007	Zaragoza	45 a 49	Mujeres	2406
2007	Zaragoza	50 a 54	Hombres	1721
2007	Zaragoza	50 a 54	Mujeres	1544
2007	Zaragoza	55 a 59	Hombres	827
2007	Zaragoza	55 a 59	Mujeres	950
2007	Zaragoza	60 a 64	Hombres	376
2007	Zaragoza	60 a 64	Mujeres	487
2007	Zaragoza	65 a 69	Hombres	248
2007	Zaragoza	65 a 69	Mujeres	305
2007	Zaragoza	70 a 74	Hombres	143
2007	Zaragoza	70 a 74	Mujeres	206
2007	Zaragoza	75 a 79	Hombres	66
2007	Zaragoza	75 a 79	Mujeres	103
2007	Zaragoza	80 a 84	Hombres	17
2007	Zaragoza	80 a 84	Mujeres	53
2007	Zaragoza	85 a 89	Hombres	21
2007	Zaragoza	85 a 89	Mujeres	28
2007	Zaragoza	90 a 94	Hombres	5
2007	Zaragoza	90 a 94	Mujeres	9
2007	Zaragoza	95 y más	Mujeres	1
2008	Huesca	00 a 04	Hombres	757
2008	Huesca	00 a 04	Mujeres	644
2008	Huesca	05 a 09	Hombres	668
2008	Huesca	05 a 09	Mujeres	649
2008	Huesca	10 a 14	Hombres	678
2008	Huesca	10 a 14	Mujeres	606
2008	Huesca	15 a 19	Hombres	763
2008	Huesca	15 a 19	Mujeres	670
2008	Huesca	20 a 24	Hombres	1260
2008	Huesca	20 a 24	Mujeres	1166
2008	Huesca	25 a 29	Hombres	2112
2008	Huesca	25 a 29	Mujeres	1580
2008	Huesca	30 a 34	Hombres	2378
2008	Huesca	30 a 34	Mujeres	1564
2008	Huesca	35 a 39	Hombres	1959
2008	Huesca	35 a 39	Mujeres	1205
2008	Huesca	40 a 44	Hombres	1341
2008	Huesca	40 a 44	Mujeres	850
2008	Huesca	45 a 49	Hombres	890
2008	Huesca	45 a 49	Mujeres	580
2008	Huesca	50 a 54	Hombres	565
2008	Huesca	50 a 54	Mujeres	405
2008	Huesca	55 a 59	Hombres	236
2008	Huesca	55 a 59	Mujeres	206
2008	Huesca	60 a 64	Hombres	132
2008	Huesca	60 a 64	Mujeres	146
2008	Huesca	65 a 69	Hombres	69
2008	Huesca	65 a 69	Mujeres	78
2008	Huesca	70 a 74	Hombres	45
2008	Huesca	70 a 74	Mujeres	53
2008	Huesca	75 a 79	Hombres	27
2008	Huesca	75 a 79	Mujeres	29
2008	Huesca	80 a 84	Hombres	15
2008	Huesca	80 a 84	Mujeres	21
2008	Huesca	85 a 89	Hombres	3
2008	Huesca	85 a 89	Mujeres	7
2008	Huesca	90 a 94	Hombres	1
2008	Huesca	90 a 94	Mujeres	4
2008	Huesca	95 y más	Mujeres	1
2008	Teruel	00 a 04	Hombres	493
2008	Teruel	00 a 04	Mujeres	464
2008	Teruel	05 a 09	Hombres	503
2008	Teruel	05 a 09	Mujeres	450
2008	Teruel	10 a 14	Hombres	485
2008	Teruel	10 a 14	Mujeres	415
2008	Teruel	15 a 19	Hombres	538
2008	Teruel	15 a 19	Mujeres	449
2008	Teruel	20 a 24	Hombres	1205
2008	Teruel	20 a 24	Mujeres	823
2008	Teruel	25 a 29	Hombres	1718
2008	Teruel	25 a 29	Mujeres	968
2008	Teruel	30 a 34	Hombres	1774
2008	Teruel	30 a 34	Mujeres	990
2008	Teruel	35 a 39	Hombres	1321
2008	Teruel	35 a 39	Mujeres	731
2008	Teruel	40 a 44	Hombres	927
2008	Teruel	40 a 44	Mujeres	513
2008	Teruel	45 a 49	Hombres	644
2008	Teruel	45 a 49	Mujeres	402
2008	Teruel	50 a 54	Hombres	379
2008	Teruel	50 a 54	Mujeres	243
2008	Teruel	55 a 59	Hombres	153
2008	Teruel	55 a 59	Mujeres	146
2008	Teruel	60 a 64	Hombres	82
2008	Teruel	60 a 64	Mujeres	63
2008	Teruel	65 a 69	Hombres	37
2008	Teruel	65 a 69	Mujeres	41
2008	Teruel	70 a 74	Hombres	17
2008	Teruel	70 a 74	Mujeres	31
2008	Teruel	75 a 79	Hombres	10
2008	Teruel	75 a 79	Mujeres	12
2008	Teruel	80 a 84	Hombres	2
2008	Teruel	80 a 84	Mujeres	6
2008	Teruel	85 a 89	Hombres	1
2008	Teruel	85 a 89	Mujeres	4
2008	Teruel	90 a 94	Hombres	2
2008	Teruel	95 y más	Hombres	1
2008	Zaragoza	00 a 04	Hombres	3243
2008	Zaragoza	00 a 04	Mujeres	3047
2008	Zaragoza	05 a 09	Hombres	2890
2008	Zaragoza	05 a 09	Mujeres	2727
2008	Zaragoza	10 a 14	Hombres	2833
2008	Zaragoza	10 a 14	Mujeres	2574
2008	Zaragoza	15 a 19	Hombres	3509
2008	Zaragoza	15 a 19	Mujeres	3331
2008	Zaragoza	20 a 24	Hombres	6673
2008	Zaragoza	20 a 24	Mujeres	6206
2008	Zaragoza	25 a 29	Hombres	9840
2008	Zaragoza	25 a 29	Mujeres	8301
2008	Zaragoza	30 a 34	Hombres	10263
2008	Zaragoza	30 a 34	Mujeres	7444
2008	Zaragoza	35 a 39	Hombres	8806
2008	Zaragoza	35 a 39	Mujeres	5902
2008	Zaragoza	40 a 44	Hombres	5928
2008	Zaragoza	40 a 44	Mujeres	4081
2008	Zaragoza	45 a 49	Hombres	3902
2008	Zaragoza	45 a 49	Mujeres	2893
2008	Zaragoza	50 a 54	Hombres	2253
2008	Zaragoza	50 a 54	Mujeres	1986
2008	Zaragoza	55 a 59	Hombres	1107
2008	Zaragoza	55 a 59	Mujeres	1233
2008	Zaragoza	60 a 64	Hombres	513
