Mes y año	Mes (código)	Mes nombre	Año	Sexo	Comarca código	Comarca nombre	Sector código	Sector descripción	Número de contratos
Mayo 2018	201805	Mayo	2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	1
Mayo 2018	201805	Mayo	2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	4
Mayo 2018	201805	Mayo	2018	Hombres	20	Comunidad de Calatayud	2	Industria y energía	1
Mayo 2018	201805	Mayo	2018	Hombres	20	Comunidad de Calatayud	4	Servicios	8
Mayo 2018	201805	Mayo	2018	Mujeres	20	Comunidad de Calatayud	4	Servicios	7
Mayo 2018	201805	Mayo	2018	Hombres	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	2
Mayo 2018	201805	Mayo	2018	Mujeres	21	Campo de Cariñena	2	Industria y energía	1
Mayo 2018	201805	Mayo	2018	Hombres	21	Campo de Cariñena	3	Construcción	1
Mayo 2018	201805	Mayo	2018	Hombres	21	Campo de Cariñena	4	Servicios	2
Mayo 2018	201805	Mayo	2018	Hombres	23	Bajo Martín	4	Servicios	1
Mayo 2018	201805	Mayo	2018	Mujeres	24	Campo de Daroca	4	Servicios	2
Mayo 2018	201805	Mayo	2018	Hombres	25	Jiloca	1	Agricultura, ganadería y pesca	1
Mayo 2018	201805	Mayo	2018	Hombres	25	Jiloca	4	Servicios	1
Mayo 2018	201805	Mayo	2018	Mujeres	25	Jiloca	4	Servicios	1
Mayo 2018	201805	Mayo	2018	Hombres	26	Cuencas Mineras	2	Industria y energía	1
Mayo 2018	201805	Mayo	2018	Hombres	27	Andorra-Sierra de Arcos	4	Servicios	1
Mayo 2018	201805	Mayo	2018	Mujeres	27	Andorra-Sierra de Arcos	4	Servicios	1
Mayo 2018	201805	Mayo	2018	Hombres	28	Bajo Aragón	1	Agricultura, ganadería y pesca	2
Mayo 2018	201805	Mayo	2018	Hombres	28	Bajo Aragón	2	Industria y energía	3
Mayo 2018	201805	Mayo	2018	Mujeres	28	Bajo Aragón	2	Industria y energía	4
Mayo 2018	201805	Mayo	2018	Hombres	28	Bajo Aragón	4	Servicios	5
Mayo 2018	201805	Mayo	2018	Mujeres	28	Bajo Aragón	4	Servicios	6
Mayo 2018	201805	Mayo	2018	Hombres	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	2
Mayo 2018	201805	Mayo	2018	Hombres	29	Comunidad de Teruel	2	Industria y energía	2
Mayo 2018	201805	Mayo	2018	Mujeres	29	Comunidad de Teruel	2	Industria y energía	1
Mayo 2018	201805	Mayo	2018	Hombres	29	Comunidad de Teruel	3	Construcción	2
Mayo 2018	201805	Mayo	2018	Hombres	29	Comunidad de Teruel	4	Servicios	28
Mayo 2018	201805	Mayo	2018	Mujeres	29	Comunidad de Teruel	4	Servicios	21
Mayo 2018	201805	Mayo	2018	Mujeres	31	Sierra de Albarracín	4	Servicios	2
Mayo 2018	201805	Mayo	2018	Hombres	32	Gúdar-Javalambre	2	Industria y energía	1
Mayo 2018	201805	Mayo	2018	Mujeres	32	Gúdar-Javalambre	2	Industria y energía	1
Mayo 2018	201805	Mayo	2018	Hombres	32	Gúdar-Javalambre	3	Construcción	2
Mayo 2018	201805	Mayo	2018	Hombres	32	Gúdar-Javalambre	4	Servicios	2
Mayo 2018	201805	Mayo	2018	Mujeres	32	Gúdar-Javalambre	4	Servicios	3
Mayo 2018	201805	Mayo	2018	Mujeres	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	1
Mayo 2018	201805	Mayo	2018	Mujeres	33	Matarraña / Matarranya	2	Industria y energía	2
Mayo 2018	201805	Mayo	2018	Hombres	33	Matarraña / Matarranya	3	Construcción	1
Mayo 2018	201805	Mayo	2018	Mujeres	33	Matarraña / Matarranya	4	Servicios	7
Abril 2018	201804	Abril	2018	Hombres	01	La Jacetania	4	Servicios	3
Abril 2018	201804	Abril	2018	Mujeres	01	La Jacetania	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	02	Alto Gállego	4	Servicios	1
Abril 2018	201804	Abril	2018	Hombres	03	Sobrarbe	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	03	Sobrarbe	4	Servicios	3
Abril 2018	201804	Abril	2018	Mujeres	04	La Ribagorza	3	Construcción	1
Abril 2018	201804	Abril	2018	Hombres	04	La Ribagorza	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	04	La Ribagorza	4	Servicios	4
Abril 2018	201804	Abril	2018	Hombres	05	Cinco Villas	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	05	Cinco Villas	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Mujeres	05	Cinco Villas	3	Construcción	1
Abril 2018	201804	Abril	2018	Hombres	05	Cinco Villas	4	Servicios	5
Abril 2018	201804	Abril	2018	Mujeres	05	Cinco Villas	4	Servicios	7
Abril 2018	201804	Abril	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	3
Abril 2018	201804	Abril	2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	2
Abril 2018	201804	Abril	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	3	Construcción	1
Abril 2018	201804	Abril	2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	3	Construcción	2
Abril 2018	201804	Abril	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	15
Abril 2018	201804	Abril	2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	23
Abril 2018	201804	Abril	2018	Hombres	07	Somontano de Barbastro	2	Industria y energía	6
Abril 2018	201804	Abril	2018	Mujeres	07	Somontano de Barbastro	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Hombres	07	Somontano de Barbastro	4	Servicios	11
Abril 2018	201804	Abril	2018	Mujeres	07	Somontano de Barbastro	4	Servicios	6
Abril 2018	201804	Abril	2018	Hombres	08	Cinca Medio	2	Industria y energía	2
Abril 2018	201804	Abril	2018	Hombres	08	Cinca Medio	3	Construcción	2
Abril 2018	201804	Abril	2018	Mujeres	08	Cinca Medio	4	Servicios	6
Abril 2018	201804	Abril	2018	Hombres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Mujeres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	3
Abril 2018	201804	Abril	2018	Hombres	09	La Litera / La Llitera	2	Industria y energía	2
Abril 2018	201804	Abril	2018	Hombres	09	La Litera / La Llitera	4	Servicios	3
Abril 2018	201804	Abril	2018	Mujeres	09	La Litera / La Llitera	4	Servicios	4
Abril 2018	201804	Abril	2018	Hombres	10	Los Monegros	1	Agricultura, ganadería y pesca	2
Abril 2018	201804	Abril	2018	Hombres	10	Los Monegros	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	10	Los Monegros	4	Servicios	6
Abril 2018	201804	Abril	2018	Hombres	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	2
Abril 2018	201804	Abril	2018	Hombres	11	Bajo Cinca / Baix Cinca	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Mujeres	11	Bajo Cinca / Baix Cinca	2	Industria y energía	6
Abril 2018	201804	Abril	2018	Hombres	11	Bajo Cinca / Baix Cinca	3	Construcción	1
Abril 2018	201804	Abril	2018	Mujeres	11	Bajo Cinca / Baix Cinca	3	Construcción	1
Abril 2018	201804	Abril	2018	Hombres	11	Bajo Cinca / Baix Cinca	4	Servicios	3
Abril 2018	201804	Abril	2018	Mujeres	11	Bajo Cinca / Baix Cinca	4	Servicios	6
Abril 2018	201804	Abril	2018	Mujeres	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	12	Tarazona y el Moncayo	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Mujeres	12	Tarazona y el Moncayo	4	Servicios	3
Abril 2018	201804	Abril	2018	Hombres	13	Campo de Borja	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	13	Campo de Borja	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Hombres	14	Aranda	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Hombres	15	Ribera Alta del Ebro	2	Industria y energía	3
Abril 2018	201804	Abril	2018	Mujeres	15	Ribera Alta del Ebro	2	Industria y energía	2
Abril 2018	201804	Abril	2018	Hombres	15	Ribera Alta del Ebro	3	Construcción	2
Abril 2018	201804	Abril	2018	Hombres	15	Ribera Alta del Ebro	4	Servicios	5
Abril 2018	201804	Abril	2018	Mujeres	15	Ribera Alta del Ebro	4	Servicios	6
Abril 2018	201804	Abril	2018	Hombres	16	Valdejalón	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	16	Valdejalón	2	Industria y energía	23
Abril 2018	201804	Abril	2018	Mujeres	16	Valdejalón	2	Industria y energía	10
Abril 2018	201804	Abril	2018	Hombres	16	Valdejalón	3	Construcción	1
Abril 2018	201804	Abril	2018	Mujeres	16	Valdejalón	3	Construcción	1
Abril 2018	201804	Abril	2018	Hombres	16	Valdejalón	4	Servicios	4
Abril 2018	201804	Abril	2018	Mujeres	16	Valdejalón	4	Servicios	4
Abril 2018	201804	Abril	2018	Hombres	17	Central	1	Agricultura, ganadería y pesca	3
Abril 2018	201804	Abril	2018	Mujeres	17	Central	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	17	Central	2	Industria y energía	50
Abril 2018	201804	Abril	2018	Mujeres	17	Central	2	Industria y energía	31
Abril 2018	201804	Abril	2018	Hombres	17	Central	3	Construcción	18
Abril 2018	201804	Abril	2018	Mujeres	17	Central	3	Construcción	5
Abril 2018	201804	Abril	2018	Hombres	17	Central	4	Servicios	175
Abril 2018	201804	Abril	2018	Mujeres	17	Central	4	Servicios	267
Abril 2018	201804	Abril	2018	Hombres	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	18	Ribera Baja del Ebro	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	5
Abril 2018	201804	Abril	2018	Hombres	20	Comunidad de Calatayud	2	Industria y energía	4
Abril 2018	201804	Abril	2018	Hombres	20	Comunidad de Calatayud	4	Servicios	4
Abril 2018	201804	Abril	2018	Mujeres	20	Comunidad de Calatayud	4	Servicios	7
Abril 2018	201804	Abril	2018	Mujeres	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	1
Abril 2018	201804	Abril	2018	Mujeres	21	Campo de Cariñena	2	Industria y energía	4
Abril 2018	201804	Abril	2018	Mujeres	21	Campo de Cariñena	4	Servicios	3
Abril 2018	201804	Abril	2018	Hombres	23	Bajo Martín	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Hombres	23	Bajo Martín	3	Construcción	1
Abril 2018	201804	Abril	2018	Hombres	23	Bajo Martín	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	24	Campo de Daroca	4	Servicios	1
Abril 2018	201804	Abril	2018	Hombres	25	Jiloca	4	Servicios	2
Abril 2018	201804	Abril	2018	Mujeres	25	Jiloca	4	Servicios	3
Abril 2018	201804	Abril	2018	Mujeres	26	Cuencas Mineras	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	27	Andorra-Sierra de Arcos	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Hombres	28	Bajo Aragón	1	Agricultura, ganadería y pesca	2
Abril 2018	201804	Abril	2018	Hombres	28	Bajo Aragón	2	Industria y energía	6
Abril 2018	201804	Abril	2018	Hombres	28	Bajo Aragón	3	Construcción	3
Abril 2018	201804	Abril	2018	Hombres	28	Bajo Aragón	4	Servicios	5
Abril 2018	201804	Abril	2018	Mujeres	28	Bajo Aragón	4	Servicios	3
Abril 2018	201804	Abril	2018	Hombres	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	2
Abril 2018	201804	Abril	2018	Hombres	29	Comunidad de Teruel	2	Industria y energía	2
Abril 2018	201804	Abril	2018	Mujeres	29	Comunidad de Teruel	2	Industria y energía	4
Abril 2018	201804	Abril	2018	Hombres	29	Comunidad de Teruel	4	Servicios	9
Abril 2018	201804	Abril	2018	Mujeres	29	Comunidad de Teruel	4	Servicios	20
Abril 2018	201804	Abril	2018	Hombres	30	Maestrazgo	2	Industria y energía	1
Abril 2018	201804	Abril	2018	Hombres	30	Maestrazgo	3	Construcción	1
Abril 2018	201804	Abril	2018	Hombres	31	Sierra de Albarracín	4	Servicios	1
Abril 2018	201804	Abril	2018	Hombres	32	Gúdar-Javalambre	2	Industria y energía	3
Abril 2018	201804	Abril	2018	Hombres	32	Gúdar-Javalambre	4	Servicios	2
Abril 2018	201804	Abril	2018	Mujeres	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	2
Abril 2018	201804	Abril	2018	Hombres	33	Matarraña / Matarranya	2	Industria y energía	3
Abril 2018	201804	Abril	2018	Hombres	33	Matarraña / Matarranya	3	Construcción	1
Abril 2018	201804	Abril	2018	Hombres	33	Matarraña / Matarranya	4	Servicios	1
Abril 2018	201804	Abril	2018	Mujeres	33	Matarraña / Matarranya	4	Servicios	4
Marzo 2018	201803	Marzo	2018	Hombres	01	La Jacetania	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	01	La Jacetania	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	01	La Jacetania	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Mujeres	01	La Jacetania	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Hombres	02	Alto Gállego	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Mujeres	02	Alto Gállego	4	Servicios	4
Marzo 2018	201803	Marzo	2018	Hombres	03	Sobrarbe	4	Servicios	3
Marzo 2018	201803	Marzo	2018	Mujeres	03	Sobrarbe	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	04	La Ribagorza	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	04	La Ribagorza	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	04	La Ribagorza	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	04	La Ribagorza	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	05	Cinco Villas	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	05	Cinco Villas	2	Industria y energía	4
Marzo 2018	201803	Marzo	2018	Hombres	05	Cinco Villas	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	05	Cinco Villas	4	Servicios	3
Marzo 2018	201803	Marzo	2018	Mujeres	05	Cinco Villas	4	Servicios	8
Marzo 2018	201803	Marzo	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	3
Marzo 2018	201803	Marzo	2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	11
Marzo 2018	201803	Marzo	2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	22
Marzo 2018	201803	Marzo	2018	Hombres	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	07	Somontano de Barbastro	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Mujeres	07	Somontano de Barbastro	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	07	Somontano de Barbastro	4	Servicios	9
Marzo 2018	201803	Marzo	2018	Mujeres	07	Somontano de Barbastro	4	Servicios	13
Marzo 2018	201803	Marzo	2018	Hombres	08	Cinca Medio	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	08	Cinca Medio	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	08	Cinca Medio	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	08	Cinca Medio	4	Servicios	4
Marzo 2018	201803	Marzo	2018	Mujeres	08	Cinca Medio	4	Servicios	15
Marzo 2018	201803	Marzo	2018	Hombres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	4
Marzo 2018	201803	Marzo	2018	Hombres	09	La Litera / La Llitera	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	09	La Litera / La Llitera	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	09	La Litera / La Llitera	4	Servicios	3
Marzo 2018	201803	Marzo	2018	Mujeres	09	La Litera / La Llitera	4	Servicios	3
Marzo 2018	201803	Marzo	2018	Mujeres	10	Los Monegros	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	10	Los Monegros	4	Servicios	5
Marzo 2018	201803	Marzo	2018	Mujeres	10	Los Monegros	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Hombres	11	Bajo Cinca / Baix Cinca	2	Industria y energía	4
Marzo 2018	201803	Marzo	2018	Mujeres	11	Bajo Cinca / Baix Cinca	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Mujeres	11	Bajo Cinca / Baix Cinca	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	11	Bajo Cinca / Baix Cinca	4	Servicios	6
Marzo 2018	201803	Marzo	2018	Mujeres	11	Bajo Cinca / Baix Cinca	4	Servicios	5
Marzo 2018	201803	Marzo	2018	Hombres	12	Tarazona y el Moncayo	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	12	Tarazona y el Moncayo	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	12	Tarazona y el Moncayo	4	Servicios	3
Marzo 2018	201803	Marzo	2018	Hombres	13	Campo de Borja	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Mujeres	13	Campo de Borja	2	Industria y energía	3
Marzo 2018	201803	Marzo	2018	Hombres	13	Campo de Borja	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	13	Campo de Borja	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Hombres	14	Aranda	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	15	Ribera Alta del Ebro	2	Industria y energía	3
Marzo 2018	201803	Marzo	2018	Mujeres	15	Ribera Alta del Ebro	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	15	Ribera Alta del Ebro	4	Servicios	5
Marzo 2018	201803	Marzo	2018	Mujeres	15	Ribera Alta del Ebro	4	Servicios	5
Marzo 2018	201803	Marzo	2018	Hombres	16	Valdejalón	2	Industria y energía	9
Marzo 2018	201803	Marzo	2018	Mujeres	16	Valdejalón	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	16	Valdejalón	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	16	Valdejalón	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Hombres	17	Central	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Mujeres	17	Central	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	17	Central	2	Industria y energía	58
Marzo 2018	201803	Marzo	2018	Mujeres	17	Central	2	Industria y energía	21
Marzo 2018	201803	Marzo	2018	Hombres	17	Central	3	Construcción	12
Marzo 2018	201803	Marzo	2018	Mujeres	17	Central	3	Construcción	5
Marzo 2018	201803	Marzo	2018	Hombres	17	Central	4	Servicios	146
Marzo 2018	201803	Marzo	2018	Mujeres	17	Central	4	Servicios	254
Marzo 2018	201803	Marzo	2018	Hombres	18	Ribera Baja del Ebro	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	18	Ribera Baja del Ebro	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Mujeres	18	Ribera Baja del Ebro	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	12
Marzo 2018	201803	Marzo	2018	Hombres	20	Comunidad de Calatayud	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Mujeres	20	Comunidad de Calatayud	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	20	Comunidad de Calatayud	4	Servicios	4
Marzo 2018	201803	Marzo	2018	Mujeres	20	Comunidad de Calatayud	4	Servicios	5
Marzo 2018	201803	Marzo	2018	Hombres	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Mujeres	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Mujeres	21	Campo de Cariñena	4	Servicios	5
Marzo 2018	201803	Marzo	2018	Hombres	22	Campo de Belchite	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Mujeres	22	Campo de Belchite	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Hombres	23	Bajo Martín	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	23	Bajo Martín	3	Construcción	2
Marzo 2018	201803	Marzo	2018	Mujeres	23	Bajo Martín	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Mujeres	25	Jiloca	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	25	Jiloca	4	Servicios	4
Marzo 2018	201803	Marzo	2018	Mujeres	25	Jiloca	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Hombres	26	Cuencas Mineras	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Mujeres	26	Cuencas Mineras	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Mujeres	26	Cuencas Mineras	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Mujeres	27	Andorra-Sierra de Arcos	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Mujeres	27	Andorra-Sierra de Arcos	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Hombres	28	Bajo Aragón	2	Industria y energía	4
Marzo 2018	201803	Marzo	2018	Hombres	28	Bajo Aragón	4	Servicios	8
Marzo 2018	201803	Marzo	2018	Mujeres	28	Bajo Aragón	4	Servicios	9
Marzo 2018	201803	Marzo	2018	Hombres	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	29	Comunidad de Teruel	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Mujeres	29	Comunidad de Teruel	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	29	Comunidad de Teruel	4	Servicios	7
Marzo 2018	201803	Marzo	2018	Mujeres	29	Comunidad de Teruel	4	Servicios	24
Marzo 2018	201803	Marzo	2018	Mujeres	31	Sierra de Albarracín	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	32	Gúdar-Javalambre	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Hombres	32	Gúdar-Javalambre	3	Construcción	1
Marzo 2018	201803	Marzo	2018	Hombres	32	Gúdar-Javalambre	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Mujeres	32	Gúdar-Javalambre	4	Servicios	2
Marzo 2018	201803	Marzo	2018	Hombres	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	1
Marzo 2018	201803	Marzo	2018	Hombres	33	Matarraña / Matarranya	2	Industria y energía	1
Marzo 2018	201803	Marzo	2018	Mujeres	33	Matarraña / Matarranya	2	Industria y energía	2
Marzo 2018	201803	Marzo	2018	Hombres	33	Matarraña / Matarranya	4	Servicios	1
Marzo 2018	201803	Marzo	2018	Mujeres	33	Matarraña / Matarranya	4	Servicios	6
Febrero 2018	201802	Febrero	2018	Hombres	01	La Jacetania	4	Servicios	1
Febrero 2018	201802	Febrero	2018	Mujeres	01	La Jacetania	4	Servicios	8
Febrero 2018	201802	Febrero	2018	Hombres	02	Alto Gállego	2	Industria y energía	1
Febrero 2018	201802	Febrero	2018	Mujeres	02	Alto Gállego	4	Servicios	2
Febrero 2018	201802	Febrero	2018	Hombres	03	Sobrarbe	2	Industria y energía	1
Febrero 2018	201802	Febrero	2018	Mujeres	03	Sobrarbe	4	Servicios	2
Febrero 2018	201802	Febrero	2018	Hombres	04	La Ribagorza	1	Agricultura, ganadería y pesca	2
Febrero 2018	201802	Febrero	2018	Hombres	04	La Ribagorza	4	Servicios	1
Febrero 2018	201802	Febrero	2018	Mujeres	04	La Ribagorza	4	Servicios	1
Febrero 2018	201802	Febrero	2018	Hombres	05	Cinco Villas	2	Industria y energía	1
Febrero 2018	201802	Febrero	2018	Hombres	05	Cinco Villas	3	Construcción	2
Febrero 2018	201802	Febrero	2018	Mujeres	05	Cinco Villas	3	Construcción	1
Febrero 2018	201802	Febrero	2018	Hombres	05	Cinco Villas	4	Servicios	3
Febrero 2018	201802	Febrero	2018	Mujeres	05	Cinco Villas	4	Servicios	7
Febrero 2018	201802	Febrero	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	3
Febrero 2018	201802	Febrero	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	1
Febrero 2018	201802	Febrero	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	3	Construcción	3
Febrero 2018	201802	Febrero	2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	3	Construcción	1
Febrero 2018	201802	Febrero	2018	Hombres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	15
Febrero 2018	201802	Febrero	2018	Mujeres	06	Hoya de Huesca / Plana de Uesca	4	Servicios	23
Febrero 2018	201802	Febrero	2018	Hombres	07	Somontano de Barbastro	4	Servicios	9
Febrero 2018	201802	Febrero	2018	Mujeres	07	Somontano de Barbastro	4	Servicios	10
Febrero 2018	201802	Febrero	2018	Hombres	08	Cinca Medio	1	Agricultura, ganadería y pesca	2
Febrero 2018	201802	Febrero	2018	Mujeres	08	Cinca Medio	2	Industria y energía	1
Febrero 2018	201802	Febrero	2018	Hombres	08	Cinca Medio	4	Servicios	5
Febrero 2018	201802	Febrero	2018	Mujeres	08	Cinca Medio	4	Servicios	6
Febrero 2018	201802	Febrero	2018	Hombres	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	1
Febrero 2018	201802	Febrero	2018	Hombres	09	La Litera / La Llitera	2	Industria y energía	1
Febrero 2018	201802	Febrero	2018	Mujeres	09	La Litera / La Llitera	2	Industria y energía	1
Febrero 2018	201802	Febrero	2018	Hombres	09	La Litera / La Llitera	3	Construcción	1
Febrero 2018	201802	Febrero	2018	Hombres	09	La Litera / La Llitera	4	Servicios	2
Febrero 2018	201802	Febrero	2018	Mujeres	09	La Litera / La Llitera	4	Servicios	3
Febrero 2018	201802	Febrero	2018	Hombres	10	Los Monegros	1	Agricultura, ganadería y pesca	3
Febrero 2018	201802	Febrero	2018	Hombres	10	Los Monegros	2	Industria y energía	1
