Mes y año	Mes (código)	Provincia código	Provincia nombre	Sexo	Nivel formativo grupo IAEST descripción	Nivel formativo grupo IAEST código	Número de contratos	Nivel formativo código
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	35	52
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	21	53
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	543	54
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	629	55
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	355	56
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	3	57
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	4	58
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	472	59
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	57	60
Septiembre 2016	201609	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	16	61
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	911	54
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	821	55
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	175	56
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	7	57
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	2	58
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	641	59
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	40	60
Septiembre 2016	201609	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	22	61
Agosto 2016	201608	22	Huesca	Hombres	Educación Primaria o inferior	10	484	11
Agosto 2016	201608	22	Huesca	Hombres	Educación Primaria o inferior	10	842	12
Agosto 2016	201608	22	Huesca	Hombres	Educación Primaria o inferior	10	1373	80
Agosto 2016	201608	22	Huesca	Mujeres	Educación Primaria o inferior	10	210	11
Agosto 2016	201608	22	Huesca	Mujeres	Educación Primaria o inferior	10	634	12
Agosto 2016	201608	22	Huesca	Mujeres	Educación Primaria o inferior	10	304	80
Agosto 2016	201608	22	Huesca	Mujeres	Educación Primaria o inferior	10	14	90
Agosto 2016	201608	22	Huesca	Hombres	Primera etapa de educación secundaria	20	2	21
Agosto 2016	201608	22	Huesca	Hombres	Primera etapa de educación secundaria	20	199	22
Agosto 2016	201608	22	Huesca	Hombres	Primera etapa de educación secundaria	20	1673	23
Agosto 2016	201608	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	149	22
Agosto 2016	201608	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	1202	23
Agosto 2016	201608	22	Huesca	Hombres	Bachillerato	31	439	32
Agosto 2016	201608	22	Huesca	Mujeres	Bachillerato	31	421	32
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza media de formación profesional	32	2	31
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza media de formación profesional	32	162	33
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza media de formación profesional	32	29	34
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza media de formación profesional	32	1	41
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	1	31
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	125	33
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	19	34
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	87	51
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	4	52
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	1	53
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	55	51
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	2	52
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior universitaria	42	49	54
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior universitaria	42	43	55
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior universitaria	42	17	56
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior universitaria	42	18	59
Agosto 2016	201608	22	Huesca	Hombres	Enseñanza superior universitaria	42	2	60
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior universitaria	42	78	54
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior universitaria	42	72	55
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior universitaria	42	22	56
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	58
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior universitaria	42	32	59
Agosto 2016	201608	22	Huesca	Mujeres	Enseñanza superior universitaria	42	3	60
Agosto 2016	201608	44	Teruel	Hombres	Educación Primaria o inferior	10	80	11
Agosto 2016	201608	44	Teruel	Hombres	Educación Primaria o inferior	10	479	12
Agosto 2016	201608	44	Teruel	Hombres	Educación Primaria o inferior	10	216	80
Agosto 2016	201608	44	Teruel	Hombres	Educación Primaria o inferior	10	1	90
Agosto 2016	201608	44	Teruel	Mujeres	Educación Primaria o inferior	10	80	11
Agosto 2016	201608	44	Teruel	Mujeres	Educación Primaria o inferior	10	470	12
Agosto 2016	201608	44	Teruel	Mujeres	Educación Primaria o inferior	10	112	80
Agosto 2016	201608	44	Teruel	Mujeres	Educación Primaria o inferior	10	5	90
Agosto 2016	201608	44	Teruel	Hombres	Primera etapa de educación secundaria	20	1	21
Agosto 2016	201608	44	Teruel	Hombres	Primera etapa de educación secundaria	20	403	22
Agosto 2016	201608	44	Teruel	Hombres	Primera etapa de educación secundaria	20	422	23
Agosto 2016	201608	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	126	22
Agosto 2016	201608	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	381	23
Agosto 2016	201608	44	Teruel	Hombres	Bachillerato	31	188	32
Agosto 2016	201608	44	Teruel	Mujeres	Bachillerato	31	218	32
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza media de formación profesional	32	86	33
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza media de formación profesional	32	12	34
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza media de formación profesional	32	2	41
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	1	31
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	73	33
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	19	51
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	2	52
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	18	51
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	3	52
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	2	53
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior universitaria	42	14	54
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior universitaria	42	27	55
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior universitaria	42	24	56
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior universitaria	42	1	58
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior universitaria	42	7	59
Agosto 2016	201608	44	Teruel	Hombres	Enseñanza superior universitaria	42	2	60
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior universitaria	42	22	54
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior universitaria	42	29	55
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior universitaria	42	10	56
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior universitaria	42	1	58
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior universitaria	42	24	59
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior universitaria	42	1	60
Agosto 2016	201608	44	Teruel	Mujeres	Enseñanza superior universitaria	42	1	61
Agosto 2016	201608	50	Zaragoza	Hombres	Educación Primaria o inferior	10	1850	11
Agosto 2016	201608	50	Zaragoza	Hombres	Educación Primaria o inferior	10	3697	12
Agosto 2016	201608	50	Zaragoza	Hombres	Educación Primaria o inferior	10	1618	80
Agosto 2016	201608	50	Zaragoza	Hombres	Educación Primaria o inferior	10	6	90
Agosto 2016	201608	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	779	11
Agosto 2016	201608	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	2623	12
Agosto 2016	201608	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	1025	80
Agosto 2016	201608	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	43	90
Agosto 2016	201608	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	4	21
Agosto 2016	201608	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	1786	22
Agosto 2016	201608	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	4859	23
Agosto 2016	201608	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	7	21
Agosto 2016	201608	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	1112	22
Agosto 2016	201608	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	3369	23
Agosto 2016	201608	50	Zaragoza	Hombres	Bachillerato	31	3069	32
Agosto 2016	201608	50	Zaragoza	Mujeres	Bachillerato	31	2793	32
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	5	31
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	1174	33
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	49	34
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	1	41
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	5	31
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	1027	33
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	13	34
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	4	41
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	630	51
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	13	52
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	14	53
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	434	51
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	16	52
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	14	53
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	378	54
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	404	55
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	222	56
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	5	57
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	1	58
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	128	59
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	27	60
Agosto 2016	201608	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	5	61
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	522	54
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	519	55
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	76	56
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	5	57
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	1	58
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	221	59
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	16	60
Agosto 2016	201608	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	4	61
Julio 2016	201607	22	Huesca	Hombres	Educación Primaria o inferior	10	564	11
Julio 2016	201607	22	Huesca	Hombres	Educación Primaria o inferior	10	1105	12
Julio 2016	201607	22	Huesca	Hombres	Educación Primaria o inferior	10	1287	80
Julio 2016	201607	22	Huesca	Mujeres	Educación Primaria o inferior	10	324	11
Julio 2016	201607	22	Huesca	Mujeres	Educación Primaria o inferior	10	820	12
Julio 2016	201607	22	Huesca	Mujeres	Educación Primaria o inferior	10	395	80
Julio 2016	201607	22	Huesca	Mujeres	Educación Primaria o inferior	10	14	90
Julio 2016	201607	22	Huesca	Hombres	Primera etapa de educación secundaria	20	5	21
Julio 2016	201607	22	Huesca	Hombres	Primera etapa de educación secundaria	20	183	22
Julio 2016	201607	22	Huesca	Hombres	Primera etapa de educación secundaria	20	2117	23
Julio 2016	201607	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	182	22
Julio 2016	201607	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	1690	23
Julio 2016	201607	22	Huesca	Hombres	Bachillerato	31	541	32
Julio 2016	201607	22	Huesca	Mujeres	Bachillerato	31	588	32
Julio 2016	201607	22	Huesca	Hombres	Enseñanza media de formación profesional	32	4	31
Julio 2016	201607	22	Huesca	Hombres	Enseñanza media de formación profesional	32	214	33
Julio 2016	201607	22	Huesca	Hombres	Enseñanza media de formación profesional	32	5	34
Julio 2016	201607	22	Huesca	Hombres	Enseñanza media de formación profesional	32	2	41
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	190	33
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	1	34
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	2	41
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	142	51
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	8	52
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	1	53
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	104	51
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	3	52
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	2	53
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior universitaria	42	90	54
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior universitaria	42	65	55
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior universitaria	42	24	56
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior universitaria	42	23	59
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior universitaria	42	1	60
Julio 2016	201607	22	Huesca	Hombres	Enseñanza superior universitaria	42	1	61
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior universitaria	42	140	54
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior universitaria	42	83	55
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior universitaria	42	42	56
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	58
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior universitaria	42	56	59
Julio 2016	201607	22	Huesca	Mujeres	Enseñanza superior universitaria	42	13	60
Julio 2016	201607	44	Teruel	Hombres	Educación Primaria o inferior	10	93	11
Julio 2016	201607	44	Teruel	Hombres	Educación Primaria o inferior	10	598	12
Julio 2016	201607	44	Teruel	Hombres	Educación Primaria o inferior	10	307	80
Julio 2016	201607	44	Teruel	Hombres	Educación Primaria o inferior	10	1	90
Julio 2016	201607	44	Teruel	Mujeres	Educación Primaria o inferior	10	72	11
Julio 2016	201607	44	Teruel	Mujeres	Educación Primaria o inferior	10	478	12
Julio 2016	201607	44	Teruel	Mujeres	Educación Primaria o inferior	10	192	80
Julio 2016	201607	44	Teruel	Mujeres	Educación Primaria o inferior	10	6	90
Julio 2016	201607	44	Teruel	Hombres	Primera etapa de educación secundaria	20	553	22
Julio 2016	201607	44	Teruel	Hombres	Primera etapa de educación secundaria	20	564	23
Julio 2016	201607	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	150	22
Julio 2016	201607	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	536	23
Julio 2016	201607	44	Teruel	Hombres	Bachillerato	31	201	32
Julio 2016	201607	44	Teruel	Mujeres	Bachillerato	31	249	32
Julio 2016	201607	44	Teruel	Hombres	Enseñanza media de formación profesional	32	2	31
Julio 2016	201607	44	Teruel	Hombres	Enseñanza media de formación profesional	32	69	33
Julio 2016	201607	44	Teruel	Hombres	Enseñanza media de formación profesional	32	4	34
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	3	31
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	83	33
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	2	34
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	2	41
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	44	51
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	2	53
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	30	51
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	3	52
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	2	53
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior universitaria	42	10	54
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior universitaria	42	29	55
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior universitaria	42	8	56
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior universitaria	42	1	58
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior universitaria	42	32	59
Julio 2016	201607	44	Teruel	Hombres	Enseñanza superior universitaria	42	1	61
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior universitaria	42	37	54
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior universitaria	42	40	55
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior universitaria	42	45	56
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior universitaria	42	1	58
Julio 2016	201607	44	Teruel	Mujeres	Enseñanza superior universitaria	42	63	59
Julio 2016	201607	50	Zaragoza	Hombres	Educación Primaria o inferior	10	2085	11
Julio 2016	201607	50	Zaragoza	Hombres	Educación Primaria o inferior	10	4160	12
Julio 2016	201607	50	Zaragoza	Hombres	Educación Primaria o inferior	10	1910	80
Julio 2016	201607	50	Zaragoza	Hombres	Educación Primaria o inferior	10	12	90
Julio 2016	201607	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	899	11
Julio 2016	201607	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	2756	12
Julio 2016	201607	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	1262	80
Julio 2016	201607	50	Zaragoza	Mujeres	Educación Primaria o inferior	10	60	90
Julio 2016	201607	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	15	21
Julio 2016	201607	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	1507	22
Julio 2016	201607	50	Zaragoza	Hombres	Primera etapa de educación secundaria	20	5290	23
Julio 2016	201607	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	12	21
Julio 2016	201607	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	1016	22
Julio 2016	201607	50	Zaragoza	Mujeres	Primera etapa de educación secundaria	20	4033	23
Julio 2016	201607	50	Zaragoza	Hombres	Bachillerato	31	3562	32
Julio 2016	201607	50	Zaragoza	Mujeres	Bachillerato	31	3332	32
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	14	31
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	1419	33
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	57	34
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza media de formación profesional	32	3	41
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	8	31
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	1191	33
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	34	34
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza media de formación profesional	32	6	41
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	712	51
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	16	52
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior de formación profesional	41	28	53
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	507	51
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	23	52
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior de formación profesional	41	27	53
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	440	54
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	533	55
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	193	56
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	1	57
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	3	58
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	151	59
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	16	60
Julio 2016	201607	50	Zaragoza	Hombres	Enseñanza superior universitaria	42	21	61
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	626	54
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	677	55
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	112	56
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	2	57
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	293	59
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	20	60
Julio 2016	201607	50	Zaragoza	Mujeres	Enseñanza superior universitaria	42	16	61
Junio 2016	201606	22	Huesca	Hombres	Educación Primaria o inferior	10	665	11
Junio 2016	201606	22	Huesca	Hombres	Educación Primaria o inferior	10	1037	12
Junio 2016	201606	22	Huesca	Hombres	Educación Primaria o inferior	10	1339	80
Junio 2016	201606	22	Huesca	Hombres	Educación Primaria o inferior	10	1	90
Junio 2016	201606	22	Huesca	Mujeres	Educación Primaria o inferior	10	509	11
Junio 2016	201606	22	Huesca	Mujeres	Educación Primaria o inferior	10	835	12
Junio 2016	201606	22	Huesca	Mujeres	Educación Primaria o inferior	10	442	80
Junio 2016	201606	22	Huesca	Mujeres	Educación Primaria o inferior	10	9	90
Junio 2016	201606	22	Huesca	Hombres	Primera etapa de educación secundaria	20	2	21
Junio 2016	201606	22	Huesca	Hombres	Primera etapa de educación secundaria	20	166	22
Junio 2016	201606	22	Huesca	Hombres	Primera etapa de educación secundaria	20	1969	23
Junio 2016	201606	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	2	21
Junio 2016	201606	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	165	22
Junio 2016	201606	22	Huesca	Mujeres	Primera etapa de educación secundaria	20	1769	23
Junio 2016	201606	22	Huesca	Hombres	Bachillerato	31	554	32
Junio 2016	201606	22	Huesca	Mujeres	Bachillerato	31	520	32
Junio 2016	201606	22	Huesca	Hombres	Enseñanza media de formación profesional	32	1	31
Junio 2016	201606	22	Huesca	Hombres	Enseñanza media de formación profesional	32	238	33
Junio 2016	201606	22	Huesca	Hombres	Enseñanza media de formación profesional	32	7	34
Junio 2016	201606	22	Huesca	Hombres	Enseñanza media de formación profesional	32	1	41
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza media de formación profesional	32	191	33
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	144	51
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	14	52
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior de formación profesional	41	2	53
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	111	51
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	2	52
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior de formación profesional	41	2	53
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior universitaria	42	59	54
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior universitaria	42	72	55
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior universitaria	42	12	56
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior universitaria	42	1	57
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior universitaria	42	20	59
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior universitaria	42	2	60
Junio 2016	201606	22	Huesca	Hombres	Enseñanza superior universitaria	42	2	61
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior universitaria	42	124	54
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior universitaria	42	81	55
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior universitaria	42	23	56
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior universitaria	42	60	59
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior universitaria	42	1	60
Junio 2016	201606	22	Huesca	Mujeres	Enseñanza superior universitaria	42	2	61
Junio 2016	201606	44	Teruel	Hombres	Educación Primaria o inferior	10	99	11
Junio 2016	201606	44	Teruel	Hombres	Educación Primaria o inferior	10	487	12
Junio 2016	201606	44	Teruel	Hombres	Educación Primaria o inferior	10	205	80
Junio 2016	201606	44	Teruel	Mujeres	Educación Primaria o inferior	10	46	11
Junio 2016	201606	44	Teruel	Mujeres	Educación Primaria o inferior	10	388	12
Junio 2016	201606	44	Teruel	Mujeres	Educación Primaria o inferior	10	172	80
Junio 2016	201606	44	Teruel	Mujeres	Educación Primaria o inferior	10	3	90
Junio 2016	201606	44	Teruel	Hombres	Primera etapa de educación secundaria	20	1	21
Junio 2016	201606	44	Teruel	Hombres	Primera etapa de educación secundaria	20	555	22
Junio 2016	201606	44	Teruel	Hombres	Primera etapa de educación secundaria	20	518	23
Junio 2016	201606	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	133	22
Junio 2016	201606	44	Teruel	Mujeres	Primera etapa de educación secundaria	20	378	23
Junio 2016	201606	44	Teruel	Hombres	Bachillerato	31	167	32
Junio 2016	201606	44	Teruel	Mujeres	Bachillerato	31	201	32
Junio 2016	201606	44	Teruel	Hombres	Enseñanza media de formación profesional	32	75	33
Junio 2016	201606	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	1	31
Junio 2016	201606	44	Teruel	Mujeres	Enseñanza media de formación profesional	32	96	33
Junio 2016	201606	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	51	51
Junio 2016	201606	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	2	52
Junio 2016	201606	44	Teruel	Hombres	Enseñanza superior de formación profesional	41	5	53
Junio 2016	201606	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	46	51
Junio 2016	201606	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	2	52
Junio 2016	201606	44	Teruel	Mujeres	Enseñanza superior de formación profesional	41	1	53
Junio 2016	201606	44	Teruel	Hombres	Enseñanza superior universitaria	42	10	54
