Año	Comarca código	Comarca nombre	Tipo licencias código	Tipo licencias descripción	Licencias
2011	26	Cuencas Mineras	OT	Operaciones de transporte	0
2011	26	Cuencas Mineras	VD-N	Transporte de viajeros nacionales servicio público	0
2011	26	Cuencas Mineras	VS-N	Ambulancias nacionales servicio público	0
2011	26	Cuencas Mineras	VT-N	Licencias taxi	4
2011	26	Cuencas Mineras	MDL-N	Transporte mercancías ligeras nacionales servicio público	6
2011	26	Cuencas Mineras	MDP-N	Transporte mercancías pesadas nacionales servicio público	60
2011	26	Cuencas Mineras	MPC-N	Transporte mercancías propias nacional	34
2011	26	Cuencas Mineras	VPC-N	Transporte privado de viajeros nacional	2
2011	26	Cuencas Mineras	VTC-N	Transporte de alquiler con conductor nacional	0
2011	26	Cuencas Mineras	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	3
2011	26	Cuencas Mineras	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	21
2011	26	Cuencas Mineras	MPCE-N	transporte mercancías propias nacional autorizado por empresa	20
2011	26	Cuencas Mineras	VSPC-N	Transporte privado ambulancias nacional	0
2011	26	Cuencas Mineras	VD	Transporte público viajeros en autobús	0
2011	26	Cuencas Mineras	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	26	Cuencas Mineras	XD	Servicio público mixto-Mercancías y viajeros	0
2011	27	Andorra-Sierra de Arcos	OT	Operaciones de transporte	1
2011	27	Andorra-Sierra de Arcos	VD-N	Transporte de viajeros nacionales servicio público	19
2011	27	Andorra-Sierra de Arcos	VS-N	Ambulancias nacionales servicio público	0
2011	27	Andorra-Sierra de Arcos	VT-N	Licencias taxi	7
2011	27	Andorra-Sierra de Arcos	MDL-N	Transporte mercancías ligeras nacionales servicio público	9
2011	27	Andorra-Sierra de Arcos	MDP-N	Transporte mercancías pesadas nacionales servicio público	246
2011	27	Andorra-Sierra de Arcos	MPC-N	Transporte mercancías propias nacional	22
2011	27	Andorra-Sierra de Arcos	VPC-N	Transporte privado de viajeros nacional	0
2011	27	Andorra-Sierra de Arcos	VTC-N	Transporte de alquiler con conductor nacional	0
2011	27	Andorra-Sierra de Arcos	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	6
2011	27	Andorra-Sierra de Arcos	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	21
2011	27	Andorra-Sierra de Arcos	MPCE-N	transporte mercancías propias nacional autorizado por empresa	12
2011	27	Andorra-Sierra de Arcos	VSPC-N	Transporte privado ambulancias nacional	1
2011	27	Andorra-Sierra de Arcos	VD	Transporte público viajeros en autobús	0
2011	27	Andorra-Sierra de Arcos	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	27	Andorra-Sierra de Arcos	XD	Servicio público mixto-Mercancías y viajeros	3
2011	28	Bajo Aragón	OT	Operaciones de transporte	7
2011	28	Bajo Aragón	VD-N	Transporte de viajeros nacionales servicio público	20
2011	28	Bajo Aragón	VS-N	Ambulancias nacionales servicio público	16
2011	28	Bajo Aragón	VT-N	Licencias taxi	13
2011	28	Bajo Aragón	MDL-N	Transporte mercancías ligeras nacionales servicio público	28
2011	28	Bajo Aragón	MDP-N	Transporte mercancías pesadas nacionales servicio público	302
2011	28	Bajo Aragón	MPC-N	Transporte mercancías propias nacional	112
2011	28	Bajo Aragón	VPC-N	Transporte privado de viajeros nacional	0
2011	28	Bajo Aragón	VTC-N	Transporte de alquiler con conductor nacional	10
2011	28	Bajo Aragón	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	16
2011	28	Bajo Aragón	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	80
2011	28	Bajo Aragón	MPCE-N	transporte mercancías propias nacional autorizado por empresa	64
2011	28	Bajo Aragón	VSPC-N	Transporte privado ambulancias nacional	0
2011	28	Bajo Aragón	VD	Transporte público viajeros en autobús	0
2011	28	Bajo Aragón	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	28	Bajo Aragón	XD	Servicio público mixto-Mercancías y viajeros	0
2011	29	Comunidad de Teruel	OT	Operaciones de transporte	11
2011	29	Comunidad de Teruel	VD-N	Transporte de viajeros nacionales servicio público	30
2011	29	Comunidad de Teruel	VS-N	Ambulancias nacionales servicio público	5
2011	29	Comunidad de Teruel	VT-N	Licencias taxi	20
2011	29	Comunidad de Teruel	MDL-N	Transporte mercancías ligeras nacionales servicio público	65
2011	29	Comunidad de Teruel	MDP-N	Transporte mercancías pesadas nacionales servicio público	497
2011	29	Comunidad de Teruel	MPC-N	Transporte mercancías propias nacional	254
2011	29	Comunidad de Teruel	VPC-N	Transporte privado de viajeros nacional	1
2011	29	Comunidad de Teruel	VTC-N	Transporte de alquiler con conductor nacional	0
2011	29	Comunidad de Teruel	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	33
2011	29	Comunidad de Teruel	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	151
2011	29	Comunidad de Teruel	MPCE-N	transporte mercancías propias nacional autorizado por empresa	123
2011	29	Comunidad de Teruel	VSPC-N	Transporte privado ambulancias nacional	0
2011	29	Comunidad de Teruel	VD	Transporte público viajeros en autobús	0
2011	29	Comunidad de Teruel	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	29	Comunidad de Teruel	XD	Servicio público mixto-Mercancías y viajeros	0
2011	30	Maestrazgo	OT	Operaciones de transporte	0
2011	30	Maestrazgo	VD-N	Transporte de viajeros nacionales servicio público	0
2011	30	Maestrazgo	VS-N	Ambulancias nacionales servicio público	0
2011	30	Maestrazgo	VT-N	Licencias taxi	2
2011	30	Maestrazgo	MDL-N	Transporte mercancías ligeras nacionales servicio público	1
2011	30	Maestrazgo	MDP-N	Transporte mercancías pesadas nacionales servicio público	26
2011	30	Maestrazgo	MPC-N	Transporte mercancías propias nacional	25
2011	30	Maestrazgo	VPC-N	Transporte privado de viajeros nacional	0
2011	30	Maestrazgo	VTC-N	Transporte de alquiler con conductor nacional	0
2011	30	Maestrazgo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2011	30	Maestrazgo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	8
2011	30	Maestrazgo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	20
2011	30	Maestrazgo	VSPC-N	Transporte privado ambulancias nacional	0
2011	30	Maestrazgo	VD	Transporte público viajeros en autobús	0
2011	30	Maestrazgo	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	30	Maestrazgo	XD	Servicio público mixto-Mercancías y viajeros	0
2011	31	Sierra de Albarracín	OT	Operaciones de transporte	0
2011	31	Sierra de Albarracín	VD-N	Transporte de viajeros nacionales servicio público	2
2011	31	Sierra de Albarracín	VS-N	Ambulancias nacionales servicio público	0
2011	31	Sierra de Albarracín	VT-N	Licencias taxi	3
2011	31	Sierra de Albarracín	MDL-N	Transporte mercancías ligeras nacionales servicio público	6
2011	31	Sierra de Albarracín	MDP-N	Transporte mercancías pesadas nacionales servicio público	12
2011	31	Sierra de Albarracín	MPC-N	Transporte mercancías propias nacional	30
2011	31	Sierra de Albarracín	VPC-N	Transporte privado de viajeros nacional	0
2011	31	Sierra de Albarracín	VTC-N	Transporte de alquiler con conductor nacional	0
2011	31	Sierra de Albarracín	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	1
2011	31	Sierra de Albarracín	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	7
2011	31	Sierra de Albarracín	MPCE-N	transporte mercancías propias nacional autorizado por empresa	20
2011	31	Sierra de Albarracín	VSPC-N	Transporte privado ambulancias nacional	0
2011	31	Sierra de Albarracín	VD	Transporte público viajeros en autobús	0
2011	31	Sierra de Albarracín	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	31	Sierra de Albarracín	XD	Servicio público mixto-Mercancías y viajeros	0
2011	32	Gúdar-Javalambre	OT	Operaciones de transporte	1
2011	32	Gúdar-Javalambre	VD-N	Transporte de viajeros nacionales servicio público	1
2011	32	Gúdar-Javalambre	VS-N	Ambulancias nacionales servicio público	0
2011	32	Gúdar-Javalambre	VT-N	Licencias taxi	8
2011	32	Gúdar-Javalambre	MDL-N	Transporte mercancías ligeras nacionales servicio público	17
2011	32	Gúdar-Javalambre	MDP-N	Transporte mercancías pesadas nacionales servicio público	108
2011	32	Gúdar-Javalambre	MPC-N	Transporte mercancías propias nacional	50
2011	32	Gúdar-Javalambre	VPC-N	Transporte privado de viajeros nacional	0
2011	32	Gúdar-Javalambre	VTC-N	Transporte de alquiler con conductor nacional	18
2011	32	Gúdar-Javalambre	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	9
2011	32	Gúdar-Javalambre	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	28
2011	32	Gúdar-Javalambre	MPCE-N	transporte mercancías propias nacional autorizado por empresa	36
2011	32	Gúdar-Javalambre	VSPC-N	Transporte privado ambulancias nacional	0
2011	32	Gúdar-Javalambre	VD	Transporte público viajeros en autobús	0
2011	32	Gúdar-Javalambre	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	32	Gúdar-Javalambre	XD	Servicio público mixto-Mercancías y viajeros	0
2011	33	Matarraña / Matarranya	OT	Operaciones de transporte	0
2011	33	Matarraña / Matarranya	VD-N	Transporte de viajeros nacionales servicio público	0
2011	33	Matarraña / Matarranya	VS-N	Ambulancias nacionales servicio público	0
2011	33	Matarraña / Matarranya	VT-N	Licencias taxi	7
2011	33	Matarraña / Matarranya	MDL-N	Transporte mercancías ligeras nacionales servicio público	7
2011	33	Matarraña / Matarranya	MDP-N	Transporte mercancías pesadas nacionales servicio público	45
2011	33	Matarraña / Matarranya	MPC-N	Transporte mercancías propias nacional	97
2011	33	Matarraña / Matarranya	VPC-N	Transporte privado de viajeros nacional	0
2011	33	Matarraña / Matarranya	VTC-N	Transporte de alquiler con conductor nacional	0
2011	33	Matarraña / Matarranya	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	5
2011	33	Matarraña / Matarranya	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	15
2011	33	Matarraña / Matarranya	MPCE-N	transporte mercancías propias nacional autorizado por empresa	38
2011	33	Matarraña / Matarranya	VSPC-N	Transporte privado ambulancias nacional	0
2011	33	Matarraña / Matarranya	VD	Transporte público viajeros en autobús	0
2011	33	Matarraña / Matarranya	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2011	33	Matarraña / Matarranya	XD	Servicio público mixto-Mercancías y viajeros	0
2012	01	La Jacetania	OT	Operaciones de transporte	2
2012	01	La Jacetania	VD-N	Transporte de viajeros nacionales servicio público	30
2012	01	La Jacetania	VS-N	Ambulancias nacionales servicio público	5
2012	01	La Jacetania	VT-N	Licencias taxi	28
2012	01	La Jacetania	MDL-N	Transporte mercancías ligeras nacionales servicio público	27
2012	01	La Jacetania	MDP-N	Transporte mercancías pesadas nacionales servicio público	115
2012	01	La Jacetania	MPC-N	Transporte mercancías propias nacional	58
2012	01	La Jacetania	VPC-N	Transporte privado de viajeros nacional	3
2012	01	La Jacetania	VTC-N	Transporte de alquiler con conductor nacional	0
2012	01	La Jacetania	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	10
2012	01	La Jacetania	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	38
2012	01	La Jacetania	MPCE-N	transporte mercancías propias nacional autorizado por empresa	41
2012	01	La Jacetania	VSPC-N	Transporte privado ambulancias nacional	0
2012	01	La Jacetania	VD	Transporte público viajeros en autobús	5
2012	01	La Jacetania	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	01	La Jacetania	XD	Servicio público mixto-Mercancías y viajeros	0
2012	02	Alto Gállego	OT	Operaciones de transporte	4
2012	02	Alto Gállego	VD-N	Transporte de viajeros nacionales servicio público	0
2012	02	Alto Gállego	VS-N	Ambulancias nacionales servicio público	0
2012	02	Alto Gállego	VT-N	Licencias taxi	16
2012	02	Alto Gállego	MDL-N	Transporte mercancías ligeras nacionales servicio público	13
2012	02	Alto Gállego	MDP-N	Transporte mercancías pesadas nacionales servicio público	156
2012	02	Alto Gállego	MPC-N	Transporte mercancías propias nacional	31
2012	02	Alto Gállego	VPC-N	Transporte privado de viajeros nacional	0
2012	02	Alto Gállego	VTC-N	Transporte de alquiler con conductor nacional	0
2012	02	Alto Gállego	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	8
2012	02	Alto Gállego	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	27
2012	02	Alto Gállego	MPCE-N	transporte mercancías propias nacional autorizado por empresa	20
2012	02	Alto Gállego	VSPC-N	Transporte privado ambulancias nacional	0
2012	02	Alto Gállego	VD	Transporte público viajeros en autobús	0
2012	02	Alto Gállego	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	02	Alto Gállego	XD	Servicio público mixto-Mercancías y viajeros	0
2012	03	Sobrarbe	OT	Operaciones de transporte	0
2012	03	Sobrarbe	VD-N	Transporte de viajeros nacionales servicio público	12
2012	03	Sobrarbe	VS-N	Ambulancias nacionales servicio público	0
2012	03	Sobrarbe	VT-N	Licencias taxi	33
2012	03	Sobrarbe	MDL-N	Transporte mercancías ligeras nacionales servicio público	11
2012	03	Sobrarbe	MDP-N	Transporte mercancías pesadas nacionales servicio público	58
2012	03	Sobrarbe	MPC-N	Transporte mercancías propias nacional	36
2012	03	Sobrarbe	VPC-N	Transporte privado de viajeros nacional	0
2012	03	Sobrarbe	VTC-N	Transporte de alquiler con conductor nacional	0
2012	03	Sobrarbe	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	6
2012	03	Sobrarbe	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	18
2012	03	Sobrarbe	MPCE-N	transporte mercancías propias nacional autorizado por empresa	21
2012	03	Sobrarbe	VSPC-N	Transporte privado ambulancias nacional	0
2012	03	Sobrarbe	VD	Transporte público viajeros en autobús	0
2012	03	Sobrarbe	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	03	Sobrarbe	XD	Servicio público mixto-Mercancías y viajeros	0
2012	04	La Ribagorza	OT	Operaciones de transporte	3
2012	04	La Ribagorza	VD-N	Transporte de viajeros nacionales servicio público	8
2012	04	La Ribagorza	VS-N	Ambulancias nacionales servicio público	3
2012	04	La Ribagorza	VT-N	Licencias taxi	38
2012	04	La Ribagorza	MDL-N	Transporte mercancías ligeras nacionales servicio público	21
2012	04	La Ribagorza	MDP-N	Transporte mercancías pesadas nacionales servicio público	190
2012	04	La Ribagorza	MPC-N	Transporte mercancías propias nacional	58
2012	04	La Ribagorza	VPC-N	Transporte privado de viajeros nacional	1
2012	04	La Ribagorza	VTC-N	Transporte de alquiler con conductor nacional	0
2012	04	La Ribagorza	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	10
2012	04	La Ribagorza	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	42
2012	04	La Ribagorza	MPCE-N	transporte mercancías propias nacional autorizado por empresa	38
2012	04	La Ribagorza	VSPC-N	Transporte privado ambulancias nacional	0
2012	04	La Ribagorza	VD	Transporte público viajeros en autobús	4
2012	04	La Ribagorza	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	04	La Ribagorza	XD	Servicio público mixto-Mercancías y viajeros	0
2012	05	Cinco Villas	OT	Operaciones de transporte	5
2012	05	Cinco Villas	VD-N	Transporte de viajeros nacionales servicio público	30
2012	05	Cinco Villas	VS-N	Ambulancias nacionales servicio público	2
2012	05	Cinco Villas	VT-N	Licencias taxi	25
2012	05	Cinco Villas	MDL-N	Transporte mercancías ligeras nacionales servicio público	22
2012	05	Cinco Villas	MDP-N	Transporte mercancías pesadas nacionales servicio público	263
2012	05	Cinco Villas	MPC-N	Transporte mercancías propias nacional	108
2012	05	Cinco Villas	VPC-N	Transporte privado de viajeros nacional	0
2012	05	Cinco Villas	VTC-N	Transporte de alquiler con conductor nacional	0
2012	05	Cinco Villas	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	13
2012	05	Cinco Villas	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	91
2012	05	Cinco Villas	MPCE-N	transporte mercancías propias nacional autorizado por empresa	73
2012	05	Cinco Villas	VSPC-N	Transporte privado ambulancias nacional	0
2012	05	Cinco Villas	VD	Transporte público viajeros en autobús	0
2012	05	Cinco Villas	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	05	Cinco Villas	XD	Servicio público mixto-Mercancías y viajeros	0
2012	06	Hoya de Huesca / Plana de Uesca	OT	Operaciones de transporte	7
2012	06	Hoya de Huesca / Plana de Uesca	VD-N	Transporte de viajeros nacionales servicio público	206
2012	06	Hoya de Huesca / Plana de Uesca	VS-N	Ambulancias nacionales servicio público	12
2012	06	Hoya de Huesca / Plana de Uesca	VT-N	Licencias taxi	60
2012	06	Hoya de Huesca / Plana de Uesca	MDL-N	Transporte mercancías ligeras nacionales servicio público	78
2012	06	Hoya de Huesca / Plana de Uesca	MDP-N	Transporte mercancías pesadas nacionales servicio público	406
2012	06	Hoya de Huesca / Plana de Uesca	MPC-N	Transporte mercancías propias nacional	203
2012	06	Hoya de Huesca / Plana de Uesca	VPC-N	Transporte privado de viajeros nacional	4
2012	06	Hoya de Huesca / Plana de Uesca	VTC-N	Transporte de alquiler con conductor nacional	0
2012	06	Hoya de Huesca / Plana de Uesca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	47
2012	06	Hoya de Huesca / Plana de Uesca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	104
2012	06	Hoya de Huesca / Plana de Uesca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	102
2012	06	Hoya de Huesca / Plana de Uesca	VSPC-N	Transporte privado ambulancias nacional	10
2012	06	Hoya de Huesca / Plana de Uesca	VD	Transporte público viajeros en autobús	0
2012	06	Hoya de Huesca / Plana de Uesca	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	06	Hoya de Huesca / Plana de Uesca	XD	Servicio público mixto-Mercancías y viajeros	0
2012	07	Somontano de Barbastro	OT	Operaciones de transporte	4
2012	07	Somontano de Barbastro	VD-N	Transporte de viajeros nacionales servicio público	9
2012	07	Somontano de Barbastro	VS-N	Ambulancias nacionales servicio público	10
2012	07	Somontano de Barbastro	VT-N	Licencias taxi	19
2012	07	Somontano de Barbastro	MDL-N	Transporte mercancías ligeras nacionales servicio público	24
2012	07	Somontano de Barbastro	MDP-N	Transporte mercancías pesadas nacionales servicio público	219
2012	07	Somontano de Barbastro	MPC-N	Transporte mercancías propias nacional	89
2012	07	Somontano de Barbastro	VPC-N	Transporte privado de viajeros nacional	0
2012	07	Somontano de Barbastro	VTC-N	Transporte de alquiler con conductor nacional	0
2012	07	Somontano de Barbastro	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	12
2012	07	Somontano de Barbastro	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	69
2012	07	Somontano de Barbastro	MPCE-N	transporte mercancías propias nacional autorizado por empresa	48
2012	07	Somontano de Barbastro	VSPC-N	Transporte privado ambulancias nacional	0
2012	07	Somontano de Barbastro	VD	Transporte público viajeros en autobús	0
2012	07	Somontano de Barbastro	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	07	Somontano de Barbastro	XD	Servicio público mixto-Mercancías y viajeros	0
2012	08	Cinca Medio	OT	Operaciones de transporte	7
2012	08	Cinca Medio	VD-N	Transporte de viajeros nacionales servicio público	8
2012	08	Cinca Medio	VS-N	Ambulancias nacionales servicio público	0
2012	08	Cinca Medio	VT-N	Licencias taxi	13
2012	08	Cinca Medio	MDL-N	Transporte mercancías ligeras nacionales servicio público	13
2012	08	Cinca Medio	MDP-N	Transporte mercancías pesadas nacionales servicio público	454
2012	08	Cinca Medio	MPC-N	Transporte mercancías propias nacional	60
2012	08	Cinca Medio	VPC-N	Transporte privado de viajeros nacional	0
2012	08	Cinca Medio	VTC-N	Transporte de alquiler con conductor nacional	0
2012	08	Cinca Medio	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	12
2012	08	Cinca Medio	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	88
2012	08	Cinca Medio	MPCE-N	transporte mercancías propias nacional autorizado por empresa	34
2012	08	Cinca Medio	VSPC-N	Transporte privado ambulancias nacional	0
2012	08	Cinca Medio	VD	Transporte público viajeros en autobús	0
2012	08	Cinca Medio	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	08	Cinca Medio	XD	Servicio público mixto-Mercancías y viajeros	0
2012	09	La Litera / La Llitera	OT	Operaciones de transporte	3
2012	09	La Litera / La Llitera	VD-N	Transporte de viajeros nacionales servicio público	20
2012	09	La Litera / La Llitera	VS-N	Ambulancias nacionales servicio público	0
2012	09	La Litera / La Llitera	VT-N	Licencias taxi	16
2012	09	La Litera / La Llitera	MDL-N	Transporte mercancías ligeras nacionales servicio público	23
2012	09	La Litera / La Llitera	MDP-N	Transporte mercancías pesadas nacionales servicio público	276
2012	09	La Litera / La Llitera	MPC-N	Transporte mercancías propias nacional	149
2012	09	La Litera / La Llitera	VPC-N	Transporte privado de viajeros nacional	0
2012	09	La Litera / La Llitera	VTC-N	Transporte de alquiler con conductor nacional	0
2012	09	La Litera / La Llitera	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	16
2012	09	La Litera / La Llitera	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	92
2012	09	La Litera / La Llitera	MPCE-N	transporte mercancías propias nacional autorizado por empresa	80
2012	09	La Litera / La Llitera	VSPC-N	Transporte privado ambulancias nacional	0
2012	09	La Litera / La Llitera	VD	Transporte público viajeros en autobús	0
2012	09	La Litera / La Llitera	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	09	La Litera / La Llitera	XD	Servicio público mixto-Mercancías y viajeros	0
2012	10	Los Monegros	OT	Operaciones de transporte	6
2012	10	Los Monegros	VD-N	Transporte de viajeros nacionales servicio público	0
2012	10	Los Monegros	VS-N	Ambulancias nacionales servicio público	0
2012	10	Los Monegros	VT-N	Licencias taxi	18
2012	10	Los Monegros	MDL-N	Transporte mercancías ligeras nacionales servicio público	25
2012	10	Los Monegros	MDP-N	Transporte mercancías pesadas nacionales servicio público	258
2012	10	Los Monegros	MPC-N	Transporte mercancías propias nacional	77
2012	10	Los Monegros	VPC-N	Transporte privado de viajeros nacional	0
2012	10	Los Monegros	VTC-N	Transporte de alquiler con conductor nacional	0
2012	10	Los Monegros	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	13
2012	10	Los Monegros	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	80
2012	10	Los Monegros	MPCE-N	transporte mercancías propias nacional autorizado por empresa	43
2012	10	Los Monegros	VSPC-N	Transporte privado ambulancias nacional	0
2012	10	Los Monegros	VD	Transporte público viajeros en autobús	0
2012	10	Los Monegros	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	10	Los Monegros	XD	Servicio público mixto-Mercancías y viajeros	0
2012	11	Bajo Cinca / Baix Cinca	OT	Operaciones de transporte	5
2012	11	Bajo Cinca / Baix Cinca	VD-N	Transporte de viajeros nacionales servicio público	0
2012	11	Bajo Cinca / Baix Cinca	VS-N	Ambulancias nacionales servicio público	0
2012	11	Bajo Cinca / Baix Cinca	VT-N	Licencias taxi	17
2012	11	Bajo Cinca / Baix Cinca	MDL-N	Transporte mercancías ligeras nacionales servicio público	21
2012	11	Bajo Cinca / Baix Cinca	MDP-N	Transporte mercancías pesadas nacionales servicio público	432
2012	11	Bajo Cinca / Baix Cinca	MPC-N	Transporte mercancías propias nacional	175
2012	11	Bajo Cinca / Baix Cinca	VPC-N	Transporte privado de viajeros nacional	2
2012	11	Bajo Cinca / Baix Cinca	VTC-N	Transporte de alquiler con conductor nacional	2
2012	11	Bajo Cinca / Baix Cinca	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	11
2012	11	Bajo Cinca / Baix Cinca	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	88
2012	11	Bajo Cinca / Baix Cinca	MPCE-N	transporte mercancías propias nacional autorizado por empresa	108
2012	11	Bajo Cinca / Baix Cinca	VSPC-N	Transporte privado ambulancias nacional	1
2012	11	Bajo Cinca / Baix Cinca	VD	Transporte público viajeros en autobús	0
2012	11	Bajo Cinca / Baix Cinca	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	11	Bajo Cinca / Baix Cinca	XD	Servicio público mixto-Mercancías y viajeros	0
2012	12	Tarazona y el Moncayo	OT	Operaciones de transporte	0
2012	12	Tarazona y el Moncayo	VD-N	Transporte de viajeros nacionales servicio público	5
2012	12	Tarazona y el Moncayo	VS-N	Ambulancias nacionales servicio público	0
2012	12	Tarazona y el Moncayo	VT-N	Licencias taxi	12
2012	12	Tarazona y el Moncayo	MDL-N	Transporte mercancías ligeras nacionales servicio público	19
2012	12	Tarazona y el Moncayo	MDP-N	Transporte mercancías pesadas nacionales servicio público	140
2012	12	Tarazona y el Moncayo	MPC-N	Transporte mercancías propias nacional	40
2012	12	Tarazona y el Moncayo	VPC-N	Transporte privado de viajeros nacional	0
2012	12	Tarazona y el Moncayo	VTC-N	Transporte de alquiler con conductor nacional	0
2012	12	Tarazona y el Moncayo	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	8
2012	12	Tarazona y el Moncayo	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	48
2012	12	Tarazona y el Moncayo	MPCE-N	transporte mercancías propias nacional autorizado por empresa	26
2012	12	Tarazona y el Moncayo	VSPC-N	Transporte privado ambulancias nacional	0
2012	12	Tarazona y el Moncayo	VD	Transporte público viajeros en autobús	0
2012	12	Tarazona y el Moncayo	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	12	Tarazona y el Moncayo	XD	Servicio público mixto-Mercancías y viajeros	0
2012	13	Campo de Borja	OT	Operaciones de transporte	1
2012	13	Campo de Borja	VD-N	Transporte de viajeros nacionales servicio público	3
2012	13	Campo de Borja	VS-N	Ambulancias nacionales servicio público	0
2012	13	Campo de Borja	VT-N	Licencias taxi	8
2012	13	Campo de Borja	MDL-N	Transporte mercancías ligeras nacionales servicio público	24
2012	13	Campo de Borja	MDP-N	Transporte mercancías pesadas nacionales servicio público	54
2012	13	Campo de Borja	MPC-N	Transporte mercancías propias nacional	46
2012	13	Campo de Borja	VPC-N	Transporte privado de viajeros nacional	0
2012	13	Campo de Borja	VTC-N	Transporte de alquiler con conductor nacional	0
2012	13	Campo de Borja	MDLE-N	Transporte mercancías ligeras nacional servicio público autorizado por empresa	11
2012	13	Campo de Borja	MDPE-N	Transporte mercancías pesadas nacinal servicio público autorizado por empresa	22
2012	13	Campo de Borja	MPCE-N	transporte mercancías propias nacional autorizado por empresa	29
2012	13	Campo de Borja	VSPC-N	Transporte privado ambulancias nacional	0
2012	13	Campo de Borja	VD	Transporte público viajeros en autobús	0
2012	13	Campo de Borja	XD-N	Servicio público nacional mixto-Mercancías y viajeros	0
2012	13	Campo de Borja	XD	Servicio público mixto-Mercancías y viajeros	0
2012	14	Aranda	OT	Operaciones de transporte	0
2012	14	Aranda	VD-N	Transporte de viajeros nacionales servicio público	16
2012	14	Aranda	VS-N	Ambulancias nacionales servicio público	0
2012	14	Aranda	VT-N	Licencias taxi	7
2012	14	Aranda	MDL-N	Transporte mercancías ligeras nacionales servicio público	11
