Año	Municipio código	Municipio nombre	Edificios nueva planta, total	Edificios nueva planta, residencial	Edificios nueva planta, no residencial	Superficie nueva planta, total	Superficie nueva planta, residencial	Superficie nueva planta, no residencial	Viviendas nueva planta	Edificios rehabilitación	Viviendas rehabilitación	Edificios demolición	Viviendas demolición	Estado de la información
2018	44080	Codoñera (La)	3	1	2	4898	548	4350	1	2	0	0	0	COMPLETA
2018	44082	Corbalán												SIN INFORMACIÓN
2018	44084	Cortes de Aragón												SIN INFORMACIÓN
2018	44085	Cosa												SIN INFORMACIÓN
2018	44086	Cretas	1	0	1	434	0	434	0	3	0	0	0	COMPLETA
2018	44087	Crivillén												SIN INFORMACIÓN
2018	44088	Cuba (La)												SIN INFORMACIÓN
2018	44089	Cubla												SIN INFORMACIÓN
2018	44090	Cucalón	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2018	44092	Cuervo (El)												SIN INFORMACIÓN
2018	44093	Cuevas de Almudén												SIN INFORMACIÓN
2018	44094	Cuevas Labradas												SIN INFORMACIÓN
2018	44096	Ejulve												SIN INFORMACIÓN
2018	44097	Escorihuela	2	2		383	383		2					INCOMPLETA
2018	44099	Escucha	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2018	44100	Estercuel												SIN INFORMACIÓN
2018	44101	Ferreruela de Huerva												SIN INFORMACIÓN
2018	44102	Fonfría												SIN INFORMACIÓN
2018	44103	Formiche Alto												SIN INFORMACIÓN
2018	44105	Fórnoles												SIN INFORMACIÓN
2018	44106	Fortanete	0	0	0	0	0	0	0	3	3	0	7	COMPLETA
2018	44107	Foz-Calanda												SIN INFORMACIÓN
2018	44108	Fresneda (La)	1	0	1	615	0	615	0	0	0	0	0	COMPLETA
2018	44109	Frías de Albarracín												SIN INFORMACIÓN
2018	44110	Fuenferrada												SIN INFORMACIÓN
2018	44111	Fuentes Calientes												SIN INFORMACIÓN
2018	44112	Fuentes Claras	1	1	0	135	135	0	1	0	0	0	0	COMPLETA
2018	44113	Fuentes de Rubielos	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44114	Fuentespalda												SIN INFORMACIÓN
2018	44115	Galve												SIN INFORMACIÓN
2018	44116	Gargallo												SIN INFORMACIÓN
2018	44117	Gea de Albarracín	2	1	1	1896	119	1777	1	0	0	0	0	COMPLETA
2018	44118	Ginebrosa (La)	4	0	4	2130	0	2130	0	3	0	0	0	COMPLETA
2018	44119	Griegos												SIN INFORMACIÓN
2018	44120	Guadalaviar												SIN INFORMACIÓN
2018	44121	Gúdar	0	0	0	0	0	0	0	0	0	0	0	COMPLETA
2018	44122	Híjar	1	1	0	317	317	0	1	5	3	3	2	COMPLETA
2018	44123	Hinojosa de Jarque	1	1	0	166	166	0	1	0	0	0	0	COMPLETA
2018	44124	Hoz de la Vieja (La)												SIN INFORMACIÓN
2018	44125	Huesa del Común												SIN INFORMACIÓN
2018	44126	Iglesuela del Cid (La)												SIN INFORMACIÓN
2018	44127	Jabaloyas												SIN INFORMACIÓN
2018	44128	Jarque de la Val												SIN INFORMACIÓN
2018	44129	Jatiel												SIN INFORMACIÓN
2018	44130	Jorcas												SIN INFORMACIÓN
2018	44131	Josa												SIN INFORMACIÓN
2018	44132	Lagueruela												SIN INFORMACIÓN
2018	44133	Lanzuela												SIN INFORMACIÓN
2018	44135	Libros	1	1	0	330	330	0	1	0	0	0	0	COMPLETA
2018	44136	Lidón												SIN INFORMACIÓN
2018	44137	Linares de Mora												SIN INFORMACIÓN
2018	44138	Loscos												SIN INFORMACIÓN
2018	44141	Lledó	4	2	2	771	516	255	2	1	0	0	0	COMPLETA
2018	44142	Maicas												SIN INFORMACIÓN
2018	44143	Manzanera	3	1	2	738	299	439	1	6				INCOMPLETA
2018	44144	Martín del Río												SIN INFORMACIÓN
2018	44145	Mas de las Matas	3	1	2	361	278	83	1	2	0	0	0	COMPLETA
2018	44146	Mata de los Olmos (La)												SIN INFORMACIÓN
2018	44147	Mazaleón	2	0	2	422	0	422	0	1	0	1	0	COMPLETA
2018	44148	Mezquita de Jarque												SIN INFORMACIÓN
2018	44149	Mirambel	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44150	Miravete de la Sierra												SIN INFORMACIÓN
2018	44151	Molinos	1	0	1	118	0	118	0	0	0	0	0	COMPLETA
2018	44152	Monforte de Moyuela												SIN INFORMACIÓN
2018	44153	Monreal del Campo	9	2	7	8405	582	7823	2	5	0	7	5	COMPLETA
2018	44154	Monroyo												SIN INFORMACIÓN
2018	44155	Montalbán	2	2	0	289	289	0	2	8	2	0	0	COMPLETA
2018	44156	Monteagudo del Castillo												SIN INFORMACIÓN
2018	44157	Monterde de Albarracín												SIN INFORMACIÓN
2018	44158	Mora de Rubielos	2	2	0	668	668	0	2	4	0	0	0	COMPLETA
2018	44159	Moscardón												SIN INFORMACIÓN
2018	44160	Mosqueruela												SIN INFORMACIÓN
2018	44161	Muniesa												SIN INFORMACIÓN
2018	44163	Noguera de Albarracín												SIN INFORMACIÓN
2018	44164	Nogueras												SIN INFORMACIÓN
2018	44165	Nogueruelas												SIN INFORMACIÓN
2018	44167	Obón	2	1	1	201	146	55	1	1	0	0	0	COMPLETA
2018	44168	Odón	3	0	3	1913	0	1913	0	0	0	0	0	COMPLETA
2018	44169	Ojos Negros	5	2	3	3871	346	3525	2	1	0	0	0	COMPLETA
2018	44171	Olba	2	1	1	466	234	232	1	2	0	0	0	COMPLETA
2018	44172	Oliete	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44173	Olmos (Los)												SIN INFORMACIÓN
2018	44174	Orihuela del Tremedal	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44175	Orrios												SIN INFORMACIÓN
2018	44176	Palomar de Arroyos												SIN INFORMACIÓN
2018	44177	Pancrudo												SIN INFORMACIÓN
2018	44178	Parras de Castellote (Las)												SIN INFORMACIÓN
2018	44179	Peñarroya de Tastavins	1	0	1	136	0	136	0	0	0	0	0	COMPLETA
2018	44180	Peracense												SIN INFORMACIÓN
2018	44181	Peralejos												SIN INFORMACIÓN
2018	44182	Perales del Alfambra	4		4	7034		7034						INCOMPLETA
2018	44183	Pitarque												SIN INFORMACIÓN
2018	44184	Plou												SIN INFORMACIÓN
2018	44185	Pobo (El)												SIN INFORMACIÓN
2018	44187	Portellada (La)												SIN INFORMACIÓN
2018	44189	Pozondón	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44190	Pozuel del Campo												SIN INFORMACIÓN
2018	44191	Puebla de Híjar (La)	4	2	2	2113	343	1770	2	1	0	1	0	COMPLETA
2018	44192	Puebla de Valverde (La)	4	3	1	1295	655	640	3	5				INCOMPLETA
2018	44193	Puertomingalvo	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44194	Ráfales								2				INCOMPLETA
2018	44195	Rillo												SIN INFORMACIÓN
2018	44196	Riodeva	1	0	1	39	0	39	0	0	0	0	0	COMPLETA
2018	44197	Ródenas	1	0	1	65	0	65	0	3	0	1	0	COMPLETA
2018	44198	Royuela												SIN INFORMACIÓN
2018	44199	Rubiales												SIN INFORMACIÓN
2018	44200	Rubielos de la Cérida												SIN INFORMACIÓN
2018	44201	Rubielos de Mora	2	2		1169	1169		2	6				INCOMPLETA
2018	44203	Salcedillo												SIN INFORMACIÓN
2018	44204	Saldón												SIN INFORMACIÓN
2018	44205	Samper de Calanda	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2018	44206	San Agustín												SIN INFORMACIÓN
2018	44207	San Martín del Río	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44208	Santa Cruz de Nogueras												SIN INFORMACIÓN
2018	44209	Santa Eulalia	5	0	5	3378	0	3378	0	1	0	0	0	COMPLETA
2018	44210	Sarrión	5	3	2	1653	1187	466	3	6	1	0	3	COMPLETA
2018	44211	Segura de los Baños												SIN INFORMACIÓN
2018	44212	Seno												SIN INFORMACIÓN
2018	44213	Singra												SIN INFORMACIÓN
2018	44215	Terriente	1	1		340	340		1					INCOMPLETA
2018	44216	Teruel	17	9	8	18342	14203	4139	63	16	11	5	7	COMPLETA
2018	44217	Toril y Masegoso												SIN INFORMACIÓN
2018	44218	Tormón												SIN INFORMACIÓN
2018	44219	Tornos												SIN INFORMACIÓN
2018	44220	Torralba de los Sisones	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44221	Torrecilla de Alcañiz	2	1	1	930	253	677	1					INCOMPLETA
2018	44222	Torrecilla del Rebollar												SIN INFORMACIÓN
2018	44223	Torre de Arcas												SIN INFORMACIÓN
2018	44224	Torre de las Arcas												SIN INFORMACIÓN
2018	44225	Torre del Compte	2	1	1	203	103	100	1	1	0	0	0	COMPLETA
2018	44226	Torrelacárcel												SIN INFORMACIÓN
2018	44227	Torre los Negros	2	0	2	785	0	785	0	0	0	1	0	COMPLETA
2018	44228	Torremocha de Jiloca	1	1	0	110	110	0	1	0	0	0	0	COMPLETA
2018	44229	Torres de Albarracín												SIN INFORMACIÓN
2018	44230	Torrevelilla	2	1	1	560	240	320	1	0	0	0	0	COMPLETA
2018	44231	Torrijas	2	1	1	620	585	35	1	0	0	1	1	COMPLETA
2018	44232	Torrijo del Campo	2	0	2	447	0	447	0	3	1	2	2	COMPLETA
2018	44234	Tramacastiel	1	0	1	76	0	76	0	0	0	0	0	COMPLETA
2018	44235	Tramacastilla												SIN INFORMACIÓN
2018	44236	Tronchón												SIN INFORMACIÓN
2018	44237	Urrea de Gaén	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2018	44238	Utrillas												SIN INFORMACIÓN
2018	44239	Valacloche												SIN INFORMACIÓN
2018	44240	Valbona	2	1	1	193	94	99	1	2	1	2	2	COMPLETA
2018	44241	Valdealgorfa	3	2	1	773	611	162	2	1	1	1	0	COMPLETA
2018	44243	Valdecuenca	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	44244	Valdelinares												SIN INFORMACIÓN
2018	44245	Valdeltormo	1	0	1	30	0	30	0	0	0	0	0	COMPLETA
2018	44246	Valderrobres	5	0	5	976	0	976	0	4	1	0	0	COMPLETA
2018	44247	Valjunquera	1		1	73		73		3				INCOMPLETA
2018	44249	Vallecillo (El)												SIN INFORMACIÓN
2018	44250	Veguillas de la Sierra												SIN INFORMACIÓN
2018	44251	Villafranca del Campo	3	0	3	3489	0	3489	0	0	0	0	0	COMPLETA
2018	44252	Villahermosa del Campo												SIN INFORMACIÓN
2018	44256	Villanueva del Rebollar de la Sierra												SIN INFORMACIÓN
2018	44257	Villar del Cobo												SIN INFORMACIÓN
2018	44258	Villar del Salz												SIN INFORMACIÓN
2018	44260	Villarluengo												SIN INFORMACIÓN
2018	44261	Villarquemado	1	1	0	313	313	0	1	0	0	1	0	COMPLETA
2018	44262	Villarroya de los Pinares												SIN INFORMACIÓN
2018	44263	Villastar	1	0	1	133	0	133	0	4	0	0	0	COMPLETA
2018	44264	Villel												SIN INFORMACIÓN
2018	44265	Vinaceite	5	0	5	5508	0	5508	0	1	0	0	0	COMPLETA
2018	44266	Visiedo												SIN INFORMACIÓN
2018	44267	Vivel del Río Martín												SIN INFORMACIÓN
2018	44268	Zoma (La)												SIN INFORMACIÓN
2018	50001	Abanto												SIN INFORMACIÓN
2018	50002	Acered												SIN INFORMACIÓN
2018	50003	Agón												SIN INFORMACIÓN
2018	50004	Aguarón												SIN INFORMACIÓN
2018	50005	Aguilón												SIN INFORMACIÓN
2018	50006	Ainzón	2	1	1	132	107	25	1	1	0	2	1	COMPLETA
2018	50007	Aladrén												SIN INFORMACIÓN
2018	50008	Alagón	5	4	1	1092	792	300	4	3	0	3	2	COMPLETA
2018	50009	Alarba												SIN INFORMACIÓN
2018	50010	Alberite de San Juan												SIN INFORMACIÓN
2018	50011	Albeta												SIN INFORMACIÓN
2018	50012	Alborge												SIN INFORMACIÓN
2018	50013	Alcalá de Ebro	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50014	Alcalá de Moncayo	1	1	0	239	239	0	1	0	0	0	0	COMPLETA
2018	50015	Alconchel de Ariza												SIN INFORMACIÓN
2018	50016	Aldehuela de Liestos												SIN INFORMACIÓN
2018	50017	Alfajarín	1	0	1	77	0	77	0	1	0	1	0	COMPLETA
2018	50018	Alfamén	2	0	2	97	0	97	0	2	0	0	0	COMPLETA
2018	50019	Alforque	1	0	1	165	0	165	0	0	0	0	0	COMPLETA
2018	50020	Alhama de Aragón	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50021	Almochuel												SIN INFORMACIÓN
2018	50022	Almolda (La)	0	0	0	0	0	0	0	1	0	0	1	COMPLETA
2018	50023	Almonacid de la Cuba												SIN INFORMACIÓN
2018	50024	Almonacid de la Sierra	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50025	Almunia de Doña Godina (La)	14	9	5	5467	2244	3223	10	6	2	4	3	COMPLETA
2018	50026	Alpartir	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50027	Ambel												SIN INFORMACIÓN
2018	50028	Anento												SIN INFORMACIÓN
2018	50029	Aniñón	0	0	0	0	0	0	0	0	0	4	4	COMPLETA
2018	50030	Añón de Moncayo												SIN INFORMACIÓN
2018	50031	Aranda de Moncayo												SIN INFORMACIÓN
2018	50032	Arándiga	6	0	6	8647	0	8647	0	0	0	0	0	COMPLETA
2018	50033	Ardisa												SIN INFORMACIÓN
2018	50034	Ariza	1	1	0	145	145	0	1	0	0	0	0	COMPLETA
2018	50035	Artieda												SIN INFORMACIÓN
2018	50036	Asín												SIN INFORMACIÓN
2018	50037	Atea												SIN INFORMACIÓN
2018	50038	Ateca	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2018	50039	Azuara												SIN INFORMACIÓN
2018	50040	Badules												SIN INFORMACIÓN
2018	50041	Bagüés												SIN INFORMACIÓN
2018	50042	Balconchán												SIN INFORMACIÓN
2018	50043	Bárboles												SIN INFORMACIÓN
2018	50044	Bardallur												SIN INFORMACIÓN
2018	50045	Belchite	1	0	1	168	0	168	0	1	0	0	0	COMPLETA
2018	50046	Belmonte de Gracián												SIN INFORMACIÓN
2018	50047	Berdejo												SIN INFORMACIÓN
2018	50048	Berrueco												SIN INFORMACIÓN
2018	50050	Bijuesca												SIN INFORMACIÓN
2018	50051	Biota	3	0	3	4131	0	4131	0	0	0	0	0	COMPLETA
2018	50052	Bisimbre												SIN INFORMACIÓN
2018	50053	Boquiñeni												SIN INFORMACIÓN
2018	50054	Bordalba												SIN INFORMACIÓN
2018	50055	Borja												SIN INFORMACIÓN
2018	50056	Botorrita	1	0	1	2111	0	2111	0	1	0	0	0	COMPLETA
2018	50057	Brea de Aragón	1	0	1	155	0	155	0	0	0	0	0	COMPLETA
2018	50058	Bubierca												SIN INFORMACIÓN
2018	50059	Bujaraloz	18	0	18	17784	0	17784	0	3	1	3	1	COMPLETA
2018	50060	Bulbuente	1	1	0	468	468	0	1	0	0	0	0	COMPLETA
2018	50061	Bureta												SIN INFORMACIÓN
2018	50062	Burgo de Ebro (El)	2	2	0	328	328	0	2	1	0	0	0	COMPLETA
2018	50063	Buste (El)	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50064	Cabañas de Ebro	0	0	0	0	0	0	0	1	1	2	1	COMPLETA
2018	50065	Cabolafuente												SIN INFORMACIÓN
2018	50066	Cadrete	6	5	1	1034	983	51	5	9	0	1	0	COMPLETA
2018	50067	Calatayud	1	1	0	411	411	0	1	1	0	0	0	COMPLETA
2018	50068	Calatorao	4	2	2	6593	553	6040	2	5	1	0	0	COMPLETA
2018	50069	Calcena												SIN INFORMACIÓN
2018	50070	Calmarza												SIN INFORMACIÓN
2018	50071	Campillo de Aragón												SIN INFORMACIÓN
2018	50072	Carenas												SIN INFORMACIÓN
2018	50073	Cariñena	4	0	4	6493	0	6493	0	1	0	0	0	COMPLETA
2018	50074	Caspe	14	8	6	6250	2754	3496	6	19	2	7	3	COMPLETA
2018	50075	Castejón de Alarba												SIN INFORMACIÓN
2018	50076	Castejón de las Armas												SIN INFORMACIÓN
2018	50077	Castejón de Valdejasa	3		3	3673		3673						INCOMPLETA
2018	50078	Castiliscar												SIN INFORMACIÓN
2018	50079	Cervera de la Cañada	1	1		96	96		1					INCOMPLETA
2018	50080	Cerveruela												SIN INFORMACIÓN
2018	50081	Cetina	4	2	2	4104	504	3600	2	0	0	0	0	COMPLETA
2018	50082	Cimballa												SIN INFORMACIÓN
2018	50083	Cinco Olivas												SIN INFORMACIÓN
2018	50084	Clarés de Ribota												SIN INFORMACIÓN
2018	50085	Codo												SIN INFORMACIÓN
2018	50086	Codos												SIN INFORMACIÓN
2018	50087	Contamina												SIN INFORMACIÓN
2018	50088	Cosuenda	1	0	1	290	0	290	0	0	0	2	0	COMPLETA
2018	50089	Cuarte de Huerva	35	32	3	27776	20837	6939	110	4	0	5	0	COMPLETA
2018	50090	Cubel												SIN INFORMACIÓN
2018	50091	Cuerlas (Las)												SIN INFORMACIÓN
2018	50092	Chiprana	3		3	1776		1776		1				INCOMPLETA
2018	50093	Chodes												SIN INFORMACIÓN
2018	50094	Daroca	1	0	1	988	0	988	0	1	0	0	0	COMPLETA
2018	50095	Ejea de los Caballeros	18	2	16	21941	262	21679	2	10		2	2	INCOMPLETA
2018	50096	Embid de Ariza												SIN INFORMACIÓN
2018	50098	Encinacorba												SIN INFORMACIÓN
2018	50099	Épila	6	2	4	3547	485	3062	2	11	0	5	2	COMPLETA
2018	50100	Erla	1	0	1	273	0	273	0	0	0	0	0	COMPLETA
2018	50101	Escatrón	3	0	3	1676	0	1676	0	5	0	1	0	COMPLETA
2018	50102	Fabara	7	1	6	4166	262	3904	1	3	0	0	0	COMPLETA
2018	50104	Farlete	2	0	2	2547	0	2547	0	0	0	0	0	COMPLETA
2018	50105	Fayón	1	0	1	80	0	80	0	0	0	1	0	COMPLETA
2018	50106	Fayos (Los)	1	1	0	189	189	0	1	1	0	1	0	COMPLETA
2018	50107	Figueruelas	2	2	0	402	402	0	2	1	0	0	0	COMPLETA
2018	50108	Fombuena												SIN INFORMACIÓN
2018	50109	Frago (El)	0	0	0	0	0	0	0	2	1	0	0	COMPLETA
2018	50110	Frasno (El)	1		1	2075		2075		1				INCOMPLETA
2018	50111	Fréscano												SIN INFORMACIÓN
2018	50113	Fuendejalón	3	0	3	2210	0	2210	0	1	0	1	1	COMPLETA
2018	50114	Fuendetodos												SIN INFORMACIÓN
2018	50115	Fuentes de Ebro	2	2	0	360	360	0	2	1	0	1	0	COMPLETA
2018	50116	Fuentes de Jiloca												SIN INFORMACIÓN
2018	50117	Gallocanta												SIN INFORMACIÓN
2018	50118	Gallur	0	0	0	0	0	0	0	1	0	1	1	COMPLETA
2018	50119	Gelsa												SIN INFORMACIÓN
2018	50120	Godojos												SIN INFORMACIÓN
2018	50121	Gotor												SIN INFORMACIÓN
2018	50122	Grisel												SIN INFORMACIÓN
2018	50123	Grisén	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50124	Herrera de los Navarros												SIN INFORMACIÓN
2018	50125	Ibdes												SIN INFORMACIÓN
2018	50126	Illueca	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50128	Isuerre	1	1	0	196	196	0	1	0	0	0	0	COMPLETA
2018	50129	Jaraba												SIN INFORMACIÓN
2018	50130	Jarque de Moncayo	2	2	0	296	296	0	2	0	0	0	0	COMPLETA
2018	50131	Jaulín	2	2	0	297	297	0	2	0	0	0	0	COMPLETA
2018	50132	Joyosa (La)	1	1	0	271	271	0	1	3	0	0	0	COMPLETA
2018	50133	Lagata												SIN INFORMACIÓN
2018	50134	Langa del Castillo												SIN INFORMACIÓN
2018	50135	Layana												SIN INFORMACIÓN
2018	50136	Lécera	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50137	Leciñena												SIN INFORMACIÓN
2018	50138	Lechón												SIN INFORMACIÓN
2018	50139	Letux	1	1	0	190	190	0	1	0	0	0	0	COMPLETA
2018	50140	Litago												SIN INFORMACIÓN
2018	50141	Lituénigo												SIN INFORMACIÓN
2018	50142	Lobera de Onsella												SIN INFORMACIÓN
2018	50143	Longares								1	1			INCOMPLETA
2018	50144	Longás												SIN INFORMACIÓN
2018	50146	Lucena de Jalón												SIN INFORMACIÓN
2018	50147	Luceni	1	0	1	197	0	197	0	0	0	0	0	COMPLETA
2018	50148	Luesia												SIN INFORMACIÓN
2018	50149	Luesma												SIN INFORMACIÓN
2018	50150	Lumpiaque	3	1	2	236	202	34	1	1	0	2	2	COMPLETA
2018	50151	Luna	2	1	1	308	227	81	1	2	0	0	0	COMPLETA
2018	50152	Maella	4	2	2	571	289	282	2	11	1	0	0	COMPLETA
2018	50153	Magallón	1	0	1	413	0	413	0	0	0	0	0	COMPLETA
2018	50154	Mainar												SIN INFORMACIÓN
2018	50155	Malanquilla												SIN INFORMACIÓN
2018	50156	Maleján												SIN INFORMACIÓN
2018	50157	Malón												SIN INFORMACIÓN
2018	50159	Maluenda												SIN INFORMACIÓN
2018	50160	Mallén	3	2	1	984	446	538	2	2	0	1	1	COMPLETA
2018	50161	Manchones	5	0	5	3086	0	3086	0	1	0	0	0	COMPLETA
2018	50162	Mara												SIN INFORMACIÓN
2018	50163	María de Huerva												SIN INFORMACIÓN
2018	50164	Mediana de Aragón												SIN INFORMACIÓN
2018	50165	Mequinenza	2	0	2	323	0	323	0	11	1	0	0	COMPLETA
2018	50166	Mesones de Isuela												SIN INFORMACIÓN
2018	50167	Mezalocha												SIN INFORMACIÓN
2018	50168	Mianos												SIN INFORMACIÓN
2018	50169	Miedes de Aragón												SIN INFORMACIÓN
2018	50170	Monegrillo	2	0	2	1764	0	1764	0	0	0	0	0	COMPLETA
2018	50171	Moneva												SIN INFORMACIÓN
2018	50172	Monreal de Ariza												SIN INFORMACIÓN
2018	50173	Monterde												SIN INFORMACIÓN
2018	50174	Montón												SIN INFORMACIÓN
2018	50175	Morata de Jalón	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50176	Morata de Jiloca												SIN INFORMACIÓN
2018	50177	Morés												SIN INFORMACIÓN
2018	50178	Moros												SIN INFORMACIÓN
2018	50179	Moyuela												SIN INFORMACIÓN
2018	50180	Mozota												SIN INFORMACIÓN
2018	50181	Muel	1	1	0	203	203	0	1	2	0	1	1	COMPLETA
2018	50182	Muela (La)	25	24	1	3509	2602	907	24	4	0	0	0	COMPLETA
2018	50183	Munébrega												SIN INFORMACIÓN
2018	50184	Murero												SIN INFORMACIÓN
2018	50185	Murillo de Gállego	3	0	3	64	0	64	0	1	0	0	0	COMPLETA
2018	50186	Navardún												SIN INFORMACIÓN
2018	50187	Nigüella												SIN INFORMACIÓN
2018	50188	Nombrevilla												SIN INFORMACIÓN
2018	50189	Nonaspe	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50190	Novallas	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2018	50191	Novillas	2	0	2	1896	0	1896	0	2	0	3	3	COMPLETA
2018	50192	Nuévalos												SIN INFORMACIÓN
2018	50193	Nuez de Ebro	1	1	0	345	345	0	1	2	0	1	0	COMPLETA
2018	50194	Olvés												SIN INFORMACIÓN
2018	50195	Orcajo												SIN INFORMACIÓN
2018	50196	Orera												SIN INFORMACIÓN
2018	50197	Orés	1	1	0	209	209	0	1	1	0	1	0	COMPLETA
2018	50198	Oseja												SIN INFORMACIÓN
2018	50199	Osera de Ebro	0	0	0	0	0	0	0	0	0	1	0	COMPLETA
2018	50200	Paniza												SIN INFORMACIÓN
2018	50201	Paracuellos de Jiloca	1	1	0	293	293	0	1	0	0	1	1	COMPLETA
2018	50202	Paracuellos de la Ribera												SIN INFORMACIÓN
2018	50203	Pastriz	5	3	2	1549	679	870	3	1	0	0	0	COMPLETA
2018	50204	Pedrola	3	0	3	18980	0	18980	0	3	0	0	0	COMPLETA
2018	50205	Pedrosas (Las)												SIN INFORMACIÓN
2018	50206	Perdiguera	8	2	6	9590	458	9132	2	0	0	1	1	COMPLETA
2018	50207	Piedratajada												SIN INFORMACIÓN
2018	50208	Pina de Ebro	2	2	0	869	869	0	5	2	0	0	0	COMPLETA
2018	50209	Pinseque	2	1	1	303	176	127	1	6	0	2	3	COMPLETA
2018	50210	Pintanos (Los)												SIN INFORMACIÓN
2018	50211	Plasencia de Jalón	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50212	Pleitas								1				INCOMPLETA
2018	50213	Plenas												SIN INFORMACIÓN
2018	50214	Pomer	1	1	0	304	304	0	1	0	0	0	0	COMPLETA
2018	50215	Pozuel de Ariza												SIN INFORMACIÓN
2018	50216	Pozuelo de Aragón												SIN INFORMACIÓN
2018	50217	Pradilla de Ebro	1	0	1	1736	0	1736	0	0	0	0	0	COMPLETA
2018	50218	Puebla de Albortón												SIN INFORMACIÓN
2018	50219	Puebla de Alfindén (La)	1	1	0	877	877	0	2	4	0	0	0	COMPLETA
2018	50220	Puendeluna	0	0	0	0	0	0	0	2	0	0	0	COMPLETA
2018	50221	Purujosa												SIN INFORMACIÓN
2018	50222	Quinto	5	3	2	4945	753	4192	3	3	1	4	6	COMPLETA
2018	50223	Remolinos	2	2	0	413	413	0	2	1	0	7	5	COMPLETA
2018	50224	Retascón												SIN INFORMACIÓN
2018	50225	Ricla	2	2	0	431	431	0	2	2	0	0	0	COMPLETA
2018	50227	Romanos												SIN INFORMACIÓN
2018	50228	Rueda de Jalón	0	0	0	0	0	0	0	0	0	2	2	COMPLETA
2018	50229	Ruesca												SIN INFORMACIÓN
2018	50230	Sádaba	6	2	4	6810	624	6186	2	0	0	1	0	COMPLETA
2018	50231	Salillas de Jalón	2	0	2	294	0	294	0	2	0	0	0	COMPLETA
2018	50232	Salvatierra de Esca												SIN INFORMACIÓN
2018	50233	Samper del Salz												SIN INFORMACIÓN
2018	50234	San Martín de la Virgen de Moncayo												SIN INFORMACIÓN
2018	50235	San Mateo de Gállego	5	5	0	979	979	0	5	1	0	0	0	COMPLETA
2018	50236	Santa Cruz de Grío												SIN INFORMACIÓN
2018	50237	Santa Cruz de Moncayo	2		2	1446		1446						INCOMPLETA
2018	50238	Santa Eulalia de Gállego	5	0	5	2501	0	2501	0	1	0	0	0	COMPLETA
2018	50239	Santed												SIN INFORMACIÓN
2018	50240	Sástago												SIN INFORMACIÓN
2018	50241	Saviñán												SIN INFORMACIÓN
2018	50242	Sediles												SIN INFORMACIÓN
2018	50243	Sestrica	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50244	Sierra de Luna	1	0	1	1602	0	1602	0	0	0	0	0	COMPLETA
2018	50245	Sigüés	2	2	0	337	337	0	2	0	0	0	0	COMPLETA
2018	50246	Sisamón												SIN INFORMACIÓN
2018	50247	Sobradiel												SIN INFORMACIÓN
2018	50248	Sos del Rey Católico	0	0	0	0	0	0	0	0	0	0	0	COMPLETA
2018	50249	Tabuenca	2	1	1	470	316	154	1	2		1		INCOMPLETA
2018	50250	Talamantes												SIN INFORMACIÓN
2018	50251	Tarazona	9	0	9	3633	0	3633	0	0	0	2	2	COMPLETA
2018	50252	Tauste	1	1		507	507		1	2		10	10	INCOMPLETA
2018	50253	Terrer												SIN INFORMACIÓN
2018	50254	Tierga												SIN INFORMACIÓN
2018	50255	Tobed												SIN INFORMACIÓN
2018	50256	Torralba de los Frailes	0	0	0	0	0	0	0	0	0	1	1	COMPLETA
2018	50257	Torralba de Ribota												SIN INFORMACIÓN
2018	50258	Torralbilla												SIN INFORMACIÓN
2018	50259	Torrehermosa												SIN INFORMACIÓN
2018	50260	Torrelapaja												SIN INFORMACIÓN
2018	50261	Torrellas	0	0	0	0	0	0	0	1	0	0	0	COMPLETA
2018	50262	Torres de Berrellén	1	1	0	190	190	0	1	5	0	0	0	COMPLETA
