Año	Comarca	Municipio	Entidad singular	Núcleo	Personas
2017	23-Bajo Martín	44122-Híjar	441220001 - Híjar	44122000199 - *Diseminado*	30
2017	23-Bajo Martín	44129-Jatiel	441290001 - Jatiel	44129000101 - Jatiel	41
2017	23-Bajo Martín	44191-Puebla de Híjar (La)	441910001 - Estación (La)	44191000101 - Estación (La)	357
2017	23-Bajo Martín	44191-Puebla de Híjar (La)	441910001 - Estación (La)	44191000199 - *Diseminado*	7
2017	23-Bajo Martín	44191-Puebla de Híjar (La)	441910002 - Puebla de Híjar (La)	44191000201 - Puebla de Híjar (La)	580
2017	23-Bajo Martín	44205-Samper de Calanda	442050002 - Samper de Calanda	44205000201 - Samper de Calanda	821
2017	23-Bajo Martín	44237-Urrea de Gaén	442370001 - Urrea de Gaén	44237000101 - Urrea de Gaén	456
2017	23-Bajo Martín	44237-Urrea de Gaén	442370001 - Urrea de Gaén	44237000199 - *Diseminado*	5
2017	23-Bajo Martín	44265-Vinaceite	442650001 - Vinaceite	44265000101 - Vinaceite	262
2017	24-Campo de Daroca	50002-Acered	500020001 - Acered	50002000101 - Acered	171
2017	24-Campo de Daroca	50016-Aldehuela de Liestos	500160001 - Aldehuela de Liestos	50016000101 - Aldehuela de Liestos	53
2017	24-Campo de Daroca	50028-Anento	500280001 - Anento	50028000101 - Anento	93
2017	24-Campo de Daroca	50037-Atea	500370001 - Atea	50037000101 - Atea	145
2017	24-Campo de Daroca	50040-Badules	500400001 - Badules	50040000101 - Badules	87
2017	24-Campo de Daroca	50042-Balconchán	500420001 - Balconchán	50042000101 - Balconchán	16
2017	24-Campo de Daroca	50048-Berrueco	500480001 - Berrueco	50048000101 - Berrueco	33
2017	24-Campo de Daroca	50080-Cerveruela	500800001 - Cerveruela	50080000101 - Cerveruela	38
2017	24-Campo de Daroca	50090-Cubel	500900001 - Cubel	50090000101 - Cubel	175
2017	24-Campo de Daroca	50091-Cuerlas (Las)	500910001 - Cuerlas (Las)	50091000101 - Cuerlas (Las)	44
2017	24-Campo de Daroca	50094-Daroca	500940001 - Daroca	50094000101 - Daroca	2027
2017	24-Campo de Daroca	50094-Daroca	500940001 - Daroca	50094000199 - *Diseminado*	17
2017	24-Campo de Daroca	50108-Fombuena	501080001 - Fombuena	50108000101 - Fombuena	52
2017	24-Campo de Daroca	50117-Gallocanta	501170001 - Gallocanta	50117000101 - Gallocanta	162
2017	24-Campo de Daroca	50124-Herrera de los Navarros	501240001 - Herrera de los Navarros	50124000101 - Herrera de los Navarros	525
2017	24-Campo de Daroca	50124-Herrera de los Navarros	501240001 - Herrera de los Navarros	50124000199 - *Diseminado*	1
2017	24-Campo de Daroca	50134-Langa del Castillo	501340001 - Langa del Castillo	50134000101 - Langa del Castillo	133
2017	24-Campo de Daroca	50138-Lechón	501380001 - Lechón	50138000101 - Lechón	51
2017	24-Campo de Daroca	50149-Luesma	501490001 - Luesma	50149000101 - Luesma	32
2017	24-Campo de Daroca	50149-Luesma	501490001 - Luesma	50149000199 - *Diseminado*	2
2017	24-Campo de Daroca	50154-Mainar	501540001 - Mainar	50154000101 - Mainar	151
2017	24-Campo de Daroca	50161-Manchones	501610001 - Manchones	50161000101 - Manchones	99
2017	24-Campo de Daroca	50184-Murero	501840001 - Murero	50184000101 - Murero	118
2017	24-Campo de Daroca	50184-Murero	501840001 - Murero	50184000199 - *Diseminado*	1
2017	24-Campo de Daroca	50188-Nombrevilla	501880001 - Nombrevilla	50188000101 - Nombrevilla	31
2017	24-Campo de Daroca	50195-Orcajo	501950001 - Orcajo	50195000101 - Orcajo	57
2017	24-Campo de Daroca	50224-Retascón	502240001 - Retascón	50224000101 - Retascón	73
2017	24-Campo de Daroca	50227-Romanos	502270001 - Romanos	50227000101 - Romanos	96
2017	24-Campo de Daroca	50227-Romanos	502270001 - Romanos	50227000199 - *Diseminado*	23
2017	24-Campo de Daroca	50239-Santed	502390001 - Santed	50239000101 - Santed	63
2017	24-Campo de Daroca	50256-Torralba de los Frailes	502560001 - Torralba de los Frailes	50256000101 - Torralba de los Frailes	88
2017	24-Campo de Daroca	50258-Torralbilla	502580001 - Torralbilla	50258000101 - Torralbilla	54
2017	24-Campo de Daroca	50258-Torralbilla	502580001 - Torralbilla	50258000199 - *Diseminado*	3
2017	24-Campo de Daroca	50271-Used	502710001 - Used	50271000101 - Used	271
2017	24-Campo de Daroca	50271-Used	502710001 - Used	50271000199 - *Diseminado*	5
2017	24-Campo de Daroca	50273-Valdehorna	502730001 - Valdehorna	50273000101 - Valdehorna	30
2017	24-Campo de Daroca	50274-Val de San Martín	502740001 - Val de San Martín	50274000101 - Val de San Martín	65
2017	24-Campo de Daroca	50283-Villadoz	502830001 - Villadoz	50283000101 - Villadoz	90
2017	24-Campo de Daroca	50289-Villanueva de Jiloca	502890001 - Villanueva de Jiloca	50289000101 - Villanueva de Jiloca	52
2017	24-Campo de Daroca	50291-Villar de los Navarros	502910001 - Villar de los Navarros	50291000101 - Villar de los Navarros	102
2017	24-Campo de Daroca	50292-Villarreal de Huerva	502920001 - Villarreal de Huerva	50292000101 - Villarreal de Huerva	241
2017	24-Campo de Daroca	50292-Villarreal de Huerva	502920001 - Villarreal de Huerva	50292000199 - *Diseminado*	19
2017	24-Campo de Daroca	50294-Villarroya del Campo	502940001 - Villarroya del Campo	50294000101 - Villarroya del Campo	71
2017	25-Jiloca	44023-Allueva	440230001 - Allueva	44023000101 - Allueva	31
2017	25-Jiloca	44032-Bádenas	440320001 - Bádenas	44032000101 - Bádenas	18
2017	25-Jiloca	44033-Báguena	440330001 - Báguena	44033000101 - Báguena	318
2017	25-Jiloca	44034-Bañón	440340001 - Bañón	44034000101 - Bañón	149
2017	25-Jiloca	44035-Barrachina	440350001 - Barrachina	44035000101 - Barrachina	120
2017	25-Jiloca	44035-Barrachina	440350001 - Barrachina	44035000199 - *Diseminado*	1
2017	25-Jiloca	44036-Bea	440360001 - Bea	44036000101 - Bea	29
2017	25-Jiloca	44036-Bea	440360001 - Bea	44036000199 - *Diseminado*	1
2017	25-Jiloca	44039-Bello	440390001 - Bello	44039000101 - Bello	244
2017	25-Jiloca	44042-Blancas	440420001 - Blancas	44042000101 - Blancas	134
2017	25-Jiloca	44046-Bueña	440460001 - Bueña	44046000101 - Bueña	57
2017	25-Jiloca	44047-Burbáguena	440470001 - Burbáguena	44047000101 - Burbáguena	254
2017	25-Jiloca	44050-Calamocha	440500001 - Calamocha	44050000101 - Calamocha	3729
2017	25-Jiloca	44050-Calamocha	440500001 - Calamocha	44050000199 - *Diseminado*	1
2017	25-Jiloca	44050-Calamocha	440500002 - Collados	44050000201 - Collados	8
2017	25-Jiloca	44050-Calamocha	440500003 - Cuencabuena	44050000301 - Cuencabuena	37
2017	25-Jiloca	44050-Calamocha	440500004 - Cutanda	44050000401 - Cutanda	55
2017	25-Jiloca	44050-Calamocha	440500006 - Lechago	44050000601 - Lechago	56
2017	25-Jiloca	44050-Calamocha	440500007 - Luco de Jiloca	44050000701 - Luco de Jiloca	65
2017	25-Jiloca	44050-Calamocha	440500008 - Navarrete del Río	44050000801 - Navarrete del Río	117
2017	25-Jiloca	44050-Calamocha	440500009 - Nueros	44050000901 - Nueros	7
2017	25-Jiloca	44050-Calamocha	440500010 - Olalla	44050001001 - Olalla	47
2017	25-Jiloca	44050-Calamocha	440500011 - Poyo del Cid (El)	44050001101 - Poyo del Cid (El)	208
2017	25-Jiloca	44050-Calamocha	440500011 - Poyo del Cid (El)	44050001199 - *Diseminado*	4
2017	25-Jiloca	44050-Calamocha	440500013 - Valverde	44050001301 - Valverde	12
2017	25-Jiloca	44050-Calamocha	440500014 - Villarejo de los Olmos (El)	44050001401 - Villarejo de los Olmos (El)	7
2017	25-Jiloca	44056-Caminreal	440560001 - Caminreal	44056000101 - Caminreal	581
2017	25-Jiloca	44056-Caminreal	440560003 - Villalba de los Morales	44056000301 - Villalba de los Morales	35
2017	25-Jiloca	44065-Castejón de Tornos	440650001 - Castejón de Tornos	44065000101 - Castejón de Tornos	62
2017	25-Jiloca	44085-Cosa	440850001 - Corbatón	44085000101 - Corbatón	8
2017	25-Jiloca	44085-Cosa	440850002 - Cosa	44085000201 - Cosa	47
2017	25-Jiloca	44090-Cucalón	440900001 - Cucalón	44090000101 - Cucalón	91
2017	25-Jiloca	44101-Ferreruela de Huerva	441010001 - Ferreruela de Huerva	44101000101 - Ferreruela de Huerva	65
2017	25-Jiloca	44102-Fonfría	441020001 - Fonfría	44102000101 - Fonfría	30
2017	25-Jiloca	44112-Fuentes Claras	441120001 - Fuentes Claras	44112000101 - Fuentes Claras	482
2017	25-Jiloca	44132-Lagueruela	441320001 - Lagueruela	44132000101 - Lagueruela	84
2017	25-Jiloca	44133-Lanzuela	441330001 - Lanzuela	44133000101 - Lanzuela	27
2017	25-Jiloca	44138-Loscos	441380001 - Colladico (El)	44138000199 - *Diseminado*	4
2017	25-Jiloca	44138-Loscos	441380002 - Loscos	44138000201 - Loscos	99
2017	25-Jiloca	44138-Loscos	441380003 - Mezquita de Loscos	44138000301 - Mezquita de Loscos	29
2017	25-Jiloca	44138-Loscos	441380004 - Piedrahita	44138000401 - Piedrahita	7
2017	25-Jiloca	44152-Monforte de Moyuela	441520001 - Monforte de Moyuela	44152000101 - Monforte de Moyuela	64
2017	25-Jiloca	44153-Monreal del Campo	441530001 - Monreal del Campo	44153000101 - Monreal del Campo	2453
2017	25-Jiloca	44153-Monreal del Campo	441530001 - Monreal del Campo	44153000199 - *Diseminado*	25
2017	25-Jiloca	44164-Nogueras	441640001 - Nogueras	44164000101 - Nogueras	28
2017	25-Jiloca	44168-Odón	441680001 - Odón	44168000101 - Odón	217
2017	25-Jiloca	44169-Ojos Negros	441690001 - Ojos Negros	44169000101 - Ojos Negros	348
2017	25-Jiloca	44169-Ojos Negros	441690002 - Sierra Menera	44169000201 - Sierra Menera	44
2017	25-Jiloca	44169-Ojos Negros	441690002 - Sierra Menera	44169000299 - *Diseminado*	1
2017	25-Jiloca	44180-Peracense	441800001 - Peracense	44180000101 - Peracense	75
2017	25-Jiloca	44190-Pozuel del Campo	441900001 - Pozuel del Campo	44190000101 - Pozuel del Campo	70
2017	25-Jiloca	44200-Rubielos de la Cérida	442000001 - Rubielos de la Cérida	44200000101 - Rubielos de la Cérida	38
2017	25-Jiloca	44207-San Martín del Río	442070001 - San Martín del Río	44207000101 - San Martín del Río	155
2017	25-Jiloca	44208-Santa Cruz de Nogueras	442080001 - Santa Cruz de Nogueras	44208000101 - Santa Cruz de Nogueras	38
2017	25-Jiloca	44213-Singra	442130001 - Singra	44213000101 - Singra	79
2017	25-Jiloca	44219-Tornos	442190001 - Tornos	44219000101 - Tornos	222
2017	25-Jiloca	44220-Torralba de los Sisones	442200001 - Torralba de los Sisones	44220000101 - Torralba de los Sisones	162
2017	25-Jiloca	44222-Torrecilla del Rebollar	442220001 - Godos	44222000101 - Godos	58
2017	25-Jiloca	44222-Torrecilla del Rebollar	442220002 - Torrecilla del Rebollar	44222000201 - Torrecilla del Rebollar	78
2017	25-Jiloca	44227-Torre los Negros	442270001 - Torre los Negros	44227000101 - Torre los Negros	86
2017	25-Jiloca	44232-Torrijo del Campo	442320001 - Torrijo del Campo	44232000101 - Torrijo del Campo	447
2017	25-Jiloca	44251-Villafranca del Campo	442510001 - Villafranca del Campo	44251000101 - Villafranca del Campo	283
2017	25-Jiloca	44251-Villafranca del Campo	442510001 - Villafranca del Campo	44251000199 - *Diseminado*	6
2017	25-Jiloca	44252-Villahermosa del Campo	442520001 - Villahermosa del Campo	44252000101 - Villahermosa del Campo	94
2017	25-Jiloca	44258-Villar del Salz	442580001 - Villar del Salz	44258000101 - Villar del Salz	59
2017	26-Cuencas Mineras	44011-Alcaine	440110001 - Alcaine	44011000101 - Alcaine	62
2017	26-Cuencas Mineras	44017-Aliaga	440170001 - Aldehuela	44017000199 - *Diseminado*	21
2017	26-Cuencas Mineras	44017-Aliaga	440170002 - Aliaga	44017000201 - Aliaga	250
2017	26-Cuencas Mineras	44017-Aliaga	440170002 - Aliaga	44017000299 - *Diseminado*	18
2017	26-Cuencas Mineras	44017-Aliaga	440170003 - Campos	44017000301 - Campos	12
2017	26-Cuencas Mineras	44017-Aliaga	440170004 - Cañadilla (La)	44017000401 - Cañadilla (La)	6
2017	26-Cuencas Mineras	44017-Aliaga	440170005 - Cirujeda	44017000501 - Cirujeda	15
2017	26-Cuencas Mineras	44017-Aliaga	440170006 - Santa Bárbara	44017000601 - Santa Bárbara	26
2017	26-Cuencas Mineras	44024-Anadón	440240001 - Anadón	44024000101 - Anadón	27
2017	26-Cuencas Mineras	44043-Blesa	440430001 - Blesa	44043000101 - Blesa	97
2017	26-Cuencas Mineras	44063-Cañizar del Olivar	440630001 - Cañizar del Olivar	44063000101 - Cañizar del Olivar	93
2017	26-Cuencas Mineras	44066-Castel de Cabra	440660001 - Castel de Cabra	44066000101 - Castel de Cabra	112
2017	26-Cuencas Mineras	44084-Cortes de Aragón	440840001 - Cortes de Aragón	44084000101 - Cortes de Aragón	57
2017	26-Cuencas Mineras	44093-Cuevas de Almudén	440930001 - Cuevas de Almudén	44093000101 - Cuevas de Almudén	138
2017	26-Cuencas Mineras	44099-Escucha	440990001 - Escucha	44099000101 - Escucha	897
2017	26-Cuencas Mineras	44099-Escucha	440990002 - Valdeconejos	44099000201 - Valdeconejos	16
2017	26-Cuencas Mineras	44110-Fuenferrada	441100001 - Fuenferrada	44110000101 - Fuenferrada	51
2017	26-Cuencas Mineras	44123-Hinojosa de Jarque	441230001 - Cobatillas	44123000101 - Cobatillas	22
2017	26-Cuencas Mineras	44123-Hinojosa de Jarque	441230001 - Cobatillas	44123000199 - *Diseminado*	2
2017	26-Cuencas Mineras	44123-Hinojosa de Jarque	441230002 - Hinojosa de Jarque	44123000201 - Hinojosa de Jarque	108
2017	26-Cuencas Mineras	44124-Hoz de la Vieja (La)	441240001 - Hoz de la Vieja (La)	44124000101 - Hoz de la Vieja (La)	85
2017	26-Cuencas Mineras	44124-Hoz de la Vieja (La)	441240001 - Hoz de la Vieja (La)	44124000199 - *Diseminado*	1
2017	26-Cuencas Mineras	44125-Huesa del Común	441250001 - Huesa del Común	44125000101 - Huesa del Común	66
2017	26-Cuencas Mineras	44125-Huesa del Común	441250002 - Rudilla	44125000201 - Rudilla	1
2017	26-Cuencas Mineras	44128-Jarque de la Val	441280001 - Jarque de la Val	44128000101 - Jarque de la Val	72
2017	26-Cuencas Mineras	44131-Josa	441310001 - Josa	44131000101 - Josa	32
2017	26-Cuencas Mineras	44142-Maicas	441420001 - Maicas	44142000101 - Maicas	31
2017	26-Cuencas Mineras	44144-Martín del Río	441440001 - Martín del Río	44144000101 - Martín del Río	432
2017	26-Cuencas Mineras	44148-Mezquita de Jarque	441480001 - Mezquita de Jarque	44148000101 - Mezquita de Jarque	102
2017	26-Cuencas Mineras	44155-Montalbán	441550001 - Montalbán	44155000101 - Montalbán	1232
2017	26-Cuencas Mineras	44155-Montalbán	441550001 - Montalbán	44155000199 - *Diseminado*	15
2017	26-Cuencas Mineras	44155-Montalbán	441550002 - Peñarroyas	44155000201 - Peñarroyas	9
2017	26-Cuencas Mineras	44161-Muniesa	441610001 - Muniesa	44161000101 - Muniesa	630
2017	26-Cuencas Mineras	44167-Obón	441670001 - Obón	44167000101 - Obón	44
2017	26-Cuencas Mineras	44176-Palomar de Arroyos	441760001 - Palomar de Arroyos	44176000101 - Palomar de Arroyos	169
2017	26-Cuencas Mineras	44184-Plou	441840001 - Plou	44184000101 - Plou	45
2017	26-Cuencas Mineras	44203-Salcedillo	442030001 - Salcedillo	44203000101 - Salcedillo	17
2017	26-Cuencas Mineras	44211-Segura de los Baños	442110001 - Segura de los Baños	44211000101 - Segura de los Baños	43
2017	26-Cuencas Mineras	44224-Torre de las Arcas	442240001 - Torre de las Arcas	44224000101 - Torre de las Arcas	28
2017	26-Cuencas Mineras	44238-Utrillas	442380001 - Barriada Obrera del Sur	44238000101 - Barriada Obrera del Sur	200
2017	26-Cuencas Mineras	44238-Utrillas	442380002 - Parras de Martín (Las)	44238000201 - Parras de Martín (Las)	19
2017	26-Cuencas Mineras	44238-Utrillas	442380003 - Utrillas	44238000301 - Utrillas	2795
2017	26-Cuencas Mineras	44256-Villanueva del Rebollar de la Sierra	442560001 - Villanueva del Rebollar de la Sierra	44256000101 - Villanueva del Rebollar de la Sierra	43
2017	26-Cuencas Mineras	44267-Vivel del Río Martín	442670001 - Armillas	44267000101 - Armillas	8
2017	26-Cuencas Mineras	44267-Vivel del Río Martín	442670002 - Vivel del Río Martín	44267000201 - Vivel del Río Martín	63
2017	26-Cuencas Mineras	44268-Zoma (La)	442680001 - Zoma (La)	44268000101 - Zoma (La)	18
2017	27-Andorra-Sierra de Arcos	44006-Alacón	440060001 - Alacón	44006000101 - Alacón	274
2017	27-Andorra-Sierra de Arcos	44022-Alloza	440220001 - Alloza	44022000101 - Alloza	593
2017	27-Andorra-Sierra de Arcos	44022-Alloza	440220001 - Alloza	44022000199 - *Diseminado*	1
2017	27-Andorra-Sierra de Arcos	44025-Andorra	440250001 - Andorra	44025000101 - Andorra	7799
2017	27-Andorra-Sierra de Arcos	44029-Ariño	440290001 - Ariño	44029000101 - Ariño	732
2017	27-Andorra-Sierra de Arcos	44029-Ariño	440290001 - Ariño	44029000199 - *Diseminado*	1
2017	27-Andorra-Sierra de Arcos	44087-Crivillén	440870001 - Crivillén	44087000101 - Crivillén	71
2017	27-Andorra-Sierra de Arcos	44096-Ejulve	440960001 - Ejulve	44096000101 - Ejulve	181
2017	27-Andorra-Sierra de Arcos	44096-Ejulve	440960001 - Ejulve	44096000199 - *Diseminado*	6
2017	27-Andorra-Sierra de Arcos	44100-Estercuel	441000001 - Estercuel	44100000101 - Estercuel	219
2017	27-Andorra-Sierra de Arcos	44100-Estercuel	441000001 - Estercuel	44100000199 - *Diseminado*	4
2017	27-Andorra-Sierra de Arcos	44116-Gargallo	441160001 - Gargallo	44116000101 - Gargallo	101
2017	27-Andorra-Sierra de Arcos	44172-Oliete	441720001 - Oliete	44172000101 - Oliete	330
2017	27-Andorra-Sierra de Arcos	44172-Oliete	441720001 - Oliete	44172000199 - *Diseminado*	27
2017	28-Bajo Aragón	44004-Aguaviva	440040001 - Aguaviva	44004000101 - Aguaviva	528
2017	28-Bajo Aragón	44004-Aguaviva	440040001 - Aguaviva	44004000199 - *Diseminado*	3
2017	28-Bajo Aragón	44013-Alcañiz	440130001 - Alcañiz	44013000101 - Alcañiz	15306
2017	28-Bajo Aragón	44013-Alcañiz	440130001 - Alcañiz	44013000199 - *Diseminado*	125
2017	28-Bajo Aragón	44013-Alcañiz	440130002 - Puigmoreno	44013000201 - Puigmoreno	340
2017	28-Bajo Aragón	44013-Alcañiz	440130003 - Valmuel	44013000301 - Valmuel	166
2017	28-Bajo Aragón	44014-Alcorisa	440140001 - Alcorisa	44014000101 - Alcorisa	3306
2017	28-Bajo Aragón	44014-Alcorisa	440140001 - Alcorisa	44014000199 - *Diseminado*	7
2017	28-Bajo Aragón	44038-Belmonte de San José	440380001 - Belmonte de San José	44038000101 - Belmonte de San José	111
2017	28-Bajo Aragón	44038-Belmonte de San José	440380001 - Belmonte de San José	44038000199 - *Diseminado*	2
2017	28-Bajo Aragón	44040-Berge	440400001 - Berge	44040000101 - Berge	245
2017	28-Bajo Aragón	44051-Calanda	440510001 - Calanda	44051000101 - Calanda	3704
2017	28-Bajo Aragón	44051-Calanda	440510001 - Calanda	44051000199 - *Diseminado*	25
2017	28-Bajo Aragón	44061-Cañada de Verich (La)	440610001 - Cañada de Verich (La)	44061000101 - Cañada de Verich (La)	85
2017	28-Bajo Aragón	44068-Castelserás	440680001 - Castelserás	44068000101 - Castelserás	822
2017	28-Bajo Aragón	44068-Castelserás	440680001 - Castelserás	44068000199 - *Diseminado*	1
2017	28-Bajo Aragón	44077-Cerollera (La)	440770001 - Cerollera (La)	44077000101 - Cerollera (La)	98
2017	28-Bajo Aragón	44080-Codoñera (La)	440800001 - Codoñera (La)	44080000101 - Codoñera (La)	362
2017	28-Bajo Aragón	44107-Foz-Calanda	441070001 - Foz-Calanda	44107000101 - Foz-Calanda	259
2017	28-Bajo Aragón	44107-Foz-Calanda	441070001 - Foz-Calanda	44107000199 - *Diseminado*	1
2017	28-Bajo Aragón	44118-Ginebrosa (La)	441180001 - Ginebrosa (La)	44118000101 - Ginebrosa (La)	175
2017	28-Bajo Aragón	44118-Ginebrosa (La)	441180001 - Ginebrosa (La)	44118000199 - *Diseminado*	22
2017	28-Bajo Aragón	44145-Mas de las Matas	441450001 - Mas de las Matas	44145000101 - Mas de las Matas	1261
2017	28-Bajo Aragón	44145-Mas de las Matas	441450001 - Mas de las Matas	44145000199 - *Diseminado*	9
2017	28-Bajo Aragón	44146-Mata de los Olmos (La)	441460001 - Mata de los Olmos (La)	44146000101 - Mata de los Olmos (La)	264
2017	28-Bajo Aragón	44146-Mata de los Olmos (La)	441460001 - Mata de los Olmos (La)	44146000199 - *Diseminado*	8
2017	28-Bajo Aragón	44173-Olmos (Los)	441730001 - Olmos (Los)	44173000101 - Olmos (Los)	122
2017	28-Bajo Aragón	44178-Parras de Castellote (Las)	441780001 - Jaganta	44178000101 - Jaganta	10
2017	28-Bajo Aragón	44178-Parras de Castellote (Las)	441780002 - Parras de Castellote (Las)	44178000201 - Parras de Castellote (Las)	50
2017	28-Bajo Aragón	44178-Parras de Castellote (Las)	441780002 - Parras de Castellote (Las)	44178000299 - *Diseminado*	1
2017	28-Bajo Aragón	44212-Seno	442120001 - Seno	44212000101 - Seno	40
2017	28-Bajo Aragón	44221-Torrecilla de Alcañiz	442210001 - Torrecilla de Alcañiz	44221000101 - Torrecilla de Alcañiz	426
2017	28-Bajo Aragón	44230-Torrevelilla	442300001 - Torrevelilla	44230000101 - Torrevelilla	184
2017	28-Bajo Aragón	44230-Torrevelilla	442300001 - Torrevelilla	44230000199 - *Diseminado*	8
2017	28-Bajo Aragón	44241-Valdealgorfa	442410001 - Valdealgorfa	44241000101 - Valdealgorfa	627
2017	28-Bajo Aragón	44241-Valdealgorfa	442410001 - Valdealgorfa	44241000199 - *Diseminado*	5
2017	29-Comunidad de Teruel	44001-Ababuj	440010001 - Ababuj	44001000101 - Ababuj	65
2017	29-Comunidad de Teruel	44001-Ababuj	440010001 - Ababuj	44001000199 - *Diseminado*	8
2017	29-Comunidad de Teruel	44003-Aguatón	440030001 - Aguatón	44003000101 - Aguatón	19
2017	29-Comunidad de Teruel	44005-Aguilar del Alfambra	440050001 - Aguilar del Alfambra	44005000101 - Aguilar del Alfambra	60
2017	29-Comunidad de Teruel	44005-Aguilar del Alfambra	440050001 - Aguilar del Alfambra	44005000199 - *Diseminado*	5
2017	29-Comunidad de Teruel	44007-Alba	440070001 - Alba	44007000101 - Alba	185
2017	29-Comunidad de Teruel	44016-Alfambra	440160001 - Alfambra	44016000101 - Alfambra	547
2017	29-Comunidad de Teruel	44016-Alfambra	440160001 - Alfambra	44016000199 - *Diseminado*	7
2017	29-Comunidad de Teruel	44018-Almohaja	440180001 - Almohaja	44018000101 - Almohaja	18
2017	29-Comunidad de Teruel	44019-Alobras	440190001 - Alobras	44019000101 - Alobras	65
2017	29-Comunidad de Teruel	44020-Alpeñés	440200001 - Alpeñés	44020000101 - Alpeñés	23
2017	29-Comunidad de Teruel	44028-Argente	440280001 - Argente	44028000101 - Argente	207
2017	29-Comunidad de Teruel	44053-Camañas	440530001 - Camañas	44053000101 - Camañas	128
2017	29-Comunidad de Teruel	44053-Camañas	440530001 - Camañas	44053000199 - *Diseminado*	1
2017	29-Comunidad de Teruel	44055-Camarillas	440550001 - Camarillas	44055000101 - Camarillas	86
2017	29-Comunidad de Teruel	44055-Camarillas	440550001 - Camarillas	44055000199 - *Diseminado*	3
2017	29-Comunidad de Teruel	44062-Cañada Vellida	440620001 - Cañada Vellida	44062000101 - Cañada Vellida	35
2017	29-Comunidad de Teruel	44064-Cascante del Río	440640001 - Cascante del Río	44064000101 - Cascante del Río	73
2017	29-Comunidad de Teruel	44074-Cedrillas	440740001 - Cedrillas	44074000101 - Cedrillas	595
2017	29-Comunidad de Teruel	44074-Cedrillas	440740001 - Cedrillas	44074000199 - *Diseminado*	16
2017	29-Comunidad de Teruel	44075-Celadas	440750001 - Celadas	44075000101 - Celadas	408
2017	29-Comunidad de Teruel	44076-Cella	440760001 - Cella	44076000101 - Cella	2618
2017	29-Comunidad de Teruel	44076-Cella	440760001 - Cella	44076000199 - *Diseminado*	22
2017	29-Comunidad de Teruel	44082-Corbalán	440820002 - Corbalán	44082000201 - Corbalán	109
2017	29-Comunidad de Teruel	44089-Cubla	440890001 - Cubla	44089000101 - Cubla	55
2017	29-Comunidad de Teruel	44092-Cuervo (El)	440920001 - Cuervo (El)	44092000101 - Cuervo (El)	93
2017	29-Comunidad de Teruel	44094-Cuevas Labradas	440940001 - Cuevas Labradas	44094000101 - Cuevas Labradas	126
2017	29-Comunidad de Teruel	44097-Escorihuela	440970001 - Escorihuela	44097000101 - Escorihuela	147
2017	29-Comunidad de Teruel	44111-Fuentes Calientes	441110001 - Fuentes Calientes	44111000101 - Fuentes Calientes	111
2017	29-Comunidad de Teruel	44115-Galve	441150001 - Galve	44115000101 - Galve	162
2017	29-Comunidad de Teruel	44130-Jorcas	441300001 - Jorcas	44130000101 - Jorcas	32
2017	29-Comunidad de Teruel	44135-Libros	441350001 - Libros	44135000101 - Libros	102
2017	29-Comunidad de Teruel	44135-Libros	441350001 - Libros	44135000199 - *Diseminado*	1
2017	29-Comunidad de Teruel	44136-Lidón	441360001 - Lidón	44136000101 - Lidón	53
2017	29-Comunidad de Teruel	44156-Monteagudo del Castillo	441560001 - Monteagudo del Castillo	44156000101 - Monteagudo del Castillo	48
2017	29-Comunidad de Teruel	44156-Monteagudo del Castillo	441560001 - Monteagudo del Castillo	44156000199 - *Diseminado*	3
2017	29-Comunidad de Teruel	44175-Orrios	441750001 - Orrios	44175000101 - Orrios	127
2017	29-Comunidad de Teruel	44177-Pancrudo	441770001 - Cervera del Rincón	44177000101 - Cervera del Rincón	15
2017	29-Comunidad de Teruel	44177-Pancrudo	441770002 - Cuevas de Portalrubio	44177000201 - Cuevas de Portalrubio	9
2017	29-Comunidad de Teruel	44177-Pancrudo	441770003 - Pancrudo	44177000301 - Pancrudo	77
2017	29-Comunidad de Teruel	44177-Pancrudo	441770004 - Portalrubio	44177000401 - Portalrubio	18
2017	29-Comunidad de Teruel	44181-Peralejos	441810001 - Peralejos	44181000101 - Peralejos	83
2017	29-Comunidad de Teruel	44181-Peralejos	441810001 - Peralejos	44181000199 - *Diseminado*	4
2017	29-Comunidad de Teruel	44182-Perales del Alfambra	441820002 - Perales del Alfambra	44182000201 - Perales del Alfambra	194
2017	29-Comunidad de Teruel	44182-Perales del Alfambra	441820003 - Villalba Alta	44182000301 - Villalba Alta	27
2017	29-Comunidad de Teruel	44185-Pobo (El)	441850001 - Pobo (El)	44185000101 - Pobo (El)	122
2017	29-Comunidad de Teruel	44185-Pobo (El)	441850001 - Pobo (El)	44185000199 - *Diseminado*	7
2017	29-Comunidad de Teruel	44195-Rillo	441950001 - Rillo	44195000101 - Rillo	80
2017	29-Comunidad de Teruel	44195-Rillo	441950002 - Son del Puerto	44195000201 - Son del Puerto	12
2017	29-Comunidad de Teruel	44196-Riodeva	441960001 - Riodeva	44196000101 - Riodeva	147
2017	29-Comunidad de Teruel	44196-Riodeva	441960001 - Riodeva	44196000199 - *Diseminado*	2
2017	29-Comunidad de Teruel	44209-Santa Eulalia	442090001 - Santa Eulalia	44209000101 - Santa Eulalia	1025
