Mes y año	Provincia código	Provincia nombre	UE25-UE27-UE28	UE25	UE27	UE28	Sexo	Nº parados	Sector código	Sector descripción
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4	1	Agricultura, ganadería y pesca
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	8	2	Industria y energía
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7	3	Construcción
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	31	4	Servicios
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	1		Sin empleo anterior
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	80	1	Agricultura, ganadería y pesca
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	40	2	Industria y energía
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	40	3	Construcción
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	94	4	Servicios
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	24		Sin empleo anterior
Junio 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	103	1	Agricultura, ganadería y pesca
Junio 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	253	2	Industria y energía
Junio 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	69	3	Construcción
Junio 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2945	4	Servicios
Junio 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	283		Sin empleo anterior
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	40	1	Agricultura, ganadería y pesca
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	12	2	Industria y energía
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	3	Construcción
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	248	4	Servicios
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	16		Sin empleo anterior
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	4	1	Agricultura, ganadería y pesca
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	2	Industria y energía
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1	3	Construcción
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	43	4	Servicios
Junio 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3		Sin empleo anterior
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	15	1	Agricultura, ganadería y pesca
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	25	2	Industria y energía
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2	3	Construcción
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	267	4	Servicios
Junio 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	171		Sin empleo anterior
Junio 2018	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	1	4	Servicios
Junio 2018	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	1		Sin empleo anterior
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	97	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	317	2	Industria y energía
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	250	3	Construcción
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	883	4	Servicios
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	110		Sin empleo anterior
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	23	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	21	2	Industria y energía
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	30	3	Construcción
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	49	4	Servicios
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5		Sin empleo anterior
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	24	2	Industria y energía
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4	3	Construcción
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	16	4	Servicios
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	45	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	29	2	Industria y energía
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	43	3	Construcción
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	63	4	Servicios
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	20		Sin empleo anterior
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	58	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	286	2	Industria y energía
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	47	3	Construcción
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1946	4	Servicios
Junio 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	168		Sin empleo anterior
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	12	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	20	2	Industria y energía
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	3	Construcción
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	194	4	Servicios
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19		Sin empleo anterior
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1	3	Construcción
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19	4	Servicios
Junio 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	5		Sin empleo anterior
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	18	1	Agricultura, ganadería y pesca
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	11	2	Industria y energía
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	4	3	Construcción
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	192	4	Servicios
Junio 2018	44	Teruel	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	143		Sin empleo anterior
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	597	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	2395	2	Industria y energía
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1740	3	Construcción
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	8815	4	Servicios
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1298		Sin empleo anterior
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	232	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	159	2	Industria y energía
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	471	3	Construcción
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	460	4	Servicios
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	93		Sin empleo anterior
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	29	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	20	2	Industria y energía
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	32	3	Construcción
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	95	4	Servicios
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	21		Sin empleo anterior
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	379	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	150	2	Industria y energía
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	281	3	Construcción
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	900	4	Servicios
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	169		Sin empleo anterior
Junio 2018	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	3	4	Servicios
Junio 2018	50	Zaragoza	No consta	No consta	No consta	No consta	Hombres	1		Sin empleo anterior
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	384	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	2540	2	Industria y energía
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	407	3	Construcción
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	18791	4	Servicios
Junio 2018	50	Zaragoza	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	1985		Sin empleo anterior
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	172	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	150	2	Industria y energía
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	33	3	Construcción
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1522	4	Servicios
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	238		Sin empleo anterior
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	18	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	26	2	Industria y energía
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	3	Construcción
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	195	4	Servicios
Junio 2018	50	Zaragoza	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	31		Sin empleo anterior
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	98	1	Agricultura, ganadería y pesca
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	118	2	Industria y energía
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	20	3	Construcción
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2001	4	Servicios
Junio 2018	50	Zaragoza	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	1060		Sin empleo anterior
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	234	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	382	2	Industria y energía
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	457	3	Construcción
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	1614	4	Servicios
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Hombres	218		Sin empleo anterior
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	75	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	28	2	Industria y energía
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	31	3	Construcción
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	70	4	Servicios
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	9		Sin empleo anterior
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	Hombres	1	4	Servicios
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	6	2	Industria y energía
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	7	3	Construcción
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	31	4	Servicios
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	104	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	32	2	Industria y energía
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	47	3	Construcción
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	113	4	Servicios
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Hombres	17		Sin empleo anterior
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	127	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	254	2	Industria y energía
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	73	3	Construcción
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	3091	4	Servicios
Mayo 2018	22	Huesca	Españoles	ESPAÑA	Españoles	Españoles	Mujeres	285		Sin empleo anterior
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	49	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	14	2	Industria y energía
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	3	Construcción
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	284	4	Servicios
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	19		Sin empleo anterior
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	2	2	Industria y energía
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	1	3	Construcción
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	44	4	Servicios
Mayo 2018	22	Huesca	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Mujeres	3		Sin empleo anterior
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	26	1	Agricultura, ganadería y pesca
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	37	2	Industria y energía
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	2	3	Construcción
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	325	4	Servicios
Mayo 2018	22	Huesca	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	Mujeres	174		Sin empleo anterior
Mayo 2018	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	1	4	Servicios
Mayo 2018	22	Huesca	No consta	No consta	No consta	No consta	Mujeres	1		Sin empleo anterior
Mayo 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	102	1	Agricultura, ganadería y pesca
Mayo 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	334	2	Industria y energía
Mayo 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	272	3	Construcción
Mayo 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	951	4	Servicios
Mayo 2018	44	Teruel	Españoles	ESPAÑA	Españoles	Españoles	Hombres	96		Sin empleo anterior
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	22	1	Agricultura, ganadería y pesca
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	29	2	Industria y energía
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	36	3	Construcción
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	56	4	Servicios
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	5		Sin empleo anterior
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	3	1	Agricultura, ganadería y pesca
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	24	2	Industria y energía
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	4	3	Construcción
Mayo 2018	44	Teruel	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	Hombres	15	4	Servicios
