Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
22175	Peralta de Calasanz	2011	235	214	173	41	2	5	166	80,8411214953271
22175	Peralta de Calasanz	2015	240	202	153	49	2	6	145	75,7425742574257
22176	Peraltilla	2007	181	153	142	11	2	10	130	92,8104575163399
22176	Peraltilla	2011	200	175	161	14	3	8	150	92
22176	Peraltilla	2015	206	173	140	33	9	5	126	80,9248554913295
22177	Perarrúa	2007	110	109	99	10	2	2	95	90,8256880733945
22177	Perarrúa	2011	112	103	91	12	8	0	83	88,3495145631068
22177	Perarrúa	2015	113	99	82	17	1	1	80	82,8282828282828
22178	Pertusa	2007	124	111	96	15	0	0	96	86,4864864864865
22178	Pertusa	2011	113	109	91	18	1	3	87	83,4862385321101
22178	Pertusa	2015	121	110	100	10	3	2	95	90,9090909090909
22181	Piracés	2007	110	98	72	26	0	3	69	73,469387755102
22181	Piracés	2011	104	95	62	33	1	9	52	65,2631578947368
22181	Piracés	2015	106	94	56	38	2	3	51	59,5744680851064
22182	Plan	2007	319	271	223	48	3	6	214	82,2878228782288
22182	Plan	2011	336	274	233	41	11	7	215	85,036496350365
22182	Plan	2015	314	256	191	65	0	7	184	74,609375
22184	Poleñino	2007	247	217	196	21	1	4	191	90,3225806451613
22184	Poleñino	2011	226	206	198	8	1	4	193	96,1165048543689
22184	Poleñino	2015	216	194	173	21	4	3	166	89,1752577319588
22186	Pozán de Vero	2007	256	225	181	44	1	2	178	80,4444444444444
22186	Pozán de Vero	2011	244	221	182	39	1	5	176	82,3529411764706
22186	Pozán de Vero	2015	225	196	143	53	2	3	138	72,9591836734694
22187	Puebla de Castro (La)	2007	382	327	263	64	1	8	254	80,4281345565749
22187	Puebla de Castro (La)	2011	433	290	229	61	0	6	223	78,9655172413793
22187	Puebla de Castro (La)	2015	401	287	226	61	1	3	222	78,7456445993031
22188	Puente de Montañana	2007	88	116	95	21	0	0	95	81,8965517241379
22188	Puente de Montañana	2011	148	101	71	30	0	5	66	70,2970297029703
22188	Puente de Montañana	2015	119	86	72	14	0	3	69	83,7209302325581
22189	Puértolas	2007	222	203	186	17	0	1	185	91,6256157635468
22189	Puértolas	2011	241	200	188	12	4	1	183	94
22189	Puértolas	2015	217	183	165	18	0	1	164	90,1639344262295
22190	Pueyo de Araguás (El)	2007	164	122	101	21	0	0	101	82,7868852459016
22190	Pueyo de Araguás (El)	2011	150	121	91	30	1	4	86	75,2066115702479
22190	Pueyo de Araguás (El)	2015	145	113	90	23	0	4	86	79,646017699115
22193	Pueyo de Santa Cruz	2007	347	332	289	43	3	2	284	87,0481927710843
22193	Pueyo de Santa Cruz	2011	369	323	279	44	4	5	270	86,3777089783282
22193	Pueyo de Santa Cruz	2015	338	286	231	55	2	5	224	80,7692307692308
22195	Quicena	2007	274	233	197	36	1	4	192	84,549356223176
22195	Quicena	2011	302	227	192	35	5	8	179	84,5814977973568
22195	Quicena	2015	300	233	190	43	5	7	178	81,5450643776824
22197	Robres	2007	643	550	488	62	0	9	479	88,7272727272727
22197	Robres	2011	630	512	437	75	10	8	419	85,3515625
22197	Robres	2015	575	484	377	107	4	13	360	77,8925619834711
22199	Sabiñánigo	2007	9264	7322	4788	2534	47	86	4655	65,3919694072658
22199	Sabiñánigo	2011	10383	7265	4786	2479	105	171	4510	65,8774948382657
22199	Sabiñánigo	2015	9883	7072	4633	2439	81	90	4462	65,5118778280543
22200	Sahún	2007	331	290	208	82	0	7	201	71,7241379310345
22200	Sahún	2011	360	267	220	47	1	7	212	82,3970037453184
22200	Sahún	2015	304	250	208	42	2	3	203	83,2
22201	Salas Altas	2007	330	301	231	70	0	7	224	76,7441860465116
22201	Salas Altas	2011	311	286	206	80	0	3	203	72,027972027972
22201	Salas Altas	2015	319	271	174	97	2	1	171	64,2066420664207
22202	Salas Bajas	2007	144	156	135	21	0	2	133	86,5384615384615
22202	Salas Bajas	2011	149	146	131	15	0	3	128	89,7260273972603
22202	Salas Bajas	2015	161	141	124	17	0	1	123	87,9432624113475
22203	Salillas	2007	119	105	91	14	0	1	90	86,6666666666667
22203	Salillas	2011	110	91	71	20	0	2	69	78,021978021978
22203	Salillas	2015	107	84	67	17	0	2	65	79,7619047619048
22204	Sallent de Gállego	2007	1384	1083	789	294	5	24	760	72,8531855955679
22204	Sallent de Gállego	2011	1542	1136	778	358	16	39	723	68,4859154929577
22204	Sallent de Gállego	2015	1484	1102	758	344	3	20	735	68,7840290381125
22205	San Esteban de Litera	2007	512	506	422	84	7	4	411	83,399209486166
22205	San Esteban de Litera	2011	526	474	389	85	13	6	370	82,0675105485232
22205	San Esteban de Litera	2015	495	444	331	113	3	0	328	74,5495495495495
22206	Sangarrén	2007	263	242	215	27	1	7	207	88,8429752066116
22206	Sangarrén	2011	242	214	177	37	6	7	164	82,7102803738318
22206	Sangarrén	2015	212	203	158	45	3	7	148	77,8325123152709
22207	San Juan de Plan	2007	150	138	91	47	2	4	85	65,9420289855072
22207	San Juan de Plan	2011	153	133	89	44	2	4	83	66,9172932330827
22207	San Juan de Plan	2015	147	126	88	38	1	6	81	69,8412698412698
22208	Santa Cilia	2007	191	174	153	21	3	1	149	87,9310344827586
22208	Santa Cilia	2011	209	168	154	14	4	4	146	91,6666666666667
22208	Santa Cilia	2015	225	177	145	32	3	2	140	81,9209039548023
22209	Santa Cruz de la Serós	2007	148	146	132	14	0	1	131	90,4109589041096
22209	Santa Cruz de la Serós	2011	136	158	140	18	1	9	130	88,6075949367089
22209	Santa Cruz de la Serós	2015	192	158	126	32	1	4	121	79,746835443038
22212	Santaliestra y San Quílez	2007	108	101	91	10	1	0	90	90,0990099009901
22212	Santaliestra y San Quílez	2011	106	95	93	2	0	1	92	97,8947368421053
22212	Santaliestra y San Quílez	2015	99	83	76	7	2	0	74	91,566265060241
22213	Sariñena	2007	4152	3169	2411	758	15	45	2351	76,0807825812559
22213	Sariñena	2011	4428	3155	2415	740	23	44	2348	76,5451664025357
22213	Sariñena	2015	4293	3061	2221	840	45	37	2139	72,5579875857563
22214	Secastilla	2007	131	127	114	13	0	2	112	89,7637795275591
22214	Secastilla	2011	150	133	111	22	0	4	107	83,4586466165414
22214	Secastilla	2015	146	124	105	19	1	0	104	84,6774193548387
22215	Seira	2007	170	153	114	39	0	1	113	74,5098039215686
22215	Seira	2011	156	138	108	30	2	4	102	78,2608695652174
22215	Seira	2015	147	129	93	36	0	2	91	72,093023255814
22217	Sena	2007	556	420	379	41	5	3	371	90,2380952380952
22217	Sena	2011	548	410	359	51	4	8	347	87,5609756097561
22217	Sena	2015	516	397	348	49	3	5	340	87,6574307304786
22218	Senés de Alcubierre	2007	51	47	35	12	0	1	34	74,468085106383
22218	Senés de Alcubierre	2011	68	47	37	10	0	3	34	78,7234042553191
22218	Senés de Alcubierre	2015	52	46	37	9	0	1	36	80,4347826086957
22220	Sesa	2007	244	223	176	47	0	6	170	78,9237668161435
22220	Sesa	2011	225	191	158	33	0	12	146	82,7225130890052
22220	Sesa	2015	202	173	127	46	2	6	119	73,4104046242775
22221	Sesué	2007	125	105	64	41	0	3	61	60,952380952381
22221	Sesué	2011	127	110	61	49	0	4	57	55,4545454545455
22221	Sesué	2015	116	96	64	32	0	3	61	66,6666666666667
22222	Siétamo	2007	576	473	388	85	9	10	369	82,0295983086681
22222	Siétamo	2011	665	513	416	97	4	10	402	81,0916179337232
22222	Siétamo	2015	675	522	398	124	6	10	382	76,2452107279693
22223	Sopeira	2007	102	102	79	23	1	1	77	77,4509803921569
22223	Sopeira	2011	120	93	79	14	0	6	73	84,9462365591398
22223	Sopeira	2015	107	79	62	17	0	0	62	78,4810126582278
22225	Tamarite de Litera	2007	3678	2938	1893	1045	19	55	1819	64,431586113002
22225	Tamarite de Litera	2011	3730	2806	1827	979	30	76	1721	65,1104775481112
22225	Tamarite de Litera	2015	3604	2686	1705	981	19	41	1645	63,4772896500372
22226	Tardienta	2007	1035	876	739	137	10	8	721	84,3607305936073
22226	Tardienta	2011	1007	825	658	167	13	14	631	79,7575757575758
22226	Tardienta	2015	1005	792	558	234	16	15	527	70,4545454545455
22227	Tella-Sin	2007	268	240	211	29	5	2	204	87,9166666666667
22227	Tella-Sin	2011	266	228	198	30	1	3	194	86,8421052631579
22227	Tella-Sin	2015	260	216	179	37	1	7	171	82,8703703703704
22228	Tierz	2007	550	449	363	86	1	11	351	80,8463251670379
22228	Tierz	2011	691	502	396	106	8	25	363	78,8844621513944
22228	Tierz	2015	734	500	377	123	2	15	360	75,4
22229	Tolva	2007	176	153	118	35	0	5	113	77,1241830065359
22229	Tolva	2011	171	130	105	25	5	4	96	80,7692307692308
22229	Tolva	2015	148	116	85	31	0	2	83	73,2758620689655
22230	Torla-Ordesa	2007	329	291	246	45	3	8	235	84,5360824742268
22230	Torla-Ordesa	2011	328	309	256	53	4	14	238	82,8478964401294
22230	Torla-Ordesa	2015	293	290	257	33	2	6	249	88,6206896551724
22232	Torralba de Aragón	2007	117	104	82	22	0	5	77	78,8461538461538
22232	Torralba de Aragón	2011	111	94	78	16	0	2	76	82,9787234042553
22232	Torralba de Aragón	2015	113	97	67	30	3	2	62	69,0721649484536
22233	Torre la Ribera	2007	118	98	77	21	0	2	75	78,5714285714286
22233	Torre la Ribera	2011	117	94	84	10	0	0	84	89,3617021276596
22233	Torre la Ribera	2015	106	84	66	18	0	0	66	78,5714285714286
22234	Torrente de Cinca	2007	1084	832	682	150	1	13	668	81,9711538461538
22234	Torrente de Cinca	2011	1276	815	702	113	3	17	682	86,1349693251534
22234	Torrente de Cinca	2015	1205	811	539	272	10	11	518	66,4611590628853
22235	Torres de Alcanadre	2007	122	110	98	12	0	5	93	89,0909090909091
22235	Torres de Alcanadre	2011	106	103	91	12	2	1	88	88,3495145631068
22235	Torres de Alcanadre	2015	103	104	89	15	0	1	88	85,5769230769231
22236	Torres de Barbués	2007	324	292	267	25	5	1	261	91,4383561643836
22236	Torres de Barbués	2011	303	271	237	34	3	1	233	87,4538745387454
22236	Torres de Barbués	2015	293	253	218	35	0	3	215	86,1660079051383
22239	Tramaced	2007	105	101	85	16	3	0	82	84,1584158415842
22239	Tramaced	2011	100	91	71	20	0	1	70	78,021978021978
22239	Tramaced	2015	97	88	77	11	0	3	74	87,5
22242	Valfarta	2007	101	87	68	19	4	3	61	78,1609195402299
22242	Valfarta	2011	87	78	57	21	1	1	55	73,0769230769231
22242	Valfarta	2015	73	65	46	19	1	3	42	70,7692307692308
22243	Valle de Bardají	2007	53	44	34	10	0	0	34	77,2727272727273
22243	Valle de Bardají	2011	50	45	33	12	0	1	32	73,3333333333333
22243	Valle de Bardají	2015	37	48	31	17	0	4	27	64,5833333333333
22244	Valle de Lierp	2007	47	62	55	7	0	0	55	88,7096774193548
22244	Valle de Lierp	2011	65	62	58	4	0	1	57	93,5483870967742
22244	Valle de Lierp	2015	58	53	39	14	0	2	37	73,5849056603774
22245	Velilla de Cinca	2007	469	354	281	73	5	6	270	79,3785310734463
22245	Velilla de Cinca	2011	450	333	293	40	2	1	290	87,987987987988
22245	Velilla de Cinca	2015	461	309	269	40	6	5	258	87,0550161812298
22246	Beranuy	2007	111	99	79	20	0	0	79	79,7979797979798
22246	Beranuy	2011	104	93	82	11	4	5	73	88,1720430107527
22246	Beranuy	2015	97	80	54	26	0	1	53	67,5
22247	Viacamp y Litera	2007	25	38	35	3	0	4	31	92,1052631578947
22247	Viacamp y Litera	2011	48	31	25	6	1	2	22	80,6451612903226
22247	Viacamp y Litera	2015	43	29	23	6	0	0	23	79,3103448275862
22248	Vicién	2007	118	110	88	22	2	0	86	80
22248	Vicién	2011	122	118	96	22	0	4	92	81,3559322033898
22248	Vicién	2015	122	118	88	30	1	1	86	74,5762711864407
22249	Villanova	2007	154	125	89	36	0	3	86	71,2
22249	Villanova	2011	154	111	84	27	4	5	75	75,6756756756757
22249	Villanova	2015	159	115	88	27	1	2	85	76,5217391304348
22250	Villanúa	2007	466	358	227	131	1	8	218	63,4078212290503
22250	Villanúa	2011	492	366	267	99	6	13	248	72,9508196721311
22250	Villanúa	2015	475	348	244	104	4	14	226	70,1149425287356
22251	Villanueva de Sigena	2007	520	414	355	59	2	2	351	85,7487922705314
22251	Villanueva de Sigena	2011	512	393	317	76	3	14	300	80,6615776081425
22251	Villanueva de Sigena	2015	434	375	302	73	12	8	282	80,5333333333333
22252	Yebra de Basa	2007	155	138	103	35	0	1	102	74,6376811594203
22252	Yebra de Basa	2011	155	135	99	36	2	3	94	73,3333333333333
22252	Yebra de Basa	2015	142	123	99	24	3	1	95	80,4878048780488
22253	Yésero	2007	80	79	72	7	0	2	70	91,1392405063291
22253	Yésero	2011	71	70	64	6	0	6	58	91,4285714285714
22253	Yésero	2015	57	60	48	12	0	3	45	80
22254	Zaidín	2007	1822	1278	1016	262	2	12	1002	79,4992175273865
22254	Zaidín	2011	1709	1174	929	245	14	23	892	79,1311754684838
22254	Zaidín	2015	1837	1138	840	298	12	18	810	73,8137082601054
22901	Valle de Hecho	2007	973	832	562	270	5	12	545	67,5480769230769
22901	Valle de Hecho	2011	960	796	521	275	11	17	493	65,4522613065327
22901	Valle de Hecho	2015	903	753	501	252	6	8	487	66,5338645418327
22902	Puente la Reina de Jaca	2007	232	225	194	31	0	2	192	86,2222222222222
22902	Puente la Reina de Jaca	2011	215	243	184	59	0	7	177	75,7201646090535
22902	Puente la Reina de Jaca	2015	276	217	162	55	1	4	157	74,6543778801843
22903	San Miguel del Cinca	2007	854	703	638	65	6	4	628	90,7539118065434
22903	San Miguel del Cinca	2011	848	675	604	71	9	10	585	89,4814814814815
22903	San Miguel del Cinca	2015	852	657	544	113	7	6	531	82,8006088280061
22904	Sotonera (La)	2007	1083	932	706	226	3	8	695	75,7510729613734
22904	Sotonera (La)	2011	1061	910	654	256	14	8	632	71,8681318681319
22904	Sotonera (La)	2015	1013	860	611	249	7	15	589	71,046511627907
22905	Lupiñén-Ortilla	2007	350	319	257	62	0	10	247	80,564263322884
22905	Lupiñén-Ortilla	2011	397	321	261	60	4	13	244	81,3084112149533
22905	Lupiñén-Ortilla	2015	373	300	229	71	1	16	212	76,3333333333333
22906	Santa María de Dulcis	2007	211	191	172	19	1	6	165	90,0523560209424
22906	Santa María de Dulcis	2011	221	187	161	26	3	4	154	86,096256684492
22906	Santa María de Dulcis	2015	226	179	144	35	2	7	135	80,4469273743017
22907	Aínsa-Sobrarbe	2007	1897	1427	1204	223	1	21	1182	84,3728100911002
22907	Aínsa-Sobrarbe	2011	2180	1448	1160	288	22	36	1102	80,1104972375691
22907	Aínsa-Sobrarbe	2015	2213	1466	1108	358	15	21	1072	75,5798090040928
22908	Hoz y Costeán	2007	223	248	206	42	3	2	201	83,0645161290323
22908	Hoz y Costeán	2011	205	228	182	46	4	3	175	79,8245614035088
22908	Hoz y Costeán	2015	237	211	157	54	2	3	152	74,4075829383886
22909	Vencillón	2007	471	372	271	101	0	5	266	72,8494623655914
22909	Vencillón	2011	469	350	276	74	4	3	269	78,8571428571429
22909	Vencillón	2015	425	318	236	82	5	4	227	74,2138364779874
44001	Ababuj	2007	84	81	63	18	1	0	62	77,7777777777778
44001	Ababuj	2011	77	70	54	16	1	0	53	77,1428571428571
44001	Ababuj	2015	65	64	55	9	1	0	54	85,9375
44002	Abejuela	2007	61	68	61	7	0	1	60	89,7058823529412
44002	Abejuela	2011	56	65	65	0	0	1	64	100
44002	Abejuela	2015	41	53	49	4	0	0	49	92,4528301886792
44003	Aguatón	2007	24	21	16	5	0	0	16	76,1904761904762
44003	Aguatón	2011	21	19	18	1	0	0	18	94,7368421052632
44003	Aguatón	2015	18	19	17	2	0	0	17	89,4736842105263
44004	Aguaviva	2007	691	465	352	113	2	9	341	75,6989247311828
44004	Aguaviva	2011	693	453	388	65	1	9	378	85,6512141280353
44004	Aguaviva	2015	605	426	327	99	5	4	318	76,7605633802817
44005	Aguilar del Alfambra	2007	75	62	48	14	0	3	45	77,4193548387097
44005	Aguilar del Alfambra	2011	67	61	47	14	0	3	44	77,0491803278689
44005	Aguilar del Alfambra	2015	77	56	39	17	3	0	36	69,6428571428571
44006	Alacón	2007	406	336	286	50	1	8	277	85,1190476190476
44006	Alacón	2011	361	300	252	48	1	2	249	84
44006	Alacón	2015	314	257	197	60	9	4	184	76,6536964980545
44007	Alba	2007	251	226	189	37	1	8	180	83,6283185840708
44007	Alba	2011	248	200	155	45	3	4	148	77,5
44007	Alba	2015	212	184	128	56	10	1	117	69,5652173913043
44008	Albalate del Arzobispo	2007	2200	1755	1507	248	12	13	1482	85,8689458689459
44008	Albalate del Arzobispo	2011	2155	1700	1350	350	20	21	1309	79,4117647058824
44008	Albalate del Arzobispo	2015	2025	1615	1185	430	21	18	1146	73,374613003096
44009	Albarracín	2007	1076	815	660	155	6	10	644	80,9815950920245
44009	Albarracín	2011	1096	805	650	155	15	16	619	80,7453416149068
44009	Albarracín	2015	1059	811	630	181	4	8	618	77,6818742293465
44010	Albentosa	2007	317	197	162	35	1	2	159	82,2335025380711
44010	Albentosa	2011	310	190	174	16	2	1	171	91,5789473684211
44010	Albentosa	2015	279	177	154	23	0	0	154	87,0056497175141
44011	Alcaine	2007	84	68	47	21	0	3	44	69,1176470588235
44011	Alcaine	2011	69	68	48	20	2	0	46	70,5882352941176
44011	Alcaine	2015	72	60	47	13	0	1	46	78,3333333333333
44012	Alcalá de la Selva	2007	512	374	322	52	3	10	309	86,096256684492
44012	Alcalá de la Selva	2011	513	385	318	67	5	7	306	82,5974025974026
44012	Alcalá de la Selva	2015	424	341	309	32	2	5	302	90,6158357771261
44013	Alcañiz	2007	15447	11212	7903	3309	44	158	7701	70,4869782376026
44013	Alcañiz	2011	16291	11286	7870	3416	129	244	7497	69,732411837675
44013	Alcañiz	2015	16333	11265	7580	3685	152	207	7221	67,2880603639592
44014	Alcorisa	2007	3633	2659	2073	586	26	31	2016	77,9616397141783
44014	Alcorisa	2011	3642	2604	2010	594	61	36	1913	77,1889400921659
44014	Alcorisa	2015	3433	2542	1989	553	55	31	1903	78,2454760031471
44016	Alfambra	2007	740	616	513	103	3	2	508	83,2792207792208
44016	Alfambra	2011	676	548	424	124	2	6	416	77,3722627737226
44016	Alfambra	2015	587	488	364	124	7	10	347	74,5901639344262
44017	Aliaga	2007	409	370	279	91	2	2	275	75,4054054054054
44017	Aliaga	2011	381	326	259	67	6	6	247	79,4478527607362
44017	Aliaga	2015	358	287	235	52	3	6	226	81,8815331010453
44018	Almohaja	2007	30	26	19	7	0	0	19	73,0769230769231
44018	Almohaja	2011	29	28	27	1	0	0	27	96,4285714285714
44018	Almohaja	2015	21	19	19	0	0	0	19	100
44019	Alobras	2007	79	69	49	20	0	1	48	71,0144927536232
44019	Alobras	2011	70	72	51	21	1	2	48	70,8333333333333
44019	Alobras	2015	75	73	57	16	1	3	53	78,0821917808219
44020	Alpeñés	2007	26	25	19	6	0	0	19	76
44020	Alpeñés	2011	27	24	19	5	0	0	19	79,1666666666667
44020	Alpeñés	2015	19	24	19	5	0	1	18	79,1666666666667
44021	Allepuz	2007	141	122	99	23	0	0	99	81,1475409836066
44021	Allepuz	2011	133	118	87	31	0	1	86	73,728813559322
44021	Allepuz	2015	117	106	75	31	0	1	74	70,7547169811321
44022	Alloza	2007	695	576	431	145	3	6	422	74,8263888888889
44022	Alloza	2011	711	549	415	134	12	2	401	75,591985428051
44022	Alloza	2015	638	497	352	145	5	11	336	70,8249496981891
44023	Allueva	2007	12	11	11	0	0	0	11	100
44023	Allueva	2011	15	14	10	4	1	0	9	71,4285714285714
44023	Allueva	2015	15	15	13	2	0	0	13	86,6666666666667
44024	Anadón	2007	20	20	15	5	0	0	15	75
44024	Anadón	2011	21	23	22	1	0	1	21	95,6521739130435
44024	Anadón	2015	24	25	19	6	0	0	19	76
44025	Andorra	2007	8034	6285	4611	1674	62	82	4467	73,3651551312649
44025	Andorra	2011	8367	6178	4513	1665	78	90	4345	73,0495305924247
44025	Andorra	2015	8148	6117	4237	1880	118	64	4055	69,2659800555828
44026	Arcos de las Salinas	2007	128	111	86	25	0	5	81	77,4774774774775
44026	Arcos de las Salinas	2011	111	84	71	13	1	1	69	84,5238095238095
44026	Arcos de las Salinas	2015	100	91	78	13	0	3	75	85,7142857142857
44027	Arens de Lledó	2007	227	185	168	17	3	2	163	90,8108108108108
44027	Arens de Lledó	2011	213	171	151	20	6	0	145	88,3040935672515
44027	Arens de Lledó	2015	208	160	133	27	2	4	127	83,125
44028	Argente	2007	243	224	175	49	2	1	172	78,125
44028	Argente	2011	232	204	170	34	1	4	165	83,3333333333333
44028	Argente	2015	217	190	158	32	3	11	144	83,1578947368421
44029	Ariño	2007	826	671	596	75	2	4	590	88,822652757079
44029	Ariño	2011	925	639	568	71	6	11	551	88,8888888888889
44029	Ariño	2015	775	577	506	71	5	8	493	87,6949740034662
44031	Azaila	2007	151	152	102	50	0	5	97	67,1052631578947
44031	Azaila	2011	139	134	105	29	1	0	104	78,3582089552239
44031	Azaila	2015	119	105	63	42	1	3	59	60
44032	Bádenas	2007	30	29	21	8	0	0	21	72,4137931034483
44032	Bádenas	2011	22	20	13	7	0	0	13	65
44032	Bádenas	2015	19	17	10	7	0	0	10	58,8235294117647
44033	Báguena	2007	409	346	286	60	0	1	285	82,6589595375723
44033	Báguena	2011	398	314	244	70	2	4	238	77,7070063694268
44033	Báguena	2015	337	280	201	79	1	1	199	71,7857142857143
44034	Bañón	2007	173	152	137	15	0	1	136	90,1315789473684
44034	Bañón	2011	167	150	132	18	1	5	126	88
44034	Bañón	2015	154	136	114	22	2	5	107	83,8235294117647
44035	Barrachina	2007	156	125	95	30	6	0	89	76
44035	Barrachina	2011	167	121	97	24	1	1	95	80,1652892561983
44035	Barrachina	2015	137	119	97	22	6	1	90	81,5126050420168
44036	Bea	2007	38	30	24	6	1	0	23	80
44036	Bea	2011	37	28	21	7	0	0	21	75
44036	Bea	2015	28	22	19	3	0	0	19	86,3636363636364
44037	Beceite	2007	598	504	421	83	2	3	416	83,531746031746
44037	Beceite	2011	608	483	398	85	16	10	372	82,4016563146998
44037	Beceite	2015	583	461	394	67	10	7	377	85,4663774403471
44038	Belmonte de San José	2007	144	124	110	14	0	4	106	88,7096774193548
44038	Belmonte de San José	2011	137	112	100	12	2	2	96	89,2857142857143
44038	Belmonte de San José	2015	120	108	83	25	0	3	80	76,8518518518519
44039	Bello	2007	323	285	237	48	4	4	229	83,1578947368421
44039	Bello	2011	284	260	206	54	3	7	196	79,2307692307692
44039	Bello	2015	244	218	163	55	7	5	151	74,7706422018349
44040	Berge	2007	246	222	191	31	1	5	185	86,036036036036
44040	Berge	2011	274	208	186	22	3	3	180	89,4230769230769
44040	Berge	2015	247	202	172	30	8	2	162	85,1485148514851
44041	Bezas	2007	70	62	53	9	0	1	52	85,4838709677419
44041	Bezas	2011	79	68	63	5	1	4	58	92,6470588235294
44041	Bezas	2015	77	57	47	10	1	0	46	82,4561403508772
44042	Blancas	2007	173	146	115	31	1	0	114	78,7671232876712
44042	Blancas	2011	166	138	106	32	0	4	102	76,8115942028986
44042	Blancas	2015	152	125	103	22	2	5	96	82,4
44043	Blesa	2007	122	121	105	16	0	0	105	86,7768595041322
44043	Blesa	2011	121	126	118	8	1	2	115	93,6507936507937
44043	Blesa	2015	109	110	98	12	0	0	98	89,0909090909091
44044	Bordón	2007	139	110	94	16	0	0	94	85,4545454545455
44044	Bordón	2011	141	107	89	18	1	0	88	83,1775700934579
44044	Bordón	2015	114	92	77	15	0	1	76	83,695652173913
44045	Bronchales	2007	458	384	326	58	8	3	315	84,8958333333333
44045	Bronchales	2011	480	364	323	41	4	5	314	88,7362637362637
44045	Bronchales	2015	427	360	312	48	8	12	292	86,6666666666667
44046	Bueña	2007	74	68	48	20	0	1	47	70,5882352941176
44046	Bueña	2011	67	59	44	15	0	2	42	74,5762711864407
44046	Bueña	2015	62	50	35	15	0	0	35	70
44047	Burbáguena	2007	290	283	210	73	0	2	208	74,2049469964664
44047	Burbáguena	2011	296	271	183	88	0	4	179	67,5276752767528
44047	Burbáguena	2015	281	236	153	83	4	3	146	64,8305084745763
44048	Cabra de Mora	2007	110	102	101	1	0	0	101	99,0196078431373
44048	Cabra de Mora	2011	88	77	74	3	0	1	73	96,1038961038961
44048	Cabra de Mora	2015	70	67	65	2	0	1	64	97,0149253731343
44049	Calaceite	2007	1143	938	736	202	7	14	715	78,4648187633262
44049	Calaceite	2011	1145	889	706	183	11	23	672	79,4150731158605
44049	Calaceite	2015	1076	859	663	196	24	18	621	77,1827706635623
44050	Calamocha	2007	4473	3254	2353	901	18	38	2297	72,3110018438844
44050	Calamocha	2011	4649	3197	2408	789	32	60	2316	75,3206130747576
44050	Calamocha	2015	4469	3159	2139	1020	57	64	2018	67,7113010446344
44051	Calanda	2007	3709	2777	2287	490	16	24	2247	82,3550594166367
44051	Calanda	2011	4004	2794	2256	538	36	47	2173	80,7444523979957
44051	Calanda	2015	3920	2737	2063	674	78	28	1957	75,374497625137
44052	Calomarde	2007	78	86	68	18	0	0	68	79,0697674418605
44052	Calomarde	2011	84	98	89	9	1	1	87	90,8163265306122
44052	Calomarde	2015	88	87	75	12	2	2	71	86,2068965517241
44053	Camañas	2007	130	112	95	17	0	1	94	84,8214285714286
44053	Camañas	2011	125	108	91	17	3	1	87	84,2592592592593
44053	Camañas	2015	128	104	84	20	0	0	84	80,7692307692308
44054	Camarena de la Sierra	2007	160	152	114	38	0	0	114	75
44054	Camarena de la Sierra	2011	165	129	111	18	1	4	106	86,046511627907
44054	Camarena de la Sierra	2015	137	107	85	22	4	0	81	79,4392523364486
44055	Camarillas	2007	109	92	80	12	0	1	79	86,9565217391304
44055	Camarillas	2011	119	84	70	14	4	2	64	83,3333333333333
44055	Camarillas	2015	103	72	61	11	3	3	55	84,7222222222222
44056	Caminreal	2007	751	640	501	139	3	9	489	78,28125
44056	Caminreal	2011	758	581	476	105	2	6	468	81,9277108433735
44056	Caminreal	2015	684	522	378	144	6	20	352	72,4137931034483
44059	Cantavieja	2007	748	576	515	61	1	7	507	89,4097222222222
44059	Cantavieja	2011	748	566	484	82	6	19	459	85,5123674911661
44059	Cantavieja	2015	724	550	458	92	9	18	431	83,2727272727273
44060	Cañada de Benatanduz	2007	50	43	37	6	0	0	37	86,046511627907
44060	Cañada de Benatanduz	2011	42	42	38	4	0	0	38	90,4761904761905
44060	Cañada de Benatanduz	2015	41	40	38	2	0	0	38	95
44061	Cañada de Verich (La)	2007	104	98	90	8	0	0	90	91,8367346938776
44061	Cañada de Verich (La)	2011	111	91	74	17	0	1	73	81,3186813186813
44061	Cañada de Verich (La)	2015	102	76	66	10	0	2	64	86,8421052631579
44062	Cañada Vellida	2007	46	44	38	6	0	1	37	86,3636363636364
44062	Cañada Vellida	2011	42	38	34	4	0	0	34	89,4736842105263
44062	Cañada Vellida	2015	37	35	27	8	0	2	25	77,1428571428571
44063	Cañizar del Olivar	2007	106	87	58	29	0	1	57	66,6666666666667
44063	Cañizar del Olivar	2011	109	82	65	17	1	3	61	79,2682926829268
44063	Cañizar del Olivar	2015	99	80	70	10	0	1	69	87,5
44064	Cascante del Río	2007	97	85	57	28	0	1	56	67,0588235294118
44064	Cascante del Río	2011	79	94	74	20	1	0	73	78,7234042553191
44064	Cascante del Río	2015	82	74	54	20	1	0	53	72,972972972973
44065	Castejón de Tornos	2007	74	67	51	16	0	1	50	76,1194029850746
44065	Castejón de Tornos	2011	70	63	47	16	0	2	45	74,6031746031746
44065	Castejón de Tornos	2015	63	58	37	21	0	1	36	63,7931034482759
44066	Castel de Cabra	2007	141	125	96	29	0	0	96	76,8
44066	Castel de Cabra	2011	140	121	96	25	1	5	90	79,3388429752066
