Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Número de contratos	Número trabajadores (CC)
Junio 2019	201906	Junio	2019	22	Huesca	Hombres	22	07 De 500 a 999 trabajadores
Junio 2019	201906	Junio	2019	22	Huesca	Mujeres	18	07 De 500 a 999 trabajadores
Junio 2019	201906	Junio	2019	22	Huesca	Hombres	97	99 No consta
Junio 2019	201906	Junio	2019	22	Huesca	Mujeres	49	99 No consta
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	1057	01 De 1 a 9 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	796	01 De 1 a 9 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	383	02 De 10 a 19 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	289	02 De 10 a 19 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	322	03 De 20 a 49 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	322	03 De 20 a 49 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	272	04 De 50 a 99 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	289	04 De 50 a 99 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	127	05 De 100 a 199 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	160	05 De 100 a 199 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	108	06 De 200 a 499 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	66	06 De 200 a 499 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	587	07 De 500 a 999 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	129	07 De 500 a 999 trabajadores
Junio 2019	201906	Junio	2019	44	Teruel	Hombres	31	99 No consta
Junio 2019	201906	Junio	2019	44	Teruel	Mujeres	32	99 No consta
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	6142	01 De 1 a 9 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	4579	01 De 1 a 9 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	3061	02 De 10 a 19 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	1934	02 De 10 a 19 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	4716	03 De 20 a 49 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	3651	03 De 20 a 49 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	2653	04 De 50 a 99 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	2333	04 De 50 a 99 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	2839	05 De 100 a 199 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	2367	05 De 100 a 199 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	3256	06 De 200 a 499 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	3329	06 De 200 a 499 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	1354	07 De 500 a 999 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	1198	07 De 500 a 999 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	719	08 De 1.000 a 4.999 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	593	08 De 1.000 a 4.999 trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	91	09 De 5.000 o más trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	45	09 De 5.000 o más trabajadores
Junio 2019	201906	Junio	2019	50	Zaragoza	Hombres	721	99 No consta
Junio 2019	201906	Junio	2019	50	Zaragoza	Mujeres	373	99 No consta
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	2908	01 De 1 a 9 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	1522	01 De 1 a 9 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	1135	02 De 10 a 19 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	549	02 De 10 a 19 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	1640	03 De 20 a 49 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	887	03 De 20 a 49 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	1219	04 De 50 a 99 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	825	04 De 50 a 99 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	739	05 De 100 a 199 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	505	05 De 100 a 199 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	267	06 De 200 a 499 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	334	06 De 200 a 499 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	33	07 De 500 a 999 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	30	07 De 500 a 999 trabajadores
Mayo 2019	201905	Mayo	2019	22	Huesca	Hombres	122	99 No consta
Mayo 2019	201905	Mayo	2019	22	Huesca	Mujeres	76	99 No consta
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	1106	01 De 1 a 9 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	855	01 De 1 a 9 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	339	02 De 10 a 19 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	219	02 De 10 a 19 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	327	03 De 20 a 49 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	320	03 De 20 a 49 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	292	04 De 50 a 99 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	239	04 De 50 a 99 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	200	05 De 100 a 199 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	132	05 De 100 a 199 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	137	06 De 200 a 499 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	43	06 De 200 a 499 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	674	07 De 500 a 999 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	136	07 De 500 a 999 trabajadores
Mayo 2019	201905	Mayo	2019	44	Teruel	Hombres	38	99 No consta
Mayo 2019	201905	Mayo	2019	44	Teruel	Mujeres	23	99 No consta
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	6521	01 De 1 a 9 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	4694	01 De 1 a 9 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	3256	02 De 10 a 19 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	2171	02 De 10 a 19 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	5425	03 De 20 a 49 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	4101	03 De 20 a 49 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	3054	04 De 50 a 99 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	2069	04 De 50 a 99 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	3247	05 De 100 a 199 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	2684	05 De 100 a 199 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	2631	06 De 200 a 499 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	3472	06 De 200 a 499 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	1079	07 De 500 a 999 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	1316	07 De 500 a 999 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	649	08 De 1.000 a 4.999 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	537	08 De 1.000 a 4.999 trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	126	09 De 5.000 o más trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	46	09 De 5.000 o más trabajadores
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Hombres	635	99 No consta
Mayo 2019	201905	Mayo	2019	50	Zaragoza	Mujeres	349	99 No consta
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	2107	01 De 1 a 9 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	1499	01 De 1 a 9 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	622	02 De 10 a 19 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	396	02 De 10 a 19 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	1018	03 De 20 a 49 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	729	03 De 20 a 49 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	399	04 De 50 a 99 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	371	04 De 50 a 99 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	264	05 De 100 a 199 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	203	05 De 100 a 199 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	151	06 De 200 a 499 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	246	06 De 200 a 499 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	27	07 De 500 a 999 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	28	07 De 500 a 999 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	2	08 De 1.000 a 4.999 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	4	08 De 1.000 a 4.999 trabajadores
Abril 2019	201904	Abril	2019	22	Huesca	Hombres	69	99 No consta
Abril 2019	201904	Abril	2019	22	Huesca	Mujeres	51	99 No consta
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	842	01 De 1 a 9 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	858	01 De 1 a 9 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	187	02 De 10 a 19 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	151	02 De 10 a 19 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	278	03 De 20 a 49 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	257	03 De 20 a 49 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	235	04 De 50 a 99 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	234	04 De 50 a 99 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	207	05 De 100 a 199 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	160	05 De 100 a 199 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	75	06 De 200 a 499 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	30	06 De 200 a 499 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	581	07 De 500 a 999 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	133	07 De 500 a 999 trabajadores
Abril 2019	201904	Abril	2019	44	Teruel	Hombres	98	99 No consta
Abril 2019	201904	Abril	2019	44	Teruel	Mujeres	27	99 No consta
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	4302	01 De 1 a 9 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	3552	01 De 1 a 9 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	2415	02 De 10 a 19 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	1734	02 De 10 a 19 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	3115	03 De 20 a 49 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	2351	03 De 20 a 49 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	2024	04 De 50 a 99 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	1651	04 De 50 a 99 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	2529	05 De 100 a 199 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	2062	05 De 100 a 199 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	2606	06 De 200 a 499 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	2762	06 De 200 a 499 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	560	07 De 500 a 999 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	907	07 De 500 a 999 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	422	08 De 1.000 a 4.999 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	359	08 De 1.000 a 4.999 trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	146	09 De 5.000 o más trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	52	09 De 5.000 o más trabajadores
Abril 2019	201904	Abril	2019	50	Zaragoza	Hombres	280	99 No consta
Abril 2019	201904	Abril	2019	50	Zaragoza	Mujeres	200	99 No consta
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	1820	01 De 1 a 9 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	1222	01 De 1 a 9 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	641	02 De 10 a 19 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	323	02 De 10 a 19 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	957	03 De 20 a 49 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	733	03 De 20 a 49 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	336	04 De 50 a 99 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	309	04 De 50 a 99 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	301	05 De 100 a 199 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	233	05 De 100 a 199 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	237	06 De 200 a 499 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	393	06 De 200 a 499 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	30	07 De 500 a 999 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	35	07 De 500 a 999 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	1	08 De 1.000 a 4.999 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	1	08 De 1.000 a 4.999 trabajadores
Marzo 2019	201903	Marzo	2019	22	Huesca	Hombres	82	99 No consta
Marzo 2019	201903	Marzo	2019	22	Huesca	Mujeres	41	99 No consta
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	708	01 De 1 a 9 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	667	01 De 1 a 9 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	212	02 De 10 a 19 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	145	02 De 10 a 19 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	304	03 De 20 a 49 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	303	03 De 20 a 49 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	252	04 De 50 a 99 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	260	04 De 50 a 99 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	193	05 De 100 a 199 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	227	05 De 100 a 199 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	154	06 De 200 a 499 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	36	06 De 200 a 499 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	555	07 De 500 a 999 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	118	07 De 500 a 999 trabajadores
Marzo 2019	201903	Marzo	2019	44	Teruel	Hombres	52	99 No consta
Marzo 2019	201903	Marzo	2019	44	Teruel	Mujeres	27	99 No consta
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	4393	01 De 1 a 9 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	3595	01 De 1 a 9 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	2190	02 De 10 a 19 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	1525	02 De 10 a 19 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	3091	03 De 20 a 49 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	2492	03 De 20 a 49 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	1616	04 De 50 a 99 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	1350	04 De 50 a 99 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	2354	05 De 100 a 199 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	2173	05 De 100 a 199 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	2384	06 De 200 a 499 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	2681	06 De 200 a 499 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	558	07 De 500 a 999 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	882	07 De 500 a 999 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	539	08 De 1.000 a 4.999 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	647	08 De 1.000 a 4.999 trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	12	09 De 5.000 o más trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	4	09 De 5.000 o más trabajadores
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Hombres	403	99 No consta
Marzo 2019	201903	Marzo	2019	50	Zaragoza	Mujeres	398	99 No consta
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	1531	01 De 1 a 9 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	969	01 De 1 a 9 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	547	02 De 10 a 19 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	368	02 De 10 a 19 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	708	03 De 20 a 49 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	577	03 De 20 a 49 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	261	04 De 50 a 99 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	257	04 De 50 a 99 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	225	05 De 100 a 199 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	203	05 De 100 a 199 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	105	06 De 200 a 499 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	213	06 De 200 a 499 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	14	07 De 500 a 999 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	18	07 De 500 a 999 trabajadores
Febrero 2019	201902	Febrero	2019	22	Huesca	Hombres	131	99 No consta
Febrero 2019	201902	Febrero	2019	22	Huesca	Mujeres	129	99 No consta
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	740	01 De 1 a 9 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	622	01 De 1 a 9 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	221	02 De 10 a 19 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	142	02 De 10 a 19 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	280	03 De 20 a 49 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	290	03 De 20 a 49 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	222	04 De 50 a 99 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	224	04 De 50 a 99 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	136	05 De 100 a 199 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	111	05 De 100 a 199 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	62	06 De 200 a 499 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	31	06 De 200 a 499 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	423	07 De 500 a 999 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	106	07 De 500 a 999 trabajadores
Febrero 2019	201902	Febrero	2019	44	Teruel	Hombres	81	99 No consta
Febrero 2019	201902	Febrero	2019	44	Teruel	Mujeres	83	99 No consta
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	4285	01 De 1 a 9 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	3254	01 De 1 a 9 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	1991	02 De 10 a 19 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	1370	02 De 10 a 19 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	2715	03 De 20 a 49 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	2072	03 De 20 a 49 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	1773	04 De 50 a 99 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	1426	04 De 50 a 99 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	2033	05 De 100 a 199 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	2116	05 De 100 a 199 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	1962	06 De 200 a 499 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	2204	06 De 200 a 499 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	403	07 De 500 a 999 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	963	07 De 500 a 999 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	867	08 De 1.000 a 4.999 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	834	08 De 1.000 a 4.999 trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	23	09 De 5.000 o más trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	16	09 De 5.000 o más trabajadores
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Hombres	605	99 No consta
Febrero 2019	201902	Febrero	2019	50	Zaragoza	Mujeres	638	99 No consta
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	1456	01 De 1 a 9 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	1037	01 De 1 a 9 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	522	02 De 10 a 19 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	375	02 De 10 a 19 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	779	03 De 20 a 49 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	576	03 De 20 a 49 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	334	04 De 50 a 99 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	379	04 De 50 a 99 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	339	05 De 100 a 199 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	202	05 De 100 a 199 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	254	06 De 200 a 499 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	369	06 De 200 a 499 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	21	07 De 500 a 999 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	23	07 De 500 a 999 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	1	08 De 1.000 a 4.999 trabajadores
Enero 2019	201901	Enero	2019	22	Huesca	Hombres	29	99 No consta
Enero 2019	201901	Enero	2019	22	Huesca	Mujeres	23	99 No consta
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	642	01 De 1 a 9 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	566	01 De 1 a 9 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	246	02 De 10 a 19 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	121	02 De 10 a 19 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	325	03 De 20 a 49 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	270	03 De 20 a 49 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	233	04 De 50 a 99 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	270	04 De 50 a 99 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	176	05 De 100 a 199 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	219	05 De 100 a 199 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	167	06 De 200 a 499 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	43	06 De 200 a 499 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	643	07 De 500 a 999 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	164	07 De 500 a 999 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	1	08 De 1.000 a 4.999 trabajadores
Enero 2019	201901	Enero	2019	44	Teruel	Hombres	29	99 No consta
Enero 2019	201901	Enero	2019	44	Teruel	Mujeres	36	99 No consta
