Año	Comarca Código	Comarca Nombre	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código
2013	16	Valdejalón	47	De 10 a 19 trabajadores	Leves	1
2013	17	D.C. Zaragoza	603	De 10 a 19 trabajadores	Leves	1
2013	18	Ribera Baja del Ebro	10	De 10 a 19 trabajadores	Leves	1
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	11	De 10 a 19 trabajadores	Leves	1
2013	20	Comunidad de Calatayud	31	De 10 a 19 trabajadores	Leves	1
2013	21	Campo de Cariñena	16	De 10 a 19 trabajadores	Leves	1
2013	22	Campo de Belchite	6	De 10 a 19 trabajadores	Leves	1
2013	23	Bajo Martín	4	De 10 a 19 trabajadores	Leves	1
2013	24	Campo de Daroca	5	De 10 a 19 trabajadores	Leves	1
2013	25	Jiloca	8	De 10 a 19 trabajadores	Leves	1
2013	26	Cuencas Mineras	6	De 10 a 19 trabajadores	Leves	1
2013	27	Andorra-Sierra de Arcos	23	De 10 a 19 trabajadores	Leves	1
2013	28	Bajo Aragón	32	De 10 a 19 trabajadores	Leves	1
2013	29	Comunidad de Teruel	50	De 10 a 19 trabajadores	Leves	1
2013	30	Maestrazgo	2	De 10 a 19 trabajadores	Leves	1
2013	31	Sierra de Albarracín	3	De 10 a 19 trabajadores	Leves	1
2013	32	Gúdar-Javalambre	13	De 10 a 19 trabajadores	Leves	1
2013	33	Matarraña / Matarranya	4	De 10 a 19 trabajadores	Leves	1
2013	NC	Municipio del centro de trabajo fuera de Aragón	16	De 10 a 19 trabajadores	Leves	1
2012	01	La Jacetania	16	De 10 a 19 trabajadores	Leves	1
2012	02	Alto Gállego	16	De 10 a 19 trabajadores	Leves	1
2012	03	Sobrarbe	6	De 10 a 19 trabajadores	Leves	1
2012	04	La Ribagorza	16	De 10 a 19 trabajadores	Leves	1
2012	05	Cinco Villas	49	De 10 a 19 trabajadores	Leves	1
2012	06	Hoya de Huesca / Plana de Uesca	88	De 10 a 19 trabajadores	Leves	1
2012	07	Somontano de Barbastro	28	De 10 a 19 trabajadores	Leves	1
2012	08	Cinca Medio	35	De 10 a 19 trabajadores	Leves	1
2012	09	La Litera / La Llitera	31	De 10 a 19 trabajadores	Leves	1
2012	10	Los Monegros	16	De 10 a 19 trabajadores	Leves	1
2012	11	Bajo Cinca / Baix Cinca	52	De 10 a 19 trabajadores	Leves	1
2012	12	Tarazona y el Moncayo	14	De 10 a 19 trabajadores	Leves	1
2012	13	Campo de Borja	19	De 10 a 19 trabajadores	Leves	1
2012	14	Aranda	4	De 10 a 19 trabajadores	Leves	1
2012	15	Ribera Alta del Ebro	45	De 10 a 19 trabajadores	Leves	1
2012	16	Valdejalón	59	De 10 a 19 trabajadores	Leves	1
2012	17	D.C. Zaragoza	736	De 10 a 19 trabajadores	Leves	1
2012	18	Ribera Baja del Ebro	12	De 10 a 19 trabajadores	Leves	1
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	14	De 10 a 19 trabajadores	Leves	1
2012	20	Comunidad de Calatayud	28	De 10 a 19 trabajadores	Leves	1
2012	21	Campo de Cariñena	10	De 10 a 19 trabajadores	Leves	1
2012	23	Bajo Martín	12	De 10 a 19 trabajadores	Leves	1
2012	24	Campo de Daroca	3	De 10 a 19 trabajadores	Leves	1
2012	25	Jiloca	3	De 10 a 19 trabajadores	Leves	1
2012	26	Cuencas Mineras	4	De 10 a 19 trabajadores	Leves	1
2012	27	Andorra-Sierra de Arcos	17	De 10 a 19 trabajadores	Leves	1
2012	28	Bajo Aragón	30	De 10 a 19 trabajadores	Leves	1
2012	29	Comunidad de Teruel	49	De 10 a 19 trabajadores	Leves	1
2012	30	Maestrazgo	3	De 10 a 19 trabajadores	Leves	1
2012	31	Sierra de Albarracín	6	De 10 a 19 trabajadores	Leves	1
2012	32	Gúdar-Javalambre	9	De 10 a 19 trabajadores	Leves	1
2012	33	Matarraña / Matarranya	4	De 10 a 19 trabajadores	Leves	1
2012	NC	Municipio del centro de trabajo fuera de Aragón	22	De 10 a 19 trabajadores	Leves	1
2011	01	La Jacetania	16	De 10 a 19 trabajadores	Leves	1
2011	02	Alto Gállego	20	De 10 a 19 trabajadores	Leves	1
2011	03	Sobrarbe	5	De 10 a 19 trabajadores	Leves	1
2011	04	La Ribagorza	19	De 10 a 19 trabajadores	Leves	1
2011	05	Cinco Villas	47	De 10 a 19 trabajadores	Leves	1
2011	06	Hoya de Huesca / Plana de Uesca	116	De 10 a 19 trabajadores	Leves	1
2011	07	Somontano de Barbastro	46	De 10 a 19 trabajadores	Leves	1
2011	08	Cinca Medio	47	De 10 a 19 trabajadores	Leves	1
2011	09	La Litera / La Llitera	40	De 10 a 19 trabajadores	Leves	1
2011	10	Los Monegros	17	De 10 a 19 trabajadores	Leves	1
2011	11	Bajo Cinca / Baix Cinca	45	De 10 a 19 trabajadores	Leves	1
2011	12	Tarazona y el Moncayo	21	De 10 a 19 trabajadores	Leves	1
2011	13	Campo de Borja	24	De 10 a 19 trabajadores	Leves	1
2011	14	Aranda	9	De 10 a 19 trabajadores	Leves	1
2011	15	Ribera Alta del Ebro	63	De 10 a 19 trabajadores	Leves	1
2011	16	Valdejalón	66	De 10 a 19 trabajadores	Leves	1
2011	17	D.C. Zaragoza	826	De 10 a 19 trabajadores	Leves	1
2011	18	Ribera Baja del Ebro	21	De 10 a 19 trabajadores	Leves	1
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	20	De 10 a 19 trabajadores	Leves	1
2011	20	Comunidad de Calatayud	48	De 10 a 19 trabajadores	Leves	1
2011	21	Campo de Cariñena	18	De 10 a 19 trabajadores	Leves	1
2011	22	Campo de Belchite	5	De 10 a 19 trabajadores	Leves	1
2011	23	Bajo Martín	9	De 10 a 19 trabajadores	Leves	1
2011	24	Campo de Daroca	3	De 10 a 19 trabajadores	Leves	1
2011	25	Jiloca	6	De 10 a 19 trabajadores	Leves	1
2011	26	Cuencas Mineras	10	De 10 a 19 trabajadores	Leves	1
2011	27	Andorra-Sierra de Arcos	18	De 10 a 19 trabajadores	Leves	1
2011	28	Bajo Aragón	38	De 10 a 19 trabajadores	Leves	1
2011	29	Comunidad de Teruel	67	De 10 a 19 trabajadores	Leves	1
2011	30	Maestrazgo	3	De 10 a 19 trabajadores	Leves	1
2011	31	Sierra de Albarracín	6	De 10 a 19 trabajadores	Leves	1
2011	32	Gúdar-Javalambre	24	De 10 a 19 trabajadores	Leves	1
2011	33	Matarraña / Matarranya	9	De 10 a 19 trabajadores	Leves	1
2011	NC	Municipio del centro de trabajo fuera de Aragón	26	De 10 a 19 trabajadores	Leves	1
2010	01	La Jacetania	25	De 10 a 19 trabajadores	Leves	1
2010	02	Alto Gállego	33	De 10 a 19 trabajadores	Leves	1
2010	03	Sobrarbe	8	De 10 a 19 trabajadores	Leves	1
2010	04	La Ribagorza	19	De 10 a 19 trabajadores	Leves	1
2010	05	Cinco Villas	50	De 10 a 19 trabajadores	Leves	1
2010	06	Hoya de Huesca / Plana de Uesca	132	De 10 a 19 trabajadores	Leves	1
2010	07	Somontano de Barbastro	50	De 10 a 19 trabajadores	Leves	1
2010	08	Cinca Medio	41	De 10 a 19 trabajadores	Leves	1
2010	09	La Litera / La Llitera	47	De 10 a 19 trabajadores	Leves	1
2010	10	Los Monegros	23	De 10 a 19 trabajadores	Leves	1
2010	11	Bajo Cinca / Baix Cinca	36	De 10 a 19 trabajadores	Leves	1
2010	12	Tarazona y el Moncayo	27	De 10 a 19 trabajadores	Leves	1
2010	13	Campo de Borja	28	De 10 a 19 trabajadores	Leves	1
2010	14	Aranda	16	De 10 a 19 trabajadores	Leves	1
2010	15	Ribera Alta del Ebro	78	De 10 a 19 trabajadores	Leves	1
2010	16	Valdejalón	74	De 10 a 19 trabajadores	Leves	1
2010	17	D.C. Zaragoza	1001	De 10 a 19 trabajadores	Leves	1
2010	18	Ribera Baja del Ebro	15	De 10 a 19 trabajadores	Leves	1
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	13	De 10 a 19 trabajadores	Leves	1
2010	20	Comunidad de Calatayud	55	De 10 a 19 trabajadores	Leves	1
2010	21	Campo de Cariñena	14	De 10 a 19 trabajadores	Leves	1
2010	22	Campo de Belchite	7	De 10 a 19 trabajadores	Leves	1
2010	23	Bajo Martín	16	De 10 a 19 trabajadores	Leves	1
2010	24	Campo de Daroca	4	De 10 a 19 trabajadores	Leves	1
2010	25	Jiloca	13	De 10 a 19 trabajadores	Leves	1
2010	26	Cuencas Mineras	8	De 10 a 19 trabajadores	Leves	1
2010	27	Andorra-Sierra de Arcos	16	De 10 a 19 trabajadores	Leves	1
2010	28	Bajo Aragón	44	De 10 a 19 trabajadores	Leves	1
2010	29	Comunidad de Teruel	79	De 10 a 19 trabajadores	Leves	1
2010	30	Maestrazgo	7	De 10 a 19 trabajadores	Leves	1
2010	31	Sierra de Albarracín	3	De 10 a 19 trabajadores	Leves	1
2010	32	Gúdar-Javalambre	16	De 10 a 19 trabajadores	Leves	1
2010	33	Matarraña / Matarranya	11	De 10 a 19 trabajadores	Leves	1
2010	NC	Municipio del centro de trabajo fuera de Aragón	27	De 10 a 19 trabajadores	Leves	1
2009	01	La Jacetania	35	De 10 a 19 trabajadores	Leves	1
2009	02	Alto Gállego	19	De 10 a 19 trabajadores	Leves	1
2009	03	Sobrarbe	5	De 10 a 19 trabajadores	Leves	1
2009	04	La Ribagorza	23	De 10 a 19 trabajadores	Leves	1
2009	05	Cinco Villas	67	De 10 a 19 trabajadores	Leves	1
2009	06	Hoya de Huesca / Plana de Uesca	135	De 10 a 19 trabajadores	Leves	1
2009	07	Somontano de Barbastro	72	De 10 a 19 trabajadores	Leves	1
2009	08	Cinca Medio	41	De 10 a 19 trabajadores	Leves	1
2009	09	La Litera / La Llitera	39	De 10 a 19 trabajadores	Leves	1
2009	10	Los Monegros	35	De 10 a 19 trabajadores	Leves	1
2009	11	Bajo Cinca / Baix Cinca	43	De 10 a 19 trabajadores	Leves	1
2009	12	Tarazona y el Moncayo	30	De 10 a 19 trabajadores	Leves	1
2009	13	Campo de Borja	26	De 10 a 19 trabajadores	Leves	1
2009	14	Aranda	9	De 10 a 19 trabajadores	Leves	1
2009	15	Ribera Alta del Ebro	74	De 10 a 19 trabajadores	Leves	1
2009	16	Valdejalón	69	De 10 a 19 trabajadores	Leves	1
2009	17	D.C. Zaragoza	1147	De 10 a 19 trabajadores	Leves	1
2009	18	Ribera Baja del Ebro	23	De 10 a 19 trabajadores	Leves	1
2009	19	Bajo Aragón-Caspe / Baix Aragó-Casp	26	De 10 a 19 trabajadores	Leves	1
2009	20	Comunidad de Calatayud	53	De 10 a 19 trabajadores	Leves	1
2009	21	Campo de Cariñena	17	De 10 a 19 trabajadores	Leves	1
2009	22	Campo de Belchite	5	De 10 a 19 trabajadores	Leves	1
2009	23	Bajo Martín	14	De 10 a 19 trabajadores	Leves	1
2009	24	Campo de Daroca	1	De 10 a 19 trabajadores	Leves	1
2009	25	Jiloca	10	De 10 a 19 trabajadores	Leves	1
2009	26	Cuencas Mineras	5	De 10 a 19 trabajadores	Leves	1
2009	27	Andorra-Sierra de Arcos	24	De 10 a 19 trabajadores	Leves	1
2009	28	Bajo Aragón	60	De 10 a 19 trabajadores	Leves	1
2009	29	Comunidad de Teruel	69	De 10 a 19 trabajadores	Leves	1
2009	30	Maestrazgo	1	De 10 a 19 trabajadores	Leves	1
2009	31	Sierra de Albarracín	3	De 10 a 19 trabajadores	Leves	1
2009	32	Gúdar-Javalambre	14	De 10 a 19 trabajadores	Leves	1
2009	33	Matarraña / Matarranya	4	De 10 a 19 trabajadores	Leves	1
2009	NC	Municipio del centro de trabajo fuera de Aragón	30	De 10 a 19 trabajadores	Leves	1
2008	01	La Jacetania	45	De 10 a 19 trabajadores	Leves	1
2008	02	Alto Gállego	29	De 10 a 19 trabajadores	Leves	1
2008	03	Sobrarbe	15	De 10 a 19 trabajadores	Leves	1
2008	04	La Ribagorza	42	De 10 a 19 trabajadores	Leves	1
2008	05	Cinco Villas	94	De 10 a 19 trabajadores	Leves	1
2008	06	Hoya de Huesca / Plana de Uesca	183	De 10 a 19 trabajadores	Leves	1
2008	07	Somontano de Barbastro	87	De 10 a 19 trabajadores	Leves	1
2008	08	Cinca Medio	75	De 10 a 19 trabajadores	Leves	1
2008	09	La Litera / La Llitera	55	De 10 a 19 trabajadores	Leves	1
2008	10	Los Monegros	41	De 10 a 19 trabajadores	Leves	1
2008	11	Bajo Cinca / Baix Cinca	70	De 10 a 19 trabajadores	Leves	1
2008	12	Tarazona y el Moncayo	47	De 10 a 19 trabajadores	Leves	1
2008	13	Campo de Borja	36	De 10 a 19 trabajadores	Leves	1
2008	14	Aranda	13	De 10 a 19 trabajadores	Leves	1
2008	15	Ribera Alta del Ebro	97	De 10 a 19 trabajadores	Leves	1
2008	16	Valdejalón	79	De 10 a 19 trabajadores	Leves	1
2008	17	D.C. Zaragoza	1633	De 10 a 19 trabajadores	Leves	1
2008	18	Ribera Baja del Ebro	28	De 10 a 19 trabajadores	Leves	1
2008	19	Bajo Aragón-Caspe / Baix Aragó-Casp	31	De 10 a 19 trabajadores	Leves	1
2008	20	Comunidad de Calatayud	86	De 10 a 19 trabajadores	Leves	1
2008	21	Campo de Cariñena	15	De 10 a 19 trabajadores	Leves	1
2008	22	Campo de Belchite	10	De 10 a 19 trabajadores	Leves	1
2008	23	Bajo Martín	21	De 10 a 19 trabajadores	Leves	1
2008	24	Campo de Daroca	4	De 10 a 19 trabajadores	Leves	1
2008	25	Jiloca	22	De 10 a 19 trabajadores	Leves	1
2008	26	Cuencas Mineras	10	De 10 a 19 trabajadores	Leves	1
2008	27	Andorra-Sierra de Arcos	28	De 10 a 19 trabajadores	Leves	1
2008	28	Bajo Aragón	89	De 10 a 19 trabajadores	Leves	1
2008	29	Comunidad de Teruel	99	De 10 a 19 trabajadores	Leves	1
2008	30	Maestrazgo	9	De 10 a 19 trabajadores	Leves	1
2008	31	Sierra de Albarracín	5	De 10 a 19 trabajadores	Leves	1
2008	32	Gúdar-Javalambre	19	De 10 a 19 trabajadores	Leves	1
2008	33	Matarraña / Matarranya	19	De 10 a 19 trabajadores	Leves	1
2008	NC	Municipio del centro de trabajo fuera de Aragón	44	De 10 a 19 trabajadores	Leves	1
2007	01	La Jacetania	48	De 10 a 19 trabajadores	Leves	1
2007	02	Alto Gállego	46	De 10 a 19 trabajadores	Leves	1
2007	03	Sobrarbe	20	De 10 a 19 trabajadores	Leves	1
2007	04	La Ribagorza	28	De 10 a 19 trabajadores	Leves	1
2007	05	Cinco Villas	111	De 10 a 19 trabajadores	Leves	1
2007	06	Hoya de Huesca / Plana de Uesca	271	De 10 a 19 trabajadores	Leves	1
2007	07	Somontano de Barbastro	78	De 10 a 19 trabajadores	Leves	1
2007	08	Cinca Medio	69	De 10 a 19 trabajadores	Leves	1
2007	09	La Litera / La Llitera	74	De 10 a 19 trabajadores	Leves	1
2007	10	Los Monegros	47	De 10 a 19 trabajadores	Leves	1
2007	11	Bajo Cinca / Baix Cinca	104	De 10 a 19 trabajadores	Leves	1
2007	12	Tarazona y el Moncayo	53	De 10 a 19 trabajadores	Leves	1
2007	13	Campo de Borja	45	De 10 a 19 trabajadores	Leves	1
2007	14	Aranda	16	De 10 a 19 trabajadores	Leves	1
2007	15	Ribera Alta del Ebro	115	De 10 a 19 trabajadores	Leves	1
2007	16	Valdejalón	108	De 10 a 19 trabajadores	Leves	1
2007	17	D.C. Zaragoza	1801	De 10 a 19 trabajadores	Leves	1
2007	18	Ribera Baja del Ebro	29	De 10 a 19 trabajadores	Leves	1
2007	19	Bajo Aragón-Caspe / Baix Aragó-Casp	29	De 10 a 19 trabajadores	Leves	1
2007	20	Comunidad de Calatayud	91	De 10 a 19 trabajadores	Leves	1
2007	21	Campo de Cariñena	15	De 10 a 19 trabajadores	Leves	1
2007	22	Campo de Belchite	4	De 10 a 19 trabajadores	Leves	1
2007	23	Bajo Martín	21	De 10 a 19 trabajadores	Leves	1
2007	24	Campo de Daroca	10	De 10 a 19 trabajadores	Leves	1
2007	25	Jiloca	22	De 10 a 19 trabajadores	Leves	1
2007	26	Cuencas Mineras	16	De 10 a 19 trabajadores	Leves	1
2007	27	Andorra-Sierra de Arcos	33	De 10 a 19 trabajadores	Leves	1
2007	28	Bajo Aragón	92	De 10 a 19 trabajadores	Leves	1
2007	29	Comunidad de Teruel	114	De 10 a 19 trabajadores	Leves	1
2007	30	Maestrazgo	7	De 10 a 19 trabajadores	Leves	1
2007	31	Sierra de Albarracín	9	De 10 a 19 trabajadores	Leves	1
2007	32	Gúdar-Javalambre	22	De 10 a 19 trabajadores	Leves	1
2007	33	Matarraña / Matarranya	9	De 10 a 19 trabajadores	Leves	1
2007	NC	Municipio del centro de trabajo fuera de Aragón	46	De 10 a 19 trabajadores	Leves	1
2006	01	La Jacetania	54	De 10 a 19 trabajadores	Leves	1
2006	02	Alto Gállego	56	De 10 a 19 trabajadores	Leves	1
2006	03	Sobrarbe	12	De 10 a 19 trabajadores	Leves	1
2006	04	La Ribagorza	33	De 10 a 19 trabajadores	Leves	1
2006	05	Cinco Villas	110	De 10 a 19 trabajadores	Leves	1
2006	06	Hoya de Huesca / Plana de Uesca	213	De 10 a 19 trabajadores	Leves	1
2006	07	Somontano de Barbastro	74	De 10 a 19 trabajadores	Leves	1
2006	08	Cinca Medio	54	De 10 a 19 trabajadores	Leves	1
2006	09	La Litera / La Llitera	59	De 10 a 19 trabajadores	Leves	1
2006	10	Los Monegros	26	De 10 a 19 trabajadores	Leves	1
2006	11	Bajo Cinca / Baix Cinca	76	De 10 a 19 trabajadores	Leves	1
2006	12	Tarazona y el Moncayo	26	De 10 a 19 trabajadores	Leves	1
2006	13	Campo de Borja	48	De 10 a 19 trabajadores	Leves	1
2006	14	Aranda	13	De 10 a 19 trabajadores	Leves	1
2006	15	Ribera Alta del Ebro	106	De 10 a 19 trabajadores	Leves	1
2006	16	Valdejalón	86	De 10 a 19 trabajadores	Leves	1
2006	17	D.C. Zaragoza	1779	De 10 a 19 trabajadores	Leves	1
2006	18	Ribera Baja del Ebro	24	De 10 a 19 trabajadores	Leves	1
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	35	De 10 a 19 trabajadores	Leves	1
2006	20	Comunidad de Calatayud	73	De 10 a 19 trabajadores	Leves	1
2006	21	Campo de Cariñena	19	De 10 a 19 trabajadores	Leves	1
2006	22	Campo de Belchite	3	De 10 a 19 trabajadores	Leves	1
2006	23	Bajo Martín	11	De 10 a 19 trabajadores	Leves	1
2006	24	Campo de Daroca	13	De 10 a 19 trabajadores	Leves	1
2006	25	Jiloca	17	De 10 a 19 trabajadores	Leves	1
2006	26	Cuencas Mineras	18	De 10 a 19 trabajadores	Leves	1
2006	27	Andorra-Sierra de Arcos	34	De 10 a 19 trabajadores	Leves	1
2006	28	Bajo Aragón	67	De 10 a 19 trabajadores	Leves	1
2006	29	Comunidad de Teruel	97	De 10 a 19 trabajadores	Leves	1
2006	30	Maestrazgo	2	De 10 a 19 trabajadores	Leves	1
2006	31	Sierra de Albarracín	8	De 10 a 19 trabajadores	Leves	1
2006	32	Gúdar-Javalambre	20	De 10 a 19 trabajadores	Leves	1
2006	33	Matarraña / Matarranya	13	De 10 a 19 trabajadores	Leves	1
2006	NC	Municipio del centro de trabajo fuera de Aragón	39	De 10 a 19 trabajadores	Leves	1
2005	01	La Jacetania	63	De 10 a 19 trabajadores	Leves	1
2005	02	Alto Gállego	31	De 10 a 19 trabajadores	Leves	1
2005	03	Sobrarbe	15	De 10 a 19 trabajadores	Leves	1
2005	04	La Ribagorza	20	De 10 a 19 trabajadores	Leves	1
2005	05	Cinco Villas	124	De 10 a 19 trabajadores	Leves	1
2005	06	Hoya de Huesca / Plana de Uesca	200	De 10 a 19 trabajadores	Leves	1
2005	07	Somontano de Barbastro	84	De 10 a 19 trabajadores	Leves	1
2005	08	Cinca Medio	62	De 10 a 19 trabajadores	Leves	1
2005	09	La Litera / La Llitera	72	De 10 a 19 trabajadores	Leves	1
2005	10	Los Monegros	20	De 10 a 19 trabajadores	Leves	1
2005	11	Bajo Cinca / Baix Cinca	60	De 10 a 19 trabajadores	Leves	1
2005	12	Tarazona y el Moncayo	22	De 10 a 19 trabajadores	Leves	1
2005	13	Campo de Borja	41	De 10 a 19 trabajadores	Leves	1
2005	14	Aranda	5	De 10 a 19 trabajadores	Leves	1
2005	15	Ribera Alta del Ebro	102	De 10 a 19 trabajadores	Leves	1
2005	16	Valdejalón	103	De 10 a 19 trabajadores	Leves	1
2005	17	D.C. Zaragoza	1679	De 10 a 19 trabajadores	Leves	1
2005	18	Ribera Baja del Ebro	32	De 10 a 19 trabajadores	Leves	1
2005	19	Bajo Aragón-Caspe / Baix Aragó-Casp	23	De 10 a 19 trabajadores	Leves	1
2005	20	Comunidad de Calatayud	65	De 10 a 19 trabajadores	Leves	1
2005	21	Campo de Cariñena	14	De 10 a 19 trabajadores	Leves	1
2005	22	Campo de Belchite	7	De 10 a 19 trabajadores	Leves	1
2005	23	Bajo Martín	10	De 10 a 19 trabajadores	Leves	1
2005	24	Campo de Daroca	16	De 10 a 19 trabajadores	Leves	1
2005	25	Jiloca	15	De 10 a 19 trabajadores	Leves	1
2005	26	Cuencas Mineras	27	De 10 a 19 trabajadores	Leves	1
2005	27	Andorra-Sierra de Arcos	21	De 10 a 19 trabajadores	Leves	1
2005	28	Bajo Aragón	75	De 10 a 19 trabajadores	Leves	1
2005	29	Comunidad de Teruel	84	De 10 a 19 trabajadores	Leves	1
2005	30	Maestrazgo	6	De 10 a 19 trabajadores	Leves	1
2005	31	Sierra de Albarracín	4	De 10 a 19 trabajadores	Leves	1
2005	32	Gúdar-Javalambre	16	De 10 a 19 trabajadores	Leves	1
2005	33	Matarraña / Matarranya	16	De 10 a 19 trabajadores	Leves	1
2005	NC	Municipio del centro de trabajo fuera de Aragón	62	De 10 a 19 trabajadores	Leves	1
2004	01	La Jacetania	44	De 10 a 19 trabajadores	Leves	1
2004	02	Alto Gállego	37	De 10 a 19 trabajadores	Leves	1
2004	03	Sobrarbe	8	De 10 a 19 trabajadores	Leves	1
2004	04	La Ribagorza	24	De 10 a 19 trabajadores	Leves	1
2004	05	Cinco Villas	81	De 10 a 19 trabajadores	Leves	1
2004	06	Hoya de Huesca / Plana de Uesca	178	De 10 a 19 trabajadores	Leves	1
2004	07	Somontano de Barbastro	85	De 10 a 19 trabajadores	Leves	1
2004	08	Cinca Medio	52	De 10 a 19 trabajadores	Leves	1
2004	09	La Litera / La Llitera	53	De 10 a 19 trabajadores	Leves	1
2004	10	Los Monegros	30	De 10 a 19 trabajadores	Leves	1
2004	11	Bajo Cinca / Baix Cinca	61	De 10 a 19 trabajadores	Leves	1
2004	12	Tarazona y el Moncayo	35	De 10 a 19 trabajadores	Leves	1
2004	13	Campo de Borja	52	De 10 a 19 trabajadores	Leves	1
2004	14	Aranda	13	De 10 a 19 trabajadores	Leves	1
2004	15	Ribera Alta del Ebro	99	De 10 a 19 trabajadores	Leves	1
2004	16	Valdejalón	88	De 10 a 19 trabajadores	Leves	1
2004	17	D.C. Zaragoza	1644	De 10 a 19 trabajadores	Leves	1
2004	18	Ribera Baja del Ebro	19	De 10 a 19 trabajadores	Leves	1
2004	19	Bajo Aragón-Caspe / Baix Aragó-Casp	42	De 10 a 19 trabajadores	Leves	1
2004	20	Comunidad de Calatayud	72	De 10 a 19 trabajadores	Leves	1
2004	21	Campo de Cariñena	10	De 10 a 19 trabajadores	Leves	1
2004	22	Campo de Belchite	2	De 10 a 19 trabajadores	Leves	1
2004	23	Bajo Martín	16	De 10 a 19 trabajadores	Leves	1
2004	24	Campo de Daroca	6	De 10 a 19 trabajadores	Leves	1
2004	25	Jiloca	15	De 10 a 19 trabajadores	Leves	1
2004	26	Cuencas Mineras	12	De 10 a 19 trabajadores	Leves	1
2004	27	Andorra-Sierra de Arcos	19	De 10 a 19 trabajadores	Leves	1
2004	28	Bajo Aragón	63	De 10 a 19 trabajadores	Leves	1
2004	29	Comunidad de Teruel	80	De 10 a 19 trabajadores	Leves	1
2004	30	Maestrazgo	3	De 10 a 19 trabajadores	Leves	1
2004	31	Sierra de Albarracín	4	De 10 a 19 trabajadores	Leves	1
2004	32	Gúdar-Javalambre	13	De 10 a 19 trabajadores	Leves	1
2004	33	Matarraña / Matarranya	4	De 10 a 19 trabajadores	Leves	1
2004	NC	Municipio del centro de trabajo fuera de Aragón	33	De 10 a 19 trabajadores	Leves	1
2003	01	La Jacetania	35	De 10 a 19 trabajadores	Leves	1
2003	02	Alto Gállego	33	De 10 a 19 trabajadores	Leves	1
2003	03	Sobrarbe	15	De 10 a 19 trabajadores	Leves	1
2003	04	La Ribagorza	20	De 10 a 19 trabajadores	Leves	1
2003	05	Cinco Villas	76	De 10 a 19 trabajadores	Leves	1
2003	06	Hoya de Huesca / Plana de Uesca	187	De 10 a 19 trabajadores	Leves	1
2003	07	Somontano de Barbastro	60	De 10 a 19 trabajadores	Leves	1
2003	08	Cinca Medio	80	De 10 a 19 trabajadores	Leves	1
2003	09	La Litera / La Llitera	47	De 10 a 19 trabajadores	Leves	1
2003	10	Los Monegros	22	De 10 a 19 trabajadores	Leves	1
2003	11	Bajo Cinca / Baix Cinca	64	De 10 a 19 trabajadores	Leves	1
2003	12	Tarazona y el Moncayo	38	De 10 a 19 trabajadores	Leves	1
2003	13	Campo de Borja	23	De 10 a 19 trabajadores	Leves	1
2003	14	Aranda	18	De 10 a 19 trabajadores	Leves	1
2003	15	Ribera Alta del Ebro	135	De 10 a 19 trabajadores	Leves	1
2003	16	Valdejalón	68	De 10 a 19 trabajadores	Leves	1
2003	17	D.C. Zaragoza	1626	De 10 a 19 trabajadores	Leves	1
2003	18	Ribera Baja del Ebro	19	De 10 a 19 trabajadores	Leves	1
2003	19	Bajo Aragón-Caspe / Baix Aragó-Casp	26	De 10 a 19 trabajadores	Leves	1
2003	20	Comunidad de Calatayud	89	De 10 a 19 trabajadores	Leves	1
2003	21	Campo de Cariñena	14	De 10 a 19 trabajadores	Leves	1
2003	22	Campo de Belchite	2	De 10 a 19 trabajadores	Leves	1
2003	23	Bajo Martín	14	De 10 a 19 trabajadores	Leves	1
2003	24	Campo de Daroca	7	De 10 a 19 trabajadores	Leves	1
2003	25	Jiloca	12	De 10 a 19 trabajadores	Leves	1
2003	26	Cuencas Mineras	24	De 10 a 19 trabajadores	Leves	1
2003	27	Andorra-Sierra de Arcos	12	De 10 a 19 trabajadores	Leves	1
2003	28	Bajo Aragón	61	De 10 a 19 trabajadores	Leves	1
2003	29	Comunidad de Teruel	84	De 10 a 19 trabajadores	Leves	1
2003	30	Maestrazgo	2	De 10 a 19 trabajadores	Leves	1
2003	31	Sierra de Albarracín	1	De 10 a 19 trabajadores	Leves	1
2003	32	Gúdar-Javalambre	8	De 10 a 19 trabajadores	Leves	1
2003	33	Matarraña / Matarranya	5	De 10 a 19 trabajadores	Leves	1
2003	NC	Municipio del centro de trabajo fuera de Aragón	18	De 10 a 19 trabajadores	Leves	1
2017	01	La Jacetania	1	De 10 a 19 trabajadores	Graves o muy graves	2
2017	03	Sobrarbe	1	De 10 a 19 trabajadores	Graves o muy graves	2
2017	06	Hoya de Huesca / Plana de Uesca	3	De 10 a 19 trabajadores	Graves o muy graves	2
2017	13	Campo de Borja	1	De 10 a 19 trabajadores	Graves o muy graves	2
2017	16	Valdejalón	2	De 10 a 19 trabajadores	Graves o muy graves	2
2017	17	D.C. Zaragoza	4	De 10 a 19 trabajadores	Graves o muy graves	2
2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	De 10 a 19 trabajadores	Graves o muy graves	2
