Año	Residencia CCAA código	Residencia CCAA nombre	Edad (grupos quinquenales)	Sexo	Personas	Porcentaje
2010	02	Aragón	50 a 54	Hombres	-46553	-0,173143289917398
2011	02	Aragón	50 a 54	Hombres	-47639	-0,17718241978766
2012	02	Aragón	50 a 54	Hombres	-48597	-0,180745482785552
2013	02	Aragón	50 a 54	Hombres	-49314	-0,183412201125311
2014	02	Aragón	50 a 54	Hombres	-49244	-0,183151852054483
2015	02	Aragón	50 a 54	Hombres	-49886	-0,185539624961213
2016	02	Aragón	50 a 54	Hombres	-50136	-0,18646944307131
2017	02	Aragón	50 a 54	Hombres	-50753	-0,188764234167029
2018	02	Aragón	50 a 54	Hombres	-50781	-0,18886837379536
1998	02	Aragón	45 a 49	Mujeres	36409	0,135414990282099
1999	02	Aragón	45 a 49	Mujeres	36530	0,135865022247386
2000	02	Aragón	45 a 49	Mujeres	36866	0,137114697787356
2001	02	Aragón	45 a 49	Mujeres	37903	0,140971583308039
2002	02	Aragón	45 a 49	Mujeres	39155	0,145628112403405
2003	02	Aragón	45 a 49	Mujeres	40246	0,149685838635869
2004	02	Aragón	45 a 49	Mujeres	41748	0,155272185841332
2005	02	Aragón	45 a 49	Mujeres	43449	0,161598668262433
2006	02	Aragón	45 a 49	Mujeres	44897	0,166984174756115
2007	02	Aragón	45 a 49	Mujeres	46317	0,172265541621467
2008	02	Aragón	45 a 49	Mujeres	47316	0,175981094789415
2009	02	Aragón	45 a 49	Mujeres	48371	0,179904927214024
2010	02	Aragón	45 a 49	Mujeres	49131	0,182731574268719
2011	02	Aragón	45 a 49	Mujeres	49354	0,183560972022926
2012	02	Aragón	45 a 49	Mujeres	49830	0,185331345704551
2013	02	Aragón	45 a 49	Mujeres	50652	0,18838858765055
2014	02	Aragón	45 a 49	Mujeres	50441	0,187603821165628
2015	02	Aragón	45 a 49	Mujeres	50094	0,186313233628813
2016	02	Aragón	45 a 49	Mujeres	50045	0,186130989279234
2017	02	Aragón	45 a 49	Mujeres	50444	0,187614978982949
2018	02	Aragón	45 a 49	Mujeres	50420	0,18752571644438
1998	02	Aragón	45 a 49	Hombres	-37173	-0,138256514426556
1999	02	Aragón	45 a 49	Hombres	-37256	-0,138565214039108
2000	02	Aragón	45 a 49	Hombres	-37846	-0,140759584778937
2001	02	Aragón	45 a 49	Hombres	-39023	-0,145137168441274
2002	02	Aragón	45 a 49	Hombres	-40614	-0,151054530893932
2003	02	Aragón	45 a 49	Hombres	-41841	-0,155618078178288
2004	02	Aragón	45 a 49	Hombres	-43782	-0,162837185985082
2005	02	Aragón	45 a 49	Hombres	-45914	-0,17076667482799
2006	02	Aragón	45 a 49	Hombres	-47193	-0,175523624279247
2007	02	Aragón	45 a 49	Hombres	-48563	-0,180619027522579
2008	02	Aragón	45 a 49	Hombres	-50295	-0,187060807389331
2009	02	Aragón	45 a 49	Hombres	-51485	-0,191486741593394
2010	02	Aragón	45 a 49	Hombres	-52454	-0,19509071658813
2011	02	Aragón	45 a 49	Hombres	-52796	-0,196362707762743
2012	02	Aragón	45 a 49	Hombres	-53523	-0,199066618826905
2013	02	Aragón	45 a 49	Hombres	-53862	-0,200327452184197
2014	02	Aragón	45 a 49	Hombres	-52932	-0,196868528814636
2015	02	Aragón	45 a 49	Hombres	-52471	-0,195153944219616
2016	02	Aragón	45 a 49	Hombres	-52634	-0,1957601856274
2017	02	Aragón	45 a 49	Hombres	-52396	-0,194874998786587
2018	02	Aragón	45 a 49	Hombres	-52848	-0,196556109929643
1998	02	Aragón	40 a 44	Mujeres	38591	0,143530442747026
1999	02	Aragón	40 a 44	Mujeres	39823	0,148112586393585
2000	02	Aragón	40 a 44	Mujeres	41535	0,15447998081153
2001	02	Aragón	40 a 44	Mujeres	42980	0,159854329487891
2002	02	Aragón	40 a 44	Mujeres	44197	0,164380684047843
2003	02	Aragón	40 a 44	Mujeres	45062	0,167597854708779
2004	02	Aragón	40 a 44	Mujeres	46141	0,171610949671958
2005	02	Aragón	40 a 44	Mujeres	47390	0,176256320950003
2006	02	Aragón	40 a 44	Mujeres	47722	0,177491119400212
2007	02	Aragón	40 a 44	Mujeres	48538	0,180526045711569
2008	02	Aragón	40 a 44	Mujeres	49894	0,185569379140736
2009	02	Aragón	40 a 44	Mujeres	50886	0,189258897401601
2010	02	Aragón	40 a 44	Mujeres	50859	0,18915847704571
2011	02	Aragón	40 a 44	Mujeres	51273	0,190698255836031
2012	02	Aragón	40 a 44	Mujeres	51912	0,193074870925439
2013	02	Aragón	40 a 44	Mujeres	51920	0,193104625104963
2014	02	Aragón	40 a 44	Mujeres	51213	0,190475099489608
2015	02	Aragón	40 a 44	Mujeres	51409	0,191204076887924
2016	02	Aragón	40 a 44	Mujeres	51511	0,191583442676844
2017	02	Aragón	40 a 44	Mujeres	51787	0,192609961870391
2018	02	Aragón	40 a 44	Mujeres	52077	0,193688550878103
1998	02	Aragón	40 a 44	Hombres	-39610	-0,147320381363782
1999	02	Aragón	40 a 44	Hombres	-41099	-0,15285837802752
2000	02	Aragón	40 a 44	Hombres	-43260	-0,1608957257712
2001	02	Aragón	40 a 44	Hombres	-44878	-0,166913508579748
2002	02	Aragón	40 a 44	Hombres	-46322	-0,172284137983669
2003	02	Aragón	40 a 44	Hombres	-47491	-0,176631967466483
2004	02	Aragón	40 a 44	Hombres	-48998	-0,182236911034148
2005	02	Aragón	40 a 44	Hombres	-50827	-0,189039460327618
2006	02	Aragón	40 a 44	Hombres	-51472	-0,191438391051669
2007	02	Aragón	40 a 44	Hombres	-52998	-0,197114000795701
2008	02	Aragón	40 a 44	Hombres	-54601	-0,203075994517644
2009	02	Aragón	40 a 44	Hombres	-55563	-0,206653934605297
2010	02	Aragón	40 a 44	Hombres	-55364	-0,20591379938966
2011	02	Aragón	40 a 44	Hombres	-55833	-0,207658138164202
2012	02	Aragón	40 a 44	Hombres	-56264	-0,209261144586009
2013	02	Aragón	40 a 44	Hombres	-56724	-0,210972009908588
2014	02	Aragón	40 a 44	Hombres	-55527	-0,206520040797443
2015	02	Aragón	40 a 44	Hombres	-55627	-0,206891968041482
2016	02	Aragón	40 a 44	Hombres	-55421	-0,206125797918762
2017	02	Aragón	40 a 44	Hombres	-55754	-0,207364315641411
2018	02	Aragón	40 a 44	Hombres	-55641	-0,206944037855648
1998	02	Aragón	35 a 39	Mujeres	42411	0,15773806346931
1999	02	Aragón	35 a 39	Mujeres	43070	0,160189064007526
2000	02	Aragón	35 a 39	Mujeres	44386	0,165083626539077
2001	02	Aragón	35 a 39	Mujeres	44771	0,166515546428626
2002	02	Aragón	35 a 39	Mujeres	45808	0,170372431949309
2003	02	Aragón	35 a 39	Mujeres	46570	0,173206517548885
2004	02	Aragón	35 a 39	Mujeres	47596	0,177022491072723
2005	02	Aragón	35 a 39	Mujeres	47857	0,177993221179665
2006	02	Aragón	35 a 39	Mujeres	48245	0,179436298886535
2007	02	Aragón	35 a 39	Mujeres	49217	0,183051431698593
2008	02	Aragón	35 a 39	Mujeres	50686	0,188515042913523
2009	02	Aragón	35 a 39	Mujeres	51617	0,191977685555525
2010	02	Aragón	35 a 39	Mujeres	52247	0,19432082719297
2011	02	Aragón	35 a 39	Mujeres	52795	0,196358988490302
2012	02	Aragón	35 a 39	Mujeres	53357	0,198449219601801
2013	02	Aragón	35 a 39	Mujeres	53624	0,199442265343384
2014	02	Aragón	35 a 39	Mujeres	52676	0,195916395069896
2015	02	Aragón	35 a 39	Mujeres	51719	0,192357051344444
2016	02	Aragón	35 a 39	Mujeres	50187	0,18665912596577
2017	02	Aragón	35 a 39	Mujeres	48710	0,181165760571316
2018	02	Aragón	35 a 39	Mujeres	46702	0,173697461511016
1998	02	Aragón	35 a 39	Hombres	-44031	-0,163763284822739
1999	02	Aragón	35 a 39	Hombres	-44812	-0,166668036598682
2000	02	Aragón	35 a 39	Hombres	-46528	-0,173050308106389
2001	02	Aragón	35 a 39	Hombres	-47659	-0,177256805236468
2002	02	Aragón	35 a 39	Hombres	-49607	-0,184501947950344
2003	02	Aragón	35 a 39	Hombres	-50251	-0,186897159401954
2004	02	Aragón	35 a 39	Hombres	-51416	-0,191230111795007
2005	02	Aragón	35 a 39	Hombres	-52388	-0,194845244607064
2006	02	Aragón	35 a 39	Hombres	-53235	-0,197995468364073
2007	02	Aragón	35 a 39	Hombres	-54588	-0,203027643975919
2008	02	Aragón	35 a 39	Hombres	-57228	-0,212846523218544
2009	02	Aragón	35 a 39	Hombres	-58592	-0,217919610827234
2010	02	Aragón	35 a 39	Hombres	-58931	-0,219180444184525
2011	02	Aragón	35 a 39	Hombres	-59095	-0,219790404864749
2012	02	Aragón	35 a 39	Hombres	-59979	-0,223078241702052
2013	02	Aragón	35 a 39	Hombres	-59846	-0,22258357846748
2014	02	Aragón	35 a 39	Hombres	-57714	-0,214654089624573
2015	02	Aragón	35 a 39	Hombres	-56009	-0,20831273011371
2016	02	Aragón	35 a 39	Hombres	-53645	-0,199520370064632
2017	02	Aragón	35 a 39	Hombres	-51146	-0,190225908236102
2018	02	Aragón	35 a 39	Hombres	-48635	-0,180886815138287
1998	02	Aragón	30 a 34	Mujeres	43253	0,160869690864117
1999	02	Aragón	30 a 34	Mujeres	43268	0,160925479950723
2000	02	Aragón	30 a 34	Mujeres	43806	0,162926448523652
2001	02	Aragón	30 a 34	Mujeres	44225	0,164484823676174
2002	02	Aragón	30 a 34	Mujeres	45293	0,168457006642509
2003	02	Aragón	30 a 34	Mujeres	45769	0,170227380324134
2004	02	Aragón	30 a 34	Mujeres	47112	0,175222363211575
2005	02	Aragón	30 a 34	Mujeres	48529	0,180492572259606
2006	02	Aragón	30 a 34	Mujeres	49325	0,183453113122155
2007	02	Aragón	30 a 34	Mujeres	50710	0,188604305452093
2008	02	Aragón	30 a 34	Mujeres	52338	0,194659280985045
2009	02	Aragón	30 a 34	Mujeres	53388	0,198564517047453
2010	02	Aragón	30 a 34	Mujeres	52906	0,196771827731185
2011	02	Aragón	30 a 34	Mujeres	51850	0,192844276034135
2012	02	Aragón	30 a 34	Mujeres	50645	0,188362552743467
2013	02	Aragón	30 a 34	Mujeres	48645	0,180924007862691
2014	02	Aragón	30 a 34	Mujeres	45002	0,167374698362356
2015	02	Aragón	30 a 34	Mujeres	42425	0,157790133283475
2016	02	Aragón	30 a 34	Mujeres	39806	0,148049358762098
2017	02	Aragón	30 a 34	Mujeres	38554	0,143392829666732
2018	02	Aragón	30 a 34	Mujeres	37340	0,138877632924101
1998	02	Aragón	30 a 34	Hombres	-45341	-0,168635531719648
1999	02	Aragón	30 a 34	Hombres	-45120	-0,167813572510322
2000	02	Aragón	30 a 34	Hombres	-45896	-0,170699727924063
2001	02	Aragón	30 a 34	Hombres	-47495	-0,176646844556244
2002	02	Aragón	30 a 34	Hombres	-49288	-0,18331550004186
2003	02	Aragón	30 a 34	Hombres	-50893	-0,189284932308684
2004	02	Aragón	30 a 34	Hombres	-52793	-0,196351549945422
2005	02	Aragón	30 a 34	Hombres	-55112	-0,204976542734682
2006	02	Aragón	30 a 34	Hombres	-55893	-0,207881294510625
2007	02	Aragón	30 a 34	Hombres	-57749	-0,214784264159986
2008	02	Aragón	30 a 34	Hombres	-60103	-0,22353943148466
2009	02	Aragón	30 a 34	Hombres	-61446	-0,228534414372102
2010	02	Aragón	30 a 34	Hombres	-59712	-0,222085195960468
2011	02	Aragón	30 a 34	Hombres	-57728	-0,214706159438738
2012	02	Aragón	30 a 34	Hombres	-55499	-0,206415901169112
2013	02	Aragón	30 a 34	Hombres	-52684	-0,195946149249419
2014	02	Aragón	30 a 34	Hombres	-48029	-0,178632936039411
2015	02	Aragón	30 a 34	Hombres	-45369	-0,168739671347979
2016	02	Aragón	30 a 34	Hombres	-42221	-0,157031401705636
2017	02	Aragón	30 a 34	Hombres	-40235	-0,149644926639025
2018	02	Aragón	30 a 34	Hombres	-38613	-0,143612266740715
1998	02	Aragón	25 a 29	Mujeres	42047	0,156384248301008
1999	02	Aragón	25 a 29	Mujeres	42296	0,157310347138665
2000	02	Aragón	25 a 29	Mujeres	43524	0,161877613695462
2001	02	Aragón	25 a 29	Mujeres	44451	0,165325379247702
2002	02	Aragón	25 a 29	Mujeres	45854	0,170543518481567
2003	02	Aragón	25 a 29	Mujeres	46687	0,17364167242441
2004	02	Aragón	25 a 29	Mujeres	47657	0,177249366691587
2005	02	Aragón	25 a 29	Mujeres	48120	0,178971389831487
2006	02	Aragón	25 a 29	Mujeres	47565	0,176907193627071
2007	02	Aragón	25 a 29	Mujeres	47245	0,175717026446147
2008	02	Aragón	25 a 29	Mujeres	47210	0,175586851910733
2009	02	Aragón	25 a 29	Mujeres	45947	0,170889410818523
2010	02	Aragón	25 a 29	Mujeres	43764	0,162770239081155
2011	02	Aragón	25 a 29	Mujeres	41662	0,154952328411459
2012	02	Aragón	25 a 29	Mujeres	40364	0,150124712783835
2013	02	Aragón	25 a 29	Mujeres	39086	0,145371482605019
2014	02	Aragón	25 a 29	Mujeres	36840	0,137017996703906
2015	02	Aragón	25 a 29	Mujeres	35298	0,131282878600828
2016	02	Aragón	25 a 29	Mujeres	33614	0,125019623811214
2017	02	Aragón	25 a 29	Mujeres	32906	0,122386378923419
2018	02	Aragón	25 a 29	Mujeres	32435	0,120634601603996
1998	02	Aragón	25 a 29	Hombres	-44198	-0,164384403320284
1999	02	Aragón	25 a 29	Hombres	-44751	-0,166441160979819
2000	02	Aragón	25 a 29	Hombres	-46278	-0,172120489996292
2001	02	Aragón	25 a 29	Hombres	-48157	-0,179109002911781
2002	02	Aragón	25 a 29	Hombres	-50703	-0,18857827054501
2003	02	Aragón	25 a 29	Hombres	-51559	-0,191761967753982
2004	02	Aragón	25 a 29	Hombres	-52912	-0,196794143365828
2005	02	Aragón	25 a 29	Hombres	-53774	-0,200000156209443
2006	02	Aragón	25 a 29	Hombres	-52721	-0,196083762329714
2007	02	Aragón	25 a 29	Hombres	-52028	-0,193506306528524
2008	02	Aragón	25 a 29	Hombres	-52598	-0,195626291819546
2009	02	Aragón	25 a 29	Hombres	-51190	-0,190389556223479
2010	02	Aragón	25 a 29	Hombres	-48228	-0,179373071255049
2011	02	Aragón	25 a 29	Hombres	-45328	-0,168587181177923
2012	02	Aragón	25 a 29	Hombres	-43182	-0,160605622520849
2013	02	Aragón	25 a 29	Hombres	-41197	-0,153222866726678
2014	02	Aragón	25 a 29	Hombres	-38258	-0,142291925024377
2015	02	Aragón	25 a 29	Hombres	-36593	-0,13609933641113
2016	02	Aragón	25 a 29	Hombres	-34792	-0,129400926745991
2017	02	Aragón	25 a 29	Hombres	-33792	-0,125681654305603
2018	02	Aragón	25 a 29	Hombres	-33537	-0,124733239833304
1998	02	Aragón	20 a 24	Mujeres	42152	0,156774771907249
1999	02	Aragón	20 a 24	Mujeres	41914	0,155889585066437
2000	02	Aragón	20 a 24	Mujeres	41667	0,154970924773661
2001	02	Aragón	20 a 24	Mujeres	41088	0,152817466030676
2002	02	Aragón	20 a 24	Mujeres	40457	0,150470605120791
2003	02	Aragón	20 a 24	Mujeres	39724	0,147744378421986
2004	02	Aragón	20 a 24	Mujeres	38515	0,143247778041557
2005	02	Aragón	20 a 24	Mujeres	37713	0,140264921544365
2006	02	Aragón	20 a 24	Mujeres	36553	0,135950565513515
2007	02	Aragón	20 a 24	Mujeres	36307	0,135035624493179
2008	02	Aragón	20 a 24	Mujeres	36800	0,136869225806291
2009	02	Aragón	20 a 24	Mujeres	36910	0,137278345774734
2010	02	Aragón	20 a 24	Mujeres	35892	0,133492126430418
2011	02	Aragón	20 a 24	Mujeres	34435	0,128073146484772
2012	02	Aragón	20 a 24	Mujeres	33542	0,124751836195506
2013	02	Aragón	20 a 24	Mujeres	32556	0,121084633569283
2014	02	Aragón	20 a 24	Mujeres	30938	0,115066850760734
2015	02	Aragón	20 a 24	Mujeres	30295	0,112675358581565
2016	02	Aragón	20 a 24	Mujeres	29755	0,110666951463755
2017	02	Aragón	20 a 24	Mujeres	29694	0,110440075844891
2018	02	Aragón	20 a 24	Mujeres	29806	0,110856634358215
1998	02	Aragón	20 a 24	Hombres	-44661	-0,166106426460184
1999	02	Aragón	20 a 24	Hombres	-44552	-0,165701025764181
2000	02	Aragón	20 a 24	Hombres	-43944	-0,163439708120425
2001	02	Aragón	20 a 24	Hombres	-43572	-0,162056138772601
2002	02	Aragón	20 a 24	Hombres	-43164	-0,160538675616922
2003	02	Aragón	20 a 24	Hombres	-42338	-0,157466556581161
2004	02	Aragón	20 a 24	Hombres	-41000	-0,152490170055922
2005	02	Aragón	20 a 24	Hombres	-40582	-0,15093551417584
2006	02	Aragón	20 a 24	Hombres	-39272	-0,146063267278931
2007	02	Aragón	20 a 24	Hombres	-38726	-0,144032544526479
2008	02	Aragón	20 a 24	Hombres	-39565	-0,147153014103965
2009	02	Aragón	20 a 24	Hombres	-39318	-0,146234353811189
2010	02	Aragón	20 a 24	Hombres	-37684	-0,140157062643594
2011	02	Aragón	20 a 24	Hombres	-35853	-0,133347074805243
2012	02	Aragón	20 a 24	Hombres	-34775	-0,129337699114504
2013	02	Aragón	20 a 24	Hombres	-33733	-0,12546221723162
2014	02	Aragón	20 a 24	Hombres	-32238	-0,119901904933239
2015	02	Aragón	20 a 24	Hombres	-31327	-0,116513647740045
2016	02	Aragón	20 a 24	Hombres	-30767	-0,114430855173428
2017	02	Aragón	20 a 24	Hombres	-30951	-0,115115201302459
2018	02	Aragón	20 a 24	Hombres	-31228	-0,116145439768447
1998	02	Aragón	15 a 19	Mujeres	35631	0,132521396323477
1999	02	Aragón	15 a 19	Mujeres	33960	0,126306492075588
2000	02	Aragón	15 a 19	Mujeres	32572	0,121144141928329
2001	02	Aragón	15 a 19	Mujeres	31168	0,115922283422024
2002	02	Aragón	15 a 19	Mujeres	30437	0,1132034952681
2003	02	Aragón	15 a 19	Mujeres	29842	0,110990528166069
2004	02	Aragón	15 a 19	Mujeres	29733	0,110585127470066
2005	02	Aragón	15 a 19	Mujeres	29567	0,109967728244962
2006	02	Aragón	15 a 19	Mujeres	29170	0,108491177086128
2007	02	Aragón	15 a 19	Mujeres	29233	0,108725491249872
2008	02	Aragón	15 a 19	Mujeres	29887	0,111157895425886
2009	02	Aragón	15 a 19	Mujeres	29592	0,110060710055972
2010	02	Aragón	15 a 19	Mujeres	29350	0,109160646125398
2011	02	Aragón	15 a 19	Mujeres	29074	0,108134126931851
2012	02	Aragón	15 a 19	Mujeres	28889	0,107446061530379
2013	02	Aragón	15 a 19	Mujeres	28415	0,105683126393635
2014	02	Aragón	15 a 19	Mujeres	27796	0,103380896753034
2015	02	Aragón	15 a 19	Mujeres	27587	0,102603568812993
2016	02	Aragón	15 a 19	Mujeres	27807	0,103421808749879
2017	02	Aragón	15 a 19	Mujeres	28369	0,105512039861377
2018	02	Aragón	15 a 19	Mujeres	28744	0,106906767026522
1998	02	Aragón	15 a 19	Hombres	-37684	-0,140157062643594
1999	02	Aragón	15 a 19	Hombres	-35924	-0,133611143148511
2000	02	Aragón	15 a 19	Hombres	-34704	-0,129073630771237
2001	02	Aragón	15 a 19	Hombres	-33381	-0,124153033332603
2002	02	Aragón	15 a 19	Hombres	-32478	-0,120794530318932
2003	02	Aragón	15 a 19	Hombres	-31719	-0,117971602536678
2004	02	Aragón	15 a 19	Hombres	-31406	-0,116807470262836
2005	02	Aragón	15 a 19	Hombres	-31240	-0,116190071037732
2006	02	Aragón	15 a 19	Hombres	-30798	-0,11454615261908
2007	02	Aragón	15 a 19	Hombres	-30687	-0,114133313378197
2008	02	Aragón	15 a 19	Hombres	-31502	-0,117164520417113
2009	02	Aragón	15 a 19	Hombres	-31341	-0,116565717554211
2010	02	Aragón	15 a 19	Hombres	-30845	-0,114720958423778
2011	02	Aragón	15 a 19	Hombres	-30444	-0,113229530175183
2012	02	Aragón	15 a 19	Hombres	-30343	-0,112853883658703
2013	02	Aragón	15 a 19	Hombres	-30116	-0,112009608814735
2014	02	Aragón	15 a 19	Hombres	-29670	-0,110350813306322
2015	02	Aragón	15 a 19	Hombres	-29554	-0,109919377703237
2016	02	Aragón	15 a 19	Hombres	-29892	-0,111176491788088
2017	02	Aragón	15 a 19	Hombres	-30403	-0,113077040005127
2018	02	Aragón	15 a 19	Hombres	-30920	-0,114999903856807
1998	02	Aragón	10 a 14	Mujeres	27682	0,10295689969483
1999	02	Aragón	10 a 14	Mujeres	27418	0,101975011770567
2000	02	Aragón	10 a 14	Mujeres	27017	0,100483583521972
2001	02	Aragón	10 a 14	Mujeres	26322	0,0978986891759018
2002	02	Aragón	10 a 14	Mujeres	26197	0,0974337801208533
2003	02	Aragón	10 a 14	Mujeres	26446	0,09835987895851
2004	02	Aragón	10 a 14	Mujeres	26494	0,0985384040356486
2005	02	Aragón	10 a 14	Mujeres	26740	0,0994533450559842
2006	02	Aragón	10 a 14	Mujeres	26957	0,100260427175548
2007	02	Aragón	10 a 14	Mujeres	27144	0,100955931121901
2008	02	Aragón	10 a 14	Mujeres	27409	0,101941538318604
2009	02	Aragón	10 a 14	Mujeres	27572	0,102547779726387
2010	02	Aragón	10 a 14	Mujeres	27614	0,102703989168884
2011	02	Aragón	10 a 14	Mujeres	27856	0,103604053099458
2012	02	Aragón	10 a 14	Mujeres	28361	0,105482285681854
2013	02	Aragón	10 a 14	Mujeres	28622	0,106453015788795
2014	02	Aragón	10 a 14	Mujeres	28894	0,107464657892581
2015	02	Aragón	10 a 14	Mujeres	29402	0,109354048292298
2016	02	Aragón	10 a 14	Mujeres	29663	0,110324778399239
2017	02	Aragón	10 a 14	Mujeres	30177	0,112236484433599
2018	02	Aragón	10 a 14	Mujeres	30996	0,115282568562277
1998	02	Aragón	10 a 14	Hombres	-29146	-0,108401914547558
1999	02	Aragón	10 a 14	Hombres	-28804	-0,107129923372946
2000	02	Aragón	10 a 14	Hombres	-28380	-0,105552951858221
2001	02	Aragón	10 a 14	Hombres	-27768	-0,103276757124703
2002	02	Aragón	10 a 14	Hombres	-27474	-0,102183291027229
2003	02	Aragón	10 a 14	Hombres	-27732	-0,103142863316849
2004	02	Aragón	10 a 14	Hombres	-27840	-0,103544544740411
2005	02	Aragón	10 a 14	Hombres	-27818	-0,103462720746723
2006	02	Aragón	10 a 14	Hombres	-27863	-0,10363008800654
2007	02	Aragón	10 a 14	Hombres	-28203	-0,104894640636272
2008	02	Aragón	10 a 14	Hombres	-28810	-0,107152239007588
2009	02	Aragón	10 a 14	Hombres	-29212	-0,108647386528624
2010	02	Aragón	10 a 14	Hombres	-29487	-0,109670186449731
2011	02	Aragón	10 a 14	Hombres	-29807	-0,110860353630655
2012	02	Aragón	10 a 14	Hombres	-30349	-0,112876199293346
2013	02	Aragón	10 a 14	Hombres	-30723	-0,114267207186051
2014	02	Aragón	10 a 14	Hombres	-30661	-0,114036612294747
2015	02	Aragón	10 a 14	Hombres	-30982	-0,115230498748111
2016	02	Aragón	10 a 14	Hombres	-31205	-0,116059896502318
2017	02	Aragón	10 a 14	Hombres	-31862	-0,118503458495653
2018	02	Aragón	10 a 14	Hombres	-32807	-0,12201817095182
1998	02	Aragón	05 a 09	Mujeres	24336	0,0905122141092906
1999	02	Aragón	05 a 09	Mujeres	24051	0,0894522214637799
2000	02	Aragón	05 a 09	Mujeres	24192	0,0899766388778747
2001	02	Aragón	05 a 09	Mujeres	24229	0,090114251958169
2002	02	Aragón	05 a 09	Mujeres	24488	0,0910775435202296
2003	02	Aragón	05 a 09	Mujeres	24779	0,0921598518003826
2004	02	Aragón	05 a 09	Mujeres	25092	0,0933239840742242
2005	02	Aragón	05 a 09	Mujeres	25367	0,094346783995331
2006	02	Aragón	05 a 09	Mujeres	25751	0,0957749846124401
2007	02	Aragón	05 a 09	Mujeres	26538	0,0987020520230257
2008	02	Aragón	05 a 09	Mujeres	27456	0,102116344123302
2009	02	Aragón	05 a 09	Mujeres	28678	0,106661295045457
2010	02	Aragón	05 a 09	Mujeres	29581	0,110019798059127
2011	02	Aragón	05 a 09	Mujeres	30075	0,111857118644679
2012	02	Aragón	05 a 09	Mujeres	30618	0,11387668357981
2013	02	Aragón	05 a 09	Mujeres	31379	0,116707049906946
2014	02	Aragón	05 a 09	Mujeres	31321	0,116491332105403
2015	02	Aragón	05 a 09	Mujeres	31366	0,116658699365221
2016	02	Aragón	05 a 09	Mujeres	31467	0,1170343458817
2017	02	Aragón	05 a 09	Mujeres	31524	0,117246344410802
2018	02	Aragón	05 a 09	Mujeres	31210	0,11607849286452
1998	02	Aragón	05 a 09	Hombres	-25441	-0,0946220101559197
1999	02	Aragón	05 a 09	Hombres	-25224	-0,0938149280363554
2000	02	Aragón	05 a 09	Hombres	-25192	-0,093695911318263
2001	02	Aragón	05 a 09	Hombres	-25046	-0,0931528975419663
2002	02	Aragón	05 a 09	Hombres	-25352	-0,0942909949087251
2003	02	Aragón	05 a 09	Hombres	-25714	-0,0956373715321457
2004	02	Aragón	05 a 09	Hombres	-26286	-0,0977647953680479
2005	02	Aragón	05 a 09	Hombres	-26848	-0,0998550264795461
2006	02	Aragón	05 a 09	Hombres	-27484	-0,102220483751633
2007	02	Aragón	05 a 09	Hombres	-28499	-0,105995545278627
2008	02	Aragón	05 a 09	Hombres	-29442	-0,109502819189913
2009	02	Aragón	05 a 09	Hombres	-30386	-0,11301381237364
2010	02	Aragón	05 a 09	Hombres	-31129	-0,115777231796849
2011	02	Aragón	05 a 09	Hombres	-31569	-0,117413711670619
2012	02	Aragón	05 a 09	Hombres	-32170	-0,119648994407293
2013	02	Aragón	05 a 09	Hombres	-32918	-0,122431010192703
2014	02	Aragón	05 a 09	Hombres	-33278	-0,123769948271243
2015	02	Aragón	05 a 09	Hombres	-33478	-0,124513802759321
2016	02	Aragón	05 a 09	Hombres	-33495	-0,124577030390807
2017	02	Aragón	05 a 09	Hombres	-33442	-0,124379908951467
2018	02	Aragón	05 a 09	Hombres	-32936	-0,12249795709663
1998	02	Aragón	00 a 04	Mujeres	21834	0,081206594463439
1999	02	Aragón	00 a 04	Mujeres	20977	0,0780191779820262
2000	02	Aragón	00 a 04	Mujeres	21734	0,0808346672194001
2001	02	Aragón	00 a 04	Mujeres	21658	0,0805520025139306
2002	02	Aragón	00 a 04	Mujeres	22875	0,0850783570738832
2003	02	Aragón	00 a 04	Mujeres	23978	0,0891807145756316
2004	02	Aragón	00 a 04	Mujeres	24871	0,0925020248648984
2005	02	Aragón	00 a 04	Mujeres	26036	0,0968349772579508
2006	02	Aragón	00 a 04	Mujeres	26711	0,0993454861552129
2007	02	Aragón	00 a 04	Mujeres	27706	0,103046162233399
2008	02	Aragón	00 a 04	Mujeres	29301	0,108978401775819
2009	02	Aragón	00 a 04	Mujeres	30814	0,114605660978126
2010	02	Aragón	00 a 04	Mujeres	31315	0,116469016470761
2011	02	Aragón	00 a 04	Mujeres	31619	0,117599675292639
2012	02	Aragón	00 a 04	Mujeres	31695	0,117882339998108
2013	02	Aragón	00 a 04	Mujeres	31052	0,115490847818939
2014	02	Aragón	00 a 04	Mujeres	30066	0,111823645192716
2015	02	Aragón	00 a 04	Mujeres	29284	0,108915174144332
2016	02	Aragón	00 a 04	Mujeres	28585	0,106315402708501
2017	02	Aragón	00 a 04	Mujeres	28129	0,104619414475684
2018	02	Aragón	00 a 04	Mujeres	27526	0,102376693194129
1998	02	Aragón	00 a 04	Hombres	-22719	-0,0844981505731826
1999	02	Aragón	00 a 04	Hombres	-22038	-0,0819653260412782
2000	02	Aragón	00 a 04	Hombres	-23097	-0,0859040355556495
2001	02	Aragón	00 a 04	Hombres	-23109	-0,0859486668249341
2002	02	Aragón	00 a 04	Hombres	-24398	-0,0907428090005947
2003	02	Aragón	00 a 04	Hombres	-25609	-0,095246847925905
2004	02	Aragón	00 a 04	Hombres	-26578	-0,0988508229206412
