Mes (código)	Mes y año	Comarca nombre	Comarca código	Sexo	Régimen	Afiliaciones en alta
201603	Marzo 2016	La Litera / La Llitera	09	Mujeres	Autónomos	742
201603	Marzo 2016	La Ribagorza	04	Hombres	Autónomos	1096
201603	Marzo 2016	La Ribagorza	04	Mujeres	Autónomos	522
201603	Marzo 2016	Los Monegros	10	Hombres	Autónomos	1957
201603	Marzo 2016	Los Monegros	10	Mujeres	Autónomos	787
201603	Marzo 2016	Maestrazgo	30	Hombres	Autónomos	382
201603	Marzo 2016	Maestrazgo	30	Mujeres	Autónomos	171
201603	Marzo 2016	Matarraña / Matarranya	33	Hombres	Autónomos	943
201603	Marzo 2016	Matarraña / Matarranya	33	Mujeres	Autónomos	550
201603	Marzo 2016	Ribera Alta del Ebro	15	Hombres	Autónomos	1154
201603	Marzo 2016	Ribera Alta del Ebro	15	Mujeres	Autónomos	679
201603	Marzo 2016	Ribera Baja del Ebro	18	Hombres	Autónomos	559
201603	Marzo 2016	Ribera Baja del Ebro	18	Mujeres	Autónomos	350
201603	Marzo 2016	Sierra de Albarracín	31	Hombres	Autónomos	350
201603	Marzo 2016	Sierra de Albarracín	31	Mujeres	Autónomos	181
201603	Marzo 2016	Sobrarbe	03	Hombres	Autónomos	714
201603	Marzo 2016	Sobrarbe	03	Mujeres	Autónomos	339
201603	Marzo 2016	Somontano de Barbastro	07	Hombres	Autónomos	1540
201603	Marzo 2016	Somontano de Barbastro	07	Mujeres	Autónomos	751
201603	Marzo 2016	Tarazona y el Moncayo	12	Hombres	Autónomos	712
201603	Marzo 2016	Tarazona y el Moncayo	12	Mujeres	Autónomos	370
201603	Marzo 2016	Valdejalón	16	Hombres	Autónomos	1626
201603	Marzo 2016	Valdejalón	16	Mujeres	Autónomos	650
201512	Diciembre 2015	Alto Gállego	02	Hombres	General	2289
201512	Diciembre 2015	Alto Gállego	02	Mujeres	General	1740
201512	Diciembre 2015	Andorra-Sierra de Arcos	27	Hombres	General	1110
201512	Diciembre 2015	Andorra-Sierra de Arcos	27	Mujeres	General	717
201512	Diciembre 2015	Aranda	14	Hombres	General	795
201512	Diciembre 2015	Aranda	14	Mujeres	General	512
201512	Diciembre 2015	Bajo Aragón	28	Hombres	General	3418
201512	Diciembre 2015	Bajo Aragón	28	Mujeres	General	3254
201512	Diciembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	General	1810
201512	Diciembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	General	1413
201512	Diciembre 2015	Bajo Cinca / Baix Cinca	11	Hombres	General	4605
201512	Diciembre 2015	Bajo Cinca / Baix Cinca	11	Mujeres	General	3048
201512	Diciembre 2015	Bajo Martín	23	Hombres	General	1298
201512	Diciembre 2015	Bajo Martín	23	Mujeres	General	492
201512	Diciembre 2015	Campo de Belchite	22	Hombres	General	379
201512	Diciembre 2015	Campo de Belchite	22	Mujeres	General	273
201512	Diciembre 2015	Campo de Borja	13	Hombres	General	1593
201512	Diciembre 2015	Campo de Borja	13	Mujeres	General	1755
201512	Diciembre 2015	Campo de Cariñena	21	Hombres	General	2230
201512	Diciembre 2015	Campo de Cariñena	21	Mujeres	General	960
201512	Diciembre 2015	Campo de Daroca	24	Hombres	General	695
201512	Diciembre 2015	Campo de Daroca	24	Mujeres	General	451
201512	Diciembre 2015	Cinca Medio	08	Hombres	General	3687
201512	Diciembre 2015	Cinca Medio	08	Mujeres	General	2266
201512	Diciembre 2015	Cinco Villas	05	Hombres	General	4251
201512	Diciembre 2015	Cinco Villas	05	Mujeres	General	2936
201512	Diciembre 2015	Comunidad de Calatayud	20	Hombres	General	3434
201512	Diciembre 2015	Comunidad de Calatayud	20	Mujeres	General	3297
201512	Diciembre 2015	Comunidad de Teruel	29	Hombres	General	8902
201512	Diciembre 2015	Comunidad de Teruel	29	Mujeres	General	9246
201512	Diciembre 2015	Cuencas Mineras	26	Hombres	General	1020
201512	Diciembre 2015	Cuencas Mineras	26	Mujeres	General	663
201512	Diciembre 2015	D.C. Zaragoza	17	Hombres	General	119325
201512	Diciembre 2015	D.C. Zaragoza	17	Mujeres	General	133692
201512	Diciembre 2015	Gúdar-Javalambre	32	Hombres	General	1020
201512	Diciembre 2015	Gúdar-Javalambre	32	Mujeres	General	707
201512	Diciembre 2015	Hoya de Huesca / Plana de Uesca	06	Hombres	General	11684
201512	Diciembre 2015	Hoya de Huesca / Plana de Uesca	06	Mujeres	General	14365
201512	Diciembre 2015	Jiloca	25	Hombres	General	1112
201512	Diciembre 2015	Jiloca	25	Mujeres	General	960
201512	Diciembre 2015	La Jacetania	01	Hombres	General	1948
201512	Diciembre 2015	La Jacetania	01	Mujeres	General	2110
201512	Diciembre 2015	La Litera / La Llitera	09	Hombres	General	3217
201512	Diciembre 2015	La Litera / La Llitera	09	Mujeres	General	1799
201512	Diciembre 2015	La Ribagorza	04	Hombres	General	1642
201512	Diciembre 2015	La Ribagorza	04	Mujeres	General	1584
201512	Diciembre 2015	Los Monegros	10	Hombres	General	2089
201512	Diciembre 2015	Los Monegros	10	Mujeres	General	1172
201512	Diciembre 2015	Maestrazgo	30	Hombres	General	245
201512	Diciembre 2015	Maestrazgo	30	Mujeres	General	194
201512	Diciembre 2015	Matarraña / Matarranya	33	Hombres	General	942
201512	Diciembre 2015	Matarraña / Matarranya	33	Mujeres	General	698
201512	Diciembre 2015	Ribera Alta del Ebro	15	Hombres	General	12249
201512	Diciembre 2015	Ribera Alta del Ebro	15	Mujeres	General	3862
201512	Diciembre 2015	Ribera Baja del Ebro	18	Hombres	General	1382
201512	Diciembre 2015	Ribera Baja del Ebro	18	Mujeres	General	1038
201512	Diciembre 2015	Sierra de Albarracín	31	Hombres	General	301
201512	Diciembre 2015	Sierra de Albarracín	31	Mujeres	General	284
201512	Diciembre 2015	Sobrarbe	03	Hombres	General	657
201512	Diciembre 2015	Sobrarbe	03	Mujeres	General	669
201512	Diciembre 2015	Somontano de Barbastro	07	Hombres	General	3340
201512	Diciembre 2015	Somontano de Barbastro	07	Mujeres	General	3459
201512	Diciembre 2015	Tarazona y el Moncayo	12	Hombres	General	1468
201512	Diciembre 2015	Tarazona y el Moncayo	12	Mujeres	General	1175
201512	Diciembre 2015	Valdejalón	16	Hombres	General	6620
201512	Diciembre 2015	Valdejalón	16	Mujeres	General	3620
201512	Diciembre 2015	Andorra-Sierra de Arcos	27	Hombres	Minería	222
201512	Diciembre 2015	Andorra-Sierra de Arcos	27	Mujeres	Minería	3
201512	Diciembre 2015	Bajo Cinca / Baix Cinca	11	Hombres	Minería	7
201512	Diciembre 2015	D.C. Zaragoza	17	Hombres	Minería	32
201512	Diciembre 2015	D.C. Zaragoza	17	Mujeres	Minería	10
201512	Diciembre 2015	Alto Gállego	02	Hombres	Autónomos	779
201512	Diciembre 2015	Alto Gállego	02	Mujeres	Autónomos	438
201512	Diciembre 2015	Andorra-Sierra de Arcos	27	Hombres	Autónomos	458
201512	Diciembre 2015	Andorra-Sierra de Arcos	27	Mujeres	Autónomos	262
201512	Diciembre 2015	Aranda	14	Hombres	Autónomos	430
201512	Diciembre 2015	Aranda	14	Mujeres	Autónomos	167
201512	Diciembre 2015	Bajo Aragón	28	Hombres	Autónomos	1910
201512	Diciembre 2015	Bajo Aragón	28	Mujeres	Autónomos	1068
201512	Diciembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Autónomos	1089
201512	Diciembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Autónomos	531
201512	Diciembre 2015	Bajo Cinca / Baix Cinca	11	Hombres	Autónomos	1932
201512	Diciembre 2015	Bajo Cinca / Baix Cinca	11	Mujeres	Autónomos	858
201512	Diciembre 2015	Bajo Martín	23	Hombres	Autónomos	406
201512	Diciembre 2015	Bajo Martín	23	Mujeres	Autónomos	210
201512	Diciembre 2015	Campo de Belchite	22	Hombres	Autónomos	353
201512	Diciembre 2015	Campo de Belchite	22	Mujeres	Autónomos	163
201512	Diciembre 2015	Campo de Borja	13	Hombres	Autónomos	916
201512	Diciembre 2015	Campo de Borja	13	Mujeres	Autónomos	449
201512	Diciembre 2015	Campo de Cariñena	21	Hombres	Autónomos	680
201512	Diciembre 2015	Campo de Cariñena	21	Mujeres	Autónomos	320
201512	Diciembre 2015	Campo de Daroca	24	Hombres	Autónomos	494
201512	Diciembre 2015	Campo de Daroca	24	Mujeres	Autónomos	189
201512	Diciembre 2015	Cinca Medio	08	Hombres	Autónomos	1452
201512	Diciembre 2015	Cinca Medio	08	Mujeres	Autónomos	894
201512	Diciembre 2015	Cinco Villas	05	Hombres	Autónomos	2541
201512	Diciembre 2015	Cinco Villas	05	Mujeres	Autónomos	1139
201512	Diciembre 2015	Comunidad de Calatayud	20	Hombres	Autónomos	2084
201512	Diciembre 2015	Comunidad de Calatayud	20	Mujeres	Autónomos	986
201512	Diciembre 2015	Comunidad de Teruel	29	Hombres	Autónomos	2576
201512	Diciembre 2015	Comunidad de Teruel	29	Mujeres	Autónomos	1304
201512	Diciembre 2015	Cuencas Mineras	26	Hombres	Autónomos	381
201512	Diciembre 2015	Cuencas Mineras	26	Mujeres	Autónomos	201
201512	Diciembre 2015	D.C. Zaragoza	17	Hombres	Autónomos	31798
201512	Diciembre 2015	D.C. Zaragoza	17	Mujeres	Autónomos	17921
201512	Diciembre 2015	Gúdar-Javalambre	32	Hombres	Autónomos	683
201512	Diciembre 2015	Gúdar-Javalambre	32	Mujeres	Autónomos	336
201512	Diciembre 2015	Hoya de Huesca / Plana de Uesca	06	Hombres	Autónomos	3652
201512	Diciembre 2015	Hoya de Huesca / Plana de Uesca	06	Mujeres	Autónomos	1724
201512	Diciembre 2015	Jiloca	25	Hombres	Autónomos	1005
201512	Diciembre 2015	Jiloca	25	Mujeres	Autónomos	488
201512	Diciembre 2015	La Jacetania	01	Hombres	Autónomos	1182
201512	Diciembre 2015	La Jacetania	01	Mujeres	Autónomos	640
201512	Diciembre 2015	La Litera / La Llitera	09	Hombres	Autónomos	1555
201512	Diciembre 2015	La Litera / La Llitera	09	Mujeres	Autónomos	742
201512	Diciembre 2015	La Ribagorza	04	Hombres	Autónomos	1095
201512	Diciembre 2015	La Ribagorza	04	Mujeres	Autónomos	521
201512	Diciembre 2015	Los Monegros	10	Hombres	Autónomos	1971
201512	Diciembre 2015	Los Monegros	10	Mujeres	Autónomos	792
201512	Diciembre 2015	Maestrazgo	30	Hombres	Autónomos	385
201512	Diciembre 2015	Maestrazgo	30	Mujeres	Autónomos	168
201512	Diciembre 2015	Matarraña / Matarranya	33	Hombres	Autónomos	946
201512	Diciembre 2015	Matarraña / Matarranya	33	Mujeres	Autónomos	550
201512	Diciembre 2015	Ribera Alta del Ebro	15	Hombres	Autónomos	1169
201512	Diciembre 2015	Ribera Alta del Ebro	15	Mujeres	Autónomos	689
201512	Diciembre 2015	Ribera Baja del Ebro	18	Hombres	Autónomos	561
201512	Diciembre 2015	Ribera Baja del Ebro	18	Mujeres	Autónomos	359
201512	Diciembre 2015	Sierra de Albarracín	31	Hombres	Autónomos	355
201512	Diciembre 2015	Sierra de Albarracín	31	Mujeres	Autónomos	181
201512	Diciembre 2015	Sobrarbe	03	Hombres	Autónomos	711
201512	Diciembre 2015	Sobrarbe	03	Mujeres	Autónomos	337
201512	Diciembre 2015	Somontano de Barbastro	07	Hombres	Autónomos	1544
201512	Diciembre 2015	Somontano de Barbastro	07	Mujeres	Autónomos	749
201512	Diciembre 2015	Tarazona y el Moncayo	12	Hombres	Autónomos	723
201512	Diciembre 2015	Tarazona y el Moncayo	12	Mujeres	Autónomos	376
201512	Diciembre 2015	Valdejalón	16	Hombres	Autónomos	1628
201512	Diciembre 2015	Valdejalón	16	Mujeres	Autónomos	635
201509	Septiembre 2015	Alto Gállego	02	Hombres	General	1812
201509	Septiembre 2015	Alto Gállego	02	Mujeres	General	1258
201509	Septiembre 2015	Andorra-Sierra de Arcos	27	Hombres	General	1104
201509	Septiembre 2015	Andorra-Sierra de Arcos	27	Mujeres	General	721
201509	Septiembre 2015	Aranda	14	Hombres	General	811
201509	Septiembre 2015	Aranda	14	Mujeres	General	540
201509	Septiembre 2015	Bajo Aragón	28	Hombres	General	3654
201509	Septiembre 2015	Bajo Aragón	28	Mujeres	General	3504
201509	Septiembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	General	2209
201509	Septiembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	General	1886
201509	Septiembre 2015	Bajo Cinca / Baix Cinca	11	Hombres	General	4492
201509	Septiembre 2015	Bajo Cinca / Baix Cinca	11	Mujeres	General	3230
201509	Septiembre 2015	Bajo Martín	23	Hombres	General	1312
201509	Septiembre 2015	Bajo Martín	23	Mujeres	General	498
201509	Septiembre 2015	Campo de Belchite	22	Hombres	General	355
201509	Septiembre 2015	Campo de Belchite	22	Mujeres	General	268
201509	Septiembre 2015	Campo de Borja	13	Hombres	General	1694
201509	Septiembre 2015	Campo de Borja	13	Mujeres	General	1816
201509	Septiembre 2015	Campo de Cariñena	21	Hombres	General	2832
201509	Septiembre 2015	Campo de Cariñena	21	Mujeres	General	1131
201509	Septiembre 2015	Campo de Daroca	24	Hombres	General	742
201509	Septiembre 2015	Campo de Daroca	24	Mujeres	General	446
201509	Septiembre 2015	Cinca Medio	08	Hombres	General	3835
201509	Septiembre 2015	Cinca Medio	08	Mujeres	General	2279
201509	Septiembre 2015	Cinco Villas	05	Hombres	General	4300
201509	Septiembre 2015	Cinco Villas	05	Mujeres	General	2886
201509	Septiembre 2015	Comunidad de Calatayud	20	Hombres	General	4100
201509	Septiembre 2015	Comunidad de Calatayud	20	Mujeres	General	3647
201509	Septiembre 2015	Comunidad de Teruel	29	Hombres	General	9216
201509	Septiembre 2015	Comunidad de Teruel	29	Mujeres	General	9078
201509	Septiembre 2015	Cuencas Mineras	26	Hombres	General	1011
201509	Septiembre 2015	Cuencas Mineras	26	Mujeres	General	659
201509	Septiembre 2015	D.C. Zaragoza	17	Hombres	General	120067
201509	Septiembre 2015	D.C. Zaragoza	17	Mujeres	General	129600
201509	Septiembre 2015	Gúdar-Javalambre	32	Hombres	General	1022
201509	Septiembre 2015	Gúdar-Javalambre	32	Mujeres	General	683
201509	Septiembre 2015	Hoya de Huesca / Plana de Uesca	06	Hombres	General	11926
201509	Septiembre 2015	Hoya de Huesca / Plana de Uesca	06	Mujeres	General	14089
201509	Septiembre 2015	Jiloca	25	Hombres	General	1132
201509	Septiembre 2015	Jiloca	25	Mujeres	General	973
201509	Septiembre 2015	La Jacetania	01	Hombres	General	1700
201509	Septiembre 2015	La Jacetania	01	Mujeres	General	1902
201509	Septiembre 2015	La Litera / La Llitera	09	Hombres	General	3322
201509	Septiembre 2015	La Litera / La Llitera	09	Mujeres	General	1764
201509	Septiembre 2015	La Ribagorza	04	Hombres	General	1368
201509	Septiembre 2015	La Ribagorza	04	Mujeres	General	1324
201509	Septiembre 2015	Los Monegros	10	Hombres	General	2105
201509	Septiembre 2015	Los Monegros	10	Mujeres	General	1160
201509	Septiembre 2015	Maestrazgo	30	Hombres	General	257
201509	Septiembre 2015	Maestrazgo	30	Mujeres	General	199
201509	Septiembre 2015	Matarraña / Matarranya	33	Hombres	General	923
201509	Septiembre 2015	Matarraña / Matarranya	33	Mujeres	General	679
201509	Septiembre 2015	Ribera Alta del Ebro	15	Hombres	General	12485
201509	Septiembre 2015	Ribera Alta del Ebro	15	Mujeres	General	3854
201509	Septiembre 2015	Ribera Baja del Ebro	18	Hombres	General	1539
201509	Septiembre 2015	Ribera Baja del Ebro	18	Mujeres	General	996
201509	Septiembre 2015	Sierra de Albarracín	31	Hombres	General	345
201509	Septiembre 2015	Sierra de Albarracín	31	Mujeres	General	307
201509	Septiembre 2015	Sobrarbe	03	Hombres	General	784
201509	Septiembre 2015	Sobrarbe	03	Mujeres	General	841
201509	Septiembre 2015	Somontano de Barbastro	07	Hombres	General	3366
201509	Septiembre 2015	Somontano de Barbastro	07	Mujeres	General	3454
201509	Septiembre 2015	Tarazona y el Moncayo	12	Hombres	General	1395
201509	Septiembre 2015	Tarazona y el Moncayo	12	Mujeres	General	1179
201509	Septiembre 2015	Valdejalón	16	Hombres	General	7266
201509	Septiembre 2015	Valdejalón	16	Mujeres	General	4113
201509	Septiembre 2015	Andorra-Sierra de Arcos	27	Hombres	Minería	226
201509	Septiembre 2015	Andorra-Sierra de Arcos	27	Mujeres	Minería	3
201509	Septiembre 2015	Bajo Cinca / Baix Cinca	11	Hombres	Minería	7
201509	Septiembre 2015	D.C. Zaragoza	17	Hombres	Minería	33
201509	Septiembre 2015	D.C. Zaragoza	17	Mujeres	Minería	10
201509	Septiembre 2015	Alto Gállego	02	Hombres	Autónomos	766
201509	Septiembre 2015	Alto Gállego	02	Mujeres	Autónomos	429
201509	Septiembre 2015	Andorra-Sierra de Arcos	27	Hombres	Autónomos	453
201509	Septiembre 2015	Andorra-Sierra de Arcos	27	Mujeres	Autónomos	258
201509	Septiembre 2015	Aranda	14	Hombres	Autónomos	438
201509	Septiembre 2015	Aranda	14	Mujeres	Autónomos	166
201509	Septiembre 2015	Bajo Aragón	28	Hombres	Autónomos	1916
201509	Septiembre 2015	Bajo Aragón	28	Mujeres	Autónomos	1074
201509	Septiembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Autónomos	1096
201509	Septiembre 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Autónomos	534
201509	Septiembre 2015	Bajo Cinca / Baix Cinca	11	Hombres	Autónomos	1935
201509	Septiembre 2015	Bajo Cinca / Baix Cinca	11	Mujeres	Autónomos	874
201509	Septiembre 2015	Bajo Martín	23	Hombres	Autónomos	414
201509	Septiembre 2015	Bajo Martín	23	Mujeres	Autónomos	211
201509	Septiembre 2015	Campo de Belchite	22	Hombres	Autónomos	346
201509	Septiembre 2015	Campo de Belchite	22	Mujeres	Autónomos	167
201509	Septiembre 2015	Campo de Borja	13	Hombres	Autónomos	921
201509	Septiembre 2015	Campo de Borja	13	Mujeres	Autónomos	447
201509	Septiembre 2015	Campo de Cariñena	21	Hombres	Autónomos	683
201509	Septiembre 2015	Campo de Cariñena	21	Mujeres	Autónomos	312
201509	Septiembre 2015	Campo de Daroca	24	Hombres	Autónomos	499
201509	Septiembre 2015	Campo de Daroca	24	Mujeres	Autónomos	186
201509	Septiembre 2015	Cinca Medio	08	Hombres	Autónomos	1441
201509	Septiembre 2015	Cinca Medio	08	Mujeres	Autónomos	883
201509	Septiembre 2015	Cinco Villas	05	Hombres	Autónomos	2548
201509	Septiembre 2015	Cinco Villas	05	Mujeres	Autónomos	1145
201509	Septiembre 2015	Comunidad de Calatayud	20	Hombres	Autónomos	2128
201509	Septiembre 2015	Comunidad de Calatayud	20	Mujeres	Autónomos	1002
201509	Septiembre 2015	Comunidad de Teruel	29	Hombres	Autónomos	2596
201509	Septiembre 2015	Comunidad de Teruel	29	Mujeres	Autónomos	1280
201509	Septiembre 2015	Cuencas Mineras	26	Hombres	Autónomos	393
201509	Septiembre 2015	Cuencas Mineras	26	Mujeres	Autónomos	206
201509	Septiembre 2015	D.C. Zaragoza	17	Hombres	Autónomos	31575
201509	Septiembre 2015	D.C. Zaragoza	17	Mujeres	Autónomos	17630
201509	Septiembre 2015	Gúdar-Javalambre	32	Hombres	Autónomos	687
201509	Septiembre 2015	Gúdar-Javalambre	32	Mujeres	Autónomos	331
201509	Septiembre 2015	Hoya de Huesca / Plana de Uesca	06	Hombres	Autónomos	3659
201509	Septiembre 2015	Hoya de Huesca / Plana de Uesca	06	Mujeres	Autónomos	1711
201509	Septiembre 2015	Jiloca	25	Hombres	Autónomos	1001
201509	Septiembre 2015	Jiloca	25	Mujeres	Autónomos	482
201509	Septiembre 2015	La Jacetania	01	Hombres	Autónomos	1168
201509	Septiembre 2015	La Jacetania	01	Mujeres	Autónomos	635
201509	Septiembre 2015	La Litera / La Llitera	09	Hombres	Autónomos	1570
201509	Septiembre 2015	La Litera / La Llitera	09	Mujeres	Autónomos	739
201509	Septiembre 2015	La Ribagorza	04	Hombres	Autónomos	1110
201509	Septiembre 2015	La Ribagorza	04	Mujeres	Autónomos	509
201509	Septiembre 2015	Los Monegros	10	Hombres	Autónomos	1978
201509	Septiembre 2015	Los Monegros	10	Mujeres	Autónomos	805
201509	Septiembre 2015	Maestrazgo	30	Hombres	Autónomos	391
201509	Septiembre 2015	Maestrazgo	30	Mujeres	Autónomos	172
201509	Septiembre 2015	Matarraña / Matarranya	33	Hombres	Autónomos	955
201509	Septiembre 2015	Matarraña / Matarranya	33	Mujeres	Autónomos	553
201509	Septiembre 2015	Ribera Alta del Ebro	15	Hombres	Autónomos	1178
201509	Septiembre 2015	Ribera Alta del Ebro	15	Mujeres	Autónomos	691
201509	Septiembre 2015	Ribera Baja del Ebro	18	Hombres	Autónomos	566
201509	Septiembre 2015	Ribera Baja del Ebro	18	Mujeres	Autónomos	365
201509	Septiembre 2015	Sierra de Albarracín	31	Hombres	Autónomos	359
201509	Septiembre 2015	Sierra de Albarracín	31	Mujeres	Autónomos	181
201509	Septiembre 2015	Sobrarbe	03	Hombres	Autónomos	735
201509	Septiembre 2015	Sobrarbe	03	Mujeres	Autónomos	355
201509	Septiembre 2015	Somontano de Barbastro	07	Hombres	Autónomos	1560
201509	Septiembre 2015	Somontano de Barbastro	07	Mujeres	Autónomos	757
201509	Septiembre 2015	Tarazona y el Moncayo	12	Hombres	Autónomos	722
201509	Septiembre 2015	Tarazona y el Moncayo	12	Mujeres	Autónomos	384
201509	Septiembre 2015	Valdejalón	16	Hombres	Autónomos	1643
201509	Septiembre 2015	Valdejalón	16	Mujeres	Autónomos	634
201506	Junio 2015	Alto Gállego	02	Hombres	General	1874
201506	Junio 2015	Alto Gállego	02	Mujeres	General	1336
201506	Junio 2015	Andorra-Sierra de Arcos	27	Hombres	General	1114
201506	Junio 2015	Andorra-Sierra de Arcos	27	Mujeres	General	679
201506	Junio 2015	Aranda	14	Hombres	General	977
201506	Junio 2015	Aranda	14	Mujeres	General	646
201506	Junio 2015	Bajo Aragón	28	Hombres	General	3637
201506	Junio 2015	Bajo Aragón	28	Mujeres	General	3525
201506	Junio 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	General	3395
201506	Junio 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	General	2287
201506	Junio 2015	Bajo Cinca / Baix Cinca	11	Hombres	General	8176
201506	Junio 2015	Bajo Cinca / Baix Cinca	11	Mujeres	General	5039
201506	Junio 2015	Bajo Martín	23	Hombres	General	1278
201506	Junio 2015	Bajo Martín	23	Mujeres	General	529
201506	Junio 2015	Campo de Belchite	22	Hombres	General	351
201506	Junio 2015	Campo de Belchite	22	Mujeres	General	269
201506	Junio 2015	Campo de Borja	13	Hombres	General	1535
201506	Junio 2015	Campo de Borja	13	Mujeres	General	1731
201506	Junio 2015	Campo de Cariñena	21	Hombres	General	2426
201506	Junio 2015	Campo de Cariñena	21	Mujeres	General	1046
201506	Junio 2015	Campo de Daroca	24	Hombres	General	746
201506	Junio 2015	Campo de Daroca	24	Mujeres	General	435
201506	Junio 2015	Cinca Medio	08	Hombres	General	3958
201506	Junio 2015	Cinca Medio	08	Mujeres	General	2375
201506	Junio 2015	Cinco Villas	05	Hombres	General	4299
201506	Junio 2015	Cinco Villas	05	Mujeres	General	2885
201506	Junio 2015	Comunidad de Calatayud	20	Hombres	General	4634
201506	Junio 2015	Comunidad de Calatayud	20	Mujeres	General	3918
201506	Junio 2015	Comunidad de Teruel	29	Hombres	General	9160
201506	Junio 2015	Comunidad de Teruel	29	Mujeres	General	9030
201506	Junio 2015	Cuencas Mineras	26	Hombres	General	1017
201506	Junio 2015	Cuencas Mineras	26	Mujeres	General	658
201506	Junio 2015	D.C. Zaragoza	17	Hombres	General	119652
201506	Junio 2015	D.C. Zaragoza	17	Mujeres	General	127803
201506	Junio 2015	Gúdar-Javalambre	32	Hombres	General	990
201506	Junio 2015	Gúdar-Javalambre	32	Mujeres	General	645
201506	Junio 2015	Hoya de Huesca / Plana de Uesca	06	Hombres	General	12019
201506	Junio 2015	Hoya de Huesca / Plana de Uesca	06	Mujeres	General	13760
201506	Junio 2015	Jiloca	25	Hombres	General	1144
201506	Junio 2015	Jiloca	25	Mujeres	General	965
201506	Junio 2015	La Jacetania	01	Hombres	General	1741
201506	Junio 2015	La Jacetania	01	Mujeres	General	1915
201506	Junio 2015	La Litera / La Llitera	09	Hombres	General	3511
201506	Junio 2015	La Litera / La Llitera	09	Mujeres	General	1868
201506	Junio 2015	La Ribagorza	04	Hombres	General	1389
201506	Junio 2015	La Ribagorza	04	Mujeres	General	1396
201506	Junio 2015	Los Monegros	10	Hombres	General	2240
201506	Junio 2015	Los Monegros	10	Mujeres	General	1165
201506	Junio 2015	Maestrazgo	30	Hombres	General	248
201506	Junio 2015	Maestrazgo	30	Mujeres	General	193
201506	Junio 2015	Matarraña / Matarranya	33	Hombres	General	915
201506	Junio 2015	Matarraña / Matarranya	33	Mujeres	General	677
201506	Junio 2015	Ribera Alta del Ebro	15	Hombres	General	12583
201506	Junio 2015	Ribera Alta del Ebro	15	Mujeres	General	3920
201506	Junio 2015	Ribera Baja del Ebro	18	Hombres	General	1675
201506	Junio 2015	Ribera Baja del Ebro	18	Mujeres	General	916
201506	Junio 2015	Sierra de Albarracín	31	Hombres	General	314
201506	Junio 2015	Sierra de Albarracín	31	Mujeres	General	297
201506	Junio 2015	Sobrarbe	03	Hombres	General	850
201506	Junio 2015	Sobrarbe	03	Mujeres	General	911
201506	Junio 2015	Somontano de Barbastro	07	Hombres	General	3424
201506	Junio 2015	Somontano de Barbastro	07	Mujeres	General	3424
201506	Junio 2015	Tarazona y el Moncayo	12	Hombres	General	1424
201506	Junio 2015	Tarazona y el Moncayo	12	Mujeres	General	1182
201506	Junio 2015	Valdejalón	16	Hombres	General	8356
201506	Junio 2015	Valdejalón	16	Mujeres	General	4541
201506	Junio 2015	Andorra-Sierra de Arcos	27	Hombres	Minería	239
201506	Junio 2015	Andorra-Sierra de Arcos	27	Mujeres	Minería	3
201506	Junio 2015	Bajo Cinca / Baix Cinca	11	Hombres	Minería	7
201506	Junio 2015	D.C. Zaragoza	17	Hombres	Minería	32
201506	Junio 2015	D.C. Zaragoza	17	Mujeres	Minería	10
201506	Junio 2015	Alto Gállego	02	Hombres	Autónomos	773
201506	Junio 2015	Alto Gállego	02	Mujeres	Autónomos	439
201506	Junio 2015	Andorra-Sierra de Arcos	27	Hombres	Autónomos	451
201506	Junio 2015	Andorra-Sierra de Arcos	27	Mujeres	Autónomos	258
201506	Junio 2015	Aranda	14	Hombres	Autónomos	457
201506	Junio 2015	Aranda	14	Mujeres	Autónomos	170
201506	Junio 2015	Bajo Aragón	28	Hombres	Autónomos	1931
201506	Junio 2015	Bajo Aragón	28	Mujeres	Autónomos	1073
201506	Junio 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Hombres	Autónomos	1099
201506	Junio 2015	Bajo Aragón-Caspe / Baix Aragó-Casp	19	Mujeres	Autónomos	538
201506	Junio 2015	Bajo Cinca / Baix Cinca	11	Hombres	Autónomos	1946
201506	Junio 2015	Bajo Cinca / Baix Cinca	11	Mujeres	Autónomos	889
201506	Junio 2015	Bajo Martín	23	Hombres	Autónomos	427
201506	Junio 2015	Bajo Martín	23	Mujeres	Autónomos	216
201506	Junio 2015	Campo de Belchite	22	Hombres	Autónomos	356
201506	Junio 2015	Campo de Belchite	22	Mujeres	Autónomos	172
201506	Junio 2015	Campo de Borja	13	Hombres	Autónomos	919
201506	Junio 2015	Campo de Borja	13	Mujeres	Autónomos	453
