Comarca código	Comarca nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
10	Los Monegros	1	Empresarios agrarios con asalariados	Hombres	148
10	Los Monegros	1	Empresarios agrarios con asalariados	Mujeres	18
10	Los Monegros	2	Empresarios agrarios sin asalariados	Hombres	1340
10	Los Monegros	2	Empresarios agrarios sin asalariados	Mujeres	120
10	Los Monegros	3	Miembros de cooperativas agrarias	Hombres	3
10	Los Monegros	4	Directores y jefes de explotaciones agrarias	Hombres	8
10	Los Monegros	5	Resto de trabajadores de explotaciones agrarias	Hombres	400
10	Los Monegros	5	Resto de trabajadores de explotaciones agrarias	Mujeres	23
10	Los Monegros	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	79
10	Los Monegros	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	33
10	Los Monegros	7	Empresarios no agrarios con asalariados	Hombres	363
10	Los Monegros	7	Empresarios no agrarios con asalariados	Mujeres	106
10	Los Monegros	8	Empresarios no agrarios sin asalariados	Hombres	585
10	Los Monegros	8	Empresarios no agrarios sin asalariados	Mujeres	267
10	Los Monegros	9	Miembros de cooperativas no agrarias	Hombres	1
10	Los Monegros	9	Miembros de cooperativas no agrarias	Mujeres	7
10	Los Monegros	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	64
10	Los Monegros	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	28
10	Los Monegros	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	338
10	Los Monegros	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	347
10	Los Monegros	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	3
10	Los Monegros	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	4
10	Los Monegros	13	Resto del personal administrativo y comercial	Hombres	362
10	Los Monegros	13	Resto del personal administrativo y comercial	Mujeres	601
10	Los Monegros	14	Resto del personal de los servicios	Hombres	194
10	Los Monegros	14	Resto del personal de los servicios	Mujeres	501
10	Los Monegros	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	82
10	Los Monegros	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1237
10	Los Monegros	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	169
10	Los Monegros	17	Operarios sin especialización de establecimientos no agrarios	Hombres	337
10	Los Monegros	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	23
10	Los Monegros	18	Profesionales de las fuerzas armadas	Hombres	23
10	Los Monegros	18	Profesionales de las fuerzas armadas	Mujeres	12
10	Los Monegros	19	No clasificables por condicion socioeconómica	Hombres	8
10	Los Monegros	19	No clasificables por condicion socioeconómica	Mujeres	8
11	Bajo Cinca / Baix Cinca	1	Empresarios agrarios con asalariados	Hombres	195
11	Bajo Cinca / Baix Cinca	1	Empresarios agrarios con asalariados	Mujeres	12
11	Bajo Cinca / Baix Cinca	2	Empresarios agrarios sin asalariados	Hombres	1190
11	Bajo Cinca / Baix Cinca	2	Empresarios agrarios sin asalariados	Mujeres	101
11	Bajo Cinca / Baix Cinca	3	Miembros de cooperativas agrarias	Hombres	2
11	Bajo Cinca / Baix Cinca	4	Directores y jefes de explotaciones agrarias	Hombres	3
11	Bajo Cinca / Baix Cinca	5	Resto de trabajadores de explotaciones agrarias	Hombres	592
11	Bajo Cinca / Baix Cinca	5	Resto de trabajadores de explotaciones agrarias	Mujeres	69
11	Bajo Cinca / Baix Cinca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	80
11	Bajo Cinca / Baix Cinca	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	43
11	Bajo Cinca / Baix Cinca	7	Empresarios no agrarios con asalariados	Hombres	454
11	Bajo Cinca / Baix Cinca	7	Empresarios no agrarios con asalariados	Mujeres	138
11	Bajo Cinca / Baix Cinca	8	Empresarios no agrarios sin asalariados	Hombres	517
11	Bajo Cinca / Baix Cinca	8	Empresarios no agrarios sin asalariados	Mujeres	326
11	Bajo Cinca / Baix Cinca	9	Miembros de cooperativas no agrarias	Hombres	1
11	Bajo Cinca / Baix Cinca	9	Miembros de cooperativas no agrarias	Mujeres	6
11	Bajo Cinca / Baix Cinca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	47
11	Bajo Cinca / Baix Cinca	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	19
11	Bajo Cinca / Baix Cinca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	398
11	Bajo Cinca / Baix Cinca	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	363
11	Bajo Cinca / Baix Cinca	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
11	Bajo Cinca / Baix Cinca	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	5
11	Bajo Cinca / Baix Cinca	13	Resto del personal administrativo y comercial	Hombres	363
11	Bajo Cinca / Baix Cinca	13	Resto del personal administrativo y comercial	Mujeres	704
11	Bajo Cinca / Baix Cinca	14	Resto del personal de los servicios	Hombres	208
11	Bajo Cinca / Baix Cinca	14	Resto del personal de los servicios	Mujeres	443
11	Bajo Cinca / Baix Cinca	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	51
11	Bajo Cinca / Baix Cinca	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	2
11	Bajo Cinca / Baix Cinca	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1624
11	Bajo Cinca / Baix Cinca	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	612
11	Bajo Cinca / Baix Cinca	17	Operarios sin especialización de establecimientos no agrarios	Hombres	307
11	Bajo Cinca / Baix Cinca	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	78
11	Bajo Cinca / Baix Cinca	18	Profesionales de las fuerzas armadas	Hombres	11
11	Bajo Cinca / Baix Cinca	18	Profesionales de las fuerzas armadas	Mujeres	1
11	Bajo Cinca / Baix Cinca	19	No clasificables por condicion socioeconómica	Hombres	4
11	Bajo Cinca / Baix Cinca	19	No clasificables por condicion socioeconómica	Mujeres	6
12	Tarazona y el Moncayo	1	Empresarios agrarios con asalariados	Hombres	29
12	Tarazona y el Moncayo	1	Empresarios agrarios con asalariados	Mujeres	4
12	Tarazona y el Moncayo	2	Empresarios agrarios sin asalariados	Hombres	150
12	Tarazona y el Moncayo	2	Empresarios agrarios sin asalariados	Mujeres	10
12	Tarazona y el Moncayo	4	Directores y jefes de explotaciones agrarias	Hombres	1
12	Tarazona y el Moncayo	5	Resto de trabajadores de explotaciones agrarias	Hombres	119
12	Tarazona y el Moncayo	5	Resto de trabajadores de explotaciones agrarias	Mujeres	18
12	Tarazona y el Moncayo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	65
12	Tarazona y el Moncayo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	23
12	Tarazona y el Moncayo	7	Empresarios no agrarios con asalariados	Hombres	242
12	Tarazona y el Moncayo	7	Empresarios no agrarios con asalariados	Mujeres	75
12	Tarazona y el Moncayo	8	Empresarios no agrarios sin asalariados	Hombres	312
12	Tarazona y el Moncayo	8	Empresarios no agrarios sin asalariados	Mujeres	173
12	Tarazona y el Moncayo	9	Miembros de cooperativas no agrarias	Hombres	5
12	Tarazona y el Moncayo	9	Miembros de cooperativas no agrarias	Mujeres	8
12	Tarazona y el Moncayo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	50
12	Tarazona y el Moncayo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	15
12	Tarazona y el Moncayo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	316
12	Tarazona y el Moncayo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	265
12	Tarazona y el Moncayo	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	5
12	Tarazona y el Moncayo	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	6
12	Tarazona y el Moncayo	13	Resto del personal administrativo y comercial	Hombres	260
12	Tarazona y el Moncayo	13	Resto del personal administrativo y comercial	Mujeres	402
12	Tarazona y el Moncayo	14	Resto del personal de los servicios	Hombres	217
12	Tarazona y el Moncayo	14	Resto del personal de los servicios	Mujeres	354
12	Tarazona y el Moncayo	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	87
12	Tarazona y el Moncayo	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	10
12	Tarazona y el Moncayo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1295
12	Tarazona y el Moncayo	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	626
12	Tarazona y el Moncayo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	172
12	Tarazona y el Moncayo	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	23
12	Tarazona y el Moncayo	18	Profesionales de las fuerzas armadas	Hombres	16
12	Tarazona y el Moncayo	18	Profesionales de las fuerzas armadas	Mujeres	2
12	Tarazona y el Moncayo	19	No clasificables por condicion socioeconómica	Hombres	3
12	Tarazona y el Moncayo	19	No clasificables por condicion socioeconómica	Mujeres	6
13	Campo de Borja	1	Empresarios agrarios con asalariados	Hombres	41
13	Campo de Borja	1	Empresarios agrarios con asalariados	Mujeres	7
13	Campo de Borja	2	Empresarios agrarios sin asalariados	Hombres	556
13	Campo de Borja	2	Empresarios agrarios sin asalariados	Mujeres	40
13	Campo de Borja	3	Miembros de cooperativas agrarias	Hombres	1
13	Campo de Borja	4	Directores y jefes de explotaciones agrarias	Hombres	3
13	Campo de Borja	5	Resto de trabajadores de explotaciones agrarias	Hombres	183
13	Campo de Borja	5	Resto de trabajadores de explotaciones agrarias	Mujeres	16
13	Campo de Borja	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	41
13	Campo de Borja	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	25
13	Campo de Borja	7	Empresarios no agrarios con asalariados	Hombres	214
13	Campo de Borja	7	Empresarios no agrarios con asalariados	Mujeres	77
13	Campo de Borja	8	Empresarios no agrarios sin asalariados	Hombres	352
13	Campo de Borja	8	Empresarios no agrarios sin asalariados	Mujeres	180
13	Campo de Borja	9	Miembros de cooperativas no agrarias	Hombres	4
13	Campo de Borja	9	Miembros de cooperativas no agrarias	Mujeres	14
13	Campo de Borja	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	71
13	Campo de Borja	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	14
13	Campo de Borja	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	290
13	Campo de Borja	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	187
13	Campo de Borja	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
13	Campo de Borja	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
13	Campo de Borja	13	Resto del personal administrativo y comercial	Hombres	250
13	Campo de Borja	13	Resto del personal administrativo y comercial	Mujeres	381
13	Campo de Borja	14	Resto del personal de los servicios	Hombres	170
13	Campo de Borja	14	Resto del personal de los servicios	Mujeres	315
13	Campo de Borja	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	69
13	Campo de Borja	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	5
13	Campo de Borja	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1297
13	Campo de Borja	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	363
13	Campo de Borja	17	Operarios sin especialización de establecimientos no agrarios	Hombres	290
13	Campo de Borja	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	51
13	Campo de Borja	18	Profesionales de las fuerzas armadas	Hombres	20
13	Campo de Borja	18	Profesionales de las fuerzas armadas	Mujeres	9
13	Campo de Borja	19	No clasificables por condicion socioeconómica	Hombres	16
13	Campo de Borja	19	No clasificables por condicion socioeconómica	Mujeres	5
14	Aranda	1	Empresarios agrarios con asalariados	Hombres	9
14	Aranda	1	Empresarios agrarios con asalariados	Mujeres	2
14	Aranda	2	Empresarios agrarios sin asalariados	Hombres	124
14	Aranda	2	Empresarios agrarios sin asalariados	Mujeres	4
14	Aranda	5	Resto de trabajadores de explotaciones agrarias	Hombres	45
14	Aranda	5	Resto de trabajadores de explotaciones agrarias	Mujeres	3
14	Aranda	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	45
14	Aranda	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	16
14	Aranda	7	Empresarios no agrarios con asalariados	Hombres	269
14	Aranda	7	Empresarios no agrarios con asalariados	Mujeres	34
14	Aranda	8	Empresarios no agrarios sin asalariados	Hombres	224
14	Aranda	8	Empresarios no agrarios sin asalariados	Mujeres	60
14	Aranda	9	Miembros de cooperativas no agrarias	Hombres	4
14	Aranda	9	Miembros de cooperativas no agrarias	Mujeres	2
14	Aranda	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	11
14	Aranda	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	9
14	Aranda	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	73
14	Aranda	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	73
14	Aranda	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	2
14	Aranda	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
14	Aranda	13	Resto del personal administrativo y comercial	Hombres	125
14	Aranda	13	Resto del personal administrativo y comercial	Mujeres	172
14	Aranda	14	Resto del personal de los servicios	Hombres	54
14	Aranda	14	Resto del personal de los servicios	Mujeres	91
14	Aranda	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	9
14	Aranda	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	1
14	Aranda	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1103
14	Aranda	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	535
14	Aranda	17	Operarios sin especialización de establecimientos no agrarios	Hombres	77
14	Aranda	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	3
14	Aranda	18	Profesionales de las fuerzas armadas	Hombres	13
14	Aranda	18	Profesionales de las fuerzas armadas	Mujeres	3
14	Aranda	19	No clasificables por condicion socioeconómica	Hombres	2
14	Aranda	19	No clasificables por condicion socioeconómica	Mujeres	1
15	Ribera Alta del Ebro	1	Empresarios agrarios con asalariados	Hombres	66
15	Ribera Alta del Ebro	1	Empresarios agrarios con asalariados	Mujeres	8
15	Ribera Alta del Ebro	2	Empresarios agrarios sin asalariados	Hombres	375
15	Ribera Alta del Ebro	2	Empresarios agrarios sin asalariados	Mujeres	52
15	Ribera Alta del Ebro	3	Miembros de cooperativas agrarias	Hombres	1
15	Ribera Alta del Ebro	3	Miembros de cooperativas agrarias	Mujeres	1
15	Ribera Alta del Ebro	4	Directores y jefes de explotaciones agrarias	Hombres	2
15	Ribera Alta del Ebro	5	Resto de trabajadores de explotaciones agrarias	Hombres	242
15	Ribera Alta del Ebro	5	Resto de trabajadores de explotaciones agrarias	Mujeres	48
15	Ribera Alta del Ebro	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	56
15	Ribera Alta del Ebro	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	39
15	Ribera Alta del Ebro	7	Empresarios no agrarios con asalariados	Hombres	369
15	Ribera Alta del Ebro	7	Empresarios no agrarios con asalariados	Mujeres	140
15	Ribera Alta del Ebro	8	Empresarios no agrarios sin asalariados	Hombres	426
15	Ribera Alta del Ebro	8	Empresarios no agrarios sin asalariados	Mujeres	279
15	Ribera Alta del Ebro	9	Miembros de cooperativas no agrarias	Hombres	6
15	Ribera Alta del Ebro	9	Miembros de cooperativas no agrarias	Mujeres	11
15	Ribera Alta del Ebro	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	94
15	Ribera Alta del Ebro	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	32
15	Ribera Alta del Ebro	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	377
15	Ribera Alta del Ebro	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	308
15	Ribera Alta del Ebro	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
15	Ribera Alta del Ebro	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	2
15	Ribera Alta del Ebro	13	Resto del personal administrativo y comercial	Hombres	434
15	Ribera Alta del Ebro	13	Resto del personal administrativo y comercial	Mujeres	693
15	Ribera Alta del Ebro	14	Resto del personal de los servicios	Hombres	299
15	Ribera Alta del Ebro	14	Resto del personal de los servicios	Mujeres	702
15	Ribera Alta del Ebro	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	144
15	Ribera Alta del Ebro	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	15
15	Ribera Alta del Ebro	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	2748
15	Ribera Alta del Ebro	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	681
15	Ribera Alta del Ebro	17	Operarios sin especialización de establecimientos no agrarios	Hombres	271
15	Ribera Alta del Ebro	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	91
15	Ribera Alta del Ebro	18	Profesionales de las fuerzas armadas	Hombres	47
15	Ribera Alta del Ebro	18	Profesionales de las fuerzas armadas	Mujeres	11
15	Ribera Alta del Ebro	19	No clasificables por condicion socioeconómica	Hombres	4
15	Ribera Alta del Ebro	19	No clasificables por condicion socioeconómica	Mujeres	5
16	Valdejalón	1	Empresarios agrarios con asalariados	Hombres	168
16	Valdejalón	1	Empresarios agrarios con asalariados	Mujeres	17
16	Valdejalón	2	Empresarios agrarios sin asalariados	Hombres	570
16	Valdejalón	2	Empresarios agrarios sin asalariados	Mujeres	22
16	Valdejalón	3	Miembros de cooperativas agrarias	Hombres	3
16	Valdejalón	4	Directores y jefes de explotaciones agrarias	Hombres	7
16	Valdejalón	4	Directores y jefes de explotaciones agrarias	Mujeres	2
16	Valdejalón	5	Resto de trabajadores de explotaciones agrarias	Hombres	697
16	Valdejalón	5	Resto de trabajadores de explotaciones agrarias	Mujeres	88
16	Valdejalón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	81
16	Valdejalón	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	28
16	Valdejalón	7	Empresarios no agrarios con asalariados	Hombres	387
16	Valdejalón	7	Empresarios no agrarios con asalariados	Mujeres	101
16	Valdejalón	8	Empresarios no agrarios sin asalariados	Hombres	503
16	Valdejalón	8	Empresarios no agrarios sin asalariados	Mujeres	264
16	Valdejalón	9	Miembros de cooperativas no agrarias	Hombres	5
16	Valdejalón	9	Miembros de cooperativas no agrarias	Mujeres	26
16	Valdejalón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	129
16	Valdejalón	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	35
16	Valdejalón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	454
16	Valdejalón	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	328
16	Valdejalón	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	6
16	Valdejalón	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	8
16	Valdejalón	13	Resto del personal administrativo y comercial	Hombres	439
16	Valdejalón	13	Resto del personal administrativo y comercial	Mujeres	667
16	Valdejalón	14	Resto del personal de los servicios	Hombres	289
16	Valdejalón	14	Resto del personal de los servicios	Mujeres	478
16	Valdejalón	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	103
16	Valdejalón	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	11
16	Valdejalón	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	2006
16	Valdejalón	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	687
16	Valdejalón	17	Operarios sin especialización de establecimientos no agrarios	Hombres	357
16	Valdejalón	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	56
16	Valdejalón	18	Profesionales de las fuerzas armadas	Hombres	63
16	Valdejalón	18	Profesionales de las fuerzas armadas	Mujeres	4
16	Valdejalón	19	No clasificables por condicion socioeconómica	Hombres	12
16	Valdejalón	19	No clasificables por condicion socioeconómica	Mujeres	10
17	D.C. Zaragoza	1	Empresarios agrarios con asalariados	Hombres	267
17	D.C. Zaragoza	1	Empresarios agrarios con asalariados	Mujeres	75
17	D.C. Zaragoza	2	Empresarios agrarios sin asalariados	Hombres	1083
17	D.C. Zaragoza	2	Empresarios agrarios sin asalariados	Mujeres	202
17	D.C. Zaragoza	3	Miembros de cooperativas agrarias	Hombres	18
17	D.C. Zaragoza	3	Miembros de cooperativas agrarias	Mujeres	3
17	D.C. Zaragoza	4	Directores y jefes de explotaciones agrarias	Hombres	46
17	D.C. Zaragoza	4	Directores y jefes de explotaciones agrarias	Mujeres	9
17	D.C. Zaragoza	5	Resto de trabajadores de explotaciones agrarias	Hombres	1299
17	D.C. Zaragoza	5	Resto de trabajadores de explotaciones agrarias	Mujeres	279
17	D.C. Zaragoza	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	6421
17	D.C. Zaragoza	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	2935
17	D.C. Zaragoza	7	Empresarios no agrarios con asalariados	Hombres	10706
17	D.C. Zaragoza	7	Empresarios no agrarios con asalariados	Mujeres	4106
17	D.C. Zaragoza	8	Empresarios no agrarios sin asalariados	Hombres	11667
17	D.C. Zaragoza	8	Empresarios no agrarios sin asalariados	Mujeres	5503
17	D.C. Zaragoza	9	Miembros de cooperativas no agrarias	Hombres	439
17	D.C. Zaragoza	9	Miembros de cooperativas no agrarias	Mujeres	192
17	D.C. Zaragoza	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	6968
17	D.C. Zaragoza	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2123
17	D.C. Zaragoza	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	29443
17	D.C. Zaragoza	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	23125
17	D.C. Zaragoza	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	690
17	D.C. Zaragoza	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	694
17	D.C. Zaragoza	13	Resto del personal administrativo y comercial	Hombres	19521
17	D.C. Zaragoza	13	Resto del personal administrativo y comercial	Mujeres	36053
17	D.C. Zaragoza	14	Resto del personal de los servicios	Hombres	11797
17	D.C. Zaragoza	14	Resto del personal de los servicios	Mujeres	24748
17	D.C. Zaragoza	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	3735
17	D.C. Zaragoza	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	140
17	D.C. Zaragoza	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	55823
17	D.C. Zaragoza	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	8769
17	D.C. Zaragoza	17	Operarios sin especialización de establecimientos no agrarios	Hombres	6548
17	D.C. Zaragoza	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1237
17	D.C. Zaragoza	18	Profesionales de las fuerzas armadas	Hombres	3402
17	D.C. Zaragoza	18	Profesionales de las fuerzas armadas	Mujeres	369
17	D.C. Zaragoza	19	No clasificables por condicion socioeconómica	Hombres	181
17	D.C. Zaragoza	19	No clasificables por condicion socioeconómica	Mujeres	342
18	Ribera Baja del Ebro	1	Empresarios agrarios con asalariados	Hombres	39
18	Ribera Baja del Ebro	1	Empresarios agrarios con asalariados	Mujeres	10
18	Ribera Baja del Ebro	2	Empresarios agrarios sin asalariados	Hombres	265
18	Ribera Baja del Ebro	2	Empresarios agrarios sin asalariados	Mujeres	57
18	Ribera Baja del Ebro	3	Miembros de cooperativas agrarias	Hombres	2
18	Ribera Baja del Ebro	3	Miembros de cooperativas agrarias	Mujeres	6
18	Ribera Baja del Ebro	4	Directores y jefes de explotaciones agrarias	Hombres	2
18	Ribera Baja del Ebro	5	Resto de trabajadores de explotaciones agrarias	Hombres	124
18	Ribera Baja del Ebro	5	Resto de trabajadores de explotaciones agrarias	Mujeres	38
18	Ribera Baja del Ebro	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	25
18	Ribera Baja del Ebro	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	15
18	Ribera Baja del Ebro	7	Empresarios no agrarios con asalariados	Hombres	158
18	Ribera Baja del Ebro	7	Empresarios no agrarios con asalariados	Mujeres	40
18	Ribera Baja del Ebro	8	Empresarios no agrarios sin asalariados	Hombres	204
18	Ribera Baja del Ebro	8	Empresarios no agrarios sin asalariados	Mujeres	190
18	Ribera Baja del Ebro	9	Miembros de cooperativas no agrarias	Hombres	3
18	Ribera Baja del Ebro	9	Miembros de cooperativas no agrarias	Mujeres	8
18	Ribera Baja del Ebro	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	44
18	Ribera Baja del Ebro	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	4
18	Ribera Baja del Ebro	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	120
18	Ribera Baja del Ebro	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	117
18	Ribera Baja del Ebro	13	Resto del personal administrativo y comercial	Hombres	162
18	Ribera Baja del Ebro	13	Resto del personal administrativo y comercial	Mujeres	248
18	Ribera Baja del Ebro	14	Resto del personal de los servicios	Hombres	90
18	Ribera Baja del Ebro	14	Resto del personal de los servicios	Mujeres	215
18	Ribera Baja del Ebro	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	59
18	Ribera Baja del Ebro	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	4
18	Ribera Baja del Ebro	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	940
18	Ribera Baja del Ebro	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	226
18	Ribera Baja del Ebro	17	Operarios sin especialización de establecimientos no agrarios	Hombres	179
