Mes y año	'Aragón'	Edad (grupos quinquenales)	Sexo	Nº parados
Marzo 2018	Aragón	40-44	Hombres	3124
Marzo 2018	Aragón	40-44	Mujeres	5296
Marzo 2018	Aragón	45-49	Hombres	3397
Marzo 2018	Aragón	45-49	Mujeres	5118
Marzo 2018	Aragón	50-54	Hombres	3582
Marzo 2018	Aragón	50-54	Mujeres	4924
Marzo 2018	Aragón	55-59	Hombres	4058
Marzo 2018	Aragón	55-59	Mujeres	5308
Marzo 2018	Aragón	60-64	Hombres	2844
Marzo 2018	Aragón	60-64	Mujeres	4531
Febrero 2018	Aragón	16-19	Hombres	1140
Febrero 2018	Aragón	16-19	Mujeres	842
Febrero 2018	Aragón	20-24	Hombres	2365
Febrero 2018	Aragón	20-24	Mujeres	2507
Febrero 2018	Aragón	25-29	Hombres	2572
Febrero 2018	Aragón	25-29	Mujeres	3734
Febrero 2018	Aragón	30-34	Hombres	2424
Febrero 2018	Aragón	30-34	Mujeres	4289
Febrero 2018	Aragón	35-39	Hombres	2876
Febrero 2018	Aragón	35-39	Mujeres	5122
Febrero 2018	Aragón	40-44	Hombres	3122
Febrero 2018	Aragón	40-44	Mujeres	5366
Febrero 2018	Aragón	45-49	Hombres	3438
Febrero 2018	Aragón	45-49	Mujeres	5201
Febrero 2018	Aragón	50-54	Hombres	3573
Febrero 2018	Aragón	50-54	Mujeres	4957
Febrero 2018	Aragón	55-59	Hombres	4114
Febrero 2018	Aragón	55-59	Mujeres	5362
Febrero 2018	Aragón	60-64	Hombres	2842
Febrero 2018	Aragón	60-64	Mujeres	4510
Enero 2018	Aragón	16-19	Hombres	1171
Enero 2018	Aragón	16-19	Mujeres	846
Enero 2018	Aragón	20-24	Hombres	2450
Enero 2018	Aragón	20-24	Mujeres	2538
Enero 2018	Aragón	25-29	Hombres	2723
Enero 2018	Aragón	25-29	Mujeres	3792
Enero 2018	Aragón	30-34	Hombres	2502
Enero 2018	Aragón	30-34	Mujeres	4402
Enero 2018	Aragón	35-39	Hombres	2944
Enero 2018	Aragón	35-39	Mujeres	5272
Enero 2018	Aragón	40-44	Hombres	3264
Enero 2018	Aragón	40-44	Mujeres	5493
Enero 2018	Aragón	45-49	Hombres	3560
Enero 2018	Aragón	45-49	Mujeres	5259
Enero 2018	Aragón	50-54	Hombres	3719
Enero 2018	Aragón	50-54	Mujeres	5124
Enero 2018	Aragón	55-59	Hombres	4232
Enero 2018	Aragón	55-59	Mujeres	5417
Enero 2018	Aragón	60-64	Hombres	2883
Enero 2018	Aragón	60-64	Mujeres	4490
Diciembre 2017	Aragón	16-19	Hombres	1085
Diciembre 2017	Aragón	16-19	Mujeres	798
Diciembre 2017	Aragón	20-24	Hombres	2352
Diciembre 2017	Aragón	20-24	Mujeres	2349
Diciembre 2017	Aragón	25-29	Hombres	2615
Diciembre 2017	Aragón	25-29	Mujeres	3571
Diciembre 2017	Aragón	30-34	Hombres	2541
Diciembre 2017	Aragón	30-34	Mujeres	4250
Diciembre 2017	Aragón	35-39	Hombres	2978
Diciembre 2017	Aragón	35-39	Mujeres	5154
Diciembre 2017	Aragón	40-44	Hombres	3328
Diciembre 2017	Aragón	40-44	Mujeres	5294
Diciembre 2017	Aragón	45-49	Hombres	3724
Diciembre 2017	Aragón	45-49	Mujeres	5136
Diciembre 2017	Aragón	50-54	Hombres	3757
Diciembre 2017	Aragón	50-54	Mujeres	4969
Diciembre 2017	Aragón	55-59	Hombres	4238
Diciembre 2017	Aragón	55-59	Mujeres	5304
Diciembre 2017	Aragón	60-64	Hombres	2799
Diciembre 2017	Aragón	60-64	Mujeres	4468
Noviembre 2017	Aragón	16-19	Hombres	1156
Noviembre 2017	Aragón	16-19	Mujeres	889
Noviembre 2017	Aragón	20-24	Hombres	2372
Noviembre 2017	Aragón	20-24	Mujeres	2558
Noviembre 2017	Aragón	25-29	Hombres	2546
Noviembre 2017	Aragón	25-29	Mujeres	3733
Noviembre 2017	Aragón	30-34	Hombres	2458
Noviembre 2017	Aragón	30-34	Mujeres	4341
Noviembre 2017	Aragón	35-39	Hombres	2841
Noviembre 2017	Aragón	35-39	Mujeres	5190
Noviembre 2017	Aragón	40-44	Hombres	3172
Noviembre 2017	Aragón	40-44	Mujeres	5380
Noviembre 2017	Aragón	45-49	Hombres	3500
Noviembre 2017	Aragón	45-49	Mujeres	5257
Noviembre 2017	Aragón	50-54	Hombres	3717
Noviembre 2017	Aragón	50-54	Mujeres	5016
Noviembre 2017	Aragón	55-59	Hombres	4172
Noviembre 2017	Aragón	55-59	Mujeres	5448
Noviembre 2017	Aragón	60-64	Hombres	2785
Noviembre 2017	Aragón	60-64	Mujeres	4460
Octubre 2017	Aragón	16-19	Hombres	1138
Octubre 2017	Aragón	16-19	Mujeres	895
Octubre 2017	Aragón	20-24	Hombres	2442
Octubre 2017	Aragón	20-24	Mujeres	2636
Octubre 2017	Aragón	25-29	Hombres	2598
Octubre 2017	Aragón	25-29	Mujeres	3723
Octubre 2017	Aragón	30-34	Hombres	2516
Octubre 2017	Aragón	30-34	Mujeres	4293
Octubre 2017	Aragón	35-39	Hombres	2938
Octubre 2017	Aragón	35-39	Mujeres	5149
Octubre 2017	Aragón	40-44	Hombres	3277
Octubre 2017	Aragón	40-44	Mujeres	5370
Octubre 2017	Aragón	45-49	Hombres	3620
Octubre 2017	Aragón	45-49	Mujeres	5267
Octubre 2017	Aragón	50-54	Hombres	3832
Octubre 2017	Aragón	50-54	Mujeres	4977
Octubre 2017	Aragón	55-59	Hombres	4189
Octubre 2017	Aragón	55-59	Mujeres	5454
Octubre 2017	Aragón	60-64	Hombres	2862
Octubre 2017	Aragón	60-64	Mujeres	4423
Septiembre 2017	Aragón	16-19	Hombres	1142
Septiembre 2017	Aragón	16-19	Mujeres	920
Septiembre 2017	Aragón	20-24	Hombres	2298
Septiembre 2017	Aragón	20-24	Mujeres	2494
Septiembre 2017	Aragón	25-29	Hombres	2426
Septiembre 2017	Aragón	25-29	Mujeres	3557
Septiembre 2017	Aragón	30-34	Hombres	2377
Septiembre 2017	Aragón	30-34	Mujeres	4169
Septiembre 2017	Aragón	35-39	Hombres	2732
Septiembre 2017	Aragón	35-39	Mujeres	5085
Septiembre 2017	Aragón	40-44	Hombres	3095
Septiembre 2017	Aragón	40-44	Mujeres	5225
Septiembre 2017	Aragón	45-49	Hombres	3448
Septiembre 2017	Aragón	45-49	Mujeres	5104
Septiembre 2017	Aragón	50-54	Hombres	3683
Septiembre 2017	Aragón	50-54	Mujeres	4873
Septiembre 2017	Aragón	55-59	Hombres	4077
Septiembre 2017	Aragón	55-59	Mujeres	5387
Septiembre 2017	Aragón	60-64	Hombres	2791
Septiembre 2017	Aragón	60-64	Mujeres	4355
Agosto 2017	Aragón	16-19	Hombres	1097
Agosto 2017	Aragón	16-19	Mujeres	840
Agosto 2017	Aragón	20-24	Hombres	2189
Agosto 2017	Aragón	20-24	Mujeres	2252
Agosto 2017	Aragón	25-29	Hombres	2336
Agosto 2017	Aragón	25-29	Mujeres	3503
Agosto 2017	Aragón	30-34	Hombres	2298
Agosto 2017	Aragón	30-34	Mujeres	4119
Agosto 2017	Aragón	35-39	Hombres	2734
Agosto 2017	Aragón	35-39	Mujeres	4997
Agosto 2017	Aragón	40-44	Hombres	3133
Agosto 2017	Aragón	40-44	Mujeres	5130
Agosto 2017	Aragón	45-49	Hombres	3362
Agosto 2017	Aragón	45-49	Mujeres	5110
Agosto 2017	Aragón	50-54	Hombres	3580
Agosto 2017	Aragón	50-54	Mujeres	4799
Agosto 2017	Aragón	55-59	Hombres	4044
Agosto 2017	Aragón	55-59	Mujeres	5405
Agosto 2017	Aragón	60-64	Hombres	2773
Agosto 2017	Aragón	60-64	Mujeres	4310
Julio 2017	Aragón	16-19	Hombres	1127
Julio 2017	Aragón	16-19	Mujeres	859
Julio 2017	Aragón	20-24	Hombres	2142
Julio 2017	Aragón	20-24	Mujeres	2142
Julio 2017	Aragón	25-29	Hombres	2204
Julio 2017	Aragón	25-29	Mujeres	3397
Julio 2017	Aragón	30-34	Hombres	2235
Julio 2017	Aragón	30-34	Mujeres	3994
Julio 2017	Aragón	35-39	Hombres	2703
Julio 2017	Aragón	35-39	Mujeres	5001
Julio 2017	Aragón	40-44	Hombres	3060
Julio 2017	Aragón	40-44	Mujeres	5079
Julio 2017	Aragón	45-49	Hombres	3299
Julio 2017	Aragón	45-49	Mujeres	5045
Julio 2017	Aragón	50-54	Hombres	3548
Julio 2017	Aragón	50-54	Mujeres	4806
Julio 2017	Aragón	55-59	Hombres	4060
Julio 2017	Aragón	55-59	Mujeres	5466
Julio 2017	Aragón	60-64	Hombres	2754
Julio 2017	Aragón	60-64	Mujeres	4290
Junio 2017	Aragón	16-19	Hombres	1078
Junio 2017	Aragón	16-19	Mujeres	841
Junio 2017	Aragón	20-24	Hombres	2053
Junio 2017	Aragón	20-24	Mujeres	2088
Junio 2017	Aragón	25-29	Hombres	2185
Junio 2017	Aragón	25-29	Mujeres	3319
Junio 2017	Aragón	30-34	Hombres	2217
Junio 2017	Aragón	30-34	Mujeres	3986
Junio 2017	Aragón	35-39	Hombres	2611
Junio 2017	Aragón	35-39	Mujeres	4865
Junio 2017	Aragón	40-44	Hombres	2967
Junio 2017	Aragón	40-44	Mujeres	5111
Junio 2017	Aragón	45-49	Hombres	3216
Junio 2017	Aragón	45-49	Mujeres	5023
Junio 2017	Aragón	50-54	Hombres	3515
Junio 2017	Aragón	50-54	Mujeres	4847
Junio 2017	Aragón	55-59	Hombres	4068
Junio 2017	Aragón	55-59	Mujeres	5503
Junio 2017	Aragón	60-64	Hombres	2726
Junio 2017	Aragón	60-64	Mujeres	4275
Mayo 2017	Aragón	16-19	Hombres	1014
Mayo 2017	Aragón	16-19	Mujeres	819
Mayo 2017	Aragón	20-24	Hombres	2176
Mayo 2017	Aragón	20-24	Mujeres	2445
Mayo 2017	Aragón	25-29	Hombres	2424
Mayo 2017	Aragón	25-29	Mujeres	3562
Mayo 2017	Aragón	30-34	Hombres	2378
Mayo 2017	Aragón	30-34	Mujeres	4132
Mayo 2017	Aragón	35-39	Hombres	2738
Mayo 2017	Aragón	35-39	Mujeres	4986
Mayo 2017	Aragón	40-44	Hombres	3090
Mayo 2017	Aragón	40-44	Mujeres	5167
Mayo 2017	Aragón	45-49	Hombres	3377
Mayo 2017	Aragón	45-49	Mujeres	5151
Mayo 2017	Aragón	50-54	Hombres	3604
Mayo 2017	Aragón	50-54	Mujeres	4908
Mayo 2017	Aragón	55-59	Hombres	4194
Mayo 2017	Aragón	55-59	Mujeres	5535
Mayo 2017	Aragón	60-64	Hombres	2789
Mayo 2017	Aragón	60-64	Mujeres	4273
Abril 2017	Aragón	16-19	Hombres	1097
Abril 2017	Aragón	16-19	Mujeres	836
Abril 2017	Aragón	20-24	Hombres	2430
Abril 2017	Aragón	20-24	Mujeres	2555
Abril 2017	Aragón	25-29	Hombres	2705
Abril 2017	Aragón	25-29	Mujeres	3787
Abril 2017	Aragón	30-34	Hombres	2677
Abril 2017	Aragón	30-34	Mujeres	4380
Abril 2017	Aragón	35-39	Hombres	3179
Abril 2017	Aragón	35-39	Mujeres	5245
Abril 2017	Aragón	40-44	Hombres	3525
Abril 2017	Aragón	40-44	Mujeres	5450
Abril 2017	Aragón	45-49	Hombres	3848
Abril 2017	Aragón	45-49	Mujeres	5456
Abril 2017	Aragón	50-54	Hombres	3969
Abril 2017	Aragón	50-54	Mujeres	5110
Abril 2017	Aragón	55-59	Hombres	4449
Abril 2017	Aragón	55-59	Mujeres	5674
Abril 2017	Aragón	60-64	Hombres	2848
Abril 2017	Aragón	60-64	Mujeres	4302
Marzo 2017	Aragón	16-19	Hombres	1161
Marzo 2017	Aragón	16-19	Mujeres	835
Marzo 2017	Aragón	20-24	Hombres	2749
Marzo 2017	Aragón	20-24	Mujeres	2801
Marzo 2017	Aragón	25-29	Hombres	2932
Marzo 2017	Aragón	25-29	Mujeres	4059
Marzo 2017	Aragón	30-34	Hombres	2977
Marzo 2017	Aragón	30-34	Mujeres	4564
Marzo 2017	Aragón	35-39	Hombres	3522
Marzo 2017	Aragón	35-39	Mujeres	5512
Marzo 2017	Aragón	40-44	Hombres	3787
Marzo 2017	Aragón	40-44	Mujeres	5760
Marzo 2017	Aragón	45-49	Hombres	4113
Marzo 2017	Aragón	45-49	Mujeres	5681
Marzo 2017	Aragón	50-54	Hombres	4213
Marzo 2017	Aragón	50-54	Mujeres	5244
Marzo 2017	Aragón	55-59	Hombres	4652
Marzo 2017	Aragón	55-59	Mujeres	5789
Marzo 2017	Aragón	60-64	Hombres	2865
Marzo 2017	Aragón	60-64	Mujeres	4317
Febrero 2017	Aragón	16-19	Hombres	1124
Febrero 2017	Aragón	16-19	Mujeres	846
Febrero 2017	Aragón	20-24	Hombres	2840
Febrero 2017	Aragón	20-24	Mujeres	2852
Febrero 2017	Aragón	25-29	Hombres	3013
Febrero 2017	Aragón	25-29	Mujeres	4221
Febrero 2017	Aragón	30-34	Hombres	3061
Febrero 2017	Aragón	30-34	Mujeres	4707
Febrero 2017	Aragón	35-39	Hombres	3573
Febrero 2017	Aragón	35-39	Mujeres	5670
Febrero 2017	Aragón	40-44	Hombres	3900
Febrero 2017	Aragón	40-44	Mujeres	5945
Febrero 2017	Aragón	45-49	Hombres	4209
Febrero 2017	Aragón	45-49	Mujeres	5793
Febrero 2017	Aragón	50-54	Hombres	4276
Febrero 2017	Aragón	50-54	Mujeres	5341
Febrero 2017	Aragón	55-59	Hombres	4721
Febrero 2017	Aragón	55-59	Mujeres	5767
Febrero 2017	Aragón	60-64	Hombres	2912
Febrero 2017	Aragón	60-64	Mujeres	4322
Enero 2017	Aragón	16-19	Hombres	1137
Enero 2017	Aragón	16-19	Mujeres	795
Enero 2017	Aragón	20-24	Hombres	3062
Enero 2017	Aragón	20-24	Mujeres	2891
Enero 2017	Aragón	25-29	Hombres	3171
Enero 2017	Aragón	25-29	Mujeres	4359
Enero 2017	Aragón	30-34	Hombres	3297
Enero 2017	Aragón	30-34	Mujeres	4888
Enero 2017	Aragón	35-39	Hombres	3806
Enero 2017	Aragón	35-39	Mujeres	5891
Enero 2017	Aragón	40-44	Hombres	4170
Enero 2017	Aragón	40-44	Mujeres	6168
Enero 2017	Aragón	45-49	Hombres	4395
Enero 2017	Aragón	45-49	Mujeres	6003
Enero 2017	Aragón	50-54	Hombres	4532
Enero 2017	Aragón	50-54	Mujeres	5450
Enero 2017	Aragón	55-59	Hombres	4828
Enero 2017	Aragón	55-59	Mujeres	5810
Enero 2017	Aragón	60-64	Hombres	2958
Enero 2017	Aragón	60-64	Mujeres	4300
Diciembre 2016	Aragón	16-19	Hombres	1107
Diciembre 2016	Aragón	16-19	Mujeres	789
Diciembre 2016	Aragón	20-24	Hombres	2850
Diciembre 2016	Aragón	20-24	Mujeres	2644
Diciembre 2016	Aragón	25-29	Hombres	3111
Diciembre 2016	Aragón	25-29	Mujeres	4084
Diciembre 2016	Aragón	30-34	Hombres	3303
Diciembre 2016	Aragón	30-34	Mujeres	4636
Diciembre 2016	Aragón	35-39	Hombres	3911
Diciembre 2016	Aragón	35-39	Mujeres	5761
Diciembre 2016	Aragón	40-44	Hombres	4178
Diciembre 2016	Aragón	40-44	Mujeres	5938
Diciembre 2016	Aragón	45-49	Hombres	4476
Diciembre 2016	Aragón	45-49	Mujeres	5845
Diciembre 2016	Aragón	50-54	Hombres	4560
Diciembre 2016	Aragón	50-54	Mujeres	5253
Diciembre 2016	Aragón	55-59	Hombres	4753
Diciembre 2016	Aragón	55-59	Mujeres	5644
Diciembre 2016	Aragón	60-64	Hombres	2899
Diciembre 2016	Aragón	60-64	Mujeres	4191
Noviembre 2016	Aragón	16-19	Hombres	1273
Noviembre 2016	Aragón	16-19	Mujeres	908
Noviembre 2016	Aragón	20-24	Hombres	3089
Noviembre 2016	Aragón	20-24	Mujeres	2947
Noviembre 2016	Aragón	25-29	Hombres	3079
Noviembre 2016	Aragón	25-29	Mujeres	4222
Noviembre 2016	Aragón	30-34	Hombres	3256
Noviembre 2016	Aragón	30-34	Mujeres	4842
Noviembre 2016	Aragón	35-39	Hombres	3835
Noviembre 2016	Aragón	35-39	Mujeres	5955
Noviembre 2016	Aragón	40-44	Hombres	4127
Noviembre 2016	Aragón	40-44	Mujeres	6104
Noviembre 2016	Aragón	45-49	Hombres	4399
Noviembre 2016	Aragón	45-49	Mujeres	5965
Noviembre 2016	Aragón	50-54	Hombres	4492
Noviembre 2016	Aragón	50-54	Mujeres	5353
Noviembre 2016	Aragón	55-59	Hombres	4757
Noviembre 2016	Aragón	55-59	Mujeres	5756
Noviembre 2016	Aragón	60-64	Hombres	2909
Noviembre 2016	Aragón	60-64	Mujeres	4215
Octubre 2016	Aragón	16-19	Hombres	1170
Octubre 2016	Aragón	16-19	Mujeres	872
Octubre 2016	Aragón	20-24	Hombres	3035
Octubre 2016	Aragón	20-24	Mujeres	2967
Octubre 2016	Aragón	25-29	Hombres	3117
Octubre 2016	Aragón	25-29	Mujeres	4190
Octubre 2016	Aragón	30-34	Hombres	3240
Octubre 2016	Aragón	30-34	Mujeres	4843
Octubre 2016	Aragón	35-39	Hombres	3844
Octubre 2016	Aragón	35-39	Mujeres	5992
Octubre 2016	Aragón	40-44	Hombres	4015
Octubre 2016	Aragón	40-44	Mujeres	6021
Octubre 2016	Aragón	45-49	Hombres	4462
Octubre 2016	Aragón	45-49	Mujeres	5848
Octubre 2016	Aragón	50-54	Hombres	4487
Octubre 2016	Aragón	50-54	Mujeres	5313
Octubre 2016	Aragón	55-59	Hombres	4780
Octubre 2016	Aragón	55-59	Mujeres	5783
Octubre 2016	Aragón	60-64	Hombres	2890
Octubre 2016	Aragón	60-64	Mujeres	4186
Septiembre 2016	Aragón	16-19	Hombres	1192
Septiembre 2016	Aragón	16-19	Mujeres	903
Septiembre 2016	Aragón	20-24	Hombres	2931
Septiembre 2016	Aragón	20-24	Mujeres	2880
Septiembre 2016	Aragón	25-29	Hombres	2992
Septiembre 2016	Aragón	25-29	Mujeres	4173
Septiembre 2016	Aragón	30-34	Hombres	3152
Septiembre 2016	Aragón	30-34	Mujeres	4750
Septiembre 2016	Aragón	35-39	Hombres	3641
Septiembre 2016	Aragón	35-39	Mujeres	5929
Septiembre 2016	Aragón	40-44	Hombres	4031
Septiembre 2016	Aragón	40-44	Mujeres	6013
Septiembre 2016	Aragón	45-49	Hombres	4380
Septiembre 2016	Aragón	45-49	Mujeres	5829
Septiembre 2016	Aragón	50-54	Hombres	4436
Septiembre 2016	Aragón	50-54	Mujeres	5329
Septiembre 2016	Aragón	55-59	Hombres	4759
Septiembre 2016	Aragón	55-59	Mujeres	5780
Septiembre 2016	Aragón	60-64	Hombres	2866
Septiembre 2016	Aragón	60-64	Mujeres	4157
Agosto 2016	Aragón	16-19	Hombres	1066
Agosto 2016	Aragón	16-19	Mujeres	824
Agosto 2016	Aragón	20-24	Hombres	2594
Agosto 2016	Aragón	20-24	Mujeres	2564
Agosto 2016	Aragón	25-29	Hombres	2867
Agosto 2016	Aragón	25-29	Mujeres	4007
Agosto 2016	Aragón	30-34	Hombres	3015
Agosto 2016	Aragón	30-34	Mujeres	4740
Agosto 2016	Aragón	35-39	Hombres	3626
Agosto 2016	Aragón	35-39	Mujeres	5836
Agosto 2016	Aragón	40-44	Hombres	3934
Agosto 2016	Aragón	40-44	Mujeres	5818
Agosto 2016	Aragón	45-49	Hombres	4291
Agosto 2016	Aragón	45-49	Mujeres	5705
Agosto 2016	Aragón	50-54	Hombres	4399
Agosto 2016	Aragón	50-54	Mujeres	5256
Agosto 2016	Aragón	55-59	Hombres	4665
Agosto 2016	Aragón	55-59	Mujeres	5678
Agosto 2016	Aragón	60-64	Hombres	2844
Agosto 2016	Aragón	60-64	Mujeres	4111
Julio 2016	Aragón	16-19	Hombres	1072
Julio 2016	Aragón	16-19	Mujeres	847
Julio 2016	Aragón	20-24	Hombres	2560
Julio 2016	Aragón	20-24	Mujeres	2530
Julio 2016	Aragón	25-29	Hombres	2862
Julio 2016	Aragón	25-29	Mujeres	3928
Julio 2016	Aragón	30-34	Hombres	3013
Julio 2016	Aragón	30-34	Mujeres	4760
Julio 2016	Aragón	35-39	Hombres	3636
Julio 2016	Aragón	35-39	Mujeres	5855
Julio 2016	Aragón	40-44	Hombres	3869
Julio 2016	Aragón	40-44	Mujeres	5854
Julio 2016	Aragón	45-49	Hombres	4260
Julio 2016	Aragón	45-49	Mujeres	5727
Julio 2016	Aragón	50-54	Hombres	4412
Julio 2016	Aragón	50-54	Mujeres	5277
Julio 2016	Aragón	55-59	Hombres	4670
Julio 2016	Aragón	55-59	Mujeres	5711
Julio 2016	Aragón	60-64	Hombres	2841
Julio 2016	Aragón	60-64	Mujeres	4086
Junio 2016	Aragón	16-19	Hombres	1126
Junio 2016	Aragón	16-19	Mujeres	884
Junio 2016	Aragón	20-24	Hombres	2612
Junio 2016	Aragón	20-24	Mujeres	2613
Junio 2016	Aragón	25-29	Hombres	2927
Junio 2016	Aragón	25-29	Mujeres	4065
Junio 2016	Aragón	30-34	Hombres	3094
Junio 2016	Aragón	30-34	Mujeres	4805
Junio 2016	Aragón	35-39	Hombres	3703
Junio 2016	Aragón	35-39	Mujeres	5927
Junio 2016	Aragón	40-44	Hombres	3919
Junio 2016	Aragón	40-44	Mujeres	5967
Junio 2016	Aragón	45-49	Hombres	4311
Junio 2016	Aragón	45-49	Mujeres	5798
Junio 2016	Aragón	50-54	Hombres	4421
Junio 2016	Aragón	50-54	Mujeres	5368
Junio 2016	Aragón	55-59	Hombres	4742
Junio 2016	Aragón	55-59	Mujeres	5804
Junio 2016	Aragón	60-64	Hombres	2845
Junio 2016	Aragón	60-64	Mujeres	4131
Mayo 2016	Aragón	16-19	Hombres	1167
Mayo 2016	Aragón	16-19	Mujeres	871
Mayo 2016	Aragón	20-24	Hombres	2898
Mayo 2016	Aragón	20-24	Mujeres	2910
Mayo 2016	Aragón	25-29	Hombres	3257
Mayo 2016	Aragón	25-29	Mujeres	4316
Mayo 2016	Aragón	30-34	Hombres	3381
Mayo 2016	Aragón	30-34	Mujeres	4929
Mayo 2016	Aragón	35-39	Hombres	4049
Mayo 2016	Aragón	35-39	Mujeres	6190
Mayo 2016	Aragón	40-44	Hombres	4182
Mayo 2016	Aragón	40-44	Mujeres	6142
Mayo 2016	Aragón	45-49	Hombres	4654
Mayo 2016	Aragón	45-49	Mujeres	6009
Mayo 2016	Aragón	50-54	Hombres	4649
Mayo 2016	Aragón	50-54	Mujeres	5530
Mayo 2016	Aragón	55-59	Hombres	4970
Mayo 2016	Aragón	55-59	Mujeres	5930
Mayo 2016	Aragón	60-64	Hombres	2920
Mayo 2016	Aragón	60-64	Mujeres	4132
Abril 2016	Aragón	16-19	Hombres	1175
Abril 2016	Aragón	16-19	Mujeres	905
Abril 2016	Aragón	20-24	Hombres	3170
Abril 2016	Aragón	20-24	Mujeres	3045
Abril 2016	Aragón	25-29	Hombres	3564
Abril 2016	Aragón	25-29	Mujeres	4550
Abril 2016	Aragón	30-34	Hombres	3659
Abril 2016	Aragón	30-34	Mujeres	5173
Abril 2016	Aragón	35-39	Hombres	4514
Abril 2016	Aragón	35-39	Mujeres	6537
Abril 2016	Aragón	40-44	Hombres	4680
Abril 2016	Aragón	40-44	Mujeres	6472
Abril 2016	Aragón	45-49	Hombres	5141
Abril 2016	Aragón	45-49	Mujeres	6193
Abril 2016	Aragón	50-54	Hombres	5037
Abril 2016	Aragón	50-54	Mujeres	5661
Abril 2016	Aragón	55-59	Hombres	5109
Abril 2016	Aragón	55-59	Mujeres	6029
Abril 2016	Aragón	60-64	Hombres	2984
Abril 2016	Aragón	60-64	Mujeres	4149
Marzo 2016	Aragón	16-19	Hombres	1169
Marzo 2016	Aragón	16-19	Mujeres	911
Marzo 2016	Aragón	20-24	Hombres	3294
Marzo 2016	Aragón	20-24	Mujeres	3139
Marzo 2016	Aragón	25-29	Hombres	3716
Marzo 2016	Aragón	25-29	Mujeres	4567
Marzo 2016	Aragón	30-34	Hombres	3861
Marzo 2016	Aragón	30-34	Mujeres	5258
Marzo 2016	Aragón	35-39	Hombres	4738
Marzo 2016	Aragón	35-39	Mujeres	6560
Marzo 2016	Aragón	40-44	Hombres	4960
Marzo 2016	Aragón	40-44	Mujeres	6615
Marzo 2016	Aragón	45-49	Hombres	5328
Marzo 2016	Aragón	45-49	Mujeres	6309
Marzo 2016	Aragón	50-54	Hombres	5110
Marzo 2016	Aragón	50-54	Mujeres	5683
Marzo 2016	Aragón	55-59	Hombres	5227
Marzo 2016	Aragón	55-59	Mujeres	6020
Marzo 2016	Aragón	60-64	Hombres	3039
Marzo 2016	Aragón	60-64	Mujeres	4137
Febrero 2016	Aragón	16-19	Hombres	1136
Febrero 2016	Aragón	16-19	Mujeres	911
Febrero 2016	Aragón	20-24	Hombres	3309
Febrero 2016	Aragón	20-24	Mujeres	3168
Febrero 2016	Aragón	25-29	Hombres	3697
Febrero 2016	Aragón	25-29	Mujeres	4713
Febrero 2016	Aragón	30-34	Hombres	3951
Febrero 2016	Aragón	30-34	Mujeres	5410
Febrero 2016	Aragón	35-39	Hombres	4792
Febrero 2016	Aragón	35-39	Mujeres	6796
Febrero 2016	Aragón	40-44	Hombres	4943
Febrero 2016	Aragón	40-44	Mujeres	6777
Febrero 2016	Aragón	45-49	Hombres	5393
Febrero 2016	Aragón	45-49	Mujeres	6369
Febrero 2016	Aragón	50-54	Hombres	5138
Febrero 2016	Aragón	50-54	Mujeres	5741
Febrero 2016	Aragón	55-59	Hombres	5255
Febrero 2016	Aragón	55-59	Mujeres	6031
Febrero 2016	Aragón	60-64	Hombres	3029
Febrero 2016	Aragón	60-64	Mujeres	4123
Enero 2016	Aragón	16-19	Hombres	1101
Enero 2016	Aragón	16-19	Mujeres	871
Enero 2016	Aragón	20-24	Hombres	3235
Enero 2016	Aragón	20-24	Mujeres	3153
Enero 2016	Aragón	25-29	Hombres	3747
Enero 2016	Aragón	25-29	Mujeres	4760
Enero 2016	Aragón	30-34	Hombres	3988
Enero 2016	Aragón	30-34	Mujeres	5467
Enero 2016	Aragón	35-39	Hombres	4902
Enero 2016	Aragón	35-39	Mujeres	6964
Enero 2016	Aragón	40-44	Hombres	5028
Enero 2016	Aragón	40-44	Mujeres	6794
Enero 2016	Aragón	45-49	Hombres	5381
Enero 2016	Aragón	45-49	Mujeres	6437
Enero 2016	Aragón	50-54	Hombres	5161
Enero 2016	Aragón	50-54	Mujeres	5806
Enero 2016	Aragón	55-59	Hombres	5312
Enero 2016	Aragón	55-59	Mujeres	6081
Enero 2016	Aragón	60-64	Hombres	3060
Enero 2016	Aragón	60-64	Mujeres	4097
Diciembre 2015	Aragón	16-19	Hombres	1098
Diciembre 2015	Aragón	16-19	Mujeres	864
Diciembre 2015	Aragón	20-24	Hombres	3125
Diciembre 2015	Aragón	20-24	Mujeres	3009
Diciembre 2015	Aragón	25-29	Hombres	3723
Diciembre 2015	Aragón	25-29	Mujeres	4423
Diciembre 2015	Aragón	30-34	Hombres	3979
Diciembre 2015	Aragón	30-34	Mujeres	5200
Diciembre 2015	Aragón	35-39	Hombres	4894
Diciembre 2015	Aragón	35-39	Mujeres	6732
Diciembre 2015	Aragón	40-44	Hombres	5037
Diciembre 2015	Aragón	40-44	Mujeres	6549
Diciembre 2015	Aragón	45-49	Hombres	5348
Diciembre 2015	Aragón	45-49	Mujeres	6248
Diciembre 2015	Aragón	50-54	Hombres	5123
Diciembre 2015	Aragón	50-54	Mujeres	5632
Diciembre 2015	Aragón	55-59	Hombres	5264
Diciembre 2015	Aragón	55-59	Mujeres	6020
Diciembre 2015	Aragón	60-64	Hombres	3001
Diciembre 2015	Aragón	60-64	Mujeres	4015
