Año	Residencia continente código	Residencia continente nombre	Residencia área código	Residencia área nombre	Residencia país código	Residencia país nombre	Inscripción comarca código	Inscripción comarca nombre	Sexo	Personas
2015	3	América	06	Resto de América	340	Argentina	23	Bajo Martín	Hombre	19
2015	3	América	06	Resto de América	340	Argentina	24	Campo de Daroca	Hombre	20
2015	3	América	06	Resto de América	340	Argentina	25	Jiloca	Hombre	19
2015	3	América	06	Resto de América	340	Argentina	26	Cuencas Mineras	Hombre	81
2015	3	América	06	Resto de América	340	Argentina	27	Andorra-Sierra de Arcos	Hombre	18
2015	3	América	06	Resto de América	340	Argentina	28	Bajo Aragón	Hombre	120
2015	3	América	06	Resto de América	340	Argentina	29	Comunidad de Teruel	Hombre	115
2015	3	América	06	Resto de América	340	Argentina	30	Maestrazgo	Hombre	65
2015	3	América	06	Resto de América	340	Argentina	31	Sierra de Albarracín	Hombre	15
2015	3	América	06	Resto de América	340	Argentina	32	Gúdar-Javalambre	Hombre	34
2015	3	América	06	Resto de América	340	Argentina	33	Matarraña / Matarranya	Hombre	30
2015	3	América	06	Resto de América	341	Bolivia	04	La Ribagorza	Hombre	5
2015	3	América	06	Resto de América	341	Bolivia	06	Hoya de Huesca / Plana de Uesca	Hombre	3
2015	3	América	06	Resto de América	341	Bolivia	09	La Litera / La Llitera	Hombre	3
2015	3	América	06	Resto de América	341	Bolivia	10	Los Monegros	Hombre	3
2015	3	América	06	Resto de América	341	Bolivia	12	Tarazona y el Moncayo	Hombre	4
2015	3	América	06	Resto de América	341	Bolivia	15	Ribera Alta del Ebro	Hombre	1
2015	3	América	06	Resto de América	341	Bolivia	16	Valdejalón	Hombre	1
2015	3	América	06	Resto de América	341	Bolivia	17	Central	Hombre	46
2015	3	América	06	Resto de América	341	Bolivia	20	Comunidad de Calatayud	Hombre	2
2015	3	América	06	Resto de América	341	Bolivia	22	Campo de Belchite	Hombre	1
2015	3	América	06	Resto de América	341	Bolivia	24	Campo de Daroca	Hombre	1
2015	3	América	06	Resto de América	341	Bolivia	26	Cuencas Mineras	Hombre	2
2015	3	América	06	Resto de América	341	Bolivia	28	Bajo Aragón	Hombre	1
2015	3	América	06	Resto de América	341	Bolivia	32	Gúdar-Javalambre	Hombre	2
2015	3	América	06	Resto de América	342	Brasil	01	La Jacetania	Hombre	13
2015	3	América	06	Resto de América	342	Brasil	02	Alto Gállego	Hombre	1
2015	3	América	06	Resto de América	342	Brasil	03	Sobrarbe	Hombre	8
2015	3	América	06	Resto de América	342	Brasil	04	La Ribagorza	Hombre	3
2015	3	América	06	Resto de América	342	Brasil	05	Cinco Villas	Hombre	40
2015	3	América	06	Resto de América	342	Brasil	06	Hoya de Huesca / Plana de Uesca	Hombre	27
2015	3	América	06	Resto de América	342	Brasil	07	Somontano de Barbastro	Hombre	9
2015	3	América	06	Resto de América	342	Brasil	08	Cinca Medio	Hombre	4
2015	3	América	06	Resto de América	342	Brasil	09	La Litera / La Llitera	Hombre	5
2015	3	América	06	Resto de América	342	Brasil	10	Los Monegros	Hombre	11
2015	3	América	06	Resto de América	342	Brasil	11	Bajo Cinca / Baix Cinca	Hombre	8
2015	3	América	06	Resto de América	342	Brasil	12	Tarazona y el Moncayo	Hombre	24
2015	3	América	06	Resto de América	342	Brasil	13	Campo de Borja	Hombre	4
2015	3	América	06	Resto de América	342	Brasil	14	Aranda	Hombre	2
2015	3	América	06	Resto de América	342	Brasil	15	Ribera Alta del Ebro	Hombre	17
2015	3	América	06	Resto de América	342	Brasil	16	Valdejalón	Hombre	9
2015	3	América	06	Resto de América	342	Brasil	17	Central	Hombre	575
2015	3	América	06	Resto de América	342	Brasil	18	Ribera Baja del Ebro	Hombre	19
2015	3	América	06	Resto de América	342	Brasil	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	4
2015	3	América	06	Resto de América	342	Brasil	20	Comunidad de Calatayud	Hombre	33
2015	3	América	06	Resto de América	342	Brasil	21	Campo de Cariñena	Hombre	10
2015	3	América	06	Resto de América	342	Brasil	22	Campo de Belchite	Hombre	5
2015	3	América	06	Resto de América	342	Brasil	23	Bajo Martín	Hombre	3
2015	3	América	06	Resto de América	342	Brasil	24	Campo de Daroca	Hombre	9
2015	3	América	06	Resto de América	342	Brasil	25	Jiloca	Hombre	11
2015	3	América	06	Resto de América	342	Brasil	26	Cuencas Mineras	Hombre	10
2015	3	América	06	Resto de América	342	Brasil	27	Andorra-Sierra de Arcos	Hombre	2
2015	3	América	06	Resto de América	342	Brasil	28	Bajo Aragón	Hombre	21
2015	3	América	06	Resto de América	342	Brasil	29	Comunidad de Teruel	Hombre	55
2015	3	América	06	Resto de América	342	Brasil	30	Maestrazgo	Hombre	7
2015	3	América	06	Resto de América	342	Brasil	31	Sierra de Albarracín	Hombre	14
2015	3	América	06	Resto de América	342	Brasil	32	Gúdar-Javalambre	Hombre	8
2015	3	América	06	Resto de América	342	Brasil	33	Matarraña / Matarranya	Hombre	11
2015	3	América	06	Resto de América	343	Colombia	01	La Jacetania	Hombre	11
2015	3	América	06	Resto de América	343	Colombia	02	Alto Gállego	Hombre	3
2015	3	América	06	Resto de América	343	Colombia	03	Sobrarbe	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	04	La Ribagorza	Hombre	2
2015	3	América	06	Resto de América	343	Colombia	05	Cinco Villas	Hombre	3
2015	3	América	06	Resto de América	343	Colombia	06	Hoya de Huesca / Plana de Uesca	Hombre	11
2015	3	América	06	Resto de América	343	Colombia	07	Somontano de Barbastro	Hombre	8
2015	3	América	06	Resto de América	343	Colombia	09	La Litera / La Llitera	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	10	Los Monegros	Hombre	3
2015	3	América	06	Resto de América	343	Colombia	11	Bajo Cinca / Baix Cinca	Hombre	2
2015	3	América	06	Resto de América	343	Colombia	12	Tarazona y el Moncayo	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	13	Campo de Borja	Hombre	6
2015	3	América	06	Resto de América	343	Colombia	15	Ribera Alta del Ebro	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	16	Valdejalón	Hombre	2
2015	3	América	06	Resto de América	343	Colombia	17	Central	Hombre	155
2015	3	América	06	Resto de América	343	Colombia	20	Comunidad de Calatayud	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	22	Campo de Belchite	Hombre	2
2015	3	América	06	Resto de América	343	Colombia	23	Bajo Martín	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	25	Jiloca	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	26	Cuencas Mineras	Hombre	2
2015	3	América	06	Resto de América	343	Colombia	27	Andorra-Sierra de Arcos	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	28	Bajo Aragón	Hombre	1
2015	3	América	06	Resto de América	343	Colombia	29	Comunidad de Teruel	Hombre	17
2015	3	América	06	Resto de América	343	Colombia	32	Gúdar-Javalambre	Hombre	3
2015	3	América	06	Resto de América	343	Colombia	33	Matarraña / Matarranya	Hombre	1
2015	3	América	06	Resto de América	344	Chile	01	La Jacetania	Hombre	13
2015	3	América	06	Resto de América	344	Chile	02	Alto Gállego	Hombre	9
2015	3	América	06	Resto de América	344	Chile	03	Sobrarbe	Hombre	25
2015	3	América	06	Resto de América	344	Chile	04	La Ribagorza	Hombre	53
2015	3	América	06	Resto de América	344	Chile	05	Cinco Villas	Hombre	52
2015	3	América	06	Resto de América	344	Chile	06	Hoya de Huesca / Plana de Uesca	Hombre	75
2015	3	América	06	Resto de América	344	Chile	07	Somontano de Barbastro	Hombre	30
2015	3	América	06	Resto de América	344	Chile	08	Cinca Medio	Hombre	5
2015	3	América	06	Resto de América	344	Chile	09	La Litera / La Llitera	Hombre	8
2015	3	América	06	Resto de América	344	Chile	10	Los Monegros	Hombre	7
2015	3	América	06	Resto de América	344	Chile	11	Bajo Cinca / Baix Cinca	Hombre	12
2015	3	América	06	Resto de América	344	Chile	12	Tarazona y el Moncayo	Hombre	7
2015	3	América	06	Resto de América	344	Chile	13	Campo de Borja	Hombre	4
2015	3	América	06	Resto de América	344	Chile	14	Aranda	Hombre	2
2015	3	América	06	Resto de América	344	Chile	15	Ribera Alta del Ebro	Hombre	11
2015	3	América	06	Resto de América	344	Chile	16	Valdejalón	Hombre	17
2015	3	América	06	Resto de América	344	Chile	17	Central	Hombre	315
2015	3	América	06	Resto de América	344	Chile	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	9
2015	3	América	06	Resto de América	344	Chile	20	Comunidad de Calatayud	Hombre	20
2015	3	América	06	Resto de América	344	Chile	22	Campo de Belchite	Hombre	1
2015	3	América	06	Resto de América	344	Chile	23	Bajo Martín	Hombre	2
2015	3	América	06	Resto de América	344	Chile	24	Campo de Daroca	Hombre	3
2015	3	América	06	Resto de América	344	Chile	25	Jiloca	Hombre	4
2015	3	América	06	Resto de América	344	Chile	26	Cuencas Mineras	Hombre	11
2015	3	América	06	Resto de América	344	Chile	27	Andorra-Sierra de Arcos	Hombre	2
2015	3	América	06	Resto de América	344	Chile	28	Bajo Aragón	Hombre	38
2015	3	América	06	Resto de América	344	Chile	29	Comunidad de Teruel	Hombre	39
2015	3	América	06	Resto de América	344	Chile	30	Maestrazgo	Hombre	3
2015	3	América	06	Resto de América	344	Chile	31	Sierra de Albarracín	Hombre	17
2015	3	América	06	Resto de América	344	Chile	32	Gúdar-Javalambre	Hombre	1
2015	3	América	06	Resto de América	344	Chile	33	Matarraña / Matarranya	Hombre	4
2015	3	América	06	Resto de América	345	Ecuador	01	La Jacetania	Hombre	17
2015	3	América	06	Resto de América	345	Ecuador	02	Alto Gállego	Hombre	14
2015	3	América	06	Resto de América	345	Ecuador	04	La Ribagorza	Hombre	8
2015	3	América	06	Resto de América	345	Ecuador	05	Cinco Villas	Hombre	4
2015	3	América	06	Resto de América	345	Ecuador	06	Hoya de Huesca / Plana de Uesca	Hombre	24
2015	3	América	06	Resto de América	345	Ecuador	07	Somontano de Barbastro	Hombre	5
2015	3	América	06	Resto de América	345	Ecuador	09	La Litera / La Llitera	Hombre	4
2015	3	América	06	Resto de América	345	Ecuador	10	Los Monegros	Hombre	1
2015	3	América	06	Resto de América	345	Ecuador	12	Tarazona y el Moncayo	Hombre	7
2015	3	América	06	Resto de América	345	Ecuador	14	Aranda	Hombre	1
2015	3	América	06	Resto de América	345	Ecuador	15	Ribera Alta del Ebro	Hombre	4
2015	3	América	06	Resto de América	345	Ecuador	16	Valdejalón	Hombre	6
2015	3	América	06	Resto de América	345	Ecuador	17	Central	Hombre	418
2015	3	América	06	Resto de América	345	Ecuador	18	Ribera Baja del Ebro	Hombre	2
2015	3	América	06	Resto de América	345	Ecuador	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	2
2015	3	América	06	Resto de América	345	Ecuador	20	Comunidad de Calatayud	Hombre	2
2015	3	América	06	Resto de América	345	Ecuador	21	Campo de Cariñena	Hombre	1
2015	3	América	06	Resto de América	345	Ecuador	22	Campo de Belchite	Hombre	2
2015	3	América	06	Resto de América	345	Ecuador	24	Campo de Daroca	Hombre	1
2015	3	América	06	Resto de América	345	Ecuador	25	Jiloca	Hombre	1
2015	3	América	06	Resto de América	345	Ecuador	28	Bajo Aragón	Hombre	7
2015	3	América	06	Resto de América	345	Ecuador	29	Comunidad de Teruel	Hombre	19
2015	3	América	06	Resto de América	345	Ecuador	30	Maestrazgo	Hombre	1
2015	3	América	06	Resto de América	345	Ecuador	33	Matarraña / Matarranya	Hombre	2
2015	3	América	06	Resto de América	347	Paraguay	01	La Jacetania	Hombre	30
2015	3	América	06	Resto de América	347	Paraguay	06	Hoya de Huesca / Plana de Uesca	Hombre	13
2015	3	América	06	Resto de América	347	Paraguay	07	Somontano de Barbastro	Hombre	2
2015	3	América	06	Resto de América	347	Paraguay	09	La Litera / La Llitera	Hombre	7
2015	3	América	06	Resto de América	347	Paraguay	12	Tarazona y el Moncayo	Hombre	5
2015	3	América	06	Resto de América	347	Paraguay	14	Aranda	Hombre	1
2015	3	América	06	Resto de América	347	Paraguay	17	Central	Hombre	20
2015	3	América	06	Resto de América	347	Paraguay	18	Ribera Baja del Ebro	Hombre	9
2015	3	América	06	Resto de América	347	Paraguay	20	Comunidad de Calatayud	Hombre	6
2015	3	América	06	Resto de América	347	Paraguay	25	Jiloca	Hombre	1
2015	3	América	06	Resto de América	347	Paraguay	29	Comunidad de Teruel	Hombre	2
2015	3	América	06	Resto de América	348	Perú	01	La Jacetania	Hombre	2
2015	3	América	06	Resto de América	348	Perú	02	Alto Gállego	Hombre	1
2015	3	América	06	Resto de América	348	Perú	03	Sobrarbe	Hombre	1
2015	3	América	06	Resto de América	348	Perú	05	Cinco Villas	Hombre	1
2015	3	América	06	Resto de América	348	Perú	06	Hoya de Huesca / Plana de Uesca	Hombre	17
2015	3	América	06	Resto de América	348	Perú	08	Cinca Medio	Hombre	3
2015	3	América	06	Resto de América	348	Perú	09	La Litera / La Llitera	Hombre	2
2015	3	América	06	Resto de América	348	Perú	10	Los Monegros	Hombre	1
2015	3	América	06	Resto de América	348	Perú	11	Bajo Cinca / Baix Cinca	Hombre	2
2015	3	América	06	Resto de América	348	Perú	12	Tarazona y el Moncayo	Hombre	1
2015	3	América	06	Resto de América	348	Perú	13	Campo de Borja	Hombre	2
2015	3	América	06	Resto de América	348	Perú	14	Aranda	Hombre	1
2015	3	América	06	Resto de América	348	Perú	16	Valdejalón	Hombre	3
2015	3	América	06	Resto de América	348	Perú	17	Central	Hombre	184
2015	3	América	06	Resto de América	348	Perú	18	Ribera Baja del Ebro	Hombre	1
2015	3	América	06	Resto de América	348	Perú	20	Comunidad de Calatayud	Hombre	6
2015	3	América	06	Resto de América	348	Perú	21	Campo de Cariñena	Hombre	1
2015	3	América	06	Resto de América	348	Perú	23	Bajo Martín	Hombre	1
2015	3	América	06	Resto de América	348	Perú	24	Campo de Daroca	Hombre	1
2015	3	América	06	Resto de América	348	Perú	25	Jiloca	Hombre	2
2015	3	América	06	Resto de América	348	Perú	26	Cuencas Mineras	Hombre	2
2015	3	América	06	Resto de América	348	Perú	27	Andorra-Sierra de Arcos	Hombre	1
2015	3	América	06	Resto de América	348	Perú	28	Bajo Aragón	Hombre	3
2015	3	América	06	Resto de América	348	Perú	29	Comunidad de Teruel	Hombre	5
2015	3	América	06	Resto de América	350	Uruguay	01	La Jacetania	Hombre	7
2015	3	América	06	Resto de América	350	Uruguay	02	Alto Gállego	Hombre	1
2015	3	América	06	Resto de América	350	Uruguay	03	Sobrarbe	Hombre	7
2015	3	América	06	Resto de América	350	Uruguay	04	La Ribagorza	Hombre	1
2015	3	América	06	Resto de América	350	Uruguay	05	Cinco Villas	Hombre	14
2015	3	América	06	Resto de América	350	Uruguay	06	Hoya de Huesca / Plana de Uesca	Hombre	8
2015	3	América	06	Resto de América	350	Uruguay	07	Somontano de Barbastro	Hombre	6
2015	3	América	06	Resto de América	350	Uruguay	10	Los Monegros	Hombre	4
2015	3	América	06	Resto de América	350	Uruguay	11	Bajo Cinca / Baix Cinca	Hombre	4
2015	3	América	06	Resto de América	350	Uruguay	16	Valdejalón	Hombre	2
2015	3	América	06	Resto de América	350	Uruguay	17	Central	Hombre	91
2015	3	América	06	Resto de América	350	Uruguay	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	6
2015	3	América	06	Resto de América	350	Uruguay	20	Comunidad de Calatayud	Hombre	4
2015	3	América	06	Resto de América	350	Uruguay	24	Campo de Daroca	Hombre	4
2015	3	América	06	Resto de América	350	Uruguay	25	Jiloca	Hombre	1
2015	3	América	06	Resto de América	350	Uruguay	27	Andorra-Sierra de Arcos	Hombre	2
2015	3	América	06	Resto de América	350	Uruguay	28	Bajo Aragón	Hombre	1
2015	3	América	06	Resto de América	350	Uruguay	29	Comunidad de Teruel	Hombre	2
2015	3	América	06	Resto de América	350	Uruguay	30	Maestrazgo	Hombre	5
2015	3	América	06	Resto de América	350	Uruguay	31	Sierra de Albarracín	Hombre	3
2015	3	América	06	Resto de América	350	Uruguay	32	Gúdar-Javalambre	Hombre	4
2015	3	América	06	Resto de América	350	Uruguay	33	Matarraña / Matarranya	Hombre	2
2015	3	América	06	Resto de América	351	Venezuela	01	La Jacetania	Hombre	23
2015	3	América	06	Resto de América	351	Venezuela	02	Alto Gállego	Hombre	3
2015	3	América	06	Resto de América	351	Venezuela	03	Sobrarbe	Hombre	1
2015	3	América	06	Resto de América	351	Venezuela	04	La Ribagorza	Hombre	11
2015	3	América	06	Resto de América	351	Venezuela	05	Cinco Villas	Hombre	25
2015	3	América	06	Resto de América	351	Venezuela	06	Hoya de Huesca / Plana de Uesca	Hombre	59
2015	3	América	06	Resto de América	351	Venezuela	07	Somontano de Barbastro	Hombre	20
2015	3	América	06	Resto de América	351	Venezuela	08	Cinca Medio	Hombre	12
2015	3	América	06	Resto de América	351	Venezuela	09	La Litera / La Llitera	Hombre	15
2015	3	América	06	Resto de América	351	Venezuela	10	Los Monegros	Hombre	13
2015	3	América	06	Resto de América	351	Venezuela	11	Bajo Cinca / Baix Cinca	Hombre	5
2015	3	América	06	Resto de América	351	Venezuela	12	Tarazona y el Moncayo	Hombre	10
2015	3	América	06	Resto de América	351	Venezuela	13	Campo de Borja	Hombre	5
2015	3	América	06	Resto de América	351	Venezuela	14	Aranda	Hombre	4
2015	3	América	06	Resto de América	351	Venezuela	15	Ribera Alta del Ebro	Hombre	3
2015	3	América	06	Resto de América	351	Venezuela	16	Valdejalón	Hombre	11
2015	3	América	06	Resto de América	351	Venezuela	17	Central	Hombre	657
2015	3	América	06	Resto de América	351	Venezuela	18	Ribera Baja del Ebro	Hombre	5
2015	3	América	06	Resto de América	351	Venezuela	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	22
2015	3	América	06	Resto de América	351	Venezuela	20	Comunidad de Calatayud	Hombre	37
2015	3	América	06	Resto de América	351	Venezuela	21	Campo de Cariñena	Hombre	1
2015	3	América	06	Resto de América	351	Venezuela	22	Campo de Belchite	Hombre	8
2015	3	América	06	Resto de América	351	Venezuela	23	Bajo Martín	Hombre	3
2015	3	América	06	Resto de América	351	Venezuela	24	Campo de Daroca	Hombre	7
2015	3	América	06	Resto de América	351	Venezuela	25	Jiloca	Hombre	13
2015	3	América	06	Resto de América	351	Venezuela	26	Cuencas Mineras	Hombre	4
2015	3	América	06	Resto de América	351	Venezuela	27	Andorra-Sierra de Arcos	Hombre	12
2015	3	América	06	Resto de América	351	Venezuela	28	Bajo Aragón	Hombre	22
2015	3	América	06	Resto de América	351	Venezuela	29	Comunidad de Teruel	Hombre	59
2015	3	América	06	Resto de América	351	Venezuela	30	Maestrazgo	Hombre	1
2015	3	América	06	Resto de América	351	Venezuela	31	Sierra de Albarracín	Hombre	4
2015	3	América	06	Resto de América	351	Venezuela	32	Gúdar-Javalambre	Hombre	16
2015	3	América	06	Resto de América	351	Venezuela	33	Matarraña / Matarranya	Hombre	13
2015	4	Asia	07	Asia	402	Arabia Saudí	01	La Jacetania	Hombre	1
2015	4	Asia	07	Asia	402	Arabia Saudí	04	La Ribagorza	Hombre	1
2015	4	Asia	07	Asia	402	Arabia Saudí	05	Cinco Villas	Hombre	1
2015	4	Asia	07	Asia	402	Arabia Saudí	07	Somontano de Barbastro	Hombre	1
2015	4	Asia	07	Asia	402	Arabia Saudí	12	Tarazona y el Moncayo	Hombre	1
2015	4	Asia	07	Asia	402	Arabia Saudí	17	Central	Hombre	26
2015	4	Asia	07	Asia	402	Arabia Saudí	20	Comunidad de Calatayud	Hombre	1
2015	4	Asia	07	Asia	402	Arabia Saudí	28	Bajo Aragón	Hombre	1
2015	4	Asia	07	Asia	407	China	04	La Ribagorza	Hombre	1
2015	4	Asia	07	Asia	407	China	05	Cinco Villas	Hombre	1
2015	4	Asia	07	Asia	407	China	06	Hoya de Huesca / Plana de Uesca	Hombre	3
2015	4	Asia	07	Asia	407	China	08	Cinca Medio	Hombre	2
2015	4	Asia	07	Asia	407	China	10	Los Monegros	Hombre	1
2015	4	Asia	07	Asia	407	China	15	Ribera Alta del Ebro	Hombre	1
2015	4	Asia	07	Asia	407	China	17	Central	Hombre	47
2015	4	Asia	07	Asia	407	China	28	Bajo Aragón	Hombre	2
2015	4	Asia	07	Asia	407	China	29	Comunidad de Teruel	Hombre	1
2015	4	Asia	07	Asia	407	China	32	Gúdar-Javalambre	Hombre	1
2015	4	Asia	07	Asia	408	Emiratos Arabes Unidos	02	Alto Gállego	Hombre	1
2015	4	Asia	07	Asia	408	Emiratos Arabes Unidos	07	Somontano de Barbastro	Hombre	2
2015	4	Asia	07	Asia	408	Emiratos Arabes Unidos	17	Central	Hombre	19
2015	4	Asia	07	Asia	408	Emiratos Arabes Unidos	29	Comunidad de Teruel	Hombre	1
2015	4	Asia	07	Asia	408	Emiratos Arabes Unidos	33	Matarraña / Matarranya	Hombre	1
2015	4	Asia	07	Asia	409	Filipinas	02	Alto Gállego	Hombre	1
2015	4	Asia	07	Asia	409	Filipinas	04	La Ribagorza	Hombre	1
2015	4	Asia	07	Asia	409	Filipinas	07	Somontano de Barbastro	Hombre	1
2015	4	Asia	07	Asia	409	Filipinas	09	La Litera / La Llitera	Hombre	1
2015	4	Asia	07	Asia	409	Filipinas	17	Central	Hombre	29
2015	4	Asia	07	Asia	409	Filipinas	20	Comunidad de Calatayud	Hombre	7
2015	4	Asia	07	Asia	410	India	08	Cinca Medio	Hombre	1
2015	4	Asia	07	Asia	410	India	16	Valdejalón	Hombre	1
2015	4	Asia	07	Asia	410	India	17	Central	Hombre	6
2015	4	Asia	07	Asia	410	India	29	Comunidad de Teruel	Hombre	1
2015	4	Asia	07	Asia	411	Indonesia	01	La Jacetania	Hombre	2
2015	4	Asia	07	Asia	411	Indonesia	17	Central	Hombre	5
2015	4	Asia	07	Asia	414	Israel	15	Ribera Alta del Ebro	Hombre	1
2015	4	Asia	07	Asia	414	Israel	17	Central	Hombre	10
2015	4	Asia	07	Asia	414	Israel	28	Bajo Aragón	Hombre	1
2015	4	Asia	07	Asia	415	Japón	07	Somontano de Barbastro	Hombre	1
2015	4	Asia	07	Asia	415	Japón	16	Valdejalón	Hombre	1
2015	4	Asia	07	Asia	415	Japón	17	Central	Hombre	20
2015	4	Asia	07	Asia	415	Japón	29	Comunidad de Teruel	Hombre	1
2015	4	Asia	07	Asia	416	Jordania	17	Central	Hombre	33
2015	4	Asia	07	Asia	416	Jordania	20	Comunidad de Calatayud	Hombre	1
2015	4	Asia	07	Asia	417	Camboya	12	Tarazona y el Moncayo	Hombre	1
2015	4	Asia	07	Asia	417	Camboya	17	Central	Hombre	4
2015	4	Asia	07	Asia	418	Kuwait	17	Central	Hombre	4
2015	4	Asia	07	Asia	420	Líbano	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2015	4	Asia	07	Asia	420	Líbano	15	Ribera Alta del Ebro	Hombre	1
2015	4	Asia	07	Asia	420	Líbano	17	Central	Hombre	13
2015	4	Asia	07	Asia	421	Malasia	11	Bajo Cinca / Baix Cinca	Hombre	1
2015	4	Asia	07	Asia	421	Malasia	17	Central	Hombre	5
2015	4	Asia	07	Asia	425	Omán	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2015	4	Asia	07	Asia	426	Pakistán	17	Central	Hombre	1
2015	4	Asia	07	Asia	426	Pakistán	26	Cuencas Mineras	Hombre	1
2015	4	Asia	07	Asia	426	Pakistán	29	Comunidad de Teruel	Hombre	2
2015	4	Asia	07	Asia	427	Qatar	17	Central	Hombre	9
2015	4	Asia	07	Asia	430	República de Corea	03	Sobrarbe	Hombre	1
2015	4	Asia	07	Asia	430	República de Corea	17	Central	Hombre	3
2015	4	Asia	07	Asia	432	Singapur	01	La Jacetania	Hombre	1
2015	4	Asia	07	Asia	432	Singapur	02	Alto Gállego	Hombre	1
2015	4	Asia	07	Asia	432	Singapur	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2015	4	Asia	07	Asia	432	Singapur	17	Central	Hombre	10
2015	4	Asia	07	Asia	432	Singapur	20	Comunidad de Calatayud	Hombre	2
2015	4	Asia	07	Asia	432	Singapur	30	Maestrazgo	Hombre	1
2015	4	Asia	07	Asia	433	Siria	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2015	4	Asia	07	Asia	433	Siria	17	Central	Hombre	17
2015	4	Asia	07	Asia	433	Siria	21	Campo de Cariñena	Hombre	1
2015	4	Asia	07	Asia	435	Tailandia	02	Alto Gállego	Hombre	1
2015	4	Asia	07	Asia	435	Tailandia	03	Sobrarbe	Hombre	1
2015	4	Asia	07	Asia	435	Tailandia	06	Hoya de Huesca / Plana de Uesca	Hombre	3
2015	4	Asia	07	Asia	435	Tailandia	09	La Litera / La Llitera	Hombre	1
2015	4	Asia	07	Asia	435	Tailandia	11	Bajo Cinca / Baix Cinca	Hombre	1
2015	4	Asia	07	Asia	435	Tailandia	17	Central	Hombre	5
2015	4	Asia	07	Asia	435	Tailandia	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1
2015	4	Asia	07	Asia	437	Vietnam	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2015	4	Asia	07	Asia	437	Vietnam	17	Central	Hombre	3
2015	4	Asia	07	Asia	442	Azerbaiyan	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2015	4	Asia	07	Asia	443	Kazajstan	08	Cinca Medio	Hombre	1
2015	4	Asia	07	Asia	443	Kazajstan	17	Central	Hombre	1
2015	4	Asia	07	Asia	499	Países sin relaciones diplomáticas	06	Hoya de Huesca / Plana de Uesca	Hombre	1
2015	4	Asia	07	Asia	499	Países sin relaciones diplomáticas	07	Somontano de Barbastro	Hombre	1
2015	4	Asia	07	Asia	499	Países sin relaciones diplomáticas	17	Central	Hombre	5
2015	5	Oceanía	08	Oceanía	501	Australia	01	La Jacetania	Hombre	2
2015	5	Oceanía	08	Oceanía	501	Australia	04	La Ribagorza	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	05	Cinco Villas	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	06	Hoya de Huesca / Plana de Uesca	Hombre	7
2015	5	Oceanía	08	Oceanía	501	Australia	07	Somontano de Barbastro	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	10	Los Monegros	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	11	Bajo Cinca / Baix Cinca	Hombre	3
2015	5	Oceanía	08	Oceanía	501	Australia	15	Ribera Alta del Ebro	Hombre	2
2015	5	Oceanía	08	Oceanía	501	Australia	16	Valdejalón	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	17	Central	Hombre	75
2015	5	Oceanía	08	Oceanía	501	Australia	18	Ribera Baja del Ebro	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	20	Comunidad de Calatayud	Hombre	2
2015	5	Oceanía	08	Oceanía	501	Australia	22	Campo de Belchite	Hombre	2
2015	5	Oceanía	08	Oceanía	501	Australia	24	Campo de Daroca	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	25	Jiloca	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	26	Cuencas Mineras	Hombre	4
2015	5	Oceanía	08	Oceanía	501	Australia	27	Andorra-Sierra de Arcos	Hombre	2
2015	5	Oceanía	08	Oceanía	501	Australia	28	Bajo Aragón	Hombre	3
2015	5	Oceanía	08	Oceanía	501	Australia	29	Comunidad de Teruel	Hombre	10
2015	5	Oceanía	08	Oceanía	501	Australia	30	Maestrazgo	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	32	Gúdar-Javalambre	Hombre	1
2015	5	Oceanía	08	Oceanía	501	Australia	33	Matarraña / Matarranya	Hombre	1
