Municipio código	Municipio nombre	Número de personas en el hogar	Número hogares
44089	Cubla	04	3
44090	Cucalón	01	14
44090	Cucalón	02	7
44090	Cucalón	03	4
44090	Cucalón	04	1
44090	Cucalón	05	2
44090	Cucalón	06	3
44090	Cucalón	08	1
44092	Cuervo (El)	01	25
44092	Cuervo (El)	02	17
44092	Cuervo (El)	03	6
44092	Cuervo (El)	04	4
44092	Cuervo (El)	05	2
44092	Cuervo (El)	06	2
44093	Cuevas de Almudén	01	9
44093	Cuevas de Almudén	02	7
44093	Cuevas de Almudén	03	10
44093	Cuevas de Almudén	04	7
44093	Cuevas de Almudén	05	3
44093	Cuevas de Almudén	08	1
44094	Cuevas Labradas	01	19
44094	Cuevas Labradas	02	17
44094	Cuevas Labradas	03	14
44094	Cuevas Labradas	04	8
44094	Cuevas Labradas	05	4
44094	Cuevas Labradas	06	1
44096	Ejulve	01	27
44096	Ejulve	02	27
44096	Ejulve	03	10
44096	Ejulve	04	15
44096	Ejulve	05	6
44096	Ejulve	06	2
44096	Ejulve	07	1
44097	Escorihuela	01	22
44097	Escorihuela	02	40
44097	Escorihuela	03	10
44097	Escorihuela	04	13
44097	Escorihuela	05	4
44097	Escorihuela	06	1
44099	Escucha	01	71
44099	Escucha	02	81
44099	Escucha	03	79
44099	Escucha	04	100
44099	Escucha	05	28
44099	Escucha	06	8
44099	Escucha	07	2
44099	Escucha	08	2
44100	Estercuel	01	41
44100	Estercuel	02	32
44100	Estercuel	03	15
44100	Estercuel	04	25
44100	Estercuel	05	9
44100	Estercuel	06	2
44100	Estercuel	07	1
44101	Ferreruela de Huerva	01	19
44101	Ferreruela de Huerva	02	12
44101	Ferreruela de Huerva	03	2
44101	Ferreruela de Huerva	04	3
44101	Ferreruela de Huerva	05	1
44101	Ferreruela de Huerva	07	2
44102	Fonfría	01	2
44102	Fonfría	02	4
44102	Fonfría	03	4
44102	Fonfría	04	1
44102	Fonfría	05	1
44103	Formiche Alto	01	28
44103	Formiche Alto	02	18
44103	Formiche Alto	03	21
44103	Formiche Alto	04	8
44103	Formiche Alto	05	5
44103	Formiche Alto	07	1
44103	Formiche Alto	10 o más	1
44105	Fórnoles	01	25
44105	Fórnoles	02	12
44105	Fórnoles	03	3
44105	Fórnoles	04	4
44105	Fórnoles	05	4
44106	Fortanete	01	30
44106	Fortanete	02	28
44106	Fortanete	03	12
44106	Fortanete	04	9
44106	Fortanete	05	2
44106	Fortanete	06	2
44107	Foz-Calanda	01	28
44107	Foz-Calanda	02	29
44107	Foz-Calanda	03	17
44107	Foz-Calanda	04	17
44107	Foz-Calanda	05	2
44107	Foz-Calanda	06	3
44107	Foz-Calanda	07	1
44107	Foz-Calanda	08	1
44107	Foz-Calanda	09	1
44108	Fresneda (La)	01	64
44108	Fresneda (La)	02	53
44108	Fresneda (La)	03	28
44108	Fresneda (La)	04	24
44108	Fresneda (La)	05	10
44108	Fresneda (La)	06	2
44108	Fresneda (La)	07	1
44109	Frías de Albarracín	01	25
44109	Frías de Albarracín	02	14
44109	Frías de Albarracín	03	12
44109	Frías de Albarracín	04	9
44109	Frías de Albarracín	05	2
44109	Frías de Albarracín	06	2
44109	Frías de Albarracín	07	1
44110	Fuenferrada	01	2
44110	Fuenferrada	02	10
44110	Fuenferrada	03	3
44110	Fuenferrada	04	3
44110	Fuenferrada	05	1
44111	Fuentes Calientes	01	14
44111	Fuentes Calientes	02	13
44111	Fuentes Calientes	03	10
44111	Fuentes Calientes	04	8
44111	Fuentes Calientes	05	2
44111	Fuentes Calientes	06	1
44111	Fuentes Calientes	07	1
44112	Fuentes Claras	01	77
44112	Fuentes Claras	02	77
44112	Fuentes Claras	03	45
44112	Fuentes Claras	04	41
44112	Fuentes Claras	05	13
44112	Fuentes Claras	06	5
44113	Fuentes de Rubielos	01	12
44113	Fuentes de Rubielos	02	17
44113	Fuentes de Rubielos	03	6
44113	Fuentes de Rubielos	04	5
44113	Fuentes de Rubielos	05	1
44113	Fuentes de Rubielos	09	1
44114	Fuentespalda	01	34
44114	Fuentespalda	02	36
44114	Fuentespalda	03	23
44114	Fuentespalda	04	23
44114	Fuentespalda	05	9
44114	Fuentespalda	06	6
44114	Fuentespalda	07	1
44115	Galve	01	12
44115	Galve	02	15
44115	Galve	03	14
44115	Galve	04	6
44115	Galve	05	3
44115	Galve	06	3
44116	Gargallo	01	12
44116	Gargallo	02	11
44116	Gargallo	03	11
44116	Gargallo	04	7
44116	Gargallo	05	5
44116	Gargallo	06	1
44117	Gea de Albarracín	01	58
44117	Gea de Albarracín	02	61
44117	Gea de Albarracín	03	19
44117	Gea de Albarracín	04	17
44117	Gea de Albarracín	05	18
44117	Gea de Albarracín	06	5
44118	Ginebrosa (La)	01	30
44118	Ginebrosa (La)	02	31
44118	Ginebrosa (La)	03	19
44118	Ginebrosa (La)	04	17
44118	Ginebrosa (La)	05	3
44118	Ginebrosa (La)	06	1
44119	Griegos	01	18
44119	Griegos	02	17
44119	Griegos	03	9
44119	Griegos	04	9
44119	Griegos	05	3
44119	Griegos	06	1
44120	Guadalaviar	01	24
44120	Guadalaviar	02	32
44120	Guadalaviar	03	21
44120	Guadalaviar	04	16
44120	Guadalaviar	05	7
44120	Guadalaviar	06	3
44120	Guadalaviar	07	1
44121	Gúdar	01	6
44121	Gúdar	02	10
44121	Gúdar	03	7
44121	Gúdar	04	3
44121	Gúdar	05	2
44121	Gúdar	06	1
44122	Híjar	01	184
44122	Híjar	02	245
44122	Híjar	03	148
44122	Híjar	04	135
44122	Híjar	05	31
44122	Híjar	06	7
44122	Híjar	07	2
44123	Hinojosa de Jarque	01	10
44123	Hinojosa de Jarque	02	13
44123	Hinojosa de Jarque	03	17
44123	Hinojosa de Jarque	04	6
44123	Hinojosa de Jarque	05	6
44123	Hinojosa de Jarque	06	2
44123	Hinojosa de Jarque	08	1
44123	Hinojosa de Jarque	09	1
44124	Hoz de la Vieja (La)	01	26
44124	Hoz de la Vieja (La)	02	17
44124	Hoz de la Vieja (La)	03	10
44124	Hoz de la Vieja (La)	04	7
44124	Hoz de la Vieja (La)	05	1
44125	Huesa del Común	01	25
44125	Huesa del Común	02	25
44125	Huesa del Común	03	6
44125	Huesa del Común	04	8
44125	Huesa del Común	05	1
44125	Huesa del Común	06	1
44126	Iglesuela del Cid (La)	01	52
44126	Iglesuela del Cid (La)	02	49
44126	Iglesuela del Cid (La)	03	46
44126	Iglesuela del Cid (La)	04	30
44126	Iglesuela del Cid (La)	05	8
44126	Iglesuela del Cid (La)	06	3
44126	Iglesuela del Cid (La)	07	1
44126	Iglesuela del Cid (La)	08	2
44127	Jabaloyas	01	11
44127	Jabaloyas	02	11
44127	Jabaloyas	03	5
44127	Jabaloyas	04	6
44127	Jabaloyas	05	1
44127	Jabaloyas	07	1
44128	Jarque de la Val	01	11
44128	Jarque de la Val	02	13
44128	Jarque de la Val	03	6
44128	Jarque de la Val	04	7
44128	Jarque de la Val	05	2
44129	Jatiel	01	10
44129	Jatiel	02	7
44129	Jatiel	03	4
44129	Jatiel	04	2
44129	Jatiel	05	2
44130	Jorcas	01	6
44130	Jorcas	02	7
44130	Jorcas	03	4
44130	Jorcas	04	2
44130	Jorcas	05	1
44131	Josa	01	14
44131	Josa	02	3
44131	Josa	03	2
44131	Josa	04	1
44132	Lagueruela	01	14
44132	Lagueruela	02	8
44132	Lagueruela	03	7
44132	Lagueruela	04	2
44132	Lagueruela	05	1
44133	Lanzuela	01	6
44133	Lanzuela	02	3
44133	Lanzuela	03	4
44133	Lanzuela	04	1
44135	Libros	01	32
44135	Libros	02	22
44135	Libros	03	11
44135	Libros	04	5
44135	Libros	05	3
44135	Libros	06	1
44135	Libros	07	1
44136	Lidón	01	20
44136	Lidón	02	9
44136	Lidón	03	5
44136	Lidón	04	3
44136	Lidón	05	2
44137	Linares de Mora	01	38
44137	Linares de Mora	02	32
44137	Linares de Mora	03	21
44137	Linares de Mora	04	20
44137	Linares de Mora	05	8
44137	Linares de Mora	06	3
44138	Loscos	01	26
44138	Loscos	02	31
44138	Loscos	03	14
44138	Loscos	04	12
44138	Loscos	05	2
44141	Lledó	01	16
44141	Lledó	02	14
44141	Lledó	03	8
44141	Lledó	04	16
44141	Lledó	05	8
44141	Lledó	06	5
44141	Lledó	07	1
44142	Maicas	01	22
44142	Maicas	02	8
44142	Maicas	04	1
44143	Manzanera	01	75
44143	Manzanera	02	54
44143	Manzanera	03	34
44143	Manzanera	04	26
44143	Manzanera	05	10
44143	Manzanera	06	3
44143	Manzanera	07	1
44144	Martín del Río	01	51
44144	Martín del Río	02	53
44144	Martín del Río	03	26
44144	Martín del Río	04	38
44144	Martín del Río	05	14
44144	Martín del Río	06	2
44144	Martín del Río	07	1
44145	Mas de las Matas	01	119
44145	Mas de las Matas	02	152
44145	Mas de las Matas	03	94
44145	Mas de las Matas	04	95
44145	Mas de las Matas	05	40
44145	Mas de las Matas	06	8
44145	Mas de las Matas	07	6
44145	Mas de las Matas	08	1
44146	Mata de los Olmos (La)	01	23
44146	Mata de los Olmos (La)	02	23
44146	Mata de los Olmos (La)	03	13
44146	Mata de los Olmos (La)	04	25
44146	Mata de los Olmos (La)	05	9
44146	Mata de los Olmos (La)	06	2
44146	Mata de los Olmos (La)	08	1
44147	Mazaleón	01	57
44147	Mazaleón	02	63
44147	Mazaleón	03	32
44147	Mazaleón	04	45
44147	Mazaleón	05	20
44147	Mazaleón	06	6
44147	Mazaleón	09	1
44148	Mezquita de Jarque	01	17
44148	Mezquita de Jarque	02	12
44148	Mezquita de Jarque	03	7
44148	Mezquita de Jarque	04	11
44148	Mezquita de Jarque	05	3
44148	Mezquita de Jarque	07	2
44149	Mirambel	01	13
44149	Mirambel	02	16
44149	Mirambel	03	7
44149	Mirambel	04	11
44149	Mirambel	05	2
44149	Mirambel	06	3
44149	Mirambel	07	1
44150	Miravete de la Sierra	01	11
44150	Miravete de la Sierra	02	4
44150	Miravete de la Sierra	03	6
44150	Miravete de la Sierra	05	1
44151	Molinos	01	41
44151	Molinos	02	40
44151	Molinos	03	19
44151	Molinos	04	17
44151	Molinos	05	4
44151	Molinos	06	3
44151	Molinos	07	2
44152	Monforte de Moyuela	01	13
44152	Monforte de Moyuela	02	10
44152	Monforte de Moyuela	03	5
44152	Monforte de Moyuela	04	6
44152	Monforte de Moyuela	05	1
44153	Monreal del Campo	01	212
44153	Monreal del Campo	02	233
44153	Monreal del Campo	03	156
44153	Monreal del Campo	04	190
44153	Monreal del Campo	05	51
44153	Monreal del Campo	06	21
44153	Monreal del Campo	07	1
44153	Monreal del Campo	08	5
44153	Monreal del Campo	09	1
44154	Monroyo	01	36
44154	Monroyo	02	45
44154	Monroyo	03	23
44154	Monroyo	04	20
44154	Monroyo	05	10
44154	Monroyo	06	5
44154	Monroyo	07	1
44155	Montalbán	01	127
44155	Montalbán	02	133
44155	Montalbán	03	105
44155	Montalbán	04	130
44155	Montalbán	05	43
44155	Montalbán	06	8
44155	Montalbán	07	4
44155	Montalbán	08	1
44155	Montalbán	10 o más	1
44156	Monteagudo del Castillo	01	8
44156	Monteagudo del Castillo	02	10
44156	Monteagudo del Castillo	03	3
44156	Monteagudo del Castillo	04	2
44156	Monteagudo del Castillo	06	2
44156	Monteagudo del Castillo	10 o más	1
44157	Monterde de Albarracín	01	18
44157	Monterde de Albarracín	02	14
44157	Monterde de Albarracín	03	4
44157	Monterde de Albarracín	04	1
44157	Monterde de Albarracín	05	1
44157	Monterde de Albarracín	06	1
44158	Mora de Rubielos	01	159
44158	Mora de Rubielos	02	139
44158	Mora de Rubielos	03	80
44158	Mora de Rubielos	04	121
44158	Mora de Rubielos	05	28
44158	Mora de Rubielos	06	6
44158	Mora de Rubielos	07	2
44158	Mora de Rubielos	08	1
44159	Moscardón	01	15
44159	Moscardón	02	4
44159	Moscardón	03	4
44159	Moscardón	04	1
44159	Moscardón	05	2
44159	Moscardón	06	1
44160	Mosqueruela	01	83
44160	Mosqueruela	02	61
44160	Mosqueruela	03	47
44160	Mosqueruela	04	48
44160	Mosqueruela	05	9
44160	Mosqueruela	06	11
44160	Mosqueruela	07	1
44160	Mosqueruela	08	3
44160	Mosqueruela	09	2
44161	Muniesa	01	93
44161	Muniesa	02	98
44161	Muniesa	03	54
44161	Muniesa	04	41
44161	Muniesa	05	11
44161	Muniesa	06	1
44161	Muniesa	07	1
44163	Noguera de Albarracín	01	32
44163	Noguera de Albarracín	02	23
44163	Noguera de Albarracín	03	9
44163	Noguera de Albarracín	04	7
44163	Noguera de Albarracín	05	5
44163	Noguera de Albarracín	07	1
44164	Nogueras	01	3
44164	Nogueras	02	3
44164	Nogueras	04	1
44164	Nogueras	06	1
44165	Nogueruelas	01	35
44165	Nogueruelas	02	20
44165	Nogueruelas	03	16
44165	Nogueruelas	04	9
44165	Nogueruelas	05	7
44165	Nogueruelas	06	2
44167	Obón	01	17
44167	Obón	02	12
44167	Obón	03	8
44167	Obón	05	1
44167	Obón	06	1
44168	Odón	01	20
44168	Odón	02	30
44168	Odón	03	18
44168	Odón	04	21
44168	Odón	05	5
44168	Odón	06	3
44169	Ojos Negros	01	71
44169	Ojos Negros	02	73
44169	Ojos Negros	03	36
44169	Ojos Negros	04	39
44169	Ojos Negros	05	10
44169	Ojos Negros	07	2
44171	Olba	01	43
44171	Olba	02	23
44171	Olba	03	10
44171	Olba	04	13
44171	Olba	05	5
44171	Olba	06	1
44171	Olba	08	1
44172	Oliete	01	75
44172	Oliete	02	86
44172	Oliete	03	27
44172	Oliete	04	24
44172	Oliete	05	6
44173	Olmos (Los)	01	10
44173	Olmos (Los)	02	19
44173	Olmos (Los)	03	9
44173	Olmos (Los)	04	16
44173	Olmos (Los)	05	1
44174	Orihuela del Tremedal	01	95
44174	Orihuela del Tremedal	02	62
44174	Orihuela del Tremedal	03	34
44174	Orihuela del Tremedal	04	48
44174	Orihuela del Tremedal	05	13
44174	Orihuela del Tremedal	06	3
44174	Orihuela del Tremedal	08	1
44175	Orrios	01	10
44175	Orrios	02	17
44175	Orrios	03	15
44175	Orrios	04	10
44175	Orrios	05	5
44175	Orrios	06	3
44175	Orrios	07	2
44176	Palomar de Arroyos	01	14
44176	Palomar de Arroyos	02	19
44176	Palomar de Arroyos	03	12
44176	Palomar de Arroyos	04	19
44176	Palomar de Arroyos	05	8
44176	Palomar de Arroyos	06	2
44176	Palomar de Arroyos	07	3
44176	Palomar de Arroyos	09	1
44177	Pancrudo	01	16
44177	Pancrudo	02	26
44177	Pancrudo	03	10
44177	Pancrudo	04	5
44177	Pancrudo	05	4
44177	Pancrudo	06	2
44177	Pancrudo	07	1
44178	Parras de Castellote (Las)	01	11
44178	Parras de Castellote (Las)	02	14
44178	Parras de Castellote (Las)	03	6
44178	Parras de Castellote (Las)	04	3
44178	Parras de Castellote (Las)	05	2
44179	Peñarroya de Tastavins	01	46
44179	Peñarroya de Tastavins	02	54
44179	Peñarroya de Tastavins	03	43
44179	Peñarroya de Tastavins	04	33
44179	Peñarroya de Tastavins	05	10
44179	Peñarroya de Tastavins	06	10
44179	Peñarroya de Tastavins	07	2
44180	Peracense	01	21
44180	Peracense	02	23
44180	Peracense	03	5
44180	Peracense	04	4
44181	Peralejos	01	10
44181	Peralejos	02	13
44181	Peralejos	03	7
44181	Peralejos	04	6
44182	Perales del Alfambra	01	26
44182	Perales del Alfambra	02	26
44182	Perales del Alfambra	03	23
44182	Perales del Alfambra	04	18
44182	Perales del Alfambra	05	10
44182	Perales del Alfambra	06	4
44183	Pitarque	01	21
44183	Pitarque	02	7
44183	Pitarque	03	8
44183	Pitarque	04	6
44183	Pitarque	05	3
44183	Pitarque	06	1
44184	Plou	01	11
44184	Plou	02	9
44184	Plou	03	2
44184	Plou	04	2
44184	Plou	05	2
44185	Pobo (El)	01	23
44185	Pobo (El)	02	18
44185	Pobo (El)	03	10
44185	Pobo (El)	04	7
44185	Pobo (El)	06	2
44187	Portellada (La)	01	29
44187	Portellada (La)	02	33
44187	Portellada (La)	03	22
44187	Portellada (La)	04	23
44187	Portellada (La)	05	5
44187	Portellada (La)	07	2
44189	Pozondón	01	14
44189	Pozondón	02	18
44189	Pozondón	03	6
44189	Pozondón	04	3
44190	Pozuel del Campo	01	23
44190	Pozuel del Campo	02	19
44190	Pozuel del Campo	03	5
44190	Pozuel del Campo	04	4
44190	Pozuel del Campo	05	4
44191	Puebla de Híjar (La)	01	102
44191	Puebla de Híjar (La)	02	126
44191	Puebla de Híjar (La)	03	85
44191	Puebla de Híjar (La)	04	66
44191	Puebla de Híjar (La)	05	23
44191	Puebla de Híjar (La)	06	6
44191	Puebla de Híjar (La)	07	2
44191	Puebla de Híjar (La)	08	1
44192	Puebla de Valverde (La)	01	84
44192	Puebla de Valverde (La)	02	55
44192	Puebla de Valverde (La)	03	38
44192	Puebla de Valverde (La)	04	21
44192	Puebla de Valverde (La)	05	11
44192	Puebla de Valverde (La)	06	4
44192	Puebla de Valverde (La)	07	2
44193	Puertomingalvo	01	22
44193	Puertomingalvo	02	22
44193	Puertomingalvo	03	14
44193	Puertomingalvo	04	6
44193	Puertomingalvo	05	2
44193	Puertomingalvo	06	1
44194	Ráfales	01	29
44194	Ráfales	02	27
44194	Ráfales	03	17
44194	Ráfales	04	6
44194	Ráfales	05	5
44194	Ráfales	06	1
44194	Ráfales	10 o más	1
44195	Rillo	01	16
44195	Rillo	02	12
44195	Rillo	03	14
44195	Rillo	04	6
44195	Rillo	05	5
44195	Rillo	06	1
44196	Riodeva	01	28
44196	Riodeva	02	34
44196	Riodeva	03	10
44196	Riodeva	04	15
44196	Riodeva	05	3
44197	Ródenas	01	14
44197	Ródenas	02	12
44197	Ródenas	03	4
44197	Ródenas	04	5
44197	Ródenas	05	1
44197	Ródenas	07	1
44198	Royuela	01	26
44198	Royuela	02	26
44198	Royuela	03	19
44198	Royuela	04	7
44198	Royuela	05	9
44198	Royuela	06	1
44198	Royuela	08	2
44199	Rubiales	01	6
44199	Rubiales	02	10
44199	Rubiales	03	3
44199	Rubiales	04	2
44199	Rubiales	05	2
44200	Rubielos de la Cérida	01	12
44200	Rubielos de la Cérida	02	6
44200	Rubielos de la Cérida	03	2
44200	Rubielos de la Cérida	04	2
44200	Rubielos de la Cérida	05	2
44200	Rubielos de la Cérida	10 o más	1
44201	Rubielos de Mora	01	93
44201	Rubielos de Mora	02	75
44201	Rubielos de Mora	03	39
44201	Rubielos de Mora	04	49
44201	Rubielos de Mora	05	9
44201	Rubielos de Mora	06	1
44203	Salcedillo	01	5
44203	Salcedillo	02	1
44204	Saldón	01	10
44204	Saldón	02	11
44205	Samper de Calanda	01	124
44205	Samper de Calanda	02	127
44205	Samper de Calanda	03	82
44205	Samper de Calanda	04	48
44205	Samper de Calanda	05	17
44205	Samper de Calanda	06	8
44205	Samper de Calanda	07	1
44205	Samper de Calanda	10 o más	1
44206	San Agustín	01	32
44206	San Agustín	02	16
44206	San Agustín	03	7
44206	San Agustín	04	4
44206	San Agustín	05	4
44206	San Agustín	06	1
44207	San Martín del Río	01	37
44207	San Martín del Río	02	58
44207	San Martín del Río	03	18
44207	San Martín del Río	04	11
44207	San Martín del Río	05	1
44207	San Martín del Río	06	1
44207	San Martín del Río	07	1
44208	Santa Cruz de Nogueras	01	11
44208	Santa Cruz de Nogueras	02	3
44208	Santa Cruz de Nogueras	03	1
44208	Santa Cruz de Nogueras	04	1
44208	Santa Cruz de Nogueras	05	1
44209	Santa Eulalia	01	152
44209	Santa Eulalia	02	164
44209	Santa Eulalia	03	85
44209	Santa Eulalia	04	63
44209	Santa Eulalia	05	18
44209	Santa Eulalia	06	8
44209	Santa Eulalia	07	1
44210	Sarrión	01	117
44210	Sarrión	02	115
44210	Sarrión	03	77
44210	Sarrión	04	63
44210	Sarrión	05	30
44210	Sarrión	06	5
44211	Segura de los Baños	01	6
44211	Segura de los Baños	02	10
44211	Segura de los Baños	03	3
44211	Segura de los Baños	05	1
44212	Seno	01	10
44212	Seno	02	7
44212	Seno	03	4
44212	Seno	05	1
44212	Seno	06	1
44213	Singra	01	14
44213	Singra	02	14
44213	Singra	03	10
44213	Singra	04	1
44213	Singra	05	1
44213	Singra	06	1
44215	Terriente	01	24
44215	Terriente	02	23
44215	Terriente	03	8
44215	Terriente	04	7
44215	Terriente	05	6
44215	Terriente	06	2
44215	Terriente	07	1
44216	Teruel	01	2220
44216	Teruel	02	2648
44216	Teruel	03	2336
44216	Teruel	04	2567
44216	Teruel	05	711
44216	Teruel	06	159
44216	Teruel	07	40
44216	Teruel	08	24
44216	Teruel	09	8
44216	Teruel	10 o más	8
44217	Toril y Masegoso	01	8
44217	Toril y Masegoso	02	4
44217	Toril y Masegoso	04	1
44217	Toril y Masegoso	06	1
44218	Tormón	01	10
44218	Tormón	02	7
44218	Tormón	03	2
44218	Tormón	05	1
44219	Tornos	01	47
44219	Tornos	02	25
44219	Tornos	03	18
44219	Tornos	04	18
44219	Tornos	05	2
44219	Tornos	06	2
44220	Torralba de los Sisones	01	18
44220	Torralba de los Sisones	02	28
44220	Torralba de los Sisones	03	17
44220	Torralba de los Sisones	04	16
44220	Torralba de los Sisones	05	7
44220	Torralba de los Sisones	07	1
44221	Torrecilla de Alcañiz	01	25
44221	Torrecilla de Alcañiz	02	57
44221	Torrecilla de Alcañiz	03	32
44221	Torrecilla de Alcañiz	04	33
44221	Torrecilla de Alcañiz	05	12
44221	Torrecilla de Alcañiz	06	2
44222	Torrecilla del Rebollar	01	28
44222	Torrecilla del Rebollar	02	21
44222	Torrecilla del Rebollar	03	8
44222	Torrecilla del Rebollar	04	11
44222	Torrecilla del Rebollar	05	5
44222	Torrecilla del Rebollar	06	1
44222	Torrecilla del Rebollar	08	1
44223	Torre de Arcas	01	9
44223	Torre de Arcas	02	15
44223	Torre de Arcas	03	5
44223	Torre de Arcas	04	4
44223	Torre de Arcas	05	4
44223	Torre de Arcas	06	2
44224	Torre de las Arcas	01	6
44224	Torre de las Arcas	02	10
44224	Torre de las Arcas	03	1
44224	Torre de las Arcas	04	2
44225	Torre del Compte	01	30
44225	Torre del Compte	02	24
44225	Torre del Compte	03	9
44225	Torre del Compte	04	11
44225	Torre del Compte	05	3
44225	Torre del Compte	10 o más	1
44226	Torrelacárcel	01	39
44226	Torrelacárcel	02	41
44226	Torrelacárcel	03	21
44226	Torrelacárcel	04	18
44226	Torrelacárcel	05	3
44226	Torrelacárcel	06	1
44227	Torre los Negros	01	8
44227	Torre los Negros	02	12
44227	Torre los Negros	03	4
44227	Torre los Negros	04	5
44227	Torre los Negros	05	1
44227	Torre los Negros	06	3
44227	Torre los Negros	07	1
44228	Torremocha de Jiloca	01	27
44228	Torremocha de Jiloca	02	20
44228	Torremocha de Jiloca	03	8
44228	Torremocha de Jiloca	04	10
44228	Torremocha de Jiloca	05	3
44228	Torremocha de Jiloca	06	1
44228	Torremocha de Jiloca	07	1
44229	Torres de Albarracín	01	25
44229	Torres de Albarracín	02	14
44229	Torres de Albarracín	03	15
44229	Torres de Albarracín	04	5
44229	Torres de Albarracín	05	4
44229	Torres de Albarracín	06	1
44229	Torres de Albarracín	07	2
44230	Torrevelilla	01	33
44230	Torrevelilla	02	26
44230	Torrevelilla	03	9
44230	Torrevelilla	04	16
44230	Torrevelilla	05	3
44230	Torrevelilla	06	3
44231	Torrijas	01	19
44231	Torrijas	02	9
44231	Torrijas	03	4
44231	Torrijas	04	2
44231	Torrijas	05	2
44232	Torrijo del Campo	01	69
44232	Torrijo del Campo	02	79
44232	Torrijo del Campo	03	36
44232	Torrijo del Campo	04	28
44232	Torrijo del Campo	05	14
44232	Torrijo del Campo	06	4
44232	Torrijo del Campo	07	1
44232	Torrijo del Campo	10 o más	1
44234	Tramacastiel	01	17
44234	Tramacastiel	02	18
44234	Tramacastiel	03	5
44234	Tramacastiel	04	4
44234	Tramacastiel	05	4
44234	Tramacastiel	07	1
44235	Tramacastilla	01	23
44235	Tramacastilla	02	16
44235	Tramacastilla	03	7
44235	Tramacastilla	04	7
44235	Tramacastilla	05	2
44235	Tramacastilla	07	3
44236	Tronchón	01	17
44236	Tronchón	02	15
44236	Tronchón	03	8
44236	Tronchón	04	3
44236	Tronchón	06	2
44236	Tronchón	07	1
44237	Urrea de Gaén	01	67
44237	Urrea de Gaén	02	67
44237	Urrea de Gaén	03	30
44237	Urrea de Gaén	04	41
44237	Urrea de Gaén	05	12
44237	Urrea de Gaén	06	10
44237	Urrea de Gaén	07	1
44238	Utrillas	01	203
44238	Utrillas	02	284
44238	Utrillas	03	246
44238	Utrillas	04	255
44238	Utrillas	05	88
44238	Utrillas	06	13
44238	Utrillas	07	4
44238	Utrillas	08	5
44239	Valacloche	01	7
44239	Valacloche	02	3
44239	Valacloche	03	1
44239	Valacloche	04	1
44240	Valbona	01	34
44240	Valbona	02	20
44240	Valbona	03	12
44240	Valbona	04	15
44240	Valbona	05	6
44241	Valdealgorfa	01	68
44241	Valdealgorfa	02	88
44241	Valdealgorfa	03	58
44241	Valdealgorfa	04	52
44241	Valdealgorfa	05	18
44241	Valdealgorfa	06	3
44243	Valdecuenca	01	9
44243	Valdecuenca	02	5
44243	Valdecuenca	04	2
44243	Valdecuenca	05	1
44244	Valdelinares	01	23
44244	Valdelinares	02	13
44244	Valdelinares	03	9
44244	Valdelinares	04	5
44244	Valdelinares	05	4
44244	Valdelinares	08	1
44245	Valdeltormo	01	40
44245	Valdeltormo	02	43
44245	Valdeltormo	03	22
44245	Valdeltormo	04	26
44245	Valdeltormo	05	5
44245	Valdeltormo	06	4
44245	Valdeltormo	09	2
44246	Valderrobres	01	204
44246	Valderrobres	02	175
44246	Valderrobres	03	145
44246	Valderrobres	04	144
44246	Valderrobres	05	45
44246	Valderrobres	06	16
44246	Valderrobres	07	6
44246	Valderrobres	08	1
44246	Valderrobres	09	1
44247	Valjunquera	01	43
44247	Valjunquera	02	64
44247	Valjunquera	03	18
44247	Valjunquera	04	29
44247	Valjunquera	05	9
44247	Valjunquera	06	5
44247	Valjunquera	07	1
44249	Vallecillo (El)	01	14
44249	Vallecillo (El)	02	10
44249	Vallecillo (El)	04	2
44249	Vallecillo (El)	07	1
44250	Veguillas de la Sierra	01	6
44250	Veguillas de la Sierra	02	4
44250	Veguillas de la Sierra	03	3
44250	Veguillas de la Sierra	04	1
44251	Villafranca del Campo	01	43
44251	Villafranca del Campo	02	54
44251	Villafranca del Campo	03	27
44251	Villafranca del Campo	04	19
44251	Villafranca del Campo	05	5
44251	Villafranca del Campo	06	4
44251	Villafranca del Campo	07	3
44252	Villahermosa del Campo	01	11
44252	Villahermosa del Campo	02	8
44252	Villahermosa del Campo	03	6
44252	Villahermosa del Campo	04	2
44252	Villahermosa del Campo	05	2
44252	Villahermosa del Campo	06	2
44256	Villanueva del Rebollar de la Sierra	01	6
44256	Villanueva del Rebollar de la Sierra	02	6
44256	Villanueva del Rebollar de la Sierra	03	2
44256	Villanueva del Rebollar de la Sierra	04	3
44256	Villanueva del Rebollar de la Sierra	06	2
44257	Villar del Cobo	01	29
44257	Villar del Cobo	02	25
44257	Villar del Cobo	03	14
44257	Villar del Cobo	04	9
44257	Villar del Cobo	05	9
44257	Villar del Cobo	06	1
44257	Villar del Cobo	07	2
44258	Villar del Salz	01	10
44258	Villar del Salz	02	16
44258	Villar del Salz	03	7
44258	Villar del Salz	04	8
44260	Villarluengo	01	37
44260	Villarluengo	02	22
44260	Villarluengo	03	8
44260	Villarluengo	04	14
44260	Villarluengo	05	8
44260	Villarluengo	06	1
44261	Villarquemado	01	92
44261	Villarquemado	02	106
44261	Villarquemado	03	56
44261	Villarquemado	04	79
44261	Villarquemado	05	17
44261	Villarquemado	06	8
44261	Villarquemado	07	3
44262	Villarroya de los Pinares	01	30
44262	Villarroya de los Pinares	02	19
