Año	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código	Código	Municipio
2010	1	Menos de 10 trabajadores	Mortales	3	22158	Monzón
2010	1	Menos de 10 trabajadores	Mortales	3	50067	Calatayud
2010	3	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2009	1	Menos de 10 trabajadores	Mortales	3	22048	Barbastro
2009	1	Menos de 10 trabajadores	Mortales	3	22125	Huesca
2009	2	Menos de 10 trabajadores	Mortales	3	50089	Cuarte de Huerva
2009	4	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2008	1	Menos de 10 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2008	5	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2007	1	Menos de 10 trabajadores	Mortales	3	22048	Barbastro
2007	1	Menos de 10 trabajadores	Mortales	3	22130	Jaca
2007	1	Menos de 10 trabajadores	Mortales	3	44216	Teruel
2007	2	Menos de 10 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2007	4	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2006	1	Menos de 10 trabajadores	Mortales	3	22125	Huesca
2006	1	Menos de 10 trabajadores	Mortales	3	44216	Teruel
2006	2	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2005	1	Menos de 10 trabajadores	Mortales	3	22130	Jaca
2005	1	Menos de 10 trabajadores	Mortales	3	44013	Alcañiz
2005	1	Menos de 10 trabajadores	Mortales	3	50251	Tarazona
2005	3	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2004	1	Menos de 10 trabajadores	Mortales	3	22112	Fraga
2004	1	Menos de 10 trabajadores	Mortales	3	22125	Huesca
2004	3	Menos de 10 trabajadores	Mortales	3	22130	Jaca
2004	1	Menos de 10 trabajadores	Mortales	3	22158	Monzón
2004	1	Menos de 10 trabajadores	Mortales	3	44216	Teruel
2004	5	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2003	1	Menos de 10 trabajadores	Mortales	3	22048	Barbastro
2003	1	Menos de 10 trabajadores	Mortales	3	44013	Alcañiz
2003	1	Menos de 10 trabajadores	Mortales	3	44216	Teruel
2003	1	Menos de 10 trabajadores	Mortales	3	50067	Calatayud
2003	1	Menos de 10 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2003	1	Menos de 10 trabajadores	Mortales	3	50297	Zaragoza
2020	34	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2020	56	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2020	79	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2020	15	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2020	40	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2020	26	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2020	51	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2020	28	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2020	10	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2020	33	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2020	32	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2020	15	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2020	25	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2020	497	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2019	32	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2019	48	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2019	116	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2019	21	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2019	54	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2019	19	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2019	55	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2019	33	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2019	14	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2019	42	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2019	22	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2019	22	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2019	21	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2019	694	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2018	24	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2018	31	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2018	78	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2018	17	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2018	46	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2018	30	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2018	71	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2018	18	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2018	10	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2018	54	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2018	35	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2018	28	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2018	27	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2018	665	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2017	24	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2017	48	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2017	85	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2017	17	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2017	39	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2017	16	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2017	46	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2017	18	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2017	12	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2017	51	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2017	47	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2017	13	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2017	34	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2017	641	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2016	28	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2016	38	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2016	97	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2016	23	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2016	25	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2016	17	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2016	51	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2016	34	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2016	11	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2016	35	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2016	24	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2016	16	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2016	18	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2016	586	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2015	38	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2015	30	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2015	80	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2015	15	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2015	23	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2015	5	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2015	35	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2015	27	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2015	13	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2015	37	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2015	23	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2015	19	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2015	18	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2015	566	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2014	23	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2014	33	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2014	77	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2014	19	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2014	19	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2014	12	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2014	40	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2014	17	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2014	5	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2014	28	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2014	22	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2014	4	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2014	18	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2014	471	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2013	26	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2013	25	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2013	82	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2013	11	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2013	29	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2013	15	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2013	44	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2013	25	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2013	9	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2013	31	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2013	23	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2013	6	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2013	21	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2013	458	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2012	24	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2012	38	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2012	75	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2012	14	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2012	31	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2012	22	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2012	40	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2012	17	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2012	6	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2012	35	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2012	25	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2012	9	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2012	13	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2012	542	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2011	27	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2011	33	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2011	88	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2011	14	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2011	40	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2011	26	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2011	51	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2011	29	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2011	10	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2011	46	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2011	17	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2011	19	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2011	18	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2011	609	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2010	35	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2010	25	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2010	102	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2010	12	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2010	35	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2010	29	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2010	68	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2010	36	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2010	10	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2010	64	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2010	26	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2010	24	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2010	24	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2010	755	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2009	51	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2009	29	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2009	109	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2009	22	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2009	35	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2009	45	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2009	59	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2009	29	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2009	21	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2009	71	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2009	37	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2009	27	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2009	27	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2009	852	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2008	68	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2008	54	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2008	137	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2008	33	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2008	61	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2008	63	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2008	85	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2008	59	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2008	20	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2008	83	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2008	58	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2008	41	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2008	37	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2008	1216	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2007	63	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2007	86	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2007	214	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2007	34	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2007	54	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2007	66	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2007	99	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2007	60	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2007	17	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2007	94	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2007	78	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2007	45	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2007	49	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2007	1320	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2006	61	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2006	63	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2006	169	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2006	46	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2006	47	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2006	42	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2006	81	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2006	51	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2006	17	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2006	104	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2006	61	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2006	15	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2006	66	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2006	1283	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2005	65	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2005	50	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2005	159	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2005	51	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2005	50	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2005	42	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2005	66	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2005	43	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2005	15	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2005	89	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2005	79	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2005	15	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2005	50	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2005	1220	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2004	69	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2004	50	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2004	153	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2004	34	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2004	47	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2004	43	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2004	76	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2004	52	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2004	31	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2004	99	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2004	44	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2004	28	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2004	47	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2004	1173	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2003	45	De 10 a 19 trabajadores	Leves	1	22048	Barbastro
2003	51	De 10 a 19 trabajadores	Leves	1	22112	Fraga
2003	150	De 10 a 19 trabajadores	Leves	1	22125	Huesca
2003	28	De 10 a 19 trabajadores	Leves	1	22130	Jaca
2003	59	De 10 a 19 trabajadores	Leves	1	22158	Monzón
2003	42	De 10 a 19 trabajadores	Leves	1	44013	Alcañiz
2003	76	De 10 a 19 trabajadores	Leves	1	44216	Teruel
2003	59	De 10 a 19 trabajadores	Leves	1	50067	Calatayud
2003	18	De 10 a 19 trabajadores	Leves	1	50074	Caspe
2003	76	De 10 a 19 trabajadores	Leves	1	50089	Cuarte de Huerva
2003	46	De 10 a 19 trabajadores	Leves	1	50095	Ejea de los Caballeros
2003	31	De 10 a 19 trabajadores	Leves	1	50251	Tarazona
2003	41	De 10 a 19 trabajadores	Leves	1	50272	Utebo
2003	1194	De 10 a 19 trabajadores	Leves	1	50297	Zaragoza
2020	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2020	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2020	1	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2020	6	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2019	3	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2019	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2019	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2019	1	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2019	5	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2018	1	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2018	2	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2018	8	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2017	3	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2017	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2017	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2017	3	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2016	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2016	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2016	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2016	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2016	1	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2016	2	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2015	1	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2015	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2015	3	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2014	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2014	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2014	2	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2013	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2013	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2013	1	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2012	1	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2012	2	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2012	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2012	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2012	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2012	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2012	6	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2011	2	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2011	4	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2010	1	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2010	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2010	2	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2009	1	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2009	1	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2009	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2009	3	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2009	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2009	2	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2009	2	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2009	8	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2008	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2008	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2008	6	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2007	2	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2007	2	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2007	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2007	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2007	2	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2007	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2007	1	De 10 a 19 trabajadores	Graves o muy graves	2	50067	Calatayud
2007	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2007	15	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2006	2	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2006	1	De 10 a 19 trabajadores	Graves o muy graves	2	50074	Caspe
2006	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2006	1	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2006	3	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2006	12	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2005	2	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2005	1	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2005	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2005	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2005	1	De 10 a 19 trabajadores	Graves o muy graves	2	50251	Tarazona
2005	2	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2004	3	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2004	1	De 10 a 19 trabajadores	Graves o muy graves	2	22158	Monzón
2004	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2004	1	De 10 a 19 trabajadores	Graves o muy graves	2	50089	Cuarte de Huerva
2004	1	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2004	1	De 10 a 19 trabajadores	Graves o muy graves	2	50272	Utebo
2004	8	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2003	1	De 10 a 19 trabajadores	Graves o muy graves	2	22048	Barbastro
2003	1	De 10 a 19 trabajadores	Graves o muy graves	2	22112	Fraga
2003	3	De 10 a 19 trabajadores	Graves o muy graves	2	22125	Huesca
2003	2	De 10 a 19 trabajadores	Graves o muy graves	2	22130	Jaca
2003	1	De 10 a 19 trabajadores	Graves o muy graves	2	44013	Alcañiz
2003	1	De 10 a 19 trabajadores	Graves o muy graves	2	44216	Teruel
2003	2	De 10 a 19 trabajadores	Graves o muy graves	2	50095	Ejea de los Caballeros
2003	11	De 10 a 19 trabajadores	Graves o muy graves	2	50297	Zaragoza
2019	1	De 10 a 19 trabajadores	Mortales	3	22048	Barbastro
2019	1	De 10 a 19 trabajadores	Mortales	3	22112	Fraga
2019	1	De 10 a 19 trabajadores	Mortales	3	22125	Huesca
2019	1	De 10 a 19 trabajadores	Mortales	3	22158	Monzón
2018	1	De 10 a 19 trabajadores	Mortales	3	22125	Huesca
2017	1	De 10 a 19 trabajadores	Mortales	3	44013	Alcañiz
2017	1	De 10 a 19 trabajadores	Mortales	3	44216	Teruel
2015	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2014	1	De 10 a 19 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2014	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2012	1	De 10 a 19 trabajadores	Mortales	3	44216	Teruel
2011	1	De 10 a 19 trabajadores	Mortales	3	50251	Tarazona
2011	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
2010	1	De 10 a 19 trabajadores	Mortales	3	22158	Monzón
2010	1	De 10 a 19 trabajadores	Mortales	3	50095	Ejea de los Caballeros
2010	1	De 10 a 19 trabajadores	Mortales	3	50297	Zaragoza
