Año	Dirección Provincial Código	Dirección Provincial Nombre	Nº Accidentes	Grupo	Descripción Ocupación	Sexo
2015	50	Zaragoza	140	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2015	22	Huesca	531	9	Ocupaciones elementales	Hombres
2015	22	Huesca	152	9	Ocupaciones elementales	Mujeres
2015	44	Teruel	222	9	Ocupaciones elementales	Hombres
2015	44	Teruel	65	9	Ocupaciones elementales	Mujeres
2015	50	Zaragoza	1694	9	Ocupaciones elementales	Hombres
2015	50	Zaragoza	919	9	Ocupaciones elementales	Mujeres
2014	22	Huesca	8	1	Directores y gerentes	Hombres
2014	44	Teruel	4	1	Directores y gerentes	Hombres
2014	50	Zaragoza	26	1	Directores y gerentes	Hombres
2014	50	Zaragoza	7	1	Directores y gerentes	Mujeres
2014	22	Huesca	17	2	Técnicos y profesionales científicos e intelectuales	Hombres
2014	22	Huesca	32	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2014	44	Teruel	7	2	Técnicos y profesionales científicos e intelectuales	Hombres
2014	44	Teruel	17	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2014	50	Zaragoza	82	2	Técnicos y profesionales científicos e intelectuales	Hombres
2014	50	Zaragoza	179	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2014	22	Huesca	72	3	Técnicos; profesionales de apoyo	Hombres
2014	22	Huesca	27	3	Técnicos; profesionales de apoyo	Mujeres
2014	44	Teruel	14	3	Técnicos; profesionales de apoyo	Hombres
2014	44	Teruel	7	3	Técnicos; profesionales de apoyo	Mujeres
2014	50	Zaragoza	197	3	Técnicos; profesionales de apoyo	Hombres
2014	50	Zaragoza	80	3	Técnicos; profesionales de apoyo	Mujeres
2014	22	Huesca	8	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2014	22	Huesca	36	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2014	44	Teruel	6	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2014	44	Teruel	22	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2014	50	Zaragoza	72	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2014	50	Zaragoza	122	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2014	22	Huesca	119	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2014	22	Huesca	254	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2014	44	Teruel	42	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2014	44	Teruel	122	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2014	50	Zaragoza	580	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2014	50	Zaragoza	1118	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2014	22	Huesca	114	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2014	22	Huesca	9	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2014	44	Teruel	66	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2014	44	Teruel	7	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2014	50	Zaragoza	143	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2014	50	Zaragoza	15	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2014	22	Huesca	544	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2014	22	Huesca	14	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2014	44	Teruel	254	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2014	44	Teruel	20	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2014	50	Zaragoza	1723	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2014	50	Zaragoza	127	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2014	22	Huesca	274	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2014	22	Huesca	18	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2014	44	Teruel	203	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2014	44	Teruel	8	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2014	50	Zaragoza	1333	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2014	50	Zaragoza	127	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2014	22	Huesca	429	9	Ocupaciones elementales	Hombres
2014	22	Huesca	162	9	Ocupaciones elementales	Mujeres
2014	44	Teruel	244	9	Ocupaciones elementales	Hombres
2014	44	Teruel	87	9	Ocupaciones elementales	Mujeres
2014	50	Zaragoza	1337	9	Ocupaciones elementales	Hombres
2014	50	Zaragoza	790	9	Ocupaciones elementales	Mujeres
2013	22	Huesca	4	1	Directores y gerentes	Hombres
2013	22	Huesca	1	1	Directores y gerentes	Mujeres
2013	44	Teruel	2	1	Directores y gerentes	Hombres
2013	50	Zaragoza	24	1	Directores y gerentes	Hombres
2013	50	Zaragoza	13	1	Directores y gerentes	Mujeres
2013	22	Huesca	17	2	Técnicos y profesionales científicos e intelectuales	Hombres
2013	22	Huesca	42	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2013	44	Teruel	7	2	Técnicos y profesionales científicos e intelectuales	Hombres
2013	44	Teruel	15	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2013	50	Zaragoza	86	2	Técnicos y profesionales científicos e intelectuales	Hombres
2013	50	Zaragoza	182	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2013	22	Huesca	58	3	Técnicos; profesionales de apoyo	Hombres
2013	22	Huesca	20	3	Técnicos; profesionales de apoyo	Mujeres
2013	44	Teruel	13	3	Técnicos; profesionales de apoyo	Hombres
2013	44	Teruel	6	3	Técnicos; profesionales de apoyo	Mujeres
2013	50	Zaragoza	194	3	Técnicos; profesionales de apoyo	Hombres
2013	50	Zaragoza	80	3	Técnicos; profesionales de apoyo	Mujeres
2013	22	Huesca	15	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2013	22	Huesca	24	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2013	44	Teruel	6	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2013	44	Teruel	13	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2013	50	Zaragoza	80	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2013	50	Zaragoza	145	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2013	22	Huesca	121	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2013	22	Huesca	228	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2013	44	Teruel	42	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2013	44	Teruel	106	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2013	50	Zaragoza	580	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2013	50	Zaragoza	1137	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2013	22	Huesca	120	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2013	22	Huesca	7	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2013	44	Teruel	82	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2013	44	Teruel	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2013	50	Zaragoza	159	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2013	50	Zaragoza	19	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2013	22	Huesca	516	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2013	22	Huesca	16	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2013	44	Teruel	238	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2013	44	Teruel	20	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2013	50	Zaragoza	1677	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2013	50	Zaragoza	119	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2013	22	Huesca	262	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2013	22	Huesca	9	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2013	44	Teruel	200	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2013	44	Teruel	7	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2013	50	Zaragoza	1275	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2013	50	Zaragoza	148	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2013	22	Huesca	368	9	Ocupaciones elementales	Hombres
2013	22	Huesca	151	9	Ocupaciones elementales	Mujeres
2013	44	Teruel	229	9	Ocupaciones elementales	Hombres
2013	44	Teruel	90	9	Ocupaciones elementales	Mujeres
2013	50	Zaragoza	1259	9	Ocupaciones elementales	Hombres
2013	50	Zaragoza	696	9	Ocupaciones elementales	Mujeres
2013	50	Zaragoza	1	NC	No consta	Hombres
2013	50	Zaragoza	1	NC	No consta	Mujeres
2012	22	Huesca	3	1	Directores y gerentes	Hombres
2012	44	Teruel	7	1	Directores y gerentes	Hombres
2012	44	Teruel	2	1	Directores y gerentes	Mujeres
2012	50	Zaragoza	27	1	Directores y gerentes	Hombres
2012	50	Zaragoza	12	1	Directores y gerentes	Mujeres
2012	22	Huesca	12	2	Técnicos y profesionales científicos e intelectuales	Hombres
2012	22	Huesca	26	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2012	44	Teruel	4	2	Técnicos y profesionales científicos e intelectuales	Hombres
2012	44	Teruel	13	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2012	50	Zaragoza	84	2	Técnicos y profesionales científicos e intelectuales	Hombres
2012	50	Zaragoza	152	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2012	22	Huesca	68	3	Técnicos; profesionales de apoyo	Hombres
2012	22	Huesca	10	3	Técnicos; profesionales de apoyo	Mujeres
2012	44	Teruel	22	3	Técnicos; profesionales de apoyo	Hombres
2012	44	Teruel	7	3	Técnicos; profesionales de apoyo	Mujeres
2012	50	Zaragoza	197	3	Técnicos; profesionales de apoyo	Hombres
2012	50	Zaragoza	57	3	Técnicos; profesionales de apoyo	Mujeres
2012	22	Huesca	16	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2012	22	Huesca	24	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2012	44	Teruel	9	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2012	44	Teruel	14	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2012	50	Zaragoza	75	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2012	50	Zaragoza	169	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2012	22	Huesca	96	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2012	22	Huesca	199	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2012	44	Teruel	30	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2012	44	Teruel	106	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2012	50	Zaragoza	539	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2012	50	Zaragoza	1006	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2012	22	Huesca	100	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2012	22	Huesca	5	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2012	44	Teruel	61	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2012	44	Teruel	6	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2012	50	Zaragoza	163	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2012	50	Zaragoza	16	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2012	22	Huesca	593	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2012	22	Huesca	22	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2012	44	Teruel	285	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2012	44	Teruel	14	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2012	50	Zaragoza	1983	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2012	50	Zaragoza	90	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2012	22	Huesca	276	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2012	22	Huesca	20	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2012	44	Teruel	258	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2012	44	Teruel	11	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2012	50	Zaragoza	1418	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2012	50	Zaragoza	105	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2012	22	Huesca	355	9	Ocupaciones elementales	Hombres
2012	22	Huesca	124	9	Ocupaciones elementales	Mujeres
2012	44	Teruel	182	9	Ocupaciones elementales	Hombres
2012	44	Teruel	58	9	Ocupaciones elementales	Mujeres
2012	50	Zaragoza	1374	9	Ocupaciones elementales	Hombres
2012	50	Zaragoza	658	9	Ocupaciones elementales	Mujeres
2011	22	Huesca	12	1	Directores y gerentes	Hombres
2011	22	Huesca	1	1	Directores y gerentes	Mujeres
2011	44	Teruel	5	1	Directores y gerentes	Hombres
2011	44	Teruel	1	1	Directores y gerentes	Mujeres
2011	50	Zaragoza	35	1	Directores y gerentes	Hombres
2011	50	Zaragoza	7	1	Directores y gerentes	Mujeres
2011	22	Huesca	25	2	Técnicos y profesionales científicos e intelectuales	Hombres
2011	22	Huesca	30	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2011	44	Teruel	12	2	Técnicos y profesionales científicos e intelectuales	Hombres
2011	44	Teruel	21	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2011	50	Zaragoza	98	2	Técnicos y profesionales científicos e intelectuales	Hombres
2011	50	Zaragoza	162	2	Técnicos y profesionales científicos e intelectuales	Mujeres
2011	22	Huesca	73	3	Técnicos; profesionales de apoyo	Hombres
2011	22	Huesca	16	3	Técnicos; profesionales de apoyo	Mujeres
2011	44	Teruel	27	3	Técnicos; profesionales de apoyo	Hombres
2011	44	Teruel	8	3	Técnicos; profesionales de apoyo	Mujeres
2011	50	Zaragoza	220	3	Técnicos; profesionales de apoyo	Hombres
2011	50	Zaragoza	96	3	Técnicos; profesionales de apoyo	Mujeres
2011	22	Huesca	13	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2011	22	Huesca	31	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2011	44	Teruel	6	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2011	44	Teruel	15	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2011	50	Zaragoza	81	4	Empleados contables, administrativos y otros empleados de oficina	Hombres
2011	50	Zaragoza	156	4	Empleados contables, administrativos y otros empleados de oficina	Mujeres
2011	22	Huesca	100	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2011	22	Huesca	222	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2011	44	Teruel	36	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2011	44	Teruel	116	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2011	50	Zaragoza	627	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Hombres
2011	50	Zaragoza	1312	5	Trabajadores de los servicios de restauración, personales, protección y vendedores	Mujeres
2011	22	Huesca	112	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2011	22	Huesca	12	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2011	44	Teruel	64	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2011	44	Teruel	10	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2011	50	Zaragoza	178	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Hombres
2011	50	Zaragoza	13	6	Trabajadores cualificados en el sector agrícola, ganadero, forestal y pesquero	Mujeres
2011	22	Huesca	763	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2011	22	Huesca	22	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2011	44	Teruel	355	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2011	44	Teruel	23	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2011	50	Zaragoza	2454	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Hombres
2011	50	Zaragoza	132	7	Artesanos y trabajadores cualificados de las industrias manufactureras y la construcción (excepto operadores de instalaciones y maquinaria)	Mujeres
2011	22	Huesca	334	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2011	22	Huesca	19	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2011	44	Teruel	293	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2011	44	Teruel	33	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2011	50	Zaragoza	1665	8	Operadores de instalaciones y maquinaria, y montadores	Hombres
2011	50	Zaragoza	139	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres
2011	22	Huesca	398	9	Ocupaciones elementales	Hombres
2011	22	Huesca	133	9	Ocupaciones elementales	Mujeres
2011	44	Teruel	298	9	Ocupaciones elementales	Hombres
2011	44	Teruel	88	9	Ocupaciones elementales	Mujeres
2011	50	Zaragoza	1727	9	Ocupaciones elementales	Hombres
2011	50	Zaragoza	904	9	Ocupaciones elementales	Mujeres
