Municipio código	Municipio nombre	Condición socioeconómica código	Condición socioeconómica	Sexo	Personas residentes viviendas familiares
22087	Castigaleu	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	5
22088	Castillazuelo	2	Empresarios agrarios sin asalariados	Hombres	7
22088	Castillazuelo	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
22088	Castillazuelo	5	Resto de trabajadores de explotaciones agrarias	Mujeres	4
22088	Castillazuelo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22088	Castillazuelo	7	Empresarios no agrarios con asalariados	Hombres	5
22088	Castillazuelo	7	Empresarios no agrarios con asalariados	Mujeres	3
22088	Castillazuelo	8	Empresarios no agrarios sin asalariados	Hombres	4
22088	Castillazuelo	8	Empresarios no agrarios sin asalariados	Mujeres	1
22088	Castillazuelo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
22088	Castillazuelo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	4
22088	Castillazuelo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
22088	Castillazuelo	13	Resto del personal administrativo y comercial	Hombres	3
22088	Castillazuelo	13	Resto del personal administrativo y comercial	Mujeres	11
22088	Castillazuelo	14	Resto del personal de los servicios	Mujeres	3
22088	Castillazuelo	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
22088	Castillazuelo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	13
22088	Castillazuelo	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
22088	Castillazuelo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	4
22088	Castillazuelo	19	No clasificables por condicion socioeconómica	Hombres	1
22089	Castillonroy	1	Empresarios agrarios con asalariados	Hombres	4
22089	Castillonroy	2	Empresarios agrarios sin asalariados	Hombres	48
22089	Castillonroy	2	Empresarios agrarios sin asalariados	Mujeres	8
22089	Castillonroy	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
22089	Castillonroy	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
22089	Castillonroy	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	2
22089	Castillonroy	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22089	Castillonroy	7	Empresarios no agrarios con asalariados	Hombres	8
22089	Castillonroy	7	Empresarios no agrarios con asalariados	Mujeres	1
22089	Castillonroy	8	Empresarios no agrarios sin asalariados	Hombres	9
22089	Castillonroy	8	Empresarios no agrarios sin asalariados	Mujeres	5
22089	Castillonroy	9	Miembros de cooperativas no agrarias	Mujeres	1
22089	Castillonroy	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
22089	Castillonroy	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
22089	Castillonroy	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	4
22089	Castillonroy	13	Resto del personal administrativo y comercial	Hombres	4
22089	Castillonroy	13	Resto del personal administrativo y comercial	Mujeres	15
22089	Castillonroy	14	Resto del personal de los servicios	Hombres	4
22089	Castillonroy	14	Resto del personal de los servicios	Mujeres	6
22089	Castillonroy	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
22089	Castillonroy	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	15
22089	Castillonroy	17	Operarios sin especialización de establecimientos no agrarios	Hombres	5
22089	Castillonroy	19	No clasificables por condicion socioeconómica	Hombres	1
22089	Castillonroy	19	No clasificables por condicion socioeconómica	Mujeres	2
22090	Colungo	1	Empresarios agrarios con asalariados	Hombres	1
22090	Colungo	2	Empresarios agrarios sin asalariados	Hombres	5
22090	Colungo	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
22090	Colungo	7	Empresarios no agrarios con asalariados	Hombres	5
22090	Colungo	8	Empresarios no agrarios sin asalariados	Hombres	1
22090	Colungo	8	Empresarios no agrarios sin asalariados	Mujeres	1
22090	Colungo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	3
22090	Colungo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	2
22090	Colungo	13	Resto del personal administrativo y comercial	Mujeres	3
22090	Colungo	14	Resto del personal de los servicios	Hombres	1
22090	Colungo	14	Resto del personal de los servicios	Mujeres	3
22090	Colungo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	10
22090	Colungo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	6
22090	Colungo	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22094	Chalamera	2	Empresarios agrarios sin asalariados	Hombres	25
22094	Chalamera	2	Empresarios agrarios sin asalariados	Mujeres	2
22094	Chalamera	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
22094	Chalamera	7	Empresarios no agrarios con asalariados	Mujeres	2
22094	Chalamera	8	Empresarios no agrarios sin asalariados	Hombres	3
22094	Chalamera	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
22094	Chalamera	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
22094	Chalamera	13	Resto del personal administrativo y comercial	Hombres	2
22094	Chalamera	13	Resto del personal administrativo y comercial	Mujeres	4
22094	Chalamera	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	4
22094	Chalamera	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
22094	Chalamera	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
22095	Chía	1	Empresarios agrarios con asalariados	Hombres	1
22095	Chía	2	Empresarios agrarios sin asalariados	Hombres	9
22095	Chía	8	Empresarios no agrarios sin asalariados	Hombres	1
22095	Chía	8	Empresarios no agrarios sin asalariados	Mujeres	1
22095	Chía	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	5
22095	Chía	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	3
22095	Chía	13	Resto del personal administrativo y comercial	Hombres	4
22095	Chía	13	Resto del personal administrativo y comercial	Mujeres	2
22095	Chía	14	Resto del personal de los servicios	Hombres	1
22095	Chía	14	Resto del personal de los servicios	Mujeres	5
22095	Chía	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	4
22095	Chía	17	Operarios sin especialización de establecimientos no agrarios	Hombres	4
22096	Chimillas	1	Empresarios agrarios con asalariados	Hombres	1
22096	Chimillas	2	Empresarios agrarios sin asalariados	Hombres	4
22096	Chimillas	2	Empresarios agrarios sin asalariados	Mujeres	1
22096	Chimillas	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
22096	Chimillas	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22096	Chimillas	7	Empresarios no agrarios con asalariados	Hombres	10
22096	Chimillas	7	Empresarios no agrarios con asalariados	Mujeres	2
22096	Chimillas	8	Empresarios no agrarios sin asalariados	Hombres	7
22096	Chimillas	8	Empresarios no agrarios sin asalariados	Mujeres	2
22096	Chimillas	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	2
22096	Chimillas	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22096	Chimillas	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	14
22096	Chimillas	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	10
22096	Chimillas	13	Resto del personal administrativo y comercial	Hombres	11
22096	Chimillas	13	Resto del personal administrativo y comercial	Mujeres	9
22096	Chimillas	14	Resto del personal de los servicios	Hombres	6
22096	Chimillas	14	Resto del personal de los servicios	Mujeres	8
22096	Chimillas	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	11
22096	Chimillas	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
22096	Chimillas	18	Profesionales de las fuerzas armadas	Hombres	1
22096	Chimillas	19	No clasificables por condicion socioeconómica	Hombres	1
22099	Esplús	1	Empresarios agrarios con asalariados	Hombres	7
22099	Esplús	2	Empresarios agrarios sin asalariados	Hombres	35
22099	Esplús	2	Empresarios agrarios sin asalariados	Mujeres	6
22099	Esplús	5	Resto de trabajadores de explotaciones agrarias	Hombres	49
22099	Esplús	5	Resto de trabajadores de explotaciones agrarias	Mujeres	8
22099	Esplús	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	2
22099	Esplús	7	Empresarios no agrarios con asalariados	Hombres	8
22099	Esplús	7	Empresarios no agrarios con asalariados	Mujeres	1
22099	Esplús	8	Empresarios no agrarios sin asalariados	Hombres	14
22099	Esplús	8	Empresarios no agrarios sin asalariados	Mujeres	10
22099	Esplús	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	12
22099	Esplús	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	14
22099	Esplús	13	Resto del personal administrativo y comercial	Hombres	21
22099	Esplús	13	Resto del personal administrativo y comercial	Mujeres	18
22099	Esplús	14	Resto del personal de los servicios	Hombres	4
22099	Esplús	14	Resto del personal de los servicios	Mujeres	15
22099	Esplús	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
22099	Esplús	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	29
22099	Esplús	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	7
22099	Esplús	17	Operarios sin especialización de establecimientos no agrarios	Hombres	6
22099	Esplús	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22099	Esplús	18	Profesionales de las fuerzas armadas	Hombres	2
22102	Estada	1	Empresarios agrarios con asalariados	Hombres	2
22102	Estada	2	Empresarios agrarios sin asalariados	Hombres	8
22102	Estada	2	Empresarios agrarios sin asalariados	Mujeres	3
22102	Estada	5	Resto de trabajadores de explotaciones agrarias	Hombres	6
22102	Estada	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	3
22102	Estada	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22102	Estada	7	Empresarios no agrarios con asalariados	Hombres	1
22102	Estada	8	Empresarios no agrarios sin asalariados	Hombres	3
22102	Estada	8	Empresarios no agrarios sin asalariados	Mujeres	1
22102	Estada	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
22102	Estada	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	6
22102	Estada	13	Resto del personal administrativo y comercial	Hombres	3
22102	Estada	13	Resto del personal administrativo y comercial	Mujeres	2
22102	Estada	14	Resto del personal de los servicios	Mujeres	5
22102	Estada	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	16
22102	Estada	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
22102	Estada	17	Operarios sin especialización de establecimientos no agrarios	Hombres	3
22102	Estada	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22103	Estadilla	1	Empresarios agrarios con asalariados	Hombres	9
22103	Estadilla	2	Empresarios agrarios sin asalariados	Hombres	34
22103	Estadilla	2	Empresarios agrarios sin asalariados	Mujeres	7
22103	Estadilla	4	Directores y jefes de explotaciones agrarias	Hombres	2
22103	Estadilla	5	Resto de trabajadores de explotaciones agrarias	Hombres	10
22103	Estadilla	5	Resto de trabajadores de explotaciones agrarias	Mujeres	4
22103	Estadilla	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	7
22103	Estadilla	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	3
22103	Estadilla	7	Empresarios no agrarios con asalariados	Hombres	19
22103	Estadilla	7	Empresarios no agrarios con asalariados	Mujeres	7
22103	Estadilla	8	Empresarios no agrarios sin asalariados	Hombres	20
22103	Estadilla	8	Empresarios no agrarios sin asalariados	Mujeres	10
22103	Estadilla	9	Miembros de cooperativas no agrarias	Mujeres	2
22103	Estadilla	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	5
22103	Estadilla	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	30
22103	Estadilla	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	39
22103	Estadilla	13	Resto del personal administrativo y comercial	Hombres	4
22103	Estadilla	13	Resto del personal administrativo y comercial	Mujeres	30
22103	Estadilla	14	Resto del personal de los servicios	Hombres	6
22103	Estadilla	14	Resto del personal de los servicios	Mujeres	15
22103	Estadilla	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
22103	Estadilla	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	1
22103	Estadilla	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	67
22103	Estadilla	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	3
22103	Estadilla	17	Operarios sin especialización de establecimientos no agrarios	Hombres	3
22103	Estadilla	18	Profesionales de las fuerzas armadas	Hombres	1
22103	Estadilla	18	Profesionales de las fuerzas armadas	Mujeres	1
22105	Estopiñán del Castillo	1	Empresarios agrarios con asalariados	Hombres	1
22105	Estopiñán del Castillo	2	Empresarios agrarios sin asalariados	Hombres	14
22105	Estopiñán del Castillo	2	Empresarios agrarios sin asalariados	Mujeres	1
22105	Estopiñán del Castillo	5	Resto de trabajadores de explotaciones agrarias	Hombres	22
22105	Estopiñán del Castillo	5	Resto de trabajadores de explotaciones agrarias	Mujeres	2
22105	Estopiñán del Castillo	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	3
22105	Estopiñán del Castillo	7	Empresarios no agrarios con asalariados	Hombres	3
22105	Estopiñán del Castillo	7	Empresarios no agrarios con asalariados	Mujeres	3
22105	Estopiñán del Castillo	8	Empresarios no agrarios sin asalariados	Mujeres	4
22105	Estopiñán del Castillo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
22105	Estopiñán del Castillo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	5
22105	Estopiñán del Castillo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	4
22105	Estopiñán del Castillo	13	Resto del personal administrativo y comercial	Hombres	4
22105	Estopiñán del Castillo	13	Resto del personal administrativo y comercial	Mujeres	4
22105	Estopiñán del Castillo	14	Resto del personal de los servicios	Hombres	2
22105	Estopiñán del Castillo	14	Resto del personal de los servicios	Mujeres	4
22105	Estopiñán del Castillo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	4
22105	Estopiñán del Castillo	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	2
22105	Estopiñán del Castillo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
22106	Fago	5	Resto de trabajadores de explotaciones agrarias	Hombres	6
22106	Fago	8	Empresarios no agrarios sin asalariados	Hombres	3
22106	Fago	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22106	Fago	13	Resto del personal administrativo y comercial	Mujeres	1
22106	Fago	14	Resto del personal de los servicios	Mujeres	1
22106	Fago	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	2
22106	Fago	17	Operarios sin especialización de establecimientos no agrarios	Hombres	1
22106	Fago	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22107	Fanlo	1	Empresarios agrarios con asalariados	Mujeres	1
22107	Fanlo	2	Empresarios agrarios sin asalariados	Hombres	15
22107	Fanlo	2	Empresarios agrarios sin asalariados	Mujeres	2
22107	Fanlo	3	Miembros de cooperativas agrarias	Hombres	1
22107	Fanlo	5	Resto de trabajadores de explotaciones agrarias	Hombres	5
22107	Fanlo	7	Empresarios no agrarios con asalariados	Hombres	8
22107	Fanlo	8	Empresarios no agrarios sin asalariados	Hombres	4
22107	Fanlo	8	Empresarios no agrarios sin asalariados	Mujeres	4
22107	Fanlo	9	Miembros de cooperativas no agrarias	Hombres	1
22107	Fanlo	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	2
22107	Fanlo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	2
22107	Fanlo	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	5
22107	Fanlo	13	Resto del personal administrativo y comercial	Hombres	9
22107	Fanlo	13	Resto del personal administrativo y comercial	Mujeres	8
22107	Fanlo	14	Resto del personal de los servicios	Hombres	6
22107	Fanlo	14	Resto del personal de los servicios	Mujeres	5
22107	Fanlo	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	2
22107	Fanlo	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	16
22107	Fanlo	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	2
22107	Fanlo	17	Operarios sin especialización de establecimientos no agrarios	Hombres	4
22109	Fiscal	1	Empresarios agrarios con asalariados	Hombres	1
22109	Fiscal	2	Empresarios agrarios sin asalariados	Hombres	20
22109	Fiscal	2	Empresarios agrarios sin asalariados	Mujeres	1
22109	Fiscal	5	Resto de trabajadores de explotaciones agrarias	Hombres	2
22109	Fiscal	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	1
22109	Fiscal	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22109	Fiscal	7	Empresarios no agrarios con asalariados	Hombres	10
22109	Fiscal	7	Empresarios no agrarios con asalariados	Mujeres	2
22109	Fiscal	8	Empresarios no agrarios sin asalariados	Hombres	6
22109	Fiscal	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	1
22109	Fiscal	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	9
22109	Fiscal	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	6
22109	Fiscal	13	Resto del personal administrativo y comercial	Hombres	8
22109	Fiscal	13	Resto del personal administrativo y comercial	Mujeres	4
22109	Fiscal	14	Resto del personal de los servicios	Hombres	2
22109	Fiscal	14	Resto del personal de los servicios	Mujeres	12
22109	Fiscal	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	3
22109	Fiscal	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	11
22109	Fiscal	17	Operarios sin especialización de establecimientos no agrarios	Hombres	6
22110	Fonz	1	Empresarios agrarios con asalariados	Hombres	7
22110	Fonz	2	Empresarios agrarios sin asalariados	Hombres	64
22110	Fonz	2	Empresarios agrarios sin asalariados	Mujeres	5
22110	Fonz	3	Miembros de cooperativas agrarias	Hombres	1
22110	Fonz	4	Directores y jefes de explotaciones agrarias	Hombres	2
22110	Fonz	5	Resto de trabajadores de explotaciones agrarias	Hombres	31
22110	Fonz	5	Resto de trabajadores de explotaciones agrarias	Mujeres	3
22110	Fonz	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	5
22110	Fonz	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	3
22110	Fonz	7	Empresarios no agrarios con asalariados	Hombres	21
22110	Fonz	7	Empresarios no agrarios con asalariados	Mujeres	4
22110	Fonz	8	Empresarios no agrarios sin asalariados	Hombres	16
22110	Fonz	8	Empresarios no agrarios sin asalariados	Mujeres	13
22110	Fonz	9	Miembros de cooperativas no agrarias	Hombres	1
22110	Fonz	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	1
22110	Fonz	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
22110	Fonz	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	14
22110	Fonz	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	17
22110	Fonz	13	Resto del personal administrativo y comercial	Hombres	15
22110	Fonz	13	Resto del personal administrativo y comercial	Mujeres	31
22110	Fonz	14	Resto del personal de los servicios	Hombres	10
22110	Fonz	14	Resto del personal de los servicios	Mujeres	18
22110	Fonz	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	3
22110	Fonz	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	52
22110	Fonz	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	6
22110	Fonz	17	Operarios sin especialización de establecimientos no agrarios	Hombres	12
22110	Fonz	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22110	Fonz	18	Profesionales de las fuerzas armadas	Hombres	2
22111	Foradada del Toscar	1	Empresarios agrarios con asalariados	Hombres	4
22111	Foradada del Toscar	2	Empresarios agrarios sin asalariados	Hombres	17
22111	Foradada del Toscar	2	Empresarios agrarios sin asalariados	Mujeres	4
22111	Foradada del Toscar	5	Resto de trabajadores de explotaciones agrarias	Hombres	7
22111	Foradada del Toscar	5	Resto de trabajadores de explotaciones agrarias	Mujeres	4
22111	Foradada del Toscar	7	Empresarios no agrarios con asalariados	Hombres	3
22111	Foradada del Toscar	7	Empresarios no agrarios con asalariados	Mujeres	2
22111	Foradada del Toscar	8	Empresarios no agrarios sin asalariados	Hombres	5
22111	Foradada del Toscar	8	Empresarios no agrarios sin asalariados	Mujeres	4
22111	Foradada del Toscar	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	2
22111	Foradada del Toscar	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	6
22111	Foradada del Toscar	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	7
22111	Foradada del Toscar	13	Resto del personal administrativo y comercial	Hombres	3
22111	Foradada del Toscar	13	Resto del personal administrativo y comercial	Mujeres	13
22111	Foradada del Toscar	14	Resto del personal de los servicios	Mujeres	9
22111	Foradada del Toscar	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	3
22111	Foradada del Toscar	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	4
22111	Foradada del Toscar	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	2
22111	Foradada del Toscar	17	Operarios sin especialización de establecimientos no agrarios	Hombres	5
22111	Foradada del Toscar	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	1
22111	Foradada del Toscar	18	Profesionales de las fuerzas armadas	Hombres	2
22112	Fraga	1	Empresarios agrarios con asalariados	Hombres	109
22112	Fraga	1	Empresarios agrarios con asalariados	Mujeres	6
22112	Fraga	2	Empresarios agrarios sin asalariados	Hombres	421
22112	Fraga	2	Empresarios agrarios sin asalariados	Mujeres	38
22112	Fraga	3	Miembros de cooperativas agrarias	Hombres	2
22112	Fraga	4	Directores y jefes de explotaciones agrarias	Hombres	2
22112	Fraga	5	Resto de trabajadores de explotaciones agrarias	Hombres	324
22112	Fraga	5	Resto de trabajadores de explotaciones agrarias	Mujeres	47
22112	Fraga	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Hombres	61
22112	Fraga	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	30
22112	Fraga	7	Empresarios no agrarios con asalariados	Hombres	331
22112	Fraga	7	Empresarios no agrarios con asalariados	Mujeres	100
22112	Fraga	8	Empresarios no agrarios sin asalariados	Hombres	259
22112	Fraga	8	Empresarios no agrarios sin asalariados	Mujeres	161
22112	Fraga	9	Miembros de cooperativas no agrarias	Hombres	1
22112	Fraga	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	34
22112	Fraga	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	9
22112	Fraga	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	263
22112	Fraga	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	245
22112	Fraga	12	Profesionales en ocupaciones exclusivas de la administración pública	Hombres	1
22112	Fraga	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
22112	Fraga	13	Resto del personal administrativo y comercial	Hombres	229
22112	Fraga	13	Resto del personal administrativo y comercial	Mujeres	490
22112	Fraga	14	Resto del personal de los servicios	Hombres	138
22112	Fraga	14	Resto del personal de los servicios	Mujeres	300
22112	Fraga	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	33
22112	Fraga	15	Contramaestres y capataces de establecimientos no agrarios	Mujeres	2
22112	Fraga	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	1003
22112	Fraga	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	337
22112	Fraga	17	Operarios sin especialización de establecimientos no agrarios	Hombres	189
22112	Fraga	17	Operarios sin especialización de establecimientos no agrarios	Mujeres	58
22112	Fraga	18	Profesionales de las fuerzas armadas	Hombres	5
22112	Fraga	19	No clasificables por condicion socioeconómica	Hombres	3
22112	Fraga	19	No clasificables por condicion socioeconómica	Mujeres	4
22113	Fueva (La)	2	Empresarios agrarios sin asalariados	Hombres	62
22113	Fueva (La)	2	Empresarios agrarios sin asalariados	Mujeres	7
22113	Fueva (La)	5	Resto de trabajadores de explotaciones agrarias	Hombres	3
22113	Fueva (La)	5	Resto de trabajadores de explotaciones agrarias	Mujeres	1
22113	Fueva (La)	6	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta propia, con o sin asalariados	Mujeres	1
22113	Fueva (La)	7	Empresarios no agrarios con asalariados	Hombres	24
22113	Fueva (La)	7	Empresarios no agrarios con asalariados	Mujeres	2
22113	Fueva (La)	8	Empresarios no agrarios sin asalariados	Hombres	13
22113	Fueva (La)	8	Empresarios no agrarios sin asalariados	Mujeres	6
22113	Fueva (La)	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Hombres	3
22113	Fueva (La)	10	Directores y gerentes de establecimientos no agrarios, altos funcionarios de la administración pública, comunidades autónomas y corporaciones locales	Mujeres	3
22113	Fueva (La)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Hombres	11
22113	Fueva (La)	11	Profesionales, técnicos y asimilados que ejercen su actividad por cuenta ajena	Mujeres	17
22113	Fueva (La)	12	Profesionales en ocupaciones exclusivas de la administración pública	Mujeres	1
22113	Fueva (La)	13	Resto del personal administrativo y comercial	Hombres	8
22113	Fueva (La)	13	Resto del personal administrativo y comercial	Mujeres	17
22113	Fueva (La)	14	Resto del personal de los servicios	Hombres	9
22113	Fueva (La)	14	Resto del personal de los servicios	Mujeres	19
22113	Fueva (La)	15	Contramaestres y capataces de establecimientos no agrarios	Hombres	1
22113	Fueva (La)	16	Operarios cualificados y especializados de establecimientos no agrarios	Hombres	11
22113	Fueva (La)	16	Operarios cualificados y especializados de establecimientos no agrarios	Mujeres	1
22113	Fueva (La)	17	Operarios sin especialización de establecimientos no agrarios	Hombres	12
22113	Fueva (La)	19	No clasificables por condicion socioeconómica	Mujeres	3
22114	Gistaín	2	Empresarios agrarios sin asalariados	Hombres	15
