Año	Municipio código	Municipio nombre	Urbana   Número de recibos	Urbana   Base imponible (miles de euros)	Urbana   Base liquidable (miles de euros)	Cuota (euros)
2001	50059	Bujaraloz	695	20566,1	20566,1	82270
2001	50060	Bulbuente	338	2262,22	2262,22	19230
2001	50061	Bureta	267	2343,27	2343,27	11720
2001	50062	Burgo de Ebro (El)	1291	32769,56	32769,56	131080
2001	50063	Buste (El)	185	1246,47	1246,47	4990
2001	50064	Cabañas de Ebro	445	6494,33	6494,33	42210
2001	50065	Cabolafuente	239	1246,59	1246,59	4990
2001	50066	Cadrete	2013	52040,47	52040,47	228980
2001	50067	Calatayud	13928	329565,58	329565,58	1647830
2001	50068	Calatorao	1796	32138,47	32138,47	136590
2001	50069	Calcena	132	394,47	394,47	2370
2001	50070	Calmarza	200	1271,63	1271,63	8900
2001	50071	Campillo de Aragón	275	1904,28	1904,28	11420
2001	50072	Carenas	545	7919,54	7919,54	31680
2001	50073	Cariñena	1965	35164,93	35164,93	179340
2001	50074	Caspe	6520	133010,35	133010,35	658400
2001	50075	Castejón de Alarba	171	780,75	780,75	3130
2001	50076	Castejón de las Armas	194	849,19	849,19	3400
2001	50077	Castejón de Valdejasa	404	2037,33	2037,33	12220
2001	50078	Castiliscar	395	3561,27	3561,27	26710
2001	50079	Cervera de la Cañada	398	2757,08	2757,08	11030
2001	50080	Cerveruela	114	223,92	223,92	900
2001	50081	Cetina	868	10389,62	10389,62	41560
2001	50082	Cimballa	280	1504,12	1504,12	9030
2001	50083	Cinco Olivas	192	2046,03	1527,07	6110
2001	50084	Clarés de Ribota	229	710,57	710,57	2840
2001	50085	Codo	354	2610,82	2610,82	10440
2001	50086	Codos	490	2570,98	2570,98	10280
2001	50087	Contamina	103	389,93	389,93	2730
2001	50088	Cosuenda	575	4470,3	4470,3	32630
2001	50089	Cuarte de Huerva	2325	109450,34	109450,34	656700
2001	50090	Cubel	318	2236,42	2236,42	8950
2001	50091	Cuerlas (Las)	194	945,19	945,19	5290
2001	50092	Chiprana	584	7994,44	7994,44	31980
2001	50093	Chodes	191	1432,93	1432,93	5730
2001	50094	Daroca	2211	46285,44	46285,44	208290
2001	50095	Ejea de los Caballeros	10755	229833,37	229833,37	1379000
2001	50096	Embid de Ariza	201	788,51	788,51	3160
2001	50098	Encinacorba	383	2521,55	2521,55	17650
2001	50099	Épila	2999	56393,28	56393,28	366560
2001	50100	Erla	426	4743,08	4743,08	26560
2001	50101	Escatrón	1428	31150,53	26538,88	148620
2001	50102	Fabara	1055	15610,26	15610,26	107710
2001	50104	Farlete	352	4332,69	4332,69	17330
2001	50105	Fayón	304	7274,39	7274,39	61830
2001	50106	Fayos (Los)	189	1300,06	1300,06	6500
2001	50107	Figueruelas	759	107055,75	107055,75	535280
2001	50108	Fombuena	74	193,28	193,28	780
2001	50109	Frago (El)	183	729,26	729,26	4380
2001	50110	Frasno (El)	833	6873,37	6873,37	34370
2001	50111	Fréscano	213	1752,4	1752,4	10950
2001	50113	Fuendejalón	757	7661,5	7661,5	30640
2001	50114	Fuendetodos	223	1973,68	1973,68	7900
2001	50115	Fuentes de Ebro	2359	39191,02	39191,02	235140
2001	50116	Fuentes de Jiloca	416	2919,31	2919,31	17520
2001	50117	Gallocanta	258	1861,95	1861,95	10610
2001	50118	Gallur	2040	41767,83	41767,83	334140
2001	50119	Gelsa	870	13401,92	13401,92	64330
2001	50120	Godojos	176	1065,06	1065,06	4260
2001	50121	Gotor	327	2046,02	2046,02	10230
2001	50122	Grisel	146	846,15	846,15	3380
2001	50123	Grisén	434	6425,61	6425,61	32130
2001	50124	Herrera de los Navarros	947	6455,38	6455,38	25820
2001	50125	Ibdes	767	6699,93	6699,93	40200
2001	50126	Illueca	2680	31314,95	31314,95	156570
2001	50128	Isuerre	90	570,59	570,59	4570
2001	50129	Jaraba	435	4954,44	4954,44	34680
2001	50130	Jarque de Moncayo	917	5857,13	5857,13	29280
2001	50131	Jaulín	307	2741,02	2741,02	12330
2001	50132	Joyosa (La)	281	11917,19	11917,19	49340
2001	50133	Lagata	207	1076,21	1076,21	4300
2001	50134	Langa del Castillo	339	2001,98	2001,98	8010
2001	50135	Layana	145	1294,63	1294,63	7770
2001	50136	Lécera	862	8180,33	8180,33	40900
2001	50137	Leciñena	831	24030,87	16114,01	64450
2001	50138	Lechón	60	427,4	427,4	1710
2001	50139	Letux	491	3808,91	3808,91	15230
2001	50140	Litago	325	1401,15	1401,15	8410
2001	50141	Lituénigo	286	1024,93	1024,93	5130
2001	50142	Lobera de Onsella	166	708,41	708,41	4390
2001	50143	Longares	722	7969,4	7969,4	44630
2001	50144	Longás	86	340,52	340,52	2110
2001	50146	Lucena de Jalón	289	3156,83	3156,83	18940
2001	50147	Luceni	815	15447,62	15447,62	72600
2001	50148	Luesia	458	2961,2	2961,2	16580
2001	50149	Luesma	105	451,26	451,26	1800
2001	50150	Lumpiaque	833	9674,92	9674,92	48380
2001	50151	Luna	930	10424,52	10424,52	52120
2001	50152	Maella	1450	23735,45	23735,45	109180
2001	50153	Magallón	903	16072,67	16072,67	64290
2001	50154	Mainar	180	1322,54	1322,54	5290
2001	50155	Malanquilla	265	1005,09	1005,09	4020
2001	50156	Maleján	261	1864,88	1864,88	15850
2001	50157	Malón	411	4379,47	4379,47	26270
2001	50159	Maluenda	716	8868,55	8868,55	44340
2001	50160	Mallén	1764	44601,61	44601,61	200710
2001	50161	Manchones	228	1171,38	1171,38	7030
2001	50162	Mara	305	2591,14	2591,14	10370
2001	50163	María de Huerva	1104	33786,84	33786,84	168940
2001	50164	Mediana de Aragón	315	2239,73	2239,73	8960
2001	50165	Mequinenza	1614	37589,81	37589,81	187950
2001	50166	Mesones de Isuela	447	2984,16	2984,16	11940
2001	50167	Mezalocha	244	1300,43	1300,43	7800
2001	50168	Mianos	49	353,52	353,52	2120
2001	50169	Miedes de Aragón	484	3585,79	3585,79	14340
2001	50170	Monegrillo	354	4401,62	4401,62	24210
2001	50171	Moneva	249	1160,11	1160,11	5750
2001	50172	Monreal de Ariza	348	2304,6	2304,6	11520
2001	50173	Monterde	434	2387,53	2387,53	17910
2001	50174	Montón	189	898,82	898,82	3590
2001	50175	Morata de Jalón	1449	19291,86	19291,86	77170
2001	50176	Morata de Jiloca	464	3285,74	3285,74	23000
2001	50177	Morés	697	6153,41	6153,41	30770
2001	50178	Moros	608	2323,23	2323,23	13940
2001	50179	Moyuela	512	3906,79	3906,79	15630
2001	50180	Mozota	182	1264,53	1264,53	7590
2001	50181	Muel	1202	25245,29	25245,29	146420
2001	50182	Muela (La)	1552	31632,63	31632,63	158160
2001	50183	Munébrega	461	2941,24	2941,24	16470
2001	50184	Murero	217	1058,1	1058,1	6350
2001	50185	Murillo de Gállego	361	2615,48	2615,48	11770
2001	50186	Navardún	142	797,82	797,82	4950
2001	50187	Nigüella	173	851,08	851,08	3400
2001	50188	Nombrevilla	89	328,4	328,4	1320
2001	50189	Nonaspe	1119	12006,63	12006,63	66030
2001	50190	Novallas	636	6207,9	6207,9	52760
2001	50191	Novillas	455	8263,7	5743,24	34460
2001	50192	Nuévalos	609	7861,46	7861,46	47170
2001	50193	Nuez de Ebro	606	13951,06	13951,06	97660
2001	50194	Olvés	224	817,07	817,07	6950
2001	50195	Orcajo	153	624,64	624,64	2500
2001	50196	Orera	159	1627,12	1627,12	6510
2001	50197	Orés	238	932,62	932,62	6150
2001	50198	Oseja	85	200,72	200,72	810
2001	50199	Osera de Ebro	434	7850,49	7850,49	54950
2001	50200	Paniza	633	6082,41	6082,41	40750
2001	50201	Paracuellos de Jiloca	435	4863,74	4863,74	29180
2001	50202	Paracuellos de la Ribera	324	1349,87	1349,87	8770
2001	50203	Pastriz	872	22237,05	15760,85	94570
2001	50204	Pedrola	1785	50163,91	50163,91	275900
2001	50205	Pedrosas (Las)	130	879,16	879,16	5720
2001	50206	Perdiguera	409	5394,47	5394,47	32370
2001	50207	Piedratajada	149	1259,95	1259,95	6300
2001	50208	Pina de Ebro	1349	50772,67	50772,67	253860
2001	50209	Pinseque	1347	27549,63	27549,63	151520
2001	50210	Pintanos (Los)	147	571,56	571,56	3430
2001	50211	Plasencia de Jalón	362	3684,31	3684,31	14740
2001	50212	Pleitas	61	348,97	348,97	1570
2001	50213	Plenas	361	1761,84	1761,84	7050
2001	50214	Pomer	172	411,31	411,31	1650
2001	50215	Pozuel de Ariza	193	818,58	818,58	3280
2001	50216	Pozuelo de Aragón	357	3135,63	3135,63	14110
2001	50217	Pradilla de Ebro	529	8679,62	5903,19	45990
2001	50218	Puebla de Albortón	175	1132,74	1132,74	4530
2001	50219	Puebla de Alfindén (La)	2174	135113,62	75281,46	331240
2001	50220	Puendeluna	112	650,69	650,69	5200
2001	50221	Purujosa	55	128,52	128,52	520
2001	50222	Quinto	1429	20958,28	20958,28	100600
2001	50223	Remolinos	756	8333,97	8333,97	50010
2001	50224	Retascón	115	666,54	666,54	2670
2001	50225	Ricla	1462	18485,27	18485,27	110910
2001	50227	Romanos	152	1357,52	1357,52	5430
2001	50228	Rueda de Jalón	306	3019,19	3019,19	19630
2001	50229	Ruesca	81	519,49	519,49	2080
2001	50230	Sádaba	1363	21268,69	21268,69	110590
2001	50231	Salillas de Jalón	400	3506,36	3506,36	21040
2001	50232	Salvatierra de Esca	344	2180,47	2180,47	13080
2001	50233	Samper del Salz	145	661,51	661,51	2640
2001	50234	San Martín de la Virgen de Moncayo	614	4827	4827	31380
2001	50235	San Mateo de Gállego	1958	38849,53	38849,53	256410
2001	50236	Santa Cruz de Grío	361	1921,21	1921,21	12490
2001	50237	Santa Cruz de Moncayo	155	642,93	642,93	2890
2001	50238	Santa Eulalia de Gállego	226	1403,73	1403,73	6320
2001	50239	Santed	122	562,27	562,27	3150
2001	50240	Sástago	1107	23543,8	19661,69	82580
2001	50241	Saviñán	627	7598,15	7598,15	64590
2001	50242	Sediles	141	665,34	665,34	4660
2001	50243	Sestrica	626	4031,28	4031,28	20160
2001	50244	Sierra de Luna	353	4317,07	2388,79	19110
2001	50245	Sigüés	238	1814,11	1814,11	10880
2001	50246	Sisamón	268	1454,19	1454,19	5820
2001	50247	Sobradiel	344	10228,07	10228,07	40910
2001	50248	Sos del Rey Católico	749	7363,59	7363,59	45660
2001	50249	Tabuenca	682	3750,7	3750,7	18760
2001	50250	Talamantes	174	798,08	798,08	3190
2001	50251	Tarazona	8852	117770,94	117770,94	810260
2001	50252	Tauste	4742	84954,25	84954,25	594680
2001	50253	Terrer	629	7975,19	7975,19	55820
2001	50254	Tierga	344	1983,68	1983,68	7930
2001	50255	Tobed	412	2681,79	2681,79	17430
2001	50256	Torralba de los Frailes	301	1691,45	1691,45	6770
2001	50257	Torralba de Ribota	300	1688,73	1688,73	6750
2001	50258	Torralbilla	184	950,13	950,13	3800
2001	50259	Torrehermosa	189	1365,03	1365,03	5460
2001	50260	Torrelapaja	115	624,56	624,56	2500
2001	50261	Torrellas	419	3011,92	3011,92	18070
2001	50262	Torres de Berrellén	878	14445,85	14445,85	57780
2001	50263	Torrijo de la Cañada	575	2432,27	2432,27	14590
2001	50264	Tosos	349	1895,83	1895,83	10810
2001	50265	Trasmoz	165	926,8	926,8	3710
2001	50266	Trasobares	462	1616,09	1616,09	6470
2001	50267	Uncastillo	885	6940,46	6940,46	52060
2001	50268	Undués de Lerda	129	586,3	586,3	3640
2001	50269	Urrea de Jalón	379	3763,76	3763,76	24470
2001	50270	Urriés	125	596,3	596,3	2390
2001	50271	Used	553	5050,4	5050,4	20200
2001	50272	Utebo	7426	381929,79	182942,55	1152540
2001	50273	Valdehorna	94	412,13	412,13	1650
2001	50274	Val de San Martín	120	381,88	381,88	1530
2001	50275	Valmadrid	90	758,03	758,03	3030
2001	50276	Valpalmas	199	1436,46	1436,46	11490
2001	50277	Valtorres	208	1601,88	1601,88	6410
2001	50278	Velilla de Ebro	328	2322,08	2322,08	16260
2001	50279	Velilla de Jiloca	225	1366,14	1366,14	8200
2001	50280	Vera de Moncayo	524	3503,23	3503,23	19620
2001	50281	Vierlas	112	989,7	989,7	5940
2001	50282	Vilueña (La)	170	1348,73	1348,73	6070
2001	50283	Villadoz	149	875,25	875,25	3500
2001	50284	Villafeliche	368	2639,5	2639,5	13200
2001	50285	Villafranca de Ebro	489	20750,34	20750,34	139030
2001	50286	Villalba de Perejil	84	483,13	483,13	1940
2001	50287	Villalengua	469	2236,38	2236,38	13420
2001	50288	Villanueva de Gállego	2089	138838,64	72229,57	361150
2001	50289	Villanueva de Jiloca	196	940,87	940,87	3760
2001	50290	Villanueva de Huerva	562	5241,04	5241,04	31450
2001	50291	Villar de los Navarros	375	1904,46	1904,46	11420
2001	50292	Villarreal de Huerva	226	3337,4	3337,4	13350
2001	50293	Villarroya de la Sierra	816	4078,52	4078,52	24470
2001	50294	Villarroya del Campo	132	913,04	913,04	3650
2001	50295	Vistabella	208	893,45	893,45	5810
2001	50296	Zaida (La)	479	15507,48	10961,56	43850
2001	50297	Zaragoza	401501	15193057	15193057	60772228
2001	50298	Zuera	3825	94279,06	94279,06	565670
2001	50901	Biel	468	2976,09	2976,09	16370
2001	50902	Marracos	103	1166,14	1166,14	7580
2002	22001	Abiego	352	2816	2816	16895
2002	22002	Abizanda	89	10903	10903	92672
2002	22003	Adahuesca	156	1603	1603	9619
2002	22004	Agüero	334	1642	1642	12313
2002	22006	Aísa	2834	50601	50601	430109
2002	22007	Albalate de Cinca	711	10102	10102	50508
2002	22008	Albalatillo	255	2598	2598	10391
2002	22009	Albelda	743	7419	7419	37095
2002	22011	Albero Alto	78	824	824	3297
2002	22012	Albero Bajo	100	1072	1072	9109
2002	22013	Alberuela de Tubo	170	2091	2091	10455
2002	22014	Alcalá de Gurrea	319	28306	28306	240604
2002	22015	Alcalá del Obispo	382	3958	3958	15833
2002	22016	Alcampell	873	9093	9093	54557
2002	22017	Alcolea de Cinca	1045	16236	15201	79053
2002	22018	Alcubierre	394	3498	3498	19940
2002	22019	Alerre	165	3366	3366	16831
2002	22020	Alfántega	121	853	853	5548
2002	22021	Almudévar	1781	22219	22219	146423
2002	22022	Almunia de San Juan	585	6366	6366	33101
2002	22023	Almuniente	328	3361	3361	23190
2002	22024	Alquézar	327	3042	3042	19775
2002	22025	Altorricón	949	14884	14884	86326
2002	22027	Angüés	479	4466	4466	17862
2002	22028	Ansó	619	5353	5353	32116
2002	22029	Antillón	105	667	667	4338
2002	22032	Aragüés del Puerto	191	2044	2044	12262
2002	22035	Arén	465	3941	3941	19703
2002	22036	Argavieso	113	805	805	3220
2002	22037	Arguis	254	3498	3498	17488
2002	22039	Ayerbe	1113	11846	11846	82924
2002	22040	Azanuy-Alins	364	2129	2129	17035
2002	22041	Azara	145	1321	1321	6607
2002	22042	Azlor	161	1225	1225	8577
2002	22043	Baells	183	1396	1396	4189
2002	22044	Bailo	336	2259	2259	14681
2002	22045	Baldellou	219	3598	3598	14391
2002	22046	Ballobar	872	13411	9402	58317
2002	22047	Banastás	141	3229	3229	12917
2002	22048	Barbastro	11338	334959	232395	1501935
2002	22049	Barbués	76	782	782	3128
2002	22050	Barbuñales	118	1089	1089	6534
2002	22051	Bárcabo	184	1366	1366	5465
2002	22052	Belver de Cinca	836	10235	10235	35821
2002	22053	Benabarre	1166	11877	11877	89079
2002	22054	Benasque	3614	85362	85362	478025
2002	22055	Berbegal	308	2552	2552	11485
2002	22057	Bielsa	594	13240	13240	79439
2002	22058	Bierge	319	2533	2533	15201
2002	22059	Biescas	3804	54748	54748	465357
2002	22060	Binaced	1058	15331	15331	67455
2002	22061	Binéfar	5395	144448	115440	861397
2002	22062	Bisaurri	178	1308	1308	5884
2002	22063	Biscarrués	272	2391	2391	20320
2002	22064	Blecua y Torres	191	1575	1575	7088
2002	22066	Boltaña	951	15026	15026	112694
2002	22067	Bonansa	76	1936	1936	15485
2002	22068	Borau	89	925	925	5547
2002	22069	Broto	750	9823	9823	49113
2002	22072	Caldearenas	306	4010	4010	26063
2002	22074	Campo	460	7824	7824	46945
2002	22075	Camporrells	283	1857	1857	10216
2002	22076	Canal de Berdún	556	4434	4434	26606
2002	22077	Candasnos	358	24197	24197	108884
2002	22078	Canfranc	1615	26013	26013	169087
2002	22079	Capdesaso	162	1625	1625	6502
2002	22080	Capella	363	2788	2788	11151
2002	22081	Casbas de Huesca	452	3179	3179	15895
2002	22082	Castejón del Puente	342	4322	4322	21611
2002	22083	Castejón de Monegros	539	6505	6505	29271
2002	22084	Castejón de Sos	647	10102	10102	70711
2002	22085	Castelflorite	103	1280	1280	5758
2002	22086	Castiello de Jaca	677	12482	12482	68649
2002	22087	Castigaleu	50	296	296	1183
2002	22088	Castillazuelo	212	1339	1339	8703
2002	22089	Castillonroy	386	4987	4987	24933
2002	22090	Colungo	146	797	797	3189
2002	22094	Chalamera	123	914	914	4294
2002	22095	Chía	100	1271	1271	5085
2002	22096	Chimillas	132	2988	2988	11954
2002	22099	Esplús	616	5485	5485	27423
2002	22102	Estada	174	3419	3419	13676
2002	22103	Estadilla	779	13651	13651	54603
2002	22105	Estopiñán del Castillo	226	5933	5933	47466
2002	22106	Fago	109	487	487	2436
2002	22107	Fanlo	129	578	578	4912
2002	22109	Fiscal	418	5362	5362	37531
2002	22110	Fonz	933	8293	8293	51087
2002	22111	Foradada del Toscar	178	1713	1713	6852
2002	22112	Fraga	8124	207996	182589	1479174
2002	22113	Fueva (La)	461	21694	21694	141012
2002	22114	Gistaín	113	752	752	3758
2002	22115	Grado (El)	770	19599	19599	109752
2002	22116	Grañén	1306	18228	18228	120303
2002	22117	Graus	3172	48155	48155	346717
2002	22119	Gurrea de Gállego	1183	14234	14234	92522
2002	22122	Hoz de Jaca	181	4394	4394	17575
2002	22124	Huerto	269	3040	3040	12162
2002	22125	Huesca	40382	1273376	791383	6889222
2002	22126	Ibieca	129	853	853	4264
2002	22127	Igriés	214	3769	3769	22614
2002	22128	Ilche	237	1602	1602	6407
2002	22129	Isábena	291	3642	3642	14570
2002	22130	Jaca	22379	489472	489472	3426305
2002	22131	Jasa	175	1244	1244	7461
2002	22133	Labuerda	192	2845	2845	14226
2002	22135	Laluenga	232	2464	2464	12319
2002	22136	Lalueza	729	9383	9383	77877
2002	22137	Lanaja	1149	12405	12405	85591
2002	22139	Laperdiguera	101	610	610	2440
2002	22141	Lascellas-Ponzano	235	1755	1755	10531
2002	22142	Lascuarre	163	1168	1168	9345
2002	22143	Laspaúles	288	2322	2322	11608
2002	22144	Laspuña	169	2019	2019	12111
2002	22149	Loarre	522	4024	4024	16094
2002	22150	Loporzano	671	6545	6545	39272
2002	22151	Loscorrales	158	971	971	3883
2002	22155	Monesma y Cajigar	51	289	289	2023
2002	22156	Monflorite-Lascasas	259	2983	2983	14913
2002	22157	Montanuy	311	65007	65007	552560
2002	22158	Monzón	10816	206338	186240	1694966
2002	22160	Naval	233	8886	8886	75528
2002	22162	Novales	129	1362	1362	5448
2002	22163	Nueno	511	9390	9390	61034
2002	22164	Olvena	76	443	443	1772
2002	22165	Ontiñena	532	4581	4581	16032
2002	22167	Osso de Cinca	398	4771	4771	23854
2002	22168	Palo	46	969	969	5814
2002	22170	Panticosa	2116	41358	41358	175774
2002	22172	Peñalba	450	19780	19780	89008
2002	22173	Peñas de Riglos (Las)	687	5736	5736	37281
2002	22174	Peralta de Alcofea	652	5690	5690	42675
2002	22175	Peralta de Calasanz	524	3963	3963	15851
2002	22176	Peraltilla	145	1268	1268	6972
2002	22177	Perarrúa	182	1754	1754	7018
2002	22178	Pertusa	180	1708	1708	13324
2002	22181	Piracés	74	481	481	2646
2002	22182	Plan	327	4850	4850	29103
2002	22184	Poleñino	188	2191	2191	15773
2002	22186	Pozán de Vero	200	1275	1275	8927
2002	22187	Puebla de Castro (La)	688	11641	11641	48893
2002	22188	Puente de Montañana	219	1271	1271	7119
2002	22189	Puértolas	175	1538	1538	6152
2002	22190	Pueyo de Araguás (El)	95	767	767	3837
2002	22193	Pueyo de Santa Cruz	227	2288	2288	17161
2002	22195	Quicena	132	1708	1708	6832
2002	22197	Robres	461	7329	7329	43976
2002	22199	Sabiñánigo	7690	142179	121178	1115028
2002	22200	Sahún	704	15421	15421	92525
2002	22201	Salas Altas	278	2132	2132	12793
2002	22202	Salas Bajas	144	1332	1332	3997
2002	22203	Salillas	127	971	971	3882
2002	22204	Sallent de Gállego	3604	75559	75559	340017
2002	22205	San Esteban de Litera	749	10518	6251	43788
2002	22206	Sangarrén	204	2566	2566	21815
2002	22207	San Juan de Plan	104	866	866	4332
2002	22208	Santa Cilia	191	1485	1485	8911
2002	22209	Santa Cruz de la Serós	175	1845	1845	9224
2002	22212	Santaliestra y San Quílez	99	810	810	4535
2002	22213	Sariñena	3049	51676	51676	263545
2002	22214	Secastilla	206	17606	17606	105635
2002	22215	Seira	195	3803	3803	24717
2002	22217	Sena	599	8321	5192	31170
2002	22218	Senés de Alcubierre	78	750	750	4351
2002	22220	Sesa	222	2408	2408	9632
2002	22221	Sesué	173	2304	2304	13822
2002	22222	Siétamo	523	6391	6391	31954
2002	22223	Sopeira	186	8420	8420	71572
2002	22225	Tamarite de Litera	2744	41082	41082	295789
2002	22226	Tardienta	894	10286	10286	74063
2002	22227	Tella-Sin	253	3037	3037	18220
2002	22228	Tierz	126	1379	1379	4137
2002	22229	Tolva	221	1390	1390	8341
2002	22230	Torla-Ordesa	461	8399	8399	33595
2002	22232	Torralba de Aragón	128	1268	1268	7606
2002	22233	Torre la Ribera	87	842	842	3368
2002	22234	Torrente de Cinca	663	22175	22175	99786
2002	22235	Torres de Alcanadre	129	1048	1048	5766
2002	22236	Torres de Barbués	170	2343	2343	13123
2002	22239	Tramaced	89	1151	1151	4603
2002	22242	Valfarta	97	803	803	3452
2002	22243	Valle de Bardají	33	280	280	1683
2002	22244	Valle de Lierp	48	426	426	2557
2002	22245	Velilla de Cinca	418	5674	3614	18080
2002	22246	Beranuy	132	972	972	3890
2002	22247	Viacamp y Litera	39	19029	19029	161748
2002	22248	Vicién	130	1137	1137	5686
2002	22249	Villanova	207	3650	3650	14601
2002	22250	Villanúa	1599	39201	39201	176404
2002	22251	Villanueva de Sigena	402	6030	3948	25674
2002	22252	Yebra de Basa	144	1057	1057	5285
2002	22253	Yésero	139	938	938	938
2002	22254	Zaidín	1229	14085	14085	56340
2002	22901	Valle de Hecho	1089	11637	11637	34910
2002	22902	Puente la Reina de Jaca	350	3767	3767	19212
2002	22903	San Miguel del Cinca	612	6274	6274	30116
2002	22904	Sotonera (La)	1288	12014	12014	52863
2002	22905	Lupiñén-Ortilla	438	8964	8964	45714
2002	22906	Santa María de Dulcis	149	1202	1202	9616
2002	22907	Aínsa-Sobrarbe	1557	47885	47885	287310
2002	22908	Hoz y Costeán	255	1415	1415	4246
2002	22909	Vencillón	180	2831	2831	14156
2002	44001	Ababuj	137	935	935	3740
2002	44002	Abejuela	231	921	921	7829
2002	44003	Aguatón	48	230	230	1150
2002	44004	Aguaviva	819	8673	8673	43365
2002	44005	Aguilar del Alfambra	142	996	996	4482
2002	44006	Alacón	526	4592	4592	18368
2002	44007	Alba	328	2728	2728	16368
2002	44008	Albalate del Arzobispo	2406	28328	21631	123297
2002	44009	Albarracín	1113	22020	13905	76478
2002	44010	Albentosa	509	5952	5952	32736
2002	44011	Alcaine	249	910	910	3640
2002	44012	Alcalá de la Selva	1759	28213	28213	112852
2002	44013	Alcañiz	10490	182048	182048	1092288
2002	44014	Alcorisa	3012	43851	40403	282821
2002	44016	Alfambra	590	6879	6879	31643
2002	44017	Aliaga	716	6365	6365	31825
2002	44018	Almohaja	70	368	368	1472
2002	44019	Alobras	155	1110	1110	6660
2002	44020	Alpeñés	61	368	368	1656
2002	44021	Allepuz	232	1354	1354	6770
2002	44022	Alloza	1005	8835	8835	36224
2002	44023	Allueva	56	218	218	1417
2002	44024	Anadón	84	497	497	4225
2002	44025	Andorra	5265	134887	134887	809322
2002	44026	Arcos de las Salinas	405	3599	3599	28792
2002	44027	Arens de Lledó	234	2079	2079	12474
2002	44028	Argente	278	2068	2068	10340
2002	44029	Ariño	894	8771	8771	61397
2002	44031	Azaila	273	1823	1823	11850
2002	44032	Bádenas	66	306	306	1224
2002	44033	Báguena	689	5153	5153	25765
2002	44034	Bañón	231	1516	1516	6064
2002	44035	Barrachina	245	1637	1637	8185
2002	44036	Bea	58	319	319	1595
2002	44037	Beceite	672	6574	6574	26296
2002	44038	Belmonte de San José	253	2226	2226	12243
2002	44039	Bello	543	4119	4119	16476
2002	44040	Berge	269	1751	1751	7004
2002	44041	Bezas	134	901	901	3604
2002	44042	Blancas	309	2108	2108	8432
2002	44043	Blesa	330	1924	1924	7696
2002	44044	Bordón	189	1411	1411	10583
2002	44045	Bronchales	988	18867	11833	59165
2002	44046	Bueña	142	591	591	4137
2002	44047	Burbáguena	436	4537	4537	18148
2002	44048	Cabra de Mora	163	1359	1359	6795
2002	44049	Calaceite	1085	11963	11963	81348
2002	44050	Calamocha	4545	83762	83762	435562
2002	44051	Calanda	2793	40498	40498	255137
2002	44052	Calomarde	164	1286	1286	5144
2002	44053	Camañas	170	1028	1028	5140
2002	44054	Camarena de la Sierra	345	2823	2823	14115
2002	44055	Camarillas	234	1933	1933	9665
2002	44056	Caminreal	776	9715	9715	48575
2002	44059	Cantavieja	681	9027	9027	54162
2002	44060	Cañada de Benatanduz	148	722	722	2888
2002	44061	Cañada de Verich (La)	127	759	759	4554
2002	44062	Cañada Vellida	61	580	580	3480
2002	44063	Cañizar del Olivar	215	1457	1457	12385
2002	44064	Cascante del Río	212	1541	1541	9246
2002	44065	Castejón de Tornos	175	884	884	3536
2002	44066	Castel de Cabra	300	2496	2496	9984
2002	44067	Castelnou	231	2174	2174	10870
2002	44068	Castelserás	868	9179	9179	36716
2002	44070	Castellar (El)	157	1244	1244	6842
2002	44071	Castellote	1256	11165	11165	44660
2002	44074	Cedrillas	444	4476	4476	17904
2002	44075	Celadas	284	3407	3407	13628
2002	44076	Cella	2216	35855	35855	179275
2002	44077	Cerollera (La)	125	661	661	3966
2002	44080	Codoñera (La)	451	4105	4105	18473
2002	44082	Corbalán	142	864	864	3456
2002	44084	Cortes de Aragón	197	1007	1007	6042
2002	44085	Cosa	145	1147	1147	4588
2002	44086	Cretas	616	6605	6605	29723
2002	44087	Crivillén	252	1471	1471	7355
2002	44088	Cuba (La)	133	655	655	4585
2002	44089	Cubla	132	1214	1214	4856
2002	44090	Cucalón	207	1367	1367	5468
2002	44092	Cuervo (El)	228	1748	1748	10488
2002	44093	Cuevas de Almudén	106	1023	1023	4092
2002	44094	Cuevas Labradas	147	1265	1265	5693
2002	44096	Ejulve	392	2921	2921	11684
2002	44097	Escorihuela	244	1489	1489	8934
2002	44099	Escucha	857	10678	10678	90763
2002	44100	Estercuel	499	4168	4168	20840
2002	44101	Ferreruela de Huerva	134	925	925	4625
2002	44102	Fonfría	66	368	368	1472
2002	44103	Formiche Alto	308	2593	2593	15558
2002	44105	Fórnoles	278	1771	1771	7084
2002	44106	Fortanete	445	2703	2703	18921
2002	44107	Foz-Calanda	305	3019	3019	13586
2002	44108	Fresneda (La)	681	7300	7300	43800
2002	44109	Frías de Albarracín	249	1878	1878	7512
2002	44110	Fuenferrada	107	654	654	2616
2002	44111	Fuentes Calientes	139	1385	1385	5540
2002	44112	Fuentes Claras	531	6174	6174	24696
2002	44113	Fuentes de Rubielos	241	1467	1467	8802
2002	44114	Fuentespalda	328	3667	3667	22002
2002	44115	Galve	133	1133	1133	8498
2002	44116	Gargallo	221	1764	1764	7056
2002	44117	Gea de Albarracín	567	4935	4935	34545
2002	44118	Ginebrosa (La)	410	3705	3705	18525
2002	44119	Griegos	212	2119	2119	10595
2002	44120	Guadalaviar	364	3450	3450	13800
2002	44121	Gúdar	138	982	982	3928
