Año	Dirección Provincial Código	Nº Accidentes	Grupo	Descripción Ocupación	Sexo	Dirección Provincial Nombre
2005	22	37	4	Empleados de tipo administrativo	Mujeres	Huesca
2005	44	4	4	Empleados de tipo administrativo	Hombres	Teruel
2005	44	20	4	Empleados de tipo administrativo	Mujeres	Teruel
2005	50	127	4	Empleados de tipo administrativo	Hombres	Zaragoza
2005	50	271	4	Empleados de tipo administrativo	Mujeres	Zaragoza
2005	22	91	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Huesca
2005	22	219	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Huesca
2005	44	40	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Teruel
2005	44	108	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Teruel
2005	50	615	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Zaragoza
2005	50	1294	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Zaragoza
2005	22	108	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Huesca
2005	22	11	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Huesca
2005	44	61	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Teruel
2005	44	6	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Teruel
2005	50	222	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Zaragoza
2005	50	23	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Zaragoza
2005	22	1374	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Huesca
2005	22	34	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Huesca
2005	44	720	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Teruel
2005	44	48	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Teruel
2005	50	4767	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Zaragoza
2005	50	242	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Zaragoza
2005	22	482	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Huesca
2005	22	35	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Huesca
2005	44	392	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Teruel
2005	44	35	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Teruel
2005	50	2992	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Zaragoza
2005	50	278	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Zaragoza
2005	22	747	9	Trabajadores no cualificados	Hombres	Huesca
2005	22	205	9	Trabajadores no cualificados	Mujeres	Huesca
2005	44	390	9	Trabajadores no cualificados	Hombres	Teruel
2005	44	87	9	Trabajadores no cualificados	Mujeres	Teruel
2005	50	3486	9	Trabajadores no cualificados	Hombres	Zaragoza
2005	50	1287	9	Trabajadores no cualificados	Mujeres	Zaragoza
2005	22	15	NC	No consta	Hombres	Huesca
2005	22	5	NC	No consta	Mujeres	Huesca
2005	44	4	NC	No consta	Hombres	Teruel
2005	44	2	NC	No consta	Mujeres	Teruel
2005	50	139	NC	No consta	Hombres	Zaragoza
2005	50	51	NC	No consta	Mujeres	Zaragoza
2004	22	7	0	Fuerzas armadas	Hombres	Huesca
2004	44	2	0	Fuerzas armadas	Hombres	Teruel
2004	50	11	0	Fuerzas armadas	Hombres	Zaragoza
2004	50	5	0	Fuerzas armadas	Mujeres	Zaragoza
2004	22	2	1	Dirección de las empresas y de las administraciones públicas	Hombres	Huesca
2004	22	3	1	Dirección de las empresas y de las administraciones públicas	Mujeres	Huesca
2004	44	4	1	Dirección de las empresas y de las administraciones públicas	Hombres	Teruel
2004	44	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	Teruel
2004	50	30	1	Dirección de las empresas y de las administraciones públicas	Hombres	Zaragoza
2004	50	15	1	Dirección de las empresas y de las administraciones públicas	Mujeres	Zaragoza
2004	22	24	2	Técnicos y profesionales científicos e intelectuales	Hombres	Huesca
2004	22	18	2	Técnicos y profesionales científicos e intelectuales	Mujeres	Huesca
2004	44	10	2	Técnicos y profesionales científicos e intelectuales	Hombres	Teruel
2004	44	11	2	Técnicos y profesionales científicos e intelectuales	Mujeres	Teruel
2004	50	97	2	Técnicos y profesionales científicos e intelectuales	Hombres	Zaragoza
2004	50	77	2	Técnicos y profesionales científicos e intelectuales	Mujeres	Zaragoza
2004	22	50	3	Técnicos y profesionales de apoyo	Hombres	Huesca
2004	22	24	3	Técnicos y profesionales de apoyo	Mujeres	Huesca
2004	44	13	3	Técnicos y profesionales de apoyo	Hombres	Teruel
2004	44	7	3	Técnicos y profesionales de apoyo	Mujeres	Teruel
2004	50	247	3	Técnicos y profesionales de apoyo	Hombres	Zaragoza
2004	50	164	3	Técnicos y profesionales de apoyo	Mujeres	Zaragoza
2004	22	19	4	Empleados de tipo administrativo	Hombres	Huesca
2004	22	26	4	Empleados de tipo administrativo	Mujeres	Huesca
2004	44	7	4	Empleados de tipo administrativo	Hombres	Teruel
2004	44	15	4	Empleados de tipo administrativo	Mujeres	Teruel
2004	50	135	4	Empleados de tipo administrativo	Hombres	Zaragoza
2004	50	223	4	Empleados de tipo administrativo	Mujeres	Zaragoza
2004	22	78	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Huesca
2004	22	194	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Huesca
2004	44	33	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Teruel
2004	44	60	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Teruel
2004	50	511	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Zaragoza
2004	50	1142	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Zaragoza
2004	22	92	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Huesca
2004	22	5	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Huesca
2004	44	45	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Teruel
2004	44	4	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Teruel
2004	50	219	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Zaragoza
2004	50	19	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Zaragoza
2004	22	1226	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Huesca
2004	22	40	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Huesca
2004	44	646	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Teruel
2004	44	36	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Teruel
2004	50	4492	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Zaragoza
2004	50	199	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Zaragoza
2004	22	480	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Huesca
2004	22	28	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Huesca
2004	44	354	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Teruel
2004	44	25	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Teruel
2004	50	3047	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Zaragoza
2004	50	343	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Zaragoza
2004	22	664	9	Trabajadores no cualificados	Hombres	Huesca
2004	22	155	9	Trabajadores no cualificados	Mujeres	Huesca
2004	44	377	9	Trabajadores no cualificados	Hombres	Teruel
2004	44	88	9	Trabajadores no cualificados	Mujeres	Teruel
2004	50	3482	9	Trabajadores no cualificados	Hombres	Zaragoza
2004	50	1261	9	Trabajadores no cualificados	Mujeres	Zaragoza
2004	22	11	NC	No consta	Hombres	Huesca
2004	22	4	NC	No consta	Mujeres	Huesca
2004	44	3	NC	No consta	Hombres	Teruel
2004	44	2	NC	No consta	Mujeres	Teruel
2004	50	153	NC	No consta	Hombres	Zaragoza
2004	50	37	NC	No consta	Mujeres	Zaragoza
2003	22	1	1	Dirección de las empresas y de las administraciones públicas	Hombres	Huesca
2003	22	2	1	Dirección de las empresas y de las administraciones públicas	Mujeres	Huesca
2003	44	2	1	Dirección de las empresas y de las administraciones públicas	Hombres	Teruel
2003	44	1	1	Dirección de las empresas y de las administraciones públicas	Mujeres	Teruel
2003	50	28	1	Dirección de las empresas y de las administraciones públicas	Hombres	Zaragoza
2003	50	2	1	Dirección de las empresas y de las administraciones públicas	Mujeres	Zaragoza
2003	22	17	2	Técnicos y profesionales científicos e intelectuales	Hombres	Huesca
2003	22	21	2	Técnicos y profesionales científicos e intelectuales	Mujeres	Huesca
2003	44	17	2	Técnicos y profesionales científicos e intelectuales	Hombres	Teruel
2003	44	11	2	Técnicos y profesionales científicos e intelectuales	Mujeres	Teruel
2003	50	118	2	Técnicos y profesionales científicos e intelectuales	Hombres	Zaragoza
2003	50	73	2	Técnicos y profesionales científicos e intelectuales	Mujeres	Zaragoza
2003	22	66	3	Técnicos y profesionales de apoyo	Hombres	Huesca
2003	22	27	3	Técnicos y profesionales de apoyo	Mujeres	Huesca
2003	44	16	3	Técnicos y profesionales de apoyo	Hombres	Teruel
2003	44	10	3	Técnicos y profesionales de apoyo	Mujeres	Teruel
2003	50	277	3	Técnicos y profesionales de apoyo	Hombres	Zaragoza
2003	50	139	3	Técnicos y profesionales de apoyo	Mujeres	Zaragoza
2003	22	20	4	Empleados de tipo administrativo	Hombres	Huesca
2003	22	36	4	Empleados de tipo administrativo	Mujeres	Huesca
2003	44	3	4	Empleados de tipo administrativo	Hombres	Teruel
2003	44	15	4	Empleados de tipo administrativo	Mujeres	Teruel
2003	50	139	4	Empleados de tipo administrativo	Hombres	Zaragoza
2003	50	147	4	Empleados de tipo administrativo	Mujeres	Zaragoza
2003	22	112	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Huesca
2003	22	210	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Huesca
2003	44	40	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Teruel
2003	44	95	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Teruel
2003	50	596	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Hombres	Zaragoza
2003	50	1318	5	Trabajadores de los servicios de restauración, personales, protección y vendedores de los comercios	Mujeres	Zaragoza
2003	22	73	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Huesca
2003	22	6	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Huesca
2003	44	53	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Teruel
2003	44	3	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Teruel
2003	50	192	6	Trabajadores cualificados en la agricultura y en la pesca	Hombres	Zaragoza
2003	50	14	6	Trabajadores cualificados en la agricultura y en la pesca	Mujeres	Zaragoza
2003	22	1153	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Huesca
2003	22	66	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Huesca
2003	44	816	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Teruel
2003	44	63	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Teruel
2003	50	5217	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Hombres	Zaragoza
2003	50	275	7	Artesanos y trabajadores cualificados de las industrias manufactureras, la construcción, y la minería, excepto los  operadores de instalaciones y maquinaria	Mujeres	Zaragoza
2003	22	398	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Huesca
2003	22	18	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Huesca
2003	44	279	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Teruel
2003	44	11	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Teruel
2003	50	2370	8	Operadores de instalaciones y maquinaria, y montadores	Hombres	Zaragoza
2003	50	238	8	Operadores de instalaciones y maquinaria, y montadores	Mujeres	Zaragoza
2003	22	766	9	Trabajadores no cualificados	Hombres	Huesca
2003	22	119	9	Trabajadores no cualificados	Mujeres	Huesca
2003	44	390	9	Trabajadores no cualificados	Hombres	Teruel
2003	44	69	9	Trabajadores no cualificados	Mujeres	Teruel
2003	50	3445	9	Trabajadores no cualificados	Hombres	Zaragoza
2003	50	1089	9	Trabajadores no cualificados	Mujeres	Zaragoza
2003	22	17	NC	No consta	Hombres	Huesca
2003	22	6	NC	No consta	Mujeres	Huesca
2003	44	2	NC	No consta	Hombres	Teruel
2003	44	5	NC	No consta	Mujeres	Teruel
2003	50	78	NC	No consta	Hombres	Zaragoza
2003	50	18	NC	No consta	Mujeres	Zaragoza
