Comarca código	Comarca nombre	Edad	Sexo	Estado civil	Personas residentes viviendas familiares
07	Somontano de Barbastro	70 a 74	Mujeres	Solteros/as	40
07	Somontano de Barbastro	70 a 74	Mujeres	Casados/as	453
07	Somontano de Barbastro	70 a 74	Mujeres	Viudos/as	272
07	Somontano de Barbastro	70 a 74	Mujeres	Separados/as	1
07	Somontano de Barbastro	70 a 74	Mujeres	Divorciados/as	1
07	Somontano de Barbastro	75 a 79	Hombres	Solteros/as	78
07	Somontano de Barbastro	75 a 79	Hombres	Casados/as	452
07	Somontano de Barbastro	75 a 79	Hombres	Viudos/as	72
07	Somontano de Barbastro	75 a 79	Mujeres	Solteros/as	58
07	Somontano de Barbastro	75 a 79	Mujeres	Casados/as	290
07	Somontano de Barbastro	75 a 79	Mujeres	Viudos/as	340
07	Somontano de Barbastro	75 a 79	Mujeres	Separados/as	1
07	Somontano de Barbastro	80 a 84	Hombres	Solteros/as	34
07	Somontano de Barbastro	80 a 84	Hombres	Casados/as	213
07	Somontano de Barbastro	80 a 84	Hombres	Viudos/as	62
07	Somontano de Barbastro	80 a 84	Hombres	Separados/as	1
07	Somontano de Barbastro	80 a 84	Mujeres	Solteros/as	35
07	Somontano de Barbastro	80 a 84	Mujeres	Casados/as	108
07	Somontano de Barbastro	80 a 84	Mujeres	Viudos/as	303
07	Somontano de Barbastro	85 a 90	Hombres	Solteros/as	14
07	Somontano de Barbastro	85 a 90	Hombres	Casados/as	92
07	Somontano de Barbastro	85 a 90	Hombres	Viudos/as	61
07	Somontano de Barbastro	85 a 90	Mujeres	Solteros/as	20
07	Somontano de Barbastro	85 a 90	Mujeres	Casados/as	36
07	Somontano de Barbastro	85 a 90	Mujeres	Viudos/as	227
07	Somontano de Barbastro	90 ó más	Hombres	Solteros/as	6
07	Somontano de Barbastro	90 ó más	Hombres	Casados/as	28
07	Somontano de Barbastro	90 ó más	Hombres	Viudos/as	41
07	Somontano de Barbastro	90 ó más	Hombres	Divorciados/as	1
07	Somontano de Barbastro	90 ó más	Mujeres	Solteros/as	9
07	Somontano de Barbastro	90 ó más	Mujeres	Casados/as	5
07	Somontano de Barbastro	90 ó más	Mujeres	Viudos/as	102
07	Somontano de Barbastro	90 ó más	Mujeres	Separados/as	1
08	Cinca Medio	16 a 19	Hombres	Solteros/as	477
08	Cinca Medio	16 a 19	Hombres	Casados/as	3
08	Cinca Medio	16 a 19	Mujeres	Solteros/as	445
08	Cinca Medio	16 a 19	Mujeres	Casados/as	3
08	Cinca Medio	20 a 24	Hombres	Solteros/as	804
08	Cinca Medio	20 a 24	Hombres	Casados/as	21
08	Cinca Medio	20 a 24	Hombres	Separados/as	1
08	Cinca Medio	20 a 24	Mujeres	Solteros/as	597
08	Cinca Medio	20 a 24	Mujeres	Casados/as	63
08	Cinca Medio	20 a 24	Mujeres	Separados/as	3
08	Cinca Medio	20 a 24	Mujeres	Divorciados/as	1
08	Cinca Medio	25 a 29	Hombres	Solteros/as	658
08	Cinca Medio	25 a 29	Hombres	Casados/as	186
08	Cinca Medio	25 a 29	Hombres	Separados/as	7
08	Cinca Medio	25 a 29	Mujeres	Solteros/as	448
08	Cinca Medio	25 a 29	Mujeres	Casados/as	305
08	Cinca Medio	25 a 29	Mujeres	Viudos/as	1
08	Cinca Medio	25 a 29	Mujeres	Separados/as	17
08	Cinca Medio	25 a 29	Mujeres	Divorciados/as	4
08	Cinca Medio	30 a 34	Hombres	Solteros/as	450
08	Cinca Medio	30 a 34	Hombres	Casados/as	491
08	Cinca Medio	30 a 34	Hombres	Separados/as	12
08	Cinca Medio	30 a 34	Hombres	Divorciados/as	7
08	Cinca Medio	30 a 34	Mujeres	Solteros/as	160
08	Cinca Medio	30 a 34	Mujeres	Casados/as	575
08	Cinca Medio	30 a 34	Mujeres	Viudos/as	4
08	Cinca Medio	30 a 34	Mujeres	Separados/as	28
08	Cinca Medio	30 a 34	Mujeres	Divorciados/as	12
08	Cinca Medio	35 a 39	Hombres	Solteros/as	255
08	Cinca Medio	35 a 39	Hombres	Casados/as	669
08	Cinca Medio	35 a 39	Hombres	Viudos/as	2
08	Cinca Medio	35 a 39	Hombres	Separados/as	24
08	Cinca Medio	35 a 39	Hombres	Divorciados/as	17
08	Cinca Medio	35 a 39	Mujeres	Solteros/as	119
08	Cinca Medio	35 a 39	Mujeres	Casados/as	664
08	Cinca Medio	35 a 39	Mujeres	Viudos/as	9
08	Cinca Medio	35 a 39	Mujeres	Separados/as	37
08	Cinca Medio	35 a 39	Mujeres	Divorciados/as	13
08	Cinca Medio	40 a 44	Hombres	Solteros/as	172
08	Cinca Medio	40 a 44	Hombres	Casados/as	615
08	Cinca Medio	40 a 44	Hombres	Viudos/as	3
08	Cinca Medio	40 a 44	Hombres	Separados/as	18
08	Cinca Medio	40 a 44	Hombres	Divorciados/as	15
08	Cinca Medio	40 a 44	Mujeres	Solteros/as	63
08	Cinca Medio	40 a 44	Mujeres	Casados/as	596
08	Cinca Medio	40 a 44	Mujeres	Viudos/as	14
08	Cinca Medio	40 a 44	Mujeres	Separados/as	26
08	Cinca Medio	40 a 44	Mujeres	Divorciados/as	24
08	Cinca Medio	45 a 49	Hombres	Solteros/as	116
08	Cinca Medio	45 a 49	Hombres	Casados/as	554
08	Cinca Medio	45 a 49	Hombres	Viudos/as	3
08	Cinca Medio	45 a 49	Hombres	Separados/as	29
08	Cinca Medio	45 a 49	Hombres	Divorciados/as	8
08	Cinca Medio	45 a 49	Mujeres	Solteros/as	40
08	Cinca Medio	45 a 49	Mujeres	Casados/as	540
08	Cinca Medio	45 a 49	Mujeres	Viudos/as	22
08	Cinca Medio	45 a 49	Mujeres	Separados/as	18
08	Cinca Medio	45 a 49	Mujeres	Divorciados/as	13
08	Cinca Medio	50 a 54	Hombres	Solteros/as	96
08	Cinca Medio	50 a 54	Hombres	Casados/as	495
08	Cinca Medio	50 a 54	Hombres	Viudos/as	6
08	Cinca Medio	50 a 54	Hombres	Separados/as	14
08	Cinca Medio	50 a 54	Hombres	Divorciados/as	8
08	Cinca Medio	50 a 54	Mujeres	Solteros/as	22
08	Cinca Medio	50 a 54	Mujeres	Casados/as	501
08	Cinca Medio	50 a 54	Mujeres	Viudos/as	39
08	Cinca Medio	50 a 54	Mujeres	Separados/as	13
08	Cinca Medio	50 a 54	Mujeres	Divorciados/as	11
08	Cinca Medio	55 a 59	Hombres	Solteros/as	78
08	Cinca Medio	55 a 59	Hombres	Casados/as	491
08	Cinca Medio	55 a 59	Hombres	Viudos/as	11
08	Cinca Medio	55 a 59	Hombres	Separados/as	7
08	Cinca Medio	55 a 59	Hombres	Divorciados/as	5
08	Cinca Medio	55 a 59	Mujeres	Solteros/as	27
08	Cinca Medio	55 a 59	Mujeres	Casados/as	478
08	Cinca Medio	55 a 59	Mujeres	Viudos/as	61
08	Cinca Medio	55 a 59	Mujeres	Separados/as	6
08	Cinca Medio	55 a 59	Mujeres	Divorciados/as	3
08	Cinca Medio	60 a 64	Hombres	Solteros/as	62
08	Cinca Medio	60 a 64	Hombres	Casados/as	392
08	Cinca Medio	60 a 64	Hombres	Viudos/as	23
08	Cinca Medio	60 a 64	Hombres	Separados/as	9
08	Cinca Medio	60 a 64	Hombres	Divorciados/as	4
08	Cinca Medio	60 a 64	Mujeres	Solteros/as	24
08	Cinca Medio	60 a 64	Mujeres	Casados/as	453
08	Cinca Medio	60 a 64	Mujeres	Viudos/as	82
08	Cinca Medio	60 a 64	Mujeres	Separados/as	4
08	Cinca Medio	60 a 64	Mujeres	Divorciados/as	1
08	Cinca Medio	65 a 69	Hombres	Solteros/as	94
08	Cinca Medio	65 a 69	Hombres	Casados/as	563
08	Cinca Medio	65 a 69	Hombres	Viudos/as	32
08	Cinca Medio	65 a 69	Hombres	Separados/as	6
08	Cinca Medio	65 a 69	Hombres	Divorciados/as	5
08	Cinca Medio	65 a 69	Mujeres	Solteros/as	20
08	Cinca Medio	65 a 69	Mujeres	Casados/as	501
08	Cinca Medio	65 a 69	Mujeres	Viudos/as	132
08	Cinca Medio	65 a 69	Mujeres	Separados/as	4
08	Cinca Medio	65 a 69	Mujeres	Divorciados/as	1
08	Cinca Medio	70 a 74	Hombres	Solteros/as	82
08	Cinca Medio	70 a 74	Hombres	Casados/as	484
08	Cinca Medio	70 a 74	Hombres	Viudos/as	49
08	Cinca Medio	70 a 74	Hombres	Separados/as	4
08	Cinca Medio	70 a 74	Mujeres	Solteros/as	22
08	Cinca Medio	70 a 74	Mujeres	Casados/as	422
08	Cinca Medio	70 a 74	Mujeres	Viudos/as	228
08	Cinca Medio	70 a 74	Mujeres	Separados/as	4
08	Cinca Medio	75 a 79	Hombres	Solteros/as	59
08	Cinca Medio	75 a 79	Hombres	Casados/as	411
08	Cinca Medio	75 a 79	Hombres	Viudos/as	68
08	Cinca Medio	75 a 79	Hombres	Separados/as	3
08	Cinca Medio	75 a 79	Mujeres	Solteros/as	28
08	Cinca Medio	75 a 79	Mujeres	Casados/as	262
08	Cinca Medio	75 a 79	Mujeres	Viudos/as	295
08	Cinca Medio	75 a 79	Mujeres	Separados/as	2
08	Cinca Medio	80 a 84	Hombres	Solteros/as	27
08	Cinca Medio	80 a 84	Hombres	Casados/as	190
08	Cinca Medio	80 a 84	Hombres	Viudos/as	51
08	Cinca Medio	80 a 84	Mujeres	Solteros/as	32
08	Cinca Medio	80 a 84	Mujeres	Casados/as	112
08	Cinca Medio	80 a 84	Mujeres	Viudos/as	256
08	Cinca Medio	80 a 84	Mujeres	Separados/as	2
08	Cinca Medio	85 a 90	Hombres	Solteros/as	6
08	Cinca Medio	85 a 90	Hombres	Casados/as	77
08	Cinca Medio	85 a 90	Hombres	Viudos/as	43
08	Cinca Medio	85 a 90	Hombres	Divorciados/as	1
08	Cinca Medio	85 a 90	Mujeres	Solteros/as	9
08	Cinca Medio	85 a 90	Mujeres	Casados/as	20
08	Cinca Medio	85 a 90	Mujeres	Viudos/as	185
08	Cinca Medio	90 ó más	Hombres	Solteros/as	3
08	Cinca Medio	90 ó más	Hombres	Casados/as	22
08	Cinca Medio	90 ó más	Hombres	Viudos/as	28
08	Cinca Medio	90 ó más	Mujeres	Solteros/as	3
08	Cinca Medio	90 ó más	Mujeres	Casados/as	4
08	Cinca Medio	90 ó más	Mujeres	Viudos/as	85
09	La Litera / La Llitera	16 a 19	Hombres	Solteros/as	356
09	La Litera / La Llitera	16 a 19	Hombres	Casados/as	1
09	La Litera / La Llitera	16 a 19	Mujeres	Solteros/as	316
09	La Litera / La Llitera	20 a 24	Hombres	Solteros/as	616
09	La Litera / La Llitera	20 a 24	Hombres	Casados/as	15
09	La Litera / La Llitera	20 a 24	Mujeres	Solteros/as	547
09	La Litera / La Llitera	20 a 24	Mujeres	Casados/as	46
09	La Litera / La Llitera	20 a 24	Mujeres	Viudos/as	1
09	La Litera / La Llitera	20 a 24	Mujeres	Separados/as	1
09	La Litera / La Llitera	25 a 29	Hombres	Solteros/as	628
09	La Litera / La Llitera	25 a 29	Hombres	Casados/as	139
09	La Litera / La Llitera	25 a 29	Hombres	Separados/as	4
09	La Litera / La Llitera	25 a 29	Mujeres	Solteros/as	369
09	La Litera / La Llitera	25 a 29	Mujeres	Casados/as	212
09	La Litera / La Llitera	25 a 29	Mujeres	Separados/as	6
09	La Litera / La Llitera	25 a 29	Mujeres	Divorciados/as	3
09	La Litera / La Llitera	30 a 34	Hombres	Solteros/as	343
09	La Litera / La Llitera	30 a 34	Hombres	Casados/as	321
09	La Litera / La Llitera	30 a 34	Hombres	Separados/as	3
09	La Litera / La Llitera	30 a 34	Hombres	Divorciados/as	9
09	La Litera / La Llitera	30 a 34	Mujeres	Solteros/as	160
09	La Litera / La Llitera	30 a 34	Mujeres	Casados/as	414
09	La Litera / La Llitera	30 a 34	Mujeres	Viudos/as	4
09	La Litera / La Llitera	30 a 34	Mujeres	Separados/as	5
09	La Litera / La Llitera	30 a 34	Mujeres	Divorciados/as	3
09	La Litera / La Llitera	35 a 39	Hombres	Solteros/as	192
09	La Litera / La Llitera	35 a 39	Hombres	Casados/as	499
09	La Litera / La Llitera	35 a 39	Hombres	Separados/as	15
09	La Litera / La Llitera	35 a 39	Hombres	Divorciados/as	16
09	La Litera / La Llitera	35 a 39	Mujeres	Solteros/as	94
09	La Litera / La Llitera	35 a 39	Mujeres	Casados/as	510
09	La Litera / La Llitera	35 a 39	Mujeres	Viudos/as	9
09	La Litera / La Llitera	35 a 39	Mujeres	Separados/as	18
09	La Litera / La Llitera	35 a 39	Mujeres	Divorciados/as	10
09	La Litera / La Llitera	40 a 44	Hombres	Solteros/as	142
09	La Litera / La Llitera	40 a 44	Hombres	Casados/as	472
09	La Litera / La Llitera	40 a 44	Hombres	Viudos/as	4
09	La Litera / La Llitera	40 a 44	Hombres	Separados/as	13
09	La Litera / La Llitera	40 a 44	Hombres	Divorciados/as	12
09	La Litera / La Llitera	40 a 44	Mujeres	Solteros/as	58
09	La Litera / La Llitera	40 a 44	Mujeres	Casados/as	469
09	La Litera / La Llitera	40 a 44	Mujeres	Viudos/as	16
09	La Litera / La Llitera	40 a 44	Mujeres	Separados/as	15
09	La Litera / La Llitera	40 a 44	Mujeres	Divorciados/as	15
09	La Litera / La Llitera	45 a 49	Hombres	Solteros/as	82
09	La Litera / La Llitera	45 a 49	Hombres	Casados/as	454
09	La Litera / La Llitera	45 a 49	Hombres	Viudos/as	5
09	La Litera / La Llitera	45 a 49	Hombres	Separados/as	20
09	La Litera / La Llitera	45 a 49	Hombres	Divorciados/as	7
09	La Litera / La Llitera	45 a 49	Mujeres	Solteros/as	36
09	La Litera / La Llitera	45 a 49	Mujeres	Casados/as	440
09	La Litera / La Llitera	45 a 49	Mujeres	Viudos/as	18
09	La Litera / La Llitera	45 a 49	Mujeres	Separados/as	12
09	La Litera / La Llitera	45 a 49	Mujeres	Divorciados/as	8
09	La Litera / La Llitera	50 a 54	Hombres	Solteros/as	82
09	La Litera / La Llitera	50 a 54	Hombres	Casados/as	409
09	La Litera / La Llitera	50 a 54	Hombres	Viudos/as	7
09	La Litera / La Llitera	50 a 54	Hombres	Separados/as	12
09	La Litera / La Llitera	50 a 54	Hombres	Divorciados/as	12
09	La Litera / La Llitera	50 a 54	Mujeres	Solteros/as	24
09	La Litera / La Llitera	50 a 54	Mujeres	Casados/as	439
09	La Litera / La Llitera	50 a 54	Mujeres	Viudos/as	33
09	La Litera / La Llitera	50 a 54	Mujeres	Separados/as	5
09	La Litera / La Llitera	50 a 54	Mujeres	Divorciados/as	4
09	La Litera / La Llitera	55 a 59	Hombres	Solteros/as	64
09	La Litera / La Llitera	55 a 59	Hombres	Casados/as	444
09	La Litera / La Llitera	55 a 59	Hombres	Viudos/as	5
09	La Litera / La Llitera	55 a 59	Hombres	Separados/as	7
09	La Litera / La Llitera	55 a 59	Hombres	Divorciados/as	2
09	La Litera / La Llitera	55 a 59	Mujeres	Solteros/as	22
09	La Litera / La Llitera	55 a 59	Mujeres	Casados/as	449
09	La Litera / La Llitera	55 a 59	Mujeres	Viudos/as	63
09	La Litera / La Llitera	55 a 59	Mujeres	Separados/as	3
09	La Litera / La Llitera	55 a 59	Mujeres	Divorciados/as	4
09	La Litera / La Llitera	60 a 64	Hombres	Solteros/as	72
09	La Litera / La Llitera	60 a 64	Hombres	Casados/as	382
09	La Litera / La Llitera	60 a 64	Hombres	Viudos/as	13
09	La Litera / La Llitera	60 a 64	Hombres	Separados/as	5
09	La Litera / La Llitera	60 a 64	Hombres	Divorciados/as	6
09	La Litera / La Llitera	60 a 64	Mujeres	Solteros/as	21
09	La Litera / La Llitera	60 a 64	Mujeres	Casados/as	367
09	La Litera / La Llitera	60 a 64	Mujeres	Viudos/as	69
09	La Litera / La Llitera	60 a 64	Mujeres	Separados/as	8
09	La Litera / La Llitera	60 a 64	Mujeres	Divorciados/as	1
09	La Litera / La Llitera	65 a 69	Hombres	Solteros/as	102
09	La Litera / La Llitera	65 a 69	Hombres	Casados/as	438
09	La Litera / La Llitera	65 a 69	Hombres	Viudos/as	41
09	La Litera / La Llitera	65 a 69	Hombres	Separados/as	6
09	La Litera / La Llitera	65 a 69	Hombres	Divorciados/as	4
09	La Litera / La Llitera	65 a 69	Mujeres	Solteros/as	31
09	La Litera / La Llitera	65 a 69	Mujeres	Casados/as	485
09	La Litera / La Llitera	65 a 69	Mujeres	Viudos/as	141
09	La Litera / La Llitera	65 a 69	Mujeres	Separados/as	5
09	La Litera / La Llitera	65 a 69	Mujeres	Divorciados/as	1
09	La Litera / La Llitera	70 a 74	Hombres	Solteros/as	89
09	La Litera / La Llitera	70 a 74	Hombres	Casados/as	460
09	La Litera / La Llitera	70 a 74	Hombres	Viudos/as	47
09	La Litera / La Llitera	70 a 74	Hombres	Separados/as	3
09	La Litera / La Llitera	70 a 74	Hombres	Divorciados/as	1
09	La Litera / La Llitera	70 a 74	Mujeres	Solteros/as	32
09	La Litera / La Llitera	70 a 74	Mujeres	Casados/as	391
09	La Litera / La Llitera	70 a 74	Mujeres	Viudos/as	199
09	La Litera / La Llitera	70 a 74	Mujeres	Separados/as	3
09	La Litera / La Llitera	70 a 74	Mujeres	Divorciados/as	1
09	La Litera / La Llitera	75 a 79	Hombres	Solteros/as	42
09	La Litera / La Llitera	75 a 79	Hombres	Casados/as	397
09	La Litera / La Llitera	75 a 79	Hombres	Viudos/as	82
09	La Litera / La Llitera	75 a 79	Hombres	Separados/as	2
09	La Litera / La Llitera	75 a 79	Hombres	Divorciados/as	1
09	La Litera / La Llitera	75 a 79	Mujeres	Solteros/as	26
09	La Litera / La Llitera	75 a 79	Mujeres	Casados/as	263
09	La Litera / La Llitera	75 a 79	Mujeres	Viudos/as	307
09	La Litera / La Llitera	75 a 79	Mujeres	Separados/as	3
09	La Litera / La Llitera	75 a 79	Mujeres	Divorciados/as	1
09	La Litera / La Llitera	80 a 84	Hombres	Solteros/as	20
09	La Litera / La Llitera	80 a 84	Hombres	Casados/as	203
09	La Litera / La Llitera	80 a 84	Hombres	Viudos/as	63
09	La Litera / La Llitera	80 a 84	Hombres	Separados/as	2
09	La Litera / La Llitera	80 a 84	Mujeres	Solteros/as	20
09	La Litera / La Llitera	80 a 84	Mujeres	Casados/as	130
09	La Litera / La Llitera	80 a 84	Mujeres	Viudos/as	253
09	La Litera / La Llitera	85 a 90	Hombres	Solteros/as	12
09	La Litera / La Llitera	85 a 90	Hombres	Casados/as	89
09	La Litera / La Llitera	85 a 90	Hombres	Viudos/as	49
09	La Litera / La Llitera	85 a 90	Hombres	Separados/as	1
09	La Litera / La Llitera	85 a 90	Mujeres	Solteros/as	9
09	La Litera / La Llitera	85 a 90	Mujeres	Casados/as	20
09	La Litera / La Llitera	85 a 90	Mujeres	Viudos/as	220
09	La Litera / La Llitera	90 ó más	Hombres	Solteros/as	1
09	La Litera / La Llitera	90 ó más	Hombres	Casados/as	28
09	La Litera / La Llitera	90 ó más	Hombres	Viudos/as	46
09	La Litera / La Llitera	90 ó más	Mujeres	Solteros/as	3
09	La Litera / La Llitera	90 ó más	Mujeres	Casados/as	5
09	La Litera / La Llitera	90 ó más	Mujeres	Viudos/as	114
10	Los Monegros	16 a 19	Hombres	Solteros/as	446
10	Los Monegros	16 a 19	Mujeres	Solteros/as	362
10	Los Monegros	16 a 19	Mujeres	Casados/as	1
10	Los Monegros	20 a 24	Hombres	Solteros/as	678
10	Los Monegros	20 a 24	Hombres	Casados/as	8
10	Los Monegros	20 a 24	Mujeres	Solteros/as	584
10	Los Monegros	20 a 24	Mujeres	Casados/as	39
10	Los Monegros	20 a 24	Mujeres	Separados/as	1
10	Los Monegros	25 a 29	Hombres	Solteros/as	605
10	Los Monegros	25 a 29	Hombres	Casados/as	114
10	Los Monegros	25 a 29	Hombres	Viudos/as	1
10	Los Monegros	25 a 29	Hombres	Separados/as	4
10	Los Monegros	25 a 29	Mujeres	Solteros/as	446
10	Los Monegros	25 a 29	Mujeres	Casados/as	197
10	Los Monegros	25 a 29	Mujeres	Viudos/as	1
10	Los Monegros	25 a 29	Mujeres	Separados/as	7
10	Los Monegros	25 a 29	Mujeres	Divorciados/as	1
10	Los Monegros	30 a 34	Hombres	Solteros/as	395
10	Los Monegros	30 a 34	Hombres	Casados/as	308
10	Los Monegros	30 a 34	Hombres	Viudos/as	1
10	Los Monegros	30 a 34	Hombres	Separados/as	12
10	Los Monegros	30 a 34	Hombres	Divorciados/as	2
10	Los Monegros	30 a 34	Mujeres	Solteros/as	200
10	Los Monegros	30 a 34	Mujeres	Casados/as	401
10	Los Monegros	30 a 34	Mujeres	Viudos/as	1
10	Los Monegros	30 a 34	Mujeres	Separados/as	15
10	Los Monegros	30 a 34	Mujeres	Divorciados/as	6
10	Los Monegros	35 a 39	Hombres	Solteros/as	296
10	Los Monegros	35 a 39	Hombres	Casados/as	528
10	Los Monegros	35 a 39	Hombres	Viudos/as	4
10	Los Monegros	35 a 39	Hombres	Separados/as	15
10	Los Monegros	35 a 39	Hombres	Divorciados/as	2
10	Los Monegros	35 a 39	Mujeres	Solteros/as	135
10	Los Monegros	35 a 39	Mujeres	Casados/as	542
10	Los Monegros	35 a 39	Mujeres	Viudos/as	8
10	Los Monegros	35 a 39	Mujeres	Separados/as	15
10	Los Monegros	35 a 39	Mujeres	Divorciados/as	6
10	Los Monegros	40 a 44	Hombres	Solteros/as	212
10	Los Monegros	40 a 44	Hombres	Casados/as	581
10	Los Monegros	40 a 44	Hombres	Separados/as	14
10	Los Monegros	40 a 44	Hombres	Divorciados/as	12
10	Los Monegros	40 a 44	Mujeres	Solteros/as	80
10	Los Monegros	40 a 44	Mujeres	Casados/as	513
10	Los Monegros	40 a 44	Mujeres	Viudos/as	11
10	Los Monegros	40 a 44	Mujeres	Separados/as	6
10	Los Monegros	40 a 44	Mujeres	Divorciados/as	6
10	Los Monegros	45 a 49	Hombres	Solteros/as	162
10	Los Monegros	45 a 49	Hombres	Casados/as	505
10	Los Monegros	45 a 49	Hombres	Viudos/as	3
10	Los Monegros	45 a 49	Hombres	Separados/as	14
10	Los Monegros	45 a 49	Hombres	Divorciados/as	8
10	Los Monegros	45 a 49	Mujeres	Solteros/as	53
10	Los Monegros	45 a 49	Mujeres	Casados/as	482
10	Los Monegros	45 a 49	Mujeres	Viudos/as	13
10	Los Monegros	45 a 49	Mujeres	Separados/as	10
10	Los Monegros	45 a 49	Mujeres	Divorciados/as	5
10	Los Monegros	50 a 54	Hombres	Solteros/as	137
10	Los Monegros	50 a 54	Hombres	Casados/as	462
10	Los Monegros	50 a 54	Hombres	Viudos/as	7
10	Los Monegros	50 a 54	Hombres	Separados/as	12
10	Los Monegros	50 a 54	Hombres	Divorciados/as	10
10	Los Monegros	50 a 54	Mujeres	Solteros/as	35
10	Los Monegros	50 a 54	Mujeres	Casados/as	497
10	Los Monegros	50 a 54	Mujeres	Viudos/as	27
10	Los Monegros	50 a 54	Mujeres	Separados/as	9
10	Los Monegros	50 a 54	Mujeres	Divorciados/as	4
10	Los Monegros	55 a 59	Hombres	Solteros/as	139
10	Los Monegros	55 a 59	Hombres	Casados/as	459
10	Los Monegros	55 a 59	Hombres	Viudos/as	15
10	Los Monegros	55 a 59	Hombres	Separados/as	8
10	Los Monegros	55 a 59	Hombres	Divorciados/as	3
10	Los Monegros	55 a 59	Mujeres	Solteros/as	41
10	Los Monegros	55 a 59	Mujeres	Casados/as	508
10	Los Monegros	55 a 59	Mujeres	Viudos/as	40
10	Los Monegros	55 a 59	Mujeres	Separados/as	4
10	Los Monegros	55 a 59	Mujeres	Divorciados/as	3
10	Los Monegros	60 a 64	Hombres	Solteros/as	140
10	Los Monegros	60 a 64	Hombres	Casados/as	427
10	Los Monegros	60 a 64	Hombres	Viudos/as	14
10	Los Monegros	60 a 64	Hombres	Separados/as	9
10	Los Monegros	60 a 64	Hombres	Divorciados/as	2
10	Los Monegros	60 a 64	Mujeres	Solteros/as	42
10	Los Monegros	60 a 64	Mujeres	Casados/as	430
10	Los Monegros	60 a 64	Mujeres	Viudos/as	64
10	Los Monegros	60 a 64	Mujeres	Separados/as	2
10	Los Monegros	65 a 69	Hombres	Solteros/as	166
10	Los Monegros	65 a 69	Hombres	Casados/as	564
10	Los Monegros	65 a 69	Hombres	Viudos/as	33
10	Los Monegros	65 a 69	Hombres	Separados/as	5
10	Los Monegros	65 a 69	Mujeres	Solteros/as	77
10	Los Monegros	65 a 69	Mujeres	Casados/as	522
10	Los Monegros	65 a 69	Mujeres	Viudos/as	154
10	Los Monegros	65 a 69	Mujeres	Separados/as	3
10	Los Monegros	65 a 69	Mujeres	Divorciados/as	1
10	Los Monegros	70 a 74	Hombres	Solteros/as	145
10	Los Monegros	70 a 74	Hombres	Casados/as	569
10	Los Monegros	70 a 74	Hombres	Viudos/as	65
10	Los Monegros	70 a 74	Hombres	Separados/as	4
10	Los Monegros	70 a 74	Mujeres	Solteros/as	55
10	Los Monegros	70 a 74	Mujeres	Casados/as	513
10	Los Monegros	70 a 74	Mujeres	Viudos/as	235
10	Los Monegros	75 a 79	Hombres	Solteros/as	76
10	Los Monegros	75 a 79	Hombres	Casados/as	446
10	Los Monegros	75 a 79	Hombres	Viudos/as	83
10	Los Monegros	75 a 79	Hombres	Separados/as	2
10	Los Monegros	75 a 79	Mujeres	Solteros/as	68
10	Los Monegros	75 a 79	Mujeres	Casados/as	307
10	Los Monegros	75 a 79	Mujeres	Viudos/as	333
10	Los Monegros	75 a 79	Mujeres	Separados/as	2
10	Los Monegros	80 a 84	Hombres	Solteros/as	32
10	Los Monegros	80 a 84	Hombres	Casados/as	233
10	Los Monegros	80 a 84	Hombres	Viudos/as	70
10	Los Monegros	80 a 84	Hombres	Separados/as	1
10	Los Monegros	80 a 84	Mujeres	Solteros/as	40
10	Los Monegros	80 a 84	Mujeres	Casados/as	132
10	Los Monegros	80 a 84	Mujeres	Viudos/as	282
10	Los Monegros	85 a 90	Hombres	Solteros/as	12
10	Los Monegros	85 a 90	Hombres	Casados/as	97
10	Los Monegros	85 a 90	Hombres	Viudos/as	66
10	Los Monegros	85 a 90	Mujeres	Solteros/as	25
10	Los Monegros	85 a 90	Mujeres	Casados/as	30
10	Los Monegros	85 a 90	Mujeres	Viudos/as	209
10	Los Monegros	90 ó más	Hombres	Solteros/as	3
10	Los Monegros	90 ó más	Hombres	Casados/as	19
10	Los Monegros	90 ó más	Hombres	Viudos/as	44
10	Los Monegros	90 ó más	Mujeres	Solteros/as	7
10	Los Monegros	90 ó más	Mujeres	Casados/as	9
10	Los Monegros	90 ó más	Mujeres	Viudos/as	97
11	Bajo Cinca / Baix Cinca	16 a 19	Hombres	Solteros/as	486
11	Bajo Cinca / Baix Cinca	16 a 19	Hombres	Casados/as	5
11	Bajo Cinca / Baix Cinca	16 a 19	Mujeres	Solteros/as	480
11	Bajo Cinca / Baix Cinca	16 a 19	Mujeres	Casados/as	8
11	Bajo Cinca / Baix Cinca	20 a 24	Hombres	Solteros/as	839
11	Bajo Cinca / Baix Cinca	20 a 24	Hombres	Casados/as	26
11	Bajo Cinca / Baix Cinca	20 a 24	Hombres	Separados/as	1
11	Bajo Cinca / Baix Cinca	20 a 24	Mujeres	Solteros/as	641
11	Bajo Cinca / Baix Cinca	20 a 24	Mujeres	Casados/as	69
11	Bajo Cinca / Baix Cinca	20 a 24	Mujeres	Separados/as	3
11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	Solteros/as	697
11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	Casados/as	194
11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	Separados/as	8
11	Bajo Cinca / Baix Cinca	25 a 29	Hombres	Divorciados/as	1
11	Bajo Cinca / Baix Cinca	25 a 29	Mujeres	Solteros/as	445
