Municipio código	Municipio nombre	Año	Población	Censo electoral	Participación	Abstención	Votos nulos	Votos blancos	Votos a candidaturas	% Participación
22176	Peraltilla	2007	181	159	146	13	2	4	140	91,8238993710692
22176	Peraltilla	2011	200	179	166	13	3	2	161	92,7374301675978
22176	Peraltilla	2015	206	175	146	29	4	4	138	83,4285714285714
22177	Perarrúa	2007	110	128	100	28	3	0	97	78,125
22177	Perarrúa	2011	112	103	93	10	1	2	90	90,2912621359223
22177	Perarrúa	2015	113	99	82	17	4	2	76	82,8282828282828
22178	Pertusa	2007	124	131	98	33	1	2	95	74,8091603053435
22178	Pertusa	2011	113	109	109	0	2	0	107	100
22178	Pertusa	2015	121	110	102	8	1	1	100	92,7272727272727
22181	Piracés	2007	110	98	74	24	4	1	69	75,5102040816327
22181	Piracés	2011	104	96	62	34	2	4	56	64,5833333333333
22181	Piracés	2015	106	95	58	37	0	1	57	61,0526315789474
22182	Plan	2007	319	290	230	60	5	7	218	79,3103448275862
22182	Plan	2011	336	275	239	36	9	6	224	86,9090909090909
22182	Plan	2015	314	258	188	70	15	40	133	72,8682170542636
22184	Poleñino	2007	247	222	200	22	2	0	198	90,0900900900901
22184	Poleñino	2011	226	208	208	0	1	1	206	100
22184	Poleñino	2015	216	196	175	21	2	5	168	89,2857142857143
22186	Pozán de Vero	2007	256	238	182	56	0	17	165	76,4705882352941
22186	Pozán de Vero	2011	244	221	182	39	7	2	173	82,3529411764706
22186	Pozán de Vero	2015	225	196	144	52	3	5	136	73,469387755102
22187	Puebla de Castro (La)	2007	382	362	284	78	4	4	276	78,4530386740331
22187	Puebla de Castro (La)	2011	433	312	246	66	5	5	236	78,8461538461538
22187	Puebla de Castro (La)	2015	401	311	248	63	6	4	238	79,7427652733119
22188	Puente de Montañana	2007	88	142	109	33	1	5	103	76,7605633802817
22188	Puente de Montañana	2011	148	119	89	30	0	0	89	74,7899159663866
22188	Puente de Montañana	2015	119	95	78	17	1	1	76	82,1052631578947
22189	Puértolas	2007	222	222	196	26	0	2	194	88,2882882882883
22189	Puértolas	2011	241	205	194	11	2	8	184	94,6341463414634
22189	Puértolas	2015	217	187	174	13	4	0	170	93,048128342246
22190	Pueyo de Araguás (El)	2007	164	208	108	100	2	1	105	51,9230769230769
22190	Pueyo de Araguás (El)	2011	150	127	98	29	2	2	94	77,1653543307087
22190	Pueyo de Araguás (El)	2015	145	117	92	25	1	5	86	78,6324786324786
22193	Pueyo de Santa Cruz	2007	347	334	298	36	6	1	291	89,2215568862275
22193	Pueyo de Santa Cruz	2011	369	324	283	41	4	1	278	87,3456790123457
22193	Pueyo de Santa Cruz	2015	338	288	239	49	8	7	224	82,9861111111111
22195	Quicena	2007	274	239	198	41	1	2	195	82,8451882845188
22195	Quicena	2011	302	230	196	34	1	9	186	85,2173913043478
22195	Quicena	2015	300	235	191	44	3	8	180	81,2765957446809
22197	Robres	2007	643	579	493	86	3	11	479	85,146804835924
22197	Robres	2011	630	526	445	81	6	15	424	84,6007604562738
22197	Robres	2015	575	495	381	114	17	40	324	76,969696969697
22199	Sabiñánigo	2007	9264	7486	4815	2671	37	94	4684	64,3200641196901
22199	Sabiñánigo	2011	10383	7401	4862	2539	83	148	4631	65,6938251587623
22199	Sabiñánigo	2015	9883	7208	4690	2518	87	97	4506	65,0665926748058
22200	Sahún	2007	331	316	213	103	1	12	200	67,4050632911392
22200	Sahún	2011	360	276	227	49	5	0	222	82,2463768115942
22200	Sahún	2015	304	259	215	44	3	2	210	83,011583011583
22201	Salas Altas	2007	330	319	234	85	0	12	222	73,3542319749216
22201	Salas Altas	2011	311	287	209	78	1	10	198	72,8222996515679
22201	Salas Altas	2015	319	272	171	101	2	9	160	62,8676470588235
22202	Salas Bajas	2007	144	164	141	23	2	3	136	85,9756097560976
22202	Salas Bajas	2011	149	150	136	14	2	0	134	90,6666666666667
22202	Salas Bajas	2015	161	143	129	14	3	1	125	90,2097902097902
22203	Salillas	2007	119	114	96	18	1	3	92	84,2105263157895
22203	Salillas	2011	110	98	72	26	3	2	67	73,469387755102
22203	Salillas	2015	107	92	69	23	2	11	56	75
22204	Sallent de Gállego	2007	1384	1133	806	327	4	31	771	71,1385701676964
22204	Sallent de Gállego	2011	1542	1158	796	362	4	33	759	68,7392055267703
22204	Sallent de Gállego	2015	1484	1127	776	351	13	19	744	68,8553682342502
22205	San Esteban de Litera	2007	512	521	431	90	11	3	417	82,725527831094
22205	San Esteban de Litera	2011	526	476	391	85	13	5	373	82,1428571428571
22205	San Esteban de Litera	2015	495	448	330	118	19	9	302	73,6607142857143
22206	Sangarrén	2007	263	249	216	33	1	1	214	86,7469879518072
22206	Sangarrén	2011	242	215	185	30	6	2	177	86,046511627907
22206	Sangarrén	2015	212	205	163	42	4	0	159	79,5121951219512
22207	San Juan de Plan	2007	150	139	93	46	0	11	82	66,9064748201439
22207	San Juan de Plan	2011	153	133	89	44	4	11	74	66,9172932330827
22207	San Juan de Plan	2015	147	126	89	37	4	2	83	70,6349206349206
22208	Santa Cilia	2007	191	186	155	31	3	0	152	83,3333333333333
22208	Santa Cilia	2011	209	170	154	16	3	4	147	90,5882352941176
22208	Santa Cilia	2015	225	180	147	33	3	5	139	81,6666666666667
22209	Santa Cruz de la Serós	2007	148	160	144	16	0	0	144	90
22209	Santa Cruz de la Serós	2011	136	165	146	19	1	3	142	88,4848484848485
22209	Santa Cruz de la Serós	2015	192	164	136	28	2	1	133	82,9268292682927
22212	Santaliestra y San Quílez	2007	108	114	91	23	2	1	88	79,8245614035088
22212	Santaliestra y San Quílez	2011	106	98	93	5	1	1	91	94,8979591836735
22212	Santaliestra y San Quílez	2015	99	85	76	9	1	1	74	89,4117647058824
22213	Sariñena	2007	4152	3265	2462	803	16	43	2403	75,405819295559
22213	Sariñena	2011	4428	3199	2439	760	25	45	2369	76,242575804939
22213	Sariñena	2015	4293	3118	2249	869	50	44	2155	72,1295702373316
22214	Secastilla	2007	131	128	117	11	4	0	113	91,40625
22214	Secastilla	2011	150	135	111	24	2	4	105	82,2222222222222
22214	Secastilla	2015	146	124	105	19	0	5	100	84,6774193548387
22215	Seira	2007	170	163	120	43	3	1	116	73,6196319018405
22215	Seira	2011	156	138	111	27	3	2	106	80,4347826086957
22215	Seira	2015	147	129	97	32	0	2	95	75,1937984496124
22217	Sena	2007	556	430	388	42	4	4	380	90,2325581395349
22217	Sena	2011	548	421	371	50	6	3	362	88,1235154394299
22217	Sena	2015	516	405	359	46	3	12	344	88,641975308642
22218	Senés de Alcubierre	2007	51	51	35	16	0	8	27	68,6274509803922
22218	Senés de Alcubierre	2011	68	48	37	11	0	1	36	77,0833333333333
22218	Senés de Alcubierre	2015	52	46	35	11	1	0	34	76,0869565217391
22220	Sesa	2007	244	233	178	55	3	4	171	76,3948497854077
22220	Sesa	2011	225	191	158	33	7	19	132	82,7225130890052
22220	Sesa	2015	202	173	127	46	7	0	120	73,4104046242775
22221	Sesué	2007	125	107	64	43	2	0	62	59,8130841121495
22221	Sesué	2011	127	110	62	48	2	3	57	56,3636363636364
22221	Sesué	2015	116	97	64	33	3	4	57	65,979381443299
22222	Siétamo	2007	576	491	408	83	3	10	395	83,0957230142566
22222	Siétamo	2011	665	524	432	92	5	7	420	82,4427480916031
22222	Siétamo	2015	675	533	418	115	7	19	392	78,4240150093809
22223	Sopeira	2007	102	103	80	23	1	11	68	77,6699029126214
22223	Sopeira	2011	120	94	80	14	3	3	74	85,1063829787234
22223	Sopeira	2015	107	80	79	1	0	2	77	98,75
22225	Tamarite de Litera	2007	3678	3019	1907	1112	14	49	1844	63,1666114607486
22225	Tamarite de Litera	2011	3730	2834	1828	1006	21	55	1752	64,5024700070572
22225	Tamarite de Litera	2015	3604	2707	1717	990	34	39	1644	63,4281492427041
22226	Tardienta	2007	1035	899	745	154	14	6	725	82,8698553948832
22226	Tardienta	2011	1007	832	669	163	15	6	648	80,4086538461538
22226	Tardienta	2015	1005	800	557	243	15	17	525	69,625
22227	Tella-Sin	2007	268	268	221	47	1	8	212	82,4626865671642
22227	Tella-Sin	2011	266	237	209	28	5	0	204	88,1856540084388
22227	Tella-Sin	2015	260	224	186	38	0	2	184	83,0357142857143
22228	Tierz	2007	550	457	377	80	3	2	372	82,4945295404814
22228	Tierz	2011	691	506	399	107	3	6	390	78,8537549407115
22228	Tierz	2015	734	506	382	124	7	10	365	75,4940711462451
22229	Tolva	2007	176	161	120	41	1	14	105	74,5341614906832
22229	Tolva	2011	171	132	108	24	7	4	97	81,8181818181818
22229	Tolva	2015	148	118	88	30	2	3	83	74,5762711864407
22230	Torla-Ordesa	2007	329	355	261	94	3	3	255	73,5211267605634
22230	Torla-Ordesa	2011	328	309	265	44	3	14	248	85,7605177993528
22230	Torla-Ordesa	2015	293	290	258	32	5	6	247	88,9655172413793
22232	Torralba de Aragón	2007	117	117	84	33	2	1	81	71,7948717948718
22232	Torralba de Aragón	2011	111	95	79	16	3	3	73	83,1578947368421
22232	Torralba de Aragón	2015	113	98	66	32	1	2	63	67,3469387755102
22233	Torre la Ribera	2007	118	99	78	21	2	0	76	78,7878787878788
22233	Torre la Ribera	2011	117	95	85	10	0	0	85	89,4736842105263
22233	Torre la Ribera	2015	106	88	67	21	2	0	65	76,1363636363636
22234	Torrente de Cinca	2007	1084	843	686	157	5	20	661	81,3760379596679
22234	Torrente de Cinca	2011	1276	823	712	111	7	18	687	86,5127582017011
22234	Torrente de Cinca	2015	1205	824	531	293	77	92	362	64,4417475728155
22235	Torres de Alcanadre	2007	122	112	98	14	1	1	96	87,5
22235	Torres de Alcanadre	2011	106	103	94	9	0	1	93	91,2621359223301
22235	Torres de Alcanadre	2015	103	104	89	15	0	0	89	85,5769230769231
22236	Torres de Barbués	2007	324	296	268	28	2	3	263	90,5405405405405
22236	Torres de Barbués	2011	303	275	243	32	1	1	241	88,3636363636364
22236	Torres de Barbués	2015	293	257	226	31	1	2	223	87,9377431906615
22239	Tramaced	2007	105	101	88	13	1	2	85	87,1287128712871
22239	Tramaced	2011	100	95	82	13	5	1	76	86,3157894736842
22239	Tramaced	2015	97	92	82	10	1	0	81	89,1304347826087
22242	Valfarta	2007	101	90	68	22	4	3	61	75,5555555555556
22242	Valfarta	2011	87	79	59	20	6	0	53	74,6835443037975
22242	Valfarta	2015	73	65	48	17	5	1	42	73,8461538461538
22243	Valle de Bardají	2007	53	44	34	10	0	1	33	77,2727272727273
22243	Valle de Bardají	2011	50	45	33	12	3	0	30	73,3333333333333
22243	Valle de Bardají	2015	37	48	31	17	1	3	27	64,5833333333333
22244	Valle de Lierp	2007	47	70	58	12	0	2	56	82,8571428571429
22244	Valle de Lierp	2011	65	63	59	4	0	1	58	93,6507936507937
22244	Valle de Lierp	2015	58	54	41	13	2	2	37	75,9259259259259
22245	Velilla de Cinca	2007	469	362	281	81	17	7	257	77,6243093922652
22245	Velilla de Cinca	2011	450	333	296	37	8	1	287	88,8888888888889
22245	Velilla de Cinca	2015	461	309	269	40	8	4	257	87,0550161812298
22246	Beranuy	2007	111	104	79	25	2	1	76	75,9615384615385
22246	Beranuy	2011	104	93	82	11	1	5	76	88,1720430107527
22246	Beranuy	2015	97	83	54	29	6	7	41	65,0602409638554
22247	Viacamp y Litera	2007	25	42	36	6	0	0	36	85,7142857142857
22247	Viacamp y Litera	2011	48	35	33	2	0	0	33	94,2857142857143
22247	Viacamp y Litera	2015	43	33	29	4	1	0	28	87,8787878787879
22248	Vicién	2007	118	114	89	25	2	7	80	78,0701754385965
22248	Vicién	2011	122	118	96	22	2	4	90	81,3559322033898
22248	Vicién	2015	122	118	86	32	1	8	77	72,8813559322034
22249	Villanova	2007	154	132	100	32	0	2	98	75,7575757575758
22249	Villanova	2011	154	111	85	26	4	0	81	76,5765765765766
22249	Villanova	2015	159	115	90	25	6	4	80	78,2608695652174
22250	Villanúa	2007	466	383	238	145	1	17	220	62,1409921671018
22250	Villanúa	2011	492	378	282	96	5	4	273	74,6031746031746
22250	Villanúa	2015	475	359	250	109	9	8	233	69,6378830083565
22251	Villanueva de Sigena	2007	520	449	362	87	24	5	333	80,6236080178174
22251	Villanueva de Sigena	2011	512	401	321	80	17	32	272	80,0498753117207
22251	Villanueva de Sigena	2015	434	378	311	67	2	8	301	82,2751322751323
22252	Yebra de Basa	2007	155	141	104	37	4	3	97	73,758865248227
22252	Yebra de Basa	2011	155	137	101	36	1	1	99	73,7226277372263
22252	Yebra de Basa	2015	142	128	103	25	4	3	96	80,46875
22253	Yésero	2007	80	82	73	9	0	0	73	89,0243902439024
22253	Yésero	2011	71	71	66	5	2	0	64	92,9577464788732
22253	Yésero	2015	57	60	49	11	4	2	43	81,6666666666667
22254	Zaidín	2007	1822	1311	1037	274	7	9	1021	79,0999237223494
22254	Zaidín	2011	1709	1192	944	248	16	7	921	79,1946308724832
22254	Zaidín	2015	1837	1159	856	303	14	7	835	73,8567730802416
22901	Valle de Hecho	2007	973	909	574	335	13	16	545	63,1463146314631
22901	Valle de Hecho	2011	960	801	526	275	17	24	485	65,6679151061174
22901	Valle de Hecho	2015	903	757	502	255	12	31	459	66,3143989431968
22902	Puente la Reina de Jaca	2007	232	233	195	38	4	0	191	83,6909871244635
22902	Puente la Reina de Jaca	2011	215	243	192	51	5	2	185	79,0123456790123
22902	Puente la Reina de Jaca	2015	276	223	163	60	5	12	146	73,0941704035874
22903	San Miguel del Cinca	2007	854	718	646	72	2	16	628	89,9721448467967
22903	San Miguel del Cinca	2011	848	687	613	74	7	14	592	89,2285298398836
22903	San Miguel del Cinca	2015	852	672	558	114	15	26	517	83,0357142857143
22904	Sotonera (La)	2007	1083	954	719	235	6	4	709	75,3668763102725
22904	Sotonera (La)	2011	1061	913	660	253	6	4	650	72,289156626506
22904	Sotonera (La)	2015	1013	866	617	249	4	10	603	71,2471131639723
22905	Lupiñén-Ortilla	2007	350	328	257	71	2	13	242	78,3536585365854
22905	Lupiñén-Ortilla	2011	397	323	269	54	3	6	260	83,28173374613
22905	Lupiñén-Ortilla	2015	373	305	230	75	6	9	215	75,4098360655738
22906	Santa María de Dulcis	2007	211	198	176	22	2	2	172	88,8888888888889
22906	Santa María de Dulcis	2011	221	191	167	24	4	2	161	87,434554973822
22906	Santa María de Dulcis	2015	226	182	146	36	6	6	134	80,2197802197802
22907	Aínsa-Sobrarbe	2007	1897	1537	1254	283	3	18	1233	81,5875081327261
22907	Aínsa-Sobrarbe	2011	2180	1590	1232	358	16	22	1194	77,4842767295597
22907	Aínsa-Sobrarbe	2015	2213	1604	1150	454	21	27	1102	71,6957605985037
22908	Hoz y Costeán	2007	223	265	210	55	2	0	208	79,2452830188679
22908	Hoz y Costeán	2011	205	233	187	46	9	2	176	80,2575107296137
22908	Hoz y Costeán	2015	237	216	163	53	1	2	160	75,462962962963
22909	Vencillón	2007	471	377	276	101	0	2	274	73,209549071618
22909	Vencillón	2011	469	350	287	63	11	11	265	82
22909	Vencillón	2015	425	318	236	82	5	5	226	74,2138364779874
44001	Ababuj	2007	84	83	63	20	1	3	59	75,9036144578313
44001	Ababuj	2011	77	70	56	14	2	0	54	80
44001	Ababuj	2015	65	64	57	7	0	6	51	89,0625
44002	Abejuela	2007	61	70	62	8	0	1	61	88,5714285714286
44002	Abejuela	2011	56	65	65	0	0	0	65	100
44002	Abejuela	2015	41	53	49	4	1	1	47	92,4528301886792
44003	Aguatón	2007	24	21	16	5	0	0	16	76,1904761904762
44003	Aguatón	2011	21	19	18	1	0	0	18	94,7368421052632
44003	Aguatón	2015	18	19	17	2	0	0	17	89,4736842105263
44004	Aguaviva	2007	691	513	390	123	1	5	384	76,0233918128655
44004	Aguaviva	2011	693	483	414	69	3	9	402	85,7142857142857
44004	Aguaviva	2015	605	445	344	101	4	0	340	77,3033707865169
44005	Aguilar del Alfambra	2007	75	65	49	16	1	6	42	75,3846153846154
44005	Aguilar del Alfambra	2011	67	61	50	11	0	1	49	81,9672131147541
44005	Aguilar del Alfambra	2015	77	56	39	17	0	0	39	69,6428571428571
44006	Alacón	2007	406	341	294	47	2	9	283	86,217008797654
44006	Alacón	2011	361	300	252	48	1	20	231	84
44006	Alacón	2015	314	257	198	59	18	10	170	77,0428015564202
44007	Alba	2007	251	235	189	46	3	14	172	80,4255319148936
44007	Alba	2011	248	204	158	46	5	2	151	77,4509803921569
44007	Alba	2015	212	184	133	51	10	4	119	72,2826086956522
44008	Albalate del Arzobispo	2007	2200	1847	1542	305	11	9	1522	83,4867352463454
44008	Albalate del Arzobispo	2011	2155	1727	1365	362	20	14	1331	79,0387955993052
44008	Albalate del Arzobispo	2015	2025	1636	1195	441	54	41	1100	73,0440097799511
44009	Albarracín	2007	1076	835	672	163	9	29	634	80,4790419161677
44009	Albarracín	2011	1096	812	659	153	24	30	605	81,1576354679803
44009	Albarracín	2015	1059	818	636	182	12	22	602	77,7506112469438
44010	Albentosa	2007	317	213	162	51	0	2	160	76,056338028169
44010	Albentosa	2011	310	190	174	16	3	1	170	91,5789473684211
44010	Albentosa	2015	279	177	157	20	1	1	155	88,7005649717514
44011	Alcaine	2007	84	90	56	34	2	4	50	62,2222222222222
44011	Alcaine	2011	69	68	48	20	2	2	44	70,5882352941176
44011	Alcaine	2015	72	60	60	0	3	1	56	100
44012	Alcalá de la Selva	2007	512	379	323	56	1	9	313	85,2242744063325
44012	Alcalá de la Selva	2011	513	397	336	61	5	6	325	84,6347607052897
44012	Alcalá de la Selva	2015	424	345	316	29	1	4	311	91,5942028985507
44013	Alcañiz	2007	15447	11525	8008	3517	41	138	7829	69,4837310195228
44013	Alcañiz	2011	16291	11441	7956	3485	109	228	7619	69,5393759286776
44013	Alcañiz	2015	16333	11402	7627	3775	191	199	7237	66,8917733730924
44014	Alcorisa	2007	3633	2771	2101	670	14	43	2044	75,8210032479249
44014	Alcorisa	2011	3642	2641	2023	618	43	32	1948	76,5997728133283
44014	Alcorisa	2015	3433	2570	1996	574	58	31	1907	77,6653696498054
44016	Alfambra	2007	740	638	528	110	5	2	521	82,7586206896552
44016	Alfambra	2011	676	556	434	122	6	8	420	78,0575539568345
44016	Alfambra	2015	587	496	371	125	10	23	338	74,7983870967742
44017	Aliaga	2007	409	395	281	114	0	9	272	71,1392405063291
44017	Aliaga	2011	381	331	263	68	7	11	245	79,4561933534743
44017	Aliaga	2015	358	291	237	54	7	0	230	81,4432989690722
44018	Almohaja	2007	30	30	18	12	0	0	18	60
44018	Almohaja	2011	29	28	27	1	0	0	27	96,4285714285714
44018	Almohaja	2015	21	19	19	0	0	0	19	100
44019	Alobras	2007	79	71	50	21	1	3	46	70,4225352112676
44019	Alobras	2011	70	72	59	13	0	2	57	81,9444444444444
44019	Alobras	2015	75	73	57	16	1	1	55	78,0821917808219
44020	Alpeñés	2007	26	25	19	6	0	0	19	76
44020	Alpeñés	2011	27	24	19	5	0	0	19	79,1666666666667
44020	Alpeñés	2015	19	24	19	5	0	4	15	79,1666666666667
44021	Allepuz	2007	141	133	105	28	1	0	104	78,9473684210526
44021	Allepuz	2011	133	118	90	28	3	0	87	76,271186440678
44021	Allepuz	2015	117	106	81	25	2	0	79	76,4150943396226
44022	Alloza	2007	695	617	440	177	7	6	427	71,3128038897893
44022	Alloza	2011	711	558	421	137	12	4	405	75,4480286738351
44022	Alloza	2015	638	500	355	145	13	11	331	71
44023	Allueva	2007	12	13	11	2	0	0	11	84,6153846153846
44023	Allueva	2011	15	14	10	4	1	1	8	71,4285714285714
44023	Allueva	2015	15	15	13	2	0	1	12	86,6666666666667
44024	Anadón	2007	20	22	17	5	0	0	17	77,2727272727273
44024	Anadón	2011	21	23	22	1	1	1	20	95,6521739130435
44024	Anadón	2015	24	25	19	6	0	1	18	76
44025	Andorra	2007	8034	6473	4669	1804	48	63	4558	72,1303877645605
44025	Andorra	2011	8367	6265	4557	1708	112	88	4357	72,7374301675978
44025	Andorra	2015	8148	6215	4269	1946	154	91	4024	68,6886564762671
44026	Arcos de las Salinas	2007	128	112	88	24	2	1	85	78,5714285714286
44026	Arcos de las Salinas	2011	111	84	73	11	1	1	71	86,9047619047619
44026	Arcos de las Salinas	2015	100	91	79	12	0	4	75	86,8131868131868
44027	Arens de Lledó	2007	227	190	167	23	0	1	166	87,8947368421053
44027	Arens de Lledó	2011	213	171	152	19	1	1	150	88,8888888888889
44027	Arens de Lledó	2015	208	160	135	25	3	8	124	84,375
44028	Argente	2007	243	224	177	47	4	2	171	79,0178571428571
44028	Argente	2011	232	204	171	33	4	2	165	83,8235294117647
44028	Argente	2015	217	191	166	25	5	2	159	86,9109947643979
44029	Ariño	2007	826	742	650	92	6	9	635	87,6010781671159
44029	Ariño	2011	925	686	601	85	5	7	589	87,6093294460641
44029	Ariño	2015	775	613	527	86	6	7	514	85,9706362153344
44031	Azaila	2007	151	155	106	49	2	6	98	68,3870967741935
44031	Azaila	2011	139	138	113	25	0	0	113	81,8840579710145
44031	Azaila	2015	119	107	64	43	3	6	55	59,8130841121495
44032	Bádenas	2007	30	29	22	7	0	0	22	75,8620689655172
44032	Bádenas	2011	22	20	13	7	0	0	13	65
44032	Bádenas	2015	19	17	10	7	0	0	10	58,8235294117647
44033	Báguena	2007	409	349	289	60	1	0	288	82,8080229226361
44033	Báguena	2011	398	323	253	70	7	9	237	78,328173374613
44033	Báguena	2015	337	287	204	83	5	1	198	71,0801393728223
44034	Bañón	2007	173	154	138	16	3	3	132	89,6103896103896
44034	Bañón	2011	167	150	133	17	6	2	125	88,6666666666667
44034	Bañón	2015	154	136	114	22	3	1	110	83,8235294117647
44035	Barrachina	2007	156	131	99	32	4	4	91	75,5725190839695
44035	Barrachina	2011	167	121	97	24	1	5	91	80,1652892561983
44035	Barrachina	2015	137	119	94	25	4	6	84	78,9915966386555
44036	Bea	2007	38	30	24	6	1	1	22	80
44036	Bea	2011	37	28	21	7	0	3	18	75
44036	Bea	2015	28	25	21	4	0	4	17	84
44037	Beceite	2007	598	534	435	99	2	2	431	81,4606741573034
44037	Beceite	2011	608	495	412	83	11	1	400	83,2323232323232
44037	Beceite	2015	583	474	408	66	9	8	391	86,0759493670886
44038	Belmonte de San José	2007	144	132	113	19	1	1	111	85,6060606060606
44038	Belmonte de San José	2011	137	113	100	13	2	0	98	88,4955752212389
44038	Belmonte de San José	2015	120	109	85	24	1	4	80	77,9816513761468
44039	Bello	2007	323	287	240	47	5	14	221	83,6236933797909
44039	Bello	2011	284	260	206	54	7	6	193	79,2307692307692
44039	Bello	2015	244	218	167	51	7	6	154	76,605504587156
44040	Berge	2007	246	229	199	30	3	7	189	86,8995633187773
44040	Berge	2011	274	209	188	21	3	2	183	89,9521531100478
44040	Berge	2015	247	203	174	29	8	5	161	85,7142857142857
44041	Bezas	2007	70	64	53	11	2	5	46	82,8125
44041	Bezas	2011	79	68	62	6	2	0	60	91,1764705882353
44041	Bezas	2015	77	57	47	10	2	2	43	82,4561403508772
44042	Blancas	2007	173	150	117	33	1	0	116	78
44042	Blancas	2011	166	139	115	24	4	2	109	82,7338129496403
44042	Blancas	2015	152	125	105	20	3	2	100	84
44043	Blesa	2007	122	141	107	34	5	0	102	75,886524822695
44043	Blesa	2011	121	126	118	8	2	0	116	93,6507936507937
44043	Blesa	2015	109	110	100	10	1	1	98	90,9090909090909
44044	Bordón	2007	139	132	96	36	5	0	91	72,7272727272727
44044	Bordón	2011	141	108	91	17	2	0	89	84,2592592592593
44044	Bordón	2015	114	94	78	16	5	3	70	82,9787234042553
44045	Bronchales	2007	458	391	330	61	4	9	317	84,3989769820972
44045	Bronchales	2011	480	369	327	42	1	4	322	88,6178861788618
44045	Bronchales	2015	427	365	314	51	11	3	300	86,027397260274
44046	Bueña	2007	74	69	50	19	1	2	47	72,463768115942
44046	Bueña	2011	67	61	45	16	5	0	40	73,7704918032787
44046	Bueña	2015	62	52	36	16	2	0	34	69,2307692307692
44047	Burbáguena	2007	290	295	214	81	0	0	214	72,5423728813559
44047	Burbáguena	2011	296	273	185	88	2	3	180	67,7655677655678
44047	Burbáguena	2015	281	237	153	84	1	2	150	64,5569620253165
44048	Cabra de Mora	2007	110	105	102	3	2	0	100	97,1428571428571
44048	Cabra de Mora	2011	88	81	78	3	0	1	77	96,2962962962963
44048	Cabra de Mora	2015	70	70	68	2	1	0	67	97,1428571428571
44049	Calaceite	2007	1143	984	750	234	8	22	720	76,219512195122
44049	Calaceite	2011	1145	901	720	181	6	13	701	79,9112097669256
44049	Calaceite	2015	1076	872	670	202	37	23	610	76,8348623853211
44050	Calamocha	2007	4473	3307	2370	937	20	31	2319	71,6661626852132
44050	Calamocha	2011	4649	3285	2460	825	28	52	2380	74,8858447488584
44050	Calamocha	2015	4469	3228	2178	1050	66	41	2071	67,4721189591078
44051	Calanda	2007	3709	2907	2327	580	33	41	2253	80,0481596147231
44051	Calanda	2011	4004	2859	2305	554	37	43	2225	80,6225953130465
44051	Calanda	2015	3920	2802	2099	703	61	30	2008	74,9107780157031
44052	Calomarde	2007	78	87	72	15	1	1	70	82,7586206896552
44052	Calomarde	2011	84	98	96	2	1	1	94	97,9591836734694
44052	Calomarde	2015	88	87	87	0	2	1	84	100
44053	Camañas	2007	130	116	99	17	3	1	95	85,3448275862069
44053	Camañas	2011	125	110	93	17	3	4	86	84,5454545454545
44053	Camañas	2015	128	105	86	19	1	0	85	81,9047619047619
44054	Camarena de la Sierra	2007	160	161	117	44	0	0	117	72,6708074534161
44054	Camarena de la Sierra	2011	165	131	111	20	1	0	110	84,7328244274809
44054	Camarena de la Sierra	2015	137	109	91	18	2	0	89	83,4862385321101
44055	Camarillas	2007	109	97	80	17	1	0	79	82,4742268041237
44055	Camarillas	2011	119	84	70	14	2	3	65	83,3333333333333
44055	Camarillas	2015	103	72	61	11	5	2	54	84,7222222222222
44056	Caminreal	2007	751	648	504	144	5	9	490	77,7777777777778
44056	Caminreal	2011	758	583	479	104	4	8	467	82,1612349914237
44056	Caminreal	2015	684	530	382	148	14	11	357	72,0754716981132
44059	Cantavieja	2007	748	595	522	73	4	8	510	87,7310924369748
44059	Cantavieja	2011	748	573	484	89	14	31	439	84,4677137870855
44059	Cantavieja	2015	724	560	465	95	29	21	415	83,0357142857143
44060	Cañada de Benatanduz	2007	50	49	38	11	1	2	35	77,5510204081633
44060	Cañada de Benatanduz	2011	42	42	41	1	1	0	40	97,6190476190476
44060	Cañada de Benatanduz	2015	41	40	38	2	0	2	36	95
44061	Cañada de Verich (La)	2007	104	103	97	6	1	0	96	94,1747572815534
44061	Cañada de Verich (La)	2011	111	91	76	15	5	0	71	83,5164835164835
44061	Cañada de Verich (La)	2015	102	76	66	10	0	3	63	86,8421052631579
44062	Cañada Vellida	2007	46	48	39	9	3	0	36	81,25
44062	Cañada Vellida	2011	42	38	34	4	2	2	30	89,4736842105263
44062	Cañada Vellida	2015	37	35	17	18	2	7	8	48,5714285714286
44063	Cañizar del Olivar	2007	106	106	59	47	0	3	56	55,6603773584906
44063	Cañizar del Olivar	2011	109	84	65	19	0	1	64	77,3809523809524
44063	Cañizar del Olivar	2015	99	80	71	9	2	0	69	88,75
44064	Cascante del Río	2007	97	85	61	24	1	1	59	71,7647058823529
44064	Cascante del Río	2011	79	95	75	20	0	0	75	78,9473684210526
44064	Cascante del Río	2015	82	74	58	16	3	1	54	78,3783783783784
44065	Castejón de Tornos	2007	74	67	51	16	0	6	45	76,1194029850746
44065	Castejón de Tornos	2011	70	63	47	16	0	2	45	74,6031746031746
44065	Castejón de Tornos	2015	63	58	37	21	0	2	35	63,7931034482759
44066	Castel de Cabra	2007	141	137	101	36	2	0	99	73,7226277372263
44066	Castel de Cabra	2011	140	121	96	25	3	1	92	79,3388429752066
44066	Castel de Cabra	2015	128	109	82	27	1	3	78	75,2293577981651
44067	Castelnou	2007	122	115	101	14	1	0	100	87,8260869565217
