Año	Dirección Provincial Código	Dirección Provincial Nombre	Nº Accidentes	Tamaño Centro	Grupo Grado Código	Grupo Grado Código
2010	22	Huesca	1	De 20 a 49 trabajadores	Mortales	3
2010	44	Teruel	1	De 20 a 49 trabajadores	Mortales	3
2010	50	Zaragoza	5	De 20 a 49 trabajadores	Mortales	3
2009	44	Teruel	3	De 20 a 49 trabajadores	Mortales	3
2009	50	Zaragoza	4	De 20 a 49 trabajadores	Mortales	3
2008	44	Teruel	2	De 20 a 49 trabajadores	Mortales	3
2008	50	Zaragoza	4	De 20 a 49 trabajadores	Mortales	3
2007	44	Teruel	1	De 20 a 49 trabajadores	Mortales	3
2007	50	Zaragoza	5	De 20 a 49 trabajadores	Mortales	3
2006	22	Huesca	1	De 20 a 49 trabajadores	Mortales	3
2006	44	Teruel	1	De 20 a 49 trabajadores	Mortales	3
2006	50	Zaragoza	4	De 20 a 49 trabajadores	Mortales	3
2005	22	Huesca	3	De 20 a 49 trabajadores	Mortales	3
2005	44	Teruel	3	De 20 a 49 trabajadores	Mortales	3
2005	50	Zaragoza	5	De 20 a 49 trabajadores	Mortales	3
2004	22	Huesca	1	De 20 a 49 trabajadores	Mortales	3
2004	44	Teruel	1	De 20 a 49 trabajadores	Mortales	3
2004	50	Zaragoza	4	De 20 a 49 trabajadores	Mortales	3
2003	22	Huesca	1	De 20 a 49 trabajadores	Mortales	3
2003	44	Teruel	4	De 20 a 49 trabajadores	Mortales	3
2003	50	Zaragoza	4	De 20 a 49 trabajadores	Mortales	3
2019	22	Huesca	484	De 50 a 99 trabajadores	Leves	1
2019	44	Teruel	180	De 50 a 99 trabajadores	Leves	1
2019	50	Zaragoza	1366	De 50 a 99 trabajadores	Leves	1
2018	22	Huesca	402	De 50 a 99 trabajadores	Leves	1
2018	44	Teruel	169	De 50 a 99 trabajadores	Leves	1
2018	50	Zaragoza	1295	De 50 a 99 trabajadores	Leves	1
2017	22	Huesca	418	De 50 a 99 trabajadores	Leves	1
2017	44	Teruel	133	De 50 a 99 trabajadores	Leves	1
2017	50	Zaragoza	1232	De 50 a 99 trabajadores	Leves	1
2016	22	Huesca	372	De 50 a 99 trabajadores	Leves	1
2016	44	Teruel	136	De 50 a 99 trabajadores	Leves	1
2016	50	Zaragoza	1167	De 50 a 99 trabajadores	Leves	1
2015	22	Huesca	278	De 50 a 99 trabajadores	Leves	1
2015	44	Teruel	97	De 50 a 99 trabajadores	Leves	1
2015	50	Zaragoza	1061	De 50 a 99 trabajadores	Leves	1
2014	22	Huesca	309	De 50 a 99 trabajadores	Leves	1
2014	44	Teruel	137	De 50 a 99 trabajadores	Leves	1
2014	50	Zaragoza	884	De 50 a 99 trabajadores	Leves	1
2013	22	Huesca	258	De 50 a 99 trabajadores	Leves	1
2013	44	Teruel	159	De 50 a 99 trabajadores	Leves	1
2013	50	Zaragoza	975	De 50 a 99 trabajadores	Leves	1
2012	22	Huesca	265	De 50 a 99 trabajadores	Leves	1
2012	44	Teruel	140	De 50 a 99 trabajadores	Leves	1
2012	50	Zaragoza	930	De 50 a 99 trabajadores	Leves	1
2011	22	Huesca	255	De 50 a 99 trabajadores	Leves	1
2011	44	Teruel	202	De 50 a 99 trabajadores	Leves	1
2011	50	Zaragoza	1236	De 50 a 99 trabajadores	Leves	1
2010	22	Huesca	264	De 50 a 99 trabajadores	Leves	1
2010	44	Teruel	164	De 50 a 99 trabajadores	Leves	1
2010	50	Zaragoza	1349	De 50 a 99 trabajadores	Leves	1
2009	22	Huesca	343	De 50 a 99 trabajadores	Leves	1
2009	44	Teruel	187	De 50 a 99 trabajadores	Leves	1
2009	50	Zaragoza	1409	De 50 a 99 trabajadores	Leves	1
2008	22	Huesca	515	De 50 a 99 trabajadores	Leves	1
2008	44	Teruel	247	De 50 a 99 trabajadores	Leves	1
2008	50	Zaragoza	2211	De 50 a 99 trabajadores	Leves	1
2007	22	Huesca	509	De 50 a 99 trabajadores	Leves	1
2007	44	Teruel	298	De 50 a 99 trabajadores	Leves	1
2007	50	Zaragoza	2460	De 50 a 99 trabajadores	Leves	1
2006	22	Huesca	455	De 50 a 99 trabajadores	Leves	1
2006	44	Teruel	242	De 50 a 99 trabajadores	Leves	1
2006	50	Zaragoza	2154	De 50 a 99 trabajadores	Leves	1
2005	22	Huesca	443	De 50 a 99 trabajadores	Leves	1
2005	44	Teruel	216	De 50 a 99 trabajadores	Leves	1
2005	50	Zaragoza	2037	De 50 a 99 trabajadores	Leves	1
2004	22	Huesca	400	De 50 a 99 trabajadores	Leves	1
2004	44	Teruel	180	De 50 a 99 trabajadores	Leves	1
2004	50	Zaragoza	2066	De 50 a 99 trabajadores	Leves	1
2003	22	Huesca	389	De 50 a 99 trabajadores	Leves	1
2003	44	Teruel	185	De 50 a 99 trabajadores	Leves	1
2003	50	Zaragoza	2140	De 50 a 99 trabajadores	Leves	1
2019	22	Huesca	6	De 50 a 99 trabajadores	Graves o muy graves	2
2019	50	Zaragoza	6	De 50 a 99 trabajadores	Graves o muy graves	2
2018	22	Huesca	3	De 50 a 99 trabajadores	Graves o muy graves	2
2018	44	Teruel	1	De 50 a 99 trabajadores	Graves o muy graves	2
2018	50	Zaragoza	9	De 50 a 99 trabajadores	Graves o muy graves	2
2017	22	Huesca	3	De 50 a 99 trabajadores	Graves o muy graves	2
2017	44	Teruel	1	De 50 a 99 trabajadores	Graves o muy graves	2
2017	50	Zaragoza	4	De 50 a 99 trabajadores	Graves o muy graves	2
2016	22	Huesca	3	De 50 a 99 trabajadores	Graves o muy graves	2
2016	44	Teruel	2	De 50 a 99 trabajadores	Graves o muy graves	2
2016	50	Zaragoza	5	De 50 a 99 trabajadores	Graves o muy graves	2
2015	44	Teruel	2	De 50 a 99 trabajadores	Graves o muy graves	2
2015	50	Zaragoza	4	De 50 a 99 trabajadores	Graves o muy graves	2
2014	22	Huesca	2	De 50 a 99 trabajadores	Graves o muy graves	2
2014	44	Teruel	2	De 50 a 99 trabajadores	Graves o muy graves	2
2014	50	Zaragoza	4	De 50 a 99 trabajadores	Graves o muy graves	2
2013	44	Teruel	1	De 50 a 99 trabajadores	Graves o muy graves	2
2013	50	Zaragoza	2	De 50 a 99 trabajadores	Graves o muy graves	2
2012	22	Huesca	1	De 50 a 99 trabajadores	Graves o muy graves	2
2012	44	Teruel	2	De 50 a 99 trabajadores	Graves o muy graves	2
2012	50	Zaragoza	3	De 50 a 99 trabajadores	Graves o muy graves	2
2011	22	Huesca	1	De 50 a 99 trabajadores	Graves o muy graves	2
2011	44	Teruel	1	De 50 a 99 trabajadores	Graves o muy graves	2
2011	50	Zaragoza	8	De 50 a 99 trabajadores	Graves o muy graves	2
2010	22	Huesca	1	De 50 a 99 trabajadores	Graves o muy graves	2
2010	44	Teruel	1	De 50 a 99 trabajadores	Graves o muy graves	2
2010	50	Zaragoza	7	De 50 a 99 trabajadores	Graves o muy graves	2
2009	22	Huesca	4	De 50 a 99 trabajadores	Graves o muy graves	2
2009	44	Teruel	2	De 50 a 99 trabajadores	Graves o muy graves	2
2009	50	Zaragoza	15	De 50 a 99 trabajadores	Graves o muy graves	2
2008	22	Huesca	4	De 50 a 99 trabajadores	Graves o muy graves	2
2008	44	Teruel	1	De 50 a 99 trabajadores	Graves o muy graves	2
2008	50	Zaragoza	13	De 50 a 99 trabajadores	Graves o muy graves	2
2007	22	Huesca	6	De 50 a 99 trabajadores	Graves o muy graves	2
2007	44	Teruel	3	De 50 a 99 trabajadores	Graves o muy graves	2
2007	50	Zaragoza	13	De 50 a 99 trabajadores	Graves o muy graves	2
2006	22	Huesca	1	De 50 a 99 trabajadores	Graves o muy graves	2
2006	50	Zaragoza	10	De 50 a 99 trabajadores	Graves o muy graves	2
2005	22	Huesca	4	De 50 a 99 trabajadores	Graves o muy graves	2
2005	44	Teruel	2	De 50 a 99 trabajadores	Graves o muy graves	2
2005	50	Zaragoza	19	De 50 a 99 trabajadores	Graves o muy graves	2
2004	22	Huesca	7	De 50 a 99 trabajadores	Graves o muy graves	2
2004	44	Teruel	2	De 50 a 99 trabajadores	Graves o muy graves	2
2004	50	Zaragoza	19	De 50 a 99 trabajadores	Graves o muy graves	2
2003	22	Huesca	2	De 50 a 99 trabajadores	Graves o muy graves	2
2003	44	Teruel	3	De 50 a 99 trabajadores	Graves o muy graves	2
2003	50	Zaragoza	23	De 50 a 99 trabajadores	Graves o muy graves	2
2019	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2019	50	Zaragoza	2	De 50 a 99 trabajadores	Mortales	3
2018	50	Zaragoza	2	De 50 a 99 trabajadores	Mortales	3
2016	22	Huesca	2	De 50 a 99 trabajadores	Mortales	3
2016	50	Zaragoza	1	De 50 a 99 trabajadores	Mortales	3
2015	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2015	50	Zaragoza	2	De 50 a 99 trabajadores	Mortales	3
2014	50	Zaragoza	1	De 50 a 99 trabajadores	Mortales	3
2013	44	Teruel	1	De 50 a 99 trabajadores	Mortales	3
2013	50	Zaragoza	1	De 50 a 99 trabajadores	Mortales	3
2012	44	Teruel	2	De 50 a 99 trabajadores	Mortales	3
2012	50	Zaragoza	3	De 50 a 99 trabajadores	Mortales	3
2011	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2011	44	Teruel	4	De 50 a 99 trabajadores	Mortales	3
2010	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2010	50	Zaragoza	1	De 50 a 99 trabajadores	Mortales	3
2009	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2009	50	Zaragoza	1	De 50 a 99 trabajadores	Mortales	3
2008	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2008	50	Zaragoza	2	De 50 a 99 trabajadores	Mortales	3
2007	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2007	44	Teruel	1	De 50 a 99 trabajadores	Mortales	3
2006	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2006	44	Teruel	1	De 50 a 99 trabajadores	Mortales	3
2006	50	Zaragoza	2	De 50 a 99 trabajadores	Mortales	3
2005	22	Huesca	1	De 50 a 99 trabajadores	Mortales	3
2005	44	Teruel	1	De 50 a 99 trabajadores	Mortales	3
2005	50	Zaragoza	2	De 50 a 99 trabajadores	Mortales	3
2004	50	Zaragoza	3	De 50 a 99 trabajadores	Mortales	3
2003	50	Zaragoza	1	De 50 a 99 trabajadores	Mortales	3
2019	22	Huesca	204	De 100 a 199 trabajadores	Leves	1
2019	44	Teruel	139	De 100 a 199 trabajadores	Leves	1
2019	50	Zaragoza	1118	De 100 a 199 trabajadores	Leves	1
2018	22	Huesca	184	De 100 a 199 trabajadores	Leves	1
2018	44	Teruel	132	De 100 a 199 trabajadores	Leves	1
2018	50	Zaragoza	1124	De 100 a 199 trabajadores	Leves	1
2017	22	Huesca	188	De 100 a 199 trabajadores	Leves	1
2017	44	Teruel	98	De 100 a 199 trabajadores	Leves	1
2017	50	Zaragoza	1047	De 100 a 199 trabajadores	Leves	1
2016	22	Huesca	194	De 100 a 199 trabajadores	Leves	1
2016	44	Teruel	133	De 100 a 199 trabajadores	Leves	1
2016	50	Zaragoza	952	De 100 a 199 trabajadores	Leves	1
2015	22	Huesca	164	De 100 a 199 trabajadores	Leves	1
2015	44	Teruel	100	De 100 a 199 trabajadores	Leves	1
2015	50	Zaragoza	920	De 100 a 199 trabajadores	Leves	1
2014	22	Huesca	98	De 100 a 199 trabajadores	Leves	1
2014	44	Teruel	99	De 100 a 199 trabajadores	Leves	1
2014	50	Zaragoza	841	De 100 a 199 trabajadores	Leves	1
2013	22	Huesca	123	De 100 a 199 trabajadores	Leves	1
2013	44	Teruel	74	De 100 a 199 trabajadores	Leves	1
2013	50	Zaragoza	763	De 100 a 199 trabajadores	Leves	1
2012	22	Huesca	111	De 100 a 199 trabajadores	Leves	1
2012	44	Teruel	85	De 100 a 199 trabajadores	Leves	1
2012	50	Zaragoza	723	De 100 a 199 trabajadores	Leves	1
2011	22	Huesca	165	De 100 a 199 trabajadores	Leves	1
2011	44	Teruel	126	De 100 a 199 trabajadores	Leves	1
2011	50	Zaragoza	928	De 100 a 199 trabajadores	Leves	1
2010	22	Huesca	178	De 100 a 199 trabajadores	Leves	1
2010	44	Teruel	205	De 100 a 199 trabajadores	Leves	1
2010	50	Zaragoza	1095	De 100 a 199 trabajadores	Leves	1
2009	22	Huesca	212	De 100 a 199 trabajadores	Leves	1
2009	44	Teruel	196	De 100 a 199 trabajadores	Leves	1
2009	50	Zaragoza	1103	De 100 a 199 trabajadores	Leves	1
2008	22	Huesca	262	De 100 a 199 trabajadores	Leves	1
2008	44	Teruel	279	De 100 a 199 trabajadores	Leves	1
2008	50	Zaragoza	1693	De 100 a 199 trabajadores	Leves	1
2007	22	Huesca	278	De 100 a 199 trabajadores	Leves	1
2007	44	Teruel	200	De 100 a 199 trabajadores	Leves	1
2007	50	Zaragoza	1695	De 100 a 199 trabajadores	Leves	1
2006	22	Huesca	363	De 100 a 199 trabajadores	Leves	1
2006	44	Teruel	236	De 100 a 199 trabajadores	Leves	1
2006	50	Zaragoza	1590	De 100 a 199 trabajadores	Leves	1
2005	22	Huesca	222	De 100 a 199 trabajadores	Leves	1
2005	44	Teruel	208	De 100 a 199 trabajadores	Leves	1
2005	50	Zaragoza	1383	De 100 a 199 trabajadores	Leves	1
2004	22	Huesca	239	De 100 a 199 trabajadores	Leves	1
2004	44	Teruel	205	De 100 a 199 trabajadores	Leves	1
2004	50	Zaragoza	1478	De 100 a 199 trabajadores	Leves	1
2003	22	Huesca	237	De 100 a 199 trabajadores	Leves	1
2003	44	Teruel	262	De 100 a 199 trabajadores	Leves	1
2003	50	Zaragoza	1427	De 100 a 199 trabajadores	Leves	1
2019	22	Huesca	1	De 100 a 199 trabajadores	Graves o muy graves	2
2019	50	Zaragoza	2	De 100 a 199 trabajadores	Graves o muy graves	2
2018	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2018	44	Teruel	1	De 100 a 199 trabajadores	Graves o muy graves	2
2018	50	Zaragoza	5	De 100 a 199 trabajadores	Graves o muy graves	2
2017	22	Huesca	1	De 100 a 199 trabajadores	Graves o muy graves	2
2017	50	Zaragoza	1	De 100 a 199 trabajadores	Graves o muy graves	2
2016	50	Zaragoza	2	De 100 a 199 trabajadores	Graves o muy graves	2
2015	50	Zaragoza	3	De 100 a 199 trabajadores	Graves o muy graves	2
2014	22	Huesca	1	De 100 a 199 trabajadores	Graves o muy graves	2
2014	50	Zaragoza	1	De 100 a 199 trabajadores	Graves o muy graves	2
2013	22	Huesca	1	De 100 a 199 trabajadores	Graves o muy graves	2
2013	44	Teruel	2	De 100 a 199 trabajadores	Graves o muy graves	2
2012	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2012	44	Teruel	1	De 100 a 199 trabajadores	Graves o muy graves	2
2012	50	Zaragoza	1	De 100 a 199 trabajadores	Graves o muy graves	2
2011	22	Huesca	3	De 100 a 199 trabajadores	Graves o muy graves	2
2011	50	Zaragoza	3	De 100 a 199 trabajadores	Graves o muy graves	2
2010	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2010	44	Teruel	1	De 100 a 199 trabajadores	Graves o muy graves	2
2010	50	Zaragoza	2	De 100 a 199 trabajadores	Graves o muy graves	2
2009	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2009	44	Teruel	1	De 100 a 199 trabajadores	Graves o muy graves	2
2009	50	Zaragoza	10	De 100 a 199 trabajadores	Graves o muy graves	2
2008	22	Huesca	3	De 100 a 199 trabajadores	Graves o muy graves	2
2008	44	Teruel	3	De 100 a 199 trabajadores	Graves o muy graves	2
2008	50	Zaragoza	7	De 100 a 199 trabajadores	Graves o muy graves	2
2007	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2007	44	Teruel	2	De 100 a 199 trabajadores	Graves o muy graves	2
2007	50	Zaragoza	8	De 100 a 199 trabajadores	Graves o muy graves	2
2006	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2006	44	Teruel	2	De 100 a 199 trabajadores	Graves o muy graves	2
2006	50	Zaragoza	8	De 100 a 199 trabajadores	Graves o muy graves	2
2005	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2005	44	Teruel	8	De 100 a 199 trabajadores	Graves o muy graves	2
2005	50	Zaragoza	6	De 100 a 199 trabajadores	Graves o muy graves	2
2004	22	Huesca	2	De 100 a 199 trabajadores	Graves o muy graves	2
2004	44	Teruel	2	De 100 a 199 trabajadores	Graves o muy graves	2
2004	50	Zaragoza	14	De 100 a 199 trabajadores	Graves o muy graves	2
2003	22	Huesca	3	De 100 a 199 trabajadores	Graves o muy graves	2
2003	44	Teruel	1	De 100 a 199 trabajadores	Graves o muy graves	2
2003	50	Zaragoza	7	De 100 a 199 trabajadores	Graves o muy graves	2
2019	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2018	22	Huesca	2	De 100 a 199 trabajadores	Mortales	3
2018	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2017	22	Huesca	1	De 100 a 199 trabajadores	Mortales	3
2017	44	Teruel	1	De 100 a 199 trabajadores	Mortales	3
2017	50	Zaragoza	2	De 100 a 199 trabajadores	Mortales	3
2016	22	Huesca	1	De 100 a 199 trabajadores	Mortales	3
2016	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2015	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2014	44	Teruel	1	De 100 a 199 trabajadores	Mortales	3
2013	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2012	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2010	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2009	44	Teruel	4	De 100 a 199 trabajadores	Mortales	3
2009	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2008	44	Teruel	2	De 100 a 199 trabajadores	Mortales	3
2008	50	Zaragoza	3	De 100 a 199 trabajadores	Mortales	3
2007	22	Huesca	2	De 100 a 199 trabajadores	Mortales	3
2007	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2006	44	Teruel	2	De 100 a 199 trabajadores	Mortales	3
2006	50	Zaragoza	6	De 100 a 199 trabajadores	Mortales	3
2005	50	Zaragoza	2	De 100 a 199 trabajadores	Mortales	3
2004	22	Huesca	1	De 100 a 199 trabajadores	Mortales	3
2004	44	Teruel	3	De 100 a 199 trabajadores	Mortales	3
2004	50	Zaragoza	5	De 100 a 199 trabajadores	Mortales	3
2003	22	Huesca	2	De 100 a 199 trabajadores	Mortales	3
2003	50	Zaragoza	1	De 100 a 199 trabajadores	Mortales	3
2019	22	Huesca	297	De 200 a 499 trabajadores	Leves	1
2019	44	Teruel	179	De 200 a 499 trabajadores	Leves	1
2019	50	Zaragoza	1585	De 200 a 499 trabajadores	Leves	1
2018	22	Huesca	256	De 200 a 499 trabajadores	Leves	1
2018	44	Teruel	230	De 200 a 499 trabajadores	Leves	1
2018	50	Zaragoza	1584	De 200 a 499 trabajadores	Leves	1
2017	22	Huesca	224	De 200 a 499 trabajadores	Leves	1
2017	44	Teruel	175	De 200 a 499 trabajadores	Leves	1
2017	50	Zaragoza	1305	De 200 a 499 trabajadores	Leves	1
2016	22	Huesca	163	De 200 a 499 trabajadores	Leves	1
2016	44	Teruel	183	De 200 a 499 trabajadores	Leves	1
2016	50	Zaragoza	1150	De 200 a 499 trabajadores	Leves	1
2015	22	Huesca	155	De 200 a 499 trabajadores	Leves	1
2015	44	Teruel	101	De 200 a 499 trabajadores	Leves	1
2015	50	Zaragoza	1047	De 200 a 499 trabajadores	Leves	1
2014	22	Huesca	143	De 200 a 499 trabajadores	Leves	1
2014	44	Teruel	136	De 200 a 499 trabajadores	Leves	1
2014	50	Zaragoza	831	De 200 a 499 trabajadores	Leves	1
2013	22	Huesca	142	De 200 a 499 trabajadores	Leves	1
2013	44	Teruel	134	De 200 a 499 trabajadores	Leves	1
2013	50	Zaragoza	809	De 200 a 499 trabajadores	Leves	1
2012	22	Huesca	112	De 200 a 499 trabajadores	Leves	1
2012	44	Teruel	111	De 200 a 499 trabajadores	Leves	1
2012	50	Zaragoza	809	De 200 a 499 trabajadores	Leves	1
2011	22	Huesca	138	De 200 a 499 trabajadores	Leves	1
2011	44	Teruel	133	De 200 a 499 trabajadores	Leves	1
2011	50	Zaragoza	1074	De 200 a 499 trabajadores	Leves	1
2010	22	Huesca	186	De 200 a 499 trabajadores	Leves	1
2010	44	Teruel	208	De 200 a 499 trabajadores	Leves	1
2010	50	Zaragoza	1204	De 200 a 499 trabajadores	Leves	1
2009	22	Huesca	183	De 200 a 499 trabajadores	Leves	1
2009	44	Teruel	185	De 200 a 499 trabajadores	Leves	1
2009	50	Zaragoza	1196	De 200 a 499 trabajadores	Leves	1
2008	22	Huesca	243	De 200 a 499 trabajadores	Leves	1
2008	44	Teruel	276	De 200 a 499 trabajadores	Leves	1
2008	50	Zaragoza	1924	De 200 a 499 trabajadores	Leves	1
2007	22	Huesca	266	De 200 a 499 trabajadores	Leves	1
2007	44	Teruel	346	De 200 a 499 trabajadores	Leves	1
2007	50	Zaragoza	2225	De 200 a 499 trabajadores	Leves	1
2006	22	Huesca	242	De 200 a 499 trabajadores	Leves	1
2006	44	Teruel	202	De 200 a 499 trabajadores	Leves	1
2006	50	Zaragoza	2090	De 200 a 499 trabajadores	Leves	1
2005	22	Huesca	240	De 200 a 499 trabajadores	Leves	1
2005	44	Teruel	256	De 200 a 499 trabajadores	Leves	1
2005	50	Zaragoza	1673	De 200 a 499 trabajadores	Leves	1
2004	22	Huesca	239	De 200 a 499 trabajadores	Leves	1
2004	44	Teruel	225	De 200 a 499 trabajadores	Leves	1
2004	50	Zaragoza	1754	De 200 a 499 trabajadores	Leves	1
2003	22	Huesca	229	De 200 a 499 trabajadores	Leves	1
2003	44	Teruel	238	De 200 a 499 trabajadores	Leves	1
2003	50	Zaragoza	1755	De 200 a 499 trabajadores	Leves	1
2019	22	Huesca	2	De 200 a 499 trabajadores	Graves o muy graves	2
2019	44	Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2019	50	Zaragoza	6	De 200 a 499 trabajadores	Graves o muy graves	2
2018	22	Huesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2018	44	Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2018	50	Zaragoza	5	De 200 a 499 trabajadores	Graves o muy graves	2
2017	22	Huesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2017	44	Teruel	2	De 200 a 499 trabajadores	Graves o muy graves	2
2017	50	Zaragoza	3	De 200 a 499 trabajadores	Graves o muy graves	2
2016	22	Huesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2016	44	Teruel	3	De 200 a 499 trabajadores	Graves o muy graves	2
2016	50	Zaragoza	1	De 200 a 499 trabajadores	Graves o muy graves	2
2015	44	Teruel	3	De 200 a 499 trabajadores	Graves o muy graves	2
2015	50	Zaragoza	3	De 200 a 499 trabajadores	Graves o muy graves	2
2014	22	Huesca	3	De 200 a 499 trabajadores	Graves o muy graves	2
2014	44	Teruel	2	De 200 a 499 trabajadores	Graves o muy graves	2
2014	50	Zaragoza	4	De 200 a 499 trabajadores	Graves o muy graves	2
2013	22	Huesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2013	50	Zaragoza	7	De 200 a 499 trabajadores	Graves o muy graves	2
2012	44	Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2012	50	Zaragoza	2	De 200 a 499 trabajadores	Graves o muy graves	2
2011	22	Huesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2011	44	Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2011	50	Zaragoza	1	De 200 a 499 trabajadores	Graves o muy graves	2
2010	22	Huesca	3	De 200 a 499 trabajadores	Graves o muy graves	2
2010	44	Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2010	50	Zaragoza	6	De 200 a 499 trabajadores	Graves o muy graves	2
2009	44	Teruel	2	De 200 a 499 trabajadores	Graves o muy graves	2
2009	50	Zaragoza	3	De 200 a 499 trabajadores	Graves o muy graves	2
2008	22	Huesca	4	De 200 a 499 trabajadores	Graves o muy graves	2
2008	50	Zaragoza	9	De 200 a 499 trabajadores	Graves o muy graves	2
2007	44	Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2007	50	Zaragoza	8	De 200 a 499 trabajadores	Graves o muy graves	2
2006	44	Teruel	1	De 200 a 499 trabajadores	Graves o muy graves	2
2006	50	Zaragoza	10	De 200 a 499 trabajadores	Graves o muy graves	2
2005	22	Huesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2005	50	Zaragoza	9	De 200 a 499 trabajadores	Graves o muy graves	2
2004	22	Huesca	1	De 200 a 499 trabajadores	Graves o muy graves	2
2004	44	Teruel	5	De 200 a 499 trabajadores	Graves o muy graves	2
2004	50	Zaragoza	17	De 200 a 499 trabajadores	Graves o muy graves	2
2003	22	Huesca	4	De 200 a 499 trabajadores	Graves o muy graves	2
2003	44	Teruel	3	De 200 a 499 trabajadores	Graves o muy graves	2
2003	50	Zaragoza	6	De 200 a 499 trabajadores	Graves o muy graves	2
2019	22	Huesca	1	De 200 a 499 trabajadores	Mortales	3
2018	44	Teruel	2	De 200 a 499 trabajadores	Mortales	3
2018	50	Zaragoza	4	De 200 a 499 trabajadores	Mortales	3
2017	44	Teruel	1	De 200 a 499 trabajadores	Mortales	3
2017	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2016	50	Zaragoza	3	De 200 a 499 trabajadores	Mortales	3
2015	50	Zaragoza	3	De 200 a 499 trabajadores	Mortales	3
2014	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2013	50	Zaragoza	2	De 200 a 499 trabajadores	Mortales	3
2012	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2011	44	Teruel	1	De 200 a 499 trabajadores	Mortales	3
2011	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2010	44	Teruel	1	De 200 a 499 trabajadores	Mortales	3
2010	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2009	22	Huesca	1	De 200 a 499 trabajadores	Mortales	3
2009	44	Teruel	1	De 200 a 499 trabajadores	Mortales	3
2009	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2008	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2007	44	Teruel	3	De 200 a 499 trabajadores	Mortales	3
2007	50	Zaragoza	1	De 200 a 499 trabajadores	Mortales	3
2006	22	Huesca	1	De 200 a 499 trabajadores	Mortales	3
2006	44	Teruel	2	De 200 a 499 trabajadores	Mortales	3
2006	50	Zaragoza	2	De 200 a 499 trabajadores	Mortales	3
2005	44	Teruel	1	De 200 a 499 trabajadores	Mortales	3
2005	50	Zaragoza	2	De 200 a 499 trabajadores	Mortales	3
2004	44	Teruel	1	De 200 a 499 trabajadores	Mortales	3
2019	22	Huesca	114	De 500 a 999 trabajadores	Leves	1
2019	44	Teruel	68	De 500 a 999 trabajadores	Leves	1
2019	50	Zaragoza	742	De 500 a 999 trabajadores	Leves	1
2018	22	Huesca	78	De 500 a 999 trabajadores	Leves	1
2018	44	Teruel	53	De 500 a 999 trabajadores	Leves	1
2018	50	Zaragoza	673	De 500 a 999 trabajadores	Leves	1
2017	22	Huesca	69	De 500 a 999 trabajadores	Leves	1
2017	44	Teruel	55	De 500 a 999 trabajadores	Leves	1
2017	50	Zaragoza	665	De 500 a 999 trabajadores	Leves	1
2016	22	Huesca	57	De 500 a 999 trabajadores	Leves	1
2016	44	Teruel	60	De 500 a 999 trabajadores	Leves	1
