Municipio código	Municipio nombre	Edad	Ocupación agraria	Sexo	Personas
22205	San Esteban de Litera	c) >=55 años	Jefe explotación agraria	Mujer	14
22206	Sangarrén	a) <35 años	Jefe explotación agraria	Hombre	5
22206	Sangarrén	b) >=35 a <55 años	Jefe explotación agraria	Hombre	23
22206	Sangarrén	c) >=55 años	Jefe explotación agraria	Hombre	17
22206	Sangarrén	c) >=55 años	Jefe explotación agraria	Mujer	2
22207	San Juan de Plan	a) <35 años	Jefe explotación agraria	Hombre	4
22207	San Juan de Plan	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
22207	San Juan de Plan	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22207	San Juan de Plan	c) >=55 años	Jefe explotación agraria	Hombre	11
22207	San Juan de Plan	c) >=55 años	Jefe explotación agraria	Mujer	1
22208	Santa Cilia	a) <35 años	Jefe explotación agraria	Hombre	2
22208	Santa Cilia	b) >=35 a <55 años	Jefe explotación agraria	Hombre	17
22208	Santa Cilia	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22208	Santa Cilia	c) >=55 años	Jefe explotación agraria	Hombre	9
22208	Santa Cilia	c) >=55 años	Jefe explotación agraria	Mujer	2
22209	Santa Cruz de la Serós	a) <35 años	Jefe explotación agraria	Hombre	1
22209	Santa Cruz de la Serós	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
22209	Santa Cruz de la Serós	c) >=55 años	Jefe explotación agraria	Hombre	7
22209	Santa Cruz de la Serós	c) >=55 años	Jefe explotación agraria	Mujer	2
22212	Santaliestra y San Quílez	a) <35 años	Jefe explotación agraria	Hombre	1
22212	Santaliestra y San Quílez	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
22212	Santaliestra y San Quílez	c) >=55 años	Jefe explotación agraria	Hombre	9
22212	Santaliestra y San Quílez	c) >=55 años	Jefe explotación agraria	Mujer	1
22213	Sariñena	a) <35 años	Jefe explotación agraria	Hombre	26
22213	Sariñena	a) <35 años	Jefe explotación agraria	Mujer	3
22213	Sariñena	b) >=35 a <55 años	Jefe explotación agraria	Hombre	133
22213	Sariñena	b) >=35 a <55 años	Jefe explotación agraria	Mujer	31
22213	Sariñena	c) >=55 años	Jefe explotación agraria	Hombre	162
22213	Sariñena	c) >=55 años	Jefe explotación agraria	Mujer	28
22214	Secastilla	a) <35 años	Jefe explotación agraria	Hombre	4
22214	Secastilla	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
22214	Secastilla	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22214	Secastilla	c) >=55 años	Jefe explotación agraria	Hombre	11
22214	Secastilla	c) >=55 años	Jefe explotación agraria	Mujer	2
22215	Seira	a) <35 años	Jefe explotación agraria	Hombre	1
22215	Seira	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
22215	Seira	b) >=35 a <55 años	Jefe explotación agraria	Mujer	8
22215	Seira	c) >=55 años	Jefe explotación agraria	Hombre	7
22215	Seira	c) >=55 años	Jefe explotación agraria	Mujer	3
22217	Sena	a) <35 años	Jefe explotación agraria	Hombre	11
22217	Sena	b) >=35 a <55 años	Jefe explotación agraria	Hombre	56
22217	Sena	b) >=35 a <55 años	Jefe explotación agraria	Mujer	10
22217	Sena	c) >=55 años	Jefe explotación agraria	Hombre	48
22217	Sena	c) >=55 años	Jefe explotación agraria	Mujer	7
22218	Senés de Alcubierre	a) <35 años	Jefe explotación agraria	Hombre	3
22218	Senés de Alcubierre	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
22218	Senés de Alcubierre	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22218	Senés de Alcubierre	c) >=55 años	Jefe explotación agraria	Hombre	7
22218	Senés de Alcubierre	c) >=55 años	Jefe explotación agraria	Mujer	2
22220	Sesa	a) <35 años	Jefe explotación agraria	Hombre	4
22220	Sesa	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
22220	Sesa	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22220	Sesa	c) >=55 años	Jefe explotación agraria	Hombre	15
22220	Sesa	c) >=55 años	Jefe explotación agraria	Mujer	1
22221	Sesué	a) <35 años	Jefe explotación agraria	Hombre	1
22221	Sesué	b) >=35 a <55 años	Jefe explotación agraria	Hombre	6
22221	Sesué	c) >=55 años	Jefe explotación agraria	Hombre	4
22222	Siétamo	a) <35 años	Jefe explotación agraria	Hombre	2
22222	Siétamo	a) <35 años	Jefe explotación agraria	Mujer	1
22222	Siétamo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	30
22222	Siétamo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22222	Siétamo	c) >=55 años	Jefe explotación agraria	Hombre	22
22222	Siétamo	c) >=55 años	Jefe explotación agraria	Mujer	3
22223	Sopeira	a) <35 años	Jefe explotación agraria	Hombre	2
22223	Sopeira	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
22223	Sopeira	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
22223	Sopeira	c) >=55 años	Jefe explotación agraria	Hombre	4
22223	Sopeira	c) >=55 años	Jefe explotación agraria	Mujer	3
22225	Tamarite de Litera	a) <35 años	Jefe explotación agraria	Hombre	20
22225	Tamarite de Litera	a) <35 años	Jefe explotación agraria	Mujer	5
22225	Tamarite de Litera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	166
22225	Tamarite de Litera	b) >=35 a <55 años	Jefe explotación agraria	Mujer	32
22225	Tamarite de Litera	c) >=55 años	Jefe explotación agraria	Hombre	225
22225	Tamarite de Litera	c) >=55 años	Jefe explotación agraria	Mujer	32
22226	Tardienta	a) <35 años	Jefe explotación agraria	Hombre	4
22226	Tardienta	b) >=35 a <55 años	Jefe explotación agraria	Hombre	35
22226	Tardienta	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22226	Tardienta	c) >=55 años	Jefe explotación agraria	Hombre	34
22226	Tardienta	c) >=55 años	Jefe explotación agraria	Mujer	3
22227	Tella-Sin	a) <35 años	Jefe explotación agraria	Hombre	1
22227	Tella-Sin	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
22227	Tella-Sin	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22227	Tella-Sin	c) >=55 años	Jefe explotación agraria	Hombre	7
22227	Tella-Sin	c) >=55 años	Jefe explotación agraria	Mujer	1
22228	Tierz	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
22228	Tierz	c) >=55 años	Jefe explotación agraria	Hombre	3
22229	Tolva	a) <35 años	Jefe explotación agraria	Hombre	5
22229	Tolva	a) <35 años	Jefe explotación agraria	Mujer	1
22229	Tolva	b) >=35 a <55 años	Jefe explotación agraria	Hombre	19
22229	Tolva	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
22229	Tolva	c) >=55 años	Jefe explotación agraria	Hombre	19
22229	Tolva	c) >=55 años	Jefe explotación agraria	Mujer	11
22230	Torla	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
22230	Torla	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22230	Torla	c) >=55 años	Jefe explotación agraria	Hombre	19
22230	Torla	c) >=55 años	Jefe explotación agraria	Mujer	1
22232	Torralba de Aragón	a) <35 años	Jefe explotación agraria	Hombre	2
22232	Torralba de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	23
22232	Torralba de Aragón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22232	Torralba de Aragón	c) >=55 años	Jefe explotación agraria	Hombre	17
22232	Torralba de Aragón	c) >=55 años	Jefe explotación agraria	Mujer	2
22233	Torre la Ribera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
22233	Torre la Ribera	c) >=55 años	Jefe explotación agraria	Hombre	13
22233	Torre la Ribera	c) >=55 años	Jefe explotación agraria	Mujer	1
22234	Torrente de Cinca	a) <35 años	Jefe explotación agraria	Hombre	7
22234	Torrente de Cinca	a) <35 años	Jefe explotación agraria	Mujer	1
22234	Torrente de Cinca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	44
22234	Torrente de Cinca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
22234	Torrente de Cinca	c) >=55 años	Jefe explotación agraria	Hombre	29
22234	Torrente de Cinca	c) >=55 años	Jefe explotación agraria	Mujer	6
22235	Torres de Alcanadre	a) <35 años	Jefe explotación agraria	Hombre	1
22235	Torres de Alcanadre	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
22235	Torres de Alcanadre	c) >=55 años	Jefe explotación agraria	Hombre	8
22235	Torres de Alcanadre	c) >=55 años	Jefe explotación agraria	Mujer	1
22236	Torres de Barbués	a) <35 años	Jefe explotación agraria	Hombre	3
22236	Torres de Barbués	b) >=35 a <55 años	Jefe explotación agraria	Hombre	17
22236	Torres de Barbués	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
22236	Torres de Barbués	c) >=55 años	Jefe explotación agraria	Hombre	21
22236	Torres de Barbués	c) >=55 años	Jefe explotación agraria	Mujer	2
22239	Tramaced	a) <35 años	Jefe explotación agraria	Hombre	7
22239	Tramaced	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
22239	Tramaced	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
22239	Tramaced	c) >=55 años	Jefe explotación agraria	Hombre	3
22239	Tramaced	c) >=55 años	Jefe explotación agraria	Mujer	3
22242	Valfarta	a) <35 años	Jefe explotación agraria	Hombre	3
22242	Valfarta	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
22242	Valfarta	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
22242	Valfarta	c) >=55 años	Jefe explotación agraria	Hombre	8
22242	Valfarta	c) >=55 años	Jefe explotación agraria	Mujer	3
22243	Valle de Bardají	a) <35 años	Jefe explotación agraria	Hombre	3
22243	Valle de Bardají	a) <35 años	Jefe explotación agraria	Mujer	2
22243	Valle de Bardají	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
22243	Valle de Bardají	b) >=35 a <55 años	Jefe explotación agraria	Mujer	6
22243	Valle de Bardají	c) >=55 años	Jefe explotación agraria	Hombre	4
22243	Valle de Bardají	c) >=55 años	Jefe explotación agraria	Mujer	1
22244	Valle de Lierp	a) <35 años	Jefe explotación agraria	Hombre	1
22244	Valle de Lierp	b) >=35 a <55 años	Jefe explotación agraria	Hombre	16
22244	Valle de Lierp	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22244	Valle de Lierp	c) >=55 años	Jefe explotación agraria	Hombre	14
22244	Valle de Lierp	c) >=55 años	Jefe explotación agraria	Mujer	1
22245	Velilla de Cinca	a) <35 años	Jefe explotación agraria	Hombre	3
22245	Velilla de Cinca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	26
22245	Velilla de Cinca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
22245	Velilla de Cinca	c) >=55 años	Jefe explotación agraria	Hombre	19
22245	Velilla de Cinca	c) >=55 años	Jefe explotación agraria	Mujer	2
22246	Veracruz	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
22246	Veracruz	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22246	Veracruz	c) >=55 años	Jefe explotación agraria	Hombre	14
22246	Veracruz	c) >=55 años	Jefe explotación agraria	Mujer	1
22247	Viacamp y Litera	a) <35 años	Jefe explotación agraria	Hombre	3
22247	Viacamp y Litera	b) >=35 a <55 años	Jefe explotación agraria	Hombre	25
22247	Viacamp y Litera	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22247	Viacamp y Litera	c) >=55 años	Jefe explotación agraria	Hombre	10
22247	Viacamp y Litera	c) >=55 años	Jefe explotación agraria	Mujer	3
22248	Vicién	b) >=35 a <55 años	Jefe explotación agraria	Hombre	6
22248	Vicién	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22248	Vicién	c) >=55 años	Jefe explotación agraria	Hombre	4
22249	Villanova	a) <35 años	Jefe explotación agraria	Hombre	2
22249	Villanova	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
22249	Villanova	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22249	Villanova	c) >=55 años	Jefe explotación agraria	Hombre	3
22250	Villanúa	a) <35 años	Jefe explotación agraria	Hombre	3
22250	Villanúa	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
22250	Villanúa	c) >=55 años	Jefe explotación agraria	Hombre	4
22250	Villanúa	c) >=55 años	Jefe explotación agraria	Mujer	2
22251	Villanueva de Sigena	a) <35 años	Jefe explotación agraria	Hombre	4
22251	Villanueva de Sigena	a) <35 años	Jefe explotación agraria	Mujer	1
22251	Villanueva de Sigena	b) >=35 a <55 años	Jefe explotación agraria	Hombre	49
22251	Villanueva de Sigena	b) >=35 a <55 años	Jefe explotación agraria	Mujer	13
22251	Villanueva de Sigena	c) >=55 años	Jefe explotación agraria	Hombre	49
22251	Villanueva de Sigena	c) >=55 años	Jefe explotación agraria	Mujer	6
22252	Yebra de Basa	a) <35 años	Jefe explotación agraria	Hombre	2
22252	Yebra de Basa	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
22252	Yebra de Basa	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
22252	Yebra de Basa	c) >=55 años	Jefe explotación agraria	Hombre	13
22252	Yebra de Basa	c) >=55 años	Jefe explotación agraria	Mujer	1
22253	Yésero	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
22253	Yésero	c) >=55 años	Jefe explotación agraria	Mujer	1
22254	Zaidín	a) <35 años	Jefe explotación agraria	Hombre	37
22254	Zaidín	a) <35 años	Jefe explotación agraria	Mujer	4
22254	Zaidín	b) >=35 a <55 años	Jefe explotación agraria	Hombre	179
22254	Zaidín	b) >=35 a <55 años	Jefe explotación agraria	Mujer	11
22254	Zaidín	c) >=55 años	Jefe explotación agraria	Hombre	84
22254	Zaidín	c) >=55 años	Jefe explotación agraria	Mujer	9
22901	Valle de Hecho	a) <35 años	Jefe explotación agraria	Hombre	3
22901	Valle de Hecho	b) >=35 a <55 años	Jefe explotación agraria	Hombre	24
22901	Valle de Hecho	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
22901	Valle de Hecho	c) >=55 años	Jefe explotación agraria	Hombre	31
22901	Valle de Hecho	c) >=55 años	Jefe explotación agraria	Mujer	3
22902	Puente la Reina de Jaca	a) <35 años	Jefe explotación agraria	Hombre	4
22902	Puente la Reina de Jaca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	21
22902	Puente la Reina de Jaca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
22902	Puente la Reina de Jaca	c) >=55 años	Jefe explotación agraria	Hombre	21
22903	San Miguel del Cinca	a) <35 años	Jefe explotación agraria	Hombre	26
22903	San Miguel del Cinca	a) <35 años	Jefe explotación agraria	Mujer	1
22903	San Miguel del Cinca	b) >=35 a <55 años	Jefe explotación agraria	Hombre	95
22903	San Miguel del Cinca	b) >=35 a <55 años	Jefe explotación agraria	Mujer	19
22903	San Miguel del Cinca	c) >=55 años	Jefe explotación agraria	Hombre	51
22903	San Miguel del Cinca	c) >=55 años	Jefe explotación agraria	Mujer	9
22904	Sotonera (La)	a) <35 años	Jefe explotación agraria	Hombre	10
22904	Sotonera (La)	a) <35 años	Jefe explotación agraria	Mujer	1
22904	Sotonera (La)	b) >=35 a <55 años	Jefe explotación agraria	Hombre	53
22904	Sotonera (La)	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
22904	Sotonera (La)	c) >=55 años	Jefe explotación agraria	Hombre	137
22904	Sotonera (La)	c) >=55 años	Jefe explotación agraria	Mujer	16
22905	Lupiñén-Ortilla	a) <35 años	Jefe explotación agraria	Hombre	3
22905	Lupiñén-Ortilla	b) >=35 a <55 años	Jefe explotación agraria	Hombre	30
22905	Lupiñén-Ortilla	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22905	Lupiñén-Ortilla	c) >=55 años	Jefe explotación agraria	Hombre	29
22905	Lupiñén-Ortilla	c) >=55 años	Jefe explotación agraria	Mujer	7
22906	Santa María de Dulcis	a) <35 años	Jefe explotación agraria	Hombre	3
22906	Santa María de Dulcis	a) <35 años	Jefe explotación agraria	Mujer	1
22906	Santa María de Dulcis	b) >=35 a <55 años	Jefe explotación agraria	Hombre	13
22906	Santa María de Dulcis	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
22906	Santa María de Dulcis	c) >=55 años	Jefe explotación agraria	Hombre	32
22906	Santa María de Dulcis	c) >=55 años	Jefe explotación agraria	Mujer	8
22907	Aínsa-Sobrarbe	a) <35 años	Jefe explotación agraria	Hombre	8
22907	Aínsa-Sobrarbe	b) >=35 a <55 años	Jefe explotación agraria	Hombre	62
22907	Aínsa-Sobrarbe	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
22907	Aínsa-Sobrarbe	c) >=55 años	Jefe explotación agraria	Hombre	52
22907	Aínsa-Sobrarbe	c) >=55 años	Jefe explotación agraria	Mujer	7
22908	Hoz y Costeán	a) <35 años	Jefe explotación agraria	Hombre	4
22908	Hoz y Costeán	b) >=35 a <55 años	Jefe explotación agraria	Hombre	37
22908	Hoz y Costeán	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
22908	Hoz y Costeán	c) >=55 años	Jefe explotación agraria	Hombre	39
22908	Hoz y Costeán	c) >=55 años	Jefe explotación agraria	Mujer	14
22909	Vencillón	a) <35 años	Jefe explotación agraria	Hombre	4
22909	Vencillón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	24
22909	Vencillón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
22909	Vencillón	c) >=55 años	Jefe explotación agraria	Hombre	33
22909	Vencillón	c) >=55 años	Jefe explotación agraria	Mujer	7
44001	Ababuj	a) <35 años	Jefe explotación agraria	Hombre	1
44001	Ababuj	a) <35 años	Jefe explotación agraria	Mujer	1
44001	Ababuj	b) >=35 a <55 años	Jefe explotación agraria	Hombre	9
44001	Ababuj	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44001	Ababuj	c) >=55 años	Jefe explotación agraria	Hombre	8
44002	Abejuela	b) >=35 a <55 años	Jefe explotación agraria	Hombre	2
44002	Abejuela	c) >=55 años	Jefe explotación agraria	Hombre	7
44002	Abejuela	c) >=55 años	Jefe explotación agraria	Mujer	2
44003	Aguatón	a) <35 años	Jefe explotación agraria	Hombre	2
44003	Aguatón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	3
44003	Aguatón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44003	Aguatón	c) >=55 años	Jefe explotación agraria	Hombre	1
44003	Aguatón	c) >=55 años	Jefe explotación agraria	Mujer	2
44004	Aguaviva	a) <35 años	Jefe explotación agraria	Hombre	2
44004	Aguaviva	b) >=35 a <55 años	Jefe explotación agraria	Hombre	16
44004	Aguaviva	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
44004	Aguaviva	c) >=55 años	Jefe explotación agraria	Hombre	16
44004	Aguaviva	c) >=55 años	Jefe explotación agraria	Mujer	3
44005	Aguilar del Alfambra	a) <35 años	Jefe explotación agraria	Hombre	1
44005	Aguilar del Alfambra	a) <35 años	Jefe explotación agraria	Mujer	1
44005	Aguilar del Alfambra	b) >=35 a <55 años	Jefe explotación agraria	Hombre	7
44005	Aguilar del Alfambra	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44005	Aguilar del Alfambra	c) >=55 años	Jefe explotación agraria	Hombre	7
44005	Aguilar del Alfambra	c) >=55 años	Jefe explotación agraria	Mujer	3
44006	Alacón	a) <35 años	Jefe explotación agraria	Hombre	1
44006	Alacón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	21
44006	Alacón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	5
44006	Alacón	c) >=55 años	Jefe explotación agraria	Hombre	41
44006	Alacón	c) >=55 años	Jefe explotación agraria	Mujer	2
44007	Alba	a) <35 años	Jefe explotación agraria	Hombre	2
44007	Alba	b) >=35 a <55 años	Jefe explotación agraria	Hombre	28
44007	Alba	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44007	Alba	c) >=55 años	Jefe explotación agraria	Hombre	29
44007	Alba	c) >=55 años	Jefe explotación agraria	Mujer	2
44008	Albalate del Arzobispo	a) <35 años	Jefe explotación agraria	Hombre	18
44008	Albalate del Arzobispo	a) <35 años	Jefe explotación agraria	Mujer	5
44008	Albalate del Arzobispo	b) >=35 a <55 años	Jefe explotación agraria	Hombre	90
44008	Albalate del Arzobispo	b) >=35 a <55 años	Jefe explotación agraria	Mujer	26
44008	Albalate del Arzobispo	c) >=55 años	Jefe explotación agraria	Hombre	167
44008	Albalate del Arzobispo	c) >=55 años	Jefe explotación agraria	Mujer	31
44009	Albarracín	a) <35 años	Jefe explotación agraria	Hombre	3
44009	Albarracín	b) >=35 a <55 años	Jefe explotación agraria	Hombre	26
44009	Albarracín	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44009	Albarracín	c) >=55 años	Jefe explotación agraria	Hombre	19
44009	Albarracín	c) >=55 años	Jefe explotación agraria	Mujer	5
44010	Albentosa	a) <35 años	Jefe explotación agraria	Hombre	5
44010	Albentosa	b) >=35 a <55 años	Jefe explotación agraria	Hombre	12
44010	Albentosa	b) >=35 a <55 años	Jefe explotación agraria	Mujer	8
44010	Albentosa	c) >=55 años	Jefe explotación agraria	Hombre	25
44010	Albentosa	c) >=55 años	Jefe explotación agraria	Mujer	3
44011	Alcaine	b) >=35 a <55 años	Jefe explotación agraria	Hombre	5
44011	Alcaine	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
44011	Alcaine	c) >=55 años	Jefe explotación agraria	Hombre	2
44012	Alcalá de la Selva	a) <35 años	Jefe explotación agraria	Hombre	1
44012	Alcalá de la Selva	b) >=35 a <55 años	Jefe explotación agraria	Hombre	10
44012	Alcalá de la Selva	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44012	Alcalá de la Selva	c) >=55 años	Jefe explotación agraria	Hombre	23
44012	Alcalá de la Selva	c) >=55 años	Jefe explotación agraria	Mujer	1
44013	Alcañiz	a) <35 años	Jefe explotación agraria	Hombre	24
44013	Alcañiz	a) <35 años	Jefe explotación agraria	Mujer	5
44013	Alcañiz	b) >=35 a <55 años	Jefe explotación agraria	Hombre	195
44013	Alcañiz	b) >=35 a <55 años	Jefe explotación agraria	Mujer	43
44013	Alcañiz	c) >=55 años	Jefe explotación agraria	Hombre	291
44013	Alcañiz	c) >=55 años	Jefe explotación agraria	Mujer	62
44014	Alcorisa	a) <35 años	Jefe explotación agraria	Hombre	7
44014	Alcorisa	b) >=35 a <55 años	Jefe explotación agraria	Hombre	85
44014	Alcorisa	b) >=35 a <55 años	Jefe explotación agraria	Mujer	31
44014	Alcorisa	c) >=55 años	Jefe explotación agraria	Hombre	195
44014	Alcorisa	c) >=55 años	Jefe explotación agraria	Mujer	34
44016	Alfambra	a) <35 años	Jefe explotación agraria	Hombre	1
44016	Alfambra	b) >=35 a <55 años	Jefe explotación agraria	Hombre	43
44016	Alfambra	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
44016	Alfambra	c) >=55 años	Jefe explotación agraria	Hombre	53
44016	Alfambra	c) >=55 años	Jefe explotación agraria	Mujer	13
44017	Aliaga	a) <35 años	Jefe explotación agraria	Hombre	3
44017	Aliaga	b) >=35 a <55 años	Jefe explotación agraria	Hombre	19
44017	Aliaga	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
44017	Aliaga	c) >=55 años	Jefe explotación agraria	Hombre	25
44017	Aliaga	c) >=55 años	Jefe explotación agraria	Mujer	3
44018	Almohaja	a) <35 años	Jefe explotación agraria	Hombre	2
44018	Almohaja	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44018	Almohaja	c) >=55 años	Jefe explotación agraria	Hombre	2
44018	Almohaja	c) >=55 años	Jefe explotación agraria	Mujer	1
44019	Alobras	b) >=35 a <55 años	Jefe explotación agraria	Hombre	8
44019	Alobras	c) >=55 años	Jefe explotación agraria	Hombre	4
44020	Alpeñés	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
44020	Alpeñés	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44020	Alpeñés	c) >=55 años	Jefe explotación agraria	Hombre	7
44021	Allepuz	a) <35 años	Jefe explotación agraria	Hombre	2
44021	Allepuz	a) <35 años	Jefe explotación agraria	Mujer	1
44021	Allepuz	b) >=35 a <55 años	Jefe explotación agraria	Hombre	14
44021	Allepuz	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44021	Allepuz	c) >=55 años	Jefe explotación agraria	Hombre	20
44021	Allepuz	c) >=55 años	Jefe explotación agraria	Mujer	4
44022	Alloza	a) <35 años	Jefe explotación agraria	Hombre	2
44022	Alloza	a) <35 años	Jefe explotación agraria	Mujer	1
44022	Alloza	b) >=35 a <55 años	Jefe explotación agraria	Hombre	40
44022	Alloza	b) >=35 a <55 años	Jefe explotación agraria	Mujer	16
44022	Alloza	c) >=55 años	Jefe explotación agraria	Hombre	126
44022	Alloza	c) >=55 años	Jefe explotación agraria	Mujer	28
44023	Allueva	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44024	Anadón	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44024	Anadón	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44024	Anadón	c) >=55 años	Jefe explotación agraria	Hombre	2
44024	Anadón	c) >=55 años	Jefe explotación agraria	Mujer	1
44025	Andorra	a) <35 años	Jefe explotación agraria	Hombre	11
44025	Andorra	a) <35 años	Jefe explotación agraria	Mujer	2
44025	Andorra	b) >=35 a <55 años	Jefe explotación agraria	Hombre	68
44025	Andorra	b) >=35 a <55 años	Jefe explotación agraria	Mujer	15
44025	Andorra	c) >=55 años	Jefe explotación agraria	Hombre	141
44025	Andorra	c) >=55 años	Jefe explotación agraria	Mujer	28
44026	Arcos de las Salinas	a) <35 años	Jefe explotación agraria	Hombre	1
44026	Arcos de las Salinas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	4
44026	Arcos de las Salinas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	1
44026	Arcos de las Salinas	c) >=55 años	Jefe explotación agraria	Hombre	6
44026	Arcos de las Salinas	c) >=55 años	Jefe explotación agraria	Mujer	1
44027	Arens de Lledó	a) <35 años	Jefe explotación agraria	Hombre	1
44027	Arens de Lledó	b) >=35 a <55 años	Jefe explotación agraria	Hombre	21
44027	Arens de Lledó	b) >=35 a <55 años	Jefe explotación agraria	Mujer	13
44027	Arens de Lledó	c) >=55 años	Jefe explotación agraria	Hombre	23
44027	Arens de Lledó	c) >=55 años	Jefe explotación agraria	Mujer	4
44028	Argente	a) <35 años	Jefe explotación agraria	Hombre	3
44028	Argente	b) >=35 a <55 años	Jefe explotación agraria	Hombre	21
44028	Argente	b) >=35 a <55 años	Jefe explotación agraria	Mujer	4
44028	Argente	c) >=55 años	Jefe explotación agraria	Hombre	34
44028	Argente	c) >=55 años	Jefe explotación agraria	Mujer	6
44029	Ariño	b) >=35 a <55 años	Jefe explotación agraria	Hombre	14
44029	Ariño	b) >=35 a <55 años	Jefe explotación agraria	Mujer	3
44029	Ariño	c) >=55 años	Jefe explotación agraria	Hombre	18
44029	Ariño	c) >=55 años	Jefe explotación agraria	Mujer	4
44031	Azaila	a) <35 años	Jefe explotación agraria	Hombre	4
44031	Azaila	b) >=35 a <55 años	Jefe explotación agraria	Hombre	14
44031	Azaila	c) >=55 años	Jefe explotación agraria	Hombre	12
44031	Azaila	c) >=55 años	Jefe explotación agraria	Mujer	8
44032	Bádenas	b) >=35 a <55 años	Jefe explotación agraria	Hombre	1
44032	Bádenas	b) >=35 a <55 años	Jefe explotación agraria	Mujer	2
