Año	Inscripción comarca código	Inscripción comarca nombre	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2010	21	Campo de Cariñena	65 y más	Mujer	6	2	Inferior a graduado escolar o ESO
2010	21	Campo de Cariñena	65 y más	Mujer	12	3	Graduado escolar o ESO
2010	21	Campo de Cariñena	65 y más	Mujer	4	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	0-15	Hombre	5	0	Sin clasificar
2010	22	Campo de Belchite	0-15	Hombre	1	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	0-15	Mujer	2	0	Sin clasificar
2010	22	Campo de Belchite	0-15	Mujer	2	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Hombre	9	0	Sin clasificar
2010	22	Campo de Belchite	16-64	Hombre	2	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Hombre	10	3	Graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Hombre	16	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	16-64	Mujer	15	0	Sin clasificar
2010	22	Campo de Belchite	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Mujer	15	3	Graduado escolar o ESO
2010	22	Campo de Belchite	16-64	Mujer	24	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	65 y más	Hombre	22	0	Sin clasificar
2010	22	Campo de Belchite	65 y más	Hombre	11	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Hombre	14	3	Graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Hombre	6	4	BUP, Bachiller, LOGSE ó superior
2010	22	Campo de Belchite	65 y más	Mujer	19	0	Sin clasificar
2010	22	Campo de Belchite	65 y más	Mujer	3	2	Inferior a graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Mujer	13	3	Graduado escolar o ESO
2010	22	Campo de Belchite	65 y más	Mujer	3	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	0-15	Hombre	2	0	Sin clasificar
2010	23	Bajo Martín	0-15	Hombre	1	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	0-15	Mujer	5	0	Sin clasificar
2010	23	Bajo Martín	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	0-15	Mujer	1	3	Graduado escolar o ESO
2010	23	Bajo Martín	16-64	Hombre	10	0	Sin clasificar
2010	23	Bajo Martín	16-64	Hombre	1	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	16-64	Hombre	8	3	Graduado escolar o ESO
2010	23	Bajo Martín	16-64	Hombre	7	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	16-64	Mujer	8	0	Sin clasificar
2010	23	Bajo Martín	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	16-64	Mujer	8	3	Graduado escolar o ESO
2010	23	Bajo Martín	16-64	Mujer	11	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	65 y más	Hombre	23	0	Sin clasificar
2010	23	Bajo Martín	65 y más	Hombre	7	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Hombre	13	3	Graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Hombre	5	4	BUP, Bachiller, LOGSE ó superior
2010	23	Bajo Martín	65 y más	Mujer	18	0	Sin clasificar
2010	23	Bajo Martín	65 y más	Mujer	11	2	Inferior a graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Mujer	9	3	Graduado escolar o ESO
2010	23	Bajo Martín	65 y más	Mujer	5	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	0-15	Hombre	11	0	Sin clasificar
2010	24	Campo de Daroca	0-15	Hombre	1	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	0-15	Mujer	4	0	Sin clasificar
2010	24	Campo de Daroca	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	0-15	Mujer	1	3	Graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Hombre	16	0	Sin clasificar
2010	24	Campo de Daroca	16-64	Hombre	2	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Hombre	12	3	Graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Hombre	12	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	16-64	Mujer	23	0	Sin clasificar
2010	24	Campo de Daroca	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Mujer	11	3	Graduado escolar o ESO
2010	24	Campo de Daroca	16-64	Mujer	16	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	65 y más	Hombre	17	0	Sin clasificar
2010	24	Campo de Daroca	65 y más	Hombre	3	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Hombre	10	3	Graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Hombre	3	4	BUP, Bachiller, LOGSE ó superior
2010	24	Campo de Daroca	65 y más	Mujer	20	0	Sin clasificar
2010	24	Campo de Daroca	65 y más	Mujer	3	2	Inferior a graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Mujer	8	3	Graduado escolar o ESO
2010	24	Campo de Daroca	65 y más	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	0-15	Hombre	5	0	Sin clasificar
2010	25	Jiloca	0-15	Hombre	1	1	No sabe leer ni escribir
2010	25	Jiloca	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	0-15	Mujer	8	0	Sin clasificar
2010	25	Jiloca	0-15	Mujer	3	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	16-64	Hombre	25	0	Sin clasificar
2010	25	Jiloca	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	16-64	Hombre	12	3	Graduado escolar o ESO
2010	25	Jiloca	16-64	Hombre	20	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	16-64	Mujer	23	0	Sin clasificar
2010	25	Jiloca	16-64	Mujer	2	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	16-64	Mujer	12	3	Graduado escolar o ESO
2010	25	Jiloca	16-64	Mujer	30	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	65 y más	Hombre	28	0	Sin clasificar
2010	25	Jiloca	65 y más	Hombre	1	1	No sabe leer ni escribir
2010	25	Jiloca	65 y más	Hombre	12	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	65 y más	Hombre	11	3	Graduado escolar o ESO
2010	25	Jiloca	65 y más	Hombre	10	4	BUP, Bachiller, LOGSE ó superior
2010	25	Jiloca	65 y más	Mujer	21	0	Sin clasificar
2010	25	Jiloca	65 y más	Mujer	1	1	No sabe leer ni escribir
2010	25	Jiloca	65 y más	Mujer	9	2	Inferior a graduado escolar o ESO
2010	25	Jiloca	65 y más	Mujer	8	3	Graduado escolar o ESO
2010	25	Jiloca	65 y más	Mujer	8	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	0-15	Hombre	8	0	Sin clasificar
2010	26	Cuencas Mineras	0-15	Hombre	1	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	0-15	Mujer	9	0	Sin clasificar
2010	26	Cuencas Mineras	0-15	Mujer	2	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Hombre	27	0	Sin clasificar
2010	26	Cuencas Mineras	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Hombre	26	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Hombre	35	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	16-64	Mujer	30	0	Sin clasificar
2010	26	Cuencas Mineras	16-64	Mujer	1	1	No sabe leer ni escribir
2010	26	Cuencas Mineras	16-64	Mujer	6	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Mujer	18	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	16-64	Mujer	25	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	65 y más	Hombre	25	0	Sin clasificar
2010	26	Cuencas Mineras	65 y más	Hombre	9	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Hombre	25	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Hombre	10	4	BUP, Bachiller, LOGSE ó superior
2010	26	Cuencas Mineras	65 y más	Mujer	29	0	Sin clasificar
2010	26	Cuencas Mineras	65 y más	Mujer	9	2	Inferior a graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Mujer	30	3	Graduado escolar o ESO
2010	26	Cuencas Mineras	65 y más	Mujer	11	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	0-15	Hombre	9	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	0-15	Mujer	10	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	15	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	8	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	21	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Hombre	32	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	23	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	4	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	20	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	16-64	Mujer	26	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	8	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	10	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	19	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Hombre	2	4	BUP, Bachiller, LOGSE ó superior
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	20	0	Sin clasificar
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	8	2	Inferior a graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	17	3	Graduado escolar o ESO
2010	27	Andorra-Sierra de Arcos	65 y más	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	0-15	Hombre	17	0	Sin clasificar
2010	28	Bajo Aragón	0-15	Hombre	2	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	0-15	Hombre	1	3	Graduado escolar o ESO
2010	28	Bajo Aragón	0-15	Mujer	19	0	Sin clasificar
2010	28	Bajo Aragón	0-15	Mujer	3	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Hombre	52	0	Sin clasificar
2010	28	Bajo Aragón	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Hombre	27	3	Graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Hombre	76	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	16-64	Mujer	48	0	Sin clasificar
2010	28	Bajo Aragón	16-64	Mujer	5	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Mujer	41	3	Graduado escolar o ESO
2010	28	Bajo Aragón	16-64	Mujer	80	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	65 y más	Hombre	65	0	Sin clasificar
2010	28	Bajo Aragón	65 y más	Hombre	21	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Hombre	38	3	Graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Hombre	18	4	BUP, Bachiller, LOGSE ó superior
2010	28	Bajo Aragón	65 y más	Mujer	75	0	Sin clasificar
2010	28	Bajo Aragón	65 y más	Mujer	34	2	Inferior a graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Mujer	36	3	Graduado escolar o ESO
2010	28	Bajo Aragón	65 y más	Mujer	22	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	0-15	Hombre	64	0	Sin clasificar
2010	29	Comunidad de Teruel	0-15	Hombre	14	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	0-15	Hombre	4	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	0-15	Mujer	64	0	Sin clasificar
2010	29	Comunidad de Teruel	0-15	Mujer	6	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Hombre	129	0	Sin clasificar
2010	29	Comunidad de Teruel	16-64	Hombre	17	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Hombre	73	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Hombre	131	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	16-64	Mujer	105	0	Sin clasificar
2010	29	Comunidad de Teruel	16-64	Mujer	1	1	No sabe leer ni escribir
2010	29	Comunidad de Teruel	16-64	Mujer	18	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Mujer	80	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	16-64	Mujer	144	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	65 y más	Hombre	78	0	Sin clasificar
2010	29	Comunidad de Teruel	65 y más	Hombre	1	1	No sabe leer ni escribir
2010	29	Comunidad de Teruel	65 y más	Hombre	21	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Hombre	48	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Hombre	48	4	BUP, Bachiller, LOGSE ó superior
2010	29	Comunidad de Teruel	65 y más	Mujer	83	0	Sin clasificar
2010	29	Comunidad de Teruel	65 y más	Mujer	19	2	Inferior a graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Mujer	55	3	Graduado escolar o ESO
2010	29	Comunidad de Teruel	65 y más	Mujer	30	4	BUP, Bachiller, LOGSE ó superior
2010	30	Maestrazgo	0-15	Hombre	1	0	Sin clasificar
2010	30	Maestrazgo	0-15	Hombre	3	2	Inferior a graduado escolar o ESO
2010	30	Maestrazgo	0-15	Mujer	5	0	Sin clasificar
2010	30	Maestrazgo	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2010	30	Maestrazgo	16-64	Hombre	11	0	Sin clasificar
2010	30	Maestrazgo	16-64	Hombre	5	2	Inferior a graduado escolar o ESO
2010	30	Maestrazgo	16-64	Hombre	7	3	Graduado escolar o ESO
2010	30	Maestrazgo	16-64	Hombre	17	4	BUP, Bachiller, LOGSE ó superior
2010	30	Maestrazgo	16-64	Mujer	15	0	Sin clasificar
2010	30	Maestrazgo	16-64	Mujer	7	2	Inferior a graduado escolar o ESO
2010	30	Maestrazgo	16-64	Mujer	11	3	Graduado escolar o ESO
2010	30	Maestrazgo	16-64	Mujer	25	4	BUP, Bachiller, LOGSE ó superior
2010	30	Maestrazgo	65 y más	Hombre	19	0	Sin clasificar
2010	30	Maestrazgo	65 y más	Hombre	1	1	No sabe leer ni escribir
2010	30	Maestrazgo	65 y más	Hombre	7	2	Inferior a graduado escolar o ESO
2010	30	Maestrazgo	65 y más	Hombre	6	3	Graduado escolar o ESO
2010	30	Maestrazgo	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2010	30	Maestrazgo	65 y más	Mujer	27	0	Sin clasificar
2010	30	Maestrazgo	65 y más	Mujer	9	2	Inferior a graduado escolar o ESO
2010	30	Maestrazgo	65 y más	Mujer	14	3	Graduado escolar o ESO
2010	30	Maestrazgo	65 y más	Mujer	4	4	BUP, Bachiller, LOGSE ó superior
2010	31	Sierra de Albarracín	0-15	Hombre	1	0	Sin clasificar
2010	31	Sierra de Albarracín	0-15	Hombre	2	1	No sabe leer ni escribir
2010	31	Sierra de Albarracín	0-15	Mujer	6	0	Sin clasificar
2010	31	Sierra de Albarracín	0-15	Mujer	2	2	Inferior a graduado escolar o ESO
2010	31	Sierra de Albarracín	16-64	Hombre	16	0	Sin clasificar
2010	31	Sierra de Albarracín	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2010	31	Sierra de Albarracín	16-64	Hombre	17	3	Graduado escolar o ESO
2010	31	Sierra de Albarracín	16-64	Hombre	8	4	BUP, Bachiller, LOGSE ó superior
2010	31	Sierra de Albarracín	16-64	Mujer	9	0	Sin clasificar
2010	31	Sierra de Albarracín	16-64	Mujer	1	1	No sabe leer ni escribir
2010	31	Sierra de Albarracín	16-64	Mujer	4	3	Graduado escolar o ESO
2010	31	Sierra de Albarracín	16-64	Mujer	7	4	BUP, Bachiller, LOGSE ó superior
2010	31	Sierra de Albarracín	65 y más	Hombre	16	0	Sin clasificar
2010	31	Sierra de Albarracín	65 y más	Hombre	11	2	Inferior a graduado escolar o ESO
2010	31	Sierra de Albarracín	65 y más	Hombre	13	3	Graduado escolar o ESO
2010	31	Sierra de Albarracín	65 y más	Hombre	3	4	BUP, Bachiller, LOGSE ó superior
2010	31	Sierra de Albarracín	65 y más	Mujer	11	0	Sin clasificar
2010	31	Sierra de Albarracín	65 y más	Mujer	14	2	Inferior a graduado escolar o ESO
2010	31	Sierra de Albarracín	65 y más	Mujer	12	3	Graduado escolar o ESO
2010	32	Gúdar-Javalambre	0-15	Hombre	3	0	Sin clasificar
2010	32	Gúdar-Javalambre	0-15	Hombre	1	2	Inferior a graduado escolar o ESO
2010	32	Gúdar-Javalambre	0-15	Mujer	5	0	Sin clasificar
2010	32	Gúdar-Javalambre	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2010	32	Gúdar-Javalambre	16-64	Hombre	15	0	Sin clasificar
2010	32	Gúdar-Javalambre	16-64	Hombre	6	2	Inferior a graduado escolar o ESO
2010	32	Gúdar-Javalambre	16-64	Hombre	9	3	Graduado escolar o ESO
2010	32	Gúdar-Javalambre	16-64	Hombre	16	4	BUP, Bachiller, LOGSE ó superior
2010	32	Gúdar-Javalambre	16-64	Mujer	8	0	Sin clasificar
2010	32	Gúdar-Javalambre	16-64	Mujer	3	2	Inferior a graduado escolar o ESO
2010	32	Gúdar-Javalambre	16-64	Mujer	14	3	Graduado escolar o ESO
2010	32	Gúdar-Javalambre	16-64	Mujer	21	4	BUP, Bachiller, LOGSE ó superior
2010	32	Gúdar-Javalambre	65 y más	Hombre	25	0	Sin clasificar
2010	32	Gúdar-Javalambre	65 y más	Hombre	3	2	Inferior a graduado escolar o ESO
2010	32	Gúdar-Javalambre	65 y más	Hombre	13	3	Graduado escolar o ESO
2010	32	Gúdar-Javalambre	65 y más	Hombre	10	4	BUP, Bachiller, LOGSE ó superior
2010	32	Gúdar-Javalambre	65 y más	Mujer	27	0	Sin clasificar
2010	32	Gúdar-Javalambre	65 y más	Mujer	11	2	Inferior a graduado escolar o ESO
2010	32	Gúdar-Javalambre	65 y más	Mujer	11	3	Graduado escolar o ESO
2010	32	Gúdar-Javalambre	65 y más	Mujer	4	4	BUP, Bachiller, LOGSE ó superior
2010	33	Matarraña / Matarranya	0-15	Hombre	7	0	Sin clasificar
2010	33	Matarraña / Matarranya	0-15	Hombre	3	2	Inferior a graduado escolar o ESO
2010	33	Matarraña / Matarranya	0-15	Mujer	5	0	Sin clasificar
2010	33	Matarraña / Matarranya	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2010	33	Matarraña / Matarranya	16-64	Hombre	17	0	Sin clasificar
2010	33	Matarraña / Matarranya	16-64	Hombre	17	3	Graduado escolar o ESO
2010	33	Matarraña / Matarranya	16-64	Hombre	28	4	BUP, Bachiller, LOGSE ó superior
2010	33	Matarraña / Matarranya	16-64	Mujer	13	0	Sin clasificar
2010	33	Matarraña / Matarranya	16-64	Mujer	9	2	Inferior a graduado escolar o ESO
2010	33	Matarraña / Matarranya	16-64	Mujer	8	3	Graduado escolar o ESO
2010	33	Matarraña / Matarranya	16-64	Mujer	26	4	BUP, Bachiller, LOGSE ó superior
2010	33	Matarraña / Matarranya	65 y más	Hombre	35	0	Sin clasificar
2010	33	Matarraña / Matarranya	65 y más	Hombre	14	2	Inferior a graduado escolar o ESO
2010	33	Matarraña / Matarranya	65 y más	Hombre	19	3	Graduado escolar o ESO
2010	33	Matarraña / Matarranya	65 y más	Hombre	4	4	BUP, Bachiller, LOGSE ó superior
2010	33	Matarraña / Matarranya	65 y más	Mujer	51	0	Sin clasificar
2010	33	Matarraña / Matarranya	65 y más	Mujer	19	2	Inferior a graduado escolar o ESO
2010	33	Matarraña / Matarranya	65 y más	Mujer	16	3	Graduado escolar o ESO
2010	33	Matarraña / Matarranya	65 y más	Mujer	4	4	BUP, Bachiller, LOGSE ó superior
2011	01	La Jacetania	0-15	Hombre	37	0	Sin clasificar
2011	01	La Jacetania	0-15	Hombre	13	2	Inferior a graduado escolar o ESO
2011	01	La Jacetania	0-15	Hombre	3	3	Graduado escolar o ESO
2011	01	La Jacetania	0-15	Mujer	55	0	Sin clasificar
2011	01	La Jacetania	0-15	Mujer	1	1	No sabe leer ni escribir
2011	01	La Jacetania	0-15	Mujer	7	2	Inferior a graduado escolar o ESO
2011	01	La Jacetania	0-15	Mujer	1	3	Graduado escolar o ESO
2011	01	La Jacetania	16-64	Hombre	63	0	Sin clasificar
2011	01	La Jacetania	16-64	Hombre	15	2	Inferior a graduado escolar o ESO
2011	01	La Jacetania	16-64	Hombre	46	3	Graduado escolar o ESO
2011	01	La Jacetania	16-64	Hombre	145	4	BUP, Bachiller, LOGSE ó superior
2011	01	La Jacetania	16-64	Mujer	86	0	Sin clasificar
2011	01	La Jacetania	16-64	Mujer	10	2	Inferior a graduado escolar o ESO
2011	01	La Jacetania	16-64	Mujer	31	3	Graduado escolar o ESO
2011	01	La Jacetania	16-64	Mujer	152	4	BUP, Bachiller, LOGSE ó superior
2011	01	La Jacetania	65 y más	Hombre	52	0	Sin clasificar
2011	01	La Jacetania	65 y más	Hombre	12	2	Inferior a graduado escolar o ESO
2011	01	La Jacetania	65 y más	Hombre	40	3	Graduado escolar o ESO
2011	01	La Jacetania	65 y más	Hombre	50	4	BUP, Bachiller, LOGSE ó superior
2011	01	La Jacetania	65 y más	Mujer	63	0	Sin clasificar
2011	01	La Jacetania	65 y más	Mujer	1	1	No sabe leer ni escribir
2011	01	La Jacetania	65 y más	Mujer	25	2	Inferior a graduado escolar o ESO
2011	01	La Jacetania	65 y más	Mujer	57	3	Graduado escolar o ESO
2011	01	La Jacetania	65 y más	Mujer	58	4	BUP, Bachiller, LOGSE ó superior
2011	02	Alto Gállego	0-15	Hombre	12	0	Sin clasificar
2011	02	Alto Gállego	0-15	Hombre	5	2	Inferior a graduado escolar o ESO
2011	02	Alto Gállego	0-15	Mujer	16	0	Sin clasificar
2011	02	Alto Gállego	0-15	Mujer	1	2	Inferior a graduado escolar o ESO
2011	02	Alto Gállego	0-15	Mujer	1	3	Graduado escolar o ESO
2011	02	Alto Gállego	16-64	Hombre	32	0	Sin clasificar
2011	02	Alto Gállego	16-64	Hombre	4	2	Inferior a graduado escolar o ESO
2011	02	Alto Gállego	16-64	Hombre	7	3	Graduado escolar o ESO
2011	02	Alto Gállego	16-64	Hombre	53	4	BUP, Bachiller, LOGSE ó superior
2011	02	Alto Gállego	16-64	Mujer	25	0	Sin clasificar
2011	02	Alto Gállego	16-64	Mujer	1	2	Inferior a graduado escolar o ESO
2011	02	Alto Gállego	16-64	Mujer	13	3	Graduado escolar o ESO
2011	02	Alto Gállego	16-64	Mujer	66	4	BUP, Bachiller, LOGSE ó superior
2011	02	Alto Gállego	65 y más	Hombre	16	0	Sin clasificar
2011	02	Alto Gállego	65 y más	Hombre	7	2	Inferior a graduado escolar o ESO
2011	02	Alto Gállego	65 y más	Hombre	18	3	Graduado escolar o ESO
2011	02	Alto Gállego	65 y más	Hombre	11	4	BUP, Bachiller, LOGSE ó superior
2011	02	Alto Gállego	65 y más	Mujer	20	0	Sin clasificar
2011	02	Alto Gállego	65 y más	Mujer	1	1	No sabe leer ni escribir
2011	02	Alto Gállego	65 y más	Mujer	3	2	Inferior a graduado escolar o ESO
2011	02	Alto Gállego	65 y más	Mujer	14	3	Graduado escolar o ESO
2011	02	Alto Gállego	65 y más	Mujer	9	4	BUP, Bachiller, LOGSE ó superior
2011	03	Sobrarbe	0-15	Hombre	19	0	Sin clasificar
2011	03	Sobrarbe	0-15	Hombre	6	2	Inferior a graduado escolar o ESO
2011	03	Sobrarbe	0-15	Mujer	21	0	Sin clasificar
2011	03	Sobrarbe	0-15	Mujer	3	2	Inferior a graduado escolar o ESO
2011	03	Sobrarbe	16-64	Hombre	27	0	Sin clasificar
2011	03	Sobrarbe	16-64	Hombre	1	2	Inferior a graduado escolar o ESO
2011	03	Sobrarbe	16-64	Hombre	26	3	Graduado escolar o ESO
2011	03	Sobrarbe	16-64	Hombre	84	4	BUP, Bachiller, LOGSE ó superior
2011	03	Sobrarbe	16-64	Mujer	41	0	Sin clasificar
2011	03	Sobrarbe	16-64	Mujer	6	2	Inferior a graduado escolar o ESO
2011	03	Sobrarbe	16-64	Mujer	19	3	Graduado escolar o ESO
2011	03	Sobrarbe	16-64	Mujer	79	4	BUP, Bachiller, LOGSE ó superior
2011	03	Sobrarbe	65 y más	Hombre	55	0	Sin clasificar
2011	03	Sobrarbe	65 y más	Hombre	11	2	Inferior a graduado escolar o ESO
2011	03	Sobrarbe	65 y más	Hombre	28	3	Graduado escolar o ESO
2011	03	Sobrarbe	65 y más	Hombre	22	4	BUP, Bachiller, LOGSE ó superior
2011	03	Sobrarbe	65 y más	Mujer	62	0	Sin clasificar
2011	03	Sobrarbe	65 y más	Mujer	19	2	Inferior a graduado escolar o ESO
2011	03	Sobrarbe	65 y más	Mujer	40	3	Graduado escolar o ESO
2011	03	Sobrarbe	65 y más	Mujer	26	4	BUP, Bachiller, LOGSE ó superior
2011	04	La Ribagorza	0-15	Hombre	8	0	Sin clasificar
2011	04	La Ribagorza	0-15	Hombre	5	1	No sabe leer ni escribir
2011	04	La Ribagorza	0-15	Hombre	4	2	Inferior a graduado escolar o ESO
2011	04	La Ribagorza	0-15	Hombre	1	4	BUP, Bachiller, LOGSE ó superior
2011	04	La Ribagorza	0-15	Mujer	20	0	Sin clasificar
2011	04	La Ribagorza	0-15	Mujer	1	1	No sabe leer ni escribir
2011	04	La Ribagorza	0-15	Mujer	4	2	Inferior a graduado escolar o ESO
2011	04	La Ribagorza	16-64	Hombre	55	0	Sin clasificar
2011	04	La Ribagorza	16-64	Hombre	5	2	Inferior a graduado escolar o ESO
2011	04	La Ribagorza	16-64	Hombre	23	3	Graduado escolar o ESO
2011	04	La Ribagorza	16-64	Hombre	43	4	BUP, Bachiller, LOGSE ó superior
2011	04	La Ribagorza	16-64	Mujer	48	0	Sin clasificar
2011	04	La Ribagorza	16-64	Mujer	4	2	Inferior a graduado escolar o ESO
2011	04	La Ribagorza	16-64	Mujer	24	3	Graduado escolar o ESO
2011	04	La Ribagorza	16-64	Mujer	66	4	BUP, Bachiller, LOGSE ó superior
2011	04	La Ribagorza	65 y más	Hombre	47	0	Sin clasificar
2011	04	La Ribagorza	65 y más	Hombre	16	2	Inferior a graduado escolar o ESO
2011	04	La Ribagorza	65 y más	Hombre	25	3	Graduado escolar o ESO
2011	04	La Ribagorza	65 y más	Hombre	13	4	BUP, Bachiller, LOGSE ó superior
