Año	Nº Accidentes	División (2 dígitos) Código	División (2 dígitos) Descripción	Comarca Código	Comarca Nombre	Comarca Código
2017	2	84	Administración Pública y defensa; Seguridad Social obligatoria	32	Gúdar-Javalambre	32
2017	2	81	Servicios a edificios y actividades de jardinería	33	Matarraña / Matarranya	33
2017	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2017	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	03	Sobrarbe	03
2017	1	53	Actividades postales y de correos	03	Sobrarbe	03
2017	1	86	Actividades sanitarias	03	Sobrarbe	03
2017	1	87	Asistencia en establecimientos residenciales	03	Sobrarbe	03
2017	1	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2017	1	86	Actividades sanitarias	14	Aranda	14
2017	1	14	Confección de prendas de vestir	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2017	1	49	Transporte terrestre y por tubería	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2017	1	85	Educación	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2017	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	22	Campo de Belchite	22
2017	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín	23
2017	1	55	Servicios de alojamiento	23	Bajo Martín	23
2017	1	87	Asistencia en establecimientos residenciales	23	Bajo Martín	23
2017	1	53	Actividades postales y de correos	24	Campo de Daroca	24
2017	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	26	Cuencas Mineras	26
2017	1	02	Silvicultura y explotación forestal	26	Cuencas Mineras	26
2017	1	11	Fabricación de bebidas	26	Cuencas Mineras	26
2017	1	20	Industria química	26	Cuencas Mineras	26
2017	1	53	Actividades postales y de correos	26	Cuencas Mineras	26
2017	1	55	Servicios de alojamiento	26	Cuencas Mineras	26
2017	1	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2017	1	87	Asistencia en establecimientos residenciales	26	Cuencas Mineras	26
2017	1	94	Actividades asociativas	26	Cuencas Mineras	26
2017	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo	30
2017	1	55	Servicios de alojamiento	30	Maestrazgo	30
2017	1	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo	30
2017	1	10	Industria de la alimentación	31	Sierra de Albarracín	31
2017	1	55	Servicios de alojamiento	31	Sierra de Albarracín	31
2017	1	56	Servicios de comidas y bebidas	31	Sierra de Albarracín	31
2017	1	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín	31
2017	1	02	Silvicultura y explotación forestal	32	Gúdar-Javalambre	32
2017	1	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2017	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2017	1	49	Transporte terrestre y por tubería	32	Gúdar-Javalambre	32
2017	1	87	Asistencia en establecimientos residenciales	32	Gúdar-Javalambre	32
2017	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	33	Matarraña / Matarranya	33
2017	1	56	Servicios de comidas y bebidas	33	Matarraña / Matarranya	33
2017	1	72	Investigación y desarrollo	33	Matarraña / Matarranya	33
2017	1	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya	33
2017	1	17	Industria del papel	NC	Municipio del centro de trabajo fuera de Aragón	
2017	1	41	Construcción de edificios	NC	Municipio del centro de trabajo fuera de Aragón	
2017	1	52	Almacenamiento y actividades anexas al transporte	NC	Municipio del centro de trabajo fuera de Aragón	
2017	1	78	Actividades relacionadas con el empleo	NC	Municipio del centro de trabajo fuera de Aragón	
2016	413	86	Actividades sanitarias	17	D.C. Zaragoza	17
2016	374	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2016	297	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2016	287	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2016	161	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza	17
2016	42	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2016	35	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2016	33	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2016	33	86	Actividades sanitarias	29	Comunidad de Teruel	29
2016	30	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2016	27	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2016	27	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2016	27	56	Servicios de comidas y bebidas	29	Comunidad de Teruel	29
2016	26	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2016	24	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2016	23	96	Otros servicios personales	16	Valdejalón	16
2016	21	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2016	20	86	Actividades sanitarias	07	Somontano de Barbastro	07
2016	20	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	29	Comunidad de Teruel	29
2016	19	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2016	18	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2016	18	87	Asistencia en establecimientos residenciales	07	Somontano de Barbastro	07
2016	18	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2016	17	10	Industria de la alimentación	05	Cinco Villas	05
2016	16	29	Fabricación de vehículos de motor, remolques y semirremolques	16	Valdejalón	16
2016	15	84	Administración Pública y defensa; Seguridad Social obligatoria	28	Bajo Aragón	28
2016	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	16	Valdejalón	16
2016	14	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2016	14	86	Actividades sanitarias	28	Bajo Aragón	28
2016	13	87	Asistencia en establecimientos residenciales	05	Cinco Villas	05
2016	13	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2016	13	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2016	12	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2016	12	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2016	12	87	Asistencia en establecimientos residenciales	13	Campo de Borja	13
2016	12	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2016	11	56	Servicios de comidas y bebidas	20	Comunidad de Calatayud	20
2016	11	86	Actividades sanitarias	20	Comunidad de Calatayud	20
2016	10	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas	05
2016	10	10	Industria de la alimentación	09	La Litera / La Llitera	09
2016	10	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2016	10	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro	15
2016	10	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2016	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2016	10	10	Industria de la alimentación	25	Jiloca	25
2016	9	10	Industria de la alimentación	13	Campo de Borja	13
2016	9	10	Industria de la alimentación	15	Ribera Alta del Ebro	15
2016	9	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2016	8	56	Servicios de comidas y bebidas	01	La Jacetania	01
2016	8	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2016	8	55	Servicios de alojamiento	04	La Ribagorza	04
2016	8	29	Fabricación de vehículos de motor, remolques y semirremolques	05	Cinco Villas	05
2016	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2016	8	56	Servicios de comidas y bebidas	07	Somontano de Barbastro	07
2016	8	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2016	8	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
2016	8	56	Servicios de comidas y bebidas	28	Bajo Aragón	28
2016	8	87	Asistencia en establecimientos residenciales	31	Sierra de Albarracín	31
2016	7	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2016	7	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2016	7	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja	13
2016	7	87	Asistencia en establecimientos residenciales	15	Ribera Alta del Ebro	15
2016	7	56	Servicios de comidas y bebidas	27	Andorra-Sierra de Arcos	27
2016	7	84	Administración Pública y defensa; Seguridad Social obligatoria	27	Andorra-Sierra de Arcos	27
2016	6	55	Servicios de alojamiento	01	La Jacetania	01
2016	6	87	Asistencia en establecimientos residenciales	01	La Jacetania	01
2016	6	87	Asistencia en establecimientos residenciales	04	La Ribagorza	04
2016	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2016	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	26	Cuencas Mineras	26
2016	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	27	Andorra-Sierra de Arcos	27
2016	6	10	Industria de la alimentación	28	Bajo Aragón	28
2016	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2016	6	55	Servicios de alojamiento	28	Bajo Aragón	28
2016	6	55	Servicios de alojamiento	32	Gúdar-Javalambre	32
2016	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2016	5	93	Actividades deportivas, recreativas y de entretenimiento	04	La Ribagorza	04
2016	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	05	Cinco Villas	05
2016	5	56	Servicios de comidas y bebidas	05	Cinco Villas	05
2016	5	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas	05
2016	5	56	Servicios de comidas y bebidas	08	Cinca Medio	08
2016	5	84	Administración Pública y defensa; Seguridad Social obligatoria	08	Cinca Medio	08
2016	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2016	5	84	Administración Pública y defensa; Seguridad Social obligatoria	09	La Litera / La Llitera	09
2016	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros	10
2016	5	32	Otras industrias manufactureras	11	Bajo Cinca / Baix Cinca	11
2016	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo	12
2016	5	10	Industria de la alimentación	14	Aranda	14
2016	5	84	Administración Pública y defensa; Seguridad Social obligatoria	21	Campo de Cariñena	21
2016	5	10	Industria de la alimentación	26	Cuencas Mineras	26
2016	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	33	Matarraña / Matarranya	33
2016	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2016	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	02	Alto Gállego	02
2016	4	55	Servicios de alojamiento	02	Alto Gállego	02
2016	4	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2016	4	93	Actividades deportivas, recreativas y de entretenimiento	02	Alto Gállego	02
2016	4	55	Servicios de alojamiento	03	Sobrarbe	03
2016	4	56	Servicios de comidas y bebidas	04	La Ribagorza	04
2016	4	15	Industria del cuero y del calzado	07	Somontano de Barbastro	07
2016	4	88	Actividades de servicios sociales sin alojamiento	07	Somontano de Barbastro	07
2016	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2016	4	88	Actividades de servicios sociales sin alojamiento	08	Cinca Medio	08
2016	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	09	La Litera / La Llitera	09
2016	4	87	Asistencia en establecimientos residenciales	10	Los Monegros	10
2016	4	29	Fabricación de vehículos de motor, remolques y semirremolques	12	Tarazona y el Moncayo	12
2016	4	56	Servicios de comidas y bebidas	12	Tarazona y el Moncayo	12
2016	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	18	Ribera Baja del Ebro	18
2016	4	56	Servicios de comidas y bebidas	18	Ribera Baja del Ebro	18
2016	4	87	Asistencia en establecimientos residenciales	22	Campo de Belchite	22
2016	4	87	Asistencia en establecimientos residenciales	24	Campo de Daroca	24
2016	4	87	Asistencia en establecimientos residenciales	25	Jiloca	25
2016	4	10	Industria de la alimentación	32	Gúdar-Javalambre	32
2016	4	84	Administración Pública y defensa; Seguridad Social obligatoria	32	Gúdar-Javalambre	32
2016	4	10	Industria de la alimentación	33	Matarraña / Matarranya	33
2016	4	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	NC	Municipio del centro de trabajo fuera de Aragón	
2016	4	81	Servicios a edificios y actividades de jardinería	NC	Municipio del centro de trabajo fuera de Aragón	
2016	3	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2016	3	85	Educación	01	La Jacetania	01
2016	3	87	Asistencia en establecimientos residenciales	02	Alto Gállego	02
2016	3	10	Industria de la alimentación	04	La Ribagorza	04
2016	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	04	La Ribagorza	04
2016	3	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2016	3	84	Administración Pública y defensa; Seguridad Social obligatoria	12	Tarazona y el Moncayo	12
2016	3	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2016	3	84	Administración Pública y defensa; Seguridad Social obligatoria	14	Aranda	14
2016	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2016	3	56	Servicios de comidas y bebidas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2016	3	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2016	3	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	21	Campo de Cariñena	21
2016	3	87	Asistencia en establecimientos residenciales	21	Campo de Cariñena	21
2016	3	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	25	Jiloca	25
2016	3	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	NC	Municipio del centro de trabajo fuera de Aragón	
2016	2	56	Servicios de comidas y bebidas	09	La Litera / La Llitera	09
2016	2	87	Asistencia en establecimientos residenciales	09	La Litera / La Llitera	09
2016	2	94	Actividades asociativas	09	La Litera / La Llitera	09
2016	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	14	Aranda	14
2016	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2016	2	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	18	Ribera Baja del Ebro	18
2016	2	84	Administración Pública y defensa; Seguridad Social obligatoria	18	Ribera Baja del Ebro	18
2016	2	87	Asistencia en establecimientos residenciales	18	Ribera Baja del Ebro	18
2016	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	21	Campo de Cariñena	21
2016	2	11	Fabricación de bebidas	21	Campo de Cariñena	21
2016	2	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	23	Bajo Martín	23
2016	2	84	Administración Pública y defensa; Seguridad Social obligatoria	23	Bajo Martín	23
2016	2	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	25	Jiloca	25
2016	2	55	Servicios de alojamiento	25	Jiloca	25
2016	2	56	Servicios de comidas y bebidas	25	Jiloca	25
2016	2	84	Administración Pública y defensa; Seguridad Social obligatoria	25	Jiloca	25
2016	2	84	Administración Pública y defensa; Seguridad Social obligatoria	26	Cuencas Mineras	26
2016	2	94	Actividades asociativas	26	Cuencas Mineras	26
2016	2	81	Servicios a edificios y actividades de jardinería	27	Andorra-Sierra de Arcos	27
2016	2	97	Actividades de los hogares como empleadores de personal doméstico	27	Andorra-Sierra de Arcos	27
2016	2	11	Fabricación de bebidas	31	Sierra de Albarracín	31
2016	2	84	Administración Pública y defensa; Seguridad Social obligatoria	31	Sierra de Albarracín	31
2016	2	56	Servicios de comidas y bebidas	32	Gúdar-Javalambre	32
2016	2	55	Servicios de alojamiento	33	Matarraña / Matarranya	33
2016	2	56	Servicios de comidas y bebidas	33	Matarraña / Matarranya	33
2016	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	03	Sobrarbe	03
2016	1	87	Asistencia en establecimientos residenciales	03	Sobrarbe	03
2016	1	88	Actividades de servicios sociales sin alojamiento	03	Sobrarbe	03
2016	1	10	Industria de la alimentación	10	Los Monegros	10
2016	1	14	Confección de prendas de vestir	10	Los Monegros	10
2016	1	18	Artes gráficas y reproducción de soportes grabados	10	Los Monegros	10
2016	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2016	1	53	Actividades postales y de correos	10	Los Monegros	10
2016	1	56	Servicios de comidas y bebidas	10	Los Monegros	10
2016	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	14	Aranda	14
2016	1	07	Extracción de minerales metálicos	14	Aranda	14
2016	1	15	Industria del cuero y del calzado	14	Aranda	14
2016	1	55	Servicios de alojamiento	14	Aranda	14
2016	1	88	Actividades de servicios sociales sin alojamiento	14	Aranda	14
2016	1	77	Actividades de alquiler	22	Campo de Belchite	22
2016	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	23	Bajo Martín	23
2016	1	10	Industria de la alimentación	23	Bajo Martín	23
2016	1	32	Otras industrias manufactureras	23	Bajo Martín	23
2016	1	79	Actividades de agencias de viajes, operadores turísticos, servicios de reservas y actividades relacionadas con los mismos	23	Bajo Martín	23
2016	1	96	Otros servicios personales	23	Bajo Martín	23
2016	1	10	Industria de la alimentación	24	Campo de Daroca	24
2016	1	56	Servicios de comidas y bebidas	24	Campo de Daroca	24
2016	1	84	Administración Pública y defensa; Seguridad Social obligatoria	24	Campo de Daroca	24
2016	1	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	30	Maestrazgo	30
2016	1	55	Servicios de alojamiento	30	Maestrazgo	30
2016	1	56	Servicios de comidas y bebidas	30	Maestrazgo	30
2016	1	84	Administración Pública y defensa; Seguridad Social obligatoria	30	Maestrazgo	30
2016	1	55	Servicios de alojamiento	31	Sierra de Albarracín	31
2016	1	56	Servicios de comidas y bebidas	31	Sierra de Albarracín	31
2016	1	85	Educación	31	Sierra de Albarracín	31
2016	1	91	Actividades de bibliotecas, archivos, museos y otras actividades culturales	31	Sierra de Albarracín	31
2016	1	16	Industria de la madera y del corcho, excepto muebles; cestería y espartería	32	Gúdar-Javalambre	32
2016	1	20	Industria química	32	Gúdar-Javalambre	32
2016	1	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	32	Gúdar-Javalambre	32
2016	1	81	Servicios a edificios y actividades de jardinería	32	Gúdar-Javalambre	32
2016	1	53	Actividades postales y de correos	33	Matarraña / Matarranya	33
2016	1	84	Administración Pública y defensa; Seguridad Social obligatoria	33	Matarraña / Matarranya	33
2016	1	96	Otros servicios personales	33	Matarraña / Matarranya	33
2016	1	97	Actividades de los hogares como empleadores de personal doméstico	33	Matarraña / Matarranya	33
2016	1	10	Industria de la alimentación	NC	Municipio del centro de trabajo fuera de Aragón	
2016	1	17	Industria del papel	NC	Municipio del centro de trabajo fuera de Aragón	
2016	1	26	Fabricación de productos informáticos, electrónicos y ópticos	NC	Municipio del centro de trabajo fuera de Aragón	
2016	1	31	Fabricación de muebles	NC	Municipio del centro de trabajo fuera de Aragón	
2016	1	52	Almacenamiento y actividades anexas al transporte	NC	Municipio del centro de trabajo fuera de Aragón	
2016	1	86	Actividades sanitarias	NC	Municipio del centro de trabajo fuera de Aragón	
2016	1	94	Actividades asociativas	NC	Municipio del centro de trabajo fuera de Aragón	
2015	440	86	Actividades sanitarias	17	D.C. Zaragoza	17
2015	327	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	17	D.C. Zaragoza	17
2015	298	87	Asistencia en establecimientos residenciales	17	D.C. Zaragoza	17
2015	266	56	Servicios de comidas y bebidas	17	D.C. Zaragoza	17
2015	178	84	Administración Pública y defensa; Seguridad Social obligatoria	17	D.C. Zaragoza	17
2015	40	86	Actividades sanitarias	06	Hoya de Huesca / Plana de Uesca	06
2015	27	84	Administración Pública y defensa; Seguridad Social obligatoria	06	Hoya de Huesca / Plana de Uesca	06
2015	27	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	11	Bajo Cinca / Baix Cinca	11
2015	23	96	Otros servicios personales	16	Valdejalón	16
2015	22	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	06	Hoya de Huesca / Plana de Uesca	06
2015	22	86	Actividades sanitarias	29	Comunidad de Teruel	29
2015	21	87	Asistencia en establecimientos residenciales	29	Comunidad de Teruel	29
2015	19	56	Servicios de comidas y bebidas	06	Hoya de Huesca / Plana de Uesca	06
2015	18	87	Asistencia en establecimientos residenciales	06	Hoya de Huesca / Plana de Uesca	06
2015	18	29	Fabricación de vehículos de motor, remolques y semirremolques	15	Ribera Alta del Ebro	15
2015	17	86	Actividades sanitarias	07	Somontano de Barbastro	07
2015	17	52	Almacenamiento y actividades anexas al transporte	15	Ribera Alta del Ebro	15
2015	16	87	Asistencia en establecimientos residenciales	05	Cinco Villas	05
2015	15	87	Asistencia en establecimientos residenciales	13	Campo de Borja	13
2015	15	22	Fabricación de productos de caucho y plásticos	16	Valdejalón	16
2015	15	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2015	14	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	13	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	20	Comunidad de Calatayud	20
2015	12	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	16	Valdejalón	16
2015	12	56	Servicios de comidas y bebidas	20	Comunidad de Calatayud	20
2015	12	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	28	Bajo Aragón	28
2015	11	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	07	Somontano de Barbastro	07
2015	11	49	Transporte terrestre y por tubería	15	Ribera Alta del Ebro	15
2015	11	84	Administración Pública y defensa; Seguridad Social obligatoria	16	Valdejalón	16
2015	11	84	Administración Pública y defensa; Seguridad Social obligatoria	29	Comunidad de Teruel	29
2015	11	88	Actividades de servicios sociales sin alojamiento	29	Comunidad de Teruel	29
2015	10	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	10	86	Actividades sanitarias	20	Comunidad de Calatayud	20
2015	10	56	Servicios de comidas y bebidas	29	Comunidad de Teruel	29
2015	9	55	Servicios de alojamiento	04	La Ribagorza	04
2015	9	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	05	Cinco Villas	05
2015	9	10	Industria de la alimentación	11	Bajo Cinca / Baix Cinca	11
2015	9	55	Servicios de alojamiento	20	Comunidad de Calatayud	20
2015	8	56	Servicios de comidas y bebidas	02	Alto Gállego	02
2015	8	10	Industria de la alimentación	05	Cinco Villas	05
2015	8	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	05	Cinco Villas	05
2015	8	56	Servicios de comidas y bebidas	07	Somontano de Barbastro	07
2015	8	87	Asistencia en establecimientos residenciales	08	Cinca Medio	08
2015	8	94	Actividades asociativas	09	La Litera / La Llitera	09
2015	8	10	Industria de la alimentación	18	Ribera Baja del Ebro	18
2015	8	84	Administración Pública y defensa; Seguridad Social obligatoria	20	Comunidad de Calatayud	20
2015	7	55	Servicios de alojamiento	02	Alto Gállego	02
2015	7	55	Servicios de alojamiento	03	Sobrarbe	03
2015	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	08	Cinca Medio	08
2015	7	10	Industria de la alimentación	09	La Litera / La Llitera	09
2015	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	09	La Litera / La Llitera	09
2015	7	88	Actividades de servicios sociales sin alojamiento	10	Los Monegros	10
2015	7	46	Comercio al por mayor e intermediarios del comercio, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2015	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	11	Bajo Cinca / Baix Cinca	11
2015	7	25	Fabricación de productos metálicos, excepto maquinaria y equipo	15	Ribera Alta del Ebro	15
2015	7	56	Servicios de comidas y bebidas	18	Ribera Baja del Ebro	18
2015	7	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	6	87	Asistencia en establecimientos residenciales	01	La Jacetania	01
2015	6	87	Asistencia en establecimientos residenciales	02	Alto Gállego	02
2015	6	84	Administración Pública y defensa; Seguridad Social obligatoria	05	Cinco Villas	05
2015	6	84	Administración Pública y defensa; Seguridad Social obligatoria	09	La Litera / La Llitera	09
2015	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	10	Los Monegros	10
2015	6	10	Industria de la alimentación	15	Ribera Alta del Ebro	15
2015	6	84	Administración Pública y defensa; Seguridad Social obligatoria	19	Bajo Aragón-Caspe / Baix Aragó-Casp	19
2015	6	84	Administración Pública y defensa; Seguridad Social obligatoria	21	Campo de Cariñena	21
2015	6	29	Fabricación de vehículos de motor, remolques y semirremolques	26	Cuencas Mineras	26
2015	6	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	28	Bajo Aragón	28
2015	6	86	Actividades sanitarias	28	Bajo Aragón	28
2015	5	55	Servicios de alojamiento	01	La Jacetania	01
2015	5	56	Servicios de comidas y bebidas	01	La Jacetania	01
2015	5	84	Administración Pública y defensa; Seguridad Social obligatoria	01	La Jacetania	01
2015	5	56	Servicios de comidas y bebidas	03	Sobrarbe	03
2015	5	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	10	Los Monegros	10
2015	5	56	Servicios de comidas y bebidas	11	Bajo Cinca / Baix Cinca	11
2015	5	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	12	Tarazona y el Moncayo	12
2015	5	87	Asistencia en establecimientos residenciales	12	Tarazona y el Moncayo	12
2015	5	29	Fabricación de vehículos de motor, remolques y semirremolques	13	Campo de Borja	13
2015	5	17	Industria del papel	27	Andorra-Sierra de Arcos	27
2015	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	01	La Jacetania	01
2015	4	84	Administración Pública y defensa; Seguridad Social obligatoria	04	La Ribagorza	04
2015	4	87	Asistencia en establecimientos residenciales	07	Somontano de Barbastro	07
2015	4	88	Actividades de servicios sociales sin alojamiento	07	Somontano de Barbastro	07
2015	4	01	Agricultura, ganadería, caza y servicios relacionados con las mismas	08	Cinca Medio	08
2015	4	10	Industria de la alimentación	08	Cinca Medio	08
2015	4	55	Servicios de alojamiento	08	Cinca Medio	08
2015	4	56	Servicios de comidas y bebidas	08	Cinca Medio	08
2015	4	47	Comercio al por menor, excepto de vehículos de motor y motocicletas	13	Campo de Borja	13
2015	4	84	Administración Pública y defensa; Seguridad Social obligatoria	13	Campo de Borja	13
2015	4	31	Fabricación de muebles	21	Campo de Cariñena	21
2015	4	10	Industria de la alimentación	25	Jiloca	25
2015	4	87	Asistencia en establecimientos residenciales	25	Jiloca	25
2015	4	88	Actividades de servicios sociales sin alojamiento	26	Cuencas Mineras	26
