Año	Inscripción provincia nombre	Inscripción provincia código	Edad (grandes grupos)	Sexo	Personas	Nivel de estudios Código	Nivel de estudios Nombre
2013	Huesca	22	65 y más	Mujer	229	4	BUP, Bachiller, LOGSE ó superior
2013	Teruel	44	0-15	Hombre	136	0	Sin clasificar
2013	Teruel	44	0-15	Hombre	2	1	No sabe leer ni escribir
2013	Teruel	44	0-15	Hombre	31	2	Inferior a graduado escolar o ESO
2013	Teruel	44	0-15	Hombre	5	3	Graduado escolar o ESO
2013	Teruel	44	0-15	Hombre	2	4	BUP, Bachiller, LOGSE ó superior
2013	Teruel	44	0-15	Mujer	155	0	Sin clasificar
2013	Teruel	44	0-15	Mujer	2	1	No sabe leer ni escribir
2013	Teruel	44	0-15	Mujer	28	2	Inferior a graduado escolar o ESO
2013	Teruel	44	0-15	Mujer	13	3	Graduado escolar o ESO
2013	Teruel	44	0-15	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2013	Teruel	44	16-64	Hombre	388	0	Sin clasificar
2013	Teruel	44	16-64	Hombre	1	1	No sabe leer ni escribir
2013	Teruel	44	16-64	Hombre	60	2	Inferior a graduado escolar o ESO
2013	Teruel	44	16-64	Hombre	262	3	Graduado escolar o ESO
2013	Teruel	44	16-64	Hombre	549	4	BUP, Bachiller, LOGSE ó superior
2013	Teruel	44	16-64	Mujer	341	0	Sin clasificar
2013	Teruel	44	16-64	Mujer	2	1	No sabe leer ni escribir
2013	Teruel	44	16-64	Mujer	61	2	Inferior a graduado escolar o ESO
2013	Teruel	44	16-64	Mujer	240	3	Graduado escolar o ESO
2013	Teruel	44	16-64	Mujer	595	4	BUP, Bachiller, LOGSE ó superior
2013	Teruel	44	65 y más	Hombre	304	0	Sin clasificar
2013	Teruel	44	65 y más	Hombre	3	1	No sabe leer ni escribir
2013	Teruel	44	65 y más	Hombre	116	2	Inferior a graduado escolar o ESO
2013	Teruel	44	65 y más	Hombre	226	3	Graduado escolar o ESO
2013	Teruel	44	65 y más	Hombre	156	4	BUP, Bachiller, LOGSE ó superior
2013	Teruel	44	65 y más	Mujer	338	0	Sin clasificar
2013	Teruel	44	65 y más	Mujer	1	1	No sabe leer ni escribir
2013	Teruel	44	65 y más	Mujer	138	2	Inferior a graduado escolar o ESO
2013	Teruel	44	65 y más	Mujer	251	3	Graduado escolar o ESO
2013	Teruel	44	65 y más	Mujer	142	4	BUP, Bachiller, LOGSE ó superior
2013	Zaragoza	50	0-15	Hombre	1635	0	Sin clasificar
2013	Zaragoza	50	0-15	Hombre	24	1	No sabe leer ni escribir
2013	Zaragoza	50	0-15	Hombre	226	2	Inferior a graduado escolar o ESO
2013	Zaragoza	50	0-15	Hombre	37	3	Graduado escolar o ESO
2013	Zaragoza	50	0-15	Hombre	8	4	BUP, Bachiller, LOGSE ó superior
2013	Zaragoza	50	0-15	Mujer	1570	0	Sin clasificar
2013	Zaragoza	50	0-15	Mujer	17	1	No sabe leer ni escribir
2013	Zaragoza	50	0-15	Mujer	211	2	Inferior a graduado escolar o ESO
2013	Zaragoza	50	0-15	Mujer	49	3	Graduado escolar o ESO
2013	Zaragoza	50	0-15	Mujer	12	4	BUP, Bachiller, LOGSE ó superior
2013	Zaragoza	50	16-64	Hombre	1628	0	Sin clasificar
2013	Zaragoza	50	16-64	Hombre	4	1	No sabe leer ni escribir
2013	Zaragoza	50	16-64	Hombre	269	2	Inferior a graduado escolar o ESO
2013	Zaragoza	50	16-64	Hombre	1211	3	Graduado escolar o ESO
2013	Zaragoza	50	16-64	Hombre	3322	4	BUP, Bachiller, LOGSE ó superior
2013	Zaragoza	50	16-64	Mujer	1814	0	Sin clasificar
2013	Zaragoza	50	16-64	Mujer	3	1	No sabe leer ni escribir
2013	Zaragoza	50	16-64	Mujer	223	2	Inferior a graduado escolar o ESO
2013	Zaragoza	50	16-64	Mujer	1279	3	Graduado escolar o ESO
2013	Zaragoza	50	16-64	Mujer	3803	4	BUP, Bachiller, LOGSE ó superior
2013	Zaragoza	50	65 y más	Hombre	751	0	Sin clasificar
2013	Zaragoza	50	65 y más	Hombre	1	1	No sabe leer ni escribir
2013	Zaragoza	50	65 y más	Hombre	181	2	Inferior a graduado escolar o ESO
2013	Zaragoza	50	65 y más	Hombre	595	3	Graduado escolar o ESO
2013	Zaragoza	50	65 y más	Hombre	507	4	BUP, Bachiller, LOGSE ó superior
2013	Zaragoza	50	65 y más	Mujer	923	0	Sin clasificar
2013	Zaragoza	50	65 y más	Mujer	5	1	No sabe leer ni escribir
2013	Zaragoza	50	65 y más	Mujer	275	2	Inferior a graduado escolar o ESO
2013	Zaragoza	50	65 y más	Mujer	819	3	Graduado escolar o ESO
2013	Zaragoza	50	65 y más	Mujer	490	4	BUP, Bachiller, LOGSE ó superior
2014	Huesca	22	0-15	Hombre	397	0	Sin clasificar
2014	Huesca	22	0-15	Hombre	7	1	No sabe leer ni escribir
2014	Huesca	22	0-15	Hombre	61	2	Inferior a graduado escolar o ESO
2014	Huesca	22	0-15	Hombre	12	3	Graduado escolar o ESO
2014	Huesca	22	0-15	Hombre	4	4	BUP, Bachiller, LOGSE ó superior
2014	Huesca	22	0-15	Mujer	389	0	Sin clasificar
2014	Huesca	22	0-15	Mujer	5	1	No sabe leer ni escribir
2014	Huesca	22	0-15	Mujer	55	2	Inferior a graduado escolar o ESO
2014	Huesca	22	0-15	Mujer	8	3	Graduado escolar o ESO
2014	Huesca	22	0-15	Mujer	3	4	BUP, Bachiller, LOGSE ó superior
2014	Huesca	22	16-64	Hombre	526	0	Sin clasificar
2014	Huesca	22	16-64	Hombre	2	1	No sabe leer ni escribir
2014	Huesca	22	16-64	Hombre	88	2	Inferior a graduado escolar o ESO
2014	Huesca	22	16-64	Hombre	363	3	Graduado escolar o ESO
2014	Huesca	22	16-64	Hombre	1032	4	BUP, Bachiller, LOGSE ó superior
2014	Huesca	22	16-64	Mujer	551	0	Sin clasificar
2014	Huesca	22	16-64	Mujer	59	2	Inferior a graduado escolar o ESO
2014	Huesca	22	16-64	Mujer	309	3	Graduado escolar o ESO
2014	Huesca	22	16-64	Mujer	1164	4	BUP, Bachiller, LOGSE ó superior
2014	Huesca	22	65 y más	Hombre	426	0	Sin clasificar
2014	Huesca	22	65 y más	Hombre	127	2	Inferior a graduado escolar o ESO
2014	Huesca	22	65 y más	Hombre	264	3	Graduado escolar o ESO
2014	Huesca	22	65 y más	Hombre	233	4	BUP, Bachiller, LOGSE ó superior
2014	Huesca	22	65 y más	Mujer	389	0	Sin clasificar
2014	Huesca	22	65 y más	Mujer	1	1	No sabe leer ni escribir
2014	Huesca	22	65 y más	Mujer	171	2	Inferior a graduado escolar o ESO
2014	Huesca	22	65 y más	Mujer	348	3	Graduado escolar o ESO
2014	Huesca	22	65 y más	Mujer	263	4	BUP, Bachiller, LOGSE ó superior
2014	Teruel	44	0-15	Hombre	166	0	Sin clasificar
2014	Teruel	44	0-15	Hombre	2	1	No sabe leer ni escribir
2014	Teruel	44	0-15	Hombre	32	2	Inferior a graduado escolar o ESO
2014	Teruel	44	0-15	Hombre	8	3	Graduado escolar o ESO
2014	Teruel	44	0-15	Hombre	2	4	BUP, Bachiller, LOGSE ó superior
2014	Teruel	44	0-15	Mujer	178	0	Sin clasificar
2014	Teruel	44	0-15	Mujer	2	1	No sabe leer ni escribir
2014	Teruel	44	0-15	Mujer	25	2	Inferior a graduado escolar o ESO
2014	Teruel	44	0-15	Mujer	16	3	Graduado escolar o ESO
2014	Teruel	44	0-15	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2014	Teruel	44	16-64	Hombre	393	0	Sin clasificar
2014	Teruel	44	16-64	Hombre	2	1	No sabe leer ni escribir
2014	Teruel	44	16-64	Hombre	65	2	Inferior a graduado escolar o ESO
2014	Teruel	44	16-64	Hombre	269	3	Graduado escolar o ESO
2014	Teruel	44	16-64	Hombre	596	4	BUP, Bachiller, LOGSE ó superior
2014	Teruel	44	16-64	Mujer	350	0	Sin clasificar
2014	Teruel	44	16-64	Mujer	2	1	No sabe leer ni escribir
2014	Teruel	44	16-64	Mujer	59	2	Inferior a graduado escolar o ESO
2014	Teruel	44	16-64	Mujer	240	3	Graduado escolar o ESO
2014	Teruel	44	16-64	Mujer	636	4	BUP, Bachiller, LOGSE ó superior
2014	Teruel	44	65 y más	Hombre	300	0	Sin clasificar
2014	Teruel	44	65 y más	Hombre	3	1	No sabe leer ni escribir
2014	Teruel	44	65 y más	Hombre	117	2	Inferior a graduado escolar o ESO
2014	Teruel	44	65 y más	Hombre	230	3	Graduado escolar o ESO
2014	Teruel	44	65 y más	Hombre	175	4	BUP, Bachiller, LOGSE ó superior
2014	Teruel	44	65 y más	Mujer	332	0	Sin clasificar
2014	Teruel	44	65 y más	Mujer	1	1	No sabe leer ni escribir
2014	Teruel	44	65 y más	Mujer	147	2	Inferior a graduado escolar o ESO
2014	Teruel	44	65 y más	Mujer	262	3	Graduado escolar o ESO
2014	Teruel	44	65 y más	Mujer	151	4	BUP, Bachiller, LOGSE ó superior
2014	Zaragoza	50	0-15	Hombre	1800	0	Sin clasificar
2014	Zaragoza	50	0-15	Hombre	22	1	No sabe leer ni escribir
2014	Zaragoza	50	0-15	Hombre	236	2	Inferior a graduado escolar o ESO
2014	Zaragoza	50	0-15	Hombre	51	3	Graduado escolar o ESO
2014	Zaragoza	50	0-15	Hombre	7	4	BUP, Bachiller, LOGSE ó superior
2014	Zaragoza	50	0-15	Mujer	1753	0	Sin clasificar
2014	Zaragoza	50	0-15	Mujer	18	1	No sabe leer ni escribir
2014	Zaragoza	50	0-15	Mujer	207	2	Inferior a graduado escolar o ESO
2014	Zaragoza	50	0-15	Mujer	51	3	Graduado escolar o ESO
2014	Zaragoza	50	0-15	Mujer	11	4	BUP, Bachiller, LOGSE ó superior
2014	Zaragoza	50	16-64	Hombre	1684	0	Sin clasificar
2014	Zaragoza	50	16-64	Hombre	5	1	No sabe leer ni escribir
2014	Zaragoza	50	16-64	Hombre	288	2	Inferior a graduado escolar o ESO
2014	Zaragoza	50	16-64	Hombre	1291	3	Graduado escolar o ESO
2014	Zaragoza	50	16-64	Hombre	3668	4	BUP, Bachiller, LOGSE ó superior
2014	Zaragoza	50	16-64	Mujer	1863	0	Sin clasificar
2014	Zaragoza	50	16-64	Mujer	3	1	No sabe leer ni escribir
2014	Zaragoza	50	16-64	Mujer	257	2	Inferior a graduado escolar o ESO
2014	Zaragoza	50	16-64	Mujer	1360	3	Graduado escolar o ESO
2014	Zaragoza	50	16-64	Mujer	4154	4	BUP, Bachiller, LOGSE ó superior
2014	Zaragoza	50	65 y más	Hombre	742	0	Sin clasificar
2014	Zaragoza	50	65 y más	Hombre	183	2	Inferior a graduado escolar o ESO
2014	Zaragoza	50	65 y más	Hombre	607	3	Graduado escolar o ESO
2014	Zaragoza	50	65 y más	Hombre	564	4	BUP, Bachiller, LOGSE ó superior
2014	Zaragoza	50	65 y más	Mujer	927	0	Sin clasificar
2014	Zaragoza	50	65 y más	Mujer	4	1	No sabe leer ni escribir
2014	Zaragoza	50	65 y más	Mujer	279	2	Inferior a graduado escolar o ESO
2014	Zaragoza	50	65 y más	Mujer	841	3	Graduado escolar o ESO
2014	Zaragoza	50	65 y más	Mujer	532	4	BUP, Bachiller, LOGSE ó superior
2015	Huesca	22	0-15	Hombre	483	0	Sin clasificar
2015	Huesca	22	0-15	Hombre	7	1	No sabe leer ni escribir
2015	Huesca	22	0-15	Hombre	70	2	Inferior a graduado escolar o ESO
2015	Huesca	22	0-15	Hombre	16	3	Graduado escolar o ESO
2015	Huesca	22	0-15	Hombre	6	4	BUP, Bachiller, LOGSE ó superior
2015	Huesca	22	0-15	Mujer	418	0	Sin clasificar
2015	Huesca	22	0-15	Mujer	5	1	No sabe leer ni escribir
2015	Huesca	22	0-15	Mujer	58	2	Inferior a graduado escolar o ESO
2015	Huesca	22	0-15	Mujer	12	3	Graduado escolar o ESO
2015	Huesca	22	0-15	Mujer	2	4	BUP, Bachiller, LOGSE ó superior
2015	Huesca	22	16-64	Hombre	541	0	Sin clasificar
2015	Huesca	22	16-64	Hombre	2	1	No sabe leer ni escribir
2015	Huesca	22	16-64	Hombre	103	2	Inferior a graduado escolar o ESO
2015	Huesca	22	16-64	Hombre	373	3	Graduado escolar o ESO
2015	Huesca	22	16-64	Hombre	1136	4	BUP, Bachiller, LOGSE ó superior
2015	Huesca	22	16-64	Mujer	569	0	Sin clasificar
2015	Huesca	22	16-64	Mujer	78	2	Inferior a graduado escolar o ESO
2015	Huesca	22	16-64	Mujer	330	3	Graduado escolar o ESO
2015	Huesca	22	16-64	Mujer	1260	4	BUP, Bachiller, LOGSE ó superior
2015	Huesca	22	65 y más	Hombre	417	0	Sin clasificar
2015	Huesca	22	65 y más	Hombre	126	2	Inferior a graduado escolar o ESO
2015	Huesca	22	65 y más	Hombre	267	3	Graduado escolar o ESO
2015	Huesca	22	65 y más	Hombre	254	4	BUP, Bachiller, LOGSE ó superior
2015	Huesca	22	65 y más	Mujer	386	0	Sin clasificar
2015	Huesca	22	65 y más	Mujer	1	1	No sabe leer ni escribir
2015	Huesca	22	65 y más	Mujer	173	2	Inferior a graduado escolar o ESO
2015	Huesca	22	65 y más	Mujer	359	3	Graduado escolar o ESO
2015	Huesca	22	65 y más	Mujer	282	4	BUP, Bachiller, LOGSE ó superior
2015	Teruel	44	0-15	Hombre	183	0	Sin clasificar
2015	Teruel	44	0-15	Hombre	2	1	No sabe leer ni escribir
2015	Teruel	44	0-15	Hombre	35	2	Inferior a graduado escolar o ESO
2015	Teruel	44	0-15	Hombre	9	3	Graduado escolar o ESO
2015	Teruel	44	0-15	Hombre	1	4	BUP, Bachiller, LOGSE ó superior
2015	Teruel	44	0-15	Mujer	178	0	Sin clasificar
2015	Teruel	44	0-15	Mujer	2	1	No sabe leer ni escribir
2015	Teruel	44	0-15	Mujer	28	2	Inferior a graduado escolar o ESO
2015	Teruel	44	0-15	Mujer	9	3	Graduado escolar o ESO
2015	Teruel	44	0-15	Mujer	1	4	BUP, Bachiller, LOGSE ó superior
2015	Teruel	44	16-64	Hombre	404	0	Sin clasificar
2015	Teruel	44	16-64	Hombre	1	1	No sabe leer ni escribir
2015	Teruel	44	16-64	Hombre	70	2	Inferior a graduado escolar o ESO
2015	Teruel	44	16-64	Hombre	274	3	Graduado escolar o ESO
2015	Teruel	44	16-64	Hombre	651	4	BUP, Bachiller, LOGSE ó superior
2015	Teruel	44	16-64	Mujer	367	0	Sin clasificar
2015	Teruel	44	16-64	Mujer	1	1	No sabe leer ni escribir
2015	Teruel	44	16-64	Mujer	61	2	Inferior a graduado escolar o ESO
2015	Teruel	44	16-64	Mujer	247	3	Graduado escolar o ESO
2015	Teruel	44	16-64	Mujer	685	4	BUP, Bachiller, LOGSE ó superior
2015	Teruel	44	65 y más	Hombre	301	0	Sin clasificar
2015	Teruel	44	65 y más	Hombre	3	1	No sabe leer ni escribir
2015	Teruel	44	65 y más	Hombre	114	2	Inferior a graduado escolar o ESO
2015	Teruel	44	65 y más	Hombre	238	3	Graduado escolar o ESO
2015	Teruel	44	65 y más	Hombre	188	4	BUP, Bachiller, LOGSE ó superior
2015	Teruel	44	65 y más	Mujer	332	0	Sin clasificar
2015	Teruel	44	65 y más	Mujer	1	1	No sabe leer ni escribir
2015	Teruel	44	65 y más	Mujer	148	2	Inferior a graduado escolar o ESO
2015	Teruel	44	65 y más	Mujer	272	3	Graduado escolar o ESO
2015	Teruel	44	65 y más	Mujer	168	4	BUP, Bachiller, LOGSE ó superior
2015	Zaragoza	50	0-15	Hombre	2010	0	Sin clasificar
2015	Zaragoza	50	0-15	Hombre	26	1	No sabe leer ni escribir
2015	Zaragoza	50	0-15	Hombre	245	2	Inferior a graduado escolar o ESO
2015	Zaragoza	50	0-15	Hombre	46	3	Graduado escolar o ESO
2015	Zaragoza	50	0-15	Hombre	10	4	BUP, Bachiller, LOGSE ó superior
2015	Zaragoza	50	0-15	Mujer	1911	0	Sin clasificar
2015	Zaragoza	50	0-15	Mujer	21	1	No sabe leer ni escribir
2015	Zaragoza	50	0-15	Mujer	224	2	Inferior a graduado escolar o ESO
2015	Zaragoza	50	0-15	Mujer	67	3	Graduado escolar o ESO
2015	Zaragoza	50	0-15	Mujer	20	4	BUP, Bachiller, LOGSE ó superior
2015	Zaragoza	50	16-64	Hombre	1756	0	Sin clasificar
2015	Zaragoza	50	16-64	Hombre	5	1	No sabe leer ni escribir
2015	Zaragoza	50	16-64	Hombre	325	2	Inferior a graduado escolar o ESO
2015	Zaragoza	50	16-64	Hombre	1348	3	Graduado escolar o ESO
2015	Zaragoza	50	16-64	Hombre	4037	4	BUP, Bachiller, LOGSE ó superior
2015	Zaragoza	50	16-64	Mujer	1905	0	Sin clasificar
2015	Zaragoza	50	16-64	Mujer	4	1	No sabe leer ni escribir
2015	Zaragoza	50	16-64	Mujer	283	2	Inferior a graduado escolar o ESO
2015	Zaragoza	50	16-64	Mujer	1395	3	Graduado escolar o ESO
2015	Zaragoza	50	16-64	Mujer	4464	4	BUP, Bachiller, LOGSE ó superior
2015	Zaragoza	50	65 y más	Hombre	738	0	Sin clasificar
2015	Zaragoza	50	65 y más	Hombre	190	2	Inferior a graduado escolar o ESO
2015	Zaragoza	50	65 y más	Hombre	632	3	Graduado escolar o ESO
2015	Zaragoza	50	65 y más	Hombre	596	4	BUP, Bachiller, LOGSE ó superior
2015	Zaragoza	50	65 y más	Mujer	932	0	Sin clasificar
2015	Zaragoza	50	65 y más	Mujer	4	1	No sabe leer ni escribir
2015	Zaragoza	50	65 y más	Mujer	272	2	Inferior a graduado escolar o ESO
2015	Zaragoza	50	65 y más	Mujer	866	3	Graduado escolar o ESO
2015	Zaragoza	50	65 y más	Mujer	589	4	BUP, Bachiller, LOGSE ó superior
2016	Huesca	22	0-15	Hombre	546	0	Sin clasificar
2016	Huesca	22	0-15	Hombre	7	1	No sabe leer ni escribir
2016	Huesca	22	0-15	Hombre	74	2	Inferior a graduado escolar o ESO
2016	Huesca	22	0-15	Hombre	17	3	Graduado escolar o ESO
2016	Huesca	22	0-15	Hombre	6	4	BUP, Bachiller, LOGSE ó superior
2016	Huesca	22	0-15	Mujer	480	0	Sin clasificar
2016	Huesca	22	0-15	Mujer	7	1	No sabe leer ni escribir
2016	Huesca	22	0-15	Mujer	64	2	Inferior a graduado escolar o ESO
2016	Huesca	22	0-15	Mujer	11	3	Graduado escolar o ESO
2016	Huesca	22	0-15	Mujer	5	4	BUP, Bachiller, LOGSE ó superior
2016	Huesca	22	16-64	Hombre	580	0	Sin clasificar
2016	Huesca	22	16-64	Hombre	3	1	No sabe leer ni escribir
2016	Huesca	22	16-64	Hombre	117	2	Inferior a graduado escolar o ESO
2016	Huesca	22	16-64	Hombre	415	3	Graduado escolar o ESO
2016	Huesca	22	16-64	Hombre	1217	4	BUP, Bachiller, LOGSE ó superior
2016	Huesca	22	16-64	Mujer	607	0	Sin clasificar
2016	Huesca	22	16-64	Mujer	95	2	Inferior a graduado escolar o ESO
2016	Huesca	22	16-64	Mujer	341	3	Graduado escolar o ESO
2016	Huesca	22	16-64	Mujer	1327	4	BUP, Bachiller, LOGSE ó superior
2016	Huesca	22	65 y más	Hombre	409	0	Sin clasificar
2016	Huesca	22	65 y más	Hombre	120	2	Inferior a graduado escolar o ESO
2016	Huesca	22	65 y más	Hombre	264	3	Graduado escolar o ESO
2016	Huesca	22	65 y más	Hombre	270	4	BUP, Bachiller, LOGSE ó superior
2016	Huesca	22	65 y más	Mujer	381	0	Sin clasificar
2016	Huesca	22	65 y más	Mujer	165	2	Inferior a graduado escolar o ESO
2016	Huesca	22	65 y más	Mujer	365	3	Graduado escolar o ESO
2016	Huesca	22	65 y más	Mujer	291	4	BUP, Bachiller, LOGSE ó superior
2016	Teruel	44	0-15	Hombre	197	0	Sin clasificar
2016	Teruel	44	0-15	Hombre	2	1	No sabe leer ni escribir
2016	Teruel	44	0-15	Hombre	36	2	Inferior a graduado escolar o ESO
2016	Teruel	44	0-15	Hombre	8	3	Graduado escolar o ESO
2016	Teruel	44	0-15	Hombre	1	4	BUP, Bachiller, LOGSE ó superior
2016	Teruel	44	0-15	Mujer	207	0	Sin clasificar
2016	Teruel	44	0-15	Mujer	4	1	No sabe leer ni escribir
2016	Teruel	44	0-15	Mujer	29	2	Inferior a graduado escolar o ESO
2016	Teruel	44	0-15	Mujer	13	3	Graduado escolar o ESO
2016	Teruel	44	0-15	Mujer	2	4	BUP, Bachiller, LOGSE ó superior
2016	Teruel	44	16-64	Hombre	430	0	Sin clasificar
2016	Teruel	44	16-64	Hombre	1	1	No sabe leer ni escribir
2016	Teruel	44	16-64	Hombre	73	2	Inferior a graduado escolar o ESO
2016	Teruel	44	16-64	Hombre	291	3	Graduado escolar o ESO
2016	Teruel	44	16-64	Hombre	688	4	BUP, Bachiller, LOGSE ó superior
2016	Teruel	44	16-64	Mujer	374	0	Sin clasificar
2016	Teruel	44	16-64	Mujer	1	1	No sabe leer ni escribir
2016	Teruel	44	16-64	Mujer	61	2	Inferior a graduado escolar o ESO
2016	Teruel	44	16-64	Mujer	252	3	Graduado escolar o ESO
2016	Teruel	44	16-64	Mujer	710	4	BUP, Bachiller, LOGSE ó superior
2016	Teruel	44	65 y más	Hombre	292	0	Sin clasificar
2016	Teruel	44	65 y más	Hombre	2	1	No sabe leer ni escribir
2016	Teruel	44	65 y más	Hombre	110	2	Inferior a graduado escolar o ESO
2016	Teruel	44	65 y más	Hombre	240	3	Graduado escolar o ESO
2016	Teruel	44	65 y más	Hombre	195	4	BUP, Bachiller, LOGSE ó superior
2016	Teruel	44	65 y más	Mujer	323	0	Sin clasificar
2016	Teruel	44	65 y más	Mujer	1	1	No sabe leer ni escribir
2016	Teruel	44	65 y más	Mujer	142	2	Inferior a graduado escolar o ESO
2016	Teruel	44	65 y más	Mujer	273	3	Graduado escolar o ESO
2016	Teruel	44	65 y más	Mujer	183	4	BUP, Bachiller, LOGSE ó superior
2016	Zaragoza	50	0-15	Hombre	2163	0	Sin clasificar
2016	Zaragoza	50	0-15	Hombre	27	1	No sabe leer ni escribir
2016	Zaragoza	50	0-15	Hombre	264	2	Inferior a graduado escolar o ESO
2016	Zaragoza	50	0-15	Hombre	49	3	Graduado escolar o ESO
2016	Zaragoza	50	0-15	Hombre	14	4	BUP, Bachiller, LOGSE ó superior
2016	Zaragoza	50	0-15	Mujer	2051	0	Sin clasificar
2016	Zaragoza	50	0-15	Mujer	27	1	No sabe leer ni escribir
2016	Zaragoza	50	0-15	Mujer	244	2	Inferior a graduado escolar o ESO
2016	Zaragoza	50	0-15	Mujer	73	3	Graduado escolar o ESO
2016	Zaragoza	50	0-15	Mujer	25	4	BUP, Bachiller, LOGSE ó superior
2016	Zaragoza	50	16-64	Hombre	1841	0	Sin clasificar
2016	Zaragoza	50	16-64	Hombre	7	1	No sabe leer ni escribir
2016	Zaragoza	50	16-64	Hombre	363	2	Inferior a graduado escolar o ESO
2016	Zaragoza	50	16-64	Hombre	1425	3	Graduado escolar o ESO
2016	Zaragoza	50	16-64	Hombre	4402	4	BUP, Bachiller, LOGSE ó superior
2016	Zaragoza	50	16-64	Mujer	1994	0	Sin clasificar
2016	Zaragoza	50	16-64	Mujer	5	1	No sabe leer ni escribir
2016	Zaragoza	50	16-64	Mujer	301	2	Inferior a graduado escolar o ESO
2016	Zaragoza	50	16-64	Mujer	1435	3	Graduado escolar o ESO
2016	Zaragoza	50	16-64	Mujer	4830	4	BUP, Bachiller, LOGSE ó superior
2016	Zaragoza	50	65 y más	Hombre	720	0	Sin clasificar
2016	Zaragoza	50	65 y más	Hombre	180	2	Inferior a graduado escolar o ESO
2016	Zaragoza	50	65 y más	Hombre	649	3	Graduado escolar o ESO
2016	Zaragoza	50	65 y más	Hombre	656	4	BUP, Bachiller, LOGSE ó superior
2016	Zaragoza	50	65 y más	Mujer	909	0	Sin clasificar
2016	Zaragoza	50	65 y más	Mujer	4	1	No sabe leer ni escribir
2016	Zaragoza	50	65 y más	Mujer	267	2	Inferior a graduado escolar o ESO
2016	Zaragoza	50	65 y más	Mujer	895	3	Graduado escolar o ESO
2016	Zaragoza	50	65 y más	Mujer	651	4	BUP, Bachiller, LOGSE ó superior
2017	Huesca	22	0-15	Hombre	606	0	Sin clasificar
2017	Huesca	22	0-15	Hombre	8	1	No sabe leer ni escribir
2017	Huesca	22	0-15	Hombre	71	2	Inferior a graduado escolar o ESO
2017	Huesca	22	0-15	Hombre	16	3	Graduado escolar o ESO
2017	Huesca	22	0-15	Hombre	6	4	BUP, Bachiller, LOGSE ó superior
2017	Huesca	22	0-15	Mujer	535	0	Sin clasificar
2017	Huesca	22	0-15	Mujer	10	1	No sabe leer ni escribir
2017	Huesca	22	0-15	Mujer	58	2	Inferior a graduado escolar o ESO
2017	Huesca	22	0-15	Mujer	16	3	Graduado escolar o ESO
2017	Huesca	22	0-15	Mujer	5	4	BUP, Bachiller, LOGSE ó superior
2017	Huesca	22	16-64	Hombre	623	0	Sin clasificar
2017	Huesca	22	16-64	Hombre	3	1	No sabe leer ni escribir
2017	Huesca	22	16-64	Hombre	136	2	Inferior a graduado escolar o ESO
2017	Huesca	22	16-64	Hombre	431	3	Graduado escolar o ESO
2017	Huesca	22	16-64	Hombre	1295	4	BUP, Bachiller, LOGSE ó superior
2017	Huesca	22	16-64	Mujer	625	0	Sin clasificar
2017	Huesca	22	16-64	Mujer	96	2	Inferior a graduado escolar o ESO
2017	Huesca	22	16-64	Mujer	358	3	Graduado escolar o ESO
2017	Huesca	22	16-64	Mujer	1400	4	BUP, Bachiller, LOGSE ó superior
2017	Huesca	22	65 y más	Hombre	404	0	Sin clasificar
2017	Huesca	22	65 y más	Hombre	117	2	Inferior a graduado escolar o ESO
2017	Huesca	22	65 y más	Hombre	267	3	Graduado escolar o ESO
2017	Huesca	22	65 y más	Hombre	291	4	BUP, Bachiller, LOGSE ó superior
2017	Huesca	22	65 y más	Mujer	387	0	Sin clasificar
2017	Huesca	22	65 y más	Mujer	163	2	Inferior a graduado escolar o ESO
2017	Huesca	22	65 y más	Mujer	370	3	Graduado escolar o ESO
2017	Huesca	22	65 y más	Mujer	312	4	BUP, Bachiller, LOGSE ó superior
2017	Teruel	44	0-15	Hombre	224	0	Sin clasificar
2017	Teruel	44	0-15	Hombre	2	1	No sabe leer ni escribir
2017	Teruel	44	0-15	Hombre	34	2	Inferior a graduado escolar o ESO
2017	Teruel	44	0-15	Hombre	7	3	Graduado escolar o ESO
2017	Teruel	44	0-15	Hombre	1	4	BUP, Bachiller, LOGSE ó superior
2017	Teruel	44	0-15	Mujer	240	0	Sin clasificar
2017	Teruel	44	0-15	Mujer	5	1	No sabe leer ni escribir
2017	Teruel	44	0-15	Mujer	25	2	Inferior a graduado escolar o ESO
2017	Teruel	44	0-15	Mujer	14	3	Graduado escolar o ESO
2017	Teruel	44	0-15	Mujer	2	4	BUP, Bachiller, LOGSE ó superior
2017	Teruel	44	16-64	Hombre	444	0	Sin clasificar
2017	Teruel	44	16-64	Hombre	1	1	No sabe leer ni escribir
2017	Teruel	44	16-64	Hombre	72	2	Inferior a graduado escolar o ESO
2017	Teruel	44	16-64	Hombre	301	3	Graduado escolar o ESO
2017	Teruel	44	16-64	Hombre	719	4	BUP, Bachiller, LOGSE ó superior
2017	Teruel	44	16-64	Mujer	380	0	Sin clasificar
2017	Teruel	44	16-64	Mujer	1	1	No sabe leer ni escribir
2017	Teruel	44	16-64	Mujer	61	2	Inferior a graduado escolar o ESO
2017	Teruel	44	16-64	Mujer	252	3	Graduado escolar o ESO
2017	Teruel	44	16-64	Mujer	744	4	BUP, Bachiller, LOGSE ó superior
2017	Teruel	44	65 y más	Hombre	286	0	Sin clasificar
