Año	Residencia provincia código	Residencia provincia nombre	Nacionalidad área código	Nacionalidad área nombre	Nacionalidad país código	Nacionalidad país nombre	Edad (grandes grupos)	Sexo	Extranjeros
2002	22	Huesca	02	Resto de Europa	112	Hungría	0 a 15	Hombres	2
2002	22	Huesca	02	Resto de Europa	112	Hungría	16 a 64	Hombres	2
2002	22	Huesca	02	Resto de Europa	112	Hungría	16 a 64	Mujeres	3
2002	22	Huesca	02	Resto de Europa	122	Polonia	0 a 15	Hombres	8
2002	22	Huesca	02	Resto de Europa	122	Polonia	0 a 15	Mujeres	6
2002	22	Huesca	02	Resto de Europa	122	Polonia	16 a 64	Hombres	51
2002	22	Huesca	02	Resto de Europa	122	Polonia	16 a 64	Mujeres	26
2002	22	Huesca	02	Resto de Europa	124	Andorra	0 a 15	Mujeres	2
2002	22	Huesca	02	Resto de Europa	128	Rumanía	0 a 15	Hombres	11
2002	22	Huesca	02	Resto de Europa	128	Rumanía	0 a 15	Mujeres	14
2002	22	Huesca	02	Resto de Europa	128	Rumanía	16 a 64	Hombres	265
2002	22	Huesca	02	Resto de Europa	128	Rumanía	16 a 64	Mujeres	111
2002	22	Huesca	02	Resto de Europa	132	Suiza	0 a 15	Hombres	6
2002	22	Huesca	02	Resto de Europa	132	Suiza	0 a 15	Mujeres	3
2002	22	Huesca	02	Resto de Europa	132	Suiza	16 a 64	Hombres	9
2002	22	Huesca	02	Resto de Europa	132	Suiza	16 a 64	Mujeres	9
2002	22	Huesca	02	Resto de Europa	132	Suiza	65 y más	Hombres	2
2002	22	Huesca	02	Resto de Europa	132	Suiza	65 y más	Mujeres	1
2002	22	Huesca	02	Resto de Europa	135	Ucrania	0 a 15	Hombres	9
2002	22	Huesca	02	Resto de Europa	135	Ucrania	0 a 15	Mujeres	8
2002	22	Huesca	02	Resto de Europa	135	Ucrania	16 a 64	Hombres	101
2002	22	Huesca	02	Resto de Europa	135	Ucrania	16 a 64	Mujeres	56
2002	22	Huesca	02	Resto de Europa	135	Ucrania	65 y más	Mujeres	1
2002	22	Huesca	02	Resto de Europa	136	Letonia	16 a 64	Mujeres	1
2002	22	Huesca	02	Resto de Europa	137	Moldova	16 a 64	Hombres	1
2002	22	Huesca	02	Resto de Europa	138	Bielorrusia	0 a 15	Mujeres	1
2002	22	Huesca	02	Resto de Europa	138	Bielorrusia	16 a 64	Hombres	6
2002	22	Huesca	02	Resto de Europa	138	Bielorrusia	16 a 64	Mujeres	2
2002	22	Huesca	02	Resto de Europa	141	Estonia	0 a 15	Hombres	1
2002	22	Huesca	02	Resto de Europa	141	Estonia	0 a 15	Mujeres	1
2002	22	Huesca	02	Resto de Europa	142	Lituania	0 a 15	Hombres	7
2002	22	Huesca	02	Resto de Europa	142	Lituania	0 a 15	Mujeres	10
2002	22	Huesca	02	Resto de Europa	142	Lituania	16 a 64	Hombres	61
2002	22	Huesca	02	Resto de Europa	142	Lituania	16 a 64	Mujeres	37
2002	22	Huesca	02	Resto de Europa	143	República Checa	16 a 64	Hombres	1
2002	22	Huesca	02	Resto de Europa	143	República Checa	16 a 64	Mujeres	3
2002	22	Huesca	02	Resto de Europa	144	Eslovaquia	16 a 64	Hombres	5
2002	22	Huesca	02	Resto de Europa	144	Eslovaquia	16 a 64	Mujeres	3
2002	22	Huesca	02	Resto de Europa	147	Eslovenia	16 a 64	Hombres	1
2002	22	Huesca	02	Resto de Europa	148	Armenia	0 a 15	Hombres	1
2002	22	Huesca	02	Resto de Europa	148	Armenia	16 a 64	Hombres	8
2002	22	Huesca	02	Resto de Europa	148	Armenia	16 a 64	Mujeres	4
2002	22	Huesca	02	Resto de Europa	154	Rusia	0 a 15	Mujeres	2
2002	22	Huesca	02	Resto de Europa	154	Rusia	16 a 64	Hombres	11
2002	22	Huesca	02	Resto de Europa	154	Rusia	16 a 64	Mujeres	12
2002	22	Huesca	02	Resto de Europa	155	Yugoslavia	16 a 64	Hombres	1
2002	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	0 a 15	Hombres	1
2002	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Hombres	1
2002	22	Huesca	02	Resto de Europa	199	Países sin relaciones diplomáticas	16 a 64	Mujeres	2
2002	22	Huesca	03	Magreb	203	Argelia	0 a 15	Hombres	17
2002	22	Huesca	03	Magreb	203	Argelia	0 a 15	Mujeres	11
2002	22	Huesca	03	Magreb	203	Argelia	16 a 64	Hombres	567
2002	22	Huesca	03	Magreb	203	Argelia	16 a 64	Mujeres	35
2002	22	Huesca	03	Magreb	203	Argelia	65 y más	Mujeres	3
2002	22	Huesca	03	Magreb	228	Marruecos	0 a 15	Hombres	92
2002	22	Huesca	03	Magreb	228	Marruecos	0 a 15	Mujeres	67
2002	22	Huesca	03	Magreb	228	Marruecos	16 a 64	Hombres	562
2002	22	Huesca	03	Magreb	228	Marruecos	16 a 64	Mujeres	201
2002	22	Huesca	03	Magreb	228	Marruecos	65 y más	Hombres	4
2002	22	Huesca	03	Magreb	228	Marruecos	65 y más	Mujeres	1
2002	22	Huesca	03	Magreb	230	Mauritania	0 a 15	Hombres	14
2002	22	Huesca	03	Magreb	230	Mauritania	0 a 15	Mujeres	6
2002	22	Huesca	03	Magreb	230	Mauritania	16 a 64	Hombres	41
2002	22	Huesca	03	Magreb	230	Mauritania	16 a 64	Mujeres	9
2002	22	Huesca	03	Magreb	230	Mauritania	65 y más	Hombres	1
2002	22	Huesca	03	Magreb	248	Túnez	16 a 64	Hombres	4
2002	22	Huesca	04	Resto de África	201	Burkina Fasso	16 a 64	Hombres	17
2002	22	Huesca	04	Resto de África	201	Burkina Fasso	16 a 64	Mujeres	2
2002	22	Huesca	04	Resto de África	202	Angola	0 a 15	Hombres	2
2002	22	Huesca	04	Resto de África	202	Angola	16 a 64	Hombres	2
2002	22	Huesca	04	Resto de África	202	Angola	16 a 64	Mujeres	2
2002	22	Huesca	04	Resto de África	204	Benin	16 a 64	Hombres	1
2002	22	Huesca	04	Resto de África	206	Burundi	16 a 64	Mujeres	1
2002	22	Huesca	04	Resto de África	207	Cabo Verde	16 a 64	Hombres	2
2002	22	Huesca	04	Resto de África	207	Cabo Verde	16 a 64	Mujeres	2
2002	22	Huesca	04	Resto de África	208	Camerún	16 a 64	Hombres	6
2002	22	Huesca	04	Resto de África	208	Camerún	16 a 64	Mujeres	2
2002	22	Huesca	04	Resto de África	209	Comores	65 y más	Mujeres	1
2002	22	Huesca	04	Resto de África	210	Congo	16 a 64	Hombres	1
2002	22	Huesca	04	Resto de África	211	Costa de Marfil	16 a 64	Hombres	10
2002	22	Huesca	04	Resto de África	211	Costa de Marfil	16 a 64	Mujeres	2
2002	22	Huesca	04	Resto de África	213	Egipto	16 a 64	Hombres	2
2002	22	Huesca	04	Resto de África	215	Gabón	16 a 64	Hombres	1
2002	22	Huesca	04	Resto de África	216	Gambia	0 a 15	Hombres	46
2002	22	Huesca	04	Resto de África	216	Gambia	0 a 15	Mujeres	29
2002	22	Huesca	04	Resto de África	216	Gambia	16 a 64	Hombres	246
2002	22	Huesca	04	Resto de África	216	Gambia	16 a 64	Mujeres	52
2002	22	Huesca	04	Resto de África	216	Gambia	65 y más	Hombres	1
2002	22	Huesca	04	Resto de África	217	Ghana	0 a 15	Hombres	3
2002	22	Huesca	04	Resto de África	217	Ghana	0 a 15	Mujeres	2
2002	22	Huesca	04	Resto de África	217	Ghana	16 a 64	Hombres	25
2002	22	Huesca	04	Resto de África	217	Ghana	16 a 64	Mujeres	6
2002	22	Huesca	04	Resto de África	218	Guinea	0 a 15	Hombres	8
2002	22	Huesca	04	Resto de África	218	Guinea	0 a 15	Mujeres	6
2002	22	Huesca	04	Resto de África	218	Guinea	16 a 64	Hombres	132
2002	22	Huesca	04	Resto de África	218	Guinea	16 a 64	Mujeres	12
2002	22	Huesca	04	Resto de África	219	Guinea Bissau	16 a 64	Hombres	9
2002	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	0 a 15	Hombres	1
2002	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Hombres	4
2002	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	16 a 64	Mujeres	8
2002	22	Huesca	04	Resto de África	220	Guinea Ecuatorial	65 y más	Mujeres	1
2002	22	Huesca	04	Resto de África	221	Kenia	16 a 64	Hombres	2
2002	22	Huesca	04	Resto de África	221	Kenia	16 a 64	Mujeres	8
2002	22	Huesca	04	Resto de África	223	Liberia	0 a 15	Hombres	1
2002	22	Huesca	04	Resto de África	223	Liberia	16 a 64	Hombres	4
2002	22	Huesca	04	Resto de África	223	Liberia	16 a 64	Mujeres	2
2002	22	Huesca	04	Resto de África	227	Mali	0 a 15	Hombres	9
2002	22	Huesca	04	Resto de África	227	Mali	0 a 15	Mujeres	4
2002	22	Huesca	04	Resto de África	227	Mali	16 a 64	Hombres	267
2002	22	Huesca	04	Resto de África	227	Mali	16 a 64	Mujeres	11
2002	22	Huesca	04	Resto de África	233	Níger	16 a 64	Hombres	4
2002	22	Huesca	04	Resto de África	234	Nigeria	0 a 15	Hombres	2
2002	22	Huesca	04	Resto de África	234	Nigeria	0 a 15	Mujeres	3
2002	22	Huesca	04	Resto de África	234	Nigeria	16 a 64	Hombres	15
2002	22	Huesca	04	Resto de África	234	Nigeria	16 a 64	Mujeres	11
2002	22	Huesca	04	Resto de África	236	Sudáfrica	16 a 64	Hombres	2
2002	22	Huesca	04	Resto de África	239	Senegal	0 a 15	Hombres	1
2002	22	Huesca	04	Resto de África	239	Senegal	0 a 15	Mujeres	3
2002	22	Huesca	04	Resto de África	239	Senegal	16 a 64	Hombres	111
2002	22	Huesca	04	Resto de África	239	Senegal	16 a 64	Mujeres	5
2002	22	Huesca	04	Resto de África	241	Sierra Leona	0 a 15	Mujeres	1
2002	22	Huesca	04	Resto de África	241	Sierra Leona	16 a 64	Hombres	3
2002	22	Huesca	04	Resto de África	241	Sierra Leona	16 a 64	Mujeres	1
2002	22	Huesca	04	Resto de África	242	Somalia	16 a 64	Hombres	5
2002	22	Huesca	04	Resto de África	250	Rep. Democrática del Congo	16 a 64	Hombres	1
2002	22	Huesca	05	América del Norte	301	Canadá	0 a 15	Hombres	1
2002	22	Huesca	05	América del Norte	301	Canadá	16 a 64	Hombres	5
2002	22	Huesca	05	América del Norte	301	Canadá	16 a 64	Mujeres	2
2002	22	Huesca	05	América del Norte	302	Estados Unidos de América	0 a 15	Hombres	10
2002	22	Huesca	05	América del Norte	302	Estados Unidos de América	0 a 15	Mujeres	8
2002	22	Huesca	05	América del Norte	302	Estados Unidos de América	16 a 64	Hombres	14
2002	22	Huesca	05	América del Norte	302	Estados Unidos de América	16 a 64	Mujeres	16
2002	22	Huesca	05	América del Norte	302	Estados Unidos de América	65 y más	Hombres	2
2002	22	Huesca	05	América del Norte	302	Estados Unidos de América	65 y más	Mujeres	1
2002	22	Huesca	06	Resto de América	303	México	0 a 15	Hombres	2
2002	22	Huesca	06	Resto de América	303	México	16 a 64	Hombres	2
2002	22	Huesca	06	Resto de América	303	México	16 a 64	Mujeres	14
2002	22	Huesca	06	Resto de América	314	Costa Rica	0 a 15	Hombres	1
2002	22	Huesca	06	Resto de América	314	Costa Rica	16 a 64	Mujeres	2
2002	22	Huesca	06	Resto de América	315	Cuba	0 a 15	Hombres	8
2002	22	Huesca	06	Resto de América	315	Cuba	0 a 15	Mujeres	9
2002	22	Huesca	06	Resto de América	315	Cuba	16 a 64	Hombres	28
2002	22	Huesca	06	Resto de América	315	Cuba	16 a 64	Mujeres	62
2002	22	Huesca	06	Resto de América	315	Cuba	65 y más	Hombres	4
2002	22	Huesca	06	Resto de América	315	Cuba	65 y más	Mujeres	5
2002	22	Huesca	06	Resto de América	316	Dominica	0 a 15	Hombres	1
2002	22	Huesca	06	Resto de América	316	Dominica	0 a 15	Mujeres	2
2002	22	Huesca	06	Resto de América	316	Dominica	16 a 64	Mujeres	5
2002	22	Huesca	06	Resto de América	317	El Salvador	16 a 64	Mujeres	2
2002	22	Huesca	06	Resto de América	318	Granada	65 y más	Hombres	1
2002	22	Huesca	06	Resto de América	319	Guatemala	0 a 15	Hombres	2
2002	22	Huesca	06	Resto de América	319	Guatemala	0 a 15	Mujeres	5
2002	22	Huesca	06	Resto de América	319	Guatemala	16 a 64	Hombres	3
2002	22	Huesca	06	Resto de América	319	Guatemala	16 a 64	Mujeres	2
2002	22	Huesca	06	Resto de América	320	Haití	16 a 64	Mujeres	1
2002	22	Huesca	06	Resto de América	321	Honduras	0 a 15	Hombres	2
2002	22	Huesca	06	Resto de América	321	Honduras	16 a 64	Hombres	3
2002	22	Huesca	06	Resto de América	321	Honduras	16 a 64	Mujeres	8
2002	22	Huesca	06	Resto de América	321	Honduras	65 y más	Mujeres	1
2002	22	Huesca	06	Resto de América	323	Nicaragua	16 a 64	Hombres	1
2002	22	Huesca	06	Resto de América	323	Nicaragua	16 a 64	Mujeres	2
2002	22	Huesca	06	Resto de América	324	Panamá	0 a 15	Mujeres	5
2002	22	Huesca	06	Resto de América	324	Panamá	16 a 64	Hombres	3
2002	22	Huesca	06	Resto de América	324	Panamá	16 a 64	Mujeres	1
2002	22	Huesca	06	Resto de América	326	República Dominicana	0 a 15	Hombres	12
2002	22	Huesca	06	Resto de América	326	República Dominicana	0 a 15	Mujeres	13
2002	22	Huesca	06	Resto de América	326	República Dominicana	16 a 64	Hombres	17
2002	22	Huesca	06	Resto de América	326	República Dominicana	16 a 64	Mujeres	113
2002	22	Huesca	06	Resto de América	326	República Dominicana	65 y más	Mujeres	5
2002	22	Huesca	06	Resto de América	340	Argentina	0 a 15	Hombres	17
2002	22	Huesca	06	Resto de América	340	Argentina	0 a 15	Mujeres	13
2002	22	Huesca	06	Resto de América	340	Argentina	16 a 64	Hombres	58
2002	22	Huesca	06	Resto de América	340	Argentina	16 a 64	Mujeres	57
2002	22	Huesca	06	Resto de América	340	Argentina	65 y más	Hombres	4
2002	22	Huesca	06	Resto de América	340	Argentina	65 y más	Mujeres	4
2002	22	Huesca	06	Resto de América	341	Bolivia	0 a 15	Hombres	1
2002	22	Huesca	06	Resto de América	341	Bolivia	0 a 15	Mujeres	1
2002	22	Huesca	06	Resto de América	341	Bolivia	16 a 64	Hombres	15
2002	22	Huesca	06	Resto de América	341	Bolivia	16 a 64	Mujeres	8
2002	22	Huesca	06	Resto de América	342	Brasil	0 a 15	Hombres	2
2002	22	Huesca	06	Resto de América	342	Brasil	0 a 15	Mujeres	2
2002	22	Huesca	06	Resto de América	342	Brasil	16 a 64	Hombres	7
2002	22	Huesca	06	Resto de América	342	Brasil	16 a 64	Mujeres	44
2002	22	Huesca	06	Resto de América	343	Colombia	0 a 15	Hombres	42
2002	22	Huesca	06	Resto de América	343	Colombia	0 a 15	Mujeres	60
2002	22	Huesca	06	Resto de América	343	Colombia	16 a 64	Hombres	183
2002	22	Huesca	06	Resto de América	343	Colombia	16 a 64	Mujeres	322
2002	22	Huesca	06	Resto de América	343	Colombia	65 y más	Mujeres	6
2002	22	Huesca	06	Resto de América	344	Chile	0 a 15	Hombres	1
2002	22	Huesca	06	Resto de América	344	Chile	0 a 15	Mujeres	3
2002	22	Huesca	06	Resto de América	344	Chile	16 a 64	Hombres	6
2002	22	Huesca	06	Resto de América	344	Chile	16 a 64	Mujeres	13
2002	22	Huesca	06	Resto de América	345	Ecuador	0 a 15	Hombres	42
2002	22	Huesca	06	Resto de América	345	Ecuador	0 a 15	Mujeres	42
2002	22	Huesca	06	Resto de América	345	Ecuador	16 a 64	Hombres	204
2002	22	Huesca	06	Resto de América	345	Ecuador	16 a 64	Mujeres	207
2002	22	Huesca	06	Resto de América	345	Ecuador	65 y más	Mujeres	2
2002	22	Huesca	06	Resto de América	347	Paraguay	0 a 15	Mujeres	1
2002	22	Huesca	06	Resto de América	347	Paraguay	16 a 64	Hombres	1
2002	22	Huesca	06	Resto de América	347	Paraguay	16 a 64	Mujeres	1
2002	22	Huesca	06	Resto de América	348	Perú	0 a 15	Hombres	5
2002	22	Huesca	06	Resto de América	348	Perú	0 a 15	Mujeres	5
2002	22	Huesca	06	Resto de América	348	Perú	16 a 64	Hombres	24
2002	22	Huesca	06	Resto de América	348	Perú	16 a 64	Mujeres	34
2002	22	Huesca	06	Resto de América	348	Perú	65 y más	Hombres	1
2002	22	Huesca	06	Resto de América	350	Uruguay	0 a 15	Hombres	1
2002	22	Huesca	06	Resto de América	350	Uruguay	16 a 64	Hombres	8
2002	22	Huesca	06	Resto de América	350	Uruguay	16 a 64	Mujeres	4
2002	22	Huesca	06	Resto de América	351	Venezuela	0 a 15	Hombres	1
2002	22	Huesca	06	Resto de América	351	Venezuela	0 a 15	Mujeres	5
2002	22	Huesca	06	Resto de América	351	Venezuela	16 a 64	Hombres	1
2002	22	Huesca	06	Resto de América	351	Venezuela	16 a 64	Mujeres	16
2002	22	Huesca	06	Resto de América	351	Venezuela	65 y más	Hombres	1
2002	22	Huesca	06	Resto de América	351	Venezuela	65 y más	Mujeres	1
2002	22	Huesca	07	Asia	401	Afganistán	16 a 64	Hombres	1
2002	22	Huesca	07	Asia	405	Myanmar (Birmania)	16 a 64	Hombres	1
2002	22	Huesca	07	Asia	407	China	0 a 15	Hombres	9
2002	22	Huesca	07	Asia	407	China	0 a 15	Mujeres	8
2002	22	Huesca	07	Asia	407	China	16 a 64	Hombres	27
2002	22	Huesca	07	Asia	407	China	16 a 64	Mujeres	28
2002	22	Huesca	07	Asia	407	China	65 y más	Hombres	1
2002	22	Huesca	07	Asia	407	China	65 y más	Mujeres	1
2002	22	Huesca	07	Asia	409	Filipinas	16 a 64	Hombres	1
2002	22	Huesca	07	Asia	409	Filipinas	16 a 64	Mujeres	6
2002	22	Huesca	07	Asia	409	Filipinas	65 y más	Hombres	1
2002	22	Huesca	07	Asia	410	India	0 a 15	Mujeres	1
2002	22	Huesca	07	Asia	411	Indonesia	16 a 64	Mujeres	1
2002	22	Huesca	07	Asia	415	Japón	16 a 64	Hombres	2
2002	22	Huesca	07	Asia	416	Jordania	16 a 64	Hombres	1
2002	22	Huesca	07	Asia	419	Laos	16 a 64	Hombres	2
2002	22	Huesca	07	Asia	419	Laos	16 a 64	Mujeres	1
2002	22	Huesca	07	Asia	420	Líbano	16 a 64	Hombres	1
2002	22	Huesca	07	Asia	423	Mongolia	16 a 64	Mujeres	1
2002	22	Huesca	07	Asia	426	Pakistán	16 a 64	Hombres	8
2002	22	Huesca	07	Asia	430	República de Corea	0 a 15	Hombres	2
2002	22	Huesca	07	Asia	430	República de Corea	0 a 15	Mujeres	1
2002	22	Huesca	07	Asia	430	República de Corea	16 a 64	Hombres	5
2002	22	Huesca	07	Asia	430	República de Corea	16 a 64	Mujeres	5
2002	22	Huesca	07	Asia	433	Siria	0 a 15	Hombres	1
2002	22	Huesca	07	Asia	433	Siria	16 a 64	Mujeres	1
2002	22	Huesca	07	Asia	435	Tailandia	16 a 64	Hombres	1
2002	22	Huesca	07	Asia	435	Tailandia	16 a 64	Mujeres	3
2002	22	Huesca	07	Asia	443	Kazajstan	16 a 64	Hombres	3
2002	22	Huesca	07	Asia	443	Kazajstan	16 a 64	Mujeres	1
2002	22	Huesca	07	Asia	499	Países sin relaciones diplomáticas	65 y más	Mujeres	1
2002	22	Huesca	08	Oceanía	501	Australia	0 a 15	Hombres	2
2002	22	Huesca	08	Oceanía	501	Australia	16 a 64	Hombres	1
2002	22	Huesca	08	Oceanía	501	Australia	16 a 64	Mujeres	2
2002	22	Huesca	08	Oceanía	501	Australia	65 y más	Hombres	1
2002	22	Huesca	08	Oceanía	501	Australia	65 y más	Mujeres	1
2002	22	Huesca	08	Oceanía	511	Micronesia	16 a 64	Hombres	4
2002	22	Huesca	08	Oceanía	512	Tuvalu	0 a 15	Hombres	2
2002	22	Huesca	08	Oceanía	512	Tuvalu	0 a 15	Mujeres	3
2002	22	Huesca	08	Oceanía	512	Tuvalu	16 a 64	Hombres	27
2002	22	Huesca	08	Oceanía	512	Tuvalu	16 a 64	Mujeres	11
2002	22	Huesca	08	Oceanía	512	Tuvalu	65 y más	Hombres	1
2002	22	Huesca	08	Oceanía	599	Países sin relaciones diplomáticas	16 a 64	Hombres	1
2002	44	Teruel	01	UE-15	102	Austria	65 y más	Hombres	1
2002	44	Teruel	01	UE-15	103	Bélgica	0 a 15	Mujeres	1
2002	44	Teruel	01	UE-15	103	Bélgica	16 a 64	Hombres	5
2002	44	Teruel	01	UE-15	103	Bélgica	16 a 64	Mujeres	6
2002	44	Teruel	01	UE-15	103	Bélgica	65 y más	Mujeres	1
2002	44	Teruel	01	UE-15	107	Dinamarca	0 a 15	Mujeres	1
2002	44	Teruel	01	UE-15	110	Francia	0 a 15	Hombres	2
2002	44	Teruel	01	UE-15	110	Francia	0 a 15	Mujeres	3
2002	44	Teruel	01	UE-15	110	Francia	16 a 64	Hombres	25
2002	44	Teruel	01	UE-15	110	Francia	16 a 64	Mujeres	29
2002	44	Teruel	01	UE-15	110	Francia	65 y más	Hombres	10
2002	44	Teruel	01	UE-15	110	Francia	65 y más	Mujeres	8
2002	44	Teruel	01	UE-15	111	Grecia	16 a 64	Hombres	2
2002	44	Teruel	01	UE-15	113	Irlanda	0 a 15	Mujeres	1
2002	44	Teruel	01	UE-15	113	Irlanda	16 a 64	Hombres	1
2002	44	Teruel	01	UE-15	115	Italia	0 a 15	Hombres	2
2002	44	Teruel	01	UE-15	115	Italia	16 a 64	Hombres	16
2002	44	Teruel	01	UE-15	115	Italia	16 a 64	Mujeres	11
2002	44	Teruel	01	UE-15	115	Italia	65 y más	Hombres	3
2002	44	Teruel	01	UE-15	115	Italia	65 y más	Mujeres	1
2002	44	Teruel	01	UE-15	121	Países Bajos	16 a 64	Hombres	4
2002	44	Teruel	01	UE-15	121	Países Bajos	16 a 64	Mujeres	3
2002	44	Teruel	01	UE-15	123	Portugal	0 a 15	Hombres	11
2002	44	Teruel	01	UE-15	123	Portugal	0 a 15	Mujeres	6
2002	44	Teruel	01	UE-15	123	Portugal	16 a 64	Hombres	36
2002	44	Teruel	01	UE-15	123	Portugal	16 a 64	Mujeres	16
2002	44	Teruel	01	UE-15	123	Portugal	65 y más	Hombres	1
2002	44	Teruel	01	UE-15	123	Portugal	65 y más	Mujeres	1
2002	44	Teruel	01	UE-15	125	Reino Unido	0 a 15	Hombres	1
2002	44	Teruel	01	UE-15	125	Reino Unido	16 a 64	Hombres	15
2002	44	Teruel	01	UE-15	125	Reino Unido	16 a 64	Mujeres	15
2002	44	Teruel	01	UE-15	126	Alemania	0 a 15	Hombres	1
2002	44	Teruel	01	UE-15	126	Alemania	0 a 15	Mujeres	2
2002	44	Teruel	01	UE-15	126	Alemania	16 a 64	Hombres	13
2002	44	Teruel	01	UE-15	126	Alemania	16 a 64	Mujeres	14
2002	44	Teruel	01	UE-15	126	Alemania	65 y más	Hombres	1
2002	44	Teruel	02	Resto de Europa	101	Albania	16 a 64	Hombres	1
2002	44	Teruel	02	Resto de Europa	104	Bulgaria	0 a 15	Hombres	12
2002	44	Teruel	02	Resto de Europa	104	Bulgaria	0 a 15	Mujeres	6
2002	44	Teruel	02	Resto de Europa	104	Bulgaria	16 a 64	Hombres	37
2002	44	Teruel	02	Resto de Europa	104	Bulgaria	16 a 64	Mujeres	30
2002	44	Teruel	02	Resto de Europa	112	Hungría	16 a 64	Hombres	1
2002	44	Teruel	02	Resto de Europa	122	Polonia	0 a 15	Hombres	11
2002	44	Teruel	02	Resto de Europa	122	Polonia	0 a 15	Mujeres	16
2002	44	Teruel	02	Resto de Europa	122	Polonia	16 a 64	Hombres	71
2002	44	Teruel	02	Resto de Europa	122	Polonia	16 a 64	Mujeres	32
2002	44	Teruel	02	Resto de Europa	128	Rumanía	0 a 15	Hombres	30
2002	44	Teruel	02	Resto de Europa	128	Rumanía	0 a 15	Mujeres	23
2002	44	Teruel	02	Resto de Europa	128	Rumanía	16 a 64	Hombres	351
2002	44	Teruel	02	Resto de Europa	128	Rumanía	16 a 64	Mujeres	169
2002	44	Teruel	02	Resto de Europa	128	Rumanía	65 y más	Hombres	1
2002	44	Teruel	02	Resto de Europa	132	Suiza	16 a 64	Hombres	1
2002	44	Teruel	02	Resto de Europa	132	Suiza	16 a 64	Mujeres	2
2002	44	Teruel	02	Resto de Europa	135	Ucrania	0 a 15	Hombres	3
2002	44	Teruel	02	Resto de Europa	135	Ucrania	0 a 15	Mujeres	4
2002	44	Teruel	02	Resto de Europa	135	Ucrania	16 a 64	Hombres	39
2002	44	Teruel	02	Resto de Europa	135	Ucrania	16 a 64	Mujeres	25
2002	44	Teruel	02	Resto de Europa	136	Letonia	16 a 64	Hombres	5
2002	44	Teruel	02	Resto de Europa	137	Moldova	16 a 64	Hombres	6
2002	44	Teruel	02	Resto de Europa	138	Bielorrusia	16 a 64	Hombres	2
2002	44	Teruel	02	Resto de Europa	138	Bielorrusia	16 a 64	Mujeres	4
2002	44	Teruel	02	Resto de Europa	143	República Checa	0 a 15	Hombres	1
2002	44	Teruel	02	Resto de Europa	143	República Checa	0 a 15	Mujeres	2
2002	44	Teruel	02	Resto de Europa	143	República Checa	16 a 64	Hombres	9
2002	44	Teruel	02	Resto de Europa	143	República Checa	16 a 64	Mujeres	5
2002	44	Teruel	02	Resto de Europa	144	Eslovaquia	16 a 64	Hombres	1
2002	44	Teruel	02	Resto de Europa	154	Rusia	16 a 64	Hombres	1
2002	44	Teruel	02	Resto de Europa	154	Rusia	16 a 64	Mujeres	8
2002	44	Teruel	02	Resto de Europa	154	Rusia	65 y más	Mujeres	1
2002	44	Teruel	02	Resto de Europa	155	Yugoslavia	0 a 15	Hombres	2
2002	44	Teruel	02	Resto de Europa	155	Yugoslavia	0 a 15	Mujeres	2
2002	44	Teruel	02	Resto de Europa	155	Yugoslavia	16 a 64	Hombres	8
2002	44	Teruel	02	Resto de Europa	155	Yugoslavia	16 a 64	Mujeres	8
2002	44	Teruel	03	Magreb	203	Argelia	0 a 15	Hombres	3
2002	44	Teruel	03	Magreb	203	Argelia	0 a 15	Mujeres	6
2002	44	Teruel	03	Magreb	203	Argelia	16 a 64	Hombres	98
2002	44	Teruel	03	Magreb	203	Argelia	16 a 64	Mujeres	10
2002	44	Teruel	03	Magreb	203	Argelia	65 y más	Hombres	1
2002	44	Teruel	03	Magreb	203	Argelia	65 y más	Mujeres	1
2002	44	Teruel	03	Magreb	228	Marruecos	0 a 15	Hombres	89
2002	44	Teruel	03	Magreb	228	Marruecos	0 a 15	Mujeres	53
2002	44	Teruel	03	Magreb	228	Marruecos	16 a 64	Hombres	491
2002	44	Teruel	03	Magreb	228	Marruecos	16 a 64	Mujeres	129
2002	44	Teruel	03	Magreb	230	Mauritania	0 a 15	Hombres	1
2002	44	Teruel	03	Magreb	230	Mauritania	16 a 64	Hombres	1
2002	44	Teruel	03	Magreb	230	Mauritania	16 a 64	Mujeres	1
2002	44	Teruel	03	Magreb	248	Túnez	16 a 64	Mujeres	1
2002	44	Teruel	04	Resto de África	202	Angola	16 a 64	Hombres	1
2002	44	Teruel	04	Resto de África	207	Cabo Verde	0 a 15	Hombres	3
2002	44	Teruel	04	Resto de África	207	Cabo Verde	0 a 15	Mujeres	3
2002	44	Teruel	04	Resto de África	207	Cabo Verde	16 a 64	Hombres	31
2002	44	Teruel	04	Resto de África	207	Cabo Verde	16 a 64	Mujeres	18
2002	44	Teruel	04	Resto de África	207	Cabo Verde	65 y más	Mujeres	1
2002	44	Teruel	04	Resto de África	216	Gambia	0 a 15	Hombres	2
2002	44	Teruel	04	Resto de África	216	Gambia	0 a 15	Mujeres	4
2002	44	Teruel	04	Resto de África	216	Gambia	16 a 64	Hombres	9
2002	44	Teruel	04	Resto de África	216	Gambia	16 a 64	Mujeres	4
