Mes (código)	Mes y año	Comarca código	Comarca nombre	Sector código	Sector descripción	Sexo	Nº demandantes
201710	Octubre 2017	30	Maestrazgo	2	Industria y energía	Hombres	5
201710	Octubre 2017	30	Maestrazgo	2	Industria y energía	Mujeres	7
201710	Octubre 2017	30	Maestrazgo	3	Construcción	Hombres	10
201710	Octubre 2017	30	Maestrazgo	3	Construcción	Mujeres	2
201710	Octubre 2017	30	Maestrazgo	4	Servicios	Hombres	25
201710	Octubre 2017	30	Maestrazgo	4	Servicios	Mujeres	42
201710	Octubre 2017	30	Maestrazgo		Sin empleo anterior	Hombres	1
201710	Octubre 2017	30	Maestrazgo		Sin empleo anterior	Mujeres	5
201710	Octubre 2017	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Hombres	12
201710	Octubre 2017	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Mujeres	4
201710	Octubre 2017	31	Sierra de Albarracín	2	Industria y energía	Hombres	10
201710	Octubre 2017	31	Sierra de Albarracín	2	Industria y energía	Mujeres	3
201710	Octubre 2017	31	Sierra de Albarracín	3	Construcción	Hombres	11
201710	Octubre 2017	31	Sierra de Albarracín	3	Construcción	Mujeres	2
201710	Octubre 2017	31	Sierra de Albarracín	4	Servicios	Hombres	39
201710	Octubre 2017	31	Sierra de Albarracín	4	Servicios	Mujeres	64
201710	Octubre 2017	31	Sierra de Albarracín		Sin empleo anterior	Hombres	1
201710	Octubre 2017	31	Sierra de Albarracín		Sin empleo anterior	Mujeres	4
201710	Octubre 2017	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Hombres	14
201710	Octubre 2017	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Mujeres	6
201710	Octubre 2017	32	Gúdar-Javalambre	2	Industria y energía	Hombres	26
201710	Octubre 2017	32	Gúdar-Javalambre	2	Industria y energía	Mujeres	22
201710	Octubre 2017	32	Gúdar-Javalambre	3	Construcción	Hombres	22
201710	Octubre 2017	32	Gúdar-Javalambre	3	Construcción	Mujeres	6
201710	Octubre 2017	32	Gúdar-Javalambre	4	Servicios	Hombres	80
201710	Octubre 2017	32	Gúdar-Javalambre	4	Servicios	Mujeres	156
201710	Octubre 2017	32	Gúdar-Javalambre		Sin empleo anterior	Hombres	3
201710	Octubre 2017	32	Gúdar-Javalambre		Sin empleo anterior	Mujeres	12
201710	Octubre 2017	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Hombres	23
201710	Octubre 2017	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Mujeres	9
201710	Octubre 2017	33	Matarraña / Matarranya	2	Industria y energía	Hombres	19
201710	Octubre 2017	33	Matarraña / Matarranya	2	Industria y energía	Mujeres	13
201710	Octubre 2017	33	Matarraña / Matarranya	3	Construcción	Hombres	21
201710	Octubre 2017	33	Matarraña / Matarranya	3	Construcción	Mujeres	3
201710	Octubre 2017	33	Matarraña / Matarranya	4	Servicios	Hombres	83
201710	Octubre 2017	33	Matarraña / Matarranya	4	Servicios	Mujeres	128
201710	Octubre 2017	33	Matarraña / Matarranya		Sin empleo anterior	Hombres	2
201710	Octubre 2017	33	Matarraña / Matarranya		Sin empleo anterior	Mujeres	9
201709	Septiembre 2017	01	La Jacetania	1	Agricultura, ganadería y pesca	Hombres	11
201709	Septiembre 2017	01	La Jacetania	1	Agricultura, ganadería y pesca	Mujeres	3
201709	Septiembre 2017	01	La Jacetania	2	Industria y energía	Hombres	21
201709	Septiembre 2017	01	La Jacetania	2	Industria y energía	Mujeres	12
201709	Septiembre 2017	01	La Jacetania	3	Construcción	Hombres	58
201709	Septiembre 2017	01	La Jacetania	3	Construcción	Mujeres	5
201709	Septiembre 2017	01	La Jacetania	4	Servicios	Hombres	220
201709	Septiembre 2017	01	La Jacetania	4	Servicios	Mujeres	353
201709	Septiembre 2017	01	La Jacetania		Sin empleo anterior	Hombres	18
201709	Septiembre 2017	01	La Jacetania		Sin empleo anterior	Mujeres	28
201709	Septiembre 2017	02	Alto Gállego	1	Agricultura, ganadería y pesca	Hombres	9
201709	Septiembre 2017	02	Alto Gállego	1	Agricultura, ganadería y pesca	Mujeres	3
201709	Septiembre 2017	02	Alto Gállego	2	Industria y energía	Hombres	37
201709	Septiembre 2017	02	Alto Gállego	2	Industria y energía	Mujeres	20
201709	Septiembre 2017	02	Alto Gállego	3	Construcción	Hombres	60
201709	Septiembre 2017	02	Alto Gállego	3	Construcción	Mujeres	4
201709	Septiembre 2017	02	Alto Gállego	4	Servicios	Hombres	183
201709	Septiembre 2017	02	Alto Gállego	4	Servicios	Mujeres	271
201709	Septiembre 2017	02	Alto Gállego		Sin empleo anterior	Hombres	18
201709	Septiembre 2017	02	Alto Gállego		Sin empleo anterior	Mujeres	40
201709	Septiembre 2017	03	Sobrarbe	1	Agricultura, ganadería y pesca	Hombres	3
201709	Septiembre 2017	03	Sobrarbe	1	Agricultura, ganadería y pesca	Mujeres	2
201709	Septiembre 2017	03	Sobrarbe	2	Industria y energía	Hombres	8
201709	Septiembre 2017	03	Sobrarbe	2	Industria y energía	Mujeres	1
201709	Septiembre 2017	03	Sobrarbe	3	Construcción	Hombres	13
201709	Septiembre 2017	03	Sobrarbe	3	Construcción	Mujeres	1
201709	Septiembre 2017	03	Sobrarbe	4	Servicios	Hombres	62
201709	Septiembre 2017	03	Sobrarbe	4	Servicios	Mujeres	89
201709	Septiembre 2017	03	Sobrarbe		Sin empleo anterior	Hombres	4
201709	Septiembre 2017	03	Sobrarbe		Sin empleo anterior	Mujeres	3
201709	Septiembre 2017	04	La Ribagorza	1	Agricultura, ganadería y pesca	Hombres	13
201709	Septiembre 2017	04	La Ribagorza	1	Agricultura, ganadería y pesca	Mujeres	10
201709	Septiembre 2017	04	La Ribagorza	2	Industria y energía	Hombres	16
201709	Septiembre 2017	04	La Ribagorza	2	Industria y energía	Mujeres	10
201709	Septiembre 2017	04	La Ribagorza	3	Construcción	Hombres	29
201709	Septiembre 2017	04	La Ribagorza	3	Construcción	Mujeres	5
201709	Septiembre 2017	04	La Ribagorza	4	Servicios	Hombres	112
201709	Septiembre 2017	04	La Ribagorza	4	Servicios	Mujeres	176
201709	Septiembre 2017	04	La Ribagorza		Sin empleo anterior	Hombres	8
201709	Septiembre 2017	04	La Ribagorza		Sin empleo anterior	Mujeres	4
201709	Septiembre 2017	05	Cinco Villas	1	Agricultura, ganadería y pesca	Hombres	141
201709	Septiembre 2017	05	Cinco Villas	1	Agricultura, ganadería y pesca	Mujeres	63
201709	Septiembre 2017	05	Cinco Villas	2	Industria y energía	Hombres	90
201709	Septiembre 2017	05	Cinco Villas	2	Industria y energía	Mujeres	148
201709	Septiembre 2017	05	Cinco Villas	3	Construcción	Hombres	87
201709	Septiembre 2017	05	Cinco Villas	3	Construcción	Mujeres	21
201709	Septiembre 2017	05	Cinco Villas	4	Servicios	Hombres	211
201709	Septiembre 2017	05	Cinco Villas	4	Servicios	Mujeres	550
201709	Septiembre 2017	05	Cinco Villas		Sin empleo anterior	Hombres	38
201709	Septiembre 2017	05	Cinco Villas		Sin empleo anterior	Mujeres	119
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Hombres	116
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Mujeres	46
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Hombres	169
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Mujeres	86
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Hombres	246
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Mujeres	35
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Hombres	765
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Mujeres	1459
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Hombres	112
201709	Septiembre 2017	06	Hoya de Huesca / Plana de Uesca		Sin empleo anterior	Mujeres	158
201709	Septiembre 2017	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Hombres	62
201709	Septiembre 2017	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Mujeres	14
201709	Septiembre 2017	07	Somontano de Barbastro	2	Industria y energía	Hombres	54
201709	Septiembre 2017	07	Somontano de Barbastro	2	Industria y energía	Mujeres	40
201709	Septiembre 2017	07	Somontano de Barbastro	3	Construcción	Hombres	55
201709	Septiembre 2017	07	Somontano de Barbastro	3	Construcción	Mujeres	11
201709	Septiembre 2017	07	Somontano de Barbastro	4	Servicios	Hombres	221
201709	Septiembre 2017	07	Somontano de Barbastro	4	Servicios	Mujeres	494
201709	Septiembre 2017	07	Somontano de Barbastro		Sin empleo anterior	Hombres	51
201709	Septiembre 2017	07	Somontano de Barbastro		Sin empleo anterior	Mujeres	96
201709	Septiembre 2017	08	Cinca Medio	1	Agricultura, ganadería y pesca	Hombres	93
201709	Septiembre 2017	08	Cinca Medio	1	Agricultura, ganadería y pesca	Mujeres	34
201709	Septiembre 2017	08	Cinca Medio	2	Industria y energía	Hombres	74
201709	Septiembre 2017	08	Cinca Medio	2	Industria y energía	Mujeres	84
201709	Septiembre 2017	08	Cinca Medio	3	Construcción	Hombres	69
201709	Septiembre 2017	08	Cinca Medio	3	Construcción	Mujeres	7
201709	Septiembre 2017	08	Cinca Medio	4	Servicios	Hombres	181
201709	Septiembre 2017	08	Cinca Medio	4	Servicios	Mujeres	450
201709	Septiembre 2017	08	Cinca Medio		Sin empleo anterior	Hombres	25
201709	Septiembre 2017	08	Cinca Medio		Sin empleo anterior	Mujeres	91
201709	Septiembre 2017	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	86
201709	Septiembre 2017	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	25
201709	Septiembre 2017	09	La Litera / La Llitera	2	Industria y energía	Hombres	43
201709	Septiembre 2017	09	La Litera / La Llitera	2	Industria y energía	Mujeres	50
201709	Septiembre 2017	09	La Litera / La Llitera	3	Construcción	Hombres	38
201709	Septiembre 2017	09	La Litera / La Llitera	3	Construcción	Mujeres	9
201709	Septiembre 2017	09	La Litera / La Llitera	4	Servicios	Hombres	97
201709	Septiembre 2017	09	La Litera / La Llitera	4	Servicios	Mujeres	243
201709	Septiembre 2017	09	La Litera / La Llitera		Sin empleo anterior	Hombres	5
201709	Septiembre 2017	09	La Litera / La Llitera		Sin empleo anterior	Mujeres	23
201709	Septiembre 2017	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	53
201709	Septiembre 2017	10	Los Monegros	1	Agricultura, ganadería y pesca	Mujeres	27
201709	Septiembre 2017	10	Los Monegros	2	Industria y energía	Hombres	30
201709	Septiembre 2017	10	Los Monegros	2	Industria y energía	Mujeres	19
201709	Septiembre 2017	10	Los Monegros	3	Construcción	Hombres	45
201709	Septiembre 2017	10	Los Monegros	3	Construcción	Mujeres	7
201709	Septiembre 2017	10	Los Monegros	4	Servicios	Hombres	96
201709	Septiembre 2017	10	Los Monegros	4	Servicios	Mujeres	215
201709	Septiembre 2017	10	Los Monegros		Sin empleo anterior	Hombres	10
201709	Septiembre 2017	10	Los Monegros		Sin empleo anterior	Mujeres	38
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	211
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	127
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	48
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	36
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	40
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	3	Construcción	Mujeres	5
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	162
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	390
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Hombres	13
201709	Septiembre 2017	11	Bajo Cinca / Baix Cinca		Sin empleo anterior	Mujeres	25
201709	Septiembre 2017	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	27
201709	Septiembre 2017	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Mujeres	10
201709	Septiembre 2017	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	51
201709	Septiembre 2017	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	98
201709	Septiembre 2017	12	Tarazona y el Moncayo	3	Construcción	Hombres	45
201709	Septiembre 2017	12	Tarazona y el Moncayo	3	Construcción	Mujeres	6
201709	Septiembre 2017	12	Tarazona y el Moncayo	4	Servicios	Hombres	140
201709	Septiembre 2017	12	Tarazona y el Moncayo	4	Servicios	Mujeres	359
201709	Septiembre 2017	12	Tarazona y el Moncayo		Sin empleo anterior	Hombres	11
201709	Septiembre 2017	12	Tarazona y el Moncayo		Sin empleo anterior	Mujeres	33
201709	Septiembre 2017	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	40
201709	Septiembre 2017	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	15
201709	Septiembre 2017	13	Campo de Borja	2	Industria y energía	Hombres	40
201709	Septiembre 2017	13	Campo de Borja	2	Industria y energía	Mujeres	60
201709	Septiembre 2017	13	Campo de Borja	3	Construcción	Hombres	30
201709	Septiembre 2017	13	Campo de Borja	3	Construcción	Mujeres	4
201709	Septiembre 2017	13	Campo de Borja	4	Servicios	Hombres	121
201709	Septiembre 2017	13	Campo de Borja	4	Servicios	Mujeres	215
201709	Septiembre 2017	13	Campo de Borja		Sin empleo anterior	Hombres	6
201709	Septiembre 2017	13	Campo de Borja		Sin empleo anterior	Mujeres	32
201709	Septiembre 2017	14	Aranda	1	Agricultura, ganadería y pesca	Hombres	24
201709	Septiembre 2017	14	Aranda	1	Agricultura, ganadería y pesca	Mujeres	7
201709	Septiembre 2017	14	Aranda	2	Industria y energía	Hombres	60
201709	Septiembre 2017	14	Aranda	2	Industria y energía	Mujeres	122
201709	Septiembre 2017	14	Aranda	3	Construcción	Hombres	11
201709	Septiembre 2017	14	Aranda	4	Servicios	Hombres	47
201709	Septiembre 2017	14	Aranda	4	Servicios	Mujeres	97
201709	Septiembre 2017	14	Aranda		Sin empleo anterior	Hombres	5
201709	Septiembre 2017	14	Aranda		Sin empleo anterior	Mujeres	19
201709	Septiembre 2017	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	36
201709	Septiembre 2017	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	40
201709	Septiembre 2017	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	81
201709	Septiembre 2017	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	110
201709	Septiembre 2017	15	Ribera Alta del Ebro	3	Construcción	Hombres	54
201709	Septiembre 2017	15	Ribera Alta del Ebro	3	Construcción	Mujeres	11
201709	Septiembre 2017	15	Ribera Alta del Ebro	4	Servicios	Hombres	249
201709	Septiembre 2017	15	Ribera Alta del Ebro	4	Servicios	Mujeres	566
201709	Septiembre 2017	15	Ribera Alta del Ebro		Sin empleo anterior	Hombres	50
201709	Septiembre 2017	15	Ribera Alta del Ebro		Sin empleo anterior	Mujeres	87
201709	Septiembre 2017	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	286
201709	Septiembre 2017	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	190
201709	Septiembre 2017	16	Valdejalón	2	Industria y energía	Hombres	83
201709	Septiembre 2017	16	Valdejalón	2	Industria y energía	Mujeres	119
201709	Septiembre 2017	16	Valdejalón	3	Construcción	Hombres	53
201709	Septiembre 2017	16	Valdejalón	3	Construcción	Mujeres	7
201709	Septiembre 2017	16	Valdejalón	4	Servicios	Hombres	267
201709	Septiembre 2017	16	Valdejalón	4	Servicios	Mujeres	619
201709	Septiembre 2017	16	Valdejalón		Sin empleo anterior	Hombres	27
201709	Septiembre 2017	16	Valdejalón		Sin empleo anterior	Mujeres	84
201709	Septiembre 2017	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Hombres	931
201709	Septiembre 2017	17	D.C. Zaragoza	1	Agricultura, ganadería y pesca	Mujeres	313
201709	Septiembre 2017	17	D.C. Zaragoza	2	Industria y energía	Hombres	2291
201709	Septiembre 2017	17	D.C. Zaragoza	2	Industria y energía	Mujeres	2030
201709	Septiembre 2017	17	D.C. Zaragoza	3	Construcción	Hombres	2684
201709	Septiembre 2017	17	D.C. Zaragoza	3	Construcción	Mujeres	493
201709	Septiembre 2017	17	D.C. Zaragoza	4	Servicios	Hombres	9753
201709	Septiembre 2017	17	D.C. Zaragoza	4	Servicios	Mujeres	20261
201709	Septiembre 2017	17	D.C. Zaragoza		Sin empleo anterior	Hombres	1651
201709	Septiembre 2017	17	D.C. Zaragoza		Sin empleo anterior	Mujeres	3107
201709	Septiembre 2017	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	31
201709	Septiembre 2017	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	25
201709	Septiembre 2017	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	36
201709	Septiembre 2017	18	Ribera Baja del Ebro	2	Industria y energía	Mujeres	42
201709	Septiembre 2017	18	Ribera Baja del Ebro	3	Construcción	Hombres	13
201709	Septiembre 2017	18	Ribera Baja del Ebro	3	Construcción	Mujeres	3
201709	Septiembre 2017	18	Ribera Baja del Ebro	4	Servicios	Hombres	82
201709	Septiembre 2017	18	Ribera Baja del Ebro	4	Servicios	Mujeres	167
201709	Septiembre 2017	18	Ribera Baja del Ebro		Sin empleo anterior	Hombres	8
201709	Septiembre 2017	18	Ribera Baja del Ebro		Sin empleo anterior	Mujeres	34
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	163
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	87
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	19
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Mujeres	67
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	37
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Mujeres	1
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	133
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	281
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Hombres	13
201709	Septiembre 2017	19	Bajo Aragón-Caspe / Baix Aragó-Casp		Sin empleo anterior	Mujeres	72
201709	Septiembre 2017	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	228
201709	Septiembre 2017	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	105
201709	Septiembre 2017	20	Comunidad de Calatayud	2	Industria y energía	Hombres	112
201709	Septiembre 2017	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	104
201709	Septiembre 2017	20	Comunidad de Calatayud	3	Construcción	Hombres	116
201709	Septiembre 2017	20	Comunidad de Calatayud	3	Construcción	Mujeres	16
201709	Septiembre 2017	20	Comunidad de Calatayud	4	Servicios	Hombres	366
201709	Septiembre 2017	20	Comunidad de Calatayud	4	Servicios	Mujeres	833
201709	Septiembre 2017	20	Comunidad de Calatayud		Sin empleo anterior	Hombres	36
201709	Septiembre 2017	20	Comunidad de Calatayud		Sin empleo anterior	Mujeres	112
201709	Septiembre 2017	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	56
201709	Septiembre 2017	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	26
201709	Septiembre 2017	21	Campo de Cariñena	2	Industria y energía	Hombres	31
201709	Septiembre 2017	21	Campo de Cariñena	2	Industria y energía	Mujeres	34
201709	Septiembre 2017	21	Campo de Cariñena	3	Construcción	Hombres	14
201709	Septiembre 2017	21	Campo de Cariñena	3	Construcción	Mujeres	6
201709	Septiembre 2017	21	Campo de Cariñena	4	Servicios	Hombres	51
201709	Septiembre 2017	21	Campo de Cariñena	4	Servicios	Mujeres	117
201709	Septiembre 2017	21	Campo de Cariñena		Sin empleo anterior	Hombres	5
201709	Septiembre 2017	21	Campo de Cariñena		Sin empleo anterior	Mujeres	20
201709	Septiembre 2017	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Hombres	5
201709	Septiembre 2017	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Mujeres	1
201709	Septiembre 2017	22	Campo de Belchite	2	Industria y energía	Hombres	16
201709	Septiembre 2017	22	Campo de Belchite	2	Industria y energía	Mujeres	21
201709	Septiembre 2017	22	Campo de Belchite	3	Construcción	Hombres	13
201709	Septiembre 2017	22	Campo de Belchite	3	Construcción	Mujeres	2
201709	Septiembre 2017	22	Campo de Belchite	4	Servicios	Hombres	39
201709	Septiembre 2017	22	Campo de Belchite	4	Servicios	Mujeres	60
201709	Septiembre 2017	22	Campo de Belchite		Sin empleo anterior	Hombres	2
201709	Septiembre 2017	22	Campo de Belchite		Sin empleo anterior	Mujeres	8
201709	Septiembre 2017	23	Bajo Martín	1	Agricultura, ganadería y pesca	Hombres	27
201709	Septiembre 2017	23	Bajo Martín	1	Agricultura, ganadería y pesca	Mujeres	10
201709	Septiembre 2017	23	Bajo Martín	2	Industria y energía	Hombres	31
201709	Septiembre 2017	23	Bajo Martín	2	Industria y energía	Mujeres	17
201709	Septiembre 2017	23	Bajo Martín	3	Construcción	Hombres	13
201709	Septiembre 2017	23	Bajo Martín	3	Construcción	Mujeres	5
201709	Septiembre 2017	23	Bajo Martín	4	Servicios	Hombres	48
201709	Septiembre 2017	23	Bajo Martín	4	Servicios	Mujeres	103
201709	Septiembre 2017	23	Bajo Martín		Sin empleo anterior	Hombres	7
201709	Septiembre 2017	23	Bajo Martín		Sin empleo anterior	Mujeres	8
201709	Septiembre 2017	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Hombres	7
201709	Septiembre 2017	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Mujeres	8
201709	Septiembre 2017	24	Campo de Daroca	2	Industria y energía	Hombres	10
201709	Septiembre 2017	24	Campo de Daroca	2	Industria y energía	Mujeres	9
201709	Septiembre 2017	24	Campo de Daroca	3	Construcción	Hombres	4
201709	Septiembre 2017	24	Campo de Daroca	3	Construcción	Mujeres	1
201709	Septiembre 2017	24	Campo de Daroca	4	Servicios	Hombres	36
201709	Septiembre 2017	24	Campo de Daroca	4	Servicios	Mujeres	63
201709	Septiembre 2017	24	Campo de Daroca		Sin empleo anterior	Hombres	3
201709	Septiembre 2017	24	Campo de Daroca		Sin empleo anterior	Mujeres	4
201709	Septiembre 2017	25	Jiloca	1	Agricultura, ganadería y pesca	Hombres	18
201709	Septiembre 2017	25	Jiloca	1	Agricultura, ganadería y pesca	Mujeres	9
201709	Septiembre 2017	25	Jiloca	2	Industria y energía	Hombres	36
201709	Septiembre 2017	25	Jiloca	2	Industria y energía	Mujeres	41
201709	Septiembre 2017	25	Jiloca	3	Construcción	Hombres	22
201709	Septiembre 2017	25	Jiloca	3	Construcción	Mujeres	2
201709	Septiembre 2017	25	Jiloca	4	Servicios	Hombres	86
201709	Septiembre 2017	25	Jiloca	4	Servicios	Mujeres	154
201709	Septiembre 2017	25	Jiloca		Sin empleo anterior	Hombres	5
201709	Septiembre 2017	25	Jiloca		Sin empleo anterior	Mujeres	23
201709	Septiembre 2017	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Hombres	12
201709	Septiembre 2017	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Mujeres	4
201709	Septiembre 2017	26	Cuencas Mineras	2	Industria y energía	Hombres	46
201709	Septiembre 2017	26	Cuencas Mineras	2	Industria y energía	Mujeres	26
201709	Septiembre 2017	26	Cuencas Mineras	3	Construcción	Hombres	28
201709	Septiembre 2017	26	Cuencas Mineras	3	Construcción	Mujeres	2
201709	Septiembre 2017	26	Cuencas Mineras	4	Servicios	Hombres	60
201709	Septiembre 2017	26	Cuencas Mineras	4	Servicios	Mujeres	175
201709	Septiembre 2017	26	Cuencas Mineras		Sin empleo anterior	Hombres	18
201709	Septiembre 2017	26	Cuencas Mineras		Sin empleo anterior	Mujeres	47
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Hombres	25
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Mujeres	18
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	2	Industria y energía	Hombres	99
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	2	Industria y energía	Mujeres	24
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	3	Construcción	Hombres	36
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	3	Construcción	Mujeres	6
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	4	Servicios	Hombres	85
201709	Septiembre 2017	27	Andorra-Sierra de Arcos	4	Servicios	Mujeres	197
201709	Septiembre 2017	27	Andorra-Sierra de Arcos		Sin empleo anterior	Hombres	13
201709	Septiembre 2017	27	Andorra-Sierra de Arcos		Sin empleo anterior	Mujeres	46
201709	Septiembre 2017	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Hombres	101
201709	Septiembre 2017	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Mujeres	59
201709	Septiembre 2017	28	Bajo Aragón	2	Industria y energía	Hombres	86
201709	Septiembre 2017	28	Bajo Aragón	2	Industria y energía	Mujeres	59
201709	Septiembre 2017	28	Bajo Aragón	3	Construcción	Hombres	98
201709	Septiembre 2017	28	Bajo Aragón	3	Construcción	Mujeres	23
201709	Septiembre 2017	28	Bajo Aragón	4	Servicios	Hombres	226
201709	Septiembre 2017	28	Bajo Aragón	4	Servicios	Mujeres	581
201709	Septiembre 2017	28	Bajo Aragón		Sin empleo anterior	Hombres	31
201709	Septiembre 2017	28	Bajo Aragón		Sin empleo anterior	Mujeres	73
201709	Septiembre 2017	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Hombres	37
201709	Septiembre 2017	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Mujeres	13
201709	Septiembre 2017	29	Comunidad de Teruel	2	Industria y energía	Hombres	114
201709	Septiembre 2017	29	Comunidad de Teruel	2	Industria y energía	Mujeres	122
201709	Septiembre 2017	29	Comunidad de Teruel	3	Construcción	Hombres	168
201709	Septiembre 2017	29	Comunidad de Teruel	3	Construcción	Mujeres	20
201709	Septiembre 2017	29	Comunidad de Teruel	4	Servicios	Hombres	475
201709	Septiembre 2017	29	Comunidad de Teruel	4	Servicios	Mujeres	992
201709	Septiembre 2017	29	Comunidad de Teruel		Sin empleo anterior	Hombres	55
201709	Septiembre 2017	29	Comunidad de Teruel		Sin empleo anterior	Mujeres	124
201709	Septiembre 2017	30	Maestrazgo	1	Agricultura, ganadería y pesca	Hombres	8
201709	Septiembre 2017	30	Maestrazgo	1	Agricultura, ganadería y pesca	Mujeres	5
201709	Septiembre 2017	30	Maestrazgo	2	Industria y energía	Hombres	7
201709	Septiembre 2017	30	Maestrazgo	2	Industria y energía	Mujeres	6
201709	Septiembre 2017	30	Maestrazgo	3	Construcción	Hombres	9
