Año	Residencia comarca código	Residencia comarca nombre	Edad (grandes grupos)	Sexo	Relación lugar de residencia y nacimiento	Personas
2004	25	Jiloca	65 y más	Mujeres	4 - Distinta CA	111
2004	25	Jiloca	65 y más	Mujeres	5 - Nacidos en el extranjero	1
2004	26	Cuencas Mineras	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	98
2004	26	Cuencas Mineras	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	334
2004	26	Cuencas Mineras	0 a 15	Hombres	3 - Misma CA y distinta provincia	66
2004	26	Cuencas Mineras	0 a 15	Hombres	4 - Distinta CA	29
2004	26	Cuencas Mineras	0 a 15	Hombres	5 - Nacidos en el extranjero	49
2004	26	Cuencas Mineras	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	110
2004	26	Cuencas Mineras	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	328
2004	26	Cuencas Mineras	0 a 15	Mujeres	3 - Misma CA y distinta provincia	63
2004	26	Cuencas Mineras	0 a 15	Mujeres	4 - Distinta CA	32
2004	26	Cuencas Mineras	0 a 15	Mujeres	5 - Nacidos en el extranjero	30
2004	26	Cuencas Mineras	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1143
2004	26	Cuencas Mineras	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1037
2004	26	Cuencas Mineras	16 a 64	Hombres	3 - Misma CA y distinta provincia	288
2004	26	Cuencas Mineras	16 a 64	Hombres	4 - Distinta CA	516
2004	26	Cuencas Mineras	16 a 64	Hombres	5 - Nacidos en el extranjero	259
2004	26	Cuencas Mineras	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	826
2004	26	Cuencas Mineras	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	947
2004	26	Cuencas Mineras	16 a 64	Mujeres	3 - Misma CA y distinta provincia	226
2004	26	Cuencas Mineras	16 a 64	Mujeres	4 - Distinta CA	461
2004	26	Cuencas Mineras	16 a 64	Mujeres	5 - Nacidos en el extranjero	104
2004	26	Cuencas Mineras	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	698
2004	26	Cuencas Mineras	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	201
2004	26	Cuencas Mineras	65 y más	Hombres	3 - Misma CA y distinta provincia	28
2004	26	Cuencas Mineras	65 y más	Hombres	4 - Distinta CA	229
2004	26	Cuencas Mineras	65 y más	Hombres	5 - Nacidos en el extranjero	2
2004	26	Cuencas Mineras	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	733
2004	26	Cuencas Mineras	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	277
2004	26	Cuencas Mineras	65 y más	Mujeres	3 - Misma CA y distinta provincia	32
2004	26	Cuencas Mineras	65 y más	Mujeres	4 - Distinta CA	256
2004	26	Cuencas Mineras	65 y más	Mujeres	5 - Nacidos en el extranjero	4
2004	27	Andorra-Sierra de Arcos	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	394
2004	27	Andorra-Sierra de Arcos	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	183
2004	27	Andorra-Sierra de Arcos	0 a 15	Hombres	3 - Misma CA y distinta provincia	140
2004	27	Andorra-Sierra de Arcos	0 a 15	Hombres	4 - Distinta CA	33
2004	27	Andorra-Sierra de Arcos	0 a 15	Hombres	5 - Nacidos en el extranjero	52
2004	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	393
2004	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	192
2004	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	3 - Misma CA y distinta provincia	139
2004	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	4 - Distinta CA	33
2004	27	Andorra-Sierra de Arcos	0 a 15	Mujeres	5 - Nacidos en el extranjero	49
2004	27	Andorra-Sierra de Arcos	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1276
2004	27	Andorra-Sierra de Arcos	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1043
2004	27	Andorra-Sierra de Arcos	16 a 64	Hombres	3 - Misma CA y distinta provincia	538
2004	27	Andorra-Sierra de Arcos	16 a 64	Hombres	4 - Distinta CA	674
2004	27	Andorra-Sierra de Arcos	16 a 64	Hombres	5 - Nacidos en el extranjero	259
2004	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1037
2004	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1003
2004	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	3 - Misma CA y distinta provincia	482
2004	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	4 - Distinta CA	602
2004	27	Andorra-Sierra de Arcos	16 a 64	Mujeres	5 - Nacidos en el extranjero	129
2004	27	Andorra-Sierra de Arcos	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	736
2004	27	Andorra-Sierra de Arcos	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	132
2004	27	Andorra-Sierra de Arcos	65 y más	Hombres	3 - Misma CA y distinta provincia	42
2004	27	Andorra-Sierra de Arcos	65 y más	Hombres	4 - Distinta CA	235
2004	27	Andorra-Sierra de Arcos	65 y más	Hombres	5 - Nacidos en el extranjero	6
2004	27	Andorra-Sierra de Arcos	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	837
2004	27	Andorra-Sierra de Arcos	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	167
2004	27	Andorra-Sierra de Arcos	65 y más	Mujeres	3 - Misma CA y distinta provincia	39
2004	27	Andorra-Sierra de Arcos	65 y más	Mujeres	4 - Distinta CA	291
2004	27	Andorra-Sierra de Arcos	65 y más	Mujeres	5 - Nacidos en el extranjero	3
2004	28	Bajo Aragón	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	1292
2004	28	Bajo Aragón	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	276
2004	28	Bajo Aragón	0 a 15	Hombres	3 - Misma CA y distinta provincia	267
2004	28	Bajo Aragón	0 a 15	Hombres	4 - Distinta CA	95
2004	28	Bajo Aragón	0 a 15	Hombres	5 - Nacidos en el extranjero	198
2004	28	Bajo Aragón	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1227
2004	28	Bajo Aragón	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	266
2004	28	Bajo Aragón	0 a 15	Mujeres	3 - Misma CA y distinta provincia	254
2004	28	Bajo Aragón	0 a 15	Mujeres	4 - Distinta CA	99
2004	28	Bajo Aragón	0 a 15	Mujeres	5 - Nacidos en el extranjero	191
2004	28	Bajo Aragón	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	3913
2004	28	Bajo Aragón	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	2103
2004	28	Bajo Aragón	16 a 64	Hombres	3 - Misma CA y distinta provincia	842
2004	28	Bajo Aragón	16 a 64	Hombres	4 - Distinta CA	1263
2004	28	Bajo Aragón	16 a 64	Hombres	5 - Nacidos en el extranjero	1195
2004	28	Bajo Aragón	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	3374
2004	28	Bajo Aragón	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	2094
2004	28	Bajo Aragón	16 a 64	Mujeres	3 - Misma CA y distinta provincia	822
2004	28	Bajo Aragón	16 a 64	Mujeres	4 - Distinta CA	1211
2004	28	Bajo Aragón	16 a 64	Mujeres	5 - Nacidos en el extranjero	738
2004	28	Bajo Aragón	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1748
2004	28	Bajo Aragón	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	691
2004	28	Bajo Aragón	65 y más	Hombres	3 - Misma CA y distinta provincia	95
2004	28	Bajo Aragón	65 y más	Hombres	4 - Distinta CA	318
2004	28	Bajo Aragón	65 y más	Hombres	5 - Nacidos en el extranjero	19
2004	28	Bajo Aragón	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2114
2004	28	Bajo Aragón	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	889
2004	28	Bajo Aragón	65 y más	Mujeres	3 - Misma CA y distinta provincia	135
2004	28	Bajo Aragón	65 y más	Mujeres	4 - Distinta CA	383
2004	28	Bajo Aragón	65 y más	Mujeres	5 - Nacidos en el extranjero	25
2004	29	Comunidad de Teruel	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	2552
2004	29	Comunidad de Teruel	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	353
2004	29	Comunidad de Teruel	0 a 15	Hombres	3 - Misma CA y distinta provincia	86
2004	29	Comunidad de Teruel	0 a 15	Hombres	4 - Distinta CA	167
2004	29	Comunidad de Teruel	0 a 15	Hombres	5 - Nacidos en el extranjero	137
2004	29	Comunidad de Teruel	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2411
2004	29	Comunidad de Teruel	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	312
2004	29	Comunidad de Teruel	0 a 15	Mujeres	3 - Misma CA y distinta provincia	114
2004	29	Comunidad de Teruel	0 a 15	Mujeres	4 - Distinta CA	155
2004	29	Comunidad de Teruel	0 a 15	Mujeres	5 - Nacidos en el extranjero	130
2004	29	Comunidad de Teruel	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	7555
2004	29	Comunidad de Teruel	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	2989
2004	29	Comunidad de Teruel	16 a 64	Hombres	3 - Misma CA y distinta provincia	552
2004	29	Comunidad de Teruel	16 a 64	Hombres	4 - Distinta CA	1882
2004	29	Comunidad de Teruel	16 a 64	Hombres	5 - Nacidos en el extranjero	988
2004	29	Comunidad de Teruel	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	7105
2004	29	Comunidad de Teruel	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	3155
2004	29	Comunidad de Teruel	16 a 64	Mujeres	3 - Misma CA y distinta provincia	585
2004	29	Comunidad de Teruel	16 a 64	Mujeres	4 - Distinta CA	1805
2004	29	Comunidad de Teruel	16 a 64	Mujeres	5 - Nacidos en el extranjero	806
2004	29	Comunidad de Teruel	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	2633
2004	29	Comunidad de Teruel	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	1311
2004	29	Comunidad de Teruel	65 y más	Hombres	3 - Misma CA y distinta provincia	103
2004	29	Comunidad de Teruel	65 y más	Hombres	4 - Distinta CA	501
2004	29	Comunidad de Teruel	65 y más	Hombres	5 - Nacidos en el extranjero	20
2004	29	Comunidad de Teruel	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	3067
2004	29	Comunidad de Teruel	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1808
2004	29	Comunidad de Teruel	65 y más	Mujeres	3 - Misma CA y distinta provincia	189
2004	29	Comunidad de Teruel	65 y más	Mujeres	4 - Distinta CA	640
2004	29	Comunidad de Teruel	65 y más	Mujeres	5 - Nacidos en el extranjero	30
2004	30	Maestrazgo	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	73
2004	30	Maestrazgo	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	93
2004	30	Maestrazgo	0 a 15	Hombres	3 - Misma CA y distinta provincia	16
2004	30	Maestrazgo	0 a 15	Hombres	4 - Distinta CA	18
2004	30	Maestrazgo	0 a 15	Hombres	5 - Nacidos en el extranjero	20
2004	30	Maestrazgo	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	53
2004	30	Maestrazgo	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	81
2004	30	Maestrazgo	0 a 15	Mujeres	3 - Misma CA y distinta provincia	15
2004	30	Maestrazgo	0 a 15	Mujeres	4 - Distinta CA	26
2004	30	Maestrazgo	0 a 15	Mujeres	5 - Nacidos en el extranjero	14
2004	30	Maestrazgo	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	548
2004	30	Maestrazgo	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	326
2004	30	Maestrazgo	16 a 64	Hombres	3 - Misma CA y distinta provincia	48
2004	30	Maestrazgo	16 a 64	Hombres	4 - Distinta CA	186
2004	30	Maestrazgo	16 a 64	Hombres	5 - Nacidos en el extranjero	136
2004	30	Maestrazgo	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	360
2004	30	Maestrazgo	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	297
2004	30	Maestrazgo	16 a 64	Mujeres	3 - Misma CA y distinta provincia	39
2004	30	Maestrazgo	16 a 64	Mujeres	4 - Distinta CA	146
2004	30	Maestrazgo	16 a 64	Mujeres	5 - Nacidos en el extranjero	80
2004	30	Maestrazgo	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	410
2004	30	Maestrazgo	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	98
2004	30	Maestrazgo	65 y más	Hombres	3 - Misma CA y distinta provincia	4
2004	30	Maestrazgo	65 y más	Hombres	4 - Distinta CA	40
2004	30	Maestrazgo	65 y más	Hombres	5 - Nacidos en el extranjero	8
2004	30	Maestrazgo	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	425
2004	30	Maestrazgo	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	124
2004	30	Maestrazgo	65 y más	Mujeres	3 - Misma CA y distinta provincia	6
2004	30	Maestrazgo	65 y más	Mujeres	4 - Distinta CA	51
2004	30	Maestrazgo	65 y más	Mujeres	5 - Nacidos en el extranjero	8
2004	31	Sierra de Albarracín	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	46
2004	31	Sierra de Albarracín	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	153
2004	31	Sierra de Albarracín	0 a 15	Hombres	3 - Misma CA y distinta provincia	8
2004	31	Sierra de Albarracín	0 a 15	Hombres	4 - Distinta CA	20
2004	31	Sierra de Albarracín	0 a 15	Hombres	5 - Nacidos en el extranjero	27
2004	31	Sierra de Albarracín	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	53
2004	31	Sierra de Albarracín	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	147
2004	31	Sierra de Albarracín	0 a 15	Mujeres	3 - Misma CA y distinta provincia	3
2004	31	Sierra de Albarracín	0 a 15	Mujeres	4 - Distinta CA	22
2004	31	Sierra de Albarracín	0 a 15	Mujeres	5 - Nacidos en el extranjero	25
2004	31	Sierra de Albarracín	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	656
2004	31	Sierra de Albarracín	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	489
2004	31	Sierra de Albarracín	16 a 64	Hombres	3 - Misma CA y distinta provincia	53
2004	31	Sierra de Albarracín	16 a 64	Hombres	4 - Distinta CA	217
2004	31	Sierra de Albarracín	16 a 64	Hombres	5 - Nacidos en el extranjero	110
2004	31	Sierra de Albarracín	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	434
2004	31	Sierra de Albarracín	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	435
2004	31	Sierra de Albarracín	16 a 64	Mujeres	3 - Misma CA y distinta provincia	33
2004	31	Sierra de Albarracín	16 a 64	Mujeres	4 - Distinta CA	192
2004	31	Sierra de Albarracín	16 a 64	Mujeres	5 - Nacidos en el extranjero	68
2004	31	Sierra de Albarracín	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	632
2004	31	Sierra de Albarracín	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	127
2004	31	Sierra de Albarracín	65 y más	Hombres	3 - Misma CA y distinta provincia	7
2004	31	Sierra de Albarracín	65 y más	Hombres	4 - Distinta CA	53
2004	31	Sierra de Albarracín	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	696
2004	31	Sierra de Albarracín	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	148
2004	31	Sierra de Albarracín	65 y más	Mujeres	3 - Misma CA y distinta provincia	8
2004	31	Sierra de Albarracín	65 y más	Mujeres	4 - Distinta CA	59
2004	32	Gúdar-Javalambre	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	116
2004	32	Gúdar-Javalambre	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	250
2004	32	Gúdar-Javalambre	0 a 15	Hombres	3 - Misma CA y distinta provincia	6
2004	32	Gúdar-Javalambre	0 a 15	Hombres	4 - Distinta CA	77
2004	32	Gúdar-Javalambre	0 a 15	Hombres	5 - Nacidos en el extranjero	44
2004	32	Gúdar-Javalambre	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	122
2004	32	Gúdar-Javalambre	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	256
2004	32	Gúdar-Javalambre	0 a 15	Mujeres	3 - Misma CA y distinta provincia	7
2004	32	Gúdar-Javalambre	0 a 15	Mujeres	4 - Distinta CA	91
2004	32	Gúdar-Javalambre	0 a 15	Mujeres	5 - Nacidos en el extranjero	56
2004	32	Gúdar-Javalambre	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	911
2004	32	Gúdar-Javalambre	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	846
2004	32	Gúdar-Javalambre	16 a 64	Hombres	3 - Misma CA y distinta provincia	19
2004	32	Gúdar-Javalambre	16 a 64	Hombres	4 - Distinta CA	598
2004	32	Gúdar-Javalambre	16 a 64	Hombres	5 - Nacidos en el extranjero	368
2004	32	Gúdar-Javalambre	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	613
2004	32	Gúdar-Javalambre	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	706
2004	32	Gúdar-Javalambre	16 a 64	Mujeres	3 - Misma CA y distinta provincia	23
2004	32	Gúdar-Javalambre	16 a 64	Mujeres	4 - Distinta CA	534
2004	32	Gúdar-Javalambre	16 a 64	Mujeres	5 - Nacidos en el extranjero	199
2004	32	Gúdar-Javalambre	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	793
2004	32	Gúdar-Javalambre	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	207
2004	32	Gúdar-Javalambre	65 y más	Hombres	3 - Misma CA y distinta provincia	5
2004	32	Gúdar-Javalambre	65 y más	Hombres	4 - Distinta CA	117
2004	32	Gúdar-Javalambre	65 y más	Hombres	5 - Nacidos en el extranjero	8
2004	32	Gúdar-Javalambre	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	817
2004	32	Gúdar-Javalambre	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	237
2004	32	Gúdar-Javalambre	65 y más	Mujeres	3 - Misma CA y distinta provincia	4
2004	32	Gúdar-Javalambre	65 y más	Mujeres	4 - Distinta CA	108
2004	32	Gúdar-Javalambre	65 y más	Mujeres	5 - Nacidos en el extranjero	6
2004	33	Matarraña / Matarranya	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	243
2004	33	Matarraña / Matarranya	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	139
2004	33	Matarraña / Matarranya	0 a 15	Hombres	3 - Misma CA y distinta provincia	24
2004	33	Matarraña / Matarranya	0 a 15	Hombres	4 - Distinta CA	68
2004	33	Matarraña / Matarranya	0 a 15	Hombres	5 - Nacidos en el extranjero	35
2004	33	Matarraña / Matarranya	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	240
2004	33	Matarraña / Matarranya	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	112
2004	33	Matarraña / Matarranya	0 a 15	Mujeres	3 - Misma CA y distinta provincia	20
2004	33	Matarraña / Matarranya	0 a 15	Mujeres	4 - Distinta CA	46
2004	33	Matarraña / Matarranya	0 a 15	Mujeres	5 - Nacidos en el extranjero	36
2004	33	Matarraña / Matarranya	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1142
2004	33	Matarraña / Matarranya	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	730
2004	33	Matarraña / Matarranya	16 a 64	Hombres	3 - Misma CA y distinta provincia	101
2004	33	Matarraña / Matarranya	16 a 64	Hombres	4 - Distinta CA	456
2004	33	Matarraña / Matarranya	16 a 64	Hombres	5 - Nacidos en el extranjero	265
2004	33	Matarraña / Matarranya	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	876
2004	33	Matarraña / Matarranya	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	656
2004	33	Matarraña / Matarranya	16 a 64	Mujeres	3 - Misma CA y distinta provincia	93
2004	33	Matarraña / Matarranya	16 a 64	Mujeres	4 - Distinta CA	481
2004	33	Matarraña / Matarranya	16 a 64	Mujeres	5 - Nacidos en el extranjero	145
2004	33	Matarraña / Matarranya	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	990
2004	33	Matarraña / Matarranya	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	182
2004	33	Matarraña / Matarranya	65 y más	Hombres	3 - Misma CA y distinta provincia	11
2004	33	Matarraña / Matarranya	65 y más	Hombres	4 - Distinta CA	130
2004	33	Matarraña / Matarranya	65 y más	Hombres	5 - Nacidos en el extranjero	4
2004	33	Matarraña / Matarranya	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1086
2004	33	Matarraña / Matarranya	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	192
2004	33	Matarraña / Matarranya	65 y más	Mujeres	3 - Misma CA y distinta provincia	16
2004	33	Matarraña / Matarranya	65 y más	Mujeres	4 - Distinta CA	135
2004	33	Matarraña / Matarranya	65 y más	Mujeres	5 - Nacidos en el extranjero	7
2005	01	La Jacetania	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	740
2005	01	La Jacetania	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	157
2005	01	La Jacetania	0 a 15	Hombres	3 - Misma CA y distinta provincia	108
2005	01	La Jacetania	0 a 15	Hombres	4 - Distinta CA	119
2005	01	La Jacetania	0 a 15	Hombres	5 - Nacidos en el extranjero	102
2005	01	La Jacetania	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	674
2005	01	La Jacetania	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	143
2005	01	La Jacetania	0 a 15	Mujeres	3 - Misma CA y distinta provincia	96
2005	01	La Jacetania	0 a 15	Mujeres	4 - Distinta CA	114
2005	01	La Jacetania	0 a 15	Mujeres	5 - Nacidos en el extranjero	124
2005	01	La Jacetania	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	2485
2005	01	La Jacetania	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1024
2005	01	La Jacetania	16 a 64	Hombres	3 - Misma CA y distinta provincia	777
2005	01	La Jacetania	16 a 64	Hombres	4 - Distinta CA	1368
2005	01	La Jacetania	16 a 64	Hombres	5 - Nacidos en el extranjero	591
2005	01	La Jacetania	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	2028
2005	01	La Jacetania	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1079
2005	01	La Jacetania	16 a 64	Mujeres	3 - Misma CA y distinta provincia	693
2005	01	La Jacetania	16 a 64	Mujeres	4 - Distinta CA	1090
2005	01	La Jacetania	16 a 64	Mujeres	5 - Nacidos en el extranjero	573
2005	01	La Jacetania	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	1008
2005	01	La Jacetania	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	325
2005	01	La Jacetania	65 y más	Hombres	3 - Misma CA y distinta provincia	145
2005	01	La Jacetania	65 y más	Hombres	4 - Distinta CA	206
2005	01	La Jacetania	65 y más	Hombres	5 - Nacidos en el extranjero	27
2005	01	La Jacetania	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	1023
2005	01	La Jacetania	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	649
2005	01	La Jacetania	65 y más	Mujeres	3 - Misma CA y distinta provincia	184
2005	01	La Jacetania	65 y más	Mujeres	4 - Distinta CA	248
2005	01	La Jacetania	65 y más	Mujeres	5 - Nacidos en el extranjero	30
2005	02	Alto Gállego	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	276
2005	02	Alto Gállego	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	368
2005	02	Alto Gállego	0 a 15	Hombres	3 - Misma CA y distinta provincia	91
2005	02	Alto Gállego	0 a 15	Hombres	4 - Distinta CA	60
2005	02	Alto Gállego	0 a 15	Hombres	5 - Nacidos en el extranjero	68
2005	02	Alto Gállego	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	282
2005	02	Alto Gállego	0 a 15	Mujeres	2 - Misma CA, misma provincia y distinto municipio	337
2005	02	Alto Gállego	0 a 15	Mujeres	3 - Misma CA y distinta provincia	88
2005	02	Alto Gállego	0 a 15	Mujeres	4 - Distinta CA	64
2005	02	Alto Gállego	0 a 15	Mujeres	5 - Nacidos en el extranjero	68
2005	02	Alto Gállego	16 a 64	Hombres	1 - Misma CA, misma provincia y mismo municipio	1109
2005	02	Alto Gállego	16 a 64	Hombres	2 - Misma CA, misma provincia y distinto municipio	1744
2005	02	Alto Gállego	16 a 64	Hombres	3 - Misma CA y distinta provincia	475
2005	02	Alto Gállego	16 a 64	Hombres	4 - Distinta CA	711
2005	02	Alto Gállego	16 a 64	Hombres	5 - Nacidos en el extranjero	474
2005	02	Alto Gállego	16 a 64	Mujeres	1 - Misma CA, misma provincia y mismo municipio	901
2005	02	Alto Gállego	16 a 64	Mujeres	2 - Misma CA, misma provincia y distinto municipio	1719
2005	02	Alto Gállego	16 a 64	Mujeres	3 - Misma CA y distinta provincia	471
2005	02	Alto Gállego	16 a 64	Mujeres	4 - Distinta CA	619
2005	02	Alto Gállego	16 a 64	Mujeres	5 - Nacidos en el extranjero	380
2005	02	Alto Gállego	65 y más	Hombres	1 - Misma CA, misma provincia y mismo municipio	655
2005	02	Alto Gállego	65 y más	Hombres	2 - Misma CA, misma provincia y distinto municipio	466
2005	02	Alto Gállego	65 y más	Hombres	3 - Misma CA y distinta provincia	83
2005	02	Alto Gállego	65 y más	Hombres	4 - Distinta CA	123
2005	02	Alto Gállego	65 y más	Hombres	5 - Nacidos en el extranjero	19
2005	02	Alto Gállego	65 y más	Mujeres	1 - Misma CA, misma provincia y mismo municipio	565
2005	02	Alto Gállego	65 y más	Mujeres	2 - Misma CA, misma provincia y distinto municipio	637
2005	02	Alto Gállego	65 y más	Mujeres	3 - Misma CA y distinta provincia	96
2005	02	Alto Gállego	65 y más	Mujeres	4 - Distinta CA	154
2005	02	Alto Gállego	65 y más	Mujeres	5 - Nacidos en el extranjero	18
2005	03	Sobrarbe	0 a 15	Hombres	1 - Misma CA, misma provincia y mismo municipio	202
2005	03	Sobrarbe	0 a 15	Hombres	2 - Misma CA, misma provincia y distinto municipio	104
2005	03	Sobrarbe	0 a 15	Hombres	3 - Misma CA y distinta provincia	28
2005	03	Sobrarbe	0 a 15	Hombres	4 - Distinta CA	42
2005	03	Sobrarbe	0 a 15	Hombres	5 - Nacidos en el extranjero	34
2005	03	Sobrarbe	0 a 15	Mujeres	1 - Misma CA, misma provincia y mismo municipio	197
