Año	Código del municipio	Nombre del municipio	Unidades de trabajo que son jefes de explotación	Unidades de trabajo que son asalariados	Unidades de trabajo que son asalariados fijos	Unidades de trabajo que son asalariados eventuales	Unidades de trabajo que son mano de obra familiar	Unidades de trabajo que siendo mano de obra familiar son titulares explotación	Unidades de trabajo que siendo mano de obra familiar son cónyuges	Unidades de trabajo que siendo mano de obra familiar son otros diferentes
1989	50025	Almunia de Doña Godina (La)	185	104	21	83	249	174	15	60
1989	50026	Alpartir	60	7	2	5	70	53	5	13
1989	50027	Ambel	37	10	6	4	42	30	1	11
1989	50028	Anento	7	4	3	1	6	5	1	0
1989	50029	Aniñón	102	5	2	3	116	101	9	5
1989	50030	Añón de Moncayo	23	2	0	2	31	23	2	5
1989	50031	Aranda de Moncayo	28	7	2	5	28	26	0	2
1989	50032	Arándiga	73	6	5	1	80	72	3	5
1989	50033	Ardisa	9	1	1	0	11	9	0	1
1989	50034	Ariza	68	11	10	1	65	63	1	1
1989	50035	Artieda	6	6	6	0	4	4	0	0
1989	50036	Asín	4	2	2	0	4	3	0	1
1989	50037	Atea	67	8	1	7	98	63	16	19
1989	50038	Ateca	56	18	7	11	67	50	3	14
1989	50039	Azuara	68	17	15	2	76	66	3	7
1989	50040	Badules	16	1	1	0	18	15	0	3
1989	50041	Bagüés	4	1	1	0	3	3	0	0
1989	50042	Balconchán	8	5	3	2	7	6	1	0
1989	50043	Bárboles	20	14	12	3	20	19	1	1
1989	50044	Bardallur	27	0	0	0	30	27	2	1
1989	50045	Belchite	163	19	15	4	168	162	4	2
1989	50046	Belmonte de Gracián	51	3	1	2	67	50	6	11
1989	50047	Berdejo	3	1	1	0	2	2	0	0
1989	50048	Berrueco	9	1	1	0	8	8	0	0
1989	50050	Bijuesca	37	2	2	0	43	36	2	5
1989	50051	Biota	92	37	35	2	104	81	3	20
1989	50052	Bisimbre	16	2	1	1	21	16	1	4
1989	50053	Boquiñeni	96	53	11	42	115	92	11	12
1989	50054	Bordalba	23	2	2	0	21	21	0	0
1989	50055	Borja	189	23	13	10	215	185	12	17
1989	50056	Botorrita	16	1	1	0	17	15	0	1
1989	50057	Brea de Aragón	22	1	0	1	29	21	2	6
1989	50058	Bubierca	13	7	6	1	10	9	0	0
1989	50059	Bujaraloz	65	1	1	0	73	65	0	8
1989	50060	Bulbuente	36	9	4	5	43	36	3	3
1989	50061	Bureta	42	2	0	1	48	41	2	5
1989	50062	Burgo de Ebro (El)	66	43	32	11	69	60	0	8
1989	50063	Buste (El)	13	0	0	0	18	13	2	3
1989	50064	Cabañas de Ebro	26	1	1	0	32	25	2	4
1989	50065	Cabolafuente	18	0	0	0	18	18	0	0
1989	50066	Cadrete	16	0	0	0	20	16	1	4
1989	50067	Calatayud	227	138	42	96	252	206	6	39
1989	50068	Calatorao	126	53	18	35	156	120	6	30
1989	50069	Calcena	7	3	3	0	5	5	0	1
1989	50070	Calmarza	14	1	1	0	14	13	0	1
1989	50071	Campillo de Aragón	24	2	2	0	25	23	0	1
1989	50072	Carenas	52	2	1	1	59	51	1	7
1989	50073	Cariñena	108	154	13	141	136	96	6	33
1989	50074	Caspe	477	102	54	48	574	462	31	81
1989	50075	Castejón de Alarba	32	1	1	0	51	31	12	7
1989	50076	Castejón de las Armas	26	0	0	0	26	26	1	0
1989	50077	Castejón de Valdejasa	37	4	3	1	50	36	2	11
1989	50078	Castiliscar	28	3	3	0	27	27	0	0
1989	50079	Cervera de la Cañada	62	7	2	5	66	61	2	3
1989	50080	Cerveruela	3	1	1	0	2	2	0	0
1989	50081	Cetina	69	5	5	0	75	67	3	5
1989	50082	Cimballa	15	3	2	0	15	14	1	0
1989	50083	Cinco Olivas	3	0	0	0	3	3	0	0
1989	50084	Clarés de Ribota	24	0	0	0	26	23	2	1
1989	50085	Codo	12	1	0	1	12	12	0	0
1989	50086	Codos	65	6	2	4	85	64	10	11
1989	50087	Contamina	7	0	0	0	7	7	0	0
1989	50088	Cosuenda	55	21	5	16	83	53	7	23
1989	50089	Cuarte de Huerva	7	2	1	1	9	7	0	2
1989	50090	Cubel	34	2	2	0	37	33	1	4
1989	50091	Cuerlas (Las)	15	1	1	0	16	14	0	2
1989	50092	Chiprana	10	42	31	11	11	8	1	2
1989	50093	Chodes	25	2	0	2	32	25	1	6
1989	50094	Daroca	49	5	3	2	49	48	0	1
1989	50095	Ejea de los Caballeros	758	215	164	51	871	537	25	309
1989	50096	Embid de Ariza	11	3	3	0	10	10	0	0
1989	50098	Encinacorba	34	11	6	5	39	32	2	6
1989	50099	Épila	290	102	48	53	312	262	6	44
1989	50100	Erla	15	24	13	11	13	11	0	2
1989	50101	Escatrón	46	8	5	3	59	45	7	7
1989	50102	Fabara	197	9	3	6	313	196	56	61
1989	50104	Farlete	44	6	5	0	50	41	0	9
1989	50105	Fayón	47	14	4	10	53	44	5	3
1989	50106	Fayos (Los)	9	2	1	1	9	8	0	1
1989	50107	Figueruelas	28	7	4	3	29	27	1	1
1989	50108	Fombuena	4	3	1	2	4	3	0	1
1989	50109	Frago (El)	7	0	0	0	9	7	1	1
1989	50110	Frasno (El)	90	19	2	17	129	89	11	29
1989	50111	Fréscano	30	9	6	3	41	29	2	11
1989	50113	Fuendejalón	96	6	2	4	116	93	3	19
1989	50114	Fuendetodos	20	2	2	0	22	19	0	3
1989	50115	Fuentes de Ebro	224	51	35	16	243	220	3	20
1989	50116	Fuentes de Jiloca	42	12	8	4	54	40	1	13
1989	50117	Gallocanta	27	2	2	0	29	25	1	3
1989	50118	Gallur	105	52	29	23	121	100	5	15
1989	50119	Gelsa	151	1	1	0	181	151	19	11
1989	50120	Godojos	21	3	3	0	20	19	0	0
1989	50121	Gotor	20	3	1	2	24	19	3	3
1989	50122	Grisel	10	0	0	0	14	10	1	3
1989	50123	Grisén	13	0	0	0	14	13	0	1
1989	50124	Herrera de los Navarros	94	7	2	5	101	92	3	5
1989	50125	Ibdes	51	3	1	2	61	48	2	11
1989	50126	Illueca	29	5	1	4	36	28	2	6
1989	50128	Isuerre	4	2	1	1	6	3	0	3
1989	50129	Jaraba	18	4	3	0	18	16	1	1
1989	50130	Jarque de Moncayo	37	12	1	11	50	36	6	8
1989	50131	Jaulín	22	0	0	0	32	22	0	10
1989	50132	Joyosa (La)	30	6	6	0	32	29	0	2
1989	50133	Lagata	26	2	2	0	27	24	0	2
1989	50134	Langa del Castillo	30	4	4	0	31	28	3	0
1989	50135	Layana	1	1	0	1	2	1	0	1
1989	50136	Lécera	76	14	12	2	75	68	1	6
1989	50137	Leciñena	118	12	11	1	130	112	4	14
1989	50138	Lechón	11	2	2	0	14	10	0	4
1989	50139	Letux	58	4	3	1	63	57	1	5
1989	50140	Litago	18	1	1	0	24	17	1	5
1989	50141	Lituénigo	20	0	0	0	29	20	5	5
1989	50142	Lobera de Onsella	7	6	4	2	8	5	1	2
1989	50143	Longares	102	50	11	39	136	78	6	52
1989	50144	Longás	5	3	2	0	6	4	0	2
1989	50146	Lucena de Jalón	20	22	14	8	25	17	1	7
1989	50147	Luceni	72	20	13	6	72	67	1	4
1989	50148	Luesia	34	16	4	11	42	32	4	6
1989	50149	Luesma	5	3	3	0	7	4	1	2
1989	50150	Lumpiaque	45	0	0	0	49	45	1	3
1989	50151	Luna	98	52	38	14	117	91	1	25
1989	50152	Maella	256	35	8	27	364	254	55	55
1989	50153	Magallón	104	6	2	4	143	102	9	32
1989	50154	Mainar	25	5	4	1	24	23	0	1
1989	50155	Malanquilla	17	2	1	1	16	16	0	0
1989	50156	Maleján	0	0	0	0	0	0	0	0
1989	50157	Malón	16	25	25	0	21	16	2	3
1989	50159	Maluenda	129	24	6	18	148	125	4	19
1989	50160	Mallén	145	2	1	2	167	144	6	17
1989	50161	Manchones	24	2	2	0	26	23	1	2
1989	50162	Mara	40	3	1	2	51	40	7	4
1989	50163	María de Huerva	37	12	9	4	60	37	1	22
1989	50164	Mediana de Aragón	73	11	7	4	89	73	2	14
1989	50165	Mequinenza	159	17	13	4	226	150	33	44
1989	50166	Mesones de Isuela	73	3	1	2	105	72	6	27
1989	50167	Mezalocha	49	4	3	1	71	47	10	14
1989	50168	Mianos	4	0	0	0	6	3	0	3
1989	50169	Miedes de Aragón	93	4	2	2	121	92	8	21
1989	50170	Monegrillo	46	27	27	0	66	42	0	23
1989	50171	Moneva	19	3	3	0	21	17	2	2
1989	50172	Monreal de Ariza	58	11	4	7	77	57	11	10
1989	50173	Monterde	24	3	2	1	23	23	0	0
1989	50174	Montón	25	5	2	3	27	23	1	2
1989	50175	Morata de Jalón	104	15	3	12	115	102	6	7
1989	50176	Morata de Jiloca	66	15	5	10	94	62	18	14
1989	50177	Morés	55	7	3	4	70	50	3	17
1989	50178	Moros	136	5	2	3	166	134	1	31
1989	50179	Moyuela	45	0	0	0	66	45	7	14
1989	50180	Mozota	19	2	2	0	20	19	0	1
1989	50181	Muel	68	25	16	8	71	66	1	4
1989	50182	Muela (La)	47	22	13	9	71	45	3	23
1989	50183	Munébrega	47	12	1	11	61	46	3	11
1989	50184	Murero	20	1	1	0	26	20	1	5
1989	50185	Murillo de Gállego	12	3	2	1	13	11	0	2
1989	50186	Navardún	9	2	2	0	12	6	0	7
1989	50187	Nigüella	21	6	3	3	26	20	0	6
1989	50188	Nombrevilla	7	1	1	0	6	6	0	0
1989	50189	Nonaspe	86	19	9	10	126	84	18	24
1989	50190	Novallas	44	3	1	2	47	44	0	3
1989	50191	Novillas	96	1	1	0	116	95	4	17
1989	50192	Nuévalos	8	15	14	2	6	5	0	1
1989	50193	Nuez de Ebro	6	4	4	0	5	5	0	0
1989	50194	Olvés	43	6	1	5	64	42	10	12
1989	50195	Orcajo	12	7	5	2	10	8	1	1
1989	50196	Orera	33	2	2	1	37	32	3	3
1989	50197	Orés	16	5	3	2	15	15	0	0
1989	50198	Oseja	4	0	0	0	7	4	2	1
1989	50199	Osera de Ebro	11	3	3	0	12	12	0	0
1989	50200	Paniza	61	12	1	11	88	59	6	22
1989	50201	Paracuellos de Jiloca	40	5	1	4	45	38	1	6
1989	50202	Paracuellos de la Ribera	62	15	5	11	79	57	12	10
1989	50203	Pastriz	20	14	10	5	20	19	0	1
1989	50204	Pedrola	101	28	24	4	114	98	6	10
1989	50205	Pedrosas (Las)	10	3	3	0	13	10	0	3
1989	50206	Perdiguera	47	14	11	3	60	43	2	15
1989	50207	Piedratajada	21	6	5	1	22	20	0	2
1989	50208	Pina de Ebro	126	59	55	4	123	111	3	9
1989	50209	Pinseque	47	13	13	0	43	41	0	1
1989	50210	Pintanos (Los)	16	4	3	1	19	15	1	3
1989	50211	Plasencia de Jalón	57	26	13	12	58	55	0	3
1989	50212	Pleitas	8	8	4	4	10	8	0	2
1989	50213	Plenas	22	2	1	1	33	21	4	8
1989	50214	Pomer	3	12	2	10	2	2	0	0
1989	50215	Pozuel de Ariza	6	1	1	0	10	5	3	2
1989	50216	Pozuelo de Aragón	40	11	4	7	69	40	1	28
1989	50217	Pradilla de Ebro	54	9	5	4	69	51	5	14
1989	50218	Puebla de Albortón	33	1	1	0	33	32	0	1
1989	50219	Puebla de Alfindén (La)	32	2	2	0	38	32	0	6
1989	50220	Puendeluna	6	0	0	0	8	6	0	2
1989	50221	Purujosa	3	3	3	0	2	1	0	1
1989	50222	Quinto	137	63	31	32	158	132	1	26
1989	50223	Remolinos	42	14	3	11	54	41	4	9
1989	50224	Retascón	21	1	1	0	20	20	0	0
1989	50225	Ricla	161	105	20	85	223	154	18	51
1989	50227	Romanos	19	1	1	0	24	18	0	6
1989	50228	Rueda de Jalón	90	53	16	37	114	88	1	26
1989	50229	Ruesca	16	3	1	2	22	15	2	5
1989	50230	Sádaba	88	41	15	25	95	80	0	14
1989	50231	Salillas de Jalón	15	22	1	20	15	13	0	2
1989	50232	Salvatierra de Esca	16	6	2	3	16	13	0	3
1989	50233	Samper del Salz	9	0	0	0	10	9	0	0
1989	50234	San Martín de la Virgen de Moncayo	10	1	1	0	12	9	2	1
1989	50235	San Mateo de Gállego	134	24	23	1	150	128	6	16
1989	50236	Santa Cruz de Grío	50	7	3	4	75	48	8	19
1989	50237	Santa Cruz de Moncayo	4	0	0	0	5	4	0	1
1989	50238	Santa Eulalia de Gállego	9	2	2	0	8	8	0	0
1989	50239	Santed	14	1	1	0	13	13	0	0
1989	50240	Sástago	156	134	66	68	160	151	4	5
1989	50241	Saviñán	53	46	11	34	55	39	3	13
1989	50242	Sediles	18	2	1	1	20	17	1	2
1989	50243	Sestrica	52	9	3	5	63	49	5	9
1989	50244	Sierra de Luna	36	16	15	1	38	33	1	5
1989	50245	Sigüés	13	5	4	0	13	10	1	2
1989	50246	Sisamón	15	2	2	0	14	13	0	1
1989	50247	Sobradiel	33	13	10	3	41	32	0	9
1989	50248	Sos del Rey Católico	65	38	27	10	84	60	2	22
1989	50249	Tabuenca	97	2	1	1	147	97	20	30
1989	50250	Talamantes	7	2	2	0	7	5	2	0
1989	50251	Tarazona	377	86	55	30	441	369	23	50
1989	50252	Tauste	401	183	160	23	538	371	15	152
1989	50253	Terrer	54	7	3	3	54	52	1	1
1989	50254	Tierga	45	6	3	4	71	44	2	25
1989	50255	Tobed	38	3	2	1	50	37	4	8
1989	50256	Torralba de los Frailes	29	2	2	0	30	28	0	2
1989	50257	Torralba de Ribota	38	5	3	2	38	36	1	0
1989	50258	Torralbilla	16	2	2	0	16	15	0	1
1989	50259	Torrehermosa	25	0	0	0	36	25	7	4
1989	50260	Torrelapaja	8	1	1	0	7	7	0	0
1989	50261	Torrellas	7	3	2	1	9	6	0	3
1989	50262	Torres de Berrellén	71	31	29	1	81	69	3	9
1989	50263	Torrijo de la Cañada	108	8	5	4	122	96	4	22
1989	50264	Tosos	46	29	8	21	57	43	6	8
1989	50265	Trasmoz	18	0	0	0	26	18	3	5
1989	50266	Trasobares	47	1	1	0	58	46	3	9
1989	50267	Uncastillo	69	27	21	6	71	54	0	16
1989	50268	Undués de Lerda	7	1	1	0	6	6	0	0
1989	50269	Urrea de Jalón	45	11	1	10	56	45	3	8
1989	50270	Urriés	8	2	2	0	6	6	0	0
1989	50271	Used	54	5	4	1	63	53	3	7
1989	50272	Utebo	119	46	13	32	130	118	1	11
1989	50273	Valdehorna	19	0	0	0	23	19	3	1
1989	50274	Val de San Martín	15	2	2	0	19	14	3	3
1989	50275	Valmadrid	14	2	2	0	13	13	0	0
1989	50276	Valpalmas	15	12	12	0	21	14	0	6
1989	50277	Valtorres	20	1	1	0	20	19	1	0
1989	50278	Velilla de Ebro	34	2	2	0	41	34	3	4
1989	50279	Velilla de Jiloca	18	3	1	2	26	17	2	7
1989	50280	Vera de Moncayo	52	1	1	0	61	52	3	6
1989	50281	Vierlas	5	2	2	0	9	5	2	2
1989	50282	Vilueña (La)	14	2	1	1	17	13	1	3
1989	50283	Villadoz	24	1	1	0	24	23	0	0
1989	50284	Villafeliche	21	4	1	3	29	20	2	7
1989	50285	Villafranca de Ebro	33	9	8	0	35	32	0	4
1989	50286	Villalba de Perejil	14	1	0	1	15	14	1	0
1989	50287	Villalengua	78	12	1	11	114	77	7	30
1989	50288	Villanueva de Gállego	70	21	21	0	79	64	1	14
1989	50289	Villanueva de Jiloca	15	2	0	2	17	15	2	0
1989	50290	Villanueva de Huerva	72	8	3	5	88	70	5	12
1989	50291	Villar de los Navarros	30	4	1	3	39	30	2	7
1989	50292	Villarreal de Huerva	19	13	10	3	18	16	0	2
1989	50293	Villarroya de la Sierra	119	12	4	8	142	112	8	22
1989	50294	Villarroya del Campo	20	2	1	1	22	20	0	2
1989	50295	Vistabella	5	0	0	0	6	5	0	1
1989	50296	Zaida (La)	17	4	4	0	20	16	1	3
1989	50297	Zaragoza	955	526	446	79	1098	856	76	166
1989	50298	Zuera	273	75	60	15	283	265	4	13
1989	50901	Biel	8	10	2	8	8	7	1	0
1999	22001	Abiego	34,631	8,229	7,26	0,969	34,692	30,351	1,52	2,821
1999	22002	Abizanda	18,563	3,162	2,285	0,877	22,359	17,6	2,134	2,625
1999	22003	Adahuesca	16,339	0,881	0,881	0	18,381	15,523	1,234	1,624
1999	22004	Agüero	12,466	0,012	0,012	0	14,455	12,454	0,68	1,321
1999	22006	Aísa	14,106	1,016	1,016	0	18,437	13,915	1,423	3,099
1999	22007	Albalate de Cinca	106,889	70,498	33,432	37,066	99,339	78,802	9,137	11,4
1999	22008	Albalatillo	10,594	5,734	5,529	0,205	10,052	8,832	0,876	0,344
1999	22009	Albelda	199,639	81,514	55,877	25,637	251,23	179,29	29,247	42,693
1999	22011	Albero Alto	9,963	1,985	0,482	1,503	10,145	9,481	0	0,664
1999	22012	Albero Bajo	23,182	4,974	4,317	0,657	28,185	21,74	0,578	5,867
1999	22013	Alberuela de Tubo	26,022	6,584	6,263	0,321	26,985	22,642	0,949	3,394
1999	22014	Alcalá de Gurrea	20,886	11,679	9,966	1,713	23,593	17,151	0,349	6,093
1999	22015	Alcalá del Obispo	40,171	24,365	23,708	0,657	39,661	32,011	2,764	4,886
1999	22016	Alcampell	107,284	48,072	42,708	5,364	125,709	88,613	16,037	21,059
1999	22017	Alcolea de Cinca	83,444	46,511	38,794	7,717	74,452	68,943	2,309	3,2
1999	22018	Alcubierre	60,823	21,895	21,589	0,306	54,674	49,164	0,402	5,108
1999	22019	Alerre	3,445	0,008	0,008	0	4,764	3,437	0	1,327
1999	22020	Alfántega	18,211	4,129	3,771	0,358	21,952	15,786	1,741	4,425
1999	22021	Almudévar	179,88	52,049	50,518	1,531	199,521	161,732	7,846	29,943
1999	22022	Almunia de San Juan	41,616	25,966	21,581	4,385	44,834	36,935	3,622	4,277
1999	22023	Almuniente	70,956	39,045	39,045	0	74,714	61,648	3,761	9,305
1999	22024	Alquézar	17,276	0,227	0,008	0,219	21,878	16,873	2,495	2,51
1999	22025	Altorricón	128,291	100,744	69,69	31,054	126,481	98,601	12,712	15,168
1999	22027	Angüés	39,902	8,725	8,46	0,265	39,875	38,199	1,106	0,57
1999	22028	Ansó	17,63	4,012	4,012	0	18,355	16,618	0,174	1,563
1999	22029	Antillón	19,074	1,621	0,004	1,617	20,345	19,057	1,061	0,227
1999	22032	Aragüés del Puerto	4,874	0,008	0,008	0	6,059	4,866	0,603	0,59
1999	22035	Arén	30,779	29,047	26,189	2,858	22,147	20,715	1,37	0,062
1999	22036	Argavieso	8,807	3,107	3,107	0	6,835	6,7	0	0,135
1999	22037	Arguis	4,875	5,154	5,154	0	4,724	3,719	0,459	0,546
1999	22039	Ayerbe	54,621	3,345	3,289	0,056	62,217	53,735	4,566	3,916
1999	22040	Azanuy-Alins	33,923	13,658	7,794	5,864	34,364	28,294	3,296	2,774
1999	22041	Azara	12,998	0,004	0,004	0	15,832	12,951	1,72	1,161
1999	22042	Azlor	15,355	0,094	0,008	0,086	19,129	14,888	3,2	1,041
1999	22043	Baells	40,251	1,831	1,02	0,811	42,606	39,231	1,488	1,887
1999	22044	Bailo	40,803	11,695	8,681	3,014	48,303	37,928	3,047	7,328
1999	22045	Baldellou	29,822	2,845	1,11	1,735	30,342	28,83	0,961	0,551
1999	22046	Ballobar	105,358	14,917	13,765	1,152	137,274	98,628	21,851	16,795
1999	22047	Banastás	2,931	1	1	0	2,062	1,931	0	0,131
1999	22048	Barbastro	166,136	106,541	58,748	47,793	182,66	149,573	19,963	13,124
1999	22049	Barbués	16,118	3,678	2,758	0,92	19,387	15,932	0,755	2,7
1999	22050	Barbuñales	4,779	2,175	2,175	0	5,602	4,604	0,296	0,702
1999	22051	Bárcabo	21,995	4,38	1,661	2,719	30,614	20,959	7,391	2,264
1999	22052	Belver de Cinca	189,146	176,95	107,5	69,45	232,356	163,73	19,132	49,494
1999	22053	Benabarre	101,73	48,851	45,628	3,223	102,591	79,126	16,462	7,003
1999	22054	Benasque	11,441	3,975	3,182	0,793	16,055	10,059	2,217	3,779
1999	22055	Berbegal	51,201	17,236	14,058	3,178	54,707	46,288	3,125	5,294
1999	22057	Bielsa	22,366	0,004	0,004	0	29,322	21,573	3,061	4,688
1999	22058	Bierge	27,289	7,823	7,114	0,709	28,94	23,897	2,75	2,293
1999	22059	Biescas	49,43	2,167	1,19	0,977	64,75	48,238	4,763	11,749
1999	22060	Binaced	192,527	56,297	43,761	12,536	191,094	165,677	14,261	11,156
1999	22061	Binéfar	87,106	39,118	32,989	6,129	69,671	61,343	5,61	2,718
1999	22062	Bisaurri	40,253	3,419	2,99	0,429	54,603	38,763	9,016	6,824
1999	22063	Biscarrués	30,818	8,233	7,652	0,581	31,88	27,801	0,479	3,6
1999	22064	Blecua y Torres	26,441	9,722	9,657	0,065	25,313	23,709	0,841	0,763
1999	22066	Boltaña	21,32	2,674	1,885	0,789	27,184	20,435	0,8	5,949
1999	22067	Bonansa	9,804	5,358	4,262	1,096	12,313	8,792	1,657	1,864
1999	22068	Borau	6,268	0,004	0,004	0	6,264	6,264	0	0
1999	22069	Broto	43,329	1,004	1,004	0	55,417	43,325	5,036	7,056
1999	22072	Caldearenas	18,805	3,075	2,024	1,051	21,709	17,63	1	3,079
1999	22074	Campo	8,025	3,556	3,556	0	8,394	6,594	1,8	0
1999	22075	Camporrells	27,207	11,298	10,758	0,54	22,84	22,199	0,253	0,388
1999	22076	Canal de Berdún	65,283	3,682	3,004	0,678	79,837	64,279	6,184	9,374
1999	22077	Candasnos	48,54	10,967	10,273	0,694	53,972	44,441	1,52	8,011
1999	22078	Canfranc	1,604	0,004	0,004	0	1,834	1,6	0	0,234
1999	22079	Capdesaso	16,078	5,981	5,981	0	14,347	14,347	0	0
1999	22080	Capella	31,776	2,925	1,055	1,87	43,483	31,721	5,482	6,28
1999	22081	Casbas de Huesca	52,048	5,293	5,25	0,043	55,838	51,295	1,435	3,108
1999	22082	Castejón del Puente	28,879	1,654	1,611	0,043	29,275	28,268	0,209	0,798
1999	22083	Castejón de Monegros	63,585	35,849	29,53	6,319	60,143	46,428	3,388	10,327
1999	22084	Castejón de Sos	16,692	3,283	3,012	0,271	19,94	14,68	0,393	4,867
1999	22085	Castelflorite	35,607	13,162	8,405	4,757	39,022	31,909	2,388	4,725
1999	22086	Castiello de Jaca	9,39	2,352	2,133	0,219	8,952	8,382	0,57	0
1999	22087	Castigaleu	13,867	3,019	1,881	1,138	17,382	12,986	0	4,396
1999	22088	Castillazuelo	33,856	5,289	4,348	0,941	43,747	31,182	4,968	7,597
1999	22089	Castillonroy	54,668	12,882	8,029	4,853	63,472	49,551	6,778	7,143
1999	22090	Colungo	22,822	1,016	1,016	0	31,165	21,806	4,956	4,403
1999	22094	Chalamera	22,712	4,096	3,535	0,561	23,45	19,717	1,568	2,165
1999	22095	Chía	10,772	1,422	1,383	0,039	14,64	9,764	0,748	4,128
1999	22096	Chimillas	6,415	0,914	0,914	0	7,941	5,626	0	2,315
1999	22099	Esplús	67,063	73,501	66,372	7,129	59,58	46,954	4,909	7,717
1999	22102	Estada	18,995	5,876	4,883	0,993	23,06	17,207	4,497	1,356
1999	22103	Estadilla	88,763	29,497	17,163	12,334	92,53	80,558	6,524	5,448
1999	22105	Estopiñán del Castillo	33,967	28,94	25,873	3,067	37,241	29,824	4,109	3,308
1999	22106	Fago	1,711	0	0	0	1,955	1,711	0,002	0,242
1999	22107	Fanlo	3,387	0,139	0,139	0	5,505	3,248	0,657	1,6
1999	22109	Fiscal	30,311	1,012	1,012	0	40,898	30,299	1,863	8,736
1999	22110	Fonz	89,854	26,653	25,081	1,572	87,38	74,531	6,818	6,031
1999	22111	Foradada del Toscar	33,655	12,958	12,915	0,043	49,127	30,439	10,163	8,525
1999	22112	Fraga	741,523	472,641	234,475	238,166	894,839	625,658	124,944	144,237
1999	22113	Fueva (La)	61,799	15,37	15,153	0,217	83,681	55,003	19,536	9,142
1999	22114	Gistaín	21,519	0,012	0,012	0	35,957	21,244	3,988	10,725
1999	22115	Grado (El)	47,437	1,209	1,174	0,035	58,951	46,352	4,802	7,797
1999	22116	Grañén	122,008	95,904	92,228	3,676	118,434	96,462	10,484	11,488
1999	22117	Graus	130,947	17,984	13,151	4,833	173,459	123,247	29,764	20,448
1999	22119	Gurrea de Gállego	164,796	60,907	43,297	17,61	152,675	144,395	3,086	5,194
1999	22122	Hoz de Jaca	5,609	0,807	0,807	0	5,281	4,581	0	0,7
1999	22124	Huerto	55,908	13,543	13,408	0,135	54,207	47,188	2,643	4,376
1999	22125	Huesca	140,215	132,013	125,57	6,443	138,582	116,863	6,545	15,174
1999	22126	Ibieca	9,127	4,091	4,091	0	8,955	7,905	0,008	1,042
1999	22127	Igriés	17,638	14,076	14,076	0	21,186	16,342	1,489	3,355
1999	22128	Ilche	58,697	12,921	12,921	0	55,845	51,221	2,862	1,762
1999	22129	Isábena	35,131	10,84	8,477	2,363	44,16	29,904	11,183	3,073
1999	22130	Jaca	136,989	29,68	20,293	9,387	188,768	127,586	17,337	43,845
1999	22131	Jasa	7,662	0,004	0,004	0	9,659	7,658	1,148	0,853
1999	22133	Labuerda	7,259	1,008	1,008	0	7,251	7,251	0	0
1999	22135	Laluenga	43,14	3,532	3,179	0,353	48,572	40,918	1,302	6,352
1999	22136	Lalueza	113,84	24,443	24,045	0,398	115,156	104,973	5,522	4,661
1999	22137	Lanaja	117,397	35,111	31,871	3,24	125,931	101,516	9,979	14,436
1999	22139	Laperdiguera	9,87	0,789	0,789	0	11,262	9,081	0,065	2,116
1999	22141	Lascellas-Ponzano	28,896	6,073	5,898	0,175	32,7	24,498	4,581	3,621
1999	22142	Lascuarre	11,482	0,059	0,016	0,043	16,506	11,466	2,931	2,109
1999	22143	Laspaúles	37,55	5,649	4,326	1,323	49,522	35,474	8,859	5,189
1999	22144	Laspuña	12,341	0,004	0,004	0	15,124	12,078	1,063	1,983
1999	22149	Loarre	46,199	3,821	1,453	2,368	54,36	44,265	2,339	7,756
1999	22150	Loporzano	64,344	7,886	7,164	0,722	69,876	62,541	2,958	4,377
1999	22151	Loscorrales	17,509	6,717	6,047	0,67	18,279	16,175	0,045	2,059
1999	22155	Monesma y Cajigar	23,98	6,141	4,974	1,167	29,586	20,978	5,168	3,44
1999	22156	Monflorite-Lascasas	22,817	5,519	5,432	0,087	27,162	20,678	3,003	3,481
1999	22157	Montanuy	63,273	15,027	12,734	2,293	102,769	59,558	15,516	27,695
1999	22158	Monzón	259,134	118,356	94,766	23,59	268,5	212,529	26,268	29,703
1999	22160	Naval	22,804	2,25	2,031	0,219	21,898	20,898	1	0
1999	22162	Novales	11,951	4,211	2,896	1,315	11,28	10,93	0	0,35
1999	22163	Nueno	23,796	9,266	9,266	0	23,513	21,393	1,228	0,892
1999	22164	Olvena	10,826	2,296	0,806	1,49	15,361	9,06	3,322	2,979
1999	22165	Ontiñena	54,18	20,891	18,556	2,335	53,885	44,397	4,701	4,787
1999	22167	Osso de Cinca	105,484	98,283	63,452	34,831	121,454	86,739	12,39	22,325
1999	22168	Palo	3,833	0,016	0,012	0,004	4,621	3,821	0,8	0
1999	22170	Panticosa	15,412	1,826	1,3	0,526	16,291	14,362	1,054	0,875
1999	22172	Peñalba	61,5	39,173	28,543	10,63	67,21	51,962	3,002	12,246
1999	22173	Peñas de Riglos (Las)	25,658	4,968	4,968	0	31,378	23,922	3,548	3,908
1999	22174	Peralta de Alcofea	77,863	17,238	16,27	0,968	79,45	73,469	1,82	4,161
1999	22175	Peralta de Calasanz	61,49	5,099	3,25	1,849	64,501	57,492	2,896	4,113
1999	22176	Peraltilla	10,574	1,169	1,139	0,03	11,033	8,997	1,232	0,804
1999	22177	Perarrúa	14,215	0,589	0,283	0,306	17,395	13,055	0,221	4,119
1999	22178	Pertusa	18,565	9,921	9,264	0,657	15,169	13,626	0,821	0,722
1999	22181	Piracés	16,502	2,004	1,917	0,087	16,378	14,491	0,854	1,033
