Comarca código	Comarca nombre	Tipo variación	Sexo	Nacionalidad Continente codigo	Nacionalidad Continente	Año	Variaciones
10	Los Monegros	Interna	Hombres	3	América	2015	3
10	Los Monegros	Interna	Mujeres	1	Europa	2015	203
10	Los Monegros	Interna	Mujeres	2	África	2015	8
10	Los Monegros	Interna	Mujeres	3	América	2015	11
11	Bajo Cinca / Baix Cinca	Externa	Hombres	1	Europa	2015	350
11	Bajo Cinca / Baix Cinca	Externa	Hombres	2	África	2015	110
11	Bajo Cinca / Baix Cinca	Externa	Hombres	3	América	2015	7
11	Bajo Cinca / Baix Cinca	Externa	Hombres	4	Asia	2015	1
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	1	Europa	2015	304
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	2	África	2015	23
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	3	América	2015	9
11	Bajo Cinca / Baix Cinca	Externa	Mujeres	4	Asia	2015	3
11	Bajo Cinca / Baix Cinca	Interna	Hombres	1	Europa	2015	102
11	Bajo Cinca / Baix Cinca	Interna	Hombres	2	África	2015	22
11	Bajo Cinca / Baix Cinca	Interna	Hombres	3	América	2015	1
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	1	Europa	2015	88
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	2	África	2015	16
11	Bajo Cinca / Baix Cinca	Interna	Mujeres	3	América	2015	5
12	Tarazona y el Moncayo	Externa	Hombres	1	Europa	2015	87
12	Tarazona y el Moncayo	Externa	Hombres	2	África	2015	11
12	Tarazona y el Moncayo	Externa	Hombres	3	América	2015	5
12	Tarazona y el Moncayo	Externa	Hombres	4	Asia	2015	4
12	Tarazona y el Moncayo	Externa	Mujeres	1	Europa	2015	107
12	Tarazona y el Moncayo	Externa	Mujeres	2	África	2015	6
12	Tarazona y el Moncayo	Externa	Mujeres	3	América	2015	2
12	Tarazona y el Moncayo	Interna	Hombres	1	Europa	2015	104
12	Tarazona y el Moncayo	Interna	Hombres	2	África	2015	7
12	Tarazona y el Moncayo	Interna	Hombres	3	América	2015	6
12	Tarazona y el Moncayo	Interna	Mujeres	1	Europa	2015	106
12	Tarazona y el Moncayo	Interna	Mujeres	2	África	2015	12
12	Tarazona y el Moncayo	Interna	Mujeres	3	América	2015	6
13	Campo de Borja	Externa	Hombres	1	Europa	2015	74
13	Campo de Borja	Externa	Hombres	2	África	2015	25
13	Campo de Borja	Externa	Hombres	3	América	2015	5
13	Campo de Borja	Externa	Hombres	4	Asia	2015	2
13	Campo de Borja	Externa	Mujeres	1	Europa	2015	70
13	Campo de Borja	Externa	Mujeres	2	África	2015	9
13	Campo de Borja	Externa	Mujeres	3	América	2015	10
13	Campo de Borja	Externa	Mujeres	4	Asia	2015	3
13	Campo de Borja	Interna	Hombres	1	Europa	2015	128
13	Campo de Borja	Interna	Hombres	2	África	2015	19
13	Campo de Borja	Interna	Hombres	3	América	2015	4
13	Campo de Borja	Interna	Mujeres	1	Europa	2015	145
13	Campo de Borja	Interna	Mujeres	2	África	2015	7
13	Campo de Borja	Interna	Mujeres	3	América	2015	5
14	Aranda	Externa	Hombres	1	Europa	2015	24
14	Aranda	Externa	Hombres	2	África	2015	14
14	Aranda	Externa	Hombres	3	América	2015	2
14	Aranda	Externa	Mujeres	1	Europa	2015	25
14	Aranda	Externa	Mujeres	2	África	2015	2
14	Aranda	Interna	Hombres	1	Europa	2015	73
14	Aranda	Interna	Hombres	2	África	2015	4
14	Aranda	Interna	Hombres	3	América	2015	1
14	Aranda	Interna	Mujeres	1	Europa	2015	72
14	Aranda	Interna	Mujeres	2	África	2015	3
14	Aranda	Interna	Mujeres	3	América	2015	3
15	Ribera Alta del Ebro	Externa	Hombres	1	Europa	2015	146
15	Ribera Alta del Ebro	Externa	Hombres	2	África	2015	15
15	Ribera Alta del Ebro	Externa	Hombres	3	América	2015	13
15	Ribera Alta del Ebro	Externa	Hombres	4	Asia	2015	7
15	Ribera Alta del Ebro	Externa	Mujeres	1	Europa	2015	123
15	Ribera Alta del Ebro	Externa	Mujeres	2	África	2015	4
15	Ribera Alta del Ebro	Externa	Mujeres	3	América	2015	14
15	Ribera Alta del Ebro	Interna	Hombres	1	Europa	2015	369
15	Ribera Alta del Ebro	Interna	Hombres	2	África	2015	7
15	Ribera Alta del Ebro	Interna	Hombres	3	América	2015	15
15	Ribera Alta del Ebro	Interna	Hombres	4	Asia	2015	2
15	Ribera Alta del Ebro	Interna	Hombres	5	Otros continentes	2015	1
15	Ribera Alta del Ebro	Interna	Mujeres	1	Europa	2015	393
15	Ribera Alta del Ebro	Interna	Mujeres	2	África	2015	8
15	Ribera Alta del Ebro	Interna	Mujeres	3	América	2015	18
15	Ribera Alta del Ebro	Interna	Mujeres	4	Asia	2015	2
16	Valdejalón	Externa	Hombres	1	Europa	2015	267
16	Valdejalón	Externa	Hombres	2	África	2015	127
16	Valdejalón	Externa	Hombres	3	América	2015	16
16	Valdejalón	Externa	Hombres	4	Asia	2015	6
16	Valdejalón	Externa	Mujeres	1	Europa	2015	261
16	Valdejalón	Externa	Mujeres	2	África	2015	40
16	Valdejalón	Externa	Mujeres	3	América	2015	24
16	Valdejalón	Interna	Hombres	1	Europa	2015	399
16	Valdejalón	Interna	Hombres	2	África	2015	40
16	Valdejalón	Interna	Hombres	3	América	2015	6
16	Valdejalón	Interna	Hombres	4	Asia	2015	5
16	Valdejalón	Interna	Mujeres	1	Europa	2015	440
16	Valdejalón	Interna	Mujeres	2	África	2015	34
16	Valdejalón	Interna	Mujeres	3	América	2015	21
16	Valdejalón	Interna	Mujeres	4	Asia	2015	2
17	D.C. Zaragoza	Externa	Hombres	1	Europa	2015	4233
17	D.C. Zaragoza	Externa	Hombres	2	África	2015	1605
17	D.C. Zaragoza	Externa	Hombres	3	América	2015	528
17	D.C. Zaragoza	Externa	Hombres	4	Asia	2015	560
17	D.C. Zaragoza	Externa	Hombres	5	Otros continentes	2015	1
17	D.C. Zaragoza	Externa	Mujeres	1	Europa	2015	4045
17	D.C. Zaragoza	Externa	Mujeres	2	África	2015	389
17	D.C. Zaragoza	Externa	Mujeres	3	América	2015	689
17	D.C. Zaragoza	Externa	Mujeres	4	Asia	2015	244
17	D.C. Zaragoza	Externa	Mujeres	5	Otros continentes	2015	2
17	D.C. Zaragoza	Interna	Hombres	1	Europa	2015	3780
17	D.C. Zaragoza	Interna	Hombres	2	África	2015	214
17	D.C. Zaragoza	Interna	Hombres	3	América	2015	131
17	D.C. Zaragoza	Interna	Hombres	4	Asia	2015	36
17	D.C. Zaragoza	Interna	Mujeres	1	Europa	2015	3728
17	D.C. Zaragoza	Interna	Mujeres	2	África	2015	107
17	D.C. Zaragoza	Interna	Mujeres	3	América	2015	300
17	D.C. Zaragoza	Interna	Mujeres	4	Asia	2015	20
18	Ribera Baja del Ebro	Externa	Hombres	1	Europa	2015	44
18	Ribera Baja del Ebro	Externa	Hombres	2	África	2015	7
18	Ribera Baja del Ebro	Externa	Hombres	3	América	2015	3
18	Ribera Baja del Ebro	Externa	Hombres	4	Asia	2015	3
18	Ribera Baja del Ebro	Externa	Mujeres	1	Europa	2015	32
18	Ribera Baja del Ebro	Externa	Mujeres	2	África	2015	9
18	Ribera Baja del Ebro	Externa	Mujeres	3	América	2015	3
18	Ribera Baja del Ebro	Interna	Hombres	1	Europa	2015	115
18	Ribera Baja del Ebro	Interna	Hombres	2	África	2015	6
18	Ribera Baja del Ebro	Interna	Hombres	3	América	2015	5
18	Ribera Baja del Ebro	Interna	Mujeres	1	Europa	2015	129
18	Ribera Baja del Ebro	Interna	Mujeres	2	África	2015	6
18	Ribera Baja del Ebro	Interna	Mujeres	3	América	2015	11
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	1	Europa	2015	171
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	2	África	2015	123
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	3	América	2015	3
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Hombres	4	Asia	2015	137
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	1	Europa	2015	179
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	2	África	2015	37
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	3	América	2015	5
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Externa	Mujeres	4	Asia	2015	13
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	1	Europa	2015	59
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	2	África	2015	29
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	3	América	2015	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	4	Asia	2015	19
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Hombres	5	Otros continentes	2015	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	1	Europa	2015	71
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	2	África	2015	14
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	3	América	2015	1
19	Bajo Aragón-Caspe / Baix Aragó-Casp	Interna	Mujeres	4	Asia	2015	9
20	Comunidad de Calatayud	Externa	Hombres	1	Europa	2015	653
20	Comunidad de Calatayud	Externa	Hombres	2	África	2015	95
20	Comunidad de Calatayud	Externa	Hombres	3	América	2015	62
20	Comunidad de Calatayud	Externa	Hombres	4	Asia	2015	16
20	Comunidad de Calatayud	Externa	Mujeres	1	Europa	2015	448
20	Comunidad de Calatayud	Externa	Mujeres	2	África	2015	34
20	Comunidad de Calatayud	Externa	Mujeres	3	América	2015	74
20	Comunidad de Calatayud	Externa	Mujeres	4	Asia	2015	9
20	Comunidad de Calatayud	Interna	Hombres	1	Europa	2015	473
20	Comunidad de Calatayud	Interna	Hombres	2	África	2015	19
20	Comunidad de Calatayud	Interna	Hombres	3	América	2015	12
20	Comunidad de Calatayud	Interna	Hombres	4	Asia	2015	4
20	Comunidad de Calatayud	Interna	Mujeres	1	Europa	2015	468
20	Comunidad de Calatayud	Interna	Mujeres	2	África	2015	9
20	Comunidad de Calatayud	Interna	Mujeres	3	América	2015	15
20	Comunidad de Calatayud	Interna	Mujeres	4	Asia	2015	7
21	Campo de Cariñena	Externa	Hombres	1	Europa	2015	48
21	Campo de Cariñena	Externa	Hombres	2	África	2015	48
21	Campo de Cariñena	Externa	Hombres	3	América	2015	1
21	Campo de Cariñena	Externa	Mujeres	1	Europa	2015	45
21	Campo de Cariñena	Externa	Mujeres	2	África	2015	5
21	Campo de Cariñena	Externa	Mujeres	3	América	2015	3
21	Campo de Cariñena	Interna	Hombres	1	Europa	2015	126
21	Campo de Cariñena	Interna	Hombres	2	África	2015	32
21	Campo de Cariñena	Interna	Hombres	3	América	2015	2
21	Campo de Cariñena	Interna	Mujeres	1	Europa	2015	135
21	Campo de Cariñena	Interna	Mujeres	2	África	2015	13
21	Campo de Cariñena	Interna	Mujeres	3	América	2015	8
22	Campo de Belchite	Externa	Hombres	1	Europa	2015	17
22	Campo de Belchite	Externa	Hombres	2	África	2015	2
22	Campo de Belchite	Externa	Hombres	3	América	2015	2
22	Campo de Belchite	Externa	Mujeres	1	Europa	2015	14
22	Campo de Belchite	Externa	Mujeres	2	África	2015	1
22	Campo de Belchite	Externa	Mujeres	3	América	2015	1
22	Campo de Belchite	Interna	Hombres	1	Europa	2015	90
22	Campo de Belchite	Interna	Hombres	2	África	2015	5
22	Campo de Belchite	Interna	Hombres	3	América	2015	2
22	Campo de Belchite	Interna	Mujeres	1	Europa	2015	99
22	Campo de Belchite	Interna	Mujeres	2	África	2015	1
22	Campo de Belchite	Interna	Mujeres	3	América	2015	8
23	Bajo Martín	Externa	Hombres	1	Europa	2015	21
23	Bajo Martín	Externa	Hombres	2	África	2015	19
23	Bajo Martín	Externa	Hombres	3	América	2015	4
23	Bajo Martín	Externa	Mujeres	1	Europa	2015	33
23	Bajo Martín	Externa	Mujeres	2	África	2015	8
23	Bajo Martín	Externa	Mujeres	3	América	2015	3
23	Bajo Martín	Interna	Hombres	1	Europa	2015	71
23	Bajo Martín	Interna	Hombres	2	África	2015	9
23	Bajo Martín	Interna	Mujeres	1	Europa	2015	69
23	Bajo Martín	Interna	Mujeres	2	África	2015	4
23	Bajo Martín	Interna	Mujeres	3	América	2015	1
24	Campo de Daroca	Externa	Hombres	1	Europa	2015	47
24	Campo de Daroca	Externa	Hombres	2	África	2015	6
24	Campo de Daroca	Externa	Hombres	3	América	2015	4
24	Campo de Daroca	Externa	Mujeres	1	Europa	2015	41
24	Campo de Daroca	Externa	Mujeres	2	África	2015	3
24	Campo de Daroca	Externa	Mujeres	3	América	2015	2
24	Campo de Daroca	Interna	Hombres	1	Europa	2015	95
24	Campo de Daroca	Interna	Hombres	2	África	2015	7
24	Campo de Daroca	Interna	Hombres	3	América	2015	5
24	Campo de Daroca	Interna	Mujeres	1	Europa	2015	95
24	Campo de Daroca	Interna	Mujeres	2	África	2015	10
24	Campo de Daroca	Interna	Mujeres	3	América	2015	5
25	Jiloca	Externa	Hombres	1	Europa	2015	91
25	Jiloca	Externa	Hombres	2	África	2015	33
25	Jiloca	Externa	Hombres	3	América	2015	7
25	Jiloca	Externa	Hombres	4	Asia	2015	2
25	Jiloca	Externa	Mujeres	1	Europa	2015	81
25	Jiloca	Externa	Mujeres	2	África	2015	8
25	Jiloca	Externa	Mujeres	3	América	2015	5
25	Jiloca	Externa	Mujeres	4	Asia	2015	2
25	Jiloca	Interna	Hombres	1	Europa	2015	150
25	Jiloca	Interna	Hombres	2	África	2015	23
25	Jiloca	Interna	Hombres	3	América	2015	6
25	Jiloca	Interna	Mujeres	1	Europa	2015	171
25	Jiloca	Interna	Mujeres	2	África	2015	16
25	Jiloca	Interna	Mujeres	3	América	2015	7
26	Cuencas Mineras	Externa	Hombres	1	Europa	2015	67
26	Cuencas Mineras	Externa	Hombres	2	África	2015	17
26	Cuencas Mineras	Externa	Hombres	4	Asia	2015	5
26	Cuencas Mineras	Externa	Mujeres	1	Europa	2015	52
26	Cuencas Mineras	Externa	Mujeres	2	África	2015	5
26	Cuencas Mineras	Externa	Mujeres	3	América	2015	2
26	Cuencas Mineras	Externa	Mujeres	4	Asia	2015	1
26	Cuencas Mineras	Interna	Hombres	1	Europa	2015	89
26	Cuencas Mineras	Interna	Hombres	2	África	2015	13
26	Cuencas Mineras	Interna	Hombres	3	América	2015	1
26	Cuencas Mineras	Interna	Hombres	4	Asia	2015	2
26	Cuencas Mineras	Interna	Mujeres	1	Europa	2015	105
26	Cuencas Mineras	Interna	Mujeres	2	África	2015	10
26	Cuencas Mineras	Interna	Mujeres	3	América	2015	2
27	Andorra-Sierra de Arcos	Externa	Hombres	1	Europa	2015	138
27	Andorra-Sierra de Arcos	Externa	Hombres	2	África	2015	8
27	Andorra-Sierra de Arcos	Externa	Hombres	4	Asia	2015	15
27	Andorra-Sierra de Arcos	Externa	Mujeres	1	Europa	2015	111
27	Andorra-Sierra de Arcos	Externa	Mujeres	2	África	2015	5
27	Andorra-Sierra de Arcos	Externa	Mujeres	3	América	2015	3
27	Andorra-Sierra de Arcos	Externa	Mujeres	4	Asia	2015	3
27	Andorra-Sierra de Arcos	Interna	Hombres	1	Europa	2015	91
27	Andorra-Sierra de Arcos	Interna	Hombres	2	África	2015	8
27	Andorra-Sierra de Arcos	Interna	Hombres	3	América	2015	1
27	Andorra-Sierra de Arcos	Interna	Hombres	4	Asia	2015	2
27	Andorra-Sierra de Arcos	Interna	Mujeres	1	Europa	2015	103
27	Andorra-Sierra de Arcos	Interna	Mujeres	2	África	2015	2
27	Andorra-Sierra de Arcos	Interna	Mujeres	3	América	2015	7
27	Andorra-Sierra de Arcos	Interna	Mujeres	4	Asia	2015	1
28	Bajo Aragón	Externa	Hombres	1	Europa	2015	269
28	Bajo Aragón	Externa	Hombres	2	África	2015	101
28	Bajo Aragón	Externa	Hombres	3	América	2015	12
28	Bajo Aragón	Externa	Hombres	4	Asia	2015	9
28	Bajo Aragón	Externa	Mujeres	1	Europa	2015	276
28	Bajo Aragón	Externa	Mujeres	2	África	2015	29
28	Bajo Aragón	Externa	Mujeres	3	América	2015	21
28	Bajo Aragón	Externa	Mujeres	4	Asia	2015	2
28	Bajo Aragón	Interna	Hombres	1	Europa	2015	177
28	Bajo Aragón	Interna	Hombres	2	África	2015	25
28	Bajo Aragón	Interna	Hombres	3	América	2015	1
28	Bajo Aragón	Interna	Hombres	4	Asia	2015	2
28	Bajo Aragón	Interna	Mujeres	1	Europa	2015	221
28	Bajo Aragón	Interna	Mujeres	2	África	2015	20
28	Bajo Aragón	Interna	Mujeres	3	América	2015	8
28	Bajo Aragón	Interna	Mujeres	4	Asia	2015	1
29	Comunidad de Teruel	Externa	Hombres	1	Europa	2015	343
29	Comunidad de Teruel	Externa	Hombres	2	África	2015	54
29	Comunidad de Teruel	Externa	Hombres	3	América	2015	55
29	Comunidad de Teruel	Externa	Hombres	4	Asia	2015	11
29	Comunidad de Teruel	Externa	Mujeres	1	Europa	2015	345
29	Comunidad de Teruel	Externa	Mujeres	2	África	2015	27
29	Comunidad de Teruel	Externa	Mujeres	3	América	2015	59
29	Comunidad de Teruel	Externa	Mujeres	4	Asia	2015	6
29	Comunidad de Teruel	Interna	Hombres	1	Europa	2015	320
29	Comunidad de Teruel	Interna	Hombres	2	África	2015	42
29	Comunidad de Teruel	Interna	Hombres	3	América	2015	6
29	Comunidad de Teruel	Interna	Hombres	4	Asia	2015	2
29	Comunidad de Teruel	Interna	Mujeres	1	Europa	2015	318
29	Comunidad de Teruel	Interna	Mujeres	2	África	2015	31
29	Comunidad de Teruel	Interna	Mujeres	3	América	2015	12
29	Comunidad de Teruel	Interna	Mujeres	4	Asia	2015	5
30	Maestrazgo	Externa	Hombres	1	Europa	2015	43
30	Maestrazgo	Externa	Hombres	2	África	2015	2
30	Maestrazgo	Externa	Mujeres	1	Europa	2015	38
30	Maestrazgo	Externa	Mujeres	2	África	2015	1
30	Maestrazgo	Externa	Mujeres	3	América	2015	1
30	Maestrazgo	Interna	Hombres	1	Europa	2015	28
30	Maestrazgo	Interna	Hombres	2	África	2015	8
30	Maestrazgo	Interna	Hombres	4	Asia	2015	3
30	Maestrazgo	Interna	Mujeres	1	Europa	2015	25
30	Maestrazgo	Interna	Mujeres	2	África	2015	2
30	Maestrazgo	Interna	Mujeres	3	América	2015	1
30	Maestrazgo	Interna	Mujeres	4	Asia	2015	5
31	Sierra de Albarracín	Externa	Hombres	1	Europa	2015	66
31	Sierra de Albarracín	Externa	Hombres	2	África	2015	11
31	Sierra de Albarracín	Externa	Hombres	3	América	2015	7
31	Sierra de Albarracín	Externa	Mujeres	1	Europa	2015	55
31	Sierra de Albarracín	Externa	Mujeres	2	África	2015	6
31	Sierra de Albarracín	Externa	Mujeres	3	América	2015	5
31	Sierra de Albarracín	Interna	Hombres	1	Europa	2015	59
31	Sierra de Albarracín	Interna	Hombres	2	África	2015	3
31	Sierra de Albarracín	Interna	Hombres	3	América	2015	1
31	Sierra de Albarracín	Interna	Mujeres	1	Europa	2015	63
31	Sierra de Albarracín	Interna	Mujeres	2	África	2015	1
31	Sierra de Albarracín	Interna	Mujeres	3	América	2015	6
32	Gúdar-Javalambre	Externa	Hombres	1	Europa	2015	177
32	Gúdar-Javalambre	Externa	Hombres	2	África	2015	18
32	Gúdar-Javalambre	Externa	Hombres	3	América	2015	8
32	Gúdar-Javalambre	Externa	Hombres	4	Asia	2015	1
32	Gúdar-Javalambre	Externa	Mujeres	1	Europa	2015	142
32	Gúdar-Javalambre	Externa	Mujeres	2	África	2015	12
32	Gúdar-Javalambre	Externa	Mujeres	3	América	2015	8
32	Gúdar-Javalambre	Interna	Hombres	1	Europa	2015	62
32	Gúdar-Javalambre	Interna	Hombres	2	África	2015	9
32	Gúdar-Javalambre	Interna	Hombres	3	América	2015	1
32	Gúdar-Javalambre	Interna	Mujeres	1	Europa	2015	79
32	Gúdar-Javalambre	Interna	Mujeres	2	África	2015	5
32	Gúdar-Javalambre	Interna	Mujeres	3	América	2015	3
33	Matarraña / Matarranya	Externa	Hombres	1	Europa	2015	95
33	Matarraña / Matarranya	Externa	Hombres	2	África	2015	19
33	Matarraña / Matarranya	Externa	Hombres	3	América	2015	5
33	Matarraña / Matarranya	Externa	Hombres	4	Asia	2015	4
33	Matarraña / Matarranya	Externa	Mujeres	1	Europa	2015	72
33	Matarraña / Matarranya	Externa	Mujeres	2	África	2015	5
33	Matarraña / Matarranya	Externa	Mujeres	3	América	2015	4
33	Matarraña / Matarranya	Interna	Hombres	1	Europa	2015	63
33	Matarraña / Matarranya	Interna	Hombres	2	África	2015	21
33	Matarraña / Matarranya	Interna	Hombres	3	América	2015	2
33	Matarraña / Matarranya	Interna	Hombres	5	Otros continentes	2015	1
33	Matarraña / Matarranya	Interna	Mujeres	1	Europa	2015	71
33	Matarraña / Matarranya	Interna	Mujeres	2	África	2015	9
33	Matarraña / Matarranya	Interna	Mujeres	3	América	2015	2
01	La Jacetania	Externa	Hombres	1	Europa	2014	262
01	La Jacetania	Externa	Hombres	2	África	2014	4
01	La Jacetania	Externa	Hombres	3	América	2014	33
01	La Jacetania	Externa	Hombres	4	Asia	2014	7
01	La Jacetania	Externa	Mujeres	1	Europa	2014	242
01	La Jacetania	Externa	Mujeres	2	África	2014	4
01	La Jacetania	Externa	Mujeres	3	América	2014	43
01	La Jacetania	Externa	Mujeres	4	Asia	2014	6
01	La Jacetania	Interna	Hombres	1	Europa	2014	164
01	La Jacetania	Interna	Hombres	2	África	2014	1
01	La Jacetania	Interna	Hombres	3	América	2014	8
01	La Jacetania	Interna	Hombres	4	Asia	2014	1
01	La Jacetania	Interna	Mujeres	1	Europa	2014	169
01	La Jacetania	Interna	Mujeres	2	África	2014	1
01	La Jacetania	Interna	Mujeres	3	América	2014	6
01	La Jacetania	Interna	Mujeres	4	Asia	2014	2
02	Alto Gállego	Externa	Hombres	1	Europa	2014	104
02	Alto Gállego	Externa	Hombres	2	África	2014	8
02	Alto Gállego	Externa	Hombres	3	América	2014	18
02	Alto Gállego	Externa	Hombres	4	Asia	2014	7
02	Alto Gállego	Externa	Mujeres	1	Europa	2014	106
02	Alto Gállego	Externa	Mujeres	2	África	2014	1
02	Alto Gállego	Externa	Mujeres	3	América	2014	19
02	Alto Gállego	Externa	Mujeres	4	Asia	2014	1
02	Alto Gállego	Interna	Hombres	1	Europa	2014	119
02	Alto Gállego	Interna	Hombres	2	África	2014	9
02	Alto Gállego	Interna	Hombres	3	América	2014	7
02	Alto Gállego	Interna	Hombres	4	Asia	2014	2
02	Alto Gállego	Interna	Mujeres	1	Europa	2014	149
02	Alto Gállego	Interna	Mujeres	2	África	2014	4
02	Alto Gállego	Interna	Mujeres	3	América	2014	14
02	Alto Gállego	Interna	Mujeres	4	Asia	2014	1
03	Sobrarbe	Externa	Hombres	1	Europa	2014	65
03	Sobrarbe	Externa	Hombres	2	África	2014	2
03	Sobrarbe	Externa	Hombres	3	América	2014	5
03	Sobrarbe	Externa	Mujeres	1	Europa	2014	71
03	Sobrarbe	Externa	Mujeres	2	África	2014	3
03	Sobrarbe	Externa	Mujeres	3	América	2014	5
03	Sobrarbe	Interna	Hombres	1	Europa	2014	98
03	Sobrarbe	Interna	Hombres	2	África	2014	6
03	Sobrarbe	Interna	Hombres	3	América	2014	2
03	Sobrarbe	Interna	Mujeres	1	Europa	2014	104
03	Sobrarbe	Interna	Mujeres	2	África	2014	5
03	Sobrarbe	Interna	Mujeres	3	América	2014	2
04	La Ribagorza	Externa	Hombres	1	Europa	2014	188
04	La Ribagorza	Externa	Hombres	2	África	2014	1
04	La Ribagorza	Externa	Hombres	3	América	2014	8
04	La Ribagorza	Externa	Mujeres	1	Europa	2014	147
04	La Ribagorza	Externa	Mujeres	2	África	2014	1
04	La Ribagorza	Externa	Mujeres	3	América	2014	11
04	La Ribagorza	Externa	Mujeres	4	Asia	2014	1
04	La Ribagorza	Interna	Hombres	1	Europa	2014	137
04	La Ribagorza	Interna	Hombres	2	África	2014	3
04	La Ribagorza	Interna	Hombres	3	América	2014	2
04	La Ribagorza	Interna	Hombres	5	Otros continentes	2014	1
04	La Ribagorza	Interna	Mujeres	1	Europa	2014	116
04	La Ribagorza	Interna	Mujeres	3	América	2014	8
04	La Ribagorza	Interna	Mujeres	5	Otros continentes	2014	3
05	Cinco Villas	Externa	Hombres	1	Europa	2014	167
05	Cinco Villas	Externa	Hombres	2	África	2014	80
05	Cinco Villas	Externa	Hombres	3	América	2014	10
05	Cinco Villas	Externa	Hombres	4	Asia	2014	16
05	Cinco Villas	Externa	Mujeres	1	Europa	2014	158
05	Cinco Villas	Externa	Mujeres	2	África	2014	23
05	Cinco Villas	Externa	Mujeres	3	América	2014	16
05	Cinco Villas	Externa	Mujeres	4	Asia	2014	8
05	Cinco Villas	Interna	Hombres	1	Europa	2014	195
05	Cinco Villas	Interna	Hombres	2	África	2014	11
05	Cinco Villas	Interna	Hombres	3	América	2014	12
05	Cinco Villas	Interna	Hombres	4	Asia	2014	6
05	Cinco Villas	Interna	Mujeres	1	Europa	2014	210
05	Cinco Villas	Interna	Mujeres	2	África	2014	3
05	Cinco Villas	Interna	Mujeres	3	América	2014	15
05	Cinco Villas	Interna	Mujeres	4	Asia	2014	3
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	1	Europa	2014	627
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	2	África	2014	115
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	3	América	2014	64
06	Hoya de Huesca / Plana de Uesca	Externa	Hombres	4	Asia	2014	17
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	1	Europa	2014	528
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	2	África	2014	47
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	3	América	2014	65
06	Hoya de Huesca / Plana de Uesca	Externa	Mujeres	4	Asia	2014	9
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	1	Europa	2014	613
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	2	África	2014	53
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	3	América	2014	14
06	Hoya de Huesca / Plana de Uesca	Interna	Hombres	4	Asia	2014	7
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	1	Europa	2014	584
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	2	África	2014	20
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	3	América	2014	34
06	Hoya de Huesca / Plana de Uesca	Interna	Mujeres	4	Asia	2014	6
07	Somontano de Barbastro	Externa	Hombres	1	Europa	2014	135
07	Somontano de Barbastro	Externa	Hombres	2	África	2014	16
07	Somontano de Barbastro	Externa	Hombres	3	América	2014	5
07	Somontano de Barbastro	Externa	Hombres	4	Asia	2014	5
07	Somontano de Barbastro	Externa	Mujeres	1	Europa	2014	135
07	Somontano de Barbastro	Externa	Mujeres	2	África	2014	6
07	Somontano de Barbastro	Externa	Mujeres	3	América	2014	13
07	Somontano de Barbastro	Externa	Mujeres	4	Asia	2014	2
07	Somontano de Barbastro	Interna	Hombres	1	Europa	2014	168
07	Somontano de Barbastro	Interna	Hombres	2	África	2014	21
07	Somontano de Barbastro	Interna	Hombres	3	América	2014	5
07	Somontano de Barbastro	Interna	Hombres	4	Asia	2014	2
07	Somontano de Barbastro	Interna	Mujeres	1	Europa	2014	182
07	Somontano de Barbastro	Interna	Mujeres	2	África	2014	11
07	Somontano de Barbastro	Interna	Mujeres	3	América	2014	23
