Año	Sexo	Comarca Código	Comarca Nombre	Nº Accidentes	Grupo Grado Código	Grupo Grado Código
2013	Mujeres	21	Campo de Cariñena	1	Leves	1
2013	Mujeres	22	Campo de Belchite	2	Leves	1
2013	Mujeres	24	Campo de Daroca	2	Leves	1
2013	Mujeres	25	Jiloca	3	Leves	1
2013	Mujeres	26	Cuencas Mineras	4	Leves	1
2013	Mujeres	27	Andorra-Sierra de Arcos	2	Leves	1
2013	Mujeres	28	Bajo Aragón	7	Leves	1
2013	Mujeres	29	Comunidad de Teruel	43	Leves	1
2013	Mujeres	31	Sierra de Albarracín	1	Leves	1
2013	Mujeres	32	Gúdar-Javalambre	1	Leves	1
2013	Mujeres	33	Matarraña / Matarranya	2	Leves	1
2013	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	4	Leves	1
2012	Hombres	01	La Jacetania	4	Leves	1
2012	Hombres	02	Alto Gállego	2	Leves	1
2012	Hombres	05	Cinco Villas	3	Leves	1
2012	Hombres	06	Hoya de Huesca / Plana de Uesca	18	Leves	1
2012	Hombres	07	Somontano de Barbastro	4	Leves	1
2012	Hombres	08	Cinca Medio	13	Leves	1
2012	Hombres	09	La Litera / La Llitera	7	Leves	1
2012	Hombres	10	Los Monegros	5	Leves	1
2012	Hombres	11	Bajo Cinca / Baix Cinca	5	Leves	1
2012	Hombres	12	Tarazona y el Moncayo	2	Leves	1
2012	Hombres	13	Campo de Borja	3	Leves	1
2012	Hombres	14	Aranda	2	Leves	1
2012	Hombres	15	Ribera Alta del Ebro	16	Leves	1
2012	Hombres	16	Valdejalón	7	Leves	1
2012	Hombres	17	Central	385	Leves	1
2012	Hombres	18	Ribera Baja del Ebro	2	Leves	1
2012	Hombres	20	Comunidad de Calatayud	7	Leves	1
2012	Hombres	21	Campo de Cariñena	3	Leves	1
2012	Hombres	25	Jiloca	1	Leves	1
2012	Hombres	26	Cuencas Mineras	2	Leves	1
2012	Hombres	27	Andorra-Sierra de Arcos	3	Leves	1
2012	Hombres	28	Bajo Aragón	4	Leves	1
2012	Hombres	29	Comunidad de Teruel	10	Leves	1
2012	Hombres	31	Sierra de Albarracín	1	Leves	1
2012	Hombres	32	Gúdar-Javalambre	1	Leves	1
2012	Hombres	33	Matarraña / Matarranya	1	Leves	1
2012	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	5	Leves	1
2012	Mujeres	01	La Jacetania	7	Leves	1
2012	Mujeres	02	Alto Gállego	5	Leves	1
2012	Mujeres	03	Sobrarbe	3	Leves	1
2012	Mujeres	04	La Ribagorza	1	Leves	1
2012	Mujeres	05	Cinco Villas	7	Leves	1
2012	Mujeres	06	Hoya de Huesca / Plana de Uesca	36	Leves	1
2012	Mujeres	07	Somontano de Barbastro	8	Leves	1
2012	Mujeres	08	Cinca Medio	7	Leves	1
2012	Mujeres	09	La Litera / La Llitera	3	Leves	1
2012	Mujeres	10	Los Monegros	3	Leves	1
2012	Mujeres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2012	Mujeres	12	Tarazona y el Moncayo	3	Leves	1
2012	Mujeres	13	Campo de Borja	3	Leves	1
2012	Mujeres	14	Aranda	2	Leves	1
2012	Mujeres	15	Ribera Alta del Ebro	10	Leves	1
2012	Mujeres	16	Valdejalón	13	Leves	1
2012	Mujeres	17	Central	657	Leves	1
2012	Mujeres	18	Ribera Baja del Ebro	5	Leves	1
2012	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1
2012	Mujeres	20	Comunidad de Calatayud	9	Leves	1
2012	Mujeres	23	Bajo Martín	1	Leves	1
2012	Mujeres	25	Jiloca	2	Leves	1
2012	Mujeres	26	Cuencas Mineras	4	Leves	1
2012	Mujeres	27	Andorra-Sierra de Arcos	1	Leves	1
2012	Mujeres	28	Bajo Aragón	7	Leves	1
2012	Mujeres	29	Comunidad de Teruel	24	Leves	1
2012	Mujeres	32	Gúdar-Javalambre	2	Leves	1
2012	Mujeres	33	Matarraña / Matarranya	2	Leves	1
2012	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	4	Leves	1
2011	Hombres	01	La Jacetania	5	Leves	1
2011	Hombres	02	Alto Gállego	1	Leves	1
2011	Hombres	03	Sobrarbe	1	Leves	1
2011	Hombres	04	La Ribagorza	3	Leves	1
2011	Hombres	05	Cinco Villas	9	Leves	1
2011	Hombres	06	Hoya de Huesca / Plana de Uesca	22	Leves	1
2011	Hombres	07	Somontano de Barbastro	5	Leves	1
2011	Hombres	08	Cinca Medio	8	Leves	1
2011	Hombres	09	La Litera / La Llitera	7	Leves	1
2011	Hombres	10	Los Monegros	6	Leves	1
2011	Hombres	11	Bajo Cinca / Baix Cinca	13	Leves	1
2011	Hombres	12	Tarazona y el Moncayo	1	Leves	1
2011	Hombres	13	Campo de Borja	1	Leves	1
2011	Hombres	15	Ribera Alta del Ebro	29	Leves	1
2011	Hombres	16	Valdejalón	14	Leves	1
2011	Hombres	17	Central	498	Leves	1
2011	Hombres	18	Ribera Baja del Ebro	6	Leves	1
2011	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1
2011	Hombres	20	Comunidad de Calatayud	5	Leves	1
2011	Hombres	21	Campo de Cariñena	8	Leves	1
2011	Hombres	22	Campo de Belchite	1	Leves	1
2011	Hombres	23	Bajo Martín	1	Leves	1
2011	Hombres	24	Campo de Daroca	1	Leves	1
2011	Hombres	26	Cuencas Mineras	2	Leves	1
2011	Hombres	28	Bajo Aragón	6	Leves	1
2011	Hombres	29	Comunidad de Teruel	14	Leves	1
2011	Hombres	31	Sierra de Albarracín	1	Leves	1
2011	Hombres	32	Gúdar-Javalambre	2	Leves	1
2011	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	6	Leves	1
2011	Mujeres	01	La Jacetania	3	Leves	1
2011	Mujeres	02	Alto Gállego	6	Leves	1
2011	Mujeres	03	Sobrarbe	4	Leves	1
2011	Mujeres	04	La Ribagorza	4	Leves	1
2011	Mujeres	05	Cinco Villas	7	Leves	1
2011	Mujeres	06	Hoya de Huesca / Plana de Uesca	31	Leves	1
2011	Mujeres	07	Somontano de Barbastro	8	Leves	1
2011	Mujeres	08	Cinca Medio	7	Leves	1
2011	Mujeres	09	La Litera / La Llitera	4	Leves	1
2011	Mujeres	10	Los Monegros	3	Leves	1
2011	Mujeres	11	Bajo Cinca / Baix Cinca	6	Leves	1
2011	Mujeres	12	Tarazona y el Moncayo	8	Leves	1
2011	Mujeres	13	Campo de Borja	4	Leves	1
2011	Mujeres	15	Ribera Alta del Ebro	16	Leves	1
2011	Mujeres	16	Valdejalón	18	Leves	1
2011	Mujeres	17	Central	725	Leves	1
2011	Mujeres	18	Ribera Baja del Ebro	10	Leves	1
2011	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Leves	1
2011	Mujeres	20	Comunidad de Calatayud	14	Leves	1
2011	Mujeres	21	Campo de Cariñena	1	Leves	1
2011	Mujeres	24	Campo de Daroca	2	Leves	1
2011	Mujeres	25	Jiloca	1	Leves	1
2011	Mujeres	26	Cuencas Mineras	1	Leves	1
2011	Mujeres	28	Bajo Aragón	8	Leves	1
2011	Mujeres	29	Comunidad de Teruel	23	Leves	1
2011	Mujeres	31	Sierra de Albarracín	2	Leves	1
2011	Mujeres	32	Gúdar-Javalambre	5	Leves	1
2011	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2011	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	7	Leves	1
2010	Hombres	01	La Jacetania	5	Leves	1
2010	Hombres	02	Alto Gállego	8	Leves	1
2010	Hombres	03	Sobrarbe	3	Leves	1
2010	Hombres	04	La Ribagorza	2	Leves	1
2010	Hombres	05	Cinco Villas	6	Leves	1
2010	Hombres	06	Hoya de Huesca / Plana de Uesca	29	Leves	1
2010	Hombres	07	Somontano de Barbastro	6	Leves	1
2010	Hombres	08	Cinca Medio	12	Leves	1
2010	Hombres	09	La Litera / La Llitera	7	Leves	1
2010	Hombres	10	Los Monegros	7	Leves	1
2010	Hombres	11	Bajo Cinca / Baix Cinca	10	Leves	1
2010	Hombres	12	Tarazona y el Moncayo	6	Leves	1
2010	Hombres	13	Campo de Borja	7	Leves	1
2010	Hombres	14	Aranda	3	Leves	1
2010	Hombres	15	Ribera Alta del Ebro	72	Leves	1
2010	Hombres	16	Valdejalón	22	Leves	1
2010	Hombres	17	Central	544	Leves	1
2010	Hombres	18	Ribera Baja del Ebro	6	Leves	1
2010	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	6	Leves	1
2010	Hombres	20	Comunidad de Calatayud	5	Leves	1
2010	Hombres	21	Campo de Cariñena	4	Leves	1
2010	Hombres	23	Bajo Martín	4	Leves	1
2010	Hombres	24	Campo de Daroca	2	Leves	1
2010	Hombres	25	Jiloca	5	Leves	1
2010	Hombres	26	Cuencas Mineras	2	Leves	1
2010	Hombres	27	Andorra-Sierra de Arcos	3	Leves	1
2010	Hombres	28	Bajo Aragón	11	Leves	1
2010	Hombres	29	Comunidad de Teruel	24	Leves	1
2010	Hombres	32	Gúdar-Javalambre	5	Leves	1
2010	Hombres	33	Matarraña / Matarranya	2	Leves	1
2010	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	6	Leves	1
2010	Mujeres	01	La Jacetania	13	Leves	1
2010	Mujeres	02	Alto Gállego	11	Leves	1
2010	Mujeres	03	Sobrarbe	4	Leves	1
2010	Mujeres	04	La Ribagorza	5	Leves	1
2010	Mujeres	05	Cinco Villas	7	Leves	1
2010	Mujeres	06	Hoya de Huesca / Plana de Uesca	40	Leves	1
2010	Mujeres	07	Somontano de Barbastro	15	Leves	1
2010	Mujeres	08	Cinca Medio	3	Leves	1
2010	Mujeres	09	La Litera / La Llitera	6	Leves	1
2010	Mujeres	10	Los Monegros	5	Leves	1
2010	Mujeres	11	Bajo Cinca / Baix Cinca	8	Leves	1
2010	Mujeres	12	Tarazona y el Moncayo	7	Leves	1
2010	Mujeres	13	Campo de Borja	12	Leves	1
2010	Mujeres	14	Aranda	1	Leves	1
2010	Mujeres	15	Ribera Alta del Ebro	18	Leves	1
2010	Mujeres	16	Valdejalón	14	Leves	1
2010	Mujeres	17	Central	784	Leves	1
2010	Mujeres	18	Ribera Baja del Ebro	2	Leves	1
2010	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5	Leves	1
2010	Mujeres	20	Comunidad de Calatayud	20	Leves	1
2010	Mujeres	21	Campo de Cariñena	3	Leves	1
2010	Mujeres	23	Bajo Martín	1	Leves	1
2010	Mujeres	24	Campo de Daroca	1	Leves	1
2010	Mujeres	25	Jiloca	3	Leves	1
2010	Mujeres	26	Cuencas Mineras	1	Leves	1
2010	Mujeres	27	Andorra-Sierra de Arcos	2	Leves	1
2010	Mujeres	28	Bajo Aragón	9	Leves	1
2010	Mujeres	29	Comunidad de Teruel	41	Leves	1
2010	Mujeres	30	Maestrazgo	1	Leves	1
2010	Mujeres	31	Sierra de Albarracín	2	Leves	1
2010	Mujeres	32	Gúdar-Javalambre	6	Leves	1
2010	Mujeres	33	Matarraña / Matarranya	1	Leves	1
2010	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	5	Leves	1
2009	Hombres	01	La Jacetania	8	Leves	1
2009	Hombres	02	Alto Gállego	10	Leves	1
2009	Hombres	03	Sobrarbe	1	Leves	1
2009	Hombres	04	La Ribagorza	7	Leves	1
2009	Hombres	05	Cinco Villas	14	Leves	1
2009	Hombres	06	Hoya de Huesca / Plana de Uesca	36	Leves	1
2009	Hombres	07	Somontano de Barbastro	6	Leves	1
2009	Hombres	08	Cinca Medio	11	Leves	1
2009	Hombres	09	La Litera / La Llitera	8	Leves	1
2009	Hombres	10	Los Monegros	8	Leves	1
2009	Hombres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2009	Hombres	12	Tarazona y el Moncayo	4	Leves	1
2009	Hombres	13	Campo de Borja	1	Leves	1
2009	Hombres	14	Aranda	1	Leves	1
2009	Hombres	15	Ribera Alta del Ebro	31	Leves	1
2009	Hombres	16	Valdejalón	16	Leves	1
2009	Hombres	17	Central	537	Leves	1
2009	Hombres	18	Ribera Baja del Ebro	7	Leves	1
2009	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Leves	1
2009	Hombres	20	Comunidad de Calatayud	7	Leves	1
2009	Hombres	21	Campo de Cariñena	10	Leves	1
2009	Hombres	22	Campo de Belchite	1	Leves	1
2009	Hombres	23	Bajo Martín	2	Leves	1
2009	Hombres	25	Jiloca	2	Leves	1
2009	Hombres	26	Cuencas Mineras	1	Leves	1
2009	Hombres	27	Andorra-Sierra de Arcos	10	Leves	1
2009	Hombres	28	Bajo Aragón	7	Leves	1
2009	Hombres	29	Comunidad de Teruel	20	Leves	1
2009	Hombres	31	Sierra de Albarracín	1	Leves	1
2009	Hombres	33	Matarraña / Matarranya	1	Leves	1
2009	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	11	Leves	1
2009	Mujeres	01	La Jacetania	8	Leves	1
2009	Mujeres	02	Alto Gállego	7	Leves	1
2009	Mujeres	03	Sobrarbe	2	Leves	1
2009	Mujeres	04	La Ribagorza	5	Leves	1
2009	Mujeres	05	Cinco Villas	3	Leves	1
2009	Mujeres	06	Hoya de Huesca / Plana de Uesca	38	Leves	1
2009	Mujeres	07	Somontano de Barbastro	8	Leves	1
2009	Mujeres	08	Cinca Medio	7	Leves	1
2009	Mujeres	09	La Litera / La Llitera	8	Leves	1
2009	Mujeres	10	Los Monegros	4	Leves	1
2009	Mujeres	11	Bajo Cinca / Baix Cinca	11	Leves	1
2009	Mujeres	12	Tarazona y el Moncayo	7	Leves	1
2009	Mujeres	13	Campo de Borja	6	Leves	1
2009	Mujeres	14	Aranda	2	Leves	1
2009	Mujeres	15	Ribera Alta del Ebro	17	Leves	1
2009	Mujeres	16	Valdejalón	20	Leves	1
2009	Mujeres	17	Central	781	Leves	1
2009	Mujeres	18	Ribera Baja del Ebro	1	Leves	1
2009	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Leves	1
2009	Mujeres	20	Comunidad de Calatayud	13	Leves	1
2009	Mujeres	21	Campo de Cariñena	4	Leves	1
2009	Mujeres	22	Campo de Belchite	1	Leves	1
2009	Mujeres	23	Bajo Martín	4	Leves	1
2009	Mujeres	24	Campo de Daroca	1	Leves	1
2009	Mujeres	25	Jiloca	8	Leves	1
2009	Mujeres	26	Cuencas Mineras	1	Leves	1
2009	Mujeres	27	Andorra-Sierra de Arcos	3	Leves	1
2009	Mujeres	28	Bajo Aragón	8	Leves	1
2009	Mujeres	29	Comunidad de Teruel	29	Leves	1
2009	Mujeres	31	Sierra de Albarracín	2	Leves	1
2009	Mujeres	32	Gúdar-Javalambre	1	Leves	1
2009	Mujeres	33	Matarraña / Matarranya	2	Leves	1
2009	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	3	Leves	1
2020	Hombres	05	Cinco Villas	1	Graves o muy graves	2
2020	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2020	Hombres	10	Los Monegros	4	Graves o muy graves	2
2020	Hombres	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2
2020	Hombres	17	Central	9	Graves o muy graves	2
2020	Hombres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2020	Mujeres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2020	Mujeres	07	Somontano de Barbastro	1	Graves o muy graves	2
2020	Mujeres	17	Central	1	Graves o muy graves	2
2020	Mujeres	32	Gúdar-Javalambre	1	Graves o muy graves	2
2019	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2019	Hombres	17	Central	11	Graves o muy graves	2
2019	Hombres	22	Campo de Belchite	1	Graves o muy graves	2
2019	Hombres	28	Bajo Aragón	1	Graves o muy graves	2
2019	Mujeres	09	La Litera / La Llitera	1	Graves o muy graves	2
2019	Mujeres	13	Campo de Borja	1	Graves o muy graves	2
2018	Hombres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2018	Hombres	17	Central	4	Graves o muy graves	2
2018	Hombres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2018	Mujeres	02	Alto Gállego	1	Graves o muy graves	2
2018	Mujeres	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2
2017	Hombres	04	La Ribagorza	1	Graves o muy graves	2
2017	Hombres	06	Hoya de Huesca / Plana de Uesca	2	Graves o muy graves	2
2017	Hombres	10	Los Monegros	1	Graves o muy graves	2
2017	Hombres	12	Tarazona y el Moncayo	1	Graves o muy graves	2
2017	Hombres	13	Campo de Borja	1	Graves o muy graves	2
2017	Hombres	15	Ribera Alta del Ebro	3	Graves o muy graves	2
2017	Hombres	17	Central	9	Graves o muy graves	2
2017	Hombres	21	Campo de Cariñena	1	Graves o muy graves	2
2017	Mujeres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2017	Mujeres	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2
2017	Mujeres	17	Central	5	Graves o muy graves	2
2017	Mujeres	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Graves o muy graves	2
2016	Hombres	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2
2016	Hombres	17	Central	7	Graves o muy graves	2
2016	Hombres	29	Comunidad de Teruel	1	Graves o muy graves	2
2016	Mujeres	11	Bajo Cinca / Baix Cinca	2	Graves o muy graves	2
2016	Mujeres	17	Central	3	Graves o muy graves	2
2016	Mujeres	29	Comunidad de Teruel	1	Graves o muy graves	2
2015	Hombres	05	Cinco Villas	1	Graves o muy graves	2
2015	Hombres	07	Somontano de Barbastro	1	Graves o muy graves	2
2015	Hombres	09	La Litera / La Llitera	1	Graves o muy graves	2
2015	Hombres	16	Valdejalón	2	Graves o muy graves	2
2015	Hombres	17	Central	5	Graves o muy graves	2
2015	Mujeres	07	Somontano de Barbastro	1	Graves o muy graves	2
2015	Mujeres	16	Valdejalón	3	Graves o muy graves	2
2015	Mujeres	17	Central	3	Graves o muy graves	2
2014	Hombres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2014	Hombres	17	Central	6	Graves o muy graves	2
2014	Hombres	29	Comunidad de Teruel	1	Graves o muy graves	2
2013	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2013	Hombres	07	Somontano de Barbastro	1	Graves o muy graves	2
2013	Hombres	10	Los Monegros	1	Graves o muy graves	2
2013	Hombres	16	Valdejalón	1	Graves o muy graves	2
2013	Hombres	17	Central	3	Graves o muy graves	2
2013	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	2	Graves o muy graves	2
2013	Mujeres	01	La Jacetania	2	Graves o muy graves	2
2013	Mujeres	17	Central	3	Graves o muy graves	2
2013	Mujeres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2012	Hombres	07	Somontano de Barbastro	2	Graves o muy graves	2
2012	Hombres	17	Central	3	Graves o muy graves	2
2012	Hombres	29	Comunidad de Teruel	1	Graves o muy graves	2
2012	Mujeres	17	Central	1	Graves o muy graves	2
2012	Mujeres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2011	Hombres	06	Hoya de Huesca / Plana de Uesca	3	Graves o muy graves	2
2011	Hombres	11	Bajo Cinca / Baix Cinca	3	Graves o muy graves	2
2011	Hombres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2011	Hombres	16	Valdejalón	1	Graves o muy graves	2
2011	Hombres	17	Central	6	Graves o muy graves	2
2011	Hombres	24	Campo de Daroca	1	Graves o muy graves	2
2011	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2
2011	Mujeres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2010	Hombres	01	La Jacetania	1	Graves o muy graves	2
2010	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2010	Hombres	09	La Litera / La Llitera	2	Graves o muy graves	2
2010	Hombres	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2
2010	Hombres	15	Ribera Alta del Ebro	13	Graves o muy graves	2
2010	Hombres	17	Central	7	Graves o muy graves	2
2010	Hombres	28	Bajo Aragón	1	Graves o muy graves	2
2010	Hombres	29	Comunidad de Teruel	1	Graves o muy graves	2
2010	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	1	Graves o muy graves	2
2010	Mujeres	01	La Jacetania	1	Graves o muy graves	2
2010	Mujeres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2010	Mujeres	11	Bajo Cinca / Baix Cinca	1	Graves o muy graves	2
2010	Mujeres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2010	Mujeres	17	Central	3	Graves o muy graves	2
2010	Mujeres	24	Campo de Daroca	1	Graves o muy graves	2
2010	Mujeres	25	Jiloca	1	Graves o muy graves	2
2009	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Graves o muy graves	2
2009	Hombres	10	Los Monegros	1	Graves o muy graves	2
2009	Hombres	15	Ribera Alta del Ebro	1	Graves o muy graves	2
2009	Hombres	17	Central	6	Graves o muy graves	2
2009	Hombres	23	Bajo Martín	1	Graves o muy graves	2
2009	Hombres	29	Comunidad de Teruel	2	Graves o muy graves	2
2009	Mujeres	17	Central	2	Graves o muy graves	2
2009	Mujeres	20	Comunidad de Calatayud	1	Graves o muy graves	2
2009	Mujeres	25	Jiloca	1	Graves o muy graves	2
2009	Mujeres	31	Sierra de Albarracín	1	Graves o muy graves	2
2009	Mujeres	33	Matarraña / Matarranya	1	Graves o muy graves	2
2020	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Mortales	3
2020	Hombres	10	Los Monegros	3	Mortales	3
2020	Hombres	17	Central	1	Mortales	3
2020	Mujeres	08	Cinca Medio	1	Mortales	3
2020	Mujeres	17	Central	1	Mortales	3
2019	Hombres	07	Somontano de Barbastro	1	Mortales	3
2019	Hombres	17	Central	1	Mortales	3
2019	Hombres	21	Campo de Cariñena	1	Mortales	3
2018	Hombres	08	Cinca Medio	1	Mortales	3
2018	Hombres	15	Ribera Alta del Ebro	1	Mortales	3
2018	Hombres	16	Valdejalón	1	Mortales	3
2018	Hombres	17	Central	3	Mortales	3
2018	Hombres	29	Comunidad de Teruel	2	Mortales	3
2018	Mujeres	17	Central	2	Mortales	3
2018	Mujeres	18	Ribera Baja del Ebro	1	Mortales	3
2017	Hombres	17	Central	1	Mortales	3
2017	Mujeres	18	Ribera Baja del Ebro	1	Mortales	3
2017	Mujeres	31	Sierra de Albarracín	1	Mortales	3
2016	Hombres	17	Central	2	Mortales	3
2015	Mujeres	15	Ribera Alta del Ebro	1	Mortales	3
2014	Hombres	02	Alto Gállego	1	Mortales	3
2014	Hombres	08	Cinca Medio	1	Mortales	3
2014	Hombres	29	Comunidad de Teruel	1	Mortales	3
2013	Hombres	06	Hoya de Huesca / Plana de Uesca	1	Mortales	3
2013	Hombres	17	Central	1	Mortales	3
2013	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	1	Mortales	3
2013	Mujeres	17	Central	1	Mortales	3
2011	Hombres	15	Ribera Alta del Ebro	2	Mortales	3
2011	Hombres	17	Central	1	Mortales	3
2011	Hombres	33	Matarraña / Matarranya	1	Mortales	3
2010	Hombres	10	Los Monegros	1	Mortales	3
2010	Hombres	15	Ribera Alta del Ebro	1	Mortales	3
2010	Hombres	17	Central	3	Mortales	3
2010	Hombres	NC	Municipio del centro de trabajo fuera de Aragón	1	Mortales	3
2009	Hombres	10	Los Monegros	1	Mortales	3
2009	Hombres	11	Bajo Cinca / Baix Cinca	1	Mortales	3
2009	Hombres	16	Valdejalón	1	Mortales	3
2009	Hombres	17	Central	3	Mortales	3
2009	Hombres	23	Bajo Martín	1	Mortales	3
