Mes y año	Provincia código	Provincia nombre	Nivel formativo grupo IAEST código	Nivel formativo grupo IAEST descripción	Sexo	Nº parados
Abril 2017	50	Zaragoza	31	Bachillerato	Mujeres	2649
Abril 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1546
Abril 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	2806
Abril 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1127
Abril 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	1984
Abril 2017	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	1628
Abril 2017	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	3822
Marzo 2017	22	Huesca	10	Educación Primaria o inferior	Hombres	1310
Marzo 2017	22	Huesca	10	Educación Primaria o inferior	Mujeres	1525
Marzo 2017	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2150
Marzo 2017	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2234
Marzo 2017	22	Huesca	31	Bachillerato	Hombres	307
Marzo 2017	22	Huesca	31	Bachillerato	Mujeres	422
Marzo 2017	22	Huesca	32	Enseñanza media de formación profesional	Hombres	259
Marzo 2017	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	430
Marzo 2017	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	180
Marzo 2017	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	353
Marzo 2017	22	Huesca	42	Enseñanza superior universitaria	Hombres	274
Marzo 2017	22	Huesca	42	Enseñanza superior universitaria	Mujeres	662
Marzo 2017	44	Teruel	10	Educación Primaria o inferior	Hombres	1044
Marzo 2017	44	Teruel	10	Educación Primaria o inferior	Mujeres	1189
Marzo 2017	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1333
Marzo 2017	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1498
Marzo 2017	44	Teruel	31	Bachillerato	Hombres	155
Marzo 2017	44	Teruel	31	Bachillerato	Mujeres	200
Marzo 2017	44	Teruel	32	Enseñanza media de formación profesional	Hombres	186
Marzo 2017	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	373
Marzo 2017	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	138
Marzo 2017	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	217
Marzo 2017	44	Teruel	42	Enseñanza superior universitaria	Hombres	160
Marzo 2017	44	Teruel	42	Enseñanza superior universitaria	Mujeres	395
Marzo 2017	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4970
Marzo 2017	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	6019
Marzo 2017	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	13779
Marzo 2017	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	17198
Marzo 2017	50	Zaragoza	31	Bachillerato	Hombres	2055
Marzo 2017	50	Zaragoza	31	Bachillerato	Mujeres	2728
Marzo 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1728
Marzo 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	2968
Marzo 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1198
Marzo 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2147
Marzo 2017	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	1745
Marzo 2017	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4004
Febrero 2017	22	Huesca	10	Educación Primaria o inferior	Hombres	1293
Febrero 2017	22	Huesca	10	Educación Primaria o inferior	Mujeres	1566
Febrero 2017	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2172
Febrero 2017	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2246
Febrero 2017	22	Huesca	31	Bachillerato	Hombres	326
Febrero 2017	22	Huesca	31	Bachillerato	Mujeres	430
Febrero 2017	22	Huesca	32	Enseñanza media de formación profesional	Hombres	272
Febrero 2017	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	460
Febrero 2017	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	191
Febrero 2017	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	352
Febrero 2017	22	Huesca	42	Enseñanza superior universitaria	Hombres	295
Febrero 2017	22	Huesca	42	Enseñanza superior universitaria	Mujeres	699
Febrero 2017	44	Teruel	10	Educación Primaria o inferior	Hombres	1088
Febrero 2017	44	Teruel	10	Educación Primaria o inferior	Mujeres	1162
Febrero 2017	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1460
Febrero 2017	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1528
Febrero 2017	44	Teruel	31	Bachillerato	Hombres	148
Febrero 2017	44	Teruel	31	Bachillerato	Mujeres	211
Febrero 2017	44	Teruel	32	Enseñanza media de formación profesional	Hombres	194
Febrero 2017	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	368
Febrero 2017	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	137
Febrero 2017	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	230
Febrero 2017	44	Teruel	42	Enseñanza superior universitaria	Hombres	173
Febrero 2017	44	Teruel	42	Enseñanza superior universitaria	Mujeres	419
Febrero 2017	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4861
Febrero 2017	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	6032
Febrero 2017	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	14056
Febrero 2017	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	17421
Febrero 2017	50	Zaragoza	31	Bachillerato	Hombres	2107
Febrero 2017	50	Zaragoza	31	Bachillerato	Mujeres	2804
Febrero 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1743
Febrero 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	3066
Febrero 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1265
Febrero 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2250
Febrero 2017	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	1848
Febrero 2017	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4220
Enero 2017	22	Huesca	10	Educación Primaria o inferior	Hombres	1342
Enero 2017	22	Huesca	10	Educación Primaria o inferior	Mujeres	1536
Enero 2017	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2322
Enero 2017	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2300
Enero 2017	22	Huesca	31	Bachillerato	Hombres	351
Enero 2017	22	Huesca	31	Bachillerato	Mujeres	463
Enero 2017	22	Huesca	32	Enseñanza media de formación profesional	Hombres	276
Enero 2017	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	488
Enero 2017	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	219
Enero 2017	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	373
Enero 2017	22	Huesca	42	Enseñanza superior universitaria	Hombres	320
Enero 2017	22	Huesca	42	Enseñanza superior universitaria	Mujeres	723
Enero 2017	44	Teruel	10	Educación Primaria o inferior	Hombres	1131
Enero 2017	44	Teruel	10	Educación Primaria o inferior	Mujeres	1213
Enero 2017	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1554
Enero 2017	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1591
Enero 2017	44	Teruel	31	Bachillerato	Hombres	180
Enero 2017	44	Teruel	31	Bachillerato	Mujeres	215
Enero 2017	44	Teruel	32	Enseñanza media de formación profesional	Hombres	209
Enero 2017	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	399
Enero 2017	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	163
Enero 2017	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	260
Enero 2017	44	Teruel	42	Enseñanza superior universitaria	Hombres	197
Enero 2017	44	Teruel	42	Enseñanza superior universitaria	Mujeres	446
Enero 2017	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4927
Enero 2017	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5914
Enero 2017	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	14580
Enero 2017	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	17441
Enero 2017	50	Zaragoza	31	Bachillerato	Hombres	2272
Enero 2017	50	Zaragoza	31	Bachillerato	Mujeres	3010
Enero 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1918
Enero 2017	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	3220
Enero 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1412
Enero 2017	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2448
Enero 2017	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	1983
Enero 2017	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4515
Diciembre 2016	22	Huesca	10	Educación Primaria o inferior	Hombres	1367
Diciembre 2016	22	Huesca	10	Educación Primaria o inferior	Mujeres	1489
Diciembre 2016	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2195
Diciembre 2016	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2202
Diciembre 2016	22	Huesca	31	Bachillerato	Hombres	368
Diciembre 2016	22	Huesca	31	Bachillerato	Mujeres	428
Diciembre 2016	22	Huesca	32	Enseñanza media de formación profesional	Hombres	258
Diciembre 2016	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	438
Diciembre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	196
Diciembre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	348
Diciembre 2016	22	Huesca	42	Enseñanza superior universitaria	Hombres	306
Diciembre 2016	22	Huesca	42	Enseñanza superior universitaria	Mujeres	682
Diciembre 2016	44	Teruel	10	Educación Primaria o inferior	Hombres	1120
Diciembre 2016	44	Teruel	10	Educación Primaria o inferior	Mujeres	1180
Diciembre 2016	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1497
Diciembre 2016	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1505
Diciembre 2016	44	Teruel	31	Bachillerato	Hombres	180
Diciembre 2016	44	Teruel	31	Bachillerato	Mujeres	215
Diciembre 2016	44	Teruel	32	Enseñanza media de formación profesional	Hombres	200
Diciembre 2016	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	355
Diciembre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	156
Diciembre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	247
Diciembre 2016	44	Teruel	42	Enseñanza superior universitaria	Hombres	195
Diciembre 2016	44	Teruel	42	Enseñanza superior universitaria	Mujeres	439
Diciembre 2016	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4950
Diciembre 2016	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5886
Diciembre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	14621
Diciembre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	16942
Diciembre 2016	50	Zaragoza	31	Bachillerato	Hombres	2252
Diciembre 2016	50	Zaragoza	31	Bachillerato	Mujeres	2966
Diciembre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1972
Diciembre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	2951
Diciembre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1363
Diciembre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2307
Diciembre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	1952
Diciembre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4205
Noviembre 2016	22	Huesca	10	Educación Primaria o inferior	Hombres	1416
Noviembre 2016	22	Huesca	10	Educación Primaria o inferior	Mujeres	1541
Noviembre 2016	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2331
Noviembre 2016	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2327
Noviembre 2016	22	Huesca	31	Bachillerato	Hombres	390
Noviembre 2016	22	Huesca	31	Bachillerato	Mujeres	475
Noviembre 2016	22	Huesca	32	Enseñanza media de formación profesional	Hombres	268
Noviembre 2016	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	491
Noviembre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	220
Noviembre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	390
Noviembre 2016	22	Huesca	42	Enseñanza superior universitaria	Hombres	332
Noviembre 2016	22	Huesca	42	Enseñanza superior universitaria	Mujeres	745
Noviembre 2016	44	Teruel	10	Educación Primaria o inferior	Hombres	1111
Noviembre 2016	44	Teruel	10	Educación Primaria o inferior	Mujeres	1243
Noviembre 2016	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1534
Noviembre 2016	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1614
Noviembre 2016	44	Teruel	31	Bachillerato	Hombres	182
Noviembre 2016	44	Teruel	31	Bachillerato	Mujeres	223
Noviembre 2016	44	Teruel	32	Enseñanza media de formación profesional	Hombres	219
Noviembre 2016	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	402
Noviembre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	175
Noviembre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	260
Noviembre 2016	44	Teruel	42	Enseñanza superior universitaria	Hombres	189
Noviembre 2016	44	Teruel	42	Enseñanza superior universitaria	Mujeres	459
Noviembre 2016	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4982
Noviembre 2016	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5957
Noviembre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	14454
Noviembre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	17305
Noviembre 2016	50	Zaragoza	31	Bachillerato	Hombres	2244
Noviembre 2016	50	Zaragoza	31	Bachillerato	Mujeres	3028
Noviembre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1855
Noviembre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	3059
Noviembre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1379
Noviembre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2402
Noviembre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	1935
Noviembre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4346
Octubre 2016	22	Huesca	10	Educación Primaria o inferior	Hombres	1469
Octubre 2016	22	Huesca	10	Educación Primaria o inferior	Mujeres	1487
Octubre 2016	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2344
Octubre 2016	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2331
Octubre 2016	22	Huesca	31	Bachillerato	Hombres	389
Octubre 2016	22	Huesca	31	Bachillerato	Mujeres	473
Octubre 2016	22	Huesca	32	Enseñanza media de formación profesional	Hombres	270
Octubre 2016	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	491
Octubre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	234
Octubre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	400
Octubre 2016	22	Huesca	42	Enseñanza superior universitaria	Hombres	341
Octubre 2016	22	Huesca	42	Enseñanza superior universitaria	Mujeres	783
Octubre 2016	44	Teruel	10	Educación Primaria o inferior	Hombres	1065
Octubre 2016	44	Teruel	10	Educación Primaria o inferior	Mujeres	1138
Octubre 2016	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1464
Octubre 2016	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1530
Octubre 2016	44	Teruel	31	Bachillerato	Hombres	183
Octubre 2016	44	Teruel	31	Bachillerato	Mujeres	208
Octubre 2016	44	Teruel	32	Enseñanza media de formación profesional	Hombres	218
Octubre 2016	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	418
Octubre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	175
Octubre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	272
Octubre 2016	44	Teruel	42	Enseñanza superior universitaria	Hombres	193
Octubre 2016	44	Teruel	42	Enseñanza superior universitaria	Mujeres	478
Octubre 2016	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4861
Octubre 2016	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5775
Octubre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	14259
Octubre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	17011
Octubre 2016	50	Zaragoza	31	Bachillerato	Hombres	2229
Octubre 2016	50	Zaragoza	31	Bachillerato	Mujeres	3062
Octubre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1899
Octubre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	3066
Octubre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1412
Octubre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2478
Octubre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	2035
Octubre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4614
Septiembre 2016	22	Huesca	10	Educación Primaria o inferior	Hombres	1412
Septiembre 2016	22	Huesca	10	Educación Primaria o inferior	Mujeres	1400
Septiembre 2016	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2354
Septiembre 2016	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2256
Septiembre 2016	22	Huesca	31	Bachillerato	Hombres	377
Septiembre 2016	22	Huesca	31	Bachillerato	Mujeres	460
Septiembre 2016	22	Huesca	32	Enseñanza media de formación profesional	Hombres	259
Septiembre 2016	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	438
Septiembre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	238
Septiembre 2016	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	418
Septiembre 2016	22	Huesca	42	Enseñanza superior universitaria	Hombres	335
Septiembre 2016	22	Huesca	42	Enseñanza superior universitaria	Mujeres	792
Septiembre 2016	44	Teruel	10	Educación Primaria o inferior	Hombres	996
Septiembre 2016	44	Teruel	10	Educación Primaria o inferior	Mujeres	1084
Septiembre 2016	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1432
Septiembre 2016	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1481
Septiembre 2016	44	Teruel	31	Bachillerato	Hombres	166
Septiembre 2016	44	Teruel	31	Bachillerato	Mujeres	215
Septiembre 2016	44	Teruel	32	Enseñanza media de formación profesional	Hombres	199
Septiembre 2016	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	362
Septiembre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	153
Septiembre 2016	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	255
Septiembre 2016	44	Teruel	42	Enseñanza superior universitaria	Hombres	200
Septiembre 2016	44	Teruel	42	Enseñanza superior universitaria	Mujeres	476
Septiembre 2016	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4653
Septiembre 2016	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5647
Septiembre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	14017
Septiembre 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	17081
Septiembre 2016	50	Zaragoza	31	Bachillerato	Hombres	2287
Septiembre 2016	50	Zaragoza	31	Bachillerato	Mujeres	3144
Septiembre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1860
Septiembre 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	2954
Septiembre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1396
Septiembre 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2471
Septiembre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	2046
Septiembre 2016	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4809
Agosto 2016	22	Huesca	10	Educación Primaria o inferior	Hombres	1171
Agosto 2016	22	Huesca	10	Educación Primaria o inferior	Mujeres	1226
Agosto 2016	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2209
Agosto 2016	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2117
Agosto 2016	22	Huesca	31	Bachillerato	Hombres	341
Agosto 2016	22	Huesca	31	Bachillerato	Mujeres	437
Agosto 2016	22	Huesca	32	Enseñanza media de formación profesional	Hombres	222
Agosto 2016	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	417
Agosto 2016	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	195
Agosto 2016	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	367
Agosto 2016	22	Huesca	42	Enseñanza superior universitaria	Hombres	338
Agosto 2016	22	Huesca	42	Enseñanza superior universitaria	Mujeres	860
Agosto 2016	44	Teruel	10	Educación Primaria o inferior	Hombres	1015
Agosto 2016	44	Teruel	10	Educación Primaria o inferior	Mujeres	1060
Agosto 2016	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1415
Agosto 2016	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1354
Agosto 2016	44	Teruel	31	Bachillerato	Hombres	161
Agosto 2016	44	Teruel	31	Bachillerato	Mujeres	208
Agosto 2016	44	Teruel	32	Enseñanza media de formación profesional	Hombres	199
Agosto 2016	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	322
Agosto 2016	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	147
Agosto 2016	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	248
Agosto 2016	44	Teruel	42	Enseñanza superior universitaria	Hombres	237
Agosto 2016	44	Teruel	42	Enseñanza superior universitaria	Mujeres	482
Agosto 2016	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4504
Agosto 2016	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5376
Agosto 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	13640
Agosto 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	16601
Agosto 2016	50	Zaragoza	31	Bachillerato	Hombres	2228
Agosto 2016	50	Zaragoza	31	Bachillerato	Mujeres	3111
Agosto 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1766
Agosto 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	2860
Agosto 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1374
Agosto 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2374
Agosto 2016	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	2139
Agosto 2016	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	5119
Julio 2016	22	Huesca	10	Educación Primaria o inferior	Hombres	1144
Julio 2016	22	Huesca	10	Educación Primaria o inferior	Mujeres	1243
Julio 2016	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2209
Julio 2016	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2165
Julio 2016	22	Huesca	31	Bachillerato	Hombres	344
Julio 2016	22	Huesca	31	Bachillerato	Mujeres	432
Julio 2016	22	Huesca	32	Enseñanza media de formación profesional	Hombres	223
Julio 2016	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	429
Julio 2016	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	190
Julio 2016	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	376
Julio 2016	22	Huesca	42	Enseñanza superior universitaria	Hombres	331
Julio 2016	22	Huesca	42	Enseñanza superior universitaria	Mujeres	785
Julio 2016	44	Teruel	10	Educación Primaria o inferior	Hombres	984
Julio 2016	44	Teruel	10	Educación Primaria o inferior	Mujeres	1128
Julio 2016	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1435
Julio 2016	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1402
Julio 2016	44	Teruel	31	Bachillerato	Hombres	160
Julio 2016	44	Teruel	31	Bachillerato	Mujeres	202
Julio 2016	44	Teruel	32	Enseñanza media de formación profesional	Hombres	200
Julio 2016	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	342
Julio 2016	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	140
Julio 2016	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	241
Julio 2016	44	Teruel	42	Enseñanza superior universitaria	Hombres	218
Julio 2016	44	Teruel	42	Enseñanza superior universitaria	Mujeres	445
Julio 2016	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4585
Julio 2016	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5470
Julio 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	13701
Julio 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	16921
Julio 2016	50	Zaragoza	31	Bachillerato	Hombres	2208
Julio 2016	50	Zaragoza	31	Bachillerato	Mujeres	3069
Julio 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1728
Julio 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	2859
Julio 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1349
Julio 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Mujeres	2308
Julio 2016	50	Zaragoza	42	Enseñanza superior universitaria	Hombres	2046
Julio 2016	50	Zaragoza	42	Enseñanza superior universitaria	Mujeres	4758
Junio 2016	22	Huesca	10	Educación Primaria o inferior	Hombres	1215
Junio 2016	22	Huesca	10	Educación Primaria o inferior	Mujeres	1335
Junio 2016	22	Huesca	20	Primera etapa de educación secundaria	Hombres	2360
Junio 2016	22	Huesca	20	Primera etapa de educación secundaria	Mujeres	2268
Junio 2016	22	Huesca	31	Bachillerato	Hombres	359
Junio 2016	22	Huesca	31	Bachillerato	Mujeres	428
Junio 2016	22	Huesca	32	Enseñanza media de formación profesional	Hombres	249
Junio 2016	22	Huesca	32	Enseñanza media de formación profesional	Mujeres	484
Junio 2016	22	Huesca	41	Enseñanza superior de formación profesional	Hombres	200
Junio 2016	22	Huesca	41	Enseñanza superior de formación profesional	Mujeres	357
Junio 2016	22	Huesca	42	Enseñanza superior universitaria	Hombres	315
Junio 2016	22	Huesca	42	Enseñanza superior universitaria	Mujeres	734
Junio 2016	44	Teruel	10	Educación Primaria o inferior	Hombres	1041
Junio 2016	44	Teruel	10	Educación Primaria o inferior	Mujeres	1212
Junio 2016	44	Teruel	20	Primera etapa de educación secundaria	Hombres	1522
Junio 2016	44	Teruel	20	Primera etapa de educación secundaria	Mujeres	1510
Junio 2016	44	Teruel	31	Bachillerato	Hombres	162
Junio 2016	44	Teruel	31	Bachillerato	Mujeres	198
Junio 2016	44	Teruel	32	Enseñanza media de formación profesional	Hombres	219
Junio 2016	44	Teruel	32	Enseñanza media de formación profesional	Mujeres	372
Junio 2016	44	Teruel	41	Enseñanza superior de formación profesional	Hombres	141
Junio 2016	44	Teruel	41	Enseñanza superior de formación profesional	Mujeres	257
Junio 2016	44	Teruel	42	Enseñanza superior universitaria	Hombres	197
Junio 2016	44	Teruel	42	Enseñanza superior universitaria	Mujeres	428
Junio 2016	50	Zaragoza	10	Educación Primaria o inferior	Hombres	4441
Junio 2016	50	Zaragoza	10	Educación Primaria o inferior	Mujeres	5637
Junio 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Hombres	13930
Junio 2016	50	Zaragoza	20	Primera etapa de educación secundaria	Mujeres	17394
Junio 2016	50	Zaragoza	31	Bachillerato	Hombres	2199
Junio 2016	50	Zaragoza	31	Bachillerato	Mujeres	3054
Junio 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Hombres	1840
Junio 2016	50	Zaragoza	32	Enseñanza media de formación profesional	Mujeres	3014
Junio 2016	50	Zaragoza	41	Enseñanza superior de formación profesional	Hombres	1379
