Mes y año	Mes (código)	Comarca código	Comarca nombre	Sector código	Sector descripción	Sexo	Número de contratos
Marzo 2017	201703	09	La Litera / La Llitera	4	Servicios	Mujeres	107
Marzo 2017	201703	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	98
Marzo 2017	201703	10	Los Monegros	1	Agricultura, ganadería y pesca	Mujeres	8
Marzo 2017	201703	10	Los Monegros	2	Industria y energía	Hombres	40
Marzo 2017	201703	10	Los Monegros	2	Industria y energía	Mujeres	7
Marzo 2017	201703	10	Los Monegros	3	Construcción	Hombres	20
Marzo 2017	201703	10	Los Monegros	4	Servicios	Hombres	40
Marzo 2017	201703	10	Los Monegros	4	Servicios	Mujeres	85
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	387
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	130
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	192
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	291
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	25
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	3	Construcción	Mujeres	1
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	168
Marzo 2017	201703	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	190
Marzo 2017	201703	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	15
Marzo 2017	201703	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Mujeres	2
Marzo 2017	201703	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	96
Marzo 2017	201703	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	16
Marzo 2017	201703	12	Tarazona y el Moncayo	3	Construcción	Hombres	7
Marzo 2017	201703	12	Tarazona y el Moncayo	4	Servicios	Hombres	253
Marzo 2017	201703	12	Tarazona y el Moncayo	4	Servicios	Mujeres	248
Marzo 2017	201703	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	66
Marzo 2017	201703	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	9
Marzo 2017	201703	13	Campo de Borja	2	Industria y energía	Hombres	107
Marzo 2017	201703	13	Campo de Borja	2	Industria y energía	Mujeres	102
Marzo 2017	201703	13	Campo de Borja	3	Construcción	Hombres	26
Marzo 2017	201703	13	Campo de Borja	4	Servicios	Hombres	66
Marzo 2017	201703	13	Campo de Borja	4	Servicios	Mujeres	87
Marzo 2017	201703	14	Aranda	2	Industria y energía	Hombres	37
Marzo 2017	201703	14	Aranda	2	Industria y energía	Mujeres	21
Marzo 2017	201703	14	Aranda	3	Construcción	Hombres	1
Marzo 2017	201703	14	Aranda	4	Servicios	Hombres	13
Marzo 2017	201703	14	Aranda	4	Servicios	Mujeres	18
Marzo 2017	201703	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	43
Marzo 2017	201703	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	7
Marzo 2017	201703	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	489
Marzo 2017	201703	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	145
Marzo 2017	201703	15	Ribera Alta del Ebro	3	Construcción	Hombres	60
Marzo 2017	201703	15	Ribera Alta del Ebro	3	Construcción	Mujeres	6
Marzo 2017	201703	15	Ribera Alta del Ebro	4	Servicios	Hombres	368
Marzo 2017	201703	15	Ribera Alta del Ebro	4	Servicios	Mujeres	275
Marzo 2017	201703	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	335
Marzo 2017	201703	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	107
Marzo 2017	201703	16	Valdejalón	2	Industria y energía	Hombres	552
Marzo 2017	201703	16	Valdejalón	2	Industria y energía	Mujeres	199
Marzo 2017	201703	16	Valdejalón	3	Construcción	Hombres	25
Marzo 2017	201703	16	Valdejalón	3	Construcción	Mujeres	3
Marzo 2017	201703	16	Valdejalón	4	Servicios	Hombres	210
Marzo 2017	201703	16	Valdejalón	4	Servicios	Mujeres	350
Marzo 2017	201703	17	Central	1	Agricultura, ganadería y pesca	Hombres	182
Marzo 2017	201703	17	Central	1	Agricultura, ganadería y pesca	Mujeres	58
Marzo 2017	201703	17	Central	2	Industria y energía	Hombres	3390
Marzo 2017	201703	17	Central	2	Industria y energía	Mujeres	1366
Marzo 2017	201703	17	Central	3	Construcción	Hombres	1187
Marzo 2017	201703	17	Central	3	Construcción	Mujeres	69
Marzo 2017	201703	17	Central	4	Servicios	Hombres	9029
Marzo 2017	201703	17	Central	4	Servicios	Mujeres	11791
Marzo 2017	201703	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	110
Marzo 2017	201703	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	24
Marzo 2017	201703	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	34
Marzo 2017	201703	18	Ribera Baja del Ebro	2	Industria y energía	Mujeres	18
Marzo 2017	201703	18	Ribera Baja del Ebro	3	Construcción	Hombres	5
Marzo 2017	201703	18	Ribera Baja del Ebro	4	Servicios	Hombres	39
Marzo 2017	201703	18	Ribera Baja del Ebro	4	Servicios	Mujeres	75
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	267
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	67
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	11
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Mujeres	11
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	19
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Mujeres	1
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	38
Marzo 2017	201703	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	61
Marzo 2017	201703	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	119
Marzo 2017	201703	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	7
Marzo 2017	201703	20	Comunidad de Calatayud	2	Industria y energía	Hombres	184
Marzo 2017	201703	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	43
Marzo 2017	201703	20	Comunidad de Calatayud	3	Construcción	Hombres	54
Marzo 2017	201703	20	Comunidad de Calatayud	3	Construcción	Mujeres	2
Marzo 2017	201703	20	Comunidad de Calatayud	4	Servicios	Hombres	181
Marzo 2017	201703	20	Comunidad de Calatayud	4	Servicios	Mujeres	312
Marzo 2017	201703	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	133
Marzo 2017	201703	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	31
Marzo 2017	201703	21	Campo de Cariñena	2	Industria y energía	Hombres	167
Marzo 2017	201703	21	Campo de Cariñena	2	Industria y energía	Mujeres	62
Marzo 2017	201703	21	Campo de Cariñena	3	Construcción	Hombres	9
Marzo 2017	201703	21	Campo de Cariñena	3	Construcción	Mujeres	3
Marzo 2017	201703	21	Campo de Cariñena	4	Servicios	Hombres	166
Marzo 2017	201703	21	Campo de Cariñena	4	Servicios	Mujeres	71
Marzo 2017	201703	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Hombres	12
Marzo 2017	201703	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Mujeres	1
Marzo 2017	201703	22	Campo de Belchite	2	Industria y energía	Hombres	5
Marzo 2017	201703	22	Campo de Belchite	2	Industria y energía	Mujeres	1
Marzo 2017	201703	22	Campo de Belchite	3	Construcción	Hombres	4
Marzo 2017	201703	22	Campo de Belchite	4	Servicios	Hombres	16
Marzo 2017	201703	22	Campo de Belchite	4	Servicios	Mujeres	17
Marzo 2017	201703	23	Bajo Martín	1	Agricultura, ganadería y pesca	Hombres	35
Marzo 2017	201703	23	Bajo Martín	2	Industria y energía	Hombres	14
Marzo 2017	201703	23	Bajo Martín	2	Industria y energía	Mujeres	6
Marzo 2017	201703	23	Bajo Martín	3	Construcción	Hombres	9
Marzo 2017	201703	23	Bajo Martín	4	Servicios	Hombres	38
Marzo 2017	201703	23	Bajo Martín	4	Servicios	Mujeres	43
Marzo 2017	201703	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Hombres	14
Marzo 2017	201703	24	Campo de Daroca	1	Agricultura, ganadería y pesca	Mujeres	3
Marzo 2017	201703	24	Campo de Daroca	2	Industria y energía	Hombres	8
Marzo 2017	201703	24	Campo de Daroca	2	Industria y energía	Mujeres	2
Marzo 2017	201703	24	Campo de Daroca	3	Construcción	Hombres	1
Marzo 2017	201703	24	Campo de Daroca	4	Servicios	Hombres	22
Marzo 2017	201703	24	Campo de Daroca	4	Servicios	Mujeres	32
Marzo 2017	201703	25	Jiloca	1	Agricultura, ganadería y pesca	Hombres	16
Marzo 2017	201703	25	Jiloca	2	Industria y energía	Hombres	22
Marzo 2017	201703	25	Jiloca	2	Industria y energía	Mujeres	9
Marzo 2017	201703	25	Jiloca	3	Construcción	Hombres	15
Marzo 2017	201703	25	Jiloca	3	Construcción	Mujeres	2
Marzo 2017	201703	25	Jiloca	4	Servicios	Hombres	42
Marzo 2017	201703	25	Jiloca	4	Servicios	Mujeres	68
Marzo 2017	201703	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Hombres	7
Marzo 2017	201703	26	Cuencas Mineras	1	Agricultura, ganadería y pesca	Mujeres	3
Marzo 2017	201703	26	Cuencas Mineras	2	Industria y energía	Hombres	18
Marzo 2017	201703	26	Cuencas Mineras	2	Industria y energía	Mujeres	20
Marzo 2017	201703	26	Cuencas Mineras	3	Construcción	Hombres	10
Marzo 2017	201703	26	Cuencas Mineras	4	Servicios	Hombres	34
Marzo 2017	201703	26	Cuencas Mineras	4	Servicios	Mujeres	71
Marzo 2017	201703	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Hombres	4
Marzo 2017	201703	27	Andorra-Sierra de Arcos	1	Agricultura, ganadería y pesca	Mujeres	1
Marzo 2017	201703	27	Andorra-Sierra de Arcos	2	Industria y energía	Hombres	90
Marzo 2017	201703	27	Andorra-Sierra de Arcos	2	Industria y energía	Mujeres	10
Marzo 2017	201703	27	Andorra-Sierra de Arcos	3	Construcción	Hombres	50
Marzo 2017	201703	27	Andorra-Sierra de Arcos	3	Construcción	Mujeres	3
Marzo 2017	201703	27	Andorra-Sierra de Arcos	4	Servicios	Hombres	70
Marzo 2017	201703	27	Andorra-Sierra de Arcos	4	Servicios	Mujeres	127
Marzo 2017	201703	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Hombres	30
Marzo 2017	201703	28	Bajo Aragón	1	Agricultura, ganadería y pesca	Mujeres	9
Marzo 2017	201703	28	Bajo Aragón	2	Industria y energía	Hombres	39
Marzo 2017	201703	28	Bajo Aragón	2	Industria y energía	Mujeres	7
Marzo 2017	201703	28	Bajo Aragón	3	Construcción	Hombres	43
Marzo 2017	201703	28	Bajo Aragón	3	Construcción	Mujeres	4
Marzo 2017	201703	28	Bajo Aragón	4	Servicios	Hombres	176
Marzo 2017	201703	28	Bajo Aragón	4	Servicios	Mujeres	236
Marzo 2017	201703	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Hombres	85
Marzo 2017	201703	29	Comunidad de Teruel	1	Agricultura, ganadería y pesca	Mujeres	3
Marzo 2017	201703	29	Comunidad de Teruel	2	Industria y energía	Hombres	683
Marzo 2017	201703	29	Comunidad de Teruel	2	Industria y energía	Mujeres	109
Marzo 2017	201703	29	Comunidad de Teruel	3	Construcción	Hombres	119
Marzo 2017	201703	29	Comunidad de Teruel	3	Construcción	Mujeres	6
Marzo 2017	201703	29	Comunidad de Teruel	4	Servicios	Hombres	301
Marzo 2017	201703	29	Comunidad de Teruel	4	Servicios	Mujeres	476
Marzo 2017	201703	30	Maestrazgo	1	Agricultura, ganadería y pesca	Hombres	2
Marzo 2017	201703	30	Maestrazgo	2	Industria y energía	Hombres	3
Marzo 2017	201703	30	Maestrazgo	2	Industria y energía	Mujeres	1
Marzo 2017	201703	30	Maestrazgo	3	Construcción	Hombres	10
Marzo 2017	201703	30	Maestrazgo	4	Servicios	Hombres	17
Marzo 2017	201703	30	Maestrazgo	4	Servicios	Mujeres	17
Marzo 2017	201703	31	Sierra de Albarracín	1	Agricultura, ganadería y pesca	Hombres	10
Marzo 2017	201703	31	Sierra de Albarracín	2	Industria y energía	Hombres	3
Marzo 2017	201703	31	Sierra de Albarracín	2	Industria y energía	Mujeres	1
Marzo 2017	201703	31	Sierra de Albarracín	3	Construcción	Hombres	6
Marzo 2017	201703	31	Sierra de Albarracín	3	Construcción	Mujeres	1
Marzo 2017	201703	31	Sierra de Albarracín	4	Servicios	Hombres	12
Marzo 2017	201703	31	Sierra de Albarracín	4	Servicios	Mujeres	28
Marzo 2017	201703	32	Gúdar-Javalambre	1	Agricultura, ganadería y pesca	Hombres	17
Marzo 2017	201703	32	Gúdar-Javalambre	2	Industria y energía	Hombres	32
Marzo 2017	201703	32	Gúdar-Javalambre	2	Industria y energía	Mujeres	14
Marzo 2017	201703	32	Gúdar-Javalambre	3	Construcción	Hombres	16
Marzo 2017	201703	32	Gúdar-Javalambre	4	Servicios	Hombres	161
Marzo 2017	201703	32	Gúdar-Javalambre	4	Servicios	Mujeres	212
Marzo 2017	201703	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Hombres	24
Marzo 2017	201703	33	Matarraña / Matarranya	1	Agricultura, ganadería y pesca	Mujeres	3
Marzo 2017	201703	33	Matarraña / Matarranya	2	Industria y energía	Hombres	26
Marzo 2017	201703	33	Matarraña / Matarranya	2	Industria y energía	Mujeres	7
Marzo 2017	201703	33	Matarraña / Matarranya	3	Construcción	Hombres	25
Marzo 2017	201703	33	Matarraña / Matarranya	4	Servicios	Hombres	35
Marzo 2017	201703	33	Matarraña / Matarranya	4	Servicios	Mujeres	68
Febrero 2017	201702	01	La Jacetania	1	Agricultura, ganadería y pesca	Hombres	8
Febrero 2017	201702	01	La Jacetania	2	Industria y energía	Hombres	6
Febrero 2017	201702	01	La Jacetania	2	Industria y energía	Mujeres	2
Febrero 2017	201702	01	La Jacetania	3	Construcción	Hombres	18
Febrero 2017	201702	01	La Jacetania	4	Servicios	Hombres	275
Febrero 2017	201702	01	La Jacetania	4	Servicios	Mujeres	307
Febrero 2017	201702	02	Alto Gállego	1	Agricultura, ganadería y pesca	Hombres	3
Febrero 2017	201702	02	Alto Gállego	2	Industria y energía	Hombres	14
Febrero 2017	201702	02	Alto Gállego	2	Industria y energía	Mujeres	9
Febrero 2017	201702	02	Alto Gállego	3	Construcción	Hombres	20
Febrero 2017	201702	02	Alto Gállego	3	Construcción	Mujeres	2
Febrero 2017	201702	02	Alto Gállego	4	Servicios	Hombres	363
Febrero 2017	201702	02	Alto Gállego	4	Servicios	Mujeres	412
Febrero 2017	201702	03	Sobrarbe	1	Agricultura, ganadería y pesca	Hombres	9
Febrero 2017	201702	03	Sobrarbe	2	Industria y energía	Hombres	1
Febrero 2017	201702	03	Sobrarbe	2	Industria y energía	Mujeres	1
Febrero 2017	201702	03	Sobrarbe	3	Construcción	Hombres	14
Febrero 2017	201702	03	Sobrarbe	3	Construcción	Mujeres	1
Febrero 2017	201702	03	Sobrarbe	4	Servicios	Hombres	60
Febrero 2017	201702	03	Sobrarbe	4	Servicios	Mujeres	72
Febrero 2017	201702	04	La Ribagorza	1	Agricultura, ganadería y pesca	Hombres	15
Febrero 2017	201702	04	La Ribagorza	1	Agricultura, ganadería y pesca	Mujeres	2
Febrero 2017	201702	04	La Ribagorza	2	Industria y energía	Hombres	4
Febrero 2017	201702	04	La Ribagorza	2	Industria y energía	Mujeres	2
Febrero 2017	201702	04	La Ribagorza	3	Construcción	Hombres	22
Febrero 2017	201702	04	La Ribagorza	3	Construcción	Mujeres	1
Febrero 2017	201702	04	La Ribagorza	4	Servicios	Hombres	117
Febrero 2017	201702	04	La Ribagorza	4	Servicios	Mujeres	131
Febrero 2017	201702	05	Cinco Villas	1	Agricultura, ganadería y pesca	Hombres	99
Febrero 2017	201702	05	Cinco Villas	1	Agricultura, ganadería y pesca	Mujeres	11
Febrero 2017	201702	05	Cinco Villas	2	Industria y energía	Hombres	96
Febrero 2017	201702	05	Cinco Villas	2	Industria y energía	Mujeres	19
Febrero 2017	201702	05	Cinco Villas	3	Construcción	Hombres	36
Febrero 2017	201702	05	Cinco Villas	3	Construcción	Mujeres	4
Febrero 2017	201702	05	Cinco Villas	4	Servicios	Hombres	103
Febrero 2017	201702	05	Cinco Villas	4	Servicios	Mujeres	154
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Hombres	44
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	1	Agricultura, ganadería y pesca	Mujeres	5
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Hombres	84
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	2	Industria y energía	Mujeres	15
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Hombres	144
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	3	Construcción	Mujeres	9
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Hombres	529
Febrero 2017	201702	06	Hoya de Huesca / Plana de Uesca	4	Servicios	Mujeres	861
Febrero 2017	201702	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Hombres	41
Febrero 2017	201702	07	Somontano de Barbastro	1	Agricultura, ganadería y pesca	Mujeres	1
Febrero 2017	201702	07	Somontano de Barbastro	2	Industria y energía	Hombres	45
Febrero 2017	201702	07	Somontano de Barbastro	2	Industria y energía	Mujeres	29
Febrero 2017	201702	07	Somontano de Barbastro	3	Construcción	Hombres	23
Febrero 2017	201702	07	Somontano de Barbastro	4	Servicios	Hombres	154
Febrero 2017	201702	07	Somontano de Barbastro	4	Servicios	Mujeres	235
Febrero 2017	201702	08	Cinca Medio	1	Agricultura, ganadería y pesca	Hombres	71
Febrero 2017	201702	08	Cinca Medio	1	Agricultura, ganadería y pesca	Mujeres	6
Febrero 2017	201702	08	Cinca Medio	2	Industria y energía	Hombres	70
Febrero 2017	201702	08	Cinca Medio	2	Industria y energía	Mujeres	17
Febrero 2017	201702	08	Cinca Medio	3	Construcción	Hombres	29
Febrero 2017	201702	08	Cinca Medio	4	Servicios	Hombres	113
Febrero 2017	201702	08	Cinca Medio	4	Servicios	Mujeres	178
Febrero 2017	201702	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Hombres	72
Febrero 2017	201702	09	La Litera / La Llitera	1	Agricultura, ganadería y pesca	Mujeres	3
Febrero 2017	201702	09	La Litera / La Llitera	2	Industria y energía	Hombres	54
Febrero 2017	201702	09	La Litera / La Llitera	2	Industria y energía	Mujeres	8
Febrero 2017	201702	09	La Litera / La Llitera	3	Construcción	Hombres	31
Febrero 2017	201702	09	La Litera / La Llitera	3	Construcción	Mujeres	2
Febrero 2017	201702	09	La Litera / La Llitera	4	Servicios	Hombres	80
Febrero 2017	201702	09	La Litera / La Llitera	4	Servicios	Mujeres	99
Febrero 2017	201702	10	Los Monegros	1	Agricultura, ganadería y pesca	Hombres	77
Febrero 2017	201702	10	Los Monegros	1	Agricultura, ganadería y pesca	Mujeres	8
Febrero 2017	201702	10	Los Monegros	2	Industria y energía	Hombres	56
Febrero 2017	201702	10	Los Monegros	2	Industria y energía	Mujeres	5
Febrero 2017	201702	10	Los Monegros	3	Construcción	Hombres	20
Febrero 2017	201702	10	Los Monegros	3	Construcción	Mujeres	2
Febrero 2017	201702	10	Los Monegros	4	Servicios	Hombres	31
Febrero 2017	201702	10	Los Monegros	4	Servicios	Mujeres	80
Febrero 2017	201702	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Hombres	312
Febrero 2017	201702	11	Bajo Cinca / Baix Cinca	1	Agricultura, ganadería y pesca	Mujeres	47
Febrero 2017	201702	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Hombres	220
Febrero 2017	201702	11	Bajo Cinca / Baix Cinca	2	Industria y energía	Mujeres	326
Febrero 2017	201702	11	Bajo Cinca / Baix Cinca	3	Construcción	Hombres	13
Febrero 2017	201702	11	Bajo Cinca / Baix Cinca	4	Servicios	Hombres	174
Febrero 2017	201702	11	Bajo Cinca / Baix Cinca	4	Servicios	Mujeres	179
Febrero 2017	201702	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Hombres	4
Febrero 2017	201702	12	Tarazona y el Moncayo	1	Agricultura, ganadería y pesca	Mujeres	2
Febrero 2017	201702	12	Tarazona y el Moncayo	2	Industria y energía	Hombres	128
Febrero 2017	201702	12	Tarazona y el Moncayo	2	Industria y energía	Mujeres	36
Febrero 2017	201702	12	Tarazona y el Moncayo	3	Construcción	Hombres	6
Febrero 2017	201702	12	Tarazona y el Moncayo	3	Construcción	Mujeres	1
Febrero 2017	201702	12	Tarazona y el Moncayo	4	Servicios	Hombres	197
Febrero 2017	201702	12	Tarazona y el Moncayo	4	Servicios	Mujeres	209
Febrero 2017	201702	13	Campo de Borja	1	Agricultura, ganadería y pesca	Hombres	54
Febrero 2017	201702	13	Campo de Borja	1	Agricultura, ganadería y pesca	Mujeres	8
Febrero 2017	201702	13	Campo de Borja	2	Industria y energía	Hombres	116
Febrero 2017	201702	13	Campo de Borja	2	Industria y energía	Mujeres	113
Febrero 2017	201702	13	Campo de Borja	3	Construcción	Hombres	27
Febrero 2017	201702	13	Campo de Borja	4	Servicios	Hombres	65
Febrero 2017	201702	13	Campo de Borja	4	Servicios	Mujeres	69
Febrero 2017	201702	14	Aranda	1	Agricultura, ganadería y pesca	Hombres	11
Febrero 2017	201702	14	Aranda	2	Industria y energía	Hombres	29
Febrero 2017	201702	14	Aranda	2	Industria y energía	Mujeres	8
Febrero 2017	201702	14	Aranda	3	Construcción	Hombres	2
Febrero 2017	201702	14	Aranda	4	Servicios	Hombres	14
Febrero 2017	201702	14	Aranda	4	Servicios	Mujeres	17
Febrero 2017	201702	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Hombres	51
Febrero 2017	201702	15	Ribera Alta del Ebro	1	Agricultura, ganadería y pesca	Mujeres	33
Febrero 2017	201702	15	Ribera Alta del Ebro	2	Industria y energía	Hombres	448
Febrero 2017	201702	15	Ribera Alta del Ebro	2	Industria y energía	Mujeres	145
Febrero 2017	201702	15	Ribera Alta del Ebro	3	Construcción	Hombres	35
Febrero 2017	201702	15	Ribera Alta del Ebro	3	Construcción	Mujeres	3
Febrero 2017	201702	15	Ribera Alta del Ebro	4	Servicios	Hombres	262
Febrero 2017	201702	15	Ribera Alta del Ebro	4	Servicios	Mujeres	258
Febrero 2017	201702	16	Valdejalón	1	Agricultura, ganadería y pesca	Hombres	271
Febrero 2017	201702	16	Valdejalón	1	Agricultura, ganadería y pesca	Mujeres	31
Febrero 2017	201702	16	Valdejalón	2	Industria y energía	Hombres	501
Febrero 2017	201702	16	Valdejalón	2	Industria y energía	Mujeres	186
Febrero 2017	201702	16	Valdejalón	3	Construcción	Hombres	16
Febrero 2017	201702	16	Valdejalón	3	Construcción	Mujeres	2
Febrero 2017	201702	16	Valdejalón	4	Servicios	Hombres	225
Febrero 2017	201702	16	Valdejalón	4	Servicios	Mujeres	299
Febrero 2017	201702	17	Central	1	Agricultura, ganadería y pesca	Hombres	185
Febrero 2017	201702	17	Central	1	Agricultura, ganadería y pesca	Mujeres	35
Febrero 2017	201702	17	Central	2	Industria y energía	Hombres	3054
Febrero 2017	201702	17	Central	2	Industria y energía	Mujeres	1273
Febrero 2017	201702	17	Central	3	Construcción	Hombres	993
Febrero 2017	201702	17	Central	3	Construcción	Mujeres	63
Febrero 2017	201702	17	Central	4	Servicios	Hombres	7558
Febrero 2017	201702	17	Central	4	Servicios	Mujeres	9663
Febrero 2017	201702	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Hombres	63
Febrero 2017	201702	18	Ribera Baja del Ebro	1	Agricultura, ganadería y pesca	Mujeres	1
Febrero 2017	201702	18	Ribera Baja del Ebro	2	Industria y energía	Hombres	58
Febrero 2017	201702	18	Ribera Baja del Ebro	2	Industria y energía	Mujeres	24
Febrero 2017	201702	18	Ribera Baja del Ebro	3	Construcción	Hombres	7
Febrero 2017	201702	18	Ribera Baja del Ebro	4	Servicios	Hombres	37
Febrero 2017	201702	18	Ribera Baja del Ebro	4	Servicios	Mujeres	102
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Hombres	217
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1	Agricultura, ganadería y pesca	Mujeres	20
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Hombres	9
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2	Industria y energía	Mujeres	7
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Hombres	8
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3	Construcción	Mujeres	2
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Hombres	28
Febrero 2017	201702	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4	Servicios	Mujeres	72
Febrero 2017	201702	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Hombres	121
Febrero 2017	201702	20	Comunidad de Calatayud	1	Agricultura, ganadería y pesca	Mujeres	25
Febrero 2017	201702	20	Comunidad de Calatayud	2	Industria y energía	Hombres	128
Febrero 2017	201702	20	Comunidad de Calatayud	2	Industria y energía	Mujeres	34
Febrero 2017	201702	20	Comunidad de Calatayud	3	Construcción	Hombres	31
Febrero 2017	201702	20	Comunidad de Calatayud	3	Construcción	Mujeres	2
Febrero 2017	201702	20	Comunidad de Calatayud	4	Servicios	Hombres	151
Febrero 2017	201702	20	Comunidad de Calatayud	4	Servicios	Mujeres	231
Febrero 2017	201702	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Hombres	128
Febrero 2017	201702	21	Campo de Cariñena	1	Agricultura, ganadería y pesca	Mujeres	30
Febrero 2017	201702	21	Campo de Cariñena	2	Industria y energía	Hombres	156
Febrero 2017	201702	21	Campo de Cariñena	2	Industria y energía	Mujeres	36
Febrero 2017	201702	21	Campo de Cariñena	3	Construcción	Hombres	5
Febrero 2017	201702	21	Campo de Cariñena	3	Construcción	Mujeres	2
Febrero 2017	201702	21	Campo de Cariñena	4	Servicios	Hombres	72
Febrero 2017	201702	21	Campo de Cariñena	4	Servicios	Mujeres	85
Febrero 2017	201702	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Hombres	6
Febrero 2017	201702	22	Campo de Belchite	1	Agricultura, ganadería y pesca	Mujeres	1
Febrero 2017	201702	22	Campo de Belchite	2	Industria y energía	Hombres	5
Febrero 2017	201702	22	Campo de Belchite	2	Industria y energía	Mujeres	2
Febrero 2017	201702	22	Campo de Belchite	3	Construcción	Hombres	4
Febrero 2017	201702	22	Campo de Belchite	3	Construcción	Mujeres	1
Febrero 2017	201702	22	Campo de Belchite	4	Servicios	Hombres	7
Febrero 2017	201702	22	Campo de Belchite	4	Servicios	Mujeres	18
