Mes y año	Mes (código)	Mes nombre	Año	Sexo	Provincia código	Provincia nombre	Número de contratos	Sector código	Sector descripción
Febrero 2016	201602	Febrero	2016	Hombres	22	Huesca	4	1	Agricultura, ganadería y pesca
Febrero 2016	201602	Febrero	2016	Hombres	22	Huesca	6	2	Industria y energía
Febrero 2016	201602	Febrero	2016	Mujeres	22	Huesca	5	2	Industria y energía
Febrero 2016	201602	Febrero	2016	Hombres	22	Huesca	3	3	Construcción
Febrero 2016	201602	Febrero	2016	Mujeres	22	Huesca	1	3	Construcción
Febrero 2016	201602	Febrero	2016	Hombres	22	Huesca	34	4	Servicios
Febrero 2016	201602	Febrero	2016	Mujeres	22	Huesca	44	4	Servicios
Febrero 2016	201602	Febrero	2016	Hombres	44	Teruel	3	1	Agricultura, ganadería y pesca
Febrero 2016	201602	Febrero	2016	Hombres	44	Teruel	6	2	Industria y energía
Febrero 2016	201602	Febrero	2016	Mujeres	44	Teruel	5	2	Industria y energía
Febrero 2016	201602	Febrero	2016	Hombres	44	Teruel	3	3	Construcción
Febrero 2016	201602	Febrero	2016	Mujeres	44	Teruel	1	3	Construcción
Febrero 2016	201602	Febrero	2016	Hombres	44	Teruel	15	4	Servicios
Febrero 2016	201602	Febrero	2016	Mujeres	44	Teruel	28	4	Servicios
Febrero 2016	201602	Febrero	2016	Hombres	50	Zaragoza	3	1	Agricultura, ganadería y pesca
Febrero 2016	201602	Febrero	2016	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Febrero 2016	201602	Febrero	2016	Hombres	50	Zaragoza	59	2	Industria y energía
Febrero 2016	201602	Febrero	2016	Mujeres	50	Zaragoza	42	2	Industria y energía
Febrero 2016	201602	Febrero	2016	Hombres	50	Zaragoza	8	3	Construcción
Febrero 2016	201602	Febrero	2016	Mujeres	50	Zaragoza	11	3	Construcción
Febrero 2016	201602	Febrero	2016	Hombres	50	Zaragoza	140	4	Servicios
Febrero 2016	201602	Febrero	2016	Mujeres	50	Zaragoza	281	4	Servicios
Enero 2016	201601	Enero	2016	Hombres	22	Huesca	3	1	Agricultura, ganadería y pesca
Enero 2016	201601	Enero	2016	Mujeres	22	Huesca	1	1	Agricultura, ganadería y pesca
Enero 2016	201601	Enero	2016	Hombres	22	Huesca	3	2	Industria y energía
Enero 2016	201601	Enero	2016	Mujeres	22	Huesca	4	2	Industria y energía
Enero 2016	201601	Enero	2016	Hombres	22	Huesca	3	3	Construcción
Enero 2016	201601	Enero	2016	Hombres	22	Huesca	25	4	Servicios
Enero 2016	201601	Enero	2016	Mujeres	22	Huesca	54	4	Servicios
Enero 2016	201601	Enero	2016	Hombres	44	Teruel	1	1	Agricultura, ganadería y pesca
Enero 2016	201601	Enero	2016	Hombres	44	Teruel	18	2	Industria y energía
Enero 2016	201601	Enero	2016	Mujeres	44	Teruel	7	2	Industria y energía
Enero 2016	201601	Enero	2016	Hombres	44	Teruel	1	3	Construcción
Enero 2016	201601	Enero	2016	Mujeres	44	Teruel	2	3	Construcción
Enero 2016	201601	Enero	2016	Hombres	44	Teruel	17	4	Servicios
Enero 2016	201601	Enero	2016	Mujeres	44	Teruel	34	4	Servicios
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	5	1	Agricultura, ganadería y pesca
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	53	2	Industria y energía
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	34	2	Industria y energía
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	3	3	Construcción
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	1	3	Construcción
Enero 2016	201601	Enero	2016	Hombres	50	Zaragoza	111	4	Servicios
Enero 2016	201601	Enero	2016	Mujeres	50	Zaragoza	248	4	Servicios
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	4	1	Agricultura, ganadería y pesca
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	1	2	Industria y energía
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	2	2	Industria y energía
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	1	3	Construcción
Diciembre 2015	201512	Diciembre	2015	Hombres	22	Huesca	21	4	Servicios
Diciembre 2015	201512	Diciembre	2015	Mujeres	22	Huesca	45	4	Servicios
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	7	2	Industria y energía
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	3	2	Industria y energía
Diciembre 2015	201512	Diciembre	2015	Hombres	44	Teruel	11	4	Servicios
Diciembre 2015	201512	Diciembre	2015	Mujeres	44	Teruel	23	4	Servicios
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	3	1	Agricultura, ganadería y pesca
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	37	2	Industria y energía
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	23	2	Industria y energía
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	4	3	Construcción
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	2	3	Construcción
Diciembre 2015	201512	Diciembre	2015	Hombres	50	Zaragoza	118	4	Servicios
Diciembre 2015	201512	Diciembre	2015	Mujeres	50	Zaragoza	254	4	Servicios
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	3	1	Agricultura, ganadería y pesca
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	1	1	Agricultura, ganadería y pesca
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	4	2	Industria y energía
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	1	2	Industria y energía
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	1	3	Construcción
Noviembre 2015	201511	Noviembre	2015	Hombres	22	Huesca	33	4	Servicios
Noviembre 2015	201511	Noviembre	2015	Mujeres	22	Huesca	53	4	Servicios
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	8	2	Industria y energía
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	9	2	Industria y energía
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	1	3	Construcción
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	1	3	Construcción
Noviembre 2015	201511	Noviembre	2015	Hombres	44	Teruel	8	4	Servicios
Noviembre 2015	201511	Noviembre	2015	Mujeres	44	Teruel	18	4	Servicios
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	7	1	Agricultura, ganadería y pesca
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	37	2	Industria y energía
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	26	2	Industria y energía
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	4	3	Construcción
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	1	3	Construcción
Noviembre 2015	201511	Noviembre	2015	Hombres	50	Zaragoza	178	4	Servicios
Noviembre 2015	201511	Noviembre	2015	Mujeres	50	Zaragoza	271	4	Servicios
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	3	1	Agricultura, ganadería y pesca
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	2	2	Industria y energía
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	5	2	Industria y energía
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	3	3	Construcción
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	1	3	Construcción
Octubre 2015	201510	Octubre	2015	Hombres	22	Huesca	32	4	Servicios
Octubre 2015	201510	Octubre	2015	Mujeres	22	Huesca	45	4	Servicios
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	2	1	Agricultura, ganadería y pesca
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	1	1	Agricultura, ganadería y pesca
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	6	2	Industria y energía
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	7	2	Industria y energía
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	2	3	Construcción
Octubre 2015	201510	Octubre	2015	Hombres	44	Teruel	14	4	Servicios
Octubre 2015	201510	Octubre	2015	Mujeres	44	Teruel	31	4	Servicios
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	8	1	Agricultura, ganadería y pesca
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	1	1	Agricultura, ganadería y pesca
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	52	2	Industria y energía
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	29	2	Industria y energía
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	6	3	Construcción
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	2	3	Construcción
Octubre 2015	201510	Octubre	2015	Hombres	50	Zaragoza	152	4	Servicios
Octubre 2015	201510	Octubre	2015	Mujeres	50	Zaragoza	313	4	Servicios
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	2	1	Agricultura, ganadería y pesca
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	6	2	Industria y energía
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	4	2	Industria y energía
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	2	3	Construcción
Septiembre 2015	201509	Septiembre	2015	Hombres	22	Huesca	32	4	Servicios
Septiembre 2015	201509	Septiembre	2015	Mujeres	22	Huesca	62	4	Servicios
Septiembre 2015	201509	Septiembre	2015	Hombres	44	Teruel	1	1	Agricultura, ganadería y pesca
Septiembre 2015	201509	Septiembre	2015	Hombres	44	Teruel	9	2	Industria y energía
Septiembre 2015	201509	Septiembre	2015	Mujeres	44	Teruel	3	2	Industria y energía
Septiembre 2015	201509	Septiembre	2015	Mujeres	44	Teruel	2	3	Construcción
Septiembre 2015	201509	Septiembre	2015	Hombres	44	Teruel	11	4	Servicios
Septiembre 2015	201509	Septiembre	2015	Mujeres	44	Teruel	37	4	Servicios
Septiembre 2015	201509	Septiembre	2015	Hombres	50	Zaragoza	7	1	Agricultura, ganadería y pesca
Septiembre 2015	201509	Septiembre	2015	Hombres	50	Zaragoza	64	2	Industria y energía
Septiembre 2015	201509	Septiembre	2015	Mujeres	50	Zaragoza	43	2	Industria y energía
Septiembre 2015	201509	Septiembre	2015	Hombres	50	Zaragoza	9	3	Construcción
Septiembre 2015	201509	Septiembre	2015	Mujeres	50	Zaragoza	6	3	Construcción
Septiembre 2015	201509	Septiembre	2015	Hombres	50	Zaragoza	180	4	Servicios
Septiembre 2015	201509	Septiembre	2015	Mujeres	50	Zaragoza	306	4	Servicios
Agosto 2015	201508	Agosto	2015	Hombres	22	Huesca	4	1	Agricultura, ganadería y pesca
Agosto 2015	201508	Agosto	2015	Mujeres	22	Huesca	2	1	Agricultura, ganadería y pesca
Agosto 2015	201508	Agosto	2015	Hombres	22	Huesca	8	2	Industria y energía
Agosto 2015	201508	Agosto	2015	Mujeres	22	Huesca	3	2	Industria y energía
Agosto 2015	201508	Agosto	2015	Hombres	22	Huesca	4	3	Construcción
Agosto 2015	201508	Agosto	2015	Mujeres	22	Huesca	1	3	Construcción
Agosto 2015	201508	Agosto	2015	Hombres	22	Huesca	20	4	Servicios
Agosto 2015	201508	Agosto	2015	Mujeres	22	Huesca	27	4	Servicios
Agosto 2015	201508	Agosto	2015	Hombres	44	Teruel	1	1	Agricultura, ganadería y pesca
Agosto 2015	201508	Agosto	2015	Mujeres	44	Teruel	1	1	Agricultura, ganadería y pesca
Agosto 2015	201508	Agosto	2015	Hombres	44	Teruel	7	2	Industria y energía
Agosto 2015	201508	Agosto	2015	Mujeres	44	Teruel	3	2	Industria y energía
Agosto 2015	201508	Agosto	2015	Hombres	44	Teruel	3	3	Construcción
Agosto 2015	201508	Agosto	2015	Hombres	44	Teruel	7	4	Servicios
Agosto 2015	201508	Agosto	2015	Mujeres	44	Teruel	21	4	Servicios
Agosto 2015	201508	Agosto	2015	Hombres	50	Zaragoza	5	1	Agricultura, ganadería y pesca
Agosto 2015	201508	Agosto	2015	Hombres	50	Zaragoza	29	2	Industria y energía
Agosto 2015	201508	Agosto	2015	Mujeres	50	Zaragoza	25	2	Industria y energía
Agosto 2015	201508	Agosto	2015	Hombres	50	Zaragoza	8	3	Construcción
Agosto 2015	201508	Agosto	2015	Mujeres	50	Zaragoza	1	3	Construcción
Agosto 2015	201508	Agosto	2015	Hombres	50	Zaragoza	136	4	Servicios
Agosto 2015	201508	Agosto	2015	Mujeres	50	Zaragoza	175	4	Servicios
Julio 2015	201507	Julio	2015	Hombres	22	Huesca	2	1	Agricultura, ganadería y pesca
Julio 2015	201507	Julio	2015	Mujeres	22	Huesca	1	1	Agricultura, ganadería y pesca
Julio 2015	201507	Julio	2015	Hombres	22	Huesca	10	2	Industria y energía
Julio 2015	201507	Julio	2015	Mujeres	22	Huesca	6	2	Industria y energía
Julio 2015	201507	Julio	2015	Hombres	22	Huesca	2	3	Construcción
Julio 2015	201507	Julio	2015	Mujeres	22	Huesca	2	3	Construcción
Julio 2015	201507	Julio	2015	Hombres	22	Huesca	48	4	Servicios
Julio 2015	201507	Julio	2015	Mujeres	22	Huesca	59	4	Servicios
Julio 2015	201507	Julio	2015	Hombres	44	Teruel	2	1	Agricultura, ganadería y pesca
Julio 2015	201507	Julio	2015	Hombres	44	Teruel	8	2	Industria y energía
Julio 2015	201507	Julio	2015	Mujeres	44	Teruel	3	2	Industria y energía
Julio 2015	201507	Julio	2015	Hombres	44	Teruel	1	3	Construcción
Julio 2015	201507	Julio	2015	Hombres	44	Teruel	22	4	Servicios
Julio 2015	201507	Julio	2015	Mujeres	44	Teruel	31	4	Servicios
Julio 2015	201507	Julio	2015	Hombres	50	Zaragoza	5	1	Agricultura, ganadería y pesca
Julio 2015	201507	Julio	2015	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Julio 2015	201507	Julio	2015	Hombres	50	Zaragoza	68	2	Industria y energía
Julio 2015	201507	Julio	2015	Mujeres	50	Zaragoza	42	2	Industria y energía
Julio 2015	201507	Julio	2015	Hombres	50	Zaragoza	4	3	Construcción
Julio 2015	201507	Julio	2015	Mujeres	50	Zaragoza	1	3	Construcción
Julio 2015	201507	Julio	2015	Hombres	50	Zaragoza	197	4	Servicios
Julio 2015	201507	Julio	2015	Mujeres	50	Zaragoza	273	4	Servicios
Junio 2015	201506	Junio	2015	Hombres	22	Huesca	3	1	Agricultura, ganadería y pesca
Junio 2015	201506	Junio	2015	Hombres	22	Huesca	7	2	Industria y energía
Junio 2015	201506	Junio	2015	Mujeres	22	Huesca	5	2	Industria y energía
Junio 2015	201506	Junio	2015	Hombres	22	Huesca	2	3	Construcción
Junio 2015	201506	Junio	2015	Hombres	22	Huesca	42	4	Servicios
Junio 2015	201506	Junio	2015	Mujeres	22	Huesca	59	4	Servicios
Junio 2015	201506	Junio	2015	Hombres	44	Teruel	13	2	Industria y energía
Junio 2015	201506	Junio	2015	Mujeres	44	Teruel	11	2	Industria y energía
Junio 2015	201506	Junio	2015	Hombres	44	Teruel	2	3	Construcción
Junio 2015	201506	Junio	2015	Hombres	44	Teruel	20	4	Servicios
Junio 2015	201506	Junio	2015	Mujeres	44	Teruel	30	4	Servicios
Junio 2015	201506	Junio	2015	Hombres	50	Zaragoza	8	1	Agricultura, ganadería y pesca
Junio 2015	201506	Junio	2015	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Junio 2015	201506	Junio	2015	Hombres	50	Zaragoza	56	2	Industria y energía
Junio 2015	201506	Junio	2015	Mujeres	50	Zaragoza	36	2	Industria y energía
Junio 2015	201506	Junio	2015	Hombres	50	Zaragoza	4	3	Construcción
Junio 2015	201506	Junio	2015	Mujeres	50	Zaragoza	5	3	Construcción
Junio 2015	201506	Junio	2015	Hombres	50	Zaragoza	166	4	Servicios
Junio 2015	201506	Junio	2015	Mujeres	50	Zaragoza	275	4	Servicios
Mayo 2015	201505	Mayo	2015	Hombres	22	Huesca	8	1	Agricultura, ganadería y pesca
Mayo 2015	201505	Mayo	2015	Mujeres	22	Huesca	1	1	Agricultura, ganadería y pesca
Mayo 2015	201505	Mayo	2015	Hombres	22	Huesca	1	2	Industria y energía
Mayo 2015	201505	Mayo	2015	Mujeres	22	Huesca	4	2	Industria y energía
Mayo 2015	201505	Mayo	2015	Hombres	22	Huesca	1	3	Construcción
Mayo 2015	201505	Mayo	2015	Mujeres	22	Huesca	1	3	Construcción
Mayo 2015	201505	Mayo	2015	Hombres	22	Huesca	18	4	Servicios
Mayo 2015	201505	Mayo	2015	Mujeres	22	Huesca	54	4	Servicios
Mayo 2015	201505	Mayo	2015	Mujeres	44	Teruel	1	1	Agricultura, ganadería y pesca
Mayo 2015	201505	Mayo	2015	Hombres	44	Teruel	9	2	Industria y energía
Mayo 2015	201505	Mayo	2015	Mujeres	44	Teruel	9	2	Industria y energía
Mayo 2015	201505	Mayo	2015	Hombres	44	Teruel	1	3	Construcción
Mayo 2015	201505	Mayo	2015	Hombres	44	Teruel	14	4	Servicios
Mayo 2015	201505	Mayo	2015	Mujeres	44	Teruel	21	4	Servicios
Mayo 2015	201505	Mayo	2015	Hombres	50	Zaragoza	9	1	Agricultura, ganadería y pesca
Mayo 2015	201505	Mayo	2015	Hombres	50	Zaragoza	46	2	Industria y energía
Mayo 2015	201505	Mayo	2015	Mujeres	50	Zaragoza	32	2	Industria y energía
Mayo 2015	201505	Mayo	2015	Hombres	50	Zaragoza	13	3	Construcción
Mayo 2015	201505	Mayo	2015	Mujeres	50	Zaragoza	6	3	Construcción
Mayo 2015	201505	Mayo	2015	Hombres	50	Zaragoza	148	4	Servicios
Mayo 2015	201505	Mayo	2015	Mujeres	50	Zaragoza	293	4	Servicios
Abril 2015	201504	Abril	2015	Hombres	22	Huesca	2	1	Agricultura, ganadería y pesca
Abril 2015	201504	Abril	2015	Hombres	22	Huesca	3	2	Industria y energía
Abril 2015	201504	Abril	2015	Mujeres	22	Huesca	3	2	Industria y energía
Abril 2015	201504	Abril	2015	Hombres	22	Huesca	1	3	Construcción
Abril 2015	201504	Abril	2015	Mujeres	22	Huesca	1	3	Construcción
Abril 2015	201504	Abril	2015	Hombres	22	Huesca	35	4	Servicios
Abril 2015	201504	Abril	2015	Mujeres	22	Huesca	62	4	Servicios
Abril 2015	201504	Abril	2015	Mujeres	44	Teruel	2	1	Agricultura, ganadería y pesca
Abril 2015	201504	Abril	2015	Hombres	44	Teruel	3	2	Industria y energía
Abril 2015	201504	Abril	2015	Mujeres	44	Teruel	5	2	Industria y energía
Abril 2015	201504	Abril	2015	Mujeres	44	Teruel	1	3	Construcción
Abril 2015	201504	Abril	2015	Hombres	44	Teruel	10	4	Servicios
Abril 2015	201504	Abril	2015	Mujeres	44	Teruel	18	4	Servicios
Abril 2015	201504	Abril	2015	Hombres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Abril 2015	201504	Abril	2015	Mujeres	50	Zaragoza	1	1	Agricultura, ganadería y pesca
Abril 2015	201504	Abril	2015	Hombres	50	Zaragoza	57	2	Industria y energía
Abril 2015	201504	Abril	2015	Mujeres	50	Zaragoza	34	2	Industria y energía
Abril 2015	201504	Abril	2015	Hombres	50	Zaragoza	8	3	Construcción
Abril 2015	201504	Abril	2015	Mujeres	50	Zaragoza	4	3	Construcción
Abril 2015	201504	Abril	2015	Hombres	50	Zaragoza	104	4	Servicios
Abril 2015	201504	Abril	2015	Mujeres	50	Zaragoza	241	4	Servicios
Marzo 2015	201503	Marzo	2015	Hombres	22	Huesca	6	1	Agricultura, ganadería y pesca
Marzo 2015	201503	Marzo	2015	Hombres	22	Huesca	8	2	Industria y energía
Marzo 2015	201503	Marzo	2015	Mujeres	22	Huesca	1	2	Industria y energía
Marzo 2015	201503	Marzo	2015	Hombres	22	Huesca	30	4	Servicios
Marzo 2015	201503	Marzo	2015	Mujeres	22	Huesca	44	4	Servicios
Marzo 2015	201503	Marzo	2015	Hombres	44	Teruel	4	1	Agricultura, ganadería y pesca
Marzo 2015	201503	Marzo	2015	Mujeres	44	Teruel	1	1	Agricultura, ganadería y pesca
Marzo 2015	201503	Marzo	2015	Hombres	44	Teruel	4	2	Industria y energía
Marzo 2015	201503	Marzo	2015	Mujeres	44	Teruel	5	2	Industria y energía
Marzo 2015	201503	Marzo	2015	Mujeres	44	Teruel	1	3	Construcción
Marzo 2015	201503	Marzo	2015	Hombres	44	Teruel	15	4	Servicios
Marzo 2015	201503	Marzo	2015	Mujeres	44	Teruel	27	4	Servicios
Marzo 2015	201503	Marzo	2015	Hombres	50	Zaragoza	8	1	Agricultura, ganadería y pesca
Marzo 2015	201503	Marzo	2015	Mujeres	50	Zaragoza	1	1	Agricultura, ganadería y pesca
Marzo 2015	201503	Marzo	2015	Hombres	50	Zaragoza	41	2	Industria y energía
Marzo 2015	201503	Marzo	2015	Mujeres	50	Zaragoza	34	2	Industria y energía
Marzo 2015	201503	Marzo	2015	Hombres	50	Zaragoza	5	3	Construcción
Marzo 2015	201503	Marzo	2015	Mujeres	50	Zaragoza	2	3	Construcción
Marzo 2015	201503	Marzo	2015	Hombres	50	Zaragoza	137	4	Servicios
Marzo 2015	201503	Marzo	2015	Mujeres	50	Zaragoza	260	4	Servicios
Febrero 2015	201502	Febrero	2015	Hombres	22	Huesca	5	1	Agricultura, ganadería y pesca
Febrero 2015	201502	Febrero	2015	Mujeres	22	Huesca	2	1	Agricultura, ganadería y pesca
Febrero 2015	201502	Febrero	2015	Hombres	22	Huesca	3	2	Industria y energía
Febrero 2015	201502	Febrero	2015	Mujeres	22	Huesca	2	2	Industria y energía
Febrero 2015	201502	Febrero	2015	Hombres	22	Huesca	2	3	Construcción
Febrero 2015	201502	Febrero	2015	Mujeres	22	Huesca	2	3	Construcción
Febrero 2015	201502	Febrero	2015	Hombres	22	Huesca	15	4	Servicios
Febrero 2015	201502	Febrero	2015	Mujeres	22	Huesca	47	4	Servicios
Febrero 2015	201502	Febrero	2015	Hombres	44	Teruel	2	1	Agricultura, ganadería y pesca
Febrero 2015	201502	Febrero	2015	Hombres	44	Teruel	6	2	Industria y energía
Febrero 2015	201502	Febrero	2015	Mujeres	44	Teruel	4	2	Industria y energía
Febrero 2015	201502	Febrero	2015	Hombres	44	Teruel	8	4	Servicios
Febrero 2015	201502	Febrero	2015	Mujeres	44	Teruel	23	4	Servicios
Febrero 2015	201502	Febrero	2015	Hombres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Febrero 2015	201502	Febrero	2015	Hombres	50	Zaragoza	29	2	Industria y energía
Febrero 2015	201502	Febrero	2015	Mujeres	50	Zaragoza	20	2	Industria y energía
Febrero 2015	201502	Febrero	2015	Hombres	50	Zaragoza	4	3	Construcción
Febrero 2015	201502	Febrero	2015	Mujeres	50	Zaragoza	3	3	Construcción
Febrero 2015	201502	Febrero	2015	Hombres	50	Zaragoza	159	4	Servicios
Febrero 2015	201502	Febrero	2015	Mujeres	50	Zaragoza	236	4	Servicios
Enero 2015	201501	Enero	2015	Hombres	22	Huesca	5	1	Agricultura, ganadería y pesca
Enero 2015	201501	Enero	2015	Hombres	22	Huesca	2	2	Industria y energía
Enero 2015	201501	Enero	2015	Mujeres	22	Huesca	7	2	Industria y energía
Enero 2015	201501	Enero	2015	Hombres	22	Huesca	18	4	Servicios
Enero 2015	201501	Enero	2015	Mujeres	22	Huesca	57	4	Servicios
Enero 2015	201501	Enero	2015	Hombres	44	Teruel	1	1	Agricultura, ganadería y pesca
Enero 2015	201501	Enero	2015	Hombres	44	Teruel	15	2	Industria y energía
Enero 2015	201501	Enero	2015	Mujeres	44	Teruel	13	2	Industria y energía
Enero 2015	201501	Enero	2015	Hombres	44	Teruel	6	4	Servicios
Enero 2015	201501	Enero	2015	Mujeres	44	Teruel	22	4	Servicios
Enero 2015	201501	Enero	2015	Hombres	50	Zaragoza	1	1	Agricultura, ganadería y pesca
Enero 2015	201501	Enero	2015	Hombres	50	Zaragoza	51	2	Industria y energía
Enero 2015	201501	Enero	2015	Mujeres	50	Zaragoza	24	2	Industria y energía
Enero 2015	201501	Enero	2015	Hombres	50	Zaragoza	6	3	Construcción
Enero 2015	201501	Enero	2015	Mujeres	50	Zaragoza	3	3	Construcción
Enero 2015	201501	Enero	2015	Hombres	50	Zaragoza	137	4	Servicios
Enero 2015	201501	Enero	2015	Mujeres	50	Zaragoza	248	4	Servicios
Diciembre 2014	201412	Diciembre	2014	Hombres	22	Huesca	3	1	Agricultura, ganadería y pesca
Diciembre 2014	201412	Diciembre	2014	Hombres	22	Huesca	3	2	Industria y energía
Diciembre 2014	201412	Diciembre	2014	Mujeres	22	Huesca	2	2	Industria y energía
Diciembre 2014	201412	Diciembre	2014	Hombres	22	Huesca	1	3	Construcción
Diciembre 2014	201412	Diciembre	2014	Hombres	22	Huesca	32	4	Servicios
Diciembre 2014	201412	Diciembre	2014	Mujeres	22	Huesca	43	4	Servicios
Diciembre 2014	201412	Diciembre	2014	Hombres	44	Teruel	2	1	Agricultura, ganadería y pesca
Diciembre 2014	201412	Diciembre	2014	Hombres	44	Teruel	2	2	Industria y energía
Diciembre 2014	201412	Diciembre	2014	Mujeres	44	Teruel	2	2	Industria y energía
Diciembre 2014	201412	Diciembre	2014	Hombres	44	Teruel	12	4	Servicios
Diciembre 2014	201412	Diciembre	2014	Mujeres	44	Teruel	29	4	Servicios
Diciembre 2014	201412	Diciembre	2014	Hombres	50	Zaragoza	6	1	Agricultura, ganadería y pesca
Diciembre 2014	201412	Diciembre	2014	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Diciembre 2014	201412	Diciembre	2014	Hombres	50	Zaragoza	26	2	Industria y energía
Diciembre 2014	201412	Diciembre	2014	Mujeres	50	Zaragoza	22	2	Industria y energía
Diciembre 2014	201412	Diciembre	2014	Hombres	50	Zaragoza	3	3	Construcción
Diciembre 2014	201412	Diciembre	2014	Mujeres	50	Zaragoza	4	3	Construcción
Diciembre 2014	201412	Diciembre	2014	Hombres	50	Zaragoza	111	4	Servicios
Diciembre 2014	201412	Diciembre	2014	Mujeres	50	Zaragoza	229	4	Servicios
Noviembre 2014	201411	Noviembre	2014	Hombres	22	Huesca	5	1	Agricultura, ganadería y pesca
Noviembre 2014	201411	Noviembre	2014	Hombres	22	Huesca	2	2	Industria y energía
Noviembre 2014	201411	Noviembre	2014	Mujeres	22	Huesca	2	2	Industria y energía
Noviembre 2014	201411	Noviembre	2014	Hombres	22	Huesca	2	3	Construcción
Noviembre 2014	201411	Noviembre	2014	Hombres	22	Huesca	30	4	Servicios
Noviembre 2014	201411	Noviembre	2014	Mujeres	22	Huesca	42	4	Servicios
Noviembre 2014	201411	Noviembre	2014	Hombres	44	Teruel	2	1	Agricultura, ganadería y pesca
Noviembre 2014	201411	Noviembre	2014	Hombres	44	Teruel	6	2	Industria y energía
Noviembre 2014	201411	Noviembre	2014	Mujeres	44	Teruel	6	2	Industria y energía
Noviembre 2014	201411	Noviembre	2014	Hombres	44	Teruel	1	3	Construcción
Noviembre 2014	201411	Noviembre	2014	Hombres	44	Teruel	8	4	Servicios
Noviembre 2014	201411	Noviembre	2014	Mujeres	44	Teruel	21	4	Servicios
Noviembre 2014	201411	Noviembre	2014	Hombres	50	Zaragoza	5	1	Agricultura, ganadería y pesca
Noviembre 2014	201411	Noviembre	2014	Mujeres	50	Zaragoza	2	1	Agricultura, ganadería y pesca
Noviembre 2014	201411	Noviembre	2014	Hombres	50	Zaragoza	47	2	Industria y energía
