Mes (código)	Mes y año	'Aragón'	UE25-UE27-UE28	UE25	UE27	UE28	Sector código	Sector descripción	Sexo	Nº parados
201801	Enero 2018	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Mujeres	29
201801	Enero 2018	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Mujeres	2951
201801	Enero 2018	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Mujeres	1409
201801	Enero 2018	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Mujeres	1
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Hombres	1364
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Hombres	3595
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Hombres	3006
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Hombres	13284
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Hombres	1658
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	613
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	253
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	743
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	844
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	122
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	1
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	54
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	63
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	67
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	176
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	27
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1	Agricultura, ganadería y pesca	Hombres	1039
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2	Industria y energía	Hombres	242
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Hombres	513
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Hombres	1541
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Hombres	209
201712	Diciembre 2017	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Hombres	3
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Mujeres	743
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Mujeres	3387
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Mujeres	592
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Mujeres	25422
201712	Diciembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Mujeres	2580
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Mujeres	514
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Mujeres	244
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Mujeres	43
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	2385
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Mujeres	304
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	1
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Mujeres	38
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Mujeres	34
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Mujeres	9
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	292
201712	Diciembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Mujeres	36
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1	Agricultura, ganadería y pesca	Mujeres	237
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2	Industria y energía	Mujeres	199
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Mujeres	30
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Mujeres	2820
201712	Diciembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Mujeres	1382
201712	Diciembre 2017	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Mujeres	1
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Hombres	1384
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Hombres	3401
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Hombres	2853
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Hombres	12988
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Hombres	1749
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	617
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	237
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	675
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	824
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	121
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	1
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	48
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	57
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	63
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	176
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	40
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1	Agricultura, ganadería y pesca	Hombres	1120
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2	Industria y energía	Hombres	213
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Hombres	434
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Hombres	1493
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Hombres	222
201711	Noviembre 2017	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Hombres	3
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Mujeres	763
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Mujeres	3338
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Mujeres	609
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Mujeres	26156
201711	Noviembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Mujeres	2708
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Mujeres	539
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Mujeres	227
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Mujeres	42
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	2417
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Mujeres	316
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Mujeres	38
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Mujeres	36
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Mujeres	8
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	303
201711	Noviembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Mujeres	42
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1	Agricultura, ganadería y pesca	Mujeres	249
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2	Industria y energía	Mujeres	177
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Mujeres	30
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Mujeres	2837
201711	Noviembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Mujeres	1436
201711	Noviembre 2017	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Mujeres	1
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Hombres	1411
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Hombres	3436
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Hombres	2971
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Hombres	13101
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Hombres	1795
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	717
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	219
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	701
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	861
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	120
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	48
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	59
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	55
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	173
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	39
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1	Agricultura, ganadería y pesca	Hombres	1288
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2	Industria y energía	Hombres	217
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Hombres	444
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Hombres	1524
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Hombres	230
201710	Octubre 2017	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Hombres	3
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Mujeres	715
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Mujeres	3338
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Mujeres	637
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Mujeres	26387
201710	Octubre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Mujeres	2773
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Mujeres	509
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Mujeres	183
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Mujeres	40
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	2339
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Mujeres	309
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Mujeres	39
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Mujeres	29
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Mujeres	8
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	292
201710	Octubre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Mujeres	46
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1	Agricultura, ganadería y pesca	Mujeres	235
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2	Industria y energía	Mujeres	158
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Mujeres	28
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Mujeres	2715
201710	Octubre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Mujeres	1406
201710	Octubre 2017	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Mujeres	1
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Hombres	1279
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Hombres	3410
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Hombres	3004
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Hombres	12566
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Hombres	1850
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	530
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	210
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	725
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	761
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	131
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Hombres	36
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Hombres	62
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Hombres	55
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Hombres	163
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	UNION EUROPEA	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Hombres	38
201709	Septiembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	1	Agricultura, ganadería y pesca	Hombres	1052
201709	Septiembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	2	Industria y energía	Hombres	206
201709	Septiembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	3	Construcción	Hombres	463
201709	Septiembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios	4	Servicios	Hombres	1287
201709	Septiembre 2017	Aragón	Extranjeros no comunitarios	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros no comunitarios		Sin empleo anterior	Hombres	237
201709	Septiembre 2017	Aragón	No consta	No consta	No consta	No consta	4	Servicios	Hombres	4
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	1	Agricultura, ganadería y pesca	Mujeres	675
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	2	Industria y energía	Mujeres	3324
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	3	Construcción	Mujeres	657
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles	4	Servicios	Mujeres	25879
201709	Septiembre 2017	Aragón	Españoles	ESPAÑA	Españoles	Españoles		Sin empleo anterior	Mujeres	2807
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	1	Agricultura, ganadería y pesca	Mujeres	416
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	2	Industria y energía	Mujeres	156
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	3	Construcción	Mujeres	43
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	2184
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros comunitarios (UE-27)	Extranjeros comunitarios (UE-28)		Sin empleo anterior	Mujeres	317
201709	Septiembre 2017	Aragón	Extranjeros comunitarios (UE-28)	RESTO DEL MUNDO	Extranjeros no comunitarios	Extranjeros comunitarios (UE-28)	4	Servicios	Mujeres	1
