Municipio código	Municipio nombre	Corine Land Cover 2000 nivel 3 descripción	Superficie (has)
22908	Hoz y Costeán	Prados y praderas	0
22908	Hoz y Costeán	Redes viarias, ferroviarias y terrenos asociados	0
22908	Hoz y Costeán	Roquedo	0
22908	Hoz y Costeán	Tejido urbano continuo	11,197255
22908	Hoz y Costeán	Tejido urbano discontinuo	2,317423
22908	Hoz y Costeán	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	917,587354
22908	Hoz y Costeán	Terrenos regados permanentemente	0
22908	Hoz y Costeán	Tierras de labor en secano	1566,486171
22908	Hoz y Costeán	Turberas y prados turbosos	0
22908	Hoz y Costeán	Vegetación esclerófila	1694,048332
22908	Hoz y Costeán	Viñedos	0,80137
22908	Hoz y Costeán	Zonas de extracción minera	0
22908	Hoz y Costeán	Zonas en construcción	0
22908	Hoz y Costeán	Zonas industriales, comerciales y de transporte	0
22908	Hoz y Costeán	Zonas quemadas	0
22908	Hoz y Costeán	Zonas verdes urbanas	0
22909	Vencillón	Aeropuertos	0
22909	Vencillón	Arrozales	0
22909	Vencillón	Bosque mixto	0
22909	Vencillón	Bosques de coníferas	51,360961
22909	Vencillón	Bosques de frondosas	0
22909	Vencillón	Cursos de agua	0
22909	Vencillón	Escombreras y vertederos	0
22909	Vencillón	Espacios con vegetación escasa	0
22909	Vencillón	Frutales	5,132449
22909	Vencillón	Glaciares y nieves permanentes	0
22909	Vencillón	Humedales y zonas pantanosas	0
22909	Vencillón	Instalaciones deportivas y recreativas	0
22909	Vencillón	Landas y matorrales mesófilos	0
22909	Vencillón	Láminas de agua	8,078669
22909	Vencillón	Matorral boscoso de transición	0
22909	Vencillón	Mosaico de cultivos	0
22909	Vencillón	Olivares	0
22909	Vencillón	Pastizales naturales	0
22909	Vencillón	Playas, dunas y arenales	0
22909	Vencillón	Prados y praderas	0
22909	Vencillón	Redes viarias, ferroviarias y terrenos asociados	0
22909	Vencillón	Roquedo	0
22909	Vencillón	Tejido urbano continuo	12,604809
22909	Vencillón	Tejido urbano discontinuo	0
22909	Vencillón	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	0
22909	Vencillón	Terrenos regados permanentemente	2392,092035
22909	Vencillón	Tierras de labor en secano	13,285826
22909	Vencillón	Turberas y prados turbosos	0
22909	Vencillón	Vegetación esclerófila	0
22909	Vencillón	Viñedos	0
22909	Vencillón	Zonas de extracción minera	0
22909	Vencillón	Zonas en construcción	0
22909	Vencillón	Zonas industriales, comerciales y de transporte	5,634695
22909	Vencillón	Zonas quemadas	0
22909	Vencillón	Zonas verdes urbanas	0
44001	Ababuj	Aeropuertos	0
44001	Ababuj	Arrozales	0
44001	Ababuj	Bosque mixto	0
44001	Ababuj	Bosques de coníferas	36,993348
44001	Ababuj	Bosques de frondosas	14,102971
44001	Ababuj	Cursos de agua	0
44001	Ababuj	Escombreras y vertederos	0
44001	Ababuj	Espacios con vegetación escasa	76,310155
44001	Ababuj	Frutales	0
44001	Ababuj	Glaciares y nieves permanentes	0
44001	Ababuj	Humedales y zonas pantanosas	0
44001	Ababuj	Instalaciones deportivas y recreativas	0
44001	Ababuj	Landas y matorrales mesófilos	0
44001	Ababuj	Láminas de agua	0
44001	Ababuj	Matorral boscoso de transición	217,128677
44001	Ababuj	Mosaico de cultivos	318,305787
44001	Ababuj	Olivares	0
44001	Ababuj	Pastizales naturales	1860,514603
44001	Ababuj	Playas, dunas y arenales	0
44001	Ababuj	Prados y praderas	0
44001	Ababuj	Redes viarias, ferroviarias y terrenos asociados	0
44001	Ababuj	Roquedo	0
44001	Ababuj	Tejido urbano continuo	6,641764
44001	Ababuj	Tejido urbano discontinuo	0
44001	Ababuj	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	347,220454
44001	Ababuj	Terrenos regados permanentemente	76,908849
44001	Ababuj	Tierras de labor en secano	4694,96338
44001	Ababuj	Turberas y prados turbosos	0
44001	Ababuj	Vegetación esclerófila	3207,361906
44001	Ababuj	Viñedos	0
44001	Ababuj	Zonas de extracción minera	0
44001	Ababuj	Zonas en construcción	0
44001	Ababuj	Zonas industriales, comerciales y de transporte	0
44001	Ababuj	Zonas quemadas	0
44001	Ababuj	Zonas verdes urbanas	0
44002	Abejuela	Aeropuertos	0
44002	Abejuela	Arrozales	0
44002	Abejuela	Bosque mixto	440,909279
44002	Abejuela	Bosques de coníferas	3732,395835
44002	Abejuela	Bosques de frondosas	772,2435
44002	Abejuela	Cursos de agua	0
44002	Abejuela	Escombreras y vertederos	0
44002	Abejuela	Espacios con vegetación escasa	0
44002	Abejuela	Frutales	0
44002	Abejuela	Glaciares y nieves permanentes	0
44002	Abejuela	Humedales y zonas pantanosas	0
44002	Abejuela	Instalaciones deportivas y recreativas	0
44002	Abejuela	Landas y matorrales mesófilos	0
44002	Abejuela	Láminas de agua	0
44002	Abejuela	Matorral boscoso de transición	4548,677162
44002	Abejuela	Mosaico de cultivos	84,496836
44002	Abejuela	Olivares	0
44002	Abejuela	Pastizales naturales	59,794036
44002	Abejuela	Playas, dunas y arenales	0
44002	Abejuela	Prados y praderas	0
44002	Abejuela	Redes viarias, ferroviarias y terrenos asociados	0
44002	Abejuela	Roquedo	0
44002	Abejuela	Tejido urbano continuo	5,423755
44002	Abejuela	Tejido urbano discontinuo	0
44002	Abejuela	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	213,824341
44002	Abejuela	Terrenos regados permanentemente	0
44002	Abejuela	Tierras de labor en secano	955,330116
44002	Abejuela	Turberas y prados turbosos	0
44002	Abejuela	Vegetación esclerófila	6504,945065
44002	Abejuela	Viñedos	0
44002	Abejuela	Zonas de extracción minera	0
44002	Abejuela	Zonas en construcción	0
44002	Abejuela	Zonas industriales, comerciales y de transporte	6,412908
44002	Abejuela	Zonas quemadas	0
44002	Abejuela	Zonas verdes urbanas	0
44003	Aguatón	Aeropuertos	0
44003	Aguatón	Arrozales	0
44003	Aguatón	Bosque mixto	0
44003	Aguatón	Bosques de coníferas	0
44003	Aguatón	Bosques de frondosas	917,100194
44003	Aguatón	Cursos de agua	0
44003	Aguatón	Escombreras y vertederos	0
44003	Aguatón	Espacios con vegetación escasa	0
44003	Aguatón	Frutales	0
44003	Aguatón	Glaciares y nieves permanentes	0
44003	Aguatón	Humedales y zonas pantanosas	0
44003	Aguatón	Instalaciones deportivas y recreativas	0
44003	Aguatón	Landas y matorrales mesófilos	0
44003	Aguatón	Láminas de agua	0
44003	Aguatón	Matorral boscoso de transición	635,369588
44003	Aguatón	Mosaico de cultivos	0
44003	Aguatón	Olivares	0
44003	Aguatón	Pastizales naturales	161,090761
44003	Aguatón	Playas, dunas y arenales	0
44003	Aguatón	Prados y praderas	0
44003	Aguatón	Redes viarias, ferroviarias y terrenos asociados	0
44003	Aguatón	Roquedo	0
44003	Aguatón	Tejido urbano continuo	3,034274
44003	Aguatón	Tejido urbano discontinuo	0
44003	Aguatón	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	52,861717
44003	Aguatón	Terrenos regados permanentemente	0
44003	Aguatón	Tierras de labor en secano	1465,728101
44003	Aguatón	Turberas y prados turbosos	0
44003	Aguatón	Vegetación esclerófila	1088,625727
44003	Aguatón	Viñedos	0
44003	Aguatón	Zonas de extracción minera	0
44003	Aguatón	Zonas en construcción	0
44003	Aguatón	Zonas industriales, comerciales y de transporte	0
44003	Aguatón	Zonas quemadas	0
44003	Aguatón	Zonas verdes urbanas	0
44004	Aguaviva	Aeropuertos	0
44004	Aguaviva	Arrozales	0
44004	Aguaviva	Bosque mixto	0
44004	Aguaviva	Bosques de coníferas	856,852309
44004	Aguaviva	Bosques de frondosas	239,59913
44004	Aguaviva	Cursos de agua	0
44004	Aguaviva	Escombreras y vertederos	0
44004	Aguaviva	Espacios con vegetación escasa	0
44004	Aguaviva	Frutales	0
44004	Aguaviva	Glaciares y nieves permanentes	0
44004	Aguaviva	Humedales y zonas pantanosas	0
44004	Aguaviva	Instalaciones deportivas y recreativas	0
44004	Aguaviva	Landas y matorrales mesófilos	0
44004	Aguaviva	Láminas de agua	0
44004	Aguaviva	Matorral boscoso de transición	1010,322762
44004	Aguaviva	Mosaico de cultivos	3003,581028
44004	Aguaviva	Olivares	0
44004	Aguaviva	Pastizales naturales	0
44004	Aguaviva	Playas, dunas y arenales	110,312677
44004	Aguaviva	Prados y praderas	0
44004	Aguaviva	Redes viarias, ferroviarias y terrenos asociados	0
44004	Aguaviva	Roquedo	0
44004	Aguaviva	Tejido urbano continuo	60,436865
44004	Aguaviva	Tejido urbano discontinuo	0
44004	Aguaviva	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	314,091181
44004	Aguaviva	Terrenos regados permanentemente	0
44004	Aguaviva	Tierras de labor en secano	9,833215
44004	Aguaviva	Turberas y prados turbosos	0
44004	Aguaviva	Vegetación esclerófila	2760,952206
44004	Aguaviva	Viñedos	0
44004	Aguaviva	Zonas de extracción minera	11,579352
44004	Aguaviva	Zonas en construcción	0
44004	Aguaviva	Zonas industriales, comerciales y de transporte	0
44004	Aguaviva	Zonas quemadas	55,925654
44004	Aguaviva	Zonas verdes urbanas	0
44005	Aguilar del Alfambra	Aeropuertos	0
44005	Aguilar del Alfambra	Arrozales	0
44005	Aguilar del Alfambra	Bosque mixto	0
44005	Aguilar del Alfambra	Bosques de coníferas	479,672073
44005	Aguilar del Alfambra	Bosques de frondosas	51,261713
44005	Aguilar del Alfambra	Cursos de agua	0
44005	Aguilar del Alfambra	Escombreras y vertederos	0
44005	Aguilar del Alfambra	Espacios con vegetación escasa	49,934239
44005	Aguilar del Alfambra	Frutales	0
44005	Aguilar del Alfambra	Glaciares y nieves permanentes	0
44005	Aguilar del Alfambra	Humedales y zonas pantanosas	0
44005	Aguilar del Alfambra	Instalaciones deportivas y recreativas	0
44005	Aguilar del Alfambra	Landas y matorrales mesófilos	0
44005	Aguilar del Alfambra	Láminas de agua	0
44005	Aguilar del Alfambra	Matorral boscoso de transición	11,333239
44005	Aguilar del Alfambra	Mosaico de cultivos	52,311431
44005	Aguilar del Alfambra	Olivares	0
44005	Aguilar del Alfambra	Pastizales naturales	2115,044744
44005	Aguilar del Alfambra	Playas, dunas y arenales	0
44005	Aguilar del Alfambra	Prados y praderas	0
44005	Aguilar del Alfambra	Redes viarias, ferroviarias y terrenos asociados	0
44005	Aguilar del Alfambra	Roquedo	0
44005	Aguilar del Alfambra	Tejido urbano continuo	13,63211
44005	Aguilar del Alfambra	Tejido urbano discontinuo	0
44005	Aguilar del Alfambra	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	417,635587
44005	Aguilar del Alfambra	Terrenos regados permanentemente	220,569045
44005	Aguilar del Alfambra	Tierras de labor en secano	2638,423416
44005	Aguilar del Alfambra	Turberas y prados turbosos	0
44005	Aguilar del Alfambra	Vegetación esclerófila	1760,585679
44005	Aguilar del Alfambra	Viñedos	0
44005	Aguilar del Alfambra	Zonas de extracción minera	0
44005	Aguilar del Alfambra	Zonas en construcción	0
44005	Aguilar del Alfambra	Zonas industriales, comerciales y de transporte	0
44005	Aguilar del Alfambra	Zonas quemadas	0
44005	Aguilar del Alfambra	Zonas verdes urbanas	0
44006	Alacón	Aeropuertos	0
44006	Alacón	Arrozales	0
44006	Alacón	Bosque mixto	0
44006	Alacón	Bosques de coníferas	663,695507
44006	Alacón	Bosques de frondosas	0
44006	Alacón	Cursos de agua	0
44006	Alacón	Escombreras y vertederos	0
44006	Alacón	Espacios con vegetación escasa	0
44006	Alacón	Frutales	0
44006	Alacón	Glaciares y nieves permanentes	0
44006	Alacón	Humedales y zonas pantanosas	0
44006	Alacón	Instalaciones deportivas y recreativas	0
44006	Alacón	Landas y matorrales mesófilos	0
44006	Alacón	Láminas de agua	0
44006	Alacón	Matorral boscoso de transición	37,080393
44006	Alacón	Mosaico de cultivos	551,716939
44006	Alacón	Olivares	199,969729
44006	Alacón	Pastizales naturales	0
44006	Alacón	Playas, dunas y arenales	0
44006	Alacón	Prados y praderas	0
44006	Alacón	Redes viarias, ferroviarias y terrenos asociados	0
44006	Alacón	Roquedo	0
44006	Alacón	Tejido urbano continuo	45,4902
44006	Alacón	Tejido urbano discontinuo	11,122272
44006	Alacón	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1538,007087
44006	Alacón	Terrenos regados permanentemente	272,778038
44006	Alacón	Tierras de labor en secano	3006,420549
44006	Alacón	Turberas y prados turbosos	0
44006	Alacón	Vegetación esclerófila	3168,31797
44006	Alacón	Viñedos	0
44006	Alacón	Zonas de extracción minera	0
44006	Alacón	Zonas en construcción	0
44006	Alacón	Zonas industriales, comerciales y de transporte	0
44006	Alacón	Zonas quemadas	0
44006	Alacón	Zonas verdes urbanas	0
44007	Alba	Aeropuertos	0
44007	Alba	Arrozales	0
44007	Alba	Bosque mixto	0
44007	Alba	Bosques de coníferas	0
44007	Alba	Bosques de frondosas	407,278172
44007	Alba	Cursos de agua	0
44007	Alba	Escombreras y vertederos	0
44007	Alba	Espacios con vegetación escasa	0
44007	Alba	Frutales	0
44007	Alba	Glaciares y nieves permanentes	0
44007	Alba	Humedales y zonas pantanosas	0
44007	Alba	Instalaciones deportivas y recreativas	0
44007	Alba	Landas y matorrales mesófilos	0
44007	Alba	Láminas de agua	0
44007	Alba	Matorral boscoso de transición	3163,561594
44007	Alba	Mosaico de cultivos	0
44007	Alba	Olivares	0
44007	Alba	Pastizales naturales	2974,316735
44007	Alba	Playas, dunas y arenales	0
44007	Alba	Prados y praderas	0
44007	Alba	Redes viarias, ferroviarias y terrenos asociados	0
44007	Alba	Roquedo	0
44007	Alba	Tejido urbano continuo	42,463365
44007	Alba	Tejido urbano discontinuo	0
44007	Alba	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	66,660232
44007	Alba	Terrenos regados permanentemente	1909,395698
44007	Alba	Tierras de labor en secano	3739,472664
44007	Alba	Turberas y prados turbosos	0
44007	Alba	Vegetación esclerófila	1597,122298
44007	Alba	Viñedos	0
44007	Alba	Zonas de extracción minera	0
44007	Alba	Zonas en construcción	0
44007	Alba	Zonas industriales, comerciales y de transporte	0
44007	Alba	Zonas quemadas	0
44007	Alba	Zonas verdes urbanas	0
44008	Albalate del Arzobispo	Aeropuertos	0
44008	Albalate del Arzobispo	Arrozales	0
44008	Albalate del Arzobispo	Bosque mixto	0
44008	Albalate del Arzobispo	Bosques de coníferas	4439,289703
44008	Albalate del Arzobispo	Bosques de frondosas	264,034108
44008	Albalate del Arzobispo	Cursos de agua	0
44008	Albalate del Arzobispo	Escombreras y vertederos	0
44008	Albalate del Arzobispo	Espacios con vegetación escasa	1,477786
44008	Albalate del Arzobispo	Frutales	194,762821
44008	Albalate del Arzobispo	Glaciares y nieves permanentes	0
44008	Albalate del Arzobispo	Humedales y zonas pantanosas	0
44008	Albalate del Arzobispo	Instalaciones deportivas y recreativas	0
44008	Albalate del Arzobispo	Landas y matorrales mesófilos	0
44008	Albalate del Arzobispo	Láminas de agua	0
44008	Albalate del Arzobispo	Matorral boscoso de transición	1699,995858
44008	Albalate del Arzobispo	Mosaico de cultivos	7549,223521
44008	Albalate del Arzobispo	Olivares	1039,14354
44008	Albalate del Arzobispo	Pastizales naturales	0
44008	Albalate del Arzobispo	Playas, dunas y arenales	0
44008	Albalate del Arzobispo	Prados y praderas	0
44008	Albalate del Arzobispo	Redes viarias, ferroviarias y terrenos asociados	0
44008	Albalate del Arzobispo	Roquedo	0
44008	Albalate del Arzobispo	Tejido urbano continuo	74,774491
44008	Albalate del Arzobispo	Tejido urbano discontinuo	51,93446
44008	Albalate del Arzobispo	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	3890,83038
44008	Albalate del Arzobispo	Terrenos regados permanentemente	0
44008	Albalate del Arzobispo	Tierras de labor en secano	15205,927488
44008	Albalate del Arzobispo	Turberas y prados turbosos	0
44008	Albalate del Arzobispo	Vegetación esclerófila	6564,761714
44008	Albalate del Arzobispo	Viñedos	0
44008	Albalate del Arzobispo	Zonas de extracción minera	117,757299
44008	Albalate del Arzobispo	Zonas en construcción	0
44008	Albalate del Arzobispo	Zonas industriales, comerciales y de transporte	45,802108
44008	Albalate del Arzobispo	Zonas quemadas	0
44008	Albalate del Arzobispo	Zonas verdes urbanas	0
44009	Albarracín	Aeropuertos	0
44009	Albarracín	Arrozales	0
44009	Albarracín	Bosque mixto	2432,672061
44009	Albarracín	Bosques de coníferas	33074,513348
44009	Albarracín	Bosques de frondosas	7022,640037
44009	Albarracín	Cursos de agua	0
44009	Albarracín	Escombreras y vertederos	0
44009	Albarracín	Espacios con vegetación escasa	37,274314
44009	Albarracín	Frutales	0
44009	Albarracín	Glaciares y nieves permanentes	0
44009	Albarracín	Humedales y zonas pantanosas	0
44009	Albarracín	Instalaciones deportivas y recreativas	0
44009	Albarracín	Landas y matorrales mesófilos	0
44009	Albarracín	Láminas de agua	0
44009	Albarracín	Matorral boscoso de transición	19575,348917
44009	Albarracín	Mosaico de cultivos	477,460141
44009	Albarracín	Olivares	0
44009	Albarracín	Pastizales naturales	2839,807689
44009	Albarracín	Playas, dunas y arenales	0
44009	Albarracín	Prados y praderas	0
44009	Albarracín	Redes viarias, ferroviarias y terrenos asociados	0
44009	Albarracín	Roquedo	32,136766
44009	Albarracín	Tejido urbano continuo	29,838675
44009	Albarracín	Tejido urbano discontinuo	23,929038
44009	Albarracín	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	2404,763691
44009	Albarracín	Terrenos regados permanentemente	314,132109
44009	Albarracín	Tierras de labor en secano	8474,153389
44009	Albarracín	Turberas y prados turbosos	0
44009	Albarracín	Vegetación esclerófila	13721,217327
44009	Albarracín	Viñedos	0
44009	Albarracín	Zonas de extracción minera	0
44009	Albarracín	Zonas en construcción	0
44009	Albarracín	Zonas industriales, comerciales y de transporte	0
44009	Albarracín	Zonas quemadas	0
44009	Albarracín	Zonas verdes urbanas	0
44010	Albentosa	Aeropuertos	0
44010	Albentosa	Arrozales	0
44010	Albentosa	Bosque mixto	123,71472
44010	Albentosa	Bosques de coníferas	1019,671626
44010	Albentosa	Bosques de frondosas	1985,435015
44010	Albentosa	Cursos de agua	0
44010	Albentosa	Escombreras y vertederos	0
44010	Albentosa	Espacios con vegetación escasa	0
44010	Albentosa	Frutales	0
44010	Albentosa	Glaciares y nieves permanentes	0
44010	Albentosa	Humedales y zonas pantanosas	0
44010	Albentosa	Instalaciones deportivas y recreativas	0
44010	Albentosa	Landas y matorrales mesófilos	0
44010	Albentosa	Láminas de agua	0
44010	Albentosa	Matorral boscoso de transición	1522,789576
44010	Albentosa	Mosaico de cultivos	349,599644
44010	Albentosa	Olivares	0
44010	Albentosa	Pastizales naturales	380,887578
44010	Albentosa	Playas, dunas y arenales	0
44010	Albentosa	Prados y praderas	0
44010	Albentosa	Redes viarias, ferroviarias y terrenos asociados	51,159001
44010	Albentosa	Roquedo	0
44010	Albentosa	Tejido urbano continuo	10,445604
44010	Albentosa	Tejido urbano discontinuo	7,576995
44010	Albentosa	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	1700,693468
44010	Albentosa	Terrenos regados permanentemente	262,663404
44010	Albentosa	Tierras de labor en secano	4384,858586
44010	Albentosa	Turberas y prados turbosos	0
44010	Albentosa	Vegetación esclerófila	1676,217986
44010	Albentosa	Viñedos	0
44010	Albentosa	Zonas de extracción minera	0
44010	Albentosa	Zonas en construcción	74,939918
44010	Albentosa	Zonas industriales, comerciales y de transporte	45,295423
44010	Albentosa	Zonas quemadas	0
44010	Albentosa	Zonas verdes urbanas	0
44011	Alcaine	Aeropuertos	0
44011	Alcaine	Arrozales	0
44011	Alcaine	Bosque mixto	0
44011	Alcaine	Bosques de coníferas	875,305164
44011	Alcaine	Bosques de frondosas	0
44011	Alcaine	Cursos de agua	0
44011	Alcaine	Escombreras y vertederos	0
44011	Alcaine	Espacios con vegetación escasa	158,307272
44011	Alcaine	Frutales	0
44011	Alcaine	Glaciares y nieves permanentes	0
44011	Alcaine	Humedales y zonas pantanosas	0
44011	Alcaine	Instalaciones deportivas y recreativas	0
44011	Alcaine	Landas y matorrales mesófilos	0
44011	Alcaine	Láminas de agua	282,489273
44011	Alcaine	Matorral boscoso de transición	663,402771
44011	Alcaine	Mosaico de cultivos	45,013064
44011	Alcaine	Olivares	0
44011	Alcaine	Pastizales naturales	119,132508
44011	Alcaine	Playas, dunas y arenales	0
44011	Alcaine	Prados y praderas	0
44011	Alcaine	Redes viarias, ferroviarias y terrenos asociados	0
44011	Alcaine	Roquedo	0
44011	Alcaine	Tejido urbano continuo	2,829476
44011	Alcaine	Tejido urbano discontinuo	0
44011	Alcaine	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	953,971179
44011	Alcaine	Terrenos regados permanentemente	86,504735
44011	Alcaine	Tierras de labor en secano	1390,981932
44011	Alcaine	Turberas y prados turbosos	0
44011	Alcaine	Vegetación esclerófila	6897,84109
44011	Alcaine	Viñedos	0
44011	Alcaine	Zonas de extracción minera	0
44011	Alcaine	Zonas en construcción	0
44011	Alcaine	Zonas industriales, comerciales y de transporte	0
44011	Alcaine	Zonas quemadas	0
44011	Alcaine	Zonas verdes urbanas	0
44012	Alcalá de la Selva	Aeropuertos	0
44012	Alcalá de la Selva	Arrozales	0
44012	Alcalá de la Selva	Bosque mixto	297,829179
44012	Alcalá de la Selva	Bosques de coníferas	10947,04312
44012	Alcalá de la Selva	Bosques de frondosas	0
44012	Alcalá de la Selva	Cursos de agua	0
44012	Alcalá de la Selva	Escombreras y vertederos	0
44012	Alcalá de la Selva	Espacios con vegetación escasa	0
44012	Alcalá de la Selva	Frutales	0
44012	Alcalá de la Selva	Glaciares y nieves permanentes	0
44012	Alcalá de la Selva	Humedales y zonas pantanosas	0
44012	Alcalá de la Selva	Instalaciones deportivas y recreativas	0
44012	Alcalá de la Selva	Landas y matorrales mesófilos	0
44012	Alcalá de la Selva	Láminas de agua	0
44012	Alcalá de la Selva	Matorral boscoso de transición	3743,302059
44012	Alcalá de la Selva	Mosaico de cultivos	1176,23014
44012	Alcalá de la Selva	Olivares	0
44012	Alcalá de la Selva	Pastizales naturales	1239,607574
44012	Alcalá de la Selva	Playas, dunas y arenales	0
44012	Alcalá de la Selva	Prados y praderas	0
44012	Alcalá de la Selva	Redes viarias, ferroviarias y terrenos asociados	0
44012	Alcalá de la Selva	Roquedo	0
44012	Alcalá de la Selva	Tejido urbano continuo	8,180023
44012	Alcalá de la Selva	Tejido urbano discontinuo	64,216664
44012	Alcalá de la Selva	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	315,31627
44012	Alcalá de la Selva	Terrenos regados permanentemente	70,416625
44012	Alcalá de la Selva	Tierras de labor en secano	1290,674545
44012	Alcalá de la Selva	Turberas y prados turbosos	0
44012	Alcalá de la Selva	Vegetación esclerófila	1837,537916
44012	Alcalá de la Selva	Viñedos	0
44012	Alcalá de la Selva	Zonas de extracción minera	0
44012	Alcalá de la Selva	Zonas en construcción	0
44012	Alcalá de la Selva	Zonas industriales, comerciales y de transporte	0
44012	Alcalá de la Selva	Zonas quemadas	0
44012	Alcalá de la Selva	Zonas verdes urbanas	0
44013	Alcañiz	Aeropuertos	0
44013	Alcañiz	Arrozales	0
44013	Alcañiz	Bosque mixto	0
44013	Alcañiz	Bosques de coníferas	13371,982351
44013	Alcañiz	Bosques de frondosas	346,844941
44013	Alcañiz	Cursos de agua	0
44013	Alcañiz	Escombreras y vertederos	0
44013	Alcañiz	Espacios con vegetación escasa	0
44013	Alcañiz	Frutales	409,22615
44013	Alcañiz	Glaciares y nieves permanentes	0
44013	Alcañiz	Humedales y zonas pantanosas	173,462456
44013	Alcañiz	Instalaciones deportivas y recreativas	0
44013	Alcañiz	Landas y matorrales mesófilos	0
44013	Alcañiz	Láminas de agua	587,201444
44013	Alcañiz	Matorral boscoso de transición	4116,448315
44013	Alcañiz	Mosaico de cultivos	11464,217532
44013	Alcañiz	Olivares	543,8549
44013	Alcañiz	Pastizales naturales	0
44013	Alcañiz	Playas, dunas y arenales	0
44013	Alcañiz	Prados y praderas	0
44013	Alcañiz	Redes viarias, ferroviarias y terrenos asociados	0
44013	Alcañiz	Roquedo	0
44013	Alcañiz	Tejido urbano continuo	247,757305
44013	Alcañiz	Tejido urbano discontinuo	72,508702
44013	Alcañiz	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	16725,27618
44013	Alcañiz	Terrenos regados permanentemente	7629,060806
44013	Alcañiz	Tierras de labor en secano	32287,67564
44013	Alcañiz	Turberas y prados turbosos	0
44013	Alcañiz	Vegetación esclerófila	6265,47545
44013	Alcañiz	Viñedos	0
44013	Alcañiz	Zonas de extracción minera	9,133737
44013	Alcañiz	Zonas en construcción	0
44013	Alcañiz	Zonas industriales, comerciales y de transporte	188,674594
44013	Alcañiz	Zonas quemadas	51,477658
44013	Alcañiz	Zonas verdes urbanas	0
44014	Alcorisa	Aeropuertos	0
44014	Alcorisa	Arrozales	0
44014	Alcorisa	Bosque mixto	0,048841
44014	Alcorisa	Bosques de coníferas	2474,864305
44014	Alcorisa	Bosques de frondosas	66,595672
44014	Alcorisa	Cursos de agua	0
44014	Alcorisa	Escombreras y vertederos	0
44014	Alcorisa	Espacios con vegetación escasa	0
44014	Alcorisa	Frutales	0
44014	Alcorisa	Glaciares y nieves permanentes	0
44014	Alcorisa	Humedales y zonas pantanosas	0
44014	Alcorisa	Instalaciones deportivas y recreativas	0
44014	Alcorisa	Landas y matorrales mesófilos	0
44014	Alcorisa	Láminas de agua	0
44014	Alcorisa	Matorral boscoso de transición	599,145304
44014	Alcorisa	Mosaico de cultivos	7591,797842
44014	Alcorisa	Olivares	675,250003
44014	Alcorisa	Pastizales naturales	0
44014	Alcorisa	Playas, dunas y arenales	0
44014	Alcorisa	Prados y praderas	0
44014	Alcorisa	Redes viarias, ferroviarias y terrenos asociados	0
44014	Alcorisa	Roquedo	0
44014	Alcorisa	Tejido urbano continuo	83,043778
44014	Alcorisa	Tejido urbano discontinuo	0
44014	Alcorisa	Terrenos principalmente agrícolas, pero con importantes espacios de vegetación natural	901,817516
44014	Alcorisa	Terrenos regados permanentemente	71,675478
44014	Alcorisa	Tierras de labor en secano	6197,041354
44014	Alcorisa	Turberas y prados turbosos	0
44014	Alcorisa	Vegetación esclerófila	5457,903768
44014	Alcorisa	Viñedos	0
44014	Alcorisa	Zonas de extracción minera	48,00806
44014	Alcorisa	Zonas en construcción	0
44014	Alcorisa	Zonas industriales, comerciales y de transporte	78,784414
44014	Alcorisa	Zonas quemadas	0
44014	Alcorisa	Zonas verdes urbanas	0
44016	Alfambra	Aeropuertos	0
44016	Alfambra	Arrozales	0
44016	Alfambra	Bosque mixto	0
44016	Alfambra	Bosques de coníferas	72,512455
44016	Alfambra	Bosques de frondosas	624,806199
44016	Alfambra	Cursos de agua	0
44016	Alfambra	Escombreras y vertederos	0
44016	Alfambra	Espacios con vegetación escasa	1612,83573
44016	Alfambra	Frutales	0
44016	Alfambra	Glaciares y nieves permanentes	0
44016	Alfambra	Humedales y zonas pantanosas	0
44016	Alfambra	Instalaciones deportivas y recreativas	0
44016	Alfambra	Landas y matorrales mesófilos	0
44016	Alfambra	Láminas de agua	0
44016	Alfambra	Matorral boscoso de transición	1886,682723
44016	Alfambra	Mosaico de cultivos	0
44016	Alfambra	Olivares	0
44016	Alfambra	Pastizales naturales	0
44016	Alfambra	Playas, dunas y arenales	0
44016	Alfambra	Prados y praderas	0
44016	Alfambra	Redes viarias, ferroviarias y terrenos asociados	0
44016	Alfambra	Roquedo	0
44016	Alfambra	Tejido urbano continuo	64,692626
44016	Alfambra	Tejido urbano discontinuo	0
