Mes y año	Mes (código)	Mes nombre	Año	Provincia código	Provincia nombre	Sexo	Temporalidad	Días duración contrato	Número de contratos	Duración contrato	Duración contrato * 1.00 / Número de contratos
Marzo 2018	201803	Marzo	2018	44	Teruel	Hombres	Temporal	0	551	0	0
Marzo 2018	201803	Marzo	2018	44	Teruel	Hombres	Temporal	1	1765	76890	43,5637393767705
Marzo 2018	201803	Marzo	2018	44	Teruel	Mujeres	Temporal	0	342	0	0
Marzo 2018	201803	Marzo	2018	44	Teruel	Mujeres	Temporal	1	1335	49503	37,0808988764045
Marzo 2018	201803	Marzo	2018	50	Zaragoza	Hombres	Temporal	0	4762	0	0
Marzo 2018	201803	Marzo	2018	50	Zaragoza	Hombres	Temporal	1	10548	498134	47,2254455821009
Marzo 2018	201803	Marzo	2018	50	Zaragoza	Mujeres	Temporal	0	4245	0	0
Marzo 2018	201803	Marzo	2018	50	Zaragoza	Mujeres	Temporal	1	9708	384266	39,582406262876
Febrero 2018	201802	Febrero	2018	22	Huesca	Hombres	Temporal	0	1207	0	0
Febrero 2018	201802	Febrero	2018	22	Huesca	Hombres	Temporal	1	1831	139586	76,2348443473512
Febrero 2018	201802	Febrero	2018	22	Huesca	Mujeres	Temporal	0	889	0	0
Febrero 2018	201802	Febrero	2018	22	Huesca	Mujeres	Temporal	1	1664	99651	59,8864182692308
Febrero 2018	201802	Febrero	2018	44	Teruel	Hombres	Temporal	0	574	0	0
Febrero 2018	201802	Febrero	2018	44	Teruel	Hombres	Temporal	1	1388	72158	51,9870317002882
Febrero 2018	201802	Febrero	2018	44	Teruel	Mujeres	Temporal	0	311	0	0
Febrero 2018	201802	Febrero	2018	44	Teruel	Mujeres	Temporal	1	982	48244	49,1283095723014
Febrero 2018	201802	Febrero	2018	50	Zaragoza	Hombres	Temporal	0	5075	0	0
Febrero 2018	201802	Febrero	2018	50	Zaragoza	Hombres	Temporal	1	9993	514678	51,5038526968878
Febrero 2018	201802	Febrero	2018	50	Zaragoza	Mujeres	Temporal	0	4572	0	0
Febrero 2018	201802	Febrero	2018	50	Zaragoza	Mujeres	Temporal	1	9373	432687	46,1631281340019
Enero 2018	201801	Enero	2018	22	Huesca	Hombres	Temporal	0	1361	0	0
Enero 2018	201801	Enero	2018	22	Huesca	Hombres	Temporal	1	1824	132518	72,6524122807018
Enero 2018	201801	Enero	2018	22	Huesca	Mujeres	Temporal	0	1057	0	0
Enero 2018	201801	Enero	2018	22	Huesca	Mujeres	Temporal	1	1743	99843	57,2822719449225
Enero 2018	201801	Enero	2018	44	Teruel	Hombres	Temporal	0	481	0	0
Enero 2018	201801	Enero	2018	44	Teruel	Hombres	Temporal	1	1430	67765	47,3881118881119
Enero 2018	201801	Enero	2018	44	Teruel	Mujeres	Temporal	0	361	0	0
Enero 2018	201801	Enero	2018	44	Teruel	Mujeres	Temporal	1	946	41834	44,2219873150106
Enero 2018	201801	Enero	2018	50	Zaragoza	Hombres	Temporal	0	5676	0	0
Enero 2018	201801	Enero	2018	50	Zaragoza	Hombres	Temporal	1	11939	660029	55,2834408241896
Enero 2018	201801	Enero	2018	50	Zaragoza	Mujeres	Temporal	0	4837	0	0
Enero 2018	201801	Enero	2018	50	Zaragoza	Mujeres	Temporal	1	9813	492902	50,2294914908794
Diciembre 2017	201712	Diciembre	2017	22	Huesca	Hombres	Temporal	0	1404	0	0
Diciembre 2017	201712	Diciembre	2017	22	Huesca	Hombres	Temporal	1	1822	84691	46,4824368825467
Diciembre 2017	201712	Diciembre	2017	22	Huesca	Mujeres	Temporal	0	1029	0	0
Diciembre 2017	201712	Diciembre	2017	22	Huesca	Mujeres	Temporal	1	1995	73898	37,0416040100251
Diciembre 2017	201712	Diciembre	2017	44	Teruel	Hombres	Temporal	0	337	0	0
Diciembre 2017	201712	Diciembre	2017	44	Teruel	Hombres	Temporal	1	1444	50537	34,9979224376731
Diciembre 2017	201712	Diciembre	2017	44	Teruel	Mujeres	Temporal	0	314	0	0
Diciembre 2017	201712	Diciembre	2017	44	Teruel	Mujeres	Temporal	1	1087	27206	25,0285188592456
Diciembre 2017	201712	Diciembre	2017	50	Zaragoza	Hombres	Temporal	0	4547	0	0
Diciembre 2017	201712	Diciembre	2017	50	Zaragoza	Hombres	Temporal	1	10345	410672	39,6976317061382
Diciembre 2017	201712	Diciembre	2017	50	Zaragoza	Mujeres	Temporal	0	4273	0	0
Diciembre 2017	201712	Diciembre	2017	50	Zaragoza	Mujeres	Temporal	1	9799	367138	37,4668843759567
Noviembre 2017	201711	Noviembre	2017	22	Huesca	Hombres	Temporal	0	1427	0	0
Noviembre 2017	201711	Noviembre	2017	22	Huesca	Hombres	Temporal	1	1519	108497	71,4265964450296
Noviembre 2017	201711	Noviembre	2017	22	Huesca	Mujeres	Temporal	0	908	0	0
Noviembre 2017	201711	Noviembre	2017	22	Huesca	Mujeres	Temporal	1	1579	83773	53,0544648511716
Noviembre 2017	201711	Noviembre	2017	44	Teruel	Hombres	Temporal	0	588	0	0
Noviembre 2017	201711	Noviembre	2017	44	Teruel	Hombres	Temporal	1	1582	81708	51,6485461441214
Noviembre 2017	201711	Noviembre	2017	44	Teruel	Mujeres	Temporal	0	376	0	0
Noviembre 2017	201711	Noviembre	2017	44	Teruel	Mujeres	Temporal	1	1205	55854	46,351867219917
Noviembre 2017	201711	Noviembre	2017	50	Zaragoza	Hombres	Temporal	0	5778	0	0
Noviembre 2017	201711	Noviembre	2017	50	Zaragoza	Hombres	Temporal	1	12281	589331	47,9872160247537
Noviembre 2017	201711	Noviembre	2017	50	Zaragoza	Mujeres	Temporal	0	4779	0	0
Noviembre 2017	201711	Noviembre	2017	50	Zaragoza	Mujeres	Temporal	1	11617	497109	42,7915124386675
Octubre 2017	201710	Octubre	2017	22	Huesca	Hombres	Temporal	0	1377	0	0
Octubre 2017	201710	Octubre	2017	22	Huesca	Hombres	Temporal	1	2162	122306	56,5707678075856
Octubre 2017	201710	Octubre	2017	22	Huesca	Mujeres	Temporal	0	1110	0	0
Octubre 2017	201710	Octubre	2017	22	Huesca	Mujeres	Temporal	1	2095	110106	52,5565632458234
Octubre 2017	201710	Octubre	2017	44	Teruel	Hombres	Temporal	0	996	0	0
Octubre 2017	201710	Octubre	2017	44	Teruel	Hombres	Temporal	1	1901	69373	36,4928984744871
Octubre 2017	201710	Octubre	2017	44	Teruel	Mujeres	Temporal	0	592	0	0
Octubre 2017	201710	Octubre	2017	44	Teruel	Mujeres	Temporal	1	1212	59924	49,4422442244224
Octubre 2017	201710	Octubre	2017	50	Zaragoza	Hombres	Temporal	0	7032	0	0
Octubre 2017	201710	Octubre	2017	50	Zaragoza	Hombres	Temporal	1	15146	666817	44,0259474448699
Octubre 2017	201710	Octubre	2017	50	Zaragoza	Mujeres	Temporal	0	6376	0	0
Octubre 2017	201710	Octubre	2017	50	Zaragoza	Mujeres	Temporal	1	13406	603687	45,0311054751604
Septiembre 2017	201709	Septiembre	2017	22	Huesca	Hombres	Temporal	0	1585	0	0
Septiembre 2017	201709	Septiembre	2017	22	Huesca	Hombres	Temporal	1	2345	119362	50,9006396588486
Septiembre 2017	201709	Septiembre	2017	22	Huesca	Mujeres	Temporal	0	1181	0	0
Septiembre 2017	201709	Septiembre	2017	22	Huesca	Mujeres	Temporal	1	2094	102908	49,1442215854823
Septiembre 2017	201709	Septiembre	2017	44	Teruel	Hombres	Temporal	0	728	0	0
Septiembre 2017	201709	Septiembre	2017	44	Teruel	Hombres	Temporal	1	2088	62515	29,9401340996169
Septiembre 2017	201709	Septiembre	2017	44	Teruel	Mujeres	Temporal	0	621	0	0
Septiembre 2017	201709	Septiembre	2017	44	Teruel	Mujeres	Temporal	1	1471	64467	43,8252889191027
Septiembre 2017	201709	Septiembre	2017	50	Zaragoza	Hombres	Temporal	0	8739	0	0
Septiembre 2017	201709	Septiembre	2017	50	Zaragoza	Hombres	Temporal	1	14693	701129	47,71857347036
Septiembre 2017	201709	Septiembre	2017	50	Zaragoza	Mujeres	Temporal	0	6909	0	0
Septiembre 2017	201709	Septiembre	2017	50	Zaragoza	Mujeres	Temporal	1	12836	640162	49,8723901526955
Agosto 2017	201708	Agosto	2017	22	Huesca	Hombres	Temporal	0	2417	0	0
Agosto 2017	201708	Agosto	2017	22	Huesca	Hombres	Temporal	1	2553	106239	41,6133960047004
Agosto 2017	201708	Agosto	2017	22	Huesca	Mujeres	Temporal	0	1208	0	0
Agosto 2017	201708	Agosto	2017	22	Huesca	Mujeres	Temporal	1	2047	57953	28,3111871030777
Agosto 2017	201708	Agosto	2017	44	Teruel	Hombres	Temporal	0	570	0	0
Agosto 2017	201708	Agosto	2017	44	Teruel	Hombres	Temporal	1	1531	60119	39,2677988242978
Agosto 2017	201708	Agosto	2017	44	Teruel	Mujeres	Temporal	0	522	0	0
Agosto 2017	201708	Agosto	2017	44	Teruel	Mujeres	Temporal	1	993	38837	39,110775427996
Agosto 2017	201708	Agosto	2017	50	Zaragoza	Hombres	Temporal	0	8596	0	0
Agosto 2017	201708	Agosto	2017	50	Zaragoza	Hombres	Temporal	1	12850	491085	38,2167315175097
Agosto 2017	201708	Agosto	2017	50	Zaragoza	Mujeres	Temporal	0	5486	0	0
Agosto 2017	201708	Agosto	2017	50	Zaragoza	Mujeres	Temporal	1	9986	370271	37,0790106148608
Julio 2017	201707	Julio	2017	22	Huesca	Hombres	Temporal	0	3487	0	0
Julio 2017	201707	Julio	2017	22	Huesca	Hombres	Temporal	1	3025	157028	51,9100826446281
Julio 2017	201707	Julio	2017	22	Huesca	Mujeres	Temporal	0	2037	0	0
Julio 2017	201707	Julio	2017	22	Huesca	Mujeres	Temporal	1	2450	117089	47,7914285714286
Julio 2017	201707	Julio	2017	44	Teruel	Hombres	Temporal	0	755	0	0
Julio 2017	201707	Julio	2017	44	Teruel	Hombres	Temporal	1	1931	73183	37,8990160538581
Julio 2017	201707	Julio	2017	44	Teruel	Mujeres	Temporal	0	634	0	0
Julio 2017	201707	Julio	2017	44	Teruel	Mujeres	Temporal	1	1468	58185	39,6355585831063
Julio 2017	201707	Julio	2017	50	Zaragoza	Hombres	Temporal	0	7389	0	0
Julio 2017	201707	Julio	2017	50	Zaragoza	Hombres	Temporal	1	14552	610689	41,9659840571743
Julio 2017	201707	Julio	2017	50	Zaragoza	Mujeres	Temporal	0	5155	0	0
Julio 2017	201707	Julio	2017	50	Zaragoza	Mujeres	Temporal	1	11551	441929	38,2589386200329
Junio 2017	201706	Junio	2017	22	Huesca	Hombres	Temporal	0	3773	0	0
Junio 2017	201706	Junio	2017	22	Huesca	Hombres	Temporal	1	2964	164312	55,4358974358974
Junio 2017	201706	Junio	2017	22	Huesca	Mujeres	Temporal	0	2331	0	0
Junio 2017	201706	Junio	2017	22	Huesca	Mujeres	Temporal	1	2345	100473	42,8456289978678
Junio 2017	201706	Junio	2017	44	Teruel	Hombres	Temporal	0	794	0	0
Junio 2017	201706	Junio	2017	44	Teruel	Hombres	Temporal	1	1898	81039	42,6970495258167
Junio 2017	201706	Junio	2017	44	Teruel	Mujeres	Temporal	0	629	0	0
Junio 2017	201706	Junio	2017	44	Teruel	Mujeres	Temporal	1	1258	63678	50,6184419713831
Junio 2017	201706	Junio	2017	50	Zaragoza	Hombres	Temporal	0	10415	0	0
Junio 2017	201706	Junio	2017	50	Zaragoza	Hombres	Temporal	1	15091	638564	42,3142270227288
Junio 2017	201706	Junio	2017	50	Zaragoza	Mujeres	Temporal	0	6386	0	0
Junio 2017	201706	Junio	2017	50	Zaragoza	Mujeres	Temporal	1	13096	535784	40,9120342089188
Mayo 2017	201705	Mayo	2017	22	Huesca	Hombres	Temporal	0	5312	0	0
Mayo 2017	201705	Mayo	2017	22	Huesca	Hombres	Temporal	1	2533	121093	47,8061587050928
Mayo 2017	201705	Mayo	2017	22	Huesca	Mujeres	Temporal	0	2390	0	0
Mayo 2017	201705	Mayo	2017	22	Huesca	Mujeres	Temporal	1	2212	85357	38,5881555153707
Mayo 2017	201705	Mayo	2017	44	Teruel	Hombres	Temporal	0	1084	0	0
Mayo 2017	201705	Mayo	2017	44	Teruel	Hombres	Temporal	1	1889	69566	36,8268925357332
Mayo 2017	201705	Mayo	2017	44	Teruel	Mujeres	Temporal	0	692	0	0
Mayo 2017	201705	Mayo	2017	44	Teruel	Mujeres	Temporal	1	1196	46162	38,5969899665552
Mayo 2017	201705	Mayo	2017	50	Zaragoza	Hombres	Temporal	0	10847	0	0
Mayo 2017	201705	Mayo	2017	50	Zaragoza	Hombres	Temporal	1	14818	577792	38,9925765960319
Mayo 2017	201705	Mayo	2017	50	Zaragoza	Mujeres	Temporal	0	6970	0	0
Mayo 2017	201705	Mayo	2017	50	Zaragoza	Mujeres	Temporal	1	12759	446465	34,992162395172
Abril 2017	201704	Abril	2017	22	Huesca	Hombres	Temporal	0	2216	0	0
Abril 2017	201704	Abril	2017	22	Huesca	Hombres	Temporal	1	1886	93942	49,8101802757158
Abril 2017	201704	Abril	2017	22	Huesca	Mujeres	Temporal	0	1046	0	0
Abril 2017	201704	Abril	2017	22	Huesca	Mujeres	Temporal	1	1881	81604	43,3833067517278
Abril 2017	201704	Abril	2017	44	Teruel	Hombres	Temporal	0	608	0	0
Abril 2017	201704	Abril	2017	44	Teruel	Hombres	Temporal	1	2139	56131	26,2417017297803
Abril 2017	201704	Abril	2017	44	Teruel	Mujeres	Temporal	0	442	0	0
Abril 2017	201704	Abril	2017	44	Teruel	Mujeres	Temporal	1	1426	44187	30,9866760168303
Abril 2017	201704	Abril	2017	50	Zaragoza	Hombres	Temporal	0	6246	0	0
Abril 2017	201704	Abril	2017	50	Zaragoza	Hombres	Temporal	1	10358	511459	49,3781618072987
Abril 2017	201704	Abril	2017	50	Zaragoza	Mujeres	Temporal	0	4692	0	0
Abril 2017	201704	Abril	2017	50	Zaragoza	Mujeres	Temporal	1	9165	411972	44,9505728314239
Marzo 2017	201703	Marzo	2017	22	Huesca	Hombres	Temporal	0	1386	0	0
Marzo 2017	201703	Marzo	2017	22	Huesca	Hombres	Temporal	1	1926	115842	60,1464174454829
Marzo 2017	201703	Marzo	2017	22	Huesca	Mujeres	Temporal	0	966	0	0
Marzo 2017	201703	Marzo	2017	22	Huesca	Mujeres	Temporal	1	1736	85166	49,0587557603687
Marzo 2017	201703	Marzo	2017	44	Teruel	Hombres	Temporal	0	748	0	0
Marzo 2017	201703	Marzo	2017	44	Teruel	Hombres	Temporal	1	1335	59833	44,8187265917603
Marzo 2017	201703	Marzo	2017	44	Teruel	Mujeres	Temporal	0	409	0	0
Marzo 2017	201703	Marzo	2017	44	Teruel	Mujeres	Temporal	1	982	45529	46,3635437881874
Marzo 2017	201703	Marzo	2017	50	Zaragoza	Hombres	Temporal	0	5992	0	0
Marzo 2017	201703	Marzo	2017	50	Zaragoza	Hombres	Temporal	1	10755	507101	47,1502556950256
Marzo 2017	201703	Marzo	2017	50	Zaragoza	Mujeres	Temporal	0	5053	0	0
Marzo 2017	201703	Marzo	2017	50	Zaragoza	Mujeres	Temporal	1	9295	417310	44,8961807423346
Febrero 2017	201702	Febrero	2017	22	Huesca	Hombres	Temporal	0	1278	0	0
Febrero 2017	201702	Febrero	2017	22	Huesca	Hombres	Temporal	1	1587	102912	64,8468809073724
Febrero 2017	201702	Febrero	2017	22	Huesca	Mujeres	Temporal	0	859	0	0
Febrero 2017	201702	Febrero	2017	22	Huesca	Mujeres	Temporal	1	1568	75872	48,3877551020408
Febrero 2017	201702	Febrero	2017	44	Teruel	Hombres	Temporal	0	482	0	0
Febrero 2017	201702	Febrero	2017	44	Teruel	Hombres	Temporal	1	1104	49853	45,1567028985507
Febrero 2017	201702	Febrero	2017	44	Teruel	Mujeres	Temporal	0	359	0	0
Febrero 2017	201702	Febrero	2017	44	Teruel	Mujeres	Temporal	1	798	40257	50,4473684210526
Febrero 2017	201702	Febrero	2017	50	Zaragoza	Hombres	Temporal	0	5047	0	0
Febrero 2017	201702	Febrero	2017	50	Zaragoza	Hombres	Temporal	1	9327	500311	53,6411493513456
Febrero 2017	201702	Febrero	2017	50	Zaragoza	Mujeres	Temporal	0	4407	0	0
Febrero 2017	201702	Febrero	2017	50	Zaragoza	Mujeres	Temporal	1	7869	383390	48,721565637311
Enero 2017	201701	Enero	2017	22	Huesca	Hombres	Temporal	0	1279	0	0
Enero 2017	201701	Enero	2017	22	Huesca	Hombres	Temporal	1	1717	128447	74,8089691322073
Enero 2017	201701	Enero	2017	22	Huesca	Mujeres	Temporal	0	936	0	0
Enero 2017	201701	Enero	2017	22	Huesca	Mujeres	Temporal	1	1580	84128	53,2455696202532
Enero 2017	201701	Enero	2017	44	Teruel	Hombres	Temporal	0	428	0	0
Enero 2017	201701	Enero	2017	44	Teruel	Hombres	Temporal	1	1165	51028	43,8008583690987
Enero 2017	201701	Enero	2017	44	Teruel	Mujeres	Temporal	0	365	0	0
Enero 2017	201701	Enero	2017	44	Teruel	Mujeres	Temporal	1	789	37073	46,9873257287706
Enero 2017	201701	Enero	2017	50	Zaragoza	Hombres	Temporal	0	5314	0	0
Enero 2017	201701	Enero	2017	50	Zaragoza	Hombres	Temporal	1	10839	575905	53,1326690654119
Enero 2017	201701	Enero	2017	50	Zaragoza	Mujeres	Temporal	0	4922	0	0
Enero 2017	201701	Enero	2017	50	Zaragoza	Mujeres	Temporal	1	8693	437151	50,2877027493385
Diciembre 2016	201612	Diciembre	2016	22	Huesca	Hombres	Temporal	0	1176	0	0
Diciembre 2016	201612	Diciembre	2016	22	Huesca	Hombres	Temporal	1	1738	112734	64,8642117376295
Diciembre 2016	201612	Diciembre	2016	22	Huesca	Mujeres	Temporal	0	1001	0	0
Diciembre 2016	201612	Diciembre	2016	22	Huesca	Mujeres	Temporal	1	2051	92743	45,2184300341297
Diciembre 2016	201612	Diciembre	2016	44	Teruel	Hombres	Temporal	0	509	0	0
Diciembre 2016	201612	Diciembre	2016	44	Teruel	Hombres	Temporal	1	1262	60369	47,8359746434231
Diciembre 2016	201612	Diciembre	2016	44	Teruel	Mujeres	Temporal	0	367	0	0
Diciembre 2016	201612	Diciembre	2016	44	Teruel	Mujeres	Temporal	1	982	47716	48,5906313645621
Diciembre 2016	201612	Diciembre	2016	50	Zaragoza	Hombres	Temporal	0	4611	0	0
Diciembre 2016	201612	Diciembre	2016	50	Zaragoza	Hombres	Temporal	1	9950	381777	38,3695477386935
Diciembre 2016	201612	Diciembre	2016	50	Zaragoza	Mujeres	Temporal	0	4380	0	0
Diciembre 2016	201612	Diciembre	2016	50	Zaragoza	Mujeres	Temporal	1	9388	368696	39,2731146144014
Noviembre 2016	201611	Noviembre	2016	22	Huesca	Hombres	Temporal	0	1406	0	0
Noviembre 2016	201611	Noviembre	2016	22	Huesca	Hombres	Temporal	1	1429	93568	65,4779566130161
Noviembre 2016	201611	Noviembre	2016	22	Huesca	Mujeres	Temporal	0	862	0	0
Noviembre 2016	201611	Noviembre	2016	22	Huesca	Mujeres	Temporal	1	1605	70145	43,7040498442368
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Hombres	Temporal	0	450	0	0
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Hombres	Temporal	1	1100	50604	46,0036363636364
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Mujeres	Temporal	0	360	0	0
Noviembre 2016	201611	Noviembre	2016	44	Teruel	Mujeres	Temporal	1	931	42943	46,12567132116
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Hombres	Temporal	0	6334	0	0
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Hombres	Temporal	1	11670	524864	44,9754927163668
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Mujeres	Temporal	0	5535	0	0
Noviembre 2016	201611	Noviembre	2016	50	Zaragoza	Mujeres	Temporal	1	10815	458285	42,3749422098937
Octubre 2016	201610	Octubre	2016	22	Huesca	Hombres	Temporal	0	1404	0	0
Octubre 2016	201610	Octubre	2016	22	Huesca	Hombres	Temporal	1	1811	122074	67,4069574820541
Octubre 2016	201610	Octubre	2016	22	Huesca	Mujeres	Temporal	0	1040	0	0
Octubre 2016	201610	Octubre	2016	22	Huesca	Mujeres	Temporal	1	1777	81865	46,06921778278
Octubre 2016	201610	Octubre	2016	44	Teruel	Hombres	Temporal	0	759	0	0
Octubre 2016	201610	Octubre	2016	44	Teruel	Hombres	Temporal	1	1429	54850	38,3834849545136
Octubre 2016	201610	Octubre	2016	44	Teruel	Mujeres	Temporal	0	512	0	0
Octubre 2016	201610	Octubre	2016	44	Teruel	Mujeres	Temporal	1	1130	56814	50,2778761061947
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Hombres	Temporal	0	7235	0	0
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Hombres	Temporal	1	12688	506998	39,9588587641866
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Mujeres	Temporal	0	6274	0	0
Octubre 2016	201610	Octubre	2016	50	Zaragoza	Mujeres	Temporal	1	11047	488474	44,2177966868833
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Hombres	Temporal	0	1849	0	0
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Hombres	Temporal	1	2306	110027	47,713356461405
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Mujeres	Temporal	0	1260	0	0
Septiembre 2016	201609	Septiembre	2016	22	Huesca	Mujeres	Temporal	1	1923	80369	41,7935517420697
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Hombres	Temporal	0	825	0	0
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Hombres	Temporal	1	1587	60211	37,940138626339
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Mujeres	Temporal	0	591	0	0
Septiembre 2016	201609	Septiembre	2016	44	Teruel	Mujeres	Temporal	1	1162	51296	44,144578313253
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Hombres	Temporal	0	8200	0	0
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Hombres	Temporal	1	13644	667468	48,9202579888596
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Mujeres	Temporal	0	6301	0	0
Septiembre 2016	201609	Septiembre	2016	50	Zaragoza	Mujeres	Temporal	1	10815	580992	53,7209431345354
Agosto 2016	201608	Agosto	2016	22	Huesca	Hombres	Temporal	0	2761	0	0
Agosto 2016	201608	Agosto	2016	22	Huesca	Hombres	Temporal	1	2396	83071	34,6707011686144
Agosto 2016	201608	Agosto	2016	22	Huesca	Mujeres	Temporal	0	1279	0	0
Agosto 2016	201608	Agosto	2016	22	Huesca	Mujeres	Temporal	1	1881	62236	33,0866560340245
Agosto 2016	201608	Agosto	2016	44	Teruel	Hombres	Temporal	0	558	0	0
Agosto 2016	201608	Agosto	2016	44	Teruel	Hombres	Temporal	1	1243	41775	33,6082059533387
Agosto 2016	201608	Agosto	2016	44	Teruel	Mujeres	Temporal	0	470	0	0
Agosto 2016	201608	Agosto	2016	44	Teruel	Mujeres	Temporal	1	1014	34547	34,0700197238659
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Hombres	Temporal	0	6625	0	0
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Hombres	Temporal	1	12137	418118	34,4498640520722
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Mujeres	Temporal	0	4519	0	0
Agosto 2016	201608	Agosto	2016	50	Zaragoza	Mujeres	Temporal	1	9182	328615	35,7890437813113
Julio 2016	201607	Julio	2016	22	Huesca	Hombres	Temporal	0	3464	0	0
Julio 2016	201607	Julio	2016	22	Huesca	Hombres	Temporal	1	2488	127793	51,3637459807074
Julio 2016	201607	Julio	2016	22	Huesca	Mujeres	Temporal	0	2076	0	0
Julio 2016	201607	Julio	2016	22	Huesca	Mujeres	Temporal	1	2312	104508	45,2024221453287
Julio 2016	201607	Julio	2016	44	Teruel	Hombres	Temporal	0	825	0	0
Julio 2016	201607	Julio	2016	44	Teruel	Hombres	Temporal	1	1503	59546	39,6180971390552
Julio 2016	201607	Julio	2016	44	Teruel	Mujeres	Temporal	0	574	0	0
Julio 2016	201607	Julio	2016	44	Teruel	Mujeres	Temporal	1	1271	54908	43,2006294256491
Julio 2016	201607	Julio	2016	50	Zaragoza	Hombres	Temporal	0	7730	0	0
Julio 2016	201607	Julio	2016	50	Zaragoza	Hombres	Temporal	1	12762	487155	38,1723084156088
Julio 2016	201607	Julio	2016	50	Zaragoza	Mujeres	Temporal	0	5178	0	0
Julio 2016	201607	Julio	2016	50	Zaragoza	Mujeres	Temporal	1	10608	413019	38,9346719457014
Junio 2016	201606	Junio	2016	22	Huesca	Hombres	Temporal	0	3511	0	0
Junio 2016	201606	Junio	2016	22	Huesca	Hombres	Temporal	1	2345	112648	48,037526652452
Junio 2016	201606	Junio	2016	22	Huesca	Mujeres	Temporal	0	2184	0	0
Junio 2016	201606	Junio	2016	22	Huesca	Mujeres	Temporal	1	2292	98411	42,9367364746946
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	0	838	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Hombres	Temporal	1	1226	50188	40,9363784665579
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	0	585	0	0
Junio 2016	201606	Junio	2016	44	Teruel	Mujeres	Temporal	1	913	37627	41,2124863088719
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	0	10743	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Hombres	Temporal	1	13747	577993	42,0450280061104
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	0	6101	0	0
Junio 2016	201606	Junio	2016	50	Zaragoza	Mujeres	Temporal	1	11288	447516	39,6452870304748
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	0	4419	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Hombres	Temporal	1	1982	82807	41,7795156407669
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	0	1806	0	0
Mayo 2016	201605	Mayo	2016	22	Huesca	Mujeres	Temporal	1	1961	66067	33,6904640489546
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	0	918	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Hombres	Temporal	1	1166	50496	43,3070325900515
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	0	630	0	0
Mayo 2016	201605	Mayo	2016	44	Teruel	Mujeres	Temporal	1	933	28612	30,6666666666667
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	0	8920	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Hombres	Temporal	1	13002	507043	38,9973081064452
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	0	6042	0	0
Mayo 2016	201605	Mayo	2016	50	Zaragoza	Mujeres	Temporal	1	10611	394201	37,1502214682876
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	0	1636	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Hombres	Temporal	1	1561	88766	56,8648302370275
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	0	921	0	0
Abril 2016	201604	Abril	2016	22	Huesca	Mujeres	Temporal	1	1590	72213	45,4169811320755
Abril 2016	201604	Abril	2016	44	Teruel	Hombres	Temporal	0	671	0	0
Abril 2016	201604	Abril	2016	44	Teruel	Hombres	Temporal	1	1031	43902	42,5819592628516
Abril 2016	201604	Abril	2016	44	Teruel	Mujeres	Temporal	0	353	0	0
Abril 2016	201604	Abril	2016	44	Teruel	Mujeres	Temporal	1	820	36241	44,1963414634146
Abril 2016	201604	Abril	2016	50	Zaragoza	Hombres	Temporal	0	5964	0	0
Abril 2016	201604	Abril	2016	50	Zaragoza	Hombres	Temporal	1	9563	437893	45,7903377601171
