Año	Residencia	Residencia provincia código	Residencia provincia nombre	Sexo	Edad	Personas
2010	02	22	Huesca	Mujeres	06	936
2010	02	22	Huesca	Mujeres	07	953
2010	02	22	Huesca	Mujeres	08	1019
2010	02	22	Huesca	Mujeres	09	964
2010	02	22	Huesca	Mujeres	10	984
2010	02	22	Huesca	Mujeres	11	894
2010	02	22	Huesca	Mujeres	12	959
2010	02	22	Huesca	Mujeres	13	968
2010	02	22	Huesca	Mujeres	14	898
2010	02	22	Huesca	Mujeres	15	959
2010	02	22	Huesca	Mujeres	16	874
2010	02	22	Huesca	Mujeres	17	1015
2010	02	22	Huesca	Mujeres	18	989
2010	02	22	Huesca	Mujeres	19	971
2010	02	22	Huesca	Mujeres	20	1006
2010	02	22	Huesca	Mujeres	21	1088
2010	02	22	Huesca	Mujeres	22	1157
2010	02	22	Huesca	Mujeres	23	1268
2010	02	22	Huesca	Mujeres	24	1218
2010	02	22	Huesca	Mujeres	25	1273
2010	02	22	Huesca	Mujeres	26	1309
2010	02	22	Huesca	Mujeres	27	1419
2010	02	22	Huesca	Mujeres	28	1485
2010	02	22	Huesca	Mujeres	29	1580
2010	02	22	Huesca	Mujeres	30	1620
2010	02	22	Huesca	Mujeres	31	1732
2010	02	22	Huesca	Mujeres	32	1704
2010	02	22	Huesca	Mujeres	33	1736
2010	02	22	Huesca	Mujeres	34	1705
2010	02	22	Huesca	Mujeres	35	1669
2010	02	22	Huesca	Mujeres	36	1679
2010	02	22	Huesca	Mujeres	37	1637
2010	02	22	Huesca	Mujeres	38	1604
2010	02	22	Huesca	Mujeres	39	1661
2010	02	22	Huesca	Mujeres	40	1696
2010	02	22	Huesca	Mujeres	41	1724
2010	02	22	Huesca	Mujeres	42	1689
2010	02	22	Huesca	Mujeres	43	1609
2010	02	22	Huesca	Mujeres	44	1671
2010	02	22	Huesca	Mujeres	45	1677
2010	02	22	Huesca	Mujeres	46	1719
2010	02	22	Huesca	Mujeres	47	1634
2010	02	22	Huesca	Mujeres	48	1569
2010	02	22	Huesca	Mujeres	49	1660
2010	02	22	Huesca	Mujeres	50	1619
2010	02	22	Huesca	Mujeres	51	1476
2010	02	22	Huesca	Mujeres	52	1534
2010	02	22	Huesca	Mujeres	53	1427
2010	02	22	Huesca	Mujeres	54	1382
2010	02	22	Huesca	Mujeres	55	1319
2010	02	22	Huesca	Mujeres	56	1293
2010	02	22	Huesca	Mujeres	57	1303
2010	02	22	Huesca	Mujeres	58	1177
2010	02	22	Huesca	Mujeres	59	1080
2010	02	22	Huesca	Mujeres	60	1249
2010	02	22	Huesca	Mujeres	61	1293
2010	02	22	Huesca	Mujeres	62	1103
2010	02	22	Huesca	Mujeres	63	1117
2010	02	22	Huesca	Mujeres	64	1211
2010	02	22	Huesca	Mujeres	65	1165
2010	02	22	Huesca	Mujeres	66	1158
2010	02	22	Huesca	Mujeres	67	1004
2010	02	22	Huesca	Mujeres	68	893
2010	02	22	Huesca	Mujeres	69	1019
2010	02	22	Huesca	Mujeres	70	740
2010	02	22	Huesca	Mujeres	71	882
2010	02	22	Huesca	Mujeres	72	1096
2010	02	22	Huesca	Mujeres	73	1210
2010	02	22	Huesca	Mujeres	74	1162
2010	02	22	Huesca	Mujeres	75	1163
2010	02	22	Huesca	Mujeres	76	1241
2010	02	22	Huesca	Mujeres	77	1258
2010	02	22	Huesca	Mujeres	78	1154
2010	02	22	Huesca	Mujeres	79	1200
2010	02	22	Huesca	Mujeres	80	1110
2010	02	22	Huesca	Mujeres	81	1164
2010	02	22	Huesca	Mujeres	82	1056
2010	02	22	Huesca	Mujeres	83	980
2010	02	22	Huesca	Mujeres	84	882
2010	02	22	Huesca	Mujeres	85	886
2010	02	22	Huesca	Mujeres	86	778
2010	02	22	Huesca	Mujeres	87	713
2010	02	22	Huesca	Mujeres	88	608
2010	02	22	Huesca	Mujeres	89	524
2010	02	22	Huesca	Mujeres	90	402
2010	02	22	Huesca	Mujeres	91	298
2010	02	22	Huesca	Mujeres	92	251
2010	02	22	Huesca	Mujeres	93	207
2010	02	22	Huesca	Mujeres	94	174
2010	02	22	Huesca	Mujeres	95 y más	470
2010	02	44	Teruel	Mujeres	00	559
2010	02	44	Teruel	Mujeres	01	637
2010	02	44	Teruel	Mujeres	02	631
2010	02	44	Teruel	Mujeres	03	581
2010	02	44	Teruel	Mujeres	04	564
2010	02	44	Teruel	Mujeres	05	572
2010	02	44	Teruel	Mujeres	06	614
2010	02	44	Teruel	Mujeres	07	557
2010	02	44	Teruel	Mujeres	08	582
2010	02	44	Teruel	Mujeres	09	626
2010	02	44	Teruel	Mujeres	10	569
2010	02	44	Teruel	Mujeres	11	573
2010	02	44	Teruel	Mujeres	12	621
2010	02	44	Teruel	Mujeres	13	623
2010	02	44	Teruel	Mujeres	14	625
2010	02	44	Teruel	Mujeres	15	659
2010	02	44	Teruel	Mujeres	16	653
2010	02	44	Teruel	Mujeres	17	698
2010	02	44	Teruel	Mujeres	18	702
2010	02	44	Teruel	Mujeres	19	729
2010	02	44	Teruel	Mujeres	20	724
2010	02	44	Teruel	Mujeres	21	784
2010	02	44	Teruel	Mujeres	22	821
2010	02	44	Teruel	Mujeres	23	862
2010	02	44	Teruel	Mujeres	24	792
2010	02	44	Teruel	Mujeres	25	772
2010	02	44	Teruel	Mujeres	26	808
2010	02	44	Teruel	Mujeres	27	805
2010	02	44	Teruel	Mujeres	28	904
2010	02	44	Teruel	Mujeres	29	913
2010	02	44	Teruel	Mujeres	30	934
2010	02	44	Teruel	Mujeres	31	919
2010	02	44	Teruel	Mujeres	32	968
2010	02	44	Teruel	Mujeres	33	943
2010	02	44	Teruel	Mujeres	34	960
2010	02	44	Teruel	Mujeres	35	973
2010	02	44	Teruel	Mujeres	36	933
2010	02	44	Teruel	Mujeres	37	896
2010	02	44	Teruel	Mujeres	38	959
2010	02	44	Teruel	Mujeres	39	978
2010	02	44	Teruel	Mujeres	40	997
2010	02	44	Teruel	Mujeres	41	1061
2010	02	44	Teruel	Mujeres	42	1076
2010	02	44	Teruel	Mujeres	43	1018
2010	02	44	Teruel	Mujeres	44	1016
2010	02	44	Teruel	Mujeres	45	1098
2010	02	44	Teruel	Mujeres	46	1059
2010	02	44	Teruel	Mujeres	47	995
2010	02	44	Teruel	Mujeres	48	1061
2010	02	44	Teruel	Mujeres	49	989
2010	02	44	Teruel	Mujeres	50	953
2010	02	44	Teruel	Mujeres	51	930
2010	02	44	Teruel	Mujeres	52	902
2010	02	44	Teruel	Mujeres	53	814
2010	02	44	Teruel	Mujeres	54	862
2010	02	44	Teruel	Mujeres	55	688
2010	02	44	Teruel	Mujeres	56	803
2010	02	44	Teruel	Mujeres	57	772
2010	02	44	Teruel	Mujeres	58	690
2010	02	44	Teruel	Mujeres	59	727
2010	02	44	Teruel	Mujeres	60	711
2010	02	44	Teruel	Mujeres	61	702
2010	02	44	Teruel	Mujeres	62	716
2010	02	44	Teruel	Mujeres	63	676
2010	02	44	Teruel	Mujeres	64	707
2010	02	44	Teruel	Mujeres	65	715
2010	02	44	Teruel	Mujeres	66	667
2010	02	44	Teruel	Mujeres	67	625
2010	02	44	Teruel	Mujeres	68	614
2010	02	44	Teruel	Mujeres	69	772
2010	02	44	Teruel	Mujeres	70	425
2010	02	44	Teruel	Mujeres	71	561
2010	02	44	Teruel	Mujeres	72	796
2010	02	44	Teruel	Mujeres	73	835
2010	02	44	Teruel	Mujeres	74	918
2010	02	44	Teruel	Mujeres	75	809
2010	02	44	Teruel	Mujeres	76	953
2010	02	44	Teruel	Mujeres	77	921
2010	02	44	Teruel	Mujeres	78	851
2010	02	44	Teruel	Mujeres	79	885
2010	02	44	Teruel	Mujeres	80	828
2010	02	44	Teruel	Mujeres	81	817
2010	02	44	Teruel	Mujeres	82	722
2010	02	44	Teruel	Mujeres	83	676
2010	02	44	Teruel	Mujeres	84	618
2010	02	44	Teruel	Mujeres	85	586
2010	02	44	Teruel	Mujeres	86	565
2010	02	44	Teruel	Mujeres	87	510
2010	02	44	Teruel	Mujeres	88	404
2010	02	44	Teruel	Mujeres	89	351
2010	02	44	Teruel	Mujeres	90	289
2010	02	44	Teruel	Mujeres	91	239
2010	02	44	Teruel	Mujeres	92	165
2010	02	44	Teruel	Mujeres	93	133
2010	02	44	Teruel	Mujeres	94	112
2010	02	44	Teruel	Mujeres	95 y más	306
2010	02	50	Zaragoza	Mujeres	00	4535
2010	02	50	Zaragoza	Mujeres	01	4935
2010	02	50	Zaragoza	Mujeres	02	4691
2010	02	50	Zaragoza	Mujeres	03	4614
2010	02	50	Zaragoza	Mujeres	04	4536
2010	02	50	Zaragoza	Mujeres	05	4634
2010	02	50	Zaragoza	Mujeres	06	4468
2010	02	50	Zaragoza	Mujeres	07	4239
2010	02	50	Zaragoza	Mujeres	08	4324
2010	02	50	Zaragoza	Mujeres	09	4095
2010	02	50	Zaragoza	Mujeres	10	4025
2010	02	50	Zaragoza	Mujeres	11	3879
2010	02	50	Zaragoza	Mujeres	12	4004
2010	02	50	Zaragoza	Mujeres	13	3996
2010	02	50	Zaragoza	Mujeres	14	3996
2010	02	50	Zaragoza	Mujeres	15	4101
2010	02	50	Zaragoza	Mujeres	16	4161
2010	02	50	Zaragoza	Mujeres	17	4297
2010	02	50	Zaragoza	Mujeres	18	4291
2010	02	50	Zaragoza	Mujeres	19	4251
2010	02	50	Zaragoza	Mujeres	20	4718
2010	02	50	Zaragoza	Mujeres	21	5111
2010	02	50	Zaragoza	Mujeres	22	5253
2010	02	50	Zaragoza	Mujeres	23	5409
2010	02	50	Zaragoza	Mujeres	24	5681
2010	02	50	Zaragoza	Mujeres	25	5791
2010	02	50	Zaragoza	Mujeres	26	6004
2010	02	50	Zaragoza	Mujeres	27	6497
2010	02	50	Zaragoza	Mujeres	28	6850
2010	02	50	Zaragoza	Mujeres	29	7354
2010	02	50	Zaragoza	Mujeres	30	7567
2010	02	50	Zaragoza	Mujeres	31	7841
2010	02	50	Zaragoza	Mujeres	32	8072
2010	02	50	Zaragoza	Mujeres	33	8046
2010	02	50	Zaragoza	Mujeres	34	8159
2010	02	50	Zaragoza	Mujeres	35	7929
2010	02	50	Zaragoza	Mujeres	36	7828
2010	02	50	Zaragoza	Mujeres	37	7994
2010	02	50	Zaragoza	Mujeres	38	7836
2010	02	50	Zaragoza	Mujeres	39	7671
2010	02	50	Zaragoza	Mujeres	40	7378
2010	02	50	Zaragoza	Mujeres	41	7571
2010	02	50	Zaragoza	Mujeres	42	7697
2010	02	50	Zaragoza	Mujeres	43	7376
2010	02	50	Zaragoza	Mujeres	44	7280
2010	02	50	Zaragoza	Mujeres	45	7407
2010	02	50	Zaragoza	Mujeres	46	7110
2010	02	50	Zaragoza	Mujeres	47	7013
2010	02	50	Zaragoza	Mujeres	48	6976
2010	02	50	Zaragoza	Mujeres	49	7164
2010	02	50	Zaragoza	Mujeres	50	6838
2010	02	50	Zaragoza	Mujeres	51	6767
2010	02	50	Zaragoza	Mujeres	52	6655
2010	02	50	Zaragoza	Mujeres	53	6370
2010	02	50	Zaragoza	Mujeres	54	6104
2010	02	50	Zaragoza	Mujeres	55	5796
2010	02	50	Zaragoza	Mujeres	56	5812
2010	02	50	Zaragoza	Mujeres	57	5902
2010	02	50	Zaragoza	Mujeres	58	5526
2010	02	50	Zaragoza	Mujeres	59	5417
2010	02	50	Zaragoza	Mujeres	60	5686
2010	02	50	Zaragoza	Mujeres	61	5884
2010	02	50	Zaragoza	Mujeres	62	5403
2010	02	50	Zaragoza	Mujeres	63	5394
2010	02	50	Zaragoza	Mujeres	64	5428
2010	02	50	Zaragoza	Mujeres	65	5072
2010	02	50	Zaragoza	Mujeres	66	5114
2010	02	50	Zaragoza	Mujeres	67	4545
2010	02	50	Zaragoza	Mujeres	68	4261
2010	02	50	Zaragoza	Mujeres	69	4756
2010	02	50	Zaragoza	Mujeres	70	3571
2010	02	50	Zaragoza	Mujeres	71	3577
2010	02	50	Zaragoza	Mujeres	72	4103
2010	02	50	Zaragoza	Mujeres	73	4967
2010	02	50	Zaragoza	Mujeres	74	4698
2010	02	50	Zaragoza	Mujeres	75	4840
2010	02	50	Zaragoza	Mujeres	76	4897
2010	02	50	Zaragoza	Mujeres	77	4891
2010	02	50	Zaragoza	Mujeres	78	4438
2010	02	50	Zaragoza	Mujeres	79	4503
2010	02	50	Zaragoza	Mujeres	80	4268
2010	02	50	Zaragoza	Mujeres	81	4048
2010	02	50	Zaragoza	Mujeres	82	3708
2010	02	50	Zaragoza	Mujeres	83	3555
2010	02	50	Zaragoza	Mujeres	84	3164
2010	02	50	Zaragoza	Mujeres	85	3089
2010	02	50	Zaragoza	Mujeres	86	2819
2010	02	50	Zaragoza	Mujeres	87	2546
2010	02	50	Zaragoza	Mujeres	88	2155
2010	02	50	Zaragoza	Mujeres	89	1863
2010	02	50	Zaragoza	Mujeres	90	1328
2010	02	50	Zaragoza	Mujeres	91	1166
2010	02	50	Zaragoza	Mujeres	92	919
2010	02	50	Zaragoza	Mujeres	93	697
2010	02	50	Zaragoza	Mujeres	94	536
2010	02	50	Zaragoza	Mujeres	95 y más	1431
2011	02	22	Huesca	Mujeres	00	956
2011	02	22	Huesca	Mujeres	01	997
2011	02	22	Huesca	Mujeres	02	1072
2011	02	22	Huesca	Mujeres	03	1034
2011	02	22	Huesca	Mujeres	04	1017
2011	02	22	Huesca	Mujeres	05	964
2011	02	22	Huesca	Mujeres	06	998
2011	02	22	Huesca	Mujeres	07	951
2011	02	22	Huesca	Mujeres	08	960
2011	02	22	Huesca	Mujeres	09	1021
2011	02	22	Huesca	Mujeres	10	964
2011	02	22	Huesca	Mujeres	11	990
2011	02	22	Huesca	Mujeres	12	900
2011	02	22	Huesca	Mujeres	13	953
2011	02	22	Huesca	Mujeres	14	977
2011	02	22	Huesca	Mujeres	15	901
2011	02	22	Huesca	Mujeres	16	962
2011	02	22	Huesca	Mujeres	17	870
2011	02	22	Huesca	Mujeres	18	1025
2011	02	22	Huesca	Mujeres	19	1019
2011	02	22	Huesca	Mujeres	20	1000
2011	02	22	Huesca	Mujeres	21	1015
2011	02	22	Huesca	Mujeres	22	1130
2011	02	22	Huesca	Mujeres	23	1140
2011	02	22	Huesca	Mujeres	24	1277
2011	02	22	Huesca	Mujeres	25	1222
2011	02	22	Huesca	Mujeres	26	1272
2011	02	22	Huesca	Mujeres	27	1305
2011	02	22	Huesca	Mujeres	28	1435
2011	02	22	Huesca	Mujeres	29	1494
2011	02	22	Huesca	Mujeres	30	1572
2011	02	22	Huesca	Mujeres	31	1610
2011	02	22	Huesca	Mujeres	32	1712
2011	02	22	Huesca	Mujeres	33	1698
2011	02	22	Huesca	Mujeres	34	1753
2011	02	22	Huesca	Mujeres	35	1700
2011	02	22	Huesca	Mujeres	36	1665
2011	02	22	Huesca	Mujeres	37	1692
2011	02	22	Huesca	Mujeres	38	1647
2011	02	22	Huesca	Mujeres	39	1604
2011	02	22	Huesca	Mujeres	40	1668
2011	02	22	Huesca	Mujeres	41	1692
2011	02	22	Huesca	Mujeres	42	1727
2011	02	22	Huesca	Mujeres	43	1680
2011	02	22	Huesca	Mujeres	44	1614
2011	02	22	Huesca	Mujeres	45	1672
2011	02	22	Huesca	Mujeres	46	1675
2011	02	22	Huesca	Mujeres	47	1721
2011	02	22	Huesca	Mujeres	48	1647
2011	02	22	Huesca	Mujeres	49	1571
2011	02	22	Huesca	Mujeres	50	1654
2011	02	22	Huesca	Mujeres	51	1616
2011	02	22	Huesca	Mujeres	52	1478
2011	02	22	Huesca	Mujeres	53	1522
2011	02	22	Huesca	Mujeres	54	1437
2011	02	22	Huesca	Mujeres	55	1386
2011	02	22	Huesca	Mujeres	56	1317
2011	02	22	Huesca	Mujeres	57	1292
2011	02	22	Huesca	Mujeres	58	1306
2011	02	22	Huesca	Mujeres	59	1183
2011	02	22	Huesca	Mujeres	60	1073
2011	02	22	Huesca	Mujeres	61	1249
2011	02	22	Huesca	Mujeres	62	1283
2011	02	22	Huesca	Mujeres	63	1099
2011	02	22	Huesca	Mujeres	64	1120
2011	02	22	Huesca	Mujeres	65	1197
2011	02	22	Huesca	Mujeres	66	1161
2011	02	22	Huesca	Mujeres	67	1159
2011	02	22	Huesca	Mujeres	68	1000
2011	02	22	Huesca	Mujeres	69	887
2011	02	22	Huesca	Mujeres	70	1006
2011	02	22	Huesca	Mujeres	71	734
2011	02	22	Huesca	Mujeres	72	872
2011	02	22	Huesca	Mujeres	73	1092
2011	02	22	Huesca	Mujeres	74	1188
2011	02	22	Huesca	Mujeres	75	1138
2011	02	22	Huesca	Mujeres	76	1145
2011	02	22	Huesca	Mujeres	77	1220
2011	02	22	Huesca	Mujeres	78	1233
2011	02	22	Huesca	Mujeres	79	1130
2011	02	22	Huesca	Mujeres	80	1164
2011	02	22	Huesca	Mujeres	81	1075
2011	02	22	Huesca	Mujeres	82	1120
2011	02	22	Huesca	Mujeres	83	1012
2011	02	22	Huesca	Mujeres	84	932
2011	02	22	Huesca	Mujeres	85	838
2011	02	22	Huesca	Mujeres	86	821
2011	02	22	Huesca	Mujeres	87	736
2011	02	22	Huesca	Mujeres	88	627
2011	02	22	Huesca	Mujeres	89	553
2011	02	22	Huesca	Mujeres	90	462
2011	02	22	Huesca	Mujeres	91	356
2011	02	22	Huesca	Mujeres	92	259
2011	02	22	Huesca	Mujeres	93	209
2011	02	22	Huesca	Mujeres	94	162
2011	02	22	Huesca	Mujeres	95 y más	493
2011	02	44	Teruel	Mujeres	00	542
2011	02	44	Teruel	Mujeres	01	604
2011	02	44	Teruel	Mujeres	02	633
2011	02	44	Teruel	Mujeres	03	647
2011	02	44	Teruel	Mujeres	04	583
2011	02	44	Teruel	Mujeres	05	566
2011	02	44	Teruel	Mujeres	06	577
2011	02	44	Teruel	Mujeres	07	611
2011	02	44	Teruel	Mujeres	08	569
2011	02	44	Teruel	Mujeres	09	588
2011	02	44	Teruel	Mujeres	10	635
2011	02	44	Teruel	Mujeres	11	582
2011	02	44	Teruel	Mujeres	12	576
2011	02	44	Teruel	Mujeres	13	628
2011	02	44	Teruel	Mujeres	14	630
2011	02	44	Teruel	Mujeres	15	625
2011	02	44	Teruel	Mujeres	16	659
2011	02	44	Teruel	Mujeres	17	659
2011	02	44	Teruel	Mujeres	18	701
2011	02	44	Teruel	Mujeres	19	710
2011	02	44	Teruel	Mujeres	20	743
2011	02	44	Teruel	Mujeres	21	734
2011	02	44	Teruel	Mujeres	22	782
2011	02	44	Teruel	Mujeres	23	822
2011	02	44	Teruel	Mujeres	24	852
2011	02	44	Teruel	Mujeres	25	803
2011	02	44	Teruel	Mujeres	26	767
2011	02	44	Teruel	Mujeres	27	803
2011	02	44	Teruel	Mujeres	28	796
2011	02	44	Teruel	Mujeres	29	895
2011	02	44	Teruel	Mujeres	30	899
2011	02	44	Teruel	Mujeres	31	925
2011	02	44	Teruel	Mujeres	32	929
2011	02	44	Teruel	Mujeres	33	976
2011	02	44	Teruel	Mujeres	34	937
2011	02	44	Teruel	Mujeres	35	954
2011	02	44	Teruel	Mujeres	36	963
2011	02	44	Teruel	Mujeres	37	939
2011	02	44	Teruel	Mujeres	38	893
2011	02	44	Teruel	Mujeres	39	974
2011	02	44	Teruel	Mujeres	40	976
2011	02	44	Teruel	Mujeres	41	1010
2011	02	44	Teruel	Mujeres	42	1064
2011	02	44	Teruel	Mujeres	43	1078
2011	02	44	Teruel	Mujeres	44	1023
2011	02	44	Teruel	Mujeres	45	1021
2011	02	44	Teruel	Mujeres	46	1098
2011	02	44	Teruel	Mujeres	47	1054
2011	02	44	Teruel	Mujeres	48	987
2011	02	44	Teruel	Mujeres	49	1065
2011	02	44	Teruel	Mujeres	50	983
2011	02	44	Teruel	Mujeres	51	961
2011	02	44	Teruel	Mujeres	52	944
2011	02	44	Teruel	Mujeres	53	906
2011	02	44	Teruel	Mujeres	54	821
2011	02	44	Teruel	Mujeres	55	852
2011	02	44	Teruel	Mujeres	56	680
2011	02	44	Teruel	Mujeres	57	795
2011	02	44	Teruel	Mujeres	58	782
2011	02	44	Teruel	Mujeres	59	686
2011	02	44	Teruel	Mujeres	60	734
2011	02	44	Teruel	Mujeres	61	700
2011	02	44	Teruel	Mujeres	62	703
2011	02	44	Teruel	Mujeres	63	716
2011	02	44	Teruel	Mujeres	64	678
2011	02	44	Teruel	Mujeres	65	699
2011	02	44	Teruel	Mujeres	66	718
2011	02	44	Teruel	Mujeres	67	667
2011	02	44	Teruel	Mujeres	68	624
2011	02	44	Teruel	Mujeres	69	612
2011	02	44	Teruel	Mujeres	70	766
2011	02	44	Teruel	Mujeres	71	422
2011	02	44	Teruel	Mujeres	72	555
2011	02	44	Teruel	Mujeres	73	780
2011	02	44	Teruel	Mujeres	74	818
2011	02	44	Teruel	Mujeres	75	912
2011	02	44	Teruel	Mujeres	76	798
2011	02	44	Teruel	Mujeres	77	932
2011	02	44	Teruel	Mujeres	78	899
2011	02	44	Teruel	Mujeres	79	835
2011	02	44	Teruel	Mujeres	80	851
2011	02	44	Teruel	Mujeres	81	799
2011	02	44	Teruel	Mujeres	82	785
2011	02	44	Teruel	Mujeres	83	674
2011	02	44	Teruel	Mujeres	84	643
2011	02	44	Teruel	Mujeres	85	580
2011	02	44	Teruel	Mujeres	86	547
2011	02	44	Teruel	Mujeres	87	516
2011	02	44	Teruel	Mujeres	88	450
2011	02	44	Teruel	Mujeres	89	344
2011	02	44	Teruel	Mujeres	90	313
2011	02	44	Teruel	Mujeres	91	255
2011	02	44	Teruel	Mujeres	92	203
2011	02	44	Teruel	Mujeres	93	143
2011	02	44	Teruel	Mujeres	94	111
2011	02	44	Teruel	Mujeres	95 y más	320
2011	02	50	Zaragoza	Mujeres	00	4566
2011	02	50	Zaragoza	Mujeres	01	4735
2011	02	50	Zaragoza	Mujeres	02	4839
2011	02	50	Zaragoza	Mujeres	03	4750
2011	02	50	Zaragoza	Mujeres	04	4644
2011	02	50	Zaragoza	Mujeres	05	4554
2011	02	50	Zaragoza	Mujeres	06	4665
2011	02	50	Zaragoza	Mujeres	07	4489
2011	02	50	Zaragoza	Mujeres	08	4248
2011	02	50	Zaragoza	Mujeres	09	4314
2011	02	50	Zaragoza	Mujeres	10	4100
2011	02	50	Zaragoza	Mujeres	11	4035
2011	02	50	Zaragoza	Mujeres	12	3869
2011	02	50	Zaragoza	Mujeres	13	4022
2011	02	50	Zaragoza	Mujeres	14	3995
2011	02	50	Zaragoza	Mujeres	15	4015
2011	02	50	Zaragoza	Mujeres	16	4086
2011	02	50	Zaragoza	Mujeres	17	4159
2011	02	50	Zaragoza	Mujeres	18	4319
2011	02	50	Zaragoza	Mujeres	19	4364
2011	02	50	Zaragoza	Mujeres	20	4344
2011	02	50	Zaragoza	Mujeres	21	4772
2011	02	50	Zaragoza	Mujeres	22	5130
2011	02	50	Zaragoza	Mujeres	23	5243
2011	02	50	Zaragoza	Mujeres	24	5451
2011	02	50	Zaragoza	Mujeres	25	5692
2011	02	50	Zaragoza	Mujeres	26	5824
2011	02	50	Zaragoza	Mujeres	27	5996
2011	02	50	Zaragoza	Mujeres	28	6497
2011	02	50	Zaragoza	Mujeres	29	6861
2011	02	50	Zaragoza	Mujeres	30	7280
2011	02	50	Zaragoza	Mujeres	31	7565
2011	02	50	Zaragoza	Mujeres	32	7859
2011	02	50	Zaragoza	Mujeres	33	8084
2011	02	50	Zaragoza	Mujeres	34	8051
2011	02	50	Zaragoza	Mujeres	35	8205
2011	02	50	Zaragoza	Mujeres	36	7922
2011	02	50	Zaragoza	Mujeres	37	7804
2011	02	50	Zaragoza	Mujeres	38	7995
2011	02	50	Zaragoza	Mujeres	39	7838
2011	02	50	Zaragoza	Mujeres	40	7668
2011	02	50	Zaragoza	Mujeres	41	7404
2011	02	50	Zaragoza	Mujeres	42	7586
2011	02	50	Zaragoza	Mujeres	43	7700
2011	02	50	Zaragoza	Mujeres	44	7383
2011	02	50	Zaragoza	Mujeres	45	7305
2011	02	50	Zaragoza	Mujeres	46	7409
2011	02	50	Zaragoza	Mujeres	47	7108
2011	02	50	Zaragoza	Mujeres	48	7017
2011	02	50	Zaragoza	Mujeres	49	7004
2011	02	50	Zaragoza	Mujeres	50	7136
2011	02	50	Zaragoza	Mujeres	51	6840
2011	02	50	Zaragoza	Mujeres	52	6758
2011	02	50	Zaragoza	Mujeres	53	6634
2011	02	50	Zaragoza	Mujeres	54	6324
2011	02	50	Zaragoza	Mujeres	55	6090
2011	02	50	Zaragoza	Mujeres	56	5806
2011	02	50	Zaragoza	Mujeres	57	5811
2011	02	50	Zaragoza	Mujeres	58	5898
2011	02	50	Zaragoza	Mujeres	59	5515
2011	02	50	Zaragoza	Mujeres	60	5397
2011	02	50	Zaragoza	Mujeres	61	5637
2011	02	50	Zaragoza	Mujeres	62	5856
2011	02	50	Zaragoza	Mujeres	63	5381
2011	02	50	Zaragoza	Mujeres	64	5369
2011	02	50	Zaragoza	Mujeres	65	5390
2011	02	50	Zaragoza	Mujeres	66	5048
2011	02	50	Zaragoza	Mujeres	67	5085
2011	02	50	Zaragoza	Mujeres	68	4514
2011	02	50	Zaragoza	Mujeres	69	4219
2011	02	50	Zaragoza	Mujeres	70	4721
2011	02	50	Zaragoza	Mujeres	71	3536
2011	02	50	Zaragoza	Mujeres	72	3545
2011	02	50	Zaragoza	Mujeres	73	4067
2011	02	50	Zaragoza	Mujeres	74	4890
2011	02	50	Zaragoza	Mujeres	75	4643
2011	02	50	Zaragoza	Mujeres	76	4767
2011	02	50	Zaragoza	Mujeres	77	4806
2011	02	50	Zaragoza	Mujeres	78	4811
2011	02	50	Zaragoza	Mujeres	79	4348
2011	02	50	Zaragoza	Mujeres	80	4378
2011	02	50	Zaragoza	Mujeres	81	4110
2011	02	50	Zaragoza	Mujeres	82	3905
2011	02	50	Zaragoza	Mujeres	83	3548
2011	02	50	Zaragoza	Mujeres	84	3362
2011	02	50	Zaragoza	Mujeres	85	2986
2011	02	50	Zaragoza	Mujeres	86	2887
2011	02	50	Zaragoza	Mujeres	87	2596
2011	02	50	Zaragoza	Mujeres	88	2326
2011	02	50	Zaragoza	Mujeres	89	1918
2011	02	50	Zaragoza	Mujeres	90	1627
2011	02	50	Zaragoza	Mujeres	91	1161
2011	02	50	Zaragoza	Mujeres	92	1029
2011	02	50	Zaragoza	Mujeres	93	763
2011	02	50	Zaragoza	Mujeres	94	563
2011	02	50	Zaragoza	Mujeres	95 y más	1505
2012	02	22	Huesca	Mujeres	00	949
2012	02	22	Huesca	Mujeres	01	1023
2012	02	22	Huesca	Mujeres	02	1002
2012	02	22	Huesca	Mujeres	03	1057
2012	02	22	Huesca	Mujeres	04	1046
2012	02	22	Huesca	Mujeres	05	1031
2012	02	22	Huesca	Mujeres	06	990
2012	02	22	Huesca	Mujeres	07	1016
2012	02	22	Huesca	Mujeres	08	962
2012	02	22	Huesca	Mujeres	09	962
2012	02	22	Huesca	Mujeres	10	1024
2012	02	22	Huesca	Mujeres	11	969
2012	02	22	Huesca	Mujeres	12	1001
2012	02	22	Huesca	Mujeres	13	908
2012	02	22	Huesca	Mujeres	14	963
2012	02	22	Huesca	Mujeres	15	979
2012	02	22	Huesca	Mujeres	16	895
2012	02	22	Huesca	Mujeres	17	964
2012	02	22	Huesca	Mujeres	18	886
2012	02	22	Huesca	Mujeres	19	1038
2012	02	22	Huesca	Mujeres	20	1028
2012	02	22	Huesca	Mujeres	21	1018
2012	02	22	Huesca	Mujeres	22	1030
2012	02	22	Huesca	Mujeres	23	1120
2012	02	22	Huesca	Mujeres	24	1165
2012	02	22	Huesca	Mujeres	25	1285
2012	02	22	Huesca	Mujeres	26	1228
2012	02	22	Huesca	Mujeres	27	1249
2012	02	22	Huesca	Mujeres	28	1284
2012	02	22	Huesca	Mujeres	29	1442
