Mes y año	Mes (código)	Mes nombre	Año	Sexo	Número de contratos	Grupo de tipo de jornada	CCAA nombre
Abril 2015	201504	Abril	2015	Mujeres	8292	1 - Jornada Completa	Aragón
Abril 2015	201504	Abril	2015	Hombres	4778	2 - Jornada Parcial	Aragón
Abril 2015	201504	Abril	2015	Mujeres	7727	2 - Jornada Parcial	Aragón
Abril 2015	201504	Abril	2015	Hombres	202	3 - Fijos Discontinuos	Aragón
Abril 2015	201504	Abril	2015	Mujeres	121	3 - Fijos Discontinuos	Aragón
Marzo 2015	201503	Marzo	2015	Hombres	15312	1 - Jornada Completa	Aragón
Marzo 2015	201503	Marzo	2015	Mujeres	8406	1 - Jornada Completa	Aragón
Marzo 2015	201503	Marzo	2015	Hombres	4665	2 - Jornada Parcial	Aragón
Marzo 2015	201503	Marzo	2015	Mujeres	8078	2 - Jornada Parcial	Aragón
Marzo 2015	201503	Marzo	2015	Hombres	111	3 - Fijos Discontinuos	Aragón
Marzo 2015	201503	Marzo	2015	Mujeres	72	3 - Fijos Discontinuos	Aragón
Febrero 2015	201502	Febrero	2015	Hombres	13172	1 - Jornada Completa	Aragón
Febrero 2015	201502	Febrero	2015	Mujeres	7048	1 - Jornada Completa	Aragón
Febrero 2015	201502	Febrero	2015	Hombres	4176	2 - Jornada Parcial	Aragón
Febrero 2015	201502	Febrero	2015	Mujeres	6960	2 - Jornada Parcial	Aragón
Febrero 2015	201502	Febrero	2015	Hombres	96	3 - Fijos Discontinuos	Aragón
Febrero 2015	201502	Febrero	2015	Mujeres	53	3 - Fijos Discontinuos	Aragón
Enero 2015	201501	Enero	2015	Hombres	14663	1 - Jornada Completa	Aragón
Enero 2015	201501	Enero	2015	Mujeres	8335	1 - Jornada Completa	Aragón
Enero 2015	201501	Enero	2015	Hombres	4300	2 - Jornada Parcial	Aragón
Enero 2015	201501	Enero	2015	Mujeres	7621	2 - Jornada Parcial	Aragón
Enero 2015	201501	Enero	2015	Hombres	140	3 - Fijos Discontinuos	Aragón
Enero 2015	201501	Enero	2015	Mujeres	76	3 - Fijos Discontinuos	Aragón
Diciembre 2014	201412	Diciembre	2014	Hombres	12320	1 - Jornada Completa	Aragón
Diciembre 2014	201412	Diciembre	2014	Mujeres	7566	1 - Jornada Completa	Aragón
Diciembre 2014	201412	Diciembre	2014	Hombres	4442	2 - Jornada Parcial	Aragón
Diciembre 2014	201412	Diciembre	2014	Mujeres	8109	2 - Jornada Parcial	Aragón
Diciembre 2014	201412	Diciembre	2014	Hombres	83	3 - Fijos Discontinuos	Aragón
Diciembre 2014	201412	Diciembre	2014	Mujeres	91	3 - Fijos Discontinuos	Aragón
Noviembre 2014	201411	Noviembre	2014	Hombres	13357	1 - Jornada Completa	Aragón
Noviembre 2014	201411	Noviembre	2014	Mujeres	7401	1 - Jornada Completa	Aragón
Noviembre 2014	201411	Noviembre	2014	Hombres	4591	2 - Jornada Parcial	Aragón
Noviembre 2014	201411	Noviembre	2014	Mujeres	8043	2 - Jornada Parcial	Aragón
Noviembre 2014	201411	Noviembre	2014	Hombres	134	3 - Fijos Discontinuos	Aragón
Noviembre 2014	201411	Noviembre	2014	Mujeres	125	3 - Fijos Discontinuos	Aragón
Octubre 2014	201410	Octubre	2014	Hombres	16844	1 - Jornada Completa	Aragón
Octubre 2014	201410	Octubre	2014	Mujeres	9576	1 - Jornada Completa	Aragón
Octubre 2014	201410	Octubre	2014	Hombres	6355	2 - Jornada Parcial	Aragón
Octubre 2014	201410	Octubre	2014	Mujeres	10478	2 - Jornada Parcial	Aragón
Octubre 2014	201410	Octubre	2014	Hombres	151	3 - Fijos Discontinuos	Aragón
Octubre 2014	201410	Octubre	2014	Mujeres	159	3 - Fijos Discontinuos	Aragón
Septiembre 2014	201409	Septiembre	2014	Hombres	20203	1 - Jornada Completa	Aragón
Septiembre 2014	201409	Septiembre	2014	Mujeres	10367	1 - Jornada Completa	Aragón
Septiembre 2014	201409	Septiembre	2014	Hombres	5789	2 - Jornada Parcial	Aragón
Septiembre 2014	201409	Septiembre	2014	Mujeres	9866	2 - Jornada Parcial	Aragón
Septiembre 2014	201409	Septiembre	2014	Hombres	126	3 - Fijos Discontinuos	Aragón
Septiembre 2014	201409	Septiembre	2014	Mujeres	214	3 - Fijos Discontinuos	Aragón
Agosto 2014	201408	Agosto	2014	Hombres	17570	1 - Jornada Completa	Aragón
Agosto 2014	201408	Agosto	2014	Mujeres	8891	1 - Jornada Completa	Aragón
Agosto 2014	201408	Agosto	2014	Hombres	3904	2 - Jornada Parcial	Aragón
Agosto 2014	201408	Agosto	2014	Mujeres	6398	2 - Jornada Parcial	Aragón
Agosto 2014	201408	Agosto	2014	Hombres	48	3 - Fijos Discontinuos	Aragón
Agosto 2014	201408	Agosto	2014	Mujeres	50	3 - Fijos Discontinuos	Aragón
Julio 2014	201407	Julio	2014	Hombres	22443	1 - Jornada Completa	Aragón
Julio 2014	201407	Julio	2014	Mujeres	12021	1 - Jornada Completa	Aragón
Julio 2014	201407	Julio	2014	Hombres	5715	2 - Jornada Parcial	Aragón
Julio 2014	201407	Julio	2014	Mujeres	9551	2 - Jornada Parcial	Aragón
Julio 2014	201407	Julio	2014	Hombres	115	3 - Fijos Discontinuos	Aragón
Julio 2014	201407	Julio	2014	Mujeres	76	3 - Fijos Discontinuos	Aragón
Junio 2014	201406	Junio	2014	Hombres	22274	1 - Jornada Completa	Aragón
Junio 2014	201406	Junio	2014	Mujeres	12070	1 - Jornada Completa	Aragón
Junio 2014	201406	Junio	2014	Hombres	5264	2 - Jornada Parcial	Aragón
Junio 2014	201406	Junio	2014	Mujeres	8373	2 - Jornada Parcial	Aragón
Junio 2014	201406	Junio	2014	Hombres	134	3 - Fijos Discontinuos	Aragón
Junio 2014	201406	Junio	2014	Mujeres	175	3 - Fijos Discontinuos	Aragón
Mayo 2014	201405	Mayo	2014	Hombres	22659	1 - Jornada Completa	Aragón
Mayo 2014	201405	Mayo	2014	Mujeres	11716	1 - Jornada Completa	Aragón
Mayo 2014	201405	Mayo	2014	Hombres	5258	2 - Jornada Parcial	Aragón
Mayo 2014	201405	Mayo	2014	Mujeres	8151	2 - Jornada Parcial	Aragón
Mayo 2014	201405	Mayo	2014	Hombres	288	3 - Fijos Discontinuos	Aragón
Mayo 2014	201405	Mayo	2014	Mujeres	176	3 - Fijos Discontinuos	Aragón
Abril 2014	201404	Abril	2014	Hombres	14574	1 - Jornada Completa	Aragón
Abril 2014	201404	Abril	2014	Mujeres	8195	1 - Jornada Completa	Aragón
Abril 2014	201404	Abril	2014	Hombres	4351	2 - Jornada Parcial	Aragón
Abril 2014	201404	Abril	2014	Mujeres	7118	2 - Jornada Parcial	Aragón
Abril 2014	201404	Abril	2014	Hombres	184	3 - Fijos Discontinuos	Aragón
Abril 2014	201404	Abril	2014	Mujeres	112	3 - Fijos Discontinuos	Aragón
Marzo 2014	201403	Marzo	2014	Hombres	12732	1 - Jornada Completa	Aragón
Marzo 2014	201403	Marzo	2014	Mujeres	6611	1 - Jornada Completa	Aragón
Marzo 2014	201403	Marzo	2014	Hombres	3992	2 - Jornada Parcial	Aragón
Marzo 2014	201403	Marzo	2014	Mujeres	6550	2 - Jornada Parcial	Aragón
Marzo 2014	201403	Marzo	2014	Hombres	85	3 - Fijos Discontinuos	Aragón
Marzo 2014	201403	Marzo	2014	Mujeres	88	3 - Fijos Discontinuos	Aragón
Febrero 2014	201402	Febrero	2014	Hombres	11343	1 - Jornada Completa	Aragón
Febrero 2014	201402	Febrero	2014	Mujeres	6266	1 - Jornada Completa	Aragón
Febrero 2014	201402	Febrero	2014	Hombres	3932	2 - Jornada Parcial	Aragón
Febrero 2014	201402	Febrero	2014	Mujeres	6317	2 - Jornada Parcial	Aragón
Febrero 2014	201402	Febrero	2014	Hombres	87	3 - Fijos Discontinuos	Aragón
Febrero 2014	201402	Febrero	2014	Mujeres	38	3 - Fijos Discontinuos	Aragón
Enero 2014	201401	Enero	2014	Hombres	12914	1 - Jornada Completa	Aragón
Enero 2014	201401	Enero	2014	Mujeres	6963	1 - Jornada Completa	Aragón
Enero 2014	201401	Enero	2014	Hombres	3958	2 - Jornada Parcial	Aragón
Enero 2014	201401	Enero	2014	Mujeres	6564	2 - Jornada Parcial	Aragón
Enero 2014	201401	Enero	2014	Hombres	66	3 - Fijos Discontinuos	Aragón
Enero 2014	201401	Enero	2014	Mujeres	54	3 - Fijos Discontinuos	Aragón
Diciembre 2013	201312	Diciembre	2013	Hombres	11628	1 - Jornada Completa	Aragón
Diciembre 2013	201312	Diciembre	2013	Mujeres	7055	1 - Jornada Completa	Aragón
Diciembre 2013	201312	Diciembre	2013	Hombres	3860	2 - Jornada Parcial	Aragón
Diciembre 2013	201312	Diciembre	2013	Mujeres	7227	2 - Jornada Parcial	Aragón
Diciembre 2013	201312	Diciembre	2013	Hombres	64	3 - Fijos Discontinuos	Aragón
Diciembre 2013	201312	Diciembre	2013	Mujeres	43	3 - Fijos Discontinuos	Aragón
Noviembre 2013	201311	Noviembre	2013	Hombres	12453	1 - Jornada Completa	Aragón
Noviembre 2013	201311	Noviembre	2013	Mujeres	6648	1 - Jornada Completa	Aragón
Noviembre 2013	201311	Noviembre	2013	Hombres	3988	2 - Jornada Parcial	Aragón
Noviembre 2013	201311	Noviembre	2013	Mujeres	7013	2 - Jornada Parcial	Aragón
Noviembre 2013	201311	Noviembre	2013	Hombres	102	3 - Fijos Discontinuos	Aragón
Noviembre 2013	201311	Noviembre	2013	Mujeres	81	3 - Fijos Discontinuos	Aragón
Octubre 2013	201310	Octubre	2013	Hombres	16358	1 - Jornada Completa	Aragón
Octubre 2013	201310	Octubre	2013	Mujeres	8671	1 - Jornada Completa	Aragón
Octubre 2013	201310	Octubre	2013	Hombres	6130	2 - Jornada Parcial	Aragón
Octubre 2013	201310	Octubre	2013	Mujeres	9882	2 - Jornada Parcial	Aragón
Octubre 2013	201310	Octubre	2013	Hombres	146	3 - Fijos Discontinuos	Aragón
Octubre 2013	201310	Octubre	2013	Mujeres	223	3 - Fijos Discontinuos	Aragón
Septiembre 2013	201309	Septiembre	2013	Hombres	17955	1 - Jornada Completa	Aragón
Septiembre 2013	201309	Septiembre	2013	Mujeres	8891	1 - Jornada Completa	Aragón
Septiembre 2013	201309	Septiembre	2013	Hombres	4798	2 - Jornada Parcial	Aragón
Septiembre 2013	201309	Septiembre	2013	Mujeres	8607	2 - Jornada Parcial	Aragón
Septiembre 2013	201309	Septiembre	2013	Hombres	71	3 - Fijos Discontinuos	Aragón
Septiembre 2013	201309	Septiembre	2013	Mujeres	166	3 - Fijos Discontinuos	Aragón
Agosto 2013	201308	Agosto	2013	Hombres	14834	1 - Jornada Completa	Aragón
Agosto 2013	201308	Agosto	2013	Mujeres	7407	1 - Jornada Completa	Aragón
Agosto 2013	201308	Agosto	2013	Hombres	3817	2 - Jornada Parcial	Aragón
Agosto 2013	201308	Agosto	2013	Mujeres	6101	2 - Jornada Parcial	Aragón
Agosto 2013	201308	Agosto	2013	Hombres	29	3 - Fijos Discontinuos	Aragón
Agosto 2013	201308	Agosto	2013	Mujeres	24	3 - Fijos Discontinuos	Aragón
Julio 2013	201307	Julio	2013	Hombres	20396	1 - Jornada Completa	Aragón
Julio 2013	201307	Julio	2013	Mujeres	10756	1 - Jornada Completa	Aragón
Julio 2013	201307	Julio	2013	Hombres	5362	2 - Jornada Parcial	Aragón
Julio 2013	201307	Julio	2013	Mujeres	8643	2 - Jornada Parcial	Aragón
Julio 2013	201307	Julio	2013	Hombres	70	3 - Fijos Discontinuos	Aragón
Julio 2013	201307	Julio	2013	Mujeres	68	3 - Fijos Discontinuos	Aragón
Junio 2013	201306	Junio	2013	Hombres	17303	1 - Jornada Completa	Aragón
Junio 2013	201306	Junio	2013	Mujeres	9679	1 - Jornada Completa	Aragón
Junio 2013	201306	Junio	2013	Hombres	4674	2 - Jornada Parcial	Aragón
Junio 2013	201306	Junio	2013	Mujeres	6976	2 - Jornada Parcial	Aragón
Junio 2013	201306	Junio	2013	Hombres	106	3 - Fijos Discontinuos	Aragón
Junio 2013	201306	Junio	2013	Mujeres	89	3 - Fijos Discontinuos	Aragón
Mayo 2013	201305	Mayo	2013	Hombres	18201	1 - Jornada Completa	Aragón
Mayo 2013	201305	Mayo	2013	Mujeres	9183	1 - Jornada Completa	Aragón
Mayo 2013	201305	Mayo	2013	Hombres	4286	2 - Jornada Parcial	Aragón
Mayo 2013	201305	Mayo	2013	Mujeres	6964	2 - Jornada Parcial	Aragón
Mayo 2013	201305	Mayo	2013	Hombres	248	3 - Fijos Discontinuos	Aragón
Mayo 2013	201305	Mayo	2013	Mujeres	202	3 - Fijos Discontinuos	Aragón
Abril 2013	201304	Abril	2013	Hombres	11588	1 - Jornada Completa	Aragón
Abril 2013	201304	Abril	2013	Mujeres	6520	1 - Jornada Completa	Aragón
Abril 2013	201304	Abril	2013	Hombres	3854	2 - Jornada Parcial	Aragón
Abril 2013	201304	Abril	2013	Mujeres	6048	2 - Jornada Parcial	Aragón
Abril 2013	201304	Abril	2013	Hombres	137	3 - Fijos Discontinuos	Aragón
Abril 2013	201304	Abril	2013	Mujeres	102	3 - Fijos Discontinuos	Aragón
Marzo 2013	201303	Marzo	2013	Hombres	9449	1 - Jornada Completa	Aragón
Marzo 2013	201303	Marzo	2013	Mujeres	5439	1 - Jornada Completa	Aragón
Marzo 2013	201303	Marzo	2013	Hombres	3137	2 - Jornada Parcial	Aragón
Marzo 2013	201303	Marzo	2013	Mujeres	5662	2 - Jornada Parcial	Aragón
Marzo 2013	201303	Marzo	2013	Hombres	118	3 - Fijos Discontinuos	Aragón
Marzo 2013	201303	Marzo	2013	Mujeres	105	3 - Fijos Discontinuos	Aragón
Febrero 2013	201302	Febrero	2013	Hombres	8670	1 - Jornada Completa	Aragón
Febrero 2013	201302	Febrero	2013	Mujeres	5072	1 - Jornada Completa	Aragón
Febrero 2013	201302	Febrero	2013	Hombres	2876	2 - Jornada Parcial	Aragón
Febrero 2013	201302	Febrero	2013	Mujeres	5081	2 - Jornada Parcial	Aragón
Febrero 2013	201302	Febrero	2013	Hombres	59	3 - Fijos Discontinuos	Aragón
Febrero 2013	201302	Febrero	2013	Mujeres	41	3 - Fijos Discontinuos	Aragón
Enero 2013	201301	Enero	2013	Hombres	10625	1 - Jornada Completa	Aragón
Enero 2013	201301	Enero	2013	Mujeres	6041	1 - Jornada Completa	Aragón
Enero 2013	201301	Enero	2013	Hombres	3364	2 - Jornada Parcial	Aragón
Enero 2013	201301	Enero	2013	Mujeres	6399	2 - Jornada Parcial	Aragón
Enero 2013	201301	Enero	2013	Hombres	89	3 - Fijos Discontinuos	Aragón
Enero 2013	201301	Enero	2013	Mujeres	53	3 - Fijos Discontinuos	Aragón
Diciembre 2012	201212	Diciembre	2012	Hombres	8757	1 - Jornada Completa	Aragón
Diciembre 2012	201212	Diciembre	2012	Mujeres	5742	1 - Jornada Completa	Aragón
Diciembre 2012	201212	Diciembre	2012	Hombres	3321	2 - Jornada Parcial	Aragón
Diciembre 2012	201212	Diciembre	2012	Mujeres	6193	2 - Jornada Parcial	Aragón
Diciembre 2012	201212	Diciembre	2012	Hombres	101	3 - Fijos Discontinuos	Aragón
Diciembre 2012	201212	Diciembre	2012	Mujeres	55	3 - Fijos Discontinuos	Aragón
Noviembre 2012	201211	Noviembre	2012	Hombres	10749	1 - Jornada Completa	Aragón
Noviembre 2012	201211	Noviembre	2012	Mujeres	6374	1 - Jornada Completa	Aragón
Noviembre 2012	201211	Noviembre	2012	Hombres	3944	2 - Jornada Parcial	Aragón
Noviembre 2012	201211	Noviembre	2012	Mujeres	7167	2 - Jornada Parcial	Aragón
Noviembre 2012	201211	Noviembre	2012	Hombres	101	3 - Fijos Discontinuos	Aragón
Noviembre 2012	201211	Noviembre	2012	Mujeres	90	3 - Fijos Discontinuos	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	13434	1 - Jornada Completa	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	8046	1 - Jornada Completa	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	5788	2 - Jornada Parcial	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	10359	2 - Jornada Parcial	Aragón
Octubre 2012	201210	Octubre	2012	Hombres	140	3 - Fijos Discontinuos	Aragón
Octubre 2012	201210	Octubre	2012	Mujeres	167	3 - Fijos Discontinuos	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	15850	1 - Jornada Completa	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	8169	1 - Jornada Completa	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	4489	2 - Jornada Parcial	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	9265	2 - Jornada Parcial	Aragón
Septiembre 2012	201209	Septiembre	2012	Hombres	68	3 - Fijos Discontinuos	Aragón
Septiembre 2012	201209	Septiembre	2012	Mujeres	201	3 - Fijos Discontinuos	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	15592	1 - Jornada Completa	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	7958	1 - Jornada Completa	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	3430	2 - Jornada Parcial	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	6107	2 - Jornada Parcial	Aragón
Agosto 2012	201208	Agosto	2012	Hombres	63	3 - Fijos Discontinuos	Aragón
Agosto 2012	201208	Agosto	2012	Mujeres	323	3 - Fijos Discontinuos	Aragón
Julio 2012	201207	Julio	2012	Hombres	17762	1 - Jornada Completa	Aragón
Julio 2012	201207	Julio	2012	Mujeres	11077	1 - Jornada Completa	Aragón
Julio 2012	201207	Julio	2012	Hombres	4692	2 - Jornada Parcial	Aragón
Julio 2012	201207	Julio	2012	Mujeres	10722	2 - Jornada Parcial	Aragón
Julio 2012	201207	Julio	2012	Hombres	62	3 - Fijos Discontinuos	Aragón
Julio 2012	201207	Julio	2012	Mujeres	67	3 - Fijos Discontinuos	Aragón
Junio 2012	201206	Junio	2012	Hombres	17509	1 - Jornada Completa	Aragón
Junio 2012	201206	Junio	2012	Mujeres	10653	1 - Jornada Completa	Aragón
Junio 2012	201206	Junio	2012	Hombres	4266	2 - Jornada Parcial	Aragón
Junio 2012	201206	Junio	2012	Mujeres	9663	2 - Jornada Parcial	Aragón
Junio 2012	201206	Junio	2012	Hombres	197	3 - Fijos Discontinuos	Aragón
Junio 2012	201206	Junio	2012	Mujeres	144	3 - Fijos Discontinuos	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	19101	1 - Jornada Completa	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	9695	1 - Jornada Completa	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	4013	2 - Jornada Parcial	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	7767	2 - Jornada Parcial	Aragón
Mayo 2012	201205	Mayo	2012	Hombres	262	3 - Fijos Discontinuos	Aragón
Mayo 2012	201205	Mayo	2012	Mujeres	141	3 - Fijos Discontinuos	Aragón
Abril 2012	201204	Abril	2012	Hombres	10659	1 - Jornada Completa	Aragón
Abril 2012	201204	Abril	2012	Mujeres	6200	1 - Jornada Completa	Aragón
Abril 2012	201204	Abril	2012	Hombres	3334	2 - Jornada Parcial	Aragón
Abril 2012	201204	Abril	2012	Mujeres	6168	2 - Jornada Parcial	Aragón
Abril 2012	201204	Abril	2012	Hombres	123	3 - Fijos Discontinuos	Aragón
Abril 2012	201204	Abril	2012	Mujeres	118	3 - Fijos Discontinuos	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	10799	1 - Jornada Completa	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	6420	1 - Jornada Completa	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	3603	2 - Jornada Parcial	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	6854	2 - Jornada Parcial	Aragón
Marzo 2012	201203	Marzo	2012	Hombres	81	3 - Fijos Discontinuos	Aragón
Marzo 2012	201203	Marzo	2012	Mujeres	76	3 - Fijos Discontinuos	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	10377	1 - Jornada Completa	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	6167	1 - Jornada Completa	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	3304	2 - Jornada Parcial	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	6459	2 - Jornada Parcial	Aragón
Febrero 2012	201202	Febrero	2012	Hombres	81	3 - Fijos Discontinuos	Aragón
Febrero 2012	201202	Febrero	2012	Mujeres	24	3 - Fijos Discontinuos	Aragón
Enero 2012	201201	Enero	2012	Hombres	10877	1 - Jornada Completa	Aragón
Enero 2012	201201	Enero	2012	Mujeres	6553	1 - Jornada Completa	Aragón
Enero 2012	201201	Enero	2012	Hombres	3201	2 - Jornada Parcial	Aragón
Enero 2012	201201	Enero	2012	Mujeres	5576	2 - Jornada Parcial	Aragón
Enero 2012	201201	Enero	2012	Hombres	173	3 - Fijos Discontinuos	Aragón
Enero 2012	201201	Enero	2012	Mujeres	85	3 - Fijos Discontinuos	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	9503	1 - Jornada Completa	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	6158	1 - Jornada Completa	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	3244	2 - Jornada Parcial	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	5953	2 - Jornada Parcial	Aragón
Diciembre 2011	201112	Diciembre	2011	Hombres	62	3 - Fijos Discontinuos	Aragón
Diciembre 2011	201112	Diciembre	2011	Mujeres	52	3 - Fijos Discontinuos	Aragón
Noviembre 2011	201111	Noviembre	2011	Hombres	11521	1 - Jornada Completa	Aragón
Noviembre 2011	201111	Noviembre	2011	Mujeres	6570	1 - Jornada Completa	Aragón
Noviembre 2011	201111	Noviembre	2011	Hombres	4020	2 - Jornada Parcial	Aragón
Noviembre 2011	201111	Noviembre	2011	Mujeres	6919	2 - Jornada Parcial	Aragón
Noviembre 2011	201111	Noviembre	2011	Hombres	68	3 - Fijos Discontinuos	Aragón
Noviembre 2011	201111	Noviembre	2011	Mujeres	79	3 - Fijos Discontinuos	Aragón
Octubre 2011	201110	Octubre	2011	Hombres	12385	1 - Jornada Completa	Aragón
Octubre 2011	201110	Octubre	2011	Mujeres	7574	1 - Jornada Completa	Aragón
Octubre 2011	201110	Octubre	2011	Hombres	4928	2 - Jornada Parcial	Aragón
Octubre 2011	201110	Octubre	2011	Mujeres	8677	2 - Jornada Parcial	Aragón
Octubre 2011	201110	Octubre	2011	Hombres	84	3 - Fijos Discontinuos	Aragón
Octubre 2011	201110	Octubre	2011	Mujeres	139	3 - Fijos Discontinuos	Aragón
Septiembre 2011	201109	Septiembre	2011	Hombres	16382	1 - Jornada Completa	Aragón
Septiembre 2011	201109	Septiembre	2011	Mujeres	9067	1 - Jornada Completa	Aragón
Septiembre 2011	201109	Septiembre	2011	Hombres	4953	2 - Jornada Parcial	Aragón
Septiembre 2011	201109	Septiembre	2011	Mujeres	8628	2 - Jornada Parcial	Aragón
Septiembre 2011	201109	Septiembre	2011	Hombres	84	3 - Fijos Discontinuos	Aragón
Septiembre 2011	201109	Septiembre	2011	Mujeres	138	3 - Fijos Discontinuos	Aragón
Agosto 2011	201108	Agosto	2011	Hombres	16368	1 - Jornada Completa	Aragón
Agosto 2011	201108	Agosto	2011	Mujeres	7862	1 - Jornada Completa	Aragón
Agosto 2011	201108	Agosto	2011	Hombres	3375	2 - Jornada Parcial	Aragón
Agosto 2011	201108	Agosto	2011	Mujeres	5776	2 - Jornada Parcial	Aragón
Agosto 2011	201108	Agosto	2011	Hombres	49	3 - Fijos Discontinuos	Aragón
Agosto 2011	201108	Agosto	2011	Mujeres	31	3 - Fijos Discontinuos	Aragón
Julio 2011	201107	Julio	2011	Hombres	16526	1 - Jornada Completa	Aragón
Julio 2011	201107	Julio	2011	Mujeres	9542	1 - Jornada Completa	Aragón
Julio 2011	201107	Julio	2011	Hombres	4625	2 - Jornada Parcial	Aragón
Julio 2011	201107	Julio	2011	Mujeres	7939	2 - Jornada Parcial	Aragón
Julio 2011	201107	Julio	2011	Hombres	90	3 - Fijos Discontinuos	Aragón
Julio 2011	201107	Julio	2011	Mujeres	112	3 - Fijos Discontinuos	Aragón
Junio 2011	201106	Junio	2011	Hombres	18499	1 - Jornada Completa	Aragón
Junio 2011	201106	Junio	2011	Mujeres	10651	1 - Jornada Completa	Aragón
Junio 2011	201106	Junio	2011	Hombres	4748	2 - Jornada Parcial	Aragón
Junio 2011	201106	Junio	2011	Mujeres	8071	2 - Jornada Parcial	Aragón
Junio 2011	201106	Junio	2011	Hombres	153	3 - Fijos Discontinuos	Aragón
Junio 2011	201106	Junio	2011	Mujeres	145	3 - Fijos Discontinuos	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	19331	1 - Jornada Completa	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	10449	1 - Jornada Completa	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	4523	2 - Jornada Parcial	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	7641	2 - Jornada Parcial	Aragón
Mayo 2011	201105	Mayo	2011	Hombres	190	3 - Fijos Discontinuos	Aragón
Mayo 2011	201105	Mayo	2011	Mujeres	200	3 - Fijos Discontinuos	Aragón
Abril 2011	201104	Abril	2011	Hombres	12013	1 - Jornada Completa	Aragón
Abril 2011	201104	Abril	2011	Mujeres	6862	1 - Jornada Completa	Aragón
Abril 2011	201104	Abril	2011	Hombres	3457	2 - Jornada Parcial	Aragón
Abril 2011	201104	Abril	2011	Mujeres	6229	2 - Jornada Parcial	Aragón
Abril 2011	201104	Abril	2011	Hombres	140	3 - Fijos Discontinuos	Aragón
Abril 2011	201104	Abril	2011	Mujeres	152	3 - Fijos Discontinuos	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	11866	1 - Jornada Completa	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	6693	1 - Jornada Completa	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	3655	2 - Jornada Parcial	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	6335	2 - Jornada Parcial	Aragón
Marzo 2011	201103	Marzo	2011	Hombres	138	3 - Fijos Discontinuos	Aragón
Marzo 2011	201103	Marzo	2011	Mujeres	138	3 - Fijos Discontinuos	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	10285	1 - Jornada Completa	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	5954	1 - Jornada Completa	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	2827	2 - Jornada Parcial	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	5282	2 - Jornada Parcial	Aragón
Febrero 2011	201102	Febrero	2011	Hombres	53	3 - Fijos Discontinuos	Aragón
Febrero 2011	201102	Febrero	2011	Mujeres	58	3 - Fijos Discontinuos	Aragón
Enero 2011	201101	Enero	2011	Hombres	11956	1 - Jornada Completa	Aragón
Enero 2011	201101	Enero	2011	Mujeres	6663	1 - Jornada Completa	Aragón
Enero 2011	201101	Enero	2011	Hombres	2785	2 - Jornada Parcial	Aragón
Enero 2011	201101	Enero	2011	Mujeres	5382	2 - Jornada Parcial	Aragón
Enero 2011	201101	Enero	2011	Hombres	80	3 - Fijos Discontinuos	Aragón
Enero 2011	201101	Enero	2011	Mujeres	92	3 - Fijos Discontinuos	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	10255	1 - Jornada Completa	Aragón
Diciembre 2010	201012	Diciembre	2010	Mujeres	6755	1 - Jornada Completa	Aragón
Diciembre 2010	201012	Diciembre	2010	Hombres	3160	2 - Jornada Parcial	Aragón
