Municipio código	Municipio nombre	Situación profesional código	Situación profesional	Sexo	Personas residentes viviendas familiares
22081	Casbas de Huesca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	28
22081	Casbas de Huesca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	19
22081	Casbas de Huesca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
22081	Casbas de Huesca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22081	Casbas de Huesca	5	Otra situación (Ayuda familiar)	Hombres	1
22082	Castejón del Puente	1	Empresario o profesional que emplea personal	Hombres	13
22082	Castejón del Puente	1	Empresario o profesional que emplea personal	Mujeres	4
22082	Castejón del Puente	2	Empresario o profesional que no emplea personal	Hombres	23
22082	Castejón del Puente	2	Empresario o profesional que no emplea personal	Mujeres	3
22082	Castejón del Puente	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	72
22082	Castejón del Puente	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	36
22082	Castejón del Puente	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	1
22082	Castejón del Puente	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
22083	Castejón de Monegros	1	Empresario o profesional que emplea personal	Hombres	34
22083	Castejón de Monegros	1	Empresario o profesional que emplea personal	Mujeres	7
22083	Castejón de Monegros	2	Empresario o profesional que no emplea personal	Hombres	39
22083	Castejón de Monegros	2	Empresario o profesional que no emplea personal	Mujeres	13
22083	Castejón de Monegros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	76
22083	Castejón de Monegros	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	44
22083	Castejón de Monegros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	11
22083	Castejón de Monegros	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	9
22084	Castejón de Sos	1	Empresario o profesional que emplea personal	Hombres	22
22084	Castejón de Sos	1	Empresario o profesional que emplea personal	Mujeres	6
22084	Castejón de Sos	2	Empresario o profesional que no emplea personal	Hombres	23
22084	Castejón de Sos	2	Empresario o profesional que no emplea personal	Mujeres	19
22084	Castejón de Sos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	75
22084	Castejón de Sos	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	52
22084	Castejón de Sos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	43
22084	Castejón de Sos	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	30
22084	Castejón de Sos	5	Otra situación (Ayuda familiar)	Mujeres	1
22084	Castejón de Sos	6	Otra situación (Miembro de cooperativas)	Mujeres	1
22085	Castelflorite	2	Empresario o profesional que no emplea personal	Hombres	28
22085	Castelflorite	2	Empresario o profesional que no emplea personal	Mujeres	3
22085	Castelflorite	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	9
22085	Castelflorite	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
22085	Castelflorite	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22085	Castelflorite	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22086	Castiello de Jaca	1	Empresario o profesional que emplea personal	Hombres	8
22086	Castiello de Jaca	1	Empresario o profesional que emplea personal	Mujeres	6
22086	Castiello de Jaca	2	Empresario o profesional que no emplea personal	Hombres	8
22086	Castiello de Jaca	2	Empresario o profesional que no emplea personal	Mujeres	4
22086	Castiello de Jaca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	23
22086	Castiello de Jaca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	14
22086	Castiello de Jaca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22086	Castiello de Jaca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
22087	Castigaleu	1	Empresario o profesional que emplea personal	Hombres	7
22087	Castigaleu	1	Empresario o profesional que emplea personal	Mujeres	1
22087	Castigaleu	2	Empresario o profesional que no emplea personal	Hombres	14
22087	Castigaleu	2	Empresario o profesional que no emplea personal	Mujeres	2
22087	Castigaleu	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	4
22087	Castigaleu	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	4
22087	Castigaleu	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	7
22087	Castigaleu	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22088	Castillazuelo	1	Empresario o profesional que emplea personal	Hombres	5
22088	Castillazuelo	1	Empresario o profesional que emplea personal	Mujeres	4
22088	Castillazuelo	2	Empresario o profesional que no emplea personal	Hombres	11
22088	Castillazuelo	2	Empresario o profesional que no emplea personal	Mujeres	1
22088	Castillazuelo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	19
22088	Castillazuelo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	15
22088	Castillazuelo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	9
22088	Castillazuelo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22088	Castillazuelo	5	Otra situación (Ayuda familiar)	Hombres	1
22089	Castillonroy	1	Empresario o profesional que emplea personal	Hombres	12
22089	Castillonroy	1	Empresario o profesional que emplea personal	Mujeres	1
22089	Castillonroy	2	Empresario o profesional que no emplea personal	Hombres	59
22089	Castillonroy	2	Empresario o profesional que no emplea personal	Mujeres	14
22089	Castillonroy	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	26
22089	Castillonroy	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	24
22089	Castillonroy	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22089	Castillonroy	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
22089	Castillonroy	5	Otra situación (Ayuda familiar)	Hombres	1
22089	Castillonroy	5	Otra situación (Ayuda familiar)	Mujeres	2
22089	Castillonroy	6	Otra situación (Miembro de cooperativas)	Mujeres	1
22090	Colungo	1	Empresario o profesional que emplea personal	Hombres	6
22090	Colungo	2	Empresario o profesional que no emplea personal	Hombres	6
22090	Colungo	2	Empresario o profesional que no emplea personal	Mujeres	1
22090	Colungo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	11
22090	Colungo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
22090	Colungo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	12
22090	Colungo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
22094	Chalamera	1	Empresario o profesional que emplea personal	Mujeres	2
22094	Chalamera	2	Empresario o profesional que no emplea personal	Hombres	28
22094	Chalamera	2	Empresario o profesional que no emplea personal	Mujeres	2
22094	Chalamera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	6
22094	Chalamera	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
22094	Chalamera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22094	Chalamera	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
22095	Chía	1	Empresario o profesional que emplea personal	Hombres	1
22095	Chía	2	Empresario o profesional que no emplea personal	Hombres	10
22095	Chía	2	Empresario o profesional que no emplea personal	Mujeres	1
22095	Chía	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	13
22095	Chía	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
22095	Chía	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
22095	Chía	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	3
22096	Chimillas	1	Empresario o profesional que emplea personal	Hombres	11
22096	Chimillas	1	Empresario o profesional que emplea personal	Mujeres	2
22096	Chimillas	2	Empresario o profesional que no emplea personal	Hombres	11
22096	Chimillas	2	Empresario o profesional que no emplea personal	Mujeres	4
22096	Chimillas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	41
22096	Chimillas	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	22
22096	Chimillas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22096	Chimillas	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22096	Chimillas	5	Otra situación (Ayuda familiar)	Hombres	1
22099	Esplús	1	Empresario o profesional que emplea personal	Hombres	16
22099	Esplús	1	Empresario o profesional que emplea personal	Mujeres	1
22099	Esplús	2	Empresario o profesional que no emplea personal	Hombres	50
22099	Esplús	2	Empresario o profesional que no emplea personal	Mujeres	16
22099	Esplús	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	119
22099	Esplús	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	56
22099	Esplús	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22099	Esplús	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22102	Estada	1	Empresario o profesional que emplea personal	Hombres	4
22102	Estada	2	Empresario o profesional que no emplea personal	Hombres	13
22102	Estada	2	Empresario o profesional que no emplea personal	Mujeres	5
22102	Estada	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	22
22102	Estada	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	9
22102	Estada	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22102	Estada	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22103	Estadilla	1	Empresario o profesional que emplea personal	Hombres	31
22103	Estadilla	1	Empresario o profesional que emplea personal	Mujeres	9
22103	Estadilla	2	Empresario o profesional que no emplea personal	Hombres	58
22103	Estadilla	2	Empresario o profesional que no emplea personal	Mujeres	18
22103	Estadilla	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	104
22103	Estadilla	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	60
22103	Estadilla	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	26
22103	Estadilla	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	33
22103	Estadilla	6	Otra situación (Miembro de cooperativas)	Mujeres	2
22105	Estopiñán del Castillo	1	Empresario o profesional que emplea personal	Hombres	4
22105	Estopiñán del Castillo	1	Empresario o profesional que emplea personal	Mujeres	3
22105	Estopiñán del Castillo	2	Empresario o profesional que no emplea personal	Hombres	14
22105	Estopiñán del Castillo	2	Empresario o profesional que no emplea personal	Mujeres	8
22105	Estopiñán del Castillo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	20
22105	Estopiñán del Castillo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
22105	Estopiñán del Castillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	19
22105	Estopiñán del Castillo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22106	Fago	2	Empresario o profesional que no emplea personal	Hombres	3
22106	Fago	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	5
22106	Fago	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	2
22106	Fago	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
22106	Fago	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2
22107	Fanlo	1	Empresario o profesional que emplea personal	Hombres	8
22107	Fanlo	1	Empresario o profesional que emplea personal	Mujeres	1
22107	Fanlo	2	Empresario o profesional que no emplea personal	Hombres	19
22107	Fanlo	2	Empresario o profesional que no emplea personal	Mujeres	6
22107	Fanlo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	30
22107	Fanlo	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	13
22107	Fanlo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	16
22107	Fanlo	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	7
22107	Fanlo	6	Otra situación (Miembro de cooperativas)	Hombres	2
22109	Fiscal	1	Empresario o profesional que emplea personal	Hombres	12
22109	Fiscal	1	Empresario o profesional que emplea personal	Mujeres	2
22109	Fiscal	2	Empresario o profesional que no emplea personal	Hombres	26
22109	Fiscal	2	Empresario o profesional que no emplea personal	Mujeres	2
22109	Fiscal	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	33
22109	Fiscal	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	13
22109	Fiscal	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22109	Fiscal	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	10
22110	Fonz	1	Empresario o profesional que emplea personal	Hombres	30
22110	Fonz	1	Empresario o profesional que emplea personal	Mujeres	6
22110	Fonz	2	Empresario o profesional que no emplea personal	Hombres	83
22110	Fonz	2	Empresario o profesional que no emplea personal	Mujeres	19
22110	Fonz	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	114
22110	Fonz	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	47
22110	Fonz	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	28
22110	Fonz	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	31
22110	Fonz	6	Otra situación (Miembro de cooperativas)	Hombres	2
22111	Foradada del Toscar	1	Empresario o profesional que emplea personal	Hombres	7
22111	Foradada del Toscar	1	Empresario o profesional que emplea personal	Mujeres	2
22111	Foradada del Toscar	2	Empresario o profesional que no emplea personal	Hombres	22
22111	Foradada del Toscar	2	Empresario o profesional que no emplea personal	Mujeres	8
22111	Foradada del Toscar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	26
22111	Foradada del Toscar	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	25
22111	Foradada del Toscar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
22111	Foradada del Toscar	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	13
22112	Fraga	1	Empresario o profesional que emplea personal	Hombres	463
22112	Fraga	1	Empresario o profesional que emplea personal	Mujeres	114
22112	Fraga	2	Empresario o profesional que no emplea personal	Hombres	718
22112	Fraga	2	Empresario o profesional que no emplea personal	Mujeres	221
22112	Fraga	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1541
22112	Fraga	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	925
22112	Fraga	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	680
22112	Fraga	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	564
22112	Fraga	5	Otra situación (Ayuda familiar)	Hombres	3
22112	Fraga	5	Otra situación (Ayuda familiar)	Mujeres	4
22112	Fraga	6	Otra situación (Miembro de cooperativas)	Hombres	3
22113	Fueva (La)	1	Empresario o profesional que emplea personal	Hombres	24
22113	Fueva (La)	1	Empresario o profesional que emplea personal	Mujeres	2
22113	Fueva (La)	2	Empresario o profesional que no emplea personal	Hombres	75
22113	Fueva (La)	2	Empresario o profesional que no emplea personal	Mujeres	14
22113	Fueva (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	37
22113	Fueva (La)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	30
22113	Fueva (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	21
22113	Fueva (La)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	29
22113	Fueva (La)	5	Otra situación (Ayuda familiar)	Mujeres	3
22114	Gistaín	1	Empresario o profesional que emplea personal	Hombres	3
22114	Gistaín	2	Empresario o profesional que no emplea personal	Hombres	16
22114	Gistaín	2	Empresario o profesional que no emplea personal	Mujeres	7
22114	Gistaín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	19
22114	Gistaín	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5
22114	Gistaín	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	15
22114	Gistaín	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22115	Grado (El)	1	Empresario o profesional que emplea personal	Hombres	7
22115	Grado (El)	1	Empresario o profesional que emplea personal	Mujeres	6
22115	Grado (El)	2	Empresario o profesional que no emplea personal	Hombres	30
22115	Grado (El)	2	Empresario o profesional que no emplea personal	Mujeres	4
22115	Grado (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	73
22115	Grado (El)	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	37
22115	Grado (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	22
22115	Grado (El)	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	17
22116	Grañén	1	Empresario o profesional que emplea personal	Hombres	52
22116	Grañén	1	Empresario o profesional que emplea personal	Mujeres	10
22116	Grañén	2	Empresario o profesional que no emplea personal	Hombres	131
22116	Grañén	2	Empresario o profesional que no emplea personal	Mujeres	39
22116	Grañén	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	213
22116	Grañén	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	91
22116	Grañén	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	88
22116	Grañén	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	76
22116	Grañén	5	Otra situación (Ayuda familiar)	Hombres	2
22116	Grañén	5	Otra situación (Ayuda familiar)	Mujeres	2
22117	Graus	1	Empresario o profesional que emplea personal	Hombres	88
22117	Graus	1	Empresario o profesional que emplea personal	Mujeres	32
22117	Graus	2	Empresario o profesional que no emplea personal	Hombres	217
22117	Graus	2	Empresario o profesional que no emplea personal	Mujeres	75
22117	Graus	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	330
22117	Graus	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	197
22117	Graus	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	120
22117	Graus	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	112
22117	Graus	5	Otra situación (Ayuda familiar)	Hombres	2
22117	Graus	5	Otra situación (Ayuda familiar)	Mujeres	6
22117	Graus	6	Otra situación (Miembro de cooperativas)	Hombres	3
22117	Graus	6	Otra situación (Miembro de cooperativas)	Mujeres	1
22119	Gurrea de Gállego	1	Empresario o profesional que emplea personal	Hombres	25
22119	Gurrea de Gállego	1	Empresario o profesional que emplea personal	Mujeres	6
22119	Gurrea de Gállego	2	Empresario o profesional que no emplea personal	Hombres	157
22119	Gurrea de Gállego	2	Empresario o profesional que no emplea personal	Mujeres	23
22119	Gurrea de Gállego	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	262
22119	Gurrea de Gállego	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	98
22119	Gurrea de Gállego	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	52
22119	Gurrea de Gállego	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	63
22122	Hoz de Jaca	2	Empresario o profesional que no emplea personal	Hombres	7
22122	Hoz de Jaca	2	Empresario o profesional que no emplea personal	Mujeres	6
22122	Hoz de Jaca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	10
22122	Hoz de Jaca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	12
22122	Hoz de Jaca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	4
22122	Hoz de Jaca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22124	Huerto	1	Empresario o profesional que emplea personal	Hombres	1
22124	Huerto	2	Empresario o profesional que no emplea personal	Hombres	39
22124	Huerto	2	Empresario o profesional que no emplea personal	Mujeres	6
22124	Huerto	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	14
22124	Huerto	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	10
22124	Huerto	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22124	Huerto	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	4
22125	Huesca	1	Empresario o profesional que emplea personal	Hombres	1130
22125	Huesca	1	Empresario o profesional que emplea personal	Mujeres	398
22125	Huesca	2	Empresario o profesional que no emplea personal	Hombres	1124
22125	Huesca	2	Empresario o profesional que no emplea personal	Mujeres	472
22125	Huesca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	7371
22125	Huesca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	5314
22125	Huesca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	2015
22125	Huesca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	2200
22125	Huesca	5	Otra situación (Ayuda familiar)	Hombres	21
22125	Huesca	5	Otra situación (Ayuda familiar)	Mujeres	21
22125	Huesca	6	Otra situación (Miembro de cooperativas)	Hombres	24
22125	Huesca	6	Otra situación (Miembro de cooperativas)	Mujeres	17
22126	Ibieca	1	Empresario o profesional que emplea personal	Hombres	1
22126	Ibieca	2	Empresario o profesional que no emplea personal	Hombres	14
22126	Ibieca	2	Empresario o profesional que no emplea personal	Mujeres	1
22126	Ibieca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	12
22126	Ibieca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	8
22126	Ibieca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
22126	Ibieca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22126	Ibieca	6	Otra situación (Miembro de cooperativas)	Hombres	1
22127	Igriés	1	Empresario o profesional que emplea personal	Hombres	6
22127	Igriés	1	Empresario o profesional que emplea personal	Mujeres	2
22127	Igriés	2	Empresario o profesional que no emplea personal	Hombres	24
22127	Igriés	2	Empresario o profesional que no emplea personal	Mujeres	2
22127	Igriés	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	38
22127	Igriés	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	28
22127	Igriés	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	6
22127	Igriés	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	11
22128	Ilche	1	Empresario o profesional que emplea personal	Hombres	5
22128	Ilche	1	Empresario o profesional que emplea personal	Mujeres	1
22128	Ilche	2	Empresario o profesional que no emplea personal	Hombres	36
22128	Ilche	2	Empresario o profesional que no emplea personal	Mujeres	4
22128	Ilche	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	20
22128	Ilche	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	21
22128	Ilche	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	10
22128	Ilche	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	8
22128	Ilche	5	Otra situación (Ayuda familiar)	Hombres	1
22129	Isábena	1	Empresario o profesional que emplea personal	Hombres	11
22129	Isábena	1	Empresario o profesional que emplea personal	Mujeres	5
22129	Isábena	2	Empresario o profesional que no emplea personal	Hombres	24
22129	Isábena	2	Empresario o profesional que no emplea personal	Mujeres	9
22129	Isábena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	20
22129	Isábena	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	11
22129	Isábena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	3
22129	Isábena	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	6
22130	Jaca	1	Empresario o profesional que emplea personal	Hombres	323
22130	Jaca	1	Empresario o profesional que emplea personal	Mujeres	138
22130	Jaca	2	Empresario o profesional que no emplea personal	Hombres	405
22130	Jaca	2	Empresario o profesional que no emplea personal	Mujeres	221
22130	Jaca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	1686
22130	Jaca	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	1007
22130	Jaca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	512
22130	Jaca	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	542
22130	Jaca	5	Otra situación (Ayuda familiar)	Hombres	5
22130	Jaca	5	Otra situación (Ayuda familiar)	Mujeres	3
22130	Jaca	6	Otra situación (Miembro de cooperativas)	Hombres	6
22130	Jaca	6	Otra situación (Miembro de cooperativas)	Mujeres	5
22131	Jasa	1	Empresario o profesional que emplea personal	Hombres	1
22131	Jasa	2	Empresario o profesional que no emplea personal	Hombres	16
22131	Jasa	2	Empresario o profesional que no emplea personal	Mujeres	2
22131	Jasa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	13
22131	Jasa	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	7
22131	Jasa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
22131	Jasa	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	1
22133	Labuerda	1	Empresario o profesional que emplea personal	Hombres	5
22133	Labuerda	1	Empresario o profesional que emplea personal	Mujeres	3
22133	Labuerda	2	Empresario o profesional que no emplea personal	Hombres	15
22133	Labuerda	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	21
22133	Labuerda	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	14
22133	Labuerda	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	5
22133	Labuerda	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	5
22135	Laluenga	2	Empresario o profesional que no emplea personal	Hombres	48
22135	Laluenga	2	Empresario o profesional que no emplea personal	Mujeres	5
22135	Laluenga	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	8
22135	Laluenga	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	11
22135	Laluenga	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	8
22135	Laluenga	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	10
22136	Lalueza	1	Empresario o profesional que emplea personal	Hombres	21
22136	Lalueza	1	Empresario o profesional que emplea personal	Mujeres	8
22136	Lalueza	2	Empresario o profesional que no emplea personal	Hombres	160
22136	Lalueza	2	Empresario o profesional que no emplea personal	Mujeres	23
22136	Lalueza	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	108
22136	Lalueza	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	58
22136	Lalueza	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	41
22136	Lalueza	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Mujeres	36
22136	Lalueza	5	Otra situación (Ayuda familiar)	Hombres	1
22136	Lalueza	5	Otra situación (Ayuda familiar)	Mujeres	1
22136	Lalueza	6	Otra situación (Miembro de cooperativas)	Hombres	1
22136	Lalueza	6	Otra situación (Miembro de cooperativas)	Mujeres	1
22137	Lanaja	1	Empresario o profesional que emplea personal	Hombres	46
22137	Lanaja	1	Empresario o profesional que emplea personal	Mujeres	7
22137	Lanaja	2	Empresario o profesional que no emplea personal	Hombres	117
22137	Lanaja	2	Empresario o profesional que no emplea personal	Mujeres	22
22137	Lanaja	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Hombres	165
22137	Lanaja	3	Trabajador por cuenta ajena con carácter fijo o indefinido	Mujeres	63
22137	Lanaja	4	Trabajador por cuenta ajena con carácter eventual, temporal,...	Hombres	64
