Año	Municipio código	Municipio nombre	Estado de la información	Licencias, total	Licencias, nueva planta, total	Licencias, nueva planta, con demolición	Licencias, nueva planta, sin demolición	Licencias, rehabilitación, total	Licencias, rehabilitación, con demolición	Licencias, rehabilitación, sin demolición	Licencias, rehabilitación locales	Licencias, demolición
2003	50175	Morata de Jalón	SIN INFORMACIÓN									
2003	50176	Morata de Jiloca	SIN INFORMACIÓN									
2003	50177	Morés	SIN INFORMACIÓN									
2003	50178	Moros	SIN INFORMACIÓN									
2003	50179	Moyuela	SIN INFORMACIÓN									
2003	50180	Mozota	SIN INFORMACIÓN									
2003	50181	Muel	COMPLETA	5	5	1	4	0	0	0	0	0
2003	50182	Muela (La)	COMPLETA	57	50	1	49	6	0	6	0	1
2003	50183	Munébrega	SIN INFORMACIÓN									
2003	50184	Murero	INCOMPLETA	1	1		1					
2003	50185	Murillo de Gállego	SIN INFORMACIÓN									
2003	50186	Navardún	COMPLETA	1	0	0	0	1	0	1	0	0
2003	50187	Nigüella	SIN INFORMACIÓN									
2003	50188	Nombrevilla	SIN INFORMACIÓN									
2003	50189	Nonaspe	COMPLETA	5	5	0	5	0	0	0	0	0
2003	50190	Novallas	COMPLETA	4	3	0	3	1	0	1	0	0
2003	50191	Novillas	COMPLETA	5	2	0	2	2	1	1	0	1
2003	50192	Nuévalos	SIN INFORMACIÓN									
2003	50193	Nuez de Ebro	COMPLETA	8	6	0	6	2	1	1	0	0
2003	50194	Olvés	SIN INFORMACIÓN									
2003	50195	Orcajo	SIN INFORMACIÓN									
2003	50196	Orera	SIN INFORMACIÓN									
2003	50197	Orés	SIN INFORMACIÓN									
2003	50198	Oseja	SIN INFORMACIÓN									
2003	50199	Osera de Ebro	COMPLETA	3	1	0	1	2	0	2	0	0
2003	50200	Paniza	SIN INFORMACIÓN									
2003	50201	Paracuellos de Jiloca	COMPLETA	1	1	0	1	0	0	0	0	0
2003	50202	Paracuellos de la Ribera	SIN INFORMACIÓN									
2003	50203	Pastriz	COMPLETA	4	3	0	3	1	0	1	0	0
2003	50204	Pedrola	COMPLETA	6	5	0	5	1	1	0	0	0
2003	50205	Pedrosas (Las)	COMPLETA	1	1	0	1	0	0	0	0	0
2003	50206	Perdiguera	INCOMPLETA	4	4		4					
2003	50207	Piedratajada	SIN INFORMACIÓN									
2003	50208	Pina de Ebro	COMPLETA	11	7	3	4	4	2	2	0	0
2003	50209	Pinseque	COMPLETA	13	13	0	13	0	0	0	0	0
2003	50210	Pintanos (Los)	SIN INFORMACIÓN									
2003	50211	Plasencia de Jalón	COMPLETA	1	1	0	1	0	0	0	0	0
2003	50212	Pleitas	SIN INFORMACIÓN									
2003	50213	Plenas	SIN INFORMACIÓN									
2003	50214	Pomer	SIN INFORMACIÓN									
2003	50215	Pozuel de Ariza	SIN INFORMACIÓN									
2003	50216	Pozuelo de Aragón	COMPLETA	4	4	1	3	0	0	0	0	0
2003	50217	Pradilla de Ebro	SIN INFORMACIÓN									
2003	50218	Puebla de Albortón	SIN INFORMACIÓN									
2003	50219	Puebla de Alfindén (La)	COMPLETA	10	5	1	4	3	0	3	2	0
2003	50220	Puendeluna	COMPLETA	1	1	0	1	0	0	0	0	0
2003	50221	Purujosa	SIN INFORMACIÓN									
2003	50222	Quinto	SIN INFORMACIÓN									
2003	50223	Remolinos	INCOMPLETA	4	1		1	3	1	2		
2003	50224	Retascón	SIN INFORMACIÓN									
2003	50225	Ricla	COMPLETA	5	5	0	5	0	0	0	0	0
2003	50227	Romanos	SIN INFORMACIÓN									
2003	50228	Rueda de Jalón	COMPLETA	2	1	0	1	1	0	1	0	0
2003	50229	Ruesca	SIN INFORMACIÓN									
2003	50230	Sádaba	COMPLETA	18	11	1	10	7	7	0	0	0
2003	50231	Salillas de Jalón	INCOMPLETA	1	1		1					
2003	50232	Salvatierra de Esca	COMPLETA	1	0	0	0	1	0	1	0	0
2003	50233	Samper del Salz	SIN INFORMACIÓN									
2003	50234	San Martín de la Virgen de Moncayo	COMPLETA	2	1	0	1	1	1	0	0	0
2003	50235	San Mateo de Gállego	COMPLETA	8	7	0	7	0	0	0	0	1
2003	50236	Santa Cruz de Grío	COMPLETA	1	0	0	0	1	1	0	0	0
2003	50237	Santa Cruz de Moncayo	SIN INFORMACIÓN									
2003	50238	Santa Eulalia de Gállego	SIN INFORMACIÓN									
2003	50239	Santed	SIN INFORMACIÓN									
2003	50240	Sástago	INCOMPLETA	5	3		3	2	1	1		
2003	50241	Saviñán	INCOMPLETA	1	1		1					
2003	50242	Sediles	COMPLETA	2	2	0	2	0	0	0	0	0
2003	50243	Sestrica	SIN INFORMACIÓN									
2003	50244	Sierra de Luna	COMPLETA	1	1	0	1	0	0	0	0	0
2003	50245	Sigüés	SIN INFORMACIÓN									
2003	50246	Sisamón	SIN INFORMACIÓN									
2003	50247	Sobradiel	INCOMPLETA	3	3		3					
2003	50248	Sos del Rey Católico	COMPLETA	1	0	0	0	1	1	0	0	0
2003	50249	Tabuenca	INCOMPLETA	1				1	1			
2003	50250	Talamantes	SIN INFORMACIÓN									
2003	50251	Tarazona	COMPLETA	13	6	3	3	4	1	3	3	0
2003	50252	Tauste	INCOMPLETA	32	26	2	24				1	5
2003	50253	Terrer	SIN INFORMACIÓN									
2003	50254	Tierga	SIN INFORMACIÓN									
2003	50255	Tobed	SIN INFORMACIÓN									
2003	50256	Torralba de los Frailes	SIN INFORMACIÓN									
2003	50257	Torralba de Ribota	SIN INFORMACIÓN									
2003	50258	Torralbilla	SIN INFORMACIÓN									
2003	50259	Torrehermosa	SIN INFORMACIÓN									
2003	50260	Torrelapaja	SIN INFORMACIÓN									
2003	50261	Torrellas	INCOMPLETA	1				1	1			
2003	50262	Torres de Berrellén	COMPLETA	5	5	0	5	0	0	0	0	0
2003	50263	Torrijo de la Cañada	SIN INFORMACIÓN									
2003	50264	Tosos	SIN INFORMACIÓN									
2003	50265	Trasmoz	SIN INFORMACIÓN									
2003	50266	Trasobares	COMPLETA	1	0	0	0	1	1	0	0	0
2003	50267	Uncastillo	COMPLETA	6	0	0	0	6	0	6	0	0
2003	50268	Undués de Lerda	SIN INFORMACIÓN									
2003	50269	Urrea de Jalón	COMPLETA	4	4	0	4	0	0	0	0	0
2003	50270	Urriés	SIN INFORMACIÓN									
2003	50271	Used	SIN INFORMACIÓN									
2003	50272	Utebo	COMPLETA	53	35	3	32	5	1	4	11	2
2003	50273	Valdehorna	SIN INFORMACIÓN									
2003	50274	Val de San Martín	SIN INFORMACIÓN									
2003	50275	Valmadrid	INCOMPLETA	1	1		1					
2003	50276	Valpalmas	SIN INFORMACIÓN									
2003	50277	Valtorres	SIN INFORMACIÓN									
2003	50278	Velilla de Ebro	SIN INFORMACIÓN									
2003	50279	Velilla de Jiloca	SIN INFORMACIÓN									
2003	50280	Vera de Moncayo	SIN INFORMACIÓN									
2003	50281	Vierlas	SIN INFORMACIÓN									
2003	50282	Vilueña (La)	SIN INFORMACIÓN									
2003	50283	Villadoz	COMPLETA	1	1	0	1	0	0	0	0	0
2003	50284	Villafeliche	SIN INFORMACIÓN									
2003	50285	Villafranca de Ebro	COMPLETA	5	2	0	2	3	2	1	0	0
2003	50286	Villalba de Perejil	SIN INFORMACIÓN									
2003	50287	Villalengua	SIN INFORMACIÓN									
2003	50288	Villanueva de Gállego	COMPLETA	11	7	3	4	3	1	2	1	0
2003	50289	Villanueva de Jiloca	INCOMPLETA	1	1		1					
2003	50290	Villanueva de Huerva	COMPLETA	1	1	0	1	0	0	0	0	0
2003	50291	Villar de los Navarros	SIN INFORMACIÓN									
2003	50292	Villarreal de Huerva	SIN INFORMACIÓN									
2003	50293	Villarroya de la Sierra	COMPLETA	3	3	0	3	0	0	0	0	0
2003	50294	Villarroya del Campo	SIN INFORMACIÓN									
2003	50295	Vistabella	SIN INFORMACIÓN									
2003	50296	Zaida (La)	SIN INFORMACIÓN									
2003	50297	Zaragoza	COMPLETA	1514	309	19	290	382	145	237	649	174
2003	50298	Zuera	COMPLETA	22	16	0	16	3	1	2	0	3
2003	50901	Biel	SIN INFORMACIÓN									
2003	50902	Marracos	SIN INFORMACIÓN									
2004	22001	Abiego	SIN INFORMACIÓN									
2004	22002	Abizanda	COMPLETA	1	1	1	0	0	0	0	0	0
2004	22003	Adahuesca	SIN INFORMACIÓN									
2004	22004	Agüero	INCOMPLETA	4	4		4					
2004	22006	Aísa	INCOMPLETA	3	2	1	1	1		1		
2004	22007	Albalate de Cinca	COMPLETA	11	9	0	9	1	0	1	0	1
2004	22008	Albalatillo	SIN INFORMACIÓN									
2004	22009	Albelda	INCOMPLETA	5	2	1	1	2	1	1	1	
2004	22011	Albero Alto	INCOMPLETA	1	1		1					
2004	22012	Albero Bajo	COMPLETA	3	2	0	2	1	1	0	0	0
2004	22013	Alberuela de Tubo	SIN INFORMACIÓN									
2004	22014	Alcalá de Gurrea	SIN INFORMACIÓN									
2004	22015	Alcalá del Obispo	COMPLETA	2	2	0	2	0	0	0	0	0
2004	22016	Alcampell	COMPLETA	5	5	0	5	0	0	0	0	0
2004	22017	Alcolea de Cinca	COMPLETA	7	6	0	6	1	0	1	0	0
2004	22018	Alcubierre	COMPLETA	5	5	0	5	0	0	0	0	0
2004	22019	Alerre	COMPLETA	3	3	0	3	0	0	0	0	0
2004	22020	Alfántega	COMPLETA	3	2	0	2	1	0	1	0	0
2004	22021	Almudévar	COMPLETA	24	18	0	18	6	5	1	0	0
2004	22022	Almunia de San Juan	INCOMPLETA	1	1		1					
2004	22023	Almuniente	COMPLETA	2	1	0	1	1	1	0	0	0
2004	22024	Alquézar	INCOMPLETA	3				3	2	1		
2004	22025	Altorricón	INCOMPLETA	10	9		9				1	
2004	22027	Angüés	COMPLETA	6	2	0	2	4	3	1	0	0
2004	22028	Ansó	INCOMPLETA	2	1		1	1		1		
2004	22029	Antillón	COMPLETA	5	4	0	4	1	1	0	0	0
2004	22032	Aragüés del Puerto	SIN INFORMACIÓN									
2004	22035	Arén	COMPLETA	2	2	0	2	0	0	0	0	0
2004	22036	Argavieso	COMPLETA	3	2	0	2	1	1	0	0	0
2004	22037	Arguis	INCOMPLETA	3	3		3					
2004	22039	Ayerbe	COMPLETA	13	4	1	3	9	6	3	0	0
2004	22040	Azanuy-Alins	COMPLETA	2	2	1	1	0	0	0	0	0
2004	22041	Azara	SIN INFORMACIÓN									
2004	22042	Azlor	SIN INFORMACIÓN									
2004	22043	Baells	INCOMPLETA	2	2		2					
2004	22044	Bailo	SIN INFORMACIÓN									
2004	22045	Baldellou	SIN INFORMACIÓN									
2004	22046	Ballobar	INCOMPLETA	3	2		2	1	1			
2004	22047	Banastás	COMPLETA	2	2	0	2	0	0	0	0	0
2004	22048	Barbastro	COMPLETA	40	30	2	28	6	3	3	1	3
2004	22049	Barbués	COMPLETA	2	2	0	2	0	0	0	0	0
2004	22050	Barbuñales	SIN INFORMACIÓN									
2004	22051	Bárcabo	SIN INFORMACIÓN									
2004	22052	Belver de Cinca	COMPLETA	15	11	0	11	4	3	1	0	0
2004	22053	Benabarre	COMPLETA	9	7	0	7	2	1	1	0	0
2004	22054	Benasque	COMPLETA	18	13	2	11	3	1	2	0	2
2004	22055	Berbegal	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22057	Bielsa	COMPLETA	17	10	1	9	7	5	2	0	0
2004	22058	Bierge	COMPLETA	2	1	0	1	1	0	1	0	0
2004	22059	Biescas	COMPLETA	10	5	0	5	3	2	1	2	0
2004	22060	Binaced	COMPLETA	6	3	0	3	2	1	1	0	1
2004	22061	Binéfar	COMPLETA	42	18	0	18	10	8	2	6	8
2004	22062	Bisaurri	COMPLETA	4	1	1	0	3	3	0	0	0
2004	22063	Biscarrués	INCOMPLETA	2	1		1	1		1		
2004	22064	Blecua y Torres	COMPLETA	4	1	0	1	3	3	0	0	0
2004	22066	Boltaña	INCOMPLETA	14	4	1	3	7	4	3	3	
2004	22067	Bonansa	SIN INFORMACIÓN									
2004	22068	Borau	SIN INFORMACIÓN									
2004	22069	Broto	COMPLETA	9	4	0	4	5	3	2	0	0
2004	22072	Caldearenas	INCOMPLETA	1	1		1					
2004	22074	Campo	SIN INFORMACIÓN									
2004	22075	Camporrells	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22076	Canal de Berdún	COMPLETA	2	1	0	1	1	1	0	0	0
2004	22077	Candasnos	INCOMPLETA	5	2		2	3	3			
2004	22078	Canfranc	COMPLETA	4	3	0	3	1	0	1	0	0
2004	22079	Capdesaso	COMPLETA	3	3	0	3	0	0	0	0	0
2004	22080	Capella	COMPLETA	7	7	1	6	0	0	0	0	0
2004	22081	Casbas de Huesca	COMPLETA	6	5	2	3	1	0	1	0	0
2004	22082	Castejón del Puente	COMPLETA	1	0	0	0	1	1	0	0	0
2004	22083	Castejón de Monegros	COMPLETA	7	5	0	5	2	0	2	0	0
2004	22084	Castejón de Sos	COMPLETA	14	7	0	7	7	6	1	0	0
2004	22085	Castelflorite	SIN INFORMACIÓN									
2004	22086	Castiello de Jaca	INCOMPLETA	3	3		3					
2004	22087	Castigaleu	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22088	Castillazuelo	INCOMPLETA	1							1	
2004	22089	Castillonroy	COMPLETA	4	4	0	4	0	0	0	0	0
2004	22090	Colungo	INCOMPLETA	2	1		1	1		1		
2004	22094	Chalamera	SIN INFORMACIÓN									
2004	22095	Chía	COMPLETA	4	1	0	1	3	2	1	0	0
2004	22096	Chimillas	COMPLETA	2	2	0	2	0	0	0	0	0
2004	22099	Esplús	INCOMPLETA	4	3		3	1		1		
2004	22102	Estada	SIN INFORMACIÓN									
2004	22103	Estadilla	SIN INFORMACIÓN									
2004	22105	Estopiñán del Castillo	COMPLETA	12	7	2	5	5	5	0	0	0
2004	22106	Fago	SIN INFORMACIÓN									
2004	22107	Fanlo	COMPLETA	1	0	0	0	1	0	1	0	0
2004	22109	Fiscal	SIN INFORMACIÓN									
2004	22110	Fonz	COMPLETA	5	4	2	2	1	0	1	0	0
2004	22111	Foradada del Toscar	SIN INFORMACIÓN									
2004	22112	Fraga	COMPLETA	18	13	0	13	3	2	1	2	0
2004	22113	Fueva (La)	SIN INFORMACIÓN									
2004	22114	Gistaín	SIN INFORMACIÓN									
2004	22115	Grado (El)	INCOMPLETA	2	2		2					
2004	22116	Grañén	COMPLETA	19	13	1	12	4	3	1	1	1
2004	22117	Graus	COMPLETA	22	11	0	11	10	7	3	1	0
2004	22119	Gurrea de Gállego	COMPLETA	7	5	0	5	2	0	2	0	0
2004	22122	Hoz de Jaca	SIN INFORMACIÓN									
2004	22124	Huerto	SIN INFORMACIÓN									
2004	22125	Huesca	COMPLETA	30	21	0	21	3	2	1	6	0
2004	22126	Ibieca	INCOMPLETA	1	1		1					
2004	22127	Igriés	INCOMPLETA	4	4		4					
2004	22128	Ilche	SIN INFORMACIÓN									
2004	22129	Isábena	COMPLETA	2	2	1	1	0	0	0	0	0
2004	22130	Jaca	COMPLETA	53	25	0	25	22	15	7	6	0
2004	22131	Jasa	SIN INFORMACIÓN									
2004	22133	Labuerda	INCOMPLETA	3	1		1	2		2		
2004	22135	Laluenga	COMPLETA	8	7	0	7	1	1	0	0	0
2004	22136	Lalueza	COMPLETA	7	6	0	6	1	0	1	0	0
2004	22137	Lanaja	INCOMPLETA	2	1		1	1		1		
2004	22139	Laperdiguera	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22141	Lascellas-Ponzano	COMPLETA	3	2	0	2	1	1	0	0	0
2004	22142	Lascuarre	COMPLETA	5	4	0	4	1	0	1	0	0
2004	22143	Laspaúles	COMPLETA	10	7	1	6	3	2	1	0	0
2004	22144	Laspuña	SIN INFORMACIÓN									
2004	22149	Loarre	INCOMPLETA	1	1	1						
2004	22150	Loporzano	COMPLETA	3	2	0	2	1	1	0	0	0
2004	22151	Loscorrales	SIN INFORMACIÓN									
2004	22155	Monesma y Cajigar	SIN INFORMACIÓN									
2004	22156	Monflorite-Lascasas	COMPLETA	2	2	0	2	0	0	0	0	0
2004	22157	Montanuy	COMPLETA	3	1	0	1	2	1	1	0	0
2004	22158	Monzón	COMPLETA	15	11	0	11	2	1	1	2	0
2004	22160	Naval	SIN INFORMACIÓN									
2004	22162	Novales	INCOMPLETA	1	1		1					
2004	22163	Nueno	INCOMPLETA	8	4	1	3	3	2	1		1
2004	22164	Olvena	SIN INFORMACIÓN									
2004	22165	Ontiñena	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22167	Osso de Cinca	COMPLETA	6	6	0	6	0	0	0	0	0
2004	22168	Palo	SIN INFORMACIÓN									
2004	22170	Panticosa	SIN INFORMACIÓN									
2004	22172	Peñalba	SIN INFORMACIÓN									
2004	22173	Peñas de Riglos (Las)	INCOMPLETA	3				3	1	2		
2004	22174	Peralta de Alcofea	COMPLETA	10	9	0	9	1	1	0	0	0
2004	22175	Peralta de Calasanz	COMPLETA	1	0	0	0	1	0	1	0	0
2004	22176	Peraltilla	SIN INFORMACIÓN									
2004	22177	Perarrúa	SIN INFORMACIÓN									
2004	22178	Pertusa	INCOMPLETA	1	1		1					
2004	22181	Piracés	SIN INFORMACIÓN									
2004	22182	Plan	COMPLETA	2	0	0	0	2	2	0	0	0
2004	22184	Poleñino	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22186	Pozán de Vero	INCOMPLETA	3	1		1	2	2			
2004	22187	Puebla de Castro (La)	SIN INFORMACIÓN									
2004	22188	Puente de Montañana	COMPLETA	2	1	0	1	1	1	0	0	0
2004	22189	Puértolas	SIN INFORMACIÓN									
2004	22190	Pueyo de Araguás (El)	SIN INFORMACIÓN									
2004	22193	Pueyo de Santa Cruz	INCOMPLETA	2	1		1	1	1			
2004	22195	Quicena	SIN INFORMACIÓN									
2004	22197	Robres	COMPLETA	5	5	0	5	0	0	0	0	0
2004	22199	Sabiñánigo	COMPLETA	35	21	3	18	11	7	4	3	0
2004	22200	Sahún	SIN INFORMACIÓN									
2004	22201	Salas Altas	SIN INFORMACIÓN									
2004	22202	Salas Bajas	SIN INFORMACIÓN									
2004	22203	Salillas	SIN INFORMACIÓN									
2004	22204	Sallent de Gállego	COMPLETA	17	10	1	9	7	5	2	0	0
2004	22205	San Esteban de Litera	INCOMPLETA	2				1	1			1
2004	22206	Sangarrén	INCOMPLETA	2	1		1	1		1		
2004	22207	San Juan de Plan	SIN INFORMACIÓN									
2004	22208	Santa Cilia	SIN INFORMACIÓN									
2004	22209	Santa Cruz de la Serós	SIN INFORMACIÓN									
2004	22212	Santaliestra y San Quílez	SIN INFORMACIÓN									
2004	22213	Sariñena	COMPLETA	23	17	3	14	2	1	1	4	0
2004	22214	Secastilla	SIN INFORMACIÓN									
2004	22215	Seira	SIN INFORMACIÓN									
2004	22217	Sena	COMPLETA	5	2	1	1	3	2	1	0	0
2004	22218	Senés de Alcubierre	SIN INFORMACIÓN									
2004	22220	Sesa	COMPLETA	2	1	0	1	1	1	0	0	0
2004	22221	Sesué	COMPLETA	2	2	0	2	0	0	0	0	0
2004	22222	Siétamo	COMPLETA	5	4	0	4	1	1	0	0	0
2004	22223	Sopeira	SIN INFORMACIÓN									
2004	22225	Tamarite de Litera	INCOMPLETA	6	3		3	3	3			
2004	22226	Tardienta	COMPLETA	5	5	0	5	0	0	0	0	0
2004	22227	Tella-Sin	COMPLETA	1	0	0	0	1	1	0	0	0
2004	22228	Tierz	COMPLETA	5	4	1	3	1	0	1	0	0
2004	22229	Tolva	SIN INFORMACIÓN									
2004	22230	Torla-Ordesa	COMPLETA	5	2	0	2	3	1	2	0	0
2004	22232	Torralba de Aragón	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22233	Torre la Ribera	SIN INFORMACIÓN									
2004	22234	Torrente de Cinca	INCOMPLETA	9	3		3	5	4	1	1	
2004	22235	Torres de Alcanadre	SIN INFORMACIÓN									
2004	22236	Torres de Barbués	COMPLETA	1	1	0	1	0	0	0	0	0
2004	22239	Tramaced	SIN INFORMACIÓN									
2004	22242	Valfarta	SIN INFORMACIÓN									
2004	22243	Valle de Bardají	SIN INFORMACIÓN									
2004	22244	Valle de Lierp	SIN INFORMACIÓN									
2004	22245	Velilla de Cinca	COMPLETA	4	2	0	2	1	0	1	0	1
2004	22246	Beranuy	SIN INFORMACIÓN									
2004	22247	Viacamp y Litera	SIN INFORMACIÓN									
2004	22248	Vicién	INCOMPLETA	1	1		1					
2004	22249	Villanova	INCOMPLETA	1	1		1					
2004	22250	Villanúa	COMPLETA	11	9	0	9	1	1	0	0	1
2004	22251	Villanueva de Sigena	COMPLETA	7	7	2	5	0	0	0	0	0
2004	22252	Yebra de Basa	SIN INFORMACIÓN									
2004	22253	Yésero	COMPLETA	1	0	0	0	1	0	1	0	0
2004	22254	Zaidín	COMPLETA	11	8	0	8	3	2	1	0	0
2004	22901	Valle de Hecho	COMPLETA	4	3	1	2	1	0	1	0	0
2004	22902	Puente la Reina de Jaca	SIN INFORMACIÓN									
2004	22903	San Miguel del Cinca	INCOMPLETA	5	4		4	1	1			
2004	22904	Sotonera (La)	INCOMPLETA	14	6	1	5	8	6	2		
2004	22905	Lupiñén-Ortilla	SIN INFORMACIÓN									
2004	22906	Santa María de Dulcis	INCOMPLETA	1	1		1					
2004	22907	Aínsa-Sobrarbe	COMPLETA	12	7	2	5	4	0	4	1	0
2004	22908	Hoz y Costeán	SIN INFORMACIÓN									
2004	22909	Vencillón	INCOMPLETA	2	2		2					
2004	44001	Ababuj	SIN INFORMACIÓN									
2004	44002	Abejuela	SIN INFORMACIÓN									
2004	44003	Aguatón	SIN INFORMACIÓN									
2004	44004	Aguaviva	COMPLETA	12	11	0	11	1	1	0	0	0
2004	44005	Aguilar del Alfambra	COMPLETA	2	2	0	2	0	0	0	0	0
2004	44006	Alacón	SIN INFORMACIÓN									
2004	44007	Alba	SIN INFORMACIÓN									
2004	44008	Albalate del Arzobispo	COMPLETA	12	7	2	5	4	4	0	0	1
2004	44009	Albarracín	INCOMPLETA	6	1		1	3	1	2	2	
2004	44010	Albentosa	COMPLETA	3	2	1	1	1	1	0	0	0
2004	44011	Alcaine	SIN INFORMACIÓN									
2004	44012	Alcalá de la Selva	COMPLETA	22	16	0	16	6	2	4	0	0
2004	44013	Alcañiz	COMPLETA	107	61	0	61	29	19	10	6	11
2004	44014	Alcorisa	COMPLETA	22	13	0	13	5	4	1	1	3
2004	44016	Alfambra	INCOMPLETA	1	1		1					
2004	44017	Aliaga	SIN INFORMACIÓN									
2004	44018	Almohaja	SIN INFORMACIÓN									
2004	44019	Alobras	SIN INFORMACIÓN									
2004	44020	Alpeñés	SIN INFORMACIÓN									
2004	44021	Allepuz	SIN INFORMACIÓN									
2004	44022	Alloza	COMPLETA	2	1	0	1	1	1	0	0	0
2004	44023	Allueva	SIN INFORMACIÓN									
2004	44024	Anadón	SIN INFORMACIÓN									
2004	44025	Andorra	COMPLETA	36	28	0	28	6	3	3	2	0
2004	44026	Arcos de las Salinas	SIN INFORMACIÓN									
2004	44027	Arens de Lledó	SIN INFORMACIÓN									
2004	44028	Argente	SIN INFORMACIÓN									
2004	44029	Ariño	INCOMPLETA	2	2		2					
2004	44031	Azaila	SIN INFORMACIÓN									
2004	44032	Bádenas	SIN INFORMACIÓN									
2004	44033	Báguena	COMPLETA	1	0	0	0	1	0	1	0	0
2004	44034	Bañón	SIN INFORMACIÓN									
2004	44035	Barrachina	SIN INFORMACIÓN									
2004	44036	Bea	SIN INFORMACIÓN									
2004	44037	Beceite	COMPLETA	1	1	0	1	0	0	0	0	0
2004	44038	Belmonte de San José	SIN INFORMACIÓN									
2004	44039	Bello	COMPLETA	1	1	0	1	0	0	0	0	0
2004	44040	Berge	COMPLETA	12	9	0	9	2	2	0	0	1
2004	44041	Bezas	SIN INFORMACIÓN									
2004	44042	Blancas	COMPLETA	1	1	0	1	0	0	0	0	0
2004	44043	Blesa	SIN INFORMACIÓN									
2004	44044	Bordón	SIN INFORMACIÓN									
2004	44045	Bronchales	COMPLETA	9	8	0	8	1	1	0	0	0
2004	44046	Bueña	SIN INFORMACIÓN									
2004	44047	Burbáguena	SIN INFORMACIÓN									
2004	44048	Cabra de Mora	COMPLETA	3	1	0	1	2	0	2	0	0
2004	44049	Calaceite	COMPLETA	9	4	0	4	5	3	2	0	0
2004	44050	Calamocha	COMPLETA	29	21	3	18	3	0	3	0	5
2004	44051	Calanda	COMPLETA	22	17	0	17	2	1	1	0	3
2004	44052	Calomarde	SIN INFORMACIÓN									
2004	44053	Camañas	SIN INFORMACIÓN									
2004	44054	Camarena de la Sierra	SIN INFORMACIÓN									
2004	44055	Camarillas	INCOMPLETA	1				1		1		
2004	44056	Caminreal	COMPLETA	3	3	1	2	0	0	0	0	0
2004	44059	Cantavieja	COMPLETA	3	2	1	1	1	1	0	0	0
2004	44060	Cañada de Benatanduz	SIN INFORMACIÓN									
2004	44061	Cañada de Verich (La)	SIN INFORMACIÓN									
2004	44062	Cañada Vellida	SIN INFORMACIÓN									
2004	44063	Cañizar del Olivar	INCOMPLETA	1	1		1					
2004	44064	Cascante del Río	SIN INFORMACIÓN									
2004	44065	Castejón de Tornos	SIN INFORMACIÓN									
2004	44066	Castel de Cabra	SIN INFORMACIÓN									
2004	44067	Castelnou	SIN INFORMACIÓN									
2004	44068	Castelserás	COMPLETA	11	7	0	7	2	1	1	0	2
2004	44070	Castellar (El)	INCOMPLETA	1				1	1			
2004	44071	Castellote	INCOMPLETA	5	2		2	3	3			
2004	44074	Cedrillas	COMPLETA	6	4	0	4	2	1	1	0	0
2004	44075	Celadas	SIN INFORMACIÓN									
2004	44076	Cella	COMPLETA	16	16	1	15	0	0	0	0	0
2004	44077	Cerollera (La)	SIN INFORMACIÓN									
2004	44080	Codoñera (La)	INCOMPLETA	1	1		1					
2004	44082	Corbalán	SIN INFORMACIÓN									
2004	44084	Cortes de Aragón	SIN INFORMACIÓN									
2004	44085	Cosa	SIN INFORMACIÓN									
2004	44086	Cretas	SIN INFORMACIÓN									
2004	44087	Crivillén	SIN INFORMACIÓN									
2004	44088	Cuba (La)	INCOMPLETA	3	3		3					
2004	44089	Cubla	SIN INFORMACIÓN									
2004	44090	Cucalón	SIN INFORMACIÓN									
2004	44092	Cuervo (El)	SIN INFORMACIÓN									
2004	44093	Cuevas de Almudén	SIN INFORMACIÓN									
2004	44094	Cuevas Labradas	SIN INFORMACIÓN									
2004	44096	Ejulve	SIN INFORMACIÓN									
2004	44097	Escorihuela	SIN INFORMACIÓN									
2004	44099	Escucha	COMPLETA	4	1	0	1	3	3	0	0	0
2004	44100	Estercuel	COMPLETA	1	0	0	0	1	1	0	0	0
2004	44101	Ferreruela de Huerva	SIN INFORMACIÓN									
2004	44102	Fonfría	SIN INFORMACIÓN									
2004	44103	Formiche Alto	SIN INFORMACIÓN									
2004	44105	Fórnoles	SIN INFORMACIÓN									
2004	44106	Fortanete	COMPLETA	3	0	0	0	2	1	1	0	1
2004	44107	Foz-Calanda	COMPLETA	2	1	0	1	0	0	0	0	1
2004	44108	Fresneda (La)	SIN INFORMACIÓN									
2004	44109	Frías de Albarracín	COMPLETA	1	1	0	1	0	0	0	0	0
2004	44110	Fuenferrada	SIN INFORMACIÓN									
2004	44111	Fuentes Calientes	SIN INFORMACIÓN									
2004	44112	Fuentes Claras	INCOMPLETA	1	1		1					
2004	44113	Fuentes de Rubielos	COMPLETA	3	0	0	0	3	2	1	0	0
2004	44114	Fuentespalda	COMPLETA	3	0	0	0	3	2	1	0	0
2004	44115	Galve	SIN INFORMACIÓN									
2004	44116	Gargallo	SIN INFORMACIÓN									
2004	44117	Gea de Albarracín	COMPLETA	2	0	0	0	2	2	0	0	0
2004	44118	Ginebrosa (La)	SIN INFORMACIÓN									
2004	44119	Griegos	COMPLETA	1	1	0	1	0	0	0	0	0
