Mes (código)	Mes y año	Comarca código	Comarca nombre	Sexo	Nº parados	Grupos 1 duración demanda código	Grupos 1 duración demanda descripción
201609	Septiembre 2016	31	Sierra de Albarracín	Mujeres	6	6	Más de 3 años
201609	Septiembre 2016	32	Gúdar-Javalambre	Hombres	70	1	Hasta 3 meses
201609	Septiembre 2016	32	Gúdar-Javalambre	Hombres	15	2	De 3 a 6 meses
201609	Septiembre 2016	32	Gúdar-Javalambre	Hombres	21	3	De 6 a 12 meses
201609	Septiembre 2016	32	Gúdar-Javalambre	Hombres	19	4	De 1 a 2 años
201609	Septiembre 2016	32	Gúdar-Javalambre	Hombres	13	5	De 2 a 3 años
201609	Septiembre 2016	32	Gúdar-Javalambre	Hombres	24	6	Más de 3 años
201609	Septiembre 2016	32	Gúdar-Javalambre	Mujeres	77	1	Hasta 3 meses
201609	Septiembre 2016	32	Gúdar-Javalambre	Mujeres	25	2	De 3 a 6 meses
201609	Septiembre 2016	32	Gúdar-Javalambre	Mujeres	32	3	De 6 a 12 meses
201609	Septiembre 2016	32	Gúdar-Javalambre	Mujeres	40	4	De 1 a 2 años
201609	Septiembre 2016	32	Gúdar-Javalambre	Mujeres	9	5	De 2 a 3 años
201609	Septiembre 2016	32	Gúdar-Javalambre	Mujeres	39	6	Más de 3 años
201609	Septiembre 2016	33	Matarraña / Matarranya	Hombres	72	1	Hasta 3 meses
201609	Septiembre 2016	33	Matarraña / Matarranya	Hombres	10	2	De 3 a 6 meses
201609	Septiembre 2016	33	Matarraña / Matarranya	Hombres	11	3	De 6 a 12 meses
201609	Septiembre 2016	33	Matarraña / Matarranya	Hombres	13	4	De 1 a 2 años
201609	Septiembre 2016	33	Matarraña / Matarranya	Hombres	10	5	De 2 a 3 años
201609	Septiembre 2016	33	Matarraña / Matarranya	Hombres	21	6	Más de 3 años
201609	Septiembre 2016	33	Matarraña / Matarranya	Mujeres	56	1	Hasta 3 meses
201609	Septiembre 2016	33	Matarraña / Matarranya	Mujeres	9	2	De 3 a 6 meses
201609	Septiembre 2016	33	Matarraña / Matarranya	Mujeres	13	3	De 6 a 12 meses
201609	Septiembre 2016	33	Matarraña / Matarranya	Mujeres	23	4	De 1 a 2 años
201609	Septiembre 2016	33	Matarraña / Matarranya	Mujeres	15	5	De 2 a 3 años
201609	Septiembre 2016	33	Matarraña / Matarranya	Mujeres	25	6	Más de 3 años
201608	Agosto 2016	01	La Jacetania	Hombres	113	1	Hasta 3 meses
201608	Agosto 2016	01	La Jacetania	Hombres	37	2	De 3 a 6 meses
201608	Agosto 2016	01	La Jacetania	Hombres	50	3	De 6 a 12 meses
201608	Agosto 2016	01	La Jacetania	Hombres	43	4	De 1 a 2 años
201608	Agosto 2016	01	La Jacetania	Hombres	21	5	De 2 a 3 años
201608	Agosto 2016	01	La Jacetania	Hombres	49	6	Más de 3 años
201608	Agosto 2016	01	La Jacetania	Mujeres	139	1	Hasta 3 meses
201608	Agosto 2016	01	La Jacetania	Mujeres	52	2	De 3 a 6 meses
201608	Agosto 2016	01	La Jacetania	Mujeres	75	3	De 6 a 12 meses
201608	Agosto 2016	01	La Jacetania	Mujeres	46	4	De 1 a 2 años
201608	Agosto 2016	01	La Jacetania	Mujeres	29	5	De 2 a 3 años
201608	Agosto 2016	01	La Jacetania	Mujeres	59	6	Más de 3 años
201608	Agosto 2016	02	Alto Gállego	Hombres	96	1	Hasta 3 meses
201608	Agosto 2016	02	Alto Gállego	Hombres	36	2	De 3 a 6 meses
201608	Agosto 2016	02	Alto Gállego	Hombres	40	3	De 6 a 12 meses
201608	Agosto 2016	02	Alto Gállego	Hombres	34	4	De 1 a 2 años
201608	Agosto 2016	02	Alto Gállego	Hombres	29	5	De 2 a 3 años
201608	Agosto 2016	02	Alto Gállego	Hombres	41	6	Más de 3 años
201608	Agosto 2016	02	Alto Gállego	Mujeres	109	1	Hasta 3 meses
201608	Agosto 2016	02	Alto Gállego	Mujeres	36	2	De 3 a 6 meses
201608	Agosto 2016	02	Alto Gállego	Mujeres	46	3	De 6 a 12 meses
201608	Agosto 2016	02	Alto Gállego	Mujeres	47	4	De 1 a 2 años
201608	Agosto 2016	02	Alto Gállego	Mujeres	16	5	De 2 a 3 años
201608	Agosto 2016	02	Alto Gállego	Mujeres	48	6	Más de 3 años
201608	Agosto 2016	03	Sobrarbe	Hombres	25	1	Hasta 3 meses
201608	Agosto 2016	03	Sobrarbe	Hombres	16	2	De 3 a 6 meses
201608	Agosto 2016	03	Sobrarbe	Hombres	18	3	De 6 a 12 meses
201608	Agosto 2016	03	Sobrarbe	Hombres	19	4	De 1 a 2 años
201608	Agosto 2016	03	Sobrarbe	Hombres	5	5	De 2 a 3 años
201608	Agosto 2016	03	Sobrarbe	Hombres	19	6	Más de 3 años
201608	Agosto 2016	03	Sobrarbe	Mujeres	33	1	Hasta 3 meses
201608	Agosto 2016	03	Sobrarbe	Mujeres	4	2	De 3 a 6 meses
201608	Agosto 2016	03	Sobrarbe	Mujeres	15	3	De 6 a 12 meses
201608	Agosto 2016	03	Sobrarbe	Mujeres	12	4	De 1 a 2 años
201608	Agosto 2016	03	Sobrarbe	Mujeres	6	5	De 2 a 3 años
201608	Agosto 2016	03	Sobrarbe	Mujeres	11	6	Más de 3 años
201608	Agosto 2016	04	La Ribagorza	Hombres	39	1	Hasta 3 meses
201608	Agosto 2016	04	La Ribagorza	Hombres	22	2	De 3 a 6 meses
201608	Agosto 2016	04	La Ribagorza	Hombres	34	3	De 6 a 12 meses
201608	Agosto 2016	04	La Ribagorza	Hombres	22	4	De 1 a 2 años
201608	Agosto 2016	04	La Ribagorza	Hombres	11	5	De 2 a 3 años
201608	Agosto 2016	04	La Ribagorza	Hombres	23	6	Más de 3 años
201608	Agosto 2016	04	La Ribagorza	Mujeres	53	1	Hasta 3 meses
201608	Agosto 2016	04	La Ribagorza	Mujeres	27	2	De 3 a 6 meses
201608	Agosto 2016	04	La Ribagorza	Mujeres	22	3	De 6 a 12 meses
201608	Agosto 2016	04	La Ribagorza	Mujeres	27	4	De 1 a 2 años
201608	Agosto 2016	04	La Ribagorza	Mujeres	14	5	De 2 a 3 años
201608	Agosto 2016	04	La Ribagorza	Mujeres	34	6	Más de 3 años
201608	Agosto 2016	05	Cinco Villas	Hombres	252	1	Hasta 3 meses
201608	Agosto 2016	05	Cinco Villas	Hombres	92	2	De 3 a 6 meses
201608	Agosto 2016	05	Cinco Villas	Hombres	140	3	De 6 a 12 meses
201608	Agosto 2016	05	Cinco Villas	Hombres	93	4	De 1 a 2 años
201608	Agosto 2016	05	Cinco Villas	Hombres	39	5	De 2 a 3 años
201608	Agosto 2016	05	Cinco Villas	Hombres	109	6	Más de 3 años
201608	Agosto 2016	05	Cinco Villas	Mujeres	290	1	Hasta 3 meses
201608	Agosto 2016	05	Cinco Villas	Mujeres	133	2	De 3 a 6 meses
201608	Agosto 2016	05	Cinco Villas	Mujeres	161	3	De 6 a 12 meses
201608	Agosto 2016	05	Cinco Villas	Mujeres	153	4	De 1 a 2 años
201608	Agosto 2016	05	Cinco Villas	Mujeres	74	5	De 2 a 3 años
201608	Agosto 2016	05	Cinco Villas	Mujeres	208	6	Más de 3 años
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Hombres	681	1	Hasta 3 meses
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Hombres	190	2	De 3 a 6 meses
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Hombres	233	3	De 6 a 12 meses
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Hombres	214	4	De 1 a 2 años
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Hombres	93	5	De 2 a 3 años
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Hombres	236	6	Más de 3 años
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Mujeres	753	1	Hasta 3 meses
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Mujeres	233	2	De 3 a 6 meses
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Mujeres	287	3	De 6 a 12 meses
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Mujeres	268	4	De 1 a 2 años
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Mujeres	144	5	De 2 a 3 años
201608	Agosto 2016	06	Hoya de Huesca / Plana de Uesca	Mujeres	274	6	Más de 3 años
201608	Agosto 2016	07	Somontano de Barbastro	Hombres	188	1	Hasta 3 meses
201608	Agosto 2016	07	Somontano de Barbastro	Hombres	54	2	De 3 a 6 meses
201608	Agosto 2016	07	Somontano de Barbastro	Hombres	59	3	De 6 a 12 meses
201608	Agosto 2016	07	Somontano de Barbastro	Hombres	61	4	De 1 a 2 años
201608	Agosto 2016	07	Somontano de Barbastro	Hombres	29	5	De 2 a 3 años
201608	Agosto 2016	07	Somontano de Barbastro	Hombres	109	6	Más de 3 años
201608	Agosto 2016	07	Somontano de Barbastro	Mujeres	179	1	Hasta 3 meses
201608	Agosto 2016	07	Somontano de Barbastro	Mujeres	74	2	De 3 a 6 meses
201608	Agosto 2016	07	Somontano de Barbastro	Mujeres	110	3	De 6 a 12 meses
201608	Agosto 2016	07	Somontano de Barbastro	Mujeres	84	4	De 1 a 2 años
201608	Agosto 2016	07	Somontano de Barbastro	Mujeres	55	5	De 2 a 3 años
201608	Agosto 2016	07	Somontano de Barbastro	Mujeres	156	6	Más de 3 años
201608	Agosto 2016	08	Cinca Medio	Hombres	229	1	Hasta 3 meses
201608	Agosto 2016	08	Cinca Medio	Hombres	67	2	De 3 a 6 meses
201608	Agosto 2016	08	Cinca Medio	Hombres	73	3	De 6 a 12 meses
201608	Agosto 2016	08	Cinca Medio	Hombres	72	4	De 1 a 2 años
201608	Agosto 2016	08	Cinca Medio	Hombres	39	5	De 2 a 3 años
201608	Agosto 2016	08	Cinca Medio	Hombres	96	6	Más de 3 años
201608	Agosto 2016	08	Cinca Medio	Mujeres	240	1	Hasta 3 meses
201608	Agosto 2016	08	Cinca Medio	Mujeres	87	2	De 3 a 6 meses
201608	Agosto 2016	08	Cinca Medio	Mujeres	100	3	De 6 a 12 meses
201608	Agosto 2016	08	Cinca Medio	Mujeres	120	4	De 1 a 2 años
201608	Agosto 2016	08	Cinca Medio	Mujeres	56	5	De 2 a 3 años
201608	Agosto 2016	08	Cinca Medio	Mujeres	133	6	Más de 3 años
201608	Agosto 2016	09	La Litera / La Llitera	Hombres	107	1	Hasta 3 meses
201608	Agosto 2016	09	La Litera / La Llitera	Hombres	27	2	De 3 a 6 meses
201608	Agosto 2016	09	La Litera / La Llitera	Hombres	45	3	De 6 a 12 meses
201608	Agosto 2016	09	La Litera / La Llitera	Hombres	40	4	De 1 a 2 años
201608	Agosto 2016	09	La Litera / La Llitera	Hombres	13	5	De 2 a 3 años
201608	Agosto 2016	09	La Litera / La Llitera	Hombres	56	6	Más de 3 años
201608	Agosto 2016	09	La Litera / La Llitera	Mujeres	116	1	Hasta 3 meses
201608	Agosto 2016	09	La Litera / La Llitera	Mujeres	35	2	De 3 a 6 meses
201608	Agosto 2016	09	La Litera / La Llitera	Mujeres	53	3	De 6 a 12 meses
201608	Agosto 2016	09	La Litera / La Llitera	Mujeres	55	4	De 1 a 2 años
201608	Agosto 2016	09	La Litera / La Llitera	Mujeres	27	5	De 2 a 3 años
201608	Agosto 2016	09	La Litera / La Llitera	Mujeres	58	6	Más de 3 años
201608	Agosto 2016	10	Los Monegros	Hombres	121	1	Hasta 3 meses
201608	Agosto 2016	10	Los Monegros	Hombres	41	2	De 3 a 6 meses
201608	Agosto 2016	10	Los Monegros	Hombres	37	3	De 6 a 12 meses
201608	Agosto 2016	10	Los Monegros	Hombres	62	4	De 1 a 2 años
201608	Agosto 2016	10	Los Monegros	Hombres	19	5	De 2 a 3 años
201608	Agosto 2016	10	Los Monegros	Hombres	34	6	Más de 3 años
201608	Agosto 2016	10	Los Monegros	Mujeres	114	1	Hasta 3 meses
201608	Agosto 2016	10	Los Monegros	Mujeres	41	2	De 3 a 6 meses
201608	Agosto 2016	10	Los Monegros	Mujeres	46	3	De 6 a 12 meses
201608	Agosto 2016	10	Los Monegros	Mujeres	48	4	De 1 a 2 años
201608	Agosto 2016	10	Los Monegros	Mujeres	34	5	De 2 a 3 años
201608	Agosto 2016	10	Los Monegros	Mujeres	53	6	Más de 3 años
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Hombres	206	1	Hasta 3 meses
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Hombres	39	2	De 3 a 6 meses
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Hombres	39	3	De 6 a 12 meses
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Hombres	37	4	De 1 a 2 años
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Hombres	26	5	De 2 a 3 años
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Hombres	45	6	Más de 3 años
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Mujeres	208	1	Hasta 3 meses
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Mujeres	52	2	De 3 a 6 meses
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Mujeres	89	3	De 6 a 12 meses
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Mujeres	88	4	De 1 a 2 años
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Mujeres	30	5	De 2 a 3 años
201608	Agosto 2016	11	Bajo Cinca / Baix Cinca	Mujeres	79	6	Más de 3 años
201608	Agosto 2016	12	Tarazona y el Moncayo	Hombres	151	1	Hasta 3 meses
201608	Agosto 2016	12	Tarazona y el Moncayo	Hombres	44	2	De 3 a 6 meses
201608	Agosto 2016	12	Tarazona y el Moncayo	Hombres	71	3	De 6 a 12 meses
201608	Agosto 2016	12	Tarazona y el Moncayo	Hombres	35	4	De 1 a 2 años
201608	Agosto 2016	12	Tarazona y el Moncayo	Hombres	25	5	De 2 a 3 años
201608	Agosto 2016	12	Tarazona y el Moncayo	Hombres	54	6	Más de 3 años
201608	Agosto 2016	12	Tarazona y el Moncayo	Mujeres	161	1	Hasta 3 meses
201608	Agosto 2016	12	Tarazona y el Moncayo	Mujeres	44	2	De 3 a 6 meses
201608	Agosto 2016	12	Tarazona y el Moncayo	Mujeres	81	3	De 6 a 12 meses
201608	Agosto 2016	12	Tarazona y el Moncayo	Mujeres	80	4	De 1 a 2 años
201608	Agosto 2016	12	Tarazona y el Moncayo	Mujeres	41	5	De 2 a 3 años
201608	Agosto 2016	12	Tarazona y el Moncayo	Mujeres	172	6	Más de 3 años
201608	Agosto 2016	13	Campo de Borja	Hombres	141	1	Hasta 3 meses
201608	Agosto 2016	13	Campo de Borja	Hombres	33	2	De 3 a 6 meses
201608	Agosto 2016	13	Campo de Borja	Hombres	45	3	De 6 a 12 meses
201608	Agosto 2016	13	Campo de Borja	Hombres	40	4	De 1 a 2 años
201608	Agosto 2016	13	Campo de Borja	Hombres	24	5	De 2 a 3 años
201608	Agosto 2016	13	Campo de Borja	Hombres	56	6	Más de 3 años
201608	Agosto 2016	13	Campo de Borja	Mujeres	128	1	Hasta 3 meses
201608	Agosto 2016	13	Campo de Borja	Mujeres	58	2	De 3 a 6 meses
201608	Agosto 2016	13	Campo de Borja	Mujeres	58	3	De 6 a 12 meses
201608	Agosto 2016	13	Campo de Borja	Mujeres	64	4	De 1 a 2 años
201608	Agosto 2016	13	Campo de Borja	Mujeres	32	5	De 2 a 3 años
201608	Agosto 2016	13	Campo de Borja	Mujeres	76	6	Más de 3 años
201608	Agosto 2016	14	Aranda	Hombres	85	1	Hasta 3 meses
201608	Agosto 2016	14	Aranda	Hombres	12	2	De 3 a 6 meses
201608	Agosto 2016	14	Aranda	Hombres	15	3	De 6 a 12 meses
201608	Agosto 2016	14	Aranda	Hombres	20	4	De 1 a 2 años
201608	Agosto 2016	14	Aranda	Hombres	15	5	De 2 a 3 años
201608	Agosto 2016	14	Aranda	Hombres	19	6	Más de 3 años
201608	Agosto 2016	14	Aranda	Mujeres	74	1	Hasta 3 meses
201608	Agosto 2016	14	Aranda	Mujeres	22	2	De 3 a 6 meses
201608	Agosto 2016	14	Aranda	Mujeres	41	3	De 6 a 12 meses
201608	Agosto 2016	14	Aranda	Mujeres	38	4	De 1 a 2 años
201608	Agosto 2016	14	Aranda	Mujeres	19	5	De 2 a 3 años
201608	Agosto 2016	14	Aranda	Mujeres	65	6	Más de 3 años
201608	Agosto 2016	15	Ribera Alta del Ebro	Hombres	219	1	Hasta 3 meses
201608	Agosto 2016	15	Ribera Alta del Ebro	Hombres	47	2	De 3 a 6 meses
201608	Agosto 2016	15	Ribera Alta del Ebro	Hombres	73	3	De 6 a 12 meses
201608	Agosto 2016	15	Ribera Alta del Ebro	Hombres	85	4	De 1 a 2 años
201608	Agosto 2016	15	Ribera Alta del Ebro	Hombres	46	5	De 2 a 3 años
201608	Agosto 2016	15	Ribera Alta del Ebro	Hombres	104	6	Más de 3 años
201608	Agosto 2016	15	Ribera Alta del Ebro	Mujeres	236	1	Hasta 3 meses
201608	Agosto 2016	15	Ribera Alta del Ebro	Mujeres	99	2	De 3 a 6 meses
201608	Agosto 2016	15	Ribera Alta del Ebro	Mujeres	131	3	De 6 a 12 meses
201608	Agosto 2016	15	Ribera Alta del Ebro	Mujeres	145	4	De 1 a 2 años
201608	Agosto 2016	15	Ribera Alta del Ebro	Mujeres	74	5	De 2 a 3 años
201608	Agosto 2016	15	Ribera Alta del Ebro	Mujeres	228	6	Más de 3 años
201608	Agosto 2016	16	Valdejalón	Hombres	283	1	Hasta 3 meses
201608	Agosto 2016	16	Valdejalón	Hombres	63	2	De 3 a 6 meses
201608	Agosto 2016	16	Valdejalón	Hombres	90	3	De 6 a 12 meses
201608	Agosto 2016	16	Valdejalón	Hombres	74	4	De 1 a 2 años
201608	Agosto 2016	16	Valdejalón	Hombres	35	5	De 2 a 3 años
201608	Agosto 2016	16	Valdejalón	Hombres	105	6	Más de 3 años
201608	Agosto 2016	16	Valdejalón	Mujeres	322	1	Hasta 3 meses
201608	Agosto 2016	16	Valdejalón	Mujeres	92	2	De 3 a 6 meses
201608	Agosto 2016	16	Valdejalón	Mujeres	152	3	De 6 a 12 meses
201608	Agosto 2016	16	Valdejalón	Mujeres	145	4	De 1 a 2 años
201608	Agosto 2016	16	Valdejalón	Mujeres	74	5	De 2 a 3 años
201608	Agosto 2016	16	Valdejalón	Mujeres	204	6	Más de 3 años
201608	Agosto 2016	17	D.C. Zaragoza	Hombres	7462	1	Hasta 3 meses
201608	Agosto 2016	17	D.C. Zaragoza	Hombres	2328	2	De 3 a 6 meses
201608	Agosto 2016	17	D.C. Zaragoza	Hombres	2970	3	De 6 a 12 meses
201608	Agosto 2016	17	D.C. Zaragoza	Hombres	2701	4	De 1 a 2 años
201608	Agosto 2016	17	D.C. Zaragoza	Hombres	1338	5	De 2 a 3 años
201608	Agosto 2016	17	D.C. Zaragoza	Hombres	3914	6	Más de 3 años
201608	Agosto 2016	17	D.C. Zaragoza	Mujeres	8247	1	Hasta 3 meses
201608	Agosto 2016	17	D.C. Zaragoza	Mujeres	2989	2	De 3 a 6 meses
201608	Agosto 2016	17	D.C. Zaragoza	Mujeres	4129	3	De 6 a 12 meses
201608	Agosto 2016	17	D.C. Zaragoza	Mujeres	4388	4	De 1 a 2 años
201608	Agosto 2016	17	D.C. Zaragoza	Mujeres	2391	5	De 2 a 3 años
201608	Agosto 2016	17	D.C. Zaragoza	Mujeres	6581	6	Más de 3 años
201608	Agosto 2016	18	Ribera Baja del Ebro	Hombres	83	1	Hasta 3 meses
201608	Agosto 2016	18	Ribera Baja del Ebro	Hombres	19	2	De 3 a 6 meses
201608	Agosto 2016	18	Ribera Baja del Ebro	Hombres	34	3	De 6 a 12 meses
201608	Agosto 2016	18	Ribera Baja del Ebro	Hombres	23	4	De 1 a 2 años
201608	Agosto 2016	18	Ribera Baja del Ebro	Hombres	18	5	De 2 a 3 años
201608	Agosto 2016	18	Ribera Baja del Ebro	Hombres	33	6	Más de 3 años
201608	Agosto 2016	18	Ribera Baja del Ebro	Mujeres	104	1	Hasta 3 meses
201608	Agosto 2016	18	Ribera Baja del Ebro	Mujeres	33	2	De 3 a 6 meses
201608	Agosto 2016	18	Ribera Baja del Ebro	Mujeres	36	3	De 6 a 12 meses
201608	Agosto 2016	18	Ribera Baja del Ebro	Mujeres	36	4	De 1 a 2 años
201608	Agosto 2016	18	Ribera Baja del Ebro	Mujeres	26	5	De 2 a 3 años
201608	Agosto 2016	18	Ribera Baja del Ebro	Mujeres	72	6	Más de 3 años
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	239	1	Hasta 3 meses
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	36	2	De 3 a 6 meses
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	46	3	De 6 a 12 meses
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	34	4	De 1 a 2 años
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	17	5	De 2 a 3 años
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	45	6	Más de 3 años
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	211	1	Hasta 3 meses
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	44	2	De 3 a 6 meses
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	80	3	De 6 a 12 meses
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	54	4	De 1 a 2 años
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	25	5	De 2 a 3 años
201608	Agosto 2016	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	96	6	Más de 3 años
201608	Agosto 2016	20	Comunidad de Calatayud	Hombres	451	1	Hasta 3 meses
201608	Agosto 2016	20	Comunidad de Calatayud	Hombres	80	2	De 3 a 6 meses
201608	Agosto 2016	20	Comunidad de Calatayud	Hombres	141	3	De 6 a 12 meses
201608	Agosto 2016	20	Comunidad de Calatayud	Hombres	131	4	De 1 a 2 años
201608	Agosto 2016	20	Comunidad de Calatayud	Hombres	55	5	De 2 a 3 años
201608	Agosto 2016	20	Comunidad de Calatayud	Hombres	169	6	Más de 3 años
201608	Agosto 2016	20	Comunidad de Calatayud	Mujeres	437	1	Hasta 3 meses
201608	Agosto 2016	20	Comunidad de Calatayud	Mujeres	127	2	De 3 a 6 meses
201608	Agosto 2016	20	Comunidad de Calatayud	Mujeres	178	3	De 6 a 12 meses
201608	Agosto 2016	20	Comunidad de Calatayud	Mujeres	171	4	De 1 a 2 años
201608	Agosto 2016	20	Comunidad de Calatayud	Mujeres	100	5	De 2 a 3 años
201608	Agosto 2016	20	Comunidad de Calatayud	Mujeres	211	6	Más de 3 años
201608	Agosto 2016	21	Campo de Cariñena	Hombres	92	1	Hasta 3 meses
201608	Agosto 2016	21	Campo de Cariñena	Hombres	20	2	De 3 a 6 meses
201608	Agosto 2016	21	Campo de Cariñena	Hombres	34	3	De 6 a 12 meses
201608	Agosto 2016	21	Campo de Cariñena	Hombres	24	4	De 1 a 2 años
201608	Agosto 2016	21	Campo de Cariñena	Hombres	11	5	De 2 a 3 años
201608	Agosto 2016	21	Campo de Cariñena	Hombres	22	6	Más de 3 años
201608	Agosto 2016	21	Campo de Cariñena	Mujeres	63	1	Hasta 3 meses
201608	Agosto 2016	21	Campo de Cariñena	Mujeres	21	2	De 3 a 6 meses
201608	Agosto 2016	21	Campo de Cariñena	Mujeres	36	3	De 6 a 12 meses
201608	Agosto 2016	21	Campo de Cariñena	Mujeres	38	4	De 1 a 2 años
201608	Agosto 2016	21	Campo de Cariñena	Mujeres	19	5	De 2 a 3 años
201608	Agosto 2016	21	Campo de Cariñena	Mujeres	39	6	Más de 3 años
201608	Agosto 2016	22	Campo de Belchite	Hombres	24	1	Hasta 3 meses
201608	Agosto 2016	22	Campo de Belchite	Hombres	17	2	De 3 a 6 meses
201608	Agosto 2016	22	Campo de Belchite	Hombres	11	3	De 6 a 12 meses
201608	Agosto 2016	22	Campo de Belchite	Hombres	17	4	De 1 a 2 años
201608	Agosto 2016	22	Campo de Belchite	Hombres	2	5	De 2 a 3 años
201608	Agosto 2016	22	Campo de Belchite	Hombres	17	6	Más de 3 años
201608	Agosto 2016	22	Campo de Belchite	Mujeres	13	1	Hasta 3 meses
201608	Agosto 2016	22	Campo de Belchite	Mujeres	12	2	De 3 a 6 meses
201608	Agosto 2016	22	Campo de Belchite	Mujeres	12	3	De 6 a 12 meses
201608	Agosto 2016	22	Campo de Belchite	Mujeres	16	4	De 1 a 2 años
201608	Agosto 2016	22	Campo de Belchite	Mujeres	7	5	De 2 a 3 años
201608	Agosto 2016	22	Campo de Belchite	Mujeres	20	6	Más de 3 años
201608	Agosto 2016	23	Bajo Martín	Hombres	68	1	Hasta 3 meses
201608	Agosto 2016	23	Bajo Martín	Hombres	14	2	De 3 a 6 meses
201608	Agosto 2016	23	Bajo Martín	Hombres	17	3	De 6 a 12 meses
201608	Agosto 2016	23	Bajo Martín	Hombres	21	4	De 1 a 2 años
201608	Agosto 2016	23	Bajo Martín	Hombres	9	5	De 2 a 3 años
201608	Agosto 2016	23	Bajo Martín	Hombres	29	6	Más de 3 años
201608	Agosto 2016	23	Bajo Martín	Mujeres	35	1	Hasta 3 meses
201608	Agosto 2016	23	Bajo Martín	Mujeres	10	2	De 3 a 6 meses
201608	Agosto 2016	23	Bajo Martín	Mujeres	23	3	De 6 a 12 meses
201608	Agosto 2016	23	Bajo Martín	Mujeres	29	4	De 1 a 2 años
201608	Agosto 2016	23	Bajo Martín	Mujeres	10	5	De 2 a 3 años
201608	Agosto 2016	23	Bajo Martín	Mujeres	37	6	Más de 3 años
201608	Agosto 2016	24	Campo de Daroca	Hombres	35	1	Hasta 3 meses
201608	Agosto 2016	24	Campo de Daroca	Hombres	6	2	De 3 a 6 meses
201608	Agosto 2016	24	Campo de Daroca	Hombres	7	3	De 6 a 12 meses
201608	Agosto 2016	24	Campo de Daroca	Hombres	9	4	De 1 a 2 años
201608	Agosto 2016	24	Campo de Daroca	Hombres	5	5	De 2 a 3 años
201608	Agosto 2016	24	Campo de Daroca	Hombres	14	6	Más de 3 años
201608	Agosto 2016	24	Campo de Daroca	Mujeres	30	1	Hasta 3 meses
201608	Agosto 2016	24	Campo de Daroca	Mujeres	9	2	De 3 a 6 meses
201608	Agosto 2016	24	Campo de Daroca	Mujeres	14	3	De 6 a 12 meses
201608	Agosto 2016	24	Campo de Daroca	Mujeres	17	4	De 1 a 2 años
201608	Agosto 2016	24	Campo de Daroca	Mujeres	2	5	De 2 a 3 años
201608	Agosto 2016	24	Campo de Daroca	Mujeres	17	6	Más de 3 años
201608	Agosto 2016	25	Jiloca	Hombres	76	1	Hasta 3 meses
201608	Agosto 2016	25	Jiloca	Hombres	19	2	De 3 a 6 meses
201608	Agosto 2016	25	Jiloca	Hombres	38	3	De 6 a 12 meses
201608	Agosto 2016	25	Jiloca	Hombres	44	4	De 1 a 2 años
201608	Agosto 2016	25	Jiloca	Hombres	16	5	De 2 a 3 años
201608	Agosto 2016	25	Jiloca	Hombres	45	6	Más de 3 años
201608	Agosto 2016	25	Jiloca	Mujeres	58	1	Hasta 3 meses
201608	Agosto 2016	25	Jiloca	Mujeres	25	2	De 3 a 6 meses
201608	Agosto 2016	25	Jiloca	Mujeres	34	3	De 6 a 12 meses
