Mes (código)	Mes y año	Comarca código	Comarca nombre	Temporalidad	Sexo	Afiliaciones en alta
201212	Diciembre 2012	03	Sobrarbe	Indefinido	Mujeres	408
201212	Diciembre 2012	04	La Ribagorza	Indefinido	Hombres	798
201212	Diciembre 2012	04	La Ribagorza	Indefinido	Mujeres	860
201212	Diciembre 2012	05	Cinco Villas	Indefinido	Hombres	2551
201212	Diciembre 2012	05	Cinco Villas	Indefinido	Mujeres	2192
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7114
201212	Diciembre 2012	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7498
201212	Diciembre 2012	07	Somontano de Barbastro	Indefinido	Hombres	1918
201212	Diciembre 2012	07	Somontano de Barbastro	Indefinido	Mujeres	1645
201212	Diciembre 2012	08	Cinca Medio	Indefinido	Hombres	2453
201212	Diciembre 2012	08	Cinca Medio	Indefinido	Mujeres	1478
201212	Diciembre 2012	09	La Litera / La Llitera	Indefinido	Hombres	2039
201212	Diciembre 2012	09	La Litera / La Llitera	Indefinido	Mujeres	1202
201212	Diciembre 2012	10	Los Monegros	Indefinido	Hombres	1222
201212	Diciembre 2012	10	Los Monegros	Indefinido	Mujeres	770
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2246
201212	Diciembre 2012	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1888
201212	Diciembre 2012	12	Tarazona y el Moncayo	Indefinido	Hombres	902
201212	Diciembre 2012	12	Tarazona y el Moncayo	Indefinido	Mujeres	747
201212	Diciembre 2012	13	Campo de Borja	Indefinido	Hombres	928
201212	Diciembre 2012	13	Campo de Borja	Indefinido	Mujeres	1147
201212	Diciembre 2012	14	Aranda	Indefinido	Hombres	460
201212	Diciembre 2012	14	Aranda	Indefinido	Mujeres	290
201212	Diciembre 2012	15	Ribera Alta del Ebro	Indefinido	Hombres	9353
201212	Diciembre 2012	15	Ribera Alta del Ebro	Indefinido	Mujeres	2539
201212	Diciembre 2012	16	Valdejalón	Indefinido	Hombres	4165
201212	Diciembre 2012	16	Valdejalón	Indefinido	Mujeres	2471
201212	Diciembre 2012	17	Central	Indefinido	Hombres	80436
201212	Diciembre 2012	17	Central	Indefinido	Mujeres	81559
201212	Diciembre 2012	18	Ribera Baja del Ebro	Indefinido	Hombres	1139
201212	Diciembre 2012	18	Ribera Baja del Ebro	Indefinido	Mujeres	825
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	687
201212	Diciembre 2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	942
201212	Diciembre 2012	20	Comunidad de Calatayud	Indefinido	Hombres	2020
201212	Diciembre 2012	20	Comunidad de Calatayud	Indefinido	Mujeres	1730
201212	Diciembre 2012	21	Campo de Cariñena	Indefinido	Hombres	1259
201212	Diciembre 2012	21	Campo de Cariñena	Indefinido	Mujeres	560
201212	Diciembre 2012	22	Campo de Belchite	Indefinido	Hombres	225
201212	Diciembre 2012	22	Campo de Belchite	Indefinido	Mujeres	218
201212	Diciembre 2012	23	Bajo Martín	Indefinido	Hombres	686
201212	Diciembre 2012	23	Bajo Martín	Indefinido	Mujeres	285
201212	Diciembre 2012	24	Campo de Daroca	Indefinido	Hombres	487
201212	Diciembre 2012	24	Campo de Daroca	Indefinido	Mujeres	250
201212	Diciembre 2012	25	Jiloca	Indefinido	Hombres	740
201212	Diciembre 2012	25	Jiloca	Indefinido	Mujeres	634
201212	Diciembre 2012	26	Cuencas Mineras	Indefinido	Hombres	746
201212	Diciembre 2012	26	Cuencas Mineras	Indefinido	Mujeres	435
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Indefinido	Hombres	990
201212	Diciembre 2012	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	499
201212	Diciembre 2012	28	Bajo Aragón	Indefinido	Hombres	2079
201212	Diciembre 2012	28	Bajo Aragón	Indefinido	Mujeres	1750
201212	Diciembre 2012	29	Comunidad de Teruel	Indefinido	Hombres	5522
201212	Diciembre 2012	29	Comunidad de Teruel	Indefinido	Mujeres	4630
201212	Diciembre 2012	30	Maestrazgo	Indefinido	Hombres	124
201212	Diciembre 2012	30	Maestrazgo	Indefinido	Mujeres	98
201212	Diciembre 2012	31	Sierra de Albarracín	Indefinido	Hombres	185
201212	Diciembre 2012	31	Sierra de Albarracín	Indefinido	Mujeres	135
201212	Diciembre 2012	32	Gúdar-Javalambre	Indefinido	Hombres	672
201212	Diciembre 2012	32	Gúdar-Javalambre	Indefinido	Mujeres	420
201212	Diciembre 2012	33	Matarraña / Matarranya	Indefinido	Hombres	497
201212	Diciembre 2012	33	Matarraña / Matarranya	Indefinido	Mujeres	372
201303	Marzo 2013	01	La Jacetania	Indefinido	Hombres	1144
201303	Marzo 2013	01	La Jacetania	Indefinido	Mujeres	1371
201303	Marzo 2013	02	Alto Gállego	Indefinido	Hombres	1583
201303	Marzo 2013	02	Alto Gállego	Indefinido	Mujeres	1157
201303	Marzo 2013	03	Sobrarbe	Indefinido	Hombres	432
201303	Marzo 2013	03	Sobrarbe	Indefinido	Mujeres	441
201303	Marzo 2013	04	La Ribagorza	Indefinido	Hombres	784
201303	Marzo 2013	04	La Ribagorza	Indefinido	Mujeres	862
201303	Marzo 2013	05	Cinco Villas	Indefinido	Hombres	2520
201303	Marzo 2013	05	Cinco Villas	Indefinido	Mujeres	2139
201303	Marzo 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7214
201303	Marzo 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7519
201303	Marzo 2013	07	Somontano de Barbastro	Indefinido	Hombres	1927
201303	Marzo 2013	07	Somontano de Barbastro	Indefinido	Mujeres	1638
201303	Marzo 2013	08	Cinca Medio	Indefinido	Hombres	2424
201303	Marzo 2013	08	Cinca Medio	Indefinido	Mujeres	1494
201303	Marzo 2013	09	La Litera / La Llitera	Indefinido	Hombres	2056
201303	Marzo 2013	09	La Litera / La Llitera	Indefinido	Mujeres	1204
201303	Marzo 2013	10	Los Monegros	Indefinido	Hombres	1237
201303	Marzo 2013	10	Los Monegros	Indefinido	Mujeres	777
201303	Marzo 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2294
201303	Marzo 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1929
201303	Marzo 2013	12	Tarazona y el Moncayo	Indefinido	Hombres	898
201303	Marzo 2013	12	Tarazona y el Moncayo	Indefinido	Mujeres	743
201303	Marzo 2013	13	Campo de Borja	Indefinido	Hombres	926
201303	Marzo 2013	13	Campo de Borja	Indefinido	Mujeres	1131
201303	Marzo 2013	14	Aranda	Indefinido	Hombres	398
201303	Marzo 2013	14	Aranda	Indefinido	Mujeres	242
201303	Marzo 2013	15	Ribera Alta del Ebro	Indefinido	Hombres	9338
201303	Marzo 2013	15	Ribera Alta del Ebro	Indefinido	Mujeres	2537
201303	Marzo 2013	16	Valdejalón	Indefinido	Hombres	4137
201303	Marzo 2013	16	Valdejalón	Indefinido	Mujeres	2429
201303	Marzo 2013	17	Central	Indefinido	Hombres	79437
201303	Marzo 2013	17	Central	Indefinido	Mujeres	81047
201303	Marzo 2013	18	Ribera Baja del Ebro	Indefinido	Hombres	1142
201303	Marzo 2013	18	Ribera Baja del Ebro	Indefinido	Mujeres	837
201303	Marzo 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	702
201303	Marzo 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	957
201303	Marzo 2013	20	Comunidad de Calatayud	Indefinido	Hombres	2003
201303	Marzo 2013	20	Comunidad de Calatayud	Indefinido	Mujeres	1794
201303	Marzo 2013	21	Campo de Cariñena	Indefinido	Hombres	1260
201303	Marzo 2013	21	Campo de Cariñena	Indefinido	Mujeres	573
201303	Marzo 2013	22	Campo de Belchite	Indefinido	Hombres	232
201303	Marzo 2013	22	Campo de Belchite	Indefinido	Mujeres	214
201303	Marzo 2013	23	Bajo Martín	Indefinido	Hombres	691
201303	Marzo 2013	23	Bajo Martín	Indefinido	Mujeres	291
201303	Marzo 2013	24	Campo de Daroca	Indefinido	Hombres	510
201303	Marzo 2013	24	Campo de Daroca	Indefinido	Mujeres	245
201303	Marzo 2013	25	Jiloca	Indefinido	Hombres	723
201303	Marzo 2013	25	Jiloca	Indefinido	Mujeres	611
201303	Marzo 2013	26	Cuencas Mineras	Indefinido	Hombres	726
201303	Marzo 2013	26	Cuencas Mineras	Indefinido	Mujeres	439
201303	Marzo 2013	27	Andorra-Sierra de Arcos	Indefinido	Hombres	871
201303	Marzo 2013	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	484
201303	Marzo 2013	28	Bajo Aragón	Indefinido	Hombres	2050
201303	Marzo 2013	28	Bajo Aragón	Indefinido	Mujeres	1723
201303	Marzo 2013	29	Comunidad de Teruel	Indefinido	Hombres	5578
201303	Marzo 2013	29	Comunidad de Teruel	Indefinido	Mujeres	4671
201303	Marzo 2013	30	Maestrazgo	Indefinido	Hombres	121
201303	Marzo 2013	30	Maestrazgo	Indefinido	Mujeres	100
201303	Marzo 2013	31	Sierra de Albarracín	Indefinido	Hombres	172
201303	Marzo 2013	31	Sierra de Albarracín	Indefinido	Mujeres	133
201303	Marzo 2013	32	Gúdar-Javalambre	Indefinido	Hombres	655
201303	Marzo 2013	32	Gúdar-Javalambre	Indefinido	Mujeres	447
201303	Marzo 2013	33	Matarraña / Matarranya	Indefinido	Hombres	480
201303	Marzo 2013	33	Matarraña / Matarranya	Indefinido	Mujeres	366
201306	Junio 2013	01	La Jacetania	Indefinido	Hombres	972
201306	Junio 2013	01	La Jacetania	Indefinido	Mujeres	1255
201306	Junio 2013	02	Alto Gállego	Indefinido	Hombres	1329
201306	Junio 2013	02	Alto Gállego	Indefinido	Mujeres	966
201306	Junio 2013	03	Sobrarbe	Indefinido	Hombres	437
201306	Junio 2013	03	Sobrarbe	Indefinido	Mujeres	468
201306	Junio 2013	04	La Ribagorza	Indefinido	Hombres	682
201306	Junio 2013	04	La Ribagorza	Indefinido	Mujeres	751
201306	Junio 2013	05	Cinco Villas	Indefinido	Hombres	2528
201306	Junio 2013	05	Cinco Villas	Indefinido	Mujeres	2088
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7212
201306	Junio 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7298
201306	Junio 2013	07	Somontano de Barbastro	Indefinido	Hombres	1921
201306	Junio 2013	07	Somontano de Barbastro	Indefinido	Mujeres	1534
201306	Junio 2013	08	Cinca Medio	Indefinido	Hombres	2445
201306	Junio 2013	08	Cinca Medio	Indefinido	Mujeres	1479
201306	Junio 2013	09	La Litera / La Llitera	Indefinido	Hombres	2069
201306	Junio 2013	09	La Litera / La Llitera	Indefinido	Mujeres	1191
201306	Junio 2013	10	Los Monegros	Indefinido	Hombres	1259
201306	Junio 2013	10	Los Monegros	Indefinido	Mujeres	790
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2608
201306	Junio 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	2064
201306	Junio 2013	12	Tarazona y el Moncayo	Indefinido	Hombres	890
201306	Junio 2013	12	Tarazona y el Moncayo	Indefinido	Mujeres	729
201306	Junio 2013	13	Campo de Borja	Indefinido	Hombres	930
201306	Junio 2013	13	Campo de Borja	Indefinido	Mujeres	1144
201306	Junio 2013	14	Aranda	Indefinido	Hombres	499
201306	Junio 2013	14	Aranda	Indefinido	Mujeres	323
201306	Junio 2013	15	Ribera Alta del Ebro	Indefinido	Hombres	9263
201306	Junio 2013	15	Ribera Alta del Ebro	Indefinido	Mujeres	2531
201306	Junio 2013	16	Valdejalón	Indefinido	Hombres	4192
201306	Junio 2013	16	Valdejalón	Indefinido	Mujeres	2475
201306	Junio 2013	17	Central	Indefinido	Hombres	78806
201306	Junio 2013	17	Central	Indefinido	Mujeres	78764
201306	Junio 2013	18	Ribera Baja del Ebro	Indefinido	Hombres	1128
201306	Junio 2013	18	Ribera Baja del Ebro	Indefinido	Mujeres	637
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	744
201306	Junio 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	983
201306	Junio 2013	20	Comunidad de Calatayud	Indefinido	Hombres	1878
201306	Junio 2013	20	Comunidad de Calatayud	Indefinido	Mujeres	1697
201306	Junio 2013	21	Campo de Cariñena	Indefinido	Hombres	1289
201306	Junio 2013	21	Campo de Cariñena	Indefinido	Mujeres	572
201306	Junio 2013	22	Campo de Belchite	Indefinido	Hombres	231
201306	Junio 2013	22	Campo de Belchite	Indefinido	Mujeres	210
201306	Junio 2013	23	Bajo Martín	Indefinido	Hombres	687
201306	Junio 2013	23	Bajo Martín	Indefinido	Mujeres	287
201306	Junio 2013	24	Campo de Daroca	Indefinido	Hombres	506
201306	Junio 2013	24	Campo de Daroca	Indefinido	Mujeres	244
201306	Junio 2013	25	Jiloca	Indefinido	Hombres	737
201306	Junio 2013	25	Jiloca	Indefinido	Mujeres	611
201306	Junio 2013	26	Cuencas Mineras	Indefinido	Hombres	718
201306	Junio 2013	26	Cuencas Mineras	Indefinido	Mujeres	435
201306	Junio 2013	27	Andorra-Sierra de Arcos	Indefinido	Hombres	858
201306	Junio 2013	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	421
201306	Junio 2013	28	Bajo Aragón	Indefinido	Hombres	1998
201306	Junio 2013	28	Bajo Aragón	Indefinido	Mujeres	1722
201306	Junio 2013	29	Comunidad de Teruel	Indefinido	Hombres	5669
201306	Junio 2013	29	Comunidad de Teruel	Indefinido	Mujeres	4617
201306	Junio 2013	30	Maestrazgo	Indefinido	Hombres	135
201306	Junio 2013	30	Maestrazgo	Indefinido	Mujeres	101
201306	Junio 2013	31	Sierra de Albarracín	Indefinido	Hombres	171
201306	Junio 2013	31	Sierra de Albarracín	Indefinido	Mujeres	134
201306	Junio 2013	32	Gúdar-Javalambre	Indefinido	Hombres	647
201306	Junio 2013	32	Gúdar-Javalambre	Indefinido	Mujeres	442
201306	Junio 2013	33	Matarraña / Matarranya	Indefinido	Hombres	472
201306	Junio 2013	33	Matarraña / Matarranya	Indefinido	Mujeres	364
201309	Septiembre 2013	01	La Jacetania	Indefinido	Hombres	939
201309	Septiembre 2013	01	La Jacetania	Indefinido	Mujeres	1226
201309	Septiembre 2013	02	Alto Gállego	Indefinido	Hombres	1293
201309	Septiembre 2013	02	Alto Gállego	Indefinido	Mujeres	926
201309	Septiembre 2013	03	Sobrarbe	Indefinido	Hombres	406
201309	Septiembre 2013	03	Sobrarbe	Indefinido	Mujeres	466
201309	Septiembre 2013	04	La Ribagorza	Indefinido	Hombres	687
201309	Septiembre 2013	04	La Ribagorza	Indefinido	Mujeres	745
201309	Septiembre 2013	05	Cinco Villas	Indefinido	Hombres	2439
201309	Septiembre 2013	05	Cinco Villas	Indefinido	Mujeres	2039
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7138
201309	Septiembre 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7391
201309	Septiembre 2013	07	Somontano de Barbastro	Indefinido	Hombres	1899
201309	Septiembre 2013	07	Somontano de Barbastro	Indefinido	Mujeres	1608
201309	Septiembre 2013	08	Cinca Medio	Indefinido	Hombres	2380
201309	Septiembre 2013	08	Cinca Medio	Indefinido	Mujeres	1467
201309	Septiembre 2013	09	La Litera / La Llitera	Indefinido	Hombres	2073
201309	Septiembre 2013	09	La Litera / La Llitera	Indefinido	Mujeres	1203
201309	Septiembre 2013	10	Los Monegros	Indefinido	Hombres	1260
201309	Septiembre 2013	10	Los Monegros	Indefinido	Mujeres	796
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2360
201309	Septiembre 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1984
201309	Septiembre 2013	12	Tarazona y el Moncayo	Indefinido	Hombres	875
201309	Septiembre 2013	12	Tarazona y el Moncayo	Indefinido	Mujeres	725
201309	Septiembre 2013	13	Campo de Borja	Indefinido	Hombres	906
201309	Septiembre 2013	13	Campo de Borja	Indefinido	Mujeres	1133
201309	Septiembre 2013	14	Aranda	Indefinido	Hombres	461
201309	Septiembre 2013	14	Aranda	Indefinido	Mujeres	283
201309	Septiembre 2013	15	Ribera Alta del Ebro	Indefinido	Hombres	9260
201309	Septiembre 2013	15	Ribera Alta del Ebro	Indefinido	Mujeres	2537
201309	Septiembre 2013	16	Valdejalón	Indefinido	Hombres	4152
201309	Septiembre 2013	16	Valdejalón	Indefinido	Mujeres	2461
201309	Septiembre 2013	17	Central	Indefinido	Hombres	77677
201309	Septiembre 2013	17	Central	Indefinido	Mujeres	79292
201309	Septiembre 2013	18	Ribera Baja del Ebro	Indefinido	Hombres	1086
201309	Septiembre 2013	18	Ribera Baja del Ebro	Indefinido	Mujeres	740
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	721
201309	Septiembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	981
201309	Septiembre 2013	20	Comunidad de Calatayud	Indefinido	Hombres	1884
201309	Septiembre 2013	20	Comunidad de Calatayud	Indefinido	Mujeres	1754
201309	Septiembre 2013	21	Campo de Cariñena	Indefinido	Hombres	1303
201309	Septiembre 2013	21	Campo de Cariñena	Indefinido	Mujeres	573
201309	Septiembre 2013	22	Campo de Belchite	Indefinido	Hombres	236
201309	Septiembre 2013	22	Campo de Belchite	Indefinido	Mujeres	209
201309	Septiembre 2013	23	Bajo Martín	Indefinido	Hombres	691
201309	Septiembre 2013	23	Bajo Martín	Indefinido	Mujeres	293
201309	Septiembre 2013	24	Campo de Daroca	Indefinido	Hombres	507
201309	Septiembre 2013	24	Campo de Daroca	Indefinido	Mujeres	247
201309	Septiembre 2013	25	Jiloca	Indefinido	Hombres	719
201309	Septiembre 2013	25	Jiloca	Indefinido	Mujeres	601
201309	Septiembre 2013	26	Cuencas Mineras	Indefinido	Hombres	705
201309	Septiembre 2013	26	Cuencas Mineras	Indefinido	Mujeres	430
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	Indefinido	Hombres	844
201309	Septiembre 2013	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	494
201309	Septiembre 2013	28	Bajo Aragón	Indefinido	Hombres	1961
201309	Septiembre 2013	28	Bajo Aragón	Indefinido	Mujeres	1697
201309	Septiembre 2013	29	Comunidad de Teruel	Indefinido	Hombres	5543
201309	Septiembre 2013	29	Comunidad de Teruel	Indefinido	Mujeres	4607
201309	Septiembre 2013	30	Maestrazgo	Indefinido	Hombres	131
201309	Septiembre 2013	30	Maestrazgo	Indefinido	Mujeres	102
201309	Septiembre 2013	31	Sierra de Albarracín	Indefinido	Hombres	176
201309	Septiembre 2013	31	Sierra de Albarracín	Indefinido	Mujeres	134
201309	Septiembre 2013	32	Gúdar-Javalambre	Indefinido	Hombres	643
201309	Septiembre 2013	32	Gúdar-Javalambre	Indefinido	Mujeres	440
201309	Septiembre 2013	33	Matarraña / Matarranya	Indefinido	Hombres	460
201309	Septiembre 2013	33	Matarraña / Matarranya	Indefinido	Mujeres	357
201312	Diciembre 2013	01	La Jacetania	Indefinido	Hombres	1130
201312	Diciembre 2013	01	La Jacetania	Indefinido	Mujeres	1332
201312	Diciembre 2013	02	Alto Gállego	Indefinido	Hombres	1528
201312	Diciembre 2013	02	Alto Gállego	Indefinido	Mujeres	1129
201312	Diciembre 2013	03	Sobrarbe	Indefinido	Hombres	360
201312	Diciembre 2013	03	Sobrarbe	Indefinido	Mujeres	398
201312	Diciembre 2013	04	La Ribagorza	Indefinido	Hombres	794
201312	Diciembre 2013	04	La Ribagorza	Indefinido	Mujeres	845
201312	Diciembre 2013	05	Cinco Villas	Indefinido	Hombres	2462
201312	Diciembre 2013	05	Cinco Villas	Indefinido	Mujeres	2050
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	6934
201312	Diciembre 2013	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7375
201312	Diciembre 2013	07	Somontano de Barbastro	Indefinido	Hombres	1861
201312	Diciembre 2013	07	Somontano de Barbastro	Indefinido	Mujeres	1612
201312	Diciembre 2013	08	Cinca Medio	Indefinido	Hombres	2355
201312	Diciembre 2013	08	Cinca Medio	Indefinido	Mujeres	1468
201312	Diciembre 2013	09	La Litera / La Llitera	Indefinido	Hombres	2062
201312	Diciembre 2013	09	La Litera / La Llitera	Indefinido	Mujeres	1218
201312	Diciembre 2013	10	Los Monegros	Indefinido	Hombres	1248
201312	Diciembre 2013	10	Los Monegros	Indefinido	Mujeres	769
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2353
201312	Diciembre 2013	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1905
201312	Diciembre 2013	12	Tarazona y el Moncayo	Indefinido	Hombres	869
201312	Diciembre 2013	12	Tarazona y el Moncayo	Indefinido	Mujeres	729
201312	Diciembre 2013	13	Campo de Borja	Indefinido	Hombres	894
201312	Diciembre 2013	13	Campo de Borja	Indefinido	Mujeres	1128
201312	Diciembre 2013	14	Aranda	Indefinido	Hombres	450
201312	Diciembre 2013	14	Aranda	Indefinido	Mujeres	290
201312	Diciembre 2013	15	Ribera Alta del Ebro	Indefinido	Hombres	9206
201312	Diciembre 2013	15	Ribera Alta del Ebro	Indefinido	Mujeres	2543
201312	Diciembre 2013	16	Valdejalón	Indefinido	Hombres	4139
201312	Diciembre 2013	16	Valdejalón	Indefinido	Mujeres	2425
201312	Diciembre 2013	17	Central	Indefinido	Hombres	76883
201312	Diciembre 2013	17	Central	Indefinido	Mujeres	79765
201312	Diciembre 2013	18	Ribera Baja del Ebro	Indefinido	Hombres	1078
201312	Diciembre 2013	18	Ribera Baja del Ebro	Indefinido	Mujeres	791
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	693
201312	Diciembre 2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	926
201312	Diciembre 2013	20	Comunidad de Calatayud	Indefinido	Hombres	1800
201312	Diciembre 2013	20	Comunidad de Calatayud	Indefinido	Mujeres	1613
201312	Diciembre 2013	21	Campo de Cariñena	Indefinido	Hombres	1307
201312	Diciembre 2013	21	Campo de Cariñena	Indefinido	Mujeres	577
201312	Diciembre 2013	22	Campo de Belchite	Indefinido	Hombres	234
201312	Diciembre 2013	22	Campo de Belchite	Indefinido	Mujeres	216
201312	Diciembre 2013	23	Bajo Martín	Indefinido	Hombres	688
201312	Diciembre 2013	23	Bajo Martín	Indefinido	Mujeres	286
201312	Diciembre 2013	24	Campo de Daroca	Indefinido	Hombres	490
201312	Diciembre 2013	24	Campo de Daroca	Indefinido	Mujeres	249
201312	Diciembre 2013	25	Jiloca	Indefinido	Hombres	716
201312	Diciembre 2013	25	Jiloca	Indefinido	Mujeres	606
201312	Diciembre 2013	26	Cuencas Mineras	Indefinido	Hombres	687
201312	Diciembre 2013	26	Cuencas Mineras	Indefinido	Mujeres	429
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	Indefinido	Hombres	809
201312	Diciembre 2013	27	Andorra-Sierra de Arcos	Indefinido	Mujeres	509
201312	Diciembre 2013	28	Bajo Aragón	Indefinido	Hombres	1960
201312	Diciembre 2013	28	Bajo Aragón	Indefinido	Mujeres	1704
201312	Diciembre 2013	29	Comunidad de Teruel	Indefinido	Hombres	5320
201312	Diciembre 2013	29	Comunidad de Teruel	Indefinido	Mujeres	4565
201312	Diciembre 2013	30	Maestrazgo	Indefinido	Hombres	133
201312	Diciembre 2013	30	Maestrazgo	Indefinido	Mujeres	102
201312	Diciembre 2013	31	Sierra de Albarracín	Indefinido	Hombres	170
201312	Diciembre 2013	31	Sierra de Albarracín	Indefinido	Mujeres	131
201312	Diciembre 2013	32	Gúdar-Javalambre	Indefinido	Hombres	630
201312	Diciembre 2013	32	Gúdar-Javalambre	Indefinido	Mujeres	424
201312	Diciembre 2013	33	Matarraña / Matarranya	Indefinido	Hombres	459
201312	Diciembre 2013	33	Matarraña / Matarranya	Indefinido	Mujeres	355
201403	Marzo 2014	01	La Jacetania	Indefinido	Hombres	1081
201403	Marzo 2014	01	La Jacetania	Indefinido	Mujeres	1306
201403	Marzo 2014	02	Alto Gállego	Indefinido	Hombres	1497
201403	Marzo 2014	02	Alto Gállego	Indefinido	Mujeres	1108
201403	Marzo 2014	03	Sobrarbe	Indefinido	Hombres	393
201403	Marzo 2014	03	Sobrarbe	Indefinido	Mujeres	404
201403	Marzo 2014	04	La Ribagorza	Indefinido	Hombres	791
201403	Marzo 2014	04	La Ribagorza	Indefinido	Mujeres	854
201403	Marzo 2014	05	Cinco Villas	Indefinido	Hombres	2472
201403	Marzo 2014	05	Cinco Villas	Indefinido	Mujeres	2043
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	Indefinido	Hombres	7031
201403	Marzo 2014	06	Hoya de Huesca / Plana de Uesca	Indefinido	Mujeres	7422
201403	Marzo 2014	07	Somontano de Barbastro	Indefinido	Hombres	1878
201403	Marzo 2014	07	Somontano de Barbastro	Indefinido	Mujeres	1586
201403	Marzo 2014	08	Cinca Medio	Indefinido	Hombres	2356
201403	Marzo 2014	08	Cinca Medio	Indefinido	Mujeres	1445
201403	Marzo 2014	09	La Litera / La Llitera	Indefinido	Hombres	2108
201403	Marzo 2014	09	La Litera / La Llitera	Indefinido	Mujeres	1227
201403	Marzo 2014	10	Los Monegros	Indefinido	Hombres	1251
201403	Marzo 2014	10	Los Monegros	Indefinido	Mujeres	771
201403	Marzo 2014	11	Bajo Cinca / Baix Cinca	Indefinido	Hombres	2378
201403	Marzo 2014	11	Bajo Cinca / Baix Cinca	Indefinido	Mujeres	1903
201403	Marzo 2014	12	Tarazona y el Moncayo	Indefinido	Hombres	860
201403	Marzo 2014	12	Tarazona y el Moncayo	Indefinido	Mujeres	731
201403	Marzo 2014	13	Campo de Borja	Indefinido	Hombres	897
201403	Marzo 2014	13	Campo de Borja	Indefinido	Mujeres	1143
201403	Marzo 2014	14	Aranda	Indefinido	Hombres	419
201403	Marzo 2014	14	Aranda	Indefinido	Mujeres	267
201403	Marzo 2014	15	Ribera Alta del Ebro	Indefinido	Hombres	9141
201403	Marzo 2014	15	Ribera Alta del Ebro	Indefinido	Mujeres	2519
201403	Marzo 2014	16	Valdejalón	Indefinido	Hombres	4146
201403	Marzo 2014	16	Valdejalón	Indefinido	Mujeres	2423
201403	Marzo 2014	17	Central	Indefinido	Hombres	76776
201403	Marzo 2014	17	Central	Indefinido	Mujeres	79858
201403	Marzo 2014	18	Ribera Baja del Ebro	Indefinido	Hombres	1063
201403	Marzo 2014	18	Ribera Baja del Ebro	Indefinido	Mujeres	791
201403	Marzo 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Hombres	763
201403	Marzo 2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Indefinido	Mujeres	963
201403	Marzo 2014	20	Comunidad de Calatayud	Indefinido	Hombres	1832
201403	Marzo 2014	20	Comunidad de Calatayud	Indefinido	Mujeres	1700
201403	Marzo 2014	21	Campo de Cariñena	Indefinido	Hombres	1311
201403	Marzo 2014	21	Campo de Cariñena	Indefinido	Mujeres	605
201403	Marzo 2014	22	Campo de Belchite	Indefinido	Hombres	233
201403	Marzo 2014	22	Campo de Belchite	Indefinido	Mujeres	219
