Mes y año	'Aragón'	Edad (grupos quinquenales)	Sexo	Nº parados
Mayo 2018	Aragón	16-19	Hombres	64
Mayo 2018	Aragón	16-19	Mujeres	74
Mayo 2018	Aragón	20-24	Hombres	190
Mayo 2018	Aragón	20-24	Mujeres	311
Mayo 2018	Aragón	25-29	Hombres	287
Mayo 2018	Aragón	25-29	Mujeres	575
Mayo 2018	Aragón	30-34	Hombres	362
Mayo 2018	Aragón	30-34	Mujeres	1043
Mayo 2018	Aragón	35-39	Hombres	484
Mayo 2018	Aragón	35-39	Mujeres	1400
Mayo 2018	Aragón	40-44	Hombres	627
Mayo 2018	Aragón	40-44	Mujeres	1684
Mayo 2018	Aragón	45-49	Hombres	947
Mayo 2018	Aragón	45-49	Mujeres	1879
Mayo 2018	Aragón	50-54	Hombres	1305
Mayo 2018	Aragón	50-54	Mujeres	2150
Mayo 2018	Aragón	55-59	Hombres	1985
Mayo 2018	Aragón	55-59	Mujeres	3115
Mayo 2018	Aragón	60-64	Hombres	1790
Mayo 2018	Aragón	60-64	Mujeres	3260
Abril 2018	Aragón	16-19	Hombres	66
Abril 2018	Aragón	16-19	Mujeres	77
Abril 2018	Aragón	20-24	Hombres	198
Abril 2018	Aragón	20-24	Mujeres	318
Abril 2018	Aragón	25-29	Hombres	281
Abril 2018	Aragón	25-29	Mujeres	587
Abril 2018	Aragón	30-34	Hombres	393
Abril 2018	Aragón	30-34	Mujeres	1060
Abril 2018	Aragón	35-39	Hombres	510
Abril 2018	Aragón	35-39	Mujeres	1448
Abril 2018	Aragón	40-44	Hombres	642
Abril 2018	Aragón	40-44	Mujeres	1716
Abril 2018	Aragón	45-49	Hombres	983
Abril 2018	Aragón	45-49	Mujeres	1912
Abril 2018	Aragón	50-54	Hombres	1314
Abril 2018	Aragón	50-54	Mujeres	2157
Abril 2018	Aragón	55-59	Hombres	2055
Abril 2018	Aragón	55-59	Mujeres	3145
Abril 2018	Aragón	60-64	Hombres	1766
Abril 2018	Aragón	60-64	Mujeres	3269
Marzo 2018	Aragón	16-19	Hombres	66
Marzo 2018	Aragón	16-19	Mujeres	67
Marzo 2018	Aragón	20-24	Hombres	190
Marzo 2018	Aragón	20-24	Mujeres	331
Marzo 2018	Aragón	25-29	Hombres	290
Marzo 2018	Aragón	25-29	Mujeres	600
Marzo 2018	Aragón	30-34	Hombres	393
Marzo 2018	Aragón	30-34	Mujeres	1067
Marzo 2018	Aragón	35-39	Hombres	529
Marzo 2018	Aragón	35-39	Mujeres	1499
Marzo 2018	Aragón	40-44	Hombres	668
Marzo 2018	Aragón	40-44	Mujeres	1780
Marzo 2018	Aragón	45-49	Hombres	1018
Marzo 2018	Aragón	45-49	Mujeres	1951
Marzo 2018	Aragón	50-54	Hombres	1339
Marzo 2018	Aragón	50-54	Mujeres	2206
Marzo 2018	Aragón	55-59	Hombres	2095
Marzo 2018	Aragón	55-59	Mujeres	3180
Marzo 2018	Aragón	60-64	Hombres	1771
Marzo 2018	Aragón	60-64	Mujeres	3247
Febrero 2018	Aragón	16-19	Hombres	66
Febrero 2018	Aragón	16-19	Mujeres	69
Febrero 2018	Aragón	20-24	Hombres	190
Febrero 2018	Aragón	20-24	Mujeres	323
Febrero 2018	Aragón	25-29	Hombres	291
Febrero 2018	Aragón	25-29	Mujeres	607
Febrero 2018	Aragón	30-34	Hombres	400
Febrero 2018	Aragón	30-34	Mujeres	1070
Febrero 2018	Aragón	35-39	Hombres	521
Febrero 2018	Aragón	35-39	Mujeres	1526
Febrero 2018	Aragón	40-44	Hombres	694
Febrero 2018	Aragón	40-44	Mujeres	1811
Febrero 2018	Aragón	45-49	Hombres	1052
Febrero 2018	Aragón	45-49	Mujeres	1973
Febrero 2018	Aragón	50-54	Hombres	1349
Febrero 2018	Aragón	50-54	Mujeres	2216
Febrero 2018	Aragón	55-59	Hombres	2095
Febrero 2018	Aragón	55-59	Mujeres	3207
Febrero 2018	Aragón	60-64	Hombres	1767
Febrero 2018	Aragón	60-64	Mujeres	3224
Enero 2018	Aragón	16-19	Hombres	69
Enero 2018	Aragón	16-19	Mujeres	70
Enero 2018	Aragón	20-24	Hombres	214
Enero 2018	Aragón	20-24	Mujeres	330
Enero 2018	Aragón	25-29	Hombres	310
Enero 2018	Aragón	25-29	Mujeres	604
Enero 2018	Aragón	30-34	Hombres	418
Enero 2018	Aragón	30-34	Mujeres	1097
Enero 2018	Aragón	35-39	Hombres	549
Enero 2018	Aragón	35-39	Mujeres	1594
Enero 2018	Aragón	40-44	Hombres	708
Enero 2018	Aragón	40-44	Mujeres	1839
Enero 2018	Aragón	45-49	Hombres	1106
Enero 2018	Aragón	45-49	Mujeres	2030
Enero 2018	Aragón	50-54	Hombres	1396
Enero 2018	Aragón	50-54	Mujeres	2304
Enero 2018	Aragón	55-59	Hombres	2165
Enero 2018	Aragón	55-59	Mujeres	3275
Enero 2018	Aragón	60-64	Hombres	1789
Enero 2018	Aragón	60-64	Mujeres	3209
Diciembre 2017	Aragón	16-19	Hombres	66
Diciembre 2017	Aragón	16-19	Mujeres	72
Diciembre 2017	Aragón	20-24	Hombres	207
Diciembre 2017	Aragón	20-24	Mujeres	337
Diciembre 2017	Aragón	25-29	Hombres	328
Diciembre 2017	Aragón	25-29	Mujeres	612
Diciembre 2017	Aragón	30-34	Hombres	423
Diciembre 2017	Aragón	30-34	Mujeres	1121
Diciembre 2017	Aragón	35-39	Hombres	575
Diciembre 2017	Aragón	35-39	Mujeres	1618
Diciembre 2017	Aragón	40-44	Hombres	757
Diciembre 2017	Aragón	40-44	Mujeres	1848
Diciembre 2017	Aragón	45-49	Hombres	1143
Diciembre 2017	Aragón	45-49	Mujeres	2078
Diciembre 2017	Aragón	50-54	Hombres	1431
Diciembre 2017	Aragón	50-54	Mujeres	2321
Diciembre 2017	Aragón	55-59	Hombres	2189
Diciembre 2017	Aragón	55-59	Mujeres	3272
Diciembre 2017	Aragón	60-64	Hombres	1768
Diciembre 2017	Aragón	60-64	Mujeres	3213
Noviembre 2017	Aragón	16-19	Hombres	68
Noviembre 2017	Aragón	16-19	Mujeres	74
Noviembre 2017	Aragón	20-24	Hombres	207
Noviembre 2017	Aragón	20-24	Mujeres	348
Noviembre 2017	Aragón	25-29	Hombres	326
Noviembre 2017	Aragón	25-29	Mujeres	617
Noviembre 2017	Aragón	30-34	Hombres	414
Noviembre 2017	Aragón	30-34	Mujeres	1127
Noviembre 2017	Aragón	35-39	Hombres	584
Noviembre 2017	Aragón	35-39	Mujeres	1638
Noviembre 2017	Aragón	40-44	Hombres	770
Noviembre 2017	Aragón	40-44	Mujeres	1873
Noviembre 2017	Aragón	45-49	Hombres	1139
Noviembre 2017	Aragón	45-49	Mujeres	2102
Noviembre 2017	Aragón	50-54	Hombres	1464
Noviembre 2017	Aragón	50-54	Mujeres	2331
Noviembre 2017	Aragón	55-59	Hombres	2207
Noviembre 2017	Aragón	55-59	Mujeres	3313
Noviembre 2017	Aragón	60-64	Hombres	1786
Noviembre 2017	Aragón	60-64	Mujeres	3204
Octubre 2017	Aragón	16-19	Hombres	66
Octubre 2017	Aragón	16-19	Mujeres	70
Octubre 2017	Aragón	20-24	Hombres	216
Octubre 2017	Aragón	20-24	Mujeres	359
Octubre 2017	Aragón	25-29	Hombres	339
Octubre 2017	Aragón	25-29	Mujeres	627
Octubre 2017	Aragón	30-34	Hombres	430
Octubre 2017	Aragón	30-34	Mujeres	1135
Octubre 2017	Aragón	35-39	Hombres	595
Octubre 2017	Aragón	35-39	Mujeres	1652
Octubre 2017	Aragón	40-44	Hombres	793
Octubre 2017	Aragón	40-44	Mujeres	1922
Octubre 2017	Aragón	45-49	Hombres	1193
Octubre 2017	Aragón	45-49	Mujeres	2170
Octubre 2017	Aragón	50-54	Hombres	1511
Octubre 2017	Aragón	50-54	Mujeres	2347
Octubre 2017	Aragón	55-59	Hombres	2261
Octubre 2017	Aragón	55-59	Mujeres	3361
Octubre 2017	Aragón	60-64	Hombres	1836
Octubre 2017	Aragón	60-64	Mujeres	3188
Septiembre 2017	Aragón	16-19	Hombres	70
Septiembre 2017	Aragón	16-19	Mujeres	72
Septiembre 2017	Aragón	20-24	Hombres	216
Septiembre 2017	Aragón	20-24	Mujeres	364
Septiembre 2017	Aragón	25-29	Hombres	345
Septiembre 2017	Aragón	25-29	Mujeres	650
Septiembre 2017	Aragón	30-34	Hombres	447
Septiembre 2017	Aragón	30-34	Mujeres	1162
Septiembre 2017	Aragón	35-39	Hombres	591
Septiembre 2017	Aragón	35-39	Mujeres	1701
Septiembre 2017	Aragón	40-44	Hombres	804
Septiembre 2017	Aragón	40-44	Mujeres	1964
Septiembre 2017	Aragón	45-49	Hombres	1194
Septiembre 2017	Aragón	45-49	Mujeres	2217
Septiembre 2017	Aragón	50-54	Hombres	1562
Septiembre 2017	Aragón	50-54	Mujeres	2404
Septiembre 2017	Aragón	55-59	Hombres	2324
Septiembre 2017	Aragón	55-59	Mujeres	3379
Septiembre 2017	Aragón	60-64	Hombres	1820
Septiembre 2017	Aragón	60-64	Mujeres	3174
Agosto 2017	Aragón	16-19	Hombres	68
Agosto 2017	Aragón	16-19	Mujeres	74
Agosto 2017	Aragón	20-24	Hombres	221
Agosto 2017	Aragón	20-24	Mujeres	360
Agosto 2017	Aragón	25-29	Hombres	338
Agosto 2017	Aragón	25-29	Mujeres	661
Agosto 2017	Aragón	30-34	Hombres	460
Agosto 2017	Aragón	30-34	Mujeres	1192
Agosto 2017	Aragón	35-39	Hombres	608
Agosto 2017	Aragón	35-39	Mujeres	1698
Agosto 2017	Aragón	40-44	Hombres	809
Agosto 2017	Aragón	40-44	Mujeres	1972
Agosto 2017	Aragón	45-49	Hombres	1229
Agosto 2017	Aragón	45-49	Mujeres	2229
Agosto 2017	Aragón	50-54	Hombres	1593
Agosto 2017	Aragón	50-54	Mujeres	2382
Agosto 2017	Aragón	55-59	Hombres	2374
Agosto 2017	Aragón	55-59	Mujeres	3424
Agosto 2017	Aragón	60-64	Hombres	1817
Agosto 2017	Aragón	60-64	Mujeres	3140
Julio 2017	Aragón	16-19	Hombres	60
Julio 2017	Aragón	16-19	Mujeres	76
Julio 2017	Aragón	20-24	Hombres	231
Julio 2017	Aragón	20-24	Mujeres	364
Julio 2017	Aragón	25-29	Hombres	346
Julio 2017	Aragón	25-29	Mujeres	687
Julio 2017	Aragón	30-34	Hombres	470
Julio 2017	Aragón	30-34	Mujeres	1215
Julio 2017	Aragón	35-39	Hombres	639
Julio 2017	Aragón	35-39	Mujeres	1724
Julio 2017	Aragón	40-44	Hombres	811
Julio 2017	Aragón	40-44	Mujeres	1988
Julio 2017	Aragón	45-49	Hombres	1258
Julio 2017	Aragón	45-49	Mujeres	2224
Julio 2017	Aragón	50-54	Hombres	1628
Julio 2017	Aragón	50-54	Mujeres	2425
Julio 2017	Aragón	55-59	Hombres	2400
Julio 2017	Aragón	55-59	Mujeres	3452
Julio 2017	Aragón	60-64	Hombres	1822
Julio 2017	Aragón	60-64	Mujeres	3117
Junio 2017	Aragón	16-19	Hombres	57
Junio 2017	Aragón	16-19	Mujeres	77
Junio 2017	Aragón	20-24	Hombres	219
Junio 2017	Aragón	20-24	Mujeres	377
Junio 2017	Aragón	25-29	Hombres	353
Junio 2017	Aragón	25-29	Mujeres	685
Junio 2017	Aragón	30-34	Hombres	469
Junio 2017	Aragón	30-34	Mujeres	1225
Junio 2017	Aragón	35-39	Hombres	652
Junio 2017	Aragón	35-39	Mujeres	1707
Junio 2017	Aragón	40-44	Hombres	814
Junio 2017	Aragón	40-44	Mujeres	1991
Junio 2017	Aragón	45-49	Hombres	1257
Junio 2017	Aragón	45-49	Mujeres	2253
Junio 2017	Aragón	50-54	Hombres	1631
Junio 2017	Aragón	50-54	Mujeres	2461
Junio 2017	Aragón	55-59	Hombres	2457
Junio 2017	Aragón	55-59	Mujeres	3495
Junio 2017	Aragón	60-64	Hombres	1830
Junio 2017	Aragón	60-64	Mujeres	3127
Mayo 2017	Aragón	16-19	Hombres	58
Mayo 2017	Aragón	16-19	Mujeres	70
Mayo 2017	Aragón	20-24	Hombres	242
Mayo 2017	Aragón	20-24	Mujeres	380
Mayo 2017	Aragón	25-29	Hombres	374
Mayo 2017	Aragón	25-29	Mujeres	696
Mayo 2017	Aragón	30-34	Hombres	496
Mayo 2017	Aragón	30-34	Mujeres	1260
Mayo 2017	Aragón	35-39	Hombres	679
Mayo 2017	Aragón	35-39	Mujeres	1758
Mayo 2017	Aragón	40-44	Hombres	840
Mayo 2017	Aragón	40-44	Mujeres	2011
Mayo 2017	Aragón	45-49	Hombres	1305
Mayo 2017	Aragón	45-49	Mujeres	2283
Mayo 2017	Aragón	50-54	Hombres	1646
Mayo 2017	Aragón	50-54	Mujeres	2508
Mayo 2017	Aragón	55-59	Hombres	2487
Mayo 2017	Aragón	55-59	Mujeres	3523
Mayo 2017	Aragón	60-64	Hombres	1859
Mayo 2017	Aragón	60-64	Mujeres	3112
Abril 2017	Aragón	16-19	Hombres	71
Abril 2017	Aragón	16-19	Mujeres	78
Abril 2017	Aragón	20-24	Hombres	250
Abril 2017	Aragón	20-24	Mujeres	378
Abril 2017	Aragón	25-29	Hombres	405
Abril 2017	Aragón	25-29	Mujeres	744
Abril 2017	Aragón	30-34	Hombres	516
Abril 2017	Aragón	30-34	Mujeres	1270
Abril 2017	Aragón	35-39	Hombres	715
Abril 2017	Aragón	35-39	Mujeres	1809
Abril 2017	Aragón	40-44	Hombres	896
Abril 2017	Aragón	40-44	Mujeres	2068
Abril 2017	Aragón	45-49	Hombres	1372
Abril 2017	Aragón	45-49	Mujeres	2377
Abril 2017	Aragón	50-54	Hombres	1721
Abril 2017	Aragón	50-54	Mujeres	2556
Abril 2017	Aragón	55-59	Hombres	2582
Abril 2017	Aragón	55-59	Mujeres	3568
Abril 2017	Aragón	60-64	Hombres	1857
Abril 2017	Aragón	60-64	Mujeres	3146
Marzo 2017	Aragón	16-19	Hombres	69
Marzo 2017	Aragón	16-19	Mujeres	66
Marzo 2017	Aragón	20-24	Hombres	258
Marzo 2017	Aragón	20-24	Mujeres	382
Marzo 2017	Aragón	25-29	Hombres	415
Marzo 2017	Aragón	25-29	Mujeres	774
Marzo 2017	Aragón	30-34	Hombres	545
Marzo 2017	Aragón	30-34	Mujeres	1289
Marzo 2017	Aragón	35-39	Hombres	744
Marzo 2017	Aragón	35-39	Mujeres	1838
Marzo 2017	Aragón	40-44	Hombres	922
Marzo 2017	Aragón	40-44	Mujeres	2116
Marzo 2017	Aragón	45-49	Hombres	1391
Marzo 2017	Aragón	45-49	Mujeres	2421
Marzo 2017	Aragón	50-54	Hombres	1795
Marzo 2017	Aragón	50-54	Mujeres	2596
Marzo 2017	Aragón	55-59	Hombres	2645
Marzo 2017	Aragón	55-59	Mujeres	3628
Marzo 2017	Aragón	60-64	Hombres	1860
Marzo 2017	Aragón	60-64	Mujeres	3145
Febrero 2017	Aragón	16-19	Hombres	74
Febrero 2017	Aragón	16-19	Mujeres	69
Febrero 2017	Aragón	20-24	Hombres	273
Febrero 2017	Aragón	20-24	Mujeres	390
Febrero 2017	Aragón	25-29	Hombres	416
Febrero 2017	Aragón	25-29	Mujeres	804
Febrero 2017	Aragón	30-34	Hombres	569
Febrero 2017	Aragón	30-34	Mujeres	1325
Febrero 2017	Aragón	35-39	Hombres	779
Febrero 2017	Aragón	35-39	Mujeres	1874
Febrero 2017	Aragón	40-44	Hombres	981
Febrero 2017	Aragón	40-44	Mujeres	2172
Febrero 2017	Aragón	45-49	Hombres	1448
Febrero 2017	Aragón	45-49	Mujeres	2501
Febrero 2017	Aragón	50-54	Hombres	1845
Febrero 2017	Aragón	50-54	Mujeres	2626
Febrero 2017	Aragón	55-59	Hombres	2666
Febrero 2017	Aragón	55-59	Mujeres	3655
Febrero 2017	Aragón	60-64	Hombres	1891
Febrero 2017	Aragón	60-64	Mujeres	3130
Enero 2017	Aragón	16-19	Hombres	74
Enero 2017	Aragón	16-19	Mujeres	68
Enero 2017	Aragón	20-24	Hombres	283
Enero 2017	Aragón	20-24	Mujeres	406
Enero 2017	Aragón	25-29	Hombres	436
Enero 2017	Aragón	25-29	Mujeres	813
Enero 2017	Aragón	30-34	Hombres	578
Enero 2017	Aragón	30-34	Mujeres	1400
Enero 2017	Aragón	35-39	Hombres	809
Enero 2017	Aragón	35-39	Mujeres	1930
Enero 2017	Aragón	40-44	Hombres	1036
Enero 2017	Aragón	40-44	Mujeres	2278
Enero 2017	Aragón	45-49	Hombres	1501
Enero 2017	Aragón	45-49	Mujeres	2582
Enero 2017	Aragón	50-54	Hombres	1933
Enero 2017	Aragón	50-54	Mujeres	2694
Enero 2017	Aragón	55-59	Hombres	2738
Enero 2017	Aragón	55-59	Mujeres	3694
Enero 2017	Aragón	60-64	Hombres	1928
Enero 2017	Aragón	60-64	Mujeres	3160
Diciembre 2016	Aragón	16-19	Hombres	67
Diciembre 2016	Aragón	16-19	Mujeres	67
Diciembre 2016	Aragón	20-24	Hombres	292
Diciembre 2016	Aragón	20-24	Mujeres	405
Diciembre 2016	Aragón	25-29	Hombres	449
Diciembre 2016	Aragón	25-29	Mujeres	828
Diciembre 2016	Aragón	30-34	Hombres	593
Diciembre 2016	Aragón	30-34	Mujeres	1391
Diciembre 2016	Aragón	35-39	Hombres	841
Diciembre 2016	Aragón	35-39	Mujeres	1984
Diciembre 2016	Aragón	40-44	Hombres	1065
Diciembre 2016	Aragón	40-44	Mujeres	2252
Diciembre 2016	Aragón	45-49	Hombres	1506
Diciembre 2016	Aragón	45-49	Mujeres	2594
Diciembre 2016	Aragón	50-54	Hombres	1966
Diciembre 2016	Aragón	50-54	Mujeres	2684
Diciembre 2016	Aragón	55-59	Hombres	2739
Diciembre 2016	Aragón	55-59	Mujeres	3695
Diciembre 2016	Aragón	60-64	Hombres	1909
Diciembre 2016	Aragón	60-64	Mujeres	3116
Noviembre 2016	Aragón	16-19	Hombres	90
Noviembre 2016	Aragón	16-19	Mujeres	77
Noviembre 2016	Aragón	20-24	Hombres	312
Noviembre 2016	Aragón	20-24	Mujeres	413
Noviembre 2016	Aragón	25-29	Hombres	461
Noviembre 2016	Aragón	25-29	Mujeres	862
Noviembre 2016	Aragón	30-34	Hombres	610
Noviembre 2016	Aragón	30-34	Mujeres	1455
Noviembre 2016	Aragón	35-39	Hombres	850
Noviembre 2016	Aragón	35-39	Mujeres	2043
Noviembre 2016	Aragón	40-44	Hombres	1079
Noviembre 2016	Aragón	40-44	Mujeres	2318
Noviembre 2016	Aragón	45-49	Hombres	1551
Noviembre 2016	Aragón	45-49	Mujeres	2619
Noviembre 2016	Aragón	50-54	Hombres	1984
Noviembre 2016	Aragón	50-54	Mujeres	2721
Noviembre 2016	Aragón	55-59	Hombres	2762
Noviembre 2016	Aragón	55-59	Mujeres	3738
Noviembre 2016	Aragón	60-64	Hombres	1929
Noviembre 2016	Aragón	60-64	Mujeres	3124
Octubre 2016	Aragón	16-19	Hombres	87
Octubre 2016	Aragón	16-19	Mujeres	75
Octubre 2016	Aragón	20-24	Hombres	312
Octubre 2016	Aragón	20-24	Mujeres	403
Octubre 2016	Aragón	25-29	Hombres	464
Octubre 2016	Aragón	25-29	Mujeres	877
Octubre 2016	Aragón	30-34	Hombres	622
Octubre 2016	Aragón	30-34	Mujeres	1473
Octubre 2016	Aragón	35-39	Hombres	866
Octubre 2016	Aragón	35-39	Mujeres	2105
Octubre 2016	Aragón	40-44	Hombres	1107
Octubre 2016	Aragón	40-44	Mujeres	2344
Octubre 2016	Aragón	45-49	Hombres	1621
Octubre 2016	Aragón	45-49	Mujeres	2621
Octubre 2016	Aragón	50-54	Hombres	2011
Octubre 2016	Aragón	50-54	Mujeres	2760
Octubre 2016	Aragón	55-59	Hombres	2750
Octubre 2016	Aragón	55-59	Mujeres	3769
Octubre 2016	Aragón	60-64	Hombres	1929
Octubre 2016	Aragón	60-64	Mujeres	3095
Septiembre 2016	Aragón	16-19	Hombres	95
Septiembre 2016	Aragón	16-19	Mujeres	85
Septiembre 2016	Aragón	20-24	Hombres	305
Septiembre 2016	Aragón	20-24	Mujeres	412
Septiembre 2016	Aragón	25-29	Hombres	504
Septiembre 2016	Aragón	25-29	Mujeres	882
Septiembre 2016	Aragón	30-34	Hombres	631
Septiembre 2016	Aragón	30-34	Mujeres	1482
Septiembre 2016	Aragón	35-39	Hombres	898
Septiembre 2016	Aragón	35-39	Mujeres	2152
Septiembre 2016	Aragón	40-44	Hombres	1128
Septiembre 2016	Aragón	40-44	Mujeres	2359
Septiembre 2016	Aragón	45-49	Hombres	1672
Septiembre 2016	Aragón	45-49	Mujeres	2689
Septiembre 2016	Aragón	50-54	Hombres	2057
Septiembre 2016	Aragón	50-54	Mujeres	2814
Septiembre 2016	Aragón	55-59	Hombres	2788
Septiembre 2016	Aragón	55-59	Mujeres	3782
Septiembre 2016	Aragón	60-64	Hombres	1944
Septiembre 2016	Aragón	60-64	Mujeres	3058
Agosto 2016	Aragón	16-19	Hombres	91
Agosto 2016	Aragón	16-19	Mujeres	87
Agosto 2016	Aragón	20-24	Hombres	330
Agosto 2016	Aragón	20-24	Mujeres	423
Agosto 2016	Aragón	25-29	Hombres	521
Agosto 2016	Aragón	25-29	Mujeres	898
Agosto 2016	Aragón	30-34	Hombres	640
Agosto 2016	Aragón	30-34	Mujeres	1459
Agosto 2016	Aragón	35-39	Hombres	944
Agosto 2016	Aragón	35-39	Mujeres	2149
Agosto 2016	Aragón	40-44	Hombres	1175
Agosto 2016	Aragón	40-44	Mujeres	2407
Agosto 2016	Aragón	45-49	Hombres	1712
Agosto 2016	Aragón	45-49	Mujeres	2702
Agosto 2016	Aragón	50-54	Hombres	2077
Agosto 2016	Aragón	50-54	Mujeres	2839
Agosto 2016	Aragón	55-59	Hombres	2813
Agosto 2016	Aragón	55-59	Mujeres	3797
Agosto 2016	Aragón	60-64	Hombres	1956
Agosto 2016	Aragón	60-64	Mujeres	3042
Julio 2016	Aragón	16-19	Hombres	91
Julio 2016	Aragón	16-19	Mujeres	93
Julio 2016	Aragón	20-24	Hombres	339
Julio 2016	Aragón	20-24	Mujeres	442
Julio 2016	Aragón	25-29	Hombres	531
Julio 2016	Aragón	25-29	Mujeres	922
Julio 2016	Aragón	30-34	Hombres	665
Julio 2016	Aragón	30-34	Mujeres	1499
Julio 2016	Aragón	35-39	Hombres	982
Julio 2016	Aragón	35-39	Mujeres	2217
Julio 2016	Aragón	40-44	Hombres	1217
Julio 2016	Aragón	40-44	Mujeres	2459
Julio 2016	Aragón	45-49	Hombres	1731
Julio 2016	Aragón	45-49	Mujeres	2729
Julio 2016	Aragón	50-54	Hombres	2120
Julio 2016	Aragón	50-54	Mujeres	2858
Julio 2016	Aragón	55-59	Hombres	2863
Julio 2016	Aragón	55-59	Mujeres	3799
Julio 2016	Aragón	60-64	Hombres	1936
Julio 2016	Aragón	60-64	Mujeres	3045
Junio 2016	Aragón	16-19	Hombres	88
Junio 2016	Aragón	16-19	Mujeres	98
Junio 2016	Aragón	20-24	Hombres	350
Junio 2016	Aragón	20-24	Mujeres	444
Junio 2016	Aragón	25-29	Hombres	554
Junio 2016	Aragón	25-29	Mujeres	961
Junio 2016	Aragón	30-34	Hombres	693
Junio 2016	Aragón	30-34	Mujeres	1536
Junio 2016	Aragón	35-39	Hombres	1027
Junio 2016	Aragón	35-39	Mujeres	2223
Junio 2016	Aragón	40-44	Hombres	1257
Junio 2016	Aragón	40-44	Mujeres	2535
Junio 2016	Aragón	45-49	Hombres	1795
Junio 2016	Aragón	45-49	Mujeres	2754
Junio 2016	Aragón	50-54	Hombres	2161
Junio 2016	Aragón	50-54	Mujeres	2913
Junio 2016	Aragón	55-59	Hombres	2905
Junio 2016	Aragón	55-59	Mujeres	3825
Junio 2016	Aragón	60-64	Hombres	1923
Junio 2016	Aragón	60-64	Mujeres	3050
Mayo 2016	Aragón	16-19	Hombres	94
Mayo 2016	Aragón	16-19	Mujeres	100
Mayo 2016	Aragón	20-24	Hombres	360
Mayo 2016	Aragón	20-24	Mujeres	462
Mayo 2016	Aragón	25-29	Hombres	589
Mayo 2016	Aragón	25-29	Mujeres	1001
Mayo 2016	Aragón	30-34	Hombres	711
Mayo 2016	Aragón	30-34	Mujeres	1541
Mayo 2016	Aragón	35-39	Hombres	1080
Mayo 2016	Aragón	35-39	Mujeres	2297
Mayo 2016	Aragón	40-44	Hombres	1307
Mayo 2016	Aragón	40-44	Mujeres	2567
Mayo 2016	Aragón	45-49	Hombres	1881
Mayo 2016	Aragón	45-49	Mujeres	2822
Mayo 2016	Aragón	50-54	Hombres	2201
Mayo 2016	Aragón	50-54	Mujeres	2938
Mayo 2016	Aragón	55-59	Hombres	2965
Mayo 2016	Aragón	55-59	Mujeres	3867
Mayo 2016	Aragón	60-64	Hombres	1959
Mayo 2016	Aragón	60-64	Mujeres	3050
Abril 2016	Aragón	16-19	Hombres	91
Abril 2016	Aragón	16-19	Mujeres	101
Abril 2016	Aragón	20-24	Hombres	369
Abril 2016	Aragón	20-24	Mujeres	484
Abril 2016	Aragón	25-29	Hombres	615
Abril 2016	Aragón	25-29	Mujeres	1044
Abril 2016	Aragón	30-34	Hombres	717
Abril 2016	Aragón	30-34	Mujeres	1577
Abril 2016	Aragón	35-39	Hombres	1119
Abril 2016	Aragón	35-39	Mujeres	2372
Abril 2016	Aragón	40-44	Hombres	1380
Abril 2016	Aragón	40-44	Mujeres	2586
Abril 2016	Aragón	45-49	Hombres	1917
Abril 2016	Aragón	45-49	Mujeres	2893
Abril 2016	Aragón	50-54	Hombres	2277
Abril 2016	Aragón	50-54	Mujeres	2966
Abril 2016	Aragón	55-59	Hombres	3009
Abril 2016	Aragón	55-59	Mujeres	3897
Abril 2016	Aragón	60-64	Hombres	1981
Abril 2016	Aragón	60-64	Mujeres	3035
Marzo 2016	Aragón	16-19	Hombres	87
Marzo 2016	Aragón	16-19	Mujeres	104
Marzo 2016	Aragón	20-24	Hombres	377
Marzo 2016	Aragón	20-24	Mujeres	492
Marzo 2016	Aragón	25-29	Hombres	622
Marzo 2016	Aragón	25-29	Mujeres	1059
Marzo 2016	Aragón	30-34	Hombres	759
Marzo 2016	Aragón	30-34	Mujeres	1625
Marzo 2016	Aragón	35-39	Hombres	1166
Marzo 2016	Aragón	35-39	Mujeres	2431
Marzo 2016	Aragón	40-44	Hombres	1445
Marzo 2016	Aragón	40-44	Mujeres	2632
Marzo 2016	Aragón	45-49	Hombres	1987
Marzo 2016	Aragón	45-49	Mujeres	2932
Marzo 2016	Aragón	50-54	Hombres	2333
Marzo 2016	Aragón	50-54	Mujeres	2964
Marzo 2016	Aragón	55-59	Hombres	3066
Marzo 2016	Aragón	55-59	Mujeres	3919
Marzo 2016	Aragón	60-64	Hombres	2029
Marzo 2016	Aragón	60-64	Mujeres	3049
Febrero 2016	Aragón	16-19	Hombres	83
Febrero 2016	Aragón	16-19	Mujeres	102
Febrero 2016	Aragón	20-24	Hombres	373
Febrero 2016	Aragón	20-24	Mujeres	491
Febrero 2016	Aragón	25-29	Hombres	613
Febrero 2016	Aragón	25-29	Mujeres	1049
Febrero 2016	Aragón	30-34	Hombres	782
Febrero 2016	Aragón	30-34	Mujeres	1677
Febrero 2016	Aragón	35-39	Hombres	1195
Febrero 2016	Aragón	35-39	Mujeres	2512
Febrero 2016	Aragón	40-44	Hombres	1447
Febrero 2016	Aragón	40-44	Mujeres	2674
Febrero 2016	Aragón	45-49	Hombres	2043
Febrero 2016	Aragón	45-49	Mujeres	2936
Febrero 2016	Aragón	50-54	Hombres	2356
Febrero 2016	Aragón	50-54	Mujeres	2952
Febrero 2016	Aragón	55-59	Hombres	3124
Febrero 2016	Aragón	55-59	Mujeres	3926
Febrero 2016	Aragón	60-64	Hombres	2037
