Mes y año	Comarca código	Comarca nombre	Sexo	Afiliaciones en alta
Octubre 2020	22	Campo de Belchite	Mujeres	11
Octubre 2020	23	Bajo Martín	Mujeres	13
Octubre 2020	24	Campo de Daroca	Mujeres	13
Octubre 2020	25	Jiloca	Mujeres	42
Octubre 2020	26	Cuencas Mineras	Mujeres	22
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	25
Octubre 2020	28	Bajo Aragón	Mujeres	84
Octubre 2020	29	Comunidad de Teruel	Mujeres	150
Octubre 2020	30	Maestrazgo	Mujeres	11
Octubre 2020	31	Sierra de Albarracín	Mujeres	16
Octubre 2020	32	Gúdar-Javalambre	Mujeres	40
Octubre 2020	33	Matarraña / Matarranya	Mujeres	44
Octubre 2020	01	La Jacetania	Hombres	156
Octubre 2020	02	Alto Gállego	Hombres	105
Octubre 2020	03	Sobrarbe	Hombres	111
Octubre 2020	04	La Ribagorza	Hombres	127
Octubre 2020	05	Cinco Villas	Hombres	278
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	517
Octubre 2020	07	Somontano de Barbastro	Hombres	202
Octubre 2020	08	Cinca Medio	Hombres	179
Octubre 2020	09	La Litera / La Llitera	Hombres	190
Octubre 2020	10	Los Monegros	Hombres	251
Octubre 2020	11	Bajo Cinca / Baix Cinca	Hombres	239
Octubre 2020	12	Tarazona y el Moncayo	Hombres	74
Octubre 2020	13	Campo de Borja	Hombres	100
Octubre 2020	14	Aranda	Hombres	50
Octubre 2020	15	Ribera Alta del Ebro	Hombres	172
Octubre 2020	16	Valdejalón	Hombres	241
Octubre 2020	17	Central	Hombres	4423
Octubre 2020	18	Ribera Baja del Ebro	Hombres	66
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	146
Octubre 2020	20	Comunidad de Calatayud	Hombres	244
Octubre 2020	21	Campo de Cariñena	Hombres	78
Octubre 2020	22	Campo de Belchite	Hombres	34
Octubre 2020	23	Bajo Martín	Hombres	42
Octubre 2020	24	Campo de Daroca	Hombres	57
Octubre 2020	25	Jiloca	Hombres	135
Octubre 2020	26	Cuencas Mineras	Hombres	37
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	62
Octubre 2020	28	Bajo Aragón	Hombres	239
Octubre 2020	29	Comunidad de Teruel	Hombres	306
Octubre 2020	30	Maestrazgo	Hombres	43
Octubre 2020	31	Sierra de Albarracín	Hombres	30
Octubre 2020	32	Gúdar-Javalambre	Hombres	71
Octubre 2020	33	Matarraña / Matarranya	Hombres	103
Octubre 2020	01	La Jacetania	Mujeres	97
Octubre 2020	02	Alto Gállego	Mujeres	67
Octubre 2020	03	Sobrarbe	Mujeres	60
Octubre 2020	04	La Ribagorza	Mujeres	63
Octubre 2020	05	Cinco Villas	Mujeres	186
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	252
Octubre 2020	07	Somontano de Barbastro	Mujeres	92
Octubre 2020	08	Cinca Medio	Mujeres	114
Octubre 2020	09	La Litera / La Llitera	Mujeres	70
Octubre 2020	10	Los Monegros	Mujeres	85
Octubre 2020	11	Bajo Cinca / Baix Cinca	Mujeres	103
Octubre 2020	12	Tarazona y el Moncayo	Mujeres	55
Octubre 2020	13	Campo de Borja	Mujeres	54
Octubre 2020	14	Aranda	Mujeres	17
Octubre 2020	15	Ribera Alta del Ebro	Mujeres	85
Octubre 2020	16	Valdejalón	Mujeres	103
Octubre 2020	17	Central	Mujeres	2444
Octubre 2020	18	Ribera Baja del Ebro	Mujeres	29
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	74
Octubre 2020	20	Comunidad de Calatayud	Mujeres	100
Octubre 2020	21	Campo de Cariñena	Mujeres	34
Octubre 2020	22	Campo de Belchite	Mujeres	19
Octubre 2020	23	Bajo Martín	Mujeres	25
Octubre 2020	24	Campo de Daroca	Mujeres	22
Octubre 2020	25	Jiloca	Mujeres	44
Octubre 2020	26	Cuencas Mineras	Mujeres	20
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	27
Octubre 2020	28	Bajo Aragón	Mujeres	134
Octubre 2020	29	Comunidad de Teruel	Mujeres	157
Octubre 2020	30	Maestrazgo	Mujeres	15
Octubre 2020	31	Sierra de Albarracín	Mujeres	12
Octubre 2020	32	Gúdar-Javalambre	Mujeres	37
Octubre 2020	33	Matarraña / Matarranya	Mujeres	42
Octubre 2020	01	La Jacetania	Hombres	170
Octubre 2020	02	Alto Gállego	Hombres	109
Octubre 2020	03	Sobrarbe	Hombres	110
Octubre 2020	04	La Ribagorza	Hombres	143
Octubre 2020	05	Cinco Villas	Hombres	322
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	588
Octubre 2020	07	Somontano de Barbastro	Hombres	201
Octubre 2020	08	Cinca Medio	Hombres	188
Octubre 2020	09	La Litera / La Llitera	Hombres	202
Octubre 2020	10	Los Monegros	Hombres	226
Octubre 2020	11	Bajo Cinca / Baix Cinca	Hombres	267
Octubre 2020	12	Tarazona y el Moncayo	Hombres	121
Octubre 2020	13	Campo de Borja	Hombres	149
Octubre 2020	14	Aranda	Hombres	61
Octubre 2020	15	Ribera Alta del Ebro	Hombres	187
Octubre 2020	16	Valdejalón	Hombres	262
Octubre 2020	17	Central	Hombres	5110
Octubre 2020	18	Ribera Baja del Ebro	Hombres	65
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	165
Octubre 2020	20	Comunidad de Calatayud	Hombres	305
Octubre 2020	21	Campo de Cariñena	Hombres	97
Octubre 2020	22	Campo de Belchite	Hombres	42
Octubre 2020	23	Bajo Martín	Hombres	57
Octubre 2020	24	Campo de Daroca	Hombres	72
Octubre 2020	25	Jiloca	Hombres	136
Octubre 2020	26	Cuencas Mineras	Hombres	46
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	72
Octubre 2020	28	Bajo Aragón	Hombres	300
Octubre 2020	29	Comunidad de Teruel	Hombres	360
Octubre 2020	30	Maestrazgo	Hombres	43
Octubre 2020	31	Sierra de Albarracín	Hombres	55
Octubre 2020	32	Gúdar-Javalambre	Hombres	93
Octubre 2020	33	Matarraña / Matarranya	Hombres	116
Octubre 2020	01	La Jacetania	Mujeres	114
Octubre 2020	02	Alto Gállego	Mujeres	62
Octubre 2020	03	Sobrarbe	Mujeres	50
Octubre 2020	04	La Ribagorza	Mujeres	66
Octubre 2020	05	Cinco Villas	Mujeres	160
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	257
Octubre 2020	07	Somontano de Barbastro	Mujeres	106
Octubre 2020	08	Cinca Medio	Mujeres	139
Octubre 2020	09	La Litera / La Llitera	Mujeres	109
Octubre 2020	10	Los Monegros	Mujeres	103
Octubre 2020	11	Bajo Cinca / Baix Cinca	Mujeres	139
Octubre 2020	12	Tarazona y el Moncayo	Mujeres	70
Octubre 2020	13	Campo de Borja	Mujeres	64
Octubre 2020	14	Aranda	Mujeres	27
Octubre 2020	15	Ribera Alta del Ebro	Mujeres	92
Octubre 2020	16	Valdejalón	Mujeres	99
Octubre 2020	17	Central	Mujeres	2862
Octubre 2020	18	Ribera Baja del Ebro	Mujeres	43
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	86
Octubre 2020	20	Comunidad de Calatayud	Mujeres	135
Octubre 2020	21	Campo de Cariñena	Mujeres	45
Octubre 2020	22	Campo de Belchite	Mujeres	25
Octubre 2020	23	Bajo Martín	Mujeres	25
Octubre 2020	24	Campo de Daroca	Mujeres	26
Octubre 2020	25	Jiloca	Mujeres	57
Octubre 2020	26	Cuencas Mineras	Mujeres	18
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	43
Octubre 2020	28	Bajo Aragón	Mujeres	151
Octubre 2020	29	Comunidad de Teruel	Mujeres	175
Octubre 2020	30	Maestrazgo	Mujeres	19
Octubre 2020	31	Sierra de Albarracín	Mujeres	29
Octubre 2020	32	Gúdar-Javalambre	Mujeres	39
Octubre 2020	33	Matarraña / Matarranya	Mujeres	74
Octubre 2020	01	La Jacetania	Hombres	185
Octubre 2020	02	Alto Gállego	Hombres	130
Octubre 2020	03	Sobrarbe	Hombres	97
Octubre 2020	04	La Ribagorza	Hombres	166
Octubre 2020	05	Cinco Villas	Hombres	398
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	513
Octubre 2020	07	Somontano de Barbastro	Hombres	240
Octubre 2020	08	Cinca Medio	Hombres	192
Octubre 2020	09	La Litera / La Llitera	Hombres	236
Octubre 2020	10	Los Monegros	Hombres	292
Octubre 2020	11	Bajo Cinca / Baix Cinca	Hombres	266
Octubre 2020	12	Tarazona y el Moncayo	Hombres	107
Octubre 2020	13	Campo de Borja	Hombres	150
Octubre 2020	14	Aranda	Hombres	76
Octubre 2020	15	Ribera Alta del Ebro	Hombres	156
Octubre 2020	16	Valdejalón	Hombres	266
Octubre 2020	17	Central	Hombres	4722
Octubre 2020	18	Ribera Baja del Ebro	Hombres	82
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	165
Octubre 2020	20	Comunidad de Calatayud	Hombres	397
Octubre 2020	21	Campo de Cariñena	Hombres	110
Octubre 2020	22	Campo de Belchite	Hombres	65
Octubre 2020	23	Bajo Martín	Hombres	61
Octubre 2020	24	Campo de Daroca	Hombres	80
Octubre 2020	25	Jiloca	Hombres	144
Octubre 2020	26	Cuencas Mineras	Hombres	68
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	83
Octubre 2020	28	Bajo Aragón	Hombres	295
Octubre 2020	29	Comunidad de Teruel	Hombres	377
Octubre 2020	30	Maestrazgo	Hombres	58
Octubre 2020	31	Sierra de Albarracín	Hombres	48
Octubre 2020	32	Gúdar-Javalambre	Hombres	108
Octubre 2020	33	Matarraña / Matarranya	Hombres	139
Octubre 2020	01	La Jacetania	Mujeres	112
Octubre 2020	02	Alto Gállego	Mujeres	70
Octubre 2020	03	Sobrarbe	Mujeres	55
Octubre 2020	04	La Ribagorza	Mujeres	78
Octubre 2020	05	Cinco Villas	Mujeres	171
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	263
Octubre 2020	07	Somontano de Barbastro	Mujeres	135
Octubre 2020	08	Cinca Medio	Mujeres	132
Octubre 2020	09	La Litera / La Llitera	Mujeres	109
Octubre 2020	10	Los Monegros	Mujeres	125
Octubre 2020	11	Bajo Cinca / Baix Cinca	Mujeres	125
Octubre 2020	12	Tarazona y el Moncayo	Mujeres	69
Octubre 2020	13	Campo de Borja	Mujeres	85
Octubre 2020	14	Aranda	Mujeres	27
Octubre 2020	15	Ribera Alta del Ebro	Mujeres	104
Octubre 2020	16	Valdejalón	Mujeres	109
Octubre 2020	17	Central	Mujeres	2768
Octubre 2020	18	Ribera Baja del Ebro	Mujeres	50
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	67
Octubre 2020	20	Comunidad de Calatayud	Mujeres	163
Octubre 2020	21	Campo de Cariñena	Mujeres	47
Octubre 2020	22	Campo de Belchite	Mujeres	31
Octubre 2020	23	Bajo Martín	Mujeres	44
Octubre 2020	24	Campo de Daroca	Mujeres	32
Octubre 2020	25	Jiloca	Mujeres	82
Octubre 2020	26	Cuencas Mineras	Mujeres	28
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	44
Octubre 2020	28	Bajo Aragón	Mujeres	168
Octubre 2020	29	Comunidad de Teruel	Mujeres	186
Octubre 2020	30	Maestrazgo	Mujeres	28
Octubre 2020	31	Sierra de Albarracín	Mujeres	22
Octubre 2020	32	Gúdar-Javalambre	Mujeres	53
Octubre 2020	33	Matarraña / Matarranya	Mujeres	77
Octubre 2020	01	La Jacetania	Hombres	183
Octubre 2020	02	Alto Gállego	Hombres	129
Octubre 2020	03	Sobrarbe	Hombres	117
Octubre 2020	04	La Ribagorza	Hombres	167
Octubre 2020	05	Cinco Villas	Hombres	428
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	485
Octubre 2020	07	Somontano de Barbastro	Hombres	198
Octubre 2020	08	Cinca Medio	Hombres	208
Octubre 2020	09	La Litera / La Llitera	Hombres	231
Octubre 2020	10	Los Monegros	Hombres	288
Octubre 2020	11	Bajo Cinca / Baix Cinca	Hombres	279
Octubre 2020	12	Tarazona y el Moncayo	Hombres	116
Octubre 2020	13	Campo de Borja	Hombres	140
Octubre 2020	14	Aranda	Hombres	74
Octubre 2020	15	Ribera Alta del Ebro	Hombres	172
Octubre 2020	16	Valdejalón	Hombres	224
Octubre 2020	17	Central	Hombres	4408
Octubre 2020	18	Ribera Baja del Ebro	Hombres	93
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	134
Octubre 2020	20	Comunidad de Calatayud	Hombres	314
Octubre 2020	21	Campo de Cariñena	Hombres	122
Octubre 2020	22	Campo de Belchite	Hombres	68
Octubre 2020	23	Bajo Martín	Hombres	68
Octubre 2020	24	Campo de Daroca	Hombres	91
Octubre 2020	25	Jiloca	Hombres	183
Octubre 2020	26	Cuencas Mineras	Hombres	62
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	67
Octubre 2020	28	Bajo Aragón	Hombres	291
Octubre 2020	29	Comunidad de Teruel	Hombres	380
Octubre 2020	30	Maestrazgo	Hombres	58
Octubre 2020	31	Sierra de Albarracín	Hombres	74
Octubre 2020	32	Gúdar-Javalambre	Hombres	99
Octubre 2020	33	Matarraña / Matarranya	Hombres	159
Octubre 2020	01	La Jacetania	Mujeres	119
Octubre 2020	02	Alto Gállego	Mujeres	66
Octubre 2020	03	Sobrarbe	Mujeres	51
Octubre 2020	04	La Ribagorza	Mujeres	76
Octubre 2020	05	Cinco Villas	Mujeres	181
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	230
Octubre 2020	07	Somontano de Barbastro	Mujeres	104
Octubre 2020	08	Cinca Medio	Mujeres	131
Octubre 2020	09	La Litera / La Llitera	Mujeres	123
Octubre 2020	10	Los Monegros	Mujeres	156
Octubre 2020	11	Bajo Cinca / Baix Cinca	Mujeres	148
Octubre 2020	12	Tarazona y el Moncayo	Mujeres	54
Octubre 2020	13	Campo de Borja	Mujeres	66
Octubre 2020	14	Aranda	Mujeres	37
Octubre 2020	15	Ribera Alta del Ebro	Mujeres	86
Octubre 2020	16	Valdejalón	Mujeres	103
Octubre 2020	17	Central	Mujeres	2333
Octubre 2020	18	Ribera Baja del Ebro	Mujeres	60
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	74
Octubre 2020	20	Comunidad de Calatayud	Mujeres	166
Octubre 2020	21	Campo de Cariñena	Mujeres	57
Octubre 2020	22	Campo de Belchite	Mujeres	25
Octubre 2020	23	Bajo Martín	Mujeres	46
Octubre 2020	24	Campo de Daroca	Mujeres	21
Octubre 2020	25	Jiloca	Mujeres	77
Octubre 2020	26	Cuencas Mineras	Mujeres	41
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	54
Octubre 2020	28	Bajo Aragón	Mujeres	178
Octubre 2020	29	Comunidad de Teruel	Mujeres	175
Octubre 2020	30	Maestrazgo	Mujeres	42
Octubre 2020	31	Sierra de Albarracín	Mujeres	42
Octubre 2020	32	Gúdar-Javalambre	Mujeres	52
Octubre 2020	33	Matarraña / Matarranya	Mujeres	93
Octubre 2020	01	La Jacetania	Hombres	147
Octubre 2020	02	Alto Gállego	Hombres	99
Octubre 2020	03	Sobrarbe	Hombres	103
Octubre 2020	04	La Ribagorza	Hombres	156
Octubre 2020	05	Cinco Villas	Hombres	324
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	416
Octubre 2020	07	Somontano de Barbastro	Hombres	164
Octubre 2020	08	Cinca Medio	Hombres	146
Octubre 2020	09	La Litera / La Llitera	Hombres	156
Octubre 2020	10	Los Monegros	Hombres	219
Octubre 2020	11	Bajo Cinca / Baix Cinca	Hombres	247
Octubre 2020	12	Tarazona y el Moncayo	Hombres	72
Octubre 2020	13	Campo de Borja	Hombres	106
Octubre 2020	14	Aranda	Hombres	45
Octubre 2020	15	Ribera Alta del Ebro	Hombres	138
Octubre 2020	16	Valdejalón	Hombres	171
Octubre 2020	17	Central	Hombres	3125
Octubre 2020	18	Ribera Baja del Ebro	Hombres	69
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	134
Octubre 2020	20	Comunidad de Calatayud	Hombres	250
Octubre 2020	21	Campo de Cariñena	Hombres	95
Octubre 2020	22	Campo de Belchite	Hombres	45
Octubre 2020	23	Bajo Martín	Hombres	50
Octubre 2020	24	Campo de Daroca	Hombres	48
Octubre 2020	25	Jiloca	Hombres	107
Octubre 2020	26	Cuencas Mineras	Hombres	46
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	53
Octubre 2020	28	Bajo Aragón	Hombres	209
Octubre 2020	29	Comunidad de Teruel	Hombres	287
Octubre 2020	30	Maestrazgo	Hombres	55
Octubre 2020	31	Sierra de Albarracín	Hombres	44
Octubre 2020	32	Gúdar-Javalambre	Hombres	83
Octubre 2020	33	Matarraña / Matarranya	Hombres	141
Octubre 2020	01	La Jacetania	Mujeres	85
Octubre 2020	02	Alto Gállego	Mujeres	56
Octubre 2020	03	Sobrarbe	Mujeres	39
Octubre 2020	04	La Ribagorza	Mujeres	78
Octubre 2020	05	Cinco Villas	Mujeres	175
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	145
Octubre 2020	07	Somontano de Barbastro	Mujeres	94
Octubre 2020	08	Cinca Medio	Mujeres	102
Octubre 2020	09	La Litera / La Llitera	Mujeres	94
Octubre 2020	10	Los Monegros	Mujeres	121
Octubre 2020	11	Bajo Cinca / Baix Cinca	Mujeres	134
Octubre 2020	12	Tarazona y el Moncayo	Mujeres	29
Octubre 2020	13	Campo de Borja	Mujeres	54
Octubre 2020	14	Aranda	Mujeres	12
Octubre 2020	15	Ribera Alta del Ebro	Mujeres	95
Octubre 2020	16	Valdejalón	Mujeres	74
Octubre 2020	17	Central	Mujeres	1789
Octubre 2020	18	Ribera Baja del Ebro	Mujeres	44
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	78
Octubre 2020	20	Comunidad de Calatayud	Mujeres	118
Octubre 2020	21	Campo de Cariñena	Mujeres	43
Octubre 2020	22	Campo de Belchite	Mujeres	20
Octubre 2020	23	Bajo Martín	Mujeres	21
Octubre 2020	24	Campo de Daroca	Mujeres	27
Octubre 2020	25	Jiloca	Mujeres	75
Octubre 2020	26	Cuencas Mineras	Mujeres	20
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	29
Octubre 2020	28	Bajo Aragón	Mujeres	134
Octubre 2020	29	Comunidad de Teruel	Mujeres	155
Octubre 2020	30	Maestrazgo	Mujeres	26
Octubre 2020	31	Sierra de Albarracín	Mujeres	28
Octubre 2020	32	Gúdar-Javalambre	Mujeres	52
Octubre 2020	33	Matarraña / Matarranya	Mujeres	106
Octubre 2020	01	La Jacetania	Hombres	40
Octubre 2020	02	Alto Gállego	Hombres	22
Octubre 2020	03	Sobrarbe	Hombres	35
Octubre 2020	04	La Ribagorza	Hombres	41
Octubre 2020	05	Cinco Villas	Hombres	86
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	114
Octubre 2020	07	Somontano de Barbastro	Hombres	59
Octubre 2020	08	Cinca Medio	Hombres	57
Octubre 2020	09	La Litera / La Llitera	Hombres	66
Octubre 2020	10	Los Monegros	Hombres	88
Octubre 2020	11	Bajo Cinca / Baix Cinca	Hombres	78
Octubre 2020	12	Tarazona y el Moncayo	Hombres	13
Octubre 2020	13	Campo de Borja	Hombres	12
Octubre 2020	14	Aranda	Hombres	6
Octubre 2020	15	Ribera Alta del Ebro	Hombres	35
Octubre 2020	16	Valdejalón	Hombres	34
Octubre 2020	17	Central	Hombres	847
Octubre 2020	18	Ribera Baja del Ebro	Hombres	19
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	17
Octubre 2020	20	Comunidad de Calatayud	Hombres	62
Octubre 2020	21	Campo de Cariñena	Hombres	22
Octubre 2020	22	Campo de Belchite	Hombres	15
Octubre 2020	23	Bajo Martín	Hombres	10
Octubre 2020	24	Campo de Daroca	Hombres	15
Octubre 2020	25	Jiloca	Hombres	19
Octubre 2020	26	Cuencas Mineras	Hombres	12
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	10
Octubre 2020	28	Bajo Aragón	Hombres	35
Octubre 2020	29	Comunidad de Teruel	Hombres	42
Octubre 2020	30	Maestrazgo	Hombres	7
Octubre 2020	31	Sierra de Albarracín	Hombres	8
Octubre 2020	32	Gúdar-Javalambre	Hombres	17
Octubre 2020	33	Matarraña / Matarranya	Hombres	19
Octubre 2020	01	La Jacetania	Mujeres	21
Octubre 2020	02	Alto Gállego	Mujeres	15
Octubre 2020	03	Sobrarbe	Mujeres	17
Octubre 2020	04	La Ribagorza	Mujeres	30
Octubre 2020	05	Cinco Villas	Mujeres	40
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	59
Octubre 2020	07	Somontano de Barbastro	Mujeres	26
Octubre 2020	08	Cinca Medio	Mujeres	33
Octubre 2020	09	La Litera / La Llitera	Mujeres	29
Octubre 2020	10	Los Monegros	Mujeres	59
Octubre 2020	11	Bajo Cinca / Baix Cinca	Mujeres	33
Octubre 2020	12	Tarazona y el Moncayo	Mujeres	4
Octubre 2020	13	Campo de Borja	Mujeres	9
Octubre 2020	14	Aranda	Mujeres	7
Octubre 2020	15	Ribera Alta del Ebro	Mujeres	14
Octubre 2020	16	Valdejalón	Mujeres	15
Octubre 2020	17	Central	Mujeres	486
Octubre 2020	18	Ribera Baja del Ebro	Mujeres	11
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	18
Octubre 2020	20	Comunidad de Calatayud	Mujeres	28
Octubre 2020	21	Campo de Cariñena	Mujeres	17
Octubre 2020	22	Campo de Belchite	Mujeres	8
Octubre 2020	23	Bajo Martín	Mujeres	5
Octubre 2020	24	Campo de Daroca	Mujeres	7
Octubre 2020	25	Jiloca	Mujeres	12
Octubre 2020	26	Cuencas Mineras	Mujeres	4
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	4
Octubre 2020	28	Bajo Aragón	Mujeres	27
Octubre 2020	29	Comunidad de Teruel	Mujeres	20
Octubre 2020	30	Maestrazgo	Mujeres	1
Octubre 2020	31	Sierra de Albarracín	Mujeres	6
Octubre 2020	32	Gúdar-Javalambre	Mujeres	14
Octubre 2020	33	Matarraña / Matarranya	Mujeres	21
Octubre 2020	01	La Jacetania	Hombres	19
Octubre 2020	02	Alto Gállego	Hombres	10
Octubre 2020	03	Sobrarbe	Hombres	14
Octubre 2020	04	La Ribagorza	Hombres	20
Octubre 2020	05	Cinco Villas	Hombres	25
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	63
Octubre 2020	07	Somontano de Barbastro	Hombres	38
Octubre 2020	08	Cinca Medio	Hombres	26
Octubre 2020	09	La Litera / La Llitera	Hombres	50
Octubre 2020	10	Los Monegros	Hombres	41
Octubre 2020	11	Bajo Cinca / Baix Cinca	Hombres	40
Octubre 2020	12	Tarazona y el Moncayo	Hombres	8
Octubre 2020	13	Campo de Borja	Hombres	3
Octubre 2020	14	Aranda	Hombres	4
Octubre 2020	15	Ribera Alta del Ebro	Hombres	24
Octubre 2020	16	Valdejalón	Hombres	15
Octubre 2020	17	Central	Hombres	398
Octubre 2020	18	Ribera Baja del Ebro	Hombres	6
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	8
Octubre 2020	20	Comunidad de Calatayud	Hombres	30
Octubre 2020	21	Campo de Cariñena	Hombres	8
Octubre 2020	22	Campo de Belchite	Hombres	10
Octubre 2020	23	Bajo Martín	Hombres	4
Octubre 2020	24	Campo de Daroca	Hombres	9
Octubre 2020	25	Jiloca	Hombres	5
Octubre 2020	26	Cuencas Mineras	Hombres	6
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	1
Octubre 2020	28	Bajo Aragón	Hombres	15
Octubre 2020	29	Comunidad de Teruel	Hombres	12
Octubre 2020	30	Maestrazgo	Hombres	2
Octubre 2020	31	Sierra de Albarracín	Hombres	3
Octubre 2020	32	Gúdar-Javalambre	Hombres	2
Octubre 2020	33	Matarraña / Matarranya	Hombres	3
Octubre 2020	01	La Jacetania	Mujeres	8
Octubre 2020	02	Alto Gállego	Mujeres	4
Octubre 2020	03	Sobrarbe	Mujeres	10
Octubre 2020	04	La Ribagorza	Mujeres	19
Octubre 2020	05	Cinco Villas	Mujeres	11
Octubre 2020	06	Hoya de Huesca / Plana de Uesca	Mujeres	22
Octubre 2020	07	Somontano de Barbastro	Mujeres	9
Octubre 2020	08	Cinca Medio	Mujeres	3
Octubre 2020	09	La Litera / La Llitera	Mujeres	11
Octubre 2020	10	Los Monegros	Mujeres	16
Octubre 2020	11	Bajo Cinca / Baix Cinca	Mujeres	12
Octubre 2020	12	Tarazona y el Moncayo	Mujeres	3
Octubre 2020	13	Campo de Borja	Mujeres	4
Octubre 2020	14	Aranda	Mujeres	1
Octubre 2020	15	Ribera Alta del Ebro	Mujeres	12
Octubre 2020	16	Valdejalón	Mujeres	9
Octubre 2020	17	Central	Mujeres	245
Octubre 2020	18	Ribera Baja del Ebro	Mujeres	2
Octubre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Mujeres	3
Octubre 2020	20	Comunidad de Calatayud	Mujeres	8
Octubre 2020	21	Campo de Cariñena	Mujeres	1
Octubre 2020	22	Campo de Belchite	Mujeres	5
Octubre 2020	24	Campo de Daroca	Mujeres	1
Octubre 2020	25	Jiloca	Mujeres	3
Octubre 2020	26	Cuencas Mineras	Mujeres	2
Octubre 2020	27	Andorra-Sierra de Arcos	Mujeres	1
Octubre 2020	28	Bajo Aragón	Mujeres	5
Octubre 2020	29	Comunidad de Teruel	Mujeres	5
Octubre 2020	30	Maestrazgo	Mujeres	1
Octubre 2020	31	Sierra de Albarracín	Mujeres	2
Octubre 2020	32	Gúdar-Javalambre	Mujeres	4
Octubre 2020	33	Matarraña / Matarranya	Mujeres	1
Octubre 2020	07	Somontano de Barbastro	Hombres	1
Octubre 2020	27	Andorra-Sierra de Arcos	Hombres	1
Octubre 2020	05	Cinco Villas	Mujeres	1
Octubre 2020	17	Central	Mujeres	6
Octubre 2020	22	Campo de Belchite	Mujeres	1
Septiembre 2020	01	La Jacetania	Hombres	5
Septiembre 2020	02	Alto Gállego	Hombres	5
Septiembre 2020	03	Sobrarbe	Hombres	1
Septiembre 2020	04	La Ribagorza	Hombres	2
Septiembre 2020	05	Cinco Villas	Hombres	9
Septiembre 2020	06	Hoya de Huesca / Plana de Uesca	Hombres	10
Septiembre 2020	07	Somontano de Barbastro	Hombres	3
Septiembre 2020	08	Cinca Medio	Hombres	2
Septiembre 2020	09	La Litera / La Llitera	Hombres	4
Septiembre 2020	10	Los Monegros	Hombres	2
Septiembre 2020	11	Bajo Cinca / Baix Cinca	Hombres	4
Septiembre 2020	12	Tarazona y el Moncayo	Hombres	1
Septiembre 2020	13	Campo de Borja	Hombres	1
Septiembre 2020	15	Ribera Alta del Ebro	Hombres	7
Septiembre 2020	16	Valdejalón	Hombres	4
Septiembre 2020	17	Central	Hombres	85
Septiembre 2020	19	Bajo Aragón-Caspe / Baix Aragó-Casp	Hombres	2
Septiembre 2020	20	Comunidad de Calatayud	Hombres	7
Septiembre 2020	21	Campo de Cariñena	Hombres	2
Septiembre 2020	22	Campo de Belchite	Hombres	1
Septiembre 2020	23	Bajo Martín	Hombres	2
Septiembre 2020	24	Campo de Daroca	Hombres	1
