Comarca código	Comarca nombre	Tipo estudios	Edad	Sexo	Personas residentes viviendas familiares
07	Somontano de Barbastro	Magisterio, Educación infantil...	65 y más	Hombres	10
07	Somontano de Barbastro	Ciencias Sociales	25 a 44	Mujeres	379
07	Somontano de Barbastro	Ciencias Sociales	45 a 64	Mujeres	46
07	Somontano de Barbastro	Ciencias Sociales	65 y más	Mujeres	10
07	Somontano de Barbastro	Ciencias Sociales	25 a 44	Hombres	200
07	Somontano de Barbastro	Ciencias Sociales	45 a 64	Hombres	47
07	Somontano de Barbastro	Ciencias Sociales	65 y más	Hombres	16
07	Somontano de Barbastro	Artes y Humanidades	25 a 44	Mujeres	97
07	Somontano de Barbastro	Artes y Humanidades	45 a 64	Mujeres	12
07	Somontano de Barbastro	Artes y Humanidades	65 y más	Mujeres	3
07	Somontano de Barbastro	Artes y Humanidades	25 a 44	Hombres	52
07	Somontano de Barbastro	Artes y Humanidades	45 a 64	Hombres	29
07	Somontano de Barbastro	Artes y Humanidades	65 y más	Hombres	8
07	Somontano de Barbastro	Informática	25 a 44	Mujeres	7
07	Somontano de Barbastro	Informática	45 a 64	Mujeres	2
07	Somontano de Barbastro	Informática	25 a 44	Hombres	30
07	Somontano de Barbastro	Informática	45 a 64	Hombres	1
07	Somontano de Barbastro	Ingenierías	25 a 44	Mujeres	42
07	Somontano de Barbastro	Ingenierías	45 a 64	Mujeres	2
07	Somontano de Barbastro	Ingenierías	65 y más	Mujeres	1
07	Somontano de Barbastro	Ingenierías	25 a 44	Hombres	119
07	Somontano de Barbastro	Ingenierías	45 a 64	Hombres	45
07	Somontano de Barbastro	Ingenierías	65 y más	Hombres	7
07	Somontano de Barbastro	Formación Técnica e Industrial	25 a 44	Mujeres	155
07	Somontano de Barbastro	Formación Técnica e Industrial	45 a 64	Mujeres	15
07	Somontano de Barbastro	Formación Técnica e Industrial	65 y más	Mujeres	5
07	Somontano de Barbastro	Formación Técnica e Industrial	25 a 44	Hombres	442
07	Somontano de Barbastro	Formación Técnica e Industrial	45 a 64	Hombres	113
07	Somontano de Barbastro	Formación Técnica e Industrial	65 y más	Hombres	16
07	Somontano de Barbastro	Ciencias	25 a 44	Mujeres	38
07	Somontano de Barbastro	Ciencias	45 a 64	Mujeres	9
07	Somontano de Barbastro	Ciencias	25 a 44	Hombres	41
07	Somontano de Barbastro	Ciencias	45 a 64	Hombres	19
07	Somontano de Barbastro	Ciencias	65 y más	Hombres	2
07	Somontano de Barbastro	Arquitectura o Construcción	25 a 44	Mujeres	17
07	Somontano de Barbastro	Arquitectura o Construcción	45 a 64	Mujeres	3
07	Somontano de Barbastro	Arquitectura o Construcción	65 y más	Mujeres	1
07	Somontano de Barbastro	Arquitectura o Construcción	25 a 44	Hombres	29
07	Somontano de Barbastro	Arquitectura o Construcción	45 a 64	Hombres	19
07	Somontano de Barbastro	Arquitectura o Construcción	65 y más	Hombres	2
07	Somontano de Barbastro	Agricultura, Veterinaria,...	25 a 44	Mujeres	21
07	Somontano de Barbastro	Agricultura, Veterinaria,...	45 a 64	Mujeres	4
07	Somontano de Barbastro	Agricultura, Veterinaria,...	25 a 44	Hombres	101
07	Somontano de Barbastro	Agricultura, Veterinaria,...	45 a 64	Hombres	26
07	Somontano de Barbastro	Agricultura, Veterinaria,...	65 y más	Hombres	4
07	Somontano de Barbastro	Salud, Servicios Sociales	25 a 44	Mujeres	301
07	Somontano de Barbastro	Salud, Servicios Sociales	45 a 64	Mujeres	54
07	Somontano de Barbastro	Salud, Servicios Sociales	65 y más	Mujeres	7
07	Somontano de Barbastro	Salud, Servicios Sociales	25 a 44	Hombres	51
07	Somontano de Barbastro	Salud, Servicios Sociales	45 a 64	Hombres	48
07	Somontano de Barbastro	Salud, Servicios Sociales	65 y más	Hombres	9
07	Somontano de Barbastro	Otros Servicios	25 a 44	Mujeres	106
07	Somontano de Barbastro	Otros Servicios	45 a 64	Mujeres	11
07	Somontano de Barbastro	Otros Servicios	65 y más	Mujeres	3
07	Somontano de Barbastro	Otros Servicios	25 a 44	Hombres	55
07	Somontano de Barbastro	Otros Servicios	45 a 64	Hombres	13
07	Somontano de Barbastro	Otros Servicios	65 y más	Hombres	3
08	Cinca Medio	Derecho	25 a 44	Mujeres	66
08	Cinca Medio	Derecho	45 a 64	Mujeres	5
08	Cinca Medio	Derecho	25 a 44	Hombres	38
08	Cinca Medio	Derecho	45 a 64	Hombres	12
08	Cinca Medio	Derecho	65 y más	Hombres	2
08	Cinca Medio	Magisterio, Educación infantil...	25 a 44	Mujeres	174
08	Cinca Medio	Magisterio, Educación infantil...	45 a 64	Mujeres	73
08	Cinca Medio	Magisterio, Educación infantil...	65 y más	Mujeres	12
08	Cinca Medio	Magisterio, Educación infantil...	25 a 44	Hombres	49
08	Cinca Medio	Magisterio, Educación infantil...	45 a 64	Hombres	29
08	Cinca Medio	Magisterio, Educación infantil...	65 y más	Hombres	7
08	Cinca Medio	Ciencias Sociales	25 a 44	Mujeres	487
08	Cinca Medio	Ciencias Sociales	45 a 64	Mujeres	51
08	Cinca Medio	Ciencias Sociales	65 y más	Mujeres	12
08	Cinca Medio	Ciencias Sociales	25 a 44	Hombres	140
08	Cinca Medio	Ciencias Sociales	45 a 64	Hombres	29
08	Cinca Medio	Ciencias Sociales	65 y más	Hombres	14
08	Cinca Medio	Artes y Humanidades	25 a 44	Mujeres	91
08	Cinca Medio	Artes y Humanidades	45 a 64	Mujeres	14
08	Cinca Medio	Artes y Humanidades	65 y más	Mujeres	1
08	Cinca Medio	Artes y Humanidades	25 a 44	Hombres	39
08	Cinca Medio	Artes y Humanidades	45 a 64	Hombres	14
08	Cinca Medio	Artes y Humanidades	65 y más	Hombres	2
08	Cinca Medio	Informática	25 a 44	Mujeres	35
08	Cinca Medio	Informática	45 a 64	Mujeres	4
08	Cinca Medio	Informática	25 a 44	Hombres	28
08	Cinca Medio	Informática	45 a 64	Hombres	3
08	Cinca Medio	Ingenierías	25 a 44	Mujeres	22
08	Cinca Medio	Ingenierías	45 a 64	Mujeres	1
08	Cinca Medio	Ingenierías	25 a 44	Hombres	142
08	Cinca Medio	Ingenierías	45 a 64	Hombres	31
08	Cinca Medio	Ingenierías	65 y más	Hombres	8
08	Cinca Medio	Formación Técnica e Industrial	25 a 44	Mujeres	157
08	Cinca Medio	Formación Técnica e Industrial	45 a 64	Mujeres	17
08	Cinca Medio	Formación Técnica e Industrial	65 y más	Mujeres	2
08	Cinca Medio	Formación Técnica e Industrial	25 a 44	Hombres	672
08	Cinca Medio	Formación Técnica e Industrial	45 a 64	Hombres	216
08	Cinca Medio	Formación Técnica e Industrial	65 y más	Hombres	21
08	Cinca Medio	Ciencias	25 a 44	Mujeres	54
08	Cinca Medio	Ciencias	45 a 64	Mujeres	5
08	Cinca Medio	Ciencias	65 y más	Mujeres	2
08	Cinca Medio	Ciencias	25 a 44	Hombres	37
08	Cinca Medio	Ciencias	45 a 64	Hombres	17
08	Cinca Medio	Ciencias	65 y más	Hombres	4
08	Cinca Medio	Arquitectura o Construcción	25 a 44	Mujeres	13
08	Cinca Medio	Arquitectura o Construcción	45 a 64	Mujeres	2
08	Cinca Medio	Arquitectura o Construcción	25 a 44	Hombres	22
08	Cinca Medio	Arquitectura o Construcción	45 a 64	Hombres	5
08	Cinca Medio	Arquitectura o Construcción	65 y más	Hombres	3
08	Cinca Medio	Agricultura, Veterinaria,...	25 a 44	Mujeres	12
08	Cinca Medio	Agricultura, Veterinaria,...	45 a 64	Mujeres	1
08	Cinca Medio	Agricultura, Veterinaria,...	25 a 44	Hombres	130
08	Cinca Medio	Agricultura, Veterinaria,...	45 a 64	Hombres	22
08	Cinca Medio	Agricultura, Veterinaria,...	65 y más	Hombres	3
08	Cinca Medio	Salud, Servicios Sociales	25 a 44	Mujeres	241
08	Cinca Medio	Salud, Servicios Sociales	45 a 64	Mujeres	50
08	Cinca Medio	Salud, Servicios Sociales	65 y más	Mujeres	9
08	Cinca Medio	Salud, Servicios Sociales	25 a 44	Hombres	36
08	Cinca Medio	Salud, Servicios Sociales	45 a 64	Hombres	20
08	Cinca Medio	Salud, Servicios Sociales	65 y más	Hombres	9
08	Cinca Medio	Otros Servicios	25 a 44	Mujeres	100
08	Cinca Medio	Otros Servicios	45 a 64	Mujeres	21
08	Cinca Medio	Otros Servicios	25 a 44	Hombres	36
08	Cinca Medio	Otros Servicios	45 a 64	Hombres	10
08	Cinca Medio	Otros Servicios	65 y más	Hombres	3
09	La Litera / La Llitera	Derecho	25 a 44	Mujeres	38
09	La Litera / La Llitera	Derecho	45 a 64	Mujeres	2
09	La Litera / La Llitera	Derecho	25 a 44	Hombres	30
09	La Litera / La Llitera	Derecho	45 a 64	Hombres	13
09	La Litera / La Llitera	Derecho	65 y más	Hombres	1
09	La Litera / La Llitera	Magisterio, Educación infantil...	25 a 44	Mujeres	156
09	La Litera / La Llitera	Magisterio, Educación infantil...	45 a 64	Mujeres	73
09	La Litera / La Llitera	Magisterio, Educación infantil...	65 y más	Mujeres	18
09	La Litera / La Llitera	Magisterio, Educación infantil...	25 a 44	Hombres	26
09	La Litera / La Llitera	Magisterio, Educación infantil...	45 a 64	Hombres	33
09	La Litera / La Llitera	Magisterio, Educación infantil...	65 y más	Hombres	3
09	La Litera / La Llitera	Ciencias Sociales	25 a 44	Mujeres	292
09	La Litera / La Llitera	Ciencias Sociales	45 a 64	Mujeres	19
09	La Litera / La Llitera	Ciencias Sociales	65 y más	Mujeres	3
09	La Litera / La Llitera	Ciencias Sociales	25 a 44	Hombres	134
09	La Litera / La Llitera	Ciencias Sociales	45 a 64	Hombres	11
09	La Litera / La Llitera	Ciencias Sociales	65 y más	Hombres	6
09	La Litera / La Llitera	Artes y Humanidades	25 a 44	Mujeres	76
09	La Litera / La Llitera	Artes y Humanidades	45 a 64	Mujeres	14
09	La Litera / La Llitera	Artes y Humanidades	65 y más	Mujeres	2
09	La Litera / La Llitera	Artes y Humanidades	25 a 44	Hombres	36
09	La Litera / La Llitera	Artes y Humanidades	45 a 64	Hombres	7
09	La Litera / La Llitera	Artes y Humanidades	65 y más	Hombres	7
09	La Litera / La Llitera	Informática	25 a 44	Mujeres	19
09	La Litera / La Llitera	Informática	25 a 44	Hombres	21
09	La Litera / La Llitera	Informática	45 a 64	Hombres	2
09	La Litera / La Llitera	Ingenierías	25 a 44	Mujeres	27
09	La Litera / La Llitera	Ingenierías	45 a 64	Mujeres	2
09	La Litera / La Llitera	Ingenierías	25 a 44	Hombres	75
09	La Litera / La Llitera	Ingenierías	45 a 64	Hombres	26
09	La Litera / La Llitera	Ingenierías	65 y más	Hombres	3
09	La Litera / La Llitera	Formación Técnica e Industrial	25 a 44	Mujeres	79
09	La Litera / La Llitera	Formación Técnica e Industrial	45 a 64	Mujeres	7
09	La Litera / La Llitera	Formación Técnica e Industrial	65 y más	Mujeres	1
09	La Litera / La Llitera	Formación Técnica e Industrial	25 a 44	Hombres	310
09	La Litera / La Llitera	Formación Técnica e Industrial	45 a 64	Hombres	56
09	La Litera / La Llitera	Formación Técnica e Industrial	65 y más	Hombres	11
09	La Litera / La Llitera	Ciencias	25 a 44	Mujeres	31
09	La Litera / La Llitera	Ciencias	25 a 44	Hombres	31
09	La Litera / La Llitera	Ciencias	45 a 64	Hombres	5
09	La Litera / La Llitera	Ciencias	65 y más	Hombres	3
09	La Litera / La Llitera	Arquitectura o Construcción	25 a 44	Mujeres	9
09	La Litera / La Llitera	Arquitectura o Construcción	25 a 44	Hombres	19
09	La Litera / La Llitera	Arquitectura o Construcción	45 a 64	Hombres	5
09	La Litera / La Llitera	Arquitectura o Construcción	65 y más	Hombres	1
09	La Litera / La Llitera	Agricultura, Veterinaria,...	25 a 44	Mujeres	20
09	La Litera / La Llitera	Agricultura, Veterinaria,...	25 a 44	Hombres	110
09	La Litera / La Llitera	Agricultura, Veterinaria,...	45 a 64	Hombres	16
09	La Litera / La Llitera	Agricultura, Veterinaria,...	65 y más	Hombres	3
09	La Litera / La Llitera	Salud, Servicios Sociales	25 a 44	Mujeres	165
09	La Litera / La Llitera	Salud, Servicios Sociales	45 a 64	Mujeres	26
09	La Litera / La Llitera	Salud, Servicios Sociales	65 y más	Mujeres	9
09	La Litera / La Llitera	Salud, Servicios Sociales	25 a 44	Hombres	28
09	La Litera / La Llitera	Salud, Servicios Sociales	45 a 64	Hombres	16
09	La Litera / La Llitera	Salud, Servicios Sociales	65 y más	Hombres	3
09	La Litera / La Llitera	Otros Servicios	25 a 44	Mujeres	80
09	La Litera / La Llitera	Otros Servicios	45 a 64	Mujeres	8
09	La Litera / La Llitera	Otros Servicios	25 a 44	Hombres	28
09	La Litera / La Llitera	Otros Servicios	45 a 64	Hombres	4
09	La Litera / La Llitera	Otros Servicios	65 y más	Hombres	3
10	Los Monegros	Derecho	25 a 44	Mujeres	60
10	Los Monegros	Derecho	45 a 64	Mujeres	7
10	Los Monegros	Derecho	25 a 44	Hombres	39
10	Los Monegros	Derecho	45 a 64	Hombres	8
10	Los Monegros	Derecho	65 y más	Hombres	1
10	Los Monegros	Magisterio, Educación infantil...	25 a 44	Mujeres	131
10	Los Monegros	Magisterio, Educación infantil...	45 a 64	Mujeres	56
10	Los Monegros	Magisterio, Educación infantil...	65 y más	Mujeres	21
10	Los Monegros	Magisterio, Educación infantil...	25 a 44	Hombres	30
10	Los Monegros	Magisterio, Educación infantil...	45 a 64	Hombres	25
10	Los Monegros	Magisterio, Educación infantil...	65 y más	Hombres	12
10	Los Monegros	Ciencias Sociales	25 a 44	Mujeres	270
10	Los Monegros	Ciencias Sociales	45 a 64	Mujeres	19
10	Los Monegros	Ciencias Sociales	65 y más	Mujeres	2
10	Los Monegros	Ciencias Sociales	25 a 44	Hombres	116
10	Los Monegros	Ciencias Sociales	45 a 64	Hombres	19
10	Los Monegros	Ciencias Sociales	65 y más	Hombres	4
10	Los Monegros	Artes y Humanidades	25 a 44	Mujeres	78
10	Los Monegros	Artes y Humanidades	45 a 64	Mujeres	11
10	Los Monegros	Artes y Humanidades	65 y más	Mujeres	2
10	Los Monegros	Artes y Humanidades	25 a 44	Hombres	31
10	Los Monegros	Artes y Humanidades	45 a 64	Hombres	12
10	Los Monegros	Artes y Humanidades	65 y más	Hombres	2
10	Los Monegros	Informática	25 a 44	Mujeres	21
10	Los Monegros	Informática	65 y más	Mujeres	1
10	Los Monegros	Informática	25 a 44	Hombres	23
10	Los Monegros	Ingenierías	25 a 44	Mujeres	27
10	Los Monegros	Ingenierías	25 a 44	Hombres	80
10	Los Monegros	Ingenierías	45 a 64	Hombres	23
10	Los Monegros	Ingenierías	65 y más	Hombres	4
10	Los Monegros	Formación Técnica e Industrial	25 a 44	Mujeres	56
10	Los Monegros	Formación Técnica e Industrial	45 a 64	Mujeres	9
10	Los Monegros	Formación Técnica e Industrial	65 y más	Mujeres	3
10	Los Monegros	Formación Técnica e Industrial	25 a 44	Hombres	269
10	Los Monegros	Formación Técnica e Industrial	45 a 64	Hombres	64
10	Los Monegros	Formación Técnica e Industrial	65 y más	Hombres	3
10	Los Monegros	Ciencias	25 a 44	Mujeres	43
10	Los Monegros	Ciencias	45 a 64	Mujeres	2
10	Los Monegros	Ciencias	25 a 44	Hombres	39
10	Los Monegros	Ciencias	45 a 64	Hombres	7
10	Los Monegros	Ciencias	65 y más	Hombres	1
10	Los Monegros	Arquitectura o Construcción	25 a 44	Mujeres	5
10	Los Monegros	Arquitectura o Construcción	25 a 44	Hombres	11
10	Los Monegros	Arquitectura o Construcción	45 a 64	Hombres	7
10	Los Monegros	Agricultura, Veterinaria,...	25 a 44	Mujeres	54
10	Los Monegros	Agricultura, Veterinaria,...	45 a 64	Mujeres	11
10	Los Monegros	Agricultura, Veterinaria,...	25 a 44	Hombres	214
10	Los Monegros	Agricultura, Veterinaria,...	45 a 64	Hombres	49
10	Los Monegros	Agricultura, Veterinaria,...	65 y más	Hombres	5
10	Los Monegros	Salud, Servicios Sociales	25 a 44	Mujeres	186
10	Los Monegros	Salud, Servicios Sociales	45 a 64	Mujeres	29
10	Los Monegros	Salud, Servicios Sociales	65 y más	Mujeres	1
10	Los Monegros	Salud, Servicios Sociales	25 a 44	Hombres	37
10	Los Monegros	Salud, Servicios Sociales	45 a 64	Hombres	17
10	Los Monegros	Salud, Servicios Sociales	65 y más	Hombres	6
10	Los Monegros	Otros Servicios	25 a 44	Mujeres	75
10	Los Monegros	Otros Servicios	45 a 64	Mujeres	12
10	Los Monegros	Otros Servicios	25 a 44	Hombres	28
10	Los Monegros	Otros Servicios	45 a 64	Hombres	6
10	Los Monegros	Otros Servicios	65 y más	Hombres	1
11	Bajo Cinca / Baix Cinca	Derecho	25 a 44	Mujeres	53
11	Bajo Cinca / Baix Cinca	Derecho	45 a 64	Mujeres	6
11	Bajo Cinca / Baix Cinca	Derecho	25 a 44	Hombres	39
11	Bajo Cinca / Baix Cinca	Derecho	45 a 64	Hombres	8
11	Bajo Cinca / Baix Cinca	Derecho	65 y más	Hombres	1
11	Bajo Cinca / Baix Cinca	Magisterio, Educación infantil...	25 a 44	Mujeres	126
11	Bajo Cinca / Baix Cinca	Magisterio, Educación infantil...	45 a 64	Mujeres	60
11	Bajo Cinca / Baix Cinca	Magisterio, Educación infantil...	65 y más	Mujeres	15
11	Bajo Cinca / Baix Cinca	Magisterio, Educación infantil...	25 a 44	Hombres	36
11	Bajo Cinca / Baix Cinca	Magisterio, Educación infantil...	45 a 64	Hombres	40
11	Bajo Cinca / Baix Cinca	Magisterio, Educación infantil...	65 y más	Hombres	7
11	Bajo Cinca / Baix Cinca	Ciencias Sociales	25 a 44	Mujeres	373
11	Bajo Cinca / Baix Cinca	Ciencias Sociales	45 a 64	Mujeres	19
11	Bajo Cinca / Baix Cinca	Ciencias Sociales	65 y más	Mujeres	1
11	Bajo Cinca / Baix Cinca	Ciencias Sociales	25 a 44	Hombres	132
11	Bajo Cinca / Baix Cinca	Ciencias Sociales	45 a 64	Hombres	25
11	Bajo Cinca / Baix Cinca	Ciencias Sociales	65 y más	Hombres	10
11	Bajo Cinca / Baix Cinca	Artes y Humanidades	25 a 44	Mujeres	57
11	Bajo Cinca / Baix Cinca	Artes y Humanidades	45 a 64	Mujeres	10
11	Bajo Cinca / Baix Cinca	Artes y Humanidades	65 y más	Mujeres	1
11	Bajo Cinca / Baix Cinca	Artes y Humanidades	25 a 44	Hombres	28
11	Bajo Cinca / Baix Cinca	Artes y Humanidades	45 a 64	Hombres	16
11	Bajo Cinca / Baix Cinca	Artes y Humanidades	65 y más	Hombres	2
11	Bajo Cinca / Baix Cinca	Informática	25 a 44	Mujeres	13
11	Bajo Cinca / Baix Cinca	Informática	25 a 44	Hombres	27
11	Bajo Cinca / Baix Cinca	Informática	45 a 64	Hombres	2
11	Bajo Cinca / Baix Cinca	Ingenierías	25 a 44	Mujeres	22
11	Bajo Cinca / Baix Cinca	Ingenierías	45 a 64	Mujeres	1
11	Bajo Cinca / Baix Cinca	Ingenierías	25 a 44	Hombres	61
11	Bajo Cinca / Baix Cinca	Ingenierías	45 a 64	Hombres	21
11	Bajo Cinca / Baix Cinca	Ingenierías	65 y más	Hombres	1
11	Bajo Cinca / Baix Cinca	Formación Técnica e Industrial	25 a 44	Mujeres	113
11	Bajo Cinca / Baix Cinca	Formación Técnica e Industrial	45 a 64	Mujeres	7
11	Bajo Cinca / Baix Cinca	Formación Técnica e Industrial	25 a 44	Hombres	317
11	Bajo Cinca / Baix Cinca	Formación Técnica e Industrial	45 a 64	Hombres	40
11	Bajo Cinca / Baix Cinca	Formación Técnica e Industrial	65 y más	Hombres	8
11	Bajo Cinca / Baix Cinca	Ciencias	25 a 44	Mujeres	28
11	Bajo Cinca / Baix Cinca	Ciencias	45 a 64	Mujeres	2
11	Bajo Cinca / Baix Cinca	Ciencias	65 y más	Mujeres	1
11	Bajo Cinca / Baix Cinca	Ciencias	25 a 44	Hombres	25
11	Bajo Cinca / Baix Cinca	Ciencias	45 a 64	Hombres	9
11	Bajo Cinca / Baix Cinca	Ciencias	65 y más	Hombres	2
11	Bajo Cinca / Baix Cinca	Arquitectura o Construcción	25 a 44	Mujeres	8
11	Bajo Cinca / Baix Cinca	Arquitectura o Construcción	45 a 64	Mujeres	2
11	Bajo Cinca / Baix Cinca	Arquitectura o Construcción	25 a 44	Hombres	15
11	Bajo Cinca / Baix Cinca	Arquitectura o Construcción	45 a 64	Hombres	4
11	Bajo Cinca / Baix Cinca	Agricultura, Veterinaria,...	25 a 44	Mujeres	23
11	Bajo Cinca / Baix Cinca	Agricultura, Veterinaria,...	45 a 64	Mujeres	2
11	Bajo Cinca / Baix Cinca	Agricultura, Veterinaria,...	25 a 44	Hombres	132
11	Bajo Cinca / Baix Cinca	Agricultura, Veterinaria,...	45 a 64	Hombres	15
11	Bajo Cinca / Baix Cinca	Agricultura, Veterinaria,...	65 y más	Hombres	1
11	Bajo Cinca / Baix Cinca	Salud, Servicios Sociales	25 a 44	Mujeres	135
11	Bajo Cinca / Baix Cinca	Salud, Servicios Sociales	45 a 64	Mujeres	20
11	Bajo Cinca / Baix Cinca	Salud, Servicios Sociales	65 y más	Mujeres	6
11	Bajo Cinca / Baix Cinca	Salud, Servicios Sociales	25 a 44	Hombres	19
11	Bajo Cinca / Baix Cinca	Salud, Servicios Sociales	45 a 64	Hombres	11
11	Bajo Cinca / Baix Cinca	Salud, Servicios Sociales	65 y más	Hombres	3
11	Bajo Cinca / Baix Cinca	Otros Servicios	25 a 44	Mujeres	78
11	Bajo Cinca / Baix Cinca	Otros Servicios	45 a 64	Mujeres	8
11	Bajo Cinca / Baix Cinca	Otros Servicios	25 a 44	Hombres	19
11	Bajo Cinca / Baix Cinca	Otros Servicios	45 a 64	Hombres	4
12	Tarazona y el Moncayo	Derecho	25 a 44	Mujeres	32
12	Tarazona y el Moncayo	Derecho	45 a 64	Mujeres	4
12	Tarazona y el Moncayo	Derecho	25 a 44	Hombres	20
12	Tarazona y el Moncayo	Derecho	45 a 64	Hombres	5
12	Tarazona y el Moncayo	Derecho	65 y más	Hombres	3
12	Tarazona y el Moncayo	Magisterio, Educación infantil...	25 a 44	Mujeres	88
12	Tarazona y el Moncayo	Magisterio, Educación infantil...	45 a 64	Mujeres	48
12	Tarazona y el Moncayo	Magisterio, Educación infantil...	65 y más	Mujeres	12
12	Tarazona y el Moncayo	Magisterio, Educación infantil...	25 a 44	Hombres	29
12	Tarazona y el Moncayo	Magisterio, Educación infantil...	45 a 64	Hombres	15
12	Tarazona y el Moncayo	Magisterio, Educación infantil...	65 y más	Hombres	5
12	Tarazona y el Moncayo	Ciencias Sociales	25 a 44	Mujeres	213
12	Tarazona y el Moncayo	Ciencias Sociales	45 a 64	Mujeres	12
12	Tarazona y el Moncayo	Ciencias Sociales	65 y más	Mujeres	2
12	Tarazona y el Moncayo	Ciencias Sociales	25 a 44	Hombres	88
12	Tarazona y el Moncayo	Ciencias Sociales	45 a 64	Hombres	21
12	Tarazona y el Moncayo	Ciencias Sociales	65 y más	Hombres	10
12	Tarazona y el Moncayo	Artes y Humanidades	25 a 44	Mujeres	58
12	Tarazona y el Moncayo	Artes y Humanidades	45 a 64	Mujeres	14
12	Tarazona y el Moncayo	Artes y Humanidades	65 y más	Mujeres	4
12	Tarazona y el Moncayo	Artes y Humanidades	25 a 44	Hombres	40
12	Tarazona y el Moncayo	Artes y Humanidades	45 a 64	Hombres	13
12	Tarazona y el Moncayo	Artes y Humanidades	65 y más	Hombres	10
12	Tarazona y el Moncayo	Informática	25 a 44	Mujeres	25
12	Tarazona y el Moncayo	Informática	45 a 64	Mujeres	1
12	Tarazona y el Moncayo	Informática	25 a 44	Hombres	36
12	Tarazona y el Moncayo	Informática	45 a 64	Hombres	4
12	Tarazona y el Moncayo	Ingenierías	25 a 44	Mujeres	12
12	Tarazona y el Moncayo	Ingenierías	45 a 64	Mujeres	1
12	Tarazona y el Moncayo	Ingenierías	65 y más	Mujeres	1
12	Tarazona y el Moncayo	Ingenierías	25 a 44	Hombres	66
12	Tarazona y el Moncayo	Ingenierías	45 a 64	Hombres	17
12	Tarazona y el Moncayo	Ingenierías	65 y más	Hombres	6
12	Tarazona y el Moncayo	Formación Técnica e Industrial	25 a 44	Mujeres	93
12	Tarazona y el Moncayo	Formación Técnica e Industrial	45 a 64	Mujeres	8
12	Tarazona y el Moncayo	Formación Técnica e Industrial	25 a 44	Hombres	223
12	Tarazona y el Moncayo	Formación Técnica e Industrial	45 a 64	Hombres	50
12	Tarazona y el Moncayo	Formación Técnica e Industrial	65 y más	Hombres	7
12	Tarazona y el Moncayo	Ciencias	25 a 44	Mujeres	19
12	Tarazona y el Moncayo	Ciencias	45 a 64	Mujeres	3
12	Tarazona y el Moncayo	Ciencias	65 y más	Mujeres	1
12	Tarazona y el Moncayo	Ciencias	25 a 44	Hombres	12
12	Tarazona y el Moncayo	Ciencias	45 a 64	Hombres	6
12	Tarazona y el Moncayo	Ciencias	65 y más	Hombres	1
12	Tarazona y el Moncayo	Arquitectura o Construcción	25 a 44	Mujeres	8
12	Tarazona y el Moncayo	Arquitectura o Construcción	65 y más	Mujeres	1
12	Tarazona y el Moncayo	Arquitectura o Construcción	25 a 44	Hombres	18
12	Tarazona y el Moncayo	Arquitectura o Construcción	45 a 64	Hombres	7
12	Tarazona y el Moncayo	Agricultura, Veterinaria,...	25 a 44	Mujeres	8
12	Tarazona y el Moncayo	Agricultura, Veterinaria,...	65 y más	Mujeres	1
12	Tarazona y el Moncayo	Agricultura, Veterinaria,...	25 a 44	Hombres	17
12	Tarazona y el Moncayo	Agricultura, Veterinaria,...	45 a 64	Hombres	4
12	Tarazona y el Moncayo	Agricultura, Veterinaria,...	65 y más	Hombres	1
12	Tarazona y el Moncayo	Salud, Servicios Sociales	25 a 44	Mujeres	172
12	Tarazona y el Moncayo	Salud, Servicios Sociales	45 a 64	Mujeres	30
12	Tarazona y el Moncayo	Salud, Servicios Sociales	65 y más	Mujeres	7
12	Tarazona y el Moncayo	Salud, Servicios Sociales	25 a 44	Hombres	38
12	Tarazona y el Moncayo	Salud, Servicios Sociales	45 a 64	Hombres	14
12	Tarazona y el Moncayo	Salud, Servicios Sociales	65 y más	Hombres	9
12	Tarazona y el Moncayo	Otros Servicios	25 a 44	Mujeres	52
12	Tarazona y el Moncayo	Otros Servicios	45 a 64	Mujeres	9
12	Tarazona y el Moncayo	Otros Servicios	25 a 44	Hombres	20
12	Tarazona y el Moncayo	Otros Servicios	45 a 64	Hombres	10
13	Campo de Borja	Derecho	25 a 44	Mujeres	26
13	Campo de Borja	Derecho	25 a 44	Hombres	21
13	Campo de Borja	Derecho	45 a 64	Hombres	6
13	Campo de Borja	Derecho	65 y más	Hombres	4
13	Campo de Borja	Magisterio, Educación infantil...	25 a 44	Mujeres	70
13	Campo de Borja	Magisterio, Educación infantil...	45 a 64	Mujeres	33
13	Campo de Borja	Magisterio, Educación infantil...	65 y más	Mujeres	9
13	Campo de Borja	Magisterio, Educación infantil...	25 a 44	Hombres	22
13	Campo de Borja	Magisterio, Educación infantil...	45 a 64	Hombres	21
13	Campo de Borja	Magisterio, Educación infantil...	65 y más	Hombres	4
13	Campo de Borja	Ciencias Sociales	25 a 44	Mujeres	138
13	Campo de Borja	Ciencias Sociales	45 a 64	Mujeres	8
13	Campo de Borja	Ciencias Sociales	65 y más	Mujeres	6
13	Campo de Borja	Ciencias Sociales	25 a 44	Hombres	66
13	Campo de Borja	Ciencias Sociales	45 a 64	Hombres	11
13	Campo de Borja	Ciencias Sociales	65 y más	Hombres	3
13	Campo de Borja	Artes y Humanidades	25 a 44	Mujeres	34
13	Campo de Borja	Artes y Humanidades	45 a 64	Mujeres	13
13	Campo de Borja	Artes y Humanidades	65 y más	Mujeres	4
