Año	Comarca código	Comarca nombre	Total	VC Residencial	VC Almacén, estacionamiento	VC Comercial	VC Ocio, hostelería	VC Industrial	VC Cultural	VC Deportivo	VC Oficinas	VC Edificios singulares	VC Religioso	VC Espectáculos	VC Sin definir	VC Suelo vacante	VC Sanidad, benefic
2010	04	La Ribagorza	768267,9	498419,42	32377,5	18382,25	30222,88	22598,07	7298,02	8355,46	753,24	1424,76	3938,35	0	269848,48	144497,95	0
2010	05	Cinco Villas	1234388,1	754433,2	47989,08	41550,44	5082,21	189412,62	24960,91	23494,72	7092,5	3758,81	14962,21	3900,79	479954,9	110229,46	7521,15
2010	06	Hoya de Huesca / Plana de Uesca	1990632,68	1263936,27	116754,49	123951,21	13958,39	160405,55	52751,8	37162,29	62911,74	1325,11	25106,96	0	726696,41	106209,4	26159,47
2010	07	Somontano de Barbastro	628484,13	396687,73	37166,09	26133,29	23672,52	55006,4	12701,41	19666,7	4177,02	1185,01	8777,79	573,16	231796,4	25912,97	16824,04
2010	08	Cinca Medio	410184,93	273901,99	19362,08	15401,86	2532,15	59431,19	9086,3	2601,66	4151,1	0	480,16	0	136282,94	21168,01	2068,43
2010	09	La Litera / La Llitera	401464,19	278367,34	15284,09	11650,64	328,56	51274,04	4930,76	3710,33	2989,33	0	1214,91	0	123096,85	31254,49	459,7
2010	10	Los Monegros	424145,46	288672,47	3303,69	4725,73	2146,77	79739,29	4052,11	6279,78	253,76	0	2490,92	0	135472,99	29239	3241,94
2010	11	Bajo Cinca / Baix Cinca	415154,31	251082,88	18138,48	15204,46	4497,39	80315,31	3902,36	5600,6	3380,4	0	916,21	0	164071,43	29343,46	2772,76
2010	12	Tarazona y el Moncayo	261809,62	178182,71	5331,05	4063,39	2097,29	41299,7	6481,62	2152,39	1027,1	0	2459,14	0	83626,91	16031,88	2683,35
2010	13	Campo de Borja	214618,26	159119,34	2511,23	3842,44	511,71	31927,96	1279,6	1090,99	544,77	0	1469,73	0	55498,92	10696,97	1623,52
2010	14	Aranda	206536,62	111019,52	7033,9	6477,27	0	38335,39	4342,74	791,94	1139,77	0	407,37	0	95517,1	34335,28	2653,44
2010	15	Ribera Alta del Ebro	1035916,69	505474,12	11313,56	8118,06	1460,18	307779,49	3682,03	5047,16	7179,32	2125,74	1326,45	0	530442,57	179392,71	3017,87
2010	16	Valdejalón	1100159,63	578639,75	18274,79	12449,31	4531,88	241208,03	17209,3	13222	7387,83	216,06		0	521519,88	206452,72	567,96
2010	17	Central	27780052,37	16005688,72	1351134,88	2162948,46	391789,4	2921261,06	923512,47	357822,36	917107,08	463694,58	131145,85	71890,5	11774363,65	1691949,03	390107,98
2010	18	Ribera Baja del Ebro	341159,83	172163,01	1655,27	1372,65	2125,37	117119,9	0	2900,35	2149,71	0	2106,93	0	168996,82	39566,64	0
2010	19	Bajo Aragón-Caspe / Baix Aragó-Casp	341815,74	231661,52	9069,32	4996,1	2439,28	39096,24	5516,16	2793,11	2929,66	0	1420,07	0	110154,22	39584,87	2309,41
2010	20	Comunidad de Calatayud	966308,23	662780,54	32719,27	40669,5	16751,83	106772,19	14325,87	10867,02	5719,23	235,97	7155,04	0	303527,69	44076,49	24235,28
2010	21	Campo de Cariñena	211072,79	141339,5	1960,81	1334,85	222,37	40012,74	1029,88	1579,1	259,99	774,85	1616,68	0	69733,29	20942,02	0
2010	22	Campo de Belchite	94012,74	78182,74	535,1	219,46	0	10163,79	431,67	0	49,11	0	309,91	0	15830	4120,96	0
2010	23	Bajo Martín	125836,82	92863,94	1877,49	1155,9	255,31	19036,69	517,14	166,36	185,84	0	1401,58	0	32972,88	8362,68	13,89
2010	24	Campo de Daroca	186267,96	138643,74	420,83	2853,02	2528,3	18245,67	5743,71	1782,65	1431,71	0	2416,21	0	47624,22	10765,94	1436,18
2010	25	Jiloca	287328,01	213618,63	7683,28	5049,39	3854,98	33180,83	1990,85	94,02	1224,98	271,96	791,47	0	73709,38	18863,63	703,99
2010	26	Cuencas Mineras	150539,6	107379,45	3066,83	1701,18	579,48	17119,25	1868,67	4197,68	269,03	0	713,28	0	43160,15	13032,77	611,98
2010	27	Andorra-Sierra de Arcos	342032,05	208399,99	10514,84	5552,36	2995,31	38984,6	12439,77	9173,66	1607,34	0	680,84	0	133632,06	46964,78	4718,56
2010	28	Bajo Aragón	587697,71	412779,07	39518,71	22953,04	3361,71	61179,9	1748,76	4105,59	3261,68	0	1797,5	0	174918,64	33416,87	3574,88
2010	29	Comunidad de Teruel	1356948,99	830849,62	70214,91	48568,55	14399,87	140316,31	60954,45	16689,56	17716,07	21495,4	8649,35	0	526099,37	80862,04	46232,86
2010	30	Maestrazgo	90959,41	65513,64	973,56	818,51	3113,41	9666,06	0	3352,87	0	377,9	1505,07	0	25445,77	5638,39	0
2010	31	Sierra de Albarracín	138980,47	108098,62	1832,34	743,22	4565,02	9037,93	997,03	0	0	0	1571,32	0	30881,85	11384,79	750,2
2010	32	Gúdar-Javalambre	296185,32	218298	6218,96	2043,95	6257,59	28692,55	781,45	4468,94	83,01	0	1683,25	0	77887,32	27657,62	0
2010	33	Matarraña / Matarranya	212230,05	166931,08	3217,67	900,49	3125,26	20178,22	1024,18	826,79	203,91	0	1567,65	0	45298,97	14254,8	0
2011	01	La Jacetania	2388025,5	1762878,61	124117,07	95536,97	92204,27	74781,98	23161,76	13832,45	6885,75	31201,12	12361,58	0	625146,89	135524,76	15539,18
2011	02	Alto Gállego	1148169,89	723008,14	78520,97	23440,83	87129,57	70790,35	8116	25143,4	2907,48	937,1	3526,91	0	425161,75	118354,54	6294,6
2011	03	Sobrarbe	304812,2	200215,25	10378,7	8017,21	31800,95	21710,54	1030,36	1726,47	715,85	963,4	2033,52	0	104596,95	26219,95	0
2011	04	La Ribagorza	815881,94	527895,64	35952,18	19208,49	40208	22150,34	7478,13	7964,99	730,8	1424,76	3815,19	0	287986,3	149053,42	0
2011	05	Cinco Villas	1258072,42	772989,04	49914,68	44508	8594,28	185816,86	24960,91	23494,72	6998,52	3758,81	14869,45	3900,79	485083,38	110745,21	7521,15
2011	06	Hoya de Huesca / Plana de Uesca	2049914,81	1304126,57	118975,17	125699,57	21373,88	163556,96	56225,11	37154,27	61663,72	1325,11	25256,28	0	745788,24	108398,7	26159,47
2011	07	Somontano de Barbastro	637716,39	402270,91	37387,52	26537,15	23766,1	57580,61	12701,41	19969,51	4525,65	1185,01	8777,79	573,16	235445,48	25617,53	16824,04
2011	08	Cinca Medio	420218,25	281293,5	20156,25	16301,56	2532,15	60514,69	9264,5	2601,66	4151,1	0	480,16	0	138924,75	20854,25	2068,43
2011	09	La Litera / La Llitera	406098,86	280612,43	15313,72	11675,43	0	46277,42	6821,76	6949,65	2989,33	714,65	1410,39	0	125486,43	31226,31	2107,77
2011	10	Los Monegros	427022,81	291605,57	3136,69	4698,88	2146,77	79778,14	4052,11	6335,17	253,76	0	2490,92	0	135417,24	29282,86	3241,94
2011	11	Bajo Cinca / Baix Cinca	421803,54	255584,61	18398	15608,03	4502,56	80860,94	5017,39	6062,25	3350,44	0	916,21	0	166218,93	28730,35	2772,76
2011	12	Tarazona y el Moncayo	268790,91	183768,56	6234,81	4526,01	2097,29	41171,32	6470,47	2152,39	1586,53	0	2459,14	0	85022,35	15641,04	2683,35
2011	13	Campo de Borja	216987,89	161536,62	2732,4	2797,12	511,71	32661,28	1279,6	1090,99	538,35	0	1469,73	0	55451,27	10746,57	1623,52
2011	14	Aranda	216726,82	122361,25	7168,73	6481,65	0	37574,29	5359,97	790,19	1247,25	0	213,29	0	94365,57	32876,76	2653,44
2011	15	Ribera Alta del Ebro	1039621,9	512624,17	11519,57	8120,19	1460,18	307714,32	3682,03	5047,16	7150,79	2125,74	1326,45	0	526997,73	175833,43	3017,87
2011	16	Valdejalón	1120867,85	594947,34	19050,2	12537,79	4531,88	243691,19	17209,3	12820,34	7382,04	216,06		1003,29	525920,51	206910,46	567,96
2011	17	Central	28481880,83	16328532,47	1407078,22	2238274,05	386568,79	2951763,13	950423,46	347281,39	1069374,61	528302,3	135879,59	70055,85	12153348,36	1669056,37	399290,6
2011	18	Ribera Baja del Ebro	331393,53	172171,35	1648,08	1372,65	2125,37	71995,31	0	2900,35	2149,71	0	2106,93	0	159222,18	74923,78	0
2011	19	Bajo Aragón-Caspe / Baix Aragó-Casp	343646,21	235308,59	9411,86	5305,46	2439,28	39467,76	5516,16	2727,99	729,73	0	1420,07	0	108337,62	39009,9	2309,41
2011	20	Comunidad de Calatayud	1074985,94	747958,11	35277,53	42022,5	16751,83	114504,54	14325,87	10867,02	5804,41	0	6515,23	0	327027,83	56723,62	24235,28
2011	21	Campo de Cariñena	217987,07	144879,53	2181,03	1334,43	222,37	41748,88	1044,21	2171,27	259,99	774,85	1616,68	0	73107,54	21753,83	0
2011	22	Campo de Belchite	106439,82	88051,76	562,58	219,46	0	9860	431,67	0	49,11	0	309,91	0	18388,06	6955,33	0
2011	23	Bajo Martín	128724,74	95809,01	1856,92	1163,45	255,31	19043,72	517,14	166,36	235,7	0	1401,58	0	32915,73	8261,66	13,89
2011	24	Campo de Daroca	189801,45	142476,77	508,91	2861,45	2528,3	18090,52	5743,71	1782,65	1431,71	0	2416,21	0	47324,68	10525,04	1436,18
2011	25	Jiloca	308037,09	223834,42	7835,2	5884,28	4677,79	39014,07	2968,35	1391,96	1224,98	1725,1	791,47	1341,27	84202,67	16454	894,2
2011	26	Cuencas Mineras	181480,61	126876,45	4125,14	2409,62	579,48	20546,17	1868,67	4161,72	280,35	0	780,71	0	54604,16	19240,32	611,98
2011	27	Andorra-Sierra de Arcos	356148,87	214831,72	10974,06	6174,37	3494,7	49305,6	12860,89	9103,13	1641,42	0	826,04	0	141317,15	43826,46	3110,48
2011	28	Bajo Aragón	621793,87	424934,75	40699,21	25690,38	3366,3	64984,16	1748,76	4130,34	3337,68	0	1797,5	0	196859,12	47529,91	3574,88
2011	29	Comunidad de Teruel	1384213,79	852465,19	72512,16	50066,76	15189,27	142506,44	60954,45	16617,08	17688,94	21495,4	8649,35	0	531748,6	79633,62	46435,13
2011	30	Maestrazgo	90560,55	65492,36	1032,67	417,93	3572,51	9711,96	0	3387,75	0	377,9	1505,07	0	25068,19	4583,07	479,33
2011	31	Sierra de Albarracín	158897,25	123914,46	2494,28	793,54	5005,79	10245,09	1077,48	0	0	0	1415,97	0	34982,79	13200,44	750,2
2011	32	Gúdar-Javalambre	320832,68	238811,67	6766,2	2525,75	6849,5	29744,06	781,45	4468,94	83,01	0	1683,25	0	82021,01	29118,85	0
2011	33	Matarraña / Matarranya	217104,15	171183,71	3508,38	961,4	3125,26	20727,94	1024,18	826,79	203,91	0	1568,35	0	45920,44	13974,23	0
2012	01	La Jacetania	2439683	1813753,78	129597,84	94732,64	93013,42	74687,33	23161,76	13832,58	6682,56	28980,44	12061,3	0	625929,22	133640,17	15539,18
2012	02	Alto Gállego	1162612,72	733893,44	80165,84	23378,94	88882,49	70984,38	8116	25207,29	2907,48	937,1	3526,48	0	428719,28	118318,68	6294,6
2012	03	Sobrarbe	311756,63	204552,33	10424,62	8205,06	32427,76	23347,24	1030,36	1726,47	695,32	963,4	2026,53	0	107204,3	26357,54	0
2012	04	La Ribagorza	825440,92	536683,61	36319,16	19200,1	40541,95	22484,54	7478,13	7964,99	867,27	1424,76	3824,84	0	288757,31	148651,57	0
2012	05	Cinco Villas	1268692,24	781368,06	50702,65	44753,73	9135,36	185582,4	24960,91	23494,72	6781,27	3758,81	14869,45	3900,79	487324,18	111862,94	7521,15
2012	06	Hoya de Huesca / Plana de Uesca	2073525,61	1313857,96	120066,37	128147,79	21373,88	162767,41	60577,37	40422,57	65992,41	1325,11	25254,44	0	759667,65	105144,26	28596,04
2012	07	Somontano de Barbastro	652735,5	410437,82	37875,23	26897,86	25168,77	61526,1	12701,41	19969,51	4422,19	1316,04	8775,65	573,16	242297,68	26247,72	16824,04
2012	08	Cinca Medio	428515,2	284635,85	20593,48	16296,68	2532,15	62462,22	9264,5	2601,66	4255,11	0	480,16	0	143879,35	23324,96	2068,43
2012	09	La Litera / La Llitera	418232,93	285538,61	15969,6	12209,2	0	53405,69	6821,76	6945,59	2989,33	714,65	1410,39	0	132694,32	30120,34	2107,77
2012	10	Los Monegros	434562,51	296638,4	3390,42	4694,19	2208,4	81599,88	4052,11	6335,17	291,42	0	2490,92	0	137924,11	29619,66	3241,94
2012	11	Bajo Cinca / Baix Cinca	431043,75	257432,4	18514,01	15760,43	5601,25	86517,29	5318,03	6062,25	3368,2	0	916,21	0	173611,35	28780,92	2772,76
2012	12	Tarazona y el Moncayo	273385,26	186673,54	6476,09	4672,45	2097,29	42645,37	6470,47	2189,12	1705,72	0	2459,14	0	86711,72	15312,72	2683,35
2012	13	Campo de Borja	221230,9	165220	3292,18	2869,28	511,71	32673,68	1279,6	1090,99	538,35	0	1469,73	0	56010,9	10661,86	1623,52
2012	14	Aranda	216767,92	122255,35	7335,37	6775,55	0	37312,15	5359,97	790,19	1301,83	0	213,29	0	94512,57	32770,78	2653,44
2012	15	Ribera Alta del Ebro	1073922,14	533719,48	13063,81	8024,43	1460,18	316629,02	3682,03	5205,34	7237,64	2125,74	1326,45	0	540202,66	178430,15	3017,87
2012	16	Valdejalón	1136616,77	602680,08	20391,87	12538,47	4531,88	245314,62	17209,3	12820,34	8205,58	1403,98		1003,29	533936,69	209949,4	567,96
2012	17	Central	29145250,82	16485689,48	1459791,95	2248383,65	437611,08	3067973,43	992050,3	442233,17	1173361,05	564189,12	135726,61	66352,72	12659561,34	1630434,24	441454,02
2012	18	Ribera Baja del Ebro	332897,48	173806,52	1677,13	1444,85	2125,37	64518,37	0	2900,35	2240,79	0	2106,93	0	159090,96	82077,17	0
2012	19	Bajo Aragón-Caspe / Baix Aragó-Casp	347274,44	236408,62	9734,92	5390,47	2349,81	39551,01	5516,16	2727,99	729,73	0	1393,74	0	110865,82	40780,46	2691,53
2012	20	Comunidad de Calatayud	1128977,25	771736,76	37449,43	45854,29	27234,9	125244,4	14449,41	13734,19	7232,18	0	6067,45	0	357240,49	54331,99	25642,25
2012	21	Campo de Cariñena	226127,96	147987,18	2313,34	1462,09	222,37	46522,59	1044,21	2171,27	1977,45	774,85	1616,68	0	78140,78	20035,93	0
2012	22	Campo de Belchite	109364,69	90416,7	564,02	213,5	0	10172,74	431,67	0	49,11	0	309,91	0	18947,99	7207,04	0
2012	23	Bajo Martín	129878,1	96721,42	1885,57	1192,76	255,31	19242,87	517,14	166,36	258,76	0	1401,58	0	33156,68	8222,44	13,89
2012	24	Campo de Daroca	192281,11	144202,01	508,91	2861,45	2528,3	18539,2	5700,13	1782,65	1431,71	0	2416,21	0	48079,1	10874,36	1436,18
2012	25	Jiloca	314328,85	228530,62	8014,43	6396,82	4677,79	39252,54	2968,35	1391,96	1224,98	1725,1	932,96	1341,27	85798,23	16977,83	894,2
2012	26	Cuencas Mineras	181780,77	127235,33	4536,4	2427,62	579,48	20668,34	1868,67	4161,72	266,16	0	780,71	0	54545,44	18644,36	611,98
2012	27	Andorra-Sierra de Arcos	359159,1	217831,68	11353,09	6263,83	3494,7	49180,83	12860,89	9103,13	1681,77	0	849,47	0	141327,42	43429,23	3110,48
2012	28	Bajo Aragón	637092,33	430471,86	41456,49	26190	3546,61	71354,72	1748,76	5068,75	3208,69	0	1798,76	0	206620,47	48672,81	3574,88
2012	29	Comunidad de Teruel	1458613,14	906933,35	78380,12	52033,7	15311,55	152872,55	65014,6	15940,15	17619,62	21495,4	8649,35	0	551679,79	78123,03	46239,72
2012	30	Maestrazgo	93009,84	67306,76	1478,43	714,1	3572,51	9733,28	0	3387,75	0	419,48	1505,07	0	25703,08	4413,13	479,33
2012	31	Sierra de Albarracín	163301,39	126862,09	2869,27	822,25	5085,09	11359,23	1077,48	0	0	0	1473,44	0	36439,3	13002,34	750,2
2012	32	Gúdar-Javalambre	343070,68	256485,36	8132,81	3000,95	7283,13	30917,42	781,45	4468,94	83,01	0	1683,25	0	86585,32	30234,36	0
2012	33	Matarraña / Matarranya	220200,35	173178,15	3626,91	985,36	3125,26	20698,65	2057,78	826,79	245,92	0	1556,79	0	47022,2	13898,74	0
2013	01	La Jacetania	2447347,38	1824250,03	130100,5	93966,44	94191,66	74251,23	22865,42	14277,48	7021,36	28848,53	12456,41	0	623097,35	129579,14	15539,18
2013	02	Alto Gállego	1167703,51	738903,17	80521,02	23425,55	89583,99	70753,79	8116	25209,67	2907,48	937,1	3526,48	0	428800,34	117524,66	6294,6
2013	03	Sobrarbe	404716,19	268993,04	12377,29	9834,31	42715,34	25505,44	1236,48	1281,16	794,04	4904,99	2556,84	0	135723,15	34517,26	0
2013	04	La Ribagorza	844379,25	541504,97	36511,21	19410,8	40541,95	23443,52	7478,13	7964,99	867,27	1424,76	3706,34	0	302874,28	161525,31	0
2013	05	Cinco Villas	1273790,09	785553,07	51600,06	44256,93	6751,17	185095,39	24960,91	23916,58	8515,19	3758,81	14869,45	3900,79	488237,02	113090,59	7521,15
2013	06	Hoya de Huesca / Plana de Uesca	2121113,42	1332608,62	122013,83	129748,15	21811,87	170497,93	62824,27	42172,28	65912,69	1325,11	30728,18	0	788504,8	105532,63	35937,86
2013	07	Somontano de Barbastro	670384,52	415719,29	37710,13	27080,26	21916,91	78163,68	13175,58	14719,83	5814,19	1466,99	7609,75	573,16	254665,23	26095,13	20339,62
2013	08	Cinca Medio	465150,45	285896,41	20723,28	17669,18	4388,62	76326,25	10496,81	4603,54	3869,82	0	480,16	0	179254,04	37543,97	3152,41
2013	09	La Litera / La Llitera	575293,63	389818,29	22587,23	17340,81	0	71608,44	7777,13	9322,69	3571,77	714,65	1054,46	0	185475,34	48887,8	2610,36
2013	10	Los Monegros	440013,91	301785,57	3543,31	4673,49	2192,57	81841,26	4052,11	8347,07	403,4	0	2490,92	0	138228,34	27442,27	3241,94
2013	11	Bajo Cinca / Baix Cinca	688800,51	409380,11	33856,89	31180,54	5116,75	97616,43	10109,35	5745,58	5819,51	0	1388,99	0	279420,4	80377,87	8208,49
2013	12	Tarazona y el Moncayo	275264,39	187839,65	6700,65	4580,68	2167,55	43289,78	6470,47	2189,12	1733,7	0	2459,14	0	87424,74	15150,3	2683,35
2013	13	Campo de Borja	249364,31	180666,83	3407,11	3187,2	511,71	42830,4	1279,6	1090,99	482,82	0	1469,73	0	68697,48	12814,4	1623,52
2013	14	Aranda	216883,71	122196,43	7419,37	6778,67	0	37388,54	5359,97	790,19	1195,71	0	213,29	0	94687,28	32888,1	2653,44
2013	15	Ribera Alta del Ebro	1105502,54	555149,4	14211,89	8135,83	1460,18	321845,19	3682,03	9301,23	7560,25	2125,74	1326,45	0	550353,14	177686,48	3017,87
2013	16	Valdejalón	1142498,33	606719,06	21023,85	12714,49	4502,33	245993,86	17209,3	12820,34	8601,73	1403,98		0	535779,27	210941,43	567,96
2013	17	Central	46286998,49	28530838,04	2258861,31	4053270,63	450134,12	2814379,76	1518876,52	842665,8	1754481,39	425768,86	201108,51	94523,42	17756160,45	2496669,66	845420,47
2013	18	Ribera Baja del Ebro	334013,24	174355,01	1824,35	1641,83	2125,37	70029,47	0	2900,35	2240,79	0	2106,93	0	159658,23	76789,14	0
2013	19	Bajo Aragón-Caspe / Baix Aragó-Casp	350995	238914,04	10209,82	5529,53	2579,9	39454,71	5516,16	2727,99	1055,4	0	1813,77	0	112080,96	40502,15	2691,53
2013	20	Comunidad de Calatayud	1142616,94	781517,71	38038,57	46249,39	28238,44	127772,17	16677,5	11349,48	7343,66	0	5907,36	0	361099,23	53862,36	25660,3
2013	21	Campo de Cariñena	252733,76	162284,94	2821,55	1544,04	294,49	54501,03	1044,21	2687,06	2129,06	774,85	1616,68	0	90448,82	21681,06	1354,79
2013	22	Campo de Belchite	109532,31	90491,21	596,06	206,98	0	10148,82	431,67	0	49,11	0	309,91	0	19041,1	7298,55	0
2013	23	Bajo Martín	130485,11	97387,87	1890,49	1148,99	255,31	19245,79	517,14	166,36	259,37	0	1401,58	0	33097,24	8198,32	13,89
2013	24	Campo de Daroca	192555,25	144180,62	508,91	2861,45	2528,3	18795,04	5700,13	1782,65	1431,71	0	2416,21	0	48374,63	10914,05	1436,18
2013	25	Jiloca	318977,39	231353,04	8141,43	6574,87	4677,79	39923,13	2968,35	1391,96	1224,98	1725,1	938,56	1341,27	87624,35	17822,71	894,2
2013	26	Cuencas Mineras	181733,21	127978,61	4131,68	2427,7	586,05	20690,01	1868,67	4161,72	266,16	0	780,71	0	53754,6	18229,92	611,98
2013	27	Andorra-Sierra de Arcos	368896,25	226558,11	11970,22	7114,41	3494,7	49496,53	13432,71	9103,13	1681,77	0	849,47	0	142338,14	42084,72	3110,48
2013	28	Bajo Aragón	651057,22	437343,52	41883	26327,63	3546,61	79171,56	1748,76	5307,6	3927,3	0	1798,76	0	213713,7	46427,6	3574,88
2013	29	Comunidad de Teruel	1491091,94	931508,9	80134,14	54317,24	15311,55	157377,39	64987,35	16056,54	18127,16	22014,92	8649,35	0	559583,04	76367,68	46239,72
2013	30	Maestrazgo	94692,12	68677,47	1738,75	814,81	3572,51	9748,43	0	3387,75	0	403,7	1505,07	0	26014,65	4364,3	479,33
2013	31	Sierra de Albarracín	165920,21	129301,46	2957,89	832,41	5085,09	11433,75	1077,48	0	0	0	1473,44	0	36618,75	13008,49	750,2
2013	32	Gúdar-Javalambre	352654,31	264084,85	9026,59	3041,88	7279,76	32743,75	781,45	4468,94	83,01	0	1683,25	0	88569,46	29460,83	0
2013	33	Matarraña / Matarranya	224010,89	176180,43	3999,87	1053,3	3135,94	21098,21	2057,78	826,79	257,67	0	1549,23	0	47830,46	13851,67	0
2014	01	La Jacetania	2470353,27	1838325,11	131597,64	94324,68	103829,65	74385,69	20896,91	14321,97	7194,05	29064,12	12409,19	0	632028,16	128465,08	15539,18
2014	02	Alto Gállego	1202065,87	755854,96	80921,54	24036,74	87065,02	70843,47	8116	31945,37	3021,08	7721,81	3815,97	0	446210,91	122157,71	6566,2
2014	03	Sobrarbe	423573,22	280030,59	13143,86	10262,15	45363,35	26162,76	1257,09	1312,85	899,91	5297,4	2688,63	0	143542,63	37154,63	0
2014	04	La Ribagorza	815281,52	536804,19	36325,52	18312,86	41730,63	24734,38	6813,1	7918,45	844,37	1355,91	3704,39	0	278477,33	136737,72	0
2014	05	Cinco Villas	1286419,33	786535,53	52482,47	44818,78	7083,2	196427,07	24960,92	23916,58	8885,07	5791,1	14804,91	3900,79	499883,8	109291,76	7521,15
2014	06	Hoya de Huesca / Plana de Uesca	2203350,36	1370707,85	124656,87	130383,47	22054,6	173914,39	62748,46	43000,36	66956,33	37969,83	30886,09	0	832642,51	101910,51	38161,6
2014	07	Somontano de Barbastro	741064,94	453254,14	42057,47	30085,8	25649,95	91551,94	14296,32	15490,25	6432,62	2184,35	8373,21	630,48	287810,8	28684,83	22373,58
2014	08	Cinca Medio	506581,05	315552,13	23846,88	19838,5	4520,7	78790,6	11623,08	5001,47	4243,7	6761,25	520,93	0	191028,92	32414,16	3467,65
2014	09	La Litera / La Llitera	580338,92	391335,83	22864,07	17171,38	0	72183,89	7777,13	9302,46	3717,26	714,65	1629,75	0	189003,09	51032,14	2610,36
2014	10	Los Monegros	478898	322039,16	3103	5202,74	2757,26	90287,24	4552,23	9592,66	619,56	533,64	2639,45	472,65	156858,84	33754,07	3344,34
2014	11	Bajo Cinca / Baix Cinca	702980,93	411791,86	35753,42	30883,14	4944,55	97154,49	10109,35	6198,92	5893,29	10764,29	1388,99	0	291189,07	80589,72	7508,91
2014	12	Tarazona y el Moncayo	301579,51	203685,55	7715,2	5086,93	2384,3	46691,24	7117,51	4004,69	1907,07	0	2602,73	748,19	97893,96	16684,42	2951,68
2014	13	Campo de Borja	285565,66	198848,64	4120,87	3678,8	1181,08	55635,49	1407,56	1589,14	485,22	0	1616,7	0	86717,02	15216,29	1785,87
2014	14	Aranda	183922,88	107387,71	5604,47	5222,08	0	31841,68	4289,16	869,21	958,92	0	234,62	0	76535,17	25578,02	1937,01
2014	15	Ribera Alta del Ebro	1156519,6	579560,71	15393,22	8897,66	1606,19	350303,45	4050,24	12150,45	7837,05	2022,15	1696,88	0	576958,89	169983,73	3017,87
2014	16	Valdejalón	1182611,89	617835,77	22911,21	12918,65	4555,07	260678,99	18079,02	12753,76	9302,84	1558,42	0	0	564776,12	221450,2	567,96
2014	17	Central	46423864,69	28643991,15	2245489,71	4175061,7	449397,09	2767561,96	1540535,46	849663,37	1769218,5	444508,98	201191,82	93995,89	17779873,54	2398423,62	844825,44
2014	18	Ribera Baja del Ebro	278184,32	152736,23	1656,87	1437,96	2125,37	46867,35	0	2117,26	1854,37	0	1910,41	0	125448,09	67478,5	0
2014	19	Bajo Aragón-Caspe / Baix Aragó-Casp	350520,87	239692,79	9172,03	6077,5	2508,95	41935,06	5707,33	2725,6	1171,49	1194,34	2013,28	0	110828,08	35334,9	2987,6
2014	20	Comunidad de Calatayud	1232034,88	829635,08	41851,04	50488,73	29063,91	137133,24	18378,74	12472,76	8043,97	15823,28	6355,38	0	402399,8	55410,66	27378,09
2014	21	Campo de Cariñena	307288,95	174099,97	3462,42	2125,92	1393,11	71373,46	1620,36	2804,76	3025,71	852,33	1746,29	0	133188,98	42987,32	1797,3
2014	22	Campo de Belchite	111047,75	91802,97	599,27	206,98	0	10313,52	431,67	0	49,11	0	321,99	0	19244,78	7322,24	0
2014	23	Bajo Martín	142817,68	105819,42	2153,65	1252,74	280,84	21448,71	517,14	686,49	285,31	0	1499,69	0	36998,26	8858,41	15,28
2014	24	Campo de Daroca	197871,78	146223,8	3003,28	2885,9	2528,3	19044,69	5700,13	1782,65	1431,71	0	2416,21	0	51647,98	11418,93	1436,18
2014	25	Jiloca	337339,36	245399,4	8415,11	6674,82	6045,53	41654,14	2968,35	1595,94	1377,41	555,53	944,25	1341,27	91939,96	19473,41	894,2
2014	26	Cuencas Mineras	186005,67	131201,52	4401,34	2526,31	604,79	21369,08	1955,46	4279,2	277,28	0	801,94	0	54804,15	17915,57	673,18
2014	27	Andorra-Sierra de Arcos	374119,86	229770,07	12035,47	7147,68	3494,7	49635,61	13432,71	9103,13	1681,77	1374,18	897,25	0	144349,79	42436,81	3110,48
2014	28	Bajo Aragón	706997,37	467658,21	46578,19	29213,04	3730,44	91093,65	1923,64	5290,8	4498,86	2197,77	1952,92	0	239339,16	47333,65	5526,2
2014	29	Comunidad de Teruel	1647436,26	1029900,13	89758,88	61738,53	16972,97	172485,97	72376,56	17669,69	20709,42	25685,73	9504,29	0	617536,13	79823,68	50810,41
2014	30	Maestrazgo	100198,58	72436,57	1902,57	797,01	4173,37	10204,13	0	3387,75	0	419,53	1818,39	0	27762,01	4579,93	479,33
2014	31	Sierra de Albarracín	176220,02	137397,14	3294,75	922,32	5551,13	11900,04	1185,22	0	0	0	1592,34	0	38822,88	13551,87	825,21
2014	32	Gúdar-Javalambre	372521,07	278175,71	9385,45	3986,82	8012,05	34110,28	859,6	4817,94	92,15	0	1935,73	0	94345,36	31145,34	0
2014	33	Matarraña / Matarranya	241817,69	188400,15	4857,6	1318,25	3345,91	22489,94	2161,14	2676,76	283,44	885,54	1548,44	0	53417,54	13850,52	0
2015	01	La Jacetania	2038417,46	1523625,97	108690,49	75224,2	85185,07	62242,17	20350,97	11692,68	5746,63	22699,03	10593,76	0	514791,49	99723,72	12642,77
2015	02	Alto Gállego	1208949	768895,68	83638,53	24300,27	77551,8	70705,1	8426,08	27816,91	3174,65	7341,85	3898,02	0	440053,32	127475,3	5724,81
2015	03	Sobrarbe	438886,53	288484,51	13742,19	10592,71	48262,83	26559,24	1569,6	2137,48	899,91	5546,21	2999,3	0	150402,02	38092,55	0
