Año	Residencia comarca código	Residencia comarca nombre	Relación lugar de residencia y nacimiento	Sexo	Extranjeros
2006	03	Sobrarbe	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2006	03	Sobrarbe	4 - Distinta CA	Hombres	1
2006	03	Sobrarbe	4 - Distinta CA	Mujeres	3
2006	03	Sobrarbe	5 - Nacidos en el extranjero	Hombres	261
2006	03	Sobrarbe	5 - Nacidos en el extranjero	Mujeres	249
2006	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Hombres	8
2006	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	7
2006	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2006	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2006	04	La Ribagorza	3 - Misma CA y distinta provincia	Hombres	1
2006	04	La Ribagorza	4 - Distinta CA	Hombres	6
2006	04	La Ribagorza	4 - Distinta CA	Mujeres	4
2006	04	La Ribagorza	5 - Nacidos en el extranjero	Hombres	538
2006	04	La Ribagorza	5 - Nacidos en el extranjero	Mujeres	472
2006	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Hombres	26
2006	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Mujeres	36
2006	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Hombres	16
2006	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Mujeres	8
2006	05	Cinco Villas	3 - Misma CA y distinta provincia	Hombres	2
2006	05	Cinco Villas	4 - Distinta CA	Hombres	9
2006	05	Cinco Villas	4 - Distinta CA	Mujeres	5
2006	05	Cinco Villas	5 - Nacidos en el extranjero	Hombres	1584
2006	05	Cinco Villas	5 - Nacidos en el extranjero	Mujeres	1049
2006	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	81
2006	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	73
2006	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	14
2006	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	13
2006	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Hombres	3
2006	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Mujeres	3
2006	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Hombres	13
2006	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Mujeres	14
2006	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Hombres	2370
2006	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Mujeres	1927
2006	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Hombres	42
2006	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	27
2006	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Hombres	4
2006	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	9
2006	07	Somontano de Barbastro	3 - Misma CA y distinta provincia	Hombres	1
2006	07	Somontano de Barbastro	3 - Misma CA y distinta provincia	Mujeres	2
2006	07	Somontano de Barbastro	4 - Distinta CA	Hombres	21
2006	07	Somontano de Barbastro	4 - Distinta CA	Mujeres	13
2006	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Hombres	773
2006	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Mujeres	588
2006	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Hombres	46
2006	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Mujeres	53
2006	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Hombres	10
2006	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Mujeres	10
2006	08	Cinca Medio	3 - Misma CA y distinta provincia	Hombres	1
2006	08	Cinca Medio	4 - Distinta CA	Hombres	6
2006	08	Cinca Medio	4 - Distinta CA	Mujeres	3
2006	08	Cinca Medio	5 - Nacidos en el extranjero	Hombres	1283
2006	08	Cinca Medio	5 - Nacidos en el extranjero	Mujeres	747
2006	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Hombres	46
2006	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Mujeres	43
2006	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Hombres	8
2006	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Mujeres	10
2006	09	La Litera / La Llitera	3 - Misma CA y distinta provincia	Mujeres	1
2006	09	La Litera / La Llitera	4 - Distinta CA	Hombres	11
2006	09	La Litera / La Llitera	4 - Distinta CA	Mujeres	6
2006	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Hombres	1054
2006	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Mujeres	474
2006	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2006	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Mujeres	6
2006	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Hombres	8
2006	10	Los Monegros	2 - Misma CA, misma provincia y distinto municipio	Mujeres	10
2006	10	Los Monegros	3 - Misma CA y distinta provincia	Hombres	1
2006	10	Los Monegros	3 - Misma CA y distinta provincia	Mujeres	3
2006	10	Los Monegros	4 - Distinta CA	Hombres	4
2006	10	Los Monegros	4 - Distinta CA	Mujeres	1
2006	10	Los Monegros	5 - Nacidos en el extranjero	Hombres	603
2006	10	Los Monegros	5 - Nacidos en el extranjero	Mujeres	454
2006	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Hombres	30
2006	11	Bajo Cinca / Baix Cinca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	20
2006	11	Bajo Cinca / Baix Cinca	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2006	11	Bajo Cinca / Baix Cinca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2006	11	Bajo Cinca / Baix Cinca	3 - Misma CA y distinta provincia	Hombres	2
2006	11	Bajo Cinca / Baix Cinca	4 - Distinta CA	Hombres	7
2006	11	Bajo Cinca / Baix Cinca	4 - Distinta CA	Mujeres	3
2006	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Hombres	1433
2006	11	Bajo Cinca / Baix Cinca	5 - Nacidos en el extranjero	Mujeres	840
2006	12	Tarazona y el Moncayo	1 - Misma CA, misma provincia y mismo municipio	Hombres	6
2006	12	Tarazona y el Moncayo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	5
2006	12	Tarazona y el Moncayo	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	12	Tarazona y el Moncayo	4 - Distinta CA	Hombres	3
2006	12	Tarazona y el Moncayo	4 - Distinta CA	Mujeres	3
2006	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Hombres	390
2006	12	Tarazona y el Moncayo	5 - Nacidos en el extranjero	Mujeres	360
2006	13	Campo de Borja	1 - Misma CA, misma provincia y mismo municipio	Hombres	13
2006	13	Campo de Borja	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4
2006	13	Campo de Borja	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2006	13	Campo de Borja	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2006	13	Campo de Borja	4 - Distinta CA	Hombres	2
2006	13	Campo de Borja	4 - Distinta CA	Mujeres	2
2006	13	Campo de Borja	5 - Nacidos en el extranjero	Hombres	652
2006	13	Campo de Borja	5 - Nacidos en el extranjero	Mujeres	381
2006	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2006	14	Aranda	1 - Misma CA, misma provincia y mismo municipio	Mujeres	2
2006	14	Aranda	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2006	14	Aranda	3 - Misma CA y distinta provincia	Hombres	1
2006	14	Aranda	3 - Misma CA y distinta provincia	Mujeres	1
2006	14	Aranda	4 - Distinta CA	Hombres	3
2006	14	Aranda	4 - Distinta CA	Mujeres	7
2006	14	Aranda	5 - Nacidos en el extranjero	Hombres	185
2006	14	Aranda	5 - Nacidos en el extranjero	Mujeres	138
2006	15	Ribera Alta del Ebro	1 - Misma CA, misma provincia y mismo municipio	Hombres	8
2006	15	Ribera Alta del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	9
2006	15	Ribera Alta del Ebro	2 - Misma CA, misma provincia y distinto municipio	Hombres	10
2006	15	Ribera Alta del Ebro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	5
2006	15	Ribera Alta del Ebro	3 - Misma CA y distinta provincia	Mujeres	1
2006	15	Ribera Alta del Ebro	4 - Distinta CA	Hombres	3
2006	15	Ribera Alta del Ebro	4 - Distinta CA	Mujeres	5
2006	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Hombres	729
2006	15	Ribera Alta del Ebro	5 - Nacidos en el extranjero	Mujeres	601
2006	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Hombres	68
2006	16	Valdejalón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	60
2006	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Hombres	22
2006	16	Valdejalón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	15
2006	16	Valdejalón	3 - Misma CA y distinta provincia	Hombres	1
2006	16	Valdejalón	3 - Misma CA y distinta provincia	Mujeres	1
2006	16	Valdejalón	4 - Distinta CA	Hombres	9
2006	16	Valdejalón	4 - Distinta CA	Mujeres	7
2006	16	Valdejalón	5 - Nacidos en el extranjero	Hombres	1982
2006	16	Valdejalón	5 - Nacidos en el extranjero	Mujeres	1317
2006	17	Central	1 - Misma CA, misma provincia y mismo municipio	Hombres	1398
2006	17	Central	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1407
2006	17	Central	2 - Misma CA, misma provincia y distinto municipio	Hombres	101
2006	17	Central	2 - Misma CA, misma provincia y distinto municipio	Mujeres	100
2006	17	Central	3 - Misma CA y distinta provincia	Hombres	21
2006	17	Central	3 - Misma CA y distinta provincia	Mujeres	19
2006	17	Central	4 - Distinta CA	Hombres	200
2006	17	Central	4 - Distinta CA	Mujeres	164
2006	17	Central	5 - Nacidos en el extranjero	Hombres	29576
2006	17	Central	5 - Nacidos en el extranjero	Mujeres	26358
2006	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Hombres	9
2006	18	Ribera Baja del Ebro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2006	18	Ribera Baja del Ebro	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2006	18	Ribera Baja del Ebro	4 - Distinta CA	Hombres	4
2006	18	Ribera Baja del Ebro	4 - Distinta CA	Mujeres	2
2006	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Hombres	177
2006	18	Ribera Baja del Ebro	5 - Nacidos en el extranjero	Mujeres	139
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Misma CA, misma provincia y mismo municipio	Hombres	14
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	1 - Misma CA, misma provincia y mismo municipio	Mujeres	22
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Misma CA y distinta provincia	Hombres	1
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	3 - Misma CA y distinta provincia	Mujeres	1
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4 - Distinta CA	Hombres	6
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	4 - Distinta CA	Mujeres	4
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Hombres	1005
2006	19	Bajo Aragón-Caspe / Baix Aragó-Casp	5 - Nacidos en el extranjero	Mujeres	376
2006	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Hombres	27
2006	20	Comunidad de Calatayud	1 - Misma CA, misma provincia y mismo municipio	Mujeres	44
2006	20	Comunidad de Calatayud	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2006	20	Comunidad de Calatayud	2 - Misma CA, misma provincia y distinto municipio	Mujeres	10
2006	20	Comunidad de Calatayud	3 - Misma CA y distinta provincia	Hombres	4
2006	20	Comunidad de Calatayud	3 - Misma CA y distinta provincia	Mujeres	2
2006	20	Comunidad de Calatayud	4 - Distinta CA	Hombres	8
2006	20	Comunidad de Calatayud	4 - Distinta CA	Mujeres	12
2006	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Hombres	2046
2006	20	Comunidad de Calatayud	5 - Nacidos en el extranjero	Mujeres	1571
2006	21	Campo de Cariñena	1 - Misma CA, misma provincia y mismo municipio	Hombres	8
2006	21	Campo de Cariñena	1 - Misma CA, misma provincia y mismo municipio	Mujeres	17
2006	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Hombres	6
2006	21	Campo de Cariñena	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2006	21	Campo de Cariñena	3 - Misma CA y distinta provincia	Hombres	1
2006	21	Campo de Cariñena	4 - Distinta CA	Hombres	3
2006	21	Campo de Cariñena	4 - Distinta CA	Mujeres	6
2006	21	Campo de Cariñena	5 - Nacidos en el extranjero	Hombres	962
2006	21	Campo de Cariñena	5 - Nacidos en el extranjero	Mujeres	479
2006	22	Campo de Belchite	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2006	22	Campo de Belchite	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2006	22	Campo de Belchite	4 - Distinta CA	Hombres	5
2006	22	Campo de Belchite	4 - Distinta CA	Mujeres	6
2006	22	Campo de Belchite	5 - Nacidos en el extranjero	Hombres	87
2006	22	Campo de Belchite	5 - Nacidos en el extranjero	Mujeres	72
2006	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2006	23	Bajo Martín	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4
2006	23	Bajo Martín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	23	Bajo Martín	4 - Distinta CA	Mujeres	2
2006	23	Bajo Martín	5 - Nacidos en el extranjero	Hombres	223
2006	23	Bajo Martín	5 - Nacidos en el extranjero	Mujeres	137
2006	24	Campo de Daroca	1 - Misma CA, misma provincia y mismo municipio	Hombres	3
2006	24	Campo de Daroca	2 - Misma CA, misma provincia y distinto municipio	Hombres	1
2006	24	Campo de Daroca	5 - Nacidos en el extranjero	Hombres	194
2006	24	Campo de Daroca	5 - Nacidos en el extranjero	Mujeres	156
2006	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Hombres	14
2006	25	Jiloca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	13
2006	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Hombres	9
2006	25	Jiloca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	5
2006	25	Jiloca	3 - Misma CA y distinta provincia	Hombres	1
2006	25	Jiloca	3 - Misma CA y distinta provincia	Mujeres	2
2006	25	Jiloca	4 - Distinta CA	Hombres	11
2006	25	Jiloca	4 - Distinta CA	Mujeres	1
2006	25	Jiloca	5 - Nacidos en el extranjero	Hombres	702
2006	25	Jiloca	5 - Nacidos en el extranjero	Mujeres	444
2006	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Hombres	8
2006	26	Cuencas Mineras	1 - Misma CA, misma provincia y mismo municipio	Mujeres	4
2006	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Hombres	9
2006	26	Cuencas Mineras	2 - Misma CA, misma provincia y distinto municipio	Mujeres	9
2006	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Hombres	20
2006	26	Cuencas Mineras	3 - Misma CA y distinta provincia	Mujeres	3
2006	26	Cuencas Mineras	4 - Distinta CA	Hombres	17
2006	26	Cuencas Mineras	4 - Distinta CA	Mujeres	3
2006	26	Cuencas Mineras	5 - Nacidos en el extranjero	Hombres	473
2006	26	Cuencas Mineras	5 - Nacidos en el extranjero	Mujeres	194
2006	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Hombres	6
2006	27	Andorra-Sierra de Arcos	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2006	27	Andorra-Sierra de Arcos	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Hombres	4
2006	27	Andorra-Sierra de Arcos	3 - Misma CA y distinta provincia	Mujeres	1
2006	27	Andorra-Sierra de Arcos	4 - Distinta CA	Hombres	1
2006	27	Andorra-Sierra de Arcos	4 - Distinta CA	Mujeres	3
2006	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Hombres	384
2006	27	Andorra-Sierra de Arcos	5 - Nacidos en el extranjero	Mujeres	234
2006	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Hombres	63
2006	28	Bajo Aragón	1 - Misma CA, misma provincia y mismo municipio	Mujeres	46
2006	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2006	28	Bajo Aragón	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	28	Bajo Aragón	3 - Misma CA y distinta provincia	Hombres	1
2006	28	Bajo Aragón	3 - Misma CA y distinta provincia	Mujeres	3
2006	28	Bajo Aragón	4 - Distinta CA	Hombres	9
2006	28	Bajo Aragón	4 - Distinta CA	Mujeres	15
2006	28	Bajo Aragón	5 - Nacidos en el extranjero	Hombres	1743
2006	28	Bajo Aragón	5 - Nacidos en el extranjero	Mujeres	1241
2006	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Hombres	27
2006	29	Comunidad de Teruel	1 - Misma CA, misma provincia y mismo municipio	Mujeres	35
2006	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2006	29	Comunidad de Teruel	2 - Misma CA, misma provincia y distinto municipio	Mujeres	6
2006	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Hombres	7
2006	29	Comunidad de Teruel	3 - Misma CA y distinta provincia	Mujeres	2
2006	29	Comunidad de Teruel	4 - Distinta CA	Hombres	8
2006	29	Comunidad de Teruel	4 - Distinta CA	Mujeres	6
2006	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Hombres	1636
2006	29	Comunidad de Teruel	5 - Nacidos en el extranjero	Mujeres	1214
2006	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2006	30	Maestrazgo	1 - Misma CA, misma provincia y mismo municipio	Mujeres	2
2006	30	Maestrazgo	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	30	Maestrazgo	4 - Distinta CA	Hombres	13
2006	30	Maestrazgo	4 - Distinta CA	Mujeres	7
2006	30	Maestrazgo	5 - Nacidos en el extranjero	Hombres	188
2006	30	Maestrazgo	5 - Nacidos en el extranjero	Mujeres	94
2006	31	Sierra de Albarracín	1 - Misma CA, misma provincia y mismo municipio	Hombres	1
2006	31	Sierra de Albarracín	1 - Misma CA, misma provincia y mismo municipio	Mujeres	1
2006	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2006	31	Sierra de Albarracín	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	31	Sierra de Albarracín	3 - Misma CA y distinta provincia	Hombres	2
2006	31	Sierra de Albarracín	3 - Misma CA y distinta provincia	Mujeres	1
2006	31	Sierra de Albarracín	4 - Distinta CA	Hombres	5
2006	31	Sierra de Albarracín	4 - Distinta CA	Mujeres	10
2006	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Hombres	155
2006	31	Sierra de Albarracín	5 - Nacidos en el extranjero	Mujeres	115
2006	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2006	32	Gúdar-Javalambre	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2006	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Hombres	4
2006	32	Gúdar-Javalambre	2 - Misma CA, misma provincia y distinto municipio	Mujeres	2
2006	32	Gúdar-Javalambre	3 - Misma CA y distinta provincia	Mujeres	1
2006	32	Gúdar-Javalambre	4 - Distinta CA	Hombres	8
2006	32	Gúdar-Javalambre	4 - Distinta CA	Mujeres	6
2006	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Hombres	755
2006	32	Gúdar-Javalambre	5 - Nacidos en el extranjero	Mujeres	379
2006	33	Matarraña / Matarranya	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2006	33	Matarraña / Matarranya	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2006	33	Matarraña / Matarranya	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2006	33	Matarraña / Matarranya	2 - Misma CA, misma provincia y distinto municipio	Mujeres	1
2006	33	Matarraña / Matarranya	4 - Distinta CA	Hombres	8
2006	33	Matarraña / Matarranya	4 - Distinta CA	Mujeres	7
2006	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Hombres	389
2006	33	Matarraña / Matarranya	5 - Nacidos en el extranjero	Mujeres	212
2007	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Hombres	8
2007	01	La Jacetania	1 - Misma CA, misma provincia y mismo municipio	Mujeres	10
2007	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Hombres	3
2007	01	La Jacetania	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2007	01	La Jacetania	3 - Misma CA y distinta provincia	Hombres	2
2007	01	La Jacetania	3 - Misma CA y distinta provincia	Mujeres	2
2007	01	La Jacetania	4 - Distinta CA	Hombres	4
2007	01	La Jacetania	4 - Distinta CA	Mujeres	6
2007	01	La Jacetania	5 - Nacidos en el extranjero	Hombres	723
2007	01	La Jacetania	5 - Nacidos en el extranjero	Mujeres	642
2007	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Hombres	4
2007	02	Alto Gállego	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2007	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Hombres	5
2007	02	Alto Gállego	2 - Misma CA, misma provincia y distinto municipio	Mujeres	3
2007	02	Alto Gállego	3 - Misma CA y distinta provincia	Hombres	1
2007	02	Alto Gállego	4 - Distinta CA	Hombres	1
2007	02	Alto Gállego	4 - Distinta CA	Mujeres	4
2007	02	Alto Gállego	5 - Nacidos en el extranjero	Hombres	848
2007	02	Alto Gállego	5 - Nacidos en el extranjero	Mujeres	674
2007	03	Sobrarbe	1 - Misma CA, misma provincia y mismo municipio	Hombres	2
2007	03	Sobrarbe	1 - Misma CA, misma provincia y mismo municipio	Mujeres	3
2007	03	Sobrarbe	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2007	03	Sobrarbe	4 - Distinta CA	Hombres	1
2007	03	Sobrarbe	4 - Distinta CA	Mujeres	3
2007	03	Sobrarbe	5 - Nacidos en el extranjero	Hombres	332
2007	03	Sobrarbe	5 - Nacidos en el extranjero	Mujeres	292
2007	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Hombres	9
2007	04	La Ribagorza	1 - Misma CA, misma provincia y mismo municipio	Mujeres	10
2007	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Hombres	13
2007	04	La Ribagorza	2 - Misma CA, misma provincia y distinto municipio	Mujeres	14
2007	04	La Ribagorza	3 - Misma CA y distinta provincia	Hombres	1
2007	04	La Ribagorza	3 - Misma CA y distinta provincia	Mujeres	1
2007	04	La Ribagorza	4 - Distinta CA	Hombres	5
2007	04	La Ribagorza	4 - Distinta CA	Mujeres	6
2007	04	La Ribagorza	5 - Nacidos en el extranjero	Hombres	608
2007	04	La Ribagorza	5 - Nacidos en el extranjero	Mujeres	571
2007	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Hombres	35
2007	05	Cinco Villas	1 - Misma CA, misma provincia y mismo municipio	Mujeres	42
2007	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Hombres	93
2007	05	Cinco Villas	2 - Misma CA, misma provincia y distinto municipio	Mujeres	52
2007	05	Cinco Villas	3 - Misma CA y distinta provincia	Hombres	1
2007	05	Cinco Villas	4 - Distinta CA	Hombres	9
2007	05	Cinco Villas	4 - Distinta CA	Mujeres	9
2007	05	Cinco Villas	5 - Nacidos en el extranjero	Hombres	1650
2007	05	Cinco Villas	5 - Nacidos en el extranjero	Mujeres	1140
2007	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Hombres	121
2007	06	Hoya de Huesca / Plana de Uesca	1 - Misma CA, misma provincia y mismo municipio	Mujeres	109
2007	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Hombres	15
2007	06	Hoya de Huesca / Plana de Uesca	2 - Misma CA, misma provincia y distinto municipio	Mujeres	17
2007	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Hombres	9
2007	06	Hoya de Huesca / Plana de Uesca	3 - Misma CA y distinta provincia	Mujeres	4
2007	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Hombres	15
2007	06	Hoya de Huesca / Plana de Uesca	4 - Distinta CA	Mujeres	25
2007	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Hombres	2568
2007	06	Hoya de Huesca / Plana de Uesca	5 - Nacidos en el extranjero	Mujeres	2156
2007	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Hombres	49
2007	07	Somontano de Barbastro	1 - Misma CA, misma provincia y mismo municipio	Mujeres	35
2007	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Hombres	2
2007	07	Somontano de Barbastro	2 - Misma CA, misma provincia y distinto municipio	Mujeres	5
2007	07	Somontano de Barbastro	4 - Distinta CA	Hombres	22
2007	07	Somontano de Barbastro	4 - Distinta CA	Mujeres	19
2007	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Hombres	897
2007	07	Somontano de Barbastro	5 - Nacidos en el extranjero	Mujeres	691
2007	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Hombres	62
2007	08	Cinca Medio	1 - Misma CA, misma provincia y mismo municipio	Mujeres	61
2007	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Hombres	9
2007	08	Cinca Medio	2 - Misma CA, misma provincia y distinto municipio	Mujeres	8
2007	08	Cinca Medio	4 - Distinta CA	Hombres	6
2007	08	Cinca Medio	4 - Distinta CA	Mujeres	4
2007	08	Cinca Medio	5 - Nacidos en el extranjero	Hombres	1251
2007	08	Cinca Medio	5 - Nacidos en el extranjero	Mujeres	803
2007	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Hombres	59
2007	09	La Litera / La Llitera	1 - Misma CA, misma provincia y mismo municipio	Mujeres	47
2007	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Hombres	9
2007	09	La Litera / La Llitera	2 - Misma CA, misma provincia y distinto municipio	Mujeres	11
2007	09	La Litera / La Llitera	3 - Misma CA y distinta provincia	Hombres	1
2007	09	La Litera / La Llitera	3 - Misma CA y distinta provincia	Mujeres	2
2007	09	La Litera / La Llitera	4 - Distinta CA	Hombres	21
2007	09	La Litera / La Llitera	4 - Distinta CA	Mujeres	11
2007	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Hombres	1101
2007	09	La Litera / La Llitera	5 - Nacidos en el extranjero	Mujeres	534
2007	10	Los Monegros	1 - Misma CA, misma provincia y mismo municipio	Hombres	6
