Municipio código	Municipio nombre	Provincia código	Provincia nombre	Población	Superficie (km2)	Densidad de población (hab/km2)	Año
22235	Torres de Alcanadre	22	Huesca	332	17,63	18,8315371525808	1950
22235	Torres de Alcanadre	22	Huesca	401	17,63	22,7453204764606	1940
22235	Torres de Alcanadre	22	Huesca	446	17,63	25,2977878615995	1930
22235	Torres de Alcanadre	22	Huesca	493	17,63	27,9636982416336	1920
22235	Torres de Alcanadre	22	Huesca	492	17,63	27,906976744186	1910
22235	Torres de Alcanadre	22	Huesca	499	17,63	28,3040272263188	1900
22236	Torres de Barbués	22	Huesca	294	13,94	21,090387374462	2011
22236	Torres de Barbués	22	Huesca	358	13,94	25,6814921090387	2001
22236	Torres de Barbués	22	Huesca	428	13,94	30,7030129124821	1991
22236	Torres de Barbués	22	Huesca	492	13,94	35,2941176470588	1981
22236	Torres de Barbués	22	Huesca	544	13,94	39,0243902439024	1970
22236	Torres de Barbués	22	Huesca	189	13,94	13,558106169297	1960
22236	Torres de Barbués	22	Huesca	200	13,94	14,3472022955524	1950
22236	Torres de Barbués	22	Huesca	233	13,94	16,7144906743185	1940
22236	Torres de Barbués	22	Huesca	228	13,94	16,3558106169297	1930
22236	Torres de Barbués	22	Huesca	250	13,94	17,9340028694405	1920
22236	Torres de Barbués	22	Huesca	238	13,94	17,0731707317073	1910
22236	Torres de Barbués	22	Huesca	202	13,94	14,4906743185079	1900
22239	Tramaced	22	Huesca	95	15,42	6,16083009079118	2011
22239	Tramaced	22	Huesca	95	15,42	6,16083009079118	2001
22239	Tramaced	22	Huesca	131	15,42	8,49546044098573	1991
22239	Tramaced	22	Huesca	161	15,42	10,4409857328145	1981
22239	Tramaced	22	Huesca	189	15,42	12,2568093385214	1970
22239	Tramaced	22	Huesca	203	15,42	13,1647211413748	1960
22239	Tramaced	22	Huesca	175	15,42	11,348897535668	1950
22239	Tramaced	22	Huesca	144	15,42	9,33852140077821	1940
22239	Tramaced	22	Huesca	132	15,42	8,56031128404669	1930
22239	Tramaced	22	Huesca	119	15,42	7,71725032425422	1920
22239	Tramaced	22	Huesca	111	15,42	7,19844357976654	1910
22239	Tramaced	22	Huesca	111	15,42	7,19844357976654	1900
22242	Valfarta	22	Huesca	75	33,2	2,25903614457831	2011
22242	Valfarta	22	Huesca	95	33,2	2,86144578313253	2001
22242	Valfarta	22	Huesca	116	33,2	3,49397590361446	1991
22242	Valfarta	22	Huesca	124	33,2	3,73493975903614	1981
22242	Valfarta	22	Huesca	151	33,2	4,54819277108434	1970
22242	Valfarta	22	Huesca	152	33,2	4,57831325301205	1960
22242	Valfarta	22	Huesca	214	33,2	6,44578313253012	1950
22242	Valfarta	22	Huesca	296	33,2	8,91566265060241	1940
22242	Valfarta	22	Huesca	335	33,2	10,0903614457831	1930
22242	Valfarta	22	Huesca	368	33,2	11,0843373493976	1920
22242	Valfarta	22	Huesca	346	33,2	10,421686746988	1910
22242	Valfarta	22	Huesca	309	33,2	9,30722891566265	1900
22243	Valle de Bardají	22	Huesca	49	45,48	1,07739665787159	2011
22243	Valle de Bardají	22	Huesca	49	45,48	1,07739665787159	2001
22243	Valle de Bardají	22	Huesca	56	45,48	1,23131046613896	1991
22243	Valle de Bardají	22	Huesca	76	45,48	1,67106420404573	1981
22243	Valle de Bardají	22	Huesca	101	45,48	2,2207563764292	1970
22243	Valle de Bardají	22	Huesca	131	45,48	2,88038698328936	1960
22243	Valle de Bardají	22	Huesca	184	45,48	4,0457343887423	1950
22243	Valle de Bardají	22	Huesca	203	45,48	4,46350043975374	1940
22243	Valle de Bardají	22	Huesca	225	45,48	4,94722955145119	1930
22243	Valle de Bardají	22	Huesca	202	45,48	4,4415127528584	1920
22243	Valle de Bardají	22	Huesca	186	45,48	4,08970976253298	1910
22243	Valle de Bardají	22	Huesca	221	45,48	4,85927880386983	1900
22244	Valle de Lierp	22	Huesca	63	32,76	1,92307692307692	2011
22244	Valle de Lierp	22	Huesca	51	32,76	1,55677655677656	2001
22244	Valle de Lierp	22	Huesca	61	32,76	1,86202686202686	1991
22244	Valle de Lierp	22	Huesca	73	32,76	2,22832722832723	1981
22244	Valle de Lierp	22	Huesca	99	32,76	3,02197802197802	1970
22244	Valle de Lierp	22	Huesca	173	32,76	5,28083028083028	1960
22244	Valle de Lierp	22	Huesca	197	32,76	6,01343101343101	1950
22244	Valle de Lierp	22	Huesca	208	32,76	6,34920634920635	1940
22244	Valle de Lierp	22	Huesca	203	32,76	6,1965811965812	1930
22244	Valle de Lierp	22	Huesca	263	32,76	8,02808302808303	1920
22244	Valle de Lierp	22	Huesca	231	32,76	7,05128205128205	1910
22244	Valle de Lierp	22	Huesca	212	32,76	6,47130647130647	1900
22245	Velilla de Cinca	22	Huesca	441	16,54	26,6626360338573	2011
22245	Velilla de Cinca	22	Huesca	463	16,54	27,9927448609432	2001
22245	Velilla de Cinca	22	Huesca	523	16,54	31,6203143893591	1991
22245	Velilla de Cinca	22	Huesca	583	16,54	35,2478839177751	1981
22245	Velilla de Cinca	22	Huesca	679	16,54	41,0519951632406	1970
22245	Velilla de Cinca	22	Huesca	788	16,54	47,6420798065296	1960
22245	Velilla de Cinca	22	Huesca	852	16,54	51,5114873035067	1950
22245	Velilla de Cinca	22	Huesca	927	16,54	56,0459492140266	1940
22245	Velilla de Cinca	22	Huesca	1005	16,54	60,7617896009674	1930
22245	Velilla de Cinca	22	Huesca	1183	16,54	71,5235792019347	1920
22245	Velilla de Cinca	22	Huesca	1238	16,54	74,8488512696493	1910
22245	Velilla de Cinca	22	Huesca	1089	16,54	65,8403869407497	1900
22246	Beranuy	22	Huesca	98	63,76	1,53701380175659	2011
22246	Beranuy	22	Huesca	111	63,76	1,74090338770389	2001
22246	Beranuy	22	Huesca	121	63,76	1,89774153074028	1991
22246	Beranuy	22	Huesca	141	63,76	2,21141781681305	1981
22246	Beranuy	22	Huesca	248	63,76	3,88958594730238	1970
22246	Beranuy	22	Huesca	462	63,76	7,24592220828105	1960
22246	Beranuy	22	Huesca	579	63,76	9,08092848180678	1950
22246	Beranuy	22	Huesca	595	63,76	9,33186951066499	1940
22246	Beranuy	22	Huesca	585	63,76	9,17503136762861	1930
22246	Beranuy	22	Huesca	659	63,76	10,3356336260979	1920
22246	Beranuy	22	Huesca	765	63,76	11,9981179422836	1910
22246	Beranuy	22	Huesca	651	63,76	10,2101631116688	1900
22247	Viacamp y Litera	22	Huesca	45	107,74	0,417672173751624	2011
22247	Viacamp y Litera	22	Huesca	36	107,74	0,334137739001299	2001
22247	Viacamp y Litera	22	Huesca	41	107,74	0,380545758307035	1991
22247	Viacamp y Litera	22	Huesca	51	107,74	0,473361796918508	1981
22247	Viacamp y Litera	22	Huesca	85	107,74	0,788936328197513	1970
22247	Viacamp y Litera	22	Huesca	274	107,74	2,54315945795433	1960
22247	Viacamp y Litera	22	Huesca	573	107,74	5,31835901243735	1950
22247	Viacamp y Litera	22	Huesca	726	107,74	6,73844440319287	1940
22247	Viacamp y Litera	22	Huesca	745	107,74	6,91479487655467	1930
22247	Viacamp y Litera	22	Huesca	808	107,74	7,49953591980694	1920
22247	Viacamp y Litera	22	Huesca	800	107,74	7,42528308891776	1910
22247	Viacamp y Litera	22	Huesca	820	107,74	7,61091516614071	1900
22248	Vicién	22	Huesca	117	13,76	8,50290697674419	2011
22248	Vicién	22	Huesca	121	13,76	8,79360465116279	2001
22248	Vicién	22	Huesca	111	13,76	8,06686046511628	1991
22248	Vicién	22	Huesca	143	13,76	10,3924418604651	1981
22248	Vicién	22	Huesca	194	13,76	14,0988372093023	1970
22248	Vicién	22	Huesca	283	13,76	20,5668604651163	1960
22248	Vicién	22	Huesca	287	13,76	20,8575581395349	1950
22248	Vicién	22	Huesca	245	13,76	17,8052325581395	1940
22248	Vicién	22	Huesca	336	13,76	24,4186046511628	1930
22248	Vicién	22	Huesca	296	13,76	21,5116279069767	1920
22248	Vicién	22	Huesca	328	13,76	23,8372093023256	1910
22248	Vicién	22	Huesca	374	13,76	27,1802325581395	1900
22249	Villanova	22	Huesca	149	7,05	21,1347517730496	2011
22249	Villanova	22	Huesca	132	7,05	18,7234042553191	2001
22249	Villanova	22	Huesca	94	7,05	13,3333333333333	1991
22249	Villanova	22	Huesca	121	7,05	17,1631205673759	1981
22249	Villanova	22	Huesca	131	7,05	18,5815602836879	1970
22249	Villanova	22	Huesca	190	7,05	26,9503546099291	1960
22249	Villanova	22	Huesca	127	7,05	18,0141843971631	1950
22249	Villanova	22	Huesca	159	7,05	22,5531914893617	1940
22249	Villanova	22	Huesca	211	7,05	29,9290780141844	1930
22249	Villanova	22	Huesca	352	7,05	49,9290780141844	1920
22249	Villanova	22	Huesca	324	7,05	45,9574468085106	1910
22249	Villanova	22	Huesca	279	7,05	39,5744680851064	1900
22250	Villanúa	22	Huesca	494	58,19	8,48943117374119	2011
22250	Villanúa	22	Huesca	340	58,19	5,84292833820244	2001
22250	Villanúa	22	Huesca	283	58,19	4,86337858738615	1991
22250	Villanúa	22	Huesca	265	58,19	4,55404708712837	1981
22250	Villanúa	22	Huesca	323	58,19	5,55078192129232	1970
22250	Villanúa	22	Huesca	446	58,19	7,66454717305379	1960
22250	Villanúa	22	Huesca	551	58,19	9,46898092455748	1950
22250	Villanúa	22	Huesca	585	58,19	10,0532737583777	1940
22250	Villanúa	22	Huesca	682	58,19	11,7202268431002	1930
22250	Villanúa	22	Huesca	847	58,19	14,5557655954631	1920
22250	Villanúa	22	Huesca	1114	58,19	19,1441828492868	1910
22250	Villanúa	22	Huesca	959	58,19	16,4804949304004	1900
22251	Villanueva de Sigena	22	Huesca	456	146,37	3,1153924984628	2011
22251	Villanueva de Sigena	22	Huesca	531	146,37	3,62779258044681	2001
22251	Villanueva de Sigena	22	Huesca	500	146,37	3,41600054656009	1991
22251	Villanueva de Sigena	22	Huesca	549	146,37	3,75076860012298	1981
22251	Villanueva de Sigena	22	Huesca	613	146,37	4,18801667008267	1970
22251	Villanueva de Sigena	22	Huesca	679	146,37	4,6389287422286	1960
22251	Villanueva de Sigena	22	Huesca	730	146,37	4,98736079797773	1950
22251	Villanueva de Sigena	22	Huesca	791	146,37	5,40411286465806	1940
22251	Villanueva de Sigena	22	Huesca	875	146,37	5,97800095648015	1930
22251	Villanueva de Sigena	22	Huesca	972	146,37	6,64070506251281	1920
22251	Villanueva de Sigena	22	Huesca	974	146,37	6,65436906469905	1910
22251	Villanueva de Sigena	22	Huesca	900	146,37	6,14880098380816	1900
22252	Yebra de Basa	22	Huesca	151	90,87	1,66171453725102	2011
22252	Yebra de Basa	22	Huesca	161	90,87	1,77176185759877	2001
22252	Yebra de Basa	22	Huesca	173	90,87	1,90381864201607	1991
22252	Yebra de Basa	22	Huesca	184	90,87	2,02487069439859	1981
22252	Yebra de Basa	22	Huesca	222	90,87	2,44305051172004	1970
22252	Yebra de Basa	22	Huesca	490	90,87	5,39231869703973	1960
22252	Yebra de Basa	22	Huesca	670	90,87	7,37317046329922	1950
22252	Yebra de Basa	22	Huesca	741	90,87	8,15450643776824	1940
22252	Yebra de Basa	22	Huesca	867	90,87	9,54110267414988	1930
22252	Yebra de Basa	22	Huesca	926	90,87	10,1903818642016	1920
22252	Yebra de Basa	22	Huesca	888	90,87	9,77220204688016	1910
22252	Yebra de Basa	22	Huesca	867	90,87	9,54110267414988	1900
22253	Yésero	22	Huesca	68	30,23	2,24942110486272	2011
22253	Yésero	22	Huesca	81	30,23	2,67945749255706	2001
22253	Yésero	22	Huesca	53	30,23	1,75322527290771	1991
22253	Yésero	22	Huesca	61	30,23	2,01786304995038	1981
22253	Yésero	22	Huesca	141	30,23	4,66424082037711	1970
22253	Yésero	22	Huesca	194	30,23	6,41746609328482	1960
22253	Yésero	22	Huesca	201	30,23	6,64902414819716	1950
22253	Yésero	22	Huesca	248	30,23	8,20377108832286	1940
22253	Yésero	22	Huesca	254	30,23	8,40224942110486	1930
22253	Yésero	22	Huesca	293	30,23	9,69235858418789	1920
22253	Yésero	22	Huesca	311	30,23	10,2877935825339	1910
22253	Yésero	22	Huesca	288	30,23	9,52695997353622	1900
22254	Zaidín	22	Huesca	1719	92,55	18,5737439222042	2011
22254	Zaidín	22	Huesca	1672	92,55	18,0659103187466	2001
22254	Zaidín	22	Huesca	1756	92,55	18,9735278227985	1991
22254	Zaidín	22	Huesca	1857	92,55	20,064829821718	1981
22254	Zaidín	22	Huesca	2008	92,55	21,6963803349541	1970
22254	Zaidín	22	Huesca	2132	92,55	23,0361966504592	1960
22254	Zaidín	22	Huesca	2072	92,55	22,3878984332793	1950
22254	Zaidín	22	Huesca	1990	92,55	21,5018908698001	1940
22254	Zaidín	22	Huesca	2051	92,55	22,1609940572663	1930
22254	Zaidín	22	Huesca	2100	92,55	22,6904376012966	1920
22254	Zaidín	22	Huesca	2091	92,55	22,5931928687196	1910
22254	Zaidín	22	Huesca	1907	92,55	20,6050783360346	1900
22901	Valle de Hecho	22	Huesca	942	234,43	4,0182570490125	2011
22901	Valle de Hecho	22	Huesca	977	234,43	4,1675553470119	2001
22901	Valle de Hecho	22	Huesca	1055	234,43	4,50027726826771	1991
22901	Valle de Hecho	22	Huesca	1143	234,43	4,87565584609478	1981
22901	Valle de Hecho	22	Huesca	1369	234,43	5,83969628460521	1970
22901	Valle de Hecho	22	Huesca	1761	234,43	7,51183722219852	1960
22901	Valle de Hecho	22	Huesca	1929	234,43	8,22846905259566	1950
22901	Valle de Hecho	22	Huesca	2089	234,43	8,91097555773578	1940
22901	Valle de Hecho	22	Huesca	2328	234,43	9,93046964978885	1930
22901	Valle de Hecho	22	Huesca	2504	234,43	10,681226805443	1920
22901	Valle de Hecho	22	Huesca	2701	234,43	11,5215629398968	1910
22901	Valle de Hecho	22	Huesca	2935	234,43	12,5197287036642	1900
22902	Puente la Reina de Jaca	22	Huesca	283	48,13	5,87990858092666	2011
22902	Puente la Reina de Jaca	22	Huesca	262	48,13	5,44359027633493	2001
22902	Puente la Reina de Jaca	22	Huesca	295	48,13	6,12923332640765	1991
22902	Puente la Reina de Jaca	22	Huesca	320	48,13	6,64865987949304	1981
22902	Puente la Reina de Jaca	22	Huesca	372	48,13	7,72906710991066	1970
22902	Puente la Reina de Jaca	22	Huesca	518	48,13	10,7625181799294	1960
22902	Puente la Reina de Jaca	22	Huesca	664	48,13	13,7959692499481	1950
22902	Puente la Reina de Jaca	22	Huesca	793	48,13	16,4762102638687	1940
22902	Puente la Reina de Jaca	22	Huesca	789	48,13	16,393102015375	1930
22902	Puente la Reina de Jaca	22	Huesca	817	48,13	16,9748597548307	1920
22902	Puente la Reina de Jaca	22	Huesca	841	48,13	17,4735092457926	1910
22902	Puente la Reina de Jaca	22	Huesca	848	48,13	17,6189486806566	1900
22903	San Miguel del Cinca	22	Huesca	845	106,49	7,93501737252324	2011
22903	San Miguel del Cinca	22	Huesca	886	106,49	8,32003004976993	2001
22903	San Miguel del Cinca	22	Huesca	982	106,49	9,2215231477134	1991
22903	San Miguel del Cinca	22	Huesca	1013	106,49	9,51263029392431	1981
22903	San Miguel del Cinca	22	Huesca	1122	106,49	10,5362005822143	1970
22903	San Miguel del Cinca	22	Huesca	1298	106,49	12,188937928444	1960
22903	San Miguel del Cinca	22	Huesca	1542	106,49	14,480232885717	1950
22903	San Miguel del Cinca	22	Huesca	1683	106,49	15,8043008733214	1940
22903	San Miguel del Cinca	22	Huesca	1795	106,49	16,8560428209222	1930
22903	San Miguel del Cinca	22	Huesca	1902	106,49	17,860832003005	1920
22903	San Miguel del Cinca	22	Huesca	1941	106,49	18,2270635740445	1910
22903	San Miguel del Cinca	22	Huesca	1922	106,49	18,0486430650765	1900
22904	Sotonera (La)	22	Huesca	1030	165,54	6,22206113326084	2011
22904	Sotonera (La)	22	Huesca	1088	165,54	6,57242962426	2001
22904	Sotonera (La)	22	Huesca	1262	165,54	7,62353509725746	1991
22904	Sotonera (La)	22	Huesca	1470	165,54	8,88002899601305	1981
22904	Sotonera (La)	22	Huesca	1874	165,54	11,3205267609037	1970
22904	Sotonera (La)	22	Huesca	2418	165,54	14,6067415730337	1960
22904	Sotonera (La)	22	Huesca	3024	165,54	18,2674882203697	1950
22904	Sotonera (La)	22	Huesca	3391	165,54	20,4844750513471	1940
22904	Sotonera (La)	22	Huesca	3559	165,54	21,4993355080343	1930
22904	Sotonera (La)	22	Huesca	3667	165,54	22,1517458016189	1920
22904	Sotonera (La)	22	Huesca	4073	165,54	24,604325238613	1910
22904	Sotonera (La)	22	Huesca	3972	165,54	23,9942007973904	1900
22905	Lupiñén-Ortilla	22	Huesca	380	110,08	3,45203488372093	2011
22905	Lupiñén-Ortilla	22	Huesca	343	110,08	3,11591569767442	2001
22905	Lupiñén-Ortilla	22	Huesca	404	110,08	3,67005813953488	1991
22905	Lupiñén-Ortilla	22	Huesca	452	110,08	4,10610465116279	1981
22905	Lupiñén-Ortilla	22	Huesca	674	110,08	6,12281976744186	1970
22905	Lupiñén-Ortilla	22	Huesca	916	110,08	8,32122093023256	1960
22905	Lupiñén-Ortilla	22	Huesca	1176	110,08	10,6831395348837	1950
22905	Lupiñén-Ortilla	22	Huesca	1276	110,08	11,5915697674419	1940
22905	Lupiñén-Ortilla	22	Huesca	1300	110,08	11,8095930232558	1930
22905	Lupiñén-Ortilla	22	Huesca	1211	110,08	11,0010901162791	1920
22905	Lupiñén-Ortilla	22	Huesca	1181	110,08	10,7285610465116	1910
22905	Lupiñén-Ortilla	22	Huesca	1138	110,08	10,3379360465116	1900
22906	Santa María de Dulcis	22	Huesca	220	27,16	8,10014727540501	2011
22906	Santa María de Dulcis	22	Huesca	222	27,16	8,17378497790869	2001
22906	Santa María de Dulcis	22	Huesca	225	27,16	8,28424153166421	1991
22906	Santa María de Dulcis	22	Huesca	269	27,16	9,90427098674521	1981
22906	Santa María de Dulcis	22	Huesca	350	27,16	12,8865979381443	1970
22906	Santa María de Dulcis	22	Huesca	446	27,16	16,4212076583211	1960
22906	Santa María de Dulcis	22	Huesca	546	27,16	20,1030927835052	1950
22906	Santa María de Dulcis	22	Huesca	556	27,16	20,4712812960236	1940
22906	Santa María de Dulcis	22	Huesca	553	27,16	20,360824742268	1930
22906	Santa María de Dulcis	22	Huesca	583	27,16	21,4653902798233	1920
22906	Santa María de Dulcis	22	Huesca	622	27,16	22,9013254786451	1910
22906	Santa María de Dulcis	22	Huesca	644	27,16	23,7113402061856	1900
22907	Aínsa-Sobrarbe	22	Huesca	2179	284,77	7,65178916318432	2011
22907	Aínsa-Sobrarbe	22	Huesca	1602	284,77	5,62559258348843	2001
22907	Aínsa-Sobrarbe	22	Huesca	1427	284,77	5,01106155845068	1991
22907	Aínsa-Sobrarbe	22	Huesca	1237	284,77	4,34385644555255	1981
22907	Aínsa-Sobrarbe	22	Huesca	1722	284,77	6,04698528637146	1970
22907	Aínsa-Sobrarbe	22	Huesca	2502	284,77	8,78603785511114	1960
22907	Aínsa-Sobrarbe	22	Huesca	3024	284,77	10,6190961126523	1950
22907	Aínsa-Sobrarbe	22	Huesca	3331	284,77	11,6971591108614	1940
22907	Aínsa-Sobrarbe	22	Huesca	3479	284,77	12,2168767777505	1930
22907	Aínsa-Sobrarbe	22	Huesca	3715	284,77	13,0456157600871	1920
22907	Aínsa-Sobrarbe	22	Huesca	3800	284,77	13,3441022579626	1910
22907	Aínsa-Sobrarbe	22	Huesca	3680	284,77	12,9227095550795	1900
22908	Hoz y Costeán	22	Huesca	206	57,48	3,58385525400139	2011
22908	Hoz y Costeán	22	Huesca	233	57,48	4,053583855254	2001
22908	Hoz y Costeán	22	Huesca	268	57,48	4,6624913013222	1991
22908	Hoz y Costeán	22	Huesca	342	57,48	5,94989561586639	1981
22908	Hoz y Costeán	22	Huesca	498	57,48	8,66388308977035	1970
22908	Hoz y Costeán	22	Huesca	747	57,48	12,9958246346555	1960
22908	Hoz y Costeán	22	Huesca	867	57,48	15,0835073068894	1950
22908	Hoz y Costeán	22	Huesca	1086	57,48	18,8935281837161	1940
22908	Hoz y Costeán	22	Huesca	1151	57,48	20,0243562978427	1930
22908	Hoz y Costeán	22	Huesca	1313	57,48	22,8427279053584	1920
22908	Hoz y Costeán	22	Huesca	1383	57,48	24,0605427974948	1910
22908	Hoz y Costeán	22	Huesca	1390	57,48	24,1823242867084	1900
22909	Vencillón	22	Huesca	459	10,37	44,2622950819672	2011
22909	Vencillón	22	Huesca	468	10,37	45,1301832208293	2001
22909	Vencillón	22	Huesca	514	10,37	49,5660559305689	1991
22909	Vencillón	22	Huesca	542	10,37	52,2661523625844	1981
22909	Vencillón	22	Huesca	456	10,37	43,9729990356798	1970
22909	Vencillón	22	Huesca	88	10,37	8,48601735776278	1960
22909	Vencillón	22	Huesca	147	10,37	14,175506268081	1950
22909	Vencillón	22	Huesca	149	10,37	14,3683702989392	1940
44001	Ababuj	44	Teruel	71	54,3	1,30755064456722	2011
44001	Ababuj	44	Teruel	85	54,3	1,56537753222836	2001
44001	Ababuj	44	Teruel	83	54,3	1,52854511970534	1991
44001	Ababuj	44	Teruel	115	54,3	2,11786372007366	1981
44001	Ababuj	44	Teruel	193	54,3	3,55432780847145	1970
44001	Ababuj	44	Teruel	362	54,3	6,66666666666667	1960
44001	Ababuj	44	Teruel	400	54,3	7,36648250460405	1950
44001	Ababuj	44	Teruel	409	54,3	7,53222836095764	1940
44001	Ababuj	44	Teruel	373	54,3	6,86924493554328	1930
44001	Ababuj	44	Teruel	409	54,3	7,53222836095764	1920
44001	Ababuj	44	Teruel	458	54,3	8,43462246777164	1910
44001	Ababuj	44	Teruel	459	54,3	8,45303867403315	1900
44002	Abejuela	44	Teruel	58	86,67	0,669205030575747	2011
44002	Abejuela	44	Teruel	56	86,67	0,646128995038652	2001
44002	Abejuela	44	Teruel	65	86,67	0,749971154955579	1991
44002	Abejuela	44	Teruel	63	86,67	0,726895119418484	1981
44002	Abejuela	44	Teruel	178	86,67	2,05376716280143	1970
44002	Abejuela	44	Teruel	372	86,67	4,29214260989962	1960
44002	Abejuela	44	Teruel	503	86,67	5,80362293757932	1950
44002	Abejuela	44	Teruel	561	86,67	6,47282796815507	1940
44002	Abejuela	44	Teruel	597	86,67	6,88819660782278	1930
44002	Abejuela	44	Teruel	696	86,67	8,03046036690897	1920
44002	Abejuela	44	Teruel	711	86,67	8,20353063343718	1910
44002	Abejuela	44	Teruel	698	86,67	8,05353640244606	1900
44003	Aguatón	44	Teruel	20	21,64	0,924214417744917	2011
44003	Aguatón	44	Teruel	26	21,64	1,20147874306839	2001
44003	Aguatón	44	Teruel	32	21,64	1,47874306839187	1991
44003	Aguatón	44	Teruel	50	21,64	2,31053604436229	1981
44003	Aguatón	44	Teruel	73	21,64	3,37338262476895	1970
44003	Aguatón	44	Teruel	129	21,64	5,96118299445471	1960
44003	Aguatón	44	Teruel	153	21,64	7,07024029574861	1950
44003	Aguatón	44	Teruel	139	21,64	6,42329020332717	1940
44003	Aguatón	44	Teruel	194	21,64	8,96487985212569	1930
44003	Aguatón	44	Teruel	179	21,64	8,27171903881701	1920
44003	Aguatón	44	Teruel	185	21,64	8,54898336414048	1910
44003	Aguatón	44	Teruel	181	21,64	8,3641404805915	1900
44004	Aguaviva	44	Teruel	648	42,15	15,373665480427	2011
44004	Aguaviva	44	Teruel	658	42,15	15,6109134045077	2001
44004	Aguaviva	44	Teruel	618	42,15	14,6619217081851	1991
44004	Aguaviva	44	Teruel	706	42,15	16,7497034400949	1981
44004	Aguaviva	44	Teruel	889	42,15	21,0913404507711	1970
44004	Aguaviva	44	Teruel	1263	42,15	29,9644128113879	1960
44004	Aguaviva	44	Teruel	1547	42,15	36,7022538552788	1950
44004	Aguaviva	44	Teruel	1723	42,15	40,8778173190985	1940
44004	Aguaviva	44	Teruel	1863	42,15	44,1992882562278	1930
44004	Aguaviva	44	Teruel	1761	42,15	41,779359430605	1920
44004	Aguaviva	44	Teruel	1793	42,15	42,5385527876631	1910
44004	Aguaviva	44	Teruel	1781	42,15	42,2538552787663	1900
44005	Aguilar del Alfambra	44	Teruel	73	39,04	1,86987704918033	2011
44005	Aguilar del Alfambra	44	Teruel	80	39,04	2,04918032786885	2001
44005	Aguilar del Alfambra	44	Teruel	101	39,04	2,58709016393443	1991
44005	Aguilar del Alfambra	44	Teruel	131	39,04	3,35553278688525	1981
44005	Aguilar del Alfambra	44	Teruel	220	39,04	5,63524590163934	1970
44005	Aguilar del Alfambra	44	Teruel	314	39,04	8,04303278688525	1960
44005	Aguilar del Alfambra	44	Teruel	392	39,04	10,0409836065574	1950
44005	Aguilar del Alfambra	44	Teruel	442	39,04	11,3217213114754	1940
44005	Aguilar del Alfambra	44	Teruel	494	39,04	12,6536885245902	1930
44005	Aguilar del Alfambra	44	Teruel	536	39,04	13,7295081967213	1920
44005	Aguilar del Alfambra	44	Teruel	496	39,04	12,7049180327869	1910
44005	Aguilar del Alfambra	44	Teruel	524	39,04	13,422131147541	1900
44006	Alacón	44	Teruel	333	47,5	7,01052631578947	2011
44006	Alacón	44	Teruel	409	47,5	8,61052631578947	2001
44006	Alacón	44	Teruel	527	47,5	11,0947368421053	1991
44006	Alacón	44	Teruel	543	47,5	11,4315789473684	1981
44006	Alacón	44	Teruel	729	47,5	15,3473684210526	1970
44006	Alacón	44	Teruel	990	47,5	20,8421052631579	1960
44006	Alacón	44	Teruel	1060	47,5	22,3157894736842	1950
44006	Alacón	44	Teruel	1071	47,5	22,5473684210526	1940
44006	Alacón	44	Teruel	1038	47,5	21,8526315789474	1930
44006	Alacón	44	Teruel	1070	47,5	22,5263157894737	1920
44006	Alacón	44	Teruel	1007	47,5	21,2	1910
44006	Alacón	44	Teruel	931	47,5	19,6	1900
44007	Alba	44	Teruel	228	69,53	3,27916007478786	2011
44007	Alba	44	Teruel	255	69,53	3,66748166259169	2001
44007	Alba	44	Teruel	323	69,53	4,64547677261614	1991
44007	Alba	44	Teruel	403	69,53	5,79605925499784	1981
44007	Alba	44	Teruel	557	69,53	8,01093053358263	1970
44007	Alba	44	Teruel	626	69,53	9,00330792463685	1960
44007	Alba	44	Teruel	701	69,53	10,0819790018697	1950
44007	Alba	44	Teruel	761	69,53	10,944915863656	1940
44007	Alba	44	Teruel	786	69,53	11,3044728894003	1930
44007	Alba	44	Teruel	732	69,53	10,5278297137926	1920
44007	Alba	44	Teruel	694	69,53	9,9813030346613	1910
44007	Alba	44	Teruel	634	69,53	9,11836617287502	1900
44008	Albalate del Arzobispo	44	Teruel	2079	205,69	10,1074432398269	2011
44008	Albalate del Arzobispo	44	Teruel	2185	205,69	10,6227818561914	2001
44008	Albalate del Arzobispo	44	Teruel	2449	205,69	11,9062667120424	1991
44008	Albalate del Arzobispo	44	Teruel	2739	205,69	13,3161553794545	1981
44008	Albalate del Arzobispo	44	Teruel	3044	205,69	14,7989693227673	1970
44008	Albalate del Arzobispo	44	Teruel	3926	205,69	19,0869755457241	1960
44008	Albalate del Arzobispo	44	Teruel	4341	205,69	21,1045748456415	1950
44008	Albalate del Arzobispo	44	Teruel	4367	205,69	21,2309786572026	1940
44008	Albalate del Arzobispo	44	Teruel	4640	205,69	22,558218678594	1930
44008	Albalate del Arzobispo	44	Teruel	4726	205,69	22,9763235937576	1920
44008	Albalate del Arzobispo	44	Teruel	4537	205,69	22,0574651174097	1910
44008	Albalate del Arzobispo	44	Teruel	4291	205,69	20,8614905926394	1900
44009	Albarracín	44	Teruel	1102	452,72	2,43417564940802	2011
44009	Albarracín	44	Teruel	1050	452,72	2,31931436649585	2001
44009	Albarracín	44	Teruel	1065	452,72	2,35244742887436	1991
44009	Albarracín	44	Teruel	1127	452,72	2,48939742003888	1981
44009	Albarracín	44	Teruel	1258	452,72	2,77875949814455	1970
44009	Albarracín	44	Teruel	1432	452,72	3,16310302173529	1960
